at.bestsolution	at.bestsolution.dart.server.api	1.0.0		82cd091624a0948847b1c8f00f1ae2d6cedb534f
com.outr	lightdb-duckdb_2.13	3.0.0		a7195e129465a1317fe791ff7036045e125fae5c
com.outr	lightdb-duckdb_2.13	3.1.0		d9a32e347f9e5e86633fe5095eefb8f3ca422081
com.softwaremill.sttp.client3	upickle_native0.5_2.13	3.10.0		5ebef5974cd6ab4f489bada9c78fddd61950158d
com.softwaremill.sttp.client3	upickle_native0.5_2.13	3.10.1		fbe8ed30b4fa40fd100ae4a4fa429452f656708e
com.softwaremill.sttp.client3	upickle_native0.5_2.13	3.10.2		b58ce60188b533272ea6374f05c2f574ea49a125
com.softwaremill.sttp.client3	upickle_native0.5_2.13	3.10.3		e53d1df2e2769f7ddd2747279ea34232113eb0b9
com.softwaremill.sttp.client3	upickle_native0.5_2.13	3.11.0		2023cf7155e26b57175c6af45ac8b0103a260f55
com.soywiz	korlibs-ffi-macosarm64	5.5.0-alpha1		N/A
com.soywiz	korlibs-ffi-macosarm64	5.5.0-alpha1	metadata	25b82f4174a30e00990fff16ea11dfebd8a57742
com.soywiz	korlibs-ffi-macosarm64	5.5.0-alpha2		N/A
com.soywiz	korlibs-ffi-macosarm64	5.5.0-alpha2	metadata	1155202f116cf3a71a12ccc470ef90580000833d
com.soywiz	korlibs-ffi-macosarm64	5.5.0-alpha3		N/A
com.soywiz	korlibs-ffi-macosarm64	5.5.0-alpha3	metadata	549a65ccf7330eb8099a4a9f7636527d60b03ad7
com.soywiz	korlibs-ffi-macosarm64	6.0.0-alpha1		N/A
com.soywiz	korlibs-ffi-macosarm64	6.0.0-alpha1	metadata	9185503151fb2e253470385df79759724c27bd47
com.soywiz	korlibs-ffi-macosarm64	6.0.0-alpha2		N/A
com.soywiz	korlibs-ffi-macosarm64	6.0.0-alpha2	metadata	0f126684edf5b4febb6c8c590b8b3d61539e92da
com.soywiz	korlibs-ffi-macosarm64	6.0.0-alpha3		N/A
com.soywiz	korlibs-ffi-macosarm64	6.0.0-alpha3	metadata	58b75db7bbe25ede2d9e5eb68877ebad16e8f345
com.soywiz	korlibs-ffi-macosarm64	6.0.0-alpha4		N/A
com.soywiz	korlibs-ffi-macosarm64	6.0.0-alpha4	metadata	f486192411153debe7cb41222ccd31518e83980c
com.soywiz	korlibs-ffi-macosarm64	6.0.0-alpha5		N/A
com.soywiz	korlibs-ffi-macosarm64	6.0.0-alpha5	metadata	566c26367cbd3fd6aa9a4bfc3aa225b7538af363
com.soywiz	korlibs-ffi-macosarm64	6.0.0-alpha6		N/A
com.soywiz	korlibs-ffi-macosarm64	6.0.0-alpha6	metadata	53b6374f47c16142fb1876290c23dfb1594b0417
com.soywiz	korlibs-ffi-macosarm64	6.0.0-alpha7		N/A
com.soywiz	korlibs-ffi-macosarm64	6.0.0-alpha7	metadata	d26ef9eb89a19077da5408ce6049c54aaccb3659
com.soywiz	korlibs-ffi-macosarm64	6.0.0-alpha8		N/A
com.soywiz	korlibs-ffi-macosarm64	6.0.0-alpha8	metadata	7fc12374a4c590acf4f458db517229582217d6d4
com.soywiz	korlibs-ffi-macosarm64	6.0.0-alpha9		N/A
com.soywiz	korlibs-ffi-macosarm64	6.0.0-alpha9	metadata	92c30ae44a77333df3c6fda52dc0df6e2a0ed9c9
com.soywiz	korlibs-ffi-macosarm64	6.1.0		N/A
com.soywiz	korlibs-ffi-macosarm64	6.1.0	metadata	c7141c30e3fd4135f5ae45f76c93bf1ca71c0b74
com.sugarcrm	candybean	1.1.1		c92bb5b74e7133a690acae664ce6f73c251ccb5e
com.sugarcrm	candybean	1.1.1	jar-with-dependencies	9dfd35ce61d9d880892c8d2cd6ae5438b86eb4f5
com.sugarcrm	candybean	1.1.2		ec09c22950a2e141cfc004dd0489a9d1c63b7065
com.sugarcrm	candybean	1.1.3		ad1fc63f56bd23cab2ffc02eb8e42c2e793ecb65
com.sugarcrm	candybean	1.1.3	jar-with-dependencies	523bb4d62d5bcfd2d8ee41ebe807a3a0e8b44d60
com.sugarcrm	candybean	1.1.4		1a34ecc043e1fce8a11a83156c595d2ac0e1bb6b
com.sugarcrm	candybean	1.1.4	jar-with-dependencies	c154e9bd1990292b187bd8995a2532c1e9f03888
com.sugarcrm	candybean	2.0.0		c797de12821a0e556cfbb27c833d7f380c296f5a
com.sugarcrm	candybean	2.0.0	jar-with-dependencies	e2b3e6dc5174f859c77bcaf7a0ef7e1f965ca009
com.sugarcrm	candybean	2.0.1		e1e217da4c211ae280bc661f8338a8418092f98f
com.sugarcrm	candybean	2.0.1	jar-with-dependencies	548b13c7b733c7769ffce73b985ff5433d4dc065
com.sugarcrm	candybean	2.0.2		fea6c49a4d259af903c8f4fec62d46d5bc60a496
com.sugarcrm	candybean	2.0.2	jar-with-dependencies	ff246ddb6126a5d31f070d9d47cbb7597e07e02d
com.sugarcrm	candybean	2.0.3		2fec065669476ecb969dfb33844ea00d1f98cea4
com.sugarcrm	candybean	2.0.4		1403c189067cd50c148b4133cf1fbfa2a7f0279b
com.sugarcrm	candybean	2.0.5		2a6e3612ca5e1c3d2dd542372d0a8102142b9b9a
com.tenduke.events	events-api	1.0.0		7cda2bb1bc287ef2878c59982d70961ac90a845f
com.tenduke.events	events-api	1.0.1		322d3bea20c4a9763a555ecd70c8d7421b501fc1
com.tenduke.events	events-api	1.0.2		0269dc1f7fa11ddaa34835d3115ac49f21ea9e90
com.tenduke.events	events-api	1.0.3		4ffe9fd0db657ae5c75df68aa676e44de932da39
com.tenduke.events	events-api	1.1.0		863772f18f8d98318bf198f6a6af60670cf03256
com.tenduke.events	events-api	1.1.1		351e35cd6f1944e484f76882adc3ff5d68078248
com.tenduke.events	events-api	1.1.2		a170e77f4716638432352e5f20b8b925719dd383
com.tenduke.events	events-api	1.10.0		0989086b9073c8b46ef8e2cec4510fd9ab0b1406
com.tenduke.events	events-api	1.10.1		1b8e034e8817fb436b6161022ba2eec57b537943
com.tenduke.events	events-api	1.10.2		3886aed9899098ee4af5a45754b6787b8ae802ce
com.tenduke.events	events-api	1.11.0		70d7045676cdd780d8f9c7d97a16497430525fa8
com.tenduke.events	events-api	1.12.0		2d6a8fd2a2e9efda6187f6db0b7e1219fc125d03
com.tenduke.events	events-api	1.13.0		861e8685f9a7a2925dc75bf72448d78047fd8dee
com.tenduke.events	events-api	1.2.0		9eecbc4847cb7ac42023cb070ad4f6b693e88f7f
com.tenduke.events	events-api	1.2.1		662ac13e016d5f6b05b2b217a63e11d912962ce2
com.tenduke.events	events-api	1.3.0		f80b256bbcadea49880bb2cbe4b8cf7b1e1718c1
com.tenduke.events	events-api	1.4.0		fa4f91510f2c0412480c70837b4f221f6048cf07
com.tenduke.events	events-api	1.5.0		bd1619913c86c5e0c63e7df123712d2e60996579
com.tenduke.events	events-api	1.6.0		dd8e844808042bab3cf67aa648c3ec3fc33924e3
com.tenduke.events	events-api	1.7.0		514fc8cd96c553e8b9d7ed7965fd8811a588631f
com.tenduke.events	events-api	1.7.1		9e5337373cbc62a6ca8c96e672dcefc04cbbdbac
com.tenduke.events	events-api	1.8.0		c3d64f780495d2b8159c7aac45f4a43eb4c4efff
com.tenduke.events	events-api	1.9.0		b0c65cb98e0586226dc5fc077aa92d6c8df4ab54
com.teradata.airlift	log-manager	0.137-t		74bc3f45a66b5bad3d0dbbae7031a16fc3fa5dfa
com.threewks.thundr	thundr-google-prediction	0.0.1-alpha		d56e6b25e2699c095361871dbb8ffb70f80355bc
com.uwetrottmann	trakt-java	3.1.0		14013846038220ef0517ddceea519e0f934ee760
com.uwetrottmann	trakt-java	3.2.0		f23ca8b5ad853b1c28941bb94ab7995b6b8f4730
com.uwetrottmann	trakt-java	3.2.1		05712c54f6c48be4e2aefbddaf9f1ff748348cc5
com.uwetrottmann	trakt-java	3.3.0		644fb56f96f1314fd8dcf31918abc7f2c129785c
com.uwetrottmann	trakt-java	3.3.1		a4a307d29ef7c2bc5d25b87449e7641b4b206531
com.uwetrottmann	trakt-java	3.4.0		ed71b63196d7995fc74f75b4b4ead59e59663ee0
com.uwetrottmann	trakt-java	4.0.0		ff80906824a39fdad270d21fd6bef33b26315f55
com.uwetrottmann	trakt-java	4.0.1		cfffd784227c2e6855985b07aa3c1a4fffafd77b
com.uwetrottmann	trakt-java	4.0.2		0be739c291770c68068203a7d592fb5011b9741c
com.uwetrottmann	trakt-java	4.0.3		07da8b14c75c5872208fa284a9d0afaed960470e
com.uwetrottmann	trakt-java	4.1.0		60071cf4c97ab7c86bd0cf963ef73e0cb9916bbc
com.uwetrottmann	trakt-java	4.2.0		4a97a02955f7505c6aa2bdd5606cefb2cd05832d
com.uwetrottmann	trakt-java	4.2.1		a5bcdf4777f7a366a22594320e1f998f7525e79d
com.uwetrottmann	trakt-java	4.3.0		91e03f7f23ec20394f7f87c7ecfcda2bc9ea7eec
com.uwetrottmann	trakt-java	4.3.1		79d7f005d3a0684c706b14c0044f3789b14f001b
com.uwetrottmann	trakt-java	4.4.0		ea93bbc592444b915425eef36bbbfca98b8ca888
com.uwetrottmann	trakt-java	4.5.0		0ef72676e0b5578460d3bd73e6d1dc0f24b62689
com.uwetrottmann	trakt-java	4.5.1		44921828f0b51f33b186c4c58add09c9f63b6ddc
com.uwetrottmann	trakt-java	4.5.2		be53a9b8a846ec844c3d4943abfd2cee98a09f3c
com.uwetrottmann	trakt-java	4.5.3		54cfc11dd4b1e17246fa63dc837832afdac2a431
com.uwetrottmann	trakt-java	4.5.4		ed294644fbf74b0fefb3ba3b9913e180c411da2d
com.uwetrottmann	trakt-java	4.6.0		bbfb067724f52d981322f99e7696e4802b122a1b
com.uwetrottmann	trakt-java	4.6.1		07f37e1571813195dcfb18d58b3ba08d2ba403cd
com.uwetrottmann	trakt-java	4.6.2		2a71267ad6e9bc8ce5ebdf7e7e6cf1e1cc63cdc6
com.vaadin	flow-project	1.0.0		N/A
com.vaadin	flow-project	1.0.1		N/A
com.vaadin	flow-project	1.0.10		N/A
com.vaadin	flow-project	1.0.11		N/A
com.vaadin	flow-project	1.0.12		N/A
com.vaadin	flow-project	1.0.13		N/A
com.vaadin	flow-project	1.0.14		N/A
com.vaadin	flow-project	1.0.15		N/A
com.vaadin	flow-project	1.0.16		N/A
com.vaadin	flow-project	1.0.17		N/A
com.vaadin	flow-project	1.0.18		N/A
com.vaadin	flow-project	1.0.19		N/A
com.vaadin	flow-project	1.0.2		N/A
com.vaadin	flow-project	1.0.20		N/A
com.vaadin	flow-project	1.0.21		N/A
com.vaadin	flow-project	1.0.22		N/A
com.vaadin	flow-project	1.0.3		N/A
com.vaadin	flow-project	1.0.4		N/A
com.vaadin	flow-project	1.0.5		N/A
com.vaadin	flow-project	1.0.6		N/A
com.vaadin	flow-project	1.0.7		N/A
com.vaadin	flow-project	1.0.8		N/A
com.vaadin	flow-project	1.0.9		N/A
com.vaadin	flow-project	1.1.0		N/A
com.vaadin	flow-project	1.2.0		N/A
com.vaadin	flow-project	1.2.1		N/A
com.vaadin	flow-project	1.2.2		N/A
com.vaadin	flow-project	1.2.3		N/A
com.vaadin	flow-project	1.2.4		N/A
com.vaadin	flow-project	1.2.5		N/A
com.vaadin	flow-project	1.3.0		N/A
com.vaadin	flow-project	1.4.0		N/A
com.vaadin	flow-project	1.4.1		N/A
com.vaadin	flow-project	1.4.2		N/A
com.vaadin	flow-project	1.4.3		N/A
com.vaadin	flow-project	1.4.4		N/A
com.vaadin	flow-project	1.4.5		N/A
com.vaadin	flow-project	1.4.6		N/A
com.vaadin	flow-project	1.4.7		N/A
com.vaadin	flow-project	1.4.8		N/A
com.vaadin	flow-project	2.0.0		N/A
com.vaadin	flow-project	2.0.1		N/A
com.vaadin	flow-project	2.0.10		N/A
com.vaadin	flow-project	2.0.11		N/A
com.vaadin	flow-project	2.0.12		N/A
com.vaadin	flow-project	2.0.13		N/A
com.vaadin	flow-project	2.0.14		N/A
com.vaadin	flow-project	2.0.15		N/A
com.vaadin	flow-project	2.0.16		N/A
com.vaadin	flow-project	2.0.17		N/A
com.vaadin	flow-project	2.0.18		N/A
com.vaadin	flow-project	2.0.19		N/A
com.vaadin	flow-project	2.0.2		N/A
com.vaadin	flow-project	2.0.3		N/A
com.vaadin	flow-project	2.0.4		N/A
com.vaadin	flow-project	2.0.5		N/A
com.vaadin	flow-project	2.0.6		N/A
com.vaadin	flow-project	2.0.7		N/A
com.vaadin	flow-project	2.0.8		N/A
com.vaadin	flow-project	2.0.9		N/A
com.vaadin	flow-project	2.1.0		N/A
com.vaadin	flow-project	2.1.0.beta2		N/A
com.vaadin	flow-project	2.1.1		N/A
com.vaadin	flow-project	2.1.2		N/A
com.vaadin	flow-project	2.1.3		N/A
com.vaadin	flow-project	2.1.4		N/A
com.vaadin	flow-project	2.1.5		N/A
com.vaadin	flow-project	2.1.6		N/A
com.vaadin	flow-project	2.1.7		N/A
com.vaadin	flow-project	2.1.8		N/A
com.vaadin	flow-project	2.1.9		N/A
com.vaadin	flow-project	2.10.0		N/A
com.vaadin	flow-project	2.10.1		N/A
com.vaadin	flow-project	2.10.2		N/A
com.vaadin	flow-project	2.10.3		N/A
com.vaadin	flow-project	2.10.4		N/A
com.vaadin	flow-project	2.10.5		N/A
com.vaadin	flow-project	2.11.0		N/A
com.vaadin	flow-project	2.11.1		N/A
com.vaadin	flow-project	2.11.2		N/A
com.vaadin	flow-project	2.11.3		N/A
com.vaadin	flow-project	2.11.4		N/A
com.vaadin	flow-project	2.11.5		N/A
com.vaadin	flow-project	2.2.0		N/A
com.vaadin	flow-project	2.2.0.alpha11		N/A
com.vaadin	flow-project	2.2.1		N/A
com.vaadin	flow-project	2.2.2		N/A
com.vaadin	flow-project	2.2.3		N/A
com.vaadin	flow-project	2.3.0		N/A
com.vaadin	flow-project	2.3.0.beta1		N/A
com.vaadin	flow-project	2.3.1		N/A
com.vaadin	flow-project	2.3.2		N/A
com.vaadin	flow-project	2.3.3		N/A
com.vaadin	flow-project	2.3.4		N/A
com.vaadin	flow-project	2.3.5		N/A
com.vaadin	flow-project	2.3.6		N/A
com.vaadin	flow-project	2.3.7		N/A
com.vaadin	flow-project	2.4.0		N/A
com.vaadin	flow-project	2.4.1		N/A
com.vaadin	flow-project	2.4.2		N/A
com.vaadin	flow-project	2.4.3		N/A
com.vaadin	flow-project	2.4.4		N/A
com.vaadin	flow-project	2.4.5		N/A
com.vaadin	flow-project	2.4.6		N/A
com.vaadin	flow-project	2.4.7		N/A
com.vaadin	flow-project	2.4.8		N/A
com.vaadin	flow-project	2.4.9		N/A
com.vaadin	flow-project	2.5.0		N/A
com.vaadin	flow-project	2.5.1		N/A
com.vaadin	flow-project	2.5.2		N/A
com.vaadin	flow-project	2.5.3		N/A
com.vaadin	flow-project	2.5.4		N/A
com.vaadin	flow-project	2.6.0		N/A
com.vaadin	flow-project	2.6.1		N/A
com.vaadin	flow-project	2.6.2		N/A
com.vaadin	flow-project	2.6.3		N/A
com.vaadin	flow-project	2.6.4		N/A
com.vaadin	flow-project	2.6.5		N/A
com.vaadin	flow-project	2.6.6		N/A
com.vaadin	flow-project	2.6.7		N/A
com.vaadin	flow-project	2.6.8		N/A
com.vaadin	flow-project	2.7.0		N/A
com.vaadin	flow-project	2.7.1		N/A
com.vaadin	flow-project	2.7.10		N/A
com.vaadin	flow-project	2.7.11		N/A
com.vaadin	flow-project	2.7.12		N/A
com.vaadin	flow-project	2.7.13		N/A
com.vaadin	flow-project	2.7.14		N/A
com.vaadin	flow-project	2.7.15		N/A
com.vaadin	flow-project	2.7.16		N/A
com.vaadin	flow-project	2.7.17		N/A
com.vaadin	flow-project	2.7.18		N/A
com.vaadin	flow-project	2.7.19		N/A
com.vaadin	flow-project	2.7.2		N/A
com.vaadin	flow-project	2.7.20		N/A
com.vaadin	flow-project	2.7.21		N/A
com.vaadin	flow-project	2.7.22		N/A
com.vaadin	flow-project	2.7.23		N/A
com.vaadin	flow-project	2.7.3		N/A
com.vaadin	flow-project	2.7.4		N/A
com.vaadin	flow-project	2.7.5		N/A
com.vaadin	flow-project	2.7.6		N/A
com.vaadin	flow-project	2.7.7		N/A
com.vaadin	flow-project	2.7.8		N/A
com.vaadin	flow-project	2.7.9		N/A
com.vaadin	flow-project	2.8.0		N/A
com.vaadin	flow-project	2.8.1		N/A
com.vaadin	flow-project	2.8.10		N/A
com.vaadin	flow-project	2.8.11		N/A
com.vaadin	flow-project	2.8.2		N/A
com.vaadin	flow-project	2.8.3		N/A
com.vaadin	flow-project	2.8.4		N/A
com.vaadin	flow-project	2.8.5		N/A
com.vaadin	flow-project	2.8.6		N/A
com.vaadin	flow-project	2.8.7		N/A
com.vaadin	flow-project	2.8.8		N/A
com.vaadin	flow-project	2.8.9		N/A
com.vaadin	flow-project	2.9.0		N/A
com.vaadin	flow-project	2.9.1		N/A
com.vaadin	flow-project	2.9.10		N/A
com.vaadin	flow-project	2.9.11		N/A
com.vaadin	flow-project	2.9.12		N/A
com.vaadin	flow-project	2.9.2		N/A
com.vaadin	flow-project	2.9.3		N/A
com.vaadin	flow-project	2.9.4		N/A
com.vaadin	flow-project	2.9.5		N/A
com.vaadin	flow-project	2.9.6		N/A
com.vaadin	flow-project	2.9.7		N/A
com.vaadin	flow-project	2.9.8		N/A
com.vaadin	flow-project	2.9.9		N/A
com.vaadin	flow-project	23.0.0		N/A
com.vaadin	flow-project	23.0.1		N/A
com.vaadin	flow-project	23.0.10		N/A
com.vaadin	flow-project	23.0.11		N/A
com.vaadin	flow-project	23.0.12		N/A
com.vaadin	flow-project	23.0.13		N/A
com.vaadin	flow-project	23.0.14		N/A
com.vaadin	flow-project	23.0.2		N/A
com.vaadin	flow-project	23.0.3		N/A
com.vaadin	flow-project	23.0.4		N/A
com.vaadin	flow-project	23.0.5		N/A
com.vaadin	flow-project	23.0.6		N/A
com.vaadin	flow-project	23.0.7		N/A
com.vaadin	flow-project	23.0.8		N/A
com.vaadin	flow-project	23.0.9		N/A
com.vaadin	flow-project	23.1.0		N/A
com.vaadin	flow-project	23.1.1		N/A
com.vaadin	flow-project	23.1.10		N/A
com.vaadin	flow-project	23.1.11		N/A
com.vaadin	flow-project	23.1.12		N/A
com.vaadin	flow-project	23.1.2		N/A
com.vaadin	flow-project	23.1.3		N/A
com.vaadin	flow-project	23.1.4		N/A
com.vaadin	flow-project	23.1.5		N/A
com.vaadin	flow-project	23.1.6		N/A
com.vaadin	flow-project	23.1.7		N/A
com.vaadin	flow-project	23.1.8		N/A
com.vaadin	flow-project	23.1.9		N/A
com.vaadin	flow-project	23.2.0		N/A
com.vaadin	flow-project	23.2.1		N/A
com.vaadin	flow-project	23.2.10		N/A
com.vaadin	flow-project	23.2.11		N/A
com.vaadin	flow-project	23.2.2		N/A
com.vaadin	flow-project	23.2.3		N/A
com.vaadin	flow-project	23.2.4		N/A
com.vaadin	flow-project	23.2.5		N/A
com.vaadin	flow-project	23.2.6		N/A
com.vaadin	flow-project	23.2.7		N/A
com.vaadin	flow-project	23.2.8		N/A
com.vaadin	flow-project	23.2.9		N/A
com.vaadin	flow-project	23.3.0		N/A
com.vaadin	flow-project	23.3.1		N/A
com.vaadin	flow-project	23.3.10		N/A
com.vaadin	flow-project	23.3.11		N/A
com.vaadin	flow-project	23.3.12		N/A
com.vaadin	flow-project	23.3.13		N/A
com.vaadin	flow-project	23.3.14		N/A
com.vaadin	flow-project	23.3.15		N/A
com.vaadin	flow-project	23.3.16		N/A
com.vaadin	flow-project	23.3.17		N/A
com.vaadin	flow-project	23.3.18		N/A
com.vaadin	flow-project	23.3.19		N/A
com.vaadin	flow-project	23.3.2		N/A
com.vaadin	flow-project	23.3.20		N/A
com.vaadin	flow-project	23.3.21		N/A
com.vaadin	flow-project	23.3.22		N/A
com.vaadin	flow-project	23.3.23		N/A
com.vaadin	flow-project	23.3.24		N/A
com.vaadin	flow-project	23.3.25		N/A
com.vaadin	flow-project	23.3.26		N/A
com.vaadin	flow-project	23.3.27		N/A
com.vaadin	flow-project	23.3.28		N/A
com.vaadin	flow-project	23.3.29		N/A
com.vaadin	flow-project	23.3.3		N/A
com.vaadin	flow-project	23.3.30		N/A
com.vaadin	flow-project	23.3.31		N/A
com.vaadin	flow-project	23.3.4		N/A
com.vaadin	flow-project	23.3.5		N/A
com.vaadin	flow-project	23.3.6		N/A
com.vaadin	flow-project	23.3.7		N/A
com.vaadin	flow-project	23.3.8		N/A
com.vaadin	flow-project	23.3.9		N/A
com.vaadin	flow-project	23.4.0		N/A
com.vaadin	flow-project	23.4.1		N/A
com.vaadin	flow-project	23.5.0		N/A
com.vaadin	flow-project	23.5.1		N/A
com.vaadin	flow-project	23.5.10		N/A
com.vaadin	flow-project	23.5.11		N/A
com.vaadin	flow-project	23.5.12		N/A
com.vaadin	flow-project	23.5.2		N/A
com.vaadin	flow-project	23.5.3		N/A
com.vaadin	flow-project	23.5.4		N/A
com.vaadin	flow-project	23.5.5		N/A
com.vaadin	flow-project	23.5.6		N/A
com.vaadin	flow-project	23.5.7		N/A
com.vaadin	flow-project	23.5.8		N/A
com.vaadin	flow-project	23.5.9		N/A
com.vaadin	flow-project	24.0.0		N/A
com.vaadin	flow-project	24.0.1		N/A
com.vaadin	flow-project	24.0.10		N/A
com.vaadin	flow-project	24.0.11		N/A
com.vaadin	flow-project	24.0.12		N/A
com.vaadin	flow-project	24.0.13		N/A
com.vaadin	flow-project	24.0.14		N/A
com.vaadin	flow-project	24.0.15		N/A
com.vaadin	flow-project	24.0.16		N/A
com.vaadin	flow-project	24.0.2		N/A
com.vaadin	flow-project	24.0.3		N/A
com.vaadin	flow-project	24.0.4		N/A
com.vaadin	flow-project	24.0.5		N/A
com.vaadin	flow-project	24.0.6		N/A
com.vaadin	flow-project	24.0.7		N/A
com.vaadin	flow-project	24.0.8		N/A
com.vaadin	flow-project	24.0.9		N/A
com.vaadin	flow-project	24.1.0		N/A
com.vaadin	flow-project	24.1.1		N/A
com.vaadin	flow-project	24.1.10		N/A
com.vaadin	flow-project	24.1.11		N/A
com.vaadin	flow-project	24.1.12		N/A
com.vaadin	flow-project	24.1.13		N/A
com.vaadin	flow-project	24.1.14		N/A
com.vaadin	flow-project	24.1.15		N/A
com.vaadin	flow-project	24.1.16		N/A
com.vaadin	flow-project	24.1.17		N/A
com.vaadin	flow-project	24.1.18		N/A
com.vaadin	flow-project	24.1.19		N/A
com.vaadin	flow-project	24.1.2		N/A
com.vaadin	flow-project	24.1.20		N/A
com.vaadin	flow-project	24.1.21		N/A
com.vaadin	flow-project	24.1.3		N/A
com.vaadin	flow-project	24.1.4		N/A
com.vaadin	flow-project	24.1.5		N/A
com.vaadin	flow-project	24.1.6		N/A
com.vaadin	flow-project	24.1.7		N/A
com.vaadin	flow-project	24.1.8		N/A
com.vaadin	flow-project	24.1.9		N/A
com.vaadin	flow-project	24.2.0		N/A
com.vaadin	flow-project	24.2.1		N/A
com.vaadin	flow-project	24.2.10		N/A
com.vaadin	flow-project	24.2.11		N/A
com.vaadin	flow-project	24.2.12		N/A
com.vaadin	flow-project	24.2.2		N/A
com.vaadin	flow-project	24.2.3		N/A
com.vaadin	flow-project	24.2.4		N/A
com.vaadin	flow-project	24.2.5		N/A
com.vaadin	flow-project	24.2.6		N/A
com.vaadin	flow-project	24.2.7		N/A
com.vaadin	flow-project	24.2.8		N/A
com.vaadin	flow-project	24.2.9		N/A
com.vaadin	flow-project	24.3.0		N/A
com.vaadin	flow-project	24.3.1		N/A
com.vaadin	flow-project	24.3.10		N/A
com.vaadin	flow-project	24.3.11		N/A
com.vaadin	flow-project	24.3.12		N/A
com.vaadin	flow-project	24.3.13		N/A
com.vaadin	flow-project	24.3.14		N/A
com.vaadin	flow-project	24.3.15		N/A
com.vaadin	flow-project	24.3.16		N/A
com.vaadin	flow-project	24.3.17		N/A
com.vaadin	flow-project	24.3.18		N/A
com.vaadin	flow-project	24.3.19		N/A
com.vaadin	flow-project	24.3.2		N/A
com.vaadin	flow-project	24.3.20		N/A
com.vaadin	flow-project	24.3.21		N/A
com.vaadin	flow-project	24.3.3		N/A
com.vaadin	flow-project	24.3.4		N/A
com.vaadin	flow-project	24.3.5		N/A
com.vaadin	flow-project	24.3.6		N/A
com.vaadin	flow-project	24.3.7		N/A
com.vaadin	flow-project	24.3.8		N/A
com.vaadin	flow-project	24.3.9		N/A
com.vaadin	flow-project	24.4.0		N/A
com.vaadin	flow-project	24.4.1		N/A
com.vaadin	flow-project	24.4.10		N/A
com.vaadin	flow-project	24.4.11		N/A
com.vaadin	flow-project	24.4.12		N/A
com.vaadin	flow-project	24.4.13		N/A
com.vaadin	flow-project	24.4.14		N/A
com.vaadin	flow-project	24.4.15		N/A
com.vaadin	flow-project	24.4.16		N/A
com.vaadin	flow-project	24.4.2		N/A
com.vaadin	flow-project	24.4.3		N/A
com.vaadin	flow-project	24.4.4		N/A
com.vaadin	flow-project	24.4.5		N/A
com.vaadin	flow-project	24.4.6		N/A
com.vaadin	flow-project	24.4.7		N/A
com.vaadin	flow-project	24.4.8		N/A
com.vaadin	flow-project	24.4.9		N/A
com.vaadin	flow-project	24.5.0		N/A
com.vaadin	flow-project	24.5.1		N/A
com.vaadin	flow-project	24.5.10		N/A
com.vaadin	flow-project	24.5.11		N/A
com.vaadin	flow-project	24.5.12		N/A
com.vaadin	flow-project	24.5.13		N/A
com.vaadin	flow-project	24.5.14		N/A
com.vaadin	flow-project	24.5.15		N/A
com.vaadin	flow-project	24.5.16		N/A
com.vaadin	flow-project	24.5.2		N/A
com.vaadin	flow-project	24.5.3		N/A
com.vaadin	flow-project	24.5.4		N/A
com.vaadin	flow-project	24.5.5		N/A
com.vaadin	flow-project	24.5.6		N/A
com.vaadin	flow-project	24.5.7		N/A
com.vaadin	flow-project	24.5.8		N/A
com.vaadin	flow-project	24.5.9		N/A
com.vaadin	flow-project	24.6.0		N/A
com.vaadin	flow-project	24.6.1		N/A
com.vaadin	flow-project	24.6.10		N/A
com.vaadin	flow-project	24.6.11		N/A
com.vaadin	flow-project	24.6.2		N/A
com.vaadin	flow-project	24.6.3		N/A
com.vaadin	flow-project	24.6.4		N/A
com.vaadin	flow-project	24.6.5		N/A
com.vaadin	flow-project	24.6.6		N/A
com.vaadin	flow-project	24.6.7		N/A
com.vaadin	flow-project	24.6.8		N/A
com.vaadin	flow-project	24.6.9		N/A
com.vaadin	flow-project	24.7.0		N/A
com.vaadin	flow-project	24.7.1		N/A
com.vaadin	flow-project	24.7.2		N/A
com.vaadin	flow-project	24.7.3		N/A
com.vaadin	flow-project	24.7.4		N/A
com.vaadin	flow-project	24.7.5		N/A
com.vaadin	flow-project	3.0.0		N/A
com.vaadin	flow-project	3.0.1		N/A
com.vaadin	flow-project	3.0.2		N/A
com.vaadin	flow-project	3.0.3		N/A
com.vaadin	flow-project	3.0.4		N/A
com.vaadin	flow-project	3.0.5		N/A
com.vaadin	flow-project	3.0.6		N/A
com.vaadin	flow-project	3.0.7		N/A
com.vaadin	flow-project	3.1.0		N/A
com.vaadin	flow-project	3.1.1		N/A
com.vaadin	flow-project	3.1.2		N/A
com.vaadin	flow-project	3.1.3		N/A
com.vaadin	flow-project	3.1.5		N/A
com.vaadin	flow-project	3.1.6		N/A
com.vaadin	flow-project	3.1.7		N/A
com.vaadin	flow-project	4.0.0		N/A
com.vaadin	flow-project	4.0.1		N/A
com.vaadin	flow-project	4.0.2		N/A
com.vaadin	flow-project	4.0.3		N/A
com.vaadin	flow-project	4.0.4		N/A
com.vaadin	flow-project	4.0.5		N/A
com.vaadin	flow-project	4.0.6		N/A
com.vaadin	flow-project	4.0.7		N/A
com.vaadin	flow-project	4.0.8		N/A
com.vaadin	flow-project	5.0.0		N/A
com.vaadin	flow-project	5.0.1		N/A
com.vaadin	flow-project	5.0.2		N/A
