au.net.causal.shoelaces	shoelaces-jdbc-integration-tests-standalone	2.0		N/A
org.jetbrains.kotlin	kotlin-gradle-plugin-api	2.0.10-RC	gradle81	a2230db2fd96de848be4318620fc25f753a7cb45
org.jetbrains.kotlin	kotlin-gradle-plugin-api	2.0.10-RC	gradle81-sources	c024180337b4038d388fafd7ece044565a6c8348
org.jetbrains.kotlin	kotlin-gradle-plugin-api	2.0.10-RC	gradle82	a2230db2fd96de848be4318620fc25f753a7cb45
org.jetbrains.kotlin	kotlin-gradle-plugin-api	2.0.10-RC	gradle82-sources	c024180337b4038d388fafd7ece044565a6c8348
org.jetbrains.kotlin	kotlin-gradle-plugin-api	2.0.10-RC	gradle85	a2230db2fd96de848be4318620fc25f753a7cb45
org.jetbrains.kotlin	kotlin-gradle-plugin-api	2.0.10-RC	gradle85-sources	c024180337b4038d388fafd7ece044565a6c8348
org.jetbrains.kotlin	kotlin-gradle-plugin-api	2.0.10-RC2		23a5119e182dc69cef785c9a717409268519c71c
org.jetbrains.kotlin	kotlin-gradle-plugin-api	2.0.10-RC2	gradle70	23a5119e182dc69cef785c9a717409268519c71c
org.jetbrains.kotlin	kotlin-gradle-plugin-api	2.0.10-RC2	gradle70-sources	c024180337b4038d388fafd7ece044565a6c8348
org.jetbrains.kotlin	kotlin-gradle-plugin-api	2.0.10-RC2	gradle71	23a5119e182dc69cef785c9a717409268519c71c
org.jetbrains.kotlin	kotlin-gradle-plugin-api	2.0.10-RC2	gradle71-sources	c024180337b4038d388fafd7ece044565a6c8348
org.jetbrains.kotlin	kotlin-gradle-plugin-api	2.0.10-RC2	gradle74	23a5119e182dc69cef785c9a717409268519c71c
org.jetbrains.kotlin	kotlin-gradle-plugin-api	2.0.10-RC2	gradle74-sources	c024180337b4038d388fafd7ece044565a6c8348
org.jetbrains.kotlin	kotlin-gradle-plugin-api	2.0.10-RC2	gradle75	23a5119e182dc69cef785c9a717409268519c71c
org.jetbrains.kotlin	kotlin-gradle-plugin-api	2.0.10-RC2	gradle75-sources	c024180337b4038d388fafd7ece044565a6c8348
org.jetbrains.kotlin	kotlin-gradle-plugin-api	2.0.10-RC2	gradle76	23a5119e182dc69cef785c9a717409268519c71c
org.jetbrains.kotlin	kotlin-gradle-plugin-api	2.0.10-RC2	gradle76-sources	c024180337b4038d388fafd7ece044565a6c8348
org.jetbrains.kotlin	kotlin-gradle-plugin-api	2.0.10-RC2	gradle80	23a5119e182dc69cef785c9a717409268519c71c
org.jetbrains.kotlin	kotlin-gradle-plugin-api	2.0.10-RC2	gradle80-sources	c024180337b4038d388fafd7ece044565a6c8348
org.jetbrains.kotlin	kotlin-gradle-plugin-api	2.0.10-RC2	gradle81	23a5119e182dc69cef785c9a717409268519c71c
org.jetbrains.kotlin	kotlin-gradle-plugin-api	2.0.10-RC2	gradle81-sources	c024180337b4038d388fafd7ece044565a6c8348
org.jetbrains.kotlin	kotlin-gradle-plugin-api	2.0.10-RC2	gradle82	23a5119e182dc69cef785c9a717409268519c71c
org.jetbrains.kotlin	kotlin-gradle-plugin-api	2.0.10-RC2	gradle82-sources	c024180337b4038d388fafd7ece044565a6c8348
org.jetbrains.kotlin	kotlin-gradle-plugin-api	2.0.10-RC2	gradle85	23a5119e182dc69cef785c9a717409268519c71c
org.jetbrains.kotlin	kotlin-gradle-plugin-api	2.0.10-RC2	gradle85-sources	c024180337b4038d388fafd7ece044565a6c8348
org.jetbrains.kotlin	kotlin-gradle-plugin-api	2.0.20		d2bb3020f72504d0455fcb9cef3af4bdf6564de5
org.jetbrains.kotlin	kotlin-gradle-plugin-api	2.0.20	gradle70	d2bb3020f72504d0455fcb9cef3af4bdf6564de5
org.jetbrains.kotlin	kotlin-gradle-plugin-api	2.0.20	gradle70-sources	bcfd6bf869c7a9fabc0534aa068723b74cd0f617
org.jetbrains.kotlin	kotlin-gradle-plugin-api	2.0.20	gradle71	d2bb3020f72504d0455fcb9cef3af4bdf6564de5
org.jetbrains.kotlin	kotlin-gradle-plugin-api	2.0.20	gradle71-sources	bcfd6bf869c7a9fabc0534aa068723b74cd0f617
org.jetbrains.kotlin	kotlin-gradle-plugin-api	2.0.20	gradle74	d2bb3020f72504d0455fcb9cef3af4bdf6564de5
org.jetbrains.kotlin	kotlin-gradle-plugin-api	2.0.20	gradle74-sources	bcfd6bf869c7a9fabc0534aa068723b74cd0f617
org.jetbrains.kotlin	kotlin-gradle-plugin-api	2.0.20	gradle75	d2bb3020f72504d0455fcb9cef3af4bdf6564de5
org.jetbrains.kotlin	kotlin-gradle-plugin-api	2.0.20	gradle75-sources	bcfd6bf869c7a9fabc0534aa068723b74cd0f617
org.jetbrains.kotlin	kotlin-gradle-plugin-api	2.0.20	gradle76	d2bb3020f72504d0455fcb9cef3af4bdf6564de5
org.jetbrains.kotlin	kotlin-gradle-plugin-api	2.0.20	gradle76-sources	bcfd6bf869c7a9fabc0534aa068723b74cd0f617
org.jetbrains.kotlin	kotlin-gradle-plugin-api	2.0.20	gradle80	d2bb3020f72504d0455fcb9cef3af4bdf6564de5
org.jetbrains.kotlin	kotlin-gradle-plugin-api	2.0.20	gradle80-sources	bcfd6bf869c7a9fabc0534aa068723b74cd0f617
org.jetbrains.kotlin	kotlin-gradle-plugin-api	2.0.20	gradle81	d2bb3020f72504d0455fcb9cef3af4bdf6564de5
org.jetbrains.kotlin	kotlin-gradle-plugin-api	2.0.20	gradle81-sources	bcfd6bf869c7a9fabc0534aa068723b74cd0f617
org.jetbrains.kotlin	kotlin-gradle-plugin-api	2.0.20	gradle82	d2bb3020f72504d0455fcb9cef3af4bdf6564de5
org.jetbrains.kotlin	kotlin-gradle-plugin-api	2.0.20	gradle82-sources	bcfd6bf869c7a9fabc0534aa068723b74cd0f617
org.jetbrains.kotlin	kotlin-gradle-plugin-api	2.0.20	gradle85	d2bb3020f72504d0455fcb9cef3af4bdf6564de5
org.jetbrains.kotlin	kotlin-gradle-plugin-api	2.0.20	gradle85-sources	bcfd6bf869c7a9fabc0534aa068723b74cd0f617
org.jetbrains.kotlin	kotlin-gradle-plugin-api	2.0.20-Beta1		75185ce11ac6315e28649f0f2250e9dae513de0f
org.jetbrains.kotlin	kotlin-gradle-plugin-api	2.0.20-Beta1	gradle70	75185ce11ac6315e28649f0f2250e9dae513de0f
org.jetbrains.kotlin	kotlin-gradle-plugin-api	2.0.20-Beta1	gradle70-sources	e031e7972f9f568806cf7117c0ffc27d625340e0
org.jetbrains.kotlin	kotlin-gradle-plugin-api	2.0.20-Beta1	gradle71	75185ce11ac6315e28649f0f2250e9dae513de0f
org.jetbrains.kotlin	kotlin-gradle-plugin-api	2.0.20-Beta1	gradle71-sources	e031e7972f9f568806cf7117c0ffc27d625340e0
org.jetbrains.kotlin	kotlin-gradle-plugin-api	2.0.20-Beta1	gradle74	75185ce11ac6315e28649f0f2250e9dae513de0f
org.jetbrains.kotlin	kotlin-gradle-plugin-api	2.0.20-Beta1	gradle74-sources	e031e7972f9f568806cf7117c0ffc27d625340e0
org.jetbrains.kotlin	kotlin-gradle-plugin-api	2.0.20-Beta1	gradle75	75185ce11ac6315e28649f0f2250e9dae513de0f
org.jetbrains.kotlin	kotlin-gradle-plugin-api	2.0.20-Beta1	gradle75-sources	e031e7972f9f568806cf7117c0ffc27d625340e0
org.jetbrains.kotlin	kotlin-gradle-plugin-api	2.0.20-Beta1	gradle76	75185ce11ac6315e28649f0f2250e9dae513de0f
org.jetbrains.kotlin	kotlin-gradle-plugin-api	2.0.20-Beta1	gradle76-sources	e031e7972f9f568806cf7117c0ffc27d625340e0
org.jetbrains.kotlin	kotlin-gradle-plugin-api	2.0.20-Beta1	gradle80	75185ce11ac6315e28649f0f2250e9dae513de0f
org.jetbrains.kotlin	kotlin-gradle-plugin-api	2.0.20-Beta1	gradle80-sources	e031e7972f9f568806cf7117c0ffc27d625340e0
org.jetbrains.kotlin	kotlin-gradle-plugin-api	2.0.20-Beta1	gradle81	75185ce11ac6315e28649f0f2250e9dae513de0f
org.jetbrains.kotlin	kotlin-gradle-plugin-api	2.0.20-Beta1	gradle81-sources	e031e7972f9f568806cf7117c0ffc27d625340e0
org.jetbrains.kotlin	kotlin-gradle-plugin-api	2.0.20-Beta1	gradle82	75185ce11ac6315e28649f0f2250e9dae513de0f
org.jetbrains.kotlin	kotlin-gradle-plugin-api	2.0.20-Beta1	gradle82-sources	e031e7972f9f568806cf7117c0ffc27d625340e0
org.jetbrains.kotlin	kotlin-gradle-plugin-api	2.0.20-Beta1	gradle85	75185ce11ac6315e28649f0f2250e9dae513de0f
org.jetbrains.kotlin	kotlin-gradle-plugin-api	2.0.20-Beta1	gradle85-sources	e031e7972f9f568806cf7117c0ffc27d625340e0
org.jetbrains.kotlin	kotlin-gradle-plugin-api	2.0.20-Beta2		94d3385b997017cf3cc8f7bf9290196f18ad2fcc
org.jetbrains.kotlin	kotlin-gradle-plugin-api	2.0.20-Beta2	gradle70	94d3385b997017cf3cc8f7bf9290196f18ad2fcc
org.jetbrains.kotlin	kotlin-gradle-plugin-api	2.0.20-Beta2	gradle70-sources	bcfd6bf869c7a9fabc0534aa068723b74cd0f617
org.jetbrains.kotlin	kotlin-gradle-plugin-api	2.0.20-Beta2	gradle71	94d3385b997017cf3cc8f7bf9290196f18ad2fcc
org.jetbrains.kotlin	kotlin-gradle-plugin-api	2.0.20-Beta2	gradle71-sources	bcfd6bf869c7a9fabc0534aa068723b74cd0f617
org.jetbrains.kotlin	kotlin-gradle-plugin-api	2.0.20-Beta2	gradle74	94d3385b997017cf3cc8f7bf9290196f18ad2fcc
org.jetbrains.kotlin	kotlin-gradle-plugin-api	2.0.20-Beta2	gradle74-sources	bcfd6bf869c7a9fabc0534aa068723b74cd0f617
org.jetbrains.kotlin	kotlin-gradle-plugin-api	2.0.20-Beta2	gradle75	94d3385b997017cf3cc8f7bf9290196f18ad2fcc
org.jetbrains.kotlin	kotlin-gradle-plugin-api	2.0.20-Beta2	gradle75-sources	bcfd6bf869c7a9fabc0534aa068723b74cd0f617
org.jetbrains.kotlin	kotlin-gradle-plugin-api	2.0.20-Beta2	gradle76	94d3385b997017cf3cc8f7bf9290196f18ad2fcc
org.jetbrains.kotlin	kotlin-gradle-plugin-api	2.0.20-Beta2	gradle76-sources	bcfd6bf869c7a9fabc0534aa068723b74cd0f617
org.jetbrains.kotlin	kotlin-gradle-plugin-api	2.0.20-Beta2	gradle80	94d3385b997017cf3cc8f7bf9290196f18ad2fcc
org.jetbrains.kotlin	kotlin-gradle-plugin-api	2.0.20-Beta2	gradle80-sources	bcfd6bf869c7a9fabc0534aa068723b74cd0f617
org.jetbrains.kotlin	kotlin-gradle-plugin-api	2.0.20-Beta2	gradle81	94d3385b997017cf3cc8f7bf9290196f18ad2fcc
org.jetbrains.kotlin	kotlin-gradle-plugin-api	2.0.20-Beta2	gradle81-sources	bcfd6bf869c7a9fabc0534aa068723b74cd0f617
org.jetbrains.kotlin	kotlin-gradle-plugin-api	2.0.20-Beta2	gradle82	94d3385b997017cf3cc8f7bf9290196f18ad2fcc
org.jetbrains.kotlin	kotlin-gradle-plugin-api	2.0.20-Beta2	gradle82-sources	bcfd6bf869c7a9fabc0534aa068723b74cd0f617
org.jetbrains.kotlin	kotlin-gradle-plugin-api	2.0.20-Beta2	gradle85	94d3385b997017cf3cc8f7bf9290196f18ad2fcc
org.jetbrains.kotlin	kotlin-gradle-plugin-api	2.0.20-Beta2	gradle85-sources	bcfd6bf869c7a9fabc0534aa068723b74cd0f617
org.jetbrains.kotlin	kotlin-gradle-plugin-api	2.0.20-RC		0297ae2cf1c8d623366e9f7c878582f5bb87a130
org.jetbrains.kotlin	kotlin-gradle-plugin-api	2.0.20-RC	gradle70	0297ae2cf1c8d623366e9f7c878582f5bb87a130
org.jetbrains.kotlin	kotlin-gradle-plugin-api	2.0.20-RC	gradle70-sources	bcfd6bf869c7a9fabc0534aa068723b74cd0f617
org.jetbrains.kotlin	kotlin-gradle-plugin-api	2.0.20-RC	gradle71	0297ae2cf1c8d623366e9f7c878582f5bb87a130
org.jetbrains.kotlin	kotlin-gradle-plugin-api	2.0.20-RC	gradle71-sources	bcfd6bf869c7a9fabc0534aa068723b74cd0f617
org.jetbrains.kotlin	kotlin-gradle-plugin-api	2.0.20-RC	gradle74	0297ae2cf1c8d623366e9f7c878582f5bb87a130
org.jetbrains.kotlin	kotlin-gradle-plugin-api	2.0.20-RC	gradle74-sources	bcfd6bf869c7a9fabc0534aa068723b74cd0f617
org.jetbrains.kotlin	kotlin-gradle-plugin-api	2.0.20-RC	gradle75	0297ae2cf1c8d623366e9f7c878582f5bb87a130
org.jetbrains.kotlin	kotlin-gradle-plugin-api	2.0.20-RC	gradle75-sources	bcfd6bf869c7a9fabc0534aa068723b74cd0f617
org.jetbrains.kotlin	kotlin-gradle-plugin-api	2.0.20-RC	gradle76	0297ae2cf1c8d623366e9f7c878582f5bb87a130
org.jetbrains.kotlin	kotlin-gradle-plugin-api	2.0.20-RC	gradle76-sources	bcfd6bf869c7a9fabc0534aa068723b74cd0f617
org.jetbrains.kotlin	kotlin-gradle-plugin-api	2.0.20-RC	gradle80	0297ae2cf1c8d623366e9f7c878582f5bb87a130
org.jetbrains.kotlin	kotlin-gradle-plugin-api	2.0.20-RC	gradle80-sources	bcfd6bf869c7a9fabc0534aa068723b74cd0f617
org.jetbrains.kotlin	kotlin-gradle-plugin-api	2.0.20-RC	gradle81	0297ae2cf1c8d623366e9f7c878582f5bb87a130
org.jetbrains.kotlin	kotlin-gradle-plugin-api	2.0.20-RC	gradle81-sources	bcfd6bf869c7a9fabc0534aa068723b74cd0f617
org.jetbrains.kotlin	kotlin-gradle-plugin-api	2.0.20-RC	gradle82	0297ae2cf1c8d623366e9f7c878582f5bb87a130
org.jetbrains.kotlin	kotlin-gradle-plugin-api	2.0.20-RC	gradle82-sources	bcfd6bf869c7a9fabc0534aa068723b74cd0f617
org.jetbrains.kotlin	kotlin-gradle-plugin-api	2.0.20-RC	gradle85	0297ae2cf1c8d623366e9f7c878582f5bb87a130
org.jetbrains.kotlin	kotlin-gradle-plugin-api	2.0.20-RC	gradle85-sources	bcfd6bf869c7a9fabc0534aa068723b74cd0f617
org.jetbrains.kotlin	kotlin-gradle-plugin-api	2.0.20-RC2		8d379aabd775929d0d05c1b8e350b506c25d8fe0
org.jetbrains.kotlin	kotlin-gradle-plugin-api	2.0.20-RC2	gradle70	8d379aabd775929d0d05c1b8e350b506c25d8fe0
org.jetbrains.kotlin	kotlin-gradle-plugin-api	2.0.20-RC2	gradle70-sources	bcfd6bf869c7a9fabc0534aa068723b74cd0f617
org.jetbrains.kotlin	kotlin-gradle-plugin-api	2.0.20-RC2	gradle71	8d379aabd775929d0d05c1b8e350b506c25d8fe0
org.jetbrains.kotlin	kotlin-gradle-plugin-api	2.0.20-RC2	gradle71-sources	bcfd6bf869c7a9fabc0534aa068723b74cd0f617
org.jetbrains.kotlin	kotlin-gradle-plugin-api	2.0.20-RC2	gradle74	8d379aabd775929d0d05c1b8e350b506c25d8fe0
org.jetbrains.kotlin	kotlin-gradle-plugin-api	2.0.20-RC2	gradle74-sources	bcfd6bf869c7a9fabc0534aa068723b74cd0f617
org.jetbrains.kotlin	kotlin-gradle-plugin-api	2.0.20-RC2	gradle75	8d379aabd775929d0d05c1b8e350b506c25d8fe0
org.jetbrains.kotlin	kotlin-gradle-plugin-api	2.0.20-RC2	gradle75-sources	bcfd6bf869c7a9fabc0534aa068723b74cd0f617
org.jetbrains.kotlin	kotlin-gradle-plugin-api	2.0.20-RC2	gradle76	8d379aabd775929d0d05c1b8e350b506c25d8fe0
org.jetbrains.kotlin	kotlin-gradle-plugin-api	2.0.20-RC2	gradle76-sources	bcfd6bf869c7a9fabc0534aa068723b74cd0f617
org.jetbrains.kotlin	kotlin-gradle-plugin-api	2.0.20-RC2	gradle80	8d379aabd775929d0d05c1b8e350b506c25d8fe0
org.jetbrains.kotlin	kotlin-gradle-plugin-api	2.0.20-RC2	gradle80-sources	bcfd6bf869c7a9fabc0534aa068723b74cd0f617
org.jetbrains.kotlin	kotlin-gradle-plugin-api	2.0.20-RC2	gradle81	8d379aabd775929d0d05c1b8e350b506c25d8fe0
org.jetbrains.kotlin	kotlin-gradle-plugin-api	2.0.20-RC2	gradle81-sources	bcfd6bf869c7a9fabc0534aa068723b74cd0f617
org.jetbrains.kotlin	kotlin-gradle-plugin-api	2.0.20-RC2	gradle82	8d379aabd775929d0d05c1b8e350b506c25d8fe0
org.jetbrains.kotlin	kotlin-gradle-plugin-api	2.0.20-RC2	gradle82-sources	bcfd6bf869c7a9fabc0534aa068723b74cd0f617
org.jetbrains.kotlin	kotlin-gradle-plugin-api	2.0.20-RC2	gradle85	8d379aabd775929d0d05c1b8e350b506c25d8fe0
org.jetbrains.kotlin	kotlin-gradle-plugin-api	2.0.20-RC2	gradle85-sources	bcfd6bf869c7a9fabc0534aa068723b74cd0f617
org.jetbrains.kotlin	kotlin-gradle-plugin-api	2.0.21		2fe6828d39788b439f1a44576c4fd2d98862e77b
org.jetbrains.kotlin	kotlin-gradle-plugin-api	2.0.21	gradle70	2fe6828d39788b439f1a44576c4fd2d98862e77b
org.jetbrains.kotlin	kotlin-gradle-plugin-api	2.0.21	gradle70-sources	bcfd6bf869c7a9fabc0534aa068723b74cd0f617
org.jetbrains.kotlin	kotlin-gradle-plugin-api	2.0.21	gradle71	2fe6828d39788b439f1a44576c4fd2d98862e77b
org.jetbrains.kotlin	kotlin-gradle-plugin-api	2.0.21	gradle71-sources	bcfd6bf869c7a9fabc0534aa068723b74cd0f617
org.jetbrains.kotlin	kotlin-gradle-plugin-api	2.0.21	gradle74	2fe6828d39788b439f1a44576c4fd2d98862e77b
org.jetbrains.kotlin	kotlin-gradle-plugin-api	2.0.21	gradle74-sources	bcfd6bf869c7a9fabc0534aa068723b74cd0f617
org.jetbrains.kotlin	kotlin-gradle-plugin-api	2.0.21	gradle75	2fe6828d39788b439f1a44576c4fd2d98862e77b
org.jetbrains.kotlin	kotlin-gradle-plugin-api	2.0.21	gradle75-sources	bcfd6bf869c7a9fabc0534aa068723b74cd0f617
org.jetbrains.kotlin	kotlin-gradle-plugin-api	2.0.21	gradle76	2fe6828d39788b439f1a44576c4fd2d98862e77b
org.jetbrains.kotlin	kotlin-gradle-plugin-api	2.0.21	gradle76-sources	bcfd6bf869c7a9fabc0534aa068723b74cd0f617
org.jetbrains.kotlin	kotlin-gradle-plugin-api	2.0.21	gradle80	2fe6828d39788b439f1a44576c4fd2d98862e77b
org.jetbrains.kotlin	kotlin-gradle-plugin-api	2.0.21	gradle80-sources	bcfd6bf869c7a9fabc0534aa068723b74cd0f617
org.jetbrains.kotlin	kotlin-gradle-plugin-api	2.0.21	gradle81	2fe6828d39788b439f1a44576c4fd2d98862e77b
org.jetbrains.kotlin	kotlin-gradle-plugin-api	2.0.21	gradle81-sources	bcfd6bf869c7a9fabc0534aa068723b74cd0f617
org.jetbrains.kotlin	kotlin-gradle-plugin-api	2.0.21	gradle82	2fe6828d39788b439f1a44576c4fd2d98862e77b
org.jetbrains.kotlin	kotlin-gradle-plugin-api	2.0.21	gradle82-sources	bcfd6bf869c7a9fabc0534aa068723b74cd0f617
org.jetbrains.kotlin	kotlin-gradle-plugin-api	2.0.21	gradle85	2fe6828d39788b439f1a44576c4fd2d98862e77b
org.jetbrains.kotlin	kotlin-gradle-plugin-api	2.0.21	gradle85-sources	bcfd6bf869c7a9fabc0534aa068723b74cd0f617
org.jetbrains.kotlin	kotlin-gradle-plugin-api	2.0.21-RC		63ae43c9a8ae074612d8071ada83c845aa52d64e
org.jetbrains.kotlin	kotlin-gradle-plugin-api	2.0.21-RC	gradle70	63ae43c9a8ae074612d8071ada83c845aa52d64e
org.jetbrains.kotlin	kotlin-gradle-plugin-api	2.0.21-RC	gradle70-sources	bcfd6bf869c7a9fabc0534aa068723b74cd0f617
org.jetbrains.kotlin	kotlin-gradle-plugin-api	2.0.21-RC	gradle71	63ae43c9a8ae074612d8071ada83c845aa52d64e
org.jetbrains.kotlin	kotlin-gradle-plugin-api	2.0.21-RC	gradle71-sources	bcfd6bf869c7a9fabc0534aa068723b74cd0f617
org.jetbrains.kotlin	kotlin-gradle-plugin-api	2.0.21-RC	gradle74	63ae43c9a8ae074612d8071ada83c845aa52d64e
org.jetbrains.kotlin	kotlin-gradle-plugin-api	2.0.21-RC	gradle74-sources	bcfd6bf869c7a9fabc0534aa068723b74cd0f617
org.jetbrains.kotlin	kotlin-gradle-plugin-api	2.0.21-RC	gradle75	63ae43c9a8ae074612d8071ada83c845aa52d64e
org.jetbrains.kotlin	kotlin-gradle-plugin-api	2.0.21-RC	gradle75-sources	bcfd6bf869c7a9fabc0534aa068723b74cd0f617
org.jetbrains.kotlin	kotlin-gradle-plugin-api	2.0.21-RC	gradle76	63ae43c9a8ae074612d8071ada83c845aa52d64e
org.jetbrains.kotlin	kotlin-gradle-plugin-api	2.0.21-RC	gradle76-sources	bcfd6bf869c7a9fabc0534aa068723b74cd0f617
org.jetbrains.kotlin	kotlin-gradle-plugin-api	2.0.21-RC	gradle80	63ae43c9a8ae074612d8071ada83c845aa52d64e
org.jetbrains.kotlin	kotlin-gradle-plugin-api	2.0.21-RC	gradle80-sources	bcfd6bf869c7a9fabc0534aa068723b74cd0f617
org.jetbrains.kotlin	kotlin-gradle-plugin-api	2.0.21-RC	gradle81	63ae43c9a8ae074612d8071ada83c845aa52d64e
org.jetbrains.kotlin	kotlin-gradle-plugin-api	2.0.21-RC	gradle81-sources	bcfd6bf869c7a9fabc0534aa068723b74cd0f617
org.jetbrains.kotlin	kotlin-gradle-plugin-api	2.0.21-RC	gradle82	63ae43c9a8ae074612d8071ada83c845aa52d64e
org.jetbrains.kotlin	kotlin-gradle-plugin-api	2.0.21-RC	gradle82-sources	bcfd6bf869c7a9fabc0534aa068723b74cd0f617
org.jetbrains.kotlin	kotlin-gradle-plugin-api	2.0.21-RC	gradle85	63ae43c9a8ae074612d8071ada83c845aa52d64e
org.jetbrains.kotlin	kotlin-gradle-plugin-api	2.0.21-RC	gradle85-sources	bcfd6bf869c7a9fabc0534aa068723b74cd0f617
org.jetbrains.kotlin	kotlin-gradle-plugin-api	2.1.0		3d61c5c520b7e6f562d78b16f7b64c2608088ae7
org.jetbrains.kotlin	kotlin-gradle-plugin-api	2.1.0	gradle80	3d61c5c520b7e6f562d78b16f7b64c2608088ae7
org.jetbrains.kotlin	kotlin-gradle-plugin-api	2.1.0	gradle80-sources	00a4663da7e93d215105229e6ac5951ef3b4be5f
org.jetbrains.kotlin	kotlin-gradle-plugin-api	2.1.0	gradle81	3d61c5c520b7e6f562d78b16f7b64c2608088ae7
org.jetbrains.kotlin	kotlin-gradle-plugin-api	2.1.0	gradle81-sources	00a4663da7e93d215105229e6ac5951ef3b4be5f
org.jetbrains.kotlin	kotlin-gradle-plugin-api	2.1.0	gradle82	3d61c5c520b7e6f562d78b16f7b64c2608088ae7
org.jetbrains.kotlin	kotlin-gradle-plugin-api	2.1.0	gradle82-sources	00a4663da7e93d215105229e6ac5951ef3b4be5f
org.jetbrains.kotlin	kotlin-gradle-plugin-api	2.1.0	gradle85	3d61c5c520b7e6f562d78b16f7b64c2608088ae7
org.jetbrains.kotlin	kotlin-gradle-plugin-api	2.1.0	gradle85-sources	00a4663da7e93d215105229e6ac5951ef3b4be5f
org.jetbrains.kotlin	kotlin-gradle-plugin-api	2.1.0-Beta1		a3c16eab13cf72ce907ab35ac10ab3c70d0ce225
org.jetbrains.kotlin	kotlin-gradle-plugin-api	2.1.0-Beta1	gradle76	a3c16eab13cf72ce907ab35ac10ab3c70d0ce225
org.jetbrains.kotlin	kotlin-gradle-plugin-api	2.1.0-Beta1	gradle76-sources	bcc8daeee2af68fb1946dac86ab0984867408c85
org.jetbrains.kotlin	kotlin-gradle-plugin-api	2.1.0-Beta1	gradle80	a3c16eab13cf72ce907ab35ac10ab3c70d0ce225
org.jetbrains.kotlin	kotlin-gradle-plugin-api	2.1.0-Beta1	gradle80-sources	bcc8daeee2af68fb1946dac86ab0984867408c85
org.jetbrains.kotlin	kotlin-gradle-plugin-api	2.1.0-Beta1	gradle81	a3c16eab13cf72ce907ab35ac10ab3c70d0ce225
org.jetbrains.kotlin	kotlin-gradle-plugin-api	2.1.0-Beta1	gradle81-sources	bcc8daeee2af68fb1946dac86ab0984867408c85
org.jetbrains.kotlin	kotlin-gradle-plugin-api	2.1.0-Beta1	gradle82	a3c16eab13cf72ce907ab35ac10ab3c70d0ce225
org.jetbrains.kotlin	kotlin-gradle-plugin-api	2.1.0-Beta1	gradle82-sources	bcc8daeee2af68fb1946dac86ab0984867408c85
org.jetbrains.kotlin	kotlin-gradle-plugin-api	2.1.0-Beta1	gradle85	a3c16eab13cf72ce907ab35ac10ab3c70d0ce225
org.jetbrains.kotlin	kotlin-gradle-plugin-api	2.1.0-Beta1	gradle85-sources	bcc8daeee2af68fb1946dac86ab0984867408c85
org.jetbrains.kotlin	kotlin-gradle-plugin-api	2.1.0-Beta2		946ca81c52fc99dea15df8c36ab4555c40859419
org.jetbrains.kotlin	kotlin-gradle-plugin-api	2.1.0-Beta2	gradle80	946ca81c52fc99dea15df8c36ab4555c40859419
org.jetbrains.kotlin	kotlin-gradle-plugin-api	2.1.0-Beta2	gradle80-sources	5b0b1cd5c75f0d01360c0c462ecab58c7051a808
org.jetbrains.kotlin	kotlin-gradle-plugin-api	2.1.0-Beta2	gradle81	946ca81c52fc99dea15df8c36ab4555c40859419
org.jetbrains.kotlin	kotlin-gradle-plugin-api	2.1.0-Beta2	gradle81-sources	5b0b1cd5c75f0d01360c0c462ecab58c7051a808
org.jetbrains.kotlin	kotlin-gradle-plugin-api	2.1.0-Beta2	gradle82	946ca81c52fc99dea15df8c36ab4555c40859419
org.jetbrains.kotlin	kotlin-gradle-plugin-api	2.1.0-Beta2	gradle82-sources	5b0b1cd5c75f0d01360c0c462ecab58c7051a808
org.jetbrains.kotlin	kotlin-gradle-plugin-api	2.1.0-Beta2	gradle85	946ca81c52fc99dea15df8c36ab4555c40859419
org.jetbrains.kotlin	kotlin-gradle-plugin-api	2.1.0-Beta2	gradle85-sources	5b0b1cd5c75f0d01360c0c462ecab58c7051a808
org.jetbrains.kotlin	kotlin-gradle-plugin-api	2.1.0-RC		44b08f51f3cf0279eac435d70fa042f6c6bc0c65
org.jetbrains.kotlin	kotlin-gradle-plugin-api	2.1.0-RC	gradle80	44b08f51f3cf0279eac435d70fa042f6c6bc0c65
org.jetbrains.kotlin	kotlin-gradle-plugin-api	2.1.0-RC	gradle80-sources	5b0b1cd5c75f0d01360c0c462ecab58c7051a808
org.jetbrains.kotlin	kotlin-gradle-plugin-api	2.1.0-RC	gradle81	44b08f51f3cf0279eac435d70fa042f6c6bc0c65
org.jetbrains.kotlin	kotlin-gradle-plugin-api	2.1.0-RC	gradle81-sources	5b0b1cd5c75f0d01360c0c462ecab58c7051a808
org.jetbrains.kotlin	kotlin-gradle-plugin-api	2.1.0-RC	gradle82	44b08f51f3cf0279eac435d70fa042f6c6bc0c65
org.jetbrains.kotlin	kotlin-gradle-plugin-api	2.1.0-RC	gradle82-sources	5b0b1cd5c75f0d01360c0c462ecab58c7051a808
org.jetbrains.kotlin	kotlin-gradle-plugin-api	2.1.0-RC	gradle85	44b08f51f3cf0279eac435d70fa042f6c6bc0c65
org.jetbrains.kotlin	kotlin-gradle-plugin-api	2.1.0-RC	gradle85-sources	5b0b1cd5c75f0d01360c0c462ecab58c7051a808
org.jetbrains.kotlin	kotlin-gradle-plugin-api	2.1.0-RC2		7bb4bf89d5391d4b67702dc88c22cf3d964b4dbb
