ai.grakn.kgms	core	1.4.3		e0d49af654fb61f5f6ccf08e53e868ed2be0232c
com.google.cloud	google-cloud-datacatalog-spring-starter	4.10.14-preview		d3add6c12cc88137cb06d66bbadacc884501eb57
com.google.cloud	google-cloud-datacatalog-spring-starter	4.10.15-preview		4474db363332b28e942b29f4a5e3b03b310fcd0f
com.google.cloud	google-cloud-datacatalog-spring-starter	4.10.16-preview		8af503948c8679e9632bd0ff2c3f7b1db25fd372
com.google.cloud	google-cloud-datacatalog-spring-starter	4.10.17-preview		1f88d399f5e2cbf3bfe197fb06f7143282b7e65a
com.google.cloud	google-cloud-datacatalog-spring-starter	4.10.18-preview		dd84fa670b63fa23813882fe92d693734d3731bb
com.google.cloud	google-cloud-datacatalog-spring-starter	4.10.19-preview		8461441fd679815d68cc0e213df1aafe3494ac84
com.google.cloud	google-cloud-datacatalog-spring-starter	4.10.2-preview		7e71d8a6fb3d16463aea799818b73a8c6a511e7c
com.google.cloud	google-cloud-datacatalog-spring-starter	4.10.3-preview		70fc491442b1c219d4b20572d892822f7556b3e2
com.google.cloud	google-cloud-datacatalog-spring-starter	4.10.4-preview		8217ce8e95de5e7b0bbe5649ac7cf3313a0d4e63
com.google.cloud	google-cloud-datacatalog-spring-starter	4.10.5-preview		1caad14b546c531549c2b76daef592b1b7f4927d
com.google.cloud	google-cloud-datacatalog-spring-starter	4.10.6-preview		e01296b46d87a726c091fd1b3314446ba7bfb04a
com.google.cloud	google-cloud-datacatalog-spring-starter	4.10.7-preview		96d2cd8c797f547516eecd1f089939e249b96f0d
com.google.cloud	google-cloud-datacatalog-spring-starter	4.10.8-preview		07b161b199b81ded1bb3474291298887f0d97661
com.google.cloud	google-cloud-datacatalog-spring-starter	4.10.9-preview		69d108f7ac2bdaf3da73bf30e5bec6025f316c7c
com.google.cloud	google-cloud-datacatalog-spring-starter	4.11.0-preview		0c83a5dfd91a872d06c1bcdbf51755703619de25
com.google.cloud	google-cloud-datacatalog-spring-starter	4.2.0-preview		f41773712fdd74cc3942fc9509c576d39e1f66ba
com.google.cloud	google-cloud-datacatalog-spring-starter	4.3.0-preview		04104da1b034040fe0eaf0f02eac59243d8c6ddb
com.google.cloud	google-cloud-datacatalog-spring-starter	4.3.1-preview		1e78391e23ede743b5bc5264dae6506d36fb1b82
com.google.cloud	google-cloud-datacatalog-spring-starter	4.4.0-preview		499b9d6373a65326c2c7172f830ecbf5870c6ba8
com.google.cloud	google-cloud-datacatalog-spring-starter	4.5.0-preview		6d19a6e8e623079c458ba012b1dc98b077a2d4cd
com.google.cloud	google-cloud-datacatalog-spring-starter	4.5.1-preview		2f63834648e10a21eb6d38f76c2be603031ae064
com.google.cloud	google-cloud-datacatalog-spring-starter	4.6.0-preview		3956ae99ee6d1deb301c4c77803ae3bf1a3ceaf6
com.google.cloud	google-cloud-datacatalog-spring-starter	4.7.0-preview		299fe5232720ba53493e87477f4b5fc1af426520
com.google.cloud	google-cloud-datacatalog-spring-starter	4.7.1-preview		f309fe0429d898b6e51e067c868912fcb17eabfa
com.google.cloud	google-cloud-datacatalog-spring-starter	4.7.2-preview		d3451fb1d0bd1e09400d5208fcfa900d6107d92b
com.google.cloud	google-cloud-datacatalog-spring-starter	4.8.0-preview		f1190140562a546c6f977cb719213530f9a41b79
com.google.cloud	google-cloud-datacatalog-spring-starter	4.8.1-preview		77f9c8a4e1d16c32df4097baa3d2a6ead56f8b21
com.google.cloud	google-cloud-datacatalog-spring-starter	4.8.2-preview		a9517adeb65bd72801314d846c47f4bea584cd19
com.google.cloud	google-cloud-datacatalog-spring-starter	4.8.3-preview		2972c150701e61fd0b8bc8d543550475fca21e5c
com.google.cloud	google-cloud-datacatalog-spring-starter	4.8.4-preview		f7bd71c1ebd4882750a86adf78f78a09e9b16978
com.google.cloud	google-cloud-datacatalog-spring-starter	4.9.0-preview		29d261cf94ee26dbd7dffc9e34e8957945509c14
com.google.cloud	google-cloud-datacatalog-spring-starter	4.9.1-preview		b59232e1fb0917fbc06abe84ba09b7b8d112a59d
com.google.cloud	google-cloud-datacatalog-spring-starter	4.9.2-preview		b5892f575e55789f3561532db67ec4968bb52ea4
com.google.cloud	google-cloud-datacatalog-spring-starter	4.9.3-preview		74e6d1336dcc8f6c129e0e26cc0b7240ff7d77da
com.google.cloud	google-cloud-datacatalog-spring-starter	4.9.4-preview		66fcc6c08922b5b9bf72198e94dc7c2c6f62d727
com.google.cloud	google-cloud-datacatalog-spring-starter	5.0.0-preview		ffe77d1557d0705a6e445eee8cd093f0bddb2532
com.google.cloud	google-cloud-datacatalog-spring-starter	5.0.2-preview		9481babd2665c3498cd0759f77787bffb08d7162
com.google.cloud	google-cloud-datacatalog-spring-starter	5.0.3-preview		968f5972c437e1045316d8afce106ab27efec562
com.google.cloud	google-cloud-datacatalog-spring-starter	5.0.4-preview		8c247b8278c555cbb19dda8f541469abdf23e9c8
com.google.cloud	google-cloud-datacatalog-spring-starter	5.1.0-preview		23efa0d4533d7b169e5ef6bbc5ff798ab409d237
com.google.cloud	google-cloud-datacatalog-spring-starter	5.1.2-preview		2d4664d507bfab770cb3ffd64350ab3f42b8fa99
com.google.cloud	google-cloud-datacatalog-spring-starter	5.10.0-preview		0d345992995e62f9c8002782bbd5a3da7b5335fc
com.google.cloud	google-cloud-datacatalog-spring-starter	5.11.0-preview		dfb913ffb3e50dccf2d981002200a74b08915a63
com.google.cloud	google-cloud-datacatalog-spring-starter	5.11.1-preview		008205101d9f4a818e0484b5082aa4d7b7f20821
com.google.cloud	google-cloud-datacatalog-spring-starter	5.11.2-preview		be35c979ec5c40fdf7d085f84233e0fa9173b8d9
com.google.cloud	google-cloud-datacatalog-spring-starter	5.11.3-preview		60b7e04fb3e1b6ad5ddbcf58fac1ce08f55c7dc5
com.google.cloud	google-cloud-datacatalog-spring-starter	5.12.0-preview		2ce053dd7e00179af98ef788d4f046773092b47b
com.google.cloud	google-cloud-datacatalog-spring-starter	5.2.0-preview		5eb23d8fd2c0bf7fca111507bdd55162180b1bc3
com.google.cloud	google-cloud-datacatalog-spring-starter	5.2.1-preview		f7cb730100d0a1300b65c3120d0c18d5d4670bd0
com.google.cloud	google-cloud-datacatalog-spring-starter	5.3.0-preview		64fdbfff4d161538688f1300530e6a06543eef3f
com.google.cloud	google-cloud-datacatalog-spring-starter	5.4.0-preview		6a66d3af2f77a929b14021c93f55cd4ffaeceb4d
com.google.cloud	google-cloud-datacatalog-spring-starter	5.4.1-preview		0a0bb3647c402092d3c82c42103c341cfa4e5a09
com.google.cloud	google-cloud-datacatalog-spring-starter	5.4.3-preview		314d6b61f76af81b00ecbba9d7a6c63757684346
com.google.cloud	google-cloud-datacatalog-spring-starter	5.5.0-preview		8841b3468ed1a5feb600aca11d6aa6f408974066
com.google.cloud	google-cloud-datacatalog-spring-starter	5.5.1-preview		80737f16137ff8d71990babb4f60005cd14371d4
com.google.cloud	google-cloud-datacatalog-spring-starter	5.6.0-preview		9b7360c5f48b2ab15b6467e7af9247db46f8f2c6
com.google.cloud	google-cloud-datacatalog-spring-starter	5.6.1-preview		df53ace73cb8f08c8d562b9f398b4415056d73d6
com.google.cloud	google-cloud-datacatalog-spring-starter	5.7.0-preview		02bf4fa63119ad9ef4afa744f3b0c2ef45e9a774
com.google.cloud	google-cloud-datacatalog-spring-starter	5.8.0-preview		7559af24f5f4a06548d2a32bae54e6340c81972c
com.google.cloud	google-cloud-datacatalog-spring-starter	5.9.0-preview		f90028182655827d8fd2f2a5f0268cc9b8623cb7
com.google.cloud	google-cloud-datacatalog-spring-starter	6.0.0-preview		87750827d5453ee0d46b64c39dfd89e980863691
com.google.cloud	google-cloud-datacatalog-spring-starter	6.0.1-preview		4f89a30c0b243170e77910458beae429e3d193bd
com.google.cloud	google-cloud-datacatalog-spring-starter	6.1.0-preview		c2f9db265b9e7f91bf309bc361763c241682ca7d
com.google.cloud	google-cloud-datacatalog-spring-starter	6.1.1-preview		a6aa1ca9d513b9145b12dd03fae4668e39562e08
com.iheart	ficus_2.12	1.3.4		1ac42aa0415e57aac193a9805dfa39ca745790e2
com.iheart	ficus_2.12	1.3.5		c687da575bc67951bb2e78e12b71e360860bafac
com.iheart	ficus_2.12	1.4.0		a6819d95584dc09ca1192d1bf0b119c5903ebede
com.iheart	ficus_2.12	1.4.1		646bd5aa7b2844d5a00f0feda031d925bc3fc271
com.iheart	ficus_2.12	1.4.2		83e9e75c74faae2a00cfcb4dc38b430b0ebb1163
com.iheart	ficus_2.12	1.4.3		c83ab4ef5667b313d98ebd42d7ce8d7fd7c6fbbc
com.iheart	ficus_2.12	1.4.4		c354c3bd772d7c0556a9ec368fc0af6d36dc4536
com.iheart	ficus_2.12	1.4.5		4f9f2134b5177223de7ab59b3ad46c576d3821b1
com.iheart	ficus_2.12	1.4.6		ae79951346c6f841366ae83aa92a1916b282e79f
com.iheart	ficus_2.12	1.4.7		e339a88a3f86316e2d366a20e3dd463df7365b3f
com.iheart	ficus_2.12	1.5.0		ce25a126b7da991fcce071cf5ef0e9d933999f45
com.iheart	ficus_2.12	1.5.1		3abaf7bd46c7192f30898deafc7b3d6146af0840
com.iheart	ficus_2.12	1.5.2		a4af422eaea134392a7b1109f1fe79f841ce39af
com.itangcent	intellij-groovy-support	1.4.5		5445a75f8f3a48a2c62f9168f8ace226f9eabf0b
com.itangcent	intellij-groovy-support	1.4.7		314ffdd7c6dacf41ff8e7d87fccec37404415d52
com.itangcent	intellij-groovy-support	1.4.8		0b93a4af12e18ada4872e2ee3aa4b034daa1bbca
com.itangcent	intellij-groovy-support	1.4.9		6614242b8e9b8938cac74767789e510830403038
com.itangcent	intellij-groovy-support	1.5.0		94f283e44e61a21a7dcadb2aa7bb32bc42778465
com.itangcent	intellij-groovy-support	1.5.2		6b3074564ecbe8cb27c17edde328121e22ab8348
com.itangcent	intellij-groovy-support	1.5.3		d754d00bc1e67c444c2fadae224a6866c2b86a2e
com.itangcent	intellij-groovy-support	1.5.4		e077d9acb3fde12d2781e2e1a7796b7a59ce9b35
com.itangcent	intellij-groovy-support	1.5.5		cfb26e1e0c5af6eb07792dc3ed50b3f2c8f1e468
com.itangcent	intellij-groovy-support	1.5.6		de2ad6820d24dedebad742478d4bcf907068ded5
com.itangcent	intellij-groovy-support	1.5.7		309ef5c3ffc795796e4d89a876807981b5716c11
com.itangcent	intellij-groovy-support	1.5.71		49c5274d7dee4191dd9eb9669cd7aaf1e5f8ec1b
com.itangcent	intellij-groovy-support	1.5.8		52c73f25301a99e9ba7611583f0b28807261e9ce
com.itangcent	intellij-groovy-support	1.6.0		6216f20281cc57886c8a795e3e086044ea1dc5f2
com.itangcent	intellij-groovy-support	1.6.1		d4f828cff0b687ce4cd743f259612feea0bfab69
com.itangcent	intellij-groovy-support	1.6.2		1a9008577ddd45ac22723a537092ce4453c95ea3
com.itangcent	intellij-groovy-support	1.6.3		85d0536feeef9add23f1dfd5f1fafc03af83961c
com.itangcent	intellij-groovy-support	1.6.4		6e8f8114a0fad395eabe00b0a50c14b600b6d766
com.itangcent	intellij-groovy-support	1.6.6		3eaf121db4d1d3cb541cb47d3d594c3d443a9a5f
com.itangcent	intellij-groovy-support	1.6.9		af9c72badc76343ce1f3b87c47a7a56d02bcc58a
com.itangcent	intellij-groovy-support	1.7.0		ce0be3f13d3678f5eeb4b8817144ad123b3a89e2
com.itangcent	intellij-groovy-support	1.7.1		63a7f885ef7e7cd2ad9c8e523fa4579d4c741628
com.itangcent	intellij-groovy-support	1.7.2		b0f3e9e3bd27680cc698b2bef5730e56373bca35
com.itangcent	intellij-groovy-support	1.7.4		73be19361ab6be34116a6f1218cb42c2645e2443
com.itangcent	intellij-groovy-support	1.7.5		873d27b781e44d1776c7737e05036bc53bf00f93
com.itangcent	intellij-groovy-support	1.7.51		cd6d3e5c2b6f7dbdb7c56f844b2d66eaab29f511
com.itangcent	intellij-groovy-support	1.7.55		a98ffa46db884ec96e3d53c3407f60d57a2b0947
com.itangcent	intellij-groovy-support	1.7.6		b6b26f057ca88a0077e1ea38e87e30727fb49957
com.itangcent	intellij-groovy-support	1.7.7		581c8bc55df3ec876cbcbd616c8c0a2fdfb2c35c
com.javaguns.roses	sms-spring-boot-starter	8.1.2.1		5d1f39ce287d0489564d65ae40f54ce8c880e867
com.javaguns.roses	sms-spring-boot-starter	8.1.8		9c53e30fbaeaac13f2aedb2aea664b24430ee4a9
com.javaguns.roses	sms-spring-boot-starter	8.3.0		6a4b2ace4374b529206b90c8fc810655d0dc36cc
com.javaguns.roses	sms-spring-boot-starter	8.3.1		c1181d054baa8b2234b8eaf5b37b86ef43443ed1
com.javaguns.roses	sms-spring-boot-starter	8.3.2		0b712069ae2a1a6a0ab81dfc41983a7ec1ff3e82
com.javaguns.roses	sms-spring-boot-starter	8.3.3		2fe873396ec83fed21d90a4edf353cde53db9eac
com.kitakkun.kondition	core-linuxx64	0.1.0-alpha01		N/A
com.kitakkun.kondition	core-linuxx64	0.1.0-alpha02		N/A
com.kitakkun.kondition	core-mingwx64	0.1.0-alpha01		N/A
com.kitakkun.kondition	core-mingwx64	0.1.0-alpha02		N/A
com.mayakapps.kache	kache-core-iossimulatorarm64	2.0.0-rc01		N/A
com.mayakapps.kache	kache-core-iossimulatorarm64	2.0.0-rc01	metadata	1a797d06c4c6959a30ad8309d52c1ca3056dc880
com.mayakapps.kache	kache-core-iossimulatorarm64	2.0.0-rc02		N/A
com.mayakapps.kache	kache-core-iossimulatorarm64	2.0.0-rc02	metadata	2e7df9f2bb460ea79f92c4f987e750a59e0bd1af
com.mobidevelop.robovm	robovm-objc	2.0.0		32054d36d7b6b369847b780f5f779428894d2429
com.mobidevelop.robovm	robovm-objc	2.1.0		cd39a832684ad1848c917c1237313890237991d8
com.mobidevelop.robovm	robovm-objc	2.2.0		68529e3192f2affd71d135acd2e9176f05d23c39
com.mobidevelop.robovm	robovm-objc	2.3.0		fbd0ce9fe0825fbf7595c72f68cc65f4a30a0e9f
com.mobidevelop.robovm	robovm-objc	2.3.1		70be1d1592486b8ff1a4c12c00d22c9907238376
com.mobidevelop.robovm	robovm-objc	2.3.10		af09ccfec53fda21399f2f6cfa6c4f9b5ece08b8
com.mobidevelop.robovm	robovm-objc	2.3.11		cbeecedb7b7119c19c711158ff81c18f326da51a
com.mobidevelop.robovm	robovm-objc	2.3.12		ad1527c66dbd389d0c20e205eb83c6ef82709137
com.mobidevelop.robovm	robovm-objc	2.3.13		9643db113d3f55bc0d62ea132fce4612a163c84d
com.mobidevelop.robovm	robovm-objc	2.3.14		2fda7df3b01d445c26bd28bcc34b23705f582592
com.mobidevelop.robovm	robovm-objc	2.3.15		ef115f52ff3296eb1bd1f7c3f53ce65cc04df7d6
com.mobidevelop.robovm	robovm-objc	2.3.16		cafceb5042ec443b4e3cc90698df45fabba3b7b3
com.mobidevelop.robovm	robovm-objc	2.3.17		321d5d25eae9fedfb36314685e1e4018b0af52c2
com.mobidevelop.robovm	robovm-objc	2.3.18		fff28bd90e0b2b23104beb540a99519932ad308f
com.mobidevelop.robovm	robovm-objc	2.3.19		4a56ce5c9601be735dc3d0837ae965858286ffac
com.mobidevelop.robovm	robovm-objc	2.3.2		f9457ca82bd592292eac6037c00e0bab3b44fb3e
com.mobidevelop.robovm	robovm-objc	2.3.20		a662776b6d2b6de7ad2131d311c9e9125c87ee6d
com.mobidevelop.robovm	robovm-objc	2.3.21		cf1b0fe6570e57f05350daf60b731d2045cf1fb4
com.mobidevelop.robovm	robovm-objc	2.3.22		13f8302e6a6d6de65f2a41cf0e2eb3e4acb242b0
com.mobidevelop.robovm	robovm-objc	2.3.23		3f747705b3eb6b4d669a5a05d18fb53ce939a415
com.mobidevelop.robovm	robovm-objc	2.3.3		7d6a44725951a27a1c94fc29002703bbfd98f0c0
com.mobidevelop.robovm	robovm-objc	2.3.4		56f186faeabfbdf38a1076c20594715f8250daf7
com.mobidevelop.robovm	robovm-objc	2.3.5		e2cdacd6cf8e965f0fa4050dbd2af50e014a808c
com.mobidevelop.robovm	robovm-objc	2.3.6		b167b593016b51bfc5ec2a8f8d782bbf79cf5b09
com.mobidevelop.robovm	robovm-objc	2.3.7		e45937484d0c5f9c1500ee74573123e3a2b727ff
com.mobidevelop.robovm	robovm-objc	2.3.8		583f741d257897a2a41d7f5dbd19ec7f0b3a5e77
com.mobidevelop.robovm	robovm-objc	2.3.9		dae0cf0b38652acdef8e6f0cc155801a8cea4942
com.nesscomputing.migratory	migratory-core	3.0.0		b94fa0ecf03b4d9c4153db52fca15532b03ce6a7
com.nesscomputing.migratory	migratory-core	3.1.1		b1a84ff0bc2f1829455f74e40f3f9e70d3b9e35f
com.nesscomputing.migratory	migratory-core	4.0.0		a1813e96ffee74349bfbcbfeabe1d2b50194889f
com.nesscomputing.migratory	migratory-core	4.1.0		cdd08cb95327d3c4b0fa327ffe114532f1fd6e10
com.nesscomputing.migratory	migratory-core	4.2.0		c0e92e2597b2b0a28130f5b616bc75307f5aa2de
com.ondeck.datapipes	datapipes-flow-audit	1.0		a7a433da12053b02f997800502f4286f0d53a7ae
com.oracle.oci.sdk	oci-java-sdk-servicemesh	2.25.0		e9386172a308ac393ad4a194e9cfff3215d5386d
com.oracle.oci.sdk	oci-java-sdk-servicemesh	2.27.0		5217aacec09025e40b69dc63953eb830d1b23bb7
com.oracle.oci.sdk	oci-java-sdk-servicemesh	2.28.0		d73711642832683432cca5cf1eba5c1ea4331300
com.oracle.oci.sdk	oci-java-sdk-servicemesh	2.29.0		14f066536bcbae424ed05902a7e66fde7c2982ec
com.oracle.oci.sdk	oci-java-sdk-servicemesh	2.30.0		732bc34f3e3a4bf6bb2fd3be50d5d4305e18cf02
com.oracle.oci.sdk	oci-java-sdk-servicemesh	2.31.0		652bd9c4c9657100bd8d570b9f43460ced198574
com.oracle.oci.sdk	oci-java-sdk-servicemesh	2.32.0		6107855fc4f02cc7245fc301740e6193fd54df16
com.oracle.oci.sdk	oci-java-sdk-servicemesh	2.33.0		976aeb6562d860ab8efe2814901b200869a61112
com.oracle.oci.sdk	oci-java-sdk-servicemesh	2.34.0		ec79757230112be22ae2e3b352e9ce000512795d
com.oracle.oci.sdk	oci-java-sdk-servicemesh	2.35.0		65a911fc5889773f79f0f25e9dc380ea73ae532b
com.oracle.oci.sdk	oci-java-sdk-servicemesh	2.36.0		d42d2b4dbd2542c2387a9341ff946b141c6e6b28
com.oracle.oci.sdk	oci-java-sdk-servicemesh	2.36.1		6a2ac5690b7826e8512043b26f9afad829b23828
com.oracle.oci.sdk	oci-java-sdk-servicemesh	2.37.0		c2a7538547fab65396dd4f19c1949bd00212be4b
com.oracle.oci.sdk	oci-java-sdk-servicemesh	2.38.0		0b205c827465dc0e1497f98a77903abfd84d5804
com.oracle.oci.sdk	oci-java-sdk-servicemesh	2.39.0		6705894b410ac25f72f2144cc77f5e07ae1f2efd
com.oracle.oci.sdk	oci-java-sdk-servicemesh	2.40.0		6155798e43a837b65f67a9b9c471cd9227a06461
com.oracle.oci.sdk	oci-java-sdk-servicemesh	2.41.0		ea7283b478fa147fe0d34dc724f602161d2e7f77
com.oracle.oci.sdk	oci-java-sdk-servicemesh	2.41.1		9ced656a03bfa3176b56f7bb3ee3feb7a0118a31
com.oracle.oci.sdk	oci-java-sdk-servicemesh	2.42.0		5ebb8bc634b467d40e783cf087a13a7316d057b6
com.oracle.oci.sdk	oci-java-sdk-servicemesh	2.43.0		b7c3990987e77010c5d3141c2d8433f618d2a676
com.oracle.oci.sdk	oci-java-sdk-servicemesh	2.44.0		2c870a311d8830399f760a2be85edf88d993cdab
com.oracle.oci.sdk	oci-java-sdk-servicemesh	2.45.0		80a7410c387b314d22ec96e0c53c13d0d58821e1
com.oracle.oci.sdk	oci-java-sdk-servicemesh	2.46.0		98639bd032d23e69ac8dbc69b465fb7fa653bffd
com.oracle.oci.sdk	oci-java-sdk-servicemesh	2.47.0		760f44bb3da4faeaa29b962c2801b1aa41a8de68
com.oracle.oci.sdk	oci-java-sdk-servicemesh	2.48.0		3482a6ae31356fab96f648059bc9b53bda0d3148
com.oracle.oci.sdk	oci-java-sdk-servicemesh	2.49.0		8d111252ad38d5b591e6e4b3c3bbd7c28aab6da5
com.oracle.oci.sdk	oci-java-sdk-servicemesh	2.49.1		9f0f44e31d452ffd45fda58166b1d4f837a871a0
com.oracle.oci.sdk	oci-java-sdk-servicemesh	2.50.0		4807af628831bc392b07aaf3551d568af558d397
com.oracle.oci.sdk	oci-java-sdk-servicemesh	2.51.0		34a766c2591aa4a2ca073425a9212217744105f1
com.oracle.oci.sdk	oci-java-sdk-servicemesh	2.51.1		61bd77dac15e3e893914e6ae58a68f3c12d312c2
com.oracle.oci.sdk	oci-java-sdk-servicemesh	2.51.2		c301741ad4040a1c1607f148c1a41bf5b6befa92
com.oracle.oci.sdk	oci-java-sdk-servicemesh	2.51.3		71e9677ccbc6c473d928c19c222e112c54086cbd
com.oracle.oci.sdk	oci-java-sdk-servicemesh	2.52.0		806362d39e99b1aee925dac677bfe3c481610176
com.oracle.oci.sdk	oci-java-sdk-servicemesh	2.53.0		375d3e18de85eec8c2dd3de6ada63190fd84e0b6
com.oracle.oci.sdk	oci-java-sdk-servicemesh	2.54.0		cd6218e6e95997289bfb19ebae7c1ed961116db5
com.oracle.oci.sdk	oci-java-sdk-servicemesh	2.54.1		15606850a5839e12df0fb032831f67f9334d005c
com.oracle.oci.sdk	oci-java-sdk-servicemesh	2.55.0		bf20cbd1f40d2219f9e88ed75b1231513d4f8bc7
com.oracle.oci.sdk	oci-java-sdk-servicemesh	2.56.0		89e30cf57680fb664ba2bbaf81d2c547873d3422
com.oracle.oci.sdk	oci-java-sdk-servicemesh	2.57.0		f5209640489eb430f46814e83b8dfa74bc6473df
com.oracle.oci.sdk	oci-java-sdk-servicemesh	2.57.1		d82c5587555116c23e7bc6d3106f97dc7d924c8f
com.oracle.oci.sdk	oci-java-sdk-servicemesh	2.58.0		c2510ecac51b49f9d9e60ea0049652174b64b75d
com.oracle.oci.sdk	oci-java-sdk-servicemesh	2.59.0		37b57045f6a85314b7d4472cebd47ab728ed3a83
com.oracle.oci.sdk	oci-java-sdk-servicemesh	2.60.0		2c74c6a0db17f4f468e454969aeee00907cb5934
com.oracle.oci.sdk	oci-java-sdk-servicemesh	2.60.1		ef5a85e6c3f0e93d199fd0355133a7b8d573016c
com.oracle.oci.sdk	oci-java-sdk-servicemesh	2.61.0		b228a0f13aeb1f76c1062b5bbcfd072fc8d2a5ad
com.oracle.oci.sdk	oci-java-sdk-servicemesh	2.61.1		cd5a68201d821b87b264092d80ef605bf1eebbe8
com.oracle.oci.sdk	oci-java-sdk-servicemesh	2.62.0		5289a66bed45e562df7290f06a76b8169299a8df
com.oracle.oci.sdk	oci-java-sdk-servicemesh	2.63.0		85d18ff75c22aaee8994782071a7968c9abac0a7
com.oracle.oci.sdk	oci-java-sdk-servicemesh	2.64.0		24f436e6379accf4a41b2814f88715979a714d8a
com.oracle.oci.sdk	oci-java-sdk-servicemesh	2.64.1		4b2ae40fd2c008f2a773f3b4a68a5166b8605b4c
com.oracle.oci.sdk	oci-java-sdk-servicemesh	2.65.0		d3791f50c9543d5e37472e19627e7666f753d540
com.oracle.oci.sdk	oci-java-sdk-servicemesh	2.65.1		4f4a82d1c7c5fffdc7bb3225731471447daba04e
com.oracle.oci.sdk	oci-java-sdk-servicemesh	2.66.0		05ef51aa56a2e9c28e6cdcd1e2ce0065f9cd55b4
com.oracle.oci.sdk	oci-java-sdk-servicemesh	2.72.0		5729f7683536770de4c6879e724e283f2cd1460f
com.oracle.oci.sdk	oci-java-sdk-servicemesh	2.73.0		2e5a6e7dbae1f33793a82a048106614aa5685b36
com.oracle.oci.sdk	oci-java-sdk-servicemesh	2.79.0		b33fe7e5348f49e095ba7885b6dc9d96c77c6415
com.oracle.oci.sdk	oci-java-sdk-servicemesh	2.81.0		3bd5d1b570a867b50285a15d6c554473dfab06d3
com.oracle.oci.sdk	oci-java-sdk-servicemesh	2.82.0		317adfd54abfd1e592507146a2c1a63153afaec2
com.oracle.oci.sdk	oci-java-sdk-servicemesh	3.0.0		eb9dfb82ab5f022137ce7af34518dcf11dc9172f
com.oracle.oci.sdk	oci-java-sdk-servicemesh	3.0.0-beta1		1c5d212a1d7934ecf76b97971e991e62a09bc1b0
com.oracle.oci.sdk	oci-java-sdk-servicemesh	3.0.0-beta2		728415cecd9336e90c0dda535bf41d650ab14c2d
com.oracle.oci.sdk	oci-java-sdk-servicemesh	3.0.1		3077fb3b13efb75309052b44a37385dbc9ad8190
com.oracle.oci.sdk	oci-java-sdk-servicemesh	3.1.0		54408328195112cb312ee9653cbb67c8abe0cbf4
com.oracle.oci.sdk	oci-java-sdk-servicemesh	3.10.0		8204fabee4701a157c30c427172a9c7af301b48d
com.oracle.oci.sdk	oci-java-sdk-servicemesh	3.11.0		0bbf605e4376268a2919b728240ce0e4b0e8b6f7
com.oracle.oci.sdk	oci-java-sdk-servicemesh	3.12.0		1f0d0be8a55ce1216cc63b330ddec67b8f8f2bd1
com.oracle.oci.sdk	oci-java-sdk-servicemesh	3.12.1		da0ae5751d9a5158074a138706b34537d1c2b630
com.oracle.oci.sdk	oci-java-sdk-servicemesh	3.13.0		f2768545a37e69bc31bb851de5206a958d464c10
com.oracle.oci.sdk	oci-java-sdk-servicemesh	3.13.1		7ee689425f501fa0db14d6338c254faa58f53587
com.oracle.oci.sdk	oci-java-sdk-servicemesh	3.14.0		32b74100d23237c2940c582b79323dc46d49ed54
com.oracle.oci.sdk	oci-java-sdk-servicemesh	3.15.0		9150a9e5dccff7f3f07553c7aaccb50e2157cbbe
com.oracle.oci.sdk	oci-java-sdk-servicemesh	3.16.0		d98d952f6629c5043d76668f13fda7282ec7b168
com.oracle.oci.sdk	oci-java-sdk-servicemesh	3.16.1		ffd9422cbdf59c9345cfd9068f6aaf7061701a95
com.oracle.oci.sdk	oci-java-sdk-servicemesh	3.17.0		61ae35191fd2992ff12a87e1c72eca246e9b3630
com.oracle.oci.sdk	oci-java-sdk-servicemesh	3.17.1		165d4222fe92360a94aa81fddecef4a449cf4ede
com.oracle.oci.sdk	oci-java-sdk-servicemesh	3.18.0		a2d6ca0fcb9826ca6c88ad465ccedc09c70a47f2
com.oracle.oci.sdk	oci-java-sdk-servicemesh	3.19.0		7d3f4b0494338f77ec50f832a6fae8489f4b0121
com.oracle.oci.sdk	oci-java-sdk-servicemesh	3.2.0		eccd178f98c4b7507f6e5ae8e640ac886ce6409d
com.oracle.oci.sdk	oci-java-sdk-servicemesh	3.2.1		8a24dc9a4f0c7a770cfab52161d4bbdd9b00a1c6
com.oracle.oci.sdk	oci-java-sdk-servicemesh	3.2.2		8093945af8fc83ae58ed8952c8a5b3ee19da81a0
com.oracle.oci.sdk	oci-java-sdk-servicemesh	3.2.3		dd56e75a117e7090fb90b564b2978fc98154b30a
com.oracle.oci.sdk	oci-java-sdk-servicemesh	3.20.0		2c3091372f4ebb5f0942d160d607cbd70313a033
com.oracle.oci.sdk	oci-java-sdk-servicemesh	3.21.0		2a23a7468a26bb97ce4a9af90911a41806fde62f
com.oracle.oci.sdk	oci-java-sdk-servicemesh	3.22.0		af8dcf12f085937e39f575a2bded4da3b46f3f90
com.oracle.oci.sdk	oci-java-sdk-servicemesh	3.23.0		a303d10e7d30a8cf566a40f75f3694ffed981387
com.oracle.oci.sdk	oci-java-sdk-servicemesh	3.23.1		91d54b6e762737369c0f084972a2bf364e677913
com.oracle.oci.sdk	oci-java-sdk-servicemesh	3.23.2		0f704adb84296901b5d39b5f8561dfdc13cf2dee
com.oracle.oci.sdk	oci-java-sdk-servicemesh	3.24.0		339635f118dc80e0b6a2b7b6b7a9b6b46bc9adc8
