city.smartb.fixers.gradle.d2	city.smartb.fixers.gradle.d2	0.2.0		N/A
in.hocg.boot	change-log-spring-boot-autoconfigure	1.0.22		3a9f6eb3fcbfc8ff9fdca3e16aeb387290dc21c1
in.hocg.boot	change-log-spring-boot-autoconfigure	1.0.23		cbcdffb03973170c11cb52993ea06448c6cccb4d
in.hocg.boot	change-log-spring-boot-autoconfigure	1.0.24		d79b9649c2fac2370792590fd60151c961775055
in.hocg.boot	change-log-spring-boot-autoconfigure	1.0.25		d7d85acd5109e6ab26407fee200636e459a4b3bd
in.hocg.boot	change-log-spring-boot-autoconfigure	1.0.27		0111e6b5b6b4468d8790d1ad4e0295a42d52aa47
in.hocg.boot	change-log-spring-boot-autoconfigure	1.0.28		f025cfdf27c35a173ed97d97a754b40635ef2866
in.hocg.boot	change-log-spring-boot-autoconfigure	1.0.29		6eb6b039c39e39cab366a25f0d3f99eb6ee28b35
in.hocg.boot	change-log-spring-boot-autoconfigure	1.0.3		80f429e44e93aeb4d93ddf31df91c5833cffb1fa
in.hocg.boot	change-log-spring-boot-autoconfigure	1.0.30		dc1e262bb874deae1da37d1d966f9cdee7e7afe9
in.hocg.boot	change-log-spring-boot-autoconfigure	1.0.31		ca4eb6ca92ad227e0f41b9f8a5790ae1c7dc3608
in.hocg.boot	change-log-spring-boot-autoconfigure	1.0.32		4a749b804982f42ffb830208f8fb69ea7a70e47f
in.hocg.boot	change-log-spring-boot-autoconfigure	1.0.4		efa377da5652220b6821df78e58005a2279c39c9
in.hocg.boot	change-log-spring-boot-autoconfigure	1.0.5		6db1793892dae44e6fb2e890d2f196960baa07b0
in.hocg.boot	change-log-spring-boot-autoconfigure	1.0.6		fec1301fdd7fee13b1d8cd34e0234b5176d330cf
in.hocg.boot	change-log-spring-boot-autoconfigure	1.0.7		16df2eb642c63c8fafd7a1cc70dbb0ab707366a4
in.hocg.boot	change-log-spring-boot-autoconfigure	1.0.8		1bb3b52b14cbd4eb05788c362956dda9ed576622
in.hocg.boot	change-log-spring-boot-autoconfigure	1.0.9		ada61194643f2320d946e81c20abc269e47b1476
io.activej	activej-promise	1.0		a02e35e5b7a835235553868ecf575cdb7498a665
io.activej	activej-promise	1.0-rc1		95c319bb7444a36163bd864888c4ba118938786e
io.activej	activej-promise	1.0-rc2		7ded9d5a7761288e5c1dbb743d50ba684178bcb0
io.activej	activej-promise	1.1		75f2d76df426305b82d365ba740eabfa45084e61
io.activej	activej-promise	2.0		eae735bce2ba7705bc4cdb9fbf76b2032fd97fee
io.activej	activej-promise	2.0-rc1		655585ca48b09b141907ef91db26261b90ff7a08
io.activej	activej-promise	2.0.1		9ca430084402cd41be819b0813415c6af781b5b3
io.activej	activej-promise	2.1		51a84d83b87a274b9e992649bc7e3ddae651bea9
io.activej	activej-promise	2.2		53974dad40c7f13db23181729bd0f335651da9a5
io.activej	activej-promise	3.0		2bc9d0b632f06457bb9f2c2ec7f7cb457801e76e
io.activej	activej-promise	3.0-rc1		1a7f5edfc1d0102ca197c53f7f8cc6d1b6f20a2e
io.activej	activej-promise	3.0-rc2		f7326f245638285bc2204390a749b2c76c73d488
io.activej	activej-promise	3.0.1		319fdfc56b11b6c9aa720e726ebfb4312bcb7547
io.activej	activej-promise	3.0.2		a0ab76c0ffed61778879b00a7ae3f76c758a99af
io.activej	activej-promise	3.1-rc1		00a5bf3d06c79245c7ef09d98906827d8fb76d63
io.activej	activej-promise	4.0		5031daceb715f473e4b8da851df4e83be2a04724
io.activej	activej-promise	4.0-beta1		bb1b51464fefe110e2fa0492a20357cd0eb58dee
io.activej	activej-promise	4.0-rc1		667b6b929126f1abaa0844997b90e9170b5f7774
io.activej	activej-promise	4.1		46006863bc0c279fdbd79a8d9469581ccf43e095
io.activej	activej-promise	4.1-rc1		78e4cff0056e71c40709308d5800d8c44e69a1a5
io.activej	activej-promise	4.1.1		b6886032127eef4f3bbb72da3c6e67a002b7b004
io.activej	activej-promise	4.2		3a62cdace8e0f64e043f94384926ea40f5ef13c0
io.activej	activej-promise	4.3		67ea373abd960904c0115373cd932d84d6f298f6
io.activej	activej-promise	4.3.1		4cefc604ba9e95856c878286f71ad5390d4ebe9e
io.activej	activej-promise	4.4-rc1		b7dbfe5f992b2f038c33fac73d47b7e0db79efaf
io.activej	activej-promise	5.0		2b6fa3552a6227787bca99e0d82a9f0c8aa67ca1
io.activej	activej-promise	5.0-beta1		2fc79b7d99b9d326157402a9363c2061fd0c1d7b
io.activej	activej-promise	5.0-beta2		5b9f26f0392a6ad7429dda573a3f162393af6b53
io.activej	activej-promise	5.0-rc1		307891c19d41d1a47bc872bdd8154da3200d1548
io.activej	activej-promise	5.0-rc2		ac828ac2ed61636d68c91b409728fe61364f40f7
io.activej	activej-promise	5.0-rc3		c1a38617fad4feeb0601ee9197a4b9fa77684376
io.activej	activej-promise	5.1		b2a399077c80afea0663998b8b928a80cb556921
io.activej	activej-promise	5.1.1		3878574d7e6f3c10a50d086fe8dd3eed4ef0bdca
io.activej	activej-promise	5.2		5f7cd87c4a0c0a2ecb44e4b5c8eeaffe8d5ef468
io.activej	activej-promise	5.3		dc7e4ecb38d582eda0f3f01eef908257d870e702
io.activej	activej-promise	5.4		64f56b00a49d565a6582662fb5907b6dbf505458
io.activej	activej-promise	5.4.1		aaef45ecc9c20186fa3430be718471720a919e6e
io.activej	activej-promise	5.4.2		d36254a1bab4e1e7de986df192f31131bd9a05bf
io.activej	activej-promise	5.4.3		73ddc64fba26245c5d5f8e1ec77c2fe9151ac775
io.activej	activej-promise	5.5		d0b775b3f349aee530e457649b6c5479132886b3
io.activej	activej-promise	5.5-rc1		8ad5a15cdf9cc14799bce63ab12e8f7ced0534cc
io.activej	activej-promise	5.5-rc2		a35e85eb389de988881cf5ae196d0ec1275bb2de
io.activej	activej-promise	5.5-rc3		e2694104abe54899f9550b88288d8faeac5053b8
io.activej	activej-promise	6.0-beta1		9bd04d71d16e1955fac2b39d285b0d63830b1772
io.activej	activej-promise	6.0-beta2		38e08e55e172de8220eb362cbcea26f9d68ff47f
io.activej	activej-promise	6.0-rc1		fcefa14a55d1a2ba831d783882d62b11db1a1321
io.activej	activej-promise	6.0-rc2		24fb086e0562705aeb6cb70ca9cd0c207effa687
io.chrisdavenport	mules_native0.4_3	0.7.0		95bb61585993cdfcc7c39ee5e9cafd8b74b8cb48
io.fluidsonic.currency	fluid-currency-tvosarm64	0.10.1		N/A
io.fluidsonic.currency	fluid-currency-tvosarm64	0.10.1	metadata	19a7c516b997ab98354404dd4b5cedffef5296a7
io.fluidsonic.currency	fluid-currency-tvosarm64	0.11.0		N/A
io.fluidsonic.currency	fluid-currency-tvosarm64	0.11.0	metadata	0e455b6edf4c66e586730ddbdcf7ec41c964bd30
io.fluidsonic.currency	fluid-currency-tvosarm64	0.12.0		N/A
io.fluidsonic.currency	fluid-currency-tvosarm64	0.12.0	metadata	72b83c840e85bdb102ffa948765cb20d5247375e
io.fluidsonic.currency	fluid-currency-tvosarm64	0.13.0		N/A
io.fluidsonic.currency	fluid-currency-tvosarm64	0.13.0	metadata	6dc7f85684a8ed1c00922d606a61f6ce6f7227e1
io.fluidsonic.currency	fluid-currency-tvosarm64	0.9.0		bcbfd3db297c7957fb3dd2ab423f20d727a6ab0a
io.fluidsonic.currency	fluid-currency-tvosarm64	0.9.0	metadata	dc299ec9a27d2aa4b20812245632a9e341cdc0c4
io.fluidsonic.currency	fluid-currency-tvosarm64	0.9.1		491a6f6b391dba7b94eca9cfe231bc5c9ade3405
io.fluidsonic.currency	fluid-currency-tvosarm64	0.9.1	metadata	ab287b3d22c52d59bb00492a442e1d6c1a493593
io.fluidsonic.currency	fluid-currency-tvosarm64	0.9.2		2885427a7aa1c3911cb693a078f38508066b9cb6
io.fluidsonic.currency	fluid-currency-tvosarm64	0.9.2	metadata	d80294f3cae841138b2e6e3e0507e4363c366ae5
io.fluidsonic.currency	fluid-currency-tvosarm64	0.9.3		734d8356d842fc06211acd127459cbd6f0205c96
io.fluidsonic.currency	fluid-currency-tvosarm64	0.9.3	metadata	04d5babe5a4c13a8c8c250441626b96bd7600dc2
io.fluidsonic.currency	fluid-currency-tvosarm64	0.9.4		N/A
io.fluidsonic.currency	fluid-currency-tvosarm64	0.9.4	metadata	a8f2b1ff83e5c1f846a54eed9fdba11066fd03a6
io.fluidsonic.currency	fluid-currency-tvosarm64	0.9.5		N/A
io.fluidsonic.currency	fluid-currency-tvosarm64	0.9.5	metadata	465afd77127542074b6900ecec871da992931323
io.github.abdullahabd15	carousel-compose	1.0.0		N/A
io.github.abdullahabd15	carousel-compose	1.0.1		N/A
io.github.abdullahabd15	carousel-compose	1.0.2		N/A
io.github.charlietap.chasm	type-jvm	0.2.0		4f8227df9beab67eb91ae6efa6d138e5eccaecb2
io.github.charlietap.chasm	type-jvm	0.2.1		4f8227df9beab67eb91ae6efa6d138e5eccaecb2
io.github.charlietap.chasm	type-jvm	0.2.2		4f8227df9beab67eb91ae6efa6d138e5eccaecb2
io.github.charlietap.chasm	type-jvm	0.6.0		4f8227df9beab67eb91ae6efa6d138e5eccaecb2
io.github.charlietap.chasm	type-jvm	0.6.1		4f8227df9beab67eb91ae6efa6d138e5eccaecb2
io.github.charlietap.chasm	type-jvm	0.9.6		c67e1872594acc79511871c8cda904dc272eb246
io.github.charlietap.chasm	type-jvm	0.9.61		c67e1872594acc79511871c8cda904dc272eb246
io.github.charlietap.chasm	type-jvm	0.9.62		c67e1872594acc79511871c8cda904dc272eb246
io.github.charlietap.chasm	type-jvm	0.9.63		c67e1872594acc79511871c8cda904dc272eb246
io.github.charlietap.chasm	type-jvm	0.9.64		c67e1872594acc79511871c8cda904dc272eb246
io.github.charlietap.chasm	type-jvm	0.9.65		c67e1872594acc79511871c8cda904dc272eb246
io.github.charlietap.chasm	type-jvm	0.9.66		c67e1872594acc79511871c8cda904dc272eb246
io.github.cubedtear	jcubit-annotations	6.0.0		c3876699eaacd0e03e3cde303b1b6ac1ca7102c4
io.github.cubedtear	jcubit-annotations	6.1.0		d543bfbd67bb3365055fe5ef50e9199bb351891e
io.github.cubedtear	jcubit-annotations	7.0.0		c4e0aff72c885c67bc0137daaad3f868cd757aec
io.github.cubedtear	jcubit-annotations	7.0.1		b70518aa96258d110c32f8e55a0c9db235ee5711
io.github.cubedtear	jcubit-annotations	8.0.0		f62a32ef9d72189311040d894135ef68e2ad421c
io.github.danieletorelli	sbt-wasm-component-macros_2.12	0.1.0		c8fa92e00640cb10a44ff94b4eeae7d9a95f668f
io.github.hoc081098	kmp-viewmodel-koject-compose-iosarm64	0.7.1		N/A
io.github.hoc081098	kmp-viewmodel-koject-compose-iosarm64	0.7.1	metadata	6cd12ffbe88dcde13ab34340613f2de68bce2f99
io.github.hoc081098	kmp-viewmodel-koject-compose-iosarm64	0.8.0		N/A
io.github.hoc081098	kmp-viewmodel-koject-compose-iosarm64	0.8.0	metadata	b968d53cba0113121cdc36bf17627244ed0c1fb0
io.github.zhul-cloud	zhul-component-tracing-starter-skywalking-sentinel	1.3.0		25fe28b4a4f6c111c7d3e82a9a833a6cc7c939d2
io.github.zhul-cloud	zhul-component-tracing-starter-skywalking-sentinel	1.3.1		e7b97f959e34b98f746a2eb601ea8456ce729dba
io.kalix	kalix-maven-plugin	0.11.0-M1		572658fff22b516f192170dd131bf36dccf98abf
io.kalix	kalix-maven-plugin	0.11.0-M2		7e1aed7ddf4d6c358ea4647dbbc703ef6559199e
io.kalix	kalix-maven-plugin	1.0.0		ad22c9938b95c2e02a88be2a188ce955ad4fb788
io.kalix	kalix-maven-plugin	1.0.0-M1		56b3be807e11f4b6b7829a084f63791f08032c53
io.kalix	kalix-maven-plugin	1.0.1		ee7fc91a0318e2cf4dbb5f885a789392409c963c
io.kalix	kalix-maven-plugin	1.0.10		ea249a6ed35feb8c63b6f9ca9d263a21affc6579
io.kalix	kalix-maven-plugin	1.0.11		3ad0b1e67138b621b5d71450b3e6b672a0965a0b
io.kalix	kalix-maven-plugin	1.0.2		74986645ec8d29073a98192fa9aca9e0dc72f7dd
io.kalix	kalix-maven-plugin	1.0.3		677a27605e77ff4c70f137c32869da74af355c1f
io.kalix	kalix-maven-plugin	1.0.4		1ff3fdd5597360d3c96d3992dcafb0e441a691db
io.kalix	kalix-maven-plugin	1.0.5		845f38f793b53f93e665e7877bda05292e68d3da
io.kalix	kalix-maven-plugin	1.0.6		83a8e8e78e844b52e813c34ddbd6024233bfe943
io.kalix	kalix-maven-plugin	1.0.7		b3633e5ae7c84ec5150f8fa063d8e98c860523e6
io.kalix	kalix-maven-plugin	1.0.8		f9c9a382a831cad35544fc3d2b52d8cffebf4417
io.kalix	kalix-maven-plugin	1.0.9		22daf654e1110e031f20762f0767e02028f205f3
io.kalix	kalix-maven-plugin	1.1.0		af8be9b49e4acfd0fa6ed0354adfa2d83eb26297
io.kalix	kalix-maven-plugin	1.1.1		43a082624aad93e901a7b7d7cbcdbf8e33a9a108
io.kalix	kalix-maven-plugin	1.1.2		33547841dcff0179fa2187fb0e5cfe3fc78530b1
io.kalix	kalix-maven-plugin	1.1.3		73b53b74ba8871a4d48aea13952535fe8c879935
io.kalix	kalix-maven-plugin	1.1.4		a23007199cbc6f0c9fee1989e2527677ddc822f3
io.kalix	kalix-maven-plugin	1.1.7		6cbdd7142b45a623a2a037d7c44a28f5ac1a63e7
io.kalix	kalix-maven-plugin	1.2.0		970e99dfa67e4cf616fb329f8e006d3e61d3feb4
io.kalix	kalix-maven-plugin	1.2.0-M1		25e96530ddf22c3a3c16bc00fab4f4ce8085b9fa
io.kalix	kalix-maven-plugin	1.2.1		c7100d5982f4956b91a939da1e554ca63650f67e
io.kalix	kalix-maven-plugin	1.2.1-M2		f3ac8b5038ced26c8eb66cf5077b67fe9ab73a52
io.kalix	kalix-maven-plugin	1.2.1-M3		70adb60b69da3f22bf5121685f1ac0fa89e04061
io.kalix	kalix-maven-plugin	1.2.1-M4		e00b935dac4519ffab68c31c4748fafde5a42c09
io.kalix	kalix-maven-plugin	1.3.0		018ec2e6a5f5d37e2e9192eb55c8a53548f10986
io.kalix	kalix-maven-plugin	1.3.1		3c027a39d9062b362d92aa8ae2e597ee7d7644ef
io.kalix	kalix-maven-plugin	1.3.2		22bc4f8de3ac2fe69bf706a011155907d2a792cb
io.kalix	kalix-maven-plugin	1.3.3		ea01ef6cc77bbab0407a0a23b2af93292e30d6e0
io.kalix	kalix-maven-plugin	1.3.4		45ae58cd2561c6f47256ec496e766ef458d11a44
io.kalix	kalix-maven-plugin	1.3.5		99d00e00469e9bb02b417dfbd359d2af47eff37c
io.kalix	kalix-maven-plugin	1.3.6		936c50885f0ed0ef8952ef3a48d130ae0b8dfb06
io.kalix	kalix-maven-plugin	1.3.7		7e772d9b79262c979a9d1bcc93cb994f19adb6e4
io.kalix	kalix-maven-plugin	1.3.8		9d8d5ecc4e7894a2300c8048d231e7887b92ab66
io.kalix	kalix-maven-plugin	1.4.0		5e5905e4f9fec9d65ee2f33e28c985e0c0d83c25
io.kalix	kalix-maven-plugin	1.4.1		1a2a4063773fe04513d65cc2fe9613e0ae9d0ca4
io.kalix	kalix-maven-plugin	1.4.1-11-7c7ffa39		29c38e7e41aa9672fa45868979ffcbb4fc16e165
io.kalix	kalix-maven-plugin	1.4.1-12-8f28cb89		6f550405f02839c35825c6a26ddb2e7c365b77a5
io.kalix	kalix-maven-plugin	1.4.1-13-093a7f55		863d4fa9dbdbee22fe423d9457e45c356e9b548a
io.kalix	kalix-maven-plugin	1.4.1-14-ef71f8ec		098d1b899c83b54a9f87d80727de00c5323d5575
io.kalix	kalix-maven-plugin	1.4.1-15-dd7e5bb6		62c4df299373d5c1bda2dd66d3131365d46b730f
io.kalix	kalix-maven-plugin	1.4.1-16-6b8f699e		e57d441fc1b22850ce6dd3997d2cba41ef6be24e
io.kalix	kalix-maven-plugin	1.4.1-17-0b70cbfb		7602e6c979acef494c7c71b16a083e01bee22e7d
io.kalix	kalix-maven-plugin	1.4.1-18-f171fe9e		f95bddf9b94e1c8dc3e55d18878fff7052a5e6d3
io.kalix	kalix-maven-plugin	1.4.1-19-5a69b80b		3887f58dd1d33fe1fae7cb839e1f3f4d93043a18
io.kalix	kalix-maven-plugin	1.4.1-20-06619f8e		2b361acac0cb63b98b290c24bda40adcdd14196b
io.kalix	kalix-maven-plugin	1.4.1-21-266fa291		03c4dacdb90b30d76642b06602aba03b351a4bd6
io.kalix	kalix-maven-plugin	1.4.1-22-308eea57		8f57f91bf021e17b6d5d7caa3e519b35606068db
io.kalix	kalix-maven-plugin	1.4.1-23-d3428cf1		57d3bdaafc2db7d283949c3edf5b7d201b8e3a2c
io.kalix	kalix-maven-plugin	1.4.1-24-31f48468		d372657e57bebe553e5fb28f896b7d088b21204d
io.kalix	kalix-maven-plugin	1.4.1-28-a03b355f		3e39b500c14ef610455cd43c70e7159e1d3421ca
io.kalix	kalix-maven-plugin	1.4.1-29-a896fac4		c638cb1df647236ff3c6385a8ba5a238f01cb7d5
io.kalix	kalix-maven-plugin	1.4.1-30-11fc145b		4051a4194baad5c9750d309afa1afd1a0d8e38f5
io.kalix	kalix-maven-plugin	1.4.1-30-20149ade		396f56ac9fcce7676267f06159205e0995d79c8e
io.kalix	kalix-maven-plugin	1.4.1-31-cddddd4c		a85dcf934e7a4645f9fe3f9e46c397b3d333dcb7
io.kalix	kalix-maven-plugin	1.4.1-39-4c8885a3		151ca01fefb45eb1da18ac5be487c365bef7bfb6
io.kalix	kalix-maven-plugin	1.4.1-40-f8dffcd2		947678630c20ae8d28f612fc8a5e63a8067393fe
io.kalix	kalix-maven-plugin	1.4.1-44-a24137c0		b922312585949f2d6ebd99d7105e948b9bc32b81
io.kalix	kalix-maven-plugin	1.4.1-45-07a3a55d		83b87f6e118aa04aea092ecc553df1f2f00eb5e3
io.kalix	kalix-maven-plugin	1.4.1-46-e3769860		1b4ca8c3bf1241e312b5442024d80b95ada70ce1
io.kalix	kalix-maven-plugin	1.4.1-47-1e187863		39601c297ebe5c48d26421e0dc090a099bcd7991
io.kalix	kalix-maven-plugin	1.4.1-48-60951eae		7def2ff4d87b67029df2c42ef730b831b507e1f0
io.kalix	kalix-maven-plugin	1.4.1-49-a7639680		36621f30613f4f22db5bacf2cf6731c79949e838
io.kalix	kalix-maven-plugin	1.4.1-51-eb63f0a0		0581e0409d00ac1c361a2008827db8d2ad3dc6a0
io.kalix	kalix-maven-plugin	1.4.1-52-99b785d4		83b8bd532ddb06ea5305c5d9ccc0399fc0151b97
io.kalix	kalix-maven-plugin	1.4.1-53-88cb4d73		454bf9f18d7d5490f2229aa4c24915e63ea9a802
io.kalix	kalix-maven-plugin	1.4.1-54-53a89b6c		e871155c84ba1abfb742f140cbc8a1cd285b11d5
io.kalix	kalix-maven-plugin	1.4.1-55-a1654d1a		83269e9b77dec8bbb1175c9f624512886459af8c
io.kalix	kalix-maven-plugin	1.4.1-56-25dfa9e1		d37780a05ddf097c1c2df34fd2f15f82a684b680
io.kalix	kalix-maven-plugin	1.4.1-57-b96cfa32		737e5aa61ef72804ea6f74c78995f515657fa5dd
io.kalix	kalix-maven-plugin	1.4.1-58-67457de6		f20173035989ed98f3719f9858d1d0e5204a08f0
io.kalix	kalix-maven-plugin	1.5.0		0343543b770ee22b77cbc95278af94d0d8a3e532
io.kalix	kalix-maven-plugin	1.5.0-1-a0aa7f79		e2bf5d8e4ae214b4bc25424537c219b7d1dd3db1
io.kalix	kalix-maven-plugin	1.5.0-1-a5094919		d87a08751a3545f79feeca25eacf44154b323c80
io.kalix	kalix-maven-plugin	1.5.0-11-3769379c		22bf36a0d4fb4356a6cfefbb886d14be3f5cbc4b
io.kalix	kalix-maven-plugin	1.5.0-12-8da32e20		9a9cec29a3d70d977e13bab68493b66129a3068f
io.kalix	kalix-maven-plugin	1.5.0-2-8eb42dcb		9315747bdb91fd54b62abfef39e7d9f77ee1f6cc
io.kalix	kalix-maven-plugin	1.5.0-2-fc458024		46934468692ef993910b59d667aab7e77df81693
io.kalix	kalix-maven-plugin	1.5.0-3-ebfd651b		3af7a04677b06c325ee7ea9dcd60d3359594f5a4
io.kalix	kalix-maven-plugin	1.5.0-4-d957ceb3		b177acc5c0a5f98c39136378c0e90b0129c8fe98
io.kalix	kalix-maven-plugin	1.5.0-5-4c095e27		c7f37fb288660193de0dd709810613aa3269a739
io.kalix	kalix-maven-plugin	1.5.0-6-40060e06		53c4a383674afa1a9df15cf245e4e4643dbdbe94
io.kalix	kalix-maven-plugin	1.5.0-7-a76b6a00		e8ed5a76ba524aed0be75f6a6d504632601df340
io.kalix	kalix-maven-plugin	1.5.0-M1		c1af94e043817f294a81197c60f6d5a413a1e021
io.kalix	kalix-maven-plugin	1.5.1		54a3d0ff9f10087beda2ebbbadfad72e6a420cb5
io.kalix	kalix-maven-plugin	1.5.1-1-56aed6a7		850e89f89458ece3f23683d407c89179af28feab
io.kalix	kalix-maven-plugin	1.5.1-10-fb99adda		78ba3a609161a35a01f017d41c768588d6dacae8
io.kalix	kalix-maven-plugin	1.5.1-2-d3b00bcb		e5e3cbc724348333994e8fe68277974b85d22d58
io.kalix	kalix-maven-plugin	1.5.1-4-1b782ed8		f056ed29f5a5e359f7b0833dcab25c7c17570a4b
io.kalix	kalix-maven-plugin	1.5.1-5-df4074eb		a3b309092d000a3e8d52ad89a62e3c0c2c120866
io.kalix	kalix-maven-plugin	1.5.1-6-1a08578f		d23776afe318f03690dfb7f55ea3335034524e5c
io.kalix	kalix-maven-plugin	1.5.1-7-cd3e4331		95030d84e56f479b6951cb8357ebf825bb0478bb
io.kalix	kalix-maven-plugin	1.5.1-8-8f9a86fa		6164abf9d1297f6450b72f95453d44d0709e3a5e
io.kalix	kalix-maven-plugin	1.5.1-9-66e2f213		609a4cbdec8b49e39fd08a35cdb443bb36ebeebd
io.kalix	kalix-maven-plugin	1.5.2		cfb4be8ed33e6298bba7262c5993a84717002be5
io.kalix	kalix-maven-plugin	1.5.2-1-b83658f5		6b5064c1bc373530ffd9a64a5acac006cad2ab3b
io.kalix	kalix-maven-plugin	1.5.2-10-75559b2b		256921c61c3bb4a80e49af513d24b894a4e376a3
io.kalix	kalix-maven-plugin	1.5.2-11-cf676c99		da801aa13fbb2613a28f75fd0036ab376c7c5911
io.kalix	kalix-maven-plugin	1.5.2-12-90ff3edf		2ed9216f02908fe9283be4511affa644c9e6b0e1
io.kalix	kalix-maven-plugin	1.5.2-13-21d0e55c		1cc857ea23c0d054db242c3d9d940a9e0452e5d1
io.kalix	kalix-maven-plugin	1.5.2-14-bb5d377f		f113823fcb6b2976a7957d79ace6a7c97711e527
io.kalix	kalix-maven-plugin	1.5.2-15-492e71b7		e7d6542083686b75f9a1f8bf0a259e502ed81485
io.kalix	kalix-maven-plugin	1.5.2-16-24f97a13		31dfce5e256ce1fc26480e0793701e48922a9815
io.kalix	kalix-maven-plugin	1.5.2-17-c560b35e		0fd3837dbfe08301346f762ab5834e9ea3b0077d
io.kalix	kalix-maven-plugin	1.5.2-18-07414de2		f2350dd43fa7f1fb29f30267dd8f2a4545f1d1a7
io.kalix	kalix-maven-plugin	1.5.2-19-52f4aab0		9e220d0c41e7318c76268ce1568d8d88b3551172
io.kalix	kalix-maven-plugin	1.5.2-2-ab259f77		21f8e85ef90a310ffd5a433eabefc8e56cc535b2
io.kalix	kalix-maven-plugin	1.5.2-20-119e4855		d5b94d8e429c41f246b7840cb29e06c4d62689c2
io.kalix	kalix-maven-plugin	1.5.2-21-1237ac54		3700c460a51b684cf742da3ed9b86d04318a38a1
io.kalix	kalix-maven-plugin	1.5.2-22-8514e27b		fd7d8cd97f1ed287303411f53d039787dee0afc9
io.kalix	kalix-maven-plugin	1.5.2-23-f47aa783		0ababe73e5c29e0d87f9c70d9271e5d11fb144eb
io.kalix	kalix-maven-plugin	1.5.2-24-5f9523b4		79d645398c600b5a53fd5fdf9c75b48e5c9f6526
io.kalix	kalix-maven-plugin	1.5.2-25-97abcdbf		65b1a30601d443ac70682632ba5dc23f349cd762
io.kalix	kalix-maven-plugin	1.5.2-26-3b644efe		2bd397f3b5bb55b62b97cfa4e0a301d9be9e3df5
io.kalix	kalix-maven-plugin	1.5.2-27-7ea2a8c0		499f40cd170b0898a8faa7e254124f11a25f8a0a
io.kalix	kalix-maven-plugin	1.5.2-3-d19058d7		1802389c7e2cf9dbda2bbb0bdcd65d2427637c9c
io.kalix	kalix-maven-plugin	1.5.2-4-e50b08f9		9ca3c06baf9182fa161b8a1dfea33551c2c67934
io.kalix	kalix-maven-plugin	1.5.2-5-246d6f43		55f403528d2fc67f8caee9859ad6f41276a28c8b
io.kalix	kalix-maven-plugin	1.5.2-6-de475d09		3f46134325298d2c9a108453c88a41d1b539d148
io.kalix	kalix-maven-plugin	1.5.2-7-ab92b74c		55ad3ed698bbf9640d89ab6ed404aed15df78d9c
io.kalix	kalix-maven-plugin	1.5.2-8-934ad33f		5affb48fe42a90e47d9f6b0431496afcba9394cc
io.kalix	kalix-maven-plugin	1.5.2-9-c1cc2b3a		0c818104b9ca10ca0dd53a27bd72f4856ff0175b
io.kalix	kalix-maven-plugin	1.5.3		c3ec233552f58f9c11c3c9127d77bcf375b8f5a2
io.kalix	kalix-maven-plugin	1.5.3-1-f46439ce		1c6c7f57ceb22158619174b975d600c8ad518a9b
io.kalix	kalix-maven-plugin	1.5.3-4-4275b479		67844475da53fef6e28b308ef4884455068d7a8d
io.kalix	kalix-maven-plugin	1.5.3-5-866561a0		163ffc870818c0997f9f16dfe277830ebb70dfb2
io.kalix	kalix-maven-plugin	1.5.4		1c3cb55e7fd7b63143a86c8b443c1e4828022e1e
io.kalix	kalix-maven-plugin	1.5.4-1-ccbb581a		dc52d0fc0b410757332d14f68187db601b1fad84
io.kalix	kalix-maven-plugin	1.5.4-2-90c610dc		f92304b5672f9373c42df89b155aeef72760db47
io.kalix	kalix-maven-plugin	1.5.4-3-2accb2f5		bb1fc11446ad4a6e80e1e320104f9fe572f1c7d6
io.kalix	kalix-maven-plugin	1.5.4-4-b18b2937		79fe090a5fe64fe5fb924ca432d2cf578e9980f4
io.kalix	kalix-maven-plugin	1.5.5		3967a5a99c933b16ea44083236a0525892996041
io.kalix	kalix-maven-plugin	1.5.5-1-6b9104bc		aff0bc07e3d7de1f0e95fc9b3092ebbf6151d9c7
io.kalix	kalix-maven-plugin	1.5.5-2-b30f522d		001d803800ed1bd7af254eff762d3d68fa690862
io.kalix	kalix-maven-plugin	1.5.5-3-b9af3f42		552ab79afff9d9adcb1ed47a2baff0274955558f
io.kalix	kalix-maven-plugin	1.5.5-4-ddcce095		d903a99ba607022715d0ff86c64079e48c9cb715
io.kalix	kalix-maven-plugin	1.5.5-5-d87996c4		3eed917a286adc9b4efeb7597fd83d4fad1e5caf
io.kalix	kalix-maven-plugin	1.5.6		de6710c6d186ac1439c829cc40e88af092421b4d
io.kalix	kalix-maven-plugin	1.5.6-1-1f968d60		6bda29e9c4003d69e536acad3e56b59f6f493419
io.kalix	kalix-maven-plugin	1.5.6-10-67b3cffc		7bc2592d4d9324caf972f9a4ade4d4e00cf7350b
io.kalix	kalix-maven-plugin	1.5.6-2-239ccc70		160bc2ac5dbb45116748810a890879aec810db40
io.kalix	kalix-maven-plugin	1.5.6-3-65ccdd03		1486b67fdf2cd9cf463ecce3d7cba25aa34038a4
io.kalix	kalix-maven-plugin	1.5.6-4-a38f5f46		9842aa0d17da0afc595de9de02e4320f39c7c8f1
io.kalix	kalix-maven-plugin	1.5.6-5-26db4b77		d17e6598f0611a321cae01b44e9476b8f46563a0
io.kalix	kalix-maven-plugin	1.5.6-6-7a5f58a0		1f04da488827e89dc91d1e5913eaf61c6ad723a1
