ai.whylabs	whylogs-spark-bundle_3.4.2_2.12	0.7.0-a6		608e9a434f1787f776b8c5dca6fba90ede85b3b3
io.quarkiverse.jsch	quarkus-jsch-integration-tests	3.0.6		63374f2e67c50cf5a8f417297cf6f893d657fde5
io.quarkiverse.jsch	quarkus-jsch-integration-tests	3.0.7		4f407af38d8574bb94ef2852d5a413c4d9b9a77a
io.quarkiverse.jsch	quarkus-jsch-integration-tests	3.0.8		3f8660e2b470f93a50ea1c9d7410000d26ad6d57
io.quarkiverse.jsch	quarkus-jsch-integration-tests	3.0.9		c0079db4faa3b47d8f6c1706b21f7d7aa341be84
io.s-healthstack	healthconnect	0.9		N/A
io.s-healthstack	healthconnect	0.9b		N/A
io.s-healthstack	healthconnect	0.9c		N/A
io.s-healthstack	healthconnect	1.0		N/A
io.s-healthstack	healthconnect	1.1		N/A
io.s-healthstack	healthconnect	1.1-snapshot		N/A
io.tryp	splain_2.12	0.1.25		f233a14bc70061d6b8b129a253f070e410097353
io.tryp	splain_2.12	0.2.0		4af98c262abafa543b24517b5ad9134b6afc22d4
io.tryp	splain_2.12	0.2.1		a616f453a39a15494b535c8de0bbc0025fccd20d
io.tryp	splain_2.12	0.2.2		3145b5032d8d877ced649524d59c8757e13428ab
io.tryp	splain_2.12	0.2.3		eaca0d47caccb1b275a83f3bcd03981be0491acd
io.tryp	splain_2.12	0.2.4		99d95f697cb2f6f629deec509e55be23b41b187d
io.tryp	splain_2.12	0.2.5		c02a4e6d1214d7c01d73344f9d7bcbf5ded5ab2f
io.tryp	splain_2.12	0.2.6		cb4a761a53c90ba8c39bf24398dfac7e5280fd16
it.tidalwave.bluemarine2	it-tidalwave-bluemarine2-mediaserver	1.0-ALPHA-10		c735b8ff4a727b83a1c0a112d1bcc79181577215
it.tidalwave.bluemarine2	it-tidalwave-bluemarine2-mediaserver	1.0-ALPHA-11		b813008c90da7ec031f8611328881a22928c5a49
it.tidalwave.bluemarine2	it-tidalwave-bluemarine2-mediaserver	1.0-ALPHA-12		6407964e4a5dcd9f72f81b9bb954c68fbf6cd3b2
it.tidalwave.bluemarine2	it-tidalwave-bluemarine2-mediaserver	1.0-ALPHA-13		169c560e5075c127cd1249a6031517ee67a2425a
it.tidalwave.bluemarine2	it-tidalwave-bluemarine2-mediaserver	1.0-ALPHA-14		2291839bfbacc12174c9c7a7cdf10788f0e12832
it.tidalwave.bluemarine2	it-tidalwave-bluemarine2-mediaserver	1.0-ALPHA-15		bec07831d2dd5fb1fb507a9a983829156f756e67
it.tidalwave.bluemarine2	it-tidalwave-bluemarine2-mediaserver	1.0-ALPHA-16		61f04a55de4c1d74039053a07741d70016fa5296
it.tidalwave.bluemarine2	it-tidalwave-bluemarine2-mediaserver	1.0-ALPHA-17		46dd9dc79753c4747506be9d4f36a37a8acdc11d
it.tidalwave.bluemarine2	it-tidalwave-bluemarine2-mediaserver	1.0-ALPHA-18		1f241e12d271e1d42d4437e68ee47f955ecd7274
it.tidalwave.bluemarine2	it-tidalwave-bluemarine2-mediaserver	1.0-ALPHA-19		064ac4d18ecf575762158e435a92ba1c2f5eea19
it.tidalwave.bluemarine2	it-tidalwave-bluemarine2-mediaserver	1.0-ALPHA-20		84e2ff9775428b543a39e4677c80d0ffe8256e88
it.tidalwave.bluemarine2	it-tidalwave-bluemarine2-mediaserver	1.0-ALPHA-8		63795ba9e505c2f556b81dd6f422cdcf0195f593
it.tidalwave.bluemarine2	it-tidalwave-bluemarine2-mediaserver	1.0-ALPHA-9		ceb535b3287fbd1eadbdd953e243abbf0d285fc3
it.tidalwave.bluemarine2	it-tidalwave-bluemarine2-mediaserver	1.1-ALPHA-1		4bf2345d4860cbf549af507dea35febcb38d47a6
li.rudin.core	core-security	1.6		a75c175a845fc5ef676b5b2d7b6bab31ae796dd8
li.rudin.core	core-security	1.7		6dd112bec00ece2f71e67cf08f8037b6922c4605
li.strolch	plc-gw-server	2.0.5		fdc2b27fee7e6b47d6f2bc71995af5e2d5fc2158
me.darefox	cobaltik-iosx64	1.0.0		N/A
me.darefox	cobaltik-iosx64	1.0.0	metadata	10e40f3a1c3181c4bc50f46eb273261aaf494811
me.darefox	cobaltik-iosx64	2.0.0		N/A
me.darefox	cobaltik-iosx64	2.0.0	metadata	a4ef308b9989b36f13b804888ce4ee06cefdf661
net.maritimecloud.examples	developer-guide	0.2		d453a9295008bf5799a318079d598e9c23960507
net.maritimecloud.examples	developer-guide	0.3		d9b0c055ca99de1613f0c2827ef46160cd297a19
net.sf.aguacate.filter.security.oauth2.user.db	oauth2-user-database	0.0.3		a0968759c40fcea57c9a63ea1d6401c0da5e068d
net.sf.aguacate.filter.security.oauth2.user.db	oauth2-user-database	0.1.2		ef77eeed6d15d7feade834b347a6560d575302ce
net.sf.aguacate.filter.security.oauth2.user.db	oauth2-user-database	0.1.4		0f5d1bd6d569331f365f6405582a04b8e761abaf
net.sf.aguacate.filter.security.oauth2.user.db	oauth2-user-database	0.1.5		b3b5c77b54eaecdebed1584025c3fa2f5436326e
org.apache.james	apache-james-mailbox-tools-quota-recompute	3.6.0		7ba268837c899fa23d5f0da96529983fe7904243
org.apache.james	apache-james-mailbox-tools-quota-recompute	3.6.2		9e84fac3577986597d23cbf687c10f40b6b80900
org.apache.james	apache-james-mailbox-tools-quota-recompute	3.7.0		be197a004730c697e20ee411601adc6e369f2071
org.apache.james	apache-james-mailbox-tools-quota-recompute	3.7.1		3f1aaed8aeadee5634a31357030b1a3b73c20513
org.apache.james	apache-james-mailbox-tools-quota-recompute	3.7.2		9779c925e7aa70e158908bd3e33a2dfbc241fe5c
org.apache.james	apache-james-mailbox-tools-quota-recompute	3.7.3		dfdacfe11fb03b8f9c19985cd4d1f30ec9541003
org.apache.james	apache-james-mailbox-tools-quota-recompute	3.7.4		04d46ce740b0e663e5dc6b68d0a9142fdb2b13b9
org.apache.james	apache-james-mailbox-tools-quota-recompute	3.7.5		414702aa2ce39da8cd8147361fe2b003b1024aa4
org.apache.james	apache-james-mailbox-tools-quota-recompute	3.7.6		a28c3cd314a5d7b8f3b0073768786b25797bf3cd
org.apache.james	apache-james-mailbox-tools-quota-recompute	3.8.0		557d4b949df05be858e25393ebb1ad1d318c70de
org.apache.james	apache-james-mailbox-tools-quota-recompute	3.8.1		bd50e556538398d1604ec4b60b034421aab110c1
org.apache.james	apache-james-mailbox-tools-quota-recompute	3.8.2		304fea742e6955003fe53ef9704bbc6b21de8bde
org.apache.openwebbeans.samples	ejb-telephone	1.0.0		N/A
org.apache.openwebbeans.samples	ejb-telephone	1.0.0-M4		N/A
org.apache.openwebbeans.samples	ejb-telephone	1.0.0-alpha-1		N/A
org.apache.openwebbeans.samples	ejb-telephone	1.0.0-alpha-2		N/A
org.apache.openwebbeans.samples	ejb-telephone	1.1.0		N/A
org.apache.rya	rya.indexing.example	3.2.10-incubating		6207db76111e932b45091db7a6197795143aa4e0
org.apache.rya	rya.indexing.example	3.2.11-incubating		ea13322dafbf1afcadd5cd8d50f15700eafe1c2b
org.apache.rya	rya.indexing.example	3.2.12-incubating		0e1520a5d69ecf8a36546e44c7ae45241d126da9
org.apache.rya	rya.indexing.example	4.0.0-incubating		7ebf4cb47db6ac27ac16752a081f1eea0ac0845c
org.apache.rya	rya.indexing.example	4.0.1		32c37aeac4b4fbcf2ea4d2ccd5d02359583d3398
org.apache.shenyu	shenyu-spring-boot-starter-plugin-key-auth	2.5.1		223871e9d6f469d338f787dcefdda759eac97cfb
org.apache.shenyu	shenyu-spring-boot-starter-plugin-key-auth	2.6.0		978dd7051a7ebe4d2c3cd2c1dd93f2e5458e349b
org.apache.shenyu	shenyu-spring-boot-starter-plugin-key-auth	2.6.1		8d3acf8df6621c7364a944099689aaae1b77533c
org.apache.shenyu	shenyu-spring-boot-starter-plugin-key-auth	2.7.0		fa5a02e3f71e70fa9d8bd2825a722bdce481eccd
org.apache.shenyu	shenyu-spring-boot-starter-plugin-key-auth	2.7.0.1		dbce6c831b971ec3cdc900b26793c8fa85271073
org.apache.tajo	tajo-storage-jdbc	0.11.0		9983dab4d708ed14b6d01ddeb9f923623e92ea4c
org.apache.tajo	tajo-storage-jdbc	0.11.1		1cd38cfd7fac9c7a2ee13b29fe7b5e92a4b18155
org.apache.tajo	tajo-storage-jdbc	0.11.2		649eb7bf3d77b664b75d3d86700470c9c350d6db
org.apache.tajo	tajo-storage-jdbc	0.11.3		a4bc8333f2274cd65298f24775f4b9190a71c53d
org.connectorio.cloud	org.connectorio.cloud.device.auth.ui	0.2.0		76773939e93422ef1eefefb137b32e29c84ea9f5
org.digidoc4j.dss	dss-timestamp-remote-rest-client	5.11.1.d4j.1		c8d2afdaeb089534e7eacff4a75f5c844b15f4b7
org.digidoc4j.dss	dss-timestamp-remote-rest-client	5.7.d4j.1		54066b77bae07404f2e51d6ed400be61e60a90ac
org.digidoc4j.dss	dss-timestamp-remote-rest-client	5.7.d4j.2		dc5a54509f582c8b83ae1481181e968e1191f631
org.digidoc4j.dss	dss-timestamp-remote-rest-client	5.8.d4j.1		30e811dcfdf3efc2c520529b0e3cb5d6a9f3738f
org.digidoc4j.dss	dss-timestamp-remote-rest-client	5.9.d4j.1		07d9c1de0ac660f3c99fea7a9f7d6bf3790d7e24
org.digidoc4j.dss	dss-timestamp-remote-rest-client	6.0.1.d4j.1		01c79f793ba51176a4698ac6b68c22e13e17b382
org.digidoc4j.dss	dss-timestamp-remote-rest-client	6.0.d4j.1		02d805df2f64e68085ebd30533e24bd8ee438725
org.digidoc4j.dss	dss-timestamp-remote-rest-client	6.0.d4j.2		4e287ad951f1640129fbe85b759ac3d6a8f51d6f
org.duracloud	account-management-common	2.1.0		2a70280ef361f952caef6e3821f0e65e5833c2cc
org.duracloud	account-management-common	2.1.1		ee756dda33c7dd4a8f1e559dc12ca88749b94953
org.duracloud	account-management-common	2.2.0		272505d976a902c550b4d4759b716949ad98dd60
org.duracloud	account-management-common	2.2.1		69f14f1cfca3ce4fc36cb49a9ff03fc4dd043346
org.duracloud	account-management-common	2.2.2		2d13fee92bbc6bdc2bb1b5f9b6df11bdeabecf10
org.duracloud	account-management-common	2.2.3		27cf2bc0827cb97c4ecfb5749d5caefb2e15e700
org.duracloud	account-management-common	3.0.0		574a68cab20e099b9af81a43f3b6b9f24b2fd844
org.duracloud	account-management-common	3.0.2		517fd3d22a361d9162aa681205c5d07c02ed8557
org.duracloud	account-management-common	3.1.0		ca99da611dff93ae4f3bb2493db1aa1f1b0a46f6
org.duracloud	account-management-common	3.1.1		1e8d036ebfbe61a1ec39e67218eb5dce880c4739
org.duracloud	account-management-common	3.1.2		f215d8c435c2fd0d45150e88386e4bc282081d26
org.duracloud	account-management-common	3.1.3		7809f297d60a94fa3967980254e0e2aee6ba8deb
org.duracloud	account-management-common	3.1.5		9107e7d3df49398ce3f875ba2b2f38bb4174c476
org.duracloud	account-management-common	3.1.6		30eb6860aaa129d4766bf5596a1b4685a77e9c4e
org.duracloud	account-management-common	4.1.0		5f1354254a61e157cd1533293d0e4a1317d12285
org.duracloud	account-management-common	5.0.0		bc8f47db35d0a2ab33ec6f60f74eb144afba3a8e
org.duracloud	account-management-common	5.0.1		2f28f5cc0c73a79a43c5f8ea0e036b3a6afc73e1
org.duracloud	account-management-common	5.1.0		075c081e6ed16bd5633135ce0774a9baf9985e43
org.duracloud	account-management-common	6.0.0		c36d8d1e4eb54a98582ac10f9af796164ef5cef0
org.duracloud	account-management-common	7.0.0		d8b86a58cdfc8ed2bd521480acb60f92ded86bae
org.duracloud	account-management-common	7.1.0		71c5021e2d26ba917f353f49b601fcdab88a6fe4
org.duracloud	account-management-common	7.1.1		e88938738b527a32d549a9e12d1385aaed6e23f6
org.duracloud	account-management-common	7.2.0		2547fb86d6327cfa8a93fe1c7a55c821b9a26556
org.duracloud	account-management-common	8.0.0		78fe47761bb18bd74400affb579d7c6de86938bc
org.ehrbase.openehr.sdk	validation	1.17.0		54493f9d819c07ac75e2bb06e06732e83373b846
org.ehrbase.openehr.sdk	validation	1.18.0		423f0a878b5e334f03075fc5374c17d388fff33c
org.ehrbase.openehr.sdk	validation	1.19.0		284f471d89cd3d4ad20b1599d209885ad0743f67
org.ehrbase.openehr.sdk	validation	1.20.0		c25486d6403184f2ed1dd074ca4e99b9f9051cca
org.ehrbase.openehr.sdk	validation	1.21.0		05dec6d79be5ab10050215a65ec0f53fa91fb333
org.ehrbase.openehr.sdk	validation	1.22.0		9c3c0f670581194e36e5646db58a63c9a7786e36
org.ehrbase.openehr.sdk	validation	1.23.0		30cd7b6091772e307e952827fc324bb642d3d3ae
org.ehrbase.openehr.sdk	validation	1.24.0		e52b3f8bb7f16ed16a8d720bdc2566715302b2a4
org.ehrbase.openehr.sdk	validation	1.25.0		3dcc3b8f7901a0d3411926ee65450f21ba8c4005
org.ehrbase.openehr.sdk	validation	1.26.0		ed578764503ad9e5db70bd312a3a5f5b76c4b33e
org.ehrbase.openehr.sdk	validation	1.27.0		baa6a5b40fef4d2fd9bdb84e878f20beef0078fd
org.ehrbase.openehr.sdk	validation	1.28.0		5ebaccc3a0638554103d1aed0dc3e773073e2e83
org.ehrbase.openehr.sdk	validation	1.29.0		01361506a2dc8a0ca1f1ccd76a0d429bcb91ebe3
org.ehrbase.openehr.sdk	validation	1.6.0		b9e388d334004a3b428e55784b93f6e45425cc81
org.ehrbase.openehr.sdk	validation	2.0.0		f4fa8a660736cfec0956ccb359c917a3e2fb1ed7
org.ehrbase.openehr.sdk	validation	2.1.0		f79ac3a3f8ae4a27b450082422eba2fb3eea123b
org.ehrbase.openehr.sdk	validation	2.10.0		8076c8317b36451ecea49c4481e82830b24cf1fe
org.ehrbase.openehr.sdk	validation	2.11.0		4022133289c491fcf13284955fa4c3b4fb7a986a
org.ehrbase.openehr.sdk	validation	2.12.0		4ddbc3823ee222389ca225dc412dd550e58ee196
org.ehrbase.openehr.sdk	validation	2.13.0		813ac6b38a94bb923dbbff5714a4aae110af9f4c
org.ehrbase.openehr.sdk	validation	2.14.0		22ef7aeb86138548bd8c4f60afb83852d2c3dc77
org.ehrbase.openehr.sdk	validation	2.15.0		66b9c3e404f5805302212a4bcff4a25de49c0fc8
org.ehrbase.openehr.sdk	validation	2.16.0		4357521a5a78f310ae89fa1ac0c23c115f97a822
org.ehrbase.openehr.sdk	validation	2.17.0		a1cb395fce1deb8f159e04c6d560493636df28c3
org.ehrbase.openehr.sdk	validation	2.18.0		fbb4d7994f5ed7c0aacc199523724f3e8f73bfc3
org.ehrbase.openehr.sdk	validation	2.19.0		21f9e10928fd12bbc45ae34ee9e724b7c351e237
org.ehrbase.openehr.sdk	validation	2.2.0		adba8e1b8f953fb959173e344e3342284aabb30f
org.ehrbase.openehr.sdk	validation	2.20.0		70846a274dcb46d8de233d8ae904d26be9b71ec9
org.ehrbase.openehr.sdk	validation	2.21.0		89cf78595c4422e63dddf10bed91ce97cb8152d7
org.ehrbase.openehr.sdk	validation	2.22.0		a83fc2ded948ed099cc181eac62e5f818c08713b
org.ehrbase.openehr.sdk	validation	2.3.0		d9d029878a81fd5d09c7026381bfd0493729e636
org.ehrbase.openehr.sdk	validation	2.4.0		f2b410d5cdf6ecc532a751a79b76cbbb74655606
org.ehrbase.openehr.sdk	validation	2.5.0		6d12240798b9317bbf5672ba374c18427cf7ac11
org.ehrbase.openehr.sdk	validation	2.6.0		de09c0b8e283b5db3da4641e6c63001fcc8cb125
org.ehrbase.openehr.sdk	validation	2.7.0		e98ca195962bc268c5d4fbe41c657875484ef92e
org.ehrbase.openehr.sdk	validation	2.8.0		eff973caadf0181a80a38c801bd9920f8bd601ad
org.ehrbase.openehr.sdk	validation	2.9.0		562b3a37c7627208a7fb72e239e802a1f7095176
org.ehrbase.openehr.sdk	validation	2.9.1		1bd7715426f3c782f748f6f3b9ed7d16cbfa7c46
org.glavo.kala	kala-compress-archivers-sevenz	1.21.0.1-beta1		8e3935a552fc92e0f0ce3c6e6d49125a28cd43dc
org.glavo.kala	kala-compress-archivers-sevenz	1.21.0.1-beta2		ea56fe20eb33cb1d75751d4ab23de2754cc593f2
org.glavo.kala	kala-compress-archivers-sevenz	1.21.0.1-beta3		a5080d4fbbe2b342484af3766f365c11a0baa6f6
org.glavo.kala	kala-compress-archivers-sevenz	1.27.1-0		4e7da6c89d630f9df8d7fa546481531dbced2035
org.glavo.kala	kala-compress-archivers-sevenz	1.27.1-1		2f8df157fa55bbf71d9bc3dc33ce903fd9673de4
org.keycloak	keycloak-util-embedded-ldap	1.4.0.Final		fa26bfe5a83e086b25e95c3f9ba5e8ce189f5504
org.keycloak	keycloak-util-embedded-ldap	1.5.0-Final		f3a67317e67309d11702269736012d5272139552
org.keycloak	keycloak-util-embedded-ldap	1.5.0.Final		4fb11b529358a2090e643cef3ef71d8a680e1cc0
org.keycloak	keycloak-util-embedded-ldap	1.5.1.Final		0dbda04602611e3b60c6a1dcc0490e9698cd67b0
org.keycloak	keycloak-util-embedded-ldap	1.6.0.Final		48e8ab0315e19585014d8446e997baa50fdcbd85
org.keycloak	keycloak-util-embedded-ldap	1.6.1.Final		396ad23ff9deeb703ea530b7d064ee073dbb102a
org.keycloak	keycloak-util-embedded-ldap	1.7.0.CR1		d0a0afae844bcfca3111e249b8a7bf4073219d37
org.keycloak	keycloak-util-embedded-ldap	1.7.0.Final		b8544cb7660dfef29d8fbacf79a7e724da3a5603
org.keycloak	keycloak-util-embedded-ldap	1.8.0.Alpha1		27d0915ace3cf499398bc95eda65b184b6ed9fbc
org.keycloak	keycloak-util-embedded-ldap	1.8.0.CR1		db63f7b2e910d61463fb6544452bac5edce2e4ef
org.keycloak	keycloak-util-embedded-ldap	1.8.0.CR2		630fb8836bb3b5bf1d872329dd46bb22dea58b89
org.keycloak	keycloak-util-embedded-ldap	1.8.0.CR3		ff7b27fdc51213402f91509bb4cb093c08fa8c4d
org.keycloak	keycloak-util-embedded-ldap	1.8.0.Final		785b3f9105c9299267f80bdc56112e9382aa7558
org.keycloak	keycloak-util-embedded-ldap	1.8.1.Final		21dc959f2da4bbc9dc6ca2cb0c17434f0a19375b
org.keycloak	keycloak-util-embedded-ldap	1.9.0.CR1		cb32468dfdec737594d082226cedd92c1b904168
org.keycloak	keycloak-util-embedded-ldap	1.9.0.Final		e2dbdbdc5a4a6a02c7bbc861f16a8e4472ea28f2
org.keycloak	keycloak-util-embedded-ldap	1.9.1.Final		9bfae86720e363ef7f5cc1f8b82829534a51f8b2
org.keycloak	keycloak-util-embedded-ldap	1.9.2.Final		b589d806b0f40b32d874511a358c1ac278456b1a
org.keycloak	keycloak-util-embedded-ldap	1.9.3.Final		1b2dcbdc6e5acf7286ccb72327ef6a5b710c82d5
org.keycloak	keycloak-util-embedded-ldap	1.9.4.Final		ac355465aa613a1a51b06b723c7938cf1e5d60c1
org.keycloak	keycloak-util-embedded-ldap	1.9.5.Final		4267238e2bfea5b53637af0341987297d4a2b967
org.keycloak	keycloak-util-embedded-ldap	1.9.7.Final		b07fd9892737766f01c57c14d9a545bac568482e
org.keycloak	keycloak-util-embedded-ldap	1.9.8.Final		db4110ec8e906d1ba993bebe609c1b9d1b9281ed
org.keycloak	keycloak-util-embedded-ldap	10.0.0		b9777558224a3a95caccbef32ee57ce0f58bcc54
org.keycloak	keycloak-util-embedded-ldap	10.0.1		98fcd2e4e71d5bb9e1938d46e042326339a3fc29
org.keycloak	keycloak-util-embedded-ldap	10.0.2		9b34bd84c89238ec094910cd92f4fc6e32335263
org.keycloak	keycloak-util-embedded-ldap	11.0.0		d55d3158b305df9ebcd2e9def091c17d09de68e6
org.keycloak	keycloak-util-embedded-ldap	11.0.1		945ade28a78ea2d7159688da7cf171d53067dcdd
org.keycloak	keycloak-util-embedded-ldap	11.0.2		dfccf1ee4a47b0b12e5dfe59262119ddc2732e70
org.keycloak	keycloak-util-embedded-ldap	11.0.3		432511f2d5eb5c982b4fae6dc61ed6793b0ca07b
org.keycloak	keycloak-util-embedded-ldap	12.0.0		5e45958d8b9b3c9ebb1d1bdef6387c5536ca7a37
org.keycloak	keycloak-util-embedded-ldap	12.0.1		59a764f685e0f75d7424144b4e122b35c5b3fa10
org.keycloak	keycloak-util-embedded-ldap	12.0.2		bc41e77dfa6d041c5f7040b535797286366ecef1
org.keycloak	keycloak-util-embedded-ldap	12.0.3		5ba44353904e04ca2c6f1d8d085a659fe747f22f
org.keycloak	keycloak-util-embedded-ldap	12.0.4		e79166945b2134041b83e8554f43bd114f9fbcfd
org.keycloak	keycloak-util-embedded-ldap	13.0.0		40819a80f48e016f966fffec3fc9c69e0cbe274f
org.keycloak	keycloak-util-embedded-ldap	13.0.1		c3f974e1b10cc6360281c1de74a59d92556b1550
org.keycloak	keycloak-util-embedded-ldap	14.0.0		460567ed147067da3dbc9fa84d55bfff695ed2cd
org.keycloak	keycloak-util-embedded-ldap	15.0.0		7a048e26a3ae0f49af2363c76c8b80d74b7aade0
org.keycloak	keycloak-util-embedded-ldap	15.0.1		95b695904102adec9a15b9e82abb214d82914711
org.keycloak	keycloak-util-embedded-ldap	15.0.2		45b50dd83ade8daf701a67020c8d5dc8f6dc0a38
org.keycloak	keycloak-util-embedded-ldap	15.1.0		96fefe826bdd23e2c5b2350368f799a80e006114
org.keycloak	keycloak-util-embedded-ldap	15.1.1		ebd290ef40ee39b9bae1493d3ea890c1b9fac9c5
org.keycloak	keycloak-util-embedded-ldap	16.0.0		395a7cf9cb3d9b8423e592eb674581ea423c0b21
org.keycloak	keycloak-util-embedded-ldap	16.1.0		2565b2b8727032de84a23ba46b50628e0479c8ec
org.keycloak	keycloak-util-embedded-ldap	16.1.1		2c51db788a54645d1a5f3f54a9803b35a6d413b3
org.keycloak	keycloak-util-embedded-ldap	17.0.0		a1b7e3f5e6a21e350529f28a9be63f6ca812a675
org.keycloak	keycloak-util-embedded-ldap	17.0.1		5defbf9d0802decb22740cd22dd651adaa08990e
org.keycloak	keycloak-util-embedded-ldap	18.0.0		6da42fc9a2267b1be2df4be3cd6d302a88161950
org.keycloak	keycloak-util-embedded-ldap	18.0.1		76b6957f52406b30863a798274cfb6ece8495b3a
org.keycloak	keycloak-util-embedded-ldap	18.0.2		785ba9eed0ebd2c7d99c565e80934cfa23d25ea1
org.keycloak	keycloak-util-embedded-ldap	19.0.0		77dcb1e6e47cceb90952ff1e62fbd5b8aaf50e59
org.keycloak	keycloak-util-embedded-ldap	19.0.1		cd06ab12a917f90aac2e823f6c6a871aaf88eb9f
org.keycloak	keycloak-util-embedded-ldap	19.0.2		ac1e6b66e8960c59f15cfccf29c6972309f68ad6
org.keycloak	keycloak-util-embedded-ldap	19.0.3		5d35093d45862af0e811eb50c23c60574890072d
org.keycloak	keycloak-util-embedded-ldap	2.0.0.CR1		14311fe5647541046f72328a7eb62cccbc3c8b52
org.keycloak	keycloak-util-embedded-ldap	2.0.0.Final		f3ac323ff0523833fb6179d072c299d1b98e948f
org.keycloak	keycloak-util-embedded-ldap	2.1.0.CR1		120f20b740f37adcb5dacf5e23a433928e33ed62
org.keycloak	keycloak-util-embedded-ldap	2.1.0.Final		4896ba4ec8140fae46b9c78fd4db534e712d672b
org.keycloak	keycloak-util-embedded-ldap	2.2.0.CR1		081410c3832592ae6d8d3afa6ef6bb387f200abd
org.keycloak	keycloak-util-embedded-ldap	2.2.0.Final		f844b3b5622eb3cdb002430ceb3e58e7c4205004
org.keycloak	keycloak-util-embedded-ldap	2.2.1.Final		2decdce750d6cb75a86198fa2b795a1491405fbf
org.keycloak	keycloak-util-embedded-ldap	2.3.0.CR1		56108b4cf6e092fcc7d458d92d30ab269460c0a0
org.keycloak	keycloak-util-embedded-ldap	2.3.0.Final		cdbc22e34bbdbc0089651011514c8da5a9f0f6e3
org.keycloak	keycloak-util-embedded-ldap	2.4.0.CR1		33b343102a5eb9f2278f835e80506ca5b71e9313
org.keycloak	keycloak-util-embedded-ldap	2.4.0.Final		7a03f11274b7bb02c97844ded5825a3918775c1e
org.keycloak	keycloak-util-embedded-ldap	2.5.0.CR1		a402c16a7c1c0f1f5c05114002d0b613dfbc8617
org.keycloak	keycloak-util-embedded-ldap	2.5.0.Final		83adaef79b9a8aadbef26996be29996bbfd3036e
org.keycloak	keycloak-util-embedded-ldap	2.5.1.Final		3adc5897b24b07414bca4a317d8b21ee2ba1d306
org.keycloak	keycloak-util-embedded-ldap	2.5.4.Final		1915602c72a6e924f6ddf8722a0749d56f64481a
org.keycloak	keycloak-util-embedded-ldap	2.5.5.Final		2200d0f123a2c8f3b693c9662abe456875953734
org.keycloak	keycloak-util-embedded-ldap	20.0.0		485ccc0593520f8abecffdb70eec961dff5346a0
org.keycloak	keycloak-util-embedded-ldap	20.0.1		ac18e9148c0041c388fb209c0ca10380ad6c8589
org.keycloak	keycloak-util-embedded-ldap	20.0.2		66fb1d00333f5c4f8d1a55f08c4deaa42fbe460b
org.keycloak	keycloak-util-embedded-ldap	20.0.3		b72c7c865cf6860d18c2e7fc493547a789857454
org.keycloak	keycloak-util-embedded-ldap	20.0.4		83dd3aab5fe087399d5bbe9ac19883b415cf8af9
org.keycloak	keycloak-util-embedded-ldap	20.0.5		a5bdc1cf1028f390a05b79b6fabacca18fbff83a
org.keycloak	keycloak-util-embedded-ldap	21.0.0		d14508712bdb6add40d38739d8363d4e22b88d5d
org.keycloak	keycloak-util-embedded-ldap	21.0.1		32c5b961783a74692f0420ec114fff8ed65386af
org.keycloak	keycloak-util-embedded-ldap	21.0.2		72b59d58f9dc9ab192bb2684ddb6ccf1b67f6ad2
org.keycloak	keycloak-util-embedded-ldap	21.1.0		76fa4a1382a0082a49cab0669668e061294e14c4
org.keycloak	keycloak-util-embedded-ldap	21.1.1		1c48dfc016cae51405d25fcbaacb5671eb391c71
org.keycloak	keycloak-util-embedded-ldap	21.1.2		04e87a4562c42ef45c2213900f0c457f30f93a0e
org.keycloak	keycloak-util-embedded-ldap	22.0.0		c10aab0ad521fbd6b00d3bebeeb8ff136e547378
org.keycloak	keycloak-util-embedded-ldap	22.0.1		871b7da1ee6f22cc8ce413fd3b6b37345556c989
org.keycloak	keycloak-util-embedded-ldap	22.0.2		fecfd5ae0d96a70ba15278fc6e07beb01e627e5f
org.keycloak	keycloak-util-embedded-ldap	22.0.3		08396a2a53fb02c76a816a26d170658ccc001504
org.keycloak	keycloak-util-embedded-ldap	22.0.4		bbc56dae7871085f31dd211a2b8c237f844a90c3
org.keycloak	keycloak-util-embedded-ldap	22.0.5		a2f852b643d601b5996e386b353c64ca63a4ba5b
org.keycloak	keycloak-util-embedded-ldap	23.0.0		ff1e2cfca790054c2905d02abc974c901210511f
org.keycloak	keycloak-util-embedded-ldap	23.0.1		c4d37b896d5264dac2d4f87ff035b8213a6f42e0
org.keycloak	keycloak-util-embedded-ldap	23.0.2		6c74d7c0dbf398b704a4be164c199729c681a5f7
org.keycloak	keycloak-util-embedded-ldap	23.0.3		542a5a02a2549cb726367f70509e6abad87d2210
org.keycloak	keycloak-util-embedded-ldap	23.0.4		430760c616d82fdf3f2f12931d5542f91d527a40
org.keycloak	keycloak-util-embedded-ldap	23.0.5		376b1eb9a74d08fad5d95ce37d51ec13eb829000
org.keycloak	keycloak-util-embedded-ldap	23.0.6		6b60b0ffaf05e76ef1790bd53bcfdf39fa278eb3
org.keycloak	keycloak-util-embedded-ldap	23.0.7		7f8f2a45a51380ffe7aee2096b0c3a243c4adf09
org.keycloak	keycloak-util-embedded-ldap	24.0.0		34118e4e7273a08ad54d12072e674e9f2cffdf7b
org.keycloak	keycloak-util-embedded-ldap	24.0.1		c0f37ee3da0a823e48a843bc626c07f1677c8bcc
org.keycloak	keycloak-util-embedded-ldap	24.0.2		9e0f48b3369506bcd30b7708a45e11f05256d2b1
