biz.cgta	otest-sjs_sjs0.6.0-M3_2.10	0.2.0		47a25de0a20efa1eb4f53a8e95334717da24e8d2
io.quarkus	quarkus-smallrye-reactive-type-converters-parent	1.9.1.Final		N/A
io.quarkus	quarkus-smallrye-reactive-type-converters-parent	1.9.2.Final		N/A
io.quarkus	quarkus-smallrye-reactive-type-converters-parent	2.0.0.Alpha1		N/A
io.quarkus	quarkus-smallrye-reactive-type-converters-parent	2.0.0.Alpha2		N/A
io.quarkus	quarkus-smallrye-reactive-type-converters-parent	2.0.0.Alpha3		N/A
io.quarkus	quarkus-smallrye-reactive-type-converters-parent	2.0.0.CR1		N/A
io.quarkus	quarkus-smallrye-reactive-type-converters-parent	2.0.0.CR2		N/A
io.quarkus	quarkus-smallrye-reactive-type-converters-parent	2.0.0.CR3		N/A
io.quarkus	quarkus-smallrye-reactive-type-converters-parent	2.0.0.Final		N/A
io.quarkus	quarkus-smallrye-reactive-type-converters-parent	2.0.1.Final		N/A
io.quarkus	quarkus-smallrye-reactive-type-converters-parent	2.0.2.Final		N/A
io.quarkus	quarkus-smallrye-reactive-type-converters-parent	2.0.3.Final		N/A
io.quarkus	quarkus-smallrye-reactive-type-converters-parent	2.1.0.CR1		N/A
io.quarkus	quarkus-smallrye-reactive-type-converters-parent	2.1.0.Final		N/A
io.quarkus	quarkus-smallrye-reactive-type-converters-parent	2.1.1.Final		N/A
io.quarkus	quarkus-smallrye-reactive-type-converters-parent	2.1.2.Final		N/A
io.quarkus	quarkus-smallrye-reactive-type-converters-parent	2.1.3.Final		N/A
io.quarkus	quarkus-smallrye-reactive-type-converters-parent	2.1.4.Final		N/A
io.quarkus	quarkus-smallrye-reactive-type-converters-parent	2.10.0.CR1		N/A
io.quarkus	quarkus-smallrye-reactive-type-converters-parent	2.10.0.Final		N/A
io.quarkus	quarkus-smallrye-reactive-type-converters-parent	2.10.1.Final		N/A
io.quarkus	quarkus-smallrye-reactive-type-converters-parent	2.10.2.Final		N/A
io.quarkus	quarkus-smallrye-reactive-type-converters-parent	2.10.3.Final		N/A
io.quarkus	quarkus-smallrye-reactive-type-converters-parent	2.10.4.Final		N/A
io.quarkus	quarkus-smallrye-reactive-type-converters-parent	2.11.0.CR1		N/A
io.quarkus	quarkus-smallrye-reactive-type-converters-parent	2.11.0.Final		N/A
io.quarkus	quarkus-smallrye-reactive-type-converters-parent	2.11.1.Final		N/A
io.quarkus	quarkus-smallrye-reactive-type-converters-parent	2.11.2.Final		N/A
io.quarkus	quarkus-smallrye-reactive-type-converters-parent	2.11.3.Final		N/A
io.quarkus	quarkus-smallrye-reactive-type-converters-parent	2.12.0.CR1		N/A
io.quarkus	quarkus-smallrye-reactive-type-converters-parent	2.12.0.Final		N/A
io.quarkus	quarkus-smallrye-reactive-type-converters-parent	2.12.1.Final		N/A
io.quarkus	quarkus-smallrye-reactive-type-converters-parent	2.12.2.Final		N/A
io.quarkus	quarkus-smallrye-reactive-type-converters-parent	2.12.3.Final		N/A
io.quarkus	quarkus-smallrye-reactive-type-converters-parent	2.13.0.CR1		N/A
io.quarkus	quarkus-smallrye-reactive-type-converters-parent	2.13.0.Final		N/A
io.quarkus	quarkus-smallrye-reactive-type-converters-parent	2.13.1.Final		N/A
io.quarkus	quarkus-smallrye-reactive-type-converters-parent	2.13.2.Final		N/A
io.quarkus	quarkus-smallrye-reactive-type-converters-parent	2.13.3.Final		N/A
io.quarkus	quarkus-smallrye-reactive-type-converters-parent	2.13.4.Final		N/A
io.quarkus	quarkus-smallrye-reactive-type-converters-parent	2.13.5.Final		N/A
io.quarkus	quarkus-smallrye-reactive-type-converters-parent	2.13.6.Final		N/A
io.quarkus	quarkus-smallrye-reactive-type-converters-parent	2.13.7.Final		N/A
io.quarkus	quarkus-smallrye-reactive-type-converters-parent	2.13.8.Final		N/A
io.quarkus	quarkus-smallrye-reactive-type-converters-parent	2.13.9.Final		N/A
io.quarkus	quarkus-smallrye-reactive-type-converters-parent	2.14.0.CR1		N/A
io.quarkus	quarkus-smallrye-reactive-type-converters-parent	2.14.0.Final		N/A
io.quarkus	quarkus-smallrye-reactive-type-converters-parent	2.14.1.Final		N/A
io.quarkus	quarkus-smallrye-reactive-type-converters-parent	2.14.2.Final		N/A
io.quarkus	quarkus-smallrye-reactive-type-converters-parent	2.14.3.Final		N/A
io.quarkus	quarkus-smallrye-reactive-type-converters-parent	2.15.0.CR1		N/A
io.quarkus	quarkus-smallrye-reactive-type-converters-parent	2.15.0.Final		N/A
io.quarkus	quarkus-smallrye-reactive-type-converters-parent	2.15.1.Final		N/A
io.quarkus	quarkus-smallrye-reactive-type-converters-parent	2.15.2.Final		N/A
io.quarkus	quarkus-smallrye-reactive-type-converters-parent	2.15.3.Final		N/A
io.quarkus	quarkus-smallrye-reactive-type-converters-parent	2.16.0.CR1		N/A
io.quarkus	quarkus-smallrye-reactive-type-converters-parent	2.16.0.Final		N/A
io.quarkus	quarkus-smallrye-reactive-type-converters-parent	2.16.1.Final		N/A
io.quarkus	quarkus-smallrye-reactive-type-converters-parent	2.16.10.Final		N/A
io.quarkus	quarkus-smallrye-reactive-type-converters-parent	2.16.11.Final		N/A
io.quarkus	quarkus-smallrye-reactive-type-converters-parent	2.16.12.Final		N/A
io.quarkus	quarkus-smallrye-reactive-type-converters-parent	2.16.2.Final		N/A
io.quarkus	quarkus-smallrye-reactive-type-converters-parent	2.16.3.Final		N/A
io.quarkus	quarkus-smallrye-reactive-type-converters-parent	2.16.4.Final		N/A
io.quarkus	quarkus-smallrye-reactive-type-converters-parent	2.16.5.Final		N/A
io.quarkus	quarkus-smallrye-reactive-type-converters-parent	2.16.6.Final		N/A
io.quarkus	quarkus-smallrye-reactive-type-converters-parent	2.16.7.Final		N/A
io.quarkus	quarkus-smallrye-reactive-type-converters-parent	2.16.8.Final		N/A
io.quarkus	quarkus-smallrye-reactive-type-converters-parent	2.16.9.Final		N/A
io.quarkus	quarkus-smallrye-reactive-type-converters-parent	2.2.0.CR1		N/A
io.quarkus	quarkus-smallrye-reactive-type-converters-parent	2.2.0.Final		N/A
io.quarkus	quarkus-smallrye-reactive-type-converters-parent	2.2.1.Final		N/A
io.quarkus	quarkus-smallrye-reactive-type-converters-parent	2.2.2.Final		N/A
io.quarkus	quarkus-smallrye-reactive-type-converters-parent	2.2.3.Final		N/A
io.quarkus	quarkus-smallrye-reactive-type-converters-parent	2.2.4.Final		N/A
io.quarkus	quarkus-smallrye-reactive-type-converters-parent	2.2.5.Final		N/A
io.quarkus	quarkus-smallrye-reactive-type-converters-parent	2.3.0.CR1		N/A
io.quarkus	quarkus-smallrye-reactive-type-converters-parent	2.3.0.Final		N/A
io.quarkus	quarkus-smallrye-reactive-type-converters-parent	2.3.1.Final		N/A
io.quarkus	quarkus-smallrye-reactive-type-converters-parent	2.4.0.CR1		N/A
io.quarkus	quarkus-smallrye-reactive-type-converters-parent	2.4.0.Final		N/A
io.quarkus	quarkus-smallrye-reactive-type-converters-parent	2.4.1.Final		N/A
io.quarkus	quarkus-smallrye-reactive-type-converters-parent	2.4.2.Final		N/A
io.quarkus	quarkus-smallrye-reactive-type-converters-parent	2.5.0.CR1		N/A
io.quarkus	quarkus-smallrye-reactive-type-converters-parent	2.5.0.Final		N/A
io.quarkus	quarkus-smallrye-reactive-type-converters-parent	2.5.1.Final		N/A
io.quarkus	quarkus-smallrye-reactive-type-converters-parent	2.5.2.Final		N/A
io.quarkus	quarkus-smallrye-reactive-type-converters-parent	2.5.3.Final		N/A
io.quarkus	quarkus-smallrye-reactive-type-converters-parent	2.5.4.Final		N/A
io.quarkus	quarkus-smallrye-reactive-type-converters-parent	2.6.0.CR1		N/A
io.quarkus	quarkus-smallrye-reactive-type-converters-parent	2.6.0.Final		N/A
io.quarkus	quarkus-smallrye-reactive-type-converters-parent	2.6.1.Final		N/A
io.quarkus	quarkus-smallrye-reactive-type-converters-parent	2.6.2.Final		N/A
io.quarkus	quarkus-smallrye-reactive-type-converters-parent	2.6.3.Final		N/A
io.quarkus	quarkus-smallrye-reactive-type-converters-parent	2.7.0.CR1		N/A
io.quarkus	quarkus-smallrye-reactive-type-converters-parent	2.7.0.Final		N/A
io.quarkus	quarkus-smallrye-reactive-type-converters-parent	2.7.1.Final		N/A
io.quarkus	quarkus-smallrye-reactive-type-converters-parent	2.7.2.Final		N/A
io.quarkus	quarkus-smallrye-reactive-type-converters-parent	2.7.3.Final		N/A
io.quarkus	quarkus-smallrye-reactive-type-converters-parent	2.7.4.Final		N/A
io.quarkus	quarkus-smallrye-reactive-type-converters-parent	2.7.5.Final		N/A
io.quarkus	quarkus-smallrye-reactive-type-converters-parent	2.7.6.Final		N/A
io.quarkus	quarkus-smallrye-reactive-type-converters-parent	2.7.7.Final		N/A
io.quarkus	quarkus-smallrye-reactive-type-converters-parent	2.8.0.CR1		N/A
io.quarkus	quarkus-smallrye-reactive-type-converters-parent	2.8.0.Final		N/A
io.quarkus	quarkus-smallrye-reactive-type-converters-parent	2.8.1.Final		N/A
io.quarkus	quarkus-smallrye-reactive-type-converters-parent	2.8.2.Final		N/A
io.quarkus	quarkus-smallrye-reactive-type-converters-parent	2.8.3.Final		N/A
io.quarkus	quarkus-smallrye-reactive-type-converters-parent	2.9.0.CR1		N/A
io.quarkus	quarkus-smallrye-reactive-type-converters-parent	2.9.0.Final		N/A
io.quarkus	quarkus-smallrye-reactive-type-converters-parent	2.9.1.Final		N/A
io.quarkus	quarkus-smallrye-reactive-type-converters-parent	2.9.2.Final		N/A
io.quarkus	quarkus-smallrye-reactive-type-converters-parent	3.0.0.Alpha1		N/A
io.quarkus	quarkus-smallrye-reactive-type-converters-parent	3.0.0.Alpha2		N/A
io.quarkus	quarkus-smallrye-reactive-type-converters-parent	3.0.0.Alpha3		N/A
io.quarkus	quarkus-smallrye-reactive-type-converters-parent	3.0.0.Alpha4		N/A
io.quarkus	quarkus-smallrye-reactive-type-converters-parent	3.0.0.Alpha5		N/A
io.quarkus	quarkus-smallrye-reactive-type-converters-parent	3.0.0.Alpha6		N/A
io.quarkus	quarkus-smallrye-reactive-type-converters-parent	3.0.0.Beta1		N/A
io.quarkus	quarkus-smallrye-reactive-type-converters-parent	3.0.0.CR1		N/A
io.quarkus	quarkus-smallrye-reactive-type-converters-parent	3.0.0.CR2		N/A
io.quarkus	quarkus-smallrye-reactive-type-converters-parent	3.0.0.Final		N/A
io.quarkus	quarkus-smallrye-reactive-type-converters-parent	3.0.1.Final		N/A
io.quarkus	quarkus-smallrye-reactive-type-converters-parent	3.0.2.Final		N/A
io.quarkus	quarkus-smallrye-reactive-type-converters-parent	3.0.3.Final		N/A
io.quarkus	quarkus-smallrye-reactive-type-converters-parent	3.0.4.Final		N/A
io.quarkus	quarkus-smallrye-reactive-type-converters-parent	3.1.0.CR1		N/A
io.quarkus	quarkus-smallrye-reactive-type-converters-parent	3.1.0.Final		N/A
io.quarkus	quarkus-smallrye-reactive-type-converters-parent	3.1.1.Final		N/A
io.quarkus	quarkus-smallrye-reactive-type-converters-parent	3.1.2.Final		N/A
io.quarkus	quarkus-smallrye-reactive-type-converters-parent	3.1.3.Final		N/A
io.quarkus	quarkus-smallrye-reactive-type-converters-parent	3.10.0		N/A
io.quarkus	quarkus-smallrye-reactive-type-converters-parent	3.10.0.CR1		N/A
io.quarkus	quarkus-smallrye-reactive-type-converters-parent	3.10.1		N/A
io.quarkus	quarkus-smallrye-reactive-type-converters-parent	3.10.2		N/A
io.quarkus	quarkus-smallrye-reactive-type-converters-parent	3.11.0		N/A
io.quarkus	quarkus-smallrye-reactive-type-converters-parent	3.11.0.CR1		N/A
io.quarkus	quarkus-smallrye-reactive-type-converters-parent	3.11.1		N/A
io.quarkus	quarkus-smallrye-reactive-type-converters-parent	3.11.2		N/A
io.quarkus	quarkus-smallrye-reactive-type-converters-parent	3.11.3		N/A
io.quarkus	quarkus-smallrye-reactive-type-converters-parent	3.12.0		N/A
io.quarkus	quarkus-smallrye-reactive-type-converters-parent	3.12.0.CR1		N/A
io.quarkus	quarkus-smallrye-reactive-type-converters-parent	3.12.1		N/A
io.quarkus	quarkus-smallrye-reactive-type-converters-parent	3.12.2		N/A
io.quarkus	quarkus-smallrye-reactive-type-converters-parent	3.12.3		N/A
io.quarkus	quarkus-smallrye-reactive-type-converters-parent	3.13.0		N/A
io.quarkus	quarkus-smallrye-reactive-type-converters-parent	3.13.0.CR1		N/A
io.quarkus	quarkus-smallrye-reactive-type-converters-parent	3.13.1		N/A
io.quarkus	quarkus-smallrye-reactive-type-converters-parent	3.13.2		N/A
io.quarkus	quarkus-smallrye-reactive-type-converters-parent	3.13.3		N/A
io.quarkus	quarkus-smallrye-reactive-type-converters-parent	3.14.0		N/A
io.quarkus	quarkus-smallrye-reactive-type-converters-parent	3.14.0.CR1		N/A
io.quarkus	quarkus-smallrye-reactive-type-converters-parent	3.14.1		N/A
io.quarkus	quarkus-smallrye-reactive-type-converters-parent	3.14.2		N/A
io.quarkus	quarkus-smallrye-reactive-type-converters-parent	3.14.3		N/A
io.quarkus	quarkus-smallrye-reactive-type-converters-parent	3.14.4		N/A
io.quarkus	quarkus-smallrye-reactive-type-converters-parent	3.15.0		N/A
io.quarkus	quarkus-smallrye-reactive-type-converters-parent	3.15.0.CR1		N/A
io.quarkus	quarkus-smallrye-reactive-type-converters-parent	3.15.1		N/A
io.quarkus	quarkus-smallrye-reactive-type-converters-parent	3.15.2		N/A
io.quarkus	quarkus-smallrye-reactive-type-converters-parent	3.15.3		N/A
io.quarkus	quarkus-smallrye-reactive-type-converters-parent	3.15.3.1		N/A
io.quarkus	quarkus-smallrye-reactive-type-converters-parent	3.15.4		N/A
io.quarkus	quarkus-smallrye-reactive-type-converters-parent	3.16.0		N/A
io.quarkus	quarkus-smallrye-reactive-type-converters-parent	3.16.0.CR1		N/A
io.quarkus	quarkus-smallrye-reactive-type-converters-parent	3.16.1		N/A
io.quarkus	quarkus-smallrye-reactive-type-converters-parent	3.16.2		N/A
io.quarkus	quarkus-smallrye-reactive-type-converters-parent	3.16.3		N/A
io.quarkus	quarkus-smallrye-reactive-type-converters-parent	3.16.4		N/A
io.quarkus	quarkus-smallrye-reactive-type-converters-parent	3.17.0		N/A
io.quarkus	quarkus-smallrye-reactive-type-converters-parent	3.17.0.CR1		N/A
io.quarkus	quarkus-smallrye-reactive-type-converters-parent	3.17.1		N/A
io.quarkus	quarkus-smallrye-reactive-type-converters-parent	3.17.2		N/A
io.quarkus	quarkus-smallrye-reactive-type-converters-parent	3.17.3		N/A
io.quarkus	quarkus-smallrye-reactive-type-converters-parent	3.17.4		N/A
io.quarkus	quarkus-smallrye-reactive-type-converters-parent	3.17.5		N/A
io.quarkus	quarkus-smallrye-reactive-type-converters-parent	3.17.6		N/A
io.quarkus	quarkus-smallrye-reactive-type-converters-parent	3.17.7		N/A
io.quarkus	quarkus-smallrye-reactive-type-converters-parent	3.17.8		N/A
io.quarkus	quarkus-smallrye-reactive-type-converters-parent	3.18.0		N/A
io.quarkus	quarkus-smallrye-reactive-type-converters-parent	3.18.0.CR1		N/A
io.quarkus	quarkus-smallrye-reactive-type-converters-parent	3.18.1		N/A
io.quarkus	quarkus-smallrye-reactive-type-converters-parent	3.18.2		N/A
io.quarkus	quarkus-smallrye-reactive-type-converters-parent	3.18.3		N/A
io.quarkus	quarkus-smallrye-reactive-type-converters-parent	3.18.4		N/A
io.quarkus	quarkus-smallrye-reactive-type-converters-parent	3.19.0		N/A
io.quarkus	quarkus-smallrye-reactive-type-converters-parent	3.19.0.CR1		N/A
io.quarkus	quarkus-smallrye-reactive-type-converters-parent	3.19.1		N/A
io.quarkus	quarkus-smallrye-reactive-type-converters-parent	3.19.2		N/A
io.quarkus	quarkus-smallrye-reactive-type-converters-parent	3.19.3		N/A
io.quarkus	quarkus-smallrye-reactive-type-converters-parent	3.19.4		N/A
io.quarkus	quarkus-smallrye-reactive-type-converters-parent	3.2.0.CR1		N/A
io.quarkus	quarkus-smallrye-reactive-type-converters-parent	3.2.0.Final		N/A
io.quarkus	quarkus-smallrye-reactive-type-converters-parent	3.2.1.Final		N/A
io.quarkus	quarkus-smallrye-reactive-type-converters-parent	3.2.10.Final		N/A
io.quarkus	quarkus-smallrye-reactive-type-converters-parent	3.2.11.Final		N/A
io.quarkus	quarkus-smallrye-reactive-type-converters-parent	3.2.12.Final		N/A
io.quarkus	quarkus-smallrye-reactive-type-converters-parent	3.2.2.Final		N/A
io.quarkus	quarkus-smallrye-reactive-type-converters-parent	3.2.3.Final		N/A
io.quarkus	quarkus-smallrye-reactive-type-converters-parent	3.2.4.Final		N/A
io.quarkus	quarkus-smallrye-reactive-type-converters-parent	3.2.5.Final		N/A
io.quarkus	quarkus-smallrye-reactive-type-converters-parent	3.2.6.Final		N/A
io.quarkus	quarkus-smallrye-reactive-type-converters-parent	3.2.7.Final		N/A
io.quarkus	quarkus-smallrye-reactive-type-converters-parent	3.2.8.Final		N/A
io.quarkus	quarkus-smallrye-reactive-type-converters-parent	3.2.9.Final		N/A
io.quarkus	quarkus-smallrye-reactive-type-converters-parent	3.20.0		N/A
io.quarkus	quarkus-smallrye-reactive-type-converters-parent	3.20.0.CR1		N/A
io.quarkus	quarkus-smallrye-reactive-type-converters-parent	3.21.0		N/A
io.quarkus	quarkus-smallrye-reactive-type-converters-parent	3.21.0.CR1		N/A
io.quarkus	quarkus-smallrye-reactive-type-converters-parent	3.21.1		N/A
io.quarkus	quarkus-smallrye-reactive-type-converters-parent	3.21.2		N/A
io.quarkus	quarkus-smallrye-reactive-type-converters-parent	3.21.3		N/A
io.quarkus	quarkus-smallrye-reactive-type-converters-parent	3.21.4		N/A
io.quarkus	quarkus-smallrye-reactive-type-converters-parent	3.22.0		N/A
io.quarkus	quarkus-smallrye-reactive-type-converters-parent	3.22.0.CR1		N/A
io.quarkus	quarkus-smallrye-reactive-type-converters-parent	3.22.1		N/A
io.quarkus	quarkus-smallrye-reactive-type-converters-parent	3.3.0		N/A
io.quarkus	quarkus-smallrye-reactive-type-converters-parent	3.3.0.CR1		N/A
io.quarkus	quarkus-smallrye-reactive-type-converters-parent	3.3.1		N/A
io.quarkus	quarkus-smallrye-reactive-type-converters-parent	3.3.2		N/A
io.quarkus	quarkus-smallrye-reactive-type-converters-parent	3.3.3		N/A
io.quarkus	quarkus-smallrye-reactive-type-converters-parent	3.4.0		N/A
io.quarkus	quarkus-smallrye-reactive-type-converters-parent	3.4.0.CR1		N/A
io.quarkus	quarkus-smallrye-reactive-type-converters-parent	3.4.1		N/A
io.quarkus	quarkus-smallrye-reactive-type-converters-parent	3.4.2		N/A
io.quarkus	quarkus-smallrye-reactive-type-converters-parent	3.4.3		N/A
io.quarkus	quarkus-smallrye-reactive-type-converters-parent	3.5.0		N/A
io.quarkus	quarkus-smallrye-reactive-type-converters-parent	3.5.0.CR1		N/A
io.quarkus	quarkus-smallrye-reactive-type-converters-parent	3.5.1		N/A
io.quarkus	quarkus-smallrye-reactive-type-converters-parent	3.5.2		N/A
io.quarkus	quarkus-smallrye-reactive-type-converters-parent	3.5.3		N/A
io.quarkus	quarkus-smallrye-reactive-type-converters-parent	3.6.0		N/A
io.quarkus	quarkus-smallrye-reactive-type-converters-parent	3.6.0.CR1		N/A
io.quarkus	quarkus-smallrye-reactive-type-converters-parent	3.6.1		N/A
io.quarkus	quarkus-smallrye-reactive-type-converters-parent	3.6.2		N/A
io.quarkus	quarkus-smallrye-reactive-type-converters-parent	3.6.3		N/A
io.quarkus	quarkus-smallrye-reactive-type-converters-parent	3.6.4		N/A
io.quarkus	quarkus-smallrye-reactive-type-converters-parent	3.6.5		N/A
io.quarkus	quarkus-smallrye-reactive-type-converters-parent	3.6.6		N/A
io.quarkus	quarkus-smallrye-reactive-type-converters-parent	3.6.7		N/A
io.quarkus	quarkus-smallrye-reactive-type-converters-parent	3.6.8		N/A
io.quarkus	quarkus-smallrye-reactive-type-converters-parent	3.6.9		N/A
io.quarkus	quarkus-smallrye-reactive-type-converters-parent	3.7.0		N/A
io.quarkus	quarkus-smallrye-reactive-type-converters-parent	3.7.0.CR1		N/A
io.quarkus	quarkus-smallrye-reactive-type-converters-parent	3.7.1		N/A
io.quarkus	quarkus-smallrye-reactive-type-converters-parent	3.7.2		N/A
io.quarkus	quarkus-smallrye-reactive-type-converters-parent	3.7.3		N/A
io.quarkus	quarkus-smallrye-reactive-type-converters-parent	3.7.4		N/A
io.quarkus	quarkus-smallrye-reactive-type-converters-parent	3.8.0		N/A
io.quarkus	quarkus-smallrye-reactive-type-converters-parent	3.8.0.CR1		N/A
io.quarkus	quarkus-smallrye-reactive-type-converters-parent	3.8.1		N/A
io.quarkus	quarkus-smallrye-reactive-type-converters-parent	3.8.2		N/A
io.quarkus	quarkus-smallrye-reactive-type-converters-parent	3.8.3		N/A
io.quarkus	quarkus-smallrye-reactive-type-converters-parent	3.8.4		N/A
io.quarkus	quarkus-smallrye-reactive-type-converters-parent	3.8.5		N/A
io.quarkus	quarkus-smallrye-reactive-type-converters-parent	3.8.6		N/A
io.quarkus	quarkus-smallrye-reactive-type-converters-parent	3.8.6.1		N/A
io.quarkus	quarkus-smallrye-reactive-type-converters-parent	3.9.0		N/A
io.quarkus	quarkus-smallrye-reactive-type-converters-parent	3.9.0.CR1		N/A
io.quarkus	quarkus-smallrye-reactive-type-converters-parent	3.9.0.CR2		N/A
io.quarkus	quarkus-smallrye-reactive-type-converters-parent	3.9.1		N/A
io.quarkus	quarkus-smallrye-reactive-type-converters-parent	3.9.2		N/A
io.quarkus	quarkus-smallrye-reactive-type-converters-parent	3.9.3		N/A
io.quarkus	quarkus-smallrye-reactive-type-converters-parent	3.9.4		N/A
io.quarkus	quarkus-smallrye-reactive-type-converters-parent	3.9.5		N/A
io.rhiot	rhiot-iot-components	0.1.1		N/A
io.rhiot	rhiot-iot-components	0.1.2		N/A
io.rhiot	rhiot-iot-components	0.1.3		N/A
io.stryker-mutator	mutation-testing-metrics_sjs0.6_2.12	1.2.0		5eaec4cc1ec40fc879033ed585857b30aaa20822
io.stryker-mutator	mutation-testing-metrics_sjs0.6_2.12	1.2.3		2ee9668cd2f6a09d91c3213d8432475cc7bcf349
io.test-gear	testgear-adapter-cucumber4	1.1.5		1399e7850b7ca1e30dfb808f18d7607d2180d07d
io.test-gear	testgear-adapter-cucumber4	1.1.8		ae8f46bc394ad3cfbb287923e70deb7455eac786
io.test-gear	testgear-adapter-cucumber4	1.2.0		4938de7983a71a98bb5e857ccfa67d846c280cff
io.test-gear	testgear-adapter-cucumber4	1.2.4		f77708b67d04a9852a7de03e2d8c72f94050a0d2
io.test-gear	testgear-adapter-cucumber4	1.2.5		dd21df23a4bcc626b5ad0c6cc9ccfdc94f9c7bdb
io.v47.tmdb-api-client	core	3.0.0		c31dffc7ccff0088dd4b2a6c13859ca8d84c6922
io.v47.tmdb-api-client	core	3.0.1		c75eb50130087227ccf0604e3dc78075e80c5998
io.v47.tmdb-api-client	core	3.0.2		95b7565a573129484fde34aa372cb5b97496a8c0
io.v47.tmdb-api-client	core	3.0.3		f24419223d951cca28d2528131d18d78f2a661ee
io.v47.tmdb-api-client	core	3.0.4		f6181b765962ca8163c520d81cdfc39c09e43eda
io.v47.tmdb-api-client	core	3.1.0		3b54e8230cfa09dfa469cea895aed050b2e86009
io.v47.tmdb-api-client	core	3.2.0		98c64167e4692b04ed19f02ad09f78d4b6834a02
io.v47.tmdb-api-client	core	3.3.0		aa82443ef087911e43161e649f28c15b54965688
io.v47.tmdb-api-client	core	3.4.0		60e9e37815bf9fedf56ed5eb795baf15cdcd41ed
io.v47.tmdb-api-client	core	4.0.0		63357d11c080faec026329cd136b4ec7139e5958
io.v47.tmdb-api-client	core	4.1.0		296ea3617a2073ec31d1c12672dc22f276e173f3
io.v47.tmdb-api-client	core	4.10.0		30391e3ae27bc01cf873798e8c28884f9c4eb7d4
io.v47.tmdb-api-client	core	4.10.1		e82b075abfb9867716bfdd334e769cf0fba908c5
io.v47.tmdb-api-client	core	4.2.0		481ff451ee43a6e0f2fa82fd16c7a0a0ec809caf
io.v47.tmdb-api-client	core	4.2.1		ede25b569d6ff237d328cadacc80327b94f7e026
io.v47.tmdb-api-client	core	4.3.0		0a110471be6cd2208d8f14a6235abcdd19f61ed2
io.v47.tmdb-api-client	core	4.4.0		b9ee91a266651ff1e95d2521dd346096eaa0ba70
io.v47.tmdb-api-client	core	4.5.0		9815a5f15ddeedcb289172623aef43e49729318d
io.v47.tmdb-api-client	core	4.7.0		2f71cbde15630fb73a14bb7839442e4e4933fd5b
io.v47.tmdb-api-client	core	4.7.1		50af0c9e6bf3fe3656352157c2958f9bb83fc456
io.v47.tmdb-api-client	core	4.8.0		00796c26e799161bf64319a276ec4e6a70826105
io.v47.tmdb-api-client	core	4.8.1		fa4f5eb23d71bc19097db8275c216b2bc9bbdfc9
io.v47.tmdb-api-client	core	4.9.0		65f7d047906aa11eae6af27c0dbea4c43c232008
io.v47.tmdb-api-client	core	5.0.0		c92394e582e371b1e5b837b11e325a55ec2e426c
kr.co.t-id	sdk-auth	2.4.5		N/A
kr.co.t-id	sdk-auth	2.4.5-beta		N/A
kr.co.t-id	sdk-auth	2.4.6		N/A
kr.co.t-id	sdk-auth	2.4.6-beta1		N/A
kr.co.t-id	sdk-auth	2.4.6-beta2		N/A
kr.co.t-id	sdk-auth	2.4.6-beta3		N/A
kr.co.t-id	sdk-auth	2.5.0		N/A
kr.co.t-id	sdk-auth	2.5.0-beta1		N/A
kr.co.t-id	sdk-auth	2.5.0-beta2		N/A
kr.co.t-id	sdk-auth	2.5.0-beta3		N/A
kr.co.t-id	sdk-auth	2.5.0-beta4		N/A
kr.co.t-id	sdk-auth	2.5.1		N/A
kr.co.t-id	sdk-auth	2.5.1-beta10		N/A
kr.co.t-id	sdk-auth	2.5.1-beta11		N/A
kr.co.t-id	sdk-auth	2.5.1-beta7		N/A
kr.co.t-id	sdk-auth	2.5.1-beta8		N/A
kr.co.t-id	sdk-auth	2.5.1-beta9		N/A
kr.co.t-id	sdk-auth	2.5.1-ic1		N/A
kr.co.t-id	sdk-auth	2.5.1-rc1		N/A
kr.co.t-id	sdk-auth	2.5.1-rc2		N/A
kr.co.t-id	sdk-auth	2.5.2-alpha1		N/A
kr.co.t-id	sdk-auth	2.5.2-beta3		N/A
kr.co.t-id	sdk-auth	2.5.2-rc1		N/A
kr.co.t-id	sdk-auth	2.5.3		N/A
kr.co.t-id	sdk-auth	2.5.3-rc1		N/A
kr.co.t-id	sdk-auth	2.5.3-rc2		N/A
kr.co.t-id	sdk-auth	2.5.4		N/A
kr.co.t-id	sdk-auth	2.5.4-rc1		N/A
kr.co.t-id	sdk-auth	2.5.4-rc4		N/A
kr.co.t-id	sdk-auth	2.6.1-rc1		N/A
kr.co.t-id	sdk-auth	2.6.2-beta8		N/A
kr.co.t-id	sdk-auth	2.6.2-rc1		N/A
net.exoego	aws-sdk-scalajs-facade-dlm-nodejs-v8_sjs0.6_2.13	0.26.1-v2-524.0		c1e45f73df9151b21f1babb1004c4cc1f277471b
net.exoego	aws-sdk-scalajs-facade-dlm-nodejs-v8_sjs0.6_2.13	0.26.1-v2.524.0		a107c284f52f43a90f3f75f432103dc8fc22a7b4
net.glorat	dlstore_2.13	0.4.0		0d535a1fe6064b2adbccc317d770f9691ef840a4
net.jlxxw	wechat-common	2.0.1.20231216		d08b4b8ea305b7b00e33ca373379f6dbbcfab36e
net.jlxxw	wechat-common	2.0.1.20240302		087513d8aca3597247fdd8497344dcd7eae7b12d
net.objectlab.kit.datecalc	datecalc-joda	1.0.1		5366468bede3305cd82454b2eea89cb710324181
net.objectlab.kit.datecalc	datecalc-joda	1.1.0		ad77e6613392e6ac16b2622627dbb5f8cee6b756
