acegisecurity	acegi-security-resin-lib	0.6.1	-	22dce0c8b8c89169364e78b3ffb74e03e661185c
io.ktor	ktor-server-rate-limit-watchosarm64	3.0.1	3.0.1-kdoc	a63323f637e6da7709790c0089661e66818a3eb1
io.ktor	ktor-server-rate-limit-watchosarm64	3.0.1	3.0.1-metadata	4bef0b4a18592e5ecb0071cd1fe15358e14d53db
io.ktor	ktor-server-rate-limit-watchosarm64	3.0.2	-	f0ab021eaae1f447b663e70b87d20d882b58a548
io.ktor	ktor-server-rate-limit-watchosarm64	3.0.2	3.0.2-kdoc	f0ab021eaae1f447b663e70b87d20d882b58a548
io.ktor	ktor-server-rate-limit-watchosarm64	3.0.2	3.0.2-metadata	b769eca52664aa6da812e5b6d68dc5f7aca37fac
io.ktor	ktor-server-rate-limit-watchosarm64	3.1.0	-	301fdb6d6c6c782a69a540c45153cc1a28e829d2
io.ktor	ktor-server-rate-limit-watchosarm64	3.1.0	3.1.0-kdoc	301fdb6d6c6c782a69a540c45153cc1a28e829d2
io.ktor	ktor-server-rate-limit-watchosarm64	3.1.0	3.1.0-metadata	f4c9a3f5b492cf1f746f623b3b12c578830c1cc3
io.ktor	ktor-server-rate-limit-watchosarm64	3.1.1	-	c2f2939797f99f8b400845d32a4da592243f4bdf
io.ktor	ktor-server-rate-limit-watchosarm64	3.1.1	3.1.1-kdoc	c2f2939797f99f8b400845d32a4da592243f4bdf
io.ktor	ktor-server-rate-limit-watchosarm64	3.1.1	3.1.1-metadata	83f770538eed16bd2a0d09338f73630cb994cf39
io.ktor	ktor-server-rate-limit-watchosarm64	3.1.2	-	99301cb9aac7ecb741e7e1a77e3c9236a62562ab
io.ktor	ktor-server-rate-limit-watchosarm64	3.1.2	3.1.2-kdoc	99301cb9aac7ecb741e7e1a77e3c9236a62562ab
io.ktor	ktor-server-rate-limit-watchosarm64	3.1.2	3.1.2-metadata	647711e9fc8d82f95edd18f2dd3c900bdadca219
io.ktor	ktor-server-sse-watchosarm32	3.0.0	-	8571be81252c4fa59d84c42f9ace10697b68104d
io.ktor	ktor-server-sse-watchosarm32	3.0.0	3.0.0-kdoc	8571be81252c4fa59d84c42f9ace10697b68104d
io.ktor	ktor-server-sse-watchosarm32	3.0.0	3.0.0-metadata	359eab290be8bcfc654e53364159e0f2dc1b67c3
io.ktor	ktor-server-sse-watchosarm32	3.0.0-beta-1	-	88d25ce441ea4dddb800931e2aa6be8a8b0cf6c4
io.ktor	ktor-server-sse-watchosarm32	3.0.0-beta-1	3.0.0-beta-1-kdoc	88d25ce441ea4dddb800931e2aa6be8a8b0cf6c4
io.ktor	ktor-server-sse-watchosarm32	3.0.0-beta-1	3.0.0-beta-1-metadata	b136b7fa0fde14bd2e4ec48ad34e1748b8811377
io.ktor	ktor-server-sse-watchosarm32	3.0.0-beta-2	-	d61ccb27011bf7fc8bc522a2bc503a84225f59d9
io.ktor	ktor-server-sse-watchosarm32	3.0.0-beta-2	3.0.0-beta-2-kdoc	d61ccb27011bf7fc8bc522a2bc503a84225f59d9
io.ktor	ktor-server-sse-watchosarm32	3.0.0-beta-2	3.0.0-beta-2-metadata	d6b68268d50da26000fc62933c7399263500876e
io.ktor	ktor-server-sse-watchosarm32	3.0.0-rc-1	-	2f87ec17eea4980c989b53a27af8bd049f439177
io.ktor	ktor-server-sse-watchosarm32	3.0.0-rc-1	3.0.0-rc-1-kdoc	2f87ec17eea4980c989b53a27af8bd049f439177
io.ktor	ktor-server-sse-watchosarm32	3.0.0-rc-1	3.0.0-rc-1-metadata	403ac0833b3fb6b0c021b1e85ee4c66688eb1c9c
io.ktor	ktor-server-sse-watchosarm32	3.0.0-rc-2	-	15b134431caca6c745c5b69cdd74f7bcfde85cfb
io.ktor	ktor-server-sse-watchosarm32	3.0.0-rc-2	3.0.0-rc-2-kdoc	15b134431caca6c745c5b69cdd74f7bcfde85cfb
io.ktor	ktor-server-sse-watchosarm32	3.0.0-rc-2	3.0.0-rc-2-metadata	32bfe576b11028b2513b6060a6a44281362e7ba0
io.ktor	ktor-server-sse-watchosarm32	3.0.1	-	565cce77b3ccccd69691159d10ce09e0e1a1ff71
io.ktor	ktor-server-sse-watchosarm32	3.0.1	3.0.1-kdoc	565cce77b3ccccd69691159d10ce09e0e1a1ff71
io.ktor	ktor-server-sse-watchosarm32	3.0.1	3.0.1-metadata	72428ad33adf882195ba1d2ab5614c18616b773a
io.ktor	ktor-server-sse-watchosarm32	3.0.2	-	60d5216282f18cfe944101a47effbb6c21737bb4
io.ktor	ktor-server-sse-watchosarm32	3.0.2	3.0.2-kdoc	60d5216282f18cfe944101a47effbb6c21737bb4
io.ktor	ktor-server-sse-watchosarm32	3.0.2	3.0.2-metadata	32c9c312f0920ba589b14a17a31bbe313c102dc3
io.ktor	ktor-server-sse-watchosarm32	3.1.0	-	a82ece961340552ce21a87ac5007cb242ee3c82c
io.ktor	ktor-server-sse-watchosarm32	3.1.0	3.1.0-kdoc	a82ece961340552ce21a87ac5007cb242ee3c82c
io.ktor	ktor-server-sse-watchosarm32	3.1.0	3.1.0-metadata	0021befe4e164ab24eb0e71c49ff831bb366331a
io.ktor	ktor-server-sse-watchosarm32	3.1.1	-	27a933a620d196d67eece895c56e7f85f0f28cb0
io.ktor	ktor-server-sse-watchosarm32	3.1.1	3.1.1-kdoc	27a933a620d196d67eece895c56e7f85f0f28cb0
io.ktor	ktor-server-sse-watchosarm32	3.1.1	3.1.1-metadata	4dc9ea5549874992116422cd214ff815ad0fe0f9
io.ktor	ktor-server-sse-watchosarm32	3.1.2	-	d32188419a485ccec9d2973832cfa78810f2249e
io.ktor	ktor-server-sse-watchosarm32	3.1.2	3.1.2-kdoc	d32188419a485ccec9d2973832cfa78810f2249e
io.ktor	ktor-server-sse-watchosarm32	3.1.2	3.1.2-metadata	3814977e6753dcfd76a1e00644ea235eb548bfbe
io.ktor	ktor-server-webjars	2.0.0	-	198217c0c56b679f93b025cb89a3afa6a95e89cf
io.ktor	ktor-server-webjars	2.0.0	2.0.0-all	6a5dfb472d1c7df72e16711ac9dc4e30cb75fc7d
io.ktor	ktor-server-webjars	2.0.0-beta-1	-	c2205ce62cbccc275771c04773b9c0cf9c1d2413
io.ktor	ktor-server-webjars	2.0.0-beta-1	2.0.0-beta-1-all	9d37f55842052bc1a2a8ade56c38defccf09862d
io.ktor	ktor-server-webjars	2.0.0-rc-1	-	629b724482842b2e477979558e428a873622e58f
io.ktor	ktor-server-webjars	2.0.0-rc-1	2.0.0-rc-1-all	be3f14cabba475580dc5b2d25f6dade09d4f0a94
io.ktor	ktor-server-webjars	2.0.1	-	38d8421b87b5cab76bf7ec444fa0e141eef32e34
io.ktor	ktor-server-webjars	2.0.1	2.0.1-all	2c8d1ea88d8ee15cd3da25e5cdea43f602ca7479
io.ktor	ktor-server-webjars	2.0.2	-	2c3f1412bd97d825464b80da09fd776406e9a035
io.ktor	ktor-server-webjars	2.0.2	2.0.2-all	6ec206b49502154bb48135fee5f0a539bd9ee44e
io.ktor	ktor-server-webjars	2.0.3	-	63d8feef594750633537b67ba62157654b1f08a7
io.ktor	ktor-server-webjars	2.0.3	2.0.3-all	d8d46f0b1c62685c0bdf7f489917a57bc5e7e122
io.ktor	ktor-server-webjars	2.1.0	-	e2f4daeefd0e9d0e8ef75003964faeefa58dfb53
io.ktor	ktor-server-webjars	2.1.0	2.1.0-all	011ca15a47fa00afe3beb7c1cc543319c331f653
io.ktor	ktor-server-webjars	2.1.1	-	f5a41ccc1b828b90aeac796857dd338e65c8d620
io.ktor	ktor-server-webjars	2.1.1	2.1.1-all	ae6cad718dcbdadb74436369296c52c17462f9f8
io.ktor	ktor-server-webjars	2.1.2	-	f3e5515e7d489f8da9d4785d5fd69409d599911a
io.ktor	ktor-server-webjars	2.1.2	2.1.2-all	3ce29d64e8b71d3504d914e7ec6eb076e3ec915e
io.ktor	ktor-server-webjars	2.1.3	-	b01ed2b37a7deb80c0e23541e9f438c54e360db0
io.ktor	ktor-server-webjars	2.1.3	2.1.3-all	8b10b645e033861d17a78361f4d4a2b6a436b6e6
io.ktor	ktor-server-webjars	2.2.0	-	4a824b5cd90f6d1513490082f69fb8bdf6565e2d
io.ktor	ktor-server-webjars	2.2.0	2.2.0-all	9c617431e9b199bde396653aa65fac8d9a2a08e8
io.ktor	ktor-server-webjars	2.2.1	-	64d2c7832c3acd0adf9a2081bb3a57c4777a4ae3
io.ktor	ktor-server-webjars	2.2.1	2.2.1-all	9c617431e9b199bde396653aa65fac8d9a2a08e8
io.ktor	ktor-server-webjars	2.2.2	-	ceaa87d2be86abf034d176ba10e2d52516da9d6c
io.ktor	ktor-server-webjars	2.2.2	2.2.2-all	9c617431e9b199bde396653aa65fac8d9a2a08e8
io.ktor	ktor-server-webjars	2.2.3	-	269881b8d79cffef38427c22c6582c800b3ad7ab
io.ktor	ktor-server-webjars	2.2.3	2.2.3-all	9c617431e9b199bde396653aa65fac8d9a2a08e8
io.ktor	ktor-server-webjars	2.2.4	-	9974fc6c4180829699b89fc39653e730f13e9e93
io.ktor	ktor-server-webjars	2.2.4	2.2.4-all	9c617431e9b199bde396653aa65fac8d9a2a08e8
io.ktor	ktor-server-webjars	2.3.0	-	a138abed29476fbb1bb5fb651c5f57c43d7593ac
io.ktor	ktor-server-webjars	2.3.0	2.3.0-all	89be3610caaee791d4d14db64df4017f43a94a0c
io.ktor	ktor-server-webjars	2.3.1	-	ebb5ef50030bb9539ee3520bcdf86d25987aa6da
io.ktor	ktor-server-webjars	2.3.1	2.3.1-all	89be3610caaee791d4d14db64df4017f43a94a0c
io.ktor	ktor-server-webjars	2.3.10	-	0089098825f7792f63536c84975e1e956edaecb3
io.ktor	ktor-server-webjars	2.3.11	-	0089098825f7792f63536c84975e1e956edaecb3
io.ktor	ktor-server-webjars	2.3.12	-	0089098825f7792f63536c84975e1e956edaecb3
io.ktor	ktor-server-webjars	2.3.13	-	0089098825f7792f63536c84975e1e956edaecb3
io.ktor	ktor-server-webjars	2.3.2	-	c4d4f0dbcc03fc81323c90d25c83f2cb00cde9e4
io.ktor	ktor-server-webjars	2.3.2	2.3.2-all	89be3610caaee791d4d14db64df4017f43a94a0c
io.ktor	ktor-server-webjars	2.3.3	-	cb41e47166075b118c02dedd370814f1554660db
io.ktor	ktor-server-webjars	2.3.3	2.3.3-all	89be3610caaee791d4d14db64df4017f43a94a0c
io.ktor	ktor-server-webjars	2.3.4	-	e3dec8594ae66730cb0e00a0bb519a27bbcd6f2c
io.ktor	ktor-server-webjars	2.3.4	2.3.4-all	89be3610caaee791d4d14db64df4017f43a94a0c
io.ktor	ktor-server-webjars	2.3.5	-	0089098825f7792f63536c84975e1e956edaecb3
io.ktor	ktor-server-webjars	2.3.6	-	0089098825f7792f63536c84975e1e956edaecb3
io.ktor	ktor-server-webjars	2.3.7	-	0089098825f7792f63536c84975e1e956edaecb3
io.ktor	ktor-server-webjars	2.3.8	-	0089098825f7792f63536c84975e1e956edaecb3
io.ktor	ktor-server-webjars	2.3.9	-	0089098825f7792f63536c84975e1e956edaecb3
io.ktor	ktor-server-webjars	3.0.0	-	6cd29072bfc7675416f44644ddd27886b7c8d76c
io.ktor	ktor-server-webjars	3.0.0-beta-1	-	6cd29072bfc7675416f44644ddd27886b7c8d76c
io.ktor	ktor-server-webjars	3.0.0-beta-2	-	6cd29072bfc7675416f44644ddd27886b7c8d76c
io.ktor	ktor-server-webjars	3.0.0-rc-1	-	6cd29072bfc7675416f44644ddd27886b7c8d76c
io.ktor	ktor-server-webjars	3.0.0-rc-2	-	6cd29072bfc7675416f44644ddd27886b7c8d76c
io.ktor	ktor-server-webjars	3.0.1	-	6cd29072bfc7675416f44644ddd27886b7c8d76c
io.ktor	ktor-server-webjars	3.0.2	-	6cd29072bfc7675416f44644ddd27886b7c8d76c
io.ktor	ktor-server-webjars	3.0.3	-	6cd29072bfc7675416f44644ddd27886b7c8d76c
io.ktor	ktor-server-webjars	3.1.0	-	6cd29072bfc7675416f44644ddd27886b7c8d76c
io.ktor	ktor-server-webjars	3.1.1	-	6cd29072bfc7675416f44644ddd27886b7c8d76c
io.ktor	ktor-server-webjars	3.1.2	-	28cbbd267e2cdbea0a637d71db8f57b788a419c0
io.maryk	maryk-rocksdb-jvm	0.2	-	1be452092cde9cc79b7b379f05ebb50b83cdd20d
io.maryk	maryk-rocksdb-jvm	0.3	-	1be452092cde9cc79b7b379f05ebb50b83cdd20d
io.maryk	maryk-rocksdb-jvm	0.4	-	f4865178e25b65a02b99e21b29a4e0dbf6c6113b
io.maryk	maryk-rocksdb-jvm	0.4.1	-	6638abfe622aa88b827f8ef8c26664fa491e64e2
io.maryk	maryk-rocksdb-jvm	0.4.2	-	a4da366b32f6a2829a79166c13c1ffe15c1703d0
io.maryk	maryk-rocksdb-jvm	0.5.0	-	377c8aaec65bc9b92af7ad57504cc30a6a545c89
io.maryk	maryk-rocksdb-jvm	0.6.0	-	c60302df566b630024ac1e20b21aafc72dc5c5f0
io.matthewnelson.kotlin-components	encoding-base16-iosarm64	1.0.1	1.0.1-metadata	83a2724800f69bedcbf506587ad8a266467a5e6f
io.matthewnelson.kotlin-components	encoding-base16-iosarm64	1.0.2	1.0.2-metadata	59efdb51e926c5258f8e5af432cf96995fafc00a
io.matthewnelson.kotlin-components	encoding-base16-iosarm64	1.0.3	1.0.3-metadata	e3ea5f7656507b7a9350346fcd70cf3f03ddcec2
io.matthewnelson.kotlin-components	encoding-base16-iosarm64	1.1.0	1.1.0-metadata	a1b1ca8f49fc745a3e28f7cef2d59367a51e4c65
io.matthewnelson.kotlin-components	encoding-base16-iosarm64	1.1.1	1.1.1-metadata	fab70c954a3315b1f8394bfa4fd4a6fa322f2dbe
io.matthewnelson.kotlin-components	encoding-base16-iosarm64	1.1.2	1.1.2-metadata	e956c3667a23010c73007fed3bbd88316929d1d3
io.matthewnelson.kotlin-components	encoding-base16-iosarm64	1.1.3	1.1.3-metadata	4c10c7c5e263a26711a289a8cdf1d560e8ed8883
io.matthewnelson.kotlin-components	encoding-base16-iosarm64	1.1.4	1.1.4-metadata	4655470090d64a8966bb69b9ee068f5d1910d737
io.matthewnelson.kotlin-components	encoding-base16-iosarm64	1.1.5	1.1.5-metadata	9928d7d4ef37cffc85c39884f2a45b82db5e081d
io.matthewnelson.kotlin-components	encoding-base16-iosarm64	1.2.0	1.2.0-metadata	4e3f221f98450d00d58476f6b5080c1eae0b4dc1
io.matthewnelson.kotlin-components	encoding-base16-iosarm64	1.2.1	1.2.1-metadata	3f8e566ea6db5f059780c270edae8de53927ae0d
io.matthewnelson.kotlin-components	encoding-base16-iosarm64	1.2.2	1.2.2-metadata	5dc3a3530d7e558aa874c1699b71896f90f3ea2c
io.matthewnelson.kotlin-components	encoding-base16-iosarm64	1.2.3	1.2.3-metadata	08a0fe136cfb0324d1cea61800214f732a33e5ec
io.matthewnelson.kotlin-components	request-feature-watchosarm64	1.0.0	1.0.0-metadata	90d4cf107992e15d1801d2f97af3126f75ef9858
io.matthewnelson.kotlin-components	request-feature-watchosarm64	2.0.0	2.0.0-metadata	45f93f9f99c40dbc1f8260e0d6017b6b45aeeb8a
io.matthewnelson.kotlin-components	request-feature-watchosarm64	3.0.0	3.0.0-metadata	51ebe1b64faf5fe9945cf703e0dc5b34cd03ddc2
io.matthewnelson.kotlin-components	request-feature-watchosarm64	3.0.1	3.0.1-metadata	2517844b44c215fef341b4e94c82d6c5ab27cc08
io.matthewnelson.kotlin-components	request-feature-watchosarm64	3.0.2	3.0.2-metadata	cd5c6258dfc6b8a2fabfb27ae804a961da73dde4
io.matthewnelson.kotlin-components	request-feature-watchosarm64	3.0.3	3.0.3-metadata	9fe89b42d3e1b686b80e532360300231440c23b9
io.matthewnelson.kotlin-components	request-feature-watchosarm64	3.0.4	3.0.4-metadata	50a14b22afe2b12d4336525ae5352c6a2f7300c3
io.matthewnelson.kotlin-components	request-feature-watchosarm64	3.0.5	3.0.5-metadata	73e201ff2e5dde7575891dc71fe1bdb7662d681f
io.matthewnelson.kotlin-components	request-feature-watchosarm64	3.0.6	3.0.6-metadata	d859634bea8df6d031ca8bc1e4d27db3552ace78
io.micronaut.email	micronaut-email-postmark	1.0.0	-	7f269316aa7f8674dc4497f714827cf8741e6ff4
io.micronaut.email	micronaut-email-postmark	1.0.1	-	7ee3368479bcc3916504b2948370f263177d8ea3
io.micronaut.email	micronaut-email-postmark	1.1.0	-	9f3f4f813716a60847803d6d53129df48ce73c04
io.micronaut.email	micronaut-email-postmark	1.1.1	-	0a78c5873108ccefef76e8895b94c340b08131d9
io.micronaut.email	micronaut-email-postmark	1.1.2	-	d36b7c159f66f6b3d6f78e734dc638908ce52553
io.micronaut.email	micronaut-email-postmark	1.2.0	-	41405a7d9db9a6b8f7d196690fde8fe7b78d9679
io.micronaut.email	micronaut-email-postmark	1.2.1	-	9d560692430bb1588f261803fd8cb18d0300cf8d
io.micronaut.email	micronaut-email-postmark	1.2.2	-	db7925a29ae5d40df34e313694afb9f7d9974924
io.micronaut.email	micronaut-email-postmark	1.2.3	-	2d660b79cea82629c61d93be5bb6b8e90da5f4f4
io.micronaut.email	micronaut-email-postmark	1.3.0	-	2543ce4d4598f09f673d45667d535f9ba0b8cf43
io.micronaut.email	micronaut-email-postmark	1.3.1	-	2ebb9047b9217c3093696e970d8e3ae4a73c5a3f
io.micronaut.email	micronaut-email-postmark	1.3.2	-	2cb6b12d9f5fa6846d55ffafb3fc543593638fb6
io.micronaut.email	micronaut-email-postmark	1.4.0	-	bd90c14d892a3510a399220c0092b5b9575db16d
io.micronaut.email	micronaut-email-postmark	1.5.0	-	250468336e927fe0387f0fc1d64f466b040073e4
io.micronaut.email	micronaut-email-postmark	2.0.0	-	fb9b1b8c95a2de022df475993d9a104eda5dbc32
io.micronaut.email	micronaut-email-postmark	2.0.0-M1	-	f83fcee1c515ec79d4ce4ac7700718e3f51c51eb
io.micronaut.email	micronaut-email-postmark	2.0.0-M2	-	5410efa16572254abb4a924b2e413e52befe7df5
io.micronaut.email	micronaut-email-postmark	2.0.0-M3	-	a07586a2f51b3b1beadd1a085fd580e2ebb5ab68
io.micronaut.email	micronaut-email-postmark	2.0.0-M4	-	d285aee26089cfcc53e899d2cd14bdc7e4813bd1
io.micronaut.email	micronaut-email-postmark	2.0.0-M5	-	c1ff78e4783099875cc236f4adcf618a7599788b
io.micronaut.email	micronaut-email-postmark	2.0.1	-	cb232a1d3d1bfd384b9c151a67602f50dac38ab5
io.micronaut.email	micronaut-email-postmark	2.0.2	-	729476bedce9ea6a9327fea918943c418ccfaae8
io.micronaut.email	micronaut-email-postmark	2.0.3	-	bca62b7ee5b04dbb3bf3338c596bb6ff6ee287ac
io.micronaut.email	micronaut-email-postmark	2.1.0	-	69f2fc08107ee5834f2a360f86643e8dc8b8eb96
io.micronaut.email	micronaut-email-postmark	2.1.1	-	e30c90bb134aa23b17a470202de85b36dc390ca4
io.micronaut.email	micronaut-email-postmark	2.2.0	-	5963a8d1f119485e5c9b00e7d771656ff5c205cd
io.micronaut.email	micronaut-email-postmark	2.2.1	-	6f7729a7c70f21799ebf912542ee72f68e9791fe
io.micronaut.email	micronaut-email-postmark	2.3.0	-	f0e93f4533113e568c4a748881caa8f90ea976e9
io.micronaut.email	micronaut-email-postmark	2.4.0	-	5f6b8a3c8bad1821b0199f036b417921ae7faa97
io.micronaut.email	micronaut-email-postmark	2.5.0	-	52e1be34875c757d44f23ae24b7fecf9bf00eed1
io.micronaut.email	micronaut-email-postmark	2.6.0	-	b2babab2b7442227eb44b7765b7ed65482834cda
io.micronaut.email	micronaut-email-postmark	2.7.0	-	f7f980562561c3da06311d80497ee612c0a8bfc7
io.micronaut.email	micronaut-email-postmark	2.8.0	-	8093ebba79bb3a0f87280917e7ceeaa952b976b7
io.nacular.measured	measured-tvosarm64	0.4.1	0.4.1-metadata	93cdaf7598d980522c8de83c723294165238f427
io.opentelemetry.javaagent.instrumentation	opentelemetry-javaagent-opentelemetry-api-1.10	1.10.0-alpha	-	930223434ba9a32d6504fc9178846fc8029cb766
io.opentelemetry.javaagent.instrumentation	opentelemetry-javaagent-opentelemetry-api-1.10	1.10.1-alpha	-	f2716d17fb58eb92e973ef818e0fc0810eadf3e9
io.opentelemetry.javaagent.instrumentation	opentelemetry-javaagent-opentelemetry-api-1.10	1.11.0-alpha	-	2d51b75d9dcd6ff1c27ba583b8e9a185fed33644
io.opentelemetry.javaagent.instrumentation	opentelemetry-javaagent-opentelemetry-api-1.10	1.11.1-alpha	-	ad1dd4291f57f5a1c7c037142a3647d78cb0e7f9
io.opentelemetry.javaagent.instrumentation	opentelemetry-javaagent-opentelemetry-api-1.10	1.12.0-alpha	-	9a80711e07f975c0ac4b2810022314fc9dcdd93b
io.opentelemetry.javaagent.instrumentation	opentelemetry-javaagent-opentelemetry-api-1.10	1.12.1-alpha	-	4babe82ca1c2de7af745e33e6357e15cedeff640
io.opentelemetry.javaagent.instrumentation	opentelemetry-javaagent-opentelemetry-api-1.10	1.13.0-alpha	-	2e1e105e49882b8324f74f9228d6f961dcf67f41
io.opentelemetry.javaagent.instrumentation	opentelemetry-javaagent-opentelemetry-api-1.10	1.13.1-alpha	-	d9e347b078eec9b1f8896a4677cf6aaccdce5a1a
io.opentelemetry.javaagent.instrumentation	opentelemetry-javaagent-opentelemetry-api-1.10	1.14.0-alpha	-	a92a2338a17d3266111d149e711abe6ad4042a15
io.opentelemetry.javaagent.instrumentation	opentelemetry-javaagent-opentelemetry-api-1.10	1.15.0-alpha	-	1f9c3396c04ca37ba0e9d3dc6d3ddbef47e4b997
io.opentelemetry.javaagent.instrumentation	opentelemetry-javaagent-opentelemetry-api-1.10	1.16.0-alpha	-	26f75afd8a9312e372ac6430c4493a8af687e734
io.opentelemetry.javaagent.instrumentation	opentelemetry-javaagent-opentelemetry-api-1.10	1.17.0-alpha	-	34c58ad409a1c218c82ad58bbc1140deaf073810
io.opentelemetry.javaagent.instrumentation	opentelemetry-javaagent-opentelemetry-api-1.10	1.18.0-alpha	-	73134026a1239a9061260a8e858c087efad736fa
io.opentelemetry.javaagent.instrumentation	opentelemetry-javaagent-opentelemetry-api-1.10	1.19.0-alpha	-	445eec65df8ea253a02c62fb6d34fd641b2b1312
io.opentelemetry.javaagent.instrumentation	opentelemetry-javaagent-opentelemetry-api-1.10	1.19.1-alpha	-	0ead7334289ac1484d7703e29da437479b805626
io.opentelemetry.javaagent.instrumentation	opentelemetry-javaagent-opentelemetry-api-1.10	1.19.2-alpha	-	ce289a6b7f3e62395f7b9449cb78a1ec5f3bd928
io.opentelemetry.javaagent.instrumentation	opentelemetry-javaagent-opentelemetry-api-1.10	1.20.0-alpha	-	8ef98be5edb9a929fadabcefb6fe445c26ec3a7b
io.opentelemetry.javaagent.instrumentation	opentelemetry-javaagent-opentelemetry-api-1.10	1.20.1-alpha	-	d6825445be7f4f3333343265347c5958e2664b94
io.opentelemetry.javaagent.instrumentation	opentelemetry-javaagent-opentelemetry-api-1.10	1.20.2-alpha	-	a76801259284cfd3f2c5a3ec10528f369f0abd78
io.opentelemetry.javaagent.instrumentation	opentelemetry-javaagent-opentelemetry-api-1.10	1.21.0-alpha	-	25dab03958e8eca6f1fb17ae684825ee5fd23a1f
io.opentelemetry.javaagent.instrumentation	opentelemetry-javaagent-opentelemetry-api-1.10	1.22.0-alpha	-	5113172e63cab355dce44fe66cf6e51c324db48a
io.opentelemetry.javaagent.instrumentation	opentelemetry-javaagent-opentelemetry-api-1.10	1.22.1-alpha	-	abbd6d4cb4eb8a6d0fdfae3609dc470cdb0d7dec
io.opentelemetry.javaagent.instrumentation	opentelemetry-javaagent-opentelemetry-api-1.10	1.23.0-alpha	-	753fc3e91b4de29d18c0cc973b6008cdf37934ef
io.opentelemetry.javaagent.instrumentation	opentelemetry-javaagent-opentelemetry-api-1.10	1.24.0-alpha	-	8d2dea9fc86fca1a5aaf2db5744a64672cff980d
io.opentelemetry.javaagent.instrumentation	opentelemetry-javaagent-opentelemetry-api-1.10	1.25.0-alpha	-	fd672a6ad78de0fa2cdb033e7f63faa58f180f8e
io.opentelemetry.javaagent.instrumentation	opentelemetry-javaagent-opentelemetry-api-1.10	1.25.1-alpha	-	796bfe6f1e07ae5dfd725655e112d55eb4291637
io.opentelemetry.javaagent.instrumentation	opentelemetry-javaagent-opentelemetry-api-1.10	1.26.0-alpha	-	4b5e6075963b930e0fe5316d2d7626a03dbcba5e
io.opentelemetry.javaagent.instrumentation	opentelemetry-javaagent-opentelemetry-api-1.10	1.27.0-alpha	-	0a829057f325cc06a18d81b10dcb266492cff7df
io.opentelemetry.javaagent.instrumentation	opentelemetry-javaagent-opentelemetry-api-1.10	1.28.0-alpha	-	3d6f7470a5cd2ede20d59f602aa380ebfcf87f69
io.opentelemetry.javaagent.instrumentation	opentelemetry-javaagent-opentelemetry-api-1.10	1.29.0-alpha	-	a83a186801eb2854beb682ff7bd8000a456d6312
io.opentelemetry.javaagent.instrumentation	opentelemetry-javaagent-opentelemetry-api-1.10	1.30.0-alpha	-	77595f7a14c725df04ea90260b1b8dab5d7c711c
io.opentelemetry.javaagent.instrumentation	opentelemetry-javaagent-opentelemetry-api-1.10	1.31.0-alpha	-	7fa32560804d8964f2dc635d0e19284ffd88bfc0
io.opentelemetry.javaagent.instrumentation	opentelemetry-javaagent-opentelemetry-api-1.10	1.32.0-alpha	-	27965f96dc68c10a6edbd3e423ca5eb628499607
io.opentelemetry.javaagent.instrumentation	opentelemetry-javaagent-opentelemetry-api-1.10	1.32.1-alpha	-	960eed78673ba2edda4f5bab02456b27525955c8
io.opentelemetry.javaagent.instrumentation	opentelemetry-javaagent-opentelemetry-api-1.10	1.33.0-alpha	-	74631d94a528e14eb07eb3cf818c548e1f4e20cb
io.opentelemetry.javaagent.instrumentation	opentelemetry-javaagent-opentelemetry-api-1.10	1.33.1-alpha	-	1a0dfdfedb47e06d357f2d8ef6ec6b9674c5c569
io.opentelemetry.javaagent.instrumentation	opentelemetry-javaagent-opentelemetry-api-1.10	1.33.2-alpha	-	5fdf7b883ec75ecf4eb0812a9a1a8635cac4f0d9
io.opentelemetry.javaagent.instrumentation	opentelemetry-javaagent-opentelemetry-api-1.10	1.33.3-alpha	-	9c5f15102377b2a288785b492ad2e9c57c41a4ec
io.opentelemetry.javaagent.instrumentation	opentelemetry-javaagent-opentelemetry-api-1.10	1.33.4-alpha	-	74800e8c86b161c79203846ef21a85bea9711a2b
io.opentelemetry.javaagent.instrumentation	opentelemetry-javaagent-opentelemetry-api-1.10	1.33.5-alpha	-	4cef3d5742b5a328476522a6ce4347d38c19cb4a
io.opentelemetry.javaagent.instrumentation	opentelemetry-javaagent-opentelemetry-api-1.10	1.33.6-alpha	-	e3d3db4832f48e40f462a6f482ec5729d7560cfb
io.opentelemetry.javaagent.instrumentation	opentelemetry-javaagent-opentelemetry-api-1.10	2.0.0-alpha	-	f3e5e2c81426b24c6cf2ee7f550c6610ad3d76e6
io.opentelemetry.javaagent.instrumentation	opentelemetry-javaagent-opentelemetry-api-1.10	2.1.0-alpha	-	19a6f20ef938fd122dc367e5ec4474e1ec917f64
io.opentelemetry.javaagent.instrumentation	opentelemetry-javaagent-opentelemetry-api-1.10	2.10.0-alpha	-	45dc96eb40b6983f86be78b4eb40439f41733901
io.opentelemetry.javaagent.instrumentation	opentelemetry-javaagent-opentelemetry-api-1.10	2.11.0-alpha	-	2c84215c79265c4d4efd3b5fcbfa76ea8897a25c
io.opentelemetry.javaagent.instrumentation	opentelemetry-javaagent-opentelemetry-api-1.10	2.12.0-alpha	-	6bf4318b5f30d9d0e8e23a9a2f651abd72f5ec54
