br.com.zup.beagle	beagle-yoga-layout	1.19.0		N/A
io.github.vigoo	zio-aws-ssmcontacts_3	3.17.41.1		8dd90cc268c2c3e66b8544707d17a831e75ca548
io.github.vigoo	zio-aws-ssmcontacts_3	3.17.41.2		9b09baf5ff817503d1d92aee3fa5138550a870f9
io.github.vigoo	zio-aws-ssmcontacts_3	3.17.42.1		d973c4ca70063d0f2dbd46391380c8d92e4d8241
io.github.vigoo	zio-aws-ssmcontacts_3	3.17.42.2		b04e5a935679f691969587327c9fba87e799c786
io.github.vigoo	zio-aws-ssmcontacts_3	3.17.42.3		88b475079378663c67347ab924a9ca78adabff36
io.github.vigoo	zio-aws-ssmcontacts_3	3.17.42.4		9681fb19e8ccc35171858273244730a9490acd6c
io.github.vigoo	zio-aws-ssmcontacts_3	3.17.42.5		5c46ca86b7a204bc06f0dcaadcae5a88618b7727
io.github.vigoo	zio-aws-ssmcontacts_3	3.17.42.6		21da361352f3896c8a6c0f262b297f3f6b7a485e
io.github.vigoo	zio-aws-ssmcontacts_3	3.17.42.7		e7f01967bcc6010c71464fbaddf18911c62def11
io.github.vigoo	zio-aws-ssmcontacts_3	3.17.42.8		7154402401953a98b4995c9a3af61514d1c21b7d
io.github.vigoo	zio-aws-ssmcontacts_3	3.17.42.9		16d5b931d50a49d3fc615f6728f09cc60024a7bf
io.github.vigoo	zio-aws-ssmcontacts_3	3.17.5.1		37d421f54d05596639c5e9dd5527e1cca18c56b2
io.github.vigoo	zio-aws-ssmcontacts_3	3.17.56.1		cf2a495c451d030801e48cd2f92d12cbf255f1ac
io.github.vigoo	zio-aws-ssmcontacts_3	3.17.57.1		def88e3ecd3ad23f8e27f6a09d9b76c9d26a0eed
io.github.vigoo	zio-aws-ssmcontacts_3	3.17.57.2		2109576fd8186f8938c2f6721ad999d40ca3e8fe
io.github.vigoo	zio-aws-ssmcontacts_3	3.17.58.1		c6aa0e84f865f0b7dbd6d3be092bd99158d480c3
io.github.vigoo	zio-aws-ssmcontacts_3	3.17.59.1		fea7f661fd9431ac0333cd303bda971e615b9496
io.github.vigoo	zio-aws-ssmcontacts_3	3.17.61.1		11ac66cb6ce80e914fdbd51e6f354817c1de1546
io.github.vigoo	zio-aws-ssmcontacts_3	3.17.61.2		ac78b7cec0c8421e1d5ce8121dd448bc0912f96d
io.github.vigoo	zio-aws-ssmcontacts_3	3.17.62.1		af9ee0dc6da6098002bc509127e2c1a48a195736
io.github.vigoo	zio-aws-ssmcontacts_3	3.17.63.1		94b20368678565304087861a0c336821fb0b0b51
io.github.vigoo	zio-aws-ssmcontacts_3	3.17.63.2		306c7d0fcaa70189eab428aa0921623ded3abb4c
io.github.vigoo	zio-aws-ssmcontacts_3	3.17.64.1		e73f3da25775444d8024ea63eb6342b10ba211a7
io.github.vigoo	zio-aws-ssmcontacts_3	3.17.65.1		be6ffaf21b62d1b7fe074163db36b57bdda76650
io.github.vigoo	zio-aws-ssmcontacts_3	3.17.68.1		d7c3919b5c9d0cc93deebb8d2f0bcb323321d839
io.github.vigoo	zio-aws-ssmcontacts_3	3.17.70.1		4b3812665695339b90c2ef5d33e0fc541e0defae
io.github.vigoo	zio-aws-ssmcontacts_3	3.17.71.1		f00e90013a4a84854a03f22d13d77dd77d9735d4
io.github.vigoo	zio-aws-ssmcontacts_3	3.17.71.2		7b00a3aa8c42982816a25714a3d7db20e5f33dfa
io.github.vigoo	zio-aws-ssmcontacts_3	3.17.71.3		b3cb189e71738b883a9f3ee57660b1d501869ab6
io.github.vigoo	zio-aws-ssmcontacts_3	3.17.74.1		88b6790ae2c73deca64502a16d57c7bc84f2ac94
io.github.vigoo	zio-aws-ssmcontacts_3	3.17.75.1		f5791a4a3a67d98d003784a0cefe664e2ed655d6
io.github.vigoo	zio-aws-ssmcontacts_3	3.17.76.1		52ccc72126e165f55163440311b194cf8df7b32a
io.github.vigoo	zio-aws-ssmcontacts_3	3.17.77.1		436616c56111c4b337aff4a27e5e48a444b88558
io.github.vigoo	zio-aws-ssmcontacts_3	3.17.78.1		4211abdec7f7edf9551aeaa891ef8d6bdff4c875
io.github.vigoo	zio-aws-ssmcontacts_3	3.17.79.1		8f4482fec00ef978f7e104dda0d163f44e5e4283
io.github.vigoo	zio-aws-ssmcontacts_3	3.17.8.1		c88f6bee737d823541bf13b63d22ae1bb706a573
io.github.vigoo	zio-aws-ssmcontacts_3	3.17.8.2		a06c7428c54a62acaf40ac6ad7f6afb5930c6329
io.github.vigoo	zio-aws-ssmcontacts_3	3.17.8.3		196c74a9772da7206542673016f0969aa019a401
io.github.vigoo	zio-aws-ssmcontacts_3	3.17.8.4		6ad07a2d72f7521692643234b9f9118cd87fc026
io.github.vigoo	zio-aws-ssmcontacts_3	3.17.8.5		af21f6467eb33e72e88488def84b055b348397e0
io.github.vigoo	zio-aws-ssmcontacts_3	3.17.80.1		cde4b2ff20954c6c1c05797b5c1a976c91bc7fdf
io.github.vigoo	zio-aws-ssmcontacts_3	3.17.81.1		689b95f29cb820e2462a49f09b3482f0fc6e65b1
io.github.vigoo	zio-aws-ssmcontacts_3	3.17.87.2		cd442430b0b70c2196245880a3c1cf3ff4faf4e2
io.github.vigoo	zio-aws-ssmcontacts_3	3.17.88.1		c89d36101a10f5e3b57f43a62f5b17522d9a654b
io.github.vigoo	zio-aws-ssmcontacts_3	3.17.9.1		5eebfbb0dc44f71c6cd33d4c299d493c921aa931
io.github.vigoo	zio-aws-ssmcontacts_3	3.17.90.1		83fcfa57de7367306906be436db254f52985ceb0
io.github.vigoo	zio-aws-ssmcontacts_3	3.17.94.1		578b2b173cf8a6b784c4c0b6d7b2e18140217876
io.github.vigoo	zio-aws-ssmcontacts_3	3.17.94.2		749701524782a04601a91b00aa5237889c06b51f
io.github.vigoo	zio-aws-ssmcontacts_3	3.17.97.1		7c4e985ed6ffdfea810220417e7de428b2fa07c3
io.github.vigoo	zio-aws-ssmcontacts_3	3.17.98.1		3f8aadd58bb5de3517bbf3a25677840dcbcaff84
io.github.vigoo	zio-aws-ssmcontacts_3	3.17.99.1		fd45ae37ced826d6c7e12841dec87fd92879f526
io.github.vigoo	zio-aws-ssmcontacts_3	4.0.2		9c0392df1cc157962eff937fafa7f946f3601d65
io.github.vigoo	zio-aws-ssmcontacts_3	4.0.4		346364c9d585a4efc74c6c4c20aeba9c4f3dac90
io.github.vigoo	zio-aws-ssmcontacts_3	4.0.5		b49f3d773016607f91195252649c31ce6143ed24
io.github.vigoo	zio-aws-ssmcontacts_3	4.17.104.1		7d6dcd595807a5b49c61a411a89ad3b3b4b2d24d
io.github.vigoo	zio-aws-ssmcontacts_3	4.17.104.2		0c3450211652cd46ecf186564dea3a1192960943
io.github.vigoo	zio-aws-ssmcontacts_3	4.17.280.4		c5445f71de763e22f3f030b3553d09210295bb7f
io.ktor	ktor-serialization-kotlinx-cbor-watchossimulatorarm64	2.0.0		6a1b704a818895f5a3d7e88a89762ddaa4228916
io.ktor	ktor-serialization-kotlinx-cbor-watchossimulatorarm64	2.0.0	metadata	ccfac9d917e2a917e96a1a84d07a95ebfbf75416
io.ktor	ktor-serialization-kotlinx-cbor-watchossimulatorarm64	2.0.0-beta-1		1864dd92d3f3ef6ed453cc12569b3d23d4520c62
io.ktor	ktor-serialization-kotlinx-cbor-watchossimulatorarm64	2.0.0-beta-1	metadata	3ab9032c71922c897570fa7f7fdb9d8a0114e111
io.ktor	ktor-serialization-kotlinx-cbor-watchossimulatorarm64	2.0.0-rc-1		7ae9c8d7ca309adfe0e35b8aac1ccdb8c6cc2008
io.ktor	ktor-serialization-kotlinx-cbor-watchossimulatorarm64	2.0.0-rc-1	metadata	af287283244845a4ee1ad7d94d59900aa2eee4a8
io.ktor	ktor-serialization-kotlinx-cbor-watchossimulatorarm64	2.0.1		e78ccfb264ebec1dc9c25f1ca8c1e1e3eaa438eb
io.ktor	ktor-serialization-kotlinx-cbor-watchossimulatorarm64	2.0.1	metadata	09fa709137d5f22da82b8102302dba73d510d18e
io.ktor	ktor-serialization-kotlinx-cbor-watchossimulatorarm64	2.0.2		3e35c9dfa6ab1d84455074cc442b981bf417277a
io.ktor	ktor-serialization-kotlinx-cbor-watchossimulatorarm64	2.0.2	metadata	84fb679f9793c32e88f9237d2916c6c792d4d944
io.ktor	ktor-serialization-kotlinx-cbor-watchossimulatorarm64	2.0.3		2cf5070036eb4503e28403575653afbd6debca40
io.ktor	ktor-serialization-kotlinx-cbor-watchossimulatorarm64	2.0.3	metadata	3cd40af12f66b70501db2d9bef01c378a7b866c9
io.ktor	ktor-serialization-kotlinx-cbor-watchossimulatorarm64	2.1.0		26c49685163fc87f688c0f2bdf2d80776f6c06b7
io.ktor	ktor-serialization-kotlinx-cbor-watchossimulatorarm64	2.1.0	metadata	a9596124ac53030fe302ab5896b4beaeb7034295
io.ktor	ktor-serialization-kotlinx-cbor-watchossimulatorarm64	2.1.1		cc30791a046d5b748b53b3b2e9edc5dce084ae0b
io.ktor	ktor-serialization-kotlinx-cbor-watchossimulatorarm64	2.1.1	metadata	63fedcfc6f00acfadcdfa9d11f4da57fe2fdf5cc
io.ktor	ktor-serialization-kotlinx-cbor-watchossimulatorarm64	2.1.2		4447cc72bdf08e21edd0c14967237dbc141ce3b1
io.ktor	ktor-serialization-kotlinx-cbor-watchossimulatorarm64	2.1.2	metadata	e2830020a7eedfafb6005904fc210f23e0fd7eaa
io.ktor	ktor-serialization-kotlinx-cbor-watchossimulatorarm64	2.1.3		d2339b14399ce67b33bb806895f6d6bdd6296147
io.ktor	ktor-serialization-kotlinx-cbor-watchossimulatorarm64	2.1.3	metadata	b870d2cff328dd885cab8f1e70555409a00b3d1d
io.ktor	ktor-serialization-kotlinx-cbor-watchossimulatorarm64	2.2.0		97a4cadf01b869ac54a835d7fca69c93d6f01871
io.ktor	ktor-serialization-kotlinx-cbor-watchossimulatorarm64	2.2.0	metadata	da7491256c6b0c7e2879d0993441cac0cbc0ad4d
io.ktor	ktor-serialization-kotlinx-cbor-watchossimulatorarm64	2.2.1		0498010af7c9ac9751e0c7b31c6ad256ce38be27
io.ktor	ktor-serialization-kotlinx-cbor-watchossimulatorarm64	2.2.1	metadata	bce650bf2eb57b2e24e03ba5fe52998b807a34fc
io.ktor	ktor-serialization-kotlinx-cbor-watchossimulatorarm64	2.2.2		9b04dbb0e71eb12cbe1f4837254005a884199dc2
io.ktor	ktor-serialization-kotlinx-cbor-watchossimulatorarm64	2.2.2	metadata	8058c73393d10e8691514426e032145095a01fe1
io.ktor	ktor-serialization-kotlinx-cbor-watchossimulatorarm64	2.2.3		5a45960bd557fafb5aeeac0195947a717796b4d8
io.ktor	ktor-serialization-kotlinx-cbor-watchossimulatorarm64	2.2.3	metadata	5d56381f9456239b3385a6e4a164a8479cf49c60
io.ktor	ktor-serialization-kotlinx-cbor-watchossimulatorarm64	2.2.4		13f4ec1de76bc49ec397e4edfcc7c35ea1e7ab58
io.ktor	ktor-serialization-kotlinx-cbor-watchossimulatorarm64	2.2.4	metadata	5c2a6447940805dd75bcbda080e94f58eb036e64
io.ktor	ktor-serialization-kotlinx-cbor-watchossimulatorarm64	2.3.0		613b4ab177ceaebcbb0a61603407240191dd52b7
io.ktor	ktor-serialization-kotlinx-cbor-watchossimulatorarm64	2.3.0	metadata	9ba82ab928685f5992d221914816b8a3692266ee
io.ktor	ktor-serialization-kotlinx-cbor-watchossimulatorarm64	2.3.1		35d0cf50d7ba9c0d70d41c362c962bfc1f0711e3
io.ktor	ktor-serialization-kotlinx-cbor-watchossimulatorarm64	2.3.1	metadata	c5349b9e8ea491f0cb4a4931429ed4af23cbd470
io.ktor	ktor-serialization-kotlinx-cbor-watchossimulatorarm64	2.3.10		85975b28fceefb82c9d77320f8f00a09f9b4e8ff
io.ktor	ktor-serialization-kotlinx-cbor-watchossimulatorarm64	2.3.10	metadata	e61c2d0533e980ece37194abd1d33ae95ec239eb
io.ktor	ktor-serialization-kotlinx-cbor-watchossimulatorarm64	2.3.11		816dcf1f04f6211e643e9d330b9638a1e69498fb
io.ktor	ktor-serialization-kotlinx-cbor-watchossimulatorarm64	2.3.11	metadata	0bfe6ac519c5b085cce20b2286d33115eeaae564
io.ktor	ktor-serialization-kotlinx-cbor-watchossimulatorarm64	2.3.12		dfcecd03b08e74e7f19dc44f830c7f9a73cd90f8
io.ktor	ktor-serialization-kotlinx-cbor-watchossimulatorarm64	2.3.12	metadata	e1122bfc6192ce0e40165dbd6f3d9561f2cb1a32
io.ktor	ktor-serialization-kotlinx-cbor-watchossimulatorarm64	2.3.13		257f2a0d786aea55c608c5c78ad4305813ee3761
io.ktor	ktor-serialization-kotlinx-cbor-watchossimulatorarm64	2.3.13	metadata	8de049e8e0d884600805007fe38f85511907b373
io.ktor	ktor-serialization-kotlinx-cbor-watchossimulatorarm64	2.3.2		c2e26e49a05b8aaa05d19d00fadcba94a8446f4f
io.ktor	ktor-serialization-kotlinx-cbor-watchossimulatorarm64	2.3.2	metadata	f4450b9ffa8f191049b3ce9240cd81b74446d7a9
io.ktor	ktor-serialization-kotlinx-cbor-watchossimulatorarm64	2.3.3		c1699da3589b0266a8938c43e4dc275ef78ace26
io.ktor	ktor-serialization-kotlinx-cbor-watchossimulatorarm64	2.3.3	metadata	7f45c075ed7727f29a686dbdb03cc73c3f392005
io.ktor	ktor-serialization-kotlinx-cbor-watchossimulatorarm64	2.3.4		8d0f25dccef8b0c768a490392c3622e24ed8f455
io.ktor	ktor-serialization-kotlinx-cbor-watchossimulatorarm64	2.3.4	metadata	84c659abe01e3512834927ff2971a4991e147292
io.ktor	ktor-serialization-kotlinx-cbor-watchossimulatorarm64	2.3.5		e18d05ad1ee2dffb74a9ba89f567c453e4d10086
io.ktor	ktor-serialization-kotlinx-cbor-watchossimulatorarm64	2.3.5	metadata	000a92bcd774ff07ab40d3d0337862a02bce15be
io.ktor	ktor-serialization-kotlinx-cbor-watchossimulatorarm64	2.3.6		0129c41bdbfb35616ac22aeca222f2f8c2c4599b
io.ktor	ktor-serialization-kotlinx-cbor-watchossimulatorarm64	2.3.6	metadata	94f027c972cf710937d962f625bcd34ab97e168f
io.ktor	ktor-serialization-kotlinx-cbor-watchossimulatorarm64	2.3.7		8034d53e4a76142eee57f217dcd5ded4788aa8d6
io.ktor	ktor-serialization-kotlinx-cbor-watchossimulatorarm64	2.3.7	metadata	c0767523c3c2b38e6a0fdb00ff0d8208ca61e914
io.ktor	ktor-serialization-kotlinx-cbor-watchossimulatorarm64	2.3.8		bfacb2e0cdc62782b1917409afb3fbcc2fc7c548
io.ktor	ktor-serialization-kotlinx-cbor-watchossimulatorarm64	2.3.8	metadata	8608d8b5214de336aa1bcb58aee49af0b7e1246e
io.ktor	ktor-serialization-kotlinx-cbor-watchossimulatorarm64	2.3.9		2c28106b94d061ed01ccf485685497583066ae1c
io.ktor	ktor-serialization-kotlinx-cbor-watchossimulatorarm64	2.3.9	metadata	f1e4041c992fa10efffe4d607920a03332496bd9
io.ktor	ktor-serialization-kotlinx-cbor-watchossimulatorarm64	3.0.0		007246315ada89a079e8f805a372dbfcd30a3e19
io.ktor	ktor-serialization-kotlinx-cbor-watchossimulatorarm64	3.0.0	metadata	69b7b53835f513258a59040934ffa4c444f5fc89
io.ktor	ktor-serialization-kotlinx-cbor-watchossimulatorarm64	3.0.0-beta-1		a1984584d502a9611d068ad9cd461e4b5107bcd0
io.ktor	ktor-serialization-kotlinx-cbor-watchossimulatorarm64	3.0.0-beta-1	metadata	9b9d1c6e07316309e1d6c13f2390dee4055baba8
io.ktor	ktor-serialization-kotlinx-cbor-watchossimulatorarm64	3.0.0-beta-2		7351373697134104d796ee4da2b2d0fd926ccbf6
io.ktor	ktor-serialization-kotlinx-cbor-watchossimulatorarm64	3.0.0-beta-2	metadata	ede50bd54ac1fb6b9af8cbd5b5e49fd3327839a2
io.ktor	ktor-serialization-kotlinx-cbor-watchossimulatorarm64	3.0.0-rc-1		6996c0bfdd7db2850bc70598c85dda899dc90a76
io.ktor	ktor-serialization-kotlinx-cbor-watchossimulatorarm64	3.0.0-rc-1	metadata	72b1c1114c7177095920c3c95d0e8344c7cb180d
io.ktor	ktor-serialization-kotlinx-cbor-watchossimulatorarm64	3.0.0-rc-2		9fd2e2c70c543aefd1d9eddf28899bcf52db138d
io.ktor	ktor-serialization-kotlinx-cbor-watchossimulatorarm64	3.0.0-rc-2	metadata	37dcdec6e3fdd27faac9ea6e016d0969bcf68749
io.ktor	ktor-serialization-kotlinx-cbor-watchossimulatorarm64	3.0.1		3697b6fc6c8a3d132c0bedd0cde69ae2827f57fb
io.ktor	ktor-serialization-kotlinx-cbor-watchossimulatorarm64	3.0.1	metadata	945bed31d08a4f587255d5a25d3e3fc5ce92632f
io.ktor	ktor-serialization-kotlinx-cbor-watchossimulatorarm64	3.0.2		1e59b8e22acc6762427469726ae42d9f5f9da35c
io.ktor	ktor-serialization-kotlinx-cbor-watchossimulatorarm64	3.0.2	metadata	4138c57c848eb2e2a5f102f08eecb72f27325fb7
io.ktor	ktor-serialization-kotlinx-cbor-watchossimulatorarm64	3.0.3		74da3ed92ca294dc409d9adb358b36a206d532dd
io.ktor	ktor-serialization-kotlinx-cbor-watchossimulatorarm64	3.0.3	metadata	9c2c39f01bbc4890977f4899a791eee68e0e6af9
io.ktor	ktor-serialization-kotlinx-cbor-watchossimulatorarm64	3.1.0		e8b185a9aac898f523ba86aeafb2e036094a081f
io.ktor	ktor-serialization-kotlinx-cbor-watchossimulatorarm64	3.1.0	metadata	cad26aa9493579cff25a1f5fa84105899d7f28f0
io.ktor	ktor-serialization-kotlinx-cbor-watchossimulatorarm64	3.1.1		e25e8125fce8c1e00b6d0dbf387882d6278cd36d
io.ktor	ktor-serialization-kotlinx-cbor-watchossimulatorarm64	3.1.1	metadata	66b0d87c8ee6f673f6b1323871919902b5430421
io.ktor	ktor-serialization-kotlinx-cbor-watchossimulatorarm64	3.1.2		6b73f35e9f032b8484d64ee18176009dcdf4ca8d
io.ktor	ktor-serialization-kotlinx-cbor-watchossimulatorarm64	3.1.2	metadata	f10d8eec6cb5518406f34ce69a1a1082d4c81d55
io.micronaut.oraclecloud	micronaut-oraclecloud-bmc-redis	3.2.0		f9344bec7b809b1103c5304304b7453f11f4f674
io.micronaut.oraclecloud	micronaut-oraclecloud-bmc-redis	3.3.0		dd26942f5afebc203109f5320951912f8c4365f2
io.micronaut.oraclecloud	micronaut-oraclecloud-bmc-redis	3.4.0		62afff46652201bb3683beed5ef7591a692d8df3
io.micronaut.oraclecloud	micronaut-oraclecloud-bmc-redis	3.5.0		43e0f59c2acf977405cb0dd9e2c2c46ff4ccc920
io.micronaut.oraclecloud	micronaut-oraclecloud-bmc-redis	3.5.1		1681a40970a655f22b438c0e191e48deba06eb8d
io.micronaut.oraclecloud	micronaut-oraclecloud-bmc-redis	3.6.0		cdee3f94605c4956b1ecc6f622664c19dcbdeec6
io.micronaut.oraclecloud	micronaut-oraclecloud-bmc-redis	3.6.1		c1999b88f7d7e55815a193d70f985b7630dffb2c
io.micronaut.oraclecloud	micronaut-oraclecloud-bmc-redis	3.6.2		bd5986c334690d652b2ba5700712f0ee1a7a9fac
io.micronaut.oraclecloud	micronaut-oraclecloud-bmc-redis	3.7.0		0570aac63bb701bf16986e3be7a1c4c40ee3219a
io.micronaut.oraclecloud	micronaut-oraclecloud-bmc-redis	3.7.1		391874e75e6b5fca855a27feae34bd962e29353d
io.micronaut.oraclecloud	micronaut-oraclecloud-bmc-redis	3.7.2		d7cb8aa6e2ed9142534c6fe8eb194e7fd1b6e15d
io.micronaut.oraclecloud	micronaut-oraclecloud-bmc-redis	3.8.0		3fed19cdbe1900329bb9e6ca7bac9d9c6d42f2b2
io.micronaut.oraclecloud	micronaut-oraclecloud-bmc-redis	3.9.0		56d15a206a94e8765c87ffba42174cc10f497b78
io.micronaut.oraclecloud	micronaut-oraclecloud-bmc-redis	3.9.1		8c15ab2c7e4f7a6af88fcf23a66b03df7070a71c
io.micronaut.oraclecloud	micronaut-oraclecloud-bmc-redis	4.0.0		7060caf1b9ce09523b2f066fb814ba964d782c52
io.micronaut.oraclecloud	micronaut-oraclecloud-bmc-redis	4.1.0		201f488d18ca441da81003dd622aa66d9967aac2
io.micronaut.oraclecloud	micronaut-oraclecloud-bmc-redis	4.1.1		fa2df56aae89f6e554553a17bfe5f27f975f7afc
io.micronaut.oraclecloud	micronaut-oraclecloud-bmc-redis	4.2.0		52d1fb5dd687a50684aba2f034943a8d40e349df
io.micronaut.oraclecloud	micronaut-oraclecloud-bmc-redis	4.2.1		93fcc17c8253833c8218444262101311a9b9023d
io.micronaut.oraclecloud	micronaut-oraclecloud-bmc-redis	4.3.0		3c6d3f30b8a19bfc539359613251d12f3b919243
io.micronaut.oraclecloud	micronaut-oraclecloud-bmc-redis	4.3.1		12f99c3d1c9b20f597c692fe1c8c5e316662c5ec
io.micronaut.oraclecloud	micronaut-oraclecloud-bmc-redis	4.3.10		1a692cbeea1c80d336456ec76d90fe497a4a1a9e
io.micronaut.oraclecloud	micronaut-oraclecloud-bmc-redis	4.3.11		c2d1f68e2f7aae45af0964a514b0ef9a090aec5c
io.micronaut.oraclecloud	micronaut-oraclecloud-bmc-redis	4.3.2		850859af5d7c02519f2b60c38494103d6a58a082
io.micronaut.oraclecloud	micronaut-oraclecloud-bmc-redis	4.3.3		0b0190ae5966b84ad494744d258351a1b993be9e
io.micronaut.oraclecloud	micronaut-oraclecloud-bmc-redis	4.3.4		8bd6046aca74df43cbcf8926a2a63fcb77211573
io.micronaut.oraclecloud	micronaut-oraclecloud-bmc-redis	4.3.5		0a9ba292f2863f18fe9a366398e65b2208ec83e3
io.micronaut.oraclecloud	micronaut-oraclecloud-bmc-redis	4.3.6		d93c94ed059151747535b1dbdbb827730c8c976a
io.micronaut.oraclecloud	micronaut-oraclecloud-bmc-redis	4.3.7		ef98a7adbed8674056727d3937f41cc612c8f361
io.micronaut.oraclecloud	micronaut-oraclecloud-bmc-redis	4.3.8		757566a78f71489c3bd3dc6c3dc6baaa7653d68b
io.micronaut.oraclecloud	micronaut-oraclecloud-bmc-redis	4.3.9		ec3a5bbb5c5afa11116674b6402a691b8c59d434
io.micronaut.oraclecloud	micronaut-oraclecloud-bmc-redis	5.0.0		30017e8a398dbc66a42aad1b2cb7f0ae7a550bcf
io.micronaut.oraclecloud	micronaut-oraclecloud-bmc-redis	5.0.1		e99b430d7b7e96043d0971962b2714c052d36d91
io.opentelemetry.javaagent	opentelemetry-javaagent-tooling-java9	1.10.0-alpha		f74462c3e709144310a4146bf182dd02eb0a462b
io.opentelemetry.javaagent	opentelemetry-javaagent-tooling-java9	1.10.1-alpha		b49fef6c50c65b49a65628face653ecd9885e176
io.opentelemetry.javaagent	opentelemetry-javaagent-tooling-java9	1.11.0-alpha		4d2fce63eaf710a234482894879ad6798fd785e8
io.opentelemetry.javaagent	opentelemetry-javaagent-tooling-java9	1.11.1-alpha		bd843d846cbbc5cb5ed5017ec2bd98462bcd7d4c
io.opentelemetry.javaagent	opentelemetry-javaagent-tooling-java9	1.12.0-alpha		002030cdcc8201d8438d8ca80e3fb59bbb6a902b
io.opentelemetry.javaagent	opentelemetry-javaagent-tooling-java9	1.12.1-alpha		e70257f104fa477061dd77b2fc2653327589a081
io.opentelemetry.javaagent	opentelemetry-javaagent-tooling-java9	1.13.0-alpha		b229cff16be1499192b02e9dc90b27499e7d6f88
io.opentelemetry.javaagent	opentelemetry-javaagent-tooling-java9	1.13.1-alpha		378e676b913c0439b8e294d603d55a45b2210cda
io.opentelemetry.javaagent	opentelemetry-javaagent-tooling-java9	1.14.0-alpha		4add01cf69e9d8336ab122aaf38e19b4f9601c61
io.opentelemetry.javaagent	opentelemetry-javaagent-tooling-java9	1.15.0-alpha		485b3ed970ccd64e7321a22e0af5b083a5d4fa54
io.opentelemetry.javaagent	opentelemetry-javaagent-tooling-java9	1.16.0-alpha		8f18adb30a2765e3b76996567a3e92dccc534b58
io.opentelemetry.javaagent	opentelemetry-javaagent-tooling-java9	1.17.0-alpha		1b5e030862781ba0436a42f56ce768b0862cc74c
io.opentelemetry.javaagent	opentelemetry-javaagent-tooling-java9	1.18.0-alpha		0eaf79444bf4f55300d8d3daf1e6b5f4a84e0bd1
io.opentelemetry.javaagent	opentelemetry-javaagent-tooling-java9	1.19.0-alpha		73e89b4ff3cc7e1b1e45db2a93b98f6734d2e7d1
io.opentelemetry.javaagent	opentelemetry-javaagent-tooling-java9	1.19.1-alpha		b774bb5b5f6c1f1d9161c8d23fa0938ceca3d160
io.opentelemetry.javaagent	opentelemetry-javaagent-tooling-java9	1.19.2-alpha		7b5de64e6be7eaa6f60948886f14f0095a02e513
io.opentelemetry.javaagent	opentelemetry-javaagent-tooling-java9	1.20.0-alpha		202ae42e3cd1cd6ff40ec30e9d317ac60d910fe0
io.opentelemetry.javaagent	opentelemetry-javaagent-tooling-java9	1.20.1-alpha		a74c6f7930ca50d4b05f96e92f599cf80594a9b9
io.opentelemetry.javaagent	opentelemetry-javaagent-tooling-java9	1.20.2-alpha		2da462201a9d5bcca6f5035ed62838fe7315cc74
io.opentelemetry.javaagent	opentelemetry-javaagent-tooling-java9	1.21.0-alpha		aec64e3046d6c397170bcb6fad411f6d46655c9c
io.opentelemetry.javaagent	opentelemetry-javaagent-tooling-java9	1.22.0-alpha		1d8990aff0ee2a138aa14eedd2098ea69a36973a
io.opentelemetry.javaagent	opentelemetry-javaagent-tooling-java9	1.22.1-alpha		c5568249dce7fea6782a8cf1342599b49d1da0eb
io.opentelemetry.javaagent	opentelemetry-javaagent-tooling-java9	1.23.0-alpha		51015e58afa20380cb1dac8e7515b3acbd420c3a
io.opentelemetry.javaagent	opentelemetry-javaagent-tooling-java9	1.24.0-alpha		04427356e3220a81396a97657ff7b378d94fb4a1
io.opentelemetry.javaagent	opentelemetry-javaagent-tooling-java9	1.25.0-alpha		cc0fa21f087ccc55eb7c20408cdd1c8ef2e25f8d
io.opentelemetry.javaagent	opentelemetry-javaagent-tooling-java9	1.25.1-alpha		084fd6030a85fb95883aee02843bc21bbcbbdfd9
io.opentelemetry.javaagent	opentelemetry-javaagent-tooling-java9	1.26.0-alpha		c17025b9beb6992b08bb9812990183146757c330
io.opentelemetry.javaagent	opentelemetry-javaagent-tooling-java9	1.27.0-alpha		e168813544547d6a05ca43956da26458b7f23855
io.opentelemetry.javaagent	opentelemetry-javaagent-tooling-java9	1.28.0-alpha		7160f327f3ea1c46f59039b93b6f17e6f4a33c7b
io.opentelemetry.javaagent	opentelemetry-javaagent-tooling-java9	1.29.0-alpha		feb3fd7d1e2c71fb38c028c31317f067f1aa6202
io.opentelemetry.javaagent	opentelemetry-javaagent-tooling-java9	1.30.0-alpha		10779d3640d61a68c4d7c3e612258dd827da3aa1
io.opentelemetry.javaagent	opentelemetry-javaagent-tooling-java9	1.31.0-alpha		64a4382afba9a315bb6c148cef12b9484fc3e86d
io.opentelemetry.javaagent	opentelemetry-javaagent-tooling-java9	1.32.0-alpha		e270e5ceb6874998e6919e01557d588a00556668
io.opentelemetry.javaagent	opentelemetry-javaagent-tooling-java9	1.32.1-alpha		61de7309b947c9ea7eea12d5dfb10e5a92956bd1
io.opentelemetry.javaagent	opentelemetry-javaagent-tooling-java9	1.33.0-alpha		4b4634354e0686ae4600a29db60d25b44ef2466e
io.opentelemetry.javaagent	opentelemetry-javaagent-tooling-java9	1.33.1-alpha		4ea1cc558c8d3c45bca9960fa63cd9dcc877d95e
io.opentelemetry.javaagent	opentelemetry-javaagent-tooling-java9	1.33.2-alpha		1ea097424c7155a58255b67fe123ea7718357dab
io.opentelemetry.javaagent	opentelemetry-javaagent-tooling-java9	1.33.3-alpha		957ff5d74bbeee38b6eefeeaf98322c435ca3ec8
