ant	optional	1.5.4		2675db04b6c07b93e4b7f620131acef398015cf2
com.amazonaws	aws-java-sdk-cloudsearch	1.10.23		52614237c72e5af58bb0e8b7aacbf2f1a06abbeb
com.amazonaws	aws-java-sdk-cloudsearch	1.10.24		728b5a86e9ac5666c6a9609a9f399afd02a977fd
com.amazonaws	aws-java-sdk-cloudsearch	1.10.25		05f161dedefe57414711ca7b744c7ace5b2fadd4
com.amazonaws	aws-java-sdk-cloudsearch	1.10.26		96188d56992fd1875f35a6af677b3f814ae68b09
com.amazonaws	aws-java-sdk-cloudsearch	1.10.27		43f6aaba4e770736e9d54c423ffa41b81af51072
com.amazonaws	aws-java-sdk-cloudsearch	1.10.28		5b716cb9c30eb0412344d6fd966b1d99cd107dd4
com.amazonaws	aws-java-sdk-cloudsearch	1.10.29		560dd227aa8b6af511166afc710a561dd52a8eb1
com.amazonaws	aws-java-sdk-cloudsearch	1.10.3		75a05b692776c7401eb9061dfbf84ad2d872eefb
com.amazonaws	aws-java-sdk-cloudsearch	1.10.30		ebd4d31b44775f7ea9d913d8d9c796a13852ee87
com.amazonaws	aws-java-sdk-cloudsearch	1.10.31		4df4d76fa3e9599e21a4c621f3f0cc78a4a527d0
com.amazonaws	aws-java-sdk-cloudsearch	1.10.32		594e059d5c623e8ea29d33bed9434be43a59d42a
com.amazonaws	aws-java-sdk-cloudsearch	1.10.33		ccac0ce430f70efaaee94988f946f6317eab9094
com.amazonaws	aws-java-sdk-cloudsearch	1.10.34		46219a124860d1027bc3d7b17810c9bae4722c1f
com.amazonaws	aws-java-sdk-cloudsearch	1.10.35		1f0cd8978bdd617e56021182b1e10852962749c6
com.amazonaws	aws-java-sdk-cloudsearch	1.10.36		38d05b04367708db7e16ca32213353092ce28716
com.amazonaws	aws-java-sdk-cloudsearch	1.10.37		8613d2c8bfa7c3985594cfc3f4b55b85fec43369
com.amazonaws	aws-java-sdk-cloudsearch	1.10.38		d78db10bacde0a5bbbd4d4d37fbc1501596081e6
com.amazonaws	aws-java-sdk-cloudsearch	1.10.39		95a75ca68fb7f98ab467c275cfc0e27a399480d0
com.amazonaws	aws-java-sdk-cloudsearch	1.10.4		6599b95f7cb76985b75350f6e9cba9e4f239c5e6
com.amazonaws	aws-java-sdk-cloudsearch	1.10.4.1		f14b8fe11792b077a5b35061067bc4cdf6202fae
com.amazonaws	aws-java-sdk-cloudsearch	1.10.40		494e18144d734657d69c4bbcba9d1244273884e5
com.amazonaws	aws-java-sdk-cloudsearch	1.10.41		dbce5692f5257c37d445c5e88c9cc6b59152ff86
com.amazonaws	aws-java-sdk-cloudsearch	1.10.42		0973a5c66b73c2b8fe52639f624c145e741611ac
com.amazonaws	aws-java-sdk-cloudsearch	1.10.43		d37ee18407cd66fd42283573ef0fb9fb18553400
com.amazonaws	aws-java-sdk-cloudsearch	1.10.44		76d061ee54b190f3a2b8a3aed2b44ac35ee0fbc9
com.amazonaws	aws-java-sdk-cloudsearch	1.10.45		17ac7904231cf90a82276f195f679453e9b6a0a2
com.amazonaws	aws-java-sdk-cloudsearch	1.10.46		2019375f79baddd0b0e2c02c88d48b9eb047d9c0
com.amazonaws	aws-java-sdk-cloudsearch	1.10.47		7664feed55ec175426b957cd079cd11c3259b3e0
com.amazonaws	aws-java-sdk-cloudsearch	1.10.48		bd51a49f02782d315a158343de22d20e39bed701
com.amazonaws	aws-java-sdk-cloudsearch	1.10.49		afe5ed13cc487a2744912806ad71e79e8b2ff359
com.amazonaws	aws-java-sdk-cloudsearch	1.10.5		a1e475829bf419d4a1ab5fdb20b69d3221675eb6
com.amazonaws	aws-java-sdk-cloudsearch	1.10.5.1		c7c6e34eea2fdf742e55296a1469f3c262b4aaaa
com.amazonaws	aws-java-sdk-cloudsearch	1.10.50		05b7df8c8c71404f2e3fb561c2bf3078efa08fa4
com.amazonaws	aws-java-sdk-cloudsearch	1.10.51		366ce0eb7b7b8ce3f3553721c204af04aedcc325
com.amazonaws	aws-java-sdk-cloudsearch	1.10.52		6db16ada7e8d3c6ab9db0b669cf90f7acf0e8572
com.amazonaws	aws-java-sdk-cloudsearch	1.10.53		e359028e846d6c80554d9c6f6b65468051e90902
com.amazonaws	aws-java-sdk-cloudsearch	1.10.54		705db43f67e50ed2db463c59ab1d2c2186600e4d
com.amazonaws	aws-java-sdk-cloudsearch	1.10.55		dbe1021c7260155a556e10496bdaf2e01239f9e4
com.amazonaws	aws-java-sdk-cloudsearch	1.10.56		f59435be6799fa79094e6a5b878239b776d66505
com.amazonaws	aws-java-sdk-cloudsearch	1.10.57		85818022667232f04b7bd706ad6efe1a566c6931
com.amazonaws	aws-java-sdk-cloudsearch	1.10.58		ac8800777258c56f7f555e5acf23891668b96ec1
com.amazonaws	aws-java-sdk-cloudsearch	1.10.59		9f86386087b8e5e79117dee454620a4cd112f441
com.amazonaws	aws-java-sdk-cloudsearch	1.10.6		bbb016bc09d911e4795564c8879c47da8e238699
com.amazonaws	aws-java-sdk-cloudsearch	1.10.60		0f87a4b36a5ede7f120c9d4ceafcfb47b31a00ba
com.amazonaws	aws-java-sdk-cloudsearch	1.10.61		a62148b9f4aae93bffe897048efaec1737be38d0
com.amazonaws	aws-java-sdk-cloudsearch	1.10.62		363fed4a52af4717dd094141bcf1fbdcb7d9a015
com.amazonaws	aws-java-sdk-cloudsearch	1.10.63		3efce2ac3ba27bf38341ac72715461cf21e33fce
com.amazonaws	aws-java-sdk-cloudsearch	1.10.64		c46fdf7db24b4c7d42b694e7db254d765162562d
com.amazonaws	aws-java-sdk-cloudsearch	1.10.64.1		1475bd34328f18cfa23d70e4d79fa7f2bf8bffaf
com.amazonaws	aws-java-sdk-cloudsearch	1.10.65		9f59f44c2fd3f171fd10a2f42a3a74cb0458284d
com.amazonaws	aws-java-sdk-cloudsearch	1.10.66		2a3bd5ce7283fbf4e75bafd2737df6117622ee3a
com.amazonaws	aws-java-sdk-cloudsearch	1.10.67		2bece0709de93a9a67c7658c8e2db3d8a3af95a5
com.amazonaws	aws-java-sdk-cloudsearch	1.10.68		4f80cf3223fc6cf5be3009d3c8d9311ba1816d38
com.amazonaws	aws-java-sdk-cloudsearch	1.10.69		6e364adccf10fd1425dd659d7d0692448469d105
com.amazonaws	aws-java-sdk-cloudsearch	1.10.7		388eb1cad55e9806d85671b80ce80174a664f316
com.amazonaws	aws-java-sdk-cloudsearch	1.10.70		9f713a21b8a45ae4668544bf3de34c5af58d09c2
com.amazonaws	aws-java-sdk-cloudsearch	1.10.71		5830afe127f0bbf6b94405efc4fd904f5ec7df78
com.amazonaws	aws-java-sdk-cloudsearch	1.10.72		bf96cb568517ec2d341c07a8169a65729e9cad95
com.amazonaws	aws-java-sdk-cloudsearch	1.10.73		7d1cd51641c29c6b2e62b81a4ce1cc5752692190
com.amazonaws	aws-java-sdk-cloudsearch	1.10.74		bbeda6dbeb335730d42acb98e593de63de19989a
com.amazonaws	aws-java-sdk-cloudsearch	1.10.75		4105e15a787171c72cf410fad191fddb03bcfe65
com.amazonaws	aws-java-sdk-cloudsearch	1.10.75.1		89031412e1e0b4079e76878ff54565a364910d36
com.amazonaws	aws-java-sdk-cloudsearch	1.10.75.2		2b217cf5288661550e3af70ef18acb5ca5a87bc2
com.amazonaws	aws-java-sdk-cloudsearch	1.10.76		24f8df6498496a3d697d05721e7c773a964458e2
com.amazonaws	aws-java-sdk-cloudsearch	1.10.77		c68eef387d9c5040cb8d67420ef0ef6281df5185
com.amazonaws	aws-java-sdk-cloudsearch	1.10.8		fea77721db6be58c1802cda634e1b9347370ecb1
com.amazonaws	aws-java-sdk-cloudsearch	1.10.9		4a3be3755704deaa44d7c1382a972c8be6004cec
com.amazonaws	aws-java-sdk-cloudsearch	1.11.0		15295d09fe9e672ed4cbc9cb0e849a80166e4979
com.amazonaws	aws-java-sdk-cloudsearch	1.11.1		365e4222103440e8931536e87267c555516083d0
com.amazonaws	aws-java-sdk-cloudsearch	1.11.10		4ca020d6e6be42615fbd352e6bfd83e77ffb3fa0
com.amazonaws	aws-java-sdk-cloudsearch	1.11.100		5390b009f12bd2663140f7368a3ebf6a9e578745
com.amazonaws	aws-java-sdk-cloudsearch	1.11.1000		f676a2575c184fcc47f525b6a9881d70e27b4772
com.amazonaws	aws-java-sdk-cloudsearch	1.11.1001		64c0053dea01267cb81d1f4a399347751c7d156a
com.amazonaws	aws-java-sdk-cloudsearch	1.11.1002		bf1086753e50eaca52db9bb42767e9af0c8561fc
com.amazonaws	aws-java-sdk-cloudsearch	1.11.1003		cef818775af28e2216df0b3e678dcf991bbe5fb0
com.amazonaws	aws-java-sdk-cloudsearch	1.11.1004		cea22d80712ffc8881dffd34f561c59fea8322c3
com.amazonaws	aws-java-sdk-cloudsearch	1.11.1005		53b8bd1d3f2ede25095e5a0972ff73520989a471
com.amazonaws	aws-java-sdk-cloudsearch	1.11.1006		0e257f8147f023644b8c363e182a3fc85df48298
com.amazonaws	aws-java-sdk-cloudsearch	1.11.1007		f2b09ffc73eaaa7fb0a3c0e6578ff56f355cde6f
com.amazonaws	aws-java-sdk-cloudsearch	1.11.1008		3528b3efbfd471fc18cedac448d46d899c65c1cf
com.amazonaws	aws-java-sdk-cloudsearch	1.11.1009		f746e87f3b1f36d998427a58e34f8343c607143d
com.amazonaws	aws-java-sdk-cloudsearch	1.11.101		a85fe03f688486a4ab626e619fbcce22be6414b7
com.amazonaws	aws-java-sdk-cloudsearch	1.11.1010		b75738f6f17c34d01f961da102c07d4257ed48d0
com.amazonaws	aws-java-sdk-cloudsearch	1.11.1011		58cbfeaa338929ce2857eb7859e9c7a20efeceee
com.amazonaws	aws-java-sdk-cloudsearch	1.11.1012		3b4615096a62d4ad8c1e7a3f170de8ed7df36d22
com.amazonaws	aws-java-sdk-cloudsearch	1.11.1013		4cd3724dd9e81026f6d2c6228522d196f5b04357
com.amazonaws	aws-java-sdk-cloudsearch	1.11.1014		5713f30877c1c2e19fca0f2d508b052380a680bb
com.amazonaws	aws-java-sdk-cloudsearch	1.11.1015		4283708571bcec2152e8f37e2086b67e7d87d742
com.amazonaws	aws-java-sdk-cloudsearch	1.11.1016		267e206cc9cf0a0d994a87cdc2b5028c942c92e0
com.amazonaws	aws-java-sdk-cloudsearch	1.11.1017		cc509a591c70650d0a1ba26909afe31056fc4daf
com.amazonaws	aws-java-sdk-cloudsearch	1.11.1018		f98993dfcd8e8022e32f704d7c5d02865d8e50c7
com.amazonaws	aws-java-sdk-cloudsearch	1.11.1019		4fdca8ba6bc485800416c475ca24139e84eb5f21
com.amazonaws	aws-java-sdk-cloudsearch	1.11.102		0d79c8feddde8588c9fafb22bb5d3e1247381384
com.amazonaws	aws-java-sdk-cloudsearch	1.11.1020		c415a10587bdd9ba9ffbd2dc4d1dbb59f0878c22
com.amazonaws	aws-java-sdk-cloudsearch	1.11.1021		97229284742245ad39922d62931fd2b5eaef54cf
com.amazonaws	aws-java-sdk-cloudsearch	1.11.1022		472916f0e0227c14fd5550cf10b181e54c48fdd0
com.amazonaws	aws-java-sdk-cloudsearch	1.11.1023		54afc6bbd9688f5e894e72aa56c1074635f41fee
com.amazonaws	aws-java-sdk-cloudsearch	1.11.1024		9f5d6d03b448c25a497a3b5681d2412c55152e95
com.amazonaws	aws-java-sdk-cloudsearch	1.11.1025		46087820f86255a2f4721f7c926335dc1bc9d9a3
com.amazonaws	aws-java-sdk-cloudsearch	1.11.1026		285dff088514b6c724b2e90e51fd9b560509a1c4
com.amazonaws	aws-java-sdk-cloudsearch	1.11.1027		9babbbe81a46d2a4f21233070c81982fe83ebb2d
com.amazonaws	aws-java-sdk-cloudsearch	1.11.1028		49f20c491a7d22d48457e09c509dba2728d9a6f6
com.amazonaws	aws-java-sdk-cloudsearch	1.11.1029		81bcebeb12b798dce49884fe35a59724e144ecb9
com.amazonaws	aws-java-sdk-cloudsearch	1.11.103		4e4226cc0f0ca88ed6822ab9e3c5e9301ed1bc71
com.amazonaws	aws-java-sdk-cloudsearch	1.11.1030		9d2325b850069d828e52548458e7147400aa16ff
com.amazonaws	aws-java-sdk-cloudsearch	1.11.1031		8a24a42d747cc88a173c16b1c121e8b371995002
com.amazonaws	aws-java-sdk-cloudsearch	1.11.1032		d83bb042c74c9298f4ff6286b41c32177b8e2f5d
com.amazonaws	aws-java-sdk-cloudsearch	1.11.1033		1769c1392a77a34f42c5e0de86b3eaa2864de6b9
com.amazonaws	aws-java-sdk-cloudsearch	1.11.1034		23a2001ea68ec6a7ba1e6491ee12042c2b363ef2
com.amazonaws	aws-java-sdk-cloudsearch	1.11.104		37aba798f1d560c46d1e21e4a61ebf1712f9041a
com.amazonaws	aws-java-sdk-cloudsearch	1.11.105		4fde8f05a4c660f056f3595edb626697eabef89b
com.amazonaws	aws-java-sdk-cloudsearch	1.11.106		97a33888e7a957f9d8a716534da40c46d64278d3
com.amazonaws	aws-java-sdk-cloudsearch	1.11.107		f12b02c000ed75101fb3dd1552831b6da5747584
com.amazonaws	aws-java-sdk-cloudsearch	1.11.108		c7a2b838268086f9a681f88c329afd5625fc6188
com.amazonaws	aws-java-sdk-cloudsearch	1.11.109		1f7caf832a3979a7550a5b156ce1be1a9e7799e6
com.amazonaws	aws-java-sdk-cloudsearch	1.11.11		bf2ea94b4eaee8d54e469dd97620f58e56685638
com.amazonaws	aws-java-sdk-cloudsearch	1.11.110		2aa7fd347b831281b5667d17993392cf47f38aed
com.amazonaws	aws-java-sdk-cloudsearch	1.11.111		1ca52a16c10f120b8600a28e744debfc5a37b310
com.amazonaws	aws-java-sdk-cloudsearch	1.11.112		49d7dca369b3240545d9ebc48fca951929c4d51b
com.amazonaws	aws-java-sdk-cloudsearch	1.11.113		d9172f558ead2c9a8dacfe7422c5c4c78b62c7f6
com.amazonaws	aws-java-sdk-cloudsearch	1.11.114		e228ef5811f4e886a00cfd1829961743067549a7
com.amazonaws	aws-java-sdk-cloudsearch	1.11.115		2f81ccc674af2ddb629869b7f312c26513deb2da
com.amazonaws	aws-java-sdk-cloudsearch	1.11.116		979133b8bd3ed2bc069da3aca1dcaca1f1cb72e8
com.amazonaws	aws-java-sdk-cloudsearch	1.11.117		1285b2c2d17d2f4ee867a73e17e87b82519b752c
com.amazonaws	aws-java-sdk-cloudsearch	1.11.118		4dfe06c6b1c22aff905e7e035928b258e278687b
com.amazonaws	aws-java-sdk-cloudsearch	1.11.119		f29ff8110f393cfbf0c5f94483580249d346fc37
com.amazonaws	aws-java-sdk-cloudsearch	1.11.12		06813885c5702a4cac83d92443c0f8e12211d8ea
com.amazonaws	aws-java-sdk-cloudsearch	1.11.120		714544f72df3524d23de9785d7fa888d7120c8ca
com.amazonaws	aws-java-sdk-cloudsearch	1.11.121		d87183daa7fd4a5443fd024125f9766261499d8d
com.amazonaws	aws-java-sdk-cloudsearch	1.11.122		3046ccb79bac12a9b6fad8cedad13e027064a2ed
com.amazonaws	aws-java-sdk-cloudsearch	1.11.123		ddf4c7f444f19e8f5639574c9f96eb8629036506
com.amazonaws	aws-java-sdk-cloudsearch	1.11.124		b1b7c71121fff991e4d9f61609d030e54e7f3bf6
com.amazonaws	aws-java-sdk-cloudsearch	1.11.125		0c108b774b61b02113af2e2b779c2de7d862627d
com.amazonaws	aws-java-sdk-cloudsearch	1.11.126		98b5a7b6de6d4e7bb0c7690877f3eb7d91768517
com.amazonaws	aws-java-sdk-cloudsearch	1.11.127		10461de379db826ce2e8362c0bec40111e56c575
com.amazonaws	aws-java-sdk-cloudsearch	1.11.128		700b18a3f40c82bbf9e5feabbd0f341a94355fc6
com.amazonaws	aws-java-sdk-cloudsearch	1.11.129		3a61285c286fc9f0c0ead8bf52c20d7e47ebce5a
com.amazonaws	aws-java-sdk-cloudsearch	1.11.13		f69f5260e639121d1d6019c552b499e3e8e8b88e
com.amazonaws	aws-java-sdk-cloudsearch	1.11.130		ba2bc262427e74894ad1f42aa2e7704334670d49
com.amazonaws	aws-java-sdk-cloudsearch	1.11.131		3cced8cce219a2e561baad04d6d6634be83a048d
com.amazonaws	aws-java-sdk-cloudsearch	1.11.132		15a7867528854bfa895a1779903507aee0fb5c22
com.amazonaws	aws-java-sdk-cloudsearch	1.11.133		6dc70cc0e4bac270fd1f365c20091fa0416d045c
com.amazonaws	aws-java-sdk-cloudsearch	1.11.134		add6c8e48c18de6319e1082f25d35eb34673702a
com.amazonaws	aws-java-sdk-cloudsearch	1.11.135		771bb99facb22539e44aa4a121532687a629de0c
com.amazonaws	aws-java-sdk-cloudsearch	1.11.136		08f7f1fd9d8daa73bd31335a033b3857411fdf2f
com.amazonaws	aws-java-sdk-cloudsearch	1.11.137		10d84df81b75a91d1cdb0033777ad96cd4771504
com.amazonaws	aws-java-sdk-cloudsearch	1.11.138		414cc7e08c0d1ce52a1b513c45013aa0489510e0
com.amazonaws	aws-java-sdk-cloudsearch	1.11.139		d7e9886cd21f3f734c32513be91f8c930f6a6503
com.amazonaws	aws-java-sdk-cloudsearch	1.11.14		13ba05cee4e55514b9ae01e62b5e8e2f4c4d17b2
com.amazonaws	aws-java-sdk-cloudsearch	1.11.140		c54fe7821c2e86296342dc96b3c651d2be1d30a6
com.amazonaws	aws-java-sdk-cloudsearch	1.11.141		32262833567fa5a7d267fe33b7232b70dbb109de
com.amazonaws	aws-java-sdk-cloudsearch	1.11.142		dfb8bc657dee2842fbb7a6b38247c1df9a84c3cc
com.amazonaws	aws-java-sdk-cloudsearch	1.11.143		a1f244cee6091cff3daf80c950e2190bb29d37fe
com.amazonaws	aws-java-sdk-cloudsearch	1.11.144		8599abe07cbed1be3079b41cb07e15f881e8cc98
com.amazonaws	aws-java-sdk-cloudsearch	1.11.145		a61c6bc9f0f84e69bcf5609e32aea5b830740d2c
com.amazonaws	aws-java-sdk-cloudsearch	1.11.146		67986e0371cbde9c5188a76b53157e1e1de84d8d
com.amazonaws	aws-java-sdk-cloudsearch	1.11.147		0f07a2b766e007ca6400b9632d4c51dac4864c7a
com.amazonaws	aws-java-sdk-cloudsearch	1.11.148		70a98a1ac7cb85b8268478080565c2a08383b55d
com.amazonaws	aws-java-sdk-cloudsearch	1.11.149		813c6c098e3dfa1eb0f393c7d342a10217054aea
com.amazonaws	aws-java-sdk-cloudsearch	1.11.15		0aabc6f8b54b52f34e729ac426bb5ecba5d47933
com.amazonaws	aws-java-sdk-cloudsearch	1.11.150		48ac2c48278758578c7734b8e33764ff2bc82059
com.amazonaws	aws-java-sdk-cloudsearch	1.11.151		e1093e2ae92fcdf3fe080c05ce95399757d0f843
com.amazonaws	aws-java-sdk-cloudsearch	1.11.152		6bd0e65734ff6318231ff3cb021fffae91833560
com.amazonaws	aws-java-sdk-cloudsearch	1.11.153		942209020d578089ef41577dc93d60336fac8910
com.amazonaws	aws-java-sdk-cloudsearch	1.11.154		9b75dae3feff923d1297312326a648029966215c
com.amazonaws	aws-java-sdk-cloudsearch	1.11.155		ac2c24e9fc102e2d5c610b92f688ce2f439b1de5
com.amazonaws	aws-java-sdk-cloudsearch	1.11.156		ab2d346ac4afeb9f84aacbbd803f3c9e334b780d
com.amazonaws	aws-java-sdk-cloudsearch	1.11.157		df6bc7484f497768744a4a100ea3554bf0586273
com.amazonaws	aws-java-sdk-cloudsearch	1.11.158		1c6daf70fd962021cbdac3cb179ec7e75052f4bb
com.amazonaws	aws-java-sdk-cloudsearch	1.11.159		570019aa1fa7fe1c42e212ba27dedd38044f3366
com.amazonaws	aws-java-sdk-cloudsearch	1.11.16		a4f0d7ea24bf7a9df4779b13a02d5ee321d91f07
com.amazonaws	aws-java-sdk-cloudsearch	1.11.160		2aeff689d01d39644725a2a771167c3c3460aa9e
com.amazonaws	aws-java-sdk-cloudsearch	1.11.161		e7536e65f6fc7ac0b948cf9750615654b9655219
com.amazonaws	aws-java-sdk-cloudsearch	1.11.162		f2f6e7f8a66edeca1508da9822651f744c746d11
com.amazonaws	aws-java-sdk-cloudsearch	1.11.163		7d8e151baa0bd12bcfbde7bd6ac4fa6c57808c85
com.amazonaws	aws-java-sdk-cloudsearch	1.11.164		62f80c2bf6333c1dab562b62ff81e71a4be9429a
com.amazonaws	aws-java-sdk-cloudsearch	1.11.165		edf555cde10cf03aafb55991d71906b5b7a587ce
com.amazonaws	aws-java-sdk-cloudsearch	1.11.166		4ed32437ec3c4cab9ce71178f2e9a8254b59f52b
com.amazonaws	aws-java-sdk-cloudsearch	1.11.167		ef07fd678785b2178134b328f7959f3d0aeaf65a
com.amazonaws	aws-java-sdk-cloudsearch	1.11.168		0b29d1652df9301731f1a28b7c8e3a2344f68a73
com.amazonaws	aws-java-sdk-cloudsearch	1.11.169		2ed7e1ea850f15ead69d1b5d5973f957f8dff379
com.amazonaws	aws-java-sdk-cloudsearch	1.11.17		fd616faad61d2fa07eb82e4bb1fd2a4ec26f3fbf
com.amazonaws	aws-java-sdk-cloudsearch	1.11.170		0025d66b2c084ecc5017f918797d1653d81f0abe
com.amazonaws	aws-java-sdk-cloudsearch	1.11.171		501ac79f22ec12f801a44e54af16dda00ffc5205
com.amazonaws	aws-java-sdk-cloudsearch	1.11.172		ddde5238c7047c5eed7c79ecb373f9227471b0c6
com.amazonaws	aws-java-sdk-cloudsearch	1.11.173		8e740c1a8387d40543ba7f251ecbc6753c9a5961
com.amazonaws	aws-java-sdk-cloudsearch	1.11.174		94f6d63981422abd013fa50a31e98b9efec7508a
com.amazonaws	aws-java-sdk-cloudsearch	1.11.175		186841dc3b9f96a8787b7a0646d611b65a21e903
com.amazonaws	aws-java-sdk-cloudsearch	1.11.176		ac49f408c14374e0f0515628f54aab69352e9530
com.amazonaws	aws-java-sdk-cloudsearch	1.11.177		e8876a6a6ed5c0599adaf7f256e53498418422bc
com.amazonaws	aws-java-sdk-cloudsearch	1.11.178		ba3d70ac6845aedc205496efae640676a3f659d6
com.amazonaws	aws-java-sdk-cloudsearch	1.11.179		4045a2ed6891406316111f2d31fb4f77274e98b9
com.amazonaws	aws-java-sdk-cloudsearch	1.11.18		b9ed1da88a681afd5cb516bd9e3520c137540cc9
com.amazonaws	aws-java-sdk-cloudsearch	1.11.180		5e31b61ac1e48199e9cf2dab276866985c9a4044
com.amazonaws	aws-java-sdk-cloudsearch	1.11.181		e1fcdab65f7005d85a67ff4ca38fb0924c301083
com.amazonaws	aws-java-sdk-cloudsearch	1.11.182		e3a69a305e27a75f7575fa89ae1b9313e1daa162
com.amazonaws	aws-java-sdk-cloudsearch	1.11.183		29db5d29f2b4dee5969a5d2c8bb29c43c2ae5676
com.amazonaws	aws-java-sdk-cloudsearch	1.11.184		224774f1aff422a80a3cb8ec459ebf409cf5cf25
com.amazonaws	aws-java-sdk-cloudsearch	1.11.185		eb840e057ed707f4e24f6b129758d339934315d6
com.amazonaws	aws-java-sdk-cloudsearch	1.11.186		b0f4aec68e16f627271614f7f4e84488c25e792e
com.amazonaws	aws-java-sdk-cloudsearch	1.11.187		1394c47fc9c9932643201febf7fac26ee578c459
com.amazonaws	aws-java-sdk-cloudsearch	1.11.188		5ca9f5eb9d6f13a74621d89c83961c8395dc0f00
com.amazonaws	aws-java-sdk-cloudsearch	1.11.189		9603f5ad5defd0a97e9caab457ec3711f4b966c6
com.amazonaws	aws-java-sdk-cloudsearch	1.11.19		481d967be21cada43fee95aa2f9816a6c1eb7364
com.amazonaws	aws-java-sdk-cloudsearch	1.11.190		f1b5212a5524c62437719adfb39e284a6fd37a98
com.amazonaws	aws-java-sdk-cloudsearch	1.11.191		d547560e100e50e9d39be65d68d741d9671a8af2
com.amazonaws	aws-java-sdk-cloudsearch	1.11.192		d85198cc2288e96ab13f7ca739cb55d1f3518ae7
com.amazonaws	aws-java-sdk-cloudsearch	1.11.193		ab37e46cb56d1387d5276436e1e1892ad87be4b5
com.amazonaws	aws-java-sdk-cloudsearch	1.11.194		67363ca02874ce6e082523f6929964bd81148966
com.amazonaws	aws-java-sdk-cloudsearch	1.11.195		f7210cd0beee2f5b5ca4acbf716072ae1fbbffba
com.amazonaws	aws-java-sdk-cloudsearch	1.11.196		7a409a2201dd003172ccb1bbf15978d94a451959
com.amazonaws	aws-java-sdk-cloudsearch	1.11.197		b82c3371e5131970954acc6b5418683d24d62074
com.amazonaws	aws-java-sdk-cloudsearch	1.11.198		05ceb813f2bee39aa9695fa64edc160f88de5537
com.amazonaws	aws-java-sdk-cloudsearch	1.11.199		2606ab836fc3479f6c950d08b02152918809f343
com.amazonaws	aws-java-sdk-cloudsearch	1.11.2		2117945d1d85079a2bca9f10a2b8c8e0136a3ae5
com.amazonaws	aws-java-sdk-cloudsearch	1.11.20		9fead940c66bbc60d8db11d5ef4ecc28000168e8
com.amazonaws	aws-java-sdk-cloudsearch	1.11.200		87f4d75eda9f6ada4404923f9d9b630b70203eb1
com.amazonaws	aws-java-sdk-cloudsearch	1.11.201		c6153748a1c5b246cb9166a98df7892c5ef8d78a
com.amazonaws	aws-java-sdk-cloudsearch	1.11.202		6a0e4a6137e49f96e70a487a82acb236f84171aa
com.amazonaws	aws-java-sdk-cloudsearch	1.11.203		f5537b5031d679c82eab141fb259e49c65894505
