br.com.thiagomoreira.liferay.plugins.share-button-app	share-button-portlet	1.0.0		N/A
com.amazonaws	aws-android-sdk-cloudwatch	2.14.1		1b94cf7410902ef83dfc2412737c21a79e17e46a
com.amazonaws	aws-android-sdk-cloudwatch	2.14.2		c6328cb090b441d03dec1b4a235e8afd6ec1adc0
com.amazonaws	aws-android-sdk-cloudwatch	2.15.0		829b21ccfbb90c15cdd2a39d46b4ef851b464b15
com.amazonaws	aws-android-sdk-cloudwatch	2.15.1		67049fd25ae58c81aa04c6e46f1accf7ec1a60ea
com.amazonaws	aws-android-sdk-cloudwatch	2.15.2		c067403e2443317903f11ba6c90cc769e0fe0f1a
com.amazonaws	aws-android-sdk-cloudwatch	2.16.0		411f9a3f634459421eda3cc56155d03fdcc3ef01
com.amazonaws	aws-android-sdk-cloudwatch	2.16.1		1750769e2d71f2e5268ab2ddb41cc170c44b333a
com.amazonaws	aws-android-sdk-cloudwatch	2.16.10		92fa776a4b81605cc94b5c53feb0d51c8a7a8457
com.amazonaws	aws-android-sdk-cloudwatch	2.16.11		58af19992bb2ed08b7bdf32e6d9d4cf96c36b72b
com.amazonaws	aws-android-sdk-cloudwatch	2.16.12		a646b0ac3f9cde5c05873034796d0ed6c1702a9b
com.amazonaws	aws-android-sdk-cloudwatch	2.16.13		5cdd6bb858617e32aa47b3c0faa3af202f6dc7a2
com.amazonaws	aws-android-sdk-cloudwatch	2.16.2		37c1f65bf7849cc69fe9d4630dceb444f0d008b1
com.amazonaws	aws-android-sdk-cloudwatch	2.16.3		5d7feb25b6af897e290f019f93fbcdc8f498a37e
com.amazonaws	aws-android-sdk-cloudwatch	2.16.4		37387498da2ab09d35bde12ae96b3acb3260ef7a
com.amazonaws	aws-android-sdk-cloudwatch	2.16.5		9f61fbbd2cb2f513d8636d5a019e3482dc2ffeed
com.amazonaws	aws-android-sdk-cloudwatch	2.16.6		b13480837dc4bf8e211650d90e4fec24c613dc79
com.amazonaws	aws-android-sdk-cloudwatch	2.16.7		71920c1ef5f32feb37e745c696d37a91595e182c
com.amazonaws	aws-android-sdk-cloudwatch	2.16.8		0918d49ea87f204a768c0daacc1490e4d59ad3f7
com.amazonaws	aws-android-sdk-cloudwatch	2.16.9		793c9270fc168be75f042f6b8e2bf6ab549358df
com.amazonaws	aws-android-sdk-cloudwatch	2.17.0		N/A
com.amazonaws	aws-android-sdk-cloudwatch	2.17.1		N/A
com.amazonaws	aws-android-sdk-cloudwatch	2.18.0		N/A
com.amazonaws	aws-android-sdk-cloudwatch	2.19.0		N/A
com.amazonaws	aws-android-sdk-cloudwatch	2.19.1		N/A
com.amazonaws	aws-android-sdk-cloudwatch	2.19.2		N/A
com.amazonaws	aws-android-sdk-cloudwatch	2.19.3		N/A
com.amazonaws	aws-android-sdk-cloudwatch	2.19.4		N/A
com.amazonaws	aws-android-sdk-cloudwatch	2.2.0		30dde2b9e26e630b30c3f1788c517529b21c781d
com.amazonaws	aws-android-sdk-cloudwatch	2.2.1		59b19fcde3febd58b4e3d4751d6ec2a1eb64b082
com.amazonaws	aws-android-sdk-cloudwatch	2.2.10		6787d7a63b3509f610b648674867a81e6406eaa0
com.amazonaws	aws-android-sdk-cloudwatch	2.2.11		de4e8c8ab18120cffef2bdbc23c2deac77187968
com.amazonaws	aws-android-sdk-cloudwatch	2.2.12		b324240f368b6f198bf600797668dc8db69c0d28
com.amazonaws	aws-android-sdk-cloudwatch	2.2.13		b8220fccf9653fa4881238f080323aad476dc9d8
com.amazonaws	aws-android-sdk-cloudwatch	2.2.14		5cf6e04d1b57fd1064d8c443aad31f42edc1a086
com.amazonaws	aws-android-sdk-cloudwatch	2.2.15		300681270a2c22e6f2ae36637dbdaecbf6ee40e5
com.amazonaws	aws-android-sdk-cloudwatch	2.2.16		7a1cbf8fae889400343dde0859ed4f2244a790fe
com.amazonaws	aws-android-sdk-cloudwatch	2.2.17		7b5a84c9ed1ffab691f34e96b11b2f7d5fdf0278
com.amazonaws	aws-android-sdk-cloudwatch	2.2.18		6de4ea2d2493b8b7b15c9d846c5b013e9a4f983f
com.amazonaws	aws-android-sdk-cloudwatch	2.2.19		445f1c90b91f70c19e9264da3a2c57876225bc2a
com.amazonaws	aws-android-sdk-cloudwatch	2.2.2		ddb5884230df088d573f5932d52edecbb156e235
com.amazonaws	aws-android-sdk-cloudwatch	2.2.20		81abde271802e2e6b46fa7bf4be7d089b864d9bc
com.amazonaws	aws-android-sdk-cloudwatch	2.2.21		e47da4223ea7d2b5fc3e8893c8a429c847067533
com.amazonaws	aws-android-sdk-cloudwatch	2.2.22		261bde7626fa4dcd83a1a1592f1de8077581225f
com.amazonaws	aws-android-sdk-cloudwatch	2.2.3		4245e6ddb337cb0826d540f4e9c7008cbe713719
com.amazonaws	aws-android-sdk-cloudwatch	2.2.4		73debe80dd02237434b15318caf22ca433a32041
com.amazonaws	aws-android-sdk-cloudwatch	2.2.5		46dac0767113dd2a8fa48806b99c21160b865d41
com.amazonaws	aws-android-sdk-cloudwatch	2.2.6		8779e42183d28447a6ac938f600cdc08971713c1
com.amazonaws	aws-android-sdk-cloudwatch	2.2.7		cfd75cece4e53b390473a6c242336b647196382f
com.amazonaws	aws-android-sdk-cloudwatch	2.2.8		e750112035bdc6417c16fd21cc4c2e5f74611026
com.amazonaws	aws-android-sdk-cloudwatch	2.2.9		e37bbda1bdcd58033911a517d56e919552193e5e
com.amazonaws	aws-android-sdk-cloudwatch	2.20.0		N/A
com.amazonaws	aws-android-sdk-cloudwatch	2.20.1		N/A
com.amazonaws	aws-android-sdk-cloudwatch	2.21.0		N/A
com.amazonaws	aws-android-sdk-cloudwatch	2.22.0		N/A
com.amazonaws	aws-android-sdk-cloudwatch	2.22.1		N/A
com.amazonaws	aws-android-sdk-cloudwatch	2.22.2		N/A
com.amazonaws	aws-android-sdk-cloudwatch	2.22.3		N/A
com.amazonaws	aws-android-sdk-cloudwatch	2.22.4		N/A
com.amazonaws	aws-android-sdk-cloudwatch	2.22.5		N/A
com.amazonaws	aws-android-sdk-cloudwatch	2.22.6		N/A
com.amazonaws	aws-android-sdk-cloudwatch	2.22.7		N/A
com.amazonaws	aws-android-sdk-cloudwatch	2.23.0		N/A
com.amazonaws	aws-android-sdk-cloudwatch	2.24.0		N/A
com.amazonaws	aws-android-sdk-cloudwatch	2.25.0		N/A
com.amazonaws	aws-android-sdk-cloudwatch	2.26.0		N/A
com.amazonaws	aws-android-sdk-cloudwatch	2.27.0		N/A
com.amazonaws	aws-android-sdk-cloudwatch	2.28.0		N/A
com.amazonaws	aws-android-sdk-cloudwatch	2.29.0		N/A
com.amazonaws	aws-android-sdk-cloudwatch	2.3.0		28bc726ca10493fd18abb5ce70f21e322ec253cd
com.amazonaws	aws-android-sdk-cloudwatch	2.3.1		228456d6f7c047d092eed27c46d87a5475cd1f8d
com.amazonaws	aws-android-sdk-cloudwatch	2.3.2		13224895e23e59673ad3df44bb7a1f927e9cd7c0
com.amazonaws	aws-android-sdk-cloudwatch	2.3.3		cc938bdc7ff003ff18f27e1672688088f26bfd19
com.amazonaws	aws-android-sdk-cloudwatch	2.3.4		b03f803fc07333ea0c4434fb155805420e678d21
com.amazonaws	aws-android-sdk-cloudwatch	2.3.5		6f7fa1422839db284f4bdcefa168cb533d669d70
com.amazonaws	aws-android-sdk-cloudwatch	2.3.6		22fbc29ba4082c8aa69957bec15c3210f6c6620d
com.amazonaws	aws-android-sdk-cloudwatch	2.3.7		bfa16e9054cd1206bbd8e2784f51b9e2b042eae9
com.amazonaws	aws-android-sdk-cloudwatch	2.3.8		908985a10d3b7f3098c43928f872176e7a9018ab
com.amazonaws	aws-android-sdk-cloudwatch	2.3.9		075b02b5a13156116c1ba3f71ff821fc5d4718b4
com.amazonaws	aws-android-sdk-cloudwatch	2.30.0		N/A
com.amazonaws	aws-android-sdk-cloudwatch	2.31.0		N/A
com.amazonaws	aws-android-sdk-cloudwatch	2.32.0		N/A
com.amazonaws	aws-android-sdk-cloudwatch	2.33.0		N/A
com.amazonaws	aws-android-sdk-cloudwatch	2.34.0		N/A
com.amazonaws	aws-android-sdk-cloudwatch	2.35.0		N/A
com.amazonaws	aws-android-sdk-cloudwatch	2.36.0		N/A
com.amazonaws	aws-android-sdk-cloudwatch	2.37.0		N/A
com.amazonaws	aws-android-sdk-cloudwatch	2.37.1		N/A
com.amazonaws	aws-android-sdk-cloudwatch	2.38.0		N/A
com.amazonaws	aws-android-sdk-cloudwatch	2.39.0		N/A
com.amazonaws	aws-android-sdk-cloudwatch	2.4.0		4b650b1a77978b7e547dea0ba59522e9a03dbb11
com.amazonaws	aws-android-sdk-cloudwatch	2.4.1		6f33376b2d17240d5496a237334e8a6774c7e913
com.amazonaws	aws-android-sdk-cloudwatch	2.4.2		bc4bb677f9438ffad9f30119435a6deb6067b25b
com.amazonaws	aws-android-sdk-cloudwatch	2.4.3		3f2d6852ca7cc406442d079100d8cf889b09de92
com.amazonaws	aws-android-sdk-cloudwatch	2.4.4		48d13788915fb5712897f6b6b44d9de5d9a5e061
com.amazonaws	aws-android-sdk-cloudwatch	2.4.5		0f12e8a8aed18801694e8487e5eeb6d4d40df90a
com.amazonaws	aws-android-sdk-cloudwatch	2.4.6		f4170435a114e7947555ffb5032f63f5c97b0933
com.amazonaws	aws-android-sdk-cloudwatch	2.4.7		acae262b0ec6425e868eeca1ac046acf6f5d130f
com.amazonaws	aws-android-sdk-cloudwatch	2.40.0		N/A
com.amazonaws	aws-android-sdk-cloudwatch	2.41.0		N/A
com.amazonaws	aws-android-sdk-cloudwatch	2.41.1		N/A
com.amazonaws	aws-android-sdk-cloudwatch	2.42.0		N/A
com.amazonaws	aws-android-sdk-cloudwatch	2.43.0		N/A
com.amazonaws	aws-android-sdk-cloudwatch	2.44.0		N/A
com.amazonaws	aws-android-sdk-cloudwatch	2.45.0		N/A
com.amazonaws	aws-android-sdk-cloudwatch	2.46.0		N/A
com.amazonaws	aws-android-sdk-cloudwatch	2.47.0		N/A
com.amazonaws	aws-android-sdk-cloudwatch	2.48.0		N/A
com.amazonaws	aws-android-sdk-cloudwatch	2.48.1		N/A
com.amazonaws	aws-android-sdk-cloudwatch	2.49.0		N/A
com.amazonaws	aws-android-sdk-cloudwatch	2.50.0		N/A
com.amazonaws	aws-android-sdk-cloudwatch	2.50.1		N/A
com.amazonaws	aws-android-sdk-cloudwatch	2.51.0		N/A
com.amazonaws	aws-android-sdk-cloudwatch	2.52.0		N/A
com.amazonaws	aws-android-sdk-cloudwatch	2.52.1		N/A
com.amazonaws	aws-android-sdk-cloudwatch	2.53.0		N/A
com.amazonaws	aws-android-sdk-cloudwatch	2.54.0		N/A
com.amazonaws	aws-android-sdk-cloudwatch	2.55.0		N/A
com.amazonaws	aws-android-sdk-cloudwatch	2.56.0		N/A
com.amazonaws	aws-android-sdk-cloudwatch	2.57.0		N/A
com.amazonaws	aws-android-sdk-cloudwatch	2.58.0		N/A
com.amazonaws	aws-android-sdk-cloudwatch	2.59.0		N/A
com.amazonaws	aws-android-sdk-cloudwatch	2.59.1		N/A
com.amazonaws	aws-android-sdk-cloudwatch	2.6.0		8c06f35e33282c21001b717a2baa6f5a438068fa
com.amazonaws	aws-android-sdk-cloudwatch	2.6.1		8e5b7bd469b4a998147224ee6b8ac6b38fc61aa7
com.amazonaws	aws-android-sdk-cloudwatch	2.6.10		43b38304361b4c57c2261ab46a00127352929525
com.amazonaws	aws-android-sdk-cloudwatch	2.6.11		38cbaa308fca92d57f6c7088f00ba7647a14a705
com.amazonaws	aws-android-sdk-cloudwatch	2.6.12		4dd159d3f666bc9c22d7a38493b596d57a0e8acb
com.amazonaws	aws-android-sdk-cloudwatch	2.6.13		5086a3cd0d11e4a113dc20650a6dff532b665490
com.amazonaws	aws-android-sdk-cloudwatch	2.6.14		49a0a1a8bad271a50ffe6dddfd29bd6b9ddf4242
com.amazonaws	aws-android-sdk-cloudwatch	2.6.15		f7d657431815eb5f4333bd4437f29b9949781418
com.amazonaws	aws-android-sdk-cloudwatch	2.6.16		6d758aa79e3b09807bb05b3c7e34f65480180a14
com.amazonaws	aws-android-sdk-cloudwatch	2.6.17		018a1a9b3ef93c990e7c713781e559f0424572a9
com.amazonaws	aws-android-sdk-cloudwatch	2.6.18		fbf58ecce9dcd995392ab280bc532b2b9efbd7ff
com.amazonaws	aws-android-sdk-cloudwatch	2.6.19		75d07d63f54f4e8df43af6aa286c35f6c84bcc45
com.amazonaws	aws-android-sdk-cloudwatch	2.6.2		afb589123acd60628de484a7c803da9ab1e33372
com.amazonaws	aws-android-sdk-cloudwatch	2.6.20		bb15c72a9e9d2dafbc653b10810271888259d7fc
com.amazonaws	aws-android-sdk-cloudwatch	2.6.21		65184636d0f9730d2033a219a325295ea1766260
com.amazonaws	aws-android-sdk-cloudwatch	2.6.22		f28b074379a8a5842f543ae2fba874c96a46f098
com.amazonaws	aws-android-sdk-cloudwatch	2.6.23		4e31a45af90b72d2e5295253679eb606054367f0
com.amazonaws	aws-android-sdk-cloudwatch	2.6.24		5a41e9f90d1b3f7eb81f19e790821b5041e63a8f
com.amazonaws	aws-android-sdk-cloudwatch	2.6.25		50aaa65615dde163d6f842cc38fe3a78c76646da
com.amazonaws	aws-android-sdk-cloudwatch	2.6.26		ce08562639682c3f2b993b3b9821170198030631
com.amazonaws	aws-android-sdk-cloudwatch	2.6.27		2c103f8f4767cb2a2d622cfa841a77f42b4c8945
com.amazonaws	aws-android-sdk-cloudwatch	2.6.28		cbe8c673cb112f3731223c1ea0b92eadfe2c6e9e
com.amazonaws	aws-android-sdk-cloudwatch	2.6.29		bd8f4eb6f00c1812dcc4a6c583372cf7fa0b8511
com.amazonaws	aws-android-sdk-cloudwatch	2.6.3		65eb588b4d5fe0c15fe86e9d3403f07dee59428e
com.amazonaws	aws-android-sdk-cloudwatch	2.6.30		ff9348350b59734391a5e65bb9d63a957baa8f70
com.amazonaws	aws-android-sdk-cloudwatch	2.6.31		996d842e528f15cc14729783707897a308949e3d
com.amazonaws	aws-android-sdk-cloudwatch	2.6.4		e1f7c41cafaa12b3711478892029d579240334ad
com.amazonaws	aws-android-sdk-cloudwatch	2.6.5		dcbb9413795676690f0ea01ec177713a18883938
com.amazonaws	aws-android-sdk-cloudwatch	2.6.6		46588f608038bda7f946a6a722dce7165652d1e9
com.amazonaws	aws-android-sdk-cloudwatch	2.6.7		e05f5c316943c25aed63d1c13ed8a33e74b07efe
com.amazonaws	aws-android-sdk-cloudwatch	2.6.8		1f805234799974af5172bf5f18a51580eecb7546
com.amazonaws	aws-android-sdk-cloudwatch	2.6.9		ec82fcc2cdee9bd1062d0af17db3ca2643f0f3bf
com.amazonaws	aws-android-sdk-cloudwatch	2.60.0		N/A
com.amazonaws	aws-android-sdk-cloudwatch	2.61.0		N/A
com.amazonaws	aws-android-sdk-cloudwatch	2.62.0		N/A
com.amazonaws	aws-android-sdk-cloudwatch	2.62.1		N/A
com.amazonaws	aws-android-sdk-cloudwatch	2.62.2		N/A
com.amazonaws	aws-android-sdk-cloudwatch	2.63.0		N/A
com.amazonaws	aws-android-sdk-cloudwatch	2.64.0		N/A
com.amazonaws	aws-android-sdk-cloudwatch	2.65.0		N/A
com.amazonaws	aws-android-sdk-cloudwatch	2.66.0		N/A
com.amazonaws	aws-android-sdk-cloudwatch	2.67.0		N/A
com.amazonaws	aws-android-sdk-cloudwatch	2.68.0		N/A
com.amazonaws	aws-android-sdk-cloudwatch	2.69.0		N/A
com.amazonaws	aws-android-sdk-cloudwatch	2.7.0		c18e81c5f08e24414e9bc222b283411296f55b49
com.amazonaws	aws-android-sdk-cloudwatch	2.7.1		40d8ebee517f8821a9593c831e68bd3ae57d77a3
com.amazonaws	aws-android-sdk-cloudwatch	2.7.2		85e505c0e09454d3a759d639601d94411fd360cf
com.amazonaws	aws-android-sdk-cloudwatch	2.7.3		b101183269096d82b17809d218e73b6fa444f440
com.amazonaws	aws-android-sdk-cloudwatch	2.7.4		4d1ca69340c29b849ae0848516bfb7d90b828195
com.amazonaws	aws-android-sdk-cloudwatch	2.7.5		975015b0a58486bf02c8e85c06d802ec033ceddd
com.amazonaws	aws-android-sdk-cloudwatch	2.7.6		abe2073aca551ca1c5e519bbf1c2826627fb2007
com.amazonaws	aws-android-sdk-cloudwatch	2.7.7		332723d651a21f898bb7489b5026942acb094e26
com.amazonaws	aws-android-sdk-cloudwatch	2.70.0		N/A
com.amazonaws	aws-android-sdk-cloudwatch	2.71.0		N/A
com.amazonaws	aws-android-sdk-cloudwatch	2.72.0		N/A
com.amazonaws	aws-android-sdk-cloudwatch	2.73.0		N/A
com.amazonaws	aws-android-sdk-cloudwatch	2.74.0		N/A
com.amazonaws	aws-android-sdk-cloudwatch	2.75.0		N/A
com.amazonaws	aws-android-sdk-cloudwatch	2.75.1		N/A
com.amazonaws	aws-android-sdk-cloudwatch	2.75.2		N/A
com.amazonaws	aws-android-sdk-cloudwatch	2.76.0		N/A
com.amazonaws	aws-android-sdk-cloudwatch	2.76.1		N/A
com.amazonaws	aws-android-sdk-cloudwatch	2.77.0		N/A
com.amazonaws	aws-android-sdk-cloudwatch	2.77.1		N/A
com.amazonaws	aws-android-sdk-cloudwatch	2.78.0		N/A
com.amazonaws	aws-android-sdk-cloudwatch	2.79.0		N/A
com.amazonaws	aws-android-sdk-cloudwatch	2.8.0		94401e210e2202dc03bd83d8519f2cee3e69489c
com.amazonaws	aws-android-sdk-cloudwatch	2.8.1		cee02b6195bc8b374a7ebe70559b7b6a1d821486
com.amazonaws	aws-android-sdk-cloudwatch	2.8.2		ab232f7d36a207c8faea31512108b82d99feb311
com.amazonaws	aws-android-sdk-cloudwatch	2.8.3		e30593c817539bf1c7a38dd8f5351c7dd955a4a3
com.amazonaws	aws-android-sdk-cloudwatch	2.8.4		71e70561410b48a3e50918e0c6f6fcd3a0752b49
com.amazonaws	aws-android-sdk-cloudwatch	2.8.5		ac41d5dcb4af23e5250704fbc4994b8d188a5eb8
com.amazonaws	aws-android-sdk-cloudwatch	2.9.0		eebd4e51f6b34efe88be430a7d00b79f932cafde
com.amazonaws	aws-android-sdk-cloudwatch	2.9.1		8202b91eaa73a04668561e7070ac1d02be1352a2
com.amazonaws	aws-android-sdk-cloudwatch	2.9.2		3ea3a6297ed20c9a313f867e6111a2595daf0910
com.aoapps	ao-messaging-http-client-js-book	3.0.0		4b998452fe4bc11f3ed1fbfb8399bc400366398d
com.facebook.presto	presto-rcfile	0.153		3b8163ed57cd9bdd6fd59832b366c6c6e2e2b29f
com.facebook.presto	presto-rcfile	0.154		4e76a5b7ae8e3854118acd91c0b4f615447466d4
com.facebook.presto	presto-rcfile	0.155		7681b4a22e35926af4ade3af7db7e5ea0b58680c
com.facebook.presto	presto-rcfile	0.156		b59df47e64507c87ec90a6954eea78caa2962162
com.facebook.presto	presto-rcfile	0.157		ca2eab8b778e5622b850fa646e922fd6b345f427
com.facebook.presto	presto-rcfile	0.157.1		0a56b2f82365cab46b3d566e305300dcc0b7dcf1
com.facebook.presto	presto-rcfile	0.158		b6bd7395e7a732ea41e6bd8ce87e5c2e09a67ec8
com.facebook.presto	presto-rcfile	0.159		327f1864f3bffee3aaa9e577a27875174de200bb
com.facebook.presto	presto-rcfile	0.160		32162ccb9125a89afbccf3cb852a2c520e82a384
com.facebook.presto	presto-rcfile	0.161		8c05dfb490baf97a797985632441a1107561ebcc
com.facebook.presto	presto-rcfile	0.162		dab0cfccd8ce46950eadafdd509ce5b2bc65f4d7
com.facebook.presto	presto-rcfile	0.163		d9357c98ed8f31ec3ddd682c6f841529eb531db1
com.facebook.presto	presto-rcfile	0.164		beea5a202858ec9e2ddf4c1eb430e2a8834b599c
com.facebook.presto	presto-rcfile	0.165		8a2c6c973d6b8b0ec7bf00d0b9b499d4c6445336
com.facebook.presto	presto-rcfile	0.166		15b285b2d1b64ce96876ce119a158cf088d15250
com.facebook.presto	presto-rcfile	0.167		ebed0d6619e26e6e213f2fd29772e5df59e6db49
com.facebook.presto	presto-rcfile	0.168		1e5cc9a00c557e4ca5f8f2c4bed9ba18038ec672
com.facebook.presto	presto-rcfile	0.169		6a75b7688c22eb71c6d1ecfb0389a9d18b39946b
com.facebook.presto	presto-rcfile	0.170		01518a3490d30499582cb9c285757a36d87cfe31
com.facebook.presto	presto-rcfile	0.171		dedad6c3b7040ee4e770f6858e74e71c0cc3382c
com.facebook.presto	presto-rcfile	0.172		85bdaf6723d811410c4c45aa7ae1595754a29543
com.facebook.presto	presto-rcfile	0.173		17c7341bcb0466eb0f5e3f83335095c265156afe
com.facebook.presto	presto-rcfile	0.174		1c9f50e8f013f8d47f6c23e60a467688537b4300
com.facebook.presto	presto-rcfile	0.175		a3ca260677bc8fd8f580ac3a797583d0dcf8a321
com.facebook.presto	presto-rcfile	0.176		986c038ded3b273bda691e0b8f223ec1d4cf7d7c
com.facebook.presto	presto-rcfile	0.177		782bf0f48112b9b4c5988d9d06552ce5601970cf
com.facebook.presto	presto-rcfile	0.178		f1a36825add0688028086550d0f6bd5866c00c0b
com.facebook.presto	presto-rcfile	0.179		eed67e7a6883406e0bffa88a1de03b354bad7dc4
com.facebook.presto	presto-rcfile	0.180		972aa1eddf6f777122c4697014b230cb18849b10
com.facebook.presto	presto-rcfile	0.181		95b2e5c1d7a32fc7d32e0222351af5ef7c07bf69
com.facebook.presto	presto-rcfile	0.182		1a27cbfed3181eb52ca80c045233157c931d72f1
com.facebook.presto	presto-rcfile	0.183		3ba7501f78e444e27a153975791c625a245795c4
com.facebook.presto	presto-rcfile	0.184		540d5acff6e90f4f0fbbcde5601ddad7eb45ee22
com.facebook.presto	presto-rcfile	0.185		1597fd8b6a4eeabb416d71923d18e30e9ac818ff
com.facebook.presto	presto-rcfile	0.186		9b0e60795a20a0130598d0c6b0aed46384b28491
com.facebook.presto	presto-rcfile	0.187		eb1a9594ad00a9afa43ad0825c5a2c1f0abc1880
com.facebook.presto	presto-rcfile	0.188		44f4155507b97d965edb0a06a77a40f7914a6f9e
com.facebook.presto	presto-rcfile	0.189		3025bb0d4e7d3d5638ae10be3ae764410c434d56
com.facebook.presto	presto-rcfile	0.190		22211a4575f224d7a722046e818ab5774121b2fe
com.facebook.presto	presto-rcfile	0.191		4a025f4742db2263a6275d1616d45cf46fac392f
com.facebook.presto	presto-rcfile	0.192		e1666660cb5832c7330ae4deb587536916a639a1
