ai.kognition.pilecv4j	opencv-install-jar	0.16-opencv4.5.2		N/A
io.quarkus	quarkus-spring-di	2.9.1.Final		944fbc384723838cdb8bd7e63904b7a57e8cef0f
io.quarkus	quarkus-spring-di	2.9.2.Final		9184e1aaafb4cf385142c84de0e156ceb583742e
io.quarkus	quarkus-spring-di	3.0.0.Alpha1		b0fc4557f9929783cf7bfc7fb077a63d12f97313
io.quarkus	quarkus-spring-di	3.0.0.Alpha2		d3cb2d36f936d37b351e9441b4f78814ec0ab6af
io.quarkus	quarkus-spring-di	3.0.0.Alpha3		fda75bee7d19989a64ea37f1ea64d677bfe650b7
io.quarkus	quarkus-spring-di	3.0.0.Alpha4		d559611209854af71edadf9368a146676580625a
io.quarkus	quarkus-spring-di	3.0.0.Alpha5		4997c970654c764a57da09531979a9b937c6e82e
io.quarkus	quarkus-spring-di	3.0.0.Alpha6		91cc083fc6cdfd81dc3bafbb10ce068590c40aa5
io.quarkus	quarkus-spring-di	3.0.0.Beta1		29ff82c184a13779629af5c01dbc016426adb805
io.quarkus	quarkus-spring-di	3.0.0.CR1		082f2cd367b03202f4f9e5c048d088d708927f75
io.quarkus	quarkus-spring-di	3.0.0.CR2		086b9365a24932eb38473caaf11e70bc8304f9f4
io.quarkus	quarkus-spring-di	3.0.0.Final		da3bf66d058acead3674e485c98afe9bdcc9ebf6
io.quarkus	quarkus-spring-di	3.0.1.Final		0dea28420217faca98bcb188b18e057961a01788
io.quarkus	quarkus-spring-di	3.0.2.Final		9ffb25da47a0fcfaed971e701cb6d7fc70114cc4
io.quarkus	quarkus-spring-di	3.0.3.Final		ae476c98d6739484f8186fa6f811fcfc21f7621c
io.quarkus	quarkus-spring-di	3.0.4.Final		624a9e095f1e3d7db1fdff817ce4b370aa3025db
io.quarkus	quarkus-spring-di	3.1.0.CR1		b1948138ec26374caf1bca0538c12b6b6a7f2a13
io.quarkus	quarkus-spring-di	3.1.0.Final		84d22cd3611b25bc5bf54ca8685671f1d235371f
io.quarkus	quarkus-spring-di	3.1.1.Final		b2a89eb7d42f5b03d6b4ef80edc3dc657df064e6
io.quarkus	quarkus-spring-di	3.1.2.Final		f082f7fb558245c8070fd8dd79b060d0ef79651b
io.quarkus	quarkus-spring-di	3.1.3.Final		b43ba8cbcc9fcb2b3449c165ebbe4c7f2100d7f0
io.quarkus	quarkus-spring-di	3.10.0		807d220c798ce885370c265b5fde42f51a62e1a9
io.quarkus	quarkus-spring-di	3.10.0.CR1		d135fe3048ce41584939e867f4b3897746c18dff
io.quarkus	quarkus-spring-di	3.10.1		bbaaa56f6b3e035c4c622c143a47e1caee08e850
io.quarkus	quarkus-spring-di	3.10.2		aec1660039f5fa253e5345fcf4bb1b3140c9242a
io.quarkus	quarkus-spring-di	3.11.0		23f4ff7de05a0948b4ec08e7bafef4725ce4c45a
io.quarkus	quarkus-spring-di	3.11.0.CR1		88fa17f183e0cbc7e840a2883b65901fce1b55a8
io.quarkus	quarkus-spring-di	3.11.1		3d873ace98066b381f56f55705faa555e98c7c12
io.quarkus	quarkus-spring-di	3.11.2		cf27733852621001a41767ad0d60321dbb216589
io.quarkus	quarkus-spring-di	3.11.3		6bbb8106be038b1b08897780229f14d9980cc1e2
io.quarkus	quarkus-spring-di	3.12.0		0a9b9e01b14b76c1a52b20e015e875c7a14639c2
io.quarkus	quarkus-spring-di	3.12.0.CR1		3ab6b2859820e096a50e8077b59ac4b3285c8731
io.quarkus	quarkus-spring-di	3.12.1		95d66b495b08f47e3a3f4568ecce6776307d80ce
io.quarkus	quarkus-spring-di	3.12.2		c1f32daa3d4225d8c5d480988311913d9fe3da5d
io.quarkus	quarkus-spring-di	3.12.3		6e93222fe5a204b82917901974f32fa6865aeb27
io.quarkus	quarkus-spring-di	3.13.0		5aec571d4f03e4463f949cf0daab950149fa3e08
io.quarkus	quarkus-spring-di	3.13.0.CR1		1fe22aa74565a140e96ff34aa6038624982a355a
io.quarkus	quarkus-spring-di	3.13.1		a62d6af51a6878751af7071dbf58ccfced157ec0
io.quarkus	quarkus-spring-di	3.13.2		0a224e28f2780128049bb6897dea178c3ba77aaa
io.quarkus	quarkus-spring-di	3.13.3		4c3f68b207a1f5a43afed3023913a3f4e1b9b315
io.quarkus	quarkus-spring-di	3.14.0		4a42dbe815f8cfdf974f71e3bb868e03d25375d7
io.quarkus	quarkus-spring-di	3.14.0.CR1		124ff1e1ba947705d22eb0d6a8cbcfa2bc548964
io.quarkus	quarkus-spring-di	3.14.1		77021b8f309e08ca82863dc010c344ae8668224b
io.quarkus	quarkus-spring-di	3.14.2		ac2ba9191c0f5ac52b007610611a4fd108fb77d1
io.quarkus	quarkus-spring-di	3.14.3		1ce7e015bf962fa492b0ca8f6669870665f3a528
io.quarkus	quarkus-spring-di	3.14.4		fa2f990ab7b274b2380115283fa10c8773be6534
io.quarkus	quarkus-spring-di	3.15.0		7c9414967d582ada28ce8811e22b576f0ec354af
io.quarkus	quarkus-spring-di	3.15.0.CR1		a7a77762235bbb3f3b69ae6917145c5dbc248c8d
io.quarkus	quarkus-spring-di	3.15.1		c7b68b4957cbdda9690642cf38efd1210ef3e041
io.quarkus	quarkus-spring-di	3.15.2		4f32cf91e65ba372f9f6abac48ed2059c00930c9
io.quarkus	quarkus-spring-di	3.15.3		59d5bbf1039854a7e5a82e9fa9ce801b2fb96d72
io.quarkus	quarkus-spring-di	3.15.3.1		086ef0b43b4431ef1bb321b06a2c0a26fdd974f0
io.quarkus	quarkus-spring-di	3.15.4		0b6feb58aaec85fae5c9120ca23351f2ff14bbab
io.quarkus	quarkus-spring-di	3.15.5		aca9a47c178a7c82d5b8db8586be8c3c852056ea
io.quarkus	quarkus-spring-di	3.16.0		e845e2bcac6af1881e9e89d06cc922e95ccb0cae
io.quarkus	quarkus-spring-di	3.16.0.CR1		286ea9e085715cd218bb2bd42ed9413c62467f81
io.quarkus	quarkus-spring-di	3.16.1		188bbe7233dc36e66bcbc0c97c5df20fd8c96bff
io.quarkus	quarkus-spring-di	3.16.2		f5a6d6f93437f7230f153177377122df4af6a99a
io.quarkus	quarkus-spring-di	3.16.3		06f0e2001cc38eca825098c74c5a8e31b3240117
io.quarkus	quarkus-spring-di	3.16.4		1e2c3c74548ab26c239b34e05d989693a6657b4c
io.quarkus	quarkus-spring-di	3.17.0		35c2610815a03c2369e2c6af37a198f1cab69bb8
io.quarkus	quarkus-spring-di	3.17.0.CR1		21c19a85d424793591a840f8f6df8f179a412f79
io.quarkus	quarkus-spring-di	3.17.1		bc2ae84e74a2d69985d5e8329f0c571b00cae6d1
io.quarkus	quarkus-spring-di	3.17.2		ba4fa51340d4fa8eb9932bab0b7c59a04904ccda
io.quarkus	quarkus-spring-di	3.17.3		c5295fb4e1eabddfbb7a14f363bf382b9722dc37
io.quarkus	quarkus-spring-di	3.17.4		45a33e28547e8f51dad6b5387c5bf83296116efe
io.quarkus	quarkus-spring-di	3.17.5		b91c2a18b2ec9907bd52799206e79065aafbddc0
io.quarkus	quarkus-spring-di	3.17.6		533c857bad571c67c889589a418603ba3c6193e8
io.quarkus	quarkus-spring-di	3.17.7		0e98ad2ddae5b06f1eea5b104d77a61a9d653263
io.quarkus	quarkus-spring-di	3.17.8		d61487460b74c716077eeff141cec43986e38e9b
io.quarkus	quarkus-spring-di	3.18.0		039b7923c716150418ab201791f8f623e1b5cc2d
io.quarkus	quarkus-spring-di	3.18.0.CR1		1e23c52bd3eefaa860017c055e78e77e7cb59b2c
io.quarkus	quarkus-spring-di	3.18.1		d74a88b4383e1b3e4b17bbc9bd298bd6f33b5b0a
io.quarkus	quarkus-spring-di	3.18.2		5e346d884f0daf8c62f001f3f29a64b53613745b
io.quarkus	quarkus-spring-di	3.18.3		5e7a3356179cb8e3b3abb2257080d3c8b8df902b
io.quarkus	quarkus-spring-di	3.18.4		e3afd1f03e315d9409b7b63795ff6fdd7026b132
io.quarkus	quarkus-spring-di	3.19.0		1940fda5c8b089e51c0ed71dea5e21ec3207e919
io.quarkus	quarkus-spring-di	3.19.0.CR1		209719c4cc54e86924ffc350c44107a23fe626b4
io.quarkus	quarkus-spring-di	3.19.1		518a9c25cc897cc45ecaf65d6cbb59c538e38bcb
io.quarkus	quarkus-spring-di	3.19.2		92fdbe99c1f3db3f6cacd08200535732f4e0a6e1
io.quarkus	quarkus-spring-di	3.19.3		690fed4b0e257cdeb7708edf6c0e26ab41b69ead
io.quarkus	quarkus-spring-di	3.19.4		a583e9bfb0b452f5050777b3a4385df6a808e605
io.quarkus	quarkus-spring-di	3.2.0.CR1		ab1656a941f6eac54bcc7267e75e8bf3c9fdfd55
io.quarkus	quarkus-spring-di	3.2.0.Final		f68404b467a0f3ceda738d2bdd5b5a267a125899
io.quarkus	quarkus-spring-di	3.2.1.Final		44d85d8c09bf62582bc01ce8bb0107527975fc6a
io.quarkus	quarkus-spring-di	3.2.10.Final		f0930d3cba6decef76c04870215de6bb7f94f691
io.quarkus	quarkus-spring-di	3.2.11.Final		69d9d42a990c4e54e64cb6b848e1d2561b4b4627
io.quarkus	quarkus-spring-di	3.2.12.Final		b8dab1246740537283e17f8aa1a817fe32d52062
io.quarkus	quarkus-spring-di	3.2.2.Final		96f29da05392dd8e6173ba81ea54315895f93a92
io.quarkus	quarkus-spring-di	3.2.3.Final		15297c7ec9025a72ee704c41d46eceb91e0e029e
io.quarkus	quarkus-spring-di	3.2.4.Final		0efcbef6ca5e065c44fe02d96028d0acc5e8a13a
io.quarkus	quarkus-spring-di	3.2.5.Final		b29fa9320320f1425f5324898bd00b8678de5f51
io.quarkus	quarkus-spring-di	3.2.6.Final		ec723fcfdd444d8b830a4d77b1b4464577d61175
io.quarkus	quarkus-spring-di	3.2.7.Final		46c714dce96814db316fa362ee0523709e082942
io.quarkus	quarkus-spring-di	3.2.8.Final		f3748c5a0b5997ca21e35aa420af2ae9b74f252c
io.quarkus	quarkus-spring-di	3.2.9.Final		178d57cf25df909cad483d42bb33f34706b395e5
io.quarkus	quarkus-spring-di	3.20.0		1c50742b19dda925b02510b9f6873088dca7e747
io.quarkus	quarkus-spring-di	3.20.0.CR1		5a71c49a76981af0878c5bd48d611006de6f53c1
io.quarkus	quarkus-spring-di	3.20.1		3cf1bde0b6e9567acf527f5a7eba0dc5ff0e7152
io.quarkus	quarkus-spring-di	3.21.0		18fc944b6f7b9d3fd36b51d842ecafff704a36b8
io.quarkus	quarkus-spring-di	3.21.0.CR1		77875e2deb52ff51f7bbd28fff2dee9a4b964949
io.quarkus	quarkus-spring-di	3.21.1		88ad10b690f1d67fdfbffabac159a950abfeeaab
io.quarkus	quarkus-spring-di	3.21.2		9df298b87576ca896dfb44d6a7d86dd34acedfc0
io.quarkus	quarkus-spring-di	3.21.3		fb6f198b11752a6bee403cce57902be1081992d3
io.quarkus	quarkus-spring-di	3.21.4		63cc2f45bf47938de7db56ecb52c7aad49db02ba
io.quarkus	quarkus-spring-di	3.22.0		a057be9d7974e7f6b382cf0e2fac783211cdbb27
io.quarkus	quarkus-spring-di	3.22.0.CR1		ca887a721d3e2b690536a9be2153590952a0549b
io.quarkus	quarkus-spring-di	3.22.1		dca129e05e2ec581c88c7e01211d68251d6f7c64
io.quarkus	quarkus-spring-di	3.22.2		08864409f121130a9e13bc7752a6dbeb2b90ec9e
io.quarkus	quarkus-spring-di	3.22.3		9388b7ea808b72276e3b40568621c4161e21fa7e
io.quarkus	quarkus-spring-di	3.23.0.CR1		95df0b63f24ff15288efbb1afa80434098bc08b7
io.quarkus	quarkus-spring-di	3.3.0		cd6f70d2f8413c8071dc5cca97237831c9d73102
io.quarkus	quarkus-spring-di	3.3.0.CR1		81cc44bd7253623d73ce2791bdd94a60cd155d92
io.quarkus	quarkus-spring-di	3.3.1		861c323529d7a22c948b53ced112e55fc2b2a76a
io.quarkus	quarkus-spring-di	3.3.2		f1e0f1fa4aef5e295b2107b5fb1065b1dc931be1
io.quarkus	quarkus-spring-di	3.3.3		35776a2399c84dc8708ecb6ba758fde2d5010f3c
io.quarkus	quarkus-spring-di	3.4.0		7362f4737786b94a5426593762468defb40a2fbb
io.quarkus	quarkus-spring-di	3.4.0.CR1		5feaa4095c629348b03a4b55389cbaef80f99fbf
io.quarkus	quarkus-spring-di	3.4.1		b42478881d17422d2be01b03d1df43265b90ea57
io.quarkus	quarkus-spring-di	3.4.2		c7fbc2670d8c6e6e1d661070c87656379d5f7710
io.quarkus	quarkus-spring-di	3.4.3		b5471d8491ad182266c52e18b1579760329255d5
io.quarkus	quarkus-spring-di	3.5.0		3baab78874b87b28a9eb0ed77cd2618c4752bacb
io.quarkus	quarkus-spring-di	3.5.0.CR1		587dd252dcaa775143ba67844d92b4cc4d76efae
io.quarkus	quarkus-spring-di	3.5.1		11b4e0590256b88d3c3bbe186f2d645f4525fe59
io.quarkus	quarkus-spring-di	3.5.2		d1523ee36bd58669ac9a301acd5498a6f145b274
io.quarkus	quarkus-spring-di	3.5.3		5aeee32ac336407a2f348585184f4b332fe8c8ef
io.quarkus	quarkus-spring-di	3.6.0		c23f43793e7ece04399f055ddcf0e4b0740a4f6d
io.quarkus	quarkus-spring-di	3.6.0.CR1		3d8b95ab8e07e03aaa223a036c961305211c2616
io.quarkus	quarkus-spring-di	3.6.1		4771c8872b2b7722f2e885142769fb051af3b5c2
io.quarkus	quarkus-spring-di	3.6.2		514ad361dbdb0fe23bb447d64b832422ee13af4a
io.quarkus	quarkus-spring-di	3.6.3		bf62a7934b50c88a96be70d111c11c136d922d28
io.quarkus	quarkus-spring-di	3.6.4		0a48edb698f785d1357645416d9a1afd6d4903f1
io.quarkus	quarkus-spring-di	3.6.5		0390e9c38b390b3512e3f7a28634c45365520c67
io.quarkus	quarkus-spring-di	3.6.6		a091af486d087585177b9b18396903aad543a2f4
io.quarkus	quarkus-spring-di	3.6.7		efebe35eee8fc921f937fcf48fc489719391de45
io.quarkus	quarkus-spring-di	3.6.8		19a41fba8fcd4504cc51421b6960f846fe839e9a
io.quarkus	quarkus-spring-di	3.6.9		0ca848c10d326179f0dfa804ad98f983f2b42c11
io.quarkus	quarkus-spring-di	3.7.0		463d14bc1c5e1d51999a16285bac2d99437ad3d4
io.quarkus	quarkus-spring-di	3.7.0.CR1		fd95e1d88fc08d311dbee7ef3ea7e7e57385e940
io.quarkus	quarkus-spring-di	3.7.1		c62e5dc6fa6352f0a457a714feb017e9867f093b
io.quarkus	quarkus-spring-di	3.7.2		cb05f72cbf72b9196d69afff2060051ea9cfe9e2
io.quarkus	quarkus-spring-di	3.7.3		1238233f9f87f4f66f84be5425491077ad2d0db2
io.quarkus	quarkus-spring-di	3.7.4		146d2e2106dc6a4d90be97cc8f360d03f8711a73
io.quarkus	quarkus-spring-di	3.8.0		a8dc619a3e7efae3a91e8c74acd4248449502a10
io.quarkus	quarkus-spring-di	3.8.0.CR1		47c6ff0d3d93150baa7643bb8dd46e2301c7690d
io.quarkus	quarkus-spring-di	3.8.1		6f5242f346bed3c96ec7e1a154ae05e42d3a3969
io.quarkus	quarkus-spring-di	3.8.2		9222efe13dc2ef42873cbcee6b0ae2d26867f4d9
io.quarkus	quarkus-spring-di	3.8.3		480c5035570fd07326241b2ae1d65f5acc42b16f
io.quarkus	quarkus-spring-di	3.8.4		a2226631e62d53429c62a86f069062170236bbb1
io.quarkus	quarkus-spring-di	3.8.5		025fb098b493f287fe754fcfe2f9855aba9c7af6
io.quarkus	quarkus-spring-di	3.8.6		50aad572a5042c50c22d8978b2232d8cbd5a836a
io.quarkus	quarkus-spring-di	3.8.6.1		34cbd9222ddf6342ab0a4802eaf61882b4967ec8
io.quarkus	quarkus-spring-di	3.9.0		44d14a3ee9ee14c4032bb8008ef3dfbd574369e6
io.quarkus	quarkus-spring-di	3.9.0.CR1		30c370600ee10cab3dcb3b297a242ca695412f8c
io.quarkus	quarkus-spring-di	3.9.0.CR2		08ff200636271f2cb79972318383a91021073867
io.quarkus	quarkus-spring-di	3.9.1		7ac2499f29a2fb920863f50b235a1433a55b5960
io.quarkus	quarkus-spring-di	3.9.2		5ce83409ed725fc593f29e5d466296e2cb39dc3d
io.quarkus	quarkus-spring-di	3.9.3		2cda53a99a3312963e754974c7bea37f6a15a829
io.quarkus	quarkus-spring-di	3.9.4		a29e23b1df8059715bfd3b94b5f7dd290d0e400b
io.quarkus	quarkus-spring-di	3.9.5		e22d7fae1ea8f54d73d48a92bd98b79a214d0af2
io.tus.java.client	tus-java-client	0.4.0		c8feaf820147c6c535e6206dcfce822b9265a665
io.tus.java.client	tus-java-client	0.4.0-pre1		0674d103855e43db66a75dee379153a422d0ed40
io.tus.java.client	tus-java-client	0.4.3		f60c0800cb439631b48370dbc904cebcd736678e
io.tus.java.client	tus-java-client	0.4.4		N/A
io.tus.java.client	tus-java-client	0.4.5		1f99441ced5a0559f94d007cf3dfba6a0d85cd31
io.tus.java.client	tus-java-client	0.5.0		c355c4f19d055aa0eeb3b2fc6b51f2cb1d597ce9
io.wcm	io.wcm.testing.sling-mock	1.0.0		c7b8263a92833726cb873a431545c4f7180983e2
io.wcm	io.wcm.testing.sling-mock	1.1.0		a85ff7cbd1c65dc70a760fa7652326679f77d995
me.lightspeed7	akka-crontab-streams_2.12	0.3.2		a9d1e73b863ee514a9b2b22d691565980302ea9a
me.lightspeed7	akka-crontab-streams_2.12	0.3.3		ce6017475a0ba52bce1ae40390a4a2040888d43e
net.guerlab.cloud.region	guerlab-cloud-region-provider-basic	2022.0.0		1efaff6d4af0e1b09fc46448690440266000608a
net.guerlab.cloud.region	guerlab-cloud-region-provider-basic	2022.0.1		4e44fd5f97bfe6fe2ca4af4da72f66dd64995fed
net.guerlab.cloud.region	guerlab-cloud-region-provider-basic	2022.1.0		0b789c4a0b4117801c665e40dc885a44b11a8d9f
net.guerlab.cloud.region	guerlab-cloud-region-provider-basic	21.11.0		645f92623e773ffedb6f046c57da8a9ad9d35bdf
net.guerlab.cloud.region	guerlab-cloud-region-provider-basic	21.7.2		24a3b0f79a972a6956177e7bb93c000bd14028fd
net.raumzeitfalle.registration	la4j-solver	0.0.5		e0fee84a21eca1b95a22bdfd08486dfc12819e52
net.raumzeitfalle.registration	la4j-solver	0.0.6		f333a9adcfbcf9d0808e5bc671e1fc32675beff2
net.raumzeitfalle.registration	la4j-solver	0.0.7		f151064555b993fcbc9bde2c8f509d83eaa6da19
net.sf.javafeedparsercommon	javafeedparsercommon	1.0.0		6bfb79c7694b61f56f18b603ef9c01b6537c63fc
net.stickycode.mockwire	sticky-mockwire-mockito	3.2		0403d82ab352d0fe7fed9aa3ed28dc2006dc2f24
net.stickycode.mockwire	sticky-mockwire-mockito	4.3		a6753158e30774b27dbd9d0d1a2ef271f5d25770
net.stickycode.mockwire	sticky-mockwire-mockito	5.1		ecb82e8ef05496c370db9ccf302f4b440b162c9e
net.stickycode.mockwire	sticky-mockwire-mockito	7.1		0c1b746b4f455fa7458a4ff9b87fecdce227c347
net.stickycode.mockwire	sticky-mockwire-mockito	7.2		4862592dd0427828c08b0ad7b12a1e2540e0781d
net.stickycode.mockwire	sticky-mockwire-mockito	8.1		51791f21d81837f6b508ca79653c03716431006a
network.chaintech	cmpcharts-iossimulatorarm64	1.0.0		N/A
network.chaintech	cmpcharts-iossimulatorarm64	1.0.0	metadata	4c3b8d86e0abb76c99e8aaf2fbfb56f9170be630
network.chaintech	cmpcharts-iossimulatorarm64	1.0.1		N/A
network.chaintech	cmpcharts-iossimulatorarm64	1.0.1	metadata	7a44edf4ec16a5ea13c2cc7b7345337513ebb49d
network.chaintech	cmpcharts-iossimulatorarm64	1.0.2		N/A
network.chaintech	cmpcharts-iossimulatorarm64	1.0.2	metadata	90c73a04eab139c04bc0a8189179ecdce3a81ae1
network.chaintech	cmpcharts-iossimulatorarm64	1.0.3		N/A
network.chaintech	cmpcharts-iossimulatorarm64	1.0.3	metadata	88cb748beba1f085ff5a1fec3a46dcd5eef84bee
network.chaintech	cmpcharts-iossimulatorarm64	2.0.0		N/A
network.chaintech	cmpcharts-iossimulatorarm64	2.0.0	metadata	8578b53fb6b7cf64073aef0f37ea96e128637ade
network.chaintech	cmpcharts-iossimulatorarm64	2.0.1		N/A
network.chaintech	cmpcharts-iossimulatorarm64	2.0.1	metadata	1b68e74391cb214d9a14caeae4e428ea5979aab3
network.chaintech	cmpcharts-iossimulatorarm64	2.0.2		N/A
network.chaintech	cmpcharts-iossimulatorarm64	2.0.2	metadata	6e1ec363c4dbe751fbe8cf399a02262b941fd2a2
network.chaintech	cmpcharts-iossimulatorarm64	2.0.3		N/A
network.chaintech	cmpcharts-iossimulatorarm64	2.0.3	metadata	6e1ec363c4dbe751fbe8cf399a02262b941fd2a2
org.allenai.tinkerpop.blueprints	blueprints-core	2.7.0		078a06e193efed7fb82f8462dd9f12d87ddba16f
org.allenai.tinkerpop.blueprints	blueprints-core	2.7.1		19697cb09bb0d3dcbd51482b340d2fb1b98121dc
org.apache.chemistry.opencmis	chemistry-opencmis-server-async	0.14.0		1d2243866a3c37bee66d4a27951612f351d87e8c
org.apache.chemistry.opencmis	chemistry-opencmis-server-async	1.0.0		68267306fc8cbaae16d1f0279183e754f7d070d7
org.apache.chemistry.opencmis	chemistry-opencmis-server-async	1.1.0		b7f6bdba8c50763993c74196579b37557a9f4623
org.apache.geronimo.modules	geronimo-tomcat7-clustering-builder-wadi	3.0-M1		db37758616eece061d7b8af06d1fb7594758dcd7
org.apache.geronimo.modules	geronimo-tomcat7-clustering-builder-wadi	3.0-beta-1		04f7aa18f5281f3a45e46a74f1f7083314de3ed0
org.apache.geronimo.modules	geronimo-tomcat7-clustering-builder-wadi	3.0.0		dc90a6cd532fb201ee4121914879b3ca1acbbde2
org.apache.geronimo.modules	geronimo-tomcat7-clustering-builder-wadi	3.0.1		a3fc15471adaf8daa890b3aa6e7c1a06961628a2
org.apache.isis.core	isis-core-security-shiro	1.10.0		51d1910865c4b270999f348411e51aa7d0ea04a5
org.apache.isis.core	isis-core-security-shiro	1.11.0		ea039da6b5fee358d3e701a49fb12bd91593c5ef
org.apache.isis.core	isis-core-security-shiro	1.11.1		e95c67afa33458321aa59d6f00ba53eb50ae8c66
org.apache.isis.core	isis-core-security-shiro	1.12.0		4f1c75b20593753551175264acc1e48c272b6a1d
org.apache.isis.core	isis-core-security-shiro	1.12.1		4b9f698b6bafc8f4f2cbf4ca7ba4398f58806767
org.apache.isis.core	isis-core-security-shiro	1.12.2		d2aae3a3935d69e0103bc3e93d72f1123fbac01e
org.apache.isis.core	isis-core-security-shiro	1.13.0		66b435cb1b84756212551fd280cf1c70722d97a2
org.apache.isis.core	isis-core-security-shiro	1.13.1		3078e16020789961de6c195417dedb4b7d6ea272
org.apache.isis.core	isis-core-security-shiro	1.13.2		07d2d4b745436109e34356608614c76c85850e6e
org.apache.isis.core	isis-core-security-shiro	1.14.0		90ad1e9564e2a316fb31cf8dd2034fbc8fc871d3
org.apache.isis.core	isis-core-security-shiro	1.15.0		d9fd0b990b16b1d09ccd0cecf93e66a0a7936ad0
org.apache.isis.core	isis-core-security-shiro	1.15.1		c59df1e30b782cb6845a211f303900544a5327ba
org.apache.isis.core	isis-core-security-shiro	1.16.0		ef6874482ccaebd28cac5c2ecd2658d25f1fcd53
org.apache.isis.core	isis-core-security-shiro	1.16.1		d83c27fc0cf4faa040d918657683d978d706a066
org.apache.isis.core	isis-core-security-shiro	1.16.2		8d62b26ebee442c123b32a5ed4cb1e3e6320bbae
org.apache.isis.core	isis-core-security-shiro	1.17.0		5623d8a517b01b4b88d0780f61b021aa20bd9d7a
org.apache.isis.core	isis-core-security-shiro	1.6.0		1ab323c6831a7a24712ac9ed46b5f7dff61bb9cb
org.apache.isis.core	isis-core-security-shiro	1.7.0		ede532c6897bd016909131e7b450bcb68c76bc63
org.apache.isis.core	isis-core-security-shiro	1.8.0		611610734a4239b9703e20e8f6c8b5c7f3b33ac5
org.apache.isis.core	isis-core-security-shiro	1.9.0		603029bfc2b43a3457f9e75331eb720f29fce538
org.apache.isis.core	isis-core-security-shiro	2.0.0-M1		83a85678486cb037496a5ef973c9b5db07cae606
org.arquillian.pact	arquillian-pact-provider-api	1.0.0.Alpha1		e4070e5c79e12893d30e81051082e706a246fd32
org.arquillian.pact	arquillian-pact-provider-api	1.0.0.Alpha2		8a6a1cb2c6dbd9710716752769f79afcfc8b355d
org.arquillian.pact	arquillian-pact-provider-api	1.0.0.Alpha3		155de61a425299129e438469cc4186019b3ba7ad
org.arquillian.pact	arquillian-pact-provider-api	1.0.0.Alpha4		5931953f2f7e70140a7048d159aac7d57e0a754e
org.aya-prover	producer	0.31.0		5ed7151f9c41698bc4880928a26569707e807e77
org.aya-prover	producer	0.32.0		7c2b1b20e7e03d117ea7f62c1d327ba490010e05
org.aya-prover	producer	0.33.0		a0652182399e8c7b6491840259ac9bb03c37cb30
org.aya-prover	producer	0.34.0		ab8d1fc514513d031539563891be254b837c6eea
org.aya-prover	producer	0.35.0		a10b36096919881a523ef138cea9c81586002ca6
org.aya-prover	producer	0.36.0		2a8fdcbe6021e5b6eba734068340ba41c28c3546
org.aya-prover	producer	0.37.0		94b2ab37a9f55ab47ccbc130a2df3eb949d0fb4c
org.aya-prover	producer	0.38.0		6cdff33aa44e4ec0122806ab758ae7283125b02e
org.cloudfoundry	java-buildpack-client-certificate-mapper	2.0.0		f7b09e300260bdde696b2d2f0fa3e8355b53de99
org.cloudfoundry	java-buildpack-client-certificate-mapper	2.0.1		70681328da8c8fd4d34182d1532632653df6df5e
org.codehaus.enunciate	enunciate-xfire-rt	1.10		438bf0e07717c3275c4bd7749292c0f33aba6cf3
org.codehaus.enunciate	enunciate-xfire-rt	1.10-RC1		2dfb809338ecbb4587aa438ffbb8761fadadaea3
org.codehaus.enunciate	enunciate-xfire-rt	1.10-RC2		4033fd1ad11e09b4403819285f6ea7fa0cfd7622
org.codehaus.enunciate	enunciate-xfire-rt	1.10-RC3		7e1f9b7b95d9c68c0088e6b8e90250fb883c1d62
org.codehaus.enunciate	enunciate-xfire-rt	1.11		19d66449d8e350380345767083c720b250813dfc
org.codehaus.enunciate	enunciate-xfire-rt	1.11-RC1		f87ffb16562b43151a74b389bfd0fa4b15c42e93
org.codehaus.enunciate	enunciate-xfire-rt	1.11-RC2		9e1ac2f8e30116dd26198d2c109f342a30bd5724
org.codehaus.enunciate	enunciate-xfire-rt	1.12		f55acdd94c97731ada041fa7b4816218cfed828b
org.codehaus.enunciate	enunciate-xfire-rt	1.12-RC1		1b08070639266c69c762d1e4c84efae6b8431c9d
org.codehaus.enunciate	enunciate-xfire-rt	1.12.1		e7e5b10eac7bea90f137ef9b0d30c1652388a0be
org.codehaus.enunciate	enunciate-xfire-rt	1.13		ec09767ffce5b780fbb156cb374e3dae553760d8
org.codehaus.enunciate	enunciate-xfire-rt	1.13-RC1		9f43941aef4bfd960ae189ccbb57632cee735ce5
org.codehaus.enunciate	enunciate-xfire-rt	1.13-RC2		af0b9c9cdb73f080b604118933fd128288230d4e
org.codehaus.enunciate	enunciate-xfire-rt	1.14		4ff6d5aa216306041e6c9fcec67006490cbbd607
org.codehaus.enunciate	enunciate-xfire-rt	1.14-RC1		167a2c5c0b4e63cf79801d6eb3627c22405f9fdc
org.codehaus.enunciate	enunciate-xfire-rt	1.14-RC2		ddf21c66786a73be4698eccfc0ced09840c00e14
org.codehaus.enunciate	enunciate-xfire-rt	1.14-RC3		c691ad16eea056239b97b85886f775af5cc8de55
org.codehaus.enunciate	enunciate-xfire-rt	1.15		16ee1134b19b15878c775d4c2f98a0a5bc45cc49
org.codehaus.enunciate	enunciate-xfire-rt	1.15-RC1		c9ce8da7c39309f222134efb4eae3a8e651f8fdc
