ai.wanaku	wanaku-tool-service-sqs	0.0.4		780400b60fd9a1d7d18fbbebad4048ad40cf3cd5
org.drools	drools-pmml	7.6.0.Final		88794c1d6991be12a0911b81207cd47a60ca0714
org.drools	drools-pmml	7.6.0.t022		cf85aa53226dbe65f370cf0fcc02950a63eea316
org.drools	drools-pmml	7.7.0.Final		74ca1a859e40bfb8d46f86e7a7920e0647f7ef66
org.eurekaclinical	eurekaclinical-user-agreement-webapp	1.0		N/A
org.eurekaclinical	eurekaclinical-user-agreement-webapp	1.0-Alpha-1		N/A
org.eurekaclinical	eurekaclinical-user-agreement-webapp	1.0-Alpha-10		N/A
org.eurekaclinical	eurekaclinical-user-agreement-webapp	1.0-Alpha-11		N/A
org.eurekaclinical	eurekaclinical-user-agreement-webapp	1.0-Alpha-12		N/A
org.eurekaclinical	eurekaclinical-user-agreement-webapp	1.0-Alpha-2		N/A
org.eurekaclinical	eurekaclinical-user-agreement-webapp	1.0-Alpha-3		N/A
org.eurekaclinical	eurekaclinical-user-agreement-webapp	1.0-Alpha-4		N/A
org.eurekaclinical	eurekaclinical-user-agreement-webapp	1.0-Alpha-5		N/A
org.eurekaclinical	eurekaclinical-user-agreement-webapp	1.0-Alpha-6		N/A
org.eurekaclinical	eurekaclinical-user-agreement-webapp	1.0-Alpha-7		N/A
org.eurekaclinical	eurekaclinical-user-agreement-webapp	1.0-Alpha-8		N/A
org.eurekaclinical	eurekaclinical-user-agreement-webapp	1.0-Alpha-9		N/A
org.eurekaclinical	eurekaclinical-user-agreement-webapp	1.1		N/A
org.eurekaclinical	eurekaclinical-user-agreement-webapp	2.0		N/A
org.eurekaclinical	eurekaclinical-user-agreement-webapp	2.0-Alpha-1		N/A
org.eurekaclinical	eurekaclinical-user-agreement-webapp	2.0-Alpha-2		N/A
org.eurekaclinical	eurekaclinical-user-agreement-webapp	2.0-Alpha-3		N/A
org.eurekaclinical	eurekaclinical-user-agreement-webapp	2.0-Alpha-4		N/A
org.eurekaclinical	eurekaclinical-user-agreement-webapp	2.0-Alpha-5		N/A
org.eurekaclinical	eurekaclinical-user-agreement-webapp	2.0-Alpha-6		N/A
org.eurekaclinical	eurekaclinical-user-agreement-webapp	2.0-Alpha-7		N/A
org.eurekaclinical	eurekaclinical-user-agreement-webapp	3.0		N/A
org.eurekaclinical	eurekaclinical-user-agreement-webapp	3.0-Alpha-1		N/A
org.eurekaclinical	eurekaclinical-user-agreement-webapp	3.0-Alpha-3		N/A
org.eurekaclinical	eurekaclinical-user-agreement-webapp	3.1-Alpha-1		N/A
org.finos.legend.engine	legend-engine-repl-light	4.38.0		9e0461d9aad11f83aa7ac1d06589ab850a06919e
org.finos.legend.engine	legend-engine-repl-light	4.38.1		12493c5739ab5df1dcf0bb312f2152d9a70c7611
org.finos.legend.engine	legend-engine-repl-light	4.38.2		4d0e7451eb9dfdff8060cccc264a1e3908388474
org.finos.legend.engine	legend-engine-repl-light	4.38.3		2280a1100dff84d63d11b14105dcd3e8e967f8d4
org.finos.legend.engine	legend-engine-repl-light	4.38.4		93a9e5b93886cd7f8c415ba62972b9396d69e756
org.finos.legend.engine	legend-engine-repl-light	4.39.0		2d007e60e3f9b8d8e30e3d8dd4ab91b294640db1
org.finos.legend.engine	legend-engine-repl-light	4.39.1		4dbfbbc72c3f65239d6907c68f5433a4e33a1037
org.fugerit.java	yaml-doc-tool	0.1.0		ddac914214a98929d0c76aa310285eb34b08e943
org.fugerit.java	yaml-doc-tool	0.1.1		0423e152dfb4e06ddebed4ec5970a685eb25bf35
org.fugerit.java	yaml-doc-tool	0.2.0		56d53204c3e597194efa0ddc72430990daa81862
org.fugerit.java	yaml-doc-tool	0.2.1		8c35d245bed2fd479104b44448fd4e145a152ef2
org.fugerit.java	yaml-doc-tool	0.2.2		eea7a0179c285fdec5e9f963f2c7967513f5ef86
org.fugerit.java	yaml-doc-tool	0.2.3		245a7b72871c3b89344a2cf41316463d0a8b3a0b
org.fugerit.java	yaml-doc-tool	0.2.4		5eea1c62c7448a3f30c34db7ef55d384435cc2f6
org.fugerit.java	yaml-doc-tool	0.3.0		1d1cea5cbc26aaae4f077e1f347b9a19e239d231
org.fugerit.java	yaml-doc-tool	0.3.1		f625a05bec706d9352733f2d6c9b2432d2e4fa73
org.fugerit.java	yaml-doc-tool	0.3.2		b89b42e9261eada9ca73ba5ca2781b60fb9b3d26
org.fugerit.java	yaml-doc-tool	0.4.0		945755d0c00860aa75acd200ba442106950335b6
org.fugerit.java	yaml-doc-tool	0.4.1		46426573eb34b740a9d70478fe459818494942a1
org.fugerit.java	yaml-doc-tool	0.4.2		530247876fbd44bc7e94eaf23dab76c2f224c9c0
org.fugerit.java	yaml-doc-tool	0.5.0		fbe18e9ad18e2ee5830a65af8379b8316367e5c1
org.fugerit.java	yaml-doc-tool	0.6.0		5af4d48cc7249f1976e17c2d0c0c5ed55df21331
org.fugerit.java	yaml-doc-tool	0.6.1		b26fd8fb044f033d78f989b457de02d9fb096792
org.fugerit.java	yaml-doc-tool	0.7.0		566a79b0f6c2f39fe674ae187edb04504e29e8a1
org.fugerit.java	yaml-doc-tool	0.7.0-universe.1		0cf72e813a09a2ed1ffbe9d52ceb0fe75f84eaac
org.fugerit.java	yaml-doc-tool	1.0.0		6e5619443735dff505745584afb3eff72662b7af
org.fugerit.java	yaml-doc-tool	1.0.1		20027fe32dd6b41064c7b8d62759950f94a1c8cb
org.fugerit.java	yaml-doc-tool	1.0.2		00f5ac641b511be46bd2b1ee99daf6e6c407a37f
org.fugerit.java	yaml-doc-tool	1.0.3		6142446418c39e086069ac8c07d6fc8acdddc911
org.fusesource.scalate	scalate-pegdown_2.9	1.6.0		1a58661684c341bbd20b7cf636ad7f47225c12ac
org.fusesource.scalate	scalate-pegdown_2.9	1.6.1		e9b58f9fd14fa7c0bfcb667c1269dac60e9e8bd5
org.gnieh	fs2-data-text_sjs1_3	1.0.0		4dbc1069275bdac2433131840c01f612e06f5c6d
org.gnieh	fs2-data-text_sjs1_3	1.0.0-RC3		8b4e5c9f5f380d84461260fe581559794ae5e086
org.gnieh	fs2-data-text_sjs1_3	1.0.1		49887d51de9e437c7128bb9dadab6b866fb4b409
org.gnieh	fs2-data-text_sjs1_3	1.1.0		4bdb03b454b43d92d6f02388b209a8e1dcd5ae67
org.gnieh	fs2-data-text_sjs1_3	1.10.0		8b9a9a7e9e2942417153f78c41da05684acdb223
org.gnieh	fs2-data-text_sjs1_3	1.11.0		f0309e2dc96d5b0bd75c46859657773cae6b9df8
org.gnieh	fs2-data-text_sjs1_3	1.11.1		80e95f290814024cd2a8b99e29f9a4992a711514
org.gnieh	fs2-data-text_sjs1_3	1.11.2		a4cec6d795b416d802fc33d7c0e591845dc96ff7
org.gnieh	fs2-data-text_sjs1_3	1.11.3		8787f22d61a237cd472adfc3c563fb77fbae68a8
org.gnieh	fs2-data-text_sjs1_3	1.2.0		fcc56d157fb2e0d173042c2f1493a5e98148547f
org.gnieh	fs2-data-text_sjs1_3	1.3.0		64362549ddc76f1220b3ebadc6458c58a7c504e2
org.gnieh	fs2-data-text_sjs1_3	1.3.1		22f8c0f9f86ddd468ac54266508e3cef73660163
org.gnieh	fs2-data-text_sjs1_3	1.4.0		b19d5bc3d5099fafc93cb0e3b1a83b40a808c234
org.gnieh	fs2-data-text_sjs1_3	1.4.1		6595a18bf3ea2d121db69683bad81c7dbb6461c4
org.gnieh	fs2-data-text_sjs1_3	1.5.0		6ffa6bd01d3e46e0b2692b3281d87eb1ff0d1b2c
org.gnieh	fs2-data-text_sjs1_3	1.5.1		56cbf6f4ff4359394d4f04b2423124b7d0ccc583
org.gnieh	fs2-data-text_sjs1_3	1.6.0		d068afc8ee94247835c580e799496242aaf5c2b6
org.gnieh	fs2-data-text_sjs1_3	1.6.1		2166ea613d338edb7dce5c9c920ea3759f65a3fd
org.gnieh	fs2-data-text_sjs1_3	1.7.0		67d1d70e37ab8486c750012320d9ff6ab965b277
org.gnieh	fs2-data-text_sjs1_3	1.7.1		bad00f38ef861d835e39668b6640a95213a04d0b
org.gnieh	fs2-data-text_sjs1_3	1.8.0		0087670a681439be8d8104aaff7492fe69542e24
org.gnieh	fs2-data-text_sjs1_3	1.8.1		ef69752ac8ae6dc4da2797924a08ad4b52353b94
org.gnieh	fs2-data-text_sjs1_3	1.9.0		1f172af0396ae61bddf82a4b7cfad9221e70aed2
org.gnieh	fs2-data-text_sjs1_3	1.9.1		c1c7416a600f7288a022f9bc4133e64ee7c27c87
org.http4s	http4s-dom-core_sjs1_3	1.0.0-M24		aa5381f036655eb98e8b4f9487cac0ebaf96bd62
org.http4s	http4s-dom-core_sjs1_3	1.0.0-M25		4d9140f0d17add9b5c5582200064d3b0815d281c
org.http4s	http4s-dom-core_sjs1_3	1.0.0-M27		c0a3c8999d01031ffbbeb3b5cb9245b63d9c2fa7
org.into-cps.maestro.frameworks	fmi2api	2.1.4		c99c8e955e29a54a4645bf82c497a6c0b74a5f21
org.into-cps.maestro.frameworks	fmi2api	2.1.5		6b736b3f2806da74951b16fba616c85e35c79184
org.into-cps.maestro.frameworks	fmi2api	2.1.6		bd61633e83d47e8d86a14dbc7875f2fbb8afc81b
org.into-cps.maestro.frameworks	fmi2api	2.1.7		8d6b857b4bc44ea662dfb120ef36f2efe97d105b
org.into-cps.maestro.frameworks	fmi2api	2.1.8		7124c28faf5eacf9d53a86e6d527a40870050bda
org.into-cps.maestro.frameworks	fmi2api	2.1.9		0b6ca6b3af0c53c0c2ec3dc2b4de995619a570db
org.into-cps.maestro.frameworks	fmi2api	2.2.1		60c4efa39065d336fdc44564737645492299f5a5
org.into-cps.maestro.frameworks	fmi2api	2.2.2		b2bd4aedf6e48a3675eb96da03192542d29adc4c
org.into-cps.maestro.frameworks	fmi2api	2.2.3		2022595205beb97d45759209eb4f0c858bf0e4ba
org.into-cps.maestro.frameworks	fmi2api	2.2.4		1b4f6b731a86c068a09c075240569e2fb77e936c
org.into-cps.maestro.frameworks	fmi2api	2.2.5		eb767133f9610f1f6b6ae42a5a2b21f96640e5c8
org.into-cps.maestro.frameworks	fmi2api	2.3.0		e8a34a6f0a199ff0a196a9251178019c46c244e0
org.into-cps.maestro.frameworks	fmi2api	2.3.1		b18f1edf7d3a1a7765a4f610ea44b23ba99e7948
org.into-cps.maestro.frameworks	fmi2api	2.4.0		1ee552200541d6456fb59a413b07c43940c6b615
org.into-cps.maestro.frameworks	fmi2api	2.4.1		e15c46bea8fb9597450de52b05bc08337bcc8b24
org.into-cps.maestro.frameworks	fmi2api	3.0.0		33f2521eeaa2becb453021055b8735f4bae28877
org.into-cps.maestro.frameworks	fmi2api	3.0.1		7c82fe02352ea172b13414e164593186ba72ac06
org.into-cps.maestro.frameworks	fmi2api	3.0.2		8ba89fafb64bbfeee46fc0e27b1ed29b98ed769b
org.into-cps.maestro.frameworks	fmi2api	3.1.0		d4fb8f09dc1fa1473cf3c0c1e72f2325bb66159f
org.into-cps.maestro.frameworks	fmi2api	3.1.1		ec4a1046b0061ad6fc614c76206bff84caf55f60
org.into-cps.maestro.frameworks	fmi2api	4.0.0		fd00f541000357980541478c05ed7e0c545f4a50
org.mvnpm	damerau-levenshtein	1.0.8		52f05782b1399b898249dae56acccea8e69e38a1
org.odftoolkit	odfdom-java	0.10.0		eb57826fe60a1f934ad24f6edd91f48d561ce325
org.odftoolkit	odfdom-java	0.10.0	jar-with-dependencies	972062eb799cf5bb2d758e3fadca1a3178a48130
org.odftoolkit	odfdom-java	0.11.0		9ac49c45218ea87e38c38057149e6a12bab3c17d
org.odftoolkit	odfdom-java	0.11.0	jar-with-dependencies	901c1a7438b5cc90ede45ccb3c8978042d00b467
org.odftoolkit	odfdom-java	0.12.0		f66de1dc401a2cbd90160534851e326c007708fe
org.odftoolkit	odfdom-java	0.12.0	jar-with-dependencies	a5639bbb21c96fb6bc2a41f9b52caa80b3e47bc7
org.odftoolkit	odfdom-java	0.8.6		f8e2f85cc5a697619784f50fd2a086d51dcc78f3
org.odftoolkit	odfdom-java	0.8.7		7ddf653d762a5ff2ad7d9c6ea8d01d0a40e2aa2b
org.odftoolkit	odfdom-java	0.8.7	jar-with-dependencies	b1fbbcdcc5542f517318f27c8adc38f434e0e2cb
org.odftoolkit	odfdom-java	0.9.0		0be0b9ec78b45a8134ad5004d6dc7e6ab84133dc
org.odftoolkit	odfdom-java	0.9.0	jar-with-dependencies	63bf263e059e536a5acbf0f4c9f038ce135d19e8
org.odftoolkit	odfdom-java	0.9.0-RC1		84c58a2df471528ecb5e80426b6c5da24f3f3209
org.odftoolkit	odfdom-java	0.9.0-RC1	jar-with-dependencies	aaf9f0657e2be92e2b3ebf2ac839008593d244d6
org.odftoolkit	odfdom-java	1.0.0-BETA1		4fde3ef6868409a2daaa658a263e12bb38aa0560
org.odftoolkit	odfdom-java	1.0.0-BETA1	jar-with-dependencies	883d82a8703541c3c3c77fb5101d0870849e7cbe
org.osgi	org.osgi.service.startlevel	1.1.0		3ae54206de55e11a61aa6036d7cc6f21a924bb01
org.osgi	org.osgi.service.startlevel	1.1.1		9db86e0c00ddee99660fd36508bc13f00e151675
org.primefaces.themes	black-tie	1.0.11		13d70a405a2e9998a9cce097757375868d5947f3
org.primefaces.themes	black-tie	1.1.0		b85b017306e7b9ab213522047becdfed98893758
org.sangria-graphql	sangria-json4s-jackson_2.13	1.0.1		3145ee81b8ce78f05e294a400a54d1b5b6e929c5
org.sangria-graphql	sangria-json4s-jackson_2.13	2.0.0		ee2cc5f18a3268b8e0f7a8b20891c2e1d7e3d0bc
org.sangria-graphql	sangria-json4s-jackson_2.13	2.0.1		f47c83ae6ebdfbd494f5d85e7ca2a8644e11f3c7
org.scala-lang.modules	scala-parser-combinators_2.12.0-M3	1.0.4		d562c91b7312b28d4d2e647d2184eef45b0b5475
org.springframework.cloud.stream.app	spring-cloud-starter-stream-sink-redis	1.0.0.RELEASE		4767978a6a8fce0922de179f434a04eb0d108b1e
org.springframework.cloud.stream.app	spring-cloud-starter-stream-sink-redis	1.0.2.RELEASE		010698a3dbad956452bd5706da9b29ffe6283501
org.springframework.cloud.stream.app	spring-cloud-starter-stream-sink-redis	1.0.4.RELEASE		04f3c9dd4d2edd90a96172d8f526db9959991004
org.springframework.cloud.stream.app	spring-cloud-starter-stream-sink-redis	1.1.1.RELEASE		47a7bff488a790556a2be319eb6914cfd4aa8c3f
org.springframework.cloud.stream.app	spring-cloud-starter-stream-sink-redis	1.2.0.RELEASE		7e4f18f08b01167f33d910e834af5b120335a298
org.springframework.cloud.stream.app	spring-cloud-starter-stream-sink-redis	1.3.0.RELEASE		f20dfa984f3bec26aeca3a3507e08466d89e2dca
org.springframework.cloud.stream.app	spring-cloud-starter-stream-sink-redis	1.3.1.RELEASE		3aed765cc714e0f91d0f9b5e23a432a664933288
org.springframework.cloud.stream.app	spring-cloud-starter-stream-sink-redis	2.0.0.RELEASE		2468bcc302b5313165c0429c3567e49a460607bf
org.springframework.cloud.stream.app	spring-cloud-starter-stream-sink-redis	2.0.1.RELEASE		3f25b47ab82dd6977eb24ac5a9324b5b47089b7b
org.springframework.cloud.stream.app	spring-cloud-starter-stream-sink-redis	2.0.2.RELEASE		a6e2e31b50ac1550b81f2d878f391c6d7ba7631a
org.springframework.cloud.stream.app	spring-cloud-starter-stream-sink-redis	2.1.0.RELEASE		e0f1832d23904b7873fa6e2e7479e23fbde940c6
org.springframework.cloud.stream.app	spring-cloud-starter-stream-sink-redis	2.1.1.RELEASE		fd175201d2f9cc64fd9db9930102a37cda20a7f7
org.springframework.cloud.stream.app	spring-cloud-starter-stream-sink-redis	2.1.2.RELEASE		18ea63609ea2f5fd7b5b430a1c2588083c0d300e
org.springframework.cloud.stream.app	spring-cloud-starter-stream-sink-redis	2.1.3.RELEASE		313498622e4585c5d18e7292daf1278a7b2c59e3
org.springframework.cloud.stream.app	spring-cloud-starter-stream-sink-redis	2.1.4.RELEASE		f9503780b14284f8b3a33946a537243adfd80e60
org.springframework.cloud.stream.app	spring-cloud-starter-stream-sink-redis	2.1.5.RELEASE		04f3246cfa769e6b2d3893c5ba46eb6c92c66a9a
org.tentackle	tentackle-swing-rdc	2.0.4		8e67c8fe7f94112e93196c72345d8bbe1ddcc65b
org.tentackle	tentackle-swing-rdc	2.0.5		16abe1ddf86d3b7f7d3a5db70c2f69f9a485b390
org.tentackle	tentackle-swing-rdc	2.0.6		4a6124f3e9f55c1e1f5b4d16b71afce638603540
org.tentackle	tentackle-swing-rdc	2.0.7		1dc4027b2198cd43d23d56096a0d040614a47652
org.tentackle	tentackle-swing-rdc	2.1.0		6d94f3e65e2ab10bbe5fcf5b2dbd3499deda74d9
org.tentackle	tentackle-swing-rdc	2.1.1		a19804724e0515a39525387d53cdecc57eb2d560
org.tentackle	tentackle-swing-rdc	2.1.2		4d5fe5aa4863d77f43756c0253a03327b5be5d06
org.tentackle	tentackle-swing-rdc	2.1.4		2a4814c9fb05e38e2678d6dcb82c2381dd2ec33d
org.tentackle	tentackle-swing-rdc	2.1.5		bed25a8a1e36f40a2fee6e77d58aa12326f99362
org.tentackle	tentackle-swing-rdc	2.1.6		81795bed5ef883750aa88a6f10595b54a70cb0d8
org.tentackle	tentackle-swing-rdc	8.2.2.0		5e5e64e9c83707192bc00b7b7d88840ef7ea08dd
org.tentackle	tentackle-swing-rdc	8.2.3.0		277a64fec7e8eac1dd41ca76c4036920f97ca440
org.tentackle	tentackle-swing-rdc	8.2.4.0		247c83eab413bf89d018d7e2e60406aa4c268f92
org.tentackle	tentackle-swing-rdc	8.2.5.0		a68d6f8fb9e02e9701ff1cafba657af49e6eca74
org.tentackle	tentackle-swing-rdc	8.2.6.0		a41f36484cb037a6e88ec9d2ea924613a6ab20db
org.tentackle	tentackle-swing-rdc	8.2.7.0		274b6d567dff572a086ef35ce549eb03a0250c6c
org.tentackle	tentackle-swing-rdc	8.2.7.4		c7f6cc7b63b71dd61a9e3f420922bff99f93584f
org.tentackle	tentackle-swing-rdc	8.2.8.0		9f0618c72a00c66c320b7953b3b67cfe4cb46cd9
org.tentackle	tentackle-swing-rdc	8.3.0.0		3eb6c3c5a2bfe25f6f6542084fa9016a5c47d6fc
org.tentackle	tentackle-swing-rdc	8.3.0.1		d449f4771da64e90b0b439a0fb7291d6ab5925d9
org.tpolecat	atto-core_sjs0.6_2.13.0-M5	0.6.5		c5f16a25946ecbcf52e275634d97401337c44c0c
org.webjars.npm	formio__bootstrap	3.0.1		2a91cdce0ff36555d198ea5b02e1f4778bed6157
org.webjars.npm	listify	1.0.0		f58570a1450c57839e49a0f7acaf59cf350b48a5
org.webjars.npm	react-hook-form	7.39.0		8eff7fda6647612290c5a8325cccec884b2135cc
org.webjars.npm	react-hook-form	7.53.1		b915ccdc788be8c8f568c32de36e5010a927b992
org.webjars.npm	react-hook-form	7.54.2		6c0de73f16ff747a6080a036a1ee5cfb84dbeb2e
org.wildfly.swarm	connector-test	1.0.0.Alpha6		87155f50bbf83b8ee4b38e9602b0d2bece52e3e1
org.wildfly.swarm	connector-test	1.0.0.Alpha7		fad8cd4bb45144d5dde5a9ed5f49783a93673490
org.wildfly.swarm	connector-test	1.0.0.Alpha8		345d9d8265c5c24b716beec4832b7e7dfe83525c
org.wildfly.swarm	connector-test	1.0.0.Beta1		11863275ed29308ab600167e27c2490b6773f80e
org.wildfly.swarm	connector-test	1.0.0.Beta2		526d5709f02046f8f6ef1d9d4f7e04b738e1abfa
org.wildfly.swarm	connector-test	1.0.0.Beta3		2b2b909f1ea20f1b17a94bfdda8c3d8b4a30e44e
org.wildfly.swarm	connector-test	1.0.0.Beta4		5961b051eec0e10373c6e1f5a31764e79a5c6d74
org.wildfly.swarm	connector-test	1.0.0.Beta5		210ccdf0e59757837e8f16bad2ccb5a80c930e66
org.wildfly.swarm	connector-test	1.0.0.Beta6		04eece06c0afe183a60d393aa31af9710b0da3c9
org.wildfly.swarm	connector-test	1.0.0.Beta7		6b183650a60f88302a3a1dd77e0e6c1046f685a2
org.wildfly.swarm	connector-test	1.0.0.CR1		3dada05a2ade22c1c67d9eb247cc4db23c5276a5
org.wildfly.swarm	connector-test	1.0.0.CR2		4ef47a1705b1b3adca23d9e40af3e75fecf611df
org.wildfly.swarm	connector-test	1.0.0.CR3		14b96d8fd222fb8364021ebc7c5ef693c56b8437
org.wildfly.swarm	connector-test	1.0.0.Final		9cd2731ddedc7e26747736c14f3a7c7faf4c2b4f
org.wildfly.swarm	connector-test	1.0.1.Final		96b9095803292855a33e5cdb327533775719e6b6
org.wildfly.swarm	connector-test	1.0.2.Final		6b3147efcb57efbb2927cc79bc3bc0fd63cb4c77
org.wildfly.swarm	testsuite-connector	2016.10.0		1ee143e32a47ff22400e4f7b945371233ad14098
org.wildfly.swarm	testsuite-connector	2016.11.0		4799e5fdb61135388e42480a7d9e06a65fe75a2c
org.wildfly.swarm	testsuite-connector	2016.12.0		f15f773cdc2a99b4693b5fe0d611fd2cd5f1573e
org.wildfly.swarm	testsuite-connector	2016.12.1		a658663b3b150bcbe1b6ddbddc5cb80a352167a6
org.wildfly.swarm	testsuite-connector	2016.8		5b0b6163f4d07fa7ee829acb0797bb1602df21ad
org.wildfly.swarm	testsuite-connector	2016.8.1		0f18f179a0990c03d9702b8ba829def8bb4f00ec
org.wildfly.swarm	testsuite-connector	2016.9		68bf528a1a68dcb5a04070cbf1ce3dbbfc8ebdef
org.wildfly.swarm	testsuite-connector	2017.1		d61d3c84dfa9a542903cbb622eaeb0bd04d83d1a
org.wildfly.swarm	testsuite-connector	2017.1.1		e0dc83dd34d7794921aff7438f052488e121f9fa
org.wildfly.swarm	testsuite-connector	2017.2.0		382c121ea373ad11cdab7d54690c18e0f97392f2
org.wildfly.swarm	testsuite-connector	2017.3.2		fff15ac341272f874b1581e9d39190877d573317
org.wildfly.swarm	testsuite-connector	2017.3.3		3e780880bb02991ffaeed6edb091b31aac1ae7cd
org.wildfly.swarm	testsuite-connector	2017.4.0		d71699dcd45697732635ad28b242d029c6c94cf0
org.wildfly.swarm	testsuite-connector	2017.5.0		223aaeab4f1353afbff15ea17d983861e608912e
org.xobo.dorado	mybatis-pagehelper-spring-boot-starter	0.0.1		13e06db39c4e6a741476feff2de26b95988783cf
tech.iboot	iboot-framework-core	0.0.1		fff97ff83fca6f7f5f484fa48db0e61d9a31efac
tech.iboot	iboot-framework-core	0.0.2		5ae9c9a3349e22c26a8657d97fd376ddd591e443
tech.iboot	iboot-framework-core	0.0.3		e08f4c44329e687bca7b47e6e0e6b1be27453dc8
tech.skot.libraries.sk-map	viewmodel-iosarm64	0.0.20_1.2.6		N/A
tech.skot.libraries.sk-map	viewmodel-iosarm64	0.0.20_1.2.6	metadata	00406c3d09c74a0c87e3f987f74de867d32e7701
tr.com.infumia	InfumiaApi	3.0.0		58a64d89e05f23dee689186ee4817604f9dc3104
tr.com.infumia	InfumiaApi	3.0.1		377d57cf8067fab093366b560666cd420990370e
tr.com.infumia	InfumiaApi	3.0.2		cae58fc229ef189b73a05a1cacc54abcbf6061a8
tz.co.asoft	kash-currency-tvosx64	2.0.16		N/A
tz.co.asoft	kash-currency-tvosx64	2.0.16	metadata	a4839cc0be5e9e38c872da39f073829bcec6669a
tz.co.asoft	kash-currency-tvosx64	2.0.17		N/A
tz.co.asoft	kash-currency-tvosx64	2.0.17	metadata	5b0deba7ff3bbd5253c7afb8f33a7abad69d1d45
tz.co.asoft	kash-currency-tvosx64	2.0.18		N/A
tz.co.asoft	kash-currency-tvosx64	2.0.18	metadata	3a01e49e03c68aba1cdef0f480489c7791636a5a
tz.co.asoft	viewmodel-test-tvosx64	2.0.0		N/A
tz.co.asoft	viewmodel-test-tvosx64	2.0.0	metadata	0f6b973a20bfc5c61cc5d5cc05dd717762715b72
tz.co.asoft	viewmodel-test-tvosx64	2.0.1		N/A
tz.co.asoft	viewmodel-test-tvosx64	2.0.1	metadata	e4503f6fef267541421f4f28ff1f004da013be0b
tz.co.asoft	viewmodel-test-tvosx64	2.0.2		N/A
tz.co.asoft	viewmodel-test-tvosx64	2.0.2	metadata	518dcc588056c1f86f110d0b11618c0f994c54af
uk.co.rgordon	oj-resolve	1.6.0		5099e8e2516ddf47f51edb3c656291744c8ed675
work.lince	lince-commons-rest-client	0.0.1		a7877787b978d2051e1400c6c366b3deff793125
work.lince	lince-commons-rest-client	0.0.2		4a3263a90364d21fca572aa981f24e306c867b7e
xfire	xfire-jsr181-api	1.0-M1		84131056cc41494b9f47f4d2852038e78f0df96c
