at.yawk.valda	valda-dexlib2	1.0.0		45a36e11d8d3a41d9a3d2e1d32a2c1f81e5ebf99
ch.epfl.lamp	scala-compiler	0.12.0-bin-20181203-f787d11-NIGHTLY		7791134e5c80dbad6c3dd02ab8e87555b68a4244
ch.epfl.lamp	scala-compiler	0.12.0-bin-20181204-ce62b37-NIGHTLY		b251d20b3e41101a50743ce625b76325e7e52ef7
ch.epfl.lamp	scala-compiler	0.12.0-bin-20181205-72904b5-NIGHTLY		1e4b8fc3a8e9b2aa144349803d43df2fbe573ef7
ch.epfl.lamp	scala-compiler	0.12.0-bin-20181206-909f10a-NIGHTLY		6bb03fdb0fbb64eb5d69610fa56d9c16e5cb2f35
ch.epfl.lamp	scala-compiler	0.12.0-bin-20181207-f256a73-NIGHTLY		9cd48da4047becfa3ce5f678d0fdfa076c02a718
ch.epfl.lamp	scala-compiler	0.12.0-bin-20181208-303bfcc-NIGHTLY		c2a63e7648590db6a6bd2c912443db14e6250d0b
ch.epfl.lamp	scala-compiler	0.12.0-bin-20181209-9a7b67b-NIGHTLY		bdf354d67e6bc789cf156b73f3dfd5ca158d4127
ch.epfl.lamp	scala-compiler	0.12.0-bin-20181210-8004566-NIGHTLY		cb956906d7784b911f5c1d3be47c4685bfad48e4
ch.epfl.lamp	scala-compiler	0.12.0-bin-20181211-b826bf4-NIGHTLY		f96a2edd0530034ce61b3da399da9bb06ca24b46
ch.epfl.lamp	scala-compiler	0.12.0-bin-20181213-62292f2-NIGHTLY		e02c3e18d05c715dfab84c648fbd96347794dfff
ch.epfl.lamp	scala-compiler	0.12.0-bin-20181214-dab02ed-NIGHTLY		ab9f6f67fbedcc1f7f4e2fb0aa13d152248707dc
ch.epfl.lamp	scala-compiler	0.12.0-bin-20181215-fcc35d2-NIGHTLY		fe666e9edb78a323cebca56038558a29dfbc15ff
ch.epfl.lamp	scala-compiler	0.12.0-bin-20181217-6b33da7-NIGHTLY		a5595c0de07d7a2180337f6f80fe91c46a032171
ch.epfl.lamp	scala-compiler	0.12.0-bin-20181218-b654af7-NIGHTLY		4edb8773326b77ad1086c5aef3c82f2a51648776
ch.epfl.lamp	scala-compiler	0.12.0-bin-20181219-c444f1a-NIGHTLY		d998cb0c1c577e89fcd9289db87304b6b575a13d
ch.epfl.lamp	scala-compiler	0.12.0-bin-20181220-caac6b9-NIGHTLY		232b2dc9d7bcf39a6bbfac0129ac49a701290f4b
ch.epfl.lamp	scala-compiler	0.12.0-bin-20181225-7b9ffbb-NIGHTLY		cab53b1c9881afdf398f9b681926ef56e74a3057
ch.epfl.lamp	scala-compiler	0.12.0-bin-20181225-8dbf130-NIGHTLY		a732b43391fa57b5fb6304e000eeb7d0dfa96e0e
ch.epfl.lamp	scala-compiler	0.12.0-bin-20181226-d8b210a-NIGHTLY		f36091e7c73b707f74dadaeeec2ed3f83d706c2f
ch.epfl.lamp	scala-compiler	0.12.0-bin-20181229-5de6116-NIGHTLY		fbbc7bdc37a81608b5f89947a2308687788554ba
ch.epfl.lamp	scala-compiler	0.12.0-bin-20181230-ec3cdab-NIGHTLY		908d480a751b20e350b19993ccc10706d434ba00
ch.epfl.lamp	scala-compiler	0.12.0-bin-20190102-01078c4-NIGHTLY		39190deadc7b18e75599c0f65d04b2b3635c9f4a
ch.epfl.lamp	scala-compiler	0.12.0-bin-20190104-2b31453-NIGHTLY		91d032b53d29b7f8fcd13d09c92278613d9e4741
ch.epfl.lamp	scala-compiler	0.12.0-bin-20190104-5b7d5b6-NIGHTLY		b64cb92fde70fd9c3fa93e7db93d5a13cdf18c60
ch.epfl.lamp	scala-compiler	0.12.0-bin-20190106-3a457fa-NIGHTLY		a510fa72ee1fd3e9d8056c5580fc703789a517e4
ch.epfl.lamp	scala-compiler	0.12.0-bin-20190106-bc5e0d2-NIGHTLY		8243b514defa233813c5ef6afff77c3c5c20b2dc
ch.epfl.lamp	scala-compiler	0.12.0-bin-20190107-fb0e3bc-NIGHTLY		a626cc91d927f682b352b8f5ef67a44eaa889fba
ch.epfl.lamp	scala-compiler	0.12.0-bin-20190109-3d7d15f-NIGHTLY		2df91369acd0d987151d3a2c9a93edf2f1ce225b
ch.epfl.lamp	scala-compiler	0.12.0-bin-20190110-845fd59-NIGHTLY		6e7930b1bb3f2224d37a6f116bda7de28be94b9c
ch.epfl.lamp	scala-compiler	0.12.0-bin-20190111-00bfbbd-NIGHTLY		a1e472ed23b2a1ca05b6d32f15e9d91f92c2825b
ch.epfl.lamp	scala-compiler	0.12.0-bin-20190112-971e89f-NIGHTLY		d4b78affe61a0aa629a15f28661a9944b9beaa66
ch.epfl.lamp	scala-compiler	0.12.0-bin-20190113-ce1086a-NIGHTLY		a69252af9870d718ac7558271ddb3f55308bd238
ch.epfl.lamp	scala-compiler	0.12.0-bin-20190114-9333e77-NIGHTLY		fc772e495da77bb893a6f542b0240872667589d4
ch.epfl.lamp	scala-compiler	0.12.0-bin-20190115-4aa00a7-NIGHTLY		6f735cc973ccdd6c026dd1bc3975790760096826
ch.epfl.lamp	scala-compiler	0.12.0-bin-20190117-b4a26ca-NIGHTLY		dc92a46c8171e4e964bde09be8513e9bb5c74f68
ch.epfl.lamp	scala-compiler	0.13.0		c19942ababb583410b0dd0f6ecc3bd630e2265be
ch.epfl.lamp	scala-compiler	0.13.0-RC1		413892065b0d2c0d64a4fbf9d025e175205ac06f
ch.epfl.lamp	scala-compiler	0.13.0-bin-20190120-2ce89da-NIGHTLY		db68359d160b9eb14057a70ce867fd0b0d03c7ea
ch.epfl.lamp	scala-compiler	0.13.0-bin-20190120-e873908-NIGHTLY		59711174f41c3d2c4535bbe0d743891b998d9e00
ch.epfl.lamp	scala-compiler	0.13.0-bin-20190121-1947222-NIGHTLY		0ca0f341ff308bb48e12606275259670f099a416
ch.epfl.lamp	scala-compiler	0.13.0-bin-20190122-1ace71d-NIGHTLY		624c566f692b7d33e061ed91b67f73c1aa198e4e
ch.epfl.lamp	scala-compiler	0.13.0-bin-20190123-4c5ca04-NIGHTLY		71beb7a49ef619b051501e4cba9dc53803cd77b7
ch.epfl.lamp	scala-compiler	0.13.0-bin-20190124-d17e041-NIGHTLY		6873db44275b355ce601fdeb0be6048020eb83b1
ch.epfl.lamp	scala-compiler	0.13.0-bin-20190125-af9264d-NIGHTLY		898272f5368002c963948c05d2a95a39480a05f7
ch.epfl.lamp	scala-compiler	0.13.0-bin-20190127-30b6a02-NIGHTLY		3d364bc9fba34a750ff8f464bc6de36b5f554a19
ch.epfl.lamp	scala-compiler	0.13.0-bin-20190128-36740bf-NIGHTLY		bd3ddc3463bec2572f498eb0ebc6d9389080b2f8
ch.epfl.lamp	scala-compiler	0.13.0-bin-20190129-05cdff8-NIGHTLY		a2dfba7490ae427aa21e605458be124be2023ef0
ch.epfl.lamp	scala-compiler	0.13.0-bin-20190130-3283701-NIGHTLY		eb6542c283b701913d54a1c4da5fb1d1dbd8079f
ch.epfl.lamp	scala-compiler	0.13.0-bin-20190131-6bb20b3-NIGHTLY		773e596cad5ed68641e69d81fad8fb3e84df76d8
ch.epfl.lamp	scala-compiler	0.13.0-bin-20190201-f9e58c9-NIGHTLY		1d530bc77b7230114cd74de4f4751652b54ba2fc
ch.epfl.lamp	scala-compiler	0.13.0-bin-20190202-03887b7-NIGHTLY		53f46c9b0c85fa881e41b8912241adf3046bbea6
ch.epfl.lamp	scala-compiler	0.13.0-bin-20190204-cd3b1ed-NIGHTLY		d8d7a79186fdd75df79eaa42640edb668428057f
ch.epfl.lamp	scala-compiler	0.13.0-bin-20190206-482de4e-NIGHTLY		88f26622365ef3bc51216a8a8150c0c1812c78ed
ch.epfl.lamp	scala-compiler	0.13.0-bin-20190207-276d9af-NIGHTLY		55f79bc55a78438313f10157df895e3b0de38b31
ch.epfl.lamp	scala-compiler	0.13.0-bin-20190208-8cce121-NIGHTLY		54c1b197be54a2938e554da02f703ed28b11e18e
ch.epfl.lamp	scala-compiler	0.13.0-bin-20190210-7008144-NIGHTLY		f94212ce62a7400019b47e9058179d82d54318b1
ch.epfl.lamp	scala-compiler	0.13.0-bin-20190211-d8ddbf7-NIGHTLY		566351ea6f3278562203aae508f422759955fb44
ch.epfl.lamp	scala-compiler	0.13.0-bin-20190212-58b8aaa-NIGHTLY		63d871046a17968bbb54b78df1b70d99899075d6
ch.epfl.lamp	scala-compiler	0.13.0-bin-20190213-d7090ab-NIGHTLY		58cf9bcd01ea3c57e07ae61a57dfce4ede41f1f1
ch.epfl.lamp	scala-compiler	0.13.0-bin-20190214-9f86c88-NIGHTLY		fc4a3d0e9e39097db6b14c9ebc869646be3920ef
ch.epfl.lamp	scala-compiler	0.13.0-bin-20190215-4c3e170-NIGHTLY		198a22a0a852e615f3d396d1560f7387499cc5fb
ch.epfl.lamp	scala-compiler	0.13.0-bin-20190216-12eef6d-NIGHTLY		a16bd5047f6a98d9fa114294e2cee9bb58fec30c
ch.epfl.lamp	scala-compiler	0.13.0-bin-20190217-2b0e4a1-NIGHTLY		2312c85ea9d071bcf3e02c35f4c7a0bd3d736abc
ch.epfl.lamp	scala-compiler	0.14.0		e2fe8f57014757c43ee98aa558eb6621370ec76a
ch.epfl.lamp	scala-compiler	0.14.0-RC1		eb7c0940b5bc9288cd4c03ed20cdc9daa79f0872
ch.epfl.lamp	scala-compiler	0.14.0-bin-20190219-38189b5-NIGHTLY		271caf798822e74e9da37511dfe062af56ed28f3
ch.epfl.lamp	scala-compiler	0.14.0-bin-20190220-60c4bf8-NIGHTLY		73fe4f55a314c439b1f7a8bdd6a8da13f8ac8c88
ch.epfl.lamp	scala-compiler	0.14.0-bin-20190221-daf4ce9-NIGHTLY		af4d3931fa264eff36071d167cddbdd6471b4f3e
ch.epfl.lamp	scala-compiler	0.14.0-bin-20190222-789269d-NIGHTLY		67a069840591e7bb331a9d99189ac6f765993c83
ch.epfl.lamp	scala-compiler	0.14.0-bin-20190223-40a7d10-NIGHTLY		590facd4e68dffa544bc8fc7dc2fd6db09855807
ch.epfl.lamp	scala-compiler	0.14.0-bin-20190224-b885862-NIGHTLY		6ae0ccb974eff1c0957faf5f02b79cde69078212
ch.epfl.lamp	scala-compiler	0.14.0-bin-20190225-7343e23-NIGHTLY		b9691b5c0d5eefb2d804cd3d022a3f8c8090feca
ch.epfl.lamp	scala-compiler	0.14.0-bin-20190226-afc03c9-NIGHTLY		19ad5a618e48c060cd37deffbdb955ae96e329a9
ch.epfl.lamp	scala-compiler	0.14.0-bin-20190227-c1c1db7-NIGHTLY		4a65b3d168f81042f57e54907f7223fdf93f4ba7
ch.epfl.lamp	scala-compiler	0.14.0-bin-20190228-df8f79f-NIGHTLY		a171aded13a7d4ac4718c43f073c63c0ad089ba6
ch.epfl.lamp	scala-compiler	0.14.0-bin-20190301-21a2cd8-NIGHTLY		a1b8870322811474642860c1d16ba160c4db0e3b
ch.epfl.lamp	scala-compiler	0.14.0-bin-20190302-45af82c-NIGHTLY		942ce81051c415d8d2e55efec8798d9e6d016080
ch.epfl.lamp	scala-compiler	0.14.0-bin-20190303-ad64529-NIGHTLY		68e21ec8907aa94d06c0bda56452987fd8a80e32
ch.epfl.lamp	scala-compiler	0.14.0-bin-20190304-f563411-NIGHTLY		3a374a23f83c79b21ccdd0a2f0f61d881f579bd6
ch.epfl.lamp	scala-compiler	0.14.0-bin-20190305-5b1f277-NIGHTLY		c561406cf2a37313e15bf311c59fad2abbaec937
ch.epfl.lamp	scala-compiler	0.14.0-bin-20190306-9f5b3c3-NIGHTLY		b47c9c0e4615e80890be30d045b080a7c4c0a2bb
ch.epfl.lamp	scala-compiler	0.14.0-bin-20190308-8d09c11-NIGHTLY		c0ac0bfdfd3fea1930f09b84dfdd4875492c89de
ch.epfl.lamp	scala-compiler	0.14.0-bin-20190309-51d8cab-NIGHTLY		eaf19b6321e6012351bc8838e59147caf594a205
ch.epfl.lamp	scala-compiler	0.14.0-bin-20190310-cb3134a-NIGHTLY		02dda232446ab8b721bbd0d92e83be8a0f79654c
ch.epfl.lamp	scala-compiler	0.14.0-bin-20190311-4e62ca9-NIGHTLY		335d82e27c8748be48c1ca2d1d81b882db54f2eb
ch.epfl.lamp	scala-compiler	0.14.0-bin-20190312-3c9935f-NIGHTLY		8ebd1b8a5bf336ef86f1b882cf681d2049b82047
ch.epfl.lamp	scala-compiler	0.14.0-bin-20190314-09a56e5-NIGHTLY		821efd7f0149dcec675e8d1316ccac7ee362b0ae
ch.epfl.lamp	scala-compiler	0.14.0-bin-20190315-a6bab2c-NIGHTLY		67ca60462bca8d66e600703bb647ed2df28b9fe0
ch.epfl.lamp	scala-compiler	0.14.0-bin-20190317-b537220-NIGHTLY		f18109eb850aa0a3d7d9b370368f8eb2f38c1788
ch.epfl.lamp	scala-compiler	0.14.0-bin-20190319-4e1d3d4-NIGHTLY		d9a867d0491b4038d2f1a3526e6290e00f5a8e7e
ch.epfl.lamp	scala-compiler	0.14.0-bin-20190320-87a6ce4-NIGHTLY		7f6f5aa93b8a07fbf753a48021dd2d349caa16d6
ch.epfl.lamp	scala-compiler	0.14.0-bin-20190320-b213f24-NIGHTLY		818f95cd7b19107269ceb84182101f06ff21c464
ch.epfl.lamp	scala-compiler	0.14.0-bin-20190321-bb0a1ed-NIGHTLY		983970315a2397b4e268ffcb1946f8fb5dc1fa55
ch.epfl.lamp	scala-compiler	0.14.0-bin-20190322-acb2ceb-NIGHTLY		87171e2381bd84109b755076824ef75f8b584270
ch.epfl.lamp	scala-compiler	0.14.0-bin-20190325-e0b3c81-NIGHTLY		5a23b4c05d6f2f4e311fcacb006382376bf77540
ch.epfl.lamp	scala-compiler	0.14.0-bin-20190326-eecd672-NIGHTLY		7f8d35099ad9aca1096223520be821e10e13cdfe
ch.epfl.lamp	scala-compiler	0.14.0-bin-20190327-1636a25-NIGHTLY		13b7c39dca40df36440cebbbd4704ca142eda5f1
ch.epfl.lamp	scala-compiler	0.14.0-bin-20190328-1818972-NIGHTLY		ad9eb8d54dcdc69164c55f529720b259ca6bba5b
ch.epfl.lamp	scala-compiler	0.14.0-bin-20190329-1762f23-NIGHTLY		ff5be36547150ede9a3e04f4e3efb8dad69bd4ad
ch.epfl.lamp	scala-compiler	0.14.0-bin-20190330-e4c4e0a-NIGHTLY		4c3cf3f71ea1242c229abaad49ec390ba2612d40
ch.epfl.lamp	scala-compiler	0.14.0-bin-20190331-c059b64-NIGHTLY		e3b6ec3f211983d170b66813364ba2638d43ce3f
ch.epfl.lamp	scala-compiler	0.14.0-bin-20190401-f62e286-NIGHTLY		d6a92a824c32d4c6077a6180ff1b86ba80bd8a91
ch.epfl.lamp	scala-compiler	0.14.0-bin-20190402-cdb6250-NIGHTLY		d97c8d7ed35f6683e3885b0af1fc95c6773d08fe
ch.epfl.lamp	scala-compiler	0.14.0-bin-20190403-d00a7ba-NIGHTLY		449ec2fdf16e6499af83e35efeff615543b2b4ef
ch.epfl.lamp	scala-compiler	0.14.0-bin-20190404-a0c1d5a-NIGHTLY		390b7a8e7afbce0be0d1ba406db02147e61d9f07
ch.epfl.lamp	scala-compiler	0.14.0-bin-20190405-ae0df96-NIGHTLY		33b8791ba20508637403d5780bae29c6edd7350a
ch.epfl.lamp	scala-compiler	0.14.0-bin-20190406-449008e-NIGHTLY		8e750d3217b10b61376f0335a7de4302ed2be73d
ch.epfl.lamp	scala-compiler	0.14.0-bin-20190407-574fd0c-NIGHTLY		91ccfd5361dee1c72ed173ddec7bc6f0346d77e0
ch.epfl.lamp	scala-compiler	0.14.0-bin-20190408-0d0274b-NIGHTLY		340916c506dc2da5b9a9fbfe0e3131bdefab15c6
ch.epfl.lamp	scala-compiler	0.14.0-bin-20190409-2f557b5-NIGHTLY		4f35108e2f1848c8ea40f5114eae80eda73fb030
ch.epfl.lamp	scala-compiler	0.14.0-bin-20190410-d4a47aa-NIGHTLY		e09699e78952c4b8ed045291e8617d76d130b9ea
ch.epfl.lamp	scala-compiler	0.15.0		21fab18eed1a05ea9dc33241a6f785a2b2e34102
ch.epfl.lamp	scala-compiler	0.15.0-RC1		207026aa190122bada12a84508da87babaa27ba9
ch.epfl.lamp	scala-compiler	0.15.0-bin-20190411-1578b88-NIGHTLY		ee2fa5bca3edb07b4628a0ea8505ceff8e136ad8
ch.epfl.lamp	scala-compiler	0.15.0-bin-20190412-99a4fa6-NIGHTLY		9a931a43acc7b65091adbe8d013ca9cc7293d1fd
ch.epfl.lamp	scala-compiler	0.15.0-bin-20190413-c3e88b7-NIGHTLY		e71ddb20742237c18f6682c62ad7661dd03410d9
ch.epfl.lamp	scala-compiler	0.15.0-bin-20190415-4b9c555-NIGHTLY		6e2f0903bc3af5b081bc27258e1511ace3403d79
ch.epfl.lamp	scala-compiler	0.15.0-bin-20190416-311b851-NIGHTLY		c630aebaeb4d261ec9bb6320ceef1754d1ddd339
ch.epfl.lamp	scala-compiler	0.15.0-bin-20190417-f09550d-NIGHTLY		a512aa53677fd4bbd00bffd2344433e266a0b5b6
ch.epfl.lamp	scala-compiler	0.15.0-bin-20190418-832b140-NIGHTLY		98bacce5ce4a780495a6bc0ad8a5182e0cc503f1
ch.epfl.lamp	scala-compiler	0.15.0-bin-20190419-cdf5b1e-NIGHTLY		32600812052f312c727d0f361866d7f7cb43c0aa
ch.epfl.lamp	scala-compiler	0.15.0-bin-20190420-d39bca0-NIGHTLY		188f62f2a1a2fdd8c57c78ef3c9257a10c264003
ch.epfl.lamp	scala-compiler	0.15.0-bin-20190422-ec8c05b-NIGHTLY		a87518dcc253966abe36b5800214ff2c2acd5379
ch.epfl.lamp	scala-compiler	0.15.0-bin-20190423-2a033aa-NIGHTLY		0686cac714c7433268dc1999854d5cee1dd796f1
ch.epfl.lamp	scala-compiler	0.15.0-bin-20190424-2b95f1d-NIGHTLY		d5de9ccb11750b10ed223e90d0ad59cde9194894
ch.epfl.lamp	scala-compiler	0.15.0-bin-20190425-345a6d3-NIGHTLY		cf7a072b27c862226c751e041f7bb0fd3df664f5
ch.epfl.lamp	scala-compiler	0.15.0-bin-20190426-619e728-NIGHTLY		86ed08fffade10c520613f4efc64583c32b8e7c9
ch.epfl.lamp	scala-compiler	0.15.0-bin-20190427-673febf-NIGHTLY		aa8770a9ebf91ff19f9e820243024acacec09de4
ch.epfl.lamp	scala-compiler	0.15.0-bin-20190429-fdf9ccc-NIGHTLY		30c78e72329ab5858a60ac0b16c660bb4a3d1d45
ch.epfl.lamp	scala-compiler	0.15.0-bin-20190430-bc2bcc0-NIGHTLY		b4d33d5400d5bb8c94dea32c884e4c69420ba056
ch.epfl.lamp	scala-compiler	0.15.0-bin-20190501-1e471fa-NIGHTLY		6850305a9eb9b7d14fac680f31e0d2b751c6e4ae
ch.epfl.lamp	scala-compiler	0.15.0-bin-20190502-63d8546-NIGHTLY		9be7e474e3ed453fed783ea5f1e2f20582bbd3e1
ch.epfl.lamp	scala-compiler	0.15.0-bin-20190503-d78b8c0-NIGHTLY		421f9a7007473b9360bbd1b4a504f02eab9e5c48
ch.epfl.lamp	scala-compiler	0.15.0-bin-20190504-61ea245-NIGHTLY		b76d8acb7405d07a3020f440bbdc6ab9d8b4a067
ch.epfl.lamp	scala-compiler	0.15.0-bin-20190505-360dcad-NIGHTLY		ffe0efd8d2e85237f74aedc2b9f7ff049002203a
ch.epfl.lamp	scala-compiler	0.15.0-bin-20190506-b34ea5d-NIGHTLY		30fb46a893c99ba71bd3192cab72ecccfb91ce78
ch.epfl.lamp	scala-compiler	0.15.0-bin-20190507-c99e771-NIGHTLY		62d3fdd46e3ecbacf4e96c77ba09db64cfe9f3d6
ch.epfl.lamp	scala-compiler	0.15.0-bin-20190508-9ed471c-NIGHTLY		8ca04742719ebdc9c6b0f25ae831ac6f5258a3ba
ch.epfl.lamp	scala-compiler	0.15.0-bin-20190509-dccf788-NIGHTLY		13e9dc8a0aa7c8d3b3e47df86ecc945406c99895
ch.epfl.lamp	scala-compiler	0.15.0-bin-20190510-cdd844f-NIGHTLY		e95f436bd9c5556f4650bd5ef04d1205e9e0ac49
ch.epfl.lamp	scala-compiler	0.15.0-bin-20190511-d79eb0e-NIGHTLY		865f06bd5c113858dafdb34c51ca327fe23991c3
ch.epfl.lamp	scala-compiler	0.15.0-bin-20190512-0f8c950-NIGHTLY		b7a3f3e47ef0470e7cda9142a09fde9817a0d08b
ch.epfl.lamp	scala-compiler	0.15.0-bin-20190513-3ef991d-NIGHTLY		7a9c57907017dbc7276c625bf88a168fe553d1e6
ch.epfl.lamp	scala-compiler	0.15.0-bin-20190514-72574cf-NIGHTLY		683eebad651b37718e4c716c48adfdb7078f22e2
ch.epfl.lamp	scala-compiler	0.15.0-bin-20190515-206fa7c-NIGHTLY		b5d4fe8cb4d2e538045e1f202cad002086936c86
ch.epfl.lamp	scala-compiler	0.15.0-bin-20190516-8ffed08-NIGHTLY		5826cabaf7f4242b0d38124731e7e25bda551704
ch.epfl.lamp	scala-compiler	0.15.0-bin-20190517-fb6667b-NIGHTLY		6c045c563e60276049bdacdce064cebfef70ae96
ch.epfl.lamp	scala-compiler	0.15.0-bin-20190521-3bcaf1d-NIGHTLY		057fd4c755e81cbfa0039bea0616f011d1b9b2bc
ch.epfl.lamp	scala-compiler	0.15.0-bin-20190522-ffb250d-NIGHTLY		d310873cf8f56cd54f81a11c200e33c77c70babe
ch.epfl.lamp	scala-compiler	0.16.0-RC1		72a1fbac8699efe6456a3c6ed09a476d06c44ddc
ch.epfl.lamp	scala-compiler	0.16.0-RC2		f9fc031dffaf7ec2c9f73311d447f871efeb8b7d
ch.epfl.lamp	scala-compiler	0.16.0-RC3		1dce049ef980a630194ed095f2e678047d3ed488
ch.epfl.lamp	scala-compiler	0.16.0-bin-20190528-6ede814-NIGHTLY		c488dc6347d27a89fe323ae2a55112dd6d482804
ch.epfl.lamp	scala-compiler	0.16.0-bin-20190529-3361d44-NIGHTLY		ed87a99b431a220546fe82e68bfdc2354ebe60a3
ch.epfl.lamp	scala-compiler	0.16.0-bin-20190530-c165638-NIGHTLY		90ee3d40700481714126e35e43cbc6e7db873ce6
ch.epfl.lamp	scala-compiler	0.16.0-bin-20190602-bf89558-NIGHTLY		6e3ffd72339152e03004d0ec92cc43d2c10f124a
ch.epfl.lamp	scala-compiler	0.16.0-bin-20190605-bec8fa0-NIGHTLY		86ff1e7859bec004840a5071d7372fa4984a610f
ch.epfl.lamp	scala-compiler	0.16.0-bin-20190606-c46553a-NIGHTLY		90469c937f488fc664e6f7ca8e00aeba9262acca
ch.epfl.lamp	scala-compiler	0.16.0-bin-20190607-8e15463-NIGHTLY		305aca12455fd085a4144fc12fed8435eaec8b2b
ch.epfl.lamp	scala-compiler	0.17.0		9ed5860bcf3c1ab4d24b39b8dc7f7807c05d83cd
ch.epfl.lamp	scala-compiler	0.17.0-RC1		10ecab148ce7a2dc88bf45fe2ee25ce4f15343bd
ch.epfl.lamp	scala-compiler	0.17.0-bin-20190608-ed8c6ee-NIGHTLY		addad12cb951ca5f6a0a15062e017d18e4ab7798
ch.epfl.lamp	scala-compiler	0.17.0-bin-20190609-74ec0ca-NIGHTLY		3b5aea0b0a27dbdff4a8f922023789a7cb76b177
ch.epfl.lamp	scala-compiler	0.17.0-bin-20190610-5188531-NIGHTLY		e89e9a1e9292ac673693f340c622a64468f5241e
ch.epfl.lamp	scala-compiler	0.17.0-bin-20190611-af94cfc-NIGHTLY		73a28f37e2555fada16cdd5aa642c557511cf0c4
ch.epfl.lamp	scala-compiler	0.17.0-bin-20190612-401742a-NIGHTLY		bd7ff85d5eace49a3f6dfd138a07b3a3a658c9b8
ch.epfl.lamp	scala-compiler	0.17.0-bin-20190614-655fbfe-NIGHTLY		fbc8a3c665e186c033d257609e4e48427dbea479
ch.epfl.lamp	scala-compiler	0.17.0-bin-20190615-eb27b4a-NIGHTLY		3ca2b6e73b3c1aec6952bda01d2b902f318f6a16
ch.epfl.lamp	scala-compiler	0.17.0-bin-20190617-de5443f-NIGHTLY		1415ff42c48bf81d680ac3086d595eb621b67e1f
ch.epfl.lamp	scala-compiler	0.17.0-bin-20190618-dc62333-NIGHTLY		cbb95aa6c607fb744b8275357e30cdce11146da7
ch.epfl.lamp	scala-compiler	0.17.0-bin-20190619-0a67182-NIGHTLY		fe28a973e2eec1c4cad7a95fa70d22acd4d34d3f
ch.epfl.lamp	scala-compiler	0.17.0-bin-20190620-aef831a-NIGHTLY		0cdfafe956973507b805c0b07d941e7f9ef59109
ch.epfl.lamp	scala-compiler	0.17.0-bin-20190621-b8ed0df-NIGHTLY		23cc92a5fa8ec6d9c76d68d1f7d1f28b84605fd7
ch.epfl.lamp	scala-compiler	0.17.0-bin-20190622-b5a6963-NIGHTLY		5bd4b62b108747de2ab725ca63cfe2f39be795a4
ch.epfl.lamp	scala-compiler	0.17.0-bin-20190623-49c4a12-NIGHTLY		c0a27f905e996ce49c0886d4fa7d7ca697e99a82
ch.epfl.lamp	scala-compiler	0.17.0-bin-20190624-1268474-NIGHTLY		60f2ea24b80b5c2345777953e04eaf5063baf578
ch.epfl.lamp	scala-compiler	0.17.0-bin-20190625-10526a7-NIGHTLY		287f2d78526444f77b5a9e1a367983417c91db6c
ch.epfl.lamp	scala-compiler	0.17.0-bin-20190626-42c422b-NIGHTLY		906c2c93bda13c1f8a2dd1440c486ba1579d257f
ch.epfl.lamp	scala-compiler	0.17.0-bin-20190627-c3dbd50-NIGHTLY		b816706fecdb353ff0767bd9dd5d3e9658bd71be
ch.epfl.lamp	scala-compiler	0.17.0-bin-20190704-3c99306-NIGHTLY		10bbfc67599680c4e6066865912f3f39d44ae818
ch.epfl.lamp	scala-compiler	0.17.0-bin-20190704-dc0f865-NIGHTLY		89ad90c8dafd42f01d994b96a177488869074b56
ch.epfl.lamp	scala-compiler	0.17.0-bin-20190705-2b7cf02-NIGHTLY		25c06219b6dca5d2e866c520753f2e27da1c6258
ch.epfl.lamp	scala-compiler	0.17.0-bin-20190708-dfa1a91-NIGHTLY		a5982247aa334c3e6935b3c2f990d5ff93da2534
ch.epfl.lamp	scala-compiler	0.17.0-bin-20190709-bbc0df7-NIGHTLY		80a473aeccf9c41658b6daf63d631d0c86e53261
ch.epfl.lamp	scala-compiler	0.17.0-bin-20190710-9375804-NIGHTLY		842aa60e781909b0adea8b2a6ac62182e8af68be
ch.epfl.lamp	scala-compiler	0.17.0-bin-20190711-e2130b9-NIGHTLY		03c3c6964295ad015ddc9164c0e639cea7f31a18
ch.epfl.lamp	scala-compiler	0.18.0-bin-20190723-3540085-NIGHTLY		a2960d34596cb21785538da1371b4cc0dfe1cc77
ch.epfl.lamp	scala-compiler	0.18.0-bin-20190724-1faa30f-NIGHTLY		5a3b7eb5f2ec298fd4a639e58306739181e9e5cb
ch.epfl.lamp	scala-compiler	0.18.0-bin-20190725-8095c23-NIGHTLY		3d2a4f5fee1cf40b4ec22860f707b7a071bce3e4
ch.epfl.lamp	scala-compiler	0.18.0-bin-20190726-232b3fa-NIGHTLY		22a444e7f12b11307bb5d660ab9c0de1497a80bc
ch.epfl.lamp	scala-compiler	0.18.0-bin-20190727-bc81953-NIGHTLY		b7cc8b2c5a178dc80a87ecbf8be171edd04d158d
ch.epfl.lamp	scala-compiler	0.18.0-bin-20190728-939a07e-NIGHTLY		085f407a74e0b3a09ed2835d380b95190e7311d8
ch.epfl.lamp	scala-compiler	0.18.0-bin-20190729-0b52037-NIGHTLY		b02c0f7966659ecdc3e3772262a75b64a8603748
ch.epfl.lamp	scala-compiler	0.18.0-bin-20190731-5bdab50-NIGHTLY		02de8e511e95b319a2237ddda6e60080cfc7c632
ch.epfl.lamp	scala-compiler	0.18.0-bin-20190801-b25d17c-NIGHTLY		3a68076c14d09ad18302b87960ce6a8e8e8c552e
