at.released.cassettes.plugin.base	at.released.cassettes.plugin.base.gradle.plugin	0.1-alpha01		N/A
io.burkard	aws-cdk-scala-lookoutvision_3	0.1.6		6671674299c385ab719d7bfa8d9c46a72068de1c
io.burkard	aws-cdk-scala-lookoutvision_3	0.1.7		609568511c88d2817b08439296fd110e5d3488ae
io.burkard	aws-cdk-scala-lookoutvision_3	0.2.0		aa48e135bd2f05be2731d75bc8fc86fd94f03ae9
io.burkard	aws-cdk-scala-lookoutvision_3	0.3.0		06677d3f5c602899b7af89f6a06fc437df18a81b
io.burkard	aws-cdk-scala-lookoutvision_3	0.4.0		1f754ecd7295923caa1923a35e160920f5185334
io.burkard	aws-cdk-scala-lookoutvision_3	0.4.1		f5e1078e3c0b99e7045ba6eb7611431796aa11cb
io.burkard	aws-cdk-scala-lookoutvision_3	0.5.0		0933101635e831f4fd110ba14ba4de4ee5ee3953
io.gitee.kingdonwang	tool-parent	1.0.0		N/A
io.gitee.kingdonwang	tool-parent	1.0.1		N/A
io.github.cdklabs.cdk_cloudformation	okta-group-groupapplicationassociation	1.2.0-alpha.5		966db9c8558a6082f409abb5d385ed91ebfb3a7f
io.github.cdklabs.cdk_cloudformation	okta-group-groupapplicationassociation	1.2.0-alpha.7		712464f78b4dc90f149218f2c047fccdf0c9e00c
io.github.davidluoye	lib-core	1.0.0		N/A
io.github.davidluoye	lib-core	1.0.0	jar	f30c91e0d8a1ec741cd0fdad7592e86db03bae42
io.github.davidluoye	lib-core	1.2.0		N/A
io.github.davidluoye	lib-core	1.2.0	jar	4845384a206d0dcf39af7d4ae86df10ec4f3c795
io.github.davidluoye	lib-core	1.2.1		N/A
io.github.davidluoye	lib-core	1.2.1	jar	22b695b787c251dba41ee4edd0bdbff83d4b9b15
io.github.john-tuesday	nutrition-watchosarm64	0.2.0-alpha02		N/A
io.github.john-tuesday	nutrition-watchosarm64	0.2.0-alpha02	metadata	7cb60527c682899e6a35cd2de95fbbbdc475f3c5
io.github.microsphere-projects	microsphere-i18n-parent	0.0.1		N/A
io.github.qasecret	kotest-rp	1.0.2		106a4a460476943c6ad91b7268b8eaef1db0c345
io.github.qasecret	kotest-rp	1.0.3		785bc3a2e3094c605c91f44e023353cf0af23283
io.github.realmangorage.test	testb	4.0.4-mc1.20.1		N/A
io.github.realmangorage.test	testb	4.0.4-mc1.20.1	api	5be27422b951154803a5f8dbb781de26186c8fed
io.github.yeamy	sqldataset	1.0		6bf7dbcc61fafa1609b2249099b0bb73d7e7cfa8
io.github.yeamy	sqldataset	1.1		179b225b88a0f2f8428900cc1a909d1768c5537c
io.github.zrq1060	retrofit-adapter	0.0.1-test1		N/A
io.github.zrq1060	retrofit-adapter	0.0.1-test2		N/A
io.github.zrq1060	retrofit-adapter	0.0.1-test3		N/A
io.github.zrq1060	retrofit-adapter	0.0.1-test4		N/A
io.mosip.kernel	kernel-keygenerator-bouncycastle	1.0.5		d542f5b2f95486902673fe5e747422a69c8f8a88
io.mosip.kernel	kernel-keygenerator-bouncycastle	1.0.6		b658a010976dffa39601634c2db3ce0917b90b8b
io.mosip.kernel	kernel-keygenerator-bouncycastle	1.1.2		6c315bd9059c7649fa1c74941562915f23d7f6ce
io.mosip.kernel	kernel-keygenerator-bouncycastle	1.1.2-rc2		ef91123e5c9fad3af08f258781084cc0e7131fd2
io.mosip.kernel	kernel-keygenerator-bouncycastle	1.1.2-rc3		4000ffd78741319a2e019d6e8afcd8d290ab3636
io.mosip.kernel	kernel-keygenerator-bouncycastle	1.1.3		331f0ce8f89b8525a49ca57888feb66beb5db272
io.mosip.kernel	kernel-keygenerator-bouncycastle	1.1.3-rc1		3d6da81dff9b5c9a072cb2c345f7807e5a662891
io.mosip.kernel	kernel-keygenerator-bouncycastle	1.1.3-rc2		6e994a03dd4b7cc92a2c0a0d991db6083b068c27
io.mosip.kernel	kernel-keygenerator-bouncycastle	1.1.4		c1d5116ebf0a423bb86496dd22096eba5df0a597
io.mosip.kernel	kernel-keygenerator-bouncycastle	1.1.4-rc1		1cf9a5f57c1c446b01f94c0058460fd64b39b6fa
io.mosip.kernel	kernel-keygenerator-bouncycastle	1.1.5		e918f25958170b021639de21386fbd32cf14db5b
io.mosip.kernel	kernel-keygenerator-bouncycastle	1.1.5-rc1		442e0bef91df928f8ca0007d55e5570dcacf7134
io.mosip.kernel	kernel-keygenerator-bouncycastle	1.1.5.1		6c39a7f1e30c6482850cc370e3657a65a1ceba6b
io.mosip.kernel	kernel-keygenerator-bouncycastle	1.1.5.2		2a3c2cebe6eae52db984bbda5ce314a2a9ff3b78
io.mosip.kernel	kernel-keygenerator-bouncycastle	1.1.5.3		ed48cc104a2e2eadb7306d62e83b7ab227f8581b
io.provenance.scope	encryption	0.1.0		59e55ab9770aaeec0ffd7be17f60f8df4934d61a
io.provenance.scope	encryption	0.1.1		d577803cc320648f1e93abe7887e6cf37eb1321b
io.provenance.scope	encryption	0.2.0		3e1f4cf7ea32bb8a569efe6f250eb666eeec7fa8
io.provenance.scope	encryption	0.3.0		e084da65118424e0b6f8ec0d56f30b3791e7496a
io.provenance.scope	encryption	0.4.0		2f013f6d1defcb8e6fc496ac4bec323d69f84003
io.provenance.scope	encryption	0.4.0-automate-publishing		087b497b85865adf2014b45f55f770e56a7e6bcc
io.provenance.scope	encryption	0.4.1		7355e4f9510eb76d3f6c04f2f75ee1402fad27eb
io.provenance.scope	encryption	0.4.2		c9871e9840c4dc469aa3020cefc7b5a0f344a105
io.provenance.scope	encryption	0.4.3		26320a75e567d058bd7c5598e5b995440994d0d2
io.provenance.scope	encryption	0.4.4		1988c8fe2e04b00ede3c61aa419862d80b85d317
io.provenance.scope	encryption	0.4.5		2f8fc82b7297cab4a6d66bc07e5a941a5b1bbadc
io.provenance.scope	encryption	0.4.6		32c073722eb11a8aae85f3b2705adb29c4f0226b
io.provenance.scope	encryption	0.4.7		90bfc0196ce7f5cc468f714dc107bff34b08adfa
io.provenance.scope	encryption	0.4.8		2023744599c72701c40c70e988d26428ff65c04a
io.provenance.scope	encryption	0.4.9		7e8be0870fe6d6cdd4b4ed4cc7b5ae2081796282
io.provenance.scope	encryption	0.5.0		3a1e236292173d9e5d165c07cf29b69ec9dc2bb5
io.provenance.scope	encryption	0.5.1		74793c8d1e6bad980bc9272283c939bdaf966c19
io.provenance.scope	encryption	0.6.0		b02ce8b5b20721c2538a83f4365c818b49cde3f5
io.provenance.scope	encryption	0.6.1		90fa87b16b42ffe143d0b46820c0a2aa23da6765
io.provenance.scope	encryption	0.6.2		2353f8645b058a181a1055cecf498eca1e0ebb8c
io.provenance.scope	encryption	0.6.3		cfaedf4d2173c585d56d29ea41ce831afd4f06e5
io.provenance.scope	encryption	0.6.4		afbd022e98774ee2c6f38d82f21b3f6ba9b7c352
io.provenance.scope	encryption	0.7.0		278e05d078d8b91bea5f5bfcfea32f1cc56ba753
it.unibo.apice.scafiteam	scafi-lib-ext_2.11	0.3.1		06fbf1d26f43e037734743dc3afb77ba646769a3
it.unibo.apice.scafiteam	scafi-lib-ext_2.11	0.3.2		faf00c44025d9f58e95c06f7b27d0535b703700f
net.sf.okapi.linguistic	linguistic-tools	1.45.0		64d38687fe37c2abe347b9e9986c3d14b13b63fb
net.sf.okapi.linguistic	linguistic-tools	1.46.0		9d9f38316fa46daaa103057b296517701c408655
no.nav.tjenestespesifikasjoner	brukerprofil-v2-tjenestespesifikasjon	1.2018.11.06-01.45-c7f37fed0647		7f6fb85784aae8fd5ebe8b895e2cc5c565397ce0
no.nav.tjenestespesifikasjoner	brukerprofil-v2-tjenestespesifikasjon	1.2018.11.07-10.39-84c1211a7d2e		431dd28fffb0df594d9d1703bfb8e7eed192c5d2
no.nav.tjenestespesifikasjoner	brukerprofil-v2-tjenestespesifikasjon	1.2018.11.20-18.20-f058c54de62c		c67285c03eea84b86946cf92e63e8ddc2e1809ed
no.nav.tjenestespesifikasjoner	brukerprofil-v2-tjenestespesifikasjon	1.2018.11.27-14.49-88288e06ce21		c8b92e99249f21a85bad2382011f0416443bbf92
no.nav.tjenestespesifikasjoner	brukerprofil-v2-tjenestespesifikasjon	1.2018.12.04-11.46-61d4477c977b		d1e0c8e9d66724d5ba583c1763ea5e5fc2256844
no.nav.tjenestespesifikasjoner	brukerprofil-v2-tjenestespesifikasjon	1.2018.12.04-14.21-97584b2f5307		ba837a28e17eeeb8705063d0a66bd369e5ad48b7
no.nav.tjenestespesifikasjoner	brukerprofil-v2-tjenestespesifikasjon	1.2018.12.06-09.10-d808330f40d2		ff435e3e217e404f197f693ddf5f81796e750b49
no.nav.tjenestespesifikasjoner	brukerprofil-v2-tjenestespesifikasjon	1.2018.12.06-12.56-1b95d786fddc		7037a25e89f9cf1faddfd8b006eca0fb1740601c
no.nav.tjenestespesifikasjoner	brukerprofil-v2-tjenestespesifikasjon	1.2018.12.06-13.02-6378e08240a9		887952aa2d559e926ff84d5853bf603c58148118
no.nav.tjenestespesifikasjoner	brukerprofil-v2-tjenestespesifikasjon	1.2018.12.07-12.38-73cf10f9640d		63a6458b210d2c9169f7df89c40defc657a62459
no.nav.tjenestespesifikasjoner	brukerprofil-v2-tjenestespesifikasjon	1.2019.01.04-15.24-b819e9793a12		5d8e3d3c5680767e66863e89a88a76a4464c76bb
no.nav.tjenestespesifikasjoner	brukerprofil-v2-tjenestespesifikasjon	1.2019.01.04-19.15-2a19721005cd		f711b3a2182967a1fced2d51a819721cde1fb4e7
no.nav.tjenestespesifikasjoner	brukerprofil-v2-tjenestespesifikasjon	1.2019.01.07-12.34-f79cb7a9ec30		30d2e46c387db31e2fc6dc8d6a8676de0bff908b
no.nav.tjenestespesifikasjoner	brukerprofil-v2-tjenestespesifikasjon	1.2019.01.07-12.47-bc696e8da670		646f482cda8c6616743241584f72bb5dc35108f9
no.nav.tjenestespesifikasjoner	brukerprofil-v2-tjenestespesifikasjon	1.2019.01.07-13.09-68c5e29efdaf		70b125b5033f9ebc7dfbfa4f20e9826d31f91afd
no.nav.tjenestespesifikasjoner	brukerprofil-v2-tjenestespesifikasjon	1.2019.01.07-13.22-15d4168c3489		0c0fff564a5fa26299b25585e8968f5bb4a7cec3
no.nav.tjenestespesifikasjoner	brukerprofil-v2-tjenestespesifikasjon	1.2019.01.07-14.04-8f31edd8597f		2de19e62e3e09d6359a0ade6289a4aa84a85cec6
no.nav.tjenestespesifikasjoner	brukerprofil-v2-tjenestespesifikasjon	1.2019.01.07-14.45-6ce9fa39edbc		d650df69b0aba9f3933db399b62fb7def600d4a8
no.nav.tjenestespesifikasjoner	brukerprofil-v2-tjenestespesifikasjon	1.2019.01.07-14.46-fa6dc2fe3c08		d3b195253d8528c842307a8f4a206d8745a91c3c
no.nav.tjenestespesifikasjoner	brukerprofil-v2-tjenestespesifikasjon	1.2019.01.07-14.48-ab04c64cb6bd		68e8d9eb3e70ab820d06a47f9480be464df11927
no.nav.tjenestespesifikasjoner	brukerprofil-v2-tjenestespesifikasjon	1.2019.01.07-14.50-53ddb88419c9		d398f507372025ad329a5e309d5faf12bd9eee0b
no.nav.tjenestespesifikasjoner	brukerprofil-v2-tjenestespesifikasjon	1.2019.01.07-15.51-a1bba42f33fc		576d9d5375f7ac3014ba68ee1a650f17071708e7
no.nav.tjenestespesifikasjoner	brukerprofil-v2-tjenestespesifikasjon	1.2019.01.08-11.12-8f0e87a6bdb3		0fd38eb4b96bdfa1d513b6abd0e92299a7f1a64d
no.nav.tjenestespesifikasjoner	brukerprofil-v2-tjenestespesifikasjon	1.2019.01.08-12.37-fc5b8e97668d		1ec658d1a7c2f51b9decf095602f2984284a5d75
no.nav.tjenestespesifikasjoner	brukerprofil-v2-tjenestespesifikasjon	1.2019.01.09-11.55-84c21cab82d3		ad3bbe949145b10d9aa67e422d4d150ff5e5b23a
no.nav.tjenestespesifikasjoner	brukerprofil-v2-tjenestespesifikasjon	1.2019.01.16-07.28-b15ecbd7e114		bf16b4f8a1e885f424b1f2d12edf3733c358b6eb
no.nav.tjenestespesifikasjoner	brukerprofil-v2-tjenestespesifikasjon	1.2019.01.16-10.26-afc54bed6f85		a8a9a64db7122b2ee1a1932898415498785e3f47
no.nav.tjenestespesifikasjoner	brukerprofil-v2-tjenestespesifikasjon	1.2019.01.16-13.18-afc54bed6f85		e35416257cbdf49d523dddee50ca83e017fd8403
no.nav.tjenestespesifikasjoner	brukerprofil-v2-tjenestespesifikasjon	1.2019.01.16-21.19-afc54bed6f85		09354a8f8f18c0ceb8607ee98e193c239b3e4f2b
no.nav.tjenestespesifikasjoner	brukerprofil-v2-tjenestespesifikasjon	1.2019.02.01-15.24-2552a2e49189		3823ae55122d3387e49582e7d6cfb61b45c836f7
no.nav.tjenestespesifikasjoner	brukerprofil-v2-tjenestespesifikasjon	1.2019.02.04-18.50-74f9bede5375		52d8d9c5eb4ccd15e53f011e2c3358935e52f737
no.nav.tjenestespesifikasjoner	brukerprofil-v2-tjenestespesifikasjon	1.2019.02.06-20.03-9acde4111245		75a0a2c88d537c3a4627eb45eed6c18abd8abf93
no.nav.tjenestespesifikasjoner	brukerprofil-v2-tjenestespesifikasjon	1.2019.02.21-15.06-0d69fb1f3278		9d98a613338d3987b15e843c3a8765e095c9ebab
no.nav.tjenestespesifikasjoner	brukerprofil-v2-tjenestespesifikasjon	1.2019.02.28-12.52-e0a79af1ccde		359f0d49949098658b860ec3908fb5828de65f46
no.nav.tjenestespesifikasjoner	brukerprofil-v2-tjenestespesifikasjon	1.2019.02.28-20.22-e0a79af1ccde		fada45a878b2a80c2bc7eb662222f5cbe1989349
no.nav.tjenestespesifikasjoner	brukerprofil-v2-tjenestespesifikasjon	1.2019.03.03-19.34-397915678050		c8bac9f3f16ce90b3f65ea12fcea8535dff0d419
no.nav.tjenestespesifikasjoner	brukerprofil-v2-tjenestespesifikasjon	1.2019.03.04-09.22-880557851723		684d6821670355b53f4c578de33992cdd6dae60e
no.nav.tjenestespesifikasjoner	brukerprofil-v2-tjenestespesifikasjon	1.2019.03.04-09.26-1e4b0c19c0be		e4f47ba202b7e6f62213b4b9644002ababf346c8
no.nav.tjenestespesifikasjoner	brukerprofil-v2-tjenestespesifikasjon	1.2019.03.05-14.13-d95264192bc7		d33d47ead2a7f38f7e7a3a251ca85086d5583632
no.nav.tjenestespesifikasjoner	brukerprofil-v2-tjenestespesifikasjon	1.2019.03.05-14.15-99dc7babdf21		45b5ea65219938107c74a91355829b5d5aae0750
no.nav.tjenestespesifikasjoner	brukerprofil-v2-tjenestespesifikasjon	1.2019.03.26-11.06-58bc24a56f8e		ca2bae60ff6aed86b3f9f9b12cc96bd62599267d
no.nav.tjenestespesifikasjoner	brukerprofil-v2-tjenestespesifikasjon	1.2019.04.01-14.11-bd945ca760ae		3488a947bb1ef88f644ee28274bf8247c08dcdca
no.nav.tjenestespesifikasjoner	brukerprofil-v2-tjenestespesifikasjon	1.2019.04.03-23.09-56488320520a		fd10a186fa8fad61c64462bef52a8fe1395ef047
no.nav.tjenestespesifikasjoner	brukerprofil-v2-tjenestespesifikasjon	1.2019.04.04-09.14-c6cea90b8e95		e6a77762e650c22278b3cbfabcef420edcbfa5d3
no.nav.tjenestespesifikasjoner	brukerprofil-v2-tjenestespesifikasjon	1.2019.04.05-09.36-fbdf6a084578		55fd011490db9072d552a04e54a6bbabfffdce71
no.nav.tjenestespesifikasjoner	brukerprofil-v2-tjenestespesifikasjon	1.2019.05.23-08.28-c9a2c8477f7d		f611e3d002367165d522cbedb9928c11c247d68e
no.nav.tjenestespesifikasjoner	brukerprofil-v2-tjenestespesifikasjon	1.2019.05.31-14.28-6627afa127a2		02cba22576f1b7bf194004fb80d5c632077174b8
no.nav.tjenestespesifikasjoner	brukerprofil-v2-tjenestespesifikasjon	1.2019.06.04-10.12-7ca179183512		ceaf470b54fa47e26876cac7277534dd99936f15
no.nav.tjenestespesifikasjoner	brukerprofil-v2-tjenestespesifikasjon	1.2019.06.04-12.36-7ca179183512		c493416aee7f3b019944a8330209c2cdf8a23d39
no.nav.tjenestespesifikasjoner	brukerprofil-v2-tjenestespesifikasjon	1.2019.06.11-13.36-786a4cec3151		138af82695315e1ecf5fa317779c89043b964778
no.nav.tjenestespesifikasjoner	brukerprofil-v2-tjenestespesifikasjon	1.2019.07.10-10.57-b55f47790a9d		6a31a9d2bea4e2ec8d92fbe0cc404eca715f9bbc
no.nav.tjenestespesifikasjoner	brukerprofil-v2-tjenestespesifikasjon	1.2019.07.10-12.21-b55f47790a9d		7f44bb388434505126c62d8c5bc5628519fb57e0
no.nav.tjenestespesifikasjoner	brukerprofil-v2-tjenestespesifikasjon	1.2019.07.11-06.47-b55f47790a9d		ebfd0b10039586fb406ad5a424a2c1b304bf5042
no.nav.tjenestespesifikasjoner	brukerprofil-v2-tjenestespesifikasjon	1.2019.08.12-12.12-4258f3dded02		6b77162d6447bc1231a0883e005a7d68db400318
no.nav.tjenestespesifikasjoner	brukerprofil-v2-tjenestespesifikasjon	1.2019.08.16-13.46-35cbdfd492d4		a936726f54e4c886984147b2202926e9935f1bfc
no.nav.tjenestespesifikasjoner	brukerprofil-v2-tjenestespesifikasjon	1.2019.09.25-00.21-49b69f0625e0		b73e2078b455c99436892ad9b163c1c07d04f553
org.apache.activemq	apollo-util	1.0		b3f8976f30fa26b0e72674b52e958b21788d8a7a
org.apache.activemq	apollo-util	1.0	scaladoc	0be32e82bf3dc326d17c94ad5b17f6bee5e6f9a5
org.apache.activemq	apollo-util	1.0-beta1		f86c52512d89516dcf3999f7b1e57daf8d9c17b6
org.apache.activemq	apollo-util	1.0-beta2		e1cc59579be1205f52f705b53a9c93d5e7c2ad79
org.apache.activemq	apollo-util	1.0-beta3		424f7d5abd6ec1f4b447696b160bde23ce8d6006
org.apache.activemq	apollo-util	1.0-beta3	scaladoc	1492ae636138c34af8541356e3a9305f3eeb97c6
org.apache.activemq	apollo-util	1.0-beta4		60bf63f411af81c3760405235ac9e5809b53cde5
org.apache.activemq	apollo-util	1.0-beta4	scaladoc	d6991a42efe82c94255ea280c3f67e874b75ddb1
org.apache.activemq	apollo-util	1.0-beta5		4200bc8f4d72cbba3c6581e538d07aa8e70af9cf
org.apache.activemq	apollo-util	1.0-beta5	scaladoc	59e00ffd9bb64ec6f4fd3790547b683ff29f422a
org.apache.activemq	apollo-util	1.0-beta6		cb9141d9cf9649cd8aa9f376c8af751f643651c2
org.apache.activemq	apollo-util	1.0-beta6	scaladoc	a70a3626a16420c1574245f936e49528ccf13600
org.apache.activemq	apollo-util	1.1		e94a71bb2c321c4431796d427079fab122450573
org.apache.activemq	apollo-util	1.1	scaladoc	a6377adade318be663ee538bbf4b64808a0481a1
org.apache.activemq	apollo-util	1.2		50ccdafd4b0fc7c3415577930f3ad4f22cd1a027
org.apache.activemq	apollo-util	1.2	scaladoc	8d09ca892329c96e1af35e4319503009795643b4
org.apache.activemq	apollo-util	1.3		41786b0d28e46c45d7c282f9b78b203fb093cc2b
org.apache.activemq	apollo-util	1.3	scaladoc	c343af78539327b577ac42436b78a62b0e2e5318
org.apache.activemq	apollo-util	1.4		544b021bb244fe6d5ceac739b69a068584ebf932
org.apache.activemq	apollo-util	1.4	scaladoc	20f08dc6410af25d19ec490fdf8ec155f822deb2
org.apache.activemq	apollo-util	1.5		506033cf9a94fae499d3da357ade55d543c79db8
org.apache.activemq	apollo-util	1.5	scaladoc	8ed4f46abe2753add4b1b4294057d330e8e2df6b
org.apache.activemq	apollo-util	1.6		7eb4dfcfc001cafe4cfb37f65b390f96ee56228f
org.apache.activemq	apollo-util	1.6	scaladoc	d604c1daf05a9a1ad02fe24fc6f18518565c6be6
org.apache.activemq	apollo-util	1.7		4bacb4adb6edaf8fb9d2df915fb64dbe9d340df7
org.apache.activemq	apollo-util	1.7	scaladoc	a00a8eee68eda5d0bc601685e0e995eece55e603
org.apache.activemq	apollo-util	1.7.1		9c2dd87fd9516b7d7ad2d968831670d6379dbd57
org.apache.activemq	apollo-util	1.7.1	scaladoc	baf5d9e166d03bb8856d4a90ca4122801df18660
org.apache.aries.tx-control	tx-control-provider-jpa-xa-plugin-openjpa	0.0.3		5d6257d71a9f6dfc334f333efcf929b83ae1ac1b
org.apache.aries.tx-control	tx-control-provider-jpa-xa-plugin-openjpa	1.0.0		b67b609f884c3c11cb5e931ef43603b736b9cbb2
org.apache.aries.tx-control	tx-control-provider-jpa-xa-plugin-openjpa	1.0.1		c601ea43ce26d397008e6e80d9d4b3da6a53d7cf
org.apache.servicecomb	registry-consul	3.2.5		5b6d2739bb9fc93a7e1dd2a559f10610c680ce0e
org.danbrough.sqldelight	primitive-adapters-watchosarm32	2.0.0-alpha03		N/A
org.danbrough.sqldelight	primitive-adapters-watchosarm32	2.0.0-alpha03	metadata	41a3d64f04af20defb6d27c6b7705f9b90f0343a
org.danbrough.sqldelight	primitive-adapters-watchosarm32	2.0.0-alpha04		N/A
org.danbrough.sqldelight	primitive-adapters-watchosarm32	2.0.0-alpha04	metadata	8551705456eb71993e5379d107987f76d54ea89b
org.eclipse.kapua	kapua-translator-kura	0.2.0		N/A
org.eclipse.kapua	kapua-translator-kura	0.3.0		N/A
org.eclipse.kapua	kapua-translator-kura	0.3.1		N/A
org.eclipse.kapua	kapua-translator-kura	0.3.2		N/A
org.eclipse.kapua	kapua-translator-kura	1.0.0		N/A
org.eclipse.kapua	kapua-translator-kura	1.0.1		N/A
org.eclipse.kapua	kapua-translator-kura	1.0.2		N/A
org.eclipse.kapua	kapua-translator-kura	1.0.3		N/A
org.eclipse.kapua	kapua-translator-kura	1.0.4		N/A
org.eclipse.kapua	kapua-translator-kura	1.0.5		N/A
org.eclipse.kapua	kapua-translator-kura	1.0.6		N/A
org.eclipse.kapua	kapua-translator-kura	1.0.7		N/A
org.eclipse.kapua	kapua-translator-kura	1.0.8		N/A
org.eclipse.kapua	kapua-translator-kura	1.0.9		N/A
org.eclipse.kapua	kapua-translator-kura	1.1.0		N/A
org.eclipse.kapua	kapua-translator-kura	1.1.1		N/A
org.eclipse.kapua	kapua-translator-kura	1.1.2		N/A
org.eclipse.kapua	kapua-translator-kura	1.1.3		N/A
org.eclipse.kapua	kapua-translator-kura	1.1.4		N/A
org.eclipse.kapua	kapua-translator-kura	1.1.5		N/A
org.eclipse.kapua	kapua-translator-kura	1.2.0		N/A
org.eclipse.kapua	kapua-translator-kura	1.2.1		N/A
org.eclipse.kapua	kapua-translator-kura	1.2.2		N/A
org.eclipse.kapua	kapua-translator-kura	1.2.3		N/A
org.eclipse.kapua	kapua-translator-kura	1.2.4		N/A
org.eclipse.kapua	kapua-translator-kura	1.3.0		N/A
org.eclipse.kapua	kapua-translator-kura	1.3.1		N/A
org.eclipse.kapua	kapua-translator-kura	1.3.2		N/A
org.eclipse.kapua	kapua-translator-kura	1.4.0		N/A
org.eclipse.kapua	kapua-translator-kura	1.4.1		N/A
org.eclipse.kapua	kapua-translator-kura	1.4.2		N/A
org.eclipse.kapua	kapua-translator-kura	1.4.3		N/A
org.eclipse.kapua	kapua-translator-kura	1.4.4		N/A
org.eclipse.kapua	kapua-translator-kura	1.5.0		N/A
org.eclipse.kapua	kapua-translator-kura	1.5.1		N/A
org.eclipse.kapua	kapua-translator-kura	1.5.2		N/A
org.eclipse.kapua	kapua-translator-kura	1.5.3		N/A
org.eclipse.kapua	kapua-translator-kura	1.5.4		N/A
org.eclipse.kapua	kapua-translator-kura	1.5.5		N/A
org.eclipse.kapua	kapua-translator-kura	1.5.6		N/A
org.eclipse.kapua	kapua-translator-kura	1.5.7		N/A
org.eclipse.kapua	kapua-translator-kura	1.6.0		N/A
org.eclipse.kapua	kapua-translator-kura	1.6.1		N/A
org.eclipse.kapua	kapua-translator-kura	1.6.10		N/A
org.eclipse.kapua	kapua-translator-kura	1.6.11		N/A
org.eclipse.kapua	kapua-translator-kura	1.6.12		N/A
org.eclipse.kapua	kapua-translator-kura	1.6.2		N/A
org.eclipse.kapua	kapua-translator-kura	1.6.3		N/A
org.eclipse.kapua	kapua-translator-kura	1.6.4		N/A
org.eclipse.kapua	kapua-translator-kura	1.6.5		N/A
org.eclipse.kapua	kapua-translator-kura	1.6.6		N/A
org.eclipse.kapua	kapua-translator-kura	1.6.7		N/A
org.eclipse.kapua	kapua-translator-kura	1.6.8		N/A
org.eclipse.kapua	kapua-translator-kura	1.6.9		N/A
org.fbk.cit.hlt	core	1.4		1c599b1d878fc690e95c07c4086e4c70f85be141
org.fbk.cit.hlt	core	1.4	jar-with-dependencies	b11e1c58110668e1e07c4505619658b0a04b9369
org.fbk.cit.hlt	core	1.4.1		9616c71e1ef33c507754d7fc7e636552951970ad
org.fbk.cit.hlt	core	1.4.1	jar-with-dependencies	51523c36f603ba2e17183c06c573e66cc508c3cd
org.glassfish.websocket	websocket-sample-draw	0.2		N/A
org.greenrobot	greendao-generator-encryption	2.2.0		a88e36e7b300b17dbfea371dce40a645a5183044
org.jboss.integration.fuse	kie-standalone-package	1.0.0.redhat-620137		N/A
org.jgrapes	org.jgrapes.portal.providers.markdownit	0.10.0		7027344cc37b32cbef77c7da7a836d3e46366bca
org.jgrapes	org.jgrapes.portal.providers.markdownit	0.10.1		0d2e414520f91f70967b508d2c2e11f9d26d0323
org.jgrapes	org.jgrapes.portal.providers.markdownit	0.11.0		f413c196677219ab71e871dd3c929f93a815d8cb
org.jgrapes	org.jgrapes.portal.providers.markdownit	0.12.0		ad97d42d64fb7d9f1f257f6f3dcda7faa981f2dc
org.jgrapes	org.jgrapes.portal.providers.markdownit	0.13.0		b9e0813df00dc1aac6a1c5c336e6a81e0fbc577d
org.jgrapes	org.jgrapes.portal.providers.markdownit	0.14.0		7094cb60df97755316c80362f63f968bb8fef3ce
org.jgrapes	org.jgrapes.portal.providers.markdownit	0.15.0		a170a1acca856339cb69c1990384a0122125b62b
org.jgrapes	org.jgrapes.portal.providers.markdownit	0.15.1		5ec2e70e414e319177acfee5e033f0eff2c3c7dc
org.jgrapes	org.jgrapes.portal.providers.markdownit	0.16.0		4aa8e8009997e977b91dc05c0997708597cc1d73
org.jgrapes	org.jgrapes.portal.providers.markdownit	0.16.1		512469ca8f0a91ea61c1402d4f8f3d9bea08a67d
org.jgrapes	org.jgrapes.portal.providers.markdownit	0.17.0		3f4d4b463aa30a915b564f4b5f56c35c90b658ab
org.jgrapes	org.jgrapes.portal.providers.markdownit	0.17.1		ddbc00ca896ee17d7df46a74ea3964ae42ba48e1
org.jgrapes	org.jgrapes.portal.providers.markdownit	0.17.3		32e83d30bd13db90b596c7f815393a3beba85364
org.jgrapes	org.jgrapes.portal.providers.markdownit	0.18.0		4ae95056f34dfceb7afcf9241e204dc829ae57fd
org.jgrapes	org.jgrapes.portal.providers.markdownit	0.18.1		81b2aa7e940d092db7825f073344939ddc93cba9
org.jgrapes	org.jgrapes.portal.providers.markdownit	0.18.2		ff66e6a2656a567c29e7ad5bcda3ee893c7309c6
org.jgrapes	org.jgrapes.portal.providers.markdownit	0.18.3		372eacb19ed749f8e86624921a8eefce315f23ee
org.jgrapes	org.jgrapes.portal.providers.markdownit	0.18.4		309a7cbd6da3d278aaf21152ea4c89b0be46a39b
org.jgrapes	org.jgrapes.portal.providers.markdownit	0.18.5		f8eea494499e14a7bfa654b52df5183681ddc74d
org.jgrapes	org.jgrapes.portal.providers.markdownit	0.19.0		c6a61bfeab507e47da9d882c1b334e7b6bb3726d
org.jgrapes	org.jgrapes.portal.providers.markdownit	0.19.1		d177ce6f21ee17de02c7e016f1de2b6776acf514
org.jgrapes	org.jgrapes.portal.providers.markdownit	0.19.2		b07ba58d544c23ab9cb5209d40a845bb8a069b70
org.jgrapes	org.jgrapes.portal.providers.markdownit	0.19.3		1b1d25b02b92f155b6fdd3a51ce502ad8c645f5b
