au.net.causal.shoelaces	shoelaces-assorted-integration-tests	2.0		N/A
io.janstenpickle	trace4cats-http4s-common_2.12	0.10.1+67-47c00a3b		4e29e4d2eca229feb07055dc4cfa1a23bf5626f6
io.janstenpickle	trace4cats-http4s-common_2.12	0.10.1+69-76dd49b8		62df1b639372d473cee59168cc55afd47e6ed48d
io.janstenpickle	trace4cats-http4s-common_2.12	0.10.1+71-a57fa933		1096496b4da6713e346ea5aac33a5af58c413f53
io.janstenpickle	trace4cats-http4s-common_2.12	0.10.1+75-3b48d622		0b9b7c6682a7f1511b301b8121f878f0ceb9dd05
io.janstenpickle	trace4cats-http4s-common_2.12	0.10.1+77-f6db83c2		c5c5f56e298707723b1a16d0dd185864579ef261
io.janstenpickle	trace4cats-http4s-common_2.12	0.10.1+79-5e549eff		7f1d986361414307055fed932917a3100d21acfc
io.janstenpickle	trace4cats-http4s-common_2.12	0.10.1+8-41dd19ce		52e141e73edc043540d9ca9a771d3eeb58652405
io.janstenpickle	trace4cats-http4s-common_2.12	0.10.1+81-94fa5817		b190d08ffd94b79344d255723d0398f87b7d14f4
io.janstenpickle	trace4cats-http4s-common_2.12	0.10.1+83-b026f7bf		11794833c9a3536fa6fcb294471e09dbd2d509eb
io.janstenpickle	trace4cats-http4s-common_2.12	0.10.1+85-94ce71d2		566e8fd09aa47aec4560bfc3f798ca2a2334a8dd
io.janstenpickle	trace4cats-http4s-common_2.12	0.10.1+86-da0bcdf0		08cb736227391f7b193d0c261dd81d17c72430da
io.janstenpickle	trace4cats-http4s-common_2.12	0.10.1+88-895adf24		20d5d44ad1880b08eb81d23cf55946c509a03333
io.janstenpickle	trace4cats-http4s-common_2.12	0.10.1+90-cd417bb3		2c983b615c63048326c39733a6b017dfe8bee185
io.janstenpickle	trace4cats-http4s-common_2.12	0.10.1+92-6add905f		4885f72fc3ed807bfd90987be50f7c7f0cec40f8
io.janstenpickle	trace4cats-http4s-common_2.12	0.10.1+94-78a47e5e		f6b9ecd1b3bb0dedf69166750b7e722fb71bd991
io.janstenpickle	trace4cats-http4s-common_2.12	0.10.1+96-506a5de4		2dc00c8c95e0b888e5c0ed4873614e22d413c568
io.janstenpickle	trace4cats-http4s-common_2.12	0.10.1+99-e293587b		9aae1669b43fcbe45f2720fb9c06e2a934c0e3ea
io.janstenpickle	trace4cats-http4s-common_2.12	0.11.0		ee8387461f1583e2f242e910fbcc6269f4797984
io.janstenpickle	trace4cats-http4s-common_2.12	0.11.0+79-d21ea0df		ec944765ff5f8a7e101b3bb68876bca2a25049a1
io.janstenpickle	trace4cats-http4s-common_2.12	0.11.0+80-21dd59d7		08a844623b441889ae506efc38347f4788620b97
io.janstenpickle	trace4cats-http4s-common_2.12	0.11.1		61277f8e866686f63d2c3b4d9bf33b007cb0ab40
io.janstenpickle	trace4cats-http4s-common_2.12	0.12.0		84cff13493016c12e9370970981618cb0e9c081e
io.janstenpickle	trace4cats-http4s-common_2.12	0.12.0+48-dbe865c0		4c41aa81564944f79eeb5f84af7216d6df793a4b
io.janstenpickle	trace4cats-http4s-common_2.12	0.12.0-RC1		618cc71e176d656664173fed7edbbd3adecea3c7
io.janstenpickle	trace4cats-http4s-common_2.12	0.12.0-RC1+10-1acfba3a		6bb5a6299871d16d31f308640dd411d995f7cb47
io.janstenpickle	trace4cats-http4s-common_2.12	0.12.0-RC1+104-bbf8a8bd		c18963635926d7005afa7723b0ff452298dd26bc
io.janstenpickle	trace4cats-http4s-common_2.12	0.12.0-RC1+12-57ed71f7		3e6a87d9d1cce5fca675dc609b25e68b0207cef7
io.janstenpickle	trace4cats-http4s-common_2.12	0.12.0-RC1+125-f68e01bd		70747986ea60533fedb2084d4bfa9f57ca227ebc
io.janstenpickle	trace4cats-http4s-common_2.12	0.12.0-RC1+128-9e36e321		6466d8de494cc7a7121f14a50bf7db776389342f
io.janstenpickle	trace4cats-http4s-common_2.12	0.12.0-RC1+14-556dcbc9		169d0e0390ccb3625392913842edb41f70530d47
io.janstenpickle	trace4cats-http4s-common_2.12	0.12.0-RC1+144-2e5fe5eb		0a5e7e87d9a0abaee9d0acbb5dcd703e0cda5742
io.janstenpickle	trace4cats-http4s-common_2.12	0.12.0-RC1+146-d193db1e		3a68e94ab2e72155d6d11d65e3b227a82ca77cce
io.janstenpickle	trace4cats-http4s-common_2.12	0.12.0-RC1+148-ffc89c33		eb6337dcdb8b89eeaebd80f941336246c1fae824
io.janstenpickle	trace4cats-http4s-common_2.12	0.12.0-RC1+150-44d78e6d		5ee5dcf89fd5f253f052decc3ab2143585203300
io.janstenpickle	trace4cats-http4s-common_2.12	0.12.0-RC1+152-e3a578e1		292e7a8161006bc9fa8b6dec137057ad76945c74
io.janstenpickle	trace4cats-http4s-common_2.12	0.12.0-RC1+156-7ea07b63		078162c5b4ba74046efa72c6f619ca8a2d51d719
io.janstenpickle	trace4cats-http4s-common_2.12	0.12.0-RC1+159-1f006820		e96243a072ad0b67d46a69484f9f3166a16e8d28
io.janstenpickle	trace4cats-http4s-common_2.12	0.12.0-RC1+16-4a628e17		d4beb377e4466e5d79ab0b78fe85f315e18c3ba9
io.janstenpickle	trace4cats-http4s-common_2.12	0.12.0-RC1+18-85264314		da90290d80097bc834b9681059a52bf611d5d8a6
io.janstenpickle	trace4cats-http4s-common_2.12	0.12.0-RC1+2-7529693c		e2b6b46f8453dff00b129c10c4e17ca93f034dee
io.janstenpickle	trace4cats-http4s-common_2.12	0.12.0-RC1+20-6e08950f		4a965ff427d63e0e2e47c0c177540345b0ab9cde
io.janstenpickle	trace4cats-http4s-common_2.12	0.12.0-RC1+22-e7d2a52a		349062ee3a5a28bba77025933d3cfba849ded975
io.janstenpickle	trace4cats-http4s-common_2.12	0.12.0-RC1+24-49ec34ca		250c0bf4e05b29d177ddf8a815d871a0d1779193
io.janstenpickle	trace4cats-http4s-common_2.12	0.12.0-RC1+26-0ee94bdc		51899ad7d242c93eb9489bf485d4591f288d98bf
io.janstenpickle	trace4cats-http4s-common_2.12	0.12.0-RC1+28-3dbf2691		5db11056df4c24cdc4e9fad085b58346e2312346
io.janstenpickle	trace4cats-http4s-common_2.12	0.12.0-RC1+4-3678a569		e3d27990e83e79be2e0aebac6565fe964c47c391
io.janstenpickle	trace4cats-http4s-common_2.12	0.12.0-RC1+6-1a426dd2		e452ace43e7406227f500528066dc5d688e521a7
io.janstenpickle	trace4cats-http4s-common_2.12	0.12.0-RC1+8-1b586be3		9ffe6e12f4b71b1f0a25771cacceed540c7168c1
io.janstenpickle	trace4cats-http4s-common_2.12	0.12.0-RC1+85-6d61581e		6cf3fa97ece05b57a98296b8f9103d54aa54a5e7
io.janstenpickle	trace4cats-http4s-common_2.12	0.12.0-RC1+87-488c0deb		983f417351b1c909073d535a85ed00ec3da8bdf1
io.janstenpickle	trace4cats-http4s-common_2.12	0.12.0-RC1+95-d8e1ce7b		62225ee3b96cc458e393bd176e2167b05afba8bf
io.janstenpickle	trace4cats-http4s-common_2.12	0.12.0-RC2		9a9039a074be4ea3cb01ff960f90094281e92d74
io.janstenpickle	trace4cats-http4s-common_2.12	0.12.0-RC2+4-3d20c440		30783c9439b02669fe845b0bb142956cfb6266d2
io.janstenpickle	trace4cats-http4s-common_2.12	0.13.0		4cfe63c002ed75b7fef324c05f6bb36a6723e970
io.janstenpickle	trace4cats-http4s-common_2.12	0.13.1		4d70befcda1b13c3abb80ef8b33e37e38eaa44e5
io.janstenpickle	trace4cats-http4s-common_2.12	0.13.1+14-a89a7987		1885a90d8fb323f7c4f16a385478ff1ba0206fab
io.janstenpickle	trace4cats-http4s-common_2.12	0.13.1+22-facc147c		c579e471849cb69523e4ccbec6d268d347ccccee
io.janstenpickle	trace4cats-http4s-common_2.12	0.13.1+25-67e61bfc		8617843143bb81c10da620571b8dfb047c5e7274
io.janstenpickle	trace4cats-http4s-common_2.12	0.13.1+29-3ea8a4f9		6015bb88aefb42b23609a7d0f13a7703333ef043
io.janstenpickle	trace4cats-http4s-common_2.12	0.13.1+31-bd7a26b7		9fe7fe39fb00e90a9f902df3b5f76dcab2582377
io.janstenpickle	trace4cats-http4s-common_2.12	0.14.0		2df13c398cdb8829fae16e68691605d6c3b54579
io.janstenpickle	trace4cats-http4s-common_2.12	0.14.0+24-28c64bda		f37c907ea6b88e19328984a9c585203ea706a809
io.janstenpickle	trace4cats-http4s-common_2.12	0.14.0+27-f87cba43		23831f90486965abc906cd965ffa05663ea6fa13
io.janstenpickle	trace4cats-http4s-common_2.12	0.14.0+31-6f2ab7e9		1c0424aabaf45e98f17b9ca6a506bfa10cfc1c9c
io.janstenpickle	trace4cats-http4s-common_2.12	0.14.0+38-9d4f7395		da496b1df4ec5a0d0f41ee77423d6f979601538a
io.janstenpickle	trace4cats-http4s-common_2.12	0.14.0+41-2a95a918		7b83d251d3caf4378745cf468eabb32a32df58bb
io.janstenpickle	trace4cats-http4s-common_2.12	0.14.0+47-d0959a04		5b2caa40ea3d30de6920a8c199bacb9f40c67cae
io.janstenpickle	trace4cats-http4s-common_2.12	0.14.0+49-12ab5743		515fef7aec1033bfb0e3b02a0bbee59837042494
io.janstenpickle	trace4cats-http4s-common_2.12	0.14.1		65dd6572abcc654eba15b922adbd8088fd073cad
io.janstenpickle	trace4cats-http4s-common_2.12	0.2.0+16-191bf756		4ffcb0b6bd6733e3e4abcab07d70404d657f4e92
io.janstenpickle	trace4cats-http4s-common_2.12	0.2.0+18-1abfe3df		abecb9b5d547532a20e5ba3b55ecf857f4760508
io.janstenpickle	trace4cats-http4s-common_2.12	0.3.0		4b0bdb6f424bc3aca7c35f8c14987f376406cc54
io.janstenpickle	trace4cats-http4s-common_2.12	0.3.0+16-c501d8e1		19847300aae68827ee3e504c24d6164fb03093bf
io.janstenpickle	trace4cats-http4s-common_2.12	0.3.0+18-28c5f344		203e7ec9080db849b858676a5fdaf606a6a3a5bf
io.janstenpickle	trace4cats-http4s-common_2.12	0.3.0+2-0f03f7f2		dcf88521bf12a19137238f1838259d0bbcbcbef0
io.janstenpickle	trace4cats-http4s-common_2.12	0.3.0+25-1964ba4d		d8001d6423be15fb7642c9781908c02d90302cc8
io.janstenpickle	trace4cats-http4s-common_2.12	0.3.0+27-bc394f6c		ac80b2680eab6c8e2a1636a47d91a8d75abd6014
io.janstenpickle	trace4cats-http4s-common_2.12	0.3.0+29-100cb04c		4259ba869250ff882ee831869d2bc0c589d7e7c0
io.janstenpickle	trace4cats-http4s-common_2.12	0.3.0+31-98438dec		6524242c6abf4d1a8ddced24505e56727651406c
io.janstenpickle	trace4cats-http4s-common_2.12	0.3.0+35-2e8b3a98		dec96fac8772f23b4ecdda05a98bc8189a7161c1
io.janstenpickle	trace4cats-http4s-common_2.12	0.3.0+37-ca3ca281		835b3771b425af069c0c842cb6401ca7998c4f0a
io.janstenpickle	trace4cats-http4s-common_2.12	0.3.0+4-8cc1b336		11619e753ea3f6446f735b07e6734e117a74235a
io.janstenpickle	trace4cats-http4s-common_2.12	0.3.0+41-b1bb5422		da0b6e132144420db256c6bb321c4bac76f5d634
io.janstenpickle	trace4cats-http4s-common_2.12	0.3.0+43-76879f7b		3b48c9d549ca6287a835952caa91d9db460ca147
io.janstenpickle	trace4cats-http4s-common_2.12	0.3.0+45-c7677ee6		805161a9ab2b50a11c65ae7cf624308a0c802358
io.janstenpickle	trace4cats-http4s-common_2.12	0.3.0+47-c6ee0f82		35c6ffc5f5ed194a93c1ed1021e94deaf04becc2
io.janstenpickle	trace4cats-http4s-common_2.12	0.3.0+49-1f6bcff7		bb1069f612390b23c48cbf10b160dbc0c54a2a0c
io.janstenpickle	trace4cats-http4s-common_2.12	0.3.0+53-c8744c4f		c9781d6e6879717e091168900bcea152c41bed7b
io.janstenpickle	trace4cats-http4s-common_2.12	0.3.0+55-eaa4bf16		615a2540cb41fa2ea6712a36c337b42d9fcc33df
io.janstenpickle	trace4cats-http4s-common_2.12	0.3.0+57-e5a60e41		dedf79c4ebaf09e360b2b43a013c98afe8b5a343
io.janstenpickle	trace4cats-http4s-common_2.12	0.3.0+59-d37c7847		55950e0480162b50d0bc80579fbce980b71c2550
io.janstenpickle	trace4cats-http4s-common_2.12	0.3.0+6-1d40248e		53f0b049716e97cc790eed4af3666a2b1f12f3d4
io.janstenpickle	trace4cats-http4s-common_2.12	0.3.0+61-38343958		f78b5f2c7d165494f91db72ed64cc1582b458952
io.janstenpickle	trace4cats-http4s-common_2.12	0.3.0+63-fb0b2dfb		52a87b8b8eea477601c2fede9d87fb37927d343d
io.janstenpickle	trace4cats-http4s-common_2.12	0.3.0+71-4ec5fa86		a8f3548aa3d2313f047935fdcd545554d2d9a730
io.janstenpickle	trace4cats-http4s-common_2.12	0.3.0+73-ed591f18		0365a2405dd6b9e88847f4d598aea8d46db7e397
io.janstenpickle	trace4cats-http4s-common_2.12	0.3.0+75-c9154492		e949e055494ac16da6a3c96cda2eef92cfab6135
io.janstenpickle	trace4cats-http4s-common_2.12	0.3.0+77-05ded381		310a3a0bf04be850d72a9365588dd077a60be92b
io.janstenpickle	trace4cats-http4s-common_2.12	0.4.0		a23854e697cefc162e67c5b8b155197f510cc74f
io.janstenpickle	trace4cats-http4s-common_2.12	0.4.0+11-6dbaf373		1255dc7de89cc807d768f989a0f5c03d92bb4fe0
io.janstenpickle	trace4cats-http4s-common_2.12	0.4.0+14-7c8069aa		177464a95f8d8921035e665a2539f4e4a335b28b
io.janstenpickle	trace4cats-http4s-common_2.12	0.4.0+16-6b1115f8		09f2513a495b7454718ab0cc4780ca0fecae7a40
io.janstenpickle	trace4cats-http4s-common_2.12	0.4.0+18-467f8fab		b4f9cb2e03515fd27531c9ce851a2db41cdb3476
io.janstenpickle	trace4cats-http4s-common_2.12	0.4.0+26-5dfd44a5		29a96cfec59fb423aca2cf6787917e88af3bffca
io.janstenpickle	trace4cats-http4s-common_2.12	0.4.0+3-c4923314		2cd5a745efabfc96b10634155c385707c7782d8b
io.janstenpickle	trace4cats-http4s-common_2.12	0.4.0+41-2c78899a		297813bbe85ab47eeb4e9927d1d479d241e26954
io.janstenpickle	trace4cats-http4s-common_2.12	0.4.0+47-80ce121f		1378641dd897d238ae5f31f95b8e9e3a38319cb3
io.janstenpickle	trace4cats-http4s-common_2.12	0.4.0+5-3a429818		2d783c26b18290e84f2d489a932bc79ab3f76c31
io.janstenpickle	trace4cats-http4s-common_2.12	0.4.0+51-f07a1f42		baef785b4efbf4a867a0a691723f82c316315460
io.janstenpickle	trace4cats-http4s-common_2.12	0.4.0+53-6e73e55e		8d5a61cbb360094cca8b5a3e6ef2543b018dc401
io.janstenpickle	trace4cats-http4s-common_2.12	0.4.0+7-e48bf501		6dbb81d0a960d8fe88dfaac8bccad87ac98f8a20
io.janstenpickle	trace4cats-http4s-common_2.12	0.4.0+9-3c1b5d56		a4c39c62208ced0110e5ce4488f918c89fac62f1
io.janstenpickle	trace4cats-http4s-common_2.12	0.5.0		f21a4f6afe508a3cf4413c35d2bef3b794c838c2
io.janstenpickle	trace4cats-http4s-common_2.12	0.5.1		7f23a6c74c468d374870f895635399d1bfcb0886
io.janstenpickle	trace4cats-http4s-common_2.12	0.5.1+2-8533a57d		e0409144082610f545688e1faf80c6803000824a
io.janstenpickle	trace4cats-http4s-common_2.12	0.5.2		f63a6f9be37e35f69700e93bc91938839815a6a5
io.janstenpickle	trace4cats-http4s-common_2.12	0.6.0		76c494b4ee6f92d4db3e6989242b86887ccbd799
io.janstenpickle	trace4cats-http4s-common_2.12	0.6.0+11-873b4710		7d2fb3b453107a30bf209b45082111df22991dd7
io.janstenpickle	trace4cats-http4s-common_2.12	0.6.0+13-ef91afe7		8033686ff42e470413b33a3e2a692745661ae000
io.janstenpickle	trace4cats-http4s-common_2.12	0.6.0+14-68725e97		78ce0463878410b092c3a816fce97e73a296d7b7
io.janstenpickle	trace4cats-http4s-common_2.12	0.6.0+17-ebfd789c		69cecc01a5ad8aa46262c40003ae77291af8f1e5
io.janstenpickle	trace4cats-http4s-common_2.12	0.6.0+2-fc7e40e9		a873354e32d32bfce8ef3963dc9d41eeff5c08b5
io.janstenpickle	trace4cats-http4s-common_2.12	0.6.0+32-9c0fbbf8		31a4451a62bc552cad277b7e9497a942aa091e50
io.janstenpickle	trace4cats-http4s-common_2.12	0.6.0+34-3596e503		42b62df3f32870228901ecd73db4b6dab51417de
io.janstenpickle	trace4cats-http4s-common_2.12	0.6.0+38-f428c548		17b6b89aab4edbbdaf3b862ba77fd0ead0c45df6
io.janstenpickle	trace4cats-http4s-common_2.12	0.6.0+40-29422cda		bb8e8456454e0481cad0576daf9ec87fe0d193f5
io.janstenpickle	trace4cats-http4s-common_2.12	0.6.0+43-50937d92		40bd70eb8d10f5962c49c37f09720f0f7cc92842
io.janstenpickle	trace4cats-http4s-common_2.12	0.6.0+45-91003979		89d68f7dfded5405650b50b785a1cd7771c44cd6
io.janstenpickle	trace4cats-http4s-common_2.12	0.6.0+47-b6122636		5cbda50ea52218acc48a196577e7d3d5c57b338f
io.janstenpickle	trace4cats-http4s-common_2.12	0.6.0+51-ea76fea5		70fd75dcb80da596a9909f64d5f02a5b0ec83bb2
io.janstenpickle	trace4cats-http4s-common_2.12	0.6.0+6-fbfaa374		75d1b74bb1f5cba81584e9a23ff12e0390a42c8d
io.janstenpickle	trace4cats-http4s-common_2.12	0.6.0+66-03a73d22		0bbe57a27279c8e79020f5527fa1c15f415f8f2e
io.janstenpickle	trace4cats-http4s-common_2.12	0.6.0+74-3c4c4402		eaec457e39b06346c17eb3f087655ba5926627e1
io.janstenpickle	trace4cats-http4s-common_2.12	0.6.0+78-087550f6		55377e214ec700b306e6507dd6328ee21163586a
io.janstenpickle	trace4cats-http4s-common_2.12	0.6.0+8-92cd29af		72f222d5d328fbae8b26e5663ae3ec0f6b17b74c
io.janstenpickle	trace4cats-http4s-common_2.12	0.6.0+80-1dce5de8		6145bb05c58b2658bffb8d12ec070c749398c285
io.janstenpickle	trace4cats-http4s-common_2.12	0.6.0+85-a4aac290		a882d3af932ebe80859763da751a4dffdee07e58
io.janstenpickle	trace4cats-http4s-common_2.12	0.6.0+87-05169465		bb2b7328fcb6b3d16ae8235e64f24c22597e8ea2
io.janstenpickle	trace4cats-http4s-common_2.12	0.7.0		4683852791d60d1521263d6def142f3bb0fe22cf
io.janstenpickle	trace4cats-http4s-common_2.12	0.7.0+10-b2afe0d9		77d081e9a7d5126e92ce35b3aa272cf800c9b468
io.janstenpickle	trace4cats-http4s-common_2.12	0.7.0+106-b81743d5		121c8f9664448fa6f341cdaa057c4acfbd15b818
io.janstenpickle	trace4cats-http4s-common_2.12	0.7.0+108-28e83170		d6bdb2c133aaa777b9e7fc2f72b6e51812d89c90
io.janstenpickle	trace4cats-http4s-common_2.12	0.7.0+112-adf55fb6		745eeb84d980e37d0a415ec8f9380cc29e679413
io.janstenpickle	trace4cats-http4s-common_2.12	0.7.0+114-82681a97		fa226f2c7c77c04789b85cfd68ac19983259d894
io.janstenpickle	trace4cats-http4s-common_2.12	0.7.0+116-aeb6ff02		04f2c13ab245897f92f4e1949ca761789e7fc577
io.janstenpickle	trace4cats-http4s-common_2.12	0.7.0+118-9fd1a3f8		b468ccd777a06eab93beab36abd8f84f6b3c132d
io.janstenpickle	trace4cats-http4s-common_2.12	0.7.0+120-1b0f5226		d84ba3c2e01e2d1fd8bbb66d2af4f547cd019f6d
io.janstenpickle	trace4cats-http4s-common_2.12	0.7.0+122-8f5d7f9e		1db7c56c4564aa0db9cd7ecc53e70d247e6bcb9a
io.janstenpickle	trace4cats-http4s-common_2.12	0.7.0+126-402a61f6		be25464d420e3af6a45ff853b48faef514b79ad1
io.janstenpickle	trace4cats-http4s-common_2.12	0.7.0+128-40c44240		495bafd0318a390d96e115c84a85990de494cc49
io.janstenpickle	trace4cats-http4s-common_2.12	0.7.0+130-95f27b0d		7a651deb5fceb066f70f3ba4afcbcb1041b894c5
io.janstenpickle	trace4cats-http4s-common_2.12	0.7.0+138-f5ea5961		17216b051accbacb81fe9ed299d8850b90af6381
io.janstenpickle	trace4cats-http4s-common_2.12	0.7.0+14-c8a04328		8eba1d2ded113fb7069ee46a9a19b499da8403a7
io.janstenpickle	trace4cats-http4s-common_2.12	0.7.0+140-82b09f14		5ff2f621cb0fb86ffe4f739566b52873b5a12408
io.janstenpickle	trace4cats-http4s-common_2.12	0.7.0+142-0f686baf		5dc78a7d0bb4e653bfe53c0ee03d885c811cad59
io.janstenpickle	trace4cats-http4s-common_2.12	0.7.0+149-9c0aa740		8b04302b3745a841e7eba3fc39cd2d83a49c8264
io.janstenpickle	trace4cats-http4s-common_2.12	0.7.0+151-a9c8a5aa		8d2855fc2c3054d60c84ab9b1f28ef6aeb5ef491
io.janstenpickle	trace4cats-http4s-common_2.12	0.7.0+153-ce1ba507		7bac084ecd057f969958f8198c99fbcba154802a
io.janstenpickle	trace4cats-http4s-common_2.12	0.7.0+155-b0af7f41		26435b2f0ddd2805e8e523d2cc5bf307ce52f684
io.janstenpickle	trace4cats-http4s-common_2.12	0.7.0+157-6e955bb6		bb260593e4cd7f89d4d8c2a96f2dbf459399e0d8
io.janstenpickle	trace4cats-http4s-common_2.12	0.7.0+159-04af9962		8084cad9966594f82fc557d8188d5ffcb2751958
io.janstenpickle	trace4cats-http4s-common_2.12	0.7.0+16-24ac186d		6f56d17d753bffe70760766920bd1d9453e502f8
io.janstenpickle	trace4cats-http4s-common_2.12	0.7.0+164-c44e04d4		60e8d92cf8a0dd6cbe28de182ecc8245a892feb7
io.janstenpickle	trace4cats-http4s-common_2.12	0.7.0+166-1f72f225		8c17579a37aec46e049213c9bf740857166ef830
io.janstenpickle	trace4cats-http4s-common_2.12	0.7.0+168-2ce97ef2		bad1199ee7daf3da3d206ea83bdcb13fcba6ff1f
io.janstenpickle	trace4cats-http4s-common_2.12	0.7.0+170-0754ddab		cd91a24f13aeb61eb2f9cf476009ae7316077a83
io.janstenpickle	trace4cats-http4s-common_2.12	0.7.0+172-be87c1e1		6a505fe9132402520cf40a9b35442722f5d18bfe
io.janstenpickle	trace4cats-http4s-common_2.12	0.7.0+174-c7d97691		4aa49ee40ed4f2875a03ae2cff845fef575e7b7f
io.janstenpickle	trace4cats-http4s-common_2.12	0.7.0+176-7126003d		aba63d5a989dea963be7f7173ff7d7cc9019faf0
io.janstenpickle	trace4cats-http4s-common_2.12	0.7.0+178-5bb006fe		f6d46000db2aa676a084af2e7266d026d5d51d10
io.janstenpickle	trace4cats-http4s-common_2.12	0.7.0+18-61d7b699		24d3328ffef884777a3c3fd9bd924ce11e388854
io.janstenpickle	trace4cats-http4s-common_2.12	0.7.0+180-838ae5fd		52cb02a5960cd58493bfbcb48bdbb1acc4d70067
io.janstenpickle	trace4cats-http4s-common_2.12	0.7.0+185-5069854e		6810cb11bb755fd441a84f36bf19281bbe4cb4c1
io.janstenpickle	trace4cats-http4s-common_2.12	0.7.0+196-4786e06f		9d69d980572d34710131d5352f7a5b91b88381eb
io.janstenpickle	trace4cats-http4s-common_2.12	0.7.0+199-56e1748d		4791c7d9d3f705458668e965947ef419c86c59f3
io.janstenpickle	trace4cats-http4s-common_2.12	0.7.0+2-8c722c3a		333f4b801c78564390f1af62a193167f8f07ed0b
io.janstenpickle	trace4cats-http4s-common_2.12	0.7.0+20-2202f9cd		c266a8768ff0e18cb37d11343d0357d1d3b8ace1
io.janstenpickle	trace4cats-http4s-common_2.12	0.7.0+201-0dc4aa4d		51f45e102b0c05c422c5dc3371010b1ec42c8e07
io.janstenpickle	trace4cats-http4s-common_2.12	0.7.0+204-83a471b2		5d7d173df11c075c801663093b71dd9c5a26fc03
io.janstenpickle	trace4cats-http4s-common_2.12	0.7.0+206-0972c281		8522c66200a3f8cbb9d2e13912d506483136e72a
io.janstenpickle	trace4cats-http4s-common_2.12	0.7.0+208-b9afe532		7640d3ac675d6e17cfe8949eaa2819a1b1a93b6a
io.janstenpickle	trace4cats-http4s-common_2.12	0.7.0+210-4619f265		d6c8dca8e316fee3efdae133fdfcbb796b41e232
io.janstenpickle	trace4cats-http4s-common_2.12	0.7.0+214-9cff53d8		4618570b8601640dbd6e9c79b8bafb55928a48f6
io.janstenpickle	trace4cats-http4s-common_2.12	0.7.0+216-c9f6ceeb		b8f40c5903d15ffa5aaff11b066e2cdef057d6c6
io.janstenpickle	trace4cats-http4s-common_2.12	0.7.0+219-d64bc71d		3374f8ba85c8acac181d9c31fe64bf0425a78a74
io.janstenpickle	trace4cats-http4s-common_2.12	0.7.0+22-a8919d61		31e25a81c453395ffc05bf94e250ff6750ffd9cb
io.janstenpickle	trace4cats-http4s-common_2.12	0.7.0+223-f499c6f2		484d29cf558447cb6c691d9627842d2dc06a4193
io.janstenpickle	trace4cats-http4s-common_2.12	0.7.0+227-ea54ea9d		6547849085877fe1418b75401fb49cf185f110df
io.janstenpickle	trace4cats-http4s-common_2.12	0.7.0+229-543bea37		8687693a6c97cac0b84924dc78a30050398d8f37
io.janstenpickle	trace4cats-http4s-common_2.12	0.7.0+231-40240baf		57a19cc0f594d71addedecaa9c31a44429a0b8a3
io.janstenpickle	trace4cats-http4s-common_2.12	0.7.0+249-6a142bd1		1021033fb84424db05b280b7bf169d7bda7e7f9e
io.janstenpickle	trace4cats-http4s-common_2.12	0.7.0+251-76627301		3602bb54265d7bf24d07a5dcf2488287da8f7fe7
io.janstenpickle	trace4cats-http4s-common_2.12	0.7.0+255-2aee0e76		53b1332038d618693612077b2b2cb91a9eb23f07
io.janstenpickle	trace4cats-http4s-common_2.12	0.7.0+257-7bc24ca9		cb3c5548def78806b243157d25fecd42aa2d3b90
io.janstenpickle	trace4cats-http4s-common_2.12	0.7.0+261-0e1e1007		e1781f4d6cf050fc6bf10940d2a3c71736ab99e8
io.janstenpickle	trace4cats-http4s-common_2.12	0.7.0+265-3b881076		25fa86edca36fbd542489a9bdb538570af322b0a
io.janstenpickle	trace4cats-http4s-common_2.12	0.7.0+30-ddd7378e		89ff94feeb6980a5e72b4e8e07d7b3c7030f897e
io.janstenpickle	trace4cats-http4s-common_2.12	0.7.0+31-fbcb839e		a852dfc154fd990f0fe0c8a35b95420321b86843
io.janstenpickle	trace4cats-http4s-common_2.12	0.7.0+37-12adeba0		af0fce6b581c5105cd4f09b59268303d79731d85
