aislib	aislib	0.5.2		5456841f52aca88c4d6e019cecc077d2fd77d1a9
io.gravitee.gateway.standalone	gravitee-gateway-standalone	1.25.21		N/A
io.gravitee.gateway.standalone	gravitee-gateway-standalone	1.25.22		N/A
io.gravitee.gateway.standalone	gravitee-gateway-standalone	1.25.23		N/A
io.gravitee.gateway.standalone	gravitee-gateway-standalone	1.25.24		N/A
io.gravitee.gateway.standalone	gravitee-gateway-standalone	1.25.25		N/A
io.gravitee.gateway.standalone	gravitee-gateway-standalone	1.25.26		N/A
io.gravitee.gateway.standalone	gravitee-gateway-standalone	1.25.27		N/A
io.gravitee.gateway.standalone	gravitee-gateway-standalone	1.25.3		N/A
io.gravitee.gateway.standalone	gravitee-gateway-standalone	1.25.4		N/A
io.gravitee.gateway.standalone	gravitee-gateway-standalone	1.25.5		N/A
io.gravitee.gateway.standalone	gravitee-gateway-standalone	1.25.6		N/A
io.gravitee.gateway.standalone	gravitee-gateway-standalone	1.25.7		N/A
io.gravitee.gateway.standalone	gravitee-gateway-standalone	1.25.8		N/A
io.gravitee.gateway.standalone	gravitee-gateway-standalone	1.25.9		N/A
io.gravitee.gateway.standalone	gravitee-gateway-standalone	1.26.0		N/A
io.gravitee.gateway.standalone	gravitee-gateway-standalone	1.26.1		N/A
io.gravitee.gateway.standalone	gravitee-gateway-standalone	1.27.0		N/A
io.gravitee.gateway.standalone	gravitee-gateway-standalone	1.27.1		N/A
io.gravitee.gateway.standalone	gravitee-gateway-standalone	1.27.2		N/A
io.gravitee.gateway.standalone	gravitee-gateway-standalone	1.27.3		N/A
io.gravitee.gateway.standalone	gravitee-gateway-standalone	1.28.0		N/A
io.gravitee.gateway.standalone	gravitee-gateway-standalone	1.28.1		N/A
io.gravitee.gateway.standalone	gravitee-gateway-standalone	1.28.2		N/A
io.gravitee.gateway.standalone	gravitee-gateway-standalone	1.28.3		N/A
io.gravitee.gateway.standalone	gravitee-gateway-standalone	1.28.4		N/A
io.gravitee.gateway.standalone	gravitee-gateway-standalone	1.28.5		N/A
io.gravitee.gateway.standalone	gravitee-gateway-standalone	1.28.6		N/A
io.gravitee.gateway.standalone	gravitee-gateway-standalone	1.29.0		N/A
io.gravitee.gateway.standalone	gravitee-gateway-standalone	1.29.1		N/A
io.gravitee.gateway.standalone	gravitee-gateway-standalone	1.29.2		N/A
io.gravitee.gateway.standalone	gravitee-gateway-standalone	1.29.3		N/A
io.gravitee.gateway.standalone	gravitee-gateway-standalone	1.29.4		N/A
io.gravitee.gateway.standalone	gravitee-gateway-standalone	1.29.5		N/A
io.gravitee.gateway.standalone	gravitee-gateway-standalone	1.29.6		N/A
io.gravitee.gateway.standalone	gravitee-gateway-standalone	1.3.0		N/A
io.gravitee.gateway.standalone	gravitee-gateway-standalone	1.3.1		N/A
io.gravitee.gateway.standalone	gravitee-gateway-standalone	1.3.3		N/A
io.gravitee.gateway.standalone	gravitee-gateway-standalone	1.30.0		N/A
io.gravitee.gateway.standalone	gravitee-gateway-standalone	1.30.1		N/A
io.gravitee.gateway.standalone	gravitee-gateway-standalone	1.30.10		N/A
io.gravitee.gateway.standalone	gravitee-gateway-standalone	1.30.11		N/A
io.gravitee.gateway.standalone	gravitee-gateway-standalone	1.30.12		N/A
io.gravitee.gateway.standalone	gravitee-gateway-standalone	1.30.13		N/A
io.gravitee.gateway.standalone	gravitee-gateway-standalone	1.30.14		N/A
io.gravitee.gateway.standalone	gravitee-gateway-standalone	1.30.15		N/A
io.gravitee.gateway.standalone	gravitee-gateway-standalone	1.30.16		N/A
io.gravitee.gateway.standalone	gravitee-gateway-standalone	1.30.17		N/A
io.gravitee.gateway.standalone	gravitee-gateway-standalone	1.30.18		N/A
io.gravitee.gateway.standalone	gravitee-gateway-standalone	1.30.19		N/A
io.gravitee.gateway.standalone	gravitee-gateway-standalone	1.30.2		N/A
io.gravitee.gateway.standalone	gravitee-gateway-standalone	1.30.20		N/A
io.gravitee.gateway.standalone	gravitee-gateway-standalone	1.30.21		N/A
io.gravitee.gateway.standalone	gravitee-gateway-standalone	1.30.22		N/A
io.gravitee.gateway.standalone	gravitee-gateway-standalone	1.30.23		N/A
io.gravitee.gateway.standalone	gravitee-gateway-standalone	1.30.24		N/A
io.gravitee.gateway.standalone	gravitee-gateway-standalone	1.30.25		N/A
io.gravitee.gateway.standalone	gravitee-gateway-standalone	1.30.26		N/A
io.gravitee.gateway.standalone	gravitee-gateway-standalone	1.30.27		N/A
io.gravitee.gateway.standalone	gravitee-gateway-standalone	1.30.28		N/A
io.gravitee.gateway.standalone	gravitee-gateway-standalone	1.30.29		N/A
io.gravitee.gateway.standalone	gravitee-gateway-standalone	1.30.3		N/A
io.gravitee.gateway.standalone	gravitee-gateway-standalone	1.30.30		N/A
io.gravitee.gateway.standalone	gravitee-gateway-standalone	1.30.31		N/A
io.gravitee.gateway.standalone	gravitee-gateway-standalone	1.30.4		N/A
io.gravitee.gateway.standalone	gravitee-gateway-standalone	1.30.5		N/A
io.gravitee.gateway.standalone	gravitee-gateway-standalone	1.30.6		N/A
io.gravitee.gateway.standalone	gravitee-gateway-standalone	1.30.7		N/A
io.gravitee.gateway.standalone	gravitee-gateway-standalone	1.30.8		N/A
io.gravitee.gateway.standalone	gravitee-gateway-standalone	1.30.9		N/A
io.gravitee.gateway.standalone	gravitee-gateway-standalone	1.4.0		N/A
io.gravitee.gateway.standalone	gravitee-gateway-standalone	1.4.1		N/A
io.gravitee.gateway.standalone	gravitee-gateway-standalone	1.5.0		N/A
io.gravitee.gateway.standalone	gravitee-gateway-standalone	1.5.1		N/A
io.gravitee.gateway.standalone	gravitee-gateway-standalone	1.6.0		N/A
io.gravitee.gateway.standalone	gravitee-gateway-standalone	1.6.1		N/A
io.gravitee.gateway.standalone	gravitee-gateway-standalone	1.7.0		N/A
io.gravitee.gateway.standalone	gravitee-gateway-standalone	1.8.0		N/A
io.gravitee.gateway.standalone	gravitee-gateway-standalone	1.8.1		N/A
io.gravitee.gateway.standalone	gravitee-gateway-standalone	1.8.2		N/A
io.gravitee.gateway.standalone	gravitee-gateway-standalone	1.8.3		N/A
io.gravitee.gateway.standalone	gravitee-gateway-standalone	1.8.4		N/A
io.gravitee.gateway.standalone	gravitee-gateway-standalone	1.9.0		N/A
io.gravitee.gateway.standalone	gravitee-gateway-standalone	1.9.1		N/A
io.gravitee.gateway.standalone	gravitee-gateway-standalone	1.9.2		N/A
io.gravitee.gateway.standalone	gravitee-gateway-standalone	3.0.0		N/A
io.gravitee.gateway.standalone	gravitee-gateway-standalone	3.0.0-alpha		N/A
io.gravitee.gateway.standalone	gravitee-gateway-standalone	3.0.0-beta		N/A
io.gravitee.gateway.standalone	gravitee-gateway-standalone	3.0.1		N/A
io.gravitee.gateway.standalone	gravitee-gateway-standalone	3.0.10		N/A
io.gravitee.gateway.standalone	gravitee-gateway-standalone	3.0.11		N/A
io.gravitee.gateway.standalone	gravitee-gateway-standalone	3.0.12		N/A
io.gravitee.gateway.standalone	gravitee-gateway-standalone	3.0.13		N/A
io.gravitee.gateway.standalone	gravitee-gateway-standalone	3.0.14		N/A
io.gravitee.gateway.standalone	gravitee-gateway-standalone	3.0.15		N/A
io.gravitee.gateway.standalone	gravitee-gateway-standalone	3.0.16		N/A
io.gravitee.gateway.standalone	gravitee-gateway-standalone	3.0.17		N/A
io.gravitee.gateway.standalone	gravitee-gateway-standalone	3.0.2		N/A
io.gravitee.gateway.standalone	gravitee-gateway-standalone	3.0.3		N/A
io.gravitee.gateway.standalone	gravitee-gateway-standalone	3.0.4		N/A
io.gravitee.gateway.standalone	gravitee-gateway-standalone	3.0.5		N/A
io.gravitee.gateway.standalone	gravitee-gateway-standalone	3.0.6		N/A
io.gravitee.gateway.standalone	gravitee-gateway-standalone	3.0.7		N/A
io.gravitee.gateway.standalone	gravitee-gateway-standalone	3.0.8		N/A
io.gravitee.gateway.standalone	gravitee-gateway-standalone	3.0.9		N/A
io.gravitee.gateway.standalone	gravitee-gateway-standalone	3.1.0		N/A
io.gravitee.gateway.standalone	gravitee-gateway-standalone	3.1.1		N/A
io.gravitee.gateway.standalone	gravitee-gateway-standalone	3.1.2		N/A
io.gravitee.gateway.standalone	gravitee-gateway-standalone	3.1.3		N/A
io.gravitee.gateway.standalone	gravitee-gateway-standalone	3.1.4		N/A
io.gravitee.gateway.standalone	gravitee-gateway-standalone	3.10.0		N/A
io.gravitee.gateway.standalone	gravitee-gateway-standalone	3.10.1		N/A
io.gravitee.gateway.standalone	gravitee-gateway-standalone	3.10.2		N/A
io.gravitee.gateway.standalone	gravitee-gateway-standalone	3.10.3		N/A
io.gravitee.gateway.standalone	gravitee-gateway-standalone	3.10.4		N/A
io.gravitee.gateway.standalone	gravitee-gateway-standalone	3.10.5		N/A
io.gravitee.gateway.standalone	gravitee-gateway-standalone	3.10.6		N/A
io.gravitee.gateway.standalone	gravitee-gateway-standalone	3.10.7		N/A
io.gravitee.gateway.standalone	gravitee-gateway-standalone	3.11.0		N/A
io.gravitee.gateway.standalone	gravitee-gateway-standalone	3.11.1		N/A
io.gravitee.gateway.standalone	gravitee-gateway-standalone	3.11.2		N/A
io.gravitee.gateway.standalone	gravitee-gateway-standalone	3.11.3		N/A
io.gravitee.gateway.standalone	gravitee-gateway-standalone	3.12.0		N/A
io.gravitee.gateway.standalone	gravitee-gateway-standalone	3.12.1		N/A
io.gravitee.gateway.standalone	gravitee-gateway-standalone	3.12.2		N/A
io.gravitee.gateway.standalone	gravitee-gateway-standalone	3.12.3		N/A
io.gravitee.gateway.standalone	gravitee-gateway-standalone	3.12.4		N/A
io.gravitee.gateway.standalone	gravitee-gateway-standalone	3.13.0		N/A
io.gravitee.gateway.standalone	gravitee-gateway-standalone	3.13.1		N/A
io.gravitee.gateway.standalone	gravitee-gateway-standalone	3.2.0		N/A
io.gravitee.gateway.standalone	gravitee-gateway-standalone	3.2.1		N/A
io.gravitee.gateway.standalone	gravitee-gateway-standalone	3.2.2		N/A
io.gravitee.gateway.standalone	gravitee-gateway-standalone	3.2.3		N/A
io.gravitee.gateway.standalone	gravitee-gateway-standalone	3.3.0		N/A
io.gravitee.gateway.standalone	gravitee-gateway-standalone	3.3.1		N/A
io.gravitee.gateway.standalone	gravitee-gateway-standalone	3.3.2		N/A
io.gravitee.gateway.standalone	gravitee-gateway-standalone	3.3.3		N/A
io.gravitee.gateway.standalone	gravitee-gateway-standalone	3.3.4		N/A
io.gravitee.gateway.standalone	gravitee-gateway-standalone	3.4.0		N/A
io.gravitee.gateway.standalone	gravitee-gateway-standalone	3.4.1		N/A
io.gravitee.gateway.standalone	gravitee-gateway-standalone	3.4.2		N/A
io.gravitee.gateway.standalone	gravitee-gateway-standalone	3.4.3		N/A
io.gravitee.gateway.standalone	gravitee-gateway-standalone	3.5.0		N/A
io.gravitee.gateway.standalone	gravitee-gateway-standalone	3.5.1		N/A
io.gravitee.gateway.standalone	gravitee-gateway-standalone	3.5.10		N/A
io.gravitee.gateway.standalone	gravitee-gateway-standalone	3.5.11		N/A
io.gravitee.gateway.standalone	gravitee-gateway-standalone	3.5.12		N/A
io.gravitee.gateway.standalone	gravitee-gateway-standalone	3.5.13		N/A
io.gravitee.gateway.standalone	gravitee-gateway-standalone	3.5.15		N/A
io.gravitee.gateway.standalone	gravitee-gateway-standalone	3.5.16		N/A
io.gravitee.gateway.standalone	gravitee-gateway-standalone	3.5.17		N/A
io.gravitee.gateway.standalone	gravitee-gateway-standalone	3.5.18		N/A
io.gravitee.gateway.standalone	gravitee-gateway-standalone	3.5.19		N/A
io.gravitee.gateway.standalone	gravitee-gateway-standalone	3.5.2		N/A
io.gravitee.gateway.standalone	gravitee-gateway-standalone	3.5.20		N/A
io.gravitee.gateway.standalone	gravitee-gateway-standalone	3.5.21		N/A
io.gravitee.gateway.standalone	gravitee-gateway-standalone	3.5.22		N/A
io.gravitee.gateway.standalone	gravitee-gateway-standalone	3.5.23		N/A
io.gravitee.gateway.standalone	gravitee-gateway-standalone	3.5.24		N/A
io.gravitee.gateway.standalone	gravitee-gateway-standalone	3.5.3		N/A
io.gravitee.gateway.standalone	gravitee-gateway-standalone	3.5.4		N/A
io.gravitee.gateway.standalone	gravitee-gateway-standalone	3.5.5		N/A
io.gravitee.gateway.standalone	gravitee-gateway-standalone	3.5.6		N/A
io.gravitee.gateway.standalone	gravitee-gateway-standalone	3.5.7		N/A
io.gravitee.gateway.standalone	gravitee-gateway-standalone	3.5.8		N/A
io.gravitee.gateway.standalone	gravitee-gateway-standalone	3.5.9		N/A
io.gravitee.gateway.standalone	gravitee-gateway-standalone	3.6.0		N/A
io.gravitee.gateway.standalone	gravitee-gateway-standalone	3.6.1		N/A
io.gravitee.gateway.standalone	gravitee-gateway-standalone	3.6.2		N/A
io.gravitee.gateway.standalone	gravitee-gateway-standalone	3.6.3		N/A
io.gravitee.gateway.standalone	gravitee-gateway-standalone	3.7.0		N/A
io.gravitee.gateway.standalone	gravitee-gateway-standalone	3.7.1		N/A
io.gravitee.gateway.standalone	gravitee-gateway-standalone	3.7.2		N/A
io.gravitee.gateway.standalone	gravitee-gateway-standalone	3.7.4		N/A
io.gravitee.gateway.standalone	gravitee-gateway-standalone	3.8.0		N/A
io.gravitee.gateway.standalone	gravitee-gateway-standalone	3.8.1		N/A
io.gravitee.gateway.standalone	gravitee-gateway-standalone	3.8.3		N/A
io.gravitee.gateway.standalone	gravitee-gateway-standalone	3.8.4		N/A
io.gravitee.gateway.standalone	gravitee-gateway-standalone	3.8.5		N/A
io.gravitee.gateway.standalone	gravitee-gateway-standalone	3.8.6		N/A
io.gravitee.gateway.standalone	gravitee-gateway-standalone	3.8.7		N/A
io.gravitee.gateway.standalone	gravitee-gateway-standalone	3.9.0		N/A
io.gravitee.gateway.standalone	gravitee-gateway-standalone	3.9.1		N/A
io.gravitee.gateway.standalone	gravitee-gateway-standalone	3.9.2		N/A
io.gravitee.gateway.standalone	gravitee-gateway-standalone	3.9.3		N/A
io.gravitee.gateway.standalone	gravitee-gateway-standalone	3.9.4		N/A
io.kotest.extensions	kotest-extensions-testcontainers-elastic	2.0.0		d4f6fdc6d8c07e7774140d315711721120b819b8
io.kotest.extensions	kotest-extensions-testcontainers-elastic	2.0.1		82c1a221238f16a9d6cf32391e3f495e474f5a1b
io.kotest.extensions	kotest-extensions-testcontainers-elastic	2.0.2		616d0670df9aae09a8d6f7e72e8ee892a3757d25
io.ktor	ktor-server-html-builder-macosx64	2.0.0		6a1b704a818895f5a3d7e88a89762ddaa4228916
io.ktor	ktor-server-html-builder-macosx64	2.0.0	metadata	228c6c4ee24e49bd79317819158c393d0a122964
io.ktor	ktor-server-html-builder-macosx64	2.0.0-rc-1		e3b6b50a3ab42410ad339c120baf59afe1cc0abd
io.ktor	ktor-server-html-builder-macosx64	2.0.0-rc-1	metadata	9bfda7db5bc726e5b3442954f7f6a46f628cd959
io.ktor	ktor-server-html-builder-macosx64	2.0.1		e78ccfb264ebec1dc9c25f1ca8c1e1e3eaa438eb
io.ktor	ktor-server-html-builder-macosx64	2.0.1	metadata	af652fefb9bce8749ae1d26d2443e1fa16b52c4e
io.ktor	ktor-server-html-builder-macosx64	2.0.2		3e35c9dfa6ab1d84455074cc442b981bf417277a
io.ktor	ktor-server-html-builder-macosx64	2.0.2	metadata	81c177688c68ab047606f2c3ff62f60490139ae2
io.ktor	ktor-server-html-builder-macosx64	2.0.3		2cf5070036eb4503e28403575653afbd6debca40
io.ktor	ktor-server-html-builder-macosx64	2.0.3	metadata	8b7aef20f06e94d8aee2720b847f0049a4ae67d9
io.ktor	ktor-server-html-builder-macosx64	2.1.0		e4280ade4c8a6813954728ac77cc349ad1883336
io.ktor	ktor-server-html-builder-macosx64	2.1.0	metadata	296cb084d6761147c8a0fc753b3a521053a2132a
io.ktor	ktor-server-html-builder-macosx64	2.1.1		cc30791a046d5b748b53b3b2e9edc5dce084ae0b
io.ktor	ktor-server-html-builder-macosx64	2.1.1	metadata	04eef7f7ff1601fbeee12ebb10de2ceba38b3666
io.ktor	ktor-server-html-builder-macosx64	2.1.2		4447cc72bdf08e21edd0c14967237dbc141ce3b1
io.ktor	ktor-server-html-builder-macosx64	2.1.2	metadata	5c80189624f2b9036ee710ac48ba1f42a3d4b842
io.ktor	ktor-server-html-builder-macosx64	2.1.3		d2339b14399ce67b33bb806895f6d6bdd6296147
io.ktor	ktor-server-html-builder-macosx64	2.1.3	metadata	34cb29becbc679e9a6855228b25cc819a0f05178
io.ktor	ktor-server-html-builder-macosx64	2.2.0		97a4cadf01b869ac54a835d7fca69c93d6f01871
io.ktor	ktor-server-html-builder-macosx64	2.2.0	metadata	3757b21dce066b121ba791846a413b073a00f5b1
io.ktor	ktor-server-html-builder-macosx64	2.2.1		0498010af7c9ac9751e0c7b31c6ad256ce38be27
io.ktor	ktor-server-html-builder-macosx64	2.2.1	metadata	512f01d211bd59e78e183b939241cb037d1ac7e6
io.ktor	ktor-server-html-builder-macosx64	2.2.2		c82ca70f9e20ca804254c5be0a3abee074f5f674
io.ktor	ktor-server-html-builder-macosx64	2.2.2	metadata	73955902715eec8343cc0fb22ef1933a575ce37c
io.ktor	ktor-server-html-builder-macosx64	2.2.3		a8259f42e361b7ecc4a74e432c4feafca4315926
io.ktor	ktor-server-html-builder-macosx64	2.2.3	metadata	5bca49119d197eb2539dee2f5fa868954a9c5fdf
io.ktor	ktor-server-html-builder-macosx64	2.2.4		829c53ad229c5bfa7090f4a4c232a1685e95b99c
io.ktor	ktor-server-html-builder-macosx64	2.2.4	metadata	a1b469c11049142cc13321c8216643ced436e1e7
io.ktor	ktor-server-html-builder-macosx64	2.3.0		613b4ab177ceaebcbb0a61603407240191dd52b7
io.ktor	ktor-server-html-builder-macosx64	2.3.0	metadata	ed6d640d005476a7425c605a4773e056efc72685
io.ktor	ktor-server-html-builder-macosx64	2.3.1		35d0cf50d7ba9c0d70d41c362c962bfc1f0711e3
io.ktor	ktor-server-html-builder-macosx64	2.3.1	metadata	f731c5bb02ddb5b3b955fce17a5eec394a1e6b07
io.ktor	ktor-server-html-builder-macosx64	2.3.10		7f4f1840526c4a265bcd71ec247b971e5c396663
io.ktor	ktor-server-html-builder-macosx64	2.3.10	metadata	887448c1b207109cce84f6d0ccdf038883f791be
io.ktor	ktor-server-html-builder-macosx64	2.3.11		0a89acbaad570eb8594757935ac3f438a6b7b72b
io.ktor	ktor-server-html-builder-macosx64	2.3.11	metadata	b8da677bae30c6897694f02a02a604bf9ad36c42
io.ktor	ktor-server-html-builder-macosx64	2.3.12		3a2129b83ea890fd0c853b8e36edf7a2b64d8480
io.ktor	ktor-server-html-builder-macosx64	2.3.12	metadata	ac4175a36cbbea5e97120f9b6ea5e8093bb87d46
io.ktor	ktor-server-html-builder-macosx64	2.3.13		106aa29af9ef88d8d4c05210981353f8209381aa
io.ktor	ktor-server-html-builder-macosx64	2.3.13	metadata	6a3ca2d747e8cae31987b8562e69e2a07006c77f
io.ktor	ktor-server-html-builder-macosx64	2.3.2		c2e26e49a05b8aaa05d19d00fadcba94a8446f4f
io.ktor	ktor-server-html-builder-macosx64	2.3.2	metadata	4d3163def826e1db3cff96df088cfcae59c73660
io.ktor	ktor-server-html-builder-macosx64	2.3.3		c1699da3589b0266a8938c43e4dc275ef78ace26
io.ktor	ktor-server-html-builder-macosx64	2.3.3	metadata	308d85bf504199e3806e12050ef56a92c87620dc
io.ktor	ktor-server-html-builder-macosx64	2.3.4		8d0f25dccef8b0c768a490392c3622e24ed8f455
io.ktor	ktor-server-html-builder-macosx64	2.3.4	metadata	bedfb552ee1f93a4f7a934b89f4c17fd9c531ced
io.ktor	ktor-server-html-builder-macosx64	2.3.5		e18d05ad1ee2dffb74a9ba89f567c453e4d10086
io.ktor	ktor-server-html-builder-macosx64	2.3.5	metadata	0e15930e243711fc3e5a12592341224cf8dd9115
io.ktor	ktor-server-html-builder-macosx64	2.3.6		c108cf8b5317400637868e4fc1ab361e4738382d
io.ktor	ktor-server-html-builder-macosx64	2.3.6	metadata	2af0718ae0cf633c0a24ab739f9e99d54c830bd5
io.ktor	ktor-server-html-builder-macosx64	2.3.7		8034d53e4a76142eee57f217dcd5ded4788aa8d6
io.ktor	ktor-server-html-builder-macosx64	2.3.7	metadata	fe6c714a5ff8e23d45f2d5c7c6751386b8a3fbd7
io.ktor	ktor-server-html-builder-macosx64	2.3.8		2519669d135a268376f020ddfd2d2c175fadb6af
io.ktor	ktor-server-html-builder-macosx64	2.3.8	metadata	c8e83eb11f992cbbf8b927821e2d91d339e0d0b3
io.ktor	ktor-server-html-builder-macosx64	2.3.9		2c28106b94d061ed01ccf485685497583066ae1c
io.ktor	ktor-server-html-builder-macosx64	2.3.9	metadata	cdaf2ef9a0f46ad3dd88bb1f511298c185f3c09d
io.ktor	ktor-server-html-builder-macosx64	3.0.0		9628c53726eb9f25aa70368270a7355c9b21fa04
io.ktor	ktor-server-html-builder-macosx64	3.0.0	metadata	acef0866595aa507f3bc75b0ce6ec1bd77c3ecbb
io.ktor	ktor-server-html-builder-macosx64	3.0.0-beta-1		bfe1d16aea6b15cc4339ad4e0df1c5c4954e09ac
io.ktor	ktor-server-html-builder-macosx64	3.0.0-beta-1	metadata	ace6d4d8e8db1e4a7015f2d9dd515c6c56f32f1a
io.ktor	ktor-server-html-builder-macosx64	3.0.0-beta-2		836aaa549af28c44b81006534fe7cc295c9fb72d
io.ktor	ktor-server-html-builder-macosx64	3.0.0-beta-2	metadata	1d06cb00e0f57b4a676c60e7c62a8353334caacb
io.ktor	ktor-server-html-builder-macosx64	3.0.0-rc-1		8b243ef4179eb4b4a0d2981de9dd8b305fcd482f
io.ktor	ktor-server-html-builder-macosx64	3.0.0-rc-1	metadata	94ddbe1144484ce8d0eb78f378fff49a9ff46a6e
io.ktor	ktor-server-html-builder-macosx64	3.0.0-rc-2		7c0023ffbc21844fd6bcab787b6e6c36eeaad4d5
io.ktor	ktor-server-html-builder-macosx64	3.0.0-rc-2	metadata	90155b9abd84bd980fd0d68ca85df8455da9353e
io.ktor	ktor-server-html-builder-macosx64	3.0.1		70c19d685fd15d53c139753f199ab1a4c9eb2d3d
io.ktor	ktor-server-html-builder-macosx64	3.0.1	metadata	437f97ad65fd1b6ab71c5f1ef3f9f53a6878cebe
io.ktor	ktor-server-html-builder-macosx64	3.0.2		a8b562db3d48f940d1994dcef98a02a327058579
io.ktor	ktor-server-html-builder-macosx64	3.0.2	metadata	fc756c7b21cdf74cb074ea4e210e33b588c84091
io.ktor	ktor-server-html-builder-macosx64	3.0.3		2b6fafbebee9e154ee9380b51447a52a8bff534b
io.ktor	ktor-server-html-builder-macosx64	3.0.3	metadata	5a8077ba4808dc2d4e5e00aa5298bb31cc120036
io.ktor	ktor-server-html-builder-macosx64	3.1.0		c42c0c7c6333bb2c0baf84e1bc792172522ffd51
io.ktor	ktor-server-html-builder-macosx64	3.1.0	metadata	3cf2f4afee02c15ec5da8d69b9d5305789f3484a
io.ktor	ktor-server-html-builder-macosx64	3.1.1		8e6b53467195ae0907a16cf3b02b2f1af8f5423a
io.ktor	ktor-server-html-builder-macosx64	3.1.1	metadata	03214368929f6c419401795c00f1671bfe60bcb3
io.ktor	ktor-server-html-builder-macosx64	3.1.2		99301cb9aac7ecb741e7e1a77e3c9236a62562ab
io.ktor	ktor-server-html-builder-macosx64	3.1.2	metadata	1f0f9715a11a4b5ae2398f19bde468c36eff1ccf
net.catte	scalapb-maven	1.0		N/A
net.catte	scalapb-maven	1.1		N/A
net.catte	scalapb-maven	1.2		N/A
net.exoego	aws-sdk-scalajs-facade-kinesis-nodejs-v8_sjs0.6_2.12	0.26.1-v2-524.0		288fc5f01c057598ef41a5d82da3b17b51e2d56e
net.exoego	aws-sdk-scalajs-facade-kinesis-nodejs-v8_sjs0.6_2.12	0.26.1-v2.524.0		2ad39c35ece7bc19847b4b26a4f0574c90589fb8
net.liftmodules	amqp_2.5_2.9.2	1.2		13e217252ca437897ec1613ff51e133620b065ae
net.liftmodules	amqp_2.5_2.9.2	1.3		4790e1939a880d5e8c197e3aebf7ce836417ee99
net.liftweb	lift-markdown_2.13	3.4.0		ef651026b3d73fd3f4cae7a67b73aa55406708d8
net.liftweb	lift-markdown_2.13	3.4.1		c4b0eb7dccd1bdfd1f46ed8af98f54c558ba722d
net.liftweb	lift-markdown_2.13	3.4.2		20e65f4f2fa4e0ffc065b562f69e3ca360d0836d
net.liftweb	lift-markdown_2.13	3.4.3		bbc0b4ebaf4e156c560a51a7035e764a02b81bed
net.liftweb	lift-markdown_2.13	3.5.0		393a1028b284cb894aef3ae95a413cf050a63434
net.liftweb	lift-markdown_2.13	3.5.0-RC1		dab6fa38e20d0ccf9ad365b56d605769823c339f
net.liftweb	lift-markdown_2.13	4.0.0-M1		ba848dfb6824ed41eb940828b56189613caa744c
net.risesoft	y9-digitalbase-common	v9.6.6		N/A
net.risesoft	y9-digitalbase-common	v9.6.6.2		N/A
net.risesoft	y9-digitalbase-common	v9.6.7		N/A
net.sf.okapi.steps	okapi-step-textmodification	0.35		58e64944654fece0c2fb229f7dea86dcd27fb511
net.sf.okapi.steps	okapi-step-textmodification	0.36		d170d388e4f76d677a45340d9e3135d4846bdb54
net.sf.okapi.steps	okapi-step-textmodification	0.37		6234d6d14e090f0304c238a2fcea1f9c3359a47f
net.sf.okapi.steps	okapi-step-textmodification	0.38		f015bf5656f7af089e2db9cf57634869af198a84
net.sf.okapi.steps	okapi-step-textmodification	1.39.0		6844533930bbd316e59a26ddf77e4901e0588da0
net.sf.okapi.steps	okapi-step-textmodification	1.40.0		115f1dcfb92423cd81a166b8071d58b7a30d14d4
net.sf.okapi.steps	okapi-step-textmodification	1.41.0		7d0d142b6043b847c95409022cf58367f68c8003
net.sf.okapi.steps	okapi-step-textmodification	1.42.0		cd4011c02cd06bdb7bb43c20beb39d306354aecd
net.sf.okapi.steps	okapi-step-textmodification	1.43.0		09f9f4514d13a9088b4ce9181cd5a2befc6755b9
net.sf.okapi.steps	okapi-step-textmodification	1.44.0		40159e73915ab56a6bfc6e29974fb618217bd66e
net.sf.okapi.steps	okapi-step-textmodification	1.45.0		1c92bc4357076897c41fc5beb8a04540197204cf
net.sf.okapi.steps	okapi-step-textmodification	1.46.0		35712a601fce5952b24ca3c0d4282fa0a4dda136
net.sf.okapi.steps	okapi-step-textmodification	1.47.0		57fdcf9eca11166cea67b236790fb8d232cdb1c5
net.tascalate.instrument	net.tascalate.instrument.emitter	1.0.0		53e3d11b0513025bd7d3382e0ddbdbbc4069165f
net.tascalate.instrument	net.tascalate.instrument.emitter	1.0.1		84435640df16abbcb9b4a964e30255781c763f61
net.tascalate.instrument	net.tascalate.instrument.emitter	1.1.0		d523e73d1ed399f6d3cdc3f7a87700b2f49643b2
net.tascalate.instrument	net.tascalate.instrument.emitter	1.1.1		76de0d12031beb86eb6399a10efcd28e1c7b3865
net.tascalate.instrument	net.tascalate.instrument.emitter	1.2.0		98cb576c305b6ccc6fdda7244b999eaf8e60f70b
net.tascalate.instrument	net.tascalate.instrument.emitter	1.3.0		4cc9b3b6ca591ab18897b71fb03e2a165bf8f12b
net.tascalate.instrument	net.tascalate.instrument.emitter	1.3.1		1b090f655fbb84737c47a13cda315add32327bff
net.tascalate.instrument	net.tascalate.instrument.emitter	1.3.2		cce6fe90a670be963b0aa57653378b35db794088
net.tascalate.instrument	net.tascalate.instrument.emitter	1.3.3		2d343143a640a3fb5bbf09e5d6a417e762f6b6b6
net.tascalate.instrument	net.tascalate.instrument.emitter	1.4.0		5457668a7d49f8a19689ce42a85aef0f46a1b13b
net.tascalate.instrument	net.tascalate.instrument.emitter	1.5.0		d79e7647cfe82d08b58e4a06b5f7935593228d46
