at.noahb	smartInvs	1.4.0		dbcb07059a13fc0240d2c166b1e2e29b2507f8c2
com.typesafe.play	play-docs_2.10	2.4.7		998f43f852117f6024bc9d2e095043ba66eef088
com.typesafe.play	play-docs_2.10	2.4.8		84a2bf1175278785c5c5f4c69cd902937f904253
com.typesafe.play	play-docs_2.10	2.4.9		bd14ace338390698d50351baf974dd48f67c3a0a
com.vaulka.kit	system-utils	3.1.2-beta-1		97b2f1af5ce7a98afa69aba62fb0f0ee248a1f77
com.vaulka.kit	system-utils	3.1.2-beta-2		6b262fa4b96c422a93e42073a571ef98d9829b41
com.vaulka.kit	system-utils	3.1.3.1		159ca131d09c4af5a3e753f6e83a20fdc145a1fc
com.vaulka.kit	system-utils	3.1.3.3		435339819f0141d3ddcd3311034893efbd3d7450
com.vaulka.kit	system-utils	3.1.3.5		7f438fbbf5dddc35cf6f5361e311f8ebfbdeb5ea
com.wizzdi	segmantix-jpa-spring	2.0.1		31f6bf9e1d04df3e437d3904d533dfca720454e8
com.wizzdi	segmantix-jpa-spring	2.0.2		80e0956bff46d31ef291900698ed609a1fba4d42
com.wizzdi	segmantix-jpa-spring	2.0.3		632117586870afff70e10f68a6c35e75d98d74f1
fr.iscpif.gridscale	diracexample_2.11	1.69		5aac8104cbf08422a2b2b28184ff867157823bac
fr.iscpif.gridscale	diracexample_2.11	1.70		76f4fa639e16d22469e3bda370ce0cd756b23f53
fr.iscpif.gridscale	diracexample_2.11	1.71		554bc56649fa0522d41049ab94dedd0f5575e6c3
fr.iscpif.gridscale	diracexample_2.11	1.72		aba7e8e164d9968141eb682419b61ccafad4ec2a
fr.iscpif.gridscale	diracexample_2.11	1.73		5ad49dcd5e4a3585c65d12899887d12f2fd33f76
fr.iscpif.gridscale	diracexample_2.11	1.74		a8ea9f78abaf6f927eb3074c82bbecb66b6c9ea8
fr.iscpif.gridscale	diracexample_2.11	1.75		d7efac58329fc22481200dc9d006f22ea9fcba79
fr.iscpif.gridscale	diracexample_2.11	1.76		745c5cfa6acc3fa689d151693884c706f262e0cc
fr.iscpif.gridscale	diracexample_2.11	1.78		bea9e9a685be31dca5a5fcb7aa0774458fd8aed1
fr.iscpif.gridscale	diracexample_2.11	1.79		c826407db06caaba6fb820f8480c6be675a14ae2
fr.iscpif.gridscale	diracexample_2.11	1.81		1862bbea50fb298afcc5cfc672983c1de4ddd66c
fr.iscpif.gridscale	diracexample_2.11	1.83		0efe6d0247ae9346c2ba51395cfc45559aeb7d91
fr.iscpif.gridscale	diracexample_2.11	1.84		cb24fa48d4b0d94ab0fe617c692a3fde43114026
fr.iscpif.gridscale	diracexample_2.11	1.85		5bfe8a3439dcafc24de6e1cdfe52eb3af75c05c0
fr.iscpif.gridscale	diracexample_2.11	1.86		0c7905a7d7a08e054cde342cd8f6dd95b9a41906
io.7mind.izumi	logstage-core_sjs0.6_2.12	0.10.0		f1596dd0ff210fdf4ae9f61db396874aa0982a01
io.7mind.izumi	logstage-core_sjs0.6_2.12	0.10.0-M1		07e3bbf951af229515fe42206672e3ef8cf2c6db
io.7mind.izumi	logstage-core_sjs0.6_2.12	0.10.0-M10		269562af2a9ea9c6dfa80f6e40a5cf47dd046da2
io.7mind.izumi	logstage-core_sjs0.6_2.12	0.10.0-M10-ZIORC16		65fca0474df0d5e288b63020c52943def78fd589
io.7mind.izumi	logstage-core_sjs0.6_2.12	0.10.0-M11		b329c55e5d9db7b11ba44727c5e04055c7ff18dd
io.7mind.izumi	logstage-core_sjs0.6_2.12	0.10.0-M11-ZIORC16		ec9a1598545c3791412c9c84a5b17d110d4fdd97
io.7mind.izumi	logstage-core_sjs0.6_2.12	0.10.0-M12		f3016ffe1559eaa4ed78aa0775b7c6e1d1832c86
io.7mind.izumi	logstage-core_sjs0.6_2.12	0.10.0-M12-ZIORC16		f61b4113e31fc4758d6a587d738e8a7d66d877f8
io.7mind.izumi	logstage-core_sjs0.6_2.12	0.10.0-M13		0505ded33df522607ba7ce7bda49aa7b945cd899
io.7mind.izumi	logstage-core_sjs0.6_2.12	0.10.0-M13-ZIORC16		1d850ed658e6d91caaa4fd0fd46fb22ee9a0519f
io.7mind.izumi	logstage-core_sjs0.6_2.12	0.10.0-M2		41da6f4ced47b0950a71dbd2e2c3434f697c55d0
io.7mind.izumi	logstage-core_sjs0.6_2.12	0.10.0-M3		b72a37f5fb67360b99f5da1c352f27d71c8c167b
io.7mind.izumi	logstage-core_sjs0.6_2.12	0.10.0-M4		6e8a1eaa0aa84a373b41f8aae5241b2a307eda37
io.7mind.izumi	logstage-core_sjs0.6_2.12	0.10.0-M5		9f93b64996c9fb86d8f6d38afa5dd40feeadd997
io.7mind.izumi	logstage-core_sjs0.6_2.12	0.10.0-M6		08ec452b8464c82912c7a86960bf5719d42438c0
io.7mind.izumi	logstage-core_sjs0.6_2.12	0.10.0-M7		cf8f63e5499b779708db4bd83883feca76f08c86
io.7mind.izumi	logstage-core_sjs0.6_2.12	0.10.0-M8		f691c2860240807da0acd6164dfcb84294728620
io.7mind.izumi	logstage-core_sjs0.6_2.12	0.10.0-M8-ZIORC16		82f2b8f363ed345a86933e7435000bd888a6f031
io.7mind.izumi	logstage-core_sjs0.6_2.12	0.10.0-M9		ef680a49a5d40ea1bc645fcb6445f49145fcb8d7
io.7mind.izumi	logstage-core_sjs0.6_2.12	0.10.0-M9-ZIORC16		6ea359887263f42705e5efb746aa0e7e75cf8335
io.7mind.izumi	logstage-core_sjs0.6_2.12	0.10.0-ZIORC16		3b70c7ad289aab6dff86f5bcf65d72ec9d07dff0
io.7mind.izumi	logstage-core_sjs0.6_2.12	0.10.1		e298cd5b7b52eb66eccf723535c7a880bb60227a
io.7mind.izumi	logstage-core_sjs0.6_2.12	0.10.1-ZIORC16		64b0710dababcc5b7c9e3b04f1f48c5778754e21
io.7mind.izumi	logstage-core_sjs0.6_2.12	0.10.2		7385beb9604283422ad0394785913fac356b80db
io.7mind.izumi	logstage-core_sjs0.6_2.12	0.10.2-M0		5a4313aca49b106b0f93d7e66014a7bce4ca37c1
io.7mind.izumi	logstage-core_sjs0.6_2.12	0.10.2-M1		7d58b56851b679a2c0c9567aa4cdf8817e0e720c
io.7mind.izumi	logstage-core_sjs0.6_2.12	0.10.2-M2		af32afc661b33610b5f7a1669e9873234fcaf505
io.7mind.izumi	logstage-core_sjs0.6_2.12	0.10.2-M3		19ba7dae7ba2a83a2d18dd0bc1f75612c3399e1d
io.7mind.izumi	logstage-core_sjs0.6_2.12	0.10.2-M6		83463ebe96bfc85c993809d9b7f414c558ce7aa0
io.7mind.izumi	logstage-core_sjs0.6_2.12	0.10.2-M7		ca8371fe0b6e6ee0d8e8e9d62bc0cf232386cd75
io.7mind.izumi	logstage-core_sjs0.6_2.12	0.10.2-M7-ZIORC16		8a63f354d3b38f5b1b7b25bc61b158b58d7fe864
io.7mind.izumi	logstage-core_sjs0.6_2.12	0.10.2-M8		d68340b8615c63fba13e928d4d42108fd952f71b
io.7mind.izumi	logstage-core_sjs0.6_2.12	0.10.2-M8-ZIORC16		f4dd38a29995e2e9fe8f20a2d6df3b58a986e48d
io.7mind.izumi	logstage-core_sjs0.6_2.12	0.10.3		1f6933a82562d173fcde9e231acf9f2b0b46d4c3
io.7mind.izumi	logstage-core_sjs0.6_2.12	0.10.3-M1		7805336a2e810621cd8f764063654c06da69867a
io.7mind.izumi	logstage-core_sjs0.6_2.12	0.10.3-M2		2968ff2d71d3523d9afed2be1a56d826b74bfbb0
io.7mind.izumi	logstage-core_sjs0.6_2.12	0.10.4		32f81a90553c75181b1ebf0b0d651f39e5f8d3dd
io.7mind.izumi	logstage-core_sjs0.6_2.12	0.10.5		84bdfe4350a288b9fc0809640a3bad75d028163b
io.7mind.izumi	logstage-core_sjs0.6_2.12	0.10.6		4d056e9af47fd36c840981a103a0e9c9f8256efb
io.7mind.izumi	logstage-core_sjs0.6_2.12	0.10.7		a4401cd5fb7cb5fc143a7ab516b8f2a1dffaa5a6
io.7mind.izumi	logstage-core_sjs0.6_2.12	0.8.8		570c6cd53dee5ce35a5cb19733e96f6228f7698c
io.7mind.izumi	logstage-core_sjs0.6_2.12	0.8.8.1		5fcb904f87757e9b349e7ec162fc8eeb24bd3115
io.7mind.izumi	logstage-core_sjs0.6_2.12	0.8.8.2		88802d623166ff56646a854e10c47aff34442056
io.7mind.izumi	logstage-core_sjs0.6_2.12	0.8.8.3		c5643f8c3c5efb4698ed9183333d6e8930b367ca
io.7mind.izumi	logstage-core_sjs0.6_2.12	0.8.9		2674e383eecc69a199cfac618ca31f9f8f660546
io.7mind.izumi	logstage-core_sjs0.6_2.12	0.9.0		afcf960005a5d6a01f07546613e234e001387c78
io.7mind.izumi	logstage-core_sjs0.6_2.12	0.9.1		c3b4bdb81b57025102c2b7c9669912a7a63a74c8
io.7mind.izumi	logstage-core_sjs0.6_2.12	0.9.10		6241862e268df859ea9a7973035bfeb66cb2a52d
io.7mind.izumi	logstage-core_sjs0.6_2.12	0.9.11		c246f989cd997a9134ee85b45af837913c74fcbf
io.7mind.izumi	logstage-core_sjs0.6_2.12	0.9.12		7e031f237558509af1c9a6c545a4842d531014ff
io.7mind.izumi	logstage-core_sjs0.6_2.12	0.9.12-M1		097bacbf07f2fbd346bba7bade4bea7b83c19b28
io.7mind.izumi	logstage-core_sjs0.6_2.12	0.9.12-M2		40283080415e2a3c67f1707429128b497b713088
io.7mind.izumi	logstage-core_sjs0.6_2.12	0.9.13		7319be38ff6d22bbb498965851a6fa7e9bf7d50f
io.7mind.izumi	logstage-core_sjs0.6_2.12	0.9.14		ab09be6730cda8eff2c7b8d26167e205fa0e4ad4
io.7mind.izumi	logstage-core_sjs0.6_2.12	0.9.14-ZIORC16		c1c37c5293febdd8d53d57ce1ecab1e25411c39a
io.7mind.izumi	logstage-core_sjs0.6_2.12	0.9.15		ee4efb04cad2746efc224183912b35306f2b620a
io.7mind.izumi	logstage-core_sjs0.6_2.12	0.9.16		8b7f5e604420895305bb8548f38e045e3559804e
io.7mind.izumi	logstage-core_sjs0.6_2.12	0.9.16-ZIORC16		87a4c171767b6d1b7ea979ff003e43413a705445
io.7mind.izumi	logstage-core_sjs0.6_2.12	0.9.17		9f57d4fc2e58bbab0f802b2d9b1b9cdfeeb9340a
io.7mind.izumi	logstage-core_sjs0.6_2.12	0.9.2		70acade8730b222082b3e87e918eed37ac55e025
io.7mind.izumi	logstage-core_sjs0.6_2.12	0.9.3		4950f6b25c4efd6fb4a880e866daebb2285a6b67
io.7mind.izumi	logstage-core_sjs0.6_2.12	0.9.4		7d399a507440a850668b0a20788b87379e7e9d52
io.7mind.izumi	logstage-core_sjs0.6_2.12	0.9.4-M0		ae108eab9a43a45da89a096804380653e87eefc8
io.7mind.izumi	logstage-core_sjs0.6_2.12	0.9.4-M1		9c2af932c0ff130ae582b39724a5dbe0e5939be8
io.7mind.izumi	logstage-core_sjs0.6_2.12	0.9.4-M2		c13a7d75069a81f6377c9ae7af4f0ecfbed3aaa0
io.7mind.izumi	logstage-core_sjs0.6_2.12	0.9.4-M3		3e65b678dcd7d8b68e84027da3b54f01a958c430
io.7mind.izumi	logstage-core_sjs0.6_2.12	0.9.5		c14431a1f14e001dcfccf0ee60cb25b40187ab60
io.7mind.izumi	logstage-core_sjs0.6_2.12	0.9.5-M10		37bc48c05ae54d24d39bbb5435424f351b519638
io.7mind.izumi	logstage-core_sjs0.6_2.12	0.9.5-M14		9634280a2f0a335803c810c2fda60b6bca74919d
io.7mind.izumi	logstage-core_sjs0.6_2.12	0.9.5-M15		1470668e17e7b46953286dfd7d021ca00addf992
io.7mind.izumi	logstage-core_sjs0.6_2.12	0.9.5-M19		045053302fd5dbe540a334ce31378ab87e8c3559
io.7mind.izumi	logstage-core_sjs0.6_2.12	0.9.5-M2		589370496247ed09eac695ce1d1bb706fb5947cf
io.7mind.izumi	logstage-core_sjs0.6_2.12	0.9.5-M5		82e0e7f15b408baf3775e99cae16dd3bd1414546
io.7mind.izumi	logstage-core_sjs0.6_2.12	0.9.5-M9		56fef65516a1c12f741832f923b822f7355db7ee
io.7mind.izumi	logstage-core_sjs0.6_2.12	0.9.6		8c433b1788f0a96e007de4eb826913253f8b13d9
io.7mind.izumi	logstage-core_sjs0.6_2.12	0.9.7		17c14364c74ca4090c369d43c318ef3aa1a30e57
io.7mind.izumi	logstage-core_sjs0.6_2.12	0.9.8		d5964fa598fa88371c595098b72ca1cd088c2e07
io.7mind.izumi	logstage-core_sjs0.6_2.12	0.9.9		bc7872a1b64bc0eb007b05bb6725475dbc5fc327
io.avaje	avaje-jex-loomjetty	1.1		a3881fe8d1fcfeb25f0dcef8d0be2805f4e0d96e
io.bitbucket.supportomateinc.javax.sip	restcomm-jain-sip-ext	1.3.24		7cd9fb3cac6fd6c35618cab4553504b578e4e16f
io.cryptocontrol	crypto-news-api	1.0.0		2a631ec6af11ca8d3e9e33b895ffdd5e35a09c39
io.cryptocontrol	crypto-news-api	1.1.0		77e2fab3fab93f756679e1f047da677b10bfe8da
io.cryptocontrol	crypto-news-api	2.1.0		a5d3d5436feff29a4c3cf7e908cf20efd713d760
io.cryptocontrol	crypto-news-api	2.2.0		2aa46da7e0e7285635af006810a668af8135fcca
io.cryptocontrol	crypto-news-api	2.2.1		becb010a1768fb1ca62fd63919021afa9b1e9f82
io.cryptocontrol	crypto-news-api	2.3.0		a1c2564adbae242327349997db18f6ceb162532e
io.cryptocontrol	crypto-news-api	2.4.0		9ad7432d1cd924c10a9c94173ce22a9d9f459ff8
io.cryptocontrol	crypto-news-api	2.5.0		6dba159397085edaf0660a43a88fa592f3a0ce2b
io.github.charlietap.chasm	invoker-macosarm64	0.1.0		N/A
io.github.charlietap.chasm	invoker-macosarm64	0.1.0	metadata	96d5626fd91661c1bbff6382cfef9bb2cb97a02c
io.github.charlietap.chasm	invoker-macosarm64	0.1.1		N/A
io.github.charlietap.chasm	invoker-macosarm64	0.1.1	metadata	61d86725f4fe3369d49152814629e2e7887d4e30
io.github.charlietap.chasm	invoker-macosarm64	0.2.0		N/A
io.github.charlietap.chasm	invoker-macosarm64	0.2.0	metadata	dfa256958ea33fce036cc60f5f10c78944f11eca
io.github.charlietap.chasm	invoker-macosarm64	0.2.1		N/A
io.github.charlietap.chasm	invoker-macosarm64	0.2.1	metadata	0b3b6f578e9f38b9a5cd0cd7907a2681fd7428d0
io.github.charlietap.chasm	invoker-macosarm64	0.2.2		N/A
io.github.charlietap.chasm	invoker-macosarm64	0.2.2	metadata	b2970e2e7cd6a64bfa2ef2f5e0fc719b0f13781b
io.github.charlietap.chasm	invoker-macosarm64	0.6.0		N/A
io.github.charlietap.chasm	invoker-macosarm64	0.6.0	metadata	d34a96581048331c787a4e2280537de612fae859
io.github.charlietap.chasm	invoker-macosarm64	0.6.1		N/A
io.github.charlietap.chasm	invoker-macosarm64	0.6.1	metadata	f03b2844d3e9af666003ba020b91581d31824b1a
io.github.charlietap.chasm	invoker-macosarm64	0.7.0		N/A
io.github.charlietap.chasm	invoker-macosarm64	0.7.0	metadata	ed98239909c72a2fabba3f2a5d20fa20d5703110
io.github.charlietap.chasm	invoker-macosarm64	0.7.1		N/A
io.github.charlietap.chasm	invoker-macosarm64	0.7.1	metadata	97e8f2af1c6e1400703b9d643804f979bdd254db
io.github.charlietap.chasm	invoker-macosarm64	0.9.0		N/A
io.github.charlietap.chasm	invoker-macosarm64	0.9.0	metadata	d4aabc176a8cfb30cc0d75987a279ef10d48d3f7
io.github.charlietap.chasm	invoker-macosarm64	0.9.1		N/A
io.github.charlietap.chasm	invoker-macosarm64	0.9.1	metadata	7c3e2596796523d4bc1c934f2d9314ecb6faac79
io.github.charlietap.chasm	invoker-macosarm64	0.9.2		N/A
io.github.charlietap.chasm	invoker-macosarm64	0.9.2	metadata	fd0c212ad73b70b23b3344992a93c6cafae25e3e
io.github.charlietap.chasm	invoker-macosarm64	0.9.3		N/A
io.github.charlietap.chasm	invoker-macosarm64	0.9.3	metadata	10db4f3cc269cf1aff26834905c6054c9ee498fd
io.github.charlietap.chasm	invoker-macosarm64	0.9.4		N/A
io.github.charlietap.chasm	invoker-macosarm64	0.9.4	metadata	ad9f1f47f6aaf9af221d2c235d729c3f503e449f
io.github.charlietap.chasm	invoker-macosarm64	0.9.41		N/A
io.github.charlietap.chasm	invoker-macosarm64	0.9.41	metadata	fb8b37e5d960ab9d2493d5d3d091fa39b77d88a4
io.github.charlietap.chasm	invoker-macosarm64	0.9.42		N/A
io.github.charlietap.chasm	invoker-macosarm64	0.9.42	metadata	441feadf7ffe79a1771b4288a22e0c1af8dc69c5
io.github.charlietap.chasm	invoker-macosarm64	0.9.5		N/A
io.github.charlietap.chasm	invoker-macosarm64	0.9.5	metadata	e024d4e6497edf358d279f65de7af36b485cfb2c
io.github.charlietap.chasm	invoker-macosarm64	0.9.51		N/A
io.github.charlietap.chasm	invoker-macosarm64	0.9.51	metadata	4222d4f1fc706c1d11e52c5adf6f646d1dec4cfa
io.github.charlietap.chasm	invoker-macosarm64	0.9.52		N/A
io.github.charlietap.chasm	invoker-macosarm64	0.9.52	metadata	d3dad13bef92a3a1e95d582ed4f6858924c8f5c2
io.github.charlietap.chasm	invoker-macosarm64	0.9.53		N/A
io.github.charlietap.chasm	invoker-macosarm64	0.9.53	metadata	562c1d9efc2434ce6cda5125af2c5cc6707e25f8
io.github.charlietap.chasm	invoker-macosarm64	0.9.6		N/A
io.github.charlietap.chasm	invoker-macosarm64	0.9.6	metadata	4236293fb059c1347a35178209b336b3f3a40b2c
io.github.charlietap.chasm	invoker-macosarm64	0.9.61		N/A
io.github.charlietap.chasm	invoker-macosarm64	0.9.61	metadata	dd43330ae4767e10a042572a76d6d51699f0fb88
io.github.charlietap.chasm	invoker-macosarm64	0.9.62		N/A
io.github.charlietap.chasm	invoker-macosarm64	0.9.62	metadata	f6f6c5b84f459e410b48389b43df4c4664236f2f
io.github.charlietap.chasm	invoker-macosarm64	0.9.63		N/A
io.github.charlietap.chasm	invoker-macosarm64	0.9.63	metadata	0f258ad378dc93fd9437885f182adfb415570f5a
io.github.charlietap.chasm	invoker-macosarm64	0.9.64		N/A
io.github.charlietap.chasm	invoker-macosarm64	0.9.64	metadata	dc5158ac2b1d1dc07f76b5b285106a70396ab9f0
io.github.charlietap.chasm	invoker-macosarm64	0.9.65		N/A
io.github.charlietap.chasm	invoker-macosarm64	0.9.65	metadata	41cf8108f7994223331a5d01584702c33e72e82a
io.github.charlietap.chasm	invoker-macosarm64	0.9.66		N/A
io.github.charlietap.chasm	invoker-macosarm64	0.9.66	metadata	42d7ac6278bc6fd06e4e08fd1c1ee2d72f3774ba
io.github.irevive	odin-json_2.12	0.12.0-M3		be9c4548cbd68ad34ed3a0371d17aca1117d60f5
io.github.zy654781296	lib_speech	1.0.0		N/A
io.kjson	kjson-spring3-test	4.4.5		e0afbe13ee1b6c4d7267a5d736c825b4ddfa7ae7
io.kjson	kjson-spring3-test	5.0		229150907520f92053cc57214727469b48e6c445
io.kjson	kjson-spring3-test	6.0		ed7463540ae376b67a05a7400221f181778ebaeb
io.kjson	kjson-spring3-test	6.1		e99c22f5bcef9b78e979bc208b4835bbb7597378
io.kjson	kjson-spring3-test	7.0		bb1f391d12c56fdf12820db42f99176469201c1e
io.kjson	kjson-spring3-test	7.1		cd84bd103f88255797c01bde2fe9d5b6ff859c07
io.kjson	kjson-spring3-test	7.5		e198fd1c35c4f2058ffb3e23cc0b0612af407b79
io.kjson	kjson-spring3-test	9.1		e2577cf6e8ef48ad4f60cf33665924f0d3b2ddf0
io.kjson	kjson-spring3-test	9.2		a283a40616b4868fb0c413a1f5cd2e87b8496882
io.kjson	kjson-spring3-test	9.3		923202b81bbd2443a610913e0accaeb3cb87985d
io.kjson	kjson-spring3-test	9.5		258b760b21e52e2a7b2353f43f254250f0880220
io.kjson	kjson-spring3-test	9.6		1e112984334c573120f7bd88822dae9a3f0008ab
io.kjson	kjson-spring3-test	9.7		4cfb1576faf8919d826d0477478b17c472a4f174
io.kjson	kjson-spring3-test	9.7.1		13a3a2252f83e6e0b7e384e2dcc81dea8a6ded0d
io.ktor	ktor-client-tests-jvm	1.2.0		de30a0fb04069da5e17511e190b06b8f8df7edde
io.ktor	ktor-client-tests-jvm	1.2.0-rc		4eccec0d7564e7e362f8b5749b291ef9241db63c
io.ktor	ktor-client-tests-jvm	1.2.0-rc2		404db7a193a1306b1d2fc1c636482842f4685253
io.ktor	ktor-client-tests-jvm	1.2.1		4a641096ca794cb21fffc3064f13106db5240e1d
io.ktor	ktor-client-tests-jvm	1.2.2		7b32b294214cfb5961e47309b07da7975700d966
io.ktor	ktor-client-tests-jvm	1.2.3		fe4f1be096168dffb939ab1676e34f3cb55629de
io.ktor	ktor-client-tests-jvm	1.2.3-rc		e939c771e47eb680d7c227a06f4c7140a293c4e3
io.ktor	ktor-client-tests-jvm	1.2.4		e6ec9f6392621fef437d54e8d42e20bdcdcb34f1
io.ktor	ktor-client-tests-jvm	1.2.5		35395aef9646109dfbc3198a752c4f27825a5e3f
io.ktor	ktor-client-tests-jvm	1.2.6		0d5039c5b05a162abafdab38baca738f4d3ea043
io.ktor	ktor-client-tests-jvm	1.3.0		aa06af03e7f86fb1912bd0472aa3e3ca44290cac
io.ktor	ktor-client-tests-jvm	1.3.0-rc		13a24f6aada2f9bb1935f0eec18ff4aaa7e720da
io.ktor	ktor-client-tests-jvm	1.3.0-rc2		f0248ae348e3ec80bb071a11d1f3fcaeee09a0fe
io.ktor	ktor-client-tests-jvm	1.3.1		0f79cb8a4d08b0645e46793ca8483589e4be51c6
io.ktor	ktor-client-tests-jvm	1.3.2-1.4.0-rc		1cef09c56da4c3226233b86007dbfcc9253a9085
io.ktor	ktor-client-tests-jvm	1.4.0		6dd08bba3f9f890767dc1a0b6b06d72f631bdd03
io.ktor	ktor-client-tests-jvm	1.4.1		41fdb87eeb665fa2aa189080dd5f5c8f49f446bb
io.ktor	ktor-client-tests-jvm	1.4.2		0e139e50680607e6841abc6c1c18f0ef20d0c4c0
io.ktor	ktor-client-tests-jvm	1.4.3		9ff29ab5580412871c0be409a59a10f0e9d2425f
io.ktor	ktor-client-tests-jvm	1.5.0		6a034994ef0200fdf9ce05d7a9117fa2fac990fa
io.ktor	ktor-client-tests-jvm	1.5.1		9b68dcaf77696a5ffcd995eaaa4b95fc2fb6d241
io.ktor	ktor-client-tests-jvm	1.5.2		226884e454930980075cb3f054dd9b8a65a9b578
io.ktor	ktor-client-tests-jvm	1.5.3		771aa8a5ae139c543c6fa0b2ea4c0053904a68e2
io.ktor	ktor-client-tests-jvm	1.5.4		adaf8e11be8791eea3c3766e4530cdd892a07c63
io.ktor	ktor-client-tests-jvm	1.6.0		7ee2b54780507662ccec380258faff2db3fc4d94
io.ktor	ktor-client-tests-jvm	1.6.1		9f1b2a27d6265b2684674083ff453067912e0d5e
io.ktor	ktor-client-tests-jvm	1.6.2		40e0dedf9b2dfdcf56b874c73c8ffab026c30bc8
io.ktor	ktor-client-tests-jvm	1.6.3		f9cb75ecfd6d9d17b5fd8b969322a31eeb20846f
io.ktor	ktor-client-tests-jvm	1.6.4		ab80699a263876c4eee780fa085cda6d388ab503
io.ktor	ktor-client-tests-jvm	1.6.5		7433b0070938d000e231b112bd5cc16a11c2d1d4
io.ktor	ktor-client-tests-jvm	1.6.6		e73145df091d404cd44c39ac91e56be6e1dbfac2
io.ktor	ktor-client-tests-jvm	1.6.7		ec1ed60dfc0ee159c4ad562a55b51e1166e2558a
io.ktor	ktor-client-tests-jvm	1.6.8		170cf969abfa2557e8a234a4d02ba8116f27b28e
io.ktor	ktor-client-tests-jvm	2.0.0		2a1a56ca66494e2d191dc97d85591843d1f8ac53
io.ktor	ktor-client-tests-jvm	2.0.0-beta-1		895d5d9ab0c0e26e55d3865834eabe418bb8c1ae
io.ktor	ktor-client-tests-jvm	2.0.0-rc-1		433910c0155e94ecc3cdbb36fd32d8b54f68280e
io.ktor	ktor-client-tests-jvm	2.0.1		0260b0303254ac321136084534b6fe38081f56ab
io.ktor	ktor-client-tests-jvm	2.0.2		cda4cf958d736574bba94700dcf11ac931f123fb
io.ktor	ktor-client-tests-jvm	2.0.3		a88a1c5a71627191c9a901c262986ee238975c79
io.ktor	ktor-client-tests-jvm	2.1.0		04eb31468ff6495de4256529eba08afb063e2205
io.ktor	ktor-client-tests-jvm	2.1.1		a18384a5b8d50aaa190a8cc831f81b0aa1db73ed
io.ktor	ktor-client-tests-jvm	2.1.2		f6f71a872691dbaacdfa46d527a9fa4d126c210d
io.ktor	ktor-client-tests-jvm	2.1.3		d63169e990ecaa17fce433574d0ebf42765e2743
io.ktor	ktor-client-tests-jvm	2.2.0		39bb522419682884102893aeab5badf6afe31a02
io.ktor	ktor-client-tests-jvm	2.2.1		c0f2870e6249f586675340c12205f135fe3401e2
io.ktor	ktor-client-tests-jvm	2.2.2		babade80780411c5764ff7b7f95b081d7549fcc2
io.ktor	ktor-client-tests-jvm	2.2.3		b04c4096ce81d6f30d2345bd2aaf913dd68880e8
io.ktor	ktor-client-tests-jvm	2.2.4		8e6c9a67c609ba5b0e83585b7fcb96a3374b09f1
io.ktor	ktor-client-tests-jvm	2.3.0		07fde97fbafb8fa1300215d0c404eacfa117630c
io.ktor	ktor-client-tests-jvm	2.3.1		038a461a932beb3eace3938d9a40bab10fdec524
io.ktor	ktor-client-tests-jvm	2.3.10		1fa57c6becec518dd2f788315d61ef0b5597ae6e
io.ktor	ktor-client-tests-jvm	2.3.11		ba311c07e768ff6f47d3b8c4023f5f2a4cc4c8a1
io.ktor	ktor-client-tests-jvm	2.3.12		91c114b88daaad94806f39cb5a18646538c810d7
io.ktor	ktor-client-tests-jvm	2.3.13		d4bf0e06bd0f2fc026bcc7274a86b1958c758f55
io.ktor	ktor-client-tests-jvm	2.3.2		3efc467f57f2bf913189dd42761283eeae5b7fe3
io.ktor	ktor-client-tests-jvm	2.3.3		0917b7f4361a4d02417c050e0cdda3c5e518afa9
io.ktor	ktor-client-tests-jvm	2.3.4		b52c467f4209455a840531d8ee4d0157fc11690f
io.ktor	ktor-client-tests-jvm	2.3.5		f4a2537beff56a9ccb7752b70f540b1a1a914f6e
io.ktor	ktor-client-tests-jvm	2.3.6		5debe77a6566a098c27173fef41f3dd91df5e8bd
io.ktor	ktor-client-tests-jvm	2.3.7		3ac885048c848530ad9b32d2885404d052a8cfbc
io.ktor	ktor-client-tests-jvm	2.3.8		c0595ed23cec3a5ced3a3b0bfcd0dfddaf4d8d5d
io.ktor	ktor-client-tests-jvm	2.3.9		2306711bac474e098865d2d63886adbb62d7ca44
io.ktor	ktor-client-tests-jvm	3.0.0		ff70d9f618baa5a482c6ddc1ae87d729b4b44dc6
io.ktor	ktor-client-tests-jvm	3.0.0-beta-1		5ef51e1a2e8524d437c5f33345f57eea80023165
io.ktor	ktor-client-tests-jvm	3.0.0-beta-2		49b6a4f74f5bb0ab4980960be234d28fec7702e5
io.ktor	ktor-client-tests-jvm	3.0.0-rc-1		720c961c22b020f4e7cf5cf6ead8d07e8a346d05
io.ktor	ktor-client-tests-jvm	3.0.0-rc-2		c3474034cf5eb78ac6e41d87641af1aa9ab4abf2
io.ktor	ktor-client-tests-jvm	3.0.1		1ef0a18b7e7120283dd1e48e4bd2f83dc26cc7d4
io.ktor	ktor-client-tests-jvm	3.0.2		3a84549661d6a35c0ccde2a294f07f578b5ee3a2
io.ktor	ktor-client-tests-jvm	3.0.3		5eaede367572a516396dc09d065ca8c25a7953a4
io.mraa.upm	upm_hcsr04	0.8.0		851182eebd539d82fb00344fd0d745c02ff789db
io.mraa.upm	upm_hcsr04	1.0.0		e0e2b815d0961b18da509d9646ccbad77875f0fa
