ai.ancf.lmos	lmos-router-hybrid	0.1.0		aad2c8da54715d500e01f0f7d84e3bb51567a473
org.apereo.cas	cas-server-support-mongo-service-registry	5.3.0-RC3	resources	7ffb7c53e1e2eb0e29cf1afe1f3ce33572ef6dab
org.apereo.cas	cas-server-support-mongo-service-registry	5.3.0-RC4		f4cc949e198c2aa7392a686a8eafe539f61ff7b4
org.apereo.cas	cas-server-support-mongo-service-registry	5.3.0-RC4	resources	848228bbfbae055bb8bf84edd241784ce7d6d755
org.apereo.cas	cas-server-support-mongo-service-registry	5.3.1		8ac315ff711a969db5d77022270ccf966e1ec4de
org.apereo.cas	cas-server-support-mongo-service-registry	5.3.1	resources	952d3aa554c965592e515a06c319d212c164e1f7
org.apereo.cas	cas-server-support-mongo-service-registry	5.3.10		4cab87c3afec73cd0544fd78d8d2231320a08a7d
org.apereo.cas	cas-server-support-mongo-service-registry	5.3.10	resources	d6de33f9a7b77d95b207877f515352fdb895ffb2
org.apereo.cas	cas-server-support-mongo-service-registry	5.3.11		27da916bfa487c8d5d64d1f5ae81433182526ea2
org.apereo.cas	cas-server-support-mongo-service-registry	5.3.11	resources	49bb1cc06859e868d63e98b26ae8150f02a2e9ef
org.apereo.cas	cas-server-support-mongo-service-registry	5.3.12		c14d3a3ca8034695cde3d040cafbef1c9a45d9f7
org.apereo.cas	cas-server-support-mongo-service-registry	5.3.12	resources	b88ea176cd9b49f00ed4d4ac2b780716029e787b
org.apereo.cas	cas-server-support-mongo-service-registry	5.3.12.1		ea37b5cf7de227ef80782d5fc208b21d83b0f89f
org.apereo.cas	cas-server-support-mongo-service-registry	5.3.12.1	resources	eca9973cc51a2bc210cba0e6331bf4f2ad6862a1
org.apereo.cas	cas-server-support-mongo-service-registry	5.3.13		b2d1e7ecc68af5ca1959317951a59723749e32e7
org.apereo.cas	cas-server-support-mongo-service-registry	5.3.13	resources	ff765da7df59d038ff8f747406a079b3cd20a7b0
org.apereo.cas	cas-server-support-mongo-service-registry	5.3.14		722fc275a804ec9960efb9a5a594b42ba2882cb9
org.apereo.cas	cas-server-support-mongo-service-registry	5.3.14	resources	787598d39c1ae2d2751299d5b4295e8e84c65858
org.apereo.cas	cas-server-support-mongo-service-registry	5.3.15		b40259a3a6d7a4e9fead34eff7bef5bf19c4c2fc
org.apereo.cas	cas-server-support-mongo-service-registry	5.3.15	resources	c6e0587c7869e390859f641947433a7d7c906633
org.apereo.cas	cas-server-support-mongo-service-registry	5.3.15.1		7e18e7d876c7038355cdf5b7c5934caf1a60015e
org.apereo.cas	cas-server-support-mongo-service-registry	5.3.15.1	resources	3a470fcf3e5444c32947ec58793116380d4c491b
org.apereo.cas	cas-server-support-mongo-service-registry	5.3.16		35f6695381349ffd6b03a5c1762c0c4a9324a02a
org.apereo.cas	cas-server-support-mongo-service-registry	5.3.16	resources	7cbe3b678f8ecad4b9710c1f8d8ec16bfa892b44
org.apereo.cas	cas-server-support-mongo-service-registry	5.3.2		f046c811ac9fe757b79c9da477818023f757f8db
org.apereo.cas	cas-server-support-mongo-service-registry	5.3.2	resources	0ae436367b9041fc449904236b4c542366595a61
org.apereo.cas	cas-server-support-mongo-service-registry	5.3.3		1ed3c5db7d61233224347ef061aebaba6d27fe46
org.apereo.cas	cas-server-support-mongo-service-registry	5.3.3	resources	19e36cfc7138d6adf770067d03ee8f71b9ff01c0
org.apereo.cas	cas-server-support-mongo-service-registry	5.3.4		8a5301099fd5ff223f3602d455d41aaa73597f17
org.apereo.cas	cas-server-support-mongo-service-registry	5.3.4	resources	e459f1a266eff3202517e339503a1dfe63c2e3d6
org.apereo.cas	cas-server-support-mongo-service-registry	5.3.5		f9c57d0c2b9aa5f0b053142e086e2d0c42ab926d
org.apereo.cas	cas-server-support-mongo-service-registry	5.3.5	resources	1f9b7366d1b768da90086c9858c1e03600a2c16e
org.apereo.cas	cas-server-support-mongo-service-registry	5.3.6		1ec73f28f0820397551ff88df801a5dd23bed01b
org.apereo.cas	cas-server-support-mongo-service-registry	5.3.6	resources	16dab86e84d1a932e0820347be6f389c9eae0864
org.apereo.cas	cas-server-support-mongo-service-registry	5.3.7		6e92daf768f9c879b2406f7a45f70a2311d5ca3c
org.apereo.cas	cas-server-support-mongo-service-registry	5.3.7	resources	4bb50776065a26bd00e5dd855b192559cb59f82f
org.apereo.cas	cas-server-support-mongo-service-registry	5.3.8		0fd7fba886586a15bf506dc5f3dd2cb7dc8727ba
org.apereo.cas	cas-server-support-mongo-service-registry	5.3.8	resources	2db023b9bd1032781f176b84d8f4f783d6e5fecd
org.apereo.cas	cas-server-support-mongo-service-registry	5.3.9		9ebf152ca4e646be10768247097d9ea190843ce3
org.apereo.cas	cas-server-support-mongo-service-registry	5.3.9	resources	25c951ba208205eec9a0ac282ad25e085448453f
org.apereo.cas	cas-server-support-mongo-service-registry	6.0.0		8d9e2ade156843b9aef23a23aefe25999409ed1a
org.apereo.cas	cas-server-support-mongo-service-registry	6.0.0	resources	db8245c446b6367fc619526c8294ffe2abaa3019
org.apereo.cas	cas-server-support-mongo-service-registry	6.0.0-RC1		28a9c24672834d65e43e7e21f73783bd2e1ee315
org.apereo.cas	cas-server-support-mongo-service-registry	6.0.0-RC1	resources	31b40d017626af06c69ec1f691cd12b312545739
org.apereo.cas	cas-server-support-mongo-service-registry	6.0.0-RC2		692556318aef956bf84d23084368c022c678b61a
org.apereo.cas	cas-server-support-mongo-service-registry	6.0.0-RC2	resources	8134dbb9171303a18bb729832513b41c652a8c73
org.apereo.cas	cas-server-support-mongo-service-registry	6.0.0-RC3		5755451613762fb2edb52fcad06be9d559013f90
org.apereo.cas	cas-server-support-mongo-service-registry	6.0.0-RC3	resources	d0052117a95cec371b656c655be00939b00082ae
org.apereo.cas	cas-server-support-mongo-service-registry	6.0.0-RC4		01d41f28e67141f25a7576fb42e6cbc323e83384
org.apereo.cas	cas-server-support-mongo-service-registry	6.0.0-RC4	resources	31b942c0a01961bc30825a6abb10bc5ff227735d
org.apereo.cas	cas-server-support-mongo-service-registry	6.0.1		09de9ad1777b9eb2f7831fa111d8f9c787947b2a
org.apereo.cas	cas-server-support-mongo-service-registry	6.0.1	resources	c769c7016ac9112745b25cee5bdbd475d6781697
org.apereo.cas	cas-server-support-mongo-service-registry	6.0.2		7673f0c0fa50b36d3c628e5720a26716eee957cc
org.apereo.cas	cas-server-support-mongo-service-registry	6.0.2	resources	c0a9e1fbeba8718406d67fc4bcc0634cb99ddfc3
org.apereo.cas	cas-server-support-mongo-service-registry	6.0.3		c7115221e4eb2e5b7905cf5b836122c4782adac4
org.apereo.cas	cas-server-support-mongo-service-registry	6.0.3	resources	74fac604998fc9f8d7003147cbb2a57bdc46a9e4
org.apereo.cas	cas-server-support-mongo-service-registry	6.0.4		4523e6b06388321e9881b43be95f6bd5d60538f5
org.apereo.cas	cas-server-support-mongo-service-registry	6.0.4	resources	8ff5d9d169c6b3108397f6399af4ebb649365922
org.apereo.cas	cas-server-support-mongo-service-registry	6.0.5		198bc5131ab17860d212e9f0984a9f4b38e68fbe
org.apereo.cas	cas-server-support-mongo-service-registry	6.0.5	resources	eca9f9ef3c571f66a9d62dc66a848dd2b2107ddc
org.apereo.cas	cas-server-support-mongo-service-registry	6.0.5.1		43d7641c63832c1e6cef42d770cf86b639622758
org.apereo.cas	cas-server-support-mongo-service-registry	6.0.5.1	resources	4e4c47e101cd596b4ac60db0f5e6755d72d7f6b3
org.apereo.cas	cas-server-support-mongo-service-registry	6.0.6		de522f4306530011ff6da09865136fcfff5e93ae
org.apereo.cas	cas-server-support-mongo-service-registry	6.0.6	resources	1abce1fc80398b1774a2d2ae4689996ce06b240e
org.apereo.cas	cas-server-support-mongo-service-registry	6.0.7		83600d5119b575c984ea549a4a01636fb8d58e7c
org.apereo.cas	cas-server-support-mongo-service-registry	6.0.7	resources	a8dde2b907e1083c005f6e9efba5d68ac8dae996
org.apereo.cas	cas-server-support-mongo-service-registry	6.0.8		e56709066176a677daacf842e1d5e0ab88514818
org.apereo.cas	cas-server-support-mongo-service-registry	6.0.8	resources	df358bf0ab3d2fa5d24f3fa1c98631ee44f22b26
org.apereo.cas	cas-server-support-mongo-service-registry	6.0.8.1		5e0cd54a60f30e0a535010164f7482b79786c183
org.apereo.cas	cas-server-support-mongo-service-registry	6.0.8.1	resources	dd23ca78f366872fde94ff4f25f806f9aeb457ec
org.apereo.cas	cas-server-support-mongo-service-registry	6.1.0		0258d8f934190051aaf7cade51e740ae5fb78f8f
org.apereo.cas	cas-server-support-mongo-service-registry	6.1.0	resources	01ed5c014a8736a799f13ad62765a3c58c0ff86f
org.apereo.cas	cas-server-support-mongo-service-registry	6.1.0-RC1		bb9ab008ce8fac44444369890666c5389da3de79
org.apereo.cas	cas-server-support-mongo-service-registry	6.1.0-RC1	resources	eb08638e4effd035760b776c25fa43d59357fbe8
org.apereo.cas	cas-server-support-mongo-service-registry	6.1.0-RC2		f604c162c976134e0cbc83537a471dec72d0cd25
org.apereo.cas	cas-server-support-mongo-service-registry	6.1.0-RC2	resources	9efd66e9652a7d8d9dfbacab70ab18d878b90ab3
org.apereo.cas	cas-server-support-mongo-service-registry	6.1.0-RC3		2f747bd6b0d555babeb7b5337050d6e2ff0d83ca
org.apereo.cas	cas-server-support-mongo-service-registry	6.1.0-RC3	resources	ad27c9036a8920eac5699722d025477d3ae51309
org.apereo.cas	cas-server-support-mongo-service-registry	6.1.0-RC4		65ea5e82ef16958ca8853d145ff33dfb0be42058
org.apereo.cas	cas-server-support-mongo-service-registry	6.1.0-RC4	resources	7edcec0e7d1868ba8cd6871da769238dd063606b
org.apereo.cas	cas-server-support-mongo-service-registry	6.1.0-RC5		1f168d7a31faa817c3c9c1ed8bc45a406647b4e1
org.apereo.cas	cas-server-support-mongo-service-registry	6.1.0-RC5	resources	8adf385436093e2e46091354b06e3f514e13d5c9
org.apereo.cas	cas-server-support-mongo-service-registry	6.1.0-RC6		e181b4469cec784cde70a686d26cef607193aa17
org.apereo.cas	cas-server-support-mongo-service-registry	6.1.0-RC6	resources	026550664f2a3dae7f5450803bcbd0836e958a41
org.apereo.cas	cas-server-support-mongo-service-registry	6.1.1		61eba60a28c7c422b307b5c412abcca7b31b1aec
org.apereo.cas	cas-server-support-mongo-service-registry	6.1.1	resources	0205758968bc6ad05ceb1bcc0e7e754b312acefb
org.apereo.cas	cas-server-support-mongo-service-registry	6.1.2		7a49118281c8ab9c016c6804d418bb2a8ee330b0
org.apereo.cas	cas-server-support-mongo-service-registry	6.1.2	resources	ad0b5ffcff7b8da9218adf08d28e782e2a15d46c
org.apereo.cas	cas-server-support-mongo-service-registry	6.1.3		c65a2f9298eaacecc5027563042453a0eb0b1987
org.apereo.cas	cas-server-support-mongo-service-registry	6.1.3	resources	51a41efef391a111fce8de68c7bb2b2bc333e479
org.apereo.cas	cas-server-support-mongo-service-registry	6.1.4		99ebde482543321d08b4ce5fba6efefefb31ed80
org.apereo.cas	cas-server-support-mongo-service-registry	6.1.4	resources	0b87d125207677aa50561fe99a7686806d34385f
org.apereo.cas	cas-server-support-mongo-service-registry	6.1.5		d9c5dea36244148c60b3de4db6a71ecdcc4f3333
org.apereo.cas	cas-server-support-mongo-service-registry	6.1.5	resources	7825694adf4bad9667c43cb7c53c523a32b5f54b
org.apereo.cas	cas-server-support-mongo-service-registry	6.1.6		07642e329971164a04c8a2c5cf808eb17b8a784c
org.apereo.cas	cas-server-support-mongo-service-registry	6.1.6	resources	cd9fa6406b9cdca14a1c15a369d0f715abe8c69c
org.apereo.cas	cas-server-support-mongo-service-registry	6.1.7		c35bc00fd0dab2130ffca9a8b4a167559e972297
org.apereo.cas	cas-server-support-mongo-service-registry	6.1.7	resources	2248c9dd6882ad54d18c251ee2add05b16183f60
org.apereo.cas	cas-server-support-mongo-service-registry	6.1.7.1		4155720e941497320fe716e87bc3914f295cfc20
org.apereo.cas	cas-server-support-mongo-service-registry	6.1.7.1	resources	4af959009efe052d4ea380c4f6b7c0009d9024f0
org.apereo.cas	cas-server-support-mongo-service-registry	6.1.7.2		f839abd6ba8fe9d784174fc823786001cecb9061
org.apereo.cas	cas-server-support-mongo-service-registry	6.1.7.2	resources	03c992600d311002b21bdfa028a48850687a2831
org.apereo.cas	cas-server-support-mongo-service-registry	6.2.0		f2440bdf6767327cf4bc7f99d55229de79962247
org.apereo.cas	cas-server-support-mongo-service-registry	6.2.0	resources	fedc6c21f2b09caa98d077188c9d00e596786c0a
org.apereo.cas	cas-server-support-mongo-service-registry	6.2.0-RC1		9c596f63e47cc86ba9cb1d876601ae4887ccd3c8
org.apereo.cas	cas-server-support-mongo-service-registry	6.2.0-RC1	resources	48c1cba2abfbdde7cdd7d47ad3af468f2939c307
org.apereo.cas	cas-server-support-mongo-service-registry	6.2.0-RC2		ef5cfa81030133ca94be6f843a7a27c67318c836
org.apereo.cas	cas-server-support-mongo-service-registry	6.2.0-RC2	resources	0fe584a112c539416fa7924027faa373f389af14
org.apereo.cas	cas-server-support-mongo-service-registry	6.2.0-RC3		a4fc656fd277dafde287ff9f797f5b6e06476883
org.apereo.cas	cas-server-support-mongo-service-registry	6.2.0-RC3	resources	8eaa6a4e73f06437b1824c3a3f262e1c2281a0ca
org.apereo.cas	cas-server-support-mongo-service-registry	6.2.0-RC4		813a0d07d07b8b28546e458e232e4459824a1660
org.apereo.cas	cas-server-support-mongo-service-registry	6.2.0-RC4	resources	54440b22fcbc0af836cc17eee1f26852cc4ac817
org.apereo.cas	cas-server-support-mongo-service-registry	6.2.0-RC5		7fe6f40eb3337f2b185dbd57f1ea5ae5bc0c615b
org.apereo.cas	cas-server-support-mongo-service-registry	6.2.0-RC5	resources	ead6f5e5fe5b36dbe3d3921d39e99fae399e548a
org.apereo.cas	cas-server-support-mongo-service-registry	6.2.1		8be24e4dc9ea7efeaa5e3d7fd76905d9f25718da
org.apereo.cas	cas-server-support-mongo-service-registry	6.2.1	resources	bf707a52ddb6028fe8828d949d973837ca8524c5
org.apereo.cas	cas-server-support-mongo-service-registry	6.2.2		87f056ad0540c93ef6dcdbc3af594149c85139d0
org.apereo.cas	cas-server-support-mongo-service-registry	6.2.2	resources	44463c3e3a0b957ce8245dcfc9c0001d4e18e1c2
org.apereo.cas	cas-server-support-mongo-service-registry	6.2.3		2c994e41541c519a973da802712224297def6a61
org.apereo.cas	cas-server-support-mongo-service-registry	6.2.3	resources	e49148c8725bf01fce1f229e639cba56b5284ae3
org.apereo.cas	cas-server-support-mongo-service-registry	6.2.4		6186b8e2cfd130fdfdae87bbc9c5e225cc536b26
org.apereo.cas	cas-server-support-mongo-service-registry	6.2.4	resources	d9a245b50a5d0c93c1ac36b8fab02c6ce181100d
org.apereo.cas	cas-server-support-mongo-service-registry	6.2.5		98ded15d10410fc8c3606914f439fe63bdebfe4f
org.apereo.cas	cas-server-support-mongo-service-registry	6.2.5	resources	a5637047dd8df2191232a5bd745062d2e2d89da5
org.apereo.cas	cas-server-support-mongo-service-registry	6.2.6		58a16a6db66ee940ca25b2fe5cf3c5fdf93de1a7
org.apereo.cas	cas-server-support-mongo-service-registry	6.2.6	resources	5a5578c6fdc5e8c7156342d222d4536c78829ba1
org.apereo.cas	cas-server-support-mongo-service-registry	6.2.7		b4857cd18ed75584373b2666562bb748761278f7
org.apereo.cas	cas-server-support-mongo-service-registry	6.2.7	resources	b3c15cef95b6f12e05f7f5c2e2981f89c1328653
org.apereo.cas	cas-server-support-mongo-service-registry	6.2.8		d923809822e8c99835ef48bbbccb175321204d7e
org.apereo.cas	cas-server-support-mongo-service-registry	6.2.8	resources	5e614ac984bcaad56bd310a60c98e502898477be
org.apereo.cas	cas-server-support-mongo-service-registry	6.3.0		7313604a403a17f0afa72dca4fe16444d5675848
org.apereo.cas	cas-server-support-mongo-service-registry	6.3.0	resources	fc4e59acb04402bc926373d7994f3d1e40629ceb
org.apereo.cas	cas-server-support-mongo-service-registry	6.3.0-RC1		e05808062c5e3e097068ddcd531c9694b075d4ed
org.apereo.cas	cas-server-support-mongo-service-registry	6.3.0-RC1	resources	707f86138b63d240a18fa7e5bd572d7e987a4399
org.apereo.cas	cas-server-support-mongo-service-registry	6.3.0-RC2		179c5ecfe3527ae468397cc19e9a89eb6e374fe3
org.apereo.cas	cas-server-support-mongo-service-registry	6.3.0-RC2	resources	dd19ac484215131bb1c33f47d64df33d74b025cc
org.apereo.cas	cas-server-support-mongo-service-registry	6.3.0-RC3		7bee2c37aae93dfd1854fd6eca3350855e28829f
org.apereo.cas	cas-server-support-mongo-service-registry	6.3.0-RC3	resources	e134cb5b03ff302b39ba7528af6306d6e19574a8
org.apereo.cas	cas-server-support-mongo-service-registry	6.3.0-RC4		2e98dbf0b03cdcce06827bc338631e7aa82ba428
org.apereo.cas	cas-server-support-mongo-service-registry	6.3.0-RC4	resources	4f49110e34961b0e5bd4a67b655727a28f43c6e6
org.apereo.cas	cas-server-support-mongo-service-registry	6.3.0-RC5		d623707342427527b487aa807873085fe7ffc767
org.apereo.cas	cas-server-support-mongo-service-registry	6.3.0-RC5	resources	b616bc1480299cb7c9267966b901a6e3b678f4fd
org.apereo.cas	cas-server-support-mongo-service-registry	6.3.1		ee649ad47303fbdd3adca8600ab034841932d11c
org.apereo.cas	cas-server-support-mongo-service-registry	6.3.1	resources	fd60d8e9b1e84b2d44d1456975bc6545d033e59e
org.apereo.cas	cas-server-support-mongo-service-registry	6.3.2		b592d61165bbe127695bb859139b9e6d79d9de7b
org.apereo.cas	cas-server-support-mongo-service-registry	6.3.2	resources	09e948c8901587c8bf64178dd4e92b0a99b18b97
org.apereo.cas	cas-server-support-mongo-service-registry	6.3.3		db0b8c8d5a988a474154eda5aef8eb2a96d4e7dc
org.apereo.cas	cas-server-support-mongo-service-registry	6.3.3	resources	720cdef84b15cf167f0069c6d712028d2de6441b
org.apereo.cas	cas-server-support-mongo-service-registry	6.3.4		9464fb14a815cc24187cfca78d6b750cbb1edb05
org.apereo.cas	cas-server-support-mongo-service-registry	6.3.4	resources	f6c8d23463ab67e335f8c794c19c8023d8d3457b
org.apereo.cas	cas-server-support-mongo-service-registry	6.3.5		3304df131d3ac4f18eca4a6ef19398de5527b942
org.apereo.cas	cas-server-support-mongo-service-registry	6.3.5	resources	6296dfa4aa1197ed73f28a6182ab1e0bf56d7217
org.apereo.cas	cas-server-support-mongo-service-registry	6.3.6		c8511067020002b2c37c7885c51529cfc0fc3a68
org.apereo.cas	cas-server-support-mongo-service-registry	6.3.6	resources	b4b349df3d9da4cf13497a39939dc6841cfc885b
org.apereo.cas	cas-server-support-mongo-service-registry	6.3.7		c5657287771f65477cd01a82233f1f2bf768ee6f
org.apereo.cas	cas-server-support-mongo-service-registry	6.3.7	resources	42142404460147366f6ace6d1e9ac00dc640cf20
org.apereo.cas	cas-server-support-mongo-service-registry	6.3.7.1		354ddea08766d78c82107be7742d67d1b428da07
org.apereo.cas	cas-server-support-mongo-service-registry	6.3.7.1	resources	65fe8dd107e71b65132b9d4cfe944ab3ebc38c3f
org.apereo.cas	cas-server-support-mongo-service-registry	6.3.7.2		00ea48283fcc46cbc19ca9f8099c4f5d598813c3
org.apereo.cas	cas-server-support-mongo-service-registry	6.3.7.2	resources	7501bd6662d928147f508d58544e2c0746b26ddc
org.apereo.cas	cas-server-support-mongo-service-registry	6.3.7.3		350b5cc1e39abf7a85176b75a3e32ee0270f039d
org.apereo.cas	cas-server-support-mongo-service-registry	6.3.7.3	resources	71c2b7450c8bc437dc30cc995a7affd370c0f0a3
org.apereo.cas	cas-server-support-mongo-service-registry	6.3.7.4		00db332c4ec5ae3ae9fc1bdfad734ff13b3b3b9f
org.apereo.cas	cas-server-support-mongo-service-registry	6.3.7.4	resources	1a57b0a9e9931dd425ed313274740a91545a48ab
org.apereo.cas	cas-server-support-mongo-service-registry	6.4.0		d143b1f58b6d472de2e5bab687b98db92c0116e5
org.apereo.cas	cas-server-support-mongo-service-registry	6.4.0	resources	0f09fe0cf24f2c46a57c214095a362e7cf8dd00e
org.apereo.cas	cas-server-support-mongo-service-registry	6.4.0-RC1		728c6a8600b655938e83eb41c8870a0cf19b41c6
org.apereo.cas	cas-server-support-mongo-service-registry	6.4.0-RC1	resources	77c8793b6b9a81ed8a49811fb9f50605560c3dd3
org.apereo.cas	cas-server-support-mongo-service-registry	6.4.0-RC2		af666e23572aa435dc63ba578304d3f42529dd00
org.apereo.cas	cas-server-support-mongo-service-registry	6.4.0-RC2	resources	19f7ad31381f1b705208a108fb2caf08a154c43a
org.apereo.cas	cas-server-support-mongo-service-registry	6.4.0-RC3		0f90e77294d239e066d6a88301cc6a196c002f84
org.apereo.cas	cas-server-support-mongo-service-registry	6.4.0-RC3	resources	f0b465899886453d701a3bcd0fbd8a358b8746e1
org.apereo.cas	cas-server-support-mongo-service-registry	6.4.0-RC4		68eaf4fbb382e48a931e56733ba6604a2b549b2f
org.apereo.cas	cas-server-support-mongo-service-registry	6.4.0-RC4	resources	8d7baf0fb2fa4e8e7a2a63265ba5caad6e17d5a2
org.apereo.cas	cas-server-support-mongo-service-registry	6.4.0-RC5		fb01c35f968412b886330370d886416ed7aa043b
org.apereo.cas	cas-server-support-mongo-service-registry	6.4.0-RC5	resources	94493908d161e124af2e1e8c6f9b16aea945cf5a
org.apereo.cas	cas-server-support-mongo-service-registry	6.4.0-RC6		d738b45a97c18b93f503055a8315ece99ed8ee85
org.apereo.cas	cas-server-support-mongo-service-registry	6.4.0-RC6	resources	2ab093eadd3ed88852bd775ab9c788e83cf4c618
org.apereo.cas	cas-server-support-mongo-service-registry	6.4.1		fbecb25f2113b8579ed290850cf0b22de953858b
org.apereo.cas	cas-server-support-mongo-service-registry	6.4.1	resources	c7d7441af3d53e692dbaee68719e1600ce6529bb
org.apereo.cas	cas-server-support-mongo-service-registry	6.4.2		f5cf7188ffc38437c584cb02bdf5d959e7016970
org.apereo.cas	cas-server-support-mongo-service-registry	6.4.2	resources	d0ad5d7fc1787770c5c79c0ecc50595a206a47d5
org.apereo.cas	cas-server-support-mongo-service-registry	6.4.3		0255d695ecbde6bb577879dec333b1d162765069
org.apereo.cas	cas-server-support-mongo-service-registry	6.4.3	resources	dff4d14cd73de3e867c455a35a840e7547f27539
org.apereo.cas	cas-server-support-mongo-service-registry	6.4.4		55a03202e7b1eff5c8b06ec87a692ebfa216f256
org.apereo.cas	cas-server-support-mongo-service-registry	6.4.4	resources	35b8175d0f74d999b025b3b8f24863a0fb6d3ab0
org.apereo.cas	cas-server-support-mongo-service-registry	6.4.4.1		5c9b7c2a1a85aaaad79ddc946ee4c43cc9df4a7f
org.apereo.cas	cas-server-support-mongo-service-registry	6.4.4.1	resources	ac6b5dea960536a99988fd4fe403188d49c79485
org.apereo.cas	cas-server-support-mongo-service-registry	6.4.4.2		05bf63ce8e9bfc9209aee9a1dcaf009fd3ab9d87
org.apereo.cas	cas-server-support-mongo-service-registry	6.4.4.2	resources	fabbe87935d79c8f390da32d6300395c9f2119a5
org.apereo.cas	cas-server-support-mongo-service-registry	6.4.5		e93f6b4321d9a72afb23bd28009b6f5f34cac41f
org.apereo.cas	cas-server-support-mongo-service-registry	6.4.5	resources	297e98dea873af303bfcd40b9f3669318463bef9
org.apereo.cas	cas-server-support-mongo-service-registry	6.4.6		0a2761a50342ac7cb166fc90265ba32d3a64d955
org.apereo.cas	cas-server-support-mongo-service-registry	6.4.6	resources	43974a6d40c3b69d376e3228a098303777830e9c
org.apereo.cas	cas-server-support-mongo-service-registry	6.4.6.1		b8470f869c9eaee38b7a4e4ceb57bd4a353eca9a
org.apereo.cas	cas-server-support-mongo-service-registry	6.4.6.1	resources	95069ecbbfa7b2b2bc643a3e3c0823d7f7ac21e3
org.apereo.cas	cas-server-support-mongo-service-registry	6.4.6.2		fef4fe532b93b85a657336c542a11e84da5b877e
org.apereo.cas	cas-server-support-mongo-service-registry	6.4.6.2	resources	b7435ace1538302db35ce6dbbd32b864bf8849ad
org.apereo.cas	cas-server-support-mongo-service-registry	6.4.6.3		65acb63fb61d3b9def46ee784635907483b0027b
org.apereo.cas	cas-server-support-mongo-service-registry	6.4.6.3	resources	2c73b76dc8de60ff8bb17c6899c9f6512c4884e1
org.apereo.cas	cas-server-support-mongo-service-registry	6.4.6.4		77db1d98ab49b14648ca6ae56097bad6827b238e
org.apereo.cas	cas-server-support-mongo-service-registry	6.4.6.4	resources	2150f298356ba77ccb3853fb8e7f0f516aee2deb
org.apereo.cas	cas-server-support-mongo-service-registry	6.4.6.5		ed5b7fd2ccedce6c659c576f37f972975987e34b
org.apereo.cas	cas-server-support-mongo-service-registry	6.4.6.5	resources	d06468e05bfb697ba9be2b77b5e8c46454d397ce
org.apereo.cas	cas-server-support-mongo-service-registry	6.4.6.6		5bac33f8994aefb9d958fdba45ce00e31e2d05a5
org.apereo.cas	cas-server-support-mongo-service-registry	6.4.6.6	resources	7b761209ddc526c6ec9091ca921aaa4d8467d714
org.apereo.cas	cas-server-support-mongo-service-registry	6.5.0		91890b1fdb14a2af3fb7f25552fbd58def77bc6f
org.apereo.cas	cas-server-support-mongo-service-registry	6.5.0	resources	1c70bbe8cb29268e42e0afd1cab4f097450eec4f
org.apereo.cas	cas-server-support-mongo-service-registry	6.5.0-RC1		f4621fa3c66eddbd27337f384d72f8cc71c3f04d
org.apereo.cas	cas-server-support-mongo-service-registry	6.5.0-RC1	resources	94651be08974e359cf656fbcc7b6d6319aeac46b
org.apereo.cas	cas-server-support-mongo-service-registry	6.5.0-RC2		b12d2e0d586b748778c8d494e76603547dc0096d
org.apereo.cas	cas-server-support-mongo-service-registry	6.5.0-RC2	resources	4756cceafefce63961d1c5b38b97fb4fdcadda3d
org.apereo.cas	cas-server-support-mongo-service-registry	6.5.0-RC3		c2958baaa1ebee0f41c61655d2999768ac914937
org.apereo.cas	cas-server-support-mongo-service-registry	6.5.0-RC3	resources	0c3a1e36088eca5d74599564b730dcf72d179b37
org.apereo.cas	cas-server-support-mongo-service-registry	6.5.0-RC4		ce39a6a8b50c93020c6c055ffd4e2cd347a86577
org.apereo.cas	cas-server-support-mongo-service-registry	6.5.0-RC4	resources	548fc9559835836e64b62ccd6e336e9d50dc94a7
org.apereo.cas	cas-server-support-mongo-service-registry	6.5.0-RC5		4244b92b90b455be5769a505df2719ec13e8aca2
org.apereo.cas	cas-server-support-mongo-service-registry	6.5.0-RC5	resources	02006644e2d24e0a7b92ea38b125a58131491d3f
org.apereo.cas	cas-server-support-mongo-service-registry	6.5.1		00a172d2afadba3fcae93012d81e43750bda7e7b
org.apereo.cas	cas-server-support-mongo-service-registry	6.5.1	resources	7331b55027bcaa59c44f3db8e69dc226a5211d6a
org.apereo.cas	cas-server-support-mongo-service-registry	6.5.2		54f83b9a06180aa97d16a20c1430c5200de356df
org.apereo.cas	cas-server-support-mongo-service-registry	6.5.2	resources	7a0604bad13e833ac29269118cdf36442b1fd87c
org.apereo.cas	cas-server-support-mongo-service-registry	6.5.3		e21cfed268476da77bea9773e77910f708a03bc3
org.apereo.cas	cas-server-support-mongo-service-registry	6.5.3	resources	e67924b948e669d369c463e71456f6e97d08dc69
org.apereo.cas	cas-server-support-mongo-service-registry	6.5.4		470f05c9638e8aeddb460c0bce6954d30d0f6d7e
org.apereo.cas	cas-server-support-mongo-service-registry	6.5.4	resources	9825bf87ac85e981fcd3414fa17a94242636f38a
org.apereo.cas	cas-server-support-mongo-service-registry	6.5.5		55901c01a6260637e889e1627b0590289a4d7f1c
org.apereo.cas	cas-server-support-mongo-service-registry	6.5.5	resources	237bc7a554b219c5bbb7cc5cd18b00fad86faeed
org.apereo.cas	cas-server-support-mongo-service-registry	6.5.6		9f01b2d9dded0eab72da82e4e772e7d2985afe96
