be.vlaanderen.informatievlaanderen.ldes.ldi	ldio-common	2.12.0		4ecc43c97be46ebf5ff08705d105e0299abd672f
com.amazonaws	aws-athena-federation-sdk	2023.37.1	withdep	2cc02edd1e4c368ef5745a318efbd1017edfea91
com.amazonaws	aws-athena-federation-sdk	2023.37.2		132c9219b0f326482a6a857b6bcd8a0bf2c617cd
com.amazonaws	aws-athena-federation-sdk	2023.37.2	shaded	108300967d9bb15a3d03732d6f5eb0f0904e794d
com.amazonaws	aws-athena-federation-sdk	2023.37.2	with-arrow	c51291edb0325e685fb49e295a5d8b32a6a305a1
com.amazonaws	aws-athena-federation-sdk	2023.37.2	withdep	108300967d9bb15a3d03732d6f5eb0f0904e794d
com.amazonaws	aws-athena-federation-sdk	2023.38.1		cc33b19436e43ac1a2c373b4443fa6de81e9f12c
com.amazonaws	aws-athena-federation-sdk	2023.38.1	shaded	383a7299479a9d239c0879a9d29d5b538ca249c2
com.amazonaws	aws-athena-federation-sdk	2023.38.1	with-arrow	46167e3aab9f8e73a8fe3d3ddd08ac1f178b7737
com.amazonaws	aws-athena-federation-sdk	2023.38.1	withdep	383a7299479a9d239c0879a9d29d5b538ca249c2
com.amazonaws	aws-athena-federation-sdk	2023.4.1		99916340909d458992e3bd05b42426387272d7e6
com.amazonaws	aws-athena-federation-sdk	2023.4.1	shaded	38a6fa77125c44391e5291f7c112c59abea2794b
com.amazonaws	aws-athena-federation-sdk	2023.4.1	with-arrow	0a787a547ccf55406a1a2cd9d813274dd047832f
com.amazonaws	aws-athena-federation-sdk	2023.4.1	withdep	38a6fa77125c44391e5291f7c112c59abea2794b
com.amazonaws	aws-athena-federation-sdk	2023.40.1		d8270d5144a0e0d34896e6759eb7225e26b8039b
com.amazonaws	aws-athena-federation-sdk	2023.40.1	shaded	17d406bea48039e5dba84ffdb623d5af7d9b5f0d
com.amazonaws	aws-athena-federation-sdk	2023.40.1	with-arrow	07661c17908a69eac1894906722ce37c583f6509
com.amazonaws	aws-athena-federation-sdk	2023.40.1	withdep	17d406bea48039e5dba84ffdb623d5af7d9b5f0d
com.amazonaws	aws-athena-federation-sdk	2023.42.1		dfad946b8aaa32357037b6819c7f1de7a946e0e7
com.amazonaws	aws-athena-federation-sdk	2023.42.1	shaded	079337754e805bac78c545444e11ee76947bc05f
com.amazonaws	aws-athena-federation-sdk	2023.42.1	with-arrow	857b63782e282a358fbac978159c82d37403e06e
com.amazonaws	aws-athena-federation-sdk	2023.42.1	withdep	079337754e805bac78c545444e11ee76947bc05f
com.amazonaws	aws-athena-federation-sdk	2023.46.1		7b03a8652aba34d940e6476dbb443f57496ee20d
com.amazonaws	aws-athena-federation-sdk	2023.46.1	shaded	651c472162936660eefc09d10976e7d51c56ed7a
com.amazonaws	aws-athena-federation-sdk	2023.46.1	with-arrow	67817100d320ac7948457b9fa2a079f1b87d6c2b
com.amazonaws	aws-athena-federation-sdk	2023.46.1	withdep	651c472162936660eefc09d10976e7d51c56ed7a
com.amazonaws	aws-athena-federation-sdk	2023.46.2		3342ffe56bc4fba213b4e5b10ee16b9ea08327c0
com.amazonaws	aws-athena-federation-sdk	2023.46.2	shaded	fb619a48031c775e246dc60a9004e1917c317824
com.amazonaws	aws-athena-federation-sdk	2023.46.2	with-arrow	a3327fff9d7e6e0d556824ae64921bd377e53610
com.amazonaws	aws-athena-federation-sdk	2023.46.2	withdep	fb619a48031c775e246dc60a9004e1917c317824
com.amazonaws	aws-athena-federation-sdk	2023.49.1		e5c3ec7e23b4f4f1301b34d571553395c9ed4cb4
com.amazonaws	aws-athena-federation-sdk	2023.49.1	shaded	b24357019b19256ed2fb7fba37a95aeab91f90a4
com.amazonaws	aws-athena-federation-sdk	2023.49.1	with-arrow	34cd5bbdf043adf6b68c79bf431a853a784a24f0
com.amazonaws	aws-athena-federation-sdk	2023.49.1	withdep	b24357019b19256ed2fb7fba37a95aeab91f90a4
com.amazonaws	aws-athena-federation-sdk	2023.49.2		c86333d2490955e3ce9fc5c33c276d3b18833f94
com.amazonaws	aws-athena-federation-sdk	2023.49.2	shaded	671bcc0d6ad787f5be154a355666d9ee6b218db6
com.amazonaws	aws-athena-federation-sdk	2023.49.2	with-arrow	2388af4a382e7b6ce6136dfff4c33471beb64928
com.amazonaws	aws-athena-federation-sdk	2023.49.2	withdep	671bcc0d6ad787f5be154a355666d9ee6b218db6
com.amazonaws	aws-athena-federation-sdk	2023.5.1		c83412d85c1b2f874f210f496cec2fa83a18b657
com.amazonaws	aws-athena-federation-sdk	2023.5.1	shaded	56b58dde138c158eb93041e92014c25004613b2b
com.amazonaws	aws-athena-federation-sdk	2023.5.1	with-arrow	b567afd125b56c950d70231e388eaeb43d4518f1
com.amazonaws	aws-athena-federation-sdk	2023.5.1	withdep	56b58dde138c158eb93041e92014c25004613b2b
com.amazonaws	aws-athena-federation-sdk	2023.5.2		e431322c9cc782f211aedc8bbe8903680df8ef52
com.amazonaws	aws-athena-federation-sdk	2023.5.2	shaded	9e7875a13584e8ee9671d04e033a09e54f5eaa2b
com.amazonaws	aws-athena-federation-sdk	2023.5.2	with-arrow	b5a66fcccd70a69a97cc0ca418cc04911d91cfe7
com.amazonaws	aws-athena-federation-sdk	2023.5.2	withdep	9e7875a13584e8ee9671d04e033a09e54f5eaa2b
com.amazonaws	aws-athena-federation-sdk	2023.5.3		a84a14f670115e8e9a831cbb5f0a70a833a58a7c
com.amazonaws	aws-athena-federation-sdk	2023.5.3	shaded	5eecabd90e488c430becd17ecc02c70c4341dfdd
com.amazonaws	aws-athena-federation-sdk	2023.5.3	with-arrow	1bec3046856c14b6e2893940312b71ede6b7ca40
com.amazonaws	aws-athena-federation-sdk	2023.5.3	withdep	5eecabd90e488c430becd17ecc02c70c4341dfdd
com.amazonaws	aws-athena-federation-sdk	2023.5.4		3fbf77c4147def47b00b12ac2ccb7449b4023302
com.amazonaws	aws-athena-federation-sdk	2023.5.4	shaded	df90aeb6a3942f12857ccbe242beadcb4ff1a683
com.amazonaws	aws-athena-federation-sdk	2023.5.4	with-arrow	519ef3dcc92c39144b7ffb7be44165eeff04c2a0
com.amazonaws	aws-athena-federation-sdk	2023.5.4	withdep	df90aeb6a3942f12857ccbe242beadcb4ff1a683
com.amazonaws	aws-athena-federation-sdk	2023.6.1		2afcee72f36bba99481e8d7ff48502f008146363
com.amazonaws	aws-athena-federation-sdk	2023.6.1	shaded	70d00060fa8c4048afaae209a45261362ce320ab
com.amazonaws	aws-athena-federation-sdk	2023.6.1	with-arrow	893f82f4b68dcdcc39d773ba09c6319f2eb3b73c
com.amazonaws	aws-athena-federation-sdk	2023.6.1	withdep	70d00060fa8c4048afaae209a45261362ce320ab
com.amazonaws	aws-athena-federation-sdk	2023.8.1		fcd829629e6f627d19bf68632dac76cf10a39dd1
com.amazonaws	aws-athena-federation-sdk	2023.8.1	shaded	26162d9a42486ff462b3f2b4543c7fd42797ee61
com.amazonaws	aws-athena-federation-sdk	2023.8.1	with-arrow	35f2796506c6e266792c2f6d207e67bd3ed6afa5
com.amazonaws	aws-athena-federation-sdk	2023.8.1	withdep	26162d9a42486ff462b3f2b4543c7fd42797ee61
com.amazonaws	aws-athena-federation-sdk	2023.8.2		93fcb9a210527e0c23ec3195010d52a6d9da22e3
com.amazonaws	aws-athena-federation-sdk	2023.8.2	shaded	62416d2252d356aa04dbede747680843328f3a8c
com.amazonaws	aws-athena-federation-sdk	2023.8.2	with-arrow	4639e6a46edfdfb419a602094e0671c4f1f4c2d5
com.amazonaws	aws-athena-federation-sdk	2023.8.2	withdep	62416d2252d356aa04dbede747680843328f3a8c
com.amazonaws	aws-athena-federation-sdk	2023.8.3		ec45d0a9354b299370daee510b2cbbb71e7d7a14
com.amazonaws	aws-athena-federation-sdk	2023.8.3	shaded	c1ed54c9d75f85b9263464c666ea7487656990c7
com.amazonaws	aws-athena-federation-sdk	2023.8.3	with-arrow	0b659744b72a7ad95e2d4dbf745fcb19b11ddd07
com.amazonaws	aws-athena-federation-sdk	2023.8.3	withdep	c1ed54c9d75f85b9263464c666ea7487656990c7
com.amazonaws	aws-athena-federation-sdk	2024.10.1		0b84d7d4cebe4a1df6fb5e38d27760cd970870c0
com.amazonaws	aws-athena-federation-sdk	2024.10.1	shaded	0200ac0a35d53bf0824a08905abc5bd93db961dd
com.amazonaws	aws-athena-federation-sdk	2024.10.1	with-arrow	b87cc6d4ad2f322a28072fd77903dc9e646e002f
com.amazonaws	aws-athena-federation-sdk	2024.10.1	withdep	0200ac0a35d53bf0824a08905abc5bd93db961dd
com.amazonaws	aws-athena-federation-sdk	2024.13.1		2455822d8916b8170963f697673a4ad1b20230c0
com.amazonaws	aws-athena-federation-sdk	2024.13.1	shaded	9cf8913a4bee317a9daae2187f53104ce30f494c
com.amazonaws	aws-athena-federation-sdk	2024.13.1	with-arrow	91ae961a7040d72a892fbc31287397c194445968
com.amazonaws	aws-athena-federation-sdk	2024.13.1	withdep	9cf8913a4bee317a9daae2187f53104ce30f494c
com.amazonaws	aws-athena-federation-sdk	2024.15.1		5bcf650d11931e626337fa3c13488a877f0a194e
com.amazonaws	aws-athena-federation-sdk	2024.15.1	shaded	08ea3f07ce5022322821c076d671fc763ea1086f
com.amazonaws	aws-athena-federation-sdk	2024.15.1	with-arrow	ac5b7937fa58d9f7014fa70a5b970d87d9e6f187
com.amazonaws	aws-athena-federation-sdk	2024.15.1	withdep	08ea3f07ce5022322821c076d671fc763ea1086f
com.amazonaws	aws-athena-federation-sdk	2024.15.2		2d7ccb1255b482a028cb520c15a88d094cb46d70
com.amazonaws	aws-athena-federation-sdk	2024.15.2	shaded	06cefc3b23d6f43e09ee3012e8560d37144de53c
com.amazonaws	aws-athena-federation-sdk	2024.15.2	with-arrow	5976ad710cf82ec5a9d5ee2010a0e33d927d1a78
com.amazonaws	aws-athena-federation-sdk	2024.15.2	withdep	06cefc3b23d6f43e09ee3012e8560d37144de53c
com.amazonaws	aws-athena-federation-sdk	2024.16.1		09ad383528a7643a08c7c36c7a4accf2ed2b460b
com.amazonaws	aws-athena-federation-sdk	2024.16.1	shaded	3cf0e2037a11258df07d14c61c6afc861383ac7d
com.amazonaws	aws-athena-federation-sdk	2024.16.1	with-arrow	be0c7212ddd39187055ea59dff5da21822ec2bf0
com.amazonaws	aws-athena-federation-sdk	2024.16.1	withdep	3cf0e2037a11258df07d14c61c6afc861383ac7d
com.amazonaws	aws-athena-federation-sdk	2024.18.1		1c303eed2af875144906f39837a829a2ed08d6c8
com.amazonaws	aws-athena-federation-sdk	2024.18.1	shaded	4e1a748cd9359b53f8433c116781edc98519fd15
com.amazonaws	aws-athena-federation-sdk	2024.18.1	with-arrow	6a68f256dddd135ff1273b39dedbf76a16bdf3fe
com.amazonaws	aws-athena-federation-sdk	2024.18.1	withdep	4e1a748cd9359b53f8433c116781edc98519fd15
com.amazonaws	aws-athena-federation-sdk	2024.18.2		8c5c8c2759c65ed6aa898ab754c0e9b758511bc2
com.amazonaws	aws-athena-federation-sdk	2024.18.2	shaded	4a437f38e2a5a839306830c09d2aa34d9e9155d9
com.amazonaws	aws-athena-federation-sdk	2024.18.2	with-arrow	26c173ec78c6e3c016786e69a618bdee496a015c
com.amazonaws	aws-athena-federation-sdk	2024.18.2	withdep	4a437f38e2a5a839306830c09d2aa34d9e9155d9
com.amazonaws	aws-athena-federation-sdk	2024.19.1		34b5563b1afd3d910a8f1ffd7242007ccf099262
com.amazonaws	aws-athena-federation-sdk	2024.19.1	shaded	57c69d40109ab25d4a6a30b1a673fc658aabbab1
com.amazonaws	aws-athena-federation-sdk	2024.19.1	with-arrow	e46beea655d84032abf568c258faa02fcdb4b67e
com.amazonaws	aws-athena-federation-sdk	2024.19.1	withdep	57c69d40109ab25d4a6a30b1a673fc658aabbab1
com.amazonaws	aws-athena-federation-sdk	2024.20.1		a825e742ec4753433b525fbfbd0c2547ebd543e2
com.amazonaws	aws-athena-federation-sdk	2024.20.1	shaded	c276a39af21ed2a79b613a5e1e020e7f8de97bbe
com.amazonaws	aws-athena-federation-sdk	2024.20.1	with-arrow	2a30c31510d19c0380bb9aa55f902bcad49ecd59
com.amazonaws	aws-athena-federation-sdk	2024.20.1	withdep	c276a39af21ed2a79b613a5e1e020e7f8de97bbe
com.amazonaws	aws-athena-federation-sdk	2024.20.2		ecfba153efb194dae832965d54058c5b389d7a43
com.amazonaws	aws-athena-federation-sdk	2024.20.2	shaded	15f3dea045c49b09fa413eb7932132f4eecc64f8
com.amazonaws	aws-athena-federation-sdk	2024.20.2	with-arrow	20d721819c4be6e9bfb311d952ea6d35527a770f
com.amazonaws	aws-athena-federation-sdk	2024.20.2	withdep	15f3dea045c49b09fa413eb7932132f4eecc64f8
com.amazonaws	aws-athena-federation-sdk	2024.22.1		2ed04a06c877beb356138c61fa0c722851a93d69
com.amazonaws	aws-athena-federation-sdk	2024.22.1	shaded	92c885fa34967b6d7c75c1cc845f887f2ea7cdad
com.amazonaws	aws-athena-federation-sdk	2024.22.1	with-arrow	dba9c51c006dffb2eafbfe1969539f26116c6857
com.amazonaws	aws-athena-federation-sdk	2024.22.1	withdep	92c885fa34967b6d7c75c1cc845f887f2ea7cdad
com.amazonaws	aws-athena-federation-sdk	2024.25.1		16226a02e9db0928540d941b0d6d2d074c1a1590
com.amazonaws	aws-athena-federation-sdk	2024.25.1	shaded	f8a44f770610622528d0f629f0501e038b9dc80e
com.amazonaws	aws-athena-federation-sdk	2024.25.1	with-arrow	44867d15923a539e647dd6c734f090720c045407
com.amazonaws	aws-athena-federation-sdk	2024.25.1	withdep	f8a44f770610622528d0f629f0501e038b9dc80e
com.amazonaws	aws-athena-federation-sdk	2024.3.1		d649344ed5f242ed73832c56634f43c33a27e2ad
com.amazonaws	aws-athena-federation-sdk	2024.3.1	shaded	ac8f014454c41220d775c946eebf5d8e503248b7
com.amazonaws	aws-athena-federation-sdk	2024.3.1	with-arrow	89c6c037715e0238c3e40fece057dc0fe61b8533
com.amazonaws	aws-athena-federation-sdk	2024.3.1	withdep	ac8f014454c41220d775c946eebf5d8e503248b7
com.amazonaws	aws-athena-federation-sdk	2024.3.2		bd167ceced209a1fa6f685006f74179ade96c3fa
com.amazonaws	aws-athena-federation-sdk	2024.3.2	shaded	c7165bff28899cc1c81dcfa8300530f58b6c2ce0
com.amazonaws	aws-athena-federation-sdk	2024.3.2	with-arrow	2f2ac09ea618fa2e5e52f3b6c68313279b5d2483
com.amazonaws	aws-athena-federation-sdk	2024.3.2	withdep	c7165bff28899cc1c81dcfa8300530f58b6c2ce0
com.amazonaws	aws-athena-federation-sdk	2024.32.1		f28fbc06d31f0a2fdd84bd7a839621887944e01a
com.amazonaws	aws-athena-federation-sdk	2024.32.1	shaded	666f8e438e123ee0729ab44e3fd3f184cc14fd9b
com.amazonaws	aws-athena-federation-sdk	2024.32.1	with-arrow	693917f693111557b9d5ab2ba3f5b13d08678986
com.amazonaws	aws-athena-federation-sdk	2024.32.1	withdep	666f8e438e123ee0729ab44e3fd3f184cc14fd9b
com.amazonaws	aws-athena-federation-sdk	2024.33.1		ca31a1e01c4079f9417b86739794e68756a83ed4
com.amazonaws	aws-athena-federation-sdk	2024.33.1	shaded	4bf2481d8fa3620f56abba80cc79a470b0dee9b1
com.amazonaws	aws-athena-federation-sdk	2024.33.1	with-arrow	db7ab9eeda5ee647e1871cedad2bb34a7c7d21e6
com.amazonaws	aws-athena-federation-sdk	2024.33.1	withdep	4bf2481d8fa3620f56abba80cc79a470b0dee9b1
com.amazonaws	aws-athena-federation-sdk	2024.36.1		7f0bba700667bd786a0b650b4c000baaf5beca2e
com.amazonaws	aws-athena-federation-sdk	2024.36.1	shaded	728b88db9ba8ce75411128ef452a7b36f57aa843
com.amazonaws	aws-athena-federation-sdk	2024.36.1	with-arrow	514ce5cf679b6e16bc865d418c0a70902a6382b0
com.amazonaws	aws-athena-federation-sdk	2024.36.1	withdep	728b88db9ba8ce75411128ef452a7b36f57aa843
com.amazonaws	aws-athena-federation-sdk	2024.38.1		f9e4ca88dd3acd41e74e2045749c36800fcb658c
com.amazonaws	aws-athena-federation-sdk	2024.38.1	shaded	25f74debc74e14a60b06d02cc6319718bb79b884
com.amazonaws	aws-athena-federation-sdk	2024.38.1	with-arrow	fea36465540edce98b02cf68e5cc0902597ce936
com.amazonaws	aws-athena-federation-sdk	2024.38.1	withdep	25f74debc74e14a60b06d02cc6319718bb79b884
com.amazonaws	aws-athena-federation-sdk	2024.42.1		a76fab676d698357a426b79c097e6f693bb4e8b0
com.amazonaws	aws-athena-federation-sdk	2024.42.1	shaded	7e1e7311c663fe6e11a0c12d7a7f096bb84e47d5
com.amazonaws	aws-athena-federation-sdk	2024.42.1	with-arrow	53da6aa2b0ed7f9cbf4919c8be2ca94758d4cc52
com.amazonaws	aws-athena-federation-sdk	2024.42.1	withdep	7e1e7311c663fe6e11a0c12d7a7f096bb84e47d5
com.amazonaws	aws-athena-federation-sdk	2024.42.2		4fcffa38f01d280397037f86efd7a75069ffc2b3
com.amazonaws	aws-athena-federation-sdk	2024.42.2	shaded	84ac9dcd65fa2ef4945f4af2c2d5219aa59705a3
com.amazonaws	aws-athena-federation-sdk	2024.42.2	with-arrow	f22c2109e616b6e5e9807824bbe9407c01b7076d
com.amazonaws	aws-athena-federation-sdk	2024.42.2	withdep	84ac9dcd65fa2ef4945f4af2c2d5219aa59705a3
com.amazonaws	aws-athena-federation-sdk	2024.42.3		aeae6335fa4558a9888fc92f59736e314e95bef3
com.amazonaws	aws-athena-federation-sdk	2024.42.3	shaded	aa2c571ffedbfbb914f4005fc0fc078e23e58709
com.amazonaws	aws-athena-federation-sdk	2024.42.3	with-arrow	2e5deb9bf07e48164731b52a80f873d4ee11f4bc
com.amazonaws	aws-athena-federation-sdk	2024.42.3	withdep	aa2c571ffedbfbb914f4005fc0fc078e23e58709
com.amazonaws	aws-athena-federation-sdk	2024.46.1		39fcc8ceb00434e5d9f97c247d6c4519ea0c7c5c
com.amazonaws	aws-athena-federation-sdk	2024.46.1	shaded	71927e21abfe75019ebe7036aaa1b5c4f9c68113
com.amazonaws	aws-athena-federation-sdk	2024.46.1	with-arrow	83b04e99fe3f5afc357a883882431b30eb103800
com.amazonaws	aws-athena-federation-sdk	2024.46.1	withdep	71927e21abfe75019ebe7036aaa1b5c4f9c68113
com.amazonaws	aws-athena-federation-sdk	2024.46.2		a9438242af63cc175305745b6de3963e8269a48f
com.amazonaws	aws-athena-federation-sdk	2024.46.2	shaded	b0496ff3e34b373fd640446eba35415a11182deb
com.amazonaws	aws-athena-federation-sdk	2024.46.2	with-arrow	31253c8e034f67dbce4d8dc3fa2a782ff1dc4b41
com.amazonaws	aws-athena-federation-sdk	2024.46.2	withdep	b0496ff3e34b373fd640446eba35415a11182deb
com.amazonaws	aws-athena-federation-sdk	2024.50.1		73706fe4ebca7fa1dfcb1dc053be1cd4877bf9de
com.amazonaws	aws-athena-federation-sdk	2024.50.1	shaded	c46657f73d6df5ed7f2486fbd71d91041fc337e6
com.amazonaws	aws-athena-federation-sdk	2024.50.1	with-arrow	71d56764ea502fb457d653093d3e4eb0179dd5c2
com.amazonaws	aws-athena-federation-sdk	2024.50.1	withdep	c46657f73d6df5ed7f2486fbd71d91041fc337e6
com.amazonaws	aws-athena-federation-sdk	2024.50.2		c54967900cd6ab16f2099a4926f13b7cbfebdf2e
com.amazonaws	aws-athena-federation-sdk	2024.50.2	shaded	b9e7908d47d721eb3eb408127195f3cde2c359a8
com.amazonaws	aws-athena-federation-sdk	2024.50.2	with-arrow	bd633d3566f3df3c9ee15ef341dc50a6eda6e536
com.amazonaws	aws-athena-federation-sdk	2024.50.2	withdep	b9e7908d47d721eb3eb408127195f3cde2c359a8
com.amazonaws	aws-athena-federation-sdk	2024.51.1		d33159bafc62b45c691da81ada3629cd84899e4e
com.amazonaws	aws-athena-federation-sdk	2024.51.1	shaded	30100f8a3243bfee95c0ebd19a0390a48aed9f77
com.amazonaws	aws-athena-federation-sdk	2024.51.1	with-arrow	832559da31875de0f271ad862acf55abf0650511
com.amazonaws	aws-athena-federation-sdk	2024.51.1	withdep	30100f8a3243bfee95c0ebd19a0390a48aed9f77
com.amazonaws	aws-athena-federation-sdk	2024.6.1		6556925d2d8410af3fe7ff2ab9196fc07f289f00
com.amazonaws	aws-athena-federation-sdk	2024.6.1	shaded	61f1c1c7ce78ddfa5952153616b24e6c975d4490
com.amazonaws	aws-athena-federation-sdk	2024.6.1	with-arrow	372e16828608d93c7af32f1e1f5eb1ac203a09a6
com.amazonaws	aws-athena-federation-sdk	2024.6.1	withdep	61f1c1c7ce78ddfa5952153616b24e6c975d4490
com.amazonaws	aws-athena-federation-sdk	2024.7.1		c8661dba82afc420ef2fa5cb493f673e9f3d2969
com.amazonaws	aws-athena-federation-sdk	2024.7.1	shaded	4bd46f309c41cd56249ef02481b6b2fa7b3bff9f
com.amazonaws	aws-athena-federation-sdk	2024.7.1	with-arrow	4506363c8de60420a8294a9a2620926b2f6c802e
com.amazonaws	aws-athena-federation-sdk	2024.7.1	withdep	4bd46f309c41cd56249ef02481b6b2fa7b3bff9f
com.amazonaws	aws-athena-federation-sdk	2024.8.1		3c72839927f516a5a6d37d50907fb4e6a1b3b0be
com.amazonaws	aws-athena-federation-sdk	2024.8.1	shaded	a2909c42088387f7ec4bdc5b39acd7ca6379f7a6
com.amazonaws	aws-athena-federation-sdk	2024.8.1	with-arrow	47de6677fedadd1666e10a9b0b7e474cfe257601
com.amazonaws	aws-athena-federation-sdk	2024.8.1	withdep	a2909c42088387f7ec4bdc5b39acd7ca6379f7a6
com.amazonaws	aws-athena-federation-sdk	2025.1.1		5f3e1778e4de903f7d31f8305d1bfe8b052c72f8
com.amazonaws	aws-athena-federation-sdk	2025.1.1	shaded	89b62dfd7283a1ec35bfc538123b39b412c0954f
com.amazonaws	aws-athena-federation-sdk	2025.1.1	with-arrow	34bec46eac6aa79d9120a141af0d96e0769dd16f
com.amazonaws	aws-athena-federation-sdk	2025.1.1	withdep	89b62dfd7283a1ec35bfc538123b39b412c0954f
com.amazonaws	aws-athena-federation-sdk	2025.10.1		126ccf1228ab50ca0df0ec0d3873bb5076be8d32
com.amazonaws	aws-athena-federation-sdk	2025.10.1	shaded	7d37298ee7953bebe1fa922ccba6071c169126bb
com.amazonaws	aws-athena-federation-sdk	2025.10.1	with-arrow	da3abb4758ea836670e0182a57545801daa89c4b
com.amazonaws	aws-athena-federation-sdk	2025.10.1	withdep	7d37298ee7953bebe1fa922ccba6071c169126bb
com.amazonaws	aws-athena-federation-sdk	2025.12.1		b4e914c4e753570888d6be53cbca4675f44ef032
com.amazonaws	aws-athena-federation-sdk	2025.12.1	shaded	28fc713d1e40191126d301207724189e2c34fa54
com.amazonaws	aws-athena-federation-sdk	2025.12.1	with-arrow	032a5d010749d8a0245d0066cc49a436ecc78ca7
com.amazonaws	aws-athena-federation-sdk	2025.12.1	withdep	28fc713d1e40191126d301207724189e2c34fa54
com.amazonaws	aws-athena-federation-sdk	2025.12.2		2d11bcb685caebdd710f4aef72cb9c105ff250f8
com.amazonaws	aws-athena-federation-sdk	2025.12.2	shaded	29355a82969ded8eb9e90c24c0f26cfdbc099813
com.amazonaws	aws-athena-federation-sdk	2025.12.2	with-arrow	b4e39f980e65d86eb3bdc1b2f7475888aa8937fe
com.amazonaws	aws-athena-federation-sdk	2025.12.2	withdep	29355a82969ded8eb9e90c24c0f26cfdbc099813
com.amazonaws	aws-athena-federation-sdk	2025.14.1		7bb488032d9d2e7bc4a5ad2c5e6cc054076f932c
com.amazonaws	aws-athena-federation-sdk	2025.14.1	shaded	f474cf2227d033eac1a4c88709f5d7ac5882157b
com.amazonaws	aws-athena-federation-sdk	2025.14.1	with-arrow	9c012df12f390d6c7c7e55aa37ba1bf2fde2f517
com.amazonaws	aws-athena-federation-sdk	2025.14.1	withdep	f474cf2227d033eac1a4c88709f5d7ac5882157b
com.amazonaws	aws-athena-federation-sdk	2025.14.2		2e98c5289ca2635e6c392e1d6ec5790d1c05dc62
com.amazonaws	aws-athena-federation-sdk	2025.14.2	shaded	69db303def9a99bd65713693599f3cb9367651f9
com.amazonaws	aws-athena-federation-sdk	2025.14.2	with-arrow	bcb409716a1870b73fc00ec994e5ac945388cb0a
com.amazonaws	aws-athena-federation-sdk	2025.14.2	withdep	69db303def9a99bd65713693599f3cb9367651f9
com.amazonaws	aws-athena-federation-sdk	2025.15.1		f61c746668809dfedf088560258497b34c3bf321
com.amazonaws	aws-athena-federation-sdk	2025.15.1	shaded	5c91af2ab4fd044bd1aa2d9a87b81b0bb4a32361
com.amazonaws	aws-athena-federation-sdk	2025.15.1	with-arrow	1578184a126287f874eed522e673e54739e14e22
com.amazonaws	aws-athena-federation-sdk	2025.15.1	withdep	5c91af2ab4fd044bd1aa2d9a87b81b0bb4a32361
com.amazonaws	aws-athena-federation-sdk	2025.2.1		bba92190a712298fa838b238b10d2e86b09e6944
com.amazonaws	aws-athena-federation-sdk	2025.2.1	shaded	26938ec440b5a6e0b665627675cf2129fb9db614
com.amazonaws	aws-athena-federation-sdk	2025.2.1	with-arrow	eabfaa4577e356487ee76db42b242a37f01ff84f
com.amazonaws	aws-athena-federation-sdk	2025.2.1	withdep	26938ec440b5a6e0b665627675cf2129fb9db614
com.amazonaws	aws-athena-federation-sdk	2025.2.2		e90b6d50b19ecd1684e2afd94de57093e5bbefd5
com.amazonaws	aws-athena-federation-sdk	2025.2.2	shaded	fe1b075409817de89ba5f598e9ae88d14cbc65aa
com.amazonaws	aws-athena-federation-sdk	2025.2.2	with-arrow	b98ba7e11fb50f3821afd2331fb0665dfa788c6c
com.amazonaws	aws-athena-federation-sdk	2025.2.2	withdep	fe1b075409817de89ba5f598e9ae88d14cbc65aa
com.amazonaws	aws-athena-federation-sdk	2025.3.1		94bab02a1d54a3e3bb2d83c4b2d36cfb2d47dec5
com.amazonaws	aws-athena-federation-sdk	2025.3.1	shaded	b0764fd70bf79af8075e2b2b52cc1669bbeb711e
com.amazonaws	aws-athena-federation-sdk	2025.3.1	with-arrow	14a2fb5d4af200f8f372f6949b22b05e51a9c53f
com.amazonaws	aws-athena-federation-sdk	2025.3.1	withdep	b0764fd70bf79af8075e2b2b52cc1669bbeb711e
com.amazonaws	aws-athena-federation-sdk	2025.3.2		5ca11742a201520f0e5fdaacea23360f26eb01ed
com.amazonaws	aws-athena-federation-sdk	2025.3.2	shaded	383a55bfe95d1b3e28d868b58d29795d145fd68f
com.amazonaws	aws-athena-federation-sdk	2025.3.2	with-arrow	27250ac0e9414c22ac5e40fffdeebdb90d474a5a
com.amazonaws	aws-athena-federation-sdk	2025.3.2	withdep	383a55bfe95d1b3e28d868b58d29795d145fd68f
com.amazonaws	aws-athena-federation-sdk	2025.5.1		2e1fdfda2e0e7697d6e15e5a26da92f2d29d3ae4
com.amazonaws	aws-athena-federation-sdk	2025.5.1	shaded	4e7c32b158f3be5493f9f337e79e276b13b7ea64
com.amazonaws	aws-athena-federation-sdk	2025.5.1	with-arrow	510574025a439a75c17d4fd80a1484575cadc90b
com.amazonaws	aws-athena-federation-sdk	2025.5.1	withdep	4e7c32b158f3be5493f9f337e79e276b13b7ea64
com.amazonaws	aws-athena-federation-sdk	2025.6.1		5330f478a5d1ffc9f49d9dce54940457f8ee2883
com.amazonaws	aws-athena-federation-sdk	2025.6.1	shaded	33b7c17e9993191bc9efdb8298cb17d6d15abf1f
com.amazonaws	aws-athena-federation-sdk	2025.6.1	with-arrow	664b694c278c3082fa3471e28078f36bf6ce0dfe
com.amazonaws	aws-athena-federation-sdk	2025.6.1	withdep	33b7c17e9993191bc9efdb8298cb17d6d15abf1f
com.amazonaws	aws-athena-federation-sdk	2025.7.1		ab10591e0b6277712fa04022e61ff4a28bcf1398
