be.vlaanderen.informatievlaanderen.ldes.ldi.nifi	skolemisation-transformer-processor	2.12.0		N/A
io.opentelemetry.instrumentation	opentelemetry-jaxws-2.0-cxf-3.0	1.2.0-alpha		197091ad24dd14750876c843196688cafcd414bf
io.opentelemetry.instrumentation	opentelemetry-jaxws-2.0-cxf-3.0	1.3.0-alpha		f0e8d5d24fec477b2c071d5f7a79daf76ae8fefc
io.opentelemetry.instrumentation	opentelemetry-jaxws-2.0-cxf-3.0	1.3.1-alpha		6b88722fb46005712d13d514823d318c227a4df5
io.opentelemetry.instrumentation	opentelemetry-jaxws-2.0-cxf-3.0	1.4.0-alpha		0579032f26c35e3a5a34e4849a6a630bad3d737a
io.opentelemetry.instrumentation	opentelemetry-jaxws-2.0-cxf-3.0	1.4.1-alpha		c56450a4e362fc13d6f1ef67d741fd14dfd9a013
io.opentelemetry.instrumentation	opentelemetry-jaxws-2.0-cxf-3.0	1.5.0-alpha		ece01062a663e9a13e51da62f4c147b4097fa206
io.opentelemetry.instrumentation	opentelemetry-jaxws-2.0-cxf-3.0	1.5.1-alpha		bed88b2a3d8c0d8017986b9368d57f168097e687
io.opentelemetry.instrumentation	opentelemetry-jaxws-2.0-cxf-3.0	1.5.2-alpha		95db0f05e0838752400ac820dd45f941511099f1
io.opentelemetry.instrumentation	opentelemetry-jaxws-2.0-cxf-3.0	1.5.3-alpha		0c2d8fc9379850dcd025a8812385bdb5e0d3f8f2
io.opentelemetry.instrumentation	opentelemetry-jaxws-2.0-cxf-3.0	1.6.0-alpha		d118422749973e9b5191a495fc516fa119fa1b7f
io.opentelemetry.instrumentation	opentelemetry-jaxws-2.0-cxf-3.0	1.6.1-alpha		2287a0ec79aabb32a79c3eeec7c67b1160401225
io.opentelemetry.instrumentation	opentelemetry-jaxws-2.0-cxf-3.0	1.6.2-alpha		00b1fbc5bba7c6882ddd3028052e732acb82f61f
io.opentelemetry.instrumentation	opentelemetry-jaxws-2.0-cxf-3.0	1.7.0-alpha		0106d556624574cda72a48cb329a143738f8eff9
io.opentelemetry.instrumentation	opentelemetry-jaxws-2.0-cxf-3.0	1.7.1-alpha		f244bf44a507d8f0b6da98ab0f57e28d19810dea
io.opentelemetry.instrumentation	opentelemetry-jaxws-2.0-cxf-3.0	1.7.2-alpha		34437357c61880c1b17187bb25c73ecdb514b97c
io.opentelemetry.instrumentation	opentelemetry-jaxws-2.0-cxf-3.0	1.8.0-alpha		f6a1fa9dff67ccc98ab63e40698ce6d48bda183a
io.opentelemetry.instrumentation	opentelemetry-jaxws-2.0-cxf-3.0	1.9.0-alpha		7a6e6e015ddafc1e8dc4d88824e6e87322d03a85
io.opentelemetry.instrumentation	opentelemetry-jaxws-2.0-cxf-3.0	1.9.1-alpha		e48c6396d87efd8f84acb2cd3099bad9bf29bc0c
io.opentelemetry.instrumentation	opentelemetry-jaxws-2.0-cxf-3.0	1.9.2-alpha		26d02206f5391f07bdfbe0527a36fd0c13f57e23
io.quarkus	quarkus-platform-bom-deployment	0.0.1		N/A
io.rocketbase.mail	email-template-builder-markdown	2.0.0		a7f44132d680eb91e805a1618f7a75e5e7533472
io.rocketbase.mail	email-template-builder-markdown	2.0.0-RC1		69bda893a62d2a767263c3949b623741dcb48501
io.rocketbase.mail	email-template-builder-markdown	2.1.0		3a67825b6b2126504cff4e8c6e4b156b86804ba2
io.rocketbase.mail	email-template-builder-markdown	2.2.0		62d9448c28a470dfec10888854c6ec56018b2d6e
io.rocketbase.mail	email-template-builder-markdown	2.3.0		56e8e3fa32402342f19827b649061635dfb4178e
io.rocketbase.mail	email-template-builder-markdown	2.3.1		0da4bc53af06b73f304b719f6cc9dc1f33142751
io.rocketbase.mail	email-template-builder-markdown	2.4.0		30c81cf81888217a034b9e9101150afee87d18d2
io.rocketbase.mail	email-template-builder-markdown	2.4.1		0ab4cf3d1f76106f53625c988edbfa1bb6038e59
io.soffa	soffa-data-jpa	0.3.0		39ef462392fb51cd33c0af94b79443d1d87ad8ab
io.soffa	soffa-data-jpa	0.3.1		6b395b0edd92dc139fe776f7d1a9694adc7c5beb
io.soffa	soffa-data-jpa	0.3.2		5151a238d63d315d9148d045051d4abf5ef57bcc
io.soffa	soffa-data-jpa	0.3.3		d3176273e0c374e879b809098d93a77079ad1d15
io.takari.siesta	siesta-testsuite	2.2.1		4a07b3fdd9b86d99a9318233e82a3e5ec66190b7
io.takari.siesta	siesta-testsuite	2.3.0		a9920cf819b8a7534e4fe199d3a3617739a23fa7
io.takari.siesta	siesta-testsuite	2.3.1		01675b02df9eba99f7c9b9657fee6f81199aecd2
io.takari.siesta	siesta-testsuite	2.3.2		4bc20f0b39eb6ee962505a606c9dc7738d7bfa4b
io.wcm	io.wcm.testing.wcm-io-mock.handler	0.1.0		358fd7c94a210d39d52b82cf1d63f38e1628ff22
io.wcm	io.wcm.testing.wcm-io-mock.handler	0.5.0		d45a99383a1a54ba8f073fdb3840ec62a1c6fdde
io.wcm	io.wcm.testing.wcm-io-mock.handler	0.5.2		af2c4b9cb95bb98a293d80ada9218e967a658014
io.wcm	io.wcm.testing.wcm-io-mock.handler	0.5.4		515d7cb947ec4f50460eb976821138d5ff570683
io.wcm	io.wcm.testing.wcm-io-mock.handler	0.6.0		438c09f9b6e4e8dfc75964f885bcc563150cc58e
io.wcm	io.wcm.testing.wcm-io-mock.handler	1.0.0		049f8c54ed3b3a4a6f56650f253e6292a3757bb7
io.wcm	io.wcm.testing.wcm-io-mock.handler	1.0.2		0622722bf7c1b40d8f0fd95dadcd32ce49202113
io.wcm	io.wcm.testing.wcm-io-mock.handler	1.0.4		e165f46d77fa73c7a6c4c7501d13d28bb82057d7
io.wcm	io.wcm.testing.wcm-io-mock.handler	1.0.6		b207c9db849be708ca430bd5a9a86756ab53c520
io.wcm	io.wcm.testing.wcm-io-mock.handler	1.1.0		36d5072bdef574356011a9a19dca35a37a835476
io.wcm	io.wcm.testing.wcm-io-mock.handler	1.2.0		49ac0c49f18cff0881a775cb1ce1c64d04a2c954
io.wcm	io.wcm.testing.wcm-io-mock.handler	1.2.2		a40027244f068d567d31d44ae5d81cffdce26660
io.wcm	io.wcm.testing.wcm-io-mock.handler	1.3.0		de7f14e57cdfcec292e6ede456a4afe6742d523a
io.wcm	io.wcm.testing.wcm-io-mock.handler	1.4.0		b9742a859d257dd571d38b6181d5f94d8a4eb6dc
io.wcm	io.wcm.testing.wcm-io-mock.handler	1.5.0		e15218e7bff7a6f72c8b48b5997a55cb36c839d8
io.wcm	io.wcm.testing.wcm-io-mock.handler	2.0.0		32a106566af535724f732b813bc8a7f157ba43e5
it.vige	rubia-forums-rest	2.0.0		N/A
it.vige	rubia-forums-rest	2.0.1		N/A
it.vige	rubia-forums-rest	2.0.2		N/A
it.vige	rubia-forums-rest	2.1.0		N/A
it.vige	rubia-forums-rest	2.1.1		N/A
it.vige	rubia-forums-rest	2.2.0		N/A
it.vige	rubia-forums-rest	2.2.1		N/A
it.vige	rubia-forums-rest	2.2.2		N/A
it.vige	rubia-forums-rest	2.2.3		N/A
it.vige	rubia-forums-rest	2.2.4		N/A
it.vige	rubia-forums-rest	2.3.0		N/A
it.vige	rubia-forums-rest	2.3.1		N/A
it.vige	rubia-forums-rest	2.3.2		N/A
it.vige	rubia-forums-rest	2.3.3		N/A
it.vige	rubia-forums-rest	2.4.0		N/A
it.vige	rubia-forums-rest	2.4.1		N/A
it.vige	rubia-forums-rest	2.5.0		N/A
it.vige	rubia-forums-rest	2.6.0		N/A
it.vige	rubia-forums-rest	3.0.0		N/A
it.vige	rubia-forums-rest	3.1.0		N/A
it.vige	rubia-forums-rest	3.1.1		N/A
it.vige	rubia-forums-rest	4.0.0		N/A
me.jvt.jwksical	jwks-ical-lib	1.2.0		b1d853d824d243070a0d8fe91504f28f6235f666
me.nullicorn	mew-tea-f8-core-watchossimulatorarm64	0.0.1		N/A
me.nullicorn	mew-tea-f8-core-watchossimulatorarm64	0.0.1	metadata	0c3bc2a1bdb559cfada92a6d3fff19cedd7ee35d
net.sf.okapi.filters	okapi-filter-autoxliff	0.36		564ac0111fe5a196a19718cdc8f40901dfa5502b
net.sf.okapi.filters	okapi-filter-autoxliff	0.37		5406f1f463540358049ff723bed368bde5099828
net.sf.okapi.filters	okapi-filter-autoxliff	0.38		dbafaa43c92468bba45f9a560c47a70443aba377
net.sf.okapi.filters	okapi-filter-autoxliff	1.39.0		c82b9693faba3abae923ea282381eeea1c1b9721
net.sf.okapi.filters	okapi-filter-autoxliff	1.40.0		22aea6030a1e8d920a32f43b337e4998fdb70d24
net.sf.okapi.filters	okapi-filter-autoxliff	1.41.0		b692412eedc4f7793dcf4a2c8abe080c1624dc07
net.sf.okapi.filters	okapi-filter-autoxliff	1.42.0		bc5c4091c0386c9e40e137ec925befab5868eb20
net.sf.okapi.filters	okapi-filter-autoxliff	1.43.0		97257bf9645f2eeeed1d231b45f26e2823d801f6
net.sf.okapi.filters	okapi-filter-autoxliff	1.44.0		f5912edf7961411a924fa305fd0157a5eb24eec0
net.sf.okapi.filters	okapi-filter-autoxliff	1.45.0		b276ddd5fc5d0d566bf86e594fe386ac436e0d9c
net.sf.okapi.filters	okapi-filter-autoxliff	1.46.0		09770cc61375a6cdaa9e27d10c1ab07eea615677
net.sf.okapi.filters	okapi-filter-autoxliff	1.47.0		fa21ce5ff3214dee42a27c955e3b8f9d3fb3642b
net.sourceforge.floggy	maven-floggy-plugin	1.0		5fb460e2ec44921ed087cb8c1b56e1095247472c
net.sourceforge.floggy	maven-floggy-plugin	1.0.1		fab68b29faa71d0b02780a1b67987194d436f327
net.sourceforge.floggy	maven-floggy-plugin	1.1.0		f77ed59e4f0b8a445d9ec4ff711f0f48aba70cb1
net.sourceforge.floggy	maven-floggy-plugin	1.1.1		222f8550db8cc1eab2f2896a25ef0bea30dfc16a
net.sourceforge.floggy	maven-floggy-plugin	1.2.0		664cc2fb22cbfc129194a1398efcf8403b787007
net.sourceforge.floggy	maven-floggy-plugin	1.3.0		a4fb8e54c643cecfd8402e8b690a18760762bc9b
net.sourceforge.floggy	maven-floggy-plugin	1.3.1		51af868b29a1aee4bc587649d9155fbedb414ca1
net.sourceforge.floggy	maven-floggy-plugin	1.4.0		911c3c3c68c3d1083e269f933598e3b27af7f00d
net.sourceforge.fuzzyservices	fuzzyservices-ejb3-fuzzycontroller	1.0		f5cf9fb67dded7e276c66b96d81ce03191aca172
net.thucydides.plugins.jira	thucydides-jira-requirements-provider	0.9.209		f383f1e2e44144813990dd756a1177d0acd7de14
net.thucydides.plugins.jira	thucydides-jira-requirements-provider	0.9.211		e1df984f15787b6ded1d51384de20bba9912d3b9
net.thucydides.plugins.jira	thucydides-jira-requirements-provider	0.9.212		10a03e960233c084ef24329655a19c517f4c88dc
net.thucydides.plugins.jira	thucydides-jira-requirements-provider	0.9.213		df2672a13bef0f0308a498c0d68856e728a6652f
net.thucydides.plugins.jira	thucydides-jira-requirements-provider	0.9.215		6569c413f78c9a76f7005ff2828f79a0acf1c375
net.thucydides.plugins.jira	thucydides-jira-requirements-provider	0.9.220		c91940d930a6209d47cc1ef2418c6c69f7d1a51f
net.thucydides.plugins.jira	thucydides-jira-requirements-provider	0.9.220-RC1		47343323000e804e539cd6075664378c6f24184e
net.thucydides.plugins.jira	thucydides-jira-requirements-provider	0.9.228		499162eab5a908306184f58995ffdcaccb190542
net.thucydides.plugins.jira	thucydides-jira-requirements-provider	0.9.236		33f1488c36dec2cfc88a7f8c9c0b3745e7891fa3
net.thucydides.plugins.jira	thucydides-jira-requirements-provider	0.9.237		9fa512413bd8061568925a5cdeb5f7403dc1c019
net.thucydides.plugins.jira	thucydides-jira-requirements-provider	0.9.238		ed3fdc8f88caaa6347171016edad60c7c90188e9
net.thucydides.plugins.jira	thucydides-jira-requirements-provider	0.9.239		f6fbdc29ed0fbe02625918a7832c08fe1e822a97
net.thucydides.plugins.jira	thucydides-jira-requirements-provider	0.9.244		91a2f9ca9a871ec9a75c8dc1db94e31bc1d7cfb3
net.thucydides.plugins.jira	thucydides-jira-requirements-provider	0.9.246		1c9ca1e48199713464276a15d9c190a77fc90d9a
net.thucydides.plugins.jira	thucydides-jira-requirements-provider	0.9.250		939091d06d80628ade0018151c9a3b8b6edaa148
net.thucydides.plugins.jira	thucydides-jira-requirements-provider	0.9.255		c06f128d777e1439393931d9c7e689c85ab534a8
net.thucydides.plugins.jira	thucydides-jira-requirements-provider	0.9.256		ff925476bcbe93b8be66fcaf52df099df95e90d9
net.thucydides.plugins.jira	thucydides-jira-requirements-provider	0.9.260		bd7eb3452ba576160fe13f08b10b53bf69a29e02
net.thucydides.plugins.jira	thucydides-jira-requirements-provider	0.9.262		e34734e854aaf517a94f8413218f6f8f31064dc7
net.thucydides.plugins.jira	thucydides-jira-requirements-provider	0.9.268		2b890301622fe19c8d99d6b6f5fd19e10840b071
org.apache.amber	amber-oauth2-resourceserver-filter	0.22-incubating		2da5df8b5ce52f697dd4981956414da747c622dd
org.apache.camel.karaf	camel-aws2-redshift	4.10.3		8f129f1d168f7aae91f3bc07a973b967c74c4aeb
org.apache.camel.karaf	camel-aws2-redshift	4.7.0		0893d33a98367c26121110f1b2d6996d706d2263
org.apache.camel.karaf	camel-aws2-redshift	4.8.1		ffd85135c9633ae82a1d12236edb4a7b0d8ac68b
org.apache.camel.karaf	camel-aws2-redshift	4.8.2		60a5c3ade191d9a8a7492936b41e155857c331c8
org.apache.camel.karaf	camel-aws2-redshift	4.8.5		c00356c22d614e0a47a8e415fb64849d64e734e1
org.apache.camel.karaf	camel-aws2-redshift	4.8.6		4f58693c58a08453f3f838ea6da83b3cc659cb87
org.apache.camel.karaf	camel-aws2-redshift	4.9.0		ded1f1a59b013ccef3b4d3cb9bc4aeb1135f9422
org.apache.directory.studio	ldapbrowser.core	1.3.0.v20081014		757e2f10fb9c1f79a4ca9ccb3d0120e62332fab6
org.apache.directory.studio	ldapbrowser.core	1.3.0.v20081020		c148d2bedea5809c2644680e4dd4c3cd86723680
org.apache.directory.studio	ldapbrowser.core	1.4.0.v20090407		3dc5086a1aa5f7627655cb0eb3bb54b96ca6af1b
org.apache.directory.studio	ldapbrowser.core	1.5.0.v20091102		f92f48f9ef37120866d787903b284690445af116
org.apache.directory.studio	ldapbrowser.core	1.5.1.v20091130		f434c6c8ecef72017d22a2b432a3b73ee46bee59
org.apache.directory.studio	ldapbrowser.core	1.5.2.v20091211		99fe4afe870886b38ecd5b5e08f5171d2a6e156d
org.apache.directory.studio	ldapbrowser.core	1.5.3.v20100330		be4a3dc219b050535cf7b30242ce1b5e15e78a6f
org.apache.directory.studio	ldapbrowser.core	2.0.0.v20120111		1de2cdd103cbf651c0ae5a6a64075353d4139702
org.apache.directory.studio	ldapbrowser.core	2.0.0.v20120127		90f3aaf79f726395a93875e92b8cecf3b48ca1eb
org.apache.directory.studio	ldapbrowser.core	2.0.0.v20120224		edfa39ad8637c37cbc52313bc4e32b64d51a4457
org.apache.directory.studio	ldapbrowser.core	2.0.0.v20130125		1962680963e1e42d5077cbe803c2636c9957aa0d
org.apache.directory.studio	ldapbrowser.core	2.0.0.v20130131		9c53ce55bb69d372a5d2c027d3956bb7c4b7e3a4
org.apache.directory.studio	ldapbrowser.core	2.0.0.v20130308		867eafc962df6e77185dec07537d7f87573e1e8c
org.apache.directory.studio	ldapbrowser.core	2.0.0.v20130517		d64aa2df78fb87936cd2636105f45b0133e9f45e
org.apache.directory.studio	ldapbrowser.core	2.0.0.v20130628		573fb6495145bb51bd47c5af3ba2b5ba31229caa
org.araqnid.eventstore	eventstore-testing	0.1.27		00822c297c8601d260459159497fa713e1cac9c5
org.araqnid.eventstore	eventstore-testing	0.2.0		1c718889fa12998abf618fede54ebdfe924504d8
org.atmosphere	atmosphere-vertx-assembly	1.0.0		045348c1e53706c4c98d26da3ef761e9ebb4e9e8
org.atmosphere	atmosphere-vertx-assembly	1.0.0	all	fbe73cb59229f7f0826408b346fce5a3c4aeb219
org.atmosphere	atmosphere-vertx-assembly	1.0.0.RC1		81aa9fba07598b5172c8bef41ca61f0b8c46c5d3
org.atmosphere	atmosphere-vertx-assembly	1.0.0.RC1	all	200123ab4fbe62de4f8913ed6518d9be92dc2d0a
org.atmosphere	atmosphere-vertx-assembly	1.0.0.beta1		b780602b663405bf99754b79376f430377abb100
org.atmosphere	atmosphere-vertx-assembly	1.0.0.beta1	all	ccead7cb907649af0fb180fa7fa03352ae98bd00
org.atmosphere	atmosphere-vertx-assembly	2.0.0		7762807aecdc4346c54b6e1fc8f7ed19250023ec
org.atmosphere	atmosphere-vertx-assembly	2.0.0	all	40ce23e2792abacb5ef0d96a97bff8e792b2cde2
org.atmosphere	atmosphere-vertx-assembly	2.0.1		b754df1f1fe84ec6bb775b840360c23e892308c9
org.atmosphere	atmosphere-vertx-assembly	2.0.1	all	37b5eb9314f3664375709ee6e94119762145b46e
org.atmosphere	atmosphere-vertx-assembly	2.1.0		20dff9d9dc165fd2a73c8491c68bf2a17d181503
org.atmosphere	atmosphere-vertx-assembly	2.1.0	all	26f7a987016d7d559492607372285217be657899
org.atmosphere	atmosphere-vertx-assembly	3.0.0		c524dc388aa822ccb729dcc8cdd51aa9edc9397a
org.atmosphere	atmosphere-vertx-assembly	3.0.0	all	2288e1f30e8348f1b79267f8c7882b191a846860
org.codehaus.woodstox	wstx-core-lgpl	4.0.0		30f560cbf098544863095603385aa3c082f7ae9b
org.eclipse.jst.j2ee	core	1.1.103-v200709191000		51f681e59d52e53903144801a68baca214288a4b
org.finos.legend.engine	legend-engine-xt-memsqlFunction-generator	4.44.0		ccb8182ce97cbddcacf2af075d382a1e07dda66e
org.finos.legend.engine	legend-engine-xt-memsqlFunction-generator	4.44.1		552393475e117346e9288cf96f00e08087ac26aa
org.finos.legend.engine	legend-engine-xt-memsqlFunction-generator	4.44.2		65d277b7464792700b015b315bbe7460d2150f67
org.finos.legend.engine	legend-engine-xt-memsqlFunction-generator	4.44.3		2a1d0403291c8927f21f17a7950ecd101f5bb117
org.finos.legend.engine	legend-engine-xt-memsqlFunction-generator	4.45.0		b82170b87e4d1fd5ca9f640cf66dc0f96c097bc4
org.finos.legend.engine	legend-engine-xt-memsqlFunction-generator	4.45.1		6535c9a1c127ba0fd55392e04a55a61d08a44b79
org.finos.legend.engine	legend-engine-xt-memsqlFunction-generator	4.45.2		4da48c1dbbeaa85ad1ddd815053dca72a4f0165e
org.finos.legend.engine	legend-engine-xt-memsqlFunction-generator	4.46.0		d443cad4b155f238fe88ccd448aa07889876581a
org.finos.legend.engine	legend-engine-xt-memsqlFunction-generator	4.46.1		6babb2791b52fbe961e7eac3d9cb664c1f4b9903
org.finos.legend.engine	legend-engine-xt-memsqlFunction-generator	4.46.2		c680a455dc3488b2b1b7f452378bc21e15bf91ab
org.finos.legend.engine	legend-engine-xt-memsqlFunction-generator	4.47.0		10952033eced1ae1c21d1b61033728349ed668eb
org.finos.legend.engine	legend-engine-xt-memsqlFunction-generator	4.47.1		ea9eaff8eaa2fa1b63e7ca72d8e2bd1c22e8858c
org.finos.legend.engine	legend-engine-xt-memsqlFunction-generator	4.47.2		06b0efc76a5339506dcd3beab228282cd166c7b3
org.finos.legend.engine	legend-engine-xt-memsqlFunction-generator	4.47.3		0a5831f1d866cd2d1567e83d46143fc3eb444cb4
org.finos.legend.engine	legend-engine-xt-memsqlFunction-generator	4.48.0		2d3ca89df74452b9f51d63f07e6010e7836409c8
org.finos.legend.engine	legend-engine-xt-memsqlFunction-generator	4.48.1		000728a5fc2702a0a1d512a15cd7b25e1972a3f5
org.finos.legend.engine	legend-engine-xt-memsqlFunction-generator	4.48.2		053d6ee9051a17c7310db5217f532568ed8d4f60
org.finos.legend.engine	legend-engine-xt-memsqlFunction-generator	4.49.0		69feb765821ca29af67f0a3657fb51571f0498e4
org.finos.legend.engine	legend-engine-xt-memsqlFunction-generator	4.49.1		f03719191891e4e6272f483fb51f4621007bf226
org.finos.legend.engine	legend-engine-xt-memsqlFunction-generator	4.50.0		ceb46f93734fe4f23f6a1dbb0b680eee2e430fa6
org.finos.legend.engine	legend-engine-xt-memsqlFunction-generator	4.50.1		44640aeeec681c7a0c99bcd1addf21104e51d255
org.finos.legend.engine	legend-engine-xt-memsqlFunction-generator	4.51.1		86bc4463dd5b2398962f59923e591e908b19dd34
org.finos.legend.engine	legend-engine-xt-memsqlFunction-generator	4.52.0		dfdd1e3d312d18477d8c148bd2770a6f9b40c34f
org.finos.legend.engine	legend-engine-xt-memsqlFunction-generator	4.52.1		d62b4757dd7f3111210283fb20caeb93e4399e0d
org.finos.legend.engine	legend-engine-xt-memsqlFunction-generator	4.53.0		59c6f28e13372d8c3e2880f5bd49ae7f286a967c
org.finos.legend.engine	legend-engine-xt-memsqlFunction-generator	4.53.3		bf93f5f6209872885c777cf7f1ac005fa10b9bec
org.finos.legend.engine	legend-engine-xt-memsqlFunction-generator	4.53.5		b1fe599a23c34f99dbc3f3d90d76563acc936b27
org.finos.legend.engine	legend-engine-xt-memsqlFunction-generator	4.53.8		e3a1bf51ef13f2baa12df50f2ae04b280a25d2da
org.finos.legend.engine	legend-engine-xt-memsqlFunction-generator	4.54.0		edc1db71bfdf9853ca6b0f62564bf5f92fee1810
org.finos.legend.engine	legend-engine-xt-memsqlFunction-generator	4.54.1		1d1f6cdb362cb325b77e369dbbe92e94feabb454
org.finos.legend.engine	legend-engine-xt-memsqlFunction-generator	4.55.0		0a0027e972e429ccb26b68f1dddbaa007c6b80de
org.finos.legend.engine	legend-engine-xt-memsqlFunction-generator	4.55.1		469bc4322db23fa424238cc644442515cf29c82a
org.finos.legend.engine	legend-engine-xt-memsqlFunction-generator	4.55.2		6c806f3f85961b6bffe122589d9fb39380ed603f
org.finos.legend.engine	legend-engine-xt-memsqlFunction-generator	4.55.3		27a8d4a5d02b33c7b9103d48688bc72e5f23ad38
org.finos.legend.engine	legend-engine-xt-memsqlFunction-generator	4.55.4		0926e85ee878e6669bbb1d231991646108de8fae
org.finos.legend.engine	legend-engine-xt-memsqlFunction-generator	4.56.0		8ba096c77c57be6b3d6dc57a3c74c3fe5367c210
org.finos.legend.engine	legend-engine-xt-memsqlFunction-generator	4.57.0		82347ec1194a97fd87b47c67d72cb040ff41be29
org.finos.legend.engine	legend-engine-xt-memsqlFunction-generator	4.57.1		bccda594d2655659f29e98739f9ca3aa66f9ab80
org.finos.legend.engine	legend-engine-xt-memsqlFunction-generator	4.58.0		f855f7911fc784ca5a649ea9273a69fbcb2fd86d
org.finos.legend.engine	legend-engine-xt-memsqlFunction-generator	4.58.1		c84ba2e1d57fca8647e3ceac873d6385438c7fff
org.finos.legend.engine	legend-engine-xt-memsqlFunction-generator	4.59.0		7064a88be2625a139ef4d6c8a93c6bda55735906
org.finos.legend.engine	legend-engine-xt-memsqlFunction-generator	4.60.0		c39ca509d2fbacb9b626364fd5cc207408661faf
org.finos.legend.engine	legend-engine-xt-memsqlFunction-generator	4.61.0		58781f648e8700d7d3018e92f6771abec00d5a71
org.finos.legend.engine	legend-engine-xt-memsqlFunction-generator	4.62.0		abc51f9e456dd0e5d6758535cc72093069e3b277
org.finos.legend.engine	legend-engine-xt-memsqlFunction-generator	4.62.1		22b3234e0ff78fc31a58c7c36ad7598d61a4c041
org.finos.legend.engine	legend-engine-xt-memsqlFunction-generator	4.63.0		28356c4a3ba6e6ab7cd4eb94f4eb9d65c0f959db
org.finos.legend.engine	legend-engine-xt-memsqlFunction-generator	4.63.1		3d7de6d834e61271b1d8b9567f1e45ac0b60eea0
org.finos.legend.engine	legend-engine-xt-memsqlFunction-generator	4.63.2		8fb4f1ad0d0d5b587bcf10ea51850486cc30305f
org.finos.legend.engine	legend-engine-xt-memsqlFunction-generator	4.64.0		c6f33e19517f4b4a0531cce9c14011777612540f
org.finos.legend.engine	legend-engine-xt-memsqlFunction-generator	4.64.1		ced9a7bb0489b5574c9b7bea74bb918fa0e0807e
org.finos.legend.engine	legend-engine-xt-memsqlFunction-generator	4.65.0		e3607bba77e6d264ee92ff429eebdb7dfa7c945f
org.finos.legend.engine	legend-engine-xt-memsqlFunction-generator	4.65.2		b33ccbae5a01430b11dbc39e3a80e6629b716129
org.finos.legend.engine	legend-engine-xt-memsqlFunction-generator	4.65.3		5f369964ab44592433ddb74c02498ab55d7af7b9
org.finos.legend.engine	legend-engine-xt-memsqlFunction-generator	4.66.0		ac6a6e10c4811349318a8972501ad62b62256f49
org.finos.legend.engine	legend-engine-xt-memsqlFunction-generator	4.66.1		6e66dbe516b6b082793e3f3585ff67ae47e889b2
org.finos.legend.engine	legend-engine-xt-memsqlFunction-generator	4.67.0		3bf46be10b9a22fef017aa1d6896f9e6fb2d40a4
org.finos.legend.engine	legend-engine-xt-memsqlFunction-generator	4.67.1		c12ccc01feefba64057d2a97af79a964a52eb1a2
org.finos.legend.engine	legend-engine-xt-memsqlFunction-generator	4.67.10		ea1bdd122a4729e8dd42d2bbdf303f574b0f12bd
org.finos.legend.engine	legend-engine-xt-memsqlFunction-generator	4.67.11		478afdcaa0dc4fb3d5e836feb62eed19d761abda
org.finos.legend.engine	legend-engine-xt-memsqlFunction-generator	4.67.12		77853350068a6075754b7d467e4abcd850d57566
org.finos.legend.engine	legend-engine-xt-memsqlFunction-generator	4.67.2		65f8716a14077de80cd5e2f501c46c87056faa4c
org.finos.legend.engine	legend-engine-xt-memsqlFunction-generator	4.67.3		74611d4ac5f9a9ecf37e8dc4de94a23a6595ccbf
org.finos.legend.engine	legend-engine-xt-memsqlFunction-generator	4.67.4		62216e73e2e11174559d9e0e1b501645565d0d9f
org.finos.legend.engine	legend-engine-xt-memsqlFunction-generator	4.67.5		cf5e15f692043c29b3cd500ac1eb6f68e84c24cb
org.finos.legend.engine	legend-engine-xt-memsqlFunction-generator	4.67.7		500a92ecadd182eed5ce509f11920064935b46ac
org.finos.legend.engine	legend-engine-xt-memsqlFunction-generator	4.67.8		359a1c9bd99eb2528b67aaaba919d40ca667192a
org.finos.legend.engine	legend-engine-xt-memsqlFunction-generator	4.67.9		2a2e767670a1b7f993cf0ac3c7085ab666d9b7ed
org.finos.legend.engine	legend-engine-xt-memsqlFunction-generator	4.68.0		dcb2ae6348c72c623804c2b89e263356bcf6c318
org.finos.legend.engine	legend-engine-xt-memsqlFunction-generator	4.69.0		57ec2f525308eeef7ac7283df5924205ca2ea5d0
org.finos.legend.engine	legend-engine-xt-memsqlFunction-generator	4.69.1		a2d6dbe35f5a909babd410981e2b0e4c61cc40c2
org.finos.legend.engine	legend-engine-xt-memsqlFunction-generator	4.69.2		810d3ef2add71e889dffa49ce7a315c268043ec9
org.finos.legend.engine	legend-engine-xt-memsqlFunction-generator	4.69.3		92483faed968944dd6b7b530285f31c1e4b020f4
org.finos.legend.engine	legend-engine-xt-memsqlFunction-generator	4.69.4		6ae9740f98f675c6f2092ed32a916b31c17bc53d
org.finos.legend.engine	legend-engine-xt-memsqlFunction-generator	4.70.0		952790114db43b913cfb0adce2c7822bcf496ded
org.finos.legend.engine	legend-engine-xt-memsqlFunction-generator	4.70.1		df020bf1ea3d8a1911de339c23a7955e9d37a526
org.finos.legend.engine	legend-engine-xt-memsqlFunction-generator	4.71.1		0ebdd0b476dd4e908704444c33f8f9c2266635c8
org.finos.legend.engine	legend-engine-xt-memsqlFunction-generator	4.72.0		cf9a0be64331cf849069505bf9d772b7305dd77b
org.finos.legend.engine	legend-engine-xt-memsqlFunction-generator	4.73.0		f1c769c78b1e63ac5452440add56b0bc820b3f44
org.finos.legend.engine	legend-engine-xt-memsqlFunction-generator	4.73.1		ec763badef9fc04dba06fda004ff1c73f105235d
org.finos.legend.engine	legend-engine-xt-memsqlFunction-generator	4.74.0		ee52f1d3d1bea35915659c1fdfc2c21dae1bd10c
