ba.sake	sbt-build-extract-core_2.13	0.0.1		dc786ca8a51fd3aab071c7feb22643b08b19660e
io.github.vigoo	zio-aws-applicationautoscaling_3	3.17.42.7		9c1a66c00e1322109bec704c1add6bcca658a901
io.github.vigoo	zio-aws-applicationautoscaling_3	3.17.42.8		d15ef7586f3bfea52a76b64a6dbbfb1bc2335bf3
io.github.vigoo	zio-aws-applicationautoscaling_3	3.17.42.9		d3cb1f4023e40934fdfc099228e71315ef6ec3a7
io.github.vigoo	zio-aws-applicationautoscaling_3	3.17.5.1		3dc873572e5525690b45e52b85a30fe6251b1c3f
io.github.vigoo	zio-aws-applicationautoscaling_3	3.17.56.1		6d71cd7a4963b7732ddcc1d8c1f47dfe97a43258
io.github.vigoo	zio-aws-applicationautoscaling_3	3.17.57.1		98c040b2090fd316220c17f94bbbb2f0a3b9d1ef
io.github.vigoo	zio-aws-applicationautoscaling_3	3.17.57.2		e12a578acae8e083c7bd1f2968c854d08742c036
io.github.vigoo	zio-aws-applicationautoscaling_3	3.17.58.1		d92e7e21667ce5b7610bed959f041fee4be74ade
io.github.vigoo	zio-aws-applicationautoscaling_3	3.17.59.1		5f56c440b3f7355658a70979dcf152eec53148e2
io.github.vigoo	zio-aws-applicationautoscaling_3	3.17.61.1		d95b341eef8acb11fb7c9a91872575e185fa4788
io.github.vigoo	zio-aws-applicationautoscaling_3	3.17.61.2		e6c5d8dade960acdf2eb3c5479e1401bcb342059
io.github.vigoo	zio-aws-applicationautoscaling_3	3.17.62.1		8b646c929f761fdb594a338de80b37c2d9bbf73a
io.github.vigoo	zio-aws-applicationautoscaling_3	3.17.63.1		a17ae4dc6b9b665c13634dde75a43ebcbd37d7fe
io.github.vigoo	zio-aws-applicationautoscaling_3	3.17.63.2		326c1c3c605b8e27cb6e169736ca215bd91bf62c
io.github.vigoo	zio-aws-applicationautoscaling_3	3.17.64.1		c13abf67f4e3ce3dbfd24b51c57f8a35a950c407
io.github.vigoo	zio-aws-applicationautoscaling_3	3.17.65.1		1238ae61343d74a08d82813f55b20c2e9a034e9b
io.github.vigoo	zio-aws-applicationautoscaling_3	3.17.68.1		b6e30908aea1120fb51749b992ef98034656cd06
io.github.vigoo	zio-aws-applicationautoscaling_3	3.17.70.1		906d4362d1550d7ed607d8e9e176089448029c75
io.github.vigoo	zio-aws-applicationautoscaling_3	3.17.71.1		c3185a46b8fa93d1fd52e96a09ca7baf0d4c40a7
io.github.vigoo	zio-aws-applicationautoscaling_3	3.17.71.2		264c03521391db8562d72fce208b8dfad2ad23ef
io.github.vigoo	zio-aws-applicationautoscaling_3	3.17.71.3		b8c3d22dbb9cbfa4cc3abcb70f9f63ee6e02a879
io.github.vigoo	zio-aws-applicationautoscaling_3	3.17.74.1		86a8e5434e46489a51ba481c4a101b108afe23a3
io.github.vigoo	zio-aws-applicationautoscaling_3	3.17.75.1		76d13f4d365316137a78bbbadd3300286aee445d
io.github.vigoo	zio-aws-applicationautoscaling_3	3.17.76.1		d02518fe2427aae7a67751f2ad7d0e20ce8b5bfe
io.github.vigoo	zio-aws-applicationautoscaling_3	3.17.77.1		054b1635105b3cf6e1be6d30f85a3e4c1f5e0ae7
io.github.vigoo	zio-aws-applicationautoscaling_3	3.17.78.1		7fd7c1fcd7254ac01426fa451ac62a9de3130ce4
io.github.vigoo	zio-aws-applicationautoscaling_3	3.17.79.1		29088866bf37c9bbe99883cc5bca9dfa348c442e
io.github.vigoo	zio-aws-applicationautoscaling_3	3.17.8.1		e549f511803fc49fb6e3fca0e6276671135ec36a
io.github.vigoo	zio-aws-applicationautoscaling_3	3.17.8.2		5077a9c2144a35f236ba8e7e0b014ce0c98551b5
io.github.vigoo	zio-aws-applicationautoscaling_3	3.17.8.3		9fac41e9855ab9dda83c9e38fbb00945bfe4bd51
io.github.vigoo	zio-aws-applicationautoscaling_3	3.17.8.4		9b8910f89af0004a16875277015c285f00039462
io.github.vigoo	zio-aws-applicationautoscaling_3	3.17.8.5		0465dc4466f3f606e56530b96ef9b2f0e5276249
io.github.vigoo	zio-aws-applicationautoscaling_3	3.17.80.1		0605d2a870ebb33dac511f70f6d85b53ff91d165
io.github.vigoo	zio-aws-applicationautoscaling_3	3.17.81.1		95725edd158508424fbe316fc4916a945945562a
io.github.vigoo	zio-aws-applicationautoscaling_3	3.17.87.2		3ad2a04cc4a291d8d6f9c9d3db448a7fa6d730ec
io.github.vigoo	zio-aws-applicationautoscaling_3	3.17.88.1		8e162f077470621000c43cc962165aa6c92d4a2b
io.github.vigoo	zio-aws-applicationautoscaling_3	3.17.9.1		1ad75397f63e7294bd930ab3ad8244f56e335702
io.github.vigoo	zio-aws-applicationautoscaling_3	3.17.90.1		88121bf5841fe46c8daef346f160f9332121203d
io.github.vigoo	zio-aws-applicationautoscaling_3	3.17.94.1		536d7362327444bc36ad26ec17598f93c9690cd0
io.github.vigoo	zio-aws-applicationautoscaling_3	3.17.94.2		4e5fbeafea0bdfaf4b1c42a0301844abb927643c
io.github.vigoo	zio-aws-applicationautoscaling_3	3.17.97.1		4dd68fe1adba0bbaa88b61becfa2780416bf6b02
io.github.vigoo	zio-aws-applicationautoscaling_3	3.17.98.1		128d7b59723fd4c7652df50568f01e63684604ed
io.github.vigoo	zio-aws-applicationautoscaling_3	3.17.99.1		01400fc162339127f596bf39f654bed4c265314a
io.github.vigoo	zio-aws-applicationautoscaling_3	4.0.2		73fff1558f6d35b9e25d97ba720cfda8c8e762e8
io.github.vigoo	zio-aws-applicationautoscaling_3	4.0.4		539a3d5ee600d34fa32da1f99d25b26fbe5805d9
io.github.vigoo	zio-aws-applicationautoscaling_3	4.0.5		48480b89741278faf909b789ec0ed93c4d4ad108
io.github.vigoo	zio-aws-applicationautoscaling_3	4.17.104.1		8d32b8a1c1bab45adb866789ec70a09a8cc14da4
io.github.vigoo	zio-aws-applicationautoscaling_3	4.17.104.2		58c36c4f4446f601767f33f61947435402f3cf6a
io.github.vigoo	zio-aws-applicationautoscaling_3	4.17.280.4		2cc3984704752c56d4fed3df964f2901e8dd4dd1
io.janstenpickle	trace4cats-common_2.13	0.13.1+30-814dbab6		09894fdaae755517a8c554fb4c58927e7734767c
io.janstenpickle	trace4cats-common_2.13	0.13.1+32-e819349f		30ff9ac42c17b06ac8c2f5d74722e3dbef8fbe69
io.janstenpickle	trace4cats-common_2.13	0.13.1+34-0ccfe19b		8105c9bde78442e14d2380c16ddc0c7aeca0fea0
io.janstenpickle	trace4cats-common_2.13	0.14.0		3b4e2bab3c9db50b2fe1b1641c68f28051e2d7eb
io.kevinlee	extras-hedgehog-circe_2.13	0.24.0		bd1e67f00b88b803b16c433f62576874c2cb8b0b
io.kevinlee	extras-hedgehog-circe_2.13	0.25.0		f6476568b9779ec382244eb01b484bc7a399e501
io.kevinlee	extras-hedgehog-circe_2.13	0.26.0		0ee5f466fdd0cc7b6fef5faf989efa8ce6336daa
io.kevinlee	extras-hedgehog-circe_2.13	0.27.0		74fd8071033a2ef1f13d3b3c23c18aee1839ce72
io.kevinlee	extras-hedgehog-circe_2.13	0.28.0		ae0710e37228e3cfee3356f458dd3e24d578d013
io.kevinlee	extras-hedgehog-circe_2.13	0.29.0		56e4de07ae7ff33d3bae73a8d75092c43844e461
io.kevinlee	extras-hedgehog-circe_2.13	0.30.0		d41b531f6e85ddcdd68489a061be562ac0a38b3d
io.kevinlee	extras-hedgehog-circe_2.13	0.31.0		d999ca11919396f1caa09f2fc268cd3079c7c4dd
io.kevinlee	extras-hedgehog-circe_2.13	0.32.0		1a56c496f8a5d499020ad7546b8e02ace4fdee2c
io.kevinlee	extras-hedgehog-circe_2.13	0.33.0		f8337085f5d4f1e4e31e90a3f9db7f0342ed757f
io.kevinlee	extras-hedgehog-circe_2.13	0.34.0		5c9ef0cab09330bc6435f9b3d960e16bfe707c98
io.kevinlee	extras-hedgehog-circe_2.13	0.35.0		ef3bca495efdb4189cd736f2f7402ad0fbfcc7af
io.kevinlee	extras-hedgehog-circe_2.13	0.36.0		fc2baee2b4b57f0bfc8e47d51258ce9edf67b970
io.kevinlee	extras-hedgehog-circe_2.13	0.37.0		59e85aa8bc7d4baa19d9cb83f6e5227561c1d33c
io.kevinlee	extras-hedgehog-circe_2.13	0.38.0		0d130f37380950d10f50b3ed80eb7a35b86eec2c
io.kevinlee	extras-hedgehog-circe_2.13	0.39.0		a37bdc836c80e7fc656c0aebd34549304b2622f4
io.kevinlee	extras-hedgehog-circe_2.13	0.40.0		bdbb2041b0e658ef6810a46f000e892448184ed4
io.kevinlee	extras-hedgehog-circe_2.13	0.41.0		8372263036b845ce2376e19726a2bf065328724d
io.kevinlee	extras-hedgehog-circe_2.13	0.42.0		b96f8e464b3f4631a7dae08029defab1b8f05a69
io.kevinlee	extras-hedgehog-circe_2.13	0.43.0		a516dcf2bab5d675ee6c832691a9d0b60c70a1d4
io.kevinlee	extras-hedgehog-circe_2.13	0.44.0		adc61cf4dadb8bca82ed5a9244e47d8ca2c1aa4e
io.komune.f2	f2-client-ktor-js	0.17.0		N/A
io.komune.f2	f2-client-ktor-js	0.18.0		N/A
io.komune.f2	f2-client-ktor-js	0.18.0.beta.1		N/A
io.komune.f2	f2-client-ktor-js	0.19.0		N/A
io.komune.f2	f2-client-ktor-js	0.19.0.beta.1		N/A
io.komune.f2	f2-client-ktor-js	0.20.0		N/A
io.komune.f2	f2-client-ktor-js	0.21.0		N/A
io.komune.f2	f2-client-ktor-js	0.22.0		N/A
io.komune.f2	f2-client-ktor-js	0.23.0		N/A
io.ktor	ktor-server-hsts-tvossimulatorarm64	2.0.0		6a1b704a818895f5a3d7e88a89762ddaa4228916
io.ktor	ktor-server-hsts-tvossimulatorarm64	2.0.0	metadata	6ca0811eabe6e6f965765dab76c393e8916f5d15
io.ktor	ktor-server-hsts-tvossimulatorarm64	2.0.0-rc-1		9b0f94698d6f3ba92a65a60b455bdfc313bd1998
io.ktor	ktor-server-hsts-tvossimulatorarm64	2.0.0-rc-1	metadata	2751b1a5023810930cc0e861b260649cc85205ff
io.ktor	ktor-server-hsts-tvossimulatorarm64	2.0.1		e78ccfb264ebec1dc9c25f1ca8c1e1e3eaa438eb
io.ktor	ktor-server-hsts-tvossimulatorarm64	2.0.1	metadata	c8e10fe0185b08bfdfc9b655e0396da0f6a343b4
io.ktor	ktor-server-hsts-tvossimulatorarm64	2.0.2		3e35c9dfa6ab1d84455074cc442b981bf417277a
io.ktor	ktor-server-hsts-tvossimulatorarm64	2.0.2	metadata	9117da55d0620122ce69a5dc3a52863450ff6913
io.ktor	ktor-server-hsts-tvossimulatorarm64	2.0.3		2cf5070036eb4503e28403575653afbd6debca40
io.ktor	ktor-server-hsts-tvossimulatorarm64	2.0.3	metadata	7650a01e2ca8cb30edc20841dca7d8b96731e3d6
io.ktor	ktor-server-hsts-tvossimulatorarm64	2.1.0		e4280ade4c8a6813954728ac77cc349ad1883336
io.ktor	ktor-server-hsts-tvossimulatorarm64	2.1.0	metadata	93c4b6a2f45c8fe7f732c2cf4bf204fade038380
io.ktor	ktor-server-hsts-tvossimulatorarm64	2.1.1		cc30791a046d5b748b53b3b2e9edc5dce084ae0b
io.ktor	ktor-server-hsts-tvossimulatorarm64	2.1.1	metadata	3e3a34234634a0bdf2a78a0d2acbf257f1a6e11c
io.ktor	ktor-server-hsts-tvossimulatorarm64	2.1.2		4447cc72bdf08e21edd0c14967237dbc141ce3b1
io.ktor	ktor-server-hsts-tvossimulatorarm64	2.1.2	metadata	f49803d7d22d7b4c1f4027077657ff0d1613ee80
io.ktor	ktor-server-hsts-tvossimulatorarm64	2.1.3		d2339b14399ce67b33bb806895f6d6bdd6296147
io.ktor	ktor-server-hsts-tvossimulatorarm64	2.1.3	metadata	142c821006c2be760aa99488f884e30d8c1e40cb
io.ktor	ktor-server-hsts-tvossimulatorarm64	2.2.0		97a4cadf01b869ac54a835d7fca69c93d6f01871
io.ktor	ktor-server-hsts-tvossimulatorarm64	2.2.0	metadata	9981f04b8580df8e3141985a812fdb60a14b27ad
io.ktor	ktor-server-hsts-tvossimulatorarm64	2.2.1		0498010af7c9ac9751e0c7b31c6ad256ce38be27
io.ktor	ktor-server-hsts-tvossimulatorarm64	2.2.1	metadata	5e89763dde090694b0339c430e9a130512ba2fed
io.ktor	ktor-server-hsts-tvossimulatorarm64	2.2.2		c82ca70f9e20ca804254c5be0a3abee074f5f674
io.ktor	ktor-server-hsts-tvossimulatorarm64	2.2.2	metadata	6ba4d256409ed113fb77a4139f9c4f53a8855f3d
io.ktor	ktor-server-hsts-tvossimulatorarm64	2.2.3		a8259f42e361b7ecc4a74e432c4feafca4315926
io.ktor	ktor-server-hsts-tvossimulatorarm64	2.2.3	metadata	817b15a0c6982f460bb0226477194d14df3bc846
io.ktor	ktor-server-hsts-tvossimulatorarm64	2.2.4		829c53ad229c5bfa7090f4a4c232a1685e95b99c
io.ktor	ktor-server-hsts-tvossimulatorarm64	2.2.4	metadata	a9422c23e95710723da14c9c204bfe3390a3ea84
io.ktor	ktor-server-hsts-tvossimulatorarm64	2.3.0		613b4ab177ceaebcbb0a61603407240191dd52b7
io.ktor	ktor-server-hsts-tvossimulatorarm64	2.3.0	metadata	13ee27c6ae3b57d9eeed3c7c4890b72ab5c0e8ae
io.ktor	ktor-server-hsts-tvossimulatorarm64	2.3.1		35d0cf50d7ba9c0d70d41c362c962bfc1f0711e3
io.ktor	ktor-server-hsts-tvossimulatorarm64	2.3.1	metadata	0ad46e3edbeb222afc1cd4f6ca286893edc50241
io.ktor	ktor-server-hsts-tvossimulatorarm64	2.3.10		7f4f1840526c4a265bcd71ec247b971e5c396663
io.ktor	ktor-server-hsts-tvossimulatorarm64	2.3.10	metadata	a7d51e44c516f4a0e7f5171f46c51a58e255d3b6
io.ktor	ktor-server-hsts-tvossimulatorarm64	2.3.11		0a89acbaad570eb8594757935ac3f438a6b7b72b
io.ktor	ktor-server-hsts-tvossimulatorarm64	2.3.11	metadata	bcc92098d5ba27185a51fc579820412b59a1a7cc
io.ktor	ktor-server-hsts-tvossimulatorarm64	2.3.12		a68f4756e37df863a37976ad2c46bad049517ab2
io.ktor	ktor-server-hsts-tvossimulatorarm64	2.3.12	metadata	4f708ef2196580df7864d918c934eb4a2f8db9bc
io.ktor	ktor-server-hsts-tvossimulatorarm64	2.3.13		106aa29af9ef88d8d4c05210981353f8209381aa
io.ktor	ktor-server-hsts-tvossimulatorarm64	2.3.13	metadata	3c77e9b33724efa114b36d39e9f3e996d10c1c88
io.ktor	ktor-server-hsts-tvossimulatorarm64	2.3.2		c2e26e49a05b8aaa05d19d00fadcba94a8446f4f
io.ktor	ktor-server-hsts-tvossimulatorarm64	2.3.2	metadata	73da4a1413672fcea11bd9bdefa88f245bffef4f
io.ktor	ktor-server-hsts-tvossimulatorarm64	2.3.3		c1699da3589b0266a8938c43e4dc275ef78ace26
io.ktor	ktor-server-hsts-tvossimulatorarm64	2.3.3	metadata	4c958b103be9f5e7d9802855789871ec2976c33f
io.ktor	ktor-server-hsts-tvossimulatorarm64	2.3.4		8d0f25dccef8b0c768a490392c3622e24ed8f455
io.ktor	ktor-server-hsts-tvossimulatorarm64	2.3.4	metadata	2460d967c0f72d57467b1b31ecdb69a01dc69b60
io.ktor	ktor-server-hsts-tvossimulatorarm64	2.3.5		e18d05ad1ee2dffb74a9ba89f567c453e4d10086
io.ktor	ktor-server-hsts-tvossimulatorarm64	2.3.5	metadata	2f7383c936583bc2512c4ffa55a5dad958b2d56a
io.ktor	ktor-server-hsts-tvossimulatorarm64	2.3.6		c108cf8b5317400637868e4fc1ab361e4738382d
io.ktor	ktor-server-hsts-tvossimulatorarm64	2.3.6	metadata	7e1e7f13e4f7906e09501be5bb1608c8e2787ff0
io.ktor	ktor-server-hsts-tvossimulatorarm64	2.3.7		8034d53e4a76142eee57f217dcd5ded4788aa8d6
io.ktor	ktor-server-hsts-tvossimulatorarm64	2.3.7	metadata	b2aeefc5866d3db4b75e2fd8c1d8f6520caa9988
io.ktor	ktor-server-hsts-tvossimulatorarm64	2.3.8		2ce930a262d570c8c75dbdd3880761e5c834ddaa
io.ktor	ktor-server-hsts-tvossimulatorarm64	2.3.8	metadata	58dc01f890ebd07cd17ebf7dd3091753bffd344e
io.ktor	ktor-server-hsts-tvossimulatorarm64	2.3.9		2c28106b94d061ed01ccf485685497583066ae1c
io.ktor	ktor-server-hsts-tvossimulatorarm64	2.3.9	metadata	89d08fb3d4c8a8c2ee16d8f6b03fe21e5da8a018
io.ktor	ktor-server-hsts-tvossimulatorarm64	3.0.0		9628c53726eb9f25aa70368270a7355c9b21fa04
io.ktor	ktor-server-hsts-tvossimulatorarm64	3.0.0	metadata	7303afaa0915a9b30878cf3328b2acd6612e881b
io.ktor	ktor-server-hsts-tvossimulatorarm64	3.0.0-beta-1		9eb77ee12e0a19c4a8f55c7eecbdeb58c7f78d4e
io.ktor	ktor-server-hsts-tvossimulatorarm64	3.0.0-beta-1	metadata	c33343e7e35c39f8b824d37b27f18e5ea7649ff3
io.ktor	ktor-server-hsts-tvossimulatorarm64	3.0.0-beta-2		973bf27913daed6b88f6abf844827e10374654f5
io.ktor	ktor-server-hsts-tvossimulatorarm64	3.0.0-beta-2	metadata	eb598cb5d24548dfd5277c70d1b77d0cf6d0517b
io.ktor	ktor-server-hsts-tvossimulatorarm64	3.0.0-rc-1		bda0404cd3c3335dead6fa135ad220d151016d86
io.ktor	ktor-server-hsts-tvossimulatorarm64	3.0.0-rc-1	metadata	a29d9fff9a70d5b365b22b33ad027cb3843638ca
io.ktor	ktor-server-hsts-tvossimulatorarm64	3.0.0-rc-2		7c0023ffbc21844fd6bcab787b6e6c36eeaad4d5
io.ktor	ktor-server-hsts-tvossimulatorarm64	3.0.0-rc-2	metadata	e0bdc6ee9aafd470f08485a12aab98b239011871
io.ktor	ktor-server-hsts-tvossimulatorarm64	3.0.1		c583a35d1cfccfccfa69bcbdfd00b5065e3740bf
io.ktor	ktor-server-hsts-tvossimulatorarm64	3.0.1	metadata	e3303cc0228f0176358f80606f29cf060cc2767a
io.ktor	ktor-server-hsts-tvossimulatorarm64	3.0.2		70cea13c1ef3d4d5938b5107a2cf6a25c18a3579
io.ktor	ktor-server-hsts-tvossimulatorarm64	3.0.2	metadata	05a44483968277785fc6d618823beb208c0d1ae4
io.ktor	ktor-server-hsts-tvossimulatorarm64	3.0.3		2b6fafbebee9e154ee9380b51447a52a8bff534b
io.ktor	ktor-server-hsts-tvossimulatorarm64	3.0.3	metadata	77d788063e703daaced6da0d74ad745cde429e1c
io.ktor	ktor-server-hsts-tvossimulatorarm64	3.1.0		428dca64f71422f6bf5ef2da4324fa76481fd4cf
io.ktor	ktor-server-hsts-tvossimulatorarm64	3.1.0	metadata	e56891667bad6df4dda08946693f80572abe2399
io.ktor	ktor-server-hsts-tvossimulatorarm64	3.1.1		da8c25b4c9a0272c4d11dd05ac1e86c5a191827f
io.ktor	ktor-server-hsts-tvossimulatorarm64	3.1.1	metadata	c7c66775a46e9637ec2f2c912728a3980cdfaeea
io.ktor	ktor-server-hsts-tvossimulatorarm64	3.1.2		76c821031793c3fcc918c7b3fabce6a72140b33b
io.ktor	ktor-server-hsts-tvossimulatorarm64	3.1.2	metadata	06ef932773994e19bf6df5cfdbd7343b5f541fa9
io.openharmony.tpc.thirdlib	SlideSwitch	1.0.1		N/A
io.openharmony.tpc.thirdlib	SlideSwitch	1.0.2		N/A
io.openharmony.tpc.thirdlib	SlideSwitch	1.0.3		N/A
io.openharmony.tpc.thirdlib	SlideSwitch	v1.0.0		N/A
io.opentelemetry.javaagent.instrumentation	opentelemetry-javaagent-tomcat-10.0	1.1.0-alpha		f68e18df382e192057e5267fa42ecd5489fab725
io.opentelemetry.javaagent.instrumentation	opentelemetry-javaagent-tomcat-10.0	1.1.0-alpha	all	8b1eb25170323f8af768be39b99a4178da863784
io.opentelemetry.javaagent.instrumentation	opentelemetry-javaagent-tomcat-10.0	1.10.0-alpha		e402484bdd5f226cff00f21510eeb545bca3a66f
io.opentelemetry.javaagent.instrumentation	opentelemetry-javaagent-tomcat-10.0	1.10.1-alpha		84ea2f76b2b279f873971d48cde076baa5c9a1a6
io.opentelemetry.javaagent.instrumentation	opentelemetry-javaagent-tomcat-10.0	1.11.0-alpha		4963a758e71cf1315f4fabf39139b216a4da02ec
io.opentelemetry.javaagent.instrumentation	opentelemetry-javaagent-tomcat-10.0	1.11.1-alpha		5869d0eae1738ce386d12f7d48cf290984b6642b
io.opentelemetry.javaagent.instrumentation	opentelemetry-javaagent-tomcat-10.0	1.12.0-alpha		6eb12508b7e95b0359fae81338f91a98d70f49df
io.opentelemetry.javaagent.instrumentation	opentelemetry-javaagent-tomcat-10.0	1.12.1-alpha		898b3e428792b05a10cd9f5b61146c2a9149eb04
io.opentelemetry.javaagent.instrumentation	opentelemetry-javaagent-tomcat-10.0	1.13.0-alpha		6301574b0c619288e086df966fa9f392e2fe60d4
io.opentelemetry.javaagent.instrumentation	opentelemetry-javaagent-tomcat-10.0	1.13.1-alpha		e63939750c3f02bee4092ad30ad5b6ec2d557752
io.opentelemetry.javaagent.instrumentation	opentelemetry-javaagent-tomcat-10.0	1.14.0-alpha		05947162352486b97dc35490e1832d5d2415fd04
io.opentelemetry.javaagent.instrumentation	opentelemetry-javaagent-tomcat-10.0	1.15.0-alpha		bbfd049d119881f6e6f5cb1405081bf80b840183
io.opentelemetry.javaagent.instrumentation	opentelemetry-javaagent-tomcat-10.0	1.16.0-alpha		f48bd69f5fb0522fcba0c01b4745fe408fc18292
io.opentelemetry.javaagent.instrumentation	opentelemetry-javaagent-tomcat-10.0	1.17.0-alpha		53921bc7936fcac2e69b72ab372f54c6cdcba05b
io.opentelemetry.javaagent.instrumentation	opentelemetry-javaagent-tomcat-10.0	1.18.0-alpha		b927f9bfe29c0bd2c164c33071350d9d988e4322
io.opentelemetry.javaagent.instrumentation	opentelemetry-javaagent-tomcat-10.0	1.19.0-alpha		7caba9f41de54e733f75daf170073589ade641dc
io.opentelemetry.javaagent.instrumentation	opentelemetry-javaagent-tomcat-10.0	1.19.1-alpha		2b92293e07aeeabbbf151c3111e379dcaa51bf09
io.opentelemetry.javaagent.instrumentation	opentelemetry-javaagent-tomcat-10.0	1.19.2-alpha		28f964e086a3d8d803228482ad9aa2ff303f67c7
io.opentelemetry.javaagent.instrumentation	opentelemetry-javaagent-tomcat-10.0	1.2.0-alpha		09b1da3c609e7e38c96bf4a30db752e282519443
io.opentelemetry.javaagent.instrumentation	opentelemetry-javaagent-tomcat-10.0	1.2.0-alpha	all	4506b00b28d3f7a49ec5f2a8a321112e658425a8
io.opentelemetry.javaagent.instrumentation	opentelemetry-javaagent-tomcat-10.0	1.20.0-alpha		b42c0254e6d99f6f1ec3793bb11fac24fd17c764
io.opentelemetry.javaagent.instrumentation	opentelemetry-javaagent-tomcat-10.0	1.20.1-alpha		434b3690f71ef6abd085b8efd73c11044d627b5c
io.opentelemetry.javaagent.instrumentation	opentelemetry-javaagent-tomcat-10.0	1.20.2-alpha		956c15ccba0456a218caaea32a4388c5f2dc5dfe
io.opentelemetry.javaagent.instrumentation	opentelemetry-javaagent-tomcat-10.0	1.21.0-alpha		b1e74436a7a506c5cba3a2b1f555dc013f2d351e
io.opentelemetry.javaagent.instrumentation	opentelemetry-javaagent-tomcat-10.0	1.22.0-alpha		b5207225092d413d07be82d8d7ec5808978118b2
io.opentelemetry.javaagent.instrumentation	opentelemetry-javaagent-tomcat-10.0	1.22.1-alpha		c229fffcd491d412aebd8de1518aa4bc0b07e4ec
io.opentelemetry.javaagent.instrumentation	opentelemetry-javaagent-tomcat-10.0	1.23.0-alpha		4f314118f2b6cacb08d803a9abb672c4d1f8856e
io.opentelemetry.javaagent.instrumentation	opentelemetry-javaagent-tomcat-10.0	1.24.0-alpha		f13275a939cefdc6f7c3684a64694436be43ff91
io.opentelemetry.javaagent.instrumentation	opentelemetry-javaagent-tomcat-10.0	1.25.0-alpha		2654d33691a47683c4be96649985957e37a424b5
io.opentelemetry.javaagent.instrumentation	opentelemetry-javaagent-tomcat-10.0	1.25.1-alpha		767c71994c3d6fdcfdbf746a48e45823258d1b5a
io.opentelemetry.javaagent.instrumentation	opentelemetry-javaagent-tomcat-10.0	1.26.0-alpha		42cd4637e0a002cdb215296460ab9e05399bf966
io.opentelemetry.javaagent.instrumentation	opentelemetry-javaagent-tomcat-10.0	1.27.0-alpha		5d49d3fe2add596a703c6a54ef46432aa2f3c0e2
io.opentelemetry.javaagent.instrumentation	opentelemetry-javaagent-tomcat-10.0	1.28.0-alpha		3af5dedd94a7e3e4014e287b94d0c461f57165a1
io.opentelemetry.javaagent.instrumentation	opentelemetry-javaagent-tomcat-10.0	1.29.0-alpha		d83ac3b7c5a81479e1c217c7e79efae6ca99766f
io.opentelemetry.javaagent.instrumentation	opentelemetry-javaagent-tomcat-10.0	1.3.0-alpha		c392b5af19ed53e0206692a6e235cf52dc9ddc20
io.opentelemetry.javaagent.instrumentation	opentelemetry-javaagent-tomcat-10.0	1.3.0-alpha	all	365e0cb6fd2f7400587fab95923f5ed622ec4ac5
io.opentelemetry.javaagent.instrumentation	opentelemetry-javaagent-tomcat-10.0	1.3.1-alpha		N/A
io.opentelemetry.javaagent.instrumentation	opentelemetry-javaagent-tomcat-10.0	1.3.1-alpha	all	18be52977bfaec5c2496e7edbb589cc0454b6500
io.opentelemetry.javaagent.instrumentation	opentelemetry-javaagent-tomcat-10.0	1.30.0-alpha		a266332c1d2508918b336d8f22ead6d99a578ba8
io.opentelemetry.javaagent.instrumentation	opentelemetry-javaagent-tomcat-10.0	1.31.0-alpha		e95d3a64450edc9e164da6aff580e03ce306d42c
io.opentelemetry.javaagent.instrumentation	opentelemetry-javaagent-tomcat-10.0	1.32.0-alpha		ca87c2dbdbaeaffae1e73cb24b47f42424fdfe02
io.opentelemetry.javaagent.instrumentation	opentelemetry-javaagent-tomcat-10.0	1.32.1-alpha		efeff9ae20474bf929a1e75d8d3c2b5b5c103e15
io.opentelemetry.javaagent.instrumentation	opentelemetry-javaagent-tomcat-10.0	1.33.0-alpha		1284ccb20e4a0799dd09f9b6d88a16d71cdd94d9
io.opentelemetry.javaagent.instrumentation	opentelemetry-javaagent-tomcat-10.0	1.33.1-alpha		66603eb229b9c1720f0ae56bd46a7e9aea577c73
io.opentelemetry.javaagent.instrumentation	opentelemetry-javaagent-tomcat-10.0	1.33.2-alpha		999eb8ed8f28ed354477efe0e3cfc0f5de7023fd
io.opentelemetry.javaagent.instrumentation	opentelemetry-javaagent-tomcat-10.0	1.33.3-alpha		5485465ccbd4b65f1f516c4b21749fa9e9755993
io.opentelemetry.javaagent.instrumentation	opentelemetry-javaagent-tomcat-10.0	1.33.4-alpha		1df6730af5c2cbfa2678ab07ec6b18159d19a714
io.opentelemetry.javaagent.instrumentation	opentelemetry-javaagent-tomcat-10.0	1.33.5-alpha		ccd131217aa7d1d8b26295e0232cf50eb4768b7c
io.opentelemetry.javaagent.instrumentation	opentelemetry-javaagent-tomcat-10.0	1.33.6-alpha		f6d90234d3f729c1756f3863baf579482bee4116
io.opentelemetry.javaagent.instrumentation	opentelemetry-javaagent-tomcat-10.0	1.4.0-alpha		b5dc3ce1731c4cbad18a9fc9bd615a485833cd66
io.opentelemetry.javaagent.instrumentation	opentelemetry-javaagent-tomcat-10.0	1.4.1-alpha		c3f7cb043a5b8c5621e7e0a7126962eca0ef255a
io.opentelemetry.javaagent.instrumentation	opentelemetry-javaagent-tomcat-10.0	1.5.0-alpha		011f7b6d7bf7f6680ed5b97e6d0ad74788cf96c8
io.opentelemetry.javaagent.instrumentation	opentelemetry-javaagent-tomcat-10.0	1.5.1-alpha		954a4796b6bcec57c4e048d5a4ba38b57563629a
