activesoap	jaxb-xalan	1.5		6b10269457d75d4bd2a045e81cf620102f54692a
org.uberfire	uberfire-commons	0.4.2.Beta2		43bab6651013b1b7b43fe15c2852199ee6a8c2d2
org.uberfire	uberfire-commons	0.4.2.CR1		a5d4d50b5d3fb4787a0d803ea5f0f12b13c225a3
org.uberfire	uberfire-commons	0.4.2.CR2		a366361fc41672419b16e5e93f23dda0bca8309a
org.uberfire	uberfire-commons	0.5.0.20140419-M1		26875937545ea71edbe90be1cf0c8a9d68f0713d
org.uberfire	uberfire-commons	0.5.0.CR1		2af514ab4da51046d5dc47fda7400bd98a90163c
org.uberfire	uberfire-commons	0.5.0.CR10		ff81b75f56e55ae2f2b57b4a531192a961fc664b
org.uberfire	uberfire-commons	0.5.0.CR11		4041bdc3e78c5cb2fb9270b34cb9c5cc537f864e
org.uberfire	uberfire-commons	0.5.0.CR12		cb4862f925632189cfcf11086ef2573dedd9eec0
org.uberfire	uberfire-commons	0.5.0.CR13		2afb1022b8c7282c2ff2513628c600ebb43c1b60
org.uberfire	uberfire-commons	0.5.0.CR2		69f39506a210b7202273ed9d552b9d1446501172
org.uberfire	uberfire-commons	0.5.0.CR3		1c04d1e79c4e3326f7101d417c4e12051c31d0a2
org.uberfire	uberfire-commons	0.5.0.CR4		3b3abb557f9b94d2addf11ee7ecc2d1e262c9652
org.uberfire	uberfire-commons	0.5.0.CR5		d2d022eb2fbdba6229da024ec43a106ec88dadfa
org.uberfire	uberfire-commons	0.5.0.CR6		8967e1b2b4e4eb88e2680e55f8ab74c7c34bda80
org.uberfire	uberfire-commons	0.5.0.CR7		02a4722da978c164049ec9474e90d8cb07207eff
org.uberfire	uberfire-commons	0.5.0.CR8		a19fe36b05c9e04cbf69ba9d12a3c3012a5c0c0c
org.uberfire	uberfire-commons	0.5.0.CR9		bdfcb38897ff06bcbfd40f00b198174c26db978d
org.uberfire	uberfire-commons	0.5.0.Final		7de226544a99e50b441b69c9087623b5dc4fa98f
org.uberfire	uberfire-commons	0.5.1.Final		237cf5d4fd96047032d9accfe2987249fb25ed84
org.uberfire	uberfire-commons	0.5.2.Final		3e4b38610b4c53f5efe11d5054f2aeb6bbc98fda
org.uberfire	uberfire-commons	0.5.3.Final		f2c8ed44a1e690590cb36ffb42719c1792274a27
org.uberfire	uberfire-commons	0.5.4.Final		fbdd8e56f93669593deb228dfc62d550fed1a825
org.uberfire	uberfire-commons	0.5.5.Final		521a55b7bde28281f4ee070d22a9579ab77522c4
org.uberfire	uberfire-commons	0.5.6.Final		879af16234013fc94f0271f9e4163db742a3f7e2
org.uberfire	uberfire-commons	0.5.7.Final		3b7c9f05a58f05d8373e2bdd9285c77f013f1efb
org.uberfire	uberfire-commons	0.7.0.Beta1		63e7ea30ffe9a6d343baff8eb49bcb6b4ba08c4c
org.uberfire	uberfire-commons	0.7.0.Beta2		47fb959a2b2bd7f1d13d97a62ff975c5e5df94aa
org.uberfire	uberfire-commons	0.7.0.Beta3		5b05f343abf437c8a1a5b29d46fd4456f4eca963
org.uberfire	uberfire-commons	0.7.0.CR1		1da55a61f74c19066ab2ea2c5484520de79454d7
org.uberfire	uberfire-commons	0.7.0.CR2		672f611f0b7e5dd742794fa1ab9a464ffee83efc
org.uberfire	uberfire-commons	0.7.0.CR3		745fd67e0c408252e2b56519450a72c4b12beb1c
org.uberfire	uberfire-commons	0.7.0.Final		6a9c9c7abc55604de2edc8effd035341f1f8e5d7
org.uberfire	uberfire-commons	0.7.1.Final		42984c455fb5329f918e67baa5338d8a4cf3dbb4
org.uberfire	uberfire-commons	0.7.2.Final		83cba89bf6f3368d632772d84dd2654909172108
org.uberfire	uberfire-commons	0.7.3.Final		564c6ff26f1813047d88035f2ec9ebde23508954
org.uberfire	uberfire-commons	0.7.4.Final		ce7b7b9294665bfdd9d830021625e9389b803f0a
org.uberfire	uberfire-commons	0.8.0.Beta1		12907ec94bbe7727c84188673f74b6d641adb26f
org.uberfire	uberfire-commons	0.8.0.Beta2		a68863bcdcb00efc53cc0eba2def055a039050ac
org.uberfire	uberfire-commons	0.8.0.CR1		ed46c26072055b00d3d238fc5f9b0a16f2d4e857
org.uberfire	uberfire-commons	0.8.0.CR2		17613f4ac94272a4afc9edadbc7a566314c8fb73
org.uberfire	uberfire-commons	0.8.0.Final		50604517b3f5ef189cde95aea33fa4190c101c86
org.uberfire	uberfire-commons	0.9.0.Beta1		6b1863ed046c9e0c389df76b13b9623207db74ef
org.uberfire	uberfire-commons	0.9.0.CR1		5babca76daa15212bf05daec19f28175848a01c2
org.uberfire	uberfire-commons	0.9.0.CR2		b2ffffc8f9ac06b615b017a1067bc89270a9a1a7
org.uberfire	uberfire-commons	0.9.0.Final		23307c94f641c3f06fd127d163037a51b0460348
org.uberfire	uberfire-commons	1.0.0.Beta1		3014dcc85bb92c4934204145426b5c32ed67ef09
org.uberfire	uberfire-commons	1.0.0.Beta2		f6d413a867ee7c3a479f0e52cb55a547d167892a
org.uberfire	uberfire-commons	1.0.0.Beta3		39b431ad727d8dac9ce2f9cdbec49b486a0465a0
org.uberfire	uberfire-commons	1.0.0.Beta4		dc337e5cfac26643982f91aaeb21dfd624a44b06
org.uberfire	uberfire-commons	1.0.0.Beta5		939945dfcc9fa81c8cf568c9fef137143cecd219
org.uberfire	uberfire-commons	1.0.0.Beta6		f38ab28ddfd7b8cabc6ca9999cad21400a79c275
org.uberfire	uberfire-commons	1.0.0.Beta7		8c4899be60ece16d2816f0e183283e91943368db
org.uberfire	uberfire-commons	1.0.0.Beta8		ea665a442fb3c3aab4f5d88f34cfcbede3e6975c
org.uberfire	uberfire-commons	1.0.0.CR1		56d17aefd9c95a0b8cb3b6b7f0d32f7d8d4b6680
org.uberfire	uberfire-commons	1.0.0.CR2		d958aac1ecd987d9972f8f7dcba4bf30dd303f6a
org.uberfire	uberfire-commons	1.0.0.CR3		a5aa3c1078377db8debc666e6a14a518e0aeaeed
org.uberfire	uberfire-commons	1.0.0.Final		732d2f1a964e08f426554ee16ab04529f2adae77
org.uberfire	uberfire-commons	1.1.0.Beta1		960eaf7d756f23808025f76fe8b956cd01c391b2
org.uberfire	uberfire-commons	1.1.0.Beta2		bd41fbfc1c260455e3e3b46102eb6d92a04ce4ff
org.uberfire	uberfire-commons	1.1.0.Beta3		a0c19f8a659d7d589ed0c5277f7ada0ef02b12cb
org.uberfire	uberfire-commons	1.1.0.Final		1c0b0c88b24af1d89fb1b088d57545bc392d7e83
org.uberfire	uberfire-commons	1.2.0.Final		8986728754ff3435e45b0b89702e8344e46fb4d2
org.uberfire	uberfire-commons	1.3.0.Final		37e0107b107216cbf63f93a0f666a110293ead6b
org.uberfire	uberfire-commons	1.4.0.Final		7b42bdd6e2cf1c9551adbfd1831d54dd617d2281
org.uberfire	uberfire-commons	2.10.0.Final		1fa0f7331c59a4c3e12ba7b4ca94da1fb47a6828
org.uberfire	uberfire-commons	2.11.0.Final		5f6eeb42660186d6a3581ea1e05e58be1977348e
org.uberfire	uberfire-commons	2.12.0.Final		6935fa4d29319a19ae1065ea8fbd06fd0f55da4e
org.uberfire	uberfire-commons	2.13.0.Final		223a574429deb0d6bf32f8d0af6cdfde45e17577
org.uberfire	uberfire-commons	2.14.0.Final		483736dd61b5bea74434dbd49a6a087ff456c402
org.uberfire	uberfire-commons	2.15.0.Final		be02188d6f6ec367bf9f7df4fce13cda41979e66
org.uberfire	uberfire-commons	2.16.0.Final		7e6e253fd63e2176f21c62ebb236534f6e1b99aa
org.uberfire	uberfire-commons	2.17.0.Final		9d6b0e20fb572f972610921d818938e70b503ef9
org.uberfire	uberfire-commons	2.18.0.Final		e7f99e97d8d5fbad037946c39ba86477338e45f6
org.uberfire	uberfire-commons	2.19.0.Final		b6c9198eb6c06923e06a2d844f0b13cd5ea37012
org.uberfire	uberfire-commons	2.2.0.Final		40c571a37b01f3001d6fce4c8812702129db64b2
org.uberfire	uberfire-commons	2.20.0.Final		145a9e3c89a08a9a526d6db7c6df0e676a88f772
org.uberfire	uberfire-commons	2.21.0.Final		25360e237267cd75fdfcb38be8632d8e1e23b0ff
org.uberfire	uberfire-commons	2.22.0.Final		cad81385d508ee2c9eac5a93912103218187e7cf
org.uberfire	uberfire-commons	2.23.0.Final		125a0320332b87498892be2cbc6ce9027abfdb1c
org.uberfire	uberfire-commons	2.24.0.Final		d511439a6d64375d6d13a4b11f31f730eb36d334
org.uberfire	uberfire-commons	2.3.0.Final		d1e189edf87aca4bfb0dd74a9266aaba52dbb20a
org.uberfire	uberfire-commons	2.4.0.Final		c47cbcf6643af2f9af0b97a9ebadca73331e1433
org.uberfire	uberfire-commons	2.5.0.Final		44281595192c7f9ed27a0c3b95f616789be794fd
org.uberfire	uberfire-commons	2.6.0.Final		3aea1c48ff79e2c9970413a3177c02b02c409e43
org.uberfire	uberfire-commons	2.7.0.Final		d841181f44523feb4cb7c07a7c59c8d1e38ab0b4
org.uberfire	uberfire-commons	2.8.0.Final		787d92203094286702e244b72790c47f6535891c
org.uberfire	uberfire-commons	2.9.0.Final		57701dbd7b9d3faefc1de354ad0a2215af4a8b57
org.uberfire	uberfire-commons	7.28.0.Final		4d86c17df49a9db1652529726686e3612d74039b
org.uberfire	uberfire-commons	7.29.0.Final		b8626555f0aa054b9f4ea332f61a0eaefb69a0ec
org.uberfire	uberfire-commons	7.30.0.Final		f06d47a39c872e67cd2c5768104b8e5d7308f824
org.uberfire	uberfire-commons	7.31.0.Final		09dfbd043438ae1b86fc58d7647c262e43fa6c80
org.uberfire	uberfire-commons	7.32.0.Final		cb7ca8671c7d8f4c7b2917a0602207388280f37b
org.uberfire	uberfire-commons	7.32.0.k20191223		1fc63f8a44c3b6a23d8d6000d2e9b264db5fd381
org.uberfire	uberfire-commons	7.33.0.Final		b2d31fa155a39040e5f3a032b119ef04d91709bc
org.uberfire	uberfire-commons	7.34.0.Final		0dfca914bdb2c618035aa933ed1ca02b11f8fcc9
org.uberfire	uberfire-commons	7.35.0.Final		44ea351b8d402dbbdd88cb6e1502dbe6379c570f
org.uberfire	uberfire-commons	7.36.0.20200330		c57eaf1e7718cbbbaa22c1c4aee36a50346f5408
org.uberfire	uberfire-commons	7.36.0.20200331		8ffb6b8583c240e02c16544ec24de99dbc30ee74
org.uberfire	uberfire-commons	7.36.0.Final		4c0c40c4115e25686659b7b48f7e14c842f8ac82
org.uberfire	uberfire-commons	7.36.1.Final		6fa0cd5f49424402814884df8971e0266b4d868b
org.uberfire	uberfire-commons	7.37.0.Final		05b6e9eaaec8320679b9229aed5c8c4d9efff2e7
org.uberfire	uberfire-commons	7.38.0.Final		9f8790ecbe64b1a7460a5e2582c23ba2438d3980
org.uberfire	uberfire-commons	7.39.0.CR1		b76c20a602ce54b962c69d4993f06de9bd3b45cf
org.uberfire	uberfire-commons	7.39.0.Final		41efaebc93f092c81dddbefb0387d119bcaa85fd
org.uberfire	uberfire-commons	7.40.0.20200703		99d80bfb358c60c30ac8db7a0b079af42cbac0cf
org.uberfire	uberfire-commons	7.40.0.Final		34b51fb3afb096ddc77a0af73cb3832e75b1d08b
org.uberfire	uberfire-commons	7.41.0.Final		b5a4a6a9dd423e5a946463be3264d9e49338278b
org.uberfire	uberfire-commons	7.41.0.t20200723		f51bc43c87f60349084ed1cf2a0682634fb6bb30
org.uberfire	uberfire-commons	7.42.0.Final		e21cfdea2ae49c5fd8ad3cb0bcde9411a4122ef0
org.uberfire	uberfire-commons	7.43.0.Final		0fd63858314fe9c94a556e8cdfca076e5235b933
org.uberfire	uberfire-commons	7.43.0.t20200824		52d4284b358e1f4e6a3db80966a9d4711779c52a
org.uberfire	uberfire-commons	7.43.1.Final		66325e8898c5159197caaf7b10ab9f51d9786ad7
org.uberfire	uberfire-commons	7.44.0.Final		6de87449213e409a4e7a0241a80048f638c12714
org.uberfire	uberfire-commons	7.45.0.Final		d1326fc8cfa962472c780e49279a48569813ce53
org.uberfire	uberfire-commons	7.45.0.t20201009		83e8d2765020dfc81b3be1fe1bf673a6020b6d84
org.uberfire	uberfire-commons	7.45.0.t20201014		518e730e0abd93c397c6331730324dfa231df221
org.uberfire	uberfire-commons	7.46.0.Final		e68359cc7d1e34b814300335614056f8fc483abb
org.uberfire	uberfire-commons	7.46.0.t20201030		13dbc4210dc5a93a612be85ed62be440794e9952
org.uberfire	uberfire-commons	7.47.0.Final		57ac1064263b1a2ec38bc1f575d76e90b4534721
org.uberfire	uberfire-commons	7.48.0.Final		ea171dea9bfc0d3e3639cdce5078f29c5cd1cb12
org.uberfire	uberfire-commons	7.49.0.Final		61374c4469f9ed17ddc1fdf88781a4a97ce420b4
org.uberfire	uberfire-commons	7.50.0.Final		fb7cb02986f2795055c59422a4c40d292b1dcc08
org.uberfire	uberfire-commons	7.51.0.Final		4d44bb9e52072199b6577f774b637a5f8d8d0c90
org.uberfire	uberfire-commons	7.52.0.Final		10c2a854c78e24651e907357804e7b1b3ecd2798
org.uberfire	uberfire-commons	7.53.0.Final		463cf88ba75de109d0b60720a06166959a899213
org.uberfire	uberfire-commons	7.54.0.Final		bbc35bc9d000bd13946cf7fc3bff9f775accb7aa
org.uberfire	uberfire-commons	7.55.0.Final		cacf6b0ebba34c709ea9de7f82c3fef2bdf2a65f
org.uberfire	uberfire-commons	7.56.0.Final		d7c25d45c36670f67d51384b60bc35cc1bb23466
org.uberfire	uberfire-commons	7.57.0.Final		6001b4038d7fb6a022f0f7f8f9b9b7f1d4a9fdb4
org.uberfire	uberfire-commons	7.58.0.Final		2d1b2ada4a067069f403b3a2e2055ce2a74f4fcc
org.uberfire	uberfire-commons	7.59.0.Final		e2babfc1deb50caa66ee69717419dbf0e18a84c3
org.uberfire	uberfire-commons	7.60.0.Final		6b30971c92a9afad7084643757bb02bcf489a463
org.uberfire	uberfire-commons	7.61.0.Final		1cc92f02ce2cbba71ce14d2ac966f9617364b966
org.uberfire	uberfire-commons	7.62.0.Final		c6a0b0e39960954fcd4ad766910fc2849d837ca6
org.uberfire	uberfire-commons	7.63.0.Final		f6538b55dafe7a947feb9567c831a80a31b80a5b
org.uberfire	uberfire-commons	7.64.0.Final		3130aaa28fc17a212fea451179f0f5e59fb1d5ad
org.uberfire	uberfire-commons	7.65.0.Final		36e77bc0ee49e60fab33ddb7e71f6ab288d9fa18
org.uberfire	uberfire-commons	7.66.0.Final		cfd4a6ec853cf0260e5c41f15264d035f0f51ab7
org.uberfire	uberfire-commons	7.67.0.Final		d7477d14e43c7032bae83cf54583622d0903159f
org.uberfire	uberfire-commons	7.68.0.Final		cccfab0e9a4054ba511a0f19b7562cc5b15a0e1c
org.uberfire	uberfire-commons	7.69.0.Final		d9121ed4c6c2ddfeee5bc0683a68aaadfff6b79e
org.uberfire	uberfire-commons	7.70.0.Final		5f0efb31322fae2f5918128853c2e332bcf6c620
org.uberfire	uberfire-commons	7.71.0.Final		2d4c3772cf1244736e37d6b168b320ee208d703b
org.uberfire	uberfire-commons	7.72.0.Final		1d2d21eae1b08750ad75f44b74cfbfa8b255df1e
org.uberfire	uberfire-commons	7.73.0.Final		3955234c2234d99ecaa290123d9c585669087e9f
org.uberfire	uberfire-commons	7.74.0.Final		10962260ca1a2024b78099700b6df003c5de7338
org.uberfire	uberfire-commons	7.74.1.Final		d622b9d22450cb56aa2e1369beba5ecf980d4662
org.uberfire	uberfire-wires-core-trees	0.5.0.CR10		b0a63448decfa3896fe6a4d7c83b7882cf610629
org.uberfire	uberfire-wires-core-trees	0.5.0.CR11		981f93be6ebe1a5988b70606a88b6da9f7aeffdf
org.uberfire	uberfire-wires-core-trees	0.5.0.CR12		ffaa57cb5ad1cf4ac9e4cf0d34aa41ffc1f1715c
org.uberfire	uberfire-wires-core-trees	0.5.0.CR13		f52e9627e26487316f1a1418652b149efb991a13
org.uberfire	uberfire-wires-core-trees	0.5.0.CR4		02c2a2ff682a5573bc2bcae5e493be461fdccdf3
org.uberfire	uberfire-wires-core-trees	0.5.0.CR5		d8437b5506ef33cf2e1f0c6dec4df5c9b6424736
org.uberfire	uberfire-wires-core-trees	0.5.0.CR6		813803298cbc7c46b4156564639afcdeac30c206
org.uberfire	uberfire-wires-core-trees	0.5.0.CR7		3d07f81c25eadd733b824a1285efa43cc7feef61
org.uberfire	uberfire-wires-core-trees	0.5.0.CR8		f4008d20f6d34f4128f39213a21e71b8ab27e9e2
org.uberfire	uberfire-wires-core-trees	0.5.0.CR9		7c63e67836b675b337e0a46155dc6f5cf2f201aa
org.uberfire	uberfire-wires-core-trees	0.5.0.Final		41000414c18cc193d978b904f7c3037df42f8439
org.uberfire	uberfire-wires-core-trees	0.5.1.Final		21aed0361d82a1f6a7e228358177e98f901d7595
org.uberfire	uberfire-wires-core-trees	0.5.2.Final		6b537a3fc7058a5e819b9439e60da26e1f76d7f6
org.uberfire	uberfire-wires-core-trees	0.5.3.Final		391d71ee6961b07d64f1043144fe5f2b08b6200e
org.uberfire	uberfire-wires-core-trees	0.5.4.Final		a405cc5a096a4a545e1a7bda7f4bc26a89bba02c
org.uberfire	uberfire-wires-core-trees	0.5.5.Final		f76104ae3a641c3a6f9477e27d30b057bd541126
org.uberfire	uberfire-wires-core-trees	0.5.6.Final		b2bb9405e3509343e39e38252a8f886fc0fd4ac3
org.uberfire	uberfire-wires-core-trees	0.5.7.Final		c96f2fd6507d22d292de3bafcd47616fad131658
org.uberfire	uberfire-wires-core-trees	0.7.0.Beta1		12db0da179e89c1be40d31e52218f397a71b904a
org.uberfire	uberfire-wires-core-trees	0.7.0.Beta3		e1afd99e23261550a951e45537cb0a6d923da53b
org.uberfire	uberfire-wires-core-trees	0.7.0.CR1		9c3b9f6c3e7e7ed164fb9c8b9457f9e1dcf1a498
org.uberfire	uberfire-wires-core-trees	0.7.0.CR2		23f259316605712e299481608c81e80df59cebbb
org.uberfire	uberfire-wires-core-trees	0.7.0.CR3		8f1bf85b26c5fa461461cc01b553583b83947651
org.uberfire	uberfire-wires-core-trees	0.7.0.Final		e84425ada2091028dbdbe2109f0bb8e07a092a7e
org.uberfire	uberfire-wires-core-trees	0.7.1.Final		171796f470dafbb6d436b6b7ec16f46c1be85f73
org.uberfire	uberfire-wires-core-trees	0.7.2.Final		18262b791cdd32ee19f69150c171b120f29940ec
org.uberfire	uberfire-wires-core-trees	0.7.3.Final		490c291ce30b9f6ecfab6efc55883b9365fb44c6
org.uberfire	uberfire-wires-core-trees	0.7.4.Final		9c7518335ffaa134774fbf7677f804bfaf7fdee3
org.uberfire	uberfire-wires-core-trees	0.8.0.Beta1		dcf4648a60d0e79277eff1eae1b53678e32e974f
org.uberfire	uberfire-wires-core-trees	0.8.0.Beta2		26e882be5cd4689869479b338ea27317cfc761ef
org.uberfire	uberfire-wires-core-trees	0.8.0.CR1		8b5d44b003d075d44e85f23839376576b05243ad
org.uberfire	uberfire-wires-core-trees	0.8.0.CR2		2df9ce4e410bbaac1a4c43cae0989e49c1bfbbea
org.uberfire	uberfire-wires-core-trees	0.8.0.Final		ee9b07454d2d76a6d4d0754111890d82c3ebf104
org.uberfire	uberfire-wires-core-trees	0.9.0.Beta1		d7dda3f2c3014364706cb114fe96b2ba78fb5ae4
org.uberfire	uberfire-wires-core-trees	0.9.0.CR1		6bc7aef758f1441ed8d48c414f3267b10873db21
org.uberfire	uberfire-wires-core-trees	0.9.0.CR2		5964f035928229d2af7c73644bfa814b71363ff8
org.uberfire	uberfire-wires-core-trees	0.9.0.Final		439cb61722c28150fcc9e7b51baa0a27fda8a0cf
org.uberfire	uberfire-wires-core-trees	1.0.0.Beta1		428d030eb0f020fac3ce23200c7e67ff009b2b48
org.uberfire	uberfire-wires-core-trees	1.0.0.Beta2		2575edfaa0f404d091c8a61afbc73987ae63dc62
org.uberfire	uberfire-wires-core-trees	1.0.0.Beta3		cbb8cfb050a305e305cb06670a8528af3d2cb6c4
org.uberfire	uberfire-wires-core-trees	1.0.0.Beta4		db0ab6daa7bb212331b2a4a646a33b8700edb5a0
org.uberfire	uberfire-wires-core-trees	1.0.0.Beta5		f839abb5236660646b114a594123203b90a51aa9
org.uberfire	uberfire-wires-core-trees	1.0.0.Beta6		6865eebf0273e049e079f6468272ea745749e96c
org.uberfire	uberfire-wires-core-trees	1.0.0.Beta7		7c353d4e1e59ddaf361d3ed80e2be5ddf51e758d
org.uberfire	uberfire-wires-core-trees	1.0.0.Beta8		357d853eb136a4c21ad4c62d6ba8142966873660
org.uberfire	uberfire-wires-core-trees	1.0.0.CR1		e1535e52e26c1f9cb2a2764269c264d7aab77e2a
org.uberfire	uberfire-wires-core-trees	1.0.0.CR2		60e15635ceab5aeddccfdb26c407593b3e0c39bc
org.uberfire	uberfire-wires-core-trees	1.0.0.CR3		7d0c4543220ad85d353f93f337d3f4f4e5bb1d36
org.uberfire	uberfire-wires-core-trees	1.0.0.Final		6c6ea4d4cebe994293dd88475e3fbaed95d0371d
org.uberfire	uberfire-wires-core-trees	1.1.0.Beta1		f1190d0ddf19c0e1120812497d551352ea57dc49
org.uberfire	uberfire-wires-core-trees	1.1.0.Beta2		7dd4d96ee96812b45c2ea248e66455516c9fc916
org.uberfire	uberfire-wires-core-trees	1.1.0.Beta3		bf9034fbe14c1cf589769e28f3bb3179604afa25
org.uberfire	uberfire-wires-core-trees	1.1.0.Final		7a90f6717b70f4c79ad6bf8842a9edaca9128101
org.uberfire	uberfire-wires-core-trees	1.2.0.Final		fbd1e294292223f33f8df64492e98660fa626aad
org.uberfire	uberfire-wires-core-trees	1.3.0.Final		bb78e1c250b8fcad1913e41c55bb440eb4100946
org.uberfire	uberfire-wires-core-trees	1.4.0.Final		0dd63666abb95f262c0a73873a1207ec0c7767fc
org.uberfire	uberfire-wires-core-trees	2.10.0.Final		6898bee2165421720e138f1958d56b5ab277dcb5
org.uberfire	uberfire-wires-core-trees	2.11.0.Final		61a7a6c488f44d8fb65300129131c4bbacd89026
org.uberfire	uberfire-wires-core-trees	2.12.0.Final		84a1359ba108b4c5f4f6ee6695bcc3b04bbcef1b
org.uberfire	uberfire-wires-core-trees	2.13.0.Final		0f10db3d6e610884c12205c52e9042645169cd47
org.uberfire	uberfire-wires-core-trees	2.14.0.Final		f4f92eda83ac36e9030b8ad9386e985dc79644f8
org.uberfire	uberfire-wires-core-trees	2.15.0.Final		9a5d8e7f41124a118eaf8d3b81a4d8e7db11e0ff
org.uberfire	uberfire-wires-core-trees	2.16.0.Final		d61ea6142dea9c19bafd1bb08499588f01890aac
org.uberfire	uberfire-wires-core-trees	2.17.0.Final		fe49e1562218a029a5e8f60559a369ba46a80560
org.uberfire	uberfire-wires-core-trees	2.18.0.Final		bd3d32f7c8157c201af7d267abc42da5eafc5acf
org.uberfire	uberfire-wires-core-trees	2.19.0.Final		96f08f21631a32b1243e8808cd48a948aa46f99a
org.uberfire	uberfire-wires-core-trees	2.2.0.Final		f0afe860f4a945d4b1e57cea57d6a8c9bdc25b6e
org.uberfire	uberfire-wires-core-trees	2.20.0.Final		619da27556876957955ccec42d1cac3c5ee91c90
org.uberfire	uberfire-wires-core-trees	2.21.0.Final		4ecd017e93facdce1a0f29081f1829df03f1c746
org.uberfire	uberfire-wires-core-trees	2.22.0.Final		3f7626a1cd1a9bfef16f315b01b2a190fe69aa74
org.uberfire	uberfire-wires-core-trees	2.23.0.Final		c325be1a8869da0a7daf17d02fbe59605cb301c8
org.uberfire	uberfire-wires-core-trees	2.24.0.Final		b8c0219e8eb50cc02a0b359fe59c592deb2e4727
org.uberfire	uberfire-wires-core-trees	2.3.0.Final		2fd53da85358b269ddbe890b14bc729bb8398aff
org.uberfire	uberfire-wires-core-trees	2.4.0.Final		ba6499b0d1529ac26269c3e311c6ee82fa026755
org.uberfire	uberfire-wires-core-trees	2.5.0.Final		276cf08ec9d005be12fe140b0c6cf3c86d992dea
org.uberfire	uberfire-wires-core-trees	2.6.0.Final		5758eb278724793e419ae6dfb5ff1c3f3b5253fa
org.uberfire	uberfire-wires-core-trees	2.7.0.Final		9b21d425f187885e249a923e2d199047398dfbc4
org.uberfire	uberfire-wires-core-trees	2.8.0.Final		101759657d2e244b87eede716a2784aee655344b
org.uberfire	uberfire-wires-core-trees	2.9.0.Final		94607a0466e9310e71f9bdbee30c416d2a9669c9
org.uberfire	uberfire-wires-core-trees	7.28.0.Final		8ec321c92e0f8ef8b2203920426a4535f4b5232e
org.uberfire	uberfire-wires-core-trees	7.29.0.Final		757e6049e637a0485a19f0db99770b6b57dc5f42
org.uberfire	uberfire-wires-core-trees	7.30.0.Final		6b96f944e21d6aca8d27b9b16191af6a13e83d06
org.uberfire	uberfire-wires-core-trees	7.31.0.Final		72f4801b738da0b787143298d8d1114e72020d1d
org.uberfire	uberfire-wires-core-trees	7.32.0.Final		a41262c5f33f39795944d5d803061b5cf16cf02e
org.uberfire	uberfire-wires-core-trees	7.32.0.k20191223		547643e79d15a2d51019e78f4bb356152550959e
org.uberfire	uberfire-wires-core-trees	7.33.0.Final		9da4fb1fcbeada2d1d432bec540a001b8e71783a
org.uberfire	uberfire-wires-core-trees	7.34.0.Final		b3d85e492b9d92534df601342db35a39ce229783
org.uberfire	uberfire-wires-core-trees	7.35.0.Final		649efb02fdfed3d916a3a97b3f70204cde7359d8
org.uberfire	uberfire-wires-core-trees	7.36.0.20200330		e4b0a4f24b5413ba61453d05b9aa0d71cc0915f9
org.uberfire	uberfire-wires-core-trees	7.36.0.20200331		78e068848a78d469b9275271afd5faf6759b24e8
org.uberfire	uberfire-wires-core-trees	7.36.0.Final		78cc432484a441d17fd850f9890c3819ce0fe848
org.uberfire	uberfire-wires-core-trees	7.36.1.Final		90d0dbd556c7b448b9e915714dda1c60fa7cc85d
org.uberfire	uberfire-wires-core-trees	7.37.0.Final		a7e5dfa84be655d42d694146034d4cdfe04b61f4
org.uberfire	uberfire-wires-core-trees	7.38.0.Final		af2b970f870b43fe9a60b5df12dcaf3425fcca64
org.uberfire	uberfire-wires-core-trees	7.39.0.CR1		7eeaf2aa23d20409ab64d5afb3aa4550a51d531f
org.uberfire	uberfire-wires-core-trees	7.39.0.Final		19814afff5da25a3302945e4cd0d4c6410387e46
org.uberfire	uberfire-wires-core-trees	7.40.0.20200703		7bb7652758b29585e4cd367a6c8ba5228c545751
org.uberfire	uberfire-wires-core-trees	7.40.0.Final		840f7083f3a80ab200b33885ff624e2cc54264b6
org.uberfire	uberfire-wires-core-trees	7.41.0.Final		44af70a252f1b974717784ec9b7bac1d875f5347
org.uberfire	uberfire-wires-core-trees	7.41.0.t20200723		e49ca885510d5adbec2fa012d2594983671b81a4
org.uberfire	uberfire-wires-core-trees	7.42.0.Final		e788ccc9d1997608b9db50c40024a6c5c8d7101d
org.uberfire	uberfire-wires-core-trees	7.43.0.Final		12ec701bec68d164d9c44c6cb9de1741d0db5c1f
org.uberfire	uberfire-wires-core-trees	7.43.0.t20200824		3647c55c849c7e7a7666adda1e99b7b65b80f59e
org.uberfire	uberfire-wires-core-trees	7.43.1.Final		3634ae0891fc152f73bf7a37783164060d83a0f0
org.uberfire	uberfire-wires-core-trees	7.44.0.Final		5a4d6320d43ebdf85bd15c97a2d0d7c2cf6aef8a
org.uberfire	uberfire-wires-core-trees	7.45.0.Final		6217516bbdcf46b174248feb945df96bb2ea9765
org.uberfire	uberfire-wires-core-trees	7.45.0.t20201009		c732aa7f211da0fc832cb959ded46de4fc397fdc
org.uberfire	uberfire-wires-core-trees	7.45.0.t20201014		1d0b9c255aebc20c8b206b7e9dbc196813ded887
org.uberfire	uberfire-wires-core-trees	7.46.0.Final		c4a165debd2b4bb1f67d460bd0939658839fb6a8
org.uberfire	uberfire-wires-core-trees	7.46.0.t20201030		6a6ea88d4ee8d621c725b55c9b13a426f6629c57
org.uberfire	uberfire-wires-core-trees	7.47.0.Final		fcebf5c1551f7be9b1ec44913e7be3f388dbac66
