biz.netcentric.aem.ops.healthchecks.migration	hc-migration-felix-healthcheck-package	1.0.0		N/A
org.daisy.pipeline.modules.braille	epub3-to-pef	3.1.0	xprocdoc	40e7c60933782b9a3800c5ea6f96ddb0f5028f11
org.daisy.pipeline.modules.braille	epub3-to-pef	3.1.1		8218bc037c568381e4f11b784372cb96717c7518
org.daisy.pipeline.modules.braille	epub3-to-pef	3.1.1	doc	3331da1bbd01eba71e4859d437868679af1c1c32
org.daisy.pipeline.modules.braille	epub3-to-pef	3.1.1	xprocdoc	f033af3de489c43aa7c219047c36487f86f6ffb8
org.daisy.pipeline.modules.braille	epub3-to-pef	3.2.0		cec5fa32a0083a0161a57f213b2cec349257e165
org.daisy.pipeline.modules.braille	epub3-to-pef	3.2.0	doc	46af0ba89092d63789321979ef65242859e6782f
org.daisy.pipeline.modules.braille	epub3-to-pef	3.2.0	xprocdoc	78473da2212bdf6d42178eba5cd6749bfca1dccf
org.daisy.pipeline.modules.braille	epub3-to-pef	4.0.0		414c5084e416d11b08ad11cac4e66e960efb8ef2
org.daisy.pipeline.modules.braille	epub3-to-pef	4.0.0	doc	df61fbff6c07f92b35717abf2eb6297fed099971
org.daisy.pipeline.modules.braille	epub3-to-pef	4.0.0	xprocdoc	567ff58b2a17fb0121ec694085986b4cb4e8867a
org.daisy.pipeline.modules.braille	epub3-to-pef	4.1.0		e7b9176ef33e25ed89c1caaa68369825fd84b6fe
org.daisy.pipeline.modules.braille	epub3-to-pef	4.1.1		6dcfc040c1424b4db5ed380d079cf3bf0a10cd4d
org.daisy.pipeline.modules.braille	epub3-to-pef	4.1.1	doc	3c4b3b1adfc93e6abe8ae5c6d7ad1ff8a1804e18
org.daisy.pipeline.modules.braille	epub3-to-pef	4.1.1	xprocdoc	7d41baa7a376e972e519ca720f8658c2b76fc7b4
org.daisy.pipeline.modules.braille	epub3-to-pef	4.2.0		97c7bd23c9c9830f0a43adb422bbd92f29b2adfb
org.daisy.pipeline.modules.braille	epub3-to-pef	4.2.0	doc	2f0cc654851c2f6551fe7cfd193bb0b18d75f63b
org.daisy.pipeline.modules.braille	epub3-to-pef	4.2.0	xprocdoc	bc7d61de4e39ab485999dda1ef27abac988d5ad2
org.daisy.pipeline.modules.braille	epub3-to-pef	4.2.1		a93ac886cc1661617260c3d2b785232567ce4bf1
org.daisy.pipeline.modules.braille	epub3-to-pef	4.2.1	doc	19ab7d5b846cb2d8a6de0420ef130a858499363b
org.daisy.pipeline.modules.braille	epub3-to-pef	4.2.1	xprocdoc	ac7d235b167a22741e8df6a8edded0c2432841fd
org.daisy.pipeline.modules.braille	epub3-to-pef	5.0.0		f4a0acc68b4e9b67d7da4af0d920cc8fdf861a1a
org.daisy.pipeline.modules.braille	epub3-to-pef	5.0.0	doc	32157dc68cb56ffb488af80278a3d239074f71a6
org.daisy.pipeline.modules.braille	epub3-to-pef	5.0.0	xprocdoc	4cd7e200fbe493cac557463aa1b964a12925fa55
org.daisy.pipeline.modules.braille	epub3-to-pef	5.0.1		bd579fcd341a8b42b6c45b8cb237f47f06583f1c
org.daisy.pipeline.modules.braille	epub3-to-pef	5.0.1	doc	34b66e35163fd3b2a6f6dc8904fb60f933c66ec3
org.daisy.pipeline.modules.braille	epub3-to-pef	5.0.1	xprocdoc	32b0a060098e8064eed6158a9f1f1b0b95546b32
org.daisy.pipeline.modules.braille	epub3-to-pef	6.0.0		94cc60dd63229c0d5c8519d265ec296500450a0a
org.daisy.pipeline.modules.braille	epub3-to-pef	6.0.0	doc	77b77bcf555c3b0d9a25edd4880a76fc63dd18e3
org.daisy.pipeline.modules.braille	epub3-to-pef	6.0.0	xprocdoc	1e0657d841c4e2135f3b15e200ba71048ad038e0
org.daisy.pipeline.modules.braille	epub3-to-pef	6.0.1		88e125e67e610aa3ab2d0a96576849c6c018c93f
org.daisy.pipeline.modules.braille	epub3-to-pef	6.0.1	doc	8b20862ffacb72c2642b2cb8a6107b69959fbb24
org.daisy.pipeline.modules.braille	epub3-to-pef	6.0.1	xprocdoc	aaf2d281906a50991792d0e586a60daeb2ba311b
org.daisy.pipeline.modules.braille	epub3-to-pef	6.0.2		bfec88f725574b4f1fd6270497e441b63a4a2247
org.daisy.pipeline.modules.braille	epub3-to-pef	6.0.2	doc	411ce9cb85a85db384d871122fb69b66f9014e77
org.daisy.pipeline.modules.braille	epub3-to-pef	6.0.2	xprocdoc	1c7984ff7eaac48ec695b7256d1583725c20f310
org.daisy.pipeline.modules.braille	epub3-to-pef	6.0.3		2c89f6430aabade05884803ceae885355e6e8bff
org.daisy.pipeline.modules.braille	epub3-to-pef	6.0.3	doc	e765b04ac2a9fd9fcfc2ffde618317dc16dac1cb
org.daisy.pipeline.modules.braille	epub3-to-pef	6.0.3	xprocdoc	bf00ef2c64a0ba9974bd2c677abb94c76be3c48e
org.daisy.pipeline.modules.braille	epub3-to-pef	6.1.0		5faaaefcc60c7e6a20de1705c0cb5883d8e2a89a
org.daisy.pipeline.modules.braille	epub3-to-pef	6.1.0	doc	2171a5a65c66b28aa5a04a7cb5c173f88aa5d821
org.daisy.pipeline.modules.braille	epub3-to-pef	6.1.0	xprocdoc	c39c9f07b5b62ff059e7b537370e3ec7b00dcaee
org.daisy.pipeline.modules.braille	epub3-to-pef	7.0.0		1e240bcf0b8680ee27406451061253069a672f79
org.daisy.pipeline.modules.braille	epub3-to-pef	7.0.0	doc	edbf10f37a38abbe9a93913c787a8110757c9014
org.daisy.pipeline.modules.braille	epub3-to-pef	7.0.0	xprocdoc	fc2633be04738f7a183da2e237ca79d2e0683d9c
org.daisy.pipeline.modules.braille	epub3-to-pef	7.0.1		0ee901a2a074fc9007f884544137b190828c0870
org.daisy.pipeline.modules.braille	epub3-to-pef	7.0.1	doc	79c1a7ed9b0591ddff0ebb77ceec531d4a79c5b5
org.daisy.pipeline.modules.braille	epub3-to-pef	7.0.1	xprocdoc	edab72fa9526176118baf1607e1c7c127553a29c
org.daisy.pipeline.modules.braille	epub3-to-pef	8.0.0		c52cfaa4d8070e7a5a4dd98e3652ed9d0c7d0e21
org.daisy.pipeline.modules.braille	epub3-to-pef	8.0.0	doc	a2f22ebbc12c03cf8d1da5c2b59611db99429a5c
org.daisy.pipeline.modules.braille	epub3-to-pef	8.0.0	xprocdoc	2a49491a271f0d8daea481e9d83895bd90d41cbb
org.daisy.pipeline.modules.braille	epub3-to-pef	8.0.1		c83ca71b8db831a211b99c27aef48e3dfc476ba6
org.daisy.pipeline.modules.braille	epub3-to-pef	8.0.1	doc	a1826e4d503842000261c698fff33d90163d84b7
org.daisy.pipeline.modules.braille	epub3-to-pef	8.0.1	xprocdoc	3746bd64383900c828ea0e98f05cbf7879f1476d
org.daisy.pipeline.modules.braille	epub3-to-pef	8.1.0		80c64ebf1e4f653b5f625254d0319d928fdccf08
org.daisy.pipeline.modules.braille	epub3-to-pef	8.1.0	doc	87dfd0beb9e6b0d1d9583212b90d8bd54c4be240
org.daisy.pipeline.modules.braille	epub3-to-pef	8.1.0	xprocdoc	2d619773c20a3fd457374dc3fece06db07f9ec43
org.eclipse.vorto	org.eclipse.vorto.core	0.10.0		03648eb5e0165541b244b67b5de4b544b0b7d4f9
org.eclipse.vorto	org.eclipse.vorto.core	0.10.0.M1		693cc8f2099c623d506d655fe51290166a1d95cc
org.eclipse.vorto	org.eclipse.vorto.core	0.10.0.M10		8785592b00a7a8e3849a97e4445894df68a8c0dc
org.eclipse.vorto	org.eclipse.vorto.core	0.10.0.M11		7115c4e187be1dc08c988dc26cedb77e75103523
org.eclipse.vorto	org.eclipse.vorto.core	0.10.0.M2		af8d36e2e97bccd6d156140771b9ba00ff5fbd9c
org.eclipse.vorto	org.eclipse.vorto.core	0.10.0.M3		3fe6532d6b318b427c848b5bc40ee2c2d0969fcf
org.eclipse.vorto	org.eclipse.vorto.core	0.10.0.M4		e765a2da3908bb038d1b76203f00de2756bda5d9
org.eclipse.vorto	org.eclipse.vorto.core	0.10.0.M5		7c8f625468038b09b945f934ece0be12f1ade160
org.eclipse.vorto	org.eclipse.vorto.core	0.10.0.M6		c537c183d8dfc47925ab074a93a1509b4cb3016c
org.eclipse.vorto	org.eclipse.vorto.core	0.10.0.M7		8b44b2c45c5dafbadff4329ff3dbaddb4cb8373f
org.eclipse.vorto	org.eclipse.vorto.core	0.10.0.M8		7918d1e47b9051da4bbbbf1f11ae740bfa9d1ea7
org.eclipse.vorto	org.eclipse.vorto.core	0.10.0.M9		c42c8bc24c613c4b233e5680c8aae2ad603a341c
org.eclipse.vorto	org.eclipse.vorto.core	0.10.1		56bb8b37a683dafa1c5869861eac894c5bed414f
org.eclipse.vorto	org.eclipse.vorto.core	0.11.0		4c2406b4323df2165d720f1dcb7122f26fb50eba
org.eclipse.vorto	org.eclipse.vorto.core	0.11.1		09ee333e73b03ab18e8d92a79c8c977314a55297
org.eclipse.vorto	org.eclipse.vorto.core	0.11.2		ee8cafe48798d30e1120316c95efefe2588043dc
org.eclipse.vorto	org.eclipse.vorto.core	0.11.3		b2a252ffb6a388dafd2e68dedd502f4756fda2dc
org.eclipse.vorto	org.eclipse.vorto.core	0.12.0		bf9a38f7362e66c762b184919064e1142db06bfb
org.eclipse.vorto	org.eclipse.vorto.core	0.12.1		b5cfc1d284d6f698f8244e644d8b710fa403cfc8
org.eclipse.vorto	org.eclipse.vorto.core	0.12.2		66a7019630e716ee8a3281cce8807f6ddec8c5cd
org.eclipse.vorto	org.eclipse.vorto.core	0.12.3		c1859f00fbec2bdef4a6d7d7a7251aa4669b76b8
org.eclipse.vorto	org.eclipse.vorto.core	0.12.4		500739104c927953dfbf020b53225e3b67f5364d
org.eclipse.vorto	org.eclipse.vorto.core	0.12.5		ea1880f222eb2e7b029731eff20f99841946179f
org.eclipse.vorto	org.eclipse.vorto.core	0.12.6		e30b8adc256a46e82624cf5b4dc9a1c6e323c70d
org.eclipse.vorto	org.eclipse.vorto.core	0.9.0		67e18ed410556040128beded0d31d17eb8dbdaac
org.eclipse.vorto	org.eclipse.vorto.core	1.0.0		449d60ca7c917ab2cce619bda92f50afba20b39f
org.mobicents.servlet.sip.examples	diameter-openims	1.7.0.FINAL		N/A
org.monifu	scalax-atomic_sjs0.6_2.10	0.2		115cbfa8f41b7714018c47f3b9e4cf9cf2d9f645
org.monifu	scalax-atomic_sjs0.6_2.10	0.3		382ec64ebc5b13ddd2e2d12a7dca27f0ce37cbd9
org.n52.arctic-sea	iceland	10.0.0		c785e80aebaaf15e00e4c7516aac355879d01bd9
org.n52.arctic-sea	iceland	10.0.1		96b4ef923f0bb878df9a92842349c5c09a452467
org.n52.arctic-sea	iceland	10.0.2		7fafb6719814ab75d6e3e6d71a25a6eeba8a10fe
org.n52.arctic-sea	iceland	10.1.0		8a9ec4eaaca76c817ca3c1c7117191b28ff23857
org.n52.arctic-sea	iceland	10.1.1		44b5f3a877453e29e23ce829da72e5d35ef3f55f
org.n52.arctic-sea	iceland	3.0.0		43df9cd21ead1182b3350bd3d7381a28971c7246
org.n52.arctic-sea	iceland	3.1.0		9897d80e3af2b438ec0c5932a6d99eb4db894e5b
org.n52.arctic-sea	iceland	4.0.0		4d8378308a209942aa82ed4e3c8a3482889992ab
org.n52.arctic-sea	iceland	4.1.0		df06095842a2c80f80c383fb38ece2f9cf94bfc3
org.n52.arctic-sea	iceland	5.0.0		19c5564a2079154d5d9acb021a916ec0a69425ec
org.n52.arctic-sea	iceland	5.0.1		2a0d80497563b901d7b06a5348100db5a3b6cee0
org.n52.arctic-sea	iceland	5.1.0		679fe039323af4ae4e14d10622cc35c5eef0cfdc
org.n52.arctic-sea	iceland	5.2.0		3430d4344e33ac632c178ee012dc486567058ad2
org.n52.arctic-sea	iceland	5.3.0		982cecb879d83f427a5b6476c0a2cb8c7a09a3ab
org.n52.arctic-sea	iceland	6.0.0		875a35eb4e5c67a34e84e0cb80fcf682fabd5dec
org.n52.arctic-sea	iceland	7.0.0		baf8e3288f7d1adc62351e4d1058c3880ae1ecfe
org.n52.arctic-sea	iceland	7.1.0		ea8231bbc2338acb9308d1a15f5e700b7caa20c0
org.n52.arctic-sea	iceland	7.2.0		cfbcb179c52ac93f76f70ac31297f02fbcfe22eb
org.n52.arctic-sea	iceland	7.3.0		a44a6b20731ced0ac536a573f040e93a28906f13
org.n52.arctic-sea	iceland	7.3.1		18b3e0b53c8c470fbe2be7250dea11617d75ee99
org.n52.arctic-sea	iceland	7.4.0		eddc150c0813cd70b8df909a17e8766ff0ca1da6
org.n52.arctic-sea	iceland	7.4.1		6e2816e599cbfc59c3cbc449c8fc6054ef3755ab
org.n52.arctic-sea	iceland	7.5.0		ef0752b59c630f99eb2522b7253c9d32bd21d09c
org.n52.arctic-sea	iceland	7.5.1		575b90fd2b31add6042742821fde015ebf28764c
org.n52.arctic-sea	iceland	7.6.0		31ede5f5f6c6c85ed3033023d0c1cbe2cc9fcb48
org.n52.arctic-sea	iceland	7.6.1		dc5a0e57dbe1c3354220d4b49ea3c354670732e3
org.n52.arctic-sea	iceland	7.6.2		892cef2d58bc55393a45419a92495e8a5cdd96e5
org.n52.arctic-sea	iceland	8.0.0		9735c530d6bf2d81350b5c4408b12d2ece7fc993
org.n52.arctic-sea	iceland	8.0.1		fee30b01bb3a9ff3946fa83bf2fe167b1c85da6b
org.n52.arctic-sea	iceland	8.0.2		f356677e7f9f2b4538900226fbb4b6ccdbabcee0
org.n52.arctic-sea	iceland	8.0.3		e28456852ecd4326fa054c2d4e777312acd1a85a
org.n52.arctic-sea	iceland	8.1.0		8368c4b6a8dffaf7ac223c92e9d409710fd9c540
org.n52.arctic-sea	iceland	8.2.0		976854e8c74df67a4e1956980cf1e79ddfb03605
org.n52.arctic-sea	iceland	8.2.1		5dd772c80bc700425d2f6e76d37de495dac9c5bc
org.n52.arctic-sea	iceland	9.0.0		979522479dfa5799c1f6bee7e0f88b354d08c14e
org.n52.arctic-sea	iceland	9.0.1		1c22a2b455f36dd95c07f93129e8a7f2a3c508d3
org.n52.arctic-sea	iceland	9.1.0		3e6c2f35f7ded678fa47ee4200a511a9a840a4a2
org.n52.arctic-sea	iceland	9.1.1		f6f57e73d55a1e833a1dc1ae2f5c6789680f8348
org.n52.arctic-sea	iceland	9.2.0		3f154bc2680b8dec5909eb5d2e30d16b86278068
org.n52.arctic-sea	iceland	9.2.1		ed956235cf7e15523baa2f895e997f2a03820ad2
org.n52.arctic-sea	iceland	9.3.0		183091faa04c93f5d85af9e30336c6151ec3dee5
org.n52.arctic-sea	iceland	9.3.1		635c14dfe3bc82d31792e60b035e9625868c36e8
org.n52.arctic-sea	iceland	9.4.0		473e11b7312aab99f6e127191cfa540e7e1214da
org.n52.arctic-sea	iceland	9.5.0		aadd8ba9e4f174144c23bcc106756ca8dd986aa6
org.n52.arctic-sea	iceland	9.5.1		224c46aaaf9c9b7022b807bf0fa287e6da1bb9d3
org.n52.arctic-sea	iceland	9.5.2		29e00606d526fa78823529cebfb3b732e22af403
org.n52.arctic-sea	iceland	9.5.3		090ba55f200b74313ffa1b058c6074eb6038ee09
org.n52.arctic-sea	iceland	9.6.0		9ce813a75f1b1b6d2ca6261370a82a8127d92e86
org.n52.arctic-sea	iceland	9.6.1		737ee76abed3c13396066210d18a7572b9c404ef
org.n52.arctic-sea	iceland	9.7.0		17194c8ed36a20ac7b1a0a706331e786ca9b1929
org.n52.arctic-sea	iceland	9.8.0		3a1a6710122e684d617555be6cb6373617bf37b8
org.n52.arctic-sea	iceland	9.9.0		9588e406f7b55247e5ae0822574b7729c6d7f31e
org.odpi.egeria	view-generator-connectors	0.1		b8f34f101b64d331bb3363989ff0d378fc4f9856
org.odpi.egeria	view-generator-connectors	0.2		773466a12ea7cf142c8540f3f3e1e2f54ed5c525
org.odpi.egeria	view-generator-connectors	1.0		c47be8c357a5a024819176883b4c5343238a3e71
org.odpi.egeria	view-generator-connectors	1.1		179c14cf2cfde74b45b625dd0c50d7e5cfedf9c7
org.odpi.egeria	view-generator-connectors	1.2		16e9305744b8a49470dbf217cffedf84c042af90
org.odpi.egeria	view-generator-connectors	1.3		d5935a3ae99ffb9aa9a8e15d713eb775eb50d7db
org.odpi.egeria	view-generator-connectors	1.4		0983fa8f09d2bb73fb150ca0ec1abf8ef7ee8100
org.odpi.egeria	view-generator-connectors	1.5		9daae41d8643f64a7630c12456d1e92dabd6f27d
org.odpi.egeria	view-generator-connectors	1.6		33cef5155a33d5825b11c6c2da1f593862073014
org.odpi.egeria	view-generator-connectors	1.7		c60be1349452ea816bab44fea52437714c5a39c1
org.odpi.egeria	view-generator-connectors	1.8		5a5d13576dace3c53c706a6a866dff9270572c03
org.odpi.egeria	view-generator-connectors	2.0		db748367487d02fdf31f67efd8b49c3c6b8b0c69
org.odpi.egeria	view-generator-connectors	2.0	jar-with-dependencies	db3468650c37377ac0cf52c08ab85e9243c627d5
org.odpi.egeria	view-generator-connectors	2.1		65c4bc9c82130b8d6968e6bfd82182c56fbf91fe
org.odpi.egeria	view-generator-connectors	2.1	jar-with-dependencies	c59ef225671baafcc6a826da4d77544a3589e051
org.odpi.egeria	view-generator-connectors	2.10		1dbe6b35035ebec5abac4cc8dc42d8893f067459
org.odpi.egeria	view-generator-connectors	2.2		aa18f1bfb3dc1609b69443b530a568b4b8c3fb47
org.odpi.egeria	view-generator-connectors	2.3		8868ce5e13ec40e72b02a562425d1eda3d5ae1f4
org.odpi.egeria	view-generator-connectors	2.4		979e802b3301dee832653b65e431971504b23bd9
org.odpi.egeria	view-generator-connectors	2.5		6a4a742b8b56895dfb5e64a55121e89371cbb698
org.odpi.egeria	view-generator-connectors	2.6		7fe6d6214aa0e126edc9db3924542da0d1dc0f48
org.odpi.egeria	view-generator-connectors	2.7		a652e587ce1fcb2e69b738afa933e157969facba
org.odpi.egeria	view-generator-connectors	2.8		d7df206d0d67f5c612cc71f0ea60969eefdb0a33
org.odpi.egeria	view-generator-connectors	2.9		2c293f72fc5633f11726aaca822daddf5afcc889
org.typelevel	spire_2.12	0.14.0		d709fbeec6834aee0d66ea6cb640a757bbeb58d6
org.typelevel	spire_2.12	0.14.1		ba7c2c95be8ccb58aa5621652c0d4434da51de09
org.typelevel	spire_2.12	0.15.0		24c247d8018b7186ea8cda4da90d5eed5a4a7861
org.typelevel	spire_2.12	0.16.0		1322184ffc02bf739260e429eee50ae451fb84d4
org.typelevel	spire_2.12	0.16.1		1f3954e5daf14640bd4f3eb4edd284cac985c5a8
org.typelevel	spire_2.12	0.16.2		8541c299f798d2a42016c727aecb8c31a49743e2
org.typelevel	spire_2.12	0.17.0		7d12d93bb5e84109107c17e3ae5827e04bea943d
org.typelevel	spire_2.12	0.17.0-M1		948825db5072a4bccce3517f6ee7b745ae989db4
org.typelevel	spire_2.12	0.17.0-RC1		509ddef19cff2301270f8c381c23234548e47e26
org.webjars.npm	unreachable-branch-transform	0.3.0		170ebce3fb1fa3a4fd2428f3c14336164431e0af
org.webjars.npm	unreachable-branch-transform	0.5.1		75eab9306b1c46b41a133f903700d3c456d78856
org.wildfly.swarm	teiid-olap	2012.12.0		f145317c584af8b3c3f63f767aff1f20fe5351d9
org.wildfly.swarm	teiid-olap	2017.12.0		99dc4a99009474f38ccb021ce2509b8aa0691800
org.wildfly.swarm	teiid-olap	2017.12.1		8bac2a991bf2abe5639db0edc1d0aee8e599eb7c
org.wildfly.swarm	teiid-olap	2018.1.0		3eb97f9f6e0bf9fd06836d5ce255bc405ccf66fd
org.wildfly.swarm	teiid-olap	2018.2.0		86e65e584b20d8ecafec9a0728df7c4c946e5618
org.wildfly.swarm	teiid-olap	2018.2.0.Final		6b3922c06a6aec0238d54a308014b14aad5241be
org.wildfly.swarm	teiid-olap	2018.3.0		564a6431047bc26cf2a1f05d1e45200093c84b75
org.wildfly.swarm	teiid-olap	2018.3.1		7d40170810b0f6ce83379f6a32b94d1ae446b7c0
org.wildfly.swarm	teiid-olap	2018.3.2		3d016d07623c7241853b2d6724efd9a46ff365bb
org.wildfly.swarm	teiid-olap	2018.3.3		75ea7a9062c7883c2b42eb7de3eb357fdc8ee396
org.wildfly.swarm	teiid-olap	2018.4.0		21f11c69fc59109314cb4d4f7f0e1b74e53ce9c6
org.wildfly.swarm	teiid-olap	2018.4.1		e76f0163feb917187a2be67b7bf245d854fd094f
org.wildfly.swarm	teiid-olap	2018.5.0		052c82645b95eb775c375b868eaecfce785c3aee
ru.tinkoff	tofu-enums_2.12	0.1		9271d3f93a549c356d3b6ea0d1e891c064ffc42b
ru.tinkoff	tofu-enums_2.12	0.1.1		8b9a002a9b21231d96c659b6b0888fe33ddda13f
ru.tinkoff	tofu-enums_2.12	0.2.0		261cd6dfe8633f9b27d642f2ebc7d542edf3f1d7
ru.tinkoff	tofu-enums_2.12	0.3.0		d226388ec2483cfd9e57942bf38ebd50a217bf7b
ru.tinkoff	tofu-enums_2.12	0.4.0		ebf192fc556a04c8eb80d9a7a3a89e54d9a40dbc
ru.tinkoff	tofu-enums_2.12	0.5.0		1ebd7ae147e936b447a5b66e87905eebc100190a
ru.tinkoff	tofu-enums_2.12	0.5.1.1		8eb73dc5eba2ca3e8ed6f2a31db2d8f0710701bb
ru.tinkoff	tofu-enums_2.12	0.5.2		64fcb9bc475cbcaed40749a4b663f93613389f6a
ru.tinkoff	tofu-enums_2.12	0.5.3		cc59d546f87460040f73bc31b0a391246fbeaaf7
ru.tinkoff	tofu-enums_2.12	0.5.4		9bd5c81ba6c7fba998a26c2a382232fb644ddcbd
ru.tinkoff	tofu-enums_2.12	0.5.5		f8a9e4f12080220423fcdc205c81735317a7cb02
ru.tinkoff	tofu-enums_2.12	0.5.6		4627dfe3629b3bb937f41610e244ff8fd3f98291
ru.tinkoff	tofu-enums_2.12	0.5.7.1		bb9f1b15c4686e1a8563a84aba31d19c54d12127
ru.tinkoff	tofu-enums_2.12	0.5.7.2		635d8ce56535fb8bff99f5ebbb2357ab09aa3d9e
ru.tinkoff	tofu-enums_2.12	0.6.0		1888b4ca863b603814436f2fe873ac2c2d518706
ru.tinkoff	tofu-enums_2.12	0.6.1		36d360cf0a775d8e3a100ae0de5fe6ebf48d5ab2
ru.tinkoff	tofu-enums_2.12	0.6.2		5963e50e51ad3e9392fae1380827bf30b6e05b2e
ru.tinkoff	tofu-enums_2.12	0.6.3		d4dedf418b611040937f652702b5587c86a025fe
ru.tinkoff	tofu-enums_2.12	0.7.0		141e0d86f0dce6f20292dc0513bd0c35021e6899
ru.tinkoff	tofu-enums_2.12	0.7.1		c33f227b8d2499097fb3ccf716a0b644483d9bda
ru.tinkoff	tofu-enums_2.12	0.7.10		7960f9fdf7762926082ee31883da0c964fdd8bba
ru.tinkoff	tofu-enums_2.12	0.7.2		cfda941ba88119145b3819797c560e9119a915ed
ru.tinkoff	tofu-enums_2.12	0.7.2.1		8d4350d26fdb6d7955ef4e1291d7bd08907c3371
ru.tinkoff	tofu-enums_2.12	0.7.3		fa39b9901cb7a79f9dfa134fbd1f080e4163dbc0
ru.tinkoff	tofu-enums_2.12	0.7.4		a5428bc5326ad8b66652ea02972a058d8b941336
ru.tinkoff	tofu-enums_2.12	0.7.5		01946d2abc2730859c800ad2c6609ecdbfd80ec3
ru.tinkoff	tofu-enums_2.12	0.7.6		7f539660027ead89dd87f0ad249c1ce181c86c16
ru.tinkoff	tofu-enums_2.12	0.7.7		2c62a924313109c85162868ede99da53aae5c971
ru.tinkoff	tofu-enums_2.12	0.7.8		1dc779bd2a0ec7f8b6b2b9883a723d97d4acdb73
ru.tinkoff	tofu-enums_2.12	0.7.9		6eaaef7c5e4d42824043ef3a9d93a74d84973e68
ru.tinkoff	tofu-enums_2.12	0.8.0		8dd6057cae3b04ed0b7756c0699b4e0bb1743295
ru.tinkoff	tofu-enums_2.12	0.9.0		43e7a69574b952212f4b7e6ed1b38b9e9842a6fd
ru.tinkoff	tofu-enums_2.12	0.9.1		e1ad02340e0e25b5d80e07f9b4e8e8e7c0af4e96
ru.tinkoff	tofu-enums_2.12	0.9.2		a6d46f9a9f09b13bde2e6adf77ed2c1a9efba9c4
se.fnord	katydid	0.5.0		b8994e0af37e949ecf43524bd32c42d7c337e8ce
se.fnord	katydid	0.5.1		85639270ffe21b25cbfbcfec4d4a4902e42d84aa
se.fnord	katydid	0.5.2		cb3fc11656edbb5a7fd04e398cdefa92d19ac923
se.fnord	katydid	0.6.0		5e78dec679921da50c53b84981ea6e4e5f39780e
tz.co.asoft	kash-currency-tvosarm64	2.0.16		N/A
tz.co.asoft	kash-currency-tvosarm64	2.0.16	metadata	fec782a4f9360622bdb439d9ceb8f04ff5ab08b1
tz.co.asoft	kash-currency-tvosarm64	2.0.17		N/A
tz.co.asoft	kash-currency-tvosarm64	2.0.17	metadata	5b0deba7ff3bbd5253c7afb8f33a7abad69d1d45
tz.co.asoft	kash-currency-tvosarm64	2.0.18		N/A
tz.co.asoft	kash-currency-tvosarm64	2.0.18	metadata	3a01e49e03c68aba1cdef0f480489c7791636a5a
tz.co.asoft	viewmodel-test-tvosarm64	2.0.0		N/A
tz.co.asoft	viewmodel-test-tvosarm64	2.0.0	metadata	e1222540dcae6e05364dae30cb7149970a265725
tz.co.asoft	viewmodel-test-tvosarm64	2.0.1		N/A
tz.co.asoft	viewmodel-test-tvosarm64	2.0.1	metadata	524998b7a815cfa2533d64a4a929badb2cf638c1
tz.co.asoft	viewmodel-test-tvosarm64	2.0.2		N/A
tz.co.asoft	viewmodel-test-tvosarm64	2.0.2	metadata	123577b8422972cd1c434bf887e2b033946dfeee
xyz.mcxross.ksui	ksui-mingwx64	1.3.2		N/A
xyz.mcxross.ksui	ksui-mingwx64	2.0.0		N/A
xyz.molzhao	mybatis-plugin-boot-starter	1.0.0		b14851b23272492085d208ea656d73b8800375cd
xyz.molzhao	mybatis-plugin-boot-starter	1.0.1		104619cbf40f9392634f5102155fe33cf4fe3031
