app.cash.paging	paging-runtime-iosarm64	3.1.1-0.1.1	3.1.1-0.1.1-metadata	3d786df8bf90d50b92f2d324f2e980dd5ec02675
io.kevinlee	refined4s-doobie-ce2_sjs1_3	0.10.0	-	9758cadcdc20f918c1e295e346bbda71df428b99
io.kevinlee	refined4s-doobie-ce2_sjs1_3	0.11.0	-	d4d48e3b85fd37d6565d5f49aa76f1c2c5f0b7da
io.kevinlee	refined4s-doobie-ce2_sjs1_3	0.12.0	-	9eb8378a4b53b8acde89ce3d40d001d3762d584c
io.kevinlee	refined4s-doobie-ce2_sjs1_3	0.13.0	-	565fedf22999a328414b8e9447229ed56618c6f9
io.kevinlee	refined4s-doobie-ce2_sjs1_3	0.15.0	-	99f346f7ded85f672e87372da2190c449631a5e7
io.kevinlee	refined4s-doobie-ce2_sjs1_3	0.16.0	-	d19b8f49d717892e8a64b420aee029c90618303a
io.kevinlee	refined4s-doobie-ce2_sjs1_3	0.17.0	-	8539deb54dd98aa6338d85d47fe9b71de9c81cc8
io.kevinlee	refined4s-doobie-ce2_sjs1_3	0.18.0	-	2cb7f2ffeed1a8d3c7c3178abc9fd558e64571f8
io.kevinlee	refined4s-doobie-ce2_sjs1_3	0.19.0	-	f52a938759e2362bf44a8e7747683a523d32d5dc
io.kevinlee	refined4s-doobie-ce2_sjs1_3	0.4.0	-	b337be6aafbcd96c946299ad900e9ba550179c1c
io.kevinlee	refined4s-doobie-ce2_sjs1_3	0.5.0	-	cc5198f28e4a3f1552a6681accd34d97e56b73c6
io.kevinlee	refined4s-doobie-ce2_sjs1_3	0.6.0	-	e92fc3a19e015c9762b79db5b662bf879755ffc9
io.kevinlee	refined4s-doobie-ce2_sjs1_3	0.7.0	-	4a4b4acfb5081f9e4b383d5c871bb86faef7c7e3
io.kevinlee	refined4s-doobie-ce2_sjs1_3	0.8.0	-	7511c499c3cf2c24b027e72bbc6443a102648ac7
io.kevinlee	refined4s-doobie-ce2_sjs1_3	0.9.0	-	1f31d1e35e3b551dc7360de44a95e1a876b3b08d
io.kotest	kotest-assertions-json-watchossimulatorarm64	5.4.0	5.4.0-metadata	a57b180ff3a9a25f49421c94cd6022696cd7ec3d
io.kotest	kotest-assertions-json-watchossimulatorarm64	5.4.1	5.4.1-metadata	a87e0b1117aba7f8389af8675f1b6381abe07580
io.kotest	kotest-assertions-json-watchossimulatorarm64	5.4.2	5.4.2-metadata	8a3994dae4ebd21acb3a1799b81a20a5d1e0e6c2
io.kotest	kotest-assertions-json-watchossimulatorarm64	5.5.0	5.5.0-metadata	673ade276fe2ee345887f6f07a6a0e455b39092a
io.kotest	kotest-assertions-json-watchossimulatorarm64	5.5.1	5.5.1-metadata	1383dd0ceef2008fc8125e727e95f74897bc0004
io.kotest	kotest-assertions-json-watchossimulatorarm64	5.5.2	5.5.2-metadata	d5d73c8ee4aa593c6d0bbe5ea84567556804f446
io.kotest	kotest-assertions-json-watchossimulatorarm64	5.5.3	5.5.3-metadata	6cb7814677a028cd7a67b93a0917f24ad14edbfe
io.kotest	kotest-assertions-json-watchossimulatorarm64	5.5.4	5.5.4-metadata	72db852d659c4e68af34c81776f0f667cbab25ae
io.kotest	kotest-assertions-json-watchossimulatorarm64	5.5.5	5.5.5-metadata	e07a3086ee884c3b37410be69151fa09c0870664
io.kotest	kotest-assertions-json-watchossimulatorarm64	5.6.1	5.6.1-metadata	aadd4752a3d7a2323963812e56b6d753666903e2
io.kotest	kotest-assertions-json-watchossimulatorarm64	5.6.2	5.6.2-metadata	a0b95058dda466abec7cc8fe952fea52d5940f92
io.kotest	kotest-assertions-json-watchossimulatorarm64	5.7.0	5.7.0-metadata	f0dac265c6f2ea274dbcf6cd3d0ddbacb572723b
io.kotest	kotest-assertions-json-watchossimulatorarm64	5.7.1	5.7.1-metadata	2855846b650cf1ba8cdb0ee6989958698fe31113
io.kotest	kotest-assertions-json-watchossimulatorarm64	5.7.2	5.7.2-metadata	91fbdf1a279ef213a84fe6db6e6484a598a9b2b0
io.kotest	kotest-assertions-json-watchossimulatorarm64	5.8.0	5.8.0-metadata	b73b10a951ae35c1c4a0d9d6bedd75aaa7a7e1ad
io.kotest	kotest-assertions-json-watchossimulatorarm64	5.8.1	5.8.1-metadata	4cf7246a4f1ed7b914aee5045ab6bc81d1d34475
io.kotest	kotest-assertions-json-watchossimulatorarm64	5.9.0	5.9.0-metadata	02ac5ff5551ec5dfb5b9b7d28d4613b0aa10d370
io.kotest	kotest-assertions-json-watchossimulatorarm64	5.9.1	5.9.1-metadata	8f5f44787f0c565d85d1451daf2ad4beecf7ec53
io.kotest	kotest-assertions-json-watchossimulatorarm64	6.0.0.M1	6.0.0.M1-metadata	2ad14aed781c4a73ed4dbb421966d408a0a06686
io.kotest	kotest-assertions-json-watchossimulatorarm64	6.0.0.M2	6.0.0.M2-metadata	2ad14aed781c4a73ed4dbb421966d408a0a06686
io.kotest	kotest-assertions-json-watchossimulatorarm64	6.0.0.M3	6.0.0.M3-metadata	2ad14aed781c4a73ed4dbb421966d408a0a06686
io.kotest	kotest-framework-api-mingwx64	5.0.0.M1	5.0.0.M1-metadata	f2482d68387cfcb3d8ae8078e294bd748ac18dcd
io.kotest	kotest-framework-api-mingwx64	5.0.0.M2	5.0.0.M2-metadata	fe945509d83d6270f4d84ebdedc84c131e4c8324
io.kotest	kotest-framework-api-mingwx64	5.0.0.M3	5.0.0.M3-metadata	eb03be9cc2ea54b4535b1ba891f4ce7151a70e24
io.kotest	kotest-framework-api-mingwx64	5.0.0.M4	5.0.0.M4-metadata	b40591cc227071e6365362a544657a91ffe77d3e
io.ktor	ktor-sse-androidnativearm64	3.0.0	-	8253e08966e15faa8ab144f33d4cb90d399865b6
io.ktor	ktor-sse-androidnativearm64	3.0.0	3.0.0-kdoc	8253e08966e15faa8ab144f33d4cb90d399865b6
io.ktor	ktor-sse-androidnativearm64	3.0.1	-	35a818ec8e76db6307a5cd9013781208f1078dae
io.ktor	ktor-sse-androidnativearm64	3.0.1	3.0.1-kdoc	35a818ec8e76db6307a5cd9013781208f1078dae
io.ktor	ktor-sse-androidnativearm64	3.0.2	-	5ea7352abbaca748ddaa9c076353b93d162adc00
io.ktor	ktor-sse-androidnativearm64	3.0.2	3.0.2-kdoc	5ea7352abbaca748ddaa9c076353b93d162adc00
io.ktor	ktor-sse-androidnativearm64	3.0.3	-	0303d335ae93225c697628d39c9ee4130896534b
io.ktor	ktor-sse-androidnativearm64	3.0.3	3.0.3-kdoc	0303d335ae93225c697628d39c9ee4130896534b
io.ktor	ktor-sse-androidnativearm64	3.1.0	-	9c7456da174d38dc8cfa227d13bfbbe79543366f
io.ktor	ktor-sse-androidnativearm64	3.1.0	3.1.0-kdoc	9c7456da174d38dc8cfa227d13bfbbe79543366f
io.ktor	ktor-sse-androidnativearm64	3.1.1	-	2edd153fe1d2d9c22912f420e6adb8d139d7ed7e
io.ktor	ktor-sse-androidnativearm64	3.1.1	3.1.1-kdoc	2edd153fe1d2d9c22912f420e6adb8d139d7ed7e
io.ktor	ktor-sse-androidnativearm64	3.1.2	-	96baa8d8e5bd64f6760e60ff62a99ccc85264647
io.ktor	ktor-sse-androidnativearm64	3.1.2	3.1.2-kdoc	96baa8d8e5bd64f6760e60ff62a99ccc85264647
io.leopard	leopard-account-weixin	0.9.12	-	7b755abd4c104d77ac673b66d21620697f7637ad
io.leoplatform	leo-sdk-oracle	1.0.0	-	ad5bff743cbf5ada028743b456468f76ea5b7033
io.leoplatform	leo-sdk-oracle	1.0.1	-	024bed1beae3a14333d5bac97af24bf2da76b3b9
io.leoplatform	leo-sdk-oracle	1.0.10	-	63653d513455d33013e5af7c1e886667b6d6fbce
io.leoplatform	leo-sdk-oracle	1.0.2	-	3c401bdc063f32f1c01e0a737b05e303bcdde129
io.leoplatform	leo-sdk-oracle	1.0.3	-	0232897b39f40ef3c7f44eac3560b5951d7aac7c
io.leoplatform	leo-sdk-oracle	1.0.4	-	c5f8331d20e993e5d704135d65c0744072eed177
io.leoplatform	leo-sdk-oracle	1.0.5	-	b3d9e181dec2e9b00c62d00ac1955324a7d1dc6f
io.leoplatform	leo-sdk-oracle	1.0.6	-	62df80ffb7c0087fec9fcb4583de180e0d4b2b2f
io.leoplatform	leo-sdk-oracle	1.0.7	-	709d16ceff1046df722be8c450130a72f2ecb6bb
io.leoplatform	leo-sdk-oracle	1.0.8	-	e5ed025c128325bdadb745d5293675664aee12cd
io.leoplatform	leo-sdk-oracle	1.0.9	-	2d9dec3b38667b6380a1c98aed7cc72a63caecaf
io.micronaut.oraclecloud	micronaut-oraclecloud-atp	1.2.0	-	2734f4f3f7350e8e6e478a67c3c7f3109398ac17
io.micronaut.oraclecloud	micronaut-oraclecloud-atp	1.2.1	-	71d5eec5095452f4cd138e2d94b5754955e99927
io.micronaut.oraclecloud	micronaut-oraclecloud-atp	1.3.0	-	fac85ec9115ca03bb778419ec4358380a4a2c861
io.micronaut.oraclecloud	micronaut-oraclecloud-atp	1.3.1	-	d4454ea3b8d66844d1e15eb05d1cdd64f9126f0f
io.micronaut.oraclecloud	micronaut-oraclecloud-atp	1.3.2	-	3f8f6295818201b481e988c7b8033813b91feee8
io.micronaut.oraclecloud	micronaut-oraclecloud-atp	1.3.3	-	96653911b242eaaa25e5551a55a0d0d8e5ac4519
io.micronaut.oraclecloud	micronaut-oraclecloud-atp	1.3.4	-	8006aaa83be192cd70fa0d7a8614d396af261815
io.micronaut.oraclecloud	micronaut-oraclecloud-atp	1.3.5	-	278373ba46ef05ca198d9b3ec679dcc25908504c
io.micronaut.oraclecloud	micronaut-oraclecloud-atp	1.4.0	-	3ce4dfea63b973a5780e8c97627eb5cd2a1be527
io.micronaut.oraclecloud	micronaut-oraclecloud-atp	1.4.1	-	b062b91544384fd4bf34dfd4cadb80db6ca24c6a
io.micronaut.oraclecloud	micronaut-oraclecloud-atp	1.4.2	-	fb48786abbb1b93fded3dc6104bf73632e101430
io.micronaut.oraclecloud	micronaut-oraclecloud-atp	1.4.3	-	d477311fb96824a37a0dd0fa762da75d5039369f
io.micronaut.oraclecloud	micronaut-oraclecloud-atp	2.0.0	-	cde9a96f768ec68ed9ede2d5eaeb84252fde39fc
io.micronaut.oraclecloud	micronaut-oraclecloud-atp	2.0.0-RC1	-	cd494169c24d46a3f7ed12ac5145361e5cdab338
io.micronaut.oraclecloud	micronaut-oraclecloud-atp	2.0.2	-	989a551c1f76f20f36c60c5c0bfd2de6379235f8
io.micronaut.oraclecloud	micronaut-oraclecloud-atp	2.0.3	-	b21a66629c74c1dcb34ad501a5286b46c492ce8f
io.micronaut.oraclecloud	micronaut-oraclecloud-atp	2.0.4	-	158b7d59cb516b4e3d4d83f545d905b7bcb8d254
io.micronaut.oraclecloud	micronaut-oraclecloud-atp	2.1.0	-	0734808f4d3f1b7c03f008910cfd1056dea579c6
io.micronaut.oraclecloud	micronaut-oraclecloud-atp	2.1.1	-	c4e8e3f5f5eef7697bcbc854f304f6aded2c614b
io.micronaut.oraclecloud	micronaut-oraclecloud-atp	2.1.2	-	52bf21b07e464e5c4891ca4472e16e37f314e276
io.micronaut.oraclecloud	micronaut-oraclecloud-atp	2.1.3	-	f526b146bdea58ce41d26aab4884981bfa442a14
io.micronaut.oraclecloud	micronaut-oraclecloud-atp	2.1.4	-	3c01be3fd8719b526db88af0510d0018eb80585d
io.micronaut.oraclecloud	micronaut-oraclecloud-atp	2.1.5	-	a591a2e927be9606ab9fa514f84c47d308755f81
io.micronaut.oraclecloud	micronaut-oraclecloud-atp	2.2.0	-	27cf9126262ee6bdcb721e7645c10a00a36d166c
io.micronaut.oraclecloud	micronaut-oraclecloud-atp	2.2.1	-	a6a889a53bdf52febd696167e029828f12c5095e
io.micronaut.oraclecloud	micronaut-oraclecloud-atp	2.3.0	-	e22bd9fe1da5488c05d6af2481a472020b3b73cf
io.micronaut.oraclecloud	micronaut-oraclecloud-atp	2.3.1	-	c9bf016b4e05a261a89dff8d493b6581482286c2
io.micronaut.oraclecloud	micronaut-oraclecloud-atp	2.3.2	-	fd365117ad8c87081537360b8072e5132354d237
io.micronaut.oraclecloud	micronaut-oraclecloud-atp	2.3.3	-	13635b25a46326b95f89a3ad6baf1b33e7ccfbe0
io.micronaut.oraclecloud	micronaut-oraclecloud-atp	2.3.4	-	da6c71db45026591c532e7302674af46ef9714a1
io.micronaut.oraclecloud	micronaut-oraclecloud-atp	2.4.0	-	f850e067b8d911027d309f7b7f2f87f1558e3cf0
io.micronaut.oraclecloud	micronaut-oraclecloud-atp	3.0.0	-	9d5d66f7cdfc39c5392340c7632c80c1b56f0138
io.micronaut.oraclecloud	micronaut-oraclecloud-atp	3.0.0-M1	-	5e0356fd032dfd13892a2abc193422d7f36b64c5
io.micronaut.oraclecloud	micronaut-oraclecloud-atp	3.0.0-M10	-	be08b27f0ad3702e474ebabaa04e70278facf3d8
io.micronaut.oraclecloud	micronaut-oraclecloud-atp	3.0.0-M11	-	8a534a5a4c8bdb17b13a9a43be9499eb0046f144
io.micronaut.oraclecloud	micronaut-oraclecloud-atp	3.0.0-M12	-	4313ecf477d4d38c390f748f18ea2b3093551525
io.micronaut.oraclecloud	micronaut-oraclecloud-atp	3.0.0-M13	-	ce0f4a119cde95d2299ba2e21c3bc7f645a86ea1
io.micronaut.oraclecloud	micronaut-oraclecloud-atp	3.0.0-M14	-	f7099d260ea630de7b8eb9d5f6fe4a7aa1358df6
io.micronaut.oraclecloud	micronaut-oraclecloud-atp	3.0.0-M2	-	044f63d2a7bcdc1fc454f47db109dba6c2a93f00
io.micronaut.oraclecloud	micronaut-oraclecloud-atp	3.0.0-M3	-	94988476383c8dad4c079a02585d608be7b56aa5
io.micronaut.oraclecloud	micronaut-oraclecloud-atp	3.0.0-M4	-	0919d2536046c898263d0f84d55531c2a5e8b450
io.micronaut.oraclecloud	micronaut-oraclecloud-atp	3.0.0-M5	-	5dffaf625b0cb1d3dac74d187e582958db11f761
io.micronaut.oraclecloud	micronaut-oraclecloud-atp	3.0.0-M6	-	fd693e227bb74872ae4000de0e8e7b3263690eeb
io.micronaut.oraclecloud	micronaut-oraclecloud-atp	3.0.0-M7	-	625cda9a58dfa23860c4f6fd4df58653728bdeee
io.micronaut.oraclecloud	micronaut-oraclecloud-atp	3.0.0-M8	-	16d01a5862a87d43592a38a37017914281022bfd
io.micronaut.oraclecloud	micronaut-oraclecloud-atp	3.0.0-M9	-	1efc1e79bc81b1a802ce3f44fd20caeecaa1812b
io.micronaut.oraclecloud	micronaut-oraclecloud-atp	3.0.1	-	6507fd5d4df24c7967fd24addbed4a4783d89e68
io.micronaut.oraclecloud	micronaut-oraclecloud-atp	3.0.2	-	94de534c1e46e9dddf77aad3e070827d3fc06cb0
io.micronaut.oraclecloud	micronaut-oraclecloud-atp	3.0.3	-	45a75ce430ae259f6f6a536065217742a425e60b
io.micronaut.oraclecloud	micronaut-oraclecloud-atp	3.0.4	-	8c17f64da29c3e2a78e8b308d7a0f572c6e94673
io.micronaut.oraclecloud	micronaut-oraclecloud-atp	3.0.5	-	071869c4a1a8f2ca6f99cd32e7104e83386001ee
io.micronaut.oraclecloud	micronaut-oraclecloud-atp	3.0.6	-	89b606a1d260612511b67b9f6517cebaf30e1ff3
io.micronaut.oraclecloud	micronaut-oraclecloud-atp	3.0.7	-	f79cce2a4ed2c0c2c8669e56df06780476cb0100
io.micronaut.oraclecloud	micronaut-oraclecloud-atp	3.1.0	-	2a9cfcb70bd98d15d05a7364f5356debe4709186
io.micronaut.oraclecloud	micronaut-oraclecloud-atp	3.2.0	-	3e43fd0e5d8ab1295e2397c50d7666f645d7a3cf
io.micronaut.oraclecloud	micronaut-oraclecloud-atp	3.3.0	-	4282ead6fcc9c2488b70f3c47fa448c62273b4c2
io.micronaut.oraclecloud	micronaut-oraclecloud-atp	3.4.0	-	fd235944ac70dd4713c8ac41b586652c9a4db46a
io.micronaut.oraclecloud	micronaut-oraclecloud-atp	3.5.0	-	d7cd1c7f8bcaf8fa33d238a0bf8298a3ba8eceda
io.micronaut.oraclecloud	micronaut-oraclecloud-atp	3.5.1	-	430fc3e5df5381a564d290a391c0ee653ecf2103
io.micronaut.oraclecloud	micronaut-oraclecloud-atp	3.6.0	-	48f7d625211464dbdc6e7c45d852ce0092a59858
io.micronaut.oraclecloud	micronaut-oraclecloud-atp	3.6.1	-	d8b905b5e9a688183ff9dd3779b957eaab3e7a2f
io.micronaut.oraclecloud	micronaut-oraclecloud-atp	3.6.2	-	4385a4d234b6bec70125a806fcd9cd9fff8367e1
io.micronaut.oraclecloud	micronaut-oraclecloud-atp	3.7.0	-	7e1d3621b99b98b3862c9770445b2e75a9e058db
io.micronaut.oraclecloud	micronaut-oraclecloud-atp	3.7.1	-	1c366c4cdc0eb8d0bbac53e434ebe247c5aacf1c
io.micronaut.oraclecloud	micronaut-oraclecloud-atp	3.7.2	-	d86cfac1a7b73139b7aa3f40448579193fd0710a
io.micronaut.oraclecloud	micronaut-oraclecloud-atp	3.8.0	-	3d5831d02a61d46e51e1d102183c651748386378
io.micronaut.oraclecloud	micronaut-oraclecloud-atp	3.9.0	-	1bb2e6e086abf4aedde6ef7baf8f0f9574ebc535
io.micronaut.oraclecloud	micronaut-oraclecloud-atp	3.9.1	-	d9ca82860c7fe6081eb67d8d032ad859af262888
io.micronaut.oraclecloud	micronaut-oraclecloud-atp	4.0.0	-	4fd2f841c0d83f9c16a19ee49981ef5d816d8a13
io.micronaut.oraclecloud	micronaut-oraclecloud-atp	4.1.0	-	a7e1e9e4f5c453d02129421bfb48c798b54e2c24
io.micronaut.oraclecloud	micronaut-oraclecloud-atp	4.1.1	-	2b0afe803c8096ee9745e164306197a6f5a1f600
io.micronaut.oraclecloud	micronaut-oraclecloud-atp	4.2.0	-	8c90bc755d5133133831a99732374985a58bd988
io.micronaut.oraclecloud	micronaut-oraclecloud-atp	4.2.1	-	a81512f34ec6b5360a6380f94171bec25142af15
io.micronaut.oraclecloud	micronaut-oraclecloud-atp	4.3.0	-	adfeb05b733f23959ccad4f25f9c0aa85f1d8e6a
io.micronaut.oraclecloud	micronaut-oraclecloud-atp	4.3.1	-	2a0fbda64fd13bf6af1adddb0d87ce9db8b098a5
io.micronaut.oraclecloud	micronaut-oraclecloud-atp	4.3.10	-	ab5d8544e0de87cc9f58bf8ec941b09803b559b4
io.micronaut.oraclecloud	micronaut-oraclecloud-atp	4.3.11	-	caec0eae5785bc8a1385bf83217c600f9896d430
io.micronaut.oraclecloud	micronaut-oraclecloud-atp	4.3.2	-	2f341cc95de145c075f419d12ae5777fb9f574bd
io.micronaut.oraclecloud	micronaut-oraclecloud-atp	4.3.3	-	adfbe7a4408bfb133e6cfaa49f3a042776722cad
io.micronaut.oraclecloud	micronaut-oraclecloud-atp	4.3.4	-	09088a1ce802f8d85ad4a92967711fa291bd9425
io.micronaut.oraclecloud	micronaut-oraclecloud-atp	4.3.5	-	465a4edb48e839ec7913ffda143333be6855f8dc
io.micronaut.oraclecloud	micronaut-oraclecloud-atp	4.3.6	-	d0f1d0374a3b79e4d1ab9f6ae531c2862bf9a47b
io.micronaut.oraclecloud	micronaut-oraclecloud-atp	4.3.7	-	d7a30c9b035e1b2f2934d6cfaffd02e4ada2d2ec
io.micronaut.oraclecloud	micronaut-oraclecloud-atp	4.3.8	-	ada7e04ebfe0444c348bb11704b9429a1933ae28
io.micronaut.oraclecloud	micronaut-oraclecloud-atp	4.3.9	-	f11b732e6cfd9e16ed6eb6fa033087b3c991e013
io.micronaut.oraclecloud	micronaut-oraclecloud-atp	5.0.0	-	c1be5c9e3bb829336e74b5f76eea9e6dcaf14df3
io.micronaut.oraclecloud	micronaut-oraclecloud-atp	5.0.1	-	9cff195bbf3d8f7463c770f8989e850af0eb1c54
io.monix	monix-mongodb_2.12	0.3.3	-	f20d5fdb43becdb68d77e8741d4bde24ba46a73e
io.monix	monix-mongodb_2.12	0.4.0	-	74afb2433a172c81f3c6b026bef880b9d10ff5c5
io.monix	monix-mongodb_2.12	0.4.0-test1	-	f2979287ca7f554b3ea64543c69dbbb52dbd410d
io.monix	monix-mongodb_2.12	0.4.1	-	5c96b0bc418d40f502d13d7d294b1d4da7f9318b
io.monix	monix-mongodb_2.12	0.5.0	-	0717811a2bc6465971ab989dad08dbfb4d834dfb
io.monix	monix-mongodb_2.12	0.5.1	-	cd5618632b514bf2a7b255ffb023dbd1349e38c2
io.monix	monix-mongodb_2.12	0.5.2	-	c7722c0080643b7a8efee0f00f9000102d09ea11
io.monix	monix-mongodb_2.12	0.6.0	-	d5ca61a021693a5c3d46d2b0e8c6714ec4f9b658
io.monix	monix-mongodb_2.12	0.6.0-RC1	-	0a1f372a2fdbe4ebc1c33e3c3114efe04a4f8e74
io.monix	monix-mongodb_2.12	0.6.1	-	637ea48d1d66c13529c0b0efccbf1acee5e895d8
io.monix	monix-mongodb_2.12	0.6.2	-	8dc895f0d0c4038ebc642b5147aa2794b8960428
io.monix	monix-mongodb_2.12	0.6.4	-	1d592c292ff8f1948f8f04360bc340c024c0f583
io.monix	monix-mongodb_2.12	0.6.5.7	-	089e05e424f66d19b69f7cbd1f079962b3b6cced
io.monix	monix-mongodb_2.12	0.9.0	-	f276f0baefab37ee8293390fd3ba02674a7c3897
io.monix	monix-reactive_sjs0.6_2.12	2.0.6	-	5f5919c6c1089c02070afad42898fe64a5b7244f
io.monix	monix-reactive_sjs0.6_2.12	2.1.0	-	ee9c317d09ed7c1dff419742a0879b69f0db2434
io.monix	monix-reactive_sjs0.6_2.12	2.1.1	-	bcabd1c0196916dd7f005ee9df4b70126fde8001
io.monix	monix-reactive_sjs0.6_2.12	2.1.2	-	4eb060d010e56b72bb8d799f08907145d9c6e9cc
io.monix	monix-reactive_sjs0.6_2.12	2.2.0	-	516dda7b31d032115ae6a42f0037236af99fed7b
io.monix	monix-reactive_sjs0.6_2.12	2.2.0-M1	-	7231e915a8e2c3a010c309b58df6d3da2ce21edf
io.monix	monix-reactive_sjs0.6_2.12	2.2.1	-	a53c390c83550abf63b6584d04ac76b6d5b2011e
io.monix	monix-reactive_sjs0.6_2.12	2.2.2	-	1e7296234f577b788d02982d4c27e377bec74581
io.monix	monix-reactive_sjs0.6_2.12	2.2.3	-	606bb3ca6f7b6257bd89c2ad2762607ea5d9dafb
io.monix	monix-reactive_sjs0.6_2.12	2.2.4	-	70514bc95a06541b42d42fef3f5bf7297ee6de99
io.monix	monix-reactive_sjs0.6_2.12	2.3.0	-	8c85d47dcf7c1160523ebe7d7d05473a3e03c22b
io.monix	monix-reactive_sjs0.6_2.12	2.3.2	-	47288bdbad381ddcad8b8f3c8dba5e6439679986
io.monix	monix-reactive_sjs0.6_2.12	2.3.3	-	2a5566514341c8a78595ded5c42bad69bd312d0d
io.monix	monix-reactive_sjs0.6_2.12	3.0.0	-	4aed712f9a859c4bbdd2d9d6e5adb6c1bc11c200
io.monix	monix-reactive_sjs0.6_2.12	3.0.0-0e4e941	-	7de047f2cc16ccbfa390770dc4123b7e391e7f0e
io.monix	monix-reactive_sjs0.6_2.12	3.0.0-22bf9c6	-	38e69b1da999c0653f2ce04e9568cff74f7e71bb
io.monix	monix-reactive_sjs0.6_2.12	3.0.0-2aba296	-	757df83d62a5a44aabd564f375e2f3cf1f2294c9
io.monix	monix-reactive_sjs0.6_2.12	3.0.0-4ceea29	-	75d899db96e4b8e76011068368b7aa6ce9d699d4
io.monix	monix-reactive_sjs0.6_2.12	3.0.0-668a8b9	-	4f665efdfdef24edd4ec9bf83158f9e0d73e1a35
io.monix	monix-reactive_sjs0.6_2.12	3.0.0-6991be7	-	eeb78980fe1988bc95260b5dcd5ea66f3353cbd4
io.monix	monix-reactive_sjs0.6_2.12	3.0.0-7a337f9	-	b8baacfe29fbe0334f1eefa88c217f37cc17df68
io.monix	monix-reactive_sjs0.6_2.12	3.0.0-8084549	-	b95f33342b7e169c88798033c5b7c8eb0777c712
io.monix	monix-reactive_sjs0.6_2.12	3.0.0-9fcd178	-	704d3178ac643e851787379c3887948d0651a06a
io.monix	monix-reactive_sjs0.6_2.12	3.0.0-M1	-	369c11bb47f3ab2214d36c8a8dadcfecf587ffb2
io.monix	monix-reactive_sjs0.6_2.12	3.0.0-M2	-	4b13eed06a64bfa2b5627f719232421b9c8dd346
io.monix	monix-reactive_sjs0.6_2.12	3.0.0-M3	-	51e062c74ccd5e5f33378d331a06b2b630024ac5
io.monix	monix-reactive_sjs0.6_2.12	3.0.0-RC1	-	49bd063cff2eb89677d5afdc257aea0e8bd40825
io.monix	monix-reactive_sjs0.6_2.12	3.0.0-RC2	-	8ba5bb6a9698722dc90878a3dd8ab3aca9987fe6
io.monix	monix-reactive_sjs0.6_2.12	3.0.0-RC2-379831b	-	6d20dc9c189444cb40fe249346eb6280948942f4
io.monix	monix-reactive_sjs0.6_2.12	3.0.0-RC2-840c090	-	c4d7f5250b901e14b5cc40eadcec98f6b342d802
io.monix	monix-reactive_sjs0.6_2.12	3.0.0-RC2-c84f485	-	b52a5416e08d75be8f6315f8c63af4aa527b4000
io.monix	monix-reactive_sjs0.6_2.12	3.0.0-RC2-cb74787	-	c4164d9cc3f714f10c5a36e143ea5cf08a38ff51
io.monix	monix-reactive_sjs0.6_2.12	3.0.0-RC2-d0feeba	-	c425ef4d1335b353a6229fc86711880f98464352
io.monix	monix-reactive_sjs0.6_2.12	3.0.0-RC3	-	183fbad6e988dd32c28433bcf99f2c8fc4384bce
io.monix	monix-reactive_sjs0.6_2.12	3.0.0-RC4	-	03f856a6f940b68eef93d9c4c259acf482ed03c1
io.monix	monix-reactive_sjs0.6_2.12	3.0.0-RC4-99273a4	-	d94d5151a9ef3db207adc8a6415152c81e84b8c8
io.monix	monix-reactive_sjs0.6_2.12	3.0.0-RC5	-	af88a8eaf77a4a976325aea9c105c86066a95479
io.monix	monix-reactive_sjs0.6_2.12	3.0.0-b20be32	-	4c1bad1844908ba45c376d40305b036b18cf321c
io.monix	monix-reactive_sjs0.6_2.12	3.0.0-bfc2b51	-	4fa2a40677225139118a1ed73e5d953d387cb7e7
io.monix	monix-reactive_sjs0.6_2.12	3.0.0-d3288bb	-	6fec26365b213d736cd9effc9c07c3dd94a48a83
io.monix	monix-reactive_sjs0.6_2.12	3.0.0-ec266e1	-	32948ccca16de0947cdc16ff87a5843f0ac0cee4
io.monix	monix-reactive_sjs0.6_2.12	3.0.0-fbcb270	-	e9ebcfbe6f2f4a0ee3d46d4c7f8ee43b4115ac4c
io.monix	monix-reactive_sjs0.6_2.12	3.1.0	-	2035883e61b11259b9e120f9485b8eab20288714
io.monix	monix-reactive_sjs0.6_2.12	3.1.0-2156c0e	-	79e9d62999ed73f06ce84d542e53af3d3d663ad6
io.monix	monix-reactive_sjs0.6_2.12	3.2.0	-	5fbad998fd61b02e92e26f0bfd1797c58a844dca
io.monix	monix-reactive_sjs0.6_2.12	3.2.1	-	4a4a1d721c2287f6236df411f7186ba9f1715379
io.monix	monix-reactive_sjs0.6_2.12	3.2.2	-	668f31bfd7bc7ee6921424de1f7c10e8ef1c0ade
io.monix	monix-reactive_sjs0.6_2.12	3.2.2+31-11d88a1e	-	1399062de96a890043ba3cb9a04d2fbaa60a4b8f
io.monix	monix-reactive_sjs0.6_2.12	3.2.2+36-171586da	-	f5cb9c17b2a5806eef7335b1f2597f69e39d4e82
io.monix	monix-reactive_sjs0.6_2.12	3.2.2+37-1a5b9b1b	-	18e091a87253d0785c445ff0d843d6bd6cb8be5a
io.monix	monix-reactive_sjs0.6_2.12	3.2.2+39-60546608	-	303c7a5ad7b44fd5f67d3d8c41443c449ede8677
io.monix	monix-reactive_sjs0.6_2.12	3.2.2+41-615286ba	-	f1c1e8600e257c1fdf1b69e6070c695d2c10c887
