app.cash.sqldelight	android-paging3-extensions	2.0.0-alpha01		2bf5d4b8c6b483b79b57916102d1b0089b6a79c3
net.disy.legato.dist	legato-dist-full	1.3.0		N/A
net.disy.legato.dist	legato-dist-full	1.4.0		N/A
net.disy.legato.dist	legato-dist-full	2.0.0		N/A
net.exoego	aws-sdk-scalajs-facade-eventbridge_sjs1_2.12	0.29.0-v2.624.0		ab95a728e869e428c2d3cc40f6f5a911039bcb05
net.exoego	aws-sdk-scalajs-facade-eventbridge_sjs1_2.12	0.30.0-v2.715.0		62ec4e5af2c511847637b86399196103b71da8b0
net.exoego	aws-sdk-scalajs-facade-eventbridge_sjs1_2.12	0.31.0-v2.731.0		cefe0ac2fbb23d3bf72ac807953e1d44b12fdff7
net.exoego	aws-sdk-scalajs-facade-eventbridge_sjs1_2.12	0.32.0-v2.798.0		682a59a4ff261a8e39014c6ea1f5036b629b9819
net.exoego	aws-sdk-scalajs-facade-eventbridge_sjs1_2.12	0.33.0-v2.892.0		9f304abcbe40b4cf86274c2d3fc751426688562c
net.exoego	aws-sdk-scalajs-facade-glacier-nodejs-v8_sjs0.6_2.12	0.26.1-v2-524.0		1cb625ad484005315d3c720bd8caf03f81e3fc40
net.exoego	aws-sdk-scalajs-facade-glacier-nodejs-v8_sjs0.6_2.12	0.26.1-v2.524.0		4e62bf7237b6aa778fbfc8deba36fa043baeae36
net.kyori	blizzard	1.0.0		1a1fe4e8ea8cc280fe77bb935d7e001a1127d368
net.kyori	blizzard	1.0.1		1e44a6ce2627f43b4e1a9026d0e96577a8ec7db1
net.kyori	blizzard	1.0.2		24758719fa6235f628aba74424f09b92a9e6e27a
net.kyori	blizzard	1.0.3		067a34d5a66124531b128ca5eeb4fb7cba938f0a
net.kyori	blizzard	1.0.4		5795864e782638dd711735df924129300c7f11bb
net.kyori	blizzard	1.0.4-JDK8144185		87ef23989d904eb38e8da5742744b833db133341
net.kyori	blizzard	1.0.5		927bad625c00bad4200c9b441794a4245ae8f626
net.liftweb	lift-osgi_2.7.7	2.1		994f69ea1c46a7162cc6a43380fa95a198b8d693
net.liftweb	lift-osgi_2.7.7	2.1-M1		4a791534e97deb864b39091d8d9200f19710a5ba
net.liftweb	lift-osgi_2.7.7	2.1-RC1		f16cbe7b2598a0c028d56180c5de58ed38e5f080
net.liftweb	lift-osgi_2.7.7	2.1-RC2		a445bc05c92cfca46990898f990efa84fa73285a
net.liftweb	lift-osgi_2.7.7	2.1-RC3		04ee8e12909bf0611e581cf55279c2942e10b62e
net.liftweb	lift-osgi_2.7.7	2.2		427575f58191d22f6144713436576483bbe2f337
net.liftweb	lift-osgi_2.7.7	2.2-M1		4ec027e8abb5ace6b1c00d8b9c7932bd3d0c62da
net.liftweb	lift-osgi_2.7.7	2.2-RC1		0e62a9b10c66854769f020ea2379c51220e6c094
net.liftweb	lift-osgi_2.7.7	2.2-RC2		efe57ef36b974ceb883fd44f8e43bc41a96a745a
net.liftweb	lift-osgi_2.7.7	2.2-RC3		96dd53466a378b7f56eb1dca03f335a95445ff56
net.liftweb	lift-osgi_2.7.7	2.2-RC4		868753a9a26a0be60c2a0d047588d029b4dfb5ef
net.liftweb	lift-osgi_2.7.7	2.2-RC5		42a4294762423ce32fca57fb16d2f9dbc3549119
net.liftweb	lift-osgi_2.7.7	2.2-RC6		628e3034daf776fb86ca65d73972a27c06abd18c
net.nikore.gozer	server	1.0.0		b6e542aa333feb2e1536d5a3a0bad5980141c83d
net.nikore.gozer	server	1.0.0	withdeps	483bb6685831d8114e8395559b9c3f8ab2b14610
nl.coffeeit.aroma	pincode	0.0.1		N/A
nl.coffeeit.aroma	pincode	0.0.1	release-sources	d94836b628d3c6a91e9279719fd741902faba57d
nl.coffeeit.aroma	pincode	1.0.0		N/A
nl.coffeeit.aroma	pincode	1.0.0	release-sources	d94836b628d3c6a91e9279719fd741902faba57d
nl.coffeeit.aroma	pincode	1.0.1		N/A
nl.coffeeit.aroma	pincode	1.0.2		N/A
nl.coffeeit.aroma	pincode	1.0.3		N/A
nl.mirila.model	mirila-model-core	1.1.2		879e3d1ee68f594e1b391c4cffdae751cc15dc67
nl.mirila.model	mirila-model-core	1.1.3		6f0407dc47047dc398ecff6c9a6217c94443bc7a
nl.mirila.model	mirila-model-core	1.4.0		7035d0c6f9f0be0976ce233f864cfd036fa95147
nl.mirila.model	mirila-model-core	1.4.1		c6ab0e687458a3627d9b23849b86be1ee5722e10
nl.mirila.model	mirila-model-core	2.0.0		b1ee196c4a99a9bf8981d488e486e9919b52c80b
nl.mirila.model	mirila-model-core	2.1.0		b77152c769ab891b93d5e8ff7d53e19a3fe61907
nl.mirila.model	mirila-model-core	2.3.0		f141dacbe91196745146c74c46a5764371539c71
nl.mirila.model	mirila-model-core	2.3.1		7b266371c695fb43c586d1f0a06ad54a94c2716e
org.apache.activemq.examples.broker	topic	1.1.0		f40b3e1cc3089ad3d1c4f4f5c3c5d94414f0251a
org.apache.activemq.examples.broker	topic	1.2.0		c8b0dd353252a32d1f431ded28e6e09b0e33199d
org.apache.activemq.examples.broker	topic	1.3.0		288ae6889162e17d7eb025f16f2ab26f796cea8e
org.apache.activemq.examples.broker	topic	1.4.0		7e890898eef1e28f3d6bfe4bf24ddb79b853e63b
org.apache.activemq.examples.broker	topic	1.5.0		833f586e95c772fb88c3eafac5e5dc805afec425
org.apache.activemq.examples.broker	topic	1.5.1		f214112a76a6a89f926865fbc43a24d27d605417
org.apache.activemq.examples.broker	topic	1.5.2		fac7ab86207a51ce5486547b41724dbc8a24cbde
org.apache.activemq.examples.broker	topic	1.5.3		57b2e064ff650c55cd988af510bfde68087c314e
org.apache.activemq.examples.broker	topic	1.5.4		4440cef12d20e54087411ca6b9f2eb9980b849ea
org.apache.activemq.examples.broker	topic	1.5.5		ccf4b6dfd79bf4eaa007726d1156ed8b606a8476
org.apache.activemq.examples.broker	topic	1.5.6		583ddd619247281ea01cd90d45d5e27ce8daac97
org.apache.activemq.examples.broker	topic	2.0.0		047b76c0ea520d0d483b7e06d0ebab5851a5faa4
org.apache.activemq.examples.broker	topic	2.1.0		fa6653c6c51159dc08a99ba7daa17ebfa8030cb2
org.apache.activemq.examples.broker	topic	2.10.0		c44678e7673ecab96f6759cfe09442c00a5012d7
org.apache.activemq.examples.broker	topic	2.10.1		60d8afc8b0fdf664bedea21590f3cfa7dfecb464
org.apache.activemq.examples.broker	topic	2.11.0		0e4c0bd0a6cf12f554762cf6acf8580c7c463f12
org.apache.activemq.examples.broker	topic	2.12.0		2fec8bbcdef1fce064cdc7b080ae312921dc3b50
org.apache.activemq.examples.broker	topic	2.13.0		2cd3e6ac85a9322ee75f822b5a61f2c230b33f61
org.apache.activemq.examples.broker	topic	2.14.0		c216b58980cd81f739bc42cfc5533a3fdda00fa9
org.apache.activemq.examples.broker	topic	2.15.0		3f453a35108ae4bdc8aa4475a2dd69fbccf18b5e
org.apache.activemq.examples.broker	topic	2.16.0		710a18c190b3035729ab38bf002fa237af007d96
org.apache.activemq.examples.broker	topic	2.17.0		f8b485e0d2273d3bec03229734531c4a5b58f0a4
org.apache.activemq.examples.broker	topic	2.18.0		7a9e9d5addf467f68a47baff1d8ca1b8c39166c4
org.apache.activemq.examples.broker	topic	2.19.0		3a588f99b5489d58c6537ac917cc43cb52b14017
org.apache.activemq.examples.broker	topic	2.19.1		847f928b580f57d3a5092c6af93b0f5d51ed0642
org.apache.activemq.examples.broker	topic	2.2.0		6415b6ef7f764ff899a32f9a3e089ba4c2806599
org.apache.activemq.examples.broker	topic	2.20.0		131724df9e754557b256910049a5b23fa38c6220
org.apache.activemq.examples.broker	topic	2.21.0		3399010247a08e38543a0920831938762e57cce4
org.apache.activemq.examples.broker	topic	2.22.0		b8414b91c3676190a5af21c3800b96c637568248
org.apache.activemq.examples.broker	topic	2.23.0		31c484b8355fdc9748ee2eae3f8881460be79a1c
org.apache.activemq.examples.broker	topic	2.23.1		e4ec9d742bb77a4fd6d3860b39613dbe796c7ab8
org.apache.activemq.examples.broker	topic	2.24.0		0d86cba677688d12ba955d05e1a8892a82c068d4
org.apache.activemq.examples.broker	topic	2.25.0		e6fd93c5d8b9e5a85bc660ad481e7948ef482dea
org.apache.activemq.examples.broker	topic	2.26.0		1bc55fb56da542eb56c50c3aa1a21ef5057e59ac
org.apache.activemq.examples.broker	topic	2.27.0		109115ac78365bcaee874c2b242b537d6be44c6a
org.apache.activemq.examples.broker	topic	2.27.1		42157ed4528849c7ec9cba7e7adc663b60d77d8a
org.apache.activemq.examples.broker	topic	2.28.0		ca7f346b2e1a48e307a7f0ad80323fa411d5f459
org.apache.activemq.examples.broker	topic	2.29.0		e48bb8183d2b008ade6108b1cc630ec85f5091d7
org.apache.activemq.examples.broker	topic	2.3.0		d193e970d3e24e272be54973489daaa94024eb82
org.apache.activemq.examples.broker	topic	2.30.0		3080b278a810c9bdac770c6b812990343d5d1130
org.apache.activemq.examples.broker	topic	2.31.0		4a38b3c8f803675a20e2ff20d72f1f478efdd7e5
org.apache.activemq.examples.broker	topic	2.31.1		a8aec3cc9c462e1a9431ecf0fdc124fe3811714c
org.apache.activemq.examples.broker	topic	2.31.2		5a4c03d4bb41a96bfb70674eda56ff3a08d930f5
org.apache.activemq.examples.broker	topic	2.4.0		8ff23631e4ac2af09d6f50083378d623634793e9
org.apache.activemq.examples.broker	topic	2.5.0		b2ea712333f84539cdf9a0a322c09ee1cdbf15c4
org.apache.activemq.examples.broker	topic	2.6.0		1deafa0dbc647e51e4063406b671a6314650ee81
org.apache.activemq.examples.broker	topic	2.6.1		1f1a00cc761fb6a1d2e5cbaa34e3fb499fbc44d5
org.apache.activemq.examples.broker	topic	2.6.2		9b986d7e2d9a538f0579a89e4e3e01b55717470b
org.apache.activemq.examples.broker	topic	2.6.3		1c4d1b568b8277cbaa2a5b2f60e892df16fb498d
org.apache.activemq.examples.broker	topic	2.6.4		85146ce3f7829ea652b040cfb1462031b9967247
org.apache.activemq.examples.broker	topic	2.7.0		9afd41b6a7d3674bd5f39343a6c87713f5edf3ef
org.apache.activemq.examples.broker	topic	2.8.0		03c8624c62e33b60f072b596bf27f8bc6aa1c2c8
org.apache.activemq.examples.broker	topic	2.8.1		007c2005d5fb14040d7834bd9b0b134cf082ea0f
org.apache.activemq.examples.broker	topic	2.9.0		d47c2cdb246af68835b5cd8a3b7bced6e657153b
org.apache.drill.contrib	drill-format-excel	1.17.0		d8566559d022a2749ae11c648baf100c88ae02c7
org.apache.drill.contrib	drill-format-excel	1.18.0		1c133f41c17d4bbeb31cc8809e1153c6f5daeb95
org.apache.drill.contrib	drill-format-excel	1.19.0		4607dcc7979343249cc2684a42440b67e8b09514
org.apache.drill.contrib	drill-format-excel	1.20.0		6c5cf120f244a74c798802a9d304cec9cdb29d9b
org.apache.drill.contrib	drill-format-excel	1.20.0-hadoop2		5c8cb31d06150059b28500e6d4913a219de705c7
org.apache.drill.contrib	drill-format-excel	1.20.2		06bf6172937822d50c88e9c35fd4b5445a18a282
org.apache.drill.contrib	drill-format-excel	1.21.0		4a7675595ecd689fae47b82f0882ac356d62fe31
org.apache.drill.contrib	drill-format-excel	1.21.1		8e406e4cc99ccaff53050a59ce8b8d2e700516ab
org.apache.drill.contrib	drill-format-excel	1.21.2		77f762d5ed84f549836ef99c42e56d9f2afa30df
org.apache.inlong	format-rowdata	1.11.0		N/A
org.apache.inlong	format-rowdata	1.12.0		N/A
org.apache.inlong	format-rowdata	1.13.0		N/A
org.apache.inlong	format-rowdata	2.0.0		N/A
org.apache.inlong	format-rowdata	2.1.0		N/A
org.apache.polygene.libraries	org.apache.polygene.library.alarm	3.0.0		152b1339a62f37357cf476c1f9a2c3a8d0ecab3d
org.bitbucket.t1ck	t1ck-widebase-db-table_2.9.1	0.1.0		902ed89cadbf313173b43e47ff60ef84e0fa0971
org.deeplearning4j	deeplearning4j-scaleout-akka__2.10	0.4-rc3.10		e77c01b85cc03c9705d3ca2f86f7c8ead5866529
org.deeplearning4j	deeplearning4j-scaleout-akka__2.10	0.4.0		297683a8110169fb650f784df4f5c7ba7413de20
org.eclipse.birt	org.eclipse.birt.tests	4.9.0		f069dde4296a7f779c25da4b5712a322ade14d16
org.eclipse.birt.nl	org.eclipse.birt.report.designer.ui.lib.nl1	4.9.0		2556f322ac4f7e929ac911da69ede9d38a4e8f9a
org.evolvis.bsi	kolab-ws-ear	3.10		N/A
org.evolvis.bsi	kolab-ws-ear	3.11		N/A
org.httpobjects.netty	httpobjects-netty-3	0.10.0		14dc0f7b86515212b9b2899b87806883d333d420
org.httpobjects.netty	httpobjects-netty-3	0.11.0		7cb4e7ee83bc7a1a68ebc52e637e333cae3cb6e5
org.httpobjects.netty	httpobjects-netty-3	0.12.0		dd404681d85713efbcd5856ecd56ba35d7a0b507
org.httpobjects.netty	httpobjects-netty-3	0.13.0		2ca9ab4b728bcf259e106d1885d0fcbb6d459813
org.httpobjects.netty	httpobjects-netty-3	0.27.0		9943a7f10de1651bbfbed1a3b93dc40b92734157
org.httpobjects.netty	httpobjects-netty-3	0.53.0		67aeab4f9d01e499b7bc6d4a7486a0bad16d5ca5
org.httpobjects.netty	httpobjects-netty-3	0.54.0		dc79fd3af15ccbe8db03fdfe34b50db1462c4cb8
org.httpobjects.netty	httpobjects-netty-3	0.55.0		e98d55e89ca3961826d8573ce327b2da70d2faf0
org.httpobjects.netty	httpobjects-netty-3	0.9.0		b968ac910172f4efe41898aa10c615df7c24f4d6
org.httpobjects.netty	httpobjects-netty-3	1.0.0.pre1		0c8011564748c0614cf00d6da3a5ea307403c14b
org.httpobjects.netty	httpobjects-netty-3	1.0.0.pre3		4b25eda8e9ca97e54e3c1357fc5e7e5b7dbbe085
org.httpobjects.netty	httpobjects-netty-3	1.0.0.pre4		04b09d2d7d5931d9802c23bf81c1d2df975b7ef7
org.httpobjects.netty	httpobjects-netty-3	1.0.0.pre5		efc30d1ee58556e14aadf71332de577b91f52ba6
org.httpobjects.netty	httpobjects-netty-3	1.0.0.pre6		6595c257ba2571a42e58ee7e6ed8a46202b49a25
org.httpobjects.netty	httpobjects-netty-3	1.0.0.pre7		62092859ebddb3718169627e256dc2e8cf4393af
org.jclouds.labs	dynect	1.5.10		35c15e246d5a32ef7e7a4bb888f1addc383774a9
org.jclouds.labs	dynect	1.5.6		673bdf503d2880dc49a54357aea6403686b9f7ce
org.jclouds.labs	dynect	1.5.7		d15100543da7cf212e04cc7687b4f462a467f020
org.jclouds.labs	dynect	1.5.8		b0c2c67a13dbc07dd842dd8238c56a89739b728f
org.jclouds.labs	dynect	1.5.9		2cb207223a2616f3f788255c8526549b66ad3e46
org.jclouds.labs	dynect	1.6.0-alpha.1		b872d8307ff0651a3892203c75c33d593edaa89d
org.jclouds.labs	dynect	1.6.0-alpha.2		5929aa8931f43afb19872f52974b2d550542a431
org.jclouds.labs	dynect	1.6.0-alpha.3		a7091bb2bd9f5f39eb50352edf1fe22ecd78aab1
org.jclouds.labs	dynect	1.6.0-alpha.4		584481713141bae9b453016b544fa06febb38898
org.kie.commons	kieora-api	6.0.0.Alpha9		77e26b65fd1e3cfa62331081d83de79842567ed7
org.kie.commons	kieora-api	6.0.0.Beta1		8059686dd8b4ba8d7331ab8eb4220136a570f6cb
org.kie.commons	kieora-api	6.0.0.Beta2		bee75a2a5fc1f8a8f8e240afa394238f693b8a3e
org.kie.commons	kieora-api	6.0.0.Beta3		f8f261bbcb1628cbfcf73aee7b3eaa22504ac721
org.kie.commons	kieora-api	6.0.0.Beta4		b17138d6aefdc4c83cbe19fe6bc2f1a9be95f831
org.kie.commons	kieora-api	6.0.0.Beta5		c9ce03f479e3ebd2f8338a264515ea783cac580a
org.kie.commons	kieora-api	6.0.0.CR1		d4c48f1989b0ef2580037b587125c7e96ed606a1
org.kie.commons	kieora-api	6.0.0.CR2		f75e85433fc67f5334a77d28a9f2bf81f9a71613
org.kie.commons	kieora-api	6.0.0.CR3		fee444c53d05738daffa62f8545fa6294e177cc3
org.kie.commons	kieora-api	6.0.0.CR4		57982e432fd3b5b7fd7c0278b51d06561b446fbf
org.kie.commons	kieora-api	6.0.0.CR4-Pre1		b9f743323058a5d5227918fb7e5a42b5c18cc89f
org.kie.commons	kieora-api	6.0.0.CR5		26f8172ea6f4a4fa75de377a3b7a678a5bd098e7
org.kie.kogito	kogito-addons-messaging-parent	1.11.0.Final		N/A
org.kie.kogito	kogito-addons-messaging-parent	1.11.1.Final		N/A
org.kie.kogito	kogito-addons-messaging-parent	1.12.0.Final		N/A
org.kie.kogito	kogito-addons-messaging-parent	1.13.0.Final		N/A
org.kie.kogito	kogito-addons-messaging-parent	1.14.0.Final		N/A
org.kie.kogito	kogito-addons-messaging-parent	1.14.1.Final		N/A
org.kie.kogito	kogito-addons-messaging-parent	1.15.0.Final		N/A
org.kie.kogito	kogito-cloud	0.1.0		N/A
org.kie.kogito	kogito-cloud	0.1.1		N/A
org.kie.kogito	kogito-cloud	0.1.2		N/A
org.kie.kogito	kogito-cloud	0.1.3		N/A
org.kie.kogito	kogito-cloud	0.2.0		N/A
org.kie.kogito	kogito-cloud	0.3.0		N/A
org.kie.kogito	kogito-cloud	0.4.0		N/A
org.kie.kogito	kogito-cloud	0.5.0		N/A
org.kie.kogito	kogito-cloud	0.5.1		N/A
org.kie.kogito	kogito-cloud	0.6.0		N/A
org.kie.kogito	kogito-cloud	0.6.1		N/A
org.kie.kogito	kogito-cloud	0.7.0		N/A
org.kie.kogito	kogito-cloud	0.7.1		N/A
org.kie.kogito	kogito-cloud	0.8.0		N/A
org.kuali.rice	rice-tools-test	2.4.0		fbf3e605d98b7d893766c21165cc2259dc99dddc
org.kuali.rice	rice-tools-test	2.4.0-M5		5d43c33c42035def6f57f921053c81328790f9c0
org.kuali.rice	rice-tools-test	2.4.1		9537a29a2b7af7f972d751b54073502b3b322977
org.kuali.rice	rice-tools-test	2.4.2		b3908bd8462c0ca4042aebb023042a9d62fae820
org.kuali.rice	rice-tools-test	2.5.0		0b4f1efad4621af2fa52a959a3d1a301bc0e6bdb
org.kuali.rice	rice-tools-test	2.5.1		9cd33444c501a1bd5f41ae48c9aac72914881642
org.kuali.rice	rice-tools-test	2.5.10		c6574f3918fb4aea6ad712600cf311151a33ad26
org.kuali.rice	rice-tools-test	2.5.11		141c39185d0539af3f2fc5a493329e326be516a2
org.kuali.rice	rice-tools-test	2.5.12		29f2046e396f910629f8d82c53aa3d6a0f800056
org.kuali.rice	rice-tools-test	2.5.14		4db46a028bd2af28db5015720aa0b845a2fd75d6
org.kuali.rice	rice-tools-test	2.5.15		c56f85cc144e18aa00ab7acebc386e91fd87dd8b
org.kuali.rice	rice-tools-test	2.5.16		8b79bac0bb5d7f378039b8e7252972a06cecc0f9
org.kuali.rice	rice-tools-test	2.5.17		485c2f3647d9727029000cc5529656f503e02cab
org.kuali.rice	rice-tools-test	2.5.18		6c63baa322e54bb8a002a4d3d0aef64d340565f7
org.kuali.rice	rice-tools-test	2.5.19		8ce73e2be553b313a06fd7101b253173b5d3f34b
org.kuali.rice	rice-tools-test	2.5.2		dc627d81cf9dcf1c0055413c2b6f89fb4cd6cb3c
org.kuali.rice	rice-tools-test	2.5.3		b4676755fcf4e540207477c37e88b93a635bd40d
org.kuali.rice	rice-tools-test	2.5.4		54dca17c6ef5835662a7be3e1fe451219cc3bb9a
org.kuali.rice	rice-tools-test	2.5.5		9f28a594551b9b32f8b8a6b0d3080d5dee98161e
org.kuali.rice	rice-tools-test	2.5.6		746d1b37861ed90b34ce99a2286f39b5e8d0e6c8
org.kuali.rice	rice-tools-test	2.5.9		e0fc0c36420c1a7f0657eafb512858ff8a8215ce
org.kuali.rice	rice-tools-test	2.6.0		01867e8f34d9f6f64798bfe27cc124e3d602761a
org.kuali.rice	rice-tools-test	2.6.1		7f99b421f8b1478ce040448f949be6debdf496f6
org.kuali.rice	rice-tools-test	2.6.2		19fa045289ffec7b92e944f82e36cb9c52e25e23
org.kuali.student.repository	git-repo-cleaner	0.0.2		405068efc1b93b450f5086a16550e38ceff420c5
org.kuali.student.repository	git-repo-cleaner	0.0.3		293c45f1a2de531767d3700d35f36ba56c53105e
org.kuali.student.repository	git-repo-cleaner	0.0.4		8e98b18b38da68f029feb82a9d06422064b24153
org.mayocat.shop	mayocat-shop-payment-vendor-paypal-adaptivepayments	0.40.0		1223510934b55dc742f3e35eef4956a54fa6e093
org.mvnpm	whatwg-mimetype	2.3.0		d3b22d0df3ff0f512be13d06b72250b9e39a4d80
org.mvnpm	whatwg-mimetype	3.0.0		26f10d030d8302c51170c2c5e05e1675bc5c03b6
org.mvnpm	whatwg-mimetype	4.0.0		d20898cdc98e6eea8389934a49baba7b1ec96acf
org.neo4j.3rdparty.javax.ws.rs	jsr311-api	1.1.2.r612		a088198b2cff15b6d595178b1655bc88b858ad58
org.neo4j.gds	neo4j-kernel-adapter-5.18	2.6.2		e2ef0def56e27a8e295e87b009ae74bdfe501ab5
org.neo4j.gds	neo4j-kernel-adapter-5.18	2.6.3		21e4737d84d3ed730488860fa707d297784cbc55
org.neo4j.gds	neo4j-kernel-adapter-5.18	2.6.4		N/A
org.neo4j.gds	neo4j-kernel-adapter-5.18	2.6.5		358e5ca2150320a258f17c2ea7b830f3838fe0f0
org.neo4j.gds	neo4j-kernel-adapter-5.18	2.6.6		f8d64390cbf60df305799ab0b5023dee03b00bdd
org.neo4j.gds	neo4j-kernel-adapter-5.18	2.6.7		4f7c482d76eb96928074590ca85a9d93a500e41a
org.neo4j.gds	neo4j-kernel-adapter-5.18	2.6.8		1736a4dd363bcc31abf1d1fb02c2a2f0c927cf46
org.neo4j.gds	neo4j-kernel-adapter-5.18	2.6.9		fd0323f340d6f35e9a06e448ae46c7f2287145f1
org.neo4j.gds	neo4j-kernel-adapter-5.18	2.7.0		c71d12d688075a29489d3cad1d41e86bb7b7fae9
org.neo4j.gds	neo4j-kernel-adapter-5.18	2.7.0-alpha03		f7337d08688ab76c208957bc73d8bdabbe32b2d2
org.neo4j.gds	neo4j-kernel-adapter-5.18	2.8.0		6a8f24c603fd2e478254251b2c30b2a0818e241b
org.neo4j.gds	neo4j-kernel-adapter-5.18	2.9.0		94525a22b6b194cc21a6f04f539f5f722931630b
org.netbeans.modules	org-netbeans-modules-javascript2-debug-ui	RELEASE100		c3d0c439b2e3bcfa5d8e32001b59979021fc1f7a
org.netbeans.modules	org-netbeans-modules-javascript2-debug-ui	RELEASE110		c5a1b9fd5cff4e030c01743f0a3d07a145c98699
org.netbeans.modules	org-netbeans-modules-javascript2-debug-ui	RELEASE111		c57c08d493e9ab5475a4b0f03d775f99d2b853c2
org.netbeans.modules	org-netbeans-modules-javascript2-debug-ui	RELEASE112		8a4b90b8be3610dea436c342ec267b3caccc443a
org.netbeans.modules	org-netbeans-modules-javascript2-debug-ui	RELEASE113		f9d5708ed754ddfa3cf54e4c50e5f4dc990ceb41
org.netbeans.modules	org-netbeans-modules-javascript2-debug-ui	RELEASE120		466818cfbe68b190627b4508e2da002db9281fc0
org.netbeans.modules	org-netbeans-modules-javascript2-debug-ui	RELEASE120-1		a12ff047f966952f452b1c785cf14df695a3c0e9
org.netbeans.modules	org-netbeans-modules-javascript2-debug-ui	RELEASE120-u1		bad89b32367820ec4a6e601e73def7a9a3dc2f34
org.netbeans.modules	org-netbeans-modules-javascript2-debug-ui	RELEASE121		f6e07f0a18d4c1fbddb0cd0152a32e5fbce0d1dd
org.netbeans.modules	org-netbeans-modules-javascript2-debug-ui	RELEASE122		8bb86671febf709740c043ce6ab89dcf0b311178
org.netbeans.modules	org-netbeans-modules-javascript2-debug-ui	RELEASE123		380079a07765c586f7d3d2c9ec321271846bb39c
org.netbeans.modules	org-netbeans-modules-javascript2-debug-ui	RELEASE124		566b52289a3529c0e2f4f316c787f6391f20ad51
org.netbeans.modules	org-netbeans-modules-javascript2-debug-ui	RELEASE125		52db62cd589fbf08797fd2730d67f669817a121c
org.netbeans.modules	org-netbeans-modules-javascript2-debug-ui	RELEASE126		6f6cdc48d5618c30aeb091f47cc967a32c24c116
org.netbeans.modules	org-netbeans-modules-javascript2-debug-ui	RELEASE130		4342cbf9c4383d1bdcc311db813aa749eb300421
org.netbeans.modules	org-netbeans-modules-javascript2-debug-ui	RELEASE140		d48927e4a24b30163de4f7df98e35c4816c76bd7
org.netbeans.modules	org-netbeans-modules-javascript2-debug-ui	RELEASE150		8972f9134bc35c2f0b7ae9928e21e319a2d0dfb0
org.netbeans.modules	org-netbeans-modules-javascript2-debug-ui	RELEASE160		6d188528554822ce4453f5c1fe46d3f4a61ca1eb
org.netbeans.modules	org-netbeans-modules-javascript2-debug-ui	RELEASE170		bdc4954c90120dcfdfbd7ac35e7c9695448eb575
org.netbeans.modules	org-netbeans-modules-javascript2-debug-ui	RELEASE180		118a5a585b518898a14a64d956c900d245d51114
org.netbeans.modules	org-netbeans-modules-javascript2-debug-ui	RELEASE190		9aca76ed7611bc7fe8de3e1fb0b28a6353dadf06
org.netbeans.modules	org-netbeans-modules-javascript2-debug-ui	RELEASE200		1d5c7be3e2714788f43568679bbdac2debfaaec7
org.netbeans.modules	org-netbeans-modules-javascript2-debug-ui	RELEASE210		150fa9e5ae783833b13fdfd3242ccc2b2f704596
org.netbeans.modules	org-netbeans-modules-javascript2-debug-ui	RELEASE220		961ecf5cf17dd12f1c3321d132f655b6e19dd9c3
org.netbeans.modules	org-netbeans-modules-javascript2-debug-ui	RELEASE230		e9f9f1d047d719037f429d93801d4c5e55f9b6bc
org.netbeans.modules	org-netbeans-modules-javascript2-debug-ui	RELEASE240		9b26fc4a105c63e5348a340f99a353f8d814f8d0
org.netbeans.modules	org-netbeans-modules-javascript2-debug-ui	RELEASE250		47009a8d03889e9fca5b58ad3dbc27bd9ba88f62
org.netbeans.modules	org-netbeans-modules-javascript2-debug-ui	RELEASE90		bdf80402909d49d219bab023867afd30a24ec0ba
org.openidentityplatform.openam	openam-server-auth-ui	14.5.2		1461b16b86e025a3ebe3655e2638f5aac88cb456
org.openidentityplatform.openam	openam-server-auth-ui	14.5.3		a7922a1524d912fbb1891f388569e255339f3629
org.openidentityplatform.openam	openam-server-auth-ui	14.5.4		8582a438d7e80cf28fdcee1855552c04923c623b
org.openidentityplatform.openam	openam-server-auth-ui	14.6.1		5b67a81f7b13497602dce9512bb7f837bddd1ff7
org.openidentityplatform.openam	openam-server-auth-ui	14.6.2		3250363216cf2e324f07ed5931aede34f4ceb24f
org.openidentityplatform.openam	openam-server-auth-ui	14.6.3		0522891a8d0fd9c8a2d845b7704ffd4bb65b6c24
org.openidentityplatform.openam	openam-server-auth-ui	14.6.4		a6461fe8e9eea6a6bc93817041a543475451a184
org.openidentityplatform.openam	openam-server-auth-ui	14.6.5		b360ac8e30ebe096e89093efa12399b270c81ed7
org.openidentityplatform.openam	openam-server-auth-ui	14.6.6		e49ef77dc06c77f598c2ef961fdf5053d086dd3a
org.openidentityplatform.openam	openam-server-auth-ui	14.7.0		896aca606bd1b0eabc8c8a743b189f6784d04027
org.openidentityplatform.openam	openam-server-auth-ui	14.7.1		5b15cb92cdeb6a2ec29344162fecde55c212ad9e
org.openidentityplatform.openam	openam-server-auth-ui	14.7.2		c4ef708b273be0fe906ee579d60d38aad7044f98
org.openidentityplatform.openam	openam-server-auth-ui	14.7.3		6002a7fcf043b85928dd717dddec6a86e4894172
org.openidentityplatform.openam	openam-server-auth-ui	14.7.4		5cb8a6c651f7ecb324981f5ca3f67a8e21253821
org.openidentityplatform.openam	openam-server-auth-ui	14.8.1		3bba287784f511bc90d2c91a1c72939da77b7171
org.openidentityplatform.openam	openam-server-auth-ui	14.8.2		f146a8bce9c8c5fd82787de0d3f8764eba00f15f
