activemq	jaxb-xjc	20050407		e292a3e57f6d266721c94859fd2cc20759b2c716
io.ktor	ktor-server-data-conversion-iosarm32	2.1.0	metadata	70a0bcca02515b7dfffb4781805755bbf5171570
io.ktor	ktor-server-data-conversion-iosarm32	2.1.1		cc30791a046d5b748b53b3b2e9edc5dce084ae0b
io.ktor	ktor-server-data-conversion-iosarm32	2.1.1	metadata	2e8322bb68c0c8162f008512545bf02a5820abbb
io.ktor	ktor-server-data-conversion-iosarm32	2.1.2		4447cc72bdf08e21edd0c14967237dbc141ce3b1
io.ktor	ktor-server-data-conversion-iosarm32	2.1.2	metadata	cc1736ab50ff4c67bde8699f547176fadfc5e400
io.ktor	ktor-server-data-conversion-iosarm32	2.1.3		8918baf0e54afef8c8b1fbf5951921e36a31079d
io.ktor	ktor-server-data-conversion-iosarm32	2.1.3	metadata	240928ede698a90a7987dd5a4c4fb227b5cc1c3c
io.ktor	ktor-server-data-conversion-iosarm32	2.2.0		97a4cadf01b869ac54a835d7fca69c93d6f01871
io.ktor	ktor-server-data-conversion-iosarm32	2.2.0	metadata	2d4c854ccdfb731bdc75b1a3606f0a731d8d3b89
io.ktor	ktor-server-data-conversion-iosarm32	2.2.1		0498010af7c9ac9751e0c7b31c6ad256ce38be27
io.ktor	ktor-server-data-conversion-iosarm32	2.2.1	metadata	a594027c56e3375cb0eba2df0fbd1c2562b9e2bf
io.ktor	ktor-server-data-conversion-iosarm32	2.2.2		c82ca70f9e20ca804254c5be0a3abee074f5f674
io.ktor	ktor-server-data-conversion-iosarm32	2.2.2	metadata	9b5d506639448a24bf41490314976cbf3567b8d7
io.ktor	ktor-server-data-conversion-iosarm32	2.2.3		a8259f42e361b7ecc4a74e432c4feafca4315926
io.ktor	ktor-server-data-conversion-iosarm32	2.2.3	metadata	3c113bf0d9ffcee313291ebc3c726670d6035343
io.ktor	ktor-server-data-conversion-iosarm32	2.2.4		829c53ad229c5bfa7090f4a4c232a1685e95b99c
io.ktor	ktor-server-data-conversion-iosarm32	2.2.4	metadata	98689ba82c5606ee2a9181f3684e5374765a7acf
io.ktor	ktor-server-data-conversion-iosarm32	2.3.0		60831e5236c0b186a57645bba266b94cbcd8b2e7
io.ktor	ktor-server-data-conversion-iosarm32	2.3.0	metadata	e0151037105e292df4cf0ee66ed67aa495981880
io.ktor	ktor-server-data-conversion-iosarm32	2.3.1		35d0cf50d7ba9c0d70d41c362c962bfc1f0711e3
io.ktor	ktor-server-data-conversion-iosarm32	2.3.1	metadata	168411567d7fc6bf140cd4e6ac27a6bfcd068370
io.ktor	ktor-server-data-conversion-iosarm32	2.3.2		c2e26e49a05b8aaa05d19d00fadcba94a8446f4f
io.ktor	ktor-server-data-conversion-iosarm32	2.3.2	metadata	73da4a1413672fcea11bd9bdefa88f245bffef4f
io.serverlessworkflow	serverlessworkflow-impl-core	7.0.0-alpha5.1		8a58810a81a826eca6c17330fc75f40f538c57c9
io.serverlessworkflow	serverlessworkflow-impl-core	7.0.0.Final		fcdf4b6c8480c3231a84dfb101f401118a9f9575
io.serverlessworkflow	serverlessworkflow-impl-core	7.1.0.Final		5ef0957b907471355de1516112190c91ee89ff6b
it.nicolasfarabegoli.pulverization-crowd	common-jvm	1.0.0		f6c86f54e56cf5991095d01d0dc027a3cd2a3e9d
kr.co.kdsoft.droidlib	network	1.0.0		N/A
kr.co.kdsoft.droidlib	network	1.0.01		N/A
kr.co.kdsoft.droidlib	network	1.0.02		N/A
kr.co.kdsoft.droidlib	network	1.0.03		N/A
kr.co.kdsoft.droidlib	network	1.0.05		N/A
kr.co.kdsoft.droidlib	network	1.00.00		N/A
net.swiftzer.semver	semver-macosx64	2.0.0		N/A
net.swiftzer.semver	semver-macosx64	2.0.0	metadata	6674c71b83ad52b60d08df63e0f0cc5758580e97
net.swiftzer.semver	semver-macosx64	2.1.0		N/A
net.swiftzer.semver	semver-macosx64	2.1.0	metadata	673c255819f6fe05e658572e3b260c8fd451dfb6
org.apache.directory.shared	shared-ldap-codec-parent	1.0.0-M10		N/A
org.apache.directory.shared	shared-ldap-codec-parent	1.0.0-M11		N/A
org.apache.directory.shared	shared-ldap-codec-parent	1.0.0-M12		N/A
org.apache.directory.shared	shared-ldap-codec-parent	1.0.0-M13		N/A
org.apache.directory.shared	shared-ldap-codec-parent	1.0.0-M2		N/A
org.apache.directory.shared	shared-ldap-codec-parent	1.0.0-M3		N/A
org.apache.directory.shared	shared-ldap-codec-parent	1.0.0-M4		N/A
org.apache.directory.shared	shared-ldap-codec-parent	1.0.0-M5		N/A
org.apache.directory.shared	shared-ldap-codec-parent	1.0.0-M6		N/A
org.apache.directory.shared	shared-ldap-codec-parent	1.0.0-M7		N/A
org.apache.directory.shared	shared-ldap-codec-parent	1.0.0-M8		N/A
org.apache.directory.shared	shared-ldap-codec-parent	1.0.0-M9		N/A
org.apache.paimon	paimon-flink-1.17	0.4.0-incubating		f25e9a31d51b5302ad7540d97469fb48b4af4020
org.apache.paimon	paimon-flink-1.17	0.5.0-incubating		dab79246ecb8e87125842ff2275a260a3a47d972
org.apache.paimon	paimon-flink-1.17	0.6.0-incubating		c929d7092586991d669787bfa82e21281e992919
org.apache.paimon	paimon-flink-1.17	0.6.1-incubating		074cb86f1fe046ea54d63291bb8c96dbdd210ed0
org.apache.paimon	paimon-flink-1.17	0.7.0-incubating		3b2dd47765c865481ea0e6e25e05ec9a8ec8266c
org.apache.paimon	paimon-flink-1.17	0.8.0		925cda854c06c293e01c64ec9ac31294650662e4
org.apache.paimon	paimon-flink-1.17	0.8.1		a782e141f200d01e4b3c8375922030d5dacb9532
org.apache.paimon	paimon-flink-1.17	0.8.2		4c039e0bef7a7cc144f92250b76ca335f61aaa73
org.apache.paimon	paimon-flink-1.17	0.9.0		076f0f70064bca3be7ee3d6af7c6510e3c47625a
org.apache.paimon	paimon-flink-1.17	1.0.0		c28f6bb22143eaa54472a595e4aad44b35b88667
org.apache.paimon	paimon-flink-1.17	1.0.1		2fb66d20834a87bb402c6f800219890750ddd2b8
org.apache.paimon	paimon-flink-1.17	1.1.0		5f4cb6cb456c56e86267a0546d4553a93b9097c7
org.apache.paimon	paimon-flink-1.17	1.1.1		f120f4b738381c4c2cf288907b73965295de22a5
org.apache.servicemix.examples	camel-cxf-rest	5.0.0		N/A
org.apache.servicemix.examples	camel-cxf-rest	5.0.1		N/A
org.apache.servicemix.examples	camel-cxf-rest	5.0.2		N/A
org.apache.servicemix.examples	camel-cxf-rest	5.0.3		N/A
org.apache.servicemix.examples	camel-cxf-rest	5.0.4		N/A
org.apache.servicemix.examples	camel-cxf-rest	5.0.5		N/A
org.apache.servicemix.examples	camel-cxf-rest	5.0.6		N/A
org.apache.servicemix.examples	camel-cxf-rest	5.1.0		N/A
org.apache.servicemix.examples	camel-cxf-rest	5.1.1		N/A
org.apache.servicemix.examples	camel-cxf-rest	5.1.2		N/A
org.apache.servicemix.examples	camel-cxf-rest	5.1.3		N/A
org.apache.servicemix.examples	camel-cxf-rest	5.1.4		N/A
org.apache.servicemix.examples	camel-cxf-rest	5.1.5		N/A
org.apache.servicemix.examples	camel-cxf-rest	5.1.6		N/A
org.apache.servicemix.examples	camel-cxf-rest	5.2.0		N/A
org.apache.servicemix.examples	camel-cxf-rest	5.2.1		N/A
org.apache.servicemix.examples	camel-cxf-rest	5.2.2		N/A
org.apache.servicemix.examples	camel-cxf-rest	5.3.0		N/A
org.apache.servicemix.examples	camel-cxf-rest	5.3.1		N/A
org.apache.servicemix.examples	camel-cxf-rest	5.3.2		N/A
org.apache.servicemix.examples	camel-cxf-rest	5.4.0		N/A
org.apache.servicemix.examples	camel-cxf-rest	5.4.1		N/A
org.apache.servicemix.examples	camel-cxf-rest	5.4.2		N/A
org.apache.servicemix.examples	camel-cxf-rest	5.4.3		N/A
org.apache.servicemix.examples	camel-cxf-rest	5.5.0		N/A
org.apache.servicemix.examples	camel-cxf-rest	5.5.1		N/A
org.apache.servicemix.examples	camel-cxf-rest	5.5.2		N/A
org.apache.servicemix.examples	camel-cxf-rest	5.5.3		N/A
org.apache.servicemix.examples	camel-cxf-rest	5.5.4		N/A
org.apache.servicemix.examples	camel-cxf-rest	5.6.0		N/A
org.apache.servicemix.examples	camel-cxf-rest	5.6.1		N/A
org.apache.servicemix.examples	camel-cxf-rest	5.6.2		N/A
org.apache.servicemix.examples	camel-cxf-rest	5.6.3		N/A
org.apache.servicemix.examples	camel-cxf-rest	6.0.0		N/A
org.apache.servicemix.examples	camel-cxf-rest	6.0.0.M1		N/A
org.apache.servicemix.examples	camel-cxf-rest	6.0.0.M2		N/A
org.apache.servicemix.examples	camel-cxf-rest	6.0.1		N/A
org.apache.servicemix.examples	camel-cxf-rest	6.0.2		N/A
org.apache.servicemix.examples	camel-cxf-rest	6.0.3		N/A
org.apache.servicemix.examples	camel-cxf-rest	6.0.4		N/A
org.apache.servicemix.examples	camel-cxf-rest	6.0.5		N/A
org.apache.servicemix.examples	camel-cxf-rest	6.1.0		N/A
org.apache.servicemix.examples	camel-cxf-rest	6.1.1		N/A
org.apache.servicemix.examples	camel-cxf-rest	6.1.2		N/A
org.apache.servicemix.examples	camel-cxf-rest	6.1.3		N/A
org.apache.servicemix.examples	camel-cxf-rest	6.1.4		N/A
org.apache.servicemix.examples	camel-cxf-rest	7.0.0		N/A
org.apache.servicemix.examples	camel-cxf-rest	7.0.0.M1		N/A
org.apache.servicemix.examples	camel-cxf-rest	7.0.0.M2		N/A
org.apache.servicemix.examples	camel-cxf-rest	7.0.0.M3		N/A
org.apache.servicemix.examples	camel-cxf-rest	7.0.1		N/A
org.conventionsframework	conventions-bom	0.9.7		N/A
org.conventionsframework	conventions-bom	1.0.0		N/A
org.conventionsframework	conventions-bom	1.0.0-RC1		N/A
org.conventionsframework	conventions-bom	1.0.0-RC2		N/A
org.conventionsframework	conventions-bom	1.0.0-RC3		N/A
org.conventionsframework	conventions-bom	1.0.1		N/A
org.conventionsframework	conventions-bom	1.0.2		N/A
org.conventionsframework	conventions-bom	1.0.3		N/A
org.conventionsframework	conventions-bom	1.0.4		N/A
org.conventionsframework	conventions-bom	1.1.0		N/A
org.conventionsframework	conventions-bom	1.1.1		N/A
org.conventionsframework	conventions-bom	1.1.2		N/A
org.conventionsframework	conventions-bom	1.1.3		N/A
org.conventionsframework	conventions-bom	1.2.0		N/A
org.conventionsframework	conventions-bom	1.2.1		N/A
org.conventionsframework	conventions-bom	1.3.0		N/A
org.conventionsframework	conventions-bom	1.3.1		N/A
org.conventionsframework	conventions-bom	1.3.2		N/A
org.danbrough.touchlab	stately-concurrency-tvosx64	1.2.4		N/A
org.danbrough.touchlab	stately-concurrency-tvosx64	1.2.4	metadata	e20b5e4a9babf9b05e95b8ac7f6403c4fbd3ff1c
org.danbrough.touchlab	stately-concurrency-tvosx64	1.2.4_01		N/A
org.danbrough.touchlab	stately-concurrency-tvosx64	1.2.4_01	metadata	4b7a0ca809b0624e086e5375c368e4e5b516d752
org.dataone	d1_cn_common	2.3.0		70b90a942fb5f334777b5e9ac19461d4cb5438cb
org.geoserver.maven	merger	1.4.0-M1		62f663b9306996894524478d68366a8423c8301a
org.geoserver.maven	merger	1.4.0-RC3		c75321c9384b1be58dd654e69dd6a67c4065c402
org.geoserver.maven	merger	1.4.0_gt2.2.x		543fa2959dfa99c0466abec5c0875a2c47b3929b
org.geoserver.maven	merger	1.5.0-RC3		2d5ba1ef3db77af28800afcaddb3ab3918f707ab
org.geoserver.maven	merger	1.5.2		32fbdf1c25bd6e853d630700a46d9e29403f6152
org.geoserver.maven	merger	1.5.4		2ac986a43c6a7912b32af3dff32a750e3b60927e
org.graalvm.truffle	truffle-dsl-processor	1.0.0-rc10		a5ca34dc8faaa73245029a8f3181ff0e2642f3f4
org.graalvm.truffle	truffle-dsl-processor	1.0.0-rc11		33d99646766875bc0eb60378caf9fcef62c4fc20
org.graalvm.truffle	truffle-dsl-processor	1.0.0-rc12		e92fb64f75c788c93538025e45e487020a02b355
org.graalvm.truffle	truffle-dsl-processor	1.0.0-rc13		b79cd420eae871e158589342b2ad0a2b19c4b2de
org.graalvm.truffle	truffle-dsl-processor	1.0.0-rc14		5670ae6d0144f41c066f1c90060ff04a2e22ff64
org.graalvm.truffle	truffle-dsl-processor	1.0.0-rc15		e000db1b2f44a760b9ce09570b11fb27cb2b5694
org.graalvm.truffle	truffle-dsl-processor	1.0.0-rc16		c1a1200fe6c317b70ae88f5e5122a87750197ad3
org.graalvm.truffle	truffle-dsl-processor	1.0.0-rc8		7f37cd0dd3940af05670c0ab515188d50d4f0232
org.graalvm.truffle	truffle-dsl-processor	1.0.0-rc9		7c8f9485184c1527456275ce753b5e3745a9bdf9
org.graalvm.truffle	truffle-dsl-processor	19.0.0		7899ebe23a682cecbe283dc5227147ec0994190d
org.graalvm.truffle	truffle-dsl-processor	19.0.2		83cdb25ab380789984da10d9a082e1c3b7ee730e
org.graalvm.truffle	truffle-dsl-processor	19.1.0		e2be51a47b1654c7e2513c7122f11e7d861e6c71
org.graalvm.truffle	truffle-dsl-processor	19.1.1		6f337fe5b6fc38d7c950c14a660ea065402e12bf
org.graalvm.truffle	truffle-dsl-processor	19.2.0		a07af8ddc95ffafcbab1168eef8988b3545d37d9
org.graalvm.truffle	truffle-dsl-processor	19.2.0.1		fc10dc15d28c3380d00e3b73ff44d98fcf0ca7d3
org.graalvm.truffle	truffle-dsl-processor	19.2.1		3910dfe352ccc6a83a033df3afec79415247de16
org.graalvm.truffle	truffle-dsl-processor	19.3.0		636b7226f6be9542fca1cc700e9d88a2227752bd
org.graalvm.truffle	truffle-dsl-processor	19.3.0.2		188cffeaed3107d014456ce7ccc91db082c58993
org.graalvm.truffle	truffle-dsl-processor	19.3.1		48e16f5a99e46551afa765eef909d95afd9de1b6
org.graalvm.truffle	truffle-dsl-processor	19.3.2		e56bc2edce01be991ad006238861a3e01579ca46
org.graalvm.truffle	truffle-dsl-processor	19.3.3		7f57948d68d48d9c95c6496d57f55745777a8b89
org.graalvm.truffle	truffle-dsl-processor	19.3.4		97335f7344b1195338ffa4c55e24da6aea7a8061
org.graalvm.truffle	truffle-dsl-processor	19.3.5		8cd684c90a516947ca68c14754c00154ae77f3cd
org.graalvm.truffle	truffle-dsl-processor	19.3.6		378a8db64ee7693e6a4b1f0278aa7cfda4b130f4
org.graalvm.truffle	truffle-dsl-processor	20.0.0		1bebaf29c8e44c659b440ca714aa1afaaa86e922
org.graalvm.truffle	truffle-dsl-processor	20.1.0		8e41c459ba104db0593eb765d2bd2cbb0bde1881
org.graalvm.truffle	truffle-dsl-processor	20.2.0		a82e9c06d7e80d8a5f3175901c1006f76a7decd6
org.graalvm.truffle	truffle-dsl-processor	20.3.0		ba109089a11c80f962763068747f93336955d7e9
org.graalvm.truffle	truffle-dsl-processor	20.3.1		11e30e8218bcd75bf5309b5095e3ce9ab02b3b64
org.graalvm.truffle	truffle-dsl-processor	20.3.1.2		f5b0c6d58cc8dcc38556863f53756d65f209e3c0
org.graalvm.truffle	truffle-dsl-processor	20.3.10		0bb338252dd9179a15360aa421f13d3a161cc5b5
org.graalvm.truffle	truffle-dsl-processor	20.3.11		3f57827f4db707b03913a6275baae3df725660cd
org.graalvm.truffle	truffle-dsl-processor	20.3.12		d115cea8a0f4cc3ab502f5457e00b139cacb9293
org.graalvm.truffle	truffle-dsl-processor	20.3.13		ac6455faf6b5df215505cc74410abfbc9c48de41
org.graalvm.truffle	truffle-dsl-processor	20.3.14		e22d9a60c64e5e5db979f46ad94ea312db36e1f9
org.graalvm.truffle	truffle-dsl-processor	20.3.15		023722b40a14adb78b68dcc1cedbf49a07186940
org.graalvm.truffle	truffle-dsl-processor	20.3.16		2a435178b7f49d4faf0a104fa2d07cbb47893350
org.graalvm.truffle	truffle-dsl-processor	20.3.17		e7ce6a41eda43e16e26f89f8240f89cde49c4dd7
org.graalvm.truffle	truffle-dsl-processor	20.3.2		bd5d5051f100c0ef16fb1b776d1030bd9c13f1b1
org.graalvm.truffle	truffle-dsl-processor	20.3.3		3441123062c0eb9fc911f1d53b6d28bf2900117a
org.graalvm.truffle	truffle-dsl-processor	20.3.4		4dd806f201fdcda5d50e67b6c6f0e636c887eeb3
org.graalvm.truffle	truffle-dsl-processor	20.3.5		9a4aaec9c241849833de1906816d807fd37a0540
org.graalvm.truffle	truffle-dsl-processor	20.3.6		436909e5b9816f66993295052a2479022a485861
org.graalvm.truffle	truffle-dsl-processor	20.3.6.1		7284b1025ada970beb06e87d552e478aee5cc0c2
org.graalvm.truffle	truffle-dsl-processor	20.3.7		e26a62a7bdbebadc0a6d5b398f499ceb5658b6bd
org.graalvm.truffle	truffle-dsl-processor	20.3.7.1		2d2a5ccccfeca7564b541ef754ca397ae60992cc
org.graalvm.truffle	truffle-dsl-processor	20.3.8		6b3a3e8a723ddbad02d03d929250f2eacb2d7cd3
org.graalvm.truffle	truffle-dsl-processor	20.3.9		1274ea7081e955d1312dd424aaeecc663b2c105d
org.graalvm.truffle	truffle-dsl-processor	21.0.0		08de7645fba068cee23513c64d2f6732be64d4a6
org.graalvm.truffle	truffle-dsl-processor	21.0.0.2		629fb1e98517cce36311946b14e048e3c8a391f1
org.graalvm.truffle	truffle-dsl-processor	21.1.0		5e7cb916fd7906dc255b0d6f0b0067481bcb54e4
org.graalvm.truffle	truffle-dsl-processor	21.2.0		1f00307ba3d43892759b03e96f16c9dccbcc3f76
org.graalvm.truffle	truffle-dsl-processor	21.3.0		e3433aa27affb7d1e0305db919dc19789c433eaf
org.graalvm.truffle	truffle-dsl-processor	21.3.1		57788bda9a86e1e08690cbc4e20732210bc0b1dc
org.graalvm.truffle	truffle-dsl-processor	21.3.10		72070c0b8700e0072f379d63ca88504f40b75d37
org.graalvm.truffle	truffle-dsl-processor	21.3.11		8d9729aa2057e7b284a5781e9adfd0ace5dd5e2b
org.graalvm.truffle	truffle-dsl-processor	21.3.12		0630959bd485336681364b144dd35a9263d07b36
org.graalvm.truffle	truffle-dsl-processor	21.3.13		e1e205e64d36b3b1ddb55b624340084d4f1a7eeb
org.graalvm.truffle	truffle-dsl-processor	21.3.14		a54b0861a781e51993dd634c9a694fb2e931d7a0
org.graalvm.truffle	truffle-dsl-processor	21.3.2		0b4f4fbca0170383c4be83ae91073a328686dfc4
org.graalvm.truffle	truffle-dsl-processor	21.3.2.1		e5a5659bfc296890ab78a008d92f7b8e2384cd48
org.graalvm.truffle	truffle-dsl-processor	21.3.3		9f8baab79425e4f4cc566c876b601ec22349e327
org.graalvm.truffle	truffle-dsl-processor	21.3.3.1		a0e7100704450326f45a1d8801d88f6483c632ea
org.graalvm.truffle	truffle-dsl-processor	21.3.4		36688bdedc40563bd02997b1615aa7151e92681b
org.graalvm.truffle	truffle-dsl-processor	21.3.5		9bce55538b0093955b73d18ad83df816c95ca58c
org.graalvm.truffle	truffle-dsl-processor	21.3.6		a0967ecd5506966192b89d4d3658c7a6091b9919
org.graalvm.truffle	truffle-dsl-processor	21.3.7		9c240e17f99380de334335f0cd00065017e01d97
org.graalvm.truffle	truffle-dsl-processor	21.3.8		0d56437dc55c13996110ed476f07ed426a9d3954
org.graalvm.truffle	truffle-dsl-processor	21.3.9		c6ed2230cdf6a43a5858291e838d81250c5b226b
org.graalvm.truffle	truffle-dsl-processor	22.0.0		74fc9b21ca172dee87bdcfd1240a0f304d4e3d1b
org.graalvm.truffle	truffle-dsl-processor	22.0.0.2		955dded3382b201f84c9568ca557bad256ae3f61
org.graalvm.truffle	truffle-dsl-processor	22.1.0		49479a41b5a2ef107fc0086c32f8c2dcb90e7a1a
org.graalvm.truffle	truffle-dsl-processor	22.1.0.1		07f8d31d9b0f1cc3ec6233579023802462e41030
org.graalvm.truffle	truffle-dsl-processor	22.2.0		81e0e2ad2467509090f242f7916832474edcb381
org.graalvm.truffle	truffle-dsl-processor	22.2.0.1		47a9051c8d449551f8691383e870ce6163c58f49
org.graalvm.truffle	truffle-dsl-processor	22.3.0		02269b609bb0604d7b7d019e49ce287f9c45cc1f
org.graalvm.truffle	truffle-dsl-processor	22.3.1		1366b48353b640092d9dbff0ea737e62215e44ce
org.graalvm.truffle	truffle-dsl-processor	22.3.2		81799bc4a9c233a0862c89efd3fc2efea3f088db
org.graalvm.truffle	truffle-dsl-processor	22.3.3		0f657642b9dce82ca55984635c3afa4575a0f62c
org.graalvm.truffle	truffle-dsl-processor	22.3.4		ef53c7324844b06c46e0613d38733c4eb7923a77
org.graalvm.truffle	truffle-dsl-processor	22.3.5		2674477665847faca86230c72bd9c813b3fd7b6b
org.graalvm.truffle	truffle-dsl-processor	23.0.0		e75e2bb90cc33f6008bdaf893618db793f334fcb
org.graalvm.truffle	truffle-dsl-processor	23.0.1		33a3b066083ef3bba75681fa2a1f274156f20905
org.graalvm.truffle	truffle-dsl-processor	23.0.2		9ec96d6715459649e1783ab3ec92a60d07e319c8
org.graalvm.truffle	truffle-dsl-processor	23.0.3		682db7b336086502a040ff33471aaddeb265caa2
org.graalvm.truffle	truffle-dsl-processor	23.0.4		8ef3d19e40a2533304df0fac37d22b7e023fea8a
org.graalvm.truffle	truffle-dsl-processor	23.0.5		1474a57f180657a41bdd73beaf258d20e2ce08e7
org.graalvm.truffle	truffle-dsl-processor	23.0.6		00f80c78b1aa57aadff6e0d31dad52b0d0b65d22
org.graalvm.truffle	truffle-dsl-processor	23.0.7		8297faeee0d430da34685666fa2c49efbf4976e7
org.graalvm.truffle	truffle-dsl-processor	23.0.8		f710868ea8f8e2c208d8dedb035419a028ace4ed
org.graalvm.truffle	truffle-dsl-processor	23.1.0		cf5a5f40f1e832b72f813801d882cbd7e0b03719
org.graalvm.truffle	truffle-dsl-processor	23.1.1		a61bf8fc56f8fd1229a04566330b5adaa9d5f868
org.graalvm.truffle	truffle-dsl-processor	23.1.2		3aa57f8d2caeb13c1e951db4eb6ff78bbd3c934b
org.graalvm.truffle	truffle-dsl-processor	23.1.3		b2dbb735ad822daf95e5f0af93f21db5a3a1299b
org.graalvm.truffle	truffle-dsl-processor	23.1.4		234c1455abff5bd1cd48bafc2c74172c239a0c13
org.graalvm.truffle	truffle-dsl-processor	23.1.5		923d3492d362cd32002fd22a1f752e023b316cd6
org.graalvm.truffle	truffle-dsl-processor	23.1.6		3913fe2936ef9365f76db9ed1fb3f95bf796b89b
org.graalvm.truffle	truffle-dsl-processor	23.1.7		cfd7d48bcc5b71c32058fccf8f1739340e448045
org.graalvm.truffle	truffle-dsl-processor	24.0.0		18591c70a57dd373b2d33609e8090a69be084f6d
org.graalvm.truffle	truffle-dsl-processor	24.0.1		90c832470509bc4d087db648b596d169b267a66f
org.graalvm.truffle	truffle-dsl-processor	24.0.2		7e235970a2c92e4d7a0b847d99fe51a5350389e4
org.graalvm.truffle	truffle-dsl-processor	24.1.0		dab020047fc40e78eaa4c70506a740492e6699c6
org.graalvm.truffle	truffle-dsl-processor	24.1.1		7a5563df45075cf30f2c1c96ee6e6f9f8d9934f1
org.graalvm.truffle	truffle-dsl-processor	24.1.2		99089299ab2ba7706b113482209520629252a4e3
org.graalvm.truffle	truffle-dsl-processor	24.2.0		34de5bcf0d7712cc6d9b1fb80c90d4830751c58f
org.graalvm.truffle	truffle-dsl-processor	24.2.1		4c3c6cc76cfb7f5bda0d710baaacf06d2797cdd1
org.jetbrains.androidx.core	core-uri-wasm-js	1.0.0-alpha01		N/A
org.jetbrains.androidx.core	core-uri-wasm-js	1.1.0-alpha02		N/A
org.jetbrains.androidx.core	core-uri-wasm-js	1.1.0-alpha03		N/A
org.latestbit	circe-tagged-adt-codec_sjs1_2.13	0.10.0		286ce54c539988f0d76bc54ba25d5fb756136f44
org.latestbit	circe-tagged-adt-codec_sjs1_2.13	0.8.0		5493d4c221ab224d9bbcd1bf268450c7d1307a96
org.latestbit	circe-tagged-adt-codec_sjs1_2.13	0.9.0		c5965077abbb121b8a64f426f8b26ae8cf23de58
org.latestbit	circe-tagged-adt-codec_sjs1_2.13	0.9.1		a2b528a25f1bd650a6006f05c3f1e0d44eb8e9cf
org.mobicents.resources	mobicents-slee-ra-diameter-rf-docs-sources	2.7.1.FINAL		4847fff43ddbd35aa1b72302b35b0b82083ec40b
org.mobicents.resources	mobicents-slee-ra-diameter-rf-docs-sources	2.8.10		23c75f0fe6880f9ba43ef56228a2a823082cc18f
org.mobicents.resources	mobicents-slee-ra-diameter-rf-docs-sources	2.8.11		67a3e000b0bd7fc3fc7a63671a508d3ce5dcca32
org.mobicents.resources	mobicents-slee-ra-diameter-rf-docs-sources	2.8.12		fd13ab7b86e2ab53bf1e2cb9f3c067f2525d42ca
org.mobicents.resources	mobicents-slee-ra-diameter-rf-docs-sources	2.8.13		db5d5cb976fd6964d36a790129e6b604411019d1
org.mobicents.resources	mobicents-slee-ra-diameter-rf-docs-sources	2.8.14		c6975f3cac9fa4567befea4816c0998cf204b63b
org.mobicents.resources	mobicents-slee-ra-diameter-rf-docs-sources	2.8.15		1c6edbad3cab0f64ee13e3b21ea6a87fb818271a
org.mobicents.resources	mobicents-slee-ra-diameter-rf-docs-sources	2.8.17		4d3b281f1a160355dfd10fa1b13fef468b39ff9f
org.mobicents.resources	mobicents-slee-ra-diameter-rf-docs-sources	2.8.18		287c49301524c2426a1cf8c7311b2435e2ce2f50
org.mobicents.resources	mobicents-slee-ra-diameter-rf-docs-sources	2.8.7		8640b6d3728a80589568e03fb2b4365229a74ae5
org.mobicents.resources	mobicents-slee-ra-diameter-rf-docs-sources	2.8.8		af44d84c490145005f646c80c2a1a72f16ef2638
org.mobicents.resources	mobicents-slee-ra-diameter-rf-docs-sources	2.8.9		886b133a14c8be637ff83829a8da483de64db189
org.noear	solon-boot-jdkhttp	2.9.2		42bd56b145f421e4df0ac81af27f9bc390df8ee5
org.noear	solon-boot-jdkhttp	2.9.2-M1		8ef756301fa889ce4210abc81a3badf1e1f45887
org.noear	solon-boot-jdkhttp	2.9.2-M2		956a1d6f03cc376c8cd71f2347ec03d032edf2a2
org.noear	solon-boot-jdkhttp	2.9.3		014d2a72a311e9acff2aff297ebcaddd3322db4b
org.noear	solon-boot-jdkhttp	2.9.4		d57e20e0ee092a5d7dddf7c4378cd59cfe4f8e0e
org.noear	solon-boot-jdkhttp	2.9.5-M1		650dbb4d0ce5fd1d67c10fe618d8809e5d126fb5
org.noear	solon-boot-jdkhttp	2.9.5-M2		d8e71915f41293286818bd750f539704d6e3ce89
org.noear	solon-boot-jdkhttp	3.0.0		1d3cc2f6a744b1596ab3cf32b3262ce92e82a009
org.noear	solon-boot-jdkhttp	3.0.0-M1		5f40573329444b59731497e3182d7651ebee5267
org.noear	solon-boot-jdkhttp	3.0.0-M2		c593f206e04b92398f66a480876862db479ca34f
org.noear	solon-boot-jdkhttp	3.0.0-M3		8166a50039a96611fd7e1d5a39ece18bde62d851
org.noear	solon-boot-jdkhttp	3.0.0-M4		79b91351651490fffe216f38fed25a1744def4a4
org.noear	solon-boot-jdkhttp	3.0.0-RC		5309c23d4d47e2dcfc48da1c466bc03b89286fbf
org.noear	solon-boot-jdkhttp	3.0.0-RC2		45257a007101698cd05d53e5adcdc73e0845ce16
org.noear	solon-boot-jdkhttp	3.0.0-RC3		ae06690c5eca77337d91ee5acd82f95561429fe9
org.noear	solon-boot-jdkhttp	3.0.1		7aade68518e92db8cc2c19617cab68729cfae3eb
org.noear	solon-boot-jdkhttp	3.0.1-M1		4fb3815da969f26f88ada7bb6b4a9c75f934e37a
org.noear	solon-boot-jdkhttp	3.0.1-M2		bf13baba8eada693db6603e3e2c4e70863a6b2f0
org.noear	solon-boot-jdkhttp	3.0.1-M3		f2d175dc499eba123608153ec1502c662e8e758a
org.noear	solon-boot-jdkhttp	3.0.10		5334bd84f7a7a1d770c06c0761754f490942d68e
