at.yawk.reflect	reflect	1.0		84f07a49889f9893942af5b28c139b4c0e65e420
org.kuali.rice	rice-krms-gen	2.3.5		1fe2b3b43640b15021d33291780bc0c1e0569c14
org.kuali.rice	rice-krms-gen	2.3.6		9a76ea37b052593d7d09d93385a1f5df1065045c
org.kuali.rice	rice-krms-gen	2.3.7		d891e6899193b0749efa8d8fa4aac760402729a2
org.kuali.rice	rice-krms-gen	2.3.8		4e51730aac3c10c3af12a7ffaac599a7260cee24
org.kuali.rice	rice-krms-gen	2.3.9		354669d66a3b0b91eb7666bfd916f731b183492a
org.kuali.rice	rice-krms-gen	2.4.0		0a40c732bafe54c205f3a36aef40bee2d858ceba
org.kuali.rice	rice-krms-gen	2.4.0-M5		49f61c60b357d4b0ddbf1b3aaf1dc304d9c07b27
org.kuali.rice	rice-krms-gen	2.4.1		c1561fc5c675fcbec5ea42d23a20a54b8d1e206d
org.kuali.rice	rice-krms-gen	2.4.2		257e4564a491ee740b635da920deac4ad220f8e4
org.kuali.rice	rice-krms-gen	2.5.0		2fd1201bceaa922f244de34d31f5fd5a842853e8
org.kuali.rice	rice-krms-gen	2.5.1		e9ae3735c3aa0d11a2623e393c01086bf3989507
org.kuali.rice	rice-krms-gen	2.5.10		f00ebd2cf93ff50b62f7b9fde9abf0dd499b276b
org.kuali.rice	rice-krms-gen	2.5.11		46dccccbc88a47bd40c46279c13c4b9f9b05f554
org.kuali.rice	rice-krms-gen	2.5.12		37b504eb1954d0f527c47080071d0bf01578c932
org.kuali.rice	rice-krms-gen	2.5.14		e3b8e131b33dd32f34b35fd5fca8135ee036096b
org.kuali.rice	rice-krms-gen	2.5.15		72389e2d164dba1a27a6d535261cfe79f6f7a060
org.kuali.rice	rice-krms-gen	2.5.16		b3e41e200057acd88abc746ed76a2782ef522ff4
org.kuali.rice	rice-krms-gen	2.5.17		22dd52610ca9fe843772a8cac47d9e7d523a3896
org.kuali.rice	rice-krms-gen	2.5.18		7404c1ed1e7510d04a9103c0690533181be2e76e
org.kuali.rice	rice-krms-gen	2.5.19		eff5cfb5e5b4fcbca3448bd25e637171d21fd0f0
org.kuali.rice	rice-krms-gen	2.5.2		94ba738d38c8978efea4e1c1a63b786b22f20814
org.kuali.rice	rice-krms-gen	2.5.3		e3e985ae9d03150e507ad2eb0804e581bd2d2eb3
org.kuali.rice	rice-krms-gen	2.5.4		b4b9b25ac9f947667648f5ab668f9626c79c3b27
org.kuali.rice	rice-krms-gen	2.5.5		c4df65e60df9cd2c1d986db90a912921c6f6a1fb
org.kuali.rice	rice-krms-gen	2.5.6		09909978138ccef8c246850ffb351bd8e0414ae7
org.kuali.rice	rice-krms-gen	2.5.9		c0a917c58e20149ef2f39c49b6845852234e3c19
org.kuali.rice	rice-krms-gen	2.6.0		6901a678e01a69774feb4142fc27c15b3415aee5
org.kuali.rice	rice-krms-gen	2.6.1		0c39581bddbb360cf46890b62d2f89c628bfeb69
org.kuali.rice	rice-krms-gen	2.6.2		b3c534de7e2fe41e9fb91a67a3155eafe31f8bbf
org.mobilitydata.gtfs-validator	gtfs-validator-model	4.1.0		a010889d07e8f5a5d17898122cb1e0715ebc8934
org.mobilitydata.gtfs-validator	gtfs-validator-model	4.2.0		e80359a5b171470f834699acaf6fc0576a95f98c
org.mobilitydata.gtfs-validator	gtfs-validator-model	5.0.0		1865f51c02a004a18f1a7bb4f36efa766d02eacb
org.mobilitydata.gtfs-validator	gtfs-validator-model	6.0.0		18ce77e94a2a9791be60557d33e0e126f0481788
org.mobilitydata.gtfs-validator	gtfs-validator-model	7.0.0		a201b3d398ed52207400a17d61d4d8e5d93b12d9
org.mozilla.taskcluster	taskcluster-lib-urls	1.0.0		ee5b6f1ed7ab9e289cd54b65dc51f4a94c108e3d
org.objectweb.fractal.juliac.dream	juliac-dream-core	2.2.3		1ae2c17927a82b7e96e52b9a34d024f71e59620c
org.objectweb.fractal.juliac.dream	juliac-dream-core	2.2.4		432d12e28213cd8a17d0abb2c88ff21b24103ad8
org.objectweb.fractal.juliac.dream	juliac-dream-core	2.2.5		1640b03c1a91948c1ef45ec87070bc6dcec17980
org.objectweb.fractal.juliac.dream	juliac-dream-core	2.2.5.1		27f0261304351c795fed78821058e9e439c409a0
org.objectweb.fractal.juliac.dream	juliac-dream-core	2.2.6		8643aa233210561c1ebc8fb5f5172dc051b2e348
org.objectweb.fractal.juliac.dream	juliac-dream-core	2.2.6.1		82740566e382840cb364beb9e8ac29e78fe8e33f
org.objectweb.fractal.juliac.dream	juliac-dream-core	2.3		0302334bd6893c74eac4e5251251d00526b4fa4e
org.objectweb.fractal.juliac.dream	juliac-dream-core	2.4		fdb27d1e2c1a672e96f3aa441cada4247921ce40
org.ogema.drivers	ogema-drivers	2.1.3		N/A
org.ogema.drivers	ogema-drivers	2.2.0		N/A
org.ogema.drivers	ogema-drivers	2.2.1		N/A
org.openscience.cdk	cdk-smarts	1.5.10		7c045e031a43c0e1cb8be41d11854e906402fbf2
org.openscience.cdk	cdk-smarts	1.5.11		0b11f36cbaee24058af577b87a6c203e38acff01
org.openscience.cdk	cdk-smarts	1.5.12		a02a74143553aa03282c73342cca4558c3d583c7
org.openscience.cdk	cdk-smarts	1.5.13		5e1420d8507529b6a900dcbc0ef9884deeb87472
org.openscience.cdk	cdk-smarts	1.5.14		52fe2a705da30adf22dce0cd2c6471d2b9ce7202
org.openscience.cdk	cdk-smarts	1.5.15		09c2cc1d820f0ef199b70a15e41a3849f54cb31b
org.openscience.cdk	cdk-smarts	2.0		c61d4b6351cfe794c73631522507c7b329b9882b
org.openscience.cdk	cdk-smarts	2.1		908ddbe565a55670debb360f2cce6093f566a58f
org.openscience.cdk	cdk-smarts	2.1.1		8f13376546913187b3986e327eec8d7dfd122d48
org.openscience.cdk	cdk-smarts	2.10		aab8fafddef06cbbe7f06b39ac741091dd545327
org.openscience.cdk	cdk-smarts	2.11		682aa6e9587e8110c7d8c2e4fb6bc7e48b2907b5
org.openscience.cdk	cdk-smarts	2.2		2c276819869760c286fdd7be0e723062baa098b2
org.openscience.cdk	cdk-smarts	2.3		b32faa70430c1b1de2272bbfea6834c0490b05de
org.openscience.cdk	cdk-smarts	2.5		ecbcad64bb16058deed1f3648aa51e2f0da46c51
org.openscience.cdk	cdk-smarts	2.6		c7b6e6eb34313217d2c5153eafed81fe7f78d09f
org.openscience.cdk	cdk-smarts	2.7		c9d5dd8fc4e9db80a6337e5e5df7ec471b6c59f9
org.openscience.cdk	cdk-smarts	2.7.1		159a90b094e9454ea056eb0f4d9e38c43a047ec4
org.openscience.cdk	cdk-smarts	2.8		3f6c702479f1e6ef4aecf53582b5189b11ab9e8f
org.openscience.cdk	cdk-smarts	2.9		0af528b23082f3f00ac0821e4237e1eeba748af6
org.ow2.jonas.jonas-itests-applications-jaxb2	modules-api	5.3.0		187c1ffc7b1a2f0d4bd5ce916d4f4c9a89cedecc
org.projectnessie	nessie-deltalake-core	0.1.0		610f44ee42a1a19eefb265c7e09e1286f45056a7
org.projectnessie	nessie-deltalake-core	0.2.0		a4d06e1f34106485bdd61c40d3ae6406f7b93925
org.projectnessie	nessie-deltalake-core	0.2.1		d2a65fbdd524d553dfc29b285e190d0b2789c83a
org.projectnessie	nessie-deltalake-core	0.3.0		77a8e4aeb4fe03ddd26e595f2cea4e978d352fb8
org.projectnessie	nessie-deltalake-core	0.4.0		9a16508172233b054507587807ab7bb2203f08d2
org.projectnessie	nessie-deltalake-core	0.5.0		11be27f77d2f4c20b38fba3d4eeadcca7688ed95
org.projectnessie	nessie-deltalake-core	0.5.1		eb86a7646f614ceed716df589249a37748559c69
org.projectnessie	nessie-deltalake-core	0.6.0		27ecfbb199ad1819457d0349fa6ce038a3b09115
org.projectnessie	nessie-deltalake-core	0.6.1		80b9e3c509f67b4abe401a27400dc6ea118ed1e4
org.projectnessie	nessie-deltalake-core	0.7.0		fd6b0256123cf1daaca84437eab3c9e6c8da8558
org.projectnessie	nessie-deltalake-core	0.8.2		94e251b38d423fd2bef853301d19f203272e8dfc
org.projectnessie	nessie-deltalake-core	0.8.3		59033bf1a1449b9b8203840574ab71afe039590e
org.projectnessie	nessie-deltalake-core	0.9.0		1e094a888dae9a2bb471964435471031ca402d00
org.spire-math	spire-aggregate_2.10	0.4.0		44f6a65a9be7b765635b327ebe5cd65b663fd0d3
org.spire-math	spire-aggregate_2.10	0.4.0-M2		8703b2ebf14ae284ed588d5beaa8bea8bd1ab740
org.spire-math	spire-aggregate_2.10	0.4.0-M3		c13044a117c158e0ac4c6d9d7b6b675aacf13a2b
org.spire-math	spire-aggregate_2.10	0.4.0-M4		8abd6765d915cd3a37df1a83c9d3ab21f11949c5
org.spire-math	spire-aggregate_2.10	0.5.0		0a0fcf8bc28c6418de7c55591fe74c6160a01955
org.typelevel	squants_sjs0.6_2.13	1.6.0		b8474f3b99e4cb129cc4f9b5ae94719747f3ae22
org.typelevel	squants_sjs0.6_2.13	1.7.1		290f8bbc9c44f2d1bc33babc5f919bd9527198d3
org.typelevel	squants_sjs0.6_2.13	1.7.1-RC1		607a1603e482479cc76c507fc5585f70c06615d0
org.ujoframework	ujo-gxt-crud	1.20		0a5cbe84f22e9080582d41602f09b3b191d9c9b9
org.webjars.bower	github-com-srfrnk-ng-device-detector	1.1.8.1		66d93d28191e23fc8eb57161c7368cfb25025c27
org.webjars.bower	github-com-srfrnk-ng-device-detector	5.0.2		16adcbd9d62a9ca794ec49a2e75af9b13b6a2f24
org.webjars.npm	corejs-typeahead	1.0.1		209f13dbecd5bc704da894a47e0f826ea0f77673
org.webjars.npm	corejs-typeahead	1.1.1		75232145c5b6ab6dda0dcf3c962bbc24e8396bbb
org.webjars.npm	corejs-typeahead	1.2.1		145492c4000592b5d325bd6330978763b6bb6afc
org.webjars.npm	corejs-typeahead	1.3.1		889d4a98ad0f36fb0ccdb861a1bc4376765fecd8
org.webjars.npm	corejs-typeahead	1.3.4		c0c1f27fec3432ae9fde784217c3731e7a241d88
org.webjars.npm	lottie-web	5.12.1		c86e29b5c533fb55c6f02374ca72e91f57afcdc4
org.webjars.npm	lottie-web	5.12.2		95360a6444eb65ae2d9e8b351264e81e44de5837
org.webjars.npm	lottie-web	5.4.1		06b46bbd7e9d67c3c61a1673ca5f1f3c2bff3d87
org.webjars.npm	lottie-web	5.7.8		44cb1518966c623f13dc6d687fd12f0571014b00
org.webjars.npm	tough-cookie	1.1.0		de98f030a729819d0d2c3dcf23a1d08b6e0bb29c
org.webjars.npm	tough-cookie	2.0.0		82391468e0935b214e88d70e17dd71156a47fd98
org.webjars.npm	tough-cookie	2.2.0		3fc0fb6591d68e9d1167d92f50d31e5095b5560a
org.webjars.npm	tough-cookie	2.2.1		513657fa774ac947efd0d390e31428923458ef45
org.webjars.npm	tough-cookie	2.2.2		faf56732bce131c5b4f4a686a40c487eda154fc9
org.webjars.npm	tough-cookie	2.3.1		84d95f1535a5126a2d15d9ba78594471f5bcc93c
org.webjars.npm	tough-cookie	2.3.2		54b8fb802a6e98969b8e2411732365a79635f83c
org.webjars.npm	tough-cookie	2.3.3		e0bd6f4f3ad6e5a055862d0d2dee550791952042
org.webjars.npm	tough-cookie	2.3.4		1f45707b42abde800cec4c59074f5f7a82ae61ff
org.webjars.npm	tough-cookie	2.4.3		e28415f34f776f4dc37e06c1a9fd386141d68ce4
org.webjars.npm	tough-cookie	2.5.0		590783ea07389a78e5b36128905e335ba49bf6d1
org.webjars.npm	tough-cookie	3.0.1		1bc93c05861672be189f0c52e51168d7dde37e56
org.webjars.npm	tough-cookie	4.0.0		636d6b4c980a80930faf2bdf575931d3e1a3eca5
org.webjars.npm	tough-cookie	4.1.2		2e6d478e095a7b565cd36e7ea5b64be9c074e210
org.webjars.npm	tough-cookie	4.1.3		2cf1e8baffa082e2478682bd88ed1ebbd62965f0
org.webjars.npm	tough-cookie	4.1.4		4a122c64888e6c52921fa605095aa6394454e664
org.webjars.npm	tough-cookie	5.0.0-rc.0		81b347cad211984acfd40351371bb108b7cc7823
org.webjars.npm	tough-cookie	5.1.2		ce5868639be687969028a30af45893512216d73b
org.webpieces.core	runtimecompile	2.1.10		752cc3bc31431c30192c26e9e3d9e3750eb4c542
org.webpieces.core	runtimecompile	2.1.100		037ff10439db7473b0d80b6e5380b915706939d1
org.webpieces.core	runtimecompile	2.1.101		8676ed7313c2ec7ec2618b52f3b441b89f53a5b5
org.webpieces.core	runtimecompile	2.1.102		57825ed64e4580059be816d2acf8e42c5e20d411
org.webpieces.core	runtimecompile	2.1.103		e7795191da92f7efd8b6fb0b680de1103382844e
org.webpieces.core	runtimecompile	2.1.104		dcf9310cc0936d3772d9958666ea676ea39621dc
org.webpieces.core	runtimecompile	2.1.105		f152f6f2d8229500dfaf9901337d618d92d42578
org.webpieces.core	runtimecompile	2.1.106		2b111fe755079b4de76b8101d9a2d1743fc7ca79
org.webpieces.core	runtimecompile	2.1.107		b8016d955a5115b97617ed217d3f5bec4e203de6
org.webpieces.core	runtimecompile	2.1.108		9a65eb261f301cee823c7a5527c6b8acea12eda3
org.webpieces.core	runtimecompile	2.1.109		9066f04d89335c23c776c5532b1b3f3e872eee86
org.webpieces.core	runtimecompile	2.1.11		a4bd8969385e72dab70c225777529ea6141e9bfb
org.webpieces.core	runtimecompile	2.1.13		c945a99dc55309b26ff471553334d50e77469b2e
org.webpieces.core	runtimecompile	2.1.14		d86c6b8e53fa1618633df8fd393eccc637777d50
org.webpieces.core	runtimecompile	2.1.15		d12b77fd4c2695a57de184834635843ec6141b57
org.webpieces.core	runtimecompile	2.1.17		c732528b20dae3e715bf3cc50124554a254a602e
org.webpieces.core	runtimecompile	2.1.2		af39ef5ec1899449d29202d25af651dd582ad89c
org.webpieces.core	runtimecompile	2.1.20		60dd640aa4391b42dce6be319b8c6c8a5304ba20
org.webpieces.core	runtimecompile	2.1.21		bfdb856603ba6224c6de0321f1088284fdf5eef6
org.webpieces.core	runtimecompile	2.1.21.1		203f5b273575e9ecae6def473411865dcb542b0d
org.webpieces.core	runtimecompile	2.1.21.2		49057eb9e8c470e6520925f96832eb5741f1b077
org.webpieces.core	runtimecompile	2.1.22		5e55b4d716bcc18995510e349de2bddc5574f36d
org.webpieces.core	runtimecompile	2.1.23		0a081bc12777cf62d76a889ad93be4f349a0ecb8
org.webpieces.core	runtimecompile	2.1.24		899703f180bf1bfa71bcebb720c98f72eeaf57ee
org.webpieces.core	runtimecompile	2.1.26		ccbc1eb00852770dc88ca7af40928973f3c34427
org.webpieces.core	runtimecompile	2.1.28		2d30d2d5cb88c5d691269cf29c8012cf624fb628
org.webpieces.core	runtimecompile	2.1.29		b1b6bca234eacd0c8ee3be9ed50d2d3ed3e9b8c6
org.webpieces.core	runtimecompile	2.1.30		deb9ec22e07f3517f3d5b92122c7cf8ac40071f7
org.webpieces.core	runtimecompile	2.1.31		c7a1e262fb3d16cbe6b09d5ccda899a9d3364ca4
org.webpieces.core	runtimecompile	2.1.32		98ca246e36ff81a654b467771baf72057cca99d1
org.webpieces.core	runtimecompile	2.1.33		f55fe032872562cb296a94b521358b32beb01894
org.webpieces.core	runtimecompile	2.1.34		5cae08766fa93155013939c5ca6579c7d75ccc4b
org.webpieces.core	runtimecompile	2.1.35		e15af25feceb40799bb99769f3286c18a51579c0
org.webpieces.core	runtimecompile	2.1.36		5d24c1832b7e49ba9fb7e6d6c5fffb30065e5178
org.webpieces.core	runtimecompile	2.1.37		47be29788d935dd56a8b4351f17a3fe795988b82
org.webpieces.core	runtimecompile	2.1.38		1ccfa559c886483481322920fa3a5924cf929a9b
org.webpieces.core	runtimecompile	2.1.39		6133fc8c15fed3b8010ef9c858d64a421f22a1eb
org.webpieces.core	runtimecompile	2.1.40		8f9487a8c9309c772aa0ca3f4f560507fdcf82bd
org.webpieces.core	runtimecompile	2.1.42		715800c300f1c504430eb28ec82631e7a15a2017
org.webpieces.core	runtimecompile	2.1.43		a27cf4c06bbd4c5aa8600f068cc6e4afec949d4f
org.webpieces.core	runtimecompile	2.1.46		9dfe3aba23b20706e8ad4dd5eb1624becd551069
org.webpieces.core	runtimecompile	2.1.47		769aacd5ac3b63604242a8dd4272228c4fbdd90e
org.webpieces.core	runtimecompile	2.1.48		c728b4f762c34165c713372af68a01333c97ae85
org.webpieces.core	runtimecompile	2.1.49		6b8300ffb3d334686e1a714a0a602a60db4f3f4a
org.webpieces.core	runtimecompile	2.1.50		34233db8521993f3a491316bdcfce71716086408
org.webpieces.core	runtimecompile	2.1.51		014c3e5f07ebe449ee2b18e30d05e41dde200021
org.webpieces.core	runtimecompile	2.1.52		85b481605b6562161df3dafb15bfcd6d7fab0c8a
org.webpieces.core	runtimecompile	2.1.53		74f21d51e6abffd105c504f0e4c514f15f6c2f5d
org.webpieces.core	runtimecompile	2.1.54		ee625c970fad49c35d607e02b7b2783118818ba0
org.webpieces.core	runtimecompile	2.1.55		9d17b565f71f4ea8def2913eeca562a8108ff524
org.webpieces.core	runtimecompile	2.1.56		ab9f973b30789f55302ea01bfa6b7edbdd317ddb
org.webpieces.core	runtimecompile	2.1.57		1a0ca490160b3683826e9cc6997c109b56ab5374
org.webpieces.core	runtimecompile	2.1.58		905dc8ecb0de6078176259341f4ed21c0a96652c
org.webpieces.core	runtimecompile	2.1.59		f9710aeba087d28b16f5fedcf0931afb730d9821
org.webpieces.core	runtimecompile	2.1.61		861dc5e02025ec7130f0d31ed98a0150e82c471e
org.webpieces.core	runtimecompile	2.1.62		3fa55c49e527b2e408cc74f6725394e36a4eb3b9
org.webpieces.core	runtimecompile	2.1.63		0bb2efb2b4ea880d61cb29718bb8becae0eda490
org.webpieces.core	runtimecompile	2.1.64		69f65cc7b3072fd130ed0bc315c5a1d7dfea4d77
org.webpieces.core	runtimecompile	2.1.65		0df7e6147fafd0b18ec2cc62f095d95a114298b2
org.webpieces.core	runtimecompile	2.1.66		a4073c2bc5071a9f83a744add29981851f526b46
org.webpieces.core	runtimecompile	2.1.67		c24c619f1e52601bcf65e4de41cc04363f4b1e05
org.webpieces.core	runtimecompile	2.1.68		0fc5ceeed58aad3983ab628b9e73a511e0865e82
org.webpieces.core	runtimecompile	2.1.69		794c840855814daadd84a15a1731edd64e9acf3d
org.webpieces.core	runtimecompile	2.1.70		fd9d6896b2bc5a33b5c5a2695df25ba5ef04bfc8
org.webpieces.core	runtimecompile	2.1.71		e774e317fe30e09035c8343d5aa34df8f240a5bb
org.webpieces.core	runtimecompile	2.1.72		13bda6b4e85ee68bb88473e2d2cbc3e49c81ca1d
org.webpieces.core	runtimecompile	2.1.73		b724a284969606742736b62db7c2c9ba398299ef
org.webpieces.core	runtimecompile	2.1.74		3559e3fcbce972fa6a6e1af42aaac147ade6de69
org.webpieces.core	runtimecompile	2.1.75		1249d622b441848afd190bc9b53d1cf9501d5865
org.webpieces.core	runtimecompile	2.1.76		a7943ea4006ed7a1495db32d7690f96f4597da27
org.webpieces.core	runtimecompile	2.1.77		01d3e1a39d3f043cced1946be42713840661874a
org.webpieces.core	runtimecompile	2.1.78		2beb7a05e8cd8813005ffbe6d81dbf55e2a16d8b
org.webpieces.core	runtimecompile	2.1.79		19381308038229b1d91af65e4e77b0c375121e3d
org.webpieces.core	runtimecompile	2.1.8		b6f5589e021f28bbfd399f85476ce40e6daea92c
org.webpieces.core	runtimecompile	2.1.80		5f85f461047d8aa9ae460335d76143ad105a46d7
org.webpieces.core	runtimecompile	2.1.83		0f73316babc9d8cf8d08486fb9ecb95ceecf56b8
org.webpieces.core	runtimecompile	2.1.84		85afabe72c3f731f89c95b5838924c48bcac8f30
org.webpieces.core	runtimecompile	2.1.85		1c0afd63c79ec4643484b70e6b86bbe912e9fc47
org.webpieces.core	runtimecompile	2.1.86		a20e85a08160a73712d6c3b924eab1042cf96d0a
org.webpieces.core	runtimecompile	2.1.88		e21edfe4f0b384dcef77b6a4cf48ebaffce364fa
org.webpieces.core	runtimecompile	2.1.89		2ccd5fb6276e3e5453731723c0a5c847b974846f
org.webpieces.core	runtimecompile	2.1.90		8e427bf90d8f1538f0df3c6bceb74b56341e80e6
org.webpieces.core	runtimecompile	2.1.91		b17f64ccd0ea4a614435af32f89de11150517864
org.webpieces.core	runtimecompile	2.1.93		bdb0bb2b6981e92b516c641ba749cfe9a99b7aca
org.webpieces.core	runtimecompile	2.1.94		215b44875f4e39d9ca7db4805ce6cfaaf46eb955
org.webpieces.core	runtimecompile	2.1.95		dd0caa4d61725e1b6d063f2e4a428cb070be0475
org.webpieces.core	runtimecompile	2.1.96		d87cbc1d8ee9c33b552214e8317ca7a48bc4cba4
org.webpieces.core	runtimecompile	2.1.97		6017eb27b91de88c4b9becec73bf5b3c90fdcc71
org.xipki.assembly	assemblies	5.0.0		N/A
org.xipki.assembly	assemblies	5.0.1		N/A
org.xipki.assembly	assemblies	5.1.0		N/A
org.xipki.assembly	assemblies	5.2.0		N/A
org.xipki.assembly	assemblies	5.3.0		N/A
org.xipki.assembly	assemblies	5.3.1		N/A
org.xipki.assembly	assemblies	5.3.10		N/A
org.xipki.assembly	assemblies	5.3.11		N/A
org.xipki.assembly	assemblies	5.3.12		N/A
org.xipki.assembly	assemblies	5.3.13		N/A
org.xipki.assembly	assemblies	5.3.14		N/A
org.xipki.assembly	assemblies	5.3.15		N/A
org.xipki.assembly	assemblies	5.3.2		N/A
org.xipki.assembly	assemblies	5.3.3		N/A
org.xipki.assembly	assemblies	5.3.4		N/A
org.xipki.assembly	assemblies	5.3.5		N/A
org.xipki.assembly	assemblies	5.3.6		N/A
org.xipki.assembly	assemblies	5.3.7		N/A
org.xipki.assembly	assemblies	5.3.8		N/A
org.xipki.assembly	assemblies	5.3.9		N/A
org.xipki.assembly	assemblies	6.0.0		N/A
org.xipki.assembly	assemblies	6.1.0		N/A
org.xipki.assembly	assemblies	6.2.0		N/A
org.xipki.assembly	assemblies	6.3.0		N/A
software.amazon.awssdk	api-gateway	2.0.0-preview-1		2796f8334cebdb7efb4300eacf10f484bb0ba9d3
software.amazon.awssdk	api-gateway	2.0.0-preview-10		1a38d56dc39f91ee44b7519e5e915ff2e1a2df1e
software.amazon.awssdk	api-gateway	2.0.0-preview-11		f6a791be1d95a4972b48f3e01c8a29870b858cc4
software.amazon.awssdk	api-gateway	2.0.0-preview-2		989258855c6e6cda480f676504252f19527e4f84
software.amazon.awssdk	api-gateway	2.0.0-preview-4		9d16c43347a59ad476d3d2639bafbb5fe70b4de6
software.amazon.awssdk	api-gateway	2.0.0-preview-5		1af05fece425a08661c4935f2096f6edec7ad740
software.amazon.awssdk	api-gateway	2.0.0-preview-6		e1f85892ef8778646be63e3bcdad60bac7f8f1f4
software.amazon.awssdk	api-gateway	2.0.0-preview-7		2d6f9697855c6c2c0124aacaf79ccc150332e70b
software.amazon.awssdk	api-gateway	2.0.0-preview-8		db727ebd61cd60ba71636fe0c8442e2eb8e5a59d
software.amazon.awssdk	api-gateway	2.0.0-preview-9		83703c5f3f074e384d5aa6eb94d7c6e092151b77
tech.skot	viewmodel-android	1.0.0		N/A
tech.skot	viewmodel-android	1.1.0		N/A
tech.skot	viewmodel-android	1.1.1		N/A
tech.skot	viewmodel-android	1.1.10		N/A
tech.skot	viewmodel-android	1.1.11		N/A
tech.skot	viewmodel-android	1.1.12		N/A
tech.skot	viewmodel-android	1.1.13		N/A
tech.skot	viewmodel-android	1.1.14		N/A
tech.skot	viewmodel-android	1.1.15		N/A
tech.skot	viewmodel-android	1.1.16		N/A
tech.skot	viewmodel-android	1.1.17		N/A
tech.skot	viewmodel-android	1.1.18		N/A
tech.skot	viewmodel-android	1.1.19		N/A
tech.skot	viewmodel-android	1.1.2		N/A
tech.skot	viewmodel-android	1.1.20		N/A
tech.skot	viewmodel-android	1.1.21		N/A
tech.skot	viewmodel-android	1.1.22		N/A
tech.skot	viewmodel-android	1.1.23		N/A
tech.skot	viewmodel-android	1.1.24		N/A
tech.skot	viewmodel-android	1.1.25		N/A
tech.skot	viewmodel-android	1.1.26		N/A
tech.skot	viewmodel-android	1.1.27		N/A
tech.skot	viewmodel-android	1.1.28		N/A
tech.skot	viewmodel-android	1.1.29		N/A
tech.skot	viewmodel-android	1.1.3		N/A
tech.skot	viewmodel-android	1.1.30		N/A
tech.skot	viewmodel-android	1.1.31		N/A
tech.skot	viewmodel-android	1.1.32		N/A
tech.skot	viewmodel-android	1.1.33		N/A
tech.skot	viewmodel-android	1.1.34		N/A
tech.skot	viewmodel-android	1.1.35		N/A
tech.skot	viewmodel-android	1.1.36		N/A
tech.skot	viewmodel-android	1.1.37		N/A
tech.skot	viewmodel-android	1.1.38		N/A
tech.skot	viewmodel-android	1.1.39		N/A
tech.skot	viewmodel-android	1.1.4		N/A
tech.skot	viewmodel-android	1.1.40		N/A
tech.skot	viewmodel-android	1.1.41		N/A
tech.skot	viewmodel-android	1.1.42		N/A
tech.skot	viewmodel-android	1.1.43		N/A
tech.skot	viewmodel-android	1.1.44		N/A
tech.skot	viewmodel-android	1.1.45		N/A
tech.skot	viewmodel-android	1.1.46		N/A
tech.skot	viewmodel-android	1.1.47		N/A
tech.skot	viewmodel-android	1.1.48		N/A
tech.skot	viewmodel-android	1.1.49		N/A
tech.skot	viewmodel-android	1.1.5		N/A
tech.skot	viewmodel-android	1.1.50		N/A
tech.skot	viewmodel-android	1.1.51		N/A
tech.skot	viewmodel-android	1.1.52		N/A
tech.skot	viewmodel-android	1.1.53		N/A
tech.skot	viewmodel-android	1.1.54		N/A
tech.skot	viewmodel-android	1.1.55		N/A
tech.skot	viewmodel-android	1.1.56		N/A
tech.skot	viewmodel-android	1.1.57		N/A
tech.skot	viewmodel-android	1.1.58		N/A
tech.skot	viewmodel-android	1.1.59		N/A
tech.skot	viewmodel-android	1.1.6		N/A
tech.skot	viewmodel-android	1.1.60		N/A
tech.skot	viewmodel-android	1.1.7		N/A
tech.skot	viewmodel-android	1.1.8		N/A
tech.skot	viewmodel-android	1.1.9		N/A
tech.skot	viewmodel-android	1.2.5		N/A
tech.skot	viewmodel-android	1.2.6		N/A
tech.skot	viewmodel-android	1.2.7		N/A
tech.skot	viewmodel-android	1.2.8		N/A
tech.skot	viewmodel-android	1.2.9		N/A
tomcat	catalina-admin	5.0.16		0eb0abff2843e1b5888f540d3ee15a9c28aa5b19
tomcat	catalina-admin	5.0.18		c550eec188f411048347864b29df08076f6265f4
tomcat	catalina-admin	5.0.28		e56869f1b7fc5c78988790b0911810795b61c757
top.marchand.java.utils	classpath-utils	1.00.00		7c273fa404a3a8cc3330cbfd7f32026d0d4e0643
top.marchand.java.utils	classpath-utils	1.01.00		6af50d6d8484c21d98e82c2405da7df425e59653
top.marchand.java.utils	classpath-utils	1.02.00		a7abd034b72d58d6eafcfb67ebaaa921b1f07db9
top.marchand.java.utils	classpath-utils	1.02.01		8d5d3da1f84ed0a6af18be6df8b372a57615199d
tz.co.asoft	sim-core-watchosarm32	2.0.18		N/A
tz.co.asoft	sim-core-watchosarm32	2.0.18	metadata	8cb5dc660cf4453fa978b4c4cc0c584fee02266b
tz.co.asoft	sim-core-watchosarm32	3.0.13		N/A
tz.co.asoft	sim-core-watchosarm32	3.0.13	metadata	617d3bd98801398649285175cef4f8efcb73ff2a
tz.co.asoft	sim-core-watchosarm32	3.0.14		N/A
tz.co.asoft	sim-core-watchosarm32	3.0.14	metadata	32b76b931a419dc4f5297085c2d0a7af728dd9ca
tz.co.asoft	sim-core-watchosarm32	3.0.15		N/A
tz.co.asoft	sim-core-watchosarm32	3.0.15	metadata	1202ae6770b73c7890de98bb4d70ecab4aff2f9e
