br.com.caelum.livraria	livraria-base	1.0.0		bdd415fb7156295c28aff5c5dfac83423db6afc0
cd.connect.composites.java	connect-composite-prometheus	1.1		ba7ddb594fd1d3db5f58bf3e53a017b70b2a837b
cd.connect.composites.java	connect-composite-prometheus	2.1		d9494045b1a0e2dbec4481e0cdab53ba9bbfe395
com.abubusoft	kripton-dataformat-cbor	1.5.0		8c2418bb7edf910cebb310d82ab09f2bc5b5269b
com.abubusoft	kripton-dataformat-cbor	1.6.0		91a71d7b390b41f35e79edf6a0f91b0220cb95c9
com.abubusoft	kripton-dataformat-cbor	1.6.1		fb449205042a448d73a7dc52fe4f79e7e01c5ee9
com.abubusoft	kripton-dataformat-cbor	2.0.0		67fa2ef9c5395a52d527ab84e667d7514d3e9eb4
com.abubusoft	kripton-dataformat-cbor	2.0.1		54f760907c4ec10d58370b929be925a7dd879007
com.abubusoft	kripton-dataformat-cbor	2.0.2		d82372c34fb8f9f486dffe92ba1233da00d44cb7
com.abubusoft	kripton-dataformat-cbor	3.0.0		2559ceac991102dc9002026de16dcd0909e93304
com.abubusoft	kripton-dataformat-cbor	3.0.1		55904f7ec8907d63606b13065a7b324b5505ee2d
com.abubusoft	kripton-dataformat-cbor	3.0.2		4c396a3f61c0d96ae5955f38d3e6262d573579e4
com.abubusoft	kripton-dataformat-cbor	3.1.0		a86c7ae893655b2daca70813d24177527f2a2f8b
com.abubusoft	kripton-dataformat-cbor	3.3.0		c4dc40db3a272f6599853e789cb7c8bf06479fae
com.abubusoft	kripton-dataformat-cbor	3.4.0		74ddd4971698410e546e35dc01007383725a605d
com.abubusoft	kripton-dataformat-cbor	3.4.1		ab8f1062cfbc86b9a42e67c1a87f50b50cb6ca11
com.abubusoft	kripton-dataformat-cbor	3.5.0		7688dc2b9c5ee631c74d69e6fa209f7ee3ecc903
com.abubusoft	kripton-dataformat-cbor	4.0.0		58ac0b122f7ef122a440813c8ef0d937daf420b4
com.abubusoft	kripton-dataformat-cbor	4.0.0-rc.1		2e44eee418765476e7d06599158435ed41128e46
com.abubusoft	kripton-dataformat-cbor	4.0.0-rc.10		899d5ee9440ae8bb8f8510ea7a0f75b970dc8449
com.abubusoft	kripton-dataformat-cbor	4.0.0-rc.11		027c693b2abb349c7044683324005d28784f14b2
com.abubusoft	kripton-dataformat-cbor	4.0.0-rc.12		65680ee7193f9fa40e255731f49b782eb0f1a9a6
com.abubusoft	kripton-dataformat-cbor	4.0.0-rc.14		2225402da36b04849656cc6ab56516f22ebc84e3
com.abubusoft	kripton-dataformat-cbor	4.0.0-rc.18		cc222f052534475a52f3e3ec5311f84c656dabad
com.abubusoft	kripton-dataformat-cbor	4.0.0-rc.19		15f874a8b59fa3538014fcbbf09694990ff1c7aa
com.abubusoft	kripton-dataformat-cbor	4.0.0-rc.2		7e093999513b3772cfc4c31cf65271109c3d9b87
com.abubusoft	kripton-dataformat-cbor	4.0.0-rc.20		88ad2060669f9a3170b197d4aa8bbcd261a7e781
com.abubusoft	kripton-dataformat-cbor	4.0.0-rc.22		ceaf91cf95c05ae20e9d5a41cede1961d623235c
com.abubusoft	kripton-dataformat-cbor	4.0.0-rc.3		6d1cae351c2f8616fe2d86a75c626a0a922aab5a
com.abubusoft	kripton-dataformat-cbor	4.0.0-rc.4		a39259f77d7fd61de0ca12bfadcf20fd4594e8c5
com.abubusoft	kripton-dataformat-cbor	4.0.0-rc.5		6e01c3810e2aee6c59802245d0be5afdf4c09129
com.abubusoft	kripton-dataformat-cbor	4.0.0-rc.6		7c58080ad4449832276b83ef792440c23d0d15cf
com.abubusoft	kripton-dataformat-cbor	4.0.0-rc.7		d6dc9e2c4e1ec76a9f042300ede80154dc287c5c
com.abubusoft	kripton-dataformat-cbor	4.0.0-rc.8		fc843d974d78ca7d8dd6c130482733341eba9da9
com.abubusoft	kripton-dataformat-cbor	4.0.0-rc.9		764db3e91099b35956378f93d7869ffc19231348
com.abubusoft	kripton-dataformat-cbor	4.1.0-rc.1		816e8b26d5ea76804fabd479b255574e7a7fcd3e
com.abubusoft	kripton-dataformat-cbor	4.1.0-rc.10		efe5f00a29afa68934ec9f32a848e2bb543ab98b
com.abubusoft	kripton-dataformat-cbor	4.1.0-rc.11		e26832059157970908c981b9604a8581fbd80168
com.abubusoft	kripton-dataformat-cbor	4.1.0-rc.12		9655339319176fe8df02c3358102c0385ac3bfb8
com.abubusoft	kripton-dataformat-cbor	4.1.0-rc.13		e6a36a4e6f73915a7f1f8cb85a4afa73807ecd4e
com.abubusoft	kripton-dataformat-cbor	4.1.0-rc.2		effcfe659ec9666ea830e5fcffab6fce5212bb22
com.abubusoft	kripton-dataformat-cbor	4.1.0-rc.5		cc1005e1300c691f31a3a4586348a88d71144a46
com.abubusoft	kripton-dataformat-cbor	4.1.0-rc.6		9ed3faff83c2611b97ab8ce81eaf0a670bf78970
com.abubusoft	kripton-dataformat-cbor	4.1.0-rc.7		e9d754df767a3d5c7cfb1faa124ee6531d24fcde
com.abubusoft	kripton-dataformat-cbor	4.1.0-rc.8		b34e47a0fdb7b229546db38587fb3cd00544439d
com.abubusoft	kripton-dataformat-cbor	4.1.0-rc.9		ad322daf9d1fb085a46bdb700cb65730bb674482
com.abubusoft	kripton-dataformat-cbor	5.0.0		41a69eac4a962aafb00730a5efbd8331f29172d7
com.abubusoft	kripton-dataformat-cbor	5.0.0-rc.1		b392c3dbaf7f90e1287b1edad2f7c65aefa3d296
com.abubusoft	kripton-dataformat-cbor	5.0.0-rc.3		c63478c44d2fcd8567c973c873ed5661f44710f3
com.abubusoft	kripton-dataformat-cbor	5.0.0-rc.4		6e0cf381cb8ef2214f6f24de8137f1e1e4a9db84
com.abubusoft	kripton-dataformat-cbor	5.0.0-rc.5		2575b265b387a0c25e61c1a05e5b33ac1d560146
com.abubusoft	kripton-dataformat-cbor	5.1.0-rc.1		85ff4d18a265109753aaed83d87dadc22113f681
com.abubusoft	kripton-dataformat-cbor	5.1.0-rc.2		3a37a450cc7589b6b83f21bdb16aa07f8bd93ec8
com.abubusoft	kripton-dataformat-cbor	5.1.0-rc.3		5970568f398b71179a7464faf36d2dca0670ad08
com.abubusoft	kripton-dataformat-cbor	6.0.0		7ebb68e16dbb56c7459a79b44d333822f25ec3be
com.abubusoft	kripton-dataformat-cbor	6.0.0-rc.1		d38c2bb8eb8e2a828dbb752cd7fe2656c9b45ab0
com.abubusoft	kripton-dataformat-cbor	6.0.0-rc.2		a052200e0c5262cf17220e742706f2b7e1d2e405
com.abubusoft	kripton-dataformat-cbor	6.0.0-rc.3		b0ea6a949331b431d864020c985cec4f73e6a52c
com.abubusoft	kripton-dataformat-cbor	6.0.0-rc.4		e3ca8afc2531f55786abdff4d178adead6b93bc4
com.abubusoft	kripton-dataformat-cbor	6.0.0-rc.5		3110df69c8ef5fe069c532baa862594d2f29f10c
com.abubusoft	kripton-dataformat-cbor	6.0.0-rc.6		dcb01ebbc1833e661b62ffa840ebebe6ce0b37e2
com.abubusoft	kripton-dataformat-cbor	6.0.0-rc.7		bb68638c5bd12296c4605c5f8daf187874e10f8a
com.abubusoft	kripton-dataformat-cbor	7.0.0		9af40bd804f595ef6fee9d3e181182a577f72753
com.abubusoft	kripton-dataformat-cbor	7.0.0-rc.3		6dcfd9b419f90b1574bd718158e698b86995ed81
com.abubusoft	kripton-dataformat-cbor	7.0.0-rc.4		1d99dbd0d41862425614bb72d2e5bcc0091df5b4
com.abubusoft	kripton-dataformat-cbor	7.0.0-rc.6		fd719a3819d974f867624d24adebc1e8b55a699b
com.abubusoft	kripton-dataformat-cbor	7.0.0-rc.7		31675caff7a37fc21d916ebf37c2eb580532e72d
com.abubusoft	kripton-dataformat-cbor	7.0.0-rc.8		92dd6dd3dd4de2ef48ea10f7e3de98fc5d4da941
com.abubusoft	kripton-dataformat-cbor	8.0.0-rc.1		37b9f0626d9142fd0bf8f1a722c331e373b85a4f
com.abubusoft	kripton-dataformat-cbor	8.0.0-rc.2		27a25f6c4468b1f4e6cadf85196d00c9fad79ca0
com.abubusoft	kripton-dataformat-cbor	8.0.0-rc.3		c53c29116e505bedca7a780f033644825d25dd83
com.abubusoft	kripton-dataformat-cbor	8.0.0-rc.4		52c1332d13ddf011110e512fd446552458b237c7
com.abubusoft	kripton-dataformat-cbor	8.0.0-rc.6		c327a9cdbead30ed4aab9df0ba1636757316b128
com.abubusoft	kripton-dataformat-cbor	8.1.0		5ef2155087586aa096830b40208cfe2b82da4dac
com.abubusoft	kripton-dataformat-cbor	8.1.0-rc.1		13669bdb58252dcf2b2911a4d70ce6007d93adec
com.abubusoft	kripton-dataformat-cbor	8.1.0-rc.3		e96895b166a0968c6ba0c69854e28f63afc33adc
com.abubusoft	kripton-dataformat-cbor	8.2.0-rc.1		158fed7e7fb0008e0819986a3fe73e9b03627142
com.abubusoft	kripton-dataformat-cbor	8.2.0-rc.2		6d014ac5f4cf03b80968ebdc50e787e903a181ec
com.abubusoft	kripton-dataformat-cbor	8.2.0-rc.3		d5a0594073659970c780922009072e44e5c39fb5
com.abubusoft	kripton-dataformat-cbor	8.2.0-rc.4		8afab73d475a5e52f77355f25a76f44471077e69
com.adobe.aam	metrics	1.0.0		d5e92deddbe10819edacc106f412901e6caa57e5
com.adobe.aam	metrics	1.0.1		8b442220885821e9a48777e895d7fe7612842cdc
com.adobe.aam	metrics	1.0.2		8b2405f46bdbbe4cd01f524a52de5bea1e7b3b58
com.adobe.aam	metrics	1.0.3		9396238d1bfca7ea4723463408e93d7621d1e324
com.aliyun	domain20180129	1.0.0		931195d9dfbac1d122cfd5228f56fdb4e9c1b9a8
com.aliyun	domain20180129	1.0.1		28bac8c0e5f89c2511704102d38b18fa0774aef8
com.aliyun	domain20180129	3.14.8		32bbca2d7393ccf5365ecbeb1b8414f9af4653ae
com.aliyun	domain20180129	3.14.8	shaded	d1a89f3d630a9de7332f12b4d13a220e034925f7
com.aliyun	domain20180129	3.15.0		47158c4c8ab848857a83cde0ec2a0039273dbd08
com.aliyun	domain20180129	3.15.0	shaded	953f848a6e07ddd10a27219ec76a3d64ddae8daa
com.aliyun	domain20180129	3.15.1		99d494ed5c5b5c2f9b33f3ab52672456ae754513
com.aliyun	domain20180129	3.15.1	shaded	501808d9f8317aaf458ff03d5b04c9fa54ee1af8
com.aliyun	domain20180129	3.16.0		525481342723097f74d4a1083667c188394f5334
com.aliyun	domain20180129	3.16.0	shaded	e121fbf67108c5c3c62618724325093bf3ab738a
com.aliyun	domain20180129	4.0.0		2fb8cc40405005454187f04379f6f5fd277813bd
com.aliyun	domain20180129	4.0.0	shaded	477a951b91012f49e54b72175ce3a4d2ff7deef2
com.aliyun	moguan_sdk20210415	1.0.0		d7f5501325f5020ac994639da0d94ac992712477
com.aliyun	moguan_sdk20210415	1.0.0	shaded	1e486cd8e6090abfaa7f93fe1328034655affd9f
com.aliyun	moguan_sdk20210415	1.0.1		2dbf5d97844a64f6ada98e0e89fbac90cfa31214
com.aliyun	moguan_sdk20210415	1.0.1	shaded	fe945cacee1f17664645198cb62c70f3f056e9a3
com.baremetalcloud	common-bashscript	0.3		f204008e351c01da6293dcf43f25f89a6c015a6b
com.breuninger.boot	jobs	3.0.0.RELEASE		1f9d69d9564156c27a5c520e5220886e65193d10
com.breuninger.boot	jobs	3.0.1.RELEASE		74f3f69c83b71cd49446fe9806704d568e794408
com.breuninger.boot	jobs	3.0.2.RELEASE		a4ae18da54c1bb70fcd269547afa4001a2ecadf8
com.breuninger.boot	jobs	3.0.3.RELEASE		708102844b7b64b6003ecbf895959483dc355f4f
com.breuninger.boot	jobs	3.0.4.RELEASE		49826a8955d07e6dc9e69648a28ed323241e01ed
com.breuninger.boot	jobs	3.0.5.RELEASE		42edbafd2b829938bdf396b9f9c30de134ec492d
com.breuninger.boot	jobs	3.1.0.RELEASE		da4ed86d5d01cc8714036dd9aee7ff86707b95f9
com.breuninger.boot	jobs	3.1.1.RELEASE		16abde6d98717bf757e8e486bcef274d9f0a8feb
com.breuninger.boot	jobs	3.2.0.RELEASE		f707e171d53d6d7cf6d5c30a69c4234e59e3d336
