co.amity.android	amity-api	5.35.0		N/A
io.github.optimumcode	json-schema-validator-iosx64	0.5.0		N/A
io.github.optimumcode	json-schema-validator-iosx64	0.5.0	metadata	43323dad31bfa6bb12294ae5f9df13a9aec73815
io.github.optimumcode	json-schema-validator-iosx64	0.5.1		N/A
io.github.optimumcode	json-schema-validator-iosx64	0.5.1	metadata	4372cf01b51525bd18124cfd25283dfdb090bfb0
io.github.shabinder	zipline-loader-macosx64	1.10.0-LEGACY		N/A
io.github.shabinder	zipline-loader-macosx64	1.10.0-LEGACY	metadata	374cbcaa254b1f9eadf3ab642ab3818bd6eba272
io.github.shabinder	zipline-loader-macosx64	1.17.0-CUSTOM		N/A
io.github.shabinder	zipline-loader-macosx64	1.17.0-CUSTOM	metadata	16561a4668f29796c95b91f6972fd8066d57f43e
io.github.shabinder	zipline-loader-macosx64	1.17.1-CUSTOM		N/A
io.github.shabinder	zipline-loader-macosx64	1.17.1-CUSTOM	metadata	676a7e6a1691ec4bb210776e3bc06d749c65aa27
io.github.shabinder	zipline-loader-macosx64	1.17.2-CUSTOM		N/A
io.github.shabinder	zipline-loader-macosx64	1.17.2-CUSTOM	metadata	ae534fc0fc47915208e5df4d4051ef5206f1d3c0
io.github.shabinder	zipline-loader-macosx64	1.17.3-CUSTOM		N/A
io.github.shabinder	zipline-loader-macosx64	1.17.3-CUSTOM	metadata	fd5293e839605b648e858d6c4851fed985c5ad4e
io.github.shabinder	zipline-loader-macosx64	1.17.4-CUSTOM		N/A
io.github.shabinder	zipline-loader-macosx64	1.17.4-CUSTOM	metadata	efbb8b3034e1ed7ccd5a23bf6304763626f8e4c9
io.github.shabinder	zipline-loader-macosx64	1.17.5-CUSTOM		N/A
io.github.shabinder	zipline-loader-macosx64	1.17.5-CUSTOM	metadata	002ee48b5617e7396b1ee71618839dbd041739a8
io.github.shabinder	zipline-loader-macosx64	1.18.5-CUSTOM		N/A
io.github.shabinder	zipline-loader-macosx64	1.18.5-CUSTOM	metadata	8f383ead1d150d19be73bda117d2fcbfedaff795
io.helidon.integrations.vault.secrets	helidon-integrations-vault-secrets-pki	2.3.0		9c34be8673f1fd326c7b3d45e56d6779385b4d13
io.helidon.integrations.vault.secrets	helidon-integrations-vault-secrets-pki	2.3.1		e67c9f6f3d0ac43e00d5d657104b35d4df4a7970
io.helidon.integrations.vault.secrets	helidon-integrations-vault-secrets-pki	2.3.2		6838e12eb884c896568b76af94efca5def89d9f9
io.helidon.integrations.vault.secrets	helidon-integrations-vault-secrets-pki	2.3.3		891f62f491cf38710ce2d0ad7a669f77875cac70
io.helidon.integrations.vault.secrets	helidon-integrations-vault-secrets-pki	2.3.4		be9aaa65bf2ea8c732d85ff8346073c94b857869
io.helidon.integrations.vault.secrets	helidon-integrations-vault-secrets-pki	2.4.0		e91569fbe87789f5be3bf566eb27a1400451671d
io.helidon.integrations.vault.secrets	helidon-integrations-vault-secrets-pki	2.4.1		37ac606065adb4e158fd17f447debf1a1965ac8f
io.helidon.integrations.vault.secrets	helidon-integrations-vault-secrets-pki	2.4.2		6031892c316acf6942df9db39e22214068aca6b1
io.helidon.integrations.vault.secrets	helidon-integrations-vault-secrets-pki	2.5.0		02a9b318e186fb550fe1d0798f1d228a915c8bd2
io.helidon.integrations.vault.secrets	helidon-integrations-vault-secrets-pki	2.5.1		ee4598623001ace77fb3afc37e63fab9666994f6
io.helidon.integrations.vault.secrets	helidon-integrations-vault-secrets-pki	2.5.2		82e3375b730cb7563e34743998dc6154da1424e1
io.helidon.integrations.vault.secrets	helidon-integrations-vault-secrets-pki	2.5.3		3f5669a42d2cf51e277a7c7aa1ebef04bb6bfa7f
io.helidon.integrations.vault.secrets	helidon-integrations-vault-secrets-pki	2.5.4		f994ee9ace3bc19596b4d09e8c3232df56b0ce33
io.helidon.integrations.vault.secrets	helidon-integrations-vault-secrets-pki	2.5.5		e248fc97f8daaaf4128201f9077399f062baa8f8
io.helidon.integrations.vault.secrets	helidon-integrations-vault-secrets-pki	2.5.6		2b17a61e35e25acc7c57788fa2a5cd74690332fa
io.helidon.integrations.vault.secrets	helidon-integrations-vault-secrets-pki	2.6.0		882a6837c37c57824ed48f821aa1da831d1a9127
io.helidon.integrations.vault.secrets	helidon-integrations-vault-secrets-pki	2.6.1		cdf1b8af28a6b6ca2e76e9464aae4d367414307f
io.helidon.integrations.vault.secrets	helidon-integrations-vault-secrets-pki	2.6.10		395d4b3171b9126790befdf8988f978d5bcbe723
io.helidon.integrations.vault.secrets	helidon-integrations-vault-secrets-pki	2.6.11		acf4fa81f459cf5c99b2456f51a2b70021cfddb8
io.helidon.integrations.vault.secrets	helidon-integrations-vault-secrets-pki	2.6.2		4572876c4898cc2a717813c23a2678e673ff3acc
io.helidon.integrations.vault.secrets	helidon-integrations-vault-secrets-pki	2.6.3		65cf1583f1afc551ca78f501ccf961e11310af85
io.helidon.integrations.vault.secrets	helidon-integrations-vault-secrets-pki	2.6.4		a41314bfcaba33dbfa0cb264602c96ffc4201d08
io.helidon.integrations.vault.secrets	helidon-integrations-vault-secrets-pki	2.6.5		6148a040f00167d17bc12f3b0e3af3a4a0eda24c
io.helidon.integrations.vault.secrets	helidon-integrations-vault-secrets-pki	2.6.6		84c1b49154d1641228f7f3c3d71e672d306a4742
io.helidon.integrations.vault.secrets	helidon-integrations-vault-secrets-pki	2.6.7		9a44cec07bb5ed5ee5a077a5a9b425ad6736a403
io.helidon.integrations.vault.secrets	helidon-integrations-vault-secrets-pki	2.6.8		b1430df8dc477fc0a33ad837a30ed1bf4c8e28b5
io.helidon.integrations.vault.secrets	helidon-integrations-vault-secrets-pki	2.6.9		c32544844cd66462cc76cb5fbb9f385eeaff6b56
io.helidon.integrations.vault.secrets	helidon-integrations-vault-secrets-pki	3.0.0		a5f00a3d427aecfed055e0eedeb0a17ebc37eec0
io.helidon.integrations.vault.secrets	helidon-integrations-vault-secrets-pki	3.0.0-M1		3860f6cce54d4d48ff9d0af7964a1502cefa06ee
io.helidon.integrations.vault.secrets	helidon-integrations-vault-secrets-pki	3.0.0-M2		8d01b56caac4b293dbe15381e8499b2b7ffa079b
io.helidon.integrations.vault.secrets	helidon-integrations-vault-secrets-pki	3.0.0-RC1		97e4a7ec0cfc2d28e14ed8079891202d9ff8483d
io.helidon.integrations.vault.secrets	helidon-integrations-vault-secrets-pki	3.0.0-RC2		061a92b2947aafeb5555f7d0618bba4f268c9b70
io.helidon.integrations.vault.secrets	helidon-integrations-vault-secrets-pki	3.0.1		a3be8c20919a1e309cc38b2e2a149dfe2a148c57
io.helidon.integrations.vault.secrets	helidon-integrations-vault-secrets-pki	3.0.2		f439458b58fbbb2df6c49c602891ad85ce8f4375
io.helidon.integrations.vault.secrets	helidon-integrations-vault-secrets-pki	3.1.0		4983957adc1ea0cce0b57b9f8c2f2032987b36fd
io.helidon.integrations.vault.secrets	helidon-integrations-vault-secrets-pki	3.1.1		6763373d78c904341a3c9c54949bc1ec2724d145
io.helidon.integrations.vault.secrets	helidon-integrations-vault-secrets-pki	3.1.2		bbb79b4c341db99f9306b4df3f90517819e0d1ca
io.helidon.integrations.vault.secrets	helidon-integrations-vault-secrets-pki	3.2.0		db8a9846026107678d5cb6778ee8a25ab09dc912
io.helidon.integrations.vault.secrets	helidon-integrations-vault-secrets-pki	3.2.1		2a4f539941f45ce2ee4134d0794d4f9fd00fb2de
io.helidon.integrations.vault.secrets	helidon-integrations-vault-secrets-pki	3.2.10		f47190f116bc2659fc9fbdbedd99e3dc2de14539
io.helidon.integrations.vault.secrets	helidon-integrations-vault-secrets-pki	3.2.11		6cf101ef29cd423b35a353065569ea37610a0488
io.helidon.integrations.vault.secrets	helidon-integrations-vault-secrets-pki	3.2.12		5def958893fd1ebdfe6782962f6dc5d3949fcb3d
io.helidon.integrations.vault.secrets	helidon-integrations-vault-secrets-pki	3.2.2		374b86858e0f2e38ca56fd23d18f158bf6e426d4
io.helidon.integrations.vault.secrets	helidon-integrations-vault-secrets-pki	3.2.3		715c2266ea0e5d29a088732426f139c015d1ceb4
io.helidon.integrations.vault.secrets	helidon-integrations-vault-secrets-pki	3.2.4		060aac3f44d69ef913414734c3882ee4d499a6fe
io.helidon.integrations.vault.secrets	helidon-integrations-vault-secrets-pki	3.2.5		3ecd6a3366c1d89ddf210ca15f499e4c787a8dee
io.helidon.integrations.vault.secrets	helidon-integrations-vault-secrets-pki	3.2.6		b019c417bb461704e0ab122430e73709f01cd410
io.helidon.integrations.vault.secrets	helidon-integrations-vault-secrets-pki	3.2.7		5125c36f5d60ba87e886dad2a2c1ecb3e2fdc291
io.helidon.integrations.vault.secrets	helidon-integrations-vault-secrets-pki	3.2.8		37b166296f74ddd5e8f047e4b0654feaa3fcabdf
io.helidon.integrations.vault.secrets	helidon-integrations-vault-secrets-pki	3.2.9		8452e73d9fbd864fe4ea7ed68066d9cc47baf3d8
io.helidon.integrations.vault.secrets	helidon-integrations-vault-secrets-pki	4.0.0		b14a79c3d4f4458b5abe8385a80dcde40f37f7aa
io.helidon.integrations.vault.secrets	helidon-integrations-vault-secrets-pki	4.0.0-ALPHA1		59a6568288e60468fcc439fb57db60d38535b14a
io.helidon.integrations.vault.secrets	helidon-integrations-vault-secrets-pki	4.0.0-ALPHA2		c8590ef80eea14434ba340264d94f55f6e9ff8ae
io.helidon.integrations.vault.secrets	helidon-integrations-vault-secrets-pki	4.0.0-ALPHA3		61538ae66f58991c4727a25a9acc099c6b0ac490
io.helidon.integrations.vault.secrets	helidon-integrations-vault-secrets-pki	4.0.0-ALPHA4		9aaee39d21c43a2306d0cd0c1e05af03683d3bce
io.helidon.integrations.vault.secrets	helidon-integrations-vault-secrets-pki	4.0.0-ALPHA5		8499acf04d3fe28fcea52ac21567d44685ac61e4
io.helidon.integrations.vault.secrets	helidon-integrations-vault-secrets-pki	4.0.0-ALPHA6		4b3716a8a2504e9eac349a25d7f9fbb8ec7fe583
io.helidon.integrations.vault.secrets	helidon-integrations-vault-secrets-pki	4.0.0-M1		fda27e5eeb05e6d7aa48c2f81097540f6df8c65b
io.helidon.integrations.vault.secrets	helidon-integrations-vault-secrets-pki	4.0.0-M2		dfdbbf6a40f1eb9bbbd2556d4f49a114de28292d
io.helidon.integrations.vault.secrets	helidon-integrations-vault-secrets-pki	4.0.0-RC1		445fd1e6f6bac36e929bf1ca8e37299fe85adedc
io.helidon.integrations.vault.secrets	helidon-integrations-vault-secrets-pki	4.0.0-RC2		3c5a44eefe57daf7befaa18b0bd5e36f7515d6c4
io.helidon.integrations.vault.secrets	helidon-integrations-vault-secrets-pki	4.0.1		ec1b4cef24be783c7373b5c3db37c2ad45bf4aaf
io.helidon.integrations.vault.secrets	helidon-integrations-vault-secrets-pki	4.0.10		97a6e1c10f17aaa505886f7f50177d58253d5a76
io.helidon.integrations.vault.secrets	helidon-integrations-vault-secrets-pki	4.0.11		78cd4fb13153267d1454e9983bf294e908345545
io.helidon.integrations.vault.secrets	helidon-integrations-vault-secrets-pki	4.0.12		d84dc7514ea559d887b927999e9c51af864f9aa9
io.helidon.integrations.vault.secrets	helidon-integrations-vault-secrets-pki	4.0.2		38654c2a89f00a3826e52392de2902e3a11cbc5e
io.helidon.integrations.vault.secrets	helidon-integrations-vault-secrets-pki	4.0.3		9931f881a79bf10047f912c16b49da14ae1becb7
io.helidon.integrations.vault.secrets	helidon-integrations-vault-secrets-pki	4.0.4		ae2e8a0b5038a8145629002edf8513a458e7232b
io.helidon.integrations.vault.secrets	helidon-integrations-vault-secrets-pki	4.0.5		9c1cb1f470c2b61178cf32e64a9dc9755ab7c821
io.helidon.integrations.vault.secrets	helidon-integrations-vault-secrets-pki	4.0.6		1dc81c31d64381e576025b777e24aa4da20a0379
io.helidon.integrations.vault.secrets	helidon-integrations-vault-secrets-pki	4.0.7		b428716a7a5b306425376cbb11e2da345ba1fd9a
io.helidon.integrations.vault.secrets	helidon-integrations-vault-secrets-pki	4.0.8		cf181cb30de9a0b2689df2af5672a926311cbc1c
io.helidon.integrations.vault.secrets	helidon-integrations-vault-secrets-pki	4.0.9		9a69e5db6338f1b41d39aab7dd0eb819f899ca1d
io.helidon.integrations.vault.secrets	helidon-integrations-vault-secrets-pki	4.1.0		8a5e1788b27d0fdfd21f643aee2eaf4531a15ec1
io.helidon.integrations.vault.secrets	helidon-integrations-vault-secrets-pki	4.1.1		40e4a30ae08464a58a7bd6c9a4559691afbcb6f1
io.helidon.integrations.vault.secrets	helidon-integrations-vault-secrets-pki	4.1.2		db98826de763f9b97969d182eb5787b6a0f71275
io.helidon.integrations.vault.secrets	helidon-integrations-vault-secrets-pki	4.1.3		a3463f3e8300c6ed8d65b8f8302d48e38a39ee04
io.helidon.integrations.vault.secrets	helidon-integrations-vault-secrets-pki	4.1.4		29ade52f1baab10bec465e4ac08645026a747474
io.helidon.integrations.vault.secrets	helidon-integrations-vault-secrets-pki	4.1.5		bf4c37f09525c5ce25f3ae390da67d756a5dd65d
io.helidon.integrations.vault.secrets	helidon-integrations-vault-secrets-pki	4.1.6		cec41f37b526a9d6b059db09fdb990e3735d29f6
io.helidon.integrations.vault.secrets	helidon-integrations-vault-secrets-pki	4.1.7		fdad808b754670e9b1c39960b907d060e561da1e
io.helidon.integrations.vault.secrets	helidon-integrations-vault-secrets-pki	4.2.0		ca7c4065d7044de71259d2885ce5c8d43168cac3
io.helidon.integrations.vault.secrets	helidon-integrations-vault-secrets-pki	4.2.1		28146e905414b0b0ae22eb0024688757792a015f
io.helidon.integrations.vault.secrets	helidon-integrations-vault-secrets-pki	4.2.2		bdf9815fde2dbb342b34892f6efbfca248b0aae3
io.inugami	inugami_commmons_spring	2.2.0		f77e6d9475273797a0ea75109ccf77e02e585f6a
io.inugami	inugami_commmons_spring	2.2.1		6c4fdf1a4825caf301b2a2137d4775d9d5bbd083
io.inugami	inugami_commmons_spring	2.2.2		ef0c02c547f5dc4c405ad9806a281e7051310aba
io.kevinlee	just-semver-decver_2.12	1.0.0		28d2b7e8775fc7646ddb481c0f8b49f9f667255f
io.kevinlee	just-semver-decver_2.12	1.1.0		fdbd793da64f002d72191520a410a9342c7485f2
io.kevinlee	just-semver-decver_2.12	1.1.1		39cf1170aeb8b3ac5c16dafe5010c0e143d7daf6
io.kriptal.ethers	ethers-rlp	0.1.0		b0701e42dd95811b856ba2003dd66b389441c4bf
io.kriptal.ethers	ethers-rlp	0.2.0		54920126897ab89afed6c6db3b1ef025e8e9a7fd
io.kriptal.ethers	ethers-rlp	0.3.0		e6ba88d867eb6a90167f2f6c02455d180eb67e87
io.kriptal.ethers	ethers-rlp	0.4.0		aa137193b609112bc7dc12be51672935806569e5
io.kriptal.ethers	ethers-rlp	0.5.0		751ef3623301683302ab5354a603f4f853eeaf9e
io.kriptal.ethers	ethers-rlp	1.0.0		cda3bcbbc1eb963ea9bef142b5e25985bdb415f5
io.kriptal.ethers	ethers-rlp	1.1.0		4c8b1b4f828aad536935fd8d644de8764e040bc6
io.kriptal.ethers	ethers-rlp	1.2.0		16abafcf6a913756b61c2759d8fede8f8983516b
io.kriptal.ethers	ethers-rlp	1.2.1		f368a63943a6f4537a5b3a0a2986f388099d8149
io.kriptal.ethers	ethers-rlp	1.3.0		8b874cae9af10728b6b5c07211f75a6de08d6454
io.kriptal.ethers	ethers-rlp	1.3.1		49a6cb5a3a3946e87e4eac3ceda795a85fcb899d
io.kriptal.ethers	ethers-rlp	1.3.2		d884d10f22619c1499130b6727854a0474c79de7
io.qameta.allure	allure-junit-platform	2.0-BETA19		f79c8e9687a9d2fcf005f78fb878f3084d56580b
io.qameta.allure	allure-junit-platform	2.0-BETA19	spi-off	e629f788d854a4f0596b12d55f3add5c88df3417
io.qameta.allure	allure-junit-platform	2.0-BETA20		f0bd4ef3b85c5abff8d37b97eca22bba8966a340
io.qameta.allure	allure-junit-platform	2.0-BETA20	spi-off	559326547321697cdd14067c9095a80a8fd91cf2
io.qameta.allure	allure-junit-platform	2.0-BETA21		ffb2376cedf5cfd3d074de50fee7fc7ab1d61c4f
io.qameta.allure	allure-junit-platform	2.0-BETA21	spi-off	c5cf914ca390f047d12fdf3d613cd189c9a812fe
io.qameta.allure	allure-junit-platform	2.0-BETA22		1ea196cf6e54bd8c0d469efa43de78ceb7d2fe76
io.qameta.allure	allure-junit-platform	2.0-BETA22	spi-off	2a929950caa349e99242e3d156f958a6f88ed387
io.qameta.allure	allure-junit-platform	2.10.0		a1aeb81ab39e327193cca0be2331e19d9d10466f
io.qameta.allure	allure-junit-platform	2.10.0	spi-off	43116e2a25aab4b049047a6da6687cbfd35acde1
io.qameta.allure	allure-junit-platform	2.11.0		59c3247ee9490d766ab300c44f2e2a8a0914ee64
io.qameta.allure	allure-junit-platform	2.11.0	spi-off	25cc8f09a39b171c9b4d7cd8534d1fa62cace72d
io.qameta.allure	allure-junit-platform	2.12.0		e9b65ab7b2feef8616276f8bf99c71a89038dd05
io.qameta.allure	allure-junit-platform	2.12.0	spi-off	adc9783e27fdb98b88743973c4167786704e2820
io.qameta.allure	allure-junit-platform	2.12.1		43388547952265ab8fa4bcb9c6cc1c1c50e72519
io.qameta.allure	allure-junit-platform	2.12.1	spi-off	8c0c96136ea15d5f31fb14c0a11671a7a39fab4a
io.qameta.allure	allure-junit-platform	2.13.0		1dfa71096fc9f1f84dd1ab4d3a94677eaddf01dd
io.qameta.allure	allure-junit-platform	2.13.0	spi-off	d901991159ef9afb3946d0ea7c8d0959a3babbc5
io.qameta.allure	allure-junit-platform	2.13.1		c956aca5375df213aa34398cad1a16587c547ded
io.qameta.allure	allure-junit-platform	2.13.1	spi-off	4ff24ed5c20a4ea6a198e31fa043894dedf5eaf5
io.qameta.allure	allure-junit-platform	2.13.10		172873876ad7f5614f8648bb6a83fca968df27da
io.qameta.allure	allure-junit-platform	2.13.10	spi-off	f6a039eb7ff49ee64699beadd254b016ac683e37
io.qameta.allure	allure-junit-platform	2.13.2		97361234db0ef962881ab766a83cfe9190d2593d
io.qameta.allure	allure-junit-platform	2.13.2	spi-off	a47acb2abfd3b3319edea0d043c5264ca32c15f0
io.qameta.allure	allure-junit-platform	2.13.3		4ca6f2d5f44623d036e59d0c9de4a93dc01cb694
io.qameta.allure	allure-junit-platform	2.13.3	spi-off	d40c0027ac281b6439eca9dee1b929d16f730a35
io.qameta.allure	allure-junit-platform	2.13.5		af0ddac22d17166b8d01330eced7cd2efce8024c
io.qameta.allure	allure-junit-platform	2.13.5	spi-off	6f7985237ce413e4b3e1cc935b175706d6e9954e
io.qameta.allure	allure-junit-platform	2.13.6		2dff48bc0bf81409b328ea5955b5fd3c05059c46
io.qameta.allure	allure-junit-platform	2.13.6	spi-off	008584cd8e51b57eca9ffe49384f204ade40760f
io.qameta.allure	allure-junit-platform	2.13.7		76b7d4d4da3fa3db297a52cd482bfecbe7c884ea
io.qameta.allure	allure-junit-platform	2.13.7	spi-off	06710835255c9ed5e49357011860b552421b6f24
io.qameta.allure	allure-junit-platform	2.13.8		14a779e7bf6210d4e3fc8c6b26ffd95925daebe2
io.qameta.allure	allure-junit-platform	2.13.8	spi-off	e8072fb82f1fe61a35c4588e929a980ea61a8671
io.qameta.allure	allure-junit-platform	2.13.9		b7e51f13b3db2daa85edfcb013b86a64e651b0b8
io.qameta.allure	allure-junit-platform	2.13.9	spi-off	0fbaa1b95d927b1ca0cb1ac10e4bef2049f487c0
io.qameta.allure	allure-junit-platform	2.14.0		da7ebf88eab6031087310cf30b5efe15b34e5835
io.qameta.allure	allure-junit-platform	2.14.0	spi-off	33096815f1645136318464cfba77ddeeae61e6e7
io.qameta.allure	allure-junit-platform	2.15.0		c991a0ffc14ec62f79904e440e80f347eb238f1f
io.qameta.allure	allure-junit-platform	2.15.0	spi-off	bf770eb9d0b4d1a0d69b96607fc9e2e6fbe7bbc0
io.qameta.allure	allure-junit-platform	2.16.0		beca81b5b25484a3943aaa3d59d26d3f19ec449a
io.qameta.allure	allure-junit-platform	2.16.0	spi-off	6c94f450e657711eeaeac2b9e0c31e7b9a3efc9b
io.qameta.allure	allure-junit-platform	2.16.1		fe0a6259975725405d7433fabd890ddaeeafa5c6
io.qameta.allure	allure-junit-platform	2.16.1	spi-off	4ad8099fc82c084a30c17de5f986de140b1e290d
io.qameta.allure	allure-junit-platform	2.17.0		1e8e2b3a6287fe659c1abaf59cbc28822b468926
io.qameta.allure	allure-junit-platform	2.17.0	spi-off	7cc3a27cf86921737d3b9b5cf045f60ac2bd15a6
io.qameta.allure	allure-junit-platform	2.17.1		0a0d8ef81a5f13bc454b0e5ff4dfc2dbf3246ff6
io.qameta.allure	allure-junit-platform	2.17.1	spi-off	1f693c3d3493a1605c6a667bef4b3b8f5ba4031f
io.qameta.allure	allure-junit-platform	2.17.2		71a067b97945038ea5c94e2338576f06a72e44d8
io.qameta.allure	allure-junit-platform	2.17.2	spi-off	2023ac950749d48f6164821c12dde6ca0f6431c8
io.qameta.allure	allure-junit-platform	2.17.3		5e3281d6afc42889dd408f7a666b8331ade6b743
io.qameta.allure	allure-junit-platform	2.17.3	spi-off	c9c850d43b0083bba4cce76abdf2866adbfee42b
io.qameta.allure	allure-junit-platform	2.18.0		adaa54925cc681cee0337e893a097852f0c07c61
io.qameta.allure	allure-junit-platform	2.18.0	spi-off	cb6aa7cdad1c8f6126898559b6109ed6c843dddd
io.qameta.allure	allure-junit-platform	2.18.1		fc99f08d9f22eac37e807298eff05428758f40e3
io.qameta.allure	allure-junit-platform	2.18.1	spi-off	24055a1b64dc3f5c950514887624f47da4a20426
io.qameta.allure	allure-junit-platform	2.19.0		bf7e14e12b4750532b484c1dea029ab5afd7bc2e
io.qameta.allure	allure-junit-platform	2.19.0	spi-off	de51b89b83e82660f884f7870eded7a8595ad261
io.qameta.allure	allure-junit-platform	2.20.0		b7c1b6a8c0490101a049bf8961d6e8d3777d3029
io.qameta.allure	allure-junit-platform	2.20.0	spi-off	5c4a07d48b0481b8b309023f421a6338d6930c3a
io.qameta.allure	allure-junit-platform	2.20.1		eed7d32afe119e7897123e4183921e311dae509f
io.qameta.allure	allure-junit-platform	2.20.1	spi-off	48d60352f6976737ea797d722831a15c5142d787
io.qameta.allure	allure-junit-platform	2.21.0		92847d9a4a0814334ee2ebdf4b3fc19b2e0ae256
io.qameta.allure	allure-junit-platform	2.21.0	spi-off	67b736a1e0a1fd497f0407959b8ace6fe1327b42
io.qameta.allure	allure-junit-platform	2.22.0		36d8a377db58d8044caf042efa20c92159fe58f7
io.qameta.allure	allure-junit-platform	2.22.0	spi-off	4e549154fedfef52c71d9f3e310ee2e07f1cd8a4
io.qameta.allure	allure-junit-platform	2.22.1		950b83f7d8dbefd87667e21c14d33aadd0212690
io.qameta.allure	allure-junit-platform	2.22.1	spi-off	c85e4dcf41af1c701451cb894b094ff08bc4451d
io.qameta.allure	allure-junit-platform	2.22.2		918362d3ec798a928c966fdc49a67cfdd5e65a10
io.qameta.allure	allure-junit-platform	2.22.2	spi-off	188caf7d2acd20bc6c5fccfccb78e4d41d136e9c
io.qameta.allure	allure-junit-platform	2.23.0		9dfb92d6c645c4b69a27a419b49506eb14afeb3a
io.qameta.allure	allure-junit-platform	2.23.0	spi-off	71bc687a67090ca6d4aff6fcfa12cc4944610928
io.qameta.allure	allure-junit-platform	2.24.0		a9cbe33ec88c20b09d74e15e70e633d69c6d98ea
io.qameta.allure	allure-junit-platform	2.24.0	spi-off	ab02960885fc84217edabf59853ac2b05b8fd36a
io.qameta.allure	allure-junit-platform	2.25.0		59152b6f039c24bf885f7394f42d4bd687794e75
io.qameta.allure	allure-junit-platform	2.25.0	spi-off	1b049d654fe73bd57068300ca3e3b342de51dd2e
io.qameta.allure	allure-junit-platform	2.26.0		73cabbb7c5786ba2c10e7fde6108c775f8572cd5
io.qameta.allure	allure-junit-platform	2.26.0	spi-off	6dd2778b5a6d810989091aa88a14fff0f0ca8ae1
io.qameta.allure	allure-junit-platform	2.27.0		667925853394def116362f7aa51bd5777247ad77
io.qameta.allure	allure-junit-platform	2.27.0	spi-off	122c83151346cd5a3787a618a028c27ec9f9e59f
io.qameta.allure	allure-junit-platform	2.28.0		7cea0e09a13a83ebcd3389555dffe77065e3088c
io.qameta.allure	allure-junit-platform	2.28.0	spi-off	1fc696ef705ba5143a338d0f794b9261136a1223
io.qameta.allure	allure-junit-platform	2.28.1		23e7cd1d88910fa883c0beaace50046295c26080
io.qameta.allure	allure-junit-platform	2.28.1	spi-off	5189946c1c2452d6dfcadd87b01a33463e4bb1a7
io.qameta.allure	allure-junit-platform	2.29.0		8e6c5904d1c078f47269ee4968825263133e265b
io.qameta.allure	allure-junit-platform	2.29.0	spi-off	e8d16bb67b9bc1daa1467623df6321f38bd32901
io.qameta.allure	allure-junit-platform	2.29.1		9a459c871098e583de0085b3ef077c2c7d5e50bf
io.qameta.allure	allure-junit-platform	2.29.1	spi-off	5911a2143f1befc0a4aa22e8a86818436abf4cee
io.qameta.allure	allure-junit-platform	2.6.0		4a9cbda2744c15f07d7b100f8cabba1155c4e7d0
io.qameta.allure	allure-junit-platform	2.6.0	spi-off	57440e1b71a60bb118cadb50cf3922d21bb1a693
io.qameta.allure	allure-junit-platform	2.7.0		fa85d73031b020bed8f781fe6ab7422d911d28a6
io.qameta.allure	allure-junit-platform	2.7.0	spi-off	7ae88fbce1b6b17f65ead1bf0b697105e9530a3a
io.qameta.allure	allure-junit-platform	2.8.0		57d720c4142e20f943a39833299f6c5884f9873e
io.qameta.allure	allure-junit-platform	2.8.1		e9046e3d6a0a12af26eb652d2da3907b6dcae45d
io.qameta.allure	allure-junit-platform	2.9.0		bee173860af181e0777bb3010dcb1e26068b5da2
io.quarkus	quarkus-extension-plugin	0.11.0		c7d394680804e284fad9bc43b84480f93194d52a
io.quarkus	quarkus-extension-plugin	0.12.0		c86d136e8b5f02c9598fe7d2264d83cfec0fe4fc
io.quarkus	quarkus-extension-plugin	0.13.0		1f4d77b7bf23b3dc94fde7588748a39e4d15f430
io.quarkus	quarkus-extension-plugin	0.13.1		87914fcbb114be61815cb01a303341ba4bfc49c3
io.quarkus	quarkus-extension-plugin	0.13.2		559a78c0ff60ff6edb97ae595b6ca2729e89b715
io.quarkus	quarkus-extension-plugin	0.13.3		4f282a32ccb6446e7afbff47693461a8daa6641c
io.quarkus	quarkus-extension-plugin	0.14.0		342787fd1b9e6e7da398ce2d5f80f450c114455e
io.quarkus	quarkus-extension-plugin	0.15.0		010fb74fb81ebd5252fb6c4b66f5d3a2ff101ee2
io.quarkus	quarkus-extension-plugin	0.16.0		b5debd6dc3ea668de175a773a05ec7e0ebceb381
io.quarkus	quarkus-extension-plugin	0.16.1		436f21742328c8276d76591c1afeb30da2350a43
io.quarkus	quarkus-extension-plugin	0.17.0		7ff757959423ee109206215fcbe563d34b76e7eb
io.quarkus	quarkus-extension-plugin	0.18.0		55a73b08df2a2be22ca3b541e9a497a2e11b082a
io.quarkus	quarkus-extension-plugin	0.19.0		6822d4072504881f75426838cbf3327b7c35d963
io.quarkus	quarkus-extension-plugin	0.19.1		17aa34b958da60f445d18bf890f1ccb07db25509
io.quarkus	quarkus-extension-plugin	0.20.0		a3aa7c59ae2731a6ad67a0abf511693c9c485595
io.quarkus	quarkus-extension-plugin	0.21.0		fb186f5ac12f4b740bbed470b6c1f9916ac26bd3
io.quarkus	quarkus-extension-plugin	0.21.1		b3ab9e825fbf0a66c43b394ebab61d31e55dfdd1
io.quarkus	quarkus-extension-plugin	0.21.2		95b06831a9dae410ef98dcbb9455a1f300d6fa63
io.quarkus	quarkus-extension-plugin	0.22.0		f57dcbd4db2481a6093bd9157b8457e99ec5a0f5
io.quarkus	quarkus-extension-plugin	0.23.0		609d664e7353773c69bed90ba66089210f23e109
