build.buf	connect-library	0.0.0-TEST		b8fe99b61f9844b8c5098f6c1a3a64b871368539
com.arkivanov.decompose	extensions-compose-jetbrains-iossimulatorarm64	2.1.0-compose-experimental-alpha-08	metadata	01a034306b9ebd59ad867718a04d4b697cecde90
com.arkivanov.decompose	extensions-compose-jetbrains-iossimulatorarm64	2.1.0-compose-experimental-beta-01		N/A
com.arkivanov.decompose	extensions-compose-jetbrains-iossimulatorarm64	2.1.0-compose-experimental-beta-01	metadata	8682ee96481df1fbd4531cf99622e4e683e3848b
com.arkivanov.decompose	extensions-compose-jetbrains-iossimulatorarm64	2.1.1-compose-experimental		N/A
com.arkivanov.decompose	extensions-compose-jetbrains-iossimulatorarm64	2.1.1-compose-experimental	metadata	ff79f6160447701e3cac05176755c1f7b9eb2e38
com.arkivanov.decompose	extensions-compose-jetbrains-iossimulatorarm64	2.1.2-compose-experimental		N/A
com.arkivanov.decompose	extensions-compose-jetbrains-iossimulatorarm64	2.1.2-compose-experimental	metadata	18fd12ef28ab11f0d6a83fda1b2c77113dac78b1
com.arkivanov.decompose	extensions-compose-jetbrains-iossimulatorarm64	2.1.3-compose-experimental		N/A
com.arkivanov.decompose	extensions-compose-jetbrains-iossimulatorarm64	2.1.3-compose-experimental	metadata	c44a646130a7c2cb6ec93c99d75e175963201d97
com.arkivanov.decompose	extensions-compose-jetbrains-iossimulatorarm64	2.1.4-compose-experimental		N/A
com.arkivanov.decompose	extensions-compose-jetbrains-iossimulatorarm64	2.1.4-compose-experimental	metadata	f87e670a8abe1f4166ee314bc2438a7062ca063c
com.arkivanov.decompose	extensions-compose-jetbrains-iossimulatorarm64	2.2.0-compose-experimental		N/A
com.arkivanov.decompose	extensions-compose-jetbrains-iossimulatorarm64	2.2.0-compose-experimental	metadata	ebbfa47cada75f7012f926460dbce3a59b4228af
com.arkivanov.decompose	extensions-compose-jetbrains-iossimulatorarm64	2.2.0-compose-experimental-alpha01		N/A
com.arkivanov.decompose	extensions-compose-jetbrains-iossimulatorarm64	2.2.0-compose-experimental-alpha01	metadata	8f0d5fdae2c9736cc5364a4395af43fd82825c16
com.arkivanov.decompose	extensions-compose-jetbrains-iossimulatorarm64	2.2.0-compose-experimental-alpha02		N/A
com.arkivanov.decompose	extensions-compose-jetbrains-iossimulatorarm64	2.2.0-compose-experimental-alpha02	metadata	c01e545fc89bebd6263607618d796f56e49b79a0
com.arkivanov.decompose	extensions-compose-jetbrains-iossimulatorarm64	2.2.0-compose-experimental-alpha03		N/A
com.arkivanov.decompose	extensions-compose-jetbrains-iossimulatorarm64	2.2.0-compose-experimental-alpha03	metadata	d15def7f549861371313777cabfd321ca6e1b613
com.arkivanov.decompose	extensions-compose-jetbrains-iossimulatorarm64	2.2.0-compose-experimental-alpha04		N/A
com.arkivanov.decompose	extensions-compose-jetbrains-iossimulatorarm64	2.2.0-compose-experimental-alpha04	metadata	0c9f2a0d110d65ab373e6fc0960139c9ca78ae54
com.arkivanov.decompose	extensions-compose-jetbrains-iossimulatorarm64	2.2.0-compose-experimental-alpha05		N/A
com.arkivanov.decompose	extensions-compose-jetbrains-iossimulatorarm64	2.2.0-compose-experimental-alpha05	metadata	b4436119b3cf8761877ac0d6cff9ae1830fd0205
com.arkivanov.decompose	extensions-compose-jetbrains-iossimulatorarm64	2.2.0-compose-experimental-beta01		N/A
com.arkivanov.decompose	extensions-compose-jetbrains-iossimulatorarm64	2.2.0-compose-experimental-beta01	metadata	0aa35e0cdc1a5606b55ce9077642469336e98dcd
com.arkivanov.decompose	extensions-compose-jetbrains-iossimulatorarm64	2.2.0-compose-experimental-beta02		N/A
com.arkivanov.decompose	extensions-compose-jetbrains-iossimulatorarm64	2.2.0-compose-experimental-beta02	metadata	d19385198bac6b51844a199f87c950131fcbbdbe
com.arkivanov.decompose	extensions-compose-jetbrains-iossimulatorarm64	2.2.1-compose-experimental		N/A
com.arkivanov.decompose	extensions-compose-jetbrains-iossimulatorarm64	2.2.1-compose-experimental	metadata	87c2a1fe628634cb021ab914d99c5037161709cf
com.arkivanov.decompose	extensions-compose-jetbrains-iossimulatorarm64	2.2.2-compose-experimental		N/A
com.arkivanov.decompose	extensions-compose-jetbrains-iossimulatorarm64	2.2.2-compose-experimental	metadata	e54052e7866b6cca1bc92d6ab9f4140ec5688748
com.avast.cloud	datadog4s-jvm_2.13	0.10.0		0b2af598dd047e6e957412f19d73c9c13956db04
com.avast.cloud	datadog4s-jvm_2.13	0.10.1		026ef443ab3699e870b6d436cef1f86274c8729b
com.avast.cloud	datadog4s-jvm_2.13	0.11.0		adb842d458a9892b84f3e91327eae63211841c62
com.avast.cloud	datadog4s-jvm_2.13	0.11.1		a26cd270c9e5482b80f10fbaf6d20f0b0718563c
com.avast.cloud	datadog4s-jvm_2.13	0.11.2		1979c783197847abac3241d20e4a34ba660bf38f
com.avast.cloud	datadog4s-jvm_2.13	0.12.0		6c4fdbbf460f5ce8dd8a88e1f867a3b2cd752790
com.avast.cloud	datadog4s-jvm_2.13	0.12.1		c4c3db260126b5873fd29df57266ba015b795fa4
com.avast.cloud	datadog4s-jvm_2.13	0.13.0		3feda47edc8b49b830efb566273ab6d5e041875a
com.avast.cloud	datadog4s-jvm_2.13	0.13.1		dd3f07754421cabbeeab79112b79cb1101288aa9
com.avast.cloud	datadog4s-jvm_2.13	0.13.2		30420f00d6b733f2f2083ffe2421fd19c72296e6
com.avast.cloud	datadog4s-jvm_2.13	0.14.0		c94ed878d5be70e37171721c7335c285b417074f
com.avast.cloud	datadog4s-jvm_2.13	0.30.0		d640cbdd1fc5e14f21010f3058465e72dcdc3452
com.avast.cloud	datadog4s-jvm_2.13	0.30.1		a2ce06e96b016faab59be1efdcfd35ef36ffc3b0
com.avast.cloud	datadog4s-jvm_2.13	0.30.2		766517c79cdd92fbfab801f2f42b10c573494c40
com.avast.cloud	datadog4s-jvm_2.13	0.31.0		0bfcca218f16fb8681ad05bbfa1b8217c818c3ae
com.avast.cloud	datadog4s-jvm_2.13	0.31.1		ed817bfe0d302c407f26e0d939847502138912d2
com.avast.cloud	datadog4s-jvm_2.13	0.31.2		9ae1926c4d26e11758ead5d3a93cbb7830ead365
com.avast.cloud	datadog4s-jvm_2.13	0.31.3		9b84169d1d3114c5ea96cfb2dbf027f1540b79b3
com.avast.cloud	datadog4s-jvm_2.13	0.32.0		6ce8e6b42f94967e0d7a02702c8ee36bb5a296f6
com.avast.cloud	datadog4s-jvm_2.13	0.6.1		cb965c7386c9317fe313cc841a182a6bf939b391
com.avast.cloud	datadog4s-jvm_2.13	0.6.2		e1a4c843be948cc50b52c9a1378f3e97a80d0804
com.avast.cloud	datadog4s-jvm_2.13	0.6.3		ffe55be76fa3312a43e6ade59b330fefbe953e69
com.avast.cloud	datadog4s-jvm_2.13	0.6.4		aebf1f39523e2f116870737bb08e4a51d4e3e2b6
com.avast.cloud	datadog4s-jvm_2.13	0.7.0		11c9505e0d5e6f38c1e246b9d201e358bf6b489b
com.avast.cloud	datadog4s-jvm_2.13	0.7.1		19614e788a54290896ad9d8fb7f8547d56eda6e2
com.avast.cloud	datadog4s-jvm_2.13	0.7.2		3fe659fa51df5dc40488454d96952157a995f389
com.avast.cloud	datadog4s-jvm_2.13	0.7.3		4ebb95bbe9b902711ff552a50392f429ef12e821
com.avast.cloud	datadog4s-jvm_2.13	0.8.0		815be7b9ddc845f2e5470bc451a4de2f13f55ed6
com.avast.cloud	datadog4s-jvm_2.13	0.8.1		62e86d6d8f105f83db01f4f780cf319a86f88c78
com.avast.cloud	datadog4s-jvm_2.13	0.9.0		e3b64cf3de756ead8b3c2194c5ef6e08405f9abb
com.chelseaurquhart	securejson	1.1.0		d1f19298a7fc2ac464d50ecb0a98b582dbbed360
com.chelseaurquhart	securejson	1.1.1		a731aaba01b39cc5c55841af3c12d3b7929ec3ec
com.chelseaurquhart	securejson	1.1.2		434a34db33f0461f5672956a486b1b4e57cd9aba
com.chelseaurquhart	securejson	1.1.3		f5eb2b0034443c3d59887542e4eb947b0fb130d6
com.chelseaurquhart	securejson	1.1.4		4046e7132297e0c5dfec2de9c2c95375d8288987
com.chelseaurquhart	securejson	1.1.4.1		f67ef53c9c38cd24b3638295ff51cf402b9e51d5
com.chelseaurquhart	securejson	1.1.5		fb1757bd71850a659b2ca60594c24cf08ca66b69
com.chelseaurquhart	securejson	1.1.6		24b2a284b711a421f47fc12b703db596851bd432
com.chelseaurquhart	securejson	1.1.7		bc40f711c5a92b1d3f46ee9b7690663befce4021
com.disneystreaming	weaver-framework_3.0.0-RC1	0.6.0-M7		a5018af7533e07c5fc6819bd1ef350b87db69933
com.disneystreaming	weaver-framework_3.0.0-RC1	0.7.0-M7		7994d4b88ac10d99a723f83bfb99a5aca520d14a
com.disneystreaming.smithy	aws-timestream-query-spec	2023.02.09		31451c39151d289f1f8acb357076d7f4bc0e74b4
com.disneystreaming.smithy	aws-timestream-query-spec	2023.02.10		4314c53b26f38585e345f54cf835ec8ad0234d1a
com.disneystreaming.smithy	aws-timestream-query-spec	2023.09.22		0b06f8d8d93f1270cb97b9c75827a4ebd1b89108
com.disneystreaming.smithy	aws-timestream-query-spec	2023.14.24		33390d8da13a8ca393806847b52818d28b3e5b7a
com.disneystreaming.smithy	aws-timestream-query-spec	2023.22.04		84d9ad0c5bb0dd6c9faa57d7f1864528960e8646
com.disneystreaming.smithy	aws-timestream-query-spec	2023.22.13		6b40edcb743c4c76f4049a6ef06d1d8eaf7d541b
com.disneystreaming.smithy	aws-timestream-query-spec	2023.23.06		09ed52d2773cac2dd65ac826512ad4ff15676402
com.disneystreaming.smithy	aws-timestream-query-spec	2023.23.30		354ad6b54fc72cd40513d7ae605f121d809d069d
com.disneystreaming.smithy	aws-timestream-query-spec	2025.03.31		98eb06069d4b0079c7e240a69875b0dfd2a4764d
com.disneystreaming.smithy	aws-timestream-query-spec	2025.04.08		2fb81f0114f30da485a717f6bbc5d70f453f7af3
com.dwolla	fs2-pgp-ce2_2.13	0.3.0		83391f031e42e28a4b4fa0695fdf7ccf177c8117
com.erpya	adempiere-business-processors	1.0.0		eb7e77de1b037584b69a9200292b16b81dc80a88
com.erpya	adempiere-business-processors	1.0.1		d9193227dda159cc68685c99e27379dda95161db
com.erpya	adempiere-business-processors	1.0.2		87122f1dcc1cb4784f1339019e3df725ee564506
com.erpya	adempiere-business-processors	1.0.3		61857bc6598b393b38b67791de937f4950df665c
com.erpya	adempiere-business-processors	1.0.4		b3cdbb4f3e1939979d65c5ac0fa99b0126284f0c
com.erpya	adempiere-business-processors	1.0.5		82f021e62cbb2cab224d873fe1e27906664d0e1f
com.erpya	adempiere-business-processors	adempiere-3.9.4-abp-1.0.3		71a5f1c56c8f061208d1421a52fce41936d11a47
com.erpya	adempiere-business-processors	adempiere-3.9.4-abp-1.0.4		7f769dec13fa23d67e678cfaddd80eeaca644f96
com.erpya	adempiere-business-processors	shw-1.0.0		9859d8049d8cd7def16e7a1db1b5e3349de5494a
com.exactpro.sf	sailfish-core	3.2.1036		1fe98f5c34410b22c08f918d1c881c459b0fda63
com.exactpro.sf	sailfish-core	3.2.1049		e7138d04e7d76d25714c6b118bef6a0a597aa272
com.exactpro.sf	sailfish-core	3.2.1050		9f23007d6b72c0bd04176af02d8b275ff6ea4b2b
com.exactpro.sf	sailfish-core	3.2.1560		422576d07588b9a6c42164bcb19c3ebd1addb719
com.exactpro.sf	sailfish-core	3.2.1567		089030ca9a6a0f87fffe32179efc9e36af04728e
com.exactpro.sf	sailfish-core	3.2.1572		9ba69c52b14cfc46a3688fa16cdd32c3b5c112f5
com.exactpro.sf	sailfish-core	3.2.1577		5c84afd0719d399a61506594175e8e8e852c3043
com.exactpro.sf	sailfish-core	3.2.1579		e0fb73d4b4d265daba3a8017500fe738299108c0
com.exactpro.sf	sailfish-core	3.2.1583		741c87f9d469ae99aa9e3650476c5442ca3f3646
com.exactpro.sf	sailfish-core	3.2.1589		71411953a2e9f27c4586435964723102aa7cb845
com.exactpro.sf	sailfish-core	3.2.1594		c79a79aee0e9033d3632e2aac542162b8432432d
com.exactpro.sf	sailfish-core	3.2.1596		5ae21b7e9b38780dd1a551ecdd50c45177dcb2a6
com.exactpro.sf	sailfish-core	3.2.1603		4550c06c40ca74f25ff69964c8e4b673526e06ec
com.exactpro.sf	sailfish-core	3.2.1611		740b5f8fddbc62bc5f64313b427a94bdb14b879f
com.exactpro.sf	sailfish-core	3.2.1622		5c262e8a7ad8503d3b361e589698078734b6f1a4
com.exactpro.sf	sailfish-core	3.2.1638		9a67117f80246e07d73fc1b21237fdf13b2eb511
com.exactpro.sf	sailfish-core	3.2.1649		891d2c82287e75667b813a434f2ab0c2b8255ea0
com.exactpro.sf	sailfish-core	3.2.1650		48ee5f997f85cb6d566300e6dfedaeda876cffed
com.exactpro.sf	sailfish-core	3.2.1655		8fae7cb6aea10304c91126b92026564b141ee93f
com.exactpro.sf	sailfish-core	3.2.1674		7ca391ce2d07f91eecbd8c6a92f28917e3d9ff57
com.exactpro.sf	sailfish-core	3.2.1676		bd30b530458f2f6abb9247a64f2b2aecaaf1afe0
com.exactpro.sf	sailfish-core	3.2.1682		1ad68f9e446ec2282450cc51c6448177df40776b
com.exactpro.sf	sailfish-core	3.2.1684		4551c6fa1170e842973ec9341a55ec006a430b48
com.exactpro.sf	sailfish-core	3.2.1712		6de3f339443dee9c2068fd26ffb7a314ca3f608c
com.exactpro.sf	sailfish-core	3.2.1731		e0572772696ae4aa37b804a246dbcf6b82fe2b4a
com.exactpro.sf	sailfish-core	3.2.1736		ec6154a25b585fcef40818bcd75cf463c85e06db
com.exactpro.sf	sailfish-core	3.2.1741		979c94232064789a7a590f45ca09bdaedbade66c
com.exactpro.sf	sailfish-core	3.2.1744		3a093cbe27fb2e85247e91baad236adaf3ea1b24
com.exactpro.sf	sailfish-core	3.2.1748		7aa7f68518737bf3a8c140b298ee3b48dcb52c9e
com.exactpro.sf	sailfish-core	3.2.1752		bb5597b6ad4ec86c48fa0acf715c1bce8baee740
com.exactpro.sf	sailfish-core	3.2.1769		ebb5fe48bae8b8d4b348935678b3af272ab799e3
com.exactpro.sf	sailfish-core	3.2.1771		4aa1e49e8543e9255c404576a6eebf35f110d546
com.exactpro.sf	sailfish-core	3.2.1776		933dcc0fdf2ef6c63110c1d13a20ba34fd6b2768
com.exactpro.sf	sailfish-core	3.2.1811		9eb7eb689d2bf25e9cb38898a27d45fa27b33d6b
com.exactpro.sf	sailfish-core	3.2.1839		5197b9301d8f7a2ee98710924a550fa88e375e56
com.exactpro.sf	sailfish-core	3.2.1847		0f839979ccefaf3c6fcd16f22d1625f97c01f744
com.exactpro.sf	sailfish-core	3.2.1852		ef0de8d5eefb0a481ba3b6b1a93037fc9aff1c4d
com.exactpro.sf	sailfish-core	3.2.1856		ec3b430a9fd3fda23dc0d21a6c2b9181fe872a58
com.exactpro.sf	sailfish-core	3.2.1858		afd08d250c8510175617fff5ffa550547c6cb180
com.exactpro.sf	sailfish-core	3.2.1859		6d7ef6d66239637ff9003e6f309085d8182acba4
com.exactpro.sf	sailfish-core	3.2.1860		50e2e002a93b6185a1d42da8f3cbf4d2762cc4c2
com.exactpro.sf	sailfish-core	3.2.1877		aaf5ddca2ca145d46e93685dc4fa34bdff589059
com.exactpro.sf	sailfish-core	3.2.1881		b05f98fa3fe447ce0f15aee5fe1e49b7dc821155
com.exactpro.sf	sailfish-core	3.3.10		733e610b86c1c750b9c457513d9bde33efec29c8
com.exactpro.sf	sailfish-core	3.3.106		296ba0ab45fceec7f9ccc943b7bdf1371894c0fd
com.exactpro.sf	sailfish-core	3.3.11		4b8b42272be67afd798fb1ffa9e3df33c5c34797
com.exactpro.sf	sailfish-core	3.3.111		1c1860a2c1ac2334a2d45fd8fc806a9879cadf60
com.exactpro.sf	sailfish-core	3.3.122		1d6e10cb56e3330e09f572ca7d1112e4cf7dd994
com.exactpro.sf	sailfish-core	3.3.127		e8ee97ac378968e381cee8302fa488f40449829b
com.exactpro.sf	sailfish-core	3.3.13		191b61ca3383407d043c0ee1110abdaed43cb80f
com.exactpro.sf	sailfish-core	3.3.132		2a2d66fe020254e5b594b77e17c4937111c9896b
com.exactpro.sf	sailfish-core	3.3.134		457cd74e64aa11d15803fb624c3d75db0fa4d211
com.exactpro.sf	sailfish-core	3.3.144		a211c442edc4b211ad6dc0da26f9f3a31f30b6d3
com.exactpro.sf	sailfish-core	3.3.149		408f693057a4655585d428e5576226ff22865aaf
com.exactpro.sf	sailfish-core	3.3.160		974c037be5093ec9e8598a2de64013b28417a9fb
com.exactpro.sf	sailfish-core	3.3.161		0afd0c93aaabaeedac590cde4e257d612124f323
com.exactpro.sf	sailfish-core	3.3.164		0e82847360111708ed0572ac054658a569b71d41
com.exactpro.sf	sailfish-core	3.3.169		4f61e2b93ec1d14648ed81832f0bf112ba677fcd
com.exactpro.sf	sailfish-core	3.3.202		004916942ef2db119641c780ba75ef38694eb954
com.exactpro.sf	sailfish-core	3.3.225		c1902b7c838cdf089737715b85babd8acdf89fc3
com.exactpro.sf	sailfish-core	3.3.241		42bef72f3acdc5564a7a7499fbd5a35058eaac74
com.exactpro.sf	sailfish-core	3.3.26		696fe7c1a75c1ed24ad543679c65d0727c99445a
com.exactpro.sf	sailfish-core	3.3.49		7bd173d70be50e7cbb83cfc04a30644b7a09efed
com.exactpro.sf	sailfish-core	3.3.51		0a04e72fd8cc433687e7892c399fcba33b6658ce
com.exactpro.sf	sailfish-core	3.3.54		aac32dd5d1fa93b44026ebb3022e936e43bae3d8
com.exactpro.sf	sailfish-core	3.3.7		deaaaba74d0459ede8a46b6f4b59ede57f3d8234
com.exactpro.sf	sailfish-core	3.3.77		f7982f13c9477d65deb864a42234286346c6376e
com.exactpro.sf	sailfish-core	3.3.93		9dddd988a1810e62fcaaaa307a360d8622bc1186
com.exactpro.sf	sailfish-core	3.4.2		3654c4a2a4841a07c00810107b49afb7b1217398
com.exactpro.sf	sailfish-core	3.4.260		db7c7b6bdd09d3ce21f337c533acfd9dd046b4de
com.gitee.baijuncheng-open-source	SublimePicker	1.0.0		N/A
com.gitee.baijuncheng-open-source	SublimePicker	1.0.1		N/A
com.gitee.ts_ohos	auto_value_parcel	1.0.0		N/A
com.github.fracpete	confusionmatrix-weka-package	2014.10.15		75cf31a1f701c51c3038c253aa399d235defa60e
com.github.fracpete	confusionmatrix-weka-package	2014.8.5		69bf59f8cf63364b9e70ae9991f17947ed333da8
com.github.fracpete	confusionmatrix-weka-package	2014.8.6		13a91b61fbbfb0729e35073509e55a209ce464dc
com.github.fs2-blobstore	url_3	0.8.10		e0c37e06480a4154a30fbc028faf8ad66f42b116
com.github.fs2-blobstore	url_3	0.8.11		081e4b63434bcc156da47babd6ffb4716bea9991
com.github.fs2-blobstore	url_3	0.8.5		41b671ebfabcdbcdfa6e56b4d5877e2c6295e683
com.github.fs2-blobstore	url_3	0.8.6		b2a06a12bccd6b67f908e46dd1c6445d0a94bc5d
com.github.fs2-blobstore	url_3	0.8.7		68eec5e68a00d0a20d8acaf874017c0b9b32bdd0
com.github.fs2-blobstore	url_3	0.8.8		ae91745f968f546f072128249e353fb40c1f8271
com.github.fs2-blobstore	url_3	0.8.9		c4679364a1bdf6ba25cb8743cc8db2d44e77eab6
com.github.fs2-blobstore	url_3	0.9.1		28fe6ebbb3cf056f0dc7e4c57ec43d330f836f3e
com.github.fs2-blobstore	url_3	0.9.10		386d896f2d7d0bc8ed5c1523e12d2872a25e7951
com.github.fs2-blobstore	url_3	0.9.11		dcdf8394e51151eec271529f93ac5cd79570a7b1
com.github.fs2-blobstore	url_3	0.9.12		7baf102a4dd12f7bdb6534877ee360423ee3f03d
com.github.fs2-blobstore	url_3	0.9.13		543d2e8f27bff386b906417a0d199859116d1b56
com.github.fs2-blobstore	url_3	0.9.14		9e3695ba82107e785c487735de872baeca49da22
com.github.fs2-blobstore	url_3	0.9.15		b9673c53fd1f21f59d45e9e91504debff83b8e31
com.github.fs2-blobstore	url_3	0.9.2		50280959d014e008d565c38af010a27cb1f9c91b
com.github.fs2-blobstore	url_3	0.9.3		6783fa9fac2e86cddb5d31218c60e299d5bb4f8a
com.github.fs2-blobstore	url_3	0.9.4		80376c5d43da95a483d6a85b9f2c290fa1e24fcd
com.github.fs2-blobstore	url_3	0.9.5		9212f57c7c987704bbe76fa54cbdf92a4720678d
com.github.fs2-blobstore	url_3	0.9.6		bbb896bfee62d9c78801cd24a4db028b6bad6178
com.github.fs2-blobstore	url_3	0.9.7		d5054ba0f46b814146dc43f56a479340447398dc
com.github.fs2-blobstore	url_3	0.9.8		cb6e15de6b70605be5e489350350c4ae009fd2da
com.github.fs2-blobstore	url_3	0.9.9		1bcc5c035837b69d6335a8bef4caf0021e5a8548
com.github.timmy80	mia-core	1.0.0-alpha1		f187270e8e125c25de66117ad3b6089f8deccb98
com.github.timmy80	mia-core	1.0.0-alpha2		0502253b6823d03bd832af53f3404103d28fa968
com.github.timmy80	mia-core	1.0.0-alpha3		68f54058215a67a02795dff3f161a0210d1fa33e
com.googlecode.mapperdao	mapperdao	0.5.1		bf728dffea078ddae09f9856d52bc207ff7ad539
com.googlecode.mapperdao	mapperdao	0.5.2		26877b4e8818b4bbe76123a055796a5c68d1b117
com.googlecode.mapperdao	mapperdao	0.5.3		98b414a47e12f2b631b3fa1a30cc212bbe8eea3d
com.googlecode.mapperdao	mapperdao	0.6.0		bf507adfbc51b0bea27d3ccc5ecca87a29f6854a
com.googlecode.mapperdao	mapperdao	0.6.1		7e8d3f6c2e7c5f5f424348a70d7252f3b643e1ed
com.googlecode.mapperdao	mapperdao	0.6.2		c734a4bc9ac26ef2e0f855915197d45ff686256b
com.googlecode.mapperdao	mapperdao	0.7.0		c5d62cb0ac1065e1ef23397c49bb63714d0bdf1e
com.googlecode.mapperdao	mapperdao	0.8.0		496e4c110831a9f0f5f407a388e4480702010213
com.googlecode.mapperdao	mapperdao	0.8.1		17abff0ce45e256daa9eb7a8352390ce950db748
com.googlecode.mapperdao	mapperdao	0.8.2		bafccfbdc13586f08381f3847b5c7fbfeb8280d9
com.googlecode.mapperdao	mapperdao	0.8.3		0ff8b1d2d19cc4433f246e145d844457e73d1a3b
com.googlecode.mapperdao	mapperdao	0.8.4		d530901ae8143474d9edc203833f4cfa80d8f16e
com.googlecode.mapperdao	mapperdao	0.9.0		2e551caa22730ae7518584f0fd14956af349d1c9
com.googlecode.mapperdao	mapperdao	0.9.1		8dc487f67e00426bc64ec3598b321ae8015c115c
com.googlecode.mapperdao	mapperdao	0.9.2		ff6d1e01c29b800fb18252f265f01915fa86cc54
com.googlecode.mapperdao	mapperdao	1.0.0-beta		a169558155c2c2ec6c225057c87f4084f80f62f4
com.googlecode.mapperdao	mapperdao	1.0.0-rc1		50e96829663e6f91563e737210c70444688c50de
com.googlecode.mapperdao	mapperdao	1.0.0-rc2		afb847d389e1f3b955ae6abf15e675f7755c1040
com.googlecode.mapperdao	mapperdao	1.0.0-rc3		6a2294a046694610a08c9ee5652ff0eb712df4b9
com.googlecode.mapperdao	mapperdao	1.0.0-rc4		855c581ef0f1e17374a2595cbde58f5bc7d7f316
com.googlecode.mapperdao	mapperdao	1.0.0-rc5		a4b05973bf6017e97df1b7434c2ddd7d2eb9fe76
com.googlecode.mapperdao	mapperdao	1.0.0-rc5a		0298d0c0a4992d2d1441239599a30d6c4e8272fd
com.googlecode.mapperdao	mapperdao	1.0.0-rc5b		a340e8c1bfe37257935469fce745faeca1557876
com.googlecode.mapperdao	mapperdao	1.0.0-rc6		82665132b1126e7ab6406218ddacdf2b3dc1f65f
com.googlecode.mapperdao	mapperdao	1.0.0-rc7		be7869766318f6b354dea4f0c61f5537de520f14
com.googlecode.mapperdao	mapperdao	1.0.0-rc8		b5ef2ddfafe9dab97e63e91670abd6ba34a56450
com.googlecode.mapperdao	mapperdao	1.0.0-rc9		6a005edf3e52186e8608af11a17acdf8727ff4b7
com.googlecode.mapperdao	mapperdao	1.0.0.2.10		4a4ed909135fb14453a88bba37d1c330625e4a75
com.googlecode.mapperdao	mapperdao	1.0.0.2.11		31f497f6645af342d5d260d96e9cb8ad962533bc
com.googlecode.mapperdao	mapperdao	1.0.0.rc10		1f780e834598b4a8b40380d98f40aee577541b81
com.googlecode.mapperdao	mapperdao	1.0.0.rc11		fb1a16199ae87011fd386eaf8be8ac492d68a36e
com.googlecode.mapperdao	mapperdao	1.0.0.rc12		926609dae0bbd0316a24cbe770fc803b17e50b02
com.googlecode.mapperdao	mapperdao	1.0.0.rc13		c300f94250d82dd854ce7017bae10946b2f810c7
com.googlecode.mapperdao	mapperdao	1.0.0.rc14		518a81077c5b447ebd47e45d0d086f9e1e4c35ce
com.googlecode.mapperdao	mapperdao	1.0.0.rc15-2.10.0-M7		a9e9b09a02a5360d337f1c2935289b746360fe16
com.googlecode.mapperdao	mapperdao	1.0.0.rc15-2.9.2		5b59d7559a451745da4cfb72a13038bfd7214514
com.googlecode.mapperdao	mapperdao	1.0.0.rc16-2.9.2		6372fc38ff7782a8aa8969b30064d08dde88b64d
com.googlecode.mapperdao	mapperdao	1.0.0.rc17-2.10.0		d387408e9c13e74666685be9931175f3433f9c8b
com.googlecode.mapperdao	mapperdao	1.0.0.rc17-2.10.0-RC1		059adbf5d2d83cce6e46247cf276b291c3a54acf
com.googlecode.mapperdao	mapperdao	1.0.0.rc17-2.10.0-RC5		e3df06d6200e137bd6e52d04515bfda122c81dee
com.googlecode.mapperdao	mapperdao	1.0.0.rc17-2.9.2		5bb7a791b7a320d3df31bac4464234c4ecc96cc6
com.googlecode.mapperdao	mapperdao	1.0.0.rc18-2.10.1		bf2c4ef5d18ca70dbfe3099f36cc9121fd0cdb54
com.googlecode.mapperdao	mapperdao	1.0.0.rc18-2.9.2		6dc0f733ec80316ac4cccd027b99658ca6dcdcd6
com.googlecode.mapperdao	mapperdao	1.0.0.rc19-2.10.1		e758b71f2ab44ef9f9a4c2fa5d0e2b67104970ae
com.googlecode.mapperdao	mapperdao	1.0.0.rc19-2.9.2		1f5cf9b2efd302316de7d73deca9f9caa2464a9a
com.googlecode.mapperdao	mapperdao	1.0.0.rc20-2.10.1		7ff8ac779ba9312e450bfef4d41616d33add2a12
com.googlecode.mapperdao	mapperdao	1.0.0.rc20-2.9.2		00c665d6a94a7a531d1166b0ed8eff31ff7af735
com.googlecode.mapperdao	mapperdao	1.0.0.rc21-2.10.1		e3e0c9ce8da0e83a64fd7f81f6cd6c39d3f29187
com.googlecode.mapperdao	mapperdao	1.0.0.rc21-2.9.2		19f6ee8128d81b654c4b605e58ee8942bf0d5d4b
com.googlecode.mapperdao	mapperdao	1.0.0.rc22-2.10.1		6d135ae303682a37dc4ab9db3fda866651ba68f5
com.googlecode.mapperdao	mapperdao	1.0.0.rc22-2.9.2		695d3c6653266541a99eb36e2d93bcc2cb6c5f90
com.googlecode.mapperdao	mapperdao	1.0.0.rc23-2.10.1		1d6398b2b11b28118ede4340f770d5d1ac603879
com.googlecode.mapperdao	mapperdao	1.0.0.rc23-2.9.2		70f5e9c65c95d1e965ff7505baa05afefe7c80ba
com.googlecode.mapperdao	mapperdao	1.0.0.rc24-2.10.2		30dc5ef488dc922f5aca9359d4b1d9870c0358fc
com.googlecode.mapperdao	mapperdao	1.0.0.rc24-2.9.2		7da09f60d376de3af0ef4a4d342b25575ec1f68d
com.googlecode.mapperdao	mapperdao	1.0.0.rc25-2.10.3		2923188e6241e15ad06a82ae6b97074cdf4a5c2c
com.googlecode.mapperdao	mapperdao	1.0.0.rc25-2.9.2		72dd1463834dfc052e8b628fee00fc0f350b2948
com.gu	anghammarad-client_2.11	1.1.3		75157373a5115c62ad03637e0da6b1b17aab27c7
