br.com.anteros	br.com.anteros.client.mqttv3.repository	1.2.2		N/A
org.minijax	minijax-archetype-quickstart	0.0.25		ee0724885ac4562cac00de893e3a9c2cf1319bab
org.minijax	minijax-archetype-quickstart	0.0.26		606add356a40bda0d9550b87f356a7b13dbf2fbc
org.minijax	minijax-archetype-quickstart	0.0.27		0e995b1033af3e0cde727ae7204e5e04502014dd
org.minijax	minijax-archetype-quickstart	0.0.28		cf421b3d7e85af4f455df9c6fadcc085d8fce52d
org.minijax	minijax-archetype-quickstart	0.0.29		249bcdff4f4aac21f18bca297643267f832f50b0
org.minijax	minijax-archetype-quickstart	0.0.30		f20a47bba788421ea1ada4849ec516dbcedd4eed
org.minijax	minijax-archetype-quickstart	0.0.31		7d7bb493049f6ef14d7b054cb56b944555709cae
org.minijax	minijax-archetype-quickstart	0.0.32		713f159a8506991c35b4f310e8374dc3135df236
org.minijax	minijax-archetype-quickstart	0.0.33		93d3a60132d2b503cd92f83987c1815781a1333d
org.minijax	minijax-archetype-quickstart	0.0.34		9adde7f4bccd5d0ecbd6cf5f45a80fc246671bbe
org.minijax	minijax-archetype-quickstart	0.0.35		f9177e678c4cefce94952f09868331c986250395
org.minijax	minijax-archetype-quickstart	0.0.39		214055cffdd3938a316a3c61e51c642eedbc796a
org.minijax	minijax-archetype-quickstart	0.0.40		11422ee1f0ff45eb0c58be83d4c7064b243c5e6a
org.minijax	minijax-archetype-quickstart	0.0.41		49022fcfeccb201f4cadee37a1ffa70bed1ab648
org.minijax	minijax-archetype-quickstart	0.0.42		74f93d0be516d07d3667175d1b19fbeca0e6a650
org.minijax	minijax-archetype-quickstart	0.0.43		07b2f984498a009bfe52043ee18f714d04c516fc
org.minijax	minijax-archetype-quickstart	0.0.47		fa1bd27330a1be5e419e7418301e1e9e8e06036e
org.minijax	minijax-archetype-quickstart	0.1.0		9277b3f555d721a5b59bce49a0eb9a0c4c46e9d5
org.minijax	minijax-archetype-quickstart	0.1.1		394d26dde139bb247216f6fc72618059ade81e41
org.minijax	minijax-archetype-quickstart	0.1.2		a2b2d7eaf74350a8c835808910f7fa072f9f25f2
org.minijax	minijax-archetype-quickstart	0.1.3		9c7c93e5d1b37e12a03b10f2d672370623c71e51
org.minijax	minijax-archetype-quickstart	0.1.4		213c22231f1a006ed4c08b6e77d4147bb1a7960f
org.minijax	minijax-archetype-quickstart	0.1.5		73e7a6338697f70d0415534330b321610d4e54bb
org.minijax	minijax-archetype-quickstart	0.1.6		15723f45d2e8cbd70542c3bdb0c8bb02d09f2dfd
org.minijax	minijax-archetype-quickstart	0.1.7		68490449148a5e8644be9578a63efde5715753d7
org.minijax	minijax-archetype-quickstart	0.2.0		481b20d94981f0ca67219c4861439d0f06eca46a
org.minijax	minijax-archetype-quickstart	0.2.1		b5155ca4256c46d29250be585a6ff03d9e14f7fb
org.minijax	minijax-archetype-quickstart	0.2.2		f54fb0e31823280494885f278de170505e694c2d
org.minijax	minijax-archetype-quickstart	0.2.3		be2d9490740539711b482616a6119203d874b3fc
org.minijax	minijax-archetype-quickstart	0.2.4		8773b8fdd6bc1600caacaa89ffdc3dd538985eec
org.minijax	minijax-archetype-quickstart	0.2.6		24bd3ac847aed3ba44e5b54f1aacd8962b2fb732
org.minijax	minijax-archetype-quickstart	0.3.0		7b6e488b1ad98c81f0af267f2ab60e03026eeef9
org.minijax	minijax-archetype-quickstart	0.3.1		e602c3e7df7590f2be44cdcf39a87d1c81acac13
org.minijax	minijax-archetype-quickstart	0.3.10		6f225517d09b23ec82634999b717ad061d4fa581
org.minijax	minijax-archetype-quickstart	0.3.11		d8297f59da87ace7ee5e8975d834317584afb7da
org.minijax	minijax-archetype-quickstart	0.3.12		9f95959b9b63c7b0dd59136c064620899a3b5b21
org.minijax	minijax-archetype-quickstart	0.3.14		db37b11916923173657294c76a65be9ee1ab8899
org.minijax	minijax-archetype-quickstart	0.3.18		9f42be7c70cf4fc5e54be3cd2dbe86c4963f40b0
org.minijax	minijax-archetype-quickstart	0.3.2		ddf224484243567b8ad2bc85d0ddcb465f73e217
org.minijax	minijax-archetype-quickstart	0.3.20		93612a8864ad3cef57db03705b0b7059e23b9129
org.minijax	minijax-archetype-quickstart	0.3.3		b9ea33832b8b198b09194bbf50fd51501d1ada74
org.minijax	minijax-archetype-quickstart	0.3.4		cf60fff8736d34885c44627ff82785adcfe2ace6
org.minijax	minijax-archetype-quickstart	0.3.5		ca29538cf08903285f6bc3f8e4246ff4689bc7b6
org.minijax	minijax-archetype-quickstart	0.3.6		7b3967e76adced914dc4f4025f5b1c2f5ea52881
org.minijax	minijax-archetype-quickstart	0.3.7		e05d1523a74ae34a0e14d37e398d2b3b082363fe
org.minijax	minijax-archetype-quickstart	0.4.1		39a9f27d2886f6a90882e438448a1d307c2992c5
org.minijax	minijax-archetype-quickstart	0.4.13		fb85ab99e78ea9ca25ff3c2614b71cb36600d43c
org.minijax	minijax-archetype-quickstart	0.4.14		465a3466ed6c22b5d974b1f302ee150d15b52da9
org.minijax	minijax-archetype-quickstart	0.4.15		557711296785b28d2fd813d6ffbe77041ee2de08
org.minijax	minijax-archetype-quickstart	0.4.17		50e7e47a6a42609241b39a8a3a3166784f8a9a55
org.minijax	minijax-archetype-quickstart	0.5.1		490d3fef95844789b5cfb1241c12ce93c73708e3
org.minijax	minijax-archetype-quickstart	0.5.10		b916c0a33354b9182e51aa2e53a73c6ed9b659a9
org.minijax	minijax-archetype-quickstart	0.5.2		2ae53e25f1c08e3d12eac4d11a2dc11cdb64b729
org.minijax	minijax-archetype-quickstart	0.5.3		c2b7e944f3f090caa6c4ddb9ce6bbab909780292
org.minijax	minijax-archetype-quickstart	0.5.5		25adc70e66d2a862dce023237d98d92ecf2effc1
org.minijax	minijax-archetype-quickstart	0.5.7		71d12d2a5676c952f30a941c5a73e4a130532c52
org.minijax	minijax-archetype-quickstart	0.5.8		f584d748662484b9a2e22affa9a8e7d09f15a82f
org.minijax	minijax-archetype-quickstart	0.5.9		e68f671e311f06fb6a3a80821123e1d9e8484d24
org.mvnpm	crc	3.8.0		0fa86cf3890d0b9e0ebcccd2a233a2a2bfda32fb
org.mvnpm	crc	4.3.2		72bd20da5291737ddb6e7bfa091611e6ffd1940d
org.mvnpm	teamwork	3.2.0		47590891a3e268be7377eb3c5e1feb7e611cb842
org.opendaylight.genius	interfacemanager-api	0.1.0-Boron		a3fc14194113b7859ba6da6a2ef9a1f54a07b405
org.opendaylight.genius	interfacemanager-api	0.1.1-Boron-SR1		0cf928c7c3326c587f8183ff9db6abef17a7e8c8
org.opendaylight.genius	interfacemanager-api	0.1.2-Boron-SR2		030c018e470d96323a0b8dfa400a44b69d719f59
org.opendaylight.genius	interfacemanager-api	0.1.3-Boron-SR3		ee3279980b40b26be8ac9d671e3f9ef9e4ca35dc
org.opendaylight.genius	interfacemanager-api	0.1.4-Boron-SR4		fdd5016bc13d0a3436a2f06545be8aa15d9a2216
org.opendaylight.genius	interfacemanager-api	0.2.0-Carbon		01f878d1ee69fdb27a83b0dbfd16d0b5dd397ea9
org.opendaylight.genius	interfacemanager-api	0.2.1-Carbon		a894f0aecf7c09238f92f9163f683e3d45a10f56
org.opendaylight.genius	interfacemanager-api	0.2.2-Carbon		41e06127a963ff412053969c0dcadb5956bbbfb5
org.opendaylight.genius	interfacemanager-api	0.2.3-Carbon		43ab830ac2623947da4a41079e350ee016df865d
org.opendaylight.genius	interfacemanager-api	0.2.4-Carbon		f6180776655add6265cf43b1f3afb17310cc3778
org.opendaylight.genius	interfacemanager-api	0.3.0		c0e889e2d38b29088d1722ee4525ec314c5405b9
org.opendaylight.genius	interfacemanager-api	0.3.1		36ca8ecf7ca4ed4b2e01c4490aabce6c60033955
org.opendaylight.genius	interfacemanager-api	0.3.2		876f8432878366917f795dc60abaa7f7829f4b3f
org.opendaylight.genius	interfacemanager-api	0.3.3		1ab5be798540b5690c7fbd1e4cc3b02156c584af
org.opendaylight.genius	interfacemanager-api	0.4.0		31d1b8ef822c633f86018c37bd3be8331f986bae
org.opendaylight.genius	interfacemanager-api	0.4.1		e6ef089872eee2977480e8d8670c697ed1194956
org.opendaylight.genius	interfacemanager-api	0.4.2		10d361ab1cc1d558433593b19a4195d78f37c8b3
org.opendaylight.genius	interfacemanager-api	0.4.3		3128bf6aa2db0812e06e26537f6cf6744285cd8d
org.opendaylight.genius	interfacemanager-api	0.4.4		b3f3953b610f4d97994df3a29203585b2a4e6e0a
org.opendaylight.genius	interfacemanager-api	0.5.0		1be9d087b518e02ee1bf26f3f5d6de06976ac2ba
org.opendaylight.genius	interfacemanager-api	0.5.1		585f9da5ed8019326bf6e08e73d70f9f2cc747ef
org.opendaylight.genius	interfacemanager-api	0.5.2		78f793122c9c4843a8de4a799c90a701fdc7bd19
org.opendaylight.genius	interfacemanager-api	0.5.3		a70c97ad3d3d931ddad1c9f2cee24aff9d211674
org.opendaylight.genius	interfacemanager-api	0.6.0		0599d0dd762a64337e9a31609c8844da34da87b5
org.opendaylight.genius	interfacemanager-api	0.6.1		db0396e35ee24cee3614e36875c0775bfbab1d6b
org.opendaylight.genius	interfacemanager-api	0.6.2		639aba0736adfea12d4ec750a604bddc4f354531
org.opendaylight.genius	interfacemanager-api	0.6.3		f476c98968f2e7d406a471277208a5f0a50bf42a
org.opendaylight.genius	interfacemanager-api	0.7.0		fd0b6792ae5ae7a28a58bdc2d42263ca8e6824b8
org.opendaylight.genius	interfacemanager-api	0.7.1		8575ea6900785afadaee91e719f6b94770a76a00
org.opendaylight.genius	interfacemanager-api	0.7.2		bef0af32d9044311216c71f03d786e555bb09935
org.opendaylight.genius	interfacemanager-api	0.7.3		cdfb6cc31ba3ffb664297221d3636f95ec40a28b
org.opendaylight.genius	interfacemanager-api	0.7.4		d318536bf04297de066a7062d9d6b0924c6fa8c1
org.opendaylight.genius	interfacemanager-api	0.8.0		58c3cb037add8a9e270956c2ce55f59f53102415
org.opendaylight.genius	interfacemanager-api	0.8.1		fb7400ddc1fc64dfc64badd194018af42db82f90
org.opendaylight.genius	interfacemanager-api	0.8.2		8bac3481a4290b0e60d564dece417680bca50e83
org.opendaylight.genius	interfacemanager-api	0.8.3		98fa1cf9e08b3230c5ca4b18bf4e298a7bd4e853
org.opendaylight.genius	interfacemanager-api	0.9.0		2cbc2954d48afc1ac28e696f6118f64793af1081
org.opendaylight.genius	interfacemanager-api	0.9.1		4bf05558066d654038fed796c87f1445c160c9e1
org.opendaylight.genius	interfacemanager-api	0.9.2		3b6c8cc75a70c1f76e0db7efbb8c2e1eebd4d72d
org.opendaylight.genius	interfacemanager-api	0.9.3		812dd77e7390f15e76e501cad1d11ad6acff2290
org.opendaylight.genius	interfacemanager-api	0.9.4		1cd3e07ca8b1a92c707610014bf4a11d6bee88b0
org.openl.rules	org.openl.extension.xmlrules	5.16.0		4c944cc555174902ad7ad5ad9c8c06e32d22311e
org.openl.rules	org.openl.extension.xmlrules	5.16.1		c9272abf6720ddc7f7569f185158842910b07e41
org.openl.rules	org.openl.extension.xmlrules	5.16.2		9eff6f8898af564b59388c95f66db18b1ee6cb4d
org.openl.rules	org.openl.extension.xmlrules	5.16.3		0f688db66527d5ec2f7891cc8b7bcfd1b1b1f8ea
org.openl.rules	org.openl.extension.xmlrules	5.16.4		621407abbcbf7fcce013fd192ebbf20921a7be21
org.openl.rules	org.openl.extension.xmlrules	5.16.5		5b0e7554c7a5c8cafe8d92db00124a5b7ab128d2
org.openl.rules	org.openl.extension.xmlrules	5.17.0		9f8dd011eaba70579121e472abbcb7331ce55447
org.openl.rules	org.openl.extension.xmlrules	5.17.1		b142d44a1a6c4515c63fa2b2cb10891eeb839161
org.openl.rules	org.openl.extension.xmlrules	5.17.2		da5532d99adff3c0c7893611c061a3d15e7f6fdc
org.openl.rules	org.openl.extension.xmlrules	5.17.3		4946238b8be2624bd6ff03d360142c386bdadc17
org.openl.rules	org.openl.extension.xmlrules	5.17.4		fc44ddcc0d6edd5bbe9da806be4af11275eca105
org.openl.rules	org.openl.extension.xmlrules	5.18.0		fb1940badd84555ab399289fecf257e81b419c2b
org.openl.rules	org.openl.extension.xmlrules	5.18.1		a17ee5dc3f529baadffc794f39de237fdf59ee57
org.openl.rules	org.openl.extension.xmlrules	5.18.2		010199e4e24ba6cbc2d29f56c078a1e5b79ec407
org.openl.rules	org.openl.extension.xmlrules	5.18.3		7edb14be022ef3741f594d56af4a608f25394959
org.openl.rules	org.openl.extension.xmlrules	5.18.4		1b04be4c6b46178cf47a1e546c9cf2d0c124fa40
org.openl.rules	org.openl.extension.xmlrules	5.18.5		db95fe2914608e80d57a025c0dc14962316c8205
org.openl.rules	org.openl.extension.xmlrules	5.19.0		9980fc2b7a3e9566ef417b4e84c1b40926a644dd
org.openl.rules	org.openl.extension.xmlrules	5.19.1		9313a88979a9542d36ec35da995c1b861d24e44c
org.openl.rules	org.openl.extension.xmlrules	5.19.1.1		0630b7e8544cf59547b6c8ed5e54328b22ae8ab3
org.openl.rules	org.openl.extension.xmlrules	5.19.2		197d3f341c094398055f66a8efd5c40db2838f11
org.openl.rules	org.openl.extension.xmlrules	5.19.3		3d5a0f6cc35c5e5dad01556527d525abdf425aba
org.openl.rules	org.openl.extension.xmlrules	5.19.4		410e2692c251a76a934566b6beb62654c6a1e42e
org.openl.rules	org.openl.extension.xmlrules	5.19.5		a274e65c2c05efdd323b6e42cb0b6634ea5b9cc0
org.openl.rules	org.openl.extension.xmlrules	5.19.5.1		db26edaa70127fa60d4dd3992f42cc60cbf06ede
org.openl.rules	org.openl.extension.xmlrules	5.19.6		fcb29e585b6cfd273ded69857eb4b8c9c470e1e0
org.openl.rules	org.openl.extension.xmlrules	5.19.7		41273bef1437b02120fd513fcf84b9e685e27bea
org.openl.rules	org.openl.extension.xmlrules	5.19.7.1		30f76ca5bfb3b96020f49afd565e38b4514e7a0e
org.openl.rules	org.openl.extension.xmlrules	5.19.8		fa927c27305fff2d8c8b9c20000c9a484b1de262
org.openl.rules	org.openl.extension.xmlrules	5.19.9		59d29576fc8a9e4ab097841a84c3aa45957ac9f0
org.openl.rules	org.openl.extension.xmlrules	5.20.0		5b79d66c3145da3c11cf0818b424429cd08c1e85
org.openl.rules	org.openl.extension.xmlrules	5.20.1		f6c98a3d7fcab696aba411f769628e9678b79c7d
org.openl.rules	org.openl.extension.xmlrules	5.20.2		be4ae9e45fbafb6c97945f472307e0b02dbf43de
org.openl.rules	org.openl.extension.xmlrules	5.20.3		fa3ee45e1c4d0f518da311a547768689b761760d
org.openl.rules	org.openl.extension.xmlrules	5.20.4		2c067fcfdbaae54aa0863c6c8aa8ea5fbb691a34
org.openl.rules	org.openl.extension.xmlrules	5.21.0		9728a9b980dce2123ef22c6f04ec5aec37249b30
org.openl.rules	org.openl.extension.xmlrules	5.21.1		cfe6c164f0ce19e1a5de97d38d1ace098cfb768d
org.openl.rules	org.openl.extension.xmlrules	5.21.10		5ed36e01863261ae31c9a39638e4f4fc8a417f3e
org.openl.rules	org.openl.extension.xmlrules	5.21.10.1		d346d1a7c68118f30b7660936b391431a714bf19
org.openl.rules	org.openl.extension.xmlrules	5.21.11		faa89993fca742498dc02e82db805e2ba2ec7179
org.openl.rules	org.openl.extension.xmlrules	5.21.12		2b286d65ddd226c8b53fbe2312553fbb603ae04c
org.openl.rules	org.openl.extension.xmlrules	5.21.2		7166d745fb5218c4fac301903d463979cdeef381
org.openl.rules	org.openl.extension.xmlrules	5.21.3		c1ae1167806a0a2ed48e5e2f5beacc39b807b367
org.openl.rules	org.openl.extension.xmlrules	5.21.4		a2a536faf12a4272636a19c81ef563c20c1c86c7
org.openl.rules	org.openl.extension.xmlrules	5.21.5		65b3201c01b5b659acaa93c9c6f52af6052cbef7
org.openl.rules	org.openl.extension.xmlrules	5.21.6		4820e6820d8bfb9e81eda9eff13c9de26694e336
org.openl.rules	org.openl.extension.xmlrules	5.21.7		1c901f3b30bc32c11a77a8be08771e7c97786c94
org.openl.rules	org.openl.extension.xmlrules	5.21.8		b4ac5d3a9fcb12e8345ff2a4ad5f4303911b88ff
org.openl.rules	org.openl.extension.xmlrules	5.21.9		d11ef5cbcf6bb3e39fcb709a55e4457d1245a459
org.openurp.std.graduation	openurp-std-graduation-audit	0.0.1		0bf89b213c0fecede7cdd0c5177031df26d10220
org.openurp.std.graduation	openurp-std-graduation-audit	0.0.2		42f11e4b7f156d786b544a407c365a488568b076
org.rodnansol	jbang-catalog-document-generator	0.1.0		N/A
org.rodnansol	jbang-catalog-document-generator	0.1.1		N/A
org.rodnansol	jbang-catalog-document-generator	0.2.0		N/A
org.scalaxb	sbt-scalaxb	0.5.4		f2ec682d228c9e6cd3b31b4ee88b839bf0eeefef
org.scalaxb	sbt-scalaxb	0.6.0		e3f9008ceeee45f067fc13f61c869192af3fc5df
org.scalaxb	sbt-scalaxb	0.6.1		a8adba12090e8dca2270c094a476952371d23328
org.sonatype.security	security-rest	2.0.0		N/A
org.sonatype.security	security-rest	2.1		N/A
org.sonatype.security	security-rest	2.2		N/A
org.sonatype.security	security-rest	2.3		N/A
org.sonatype.security	security-rest	2.4		N/A
org.sonatype.security	security-rest	2.4.1		N/A
org.sonatype.security	security-rest	2.5		N/A
org.sonatype.security	security-rest	2.6		N/A
org.sonatype.security	security-rest	2.7		N/A
org.sonatype.security	security-rest	2.8		N/A
org.sonatype.security	security-rest	2.8.1		N/A
org.sonatype.security	security-rest	2.8.2		N/A
org.sonatype.security	security-rest	3.0		N/A
org.sonatype.security	security-rest	3.0.1		N/A
org.thepalaceproject.audiobook	org.librarysimplified.audiobook.manifest.api	11.0.0		N/A
org.thepalaceproject.audiobook	org.librarysimplified.audiobook.manifest.api	11.1.0		N/A
org.thepalaceproject.audiobook	org.librarysimplified.audiobook.manifest.api	11.2.0		N/A
org.thepalaceproject.audiobook	org.librarysimplified.audiobook.manifest.api	11.3.0		N/A
org.thepalaceproject.audiobook	org.librarysimplified.audiobook.manifest.api	11.4.0		N/A
org.thepalaceproject.audiobook	org.librarysimplified.audiobook.manifest.api	11.5.0		N/A
org.thepalaceproject.audiobook	org.librarysimplified.audiobook.manifest.api	11.6.0		N/A
org.thepalaceproject.audiobook	org.librarysimplified.audiobook.manifest.api	11.7.0		N/A
org.thepalaceproject.audiobook	org.librarysimplified.audiobook.manifest.api	11.8.0		N/A
org.thepalaceproject.audiobook	org.librarysimplified.audiobook.manifest.api	12.0.0		N/A
org.thepalaceproject.audiobook	org.librarysimplified.audiobook.manifest.api	12.1.0		N/A
org.thepalaceproject.audiobook	org.librarysimplified.audiobook.manifest.api	13.0.0		N/A
org.thepalaceproject.audiobook	org.librarysimplified.audiobook.manifest.api	13.0.0-beta0001		N/A
org.thepalaceproject.audiobook	org.librarysimplified.audiobook.manifest.api	13.0.0-beta0002		N/A
org.thepalaceproject.audiobook	org.librarysimplified.audiobook.manifest.api	13.0.0-beta0003		N/A
org.thepalaceproject.audiobook	org.librarysimplified.audiobook.manifest.api	13.0.0-beta0004		N/A
org.thepalaceproject.audiobook	org.librarysimplified.audiobook.manifest.api	13.0.0-beta0005		N/A
org.thepalaceproject.audiobook	org.librarysimplified.audiobook.manifest.api	13.0.0-beta0006		N/A
org.thepalaceproject.audiobook	org.librarysimplified.audiobook.manifest.api	13.0.0-beta0007		N/A
org.thepalaceproject.audiobook	org.librarysimplified.audiobook.manifest.api	13.0.0-beta0008		N/A
org.thepalaceproject.audiobook	org.librarysimplified.audiobook.manifest.api	13.0.0-beta0009		N/A
org.thepalaceproject.audiobook	org.librarysimplified.audiobook.manifest.api	13.0.0-beta0010		N/A
org.thepalaceproject.audiobook	org.librarysimplified.audiobook.manifest.api	13.0.0-beta0011		N/A
org.thepalaceproject.audiobook	org.librarysimplified.audiobook.manifest.api	13.0.0-beta0012		N/A
org.thepalaceproject.audiobook	org.librarysimplified.audiobook.manifest.api	13.0.0-beta0013		N/A
org.thepalaceproject.audiobook	org.librarysimplified.audiobook.manifest.api	13.0.0-beta0014		N/A
org.thepalaceproject.audiobook	org.librarysimplified.audiobook.manifest.api	13.0.0-beta0015		N/A
org.thepalaceproject.audiobook	org.librarysimplified.audiobook.manifest.api	13.0.0-beta0016		N/A
org.thepalaceproject.audiobook	org.librarysimplified.audiobook.manifest.api	13.0.0-beta0017		N/A
org.thepalaceproject.audiobook	org.librarysimplified.audiobook.manifest.api	13.0.0-beta0018		N/A
org.thepalaceproject.audiobook	org.librarysimplified.audiobook.manifest.api	13.0.0-beta0019		N/A
org.thepalaceproject.audiobook	org.librarysimplified.audiobook.manifest.api	13.0.0-beta0020		N/A
org.thepalaceproject.audiobook	org.librarysimplified.audiobook.manifest.api	13.0.0-beta0021		N/A
org.thepalaceproject.audiobook	org.librarysimplified.audiobook.manifest.api	13.0.0-beta0022		N/A
org.thepalaceproject.audiobook	org.librarysimplified.audiobook.manifest.api	13.0.0-beta0023		N/A
org.thepalaceproject.audiobook	org.librarysimplified.audiobook.manifest.api	13.0.0-beta0024		N/A
org.thepalaceproject.audiobook	org.librarysimplified.audiobook.manifest.api	13.0.0-beta0025		N/A
org.thepalaceproject.audiobook	org.librarysimplified.audiobook.manifest.api	13.0.0-beta0026		N/A
org.thepalaceproject.audiobook	org.librarysimplified.audiobook.manifest.api	13.0.0-beta0027		N/A
org.thepalaceproject.audiobook	org.librarysimplified.audiobook.manifest.api	13.0.0-beta0028		N/A
org.thepalaceproject.audiobook	org.librarysimplified.audiobook.manifest.api	14.0.0		N/A
org.thepalaceproject.audiobook	org.librarysimplified.audiobook.manifest.api	15.0.0		N/A
org.thepalaceproject.audiobook	org.librarysimplified.audiobook.manifest.api	16.0.0		N/A
org.thepalaceproject.audiobook	org.librarysimplified.audiobook.manifest.api	16.1.0		N/A
org.thepalaceproject.audiobook	org.librarysimplified.audiobook.manifest.api	6.10.0		N/A
org.thepalaceproject.audiobook	org.librarysimplified.audiobook.manifest.api	6.10.1		N/A
org.thepalaceproject.audiobook	org.librarysimplified.audiobook.manifest.api	6.11.0		N/A
org.thepalaceproject.audiobook	org.librarysimplified.audiobook.manifest.api	6.6.0		N/A
org.thepalaceproject.audiobook	org.librarysimplified.audiobook.manifest.api	6.7.0		N/A
org.thepalaceproject.audiobook	org.librarysimplified.audiobook.manifest.api	6.8.0		N/A
org.thepalaceproject.audiobook	org.librarysimplified.audiobook.manifest.api	6.9.0		N/A
org.thepalaceproject.audiobook	org.librarysimplified.audiobook.manifest.api	7.0.0		N/A
org.thepalaceproject.audiobook	org.librarysimplified.audiobook.manifest.api	7.0.1		N/A
org.thepalaceproject.audiobook	org.librarysimplified.audiobook.manifest.api	8.0.0		N/A
org.thepalaceproject.audiobook	org.librarysimplified.audiobook.manifest.api	8.0.1		N/A
org.thepalaceproject.audiobook	org.librarysimplified.audiobook.manifest.api	8.0.2		N/A
org.thepalaceproject.audiobook	org.librarysimplified.audiobook.manifest.api	9.0.0		N/A
org.webjars.bower	github-com-arichnad-commons-math-interpolation-typescript	0.0.1		f94a40f5181578668ec2ca0e624a71253beb5fd0
org.webjars.bowergithub.collaborne	paper-search	2.0.9		1c7d1564cf1f0ba3c9dbae62864e16b32a3860fc
org.webjars.npm	bamboo.css	1.3.11		7015f8db472c3c16ebecb38c86acc15e862d6fdb
org.webjars.npm	daybrush__utils	1.10.0		59601ab23ac7277dae64b7d6b197970bbd9d20fb
org.webjars.npm	daybrush__utils	1.13.0		57e446c9bfe168a68110bc4e2fae7380495f9c86
org.webjars.npm	daybrush__utils	1.9.1		ea37fd395b55310030e45807d92f55a5bca3d2bf
org.webjars.npm	elemental	0.5.12		4410f5109175cf57ee47ba181924c89f1696fb97
org.webjars.npm	elemental	0.5.13		4f36090c3bcb9e819df42d8a0cfe619fb452d486
org.webjars.npm	elemental	0.6.1		9c0626fbc88cf54bd4c9bc3294dbe8cf1bd224d0
org.webjars.npm	react-flexmonster	2.7.24-1		0658fca86647b3b21633ac75853e0881be05c03d
org.webjars.npm	react-flexmonster	2.8.0		fb82770a4b937f6e6a90b84af6a7d50bc5c13426
org.webjars.npm	react-flexmonster	2.8.0-1		f7d7585e3f54a53d49c97e7beefcbdfba82e717d
org.webjars.npm	react-flexmonster	2.8.11		7b2a02fd77d7cde816eef643a881d046f2fbc566
org.webjars.npm	truffle-contract-schema	2.0.0		307d516e4c2709b9103d3c6297dd17577a6ac514
pl.metastack	metadocs_2.11	0.1.0		5c9f934436beb2f930d13ae58016a2e1eb2e4b06
pl.metastack	metadocs_2.11	0.1.1		ddd3d3c85e1b25ca541269b5e977271c89ecc43c
sk.seges.corpis	corpis-core-domain-jpa	1.2.1		9fe3b4556b5041c1b1fd3235f9b901d46e75ca06
sk.seges.corpis	corpis-core-domain-jpa	1.2.2		880d0c2cae99a5f24574a9c9fbad806a25666ce3
sk.seges.corpis	corpis-core-domain-jpa	2.0.0		4acd2a19b0dced91e19298a0edd6e83db6fcebed
tech.molecules	leet-chem-virtualspaces-core	0.0.11		36f22778082efaff148ea7e8f61a1eb9d8e7260a
tk.hongkailiu.test-scala	test-app_2.11	1.0		46b767808bd0719934791b572e3b24c5f19674cb
tk.hongkailiu.test-scala	test-app_2.11	1.1		e2f180f27ce69ce6205fceeea8269fd00abb2a5c
tk.hongkailiu.test-scala	test-app_2.11	1.1.2		4262a47e2e8a85a00718ba9ac54dc2c2c01ad1ee
tk.hongkailiu.test-scala	test-app_2.11	1.1.3		d9406367006b4675a76f840a75a1f06994fca6f9
tz.co.asoft	geo-languages-js	2.0.14		N/A
tz.co.asoft	koncurrent-executors-core-tvosx64	2.0.16		N/A
tz.co.asoft	koncurrent-executors-core-tvosx64	2.0.16	metadata	5f6519af5579d6094087c4f644798aef3fa0ce67
tz.co.asoft	koncurrent-executors-core-tvosx64	2.0.17		N/A
tz.co.asoft	koncurrent-executors-core-tvosx64	2.0.17	metadata	41c612b6bfb2d3eb541b420c5b15c381766d6e12
tz.co.asoft	koncurrent-executors-core-tvosx64	2.0.18		N/A
tz.co.asoft	koncurrent-executors-core-tvosx64	2.0.18	metadata	bdf2e68702ea4129493eccc163cab7fbec1a7d50
tz.co.asoft	koncurrent-executors-core-tvosx64	3.0.1		N/A
tz.co.asoft	koncurrent-executors-core-tvosx64	3.0.1	metadata	2008ae38e00084251b1b342dd50694cf5b620046
tz.co.asoft	koncurrent-executors-core-tvosx64	3.0.11		N/A
tz.co.asoft	koncurrent-executors-core-tvosx64	3.0.11	metadata	4eab845d6ebae3ce22a8896113282c0a49e9875d
tz.co.asoft	koncurrent-executors-core-tvosx64	3.0.12		N/A
tz.co.asoft	koncurrent-executors-core-tvosx64	3.0.12	metadata	6361e08fb32ac6f55ca140ab28921e1f528bf8d0
tz.co.asoft	koncurrent-executors-core-tvosx64	3.0.13		N/A
tz.co.asoft	koncurrent-executors-core-tvosx64	3.0.13	metadata	cb07b70c66871a9659ed1afbcc2275eda30cf49d
tz.co.asoft	koncurrent-executors-core-tvosx64	3.0.14		N/A
tz.co.asoft	koncurrent-executors-core-tvosx64	3.0.14	metadata	9e8409055daa00678d5d656127ac7cc0f4b57e07
tz.co.asoft	koncurrent-executors-core-tvosx64	3.0.15		N/A
tz.co.asoft	koncurrent-executors-core-tvosx64	3.0.15	metadata	686e22372f46c1689d00b8c7bb6ad542720bf7a1
tz.co.asoft	koncurrent-executors-core-tvosx64	3.0.2		N/A
tz.co.asoft	koncurrent-executors-core-tvosx64	3.0.2	metadata	4cfebc077ee937402ac10744b1ed88da9d481b70
tz.co.asoft	koncurrent-executors-core-tvosx64	3.0.3		N/A
tz.co.asoft	koncurrent-executors-core-tvosx64	3.0.3	metadata	30605a43e0daf6c061ba515c09195234a7726704
tz.co.asoft	koncurrent-executors-core-tvosx64	3.0.4		N/A
