br.com.objectos.oss-java8	objectos-more-logging	1.0.0		c832dbf983d1d69867a5a9c99f6c34a864c2ce9b
com.daml	ledger-api-auth_2.13	2.9.0-snapshot.20240206.12605.0.v7e2bdfee		fd483f35a4bbfe3b541e86cdd8d5a252e2c16c7a
com.daml	ledger-api-auth_2.13	2.9.0-snapshot.20240208.12614.0.vb86d563a		fd483f35a4bbfe3b541e86cdd8d5a252e2c16c7a
com.daml	ledger-api-auth_2.13	2.9.0-snapshot.20240209.12616.0.v536d2c45		fd483f35a4bbfe3b541e86cdd8d5a252e2c16c7a
com.daml	ledger-api-auth_2.13	2.9.0-snapshot.20240210.12617.0.vcab0f417		fd483f35a4bbfe3b541e86cdd8d5a252e2c16c7a
com.daml	ledger-api-auth_2.13	2.9.0-snapshot.20240211.12618.0.vd6e29516		fd483f35a4bbfe3b541e86cdd8d5a252e2c16c7a
com.daml	ledger-api-auth_2.13	2.9.0-snapshot.20240212.12620.0.vf029081a		fd483f35a4bbfe3b541e86cdd8d5a252e2c16c7a
com.daml	ledger-api-auth_2.13	2.9.0-snapshot.20240213.12623.0.vd4256e75		fd483f35a4bbfe3b541e86cdd8d5a252e2c16c7a
com.daml	ledger-api-auth_2.13	2.9.0-snapshot.20240214.12625.0.vdbe45630		fd483f35a4bbfe3b541e86cdd8d5a252e2c16c7a
com.daml	ledger-api-auth_2.13	2.9.0-snapshot.20240215.12628.0.v8a921a9c		fd483f35a4bbfe3b541e86cdd8d5a252e2c16c7a
com.daml	ledger-api-auth_2.13	2.9.0-snapshot.20240216.12630.0.v6f76ec4b		fd483f35a4bbfe3b541e86cdd8d5a252e2c16c7a
com.daml	ledger-api-auth_2.13	2.9.0-snapshot.20240219.12632.0.v3c74b848		fd483f35a4bbfe3b541e86cdd8d5a252e2c16c7a
com.daml	ledger-api-auth_2.13	2.9.0-snapshot.20240220.12635.0.vb241d314		fd483f35a4bbfe3b541e86cdd8d5a252e2c16c7a
com.daml	ledger-api-auth_2.13	2.9.0-snapshot.20240221.12638.0.vf589f755		fd483f35a4bbfe3b541e86cdd8d5a252e2c16c7a
com.daml	ledger-api-auth_2.13	2.9.0-snapshot.20240222.12640.0.v55e1bbb4		fd483f35a4bbfe3b541e86cdd8d5a252e2c16c7a
com.daml	ledger-api-auth_2.13	2.9.0-snapshot.20240223.12643.0.v53dae10c		fd483f35a4bbfe3b541e86cdd8d5a252e2c16c7a
com.daml	ledger-api-auth_2.13	2.9.0-snapshot.20240225.12644.0.vbbb82ba8		fd483f35a4bbfe3b541e86cdd8d5a252e2c16c7a
com.daml	ledger-api-auth_2.13	2.9.0-snapshot.20240227.12645.0.vd69e568e		fd483f35a4bbfe3b541e86cdd8d5a252e2c16c7a
com.daml	ledger-api-auth_2.13	2.9.0-snapshot.20240228.12647.0.v85afe011		fd483f35a4bbfe3b541e86cdd8d5a252e2c16c7a
com.daml	ledger-api-auth_2.13	2.9.0-snapshot.20240228.12647.1.v85afe011		fd483f35a4bbfe3b541e86cdd8d5a252e2c16c7a
com.daml	ledger-api-auth_2.13	2.9.0-snapshot.20240229.12651.0.vef174f95		fd483f35a4bbfe3b541e86cdd8d5a252e2c16c7a
com.daml	ledger-api-auth_2.13	2.9.0-snapshot.20240301.12653.0.v4dc290cf		fd483f35a4bbfe3b541e86cdd8d5a252e2c16c7a
com.daml	ledger-api-auth_2.13	2.9.0-snapshot.20240305.12659.0.v37e529d3		fd483f35a4bbfe3b541e86cdd8d5a252e2c16c7a
com.daml	ledger-api-auth_2.13	2.9.0-snapshot.20240305.12663.0.v528827ef		fd483f35a4bbfe3b541e86cdd8d5a252e2c16c7a
com.daml	ledger-api-auth_2.13	2.9.0-snapshot.20240306.12666.0.vd9ab7e14		fd483f35a4bbfe3b541e86cdd8d5a252e2c16c7a
com.daml	ledger-api-auth_2.13	2.9.0-snapshot.20240307.12669.0.v11416849		fd483f35a4bbfe3b541e86cdd8d5a252e2c16c7a
com.daml	ledger-api-auth_2.13	2.9.0-snapshot.20240311.12676.0.v236a6c51		fd483f35a4bbfe3b541e86cdd8d5a252e2c16c7a
com.daml	ledger-api-auth_2.13	2.9.0-snapshot.20240312.12679.0.vcb94437f		fd483f35a4bbfe3b541e86cdd8d5a252e2c16c7a
com.daml	ledger-api-auth_2.13	2.9.0-snapshot.20240313.12681.0.vd88ed4d2		fd483f35a4bbfe3b541e86cdd8d5a252e2c16c7a
com.daml	ledger-api-auth_2.13	2.9.0-snapshot.20240314.12684.0.v0818a2de		fd483f35a4bbfe3b541e86cdd8d5a252e2c16c7a
com.daml	ledger-api-auth_2.13	2.9.0-snapshot.20240315.12686.0.vb456e137		fd483f35a4bbfe3b541e86cdd8d5a252e2c16c7a
com.daml	ledger-api-auth_2.13	2.9.0-snapshot.20240318.12689.0.v0bf4181f		fd483f35a4bbfe3b541e86cdd8d5a252e2c16c7a
com.daml	ledger-api-auth_2.13	2.9.0-snapshot.20240319.12691.0.v94b246f2		fd483f35a4bbfe3b541e86cdd8d5a252e2c16c7a
com.daml	ledger-api-auth_2.13	2.9.0-snapshot.20240320.12692.0.vf2187562		fd483f35a4bbfe3b541e86cdd8d5a252e2c16c7a
com.daml	ledger-api-auth_2.13	2.9.0-snapshot.20240321.12695.0.v001e45dc		fd483f35a4bbfe3b541e86cdd8d5a252e2c16c7a
com.daml	ledger-api-auth_2.13	2.9.0-snapshot.20240322.12699.0.v8ce6cbbd		fd483f35a4bbfe3b541e86cdd8d5a252e2c16c7a
com.daml	ledger-api-auth_2.13	2.9.0-snapshot.20240323.12702.0.v4d5e1e2d		fd483f35a4bbfe3b541e86cdd8d5a252e2c16c7a
com.daml	ledger-api-auth_2.13	2.9.0-snapshot.20240325.12704.0.va30104d0		fd483f35a4bbfe3b541e86cdd8d5a252e2c16c7a
com.daml	ledger-api-auth_2.13	2.9.0-snapshot.20240325.12705.0.vc300e035		fd483f35a4bbfe3b541e86cdd8d5a252e2c16c7a
com.daml	ledger-api-auth_2.13	2.9.0-snapshot.20240326.12707.0.vf255482d		fd483f35a4bbfe3b541e86cdd8d5a252e2c16c7a
com.daml	ledger-api-auth_2.13	2.9.0-snapshot.20240328.12710.0.v4ae44840		fd483f35a4bbfe3b541e86cdd8d5a252e2c16c7a
com.daml	ledger-api-auth_2.13	2.9.0-snapshot.20240328.12714.0.v14ee6c5c		fd483f35a4bbfe3b541e86cdd8d5a252e2c16c7a
com.daml	ledger-api-auth_2.13	2.9.0-snapshot.20240329.12716.0.v243aef8c		fd483f35a4bbfe3b541e86cdd8d5a252e2c16c7a
com.daml	ledger-api-auth_2.13	2.9.0-snapshot.20240402.12717.0.v38388c9a		fd483f35a4bbfe3b541e86cdd8d5a252e2c16c7a
com.daml	ledger-api-auth_2.13	2.9.0-snapshot.20240402.12718.0.vbb951d6b		fd483f35a4bbfe3b541e86cdd8d5a252e2c16c7a
com.daml	ledger-api-auth_2.13	2.9.0-snapshot.20240402.12722.0.v99293bb4		fd483f35a4bbfe3b541e86cdd8d5a252e2c16c7a
com.daml	ledger-api-auth_2.13	2.9.0-snapshot.20240402.12722.1.v99293bb4		fd483f35a4bbfe3b541e86cdd8d5a252e2c16c7a
com.daml	ledger-api-auth_2.13	2.9.0-snapshot.20240403.12723.0.v893d7404		fd483f35a4bbfe3b541e86cdd8d5a252e2c16c7a
com.daml	ledger-api-auth_2.13	2.9.0-snapshot.20240404.12726.0.v5f6bd1d0		fd483f35a4bbfe3b541e86cdd8d5a252e2c16c7a
com.daml	ledger-api-auth_2.13	2.9.0-snapshot.20240408.12727.0.v1f85d6fa		fd483f35a4bbfe3b541e86cdd8d5a252e2c16c7a
com.daml	ledger-api-auth_2.13	2.9.0-snapshot.20240409.12732.0.v79c64703		fd483f35a4bbfe3b541e86cdd8d5a252e2c16c7a
com.daml	ledger-api-auth_2.13	2.9.0-snapshot.20240410.12734.0.v7ca3419a		fd483f35a4bbfe3b541e86cdd8d5a252e2c16c7a
com.daml	ledger-api-auth_2.13	2.9.0-snapshot.20240411.12735.0.v39a36149		fd483f35a4bbfe3b541e86cdd8d5a252e2c16c7a
com.daml	ledger-api-auth_2.13	2.9.0-snapshot.20240412.12736.0.v26f0051f		fd483f35a4bbfe3b541e86cdd8d5a252e2c16c7a
com.daml	ledger-api-auth_2.13	2.9.0-snapshot.20240415.12738.0.vaa4a1984		fd483f35a4bbfe3b541e86cdd8d5a252e2c16c7a
com.daml	ledger-api-auth_2.13	2.9.0-snapshot.20240416.12742.0.v03fa9fac		fd483f35a4bbfe3b541e86cdd8d5a252e2c16c7a
com.daml	ledger-api-auth_2.13	2.9.0-snapshot.20240418.12747.0.v0bbede5e		fd483f35a4bbfe3b541e86cdd8d5a252e2c16c7a
com.daml	ledger-api-auth_2.13	2.9.0-snapshot.20240418.12750.0.v6e70562e		fd483f35a4bbfe3b541e86cdd8d5a252e2c16c7a
com.daml	ledger-api-auth_2.13	2.9.0-snapshot.20240419.12753.0.v3fe708e6		fd483f35a4bbfe3b541e86cdd8d5a252e2c16c7a
com.daml	ledger-api-auth_2.13	2.9.0-snapshot.20240422.12754.0.ve119c594		fd483f35a4bbfe3b541e86cdd8d5a252e2c16c7a
com.daml	ledger-api-auth_2.13	2.9.0-snapshot.20240423.12755.0.v2566475d		fd483f35a4bbfe3b541e86cdd8d5a252e2c16c7a
com.daml	ledger-api-auth_2.13	2.9.0-snapshot.20240424.12756.0.vab6d36e6		fd483f35a4bbfe3b541e86cdd8d5a252e2c16c7a
com.daml	ledger-api-auth_2.13	2.9.0-snapshot.20240425.12758.0.v26de22cd		fd483f35a4bbfe3b541e86cdd8d5a252e2c16c7a
com.daml	ledger-api-auth_2.13	2.9.0-snapshot.20240426.12759.0.v04695426		fd483f35a4bbfe3b541e86cdd8d5a252e2c16c7a
com.daml	ledger-api-auth_2.13	2.9.0-snapshot.20240430.12762.0.v69b613f6		fd483f35a4bbfe3b541e86cdd8d5a252e2c16c7a
com.daml	ledger-api-auth_2.13	2.9.0-snapshot.20240430.12765.0.v37adf55b		fd483f35a4bbfe3b541e86cdd8d5a252e2c16c7a
com.daml	ledger-api-auth_2.13	2.9.0-snapshot.20240501.12767.0.vd716fa83		fd483f35a4bbfe3b541e86cdd8d5a252e2c16c7a
com.daml	ledger-api-auth_2.13	2.9.0-snapshot.20240502.12772.0.v70fb04b5		fd483f35a4bbfe3b541e86cdd8d5a252e2c16c7a
com.daml	ledger-api-auth_2.13	2.9.0-snapshot.20240502.12772.1.v70fb04b5		fd483f35a4bbfe3b541e86cdd8d5a252e2c16c7a
com.daml	ledger-api-auth_2.13	2.9.0-snapshot.20240503.12775.0.vd4066d03		fd483f35a4bbfe3b541e86cdd8d5a252e2c16c7a
com.daml	ledger-api-auth_2.13	2.9.0-snapshot.20240506.12776.0.v38e3b317		fd483f35a4bbfe3b541e86cdd8d5a252e2c16c7a
com.daml	ledger-api-auth_2.13	2.9.0-snapshot.20240507.12777.0.v3380fa16		fd483f35a4bbfe3b541e86cdd8d5a252e2c16c7a
com.daml	ledger-api-auth_2.13	2.9.0-snapshot.20240507.12777.1.v3380fa16		fd483f35a4bbfe3b541e86cdd8d5a252e2c16c7a
com.daml	ledger-api-auth_2.13	2.9.0-snapshot.20240508.12778.0.vab9f5c77		fd483f35a4bbfe3b541e86cdd8d5a252e2c16c7a
com.daml	ledger-api-auth_2.13	2.9.0-snapshot.20240508.12778.1.vab9f5c77		fd483f35a4bbfe3b541e86cdd8d5a252e2c16c7a
com.daml	ledger-api-auth_2.13	2.9.0-snapshot.20240516.12789.0.vf1365c67		fd483f35a4bbfe3b541e86cdd8d5a252e2c16c7a
com.daml	ledger-api-auth_2.13	2.9.0-snapshot.20240516.12792.0.v7ffc096f		fd483f35a4bbfe3b541e86cdd8d5a252e2c16c7a
com.daml	ledger-api-auth_2.13	2.9.0-snapshot.20240522.12798.0.v8cf80272		fd483f35a4bbfe3b541e86cdd8d5a252e2c16c7a
com.daml	ledger-api-auth_2.13	2.9.0-snapshot.20240523.12801.0.vde87fd3d		fd483f35a4bbfe3b541e86cdd8d5a252e2c16c7a
com.daml	ledger-api-auth_2.13	2.9.0-snapshot.20240523.12802.0.v2a592425		fd483f35a4bbfe3b541e86cdd8d5a252e2c16c7a
com.daml	ledger-api-auth_2.13	2.9.0-snapshot.20240524.12804.0.v95398f13		fd483f35a4bbfe3b541e86cdd8d5a252e2c16c7a
com.daml	ledger-api-auth_2.13	2.9.0-snapshot.20240528.12807.0.v1a18b34d		fd483f35a4bbfe3b541e86cdd8d5a252e2c16c7a
com.daml	ledger-api-auth_2.13	2.9.0-snapshot.20240529.12810.0.v128d595b		fd483f35a4bbfe3b541e86cdd8d5a252e2c16c7a
com.daml	ledger-api-auth_2.13	2.9.0-snapshot.20240530.12814.0.vef26c3a2		fd483f35a4bbfe3b541e86cdd8d5a252e2c16c7a
com.daml	ledger-api-auth_2.13	2.9.0-snapshot.20240531.12817.0.va67a4490		fd483f35a4bbfe3b541e86cdd8d5a252e2c16c7a
com.daml	ledger-api-auth_2.13	2.9.0-snapshot.20240603.12818.0.vad262e6d		fd483f35a4bbfe3b541e86cdd8d5a252e2c16c7a
com.daml	ledger-api-auth_2.13	2.9.0-snapshot.20240603.12820.0.v98b65512		fd483f35a4bbfe3b541e86cdd8d5a252e2c16c7a
com.daml	ledger-api-auth_2.13	2.9.0-snapshot.20240604.12824.0.v0c170ce4		fd483f35a4bbfe3b541e86cdd8d5a252e2c16c7a
com.daml	ledger-api-auth_2.13	2.9.0-snapshot.20240605.12825.0.vd780ddbf		fd483f35a4bbfe3b541e86cdd8d5a252e2c16c7a
com.daml	ledger-api-auth_2.13	2.9.0-snapshot.20240606.12826.0.v3d5f2a19		fd483f35a4bbfe3b541e86cdd8d5a252e2c16c7a
com.daml	ledger-api-auth_2.13	2.9.0-snapshot.20240607.12828.0.vb083c469		fd483f35a4bbfe3b541e86cdd8d5a252e2c16c7a
com.daml	ledger-api-auth_2.13	2.9.0-snapshot.20240610.12830.0.v6df66d98		fd483f35a4bbfe3b541e86cdd8d5a252e2c16c7a
com.daml	ledger-api-auth_2.13	2.9.0-snapshot.20240612.12831.0.va188d6bc		fd483f35a4bbfe3b541e86cdd8d5a252e2c16c7a
com.daml	ledger-api-auth_2.13	2.9.0-snapshot.20240613.12837.0.v8ffbb4e0		fd483f35a4bbfe3b541e86cdd8d5a252e2c16c7a
com.daml	ledger-api-auth_2.13	2.9.0-snapshot.20240614.12839.0.v7ace5543		fd483f35a4bbfe3b541e86cdd8d5a252e2c16c7a
com.daml	ledger-api-auth_2.13	2.9.0-snapshot.20240617.12845.0.v7b4f6e3c		fd483f35a4bbfe3b541e86cdd8d5a252e2c16c7a
com.daml	ledger-api-auth_2.13	2.9.0-snapshot.20240617.12845.2.v7b4f6e3c		fd483f35a4bbfe3b541e86cdd8d5a252e2c16c7a
com.daml	ledger-api-auth_2.13	2.9.0-snapshot.20240618.12849.0.v80521fa1		fd483f35a4bbfe3b541e86cdd8d5a252e2c16c7a
com.daml	ledger-api-auth_2.13	2.9.0-snapshot.20240619.12850.0.v0cfddd39		fd483f35a4bbfe3b541e86cdd8d5a252e2c16c7a
com.daml	ledger-api-auth_2.13	2.9.0-snapshot.20240619.12852.0.vfd0f2b57		fd483f35a4bbfe3b541e86cdd8d5a252e2c16c7a
com.daml	ledger-api-auth_2.13	2.9.0-snapshot.20240621.12855.0.ve17980f5		fe7563d8e10cddccf29a17791a4cef603e0f4d3b
com.daml	ledger-api-auth_2.13	2.9.0-snapshot.20240625.12857.0.v2aea6caf		fe7563d8e10cddccf29a17791a4cef603e0f4d3b
com.daml	ledger-api-auth_2.13	2.9.0-snapshot.20240627.12859.1.v8721b34e		fe7563d8e10cddccf29a17791a4cef603e0f4d3b
com.daml	ledger-api-auth_2.13	2.9.1		fe7563d8e10cddccf29a17791a4cef603e0f4d3b
com.daml	ledger-api-auth_2.13	2.9.1-snapshot.20240711.12867.0.vbde55381		fe7563d8e10cddccf29a17791a4cef603e0f4d3b
com.daml	ledger-api-auth_2.13	2.9.1-snapshot.20240711.12868.0.v71f67ec0		fe7563d8e10cddccf29a17791a4cef603e0f4d3b
com.daml	ledger-api-auth_2.13	2.9.2		fe7563d8e10cddccf29a17791a4cef603e0f4d3b
com.daml	ledger-api-auth_2.13	2.9.3		fe7563d8e10cddccf29a17791a4cef603e0f4d3b
com.daml	ledger-api-auth_2.13	2.9.4		fe7563d8e10cddccf29a17791a4cef603e0f4d3b
com.daml	ledger-api-auth_2.13	2.9.4-adhoc.20240729.12882.0.v4ee22923		fe7563d8e10cddccf29a17791a4cef603e0f4d3b
com.daml	ledger-api-auth_2.13	2.9.4-snapshot.20240814.12888.0.vb3283a3f		fe7563d8e10cddccf29a17791a4cef603e0f4d3b
com.daml	ledger-api-auth_2.13	2.9.5		7bd764d944009ecce7d478ae2fbe655b43aa9991
com.daml	ledger-api-auth_2.13	2.9.5-snapshot.20240823.12891.0.vee04b471		fe7563d8e10cddccf29a17791a4cef603e0f4d3b
com.daml	ledger-api-auth_2.13	2.9.5-snapshot.20240923.12896.0.va7af1e18		7bd764d944009ecce7d478ae2fbe655b43aa9991
com.daml	ledger-api-auth_2.13	2.9.6		7bd764d944009ecce7d478ae2fbe655b43aa9991
com.daml	ledger-api-auth_2.13	2.9.6-snapshot.20241030.12898.0.v1e848e2c		7bd764d944009ecce7d478ae2fbe655b43aa9991
com.daml	ledger-api-auth_2.13	2.9.7		7bd764d944009ecce7d478ae2fbe655b43aa9991
com.daml	ledger-api-auth_2.13	3.0.0-snapshot.20240109.12547.0.v54009a41		fd483f35a4bbfe3b541e86cdd8d5a252e2c16c7a
com.daml	ledger-api-auth_2.13	3.0.0-snapshot.20240110.12560.0.v57656042		fd483f35a4bbfe3b541e86cdd8d5a252e2c16c7a
com.daml	ledger-api-auth_2.13	3.0.0-snapshot.20240111.12564.0.v88a271b5		fd483f35a4bbfe3b541e86cdd8d5a252e2c16c7a
com.daml	ledger-api-auth_2.13	3.0.0-snapshot.20240112.12569.0.v79107eff		fd483f35a4bbfe3b541e86cdd8d5a252e2c16c7a
com.daml	ledger-api-auth_2.13	3.0.0-snapshot.20240112.12573.0.v1168e354		fd483f35a4bbfe3b541e86cdd8d5a252e2c16c7a
com.daml	ledger-api-auth_2.13	3.0.0-snapshot.20240115.12580.0.v179d8536		fd483f35a4bbfe3b541e86cdd8d5a252e2c16c7a
com.daml	ledger-api-auth_2.13	3.0.0-snapshot.20240116.12589.0.v73f4cdd5		fd483f35a4bbfe3b541e86cdd8d5a252e2c16c7a
com.daml	ledger-api-auth_2.13	3.0.0-snapshot.20240117.12593.0.vc6cf5b78		fd483f35a4bbfe3b541e86cdd8d5a252e2c16c7a
com.daml	ledger-api-auth_2.13	3.0.0-snapshot.20240118.12598.0.v39ea5890		fd483f35a4bbfe3b541e86cdd8d5a252e2c16c7a
com.daml	ledger-api-auth_2.13	3.0.0-snapshot.20240119.12605.0.vaa5f01df		fd483f35a4bbfe3b541e86cdd8d5a252e2c16c7a
com.daml	ledger-api-auth_2.13	3.0.0-snapshot.20240122.12612.0.v3b5dce66		fd483f35a4bbfe3b541e86cdd8d5a252e2c16c7a
com.daml	ledger-api-auth_2.13	3.0.0-snapshot.20240123.12622.0.vc5c43abe		fd483f35a4bbfe3b541e86cdd8d5a252e2c16c7a
com.daml	ledger-api-auth_2.13	3.0.0-snapshot.20240124.12628.0.v318e1d38		fd483f35a4bbfe3b541e86cdd8d5a252e2c16c7a
com.daml	ledger-api-auth_2.13	3.0.0-snapshot.20240125.12640.0.vf0b61ae5		fd483f35a4bbfe3b541e86cdd8d5a252e2c16c7a
com.daml	ledger-api-auth_2.13	3.0.0-snapshot.20240126.12648.0.va9dc2d63		fd483f35a4bbfe3b541e86cdd8d5a252e2c16c7a
com.github.phoswald	record-builder	0.1.0		f5600d4efd52ff2df4a02879014694b2050d0863
com.github.scalaprops	scalaprops-core_native0.4_2.13	0.8.1		5a38853cc3ddf6e53c084a73ccb6ac1a603b752a
com.github.scalaprops	scalaprops-core_native0.4_2.13	0.8.2		a3349adc45cec5a604cf0a90bcbd51814579b393
com.github.scalaprops	scalaprops-core_native0.4_2.13	0.8.3		874bb2771bb6ee9ba78bba5034494ea807f93563
com.github.scalaprops	scalaprops-core_native0.4_2.13	0.8.4		4c01cbb5cad16e2780fac69d77159c346343ca85
com.github.scalaprops	scalaprops-core_native0.4_2.13	0.9.0		6796c10259fd16c111e781d4a128a5e4c686d497
com.github.scalaprops	scalaprops-core_native0.4_2.13	0.9.1		301c48585bf3c5f31d7b8c681ebb62cbbae9a981
com.packetzoom	pz-okhttp-interceptor-fat	3.2.43		N/A
com.phonepe.drove	drove-authentication	1.29		abf205481106d86745b53a898df82fb45e9185a6
com.phonepe.drove	drove-authentication	1.30		f535f6febfd09e3a70d789f1f259cb4f8b79e573
com.phonepe.drove	drove-authentication	1.31		158b02b1348e89dd72048f112f2c32e36344973c
com.soywiz	korlibs-charset	6.0.0-alpha2		a625c1749ce56445c24ca9a1fd38ffc62a1c1e0e
com.typesafe.akka	akka-file-mailbox_2.10.0-M7	2.1-M2		fd35f1128c67619554b39aa7f7142140222e1ead
com.volcengine	volcengine-java-sdk-translate20250301	0.2.1		5f84531e24bc609f9a5924c870a1dac01adafde1
com.volcengine	volcengine-java-sdk-translate20250301	0.2.2		65aab737e7230570c36ab84848c618cf46b4e594
com.volcengine	volcengine-java-sdk-translate20250301	0.2.3		10027b0efb903db71d757826493e948c1a30de92
com.volcengine	volcengine-java-sdk-translate20250301	0.2.4		718ca302da6aa6227a232b0a910d605875b1ccff
com.volcengine	volcengine-java-sdk-translate20250301	0.2.5		4c7e7e75fd0c486d3177f6fe19103ff76f48bfbe
com.volcengine	volcengine-java-sdk-translate20250301	0.2.6		eaedf75ab5a7089273d66b27663a48652eec0f6d
com.wix.sms	libsms-parent	1.0.0		N/A
com.wix.sms	libsms-parent	1.1.0		N/A
com.wix.sms	libsms-parent	1.2.0		N/A
com.wix.sms	libsms-parent	1.3.0		N/A
com.zl10t.rice	rice-util	0.0.1		6dfc6bc13f9df220a7555fbc088ce3c4dbcac124
com.zl10t.rice	rice-util	0.0.2		a3d8cda3f76336461b5f26163f85d059d674688d
de.sciss	scalainterpreterpane_2.10.0-RC5	1.2.0		b41d20ad42df01414bdf93f60f3df8421eaa3974
de.wayofquality.blended	blended.updater_2.12	2.5.0-SBT		8cca8f8f2209c01963fd9b9c8a9ac6d47f4b0c72
de.wayofquality.blended	blended.updater_2.12	3.0-M1		a43b36a149cf8d68c5c93d350e72a46529a92065
de.wayofquality.blended	blended.updater_2.12	3.0-M19		e8a5afe8de72e66663e7d3ad009e9ef94844ead6
de.wayofquality.blended	blended.updater_2.12	3.0-M2		68384483a91da761c7e60c90bc43739e35614683
de.wayofquality.blended	blended.updater_2.12	3.0-M4		ddc8bab2d704b1be635bd1733c869a38dd2a86ba
de.wayofquality.blended	blended.updater_2.12	3.0-M5		f75e61cce48d1f8bb497f724db0b3fe56276ee49
de.wayofquality.blended	blended.updater_2.12	3.0-M6		fcfd12233687fe61b844d41ea1951594fc5ab15c
de.wayofquality.blended	blended.updater_2.12	3.0.13		a85c861799301fd764fbb9bce4b0768d3a2b6b6a
de.wayofquality.blended	blended.updater_2.12	3.0.3		0a13e6a566ee77b1e5f8cbfef0df833ad18c4d5b
de.wayofquality.blended	blended.updater_2.12	3.0.5		a7ff24402a85edc80d8e11db4b5633365e569b0c
de.wayofquality.blended	blended.updater_2.12	3.1-RC2		f27e91468b81323e5e5154614ee6e69da4a9c882
dev.zio	zio-metrics-connectors-docs_2.13	2.0.6		c6bfcc881f758f5d7a12dc059e7119c5a61ce146
dev.zio	zio-metrics-connectors-docs_2.13	2.0.7		e5ae59f61ef3c764ee864e7ec1445087661315d7
dev.zio	zio-metrics-connectors-docs_2.13	2.0.8		f939dfb8879361a63c5ea77c13711fae642c1ef6
dev.zio	zio-metrics-connectors-docs_2.13	2.1.0		94567af9bee9f013bbd40662b5da41960c906142
dev.zio	zio-metrics-connectors-docs_2.13	2.2.0		c0e1d6ad25bb8268be060532d5d7a629172fec81
dev.zio	zio-metrics-connectors-docs_2.13	2.2.1		bd0b62f5168034b3cdda2ada1b78a38dce4a697d
dev.zio	zio-metrics-connectors-docs_2.13	2.3.0		e98ae0e24cb5ff9642a9e97da7e3af24510e93b8
dev.zio	zio-metrics-connectors-docs_2.13	2.3.1		5cb0415e17b49dca1f487838b3c70b76aa3b0d5b
fi.jubic	easyconfig-dbunit	0.10.0		d457e160a650adad7146dabc93616b1406abc898
fi.jubic	easyconfig-dbunit	0.10.2		8ac521c2afc4ad6fce16bbe994255c5afc3983c4
fi.jubic	easyconfig-dbunit	0.10.3		758db403d8a519b12c40e9ab8ec6126004ee2c11
fi.jubic	easyconfig-dbunit	0.10.4		5eb0817fe86de13e12d8757d5a66f4db3beca182
fi.jubic	easyconfig-dbunit	0.10.5		41182cff1f34aa67ace91c80decbda826b2b5077
fi.jubic	easyconfig-dbunit	0.10.6		3343109c93333541e8592ab8570464620b316dbd
fi.jubic	easyconfig-dbunit	0.8.0		e13ebeb55d2e003f3f5eb337e079980427aee2b1
fi.jubic	easyconfig-dbunit	0.8.1		65dcd87a5e37050b54e26dfc01fe73064993d0c5
fi.jubic	easyconfig-dbunit	0.8.2		5d0e0cc34e8b18b2a9f1c8a3c36046f94d4cee0a
fi.jubic	easyconfig-dbunit	0.8.3		5f4de40b3f7d52de994425fdc854aff30e6f0fc1
fi.jubic	easyconfig-dbunit	0.8.4		d4559113090b8a31485f9f20835eb7c56600ba31
fi.jubic	easyconfig-dbunit	0.9.0		284f30e589d795f5ca0fabce86a5b76537db93c9
fi.jubic	easyconfig-dbunit	0.9.1		19fe7cb9b14c90ce2da6c7e665a492bcc09ece97
fi.jubic	easyconfig-dbunit	0.9.2		ab920a5cc987d890021af41ac25303aaccaf549d
in.virit	viritin-vaadin-addon-archetype	2.0.0		89d1a3da3bc5f4f0de54aa10ec2cf9b75dacadf2
in.virit	viritin-vaadin-addon-archetype	2.0.1		90c906c83f29af72bd9ca8f8d68704b060246803
in.virit	viritin-vaadin-addon-archetype	2.0.2		d501cc81a03c7ea65572d22e045f06d661b7caff
in.virit	viritin-vaadin-addon-archetype	2.0.3		3c882e06107cdaa4596cefc67df532bccff15db1
io.cloudevents	cloudevents-amqp-proton	2.0.0		9ba686d1523e8b472d990e8d4152d37956e540d3
io.cloudevents	cloudevents-amqp-proton	2.0.0.RC1		1f3d9a3758563e3af6f1f9b23b7f74eb96306ea9
io.cloudevents	cloudevents-amqp-proton	2.0.0.RC2		5006f4cfb7676c9f207301a943583c43f2df4f06
io.cloudevents	cloudevents-amqp-proton	2.1.0		baac033ce749b0c0b67069a17f277071265c83b1
io.cloudevents	cloudevents-amqp-proton	2.1.1		b5577a91074d48215622ff00c0f54f5e80e5456f
io.cloudevents	cloudevents-amqp-proton	2.2.0		2b7354986e06d399daadf1d73bfd8c2bfd5204e8
io.cloudevents	cloudevents-amqp-proton	2.2.1		cdff18cebdb12902e9f472046e9285a065167291
io.cloudevents	cloudevents-amqp-proton	2.3.0		765a30b51cc40ccf4bf1dc23ba37686098b0bede
io.cloudevents	cloudevents-amqp-proton	2.4.0		e289cd58835f082c4653a65c9ba02b7a3b6125a2
io.cloudevents	cloudevents-amqp-proton	2.4.1		471a820060a06ffeefa0d547798d9f4cefe36c4a
io.cloudevents	cloudevents-amqp-proton	2.4.2		e7713027c8613aaa96455cc99971b7f1abe3d058
io.cloudevents	cloudevents-amqp-proton	2.5.0		c9e1073134143bef525be1bf19afa6b221fd13e4
io.cloudevents	cloudevents-amqp-proton	3.0.0		9312fce415f952768e8fad2b12487eef4ad865b1
