br.ufrn.sinfo	JApi	1.0.0		N/A
net.mamoe	mirai-core-utils-jvm	2.13.0		892a472956890b568f27d6b76ff83e4361bed5aa
net.mamoe	mirai-core-utils-jvm	2.13.0-M1		181a9f10a036a80b4deb2d42f16c62598024f840
net.mamoe	mirai-core-utils-jvm	2.13.0-RC		795abea05dccb043a7c74f98cdc1dc5a28d18395
net.mamoe	mirai-core-utils-jvm	2.13.0-RC2		863ac7a90a3f2c4bbebf9174ff4fac5c04c135af
net.mamoe	mirai-core-utils-jvm	2.13.1		5a80a0e8c636b1de1f1f4d3525829dd49f60956a
net.mamoe	mirai-core-utils-jvm	2.13.2		7e18c325b1ed75dcba4bb95364a43071486188f5
net.mamoe	mirai-core-utils-jvm	2.13.3		3630f93c9ee5649fb2f021fd510195b74534f24d
net.mamoe	mirai-core-utils-jvm	2.13.4		c1507607a17fd263e003b4a9ac4628b707586b92
net.mamoe	mirai-core-utils-jvm	2.14.0		7cd78e363063b056f77f190784ce356e64249ce1
net.mamoe	mirai-core-utils-jvm	2.14.0-RC		047a76c07205151bd4d5e8b955f0a7ac77dfa134
net.mamoe	mirai-core-utils-jvm	2.15.0		00224f623d6460030878c7ac59f70191322b4f84
net.mamoe	mirai-core-utils-jvm	2.15.0-M1		aa6a93c059ed7e27c56818f6f3438c8f325151dc
net.mamoe	mirai-core-utils-jvm	2.15.0-RC		01dcb635c8e9b3084efb32aee86334e5c110c1bc
net.mamoe	mirai-core-utils-jvm	2.16.0		c2ccdfad98e8f3097efab7f971b083b291cd545d
net.mamoe	mirai-core-utils-jvm	2.16.0-RC		e75190458607cb4e956f4e7e1c8931e804028a49
net.mamoe	mirai-core-utils-jvm	2.4-M1-dev-publish-3		9ad2d0791e4d9c54690e9e8719dca60a673ff1f2
net.mamoe	mirai-core-utils-jvm	2.4-RC		32caf7f6721e5d894884a06e13338c1b71e15427
net.mamoe	mirai-core-utils-jvm	2.4.0		8673b0b5c7d022fae169dfa8d2da0c2c1d057a3d
net.mamoe	mirai-core-utils-jvm	2.4.0-dev-publish-2		9a915611184bfafd5115e2154810d6ff35557694
net.mamoe	mirai-core-utils-jvm	2.4.1		8c00365af9025f5f9fc512cf297dc5fe61866d12
net.mamoe	mirai-core-utils-jvm	2.4.2		306e927c6a452e9e1125630ab653d9eee87e286f
net.mamoe	mirai-core-utils-jvm	2.5-M1		33aa5b00048b420de925d09db9259116b1a18f42
net.mamoe	mirai-core-utils-jvm	2.5-M2		3f3cd8f86d8293635963a219b149a19e4ae7e5df
net.mamoe	mirai-core-utils-jvm	2.5-M2-dev-2		552330e718305eb4dcdb9b846b5135e1a322e0cc
net.mamoe	mirai-core-utils-jvm	2.5-M2-dev-3		a62a5bfef88c9c92ad38a80f219e5aaf6ba1bc14
net.mamoe	mirai-core-utils-jvm	2.5-RC		4e79a803d8cf705b097717125caeab0fcd23ede9
net.mamoe	mirai-core-utils-jvm	2.5-RC-dev-1		9d524bdea7507650b23a921c4b267998023e79cd
net.mamoe	mirai-core-utils-jvm	2.5-RC-dev-2		35ce55ddbc74f48d45d8d076523bee2ea57d0e4c
net.mamoe	mirai-core-utils-jvm	2.5.0		9a12e02cb287c7ac2595a1716df30c4415163c76
net.mamoe	mirai-core-utils-jvm	2.5.0-dev-1		aec40e01f327f6dd44debe34b1c0ed5aed7c15e8
net.mamoe	mirai-core-utils-jvm	2.5.0-dev-2		e80df11539f9806eab448b97f5c9f6b253fda810
net.mamoe	mirai-core-utils-jvm	2.5.0-dev-android-1		7dac24d1399e859f87ba15f7e27a422d3b446e43
net.mamoe	mirai-core-utils-jvm	2.5.1		b10cb2e2ef46b3771421469d88de68a5a2819c85
net.mamoe	mirai-core-utils-jvm	2.5.1-dev-1		99d880e2476a1556f284c0fbdc101b9501a30cc0
net.mamoe	mirai-core-utils-jvm	2.5.2		c650739af2d76da5b899c54d71c16b5bf1ebaa49
net.mamoe	mirai-core-utils-jvm	2.6-M1		151eaf4344dd62aba1c8fdb1fefd503c32304774
net.mamoe	mirai-core-utils-jvm	2.6-M2		bdd3f37d45415a7738ebd0ca1131b25f11a4b714
net.mamoe	mirai-core-utils-jvm	2.6-RC		d4b25b51a5d0747d5ff93fd56783fe6e0c97d027
net.mamoe	mirai-core-utils-jvm	2.6.0		63b267cad9f179b95243bf8e6046b4462aa51b71
net.mamoe	mirai-core-utils-jvm	2.6.1		a6fe961404cfbecf87c5def977f637888acee5c5
net.mamoe	mirai-core-utils-jvm	2.6.2		8a5ec7b861434a481dd42a201532cf0c9e0d30d6
net.mamoe	mirai-core-utils-jvm	2.6.3		21a5addc8e5523d682c6a0416f83a51b87232d6a
net.mamoe	mirai-core-utils-jvm	2.6.4		067f768fd99efdacbc1d24592283801db43893af
net.mamoe	mirai-core-utils-jvm	2.6.4-dev-kt15		a8649d0e85339c71e0bdedcc4ab6d73fc69c4fbd
net.mamoe	mirai-core-utils-jvm	2.6.5		0999b317094e27f7a05f38f639be5cd47b7c961d
net.mamoe	mirai-core-utils-jvm	2.6.6		fc5fab6da02e116229a6ba64af871cc6cfee1a65
net.mamoe	mirai-core-utils-jvm	2.6.7		518b845764ba5b58da270ee6941fb70908a1813c
net.mamoe	mirai-core-utils-jvm	2.6.8		19fbe5365948925ca8ae7b1eacbd0c0834a98183
net.mamoe	mirai-core-utils-jvm	2.7-M1		b369a6e7821c1c056e0ee0bbadd60b220c14b564
net.mamoe	mirai-core-utils-jvm	2.7-M1-dev-1		528c3bffa8fbe6fe1a1103208148e2771aeecda2
net.mamoe	mirai-core-utils-jvm	2.7-M1-dev-2		9fbb7a20e5f2151cd5d6c83c21bea687a708e778
net.mamoe	mirai-core-utils-jvm	2.7-M1-dev-4		705d53cb220e2f1b42f272a997edec371ff3afdc
net.mamoe	mirai-core-utils-jvm	2.7-M1-dev-5		0b8c1d26e7898413259b1bd29bdade9c3ecae4ab
net.mamoe	mirai-core-utils-jvm	2.7-M1-dev-6		91b852109009a978455af3d4a27ed06a36754b69
net.mamoe	mirai-core-utils-jvm	2.7-M2		a835b5c0aa49df54d8dc34902cc090a054cdf0a7
net.mamoe	mirai-core-utils-jvm	2.7-M2-dev-1		971297b0f9ba92f2e9afe32ffeb1635860b0b943
net.mamoe	mirai-core-utils-jvm	2.7-RC		fb4652bbdcc2008f10f59638a0c148d7d64a35e4
net.mamoe	mirai-core-utils-jvm	2.7-RC-dev-1		3b9b1be8c216a9ac3cf8ae6019e968d16f55b92f
net.mamoe	mirai-core-utils-jvm	2.7-RC-dev-2		467036563278186de70b40952748df8a99ce6391
net.mamoe	mirai-core-utils-jvm	2.7-RC-dev-3		e927214696f36418479f097b175d16ebcced8df1
net.mamoe	mirai-core-utils-jvm	2.7.0		e45986b37cb6908ff8d1e718aea36788f1a98a7f
net.mamoe	mirai-core-utils-jvm	2.7.1		cef80b216b6534af544bb7a7e90ff48848a38569
net.mamoe	mirai-core-utils-jvm	2.7.1-dev-1		b8df06d656088740aca230fcd8d46441fe57cbe3
net.mamoe	mirai-core-utils-jvm	2.8-M1		f1d2d1e28c4000af7b8376a638137327f9875789
net.mamoe	mirai-core-utils-jvm	2.8.0		5f8dacbabc8242bfa21e5aaca9acf9207559d17a
net.mamoe	mirai-core-utils-jvm	2.8.0-M1		3cd25ae7de07b72152f06b3305d6477ccf0b9a3b
net.mamoe	mirai-core-utils-jvm	2.8.0-RC		7e18235e49ae716c9b3cbc2e55bae3eb44a34020
net.mamoe	mirai-core-utils-jvm	2.8.1		0a95b71a253ce5f5e75db13ff3a2e14a87255f20
net.mamoe	mirai-core-utils-jvm	2.8.2		b16e668b1a07b398c2084dc58029202362cbdb62
net.mamoe	mirai-core-utils-jvm	2.8.3		850f2a4b5a54f1665edeb6009cdbad11c8b8a134
net.mamoe	mirai-core-utils-jvm	2.9.0		5401c1388d5ea48236d516dd4c3445548db141c3
net.mamoe	mirai-core-utils-jvm	2.9.0-M1		95afd1fe08de16e75527e1aa20d6a371ccf6350f
net.mamoe	mirai-core-utils-jvm	2.9.0-RC		a7f397a6c9a9cc681230493ee565c6f58800c021
net.mamoe	mirai-core-utils-jvm	2.9.0-RC2		36b1f05bc6c43585892217476c47d167a6c21bee
net.mamoe	mirai-core-utils-jvm	2.9.1		a60e92273111b0f6c0f49201fdacb5c3496db8d5
net.mamoe	mirai-core-utils-jvm	2.9.2		f161df54c9ef5cdba49037eaa8786c086f0d4a7a
net.serenity-bdd	serenity-selenoid	3.9.3		f66b9d15e2123729f91a659ff73fd0c67fa6a4de
net.serenity-bdd	serenity-selenoid	3.9.4		736646096e09a5b5fb08bd734c9136f77ec143cd
net.serenity-bdd	serenity-selenoid	3.9.7		206b6586bc9e182979dce8a3552aa200329a17ba
net.serenity-bdd	serenity-selenoid	3.9.8		0b132754693c6c3ccc85a956a5a9ca44a5156bae
net.serenity-bdd	serenity-selenoid	4.0.0		27753868d4bd7e604793c26ee3ec66fe5360fc3d
net.serenity-bdd	serenity-selenoid	4.0.0-beta-1		e5613ebe55de90b31e41305576ee5ee096ce69a3
net.serenity-bdd	serenity-selenoid	4.0.0-beta-2		8657d8ff84716c5cd0b88193853c51054bdf8905
net.serenity-bdd	serenity-selenoid	4.0.0-beta-3		2ce9bbec42f9dd5d581c708241687bafaa37f597
net.serenity-bdd	serenity-selenoid	4.0.0-beta-4		6986d5a6e15210883ee420d2c4ad1a204e35bf73
net.serenity-bdd	serenity-selenoid	4.0.0-beta-5		dac6a11a191e357c6057bf4b70acd17c08e97bf5
net.serenity-bdd	serenity-selenoid	4.0.0-beta-6		286da89b9f7a90f64beb3a97870bdc8b1161e0bd
net.serenity-bdd	serenity-selenoid	4.0.0-beta-7		e50bc57782ec96a8a00edadf3b95aa4a5e8544d8
net.serenity-bdd	serenity-selenoid	4.0.1		4ea8fab95d698b3bb9208e2cb93bd65a5c3752bf
net.serenity-bdd	serenity-selenoid	4.0.11		79c7aec3500566b204e08ef2e2494a44cc81f71c
net.serenity-bdd	serenity-selenoid	4.0.12		4d10816b45636d3febf4257b2ffd5454e463e842
net.serenity-bdd	serenity-selenoid	4.0.14		c862cd6174872173027a3253bde3cca69e432c31
net.serenity-bdd	serenity-selenoid	4.0.15		29ecbe73b800cd2500330cd068e05e0eceee8eb6
net.serenity-bdd	serenity-selenoid	4.0.16		24d186d06c84cab59daa523846a7366973e6c516
net.serenity-bdd	serenity-selenoid	4.0.18		6b33c7e8c28910a61f0459bf0aae62fc4180f26e
net.serenity-bdd	serenity-selenoid	4.0.2		03541168f2d0fe11703196520f77e647da8305ac
net.serenity-bdd	serenity-selenoid	4.0.21		f6b11cd448b098a4b37ce45d6d649f540a857d0a
net.serenity-bdd	serenity-selenoid	4.0.22		bc903eb14fb9e9f6137ea267da211ce7fc214b07
net.serenity-bdd	serenity-selenoid	4.0.24		7c1a4cd06a33dc57f1df37591ba506ed0852077d
net.serenity-bdd	serenity-selenoid	4.0.25		b0fbbdfc28a9caa9d5785e5505cd2b5278e80ef3
net.serenity-bdd	serenity-selenoid	4.0.26		ffb6205a2c7d2941f5aba5775922aebc163c524d
net.serenity-bdd	serenity-selenoid	4.0.27		1ffdd33b5d82a16af2ba3b581198222151689b3c
net.serenity-bdd	serenity-selenoid	4.0.28		de7538bee6383acc9d67fc8fbb7ef88ee09c0d31
net.serenity-bdd	serenity-selenoid	4.0.29		933e24a2ddf71cf4b682233b2a163655659eaf5d
net.serenity-bdd	serenity-selenoid	4.0.3		5890a826a7ef05af846233bdb97240a453c1b1f6
net.serenity-bdd	serenity-selenoid	4.0.30		3165fc8fa0dcd52a18bbf42a0a7ed022dfb6034c
net.serenity-bdd	serenity-selenoid	4.0.31		31032b78143a8c9f1545a3bd58ca52a3e5c36988
net.serenity-bdd	serenity-selenoid	4.0.36		efa2e2b9d37e81c2ced7b4c626507c7b9998dfe9
net.serenity-bdd	serenity-selenoid	4.0.4		ddf16ea2828f43001455ce3d7e2053e3d65fea44
net.serenity-bdd	serenity-selenoid	4.0.40		f9c4fd192a4314dfdbd949c25adfb56f548bb69a
net.serenity-bdd	serenity-selenoid	4.0.43		d81245b80e644cff53c2fb1c9460266f84cbeeda
net.serenity-bdd	serenity-selenoid	4.0.44		02c5be11be04f95f42948c939d59c360cbff9e71
net.serenity-bdd	serenity-selenoid	4.0.45		bf10569db790a713f00e7e10898f8ab0c1c5942f
net.serenity-bdd	serenity-selenoid	4.0.46		de35fb75af24a858b67e65d8d03d3c1d12b8c474
net.serenity-bdd	serenity-selenoid	4.0.48		b41ed247fb302f132d0ba27224fdbc4073e10cec
net.serenity-bdd	serenity-selenoid	4.0.5		752382e4c1542911c1037ae9f478d6cf64a775d1
net.serenity-bdd	serenity-selenoid	4.0.8		01d032763b56e40b57c643f56e71055c5cc7a1ee
net.serenity-bdd	serenity-selenoid	4.1.0		7b09835d4b6abce627288a289b8f707f4c9d41b0
net.serenity-bdd	serenity-selenoid	4.1.10		6f4365281b8a629b5d1c275b41598c35018c20f1
net.serenity-bdd	serenity-selenoid	4.1.11		e952c35ed2cb332cc7c61f31c39798c9daac7e63
net.serenity-bdd	serenity-selenoid	4.1.12		fbe0205a855fe0c347844258738e08a8185c19ea
net.serenity-bdd	serenity-selenoid	4.1.13		b99fb91ac44e0a41cd6cb0374f4f1e1e92136e77
net.serenity-bdd	serenity-selenoid	4.1.14		25422267069d93cd29ad9faac5d901676973055d
net.serenity-bdd	serenity-selenoid	4.1.15		5a25b574ee7080e6a1806cafaa1b9d2f6cf8f8ea
net.serenity-bdd	serenity-selenoid	4.1.17		8d7baed4af86ff207cb75843109fe66f7a25b59d
net.serenity-bdd	serenity-selenoid	4.1.20		0dccdf7345f51f618598f9a1d680e391752e63bc
net.serenity-bdd	serenity-selenoid	4.1.3		ff8ac560067088b9c59ba0ff4efae86f8230a8e7
net.serenity-bdd	serenity-selenoid	4.1.4		55074c4cfac5499259752bfbc0cfa6d674d0e985
net.serenity-bdd	serenity-selenoid	4.1.5		c29ba45c691ee28fbb56d047faa31a651a97a0a8
net.serenity-bdd	serenity-selenoid	4.1.6		9cd12c24b878a5034578cc0c04b443ab2442f26c
net.serenity-bdd	serenity-selenoid	4.1.8		fd38548ef571ccc3641328fb15f16db7bf2b2053
net.serenity-bdd	serenity-selenoid	4.1.9		9b86ef0ecc3ab14cd6277c1a83a6bb5016f5d3e6
net.serenity-bdd	serenity-selenoid	4.2.0		4a0d121618574d876397343bea5d291267e02daa
net.serenity-bdd	serenity-selenoid	4.2.1		d3af8813c4c53f89ca339a607545bc7db83ebdfd
net.serenity-bdd	serenity-selenoid	4.2.10		f9924e67e3d41e6153fc2b9d711236d12ffdb0d3
net.serenity-bdd	serenity-selenoid	4.2.11		8fafff4f8bff2195cedccedd9a56e11d23382bc5
net.serenity-bdd	serenity-selenoid	4.2.12		7ec34254f7723fabf4fdc40ba43388ddd6fcab16
net.serenity-bdd	serenity-selenoid	4.2.13		758d13ace706426e15f3efd6ea3ac5c25cc03f78
net.serenity-bdd	serenity-selenoid	4.2.14		dbf3b20822bb861603747e8d41f29090e6a31573
net.serenity-bdd	serenity-selenoid	4.2.15		5adf6f6807d2cf246293ab159693a9c5eda7a982
net.serenity-bdd	serenity-selenoid	4.2.16		1edc3dbbc0a542303ff87a92e9ff06177eba39e2
net.serenity-bdd	serenity-selenoid	4.2.17		45e19f8ac2061a0ccbb7e927ba729eb069bfac3e
net.serenity-bdd	serenity-selenoid	4.2.19		43150142f1d6f31a69395078fc56b1837ffabfbf
net.serenity-bdd	serenity-selenoid	4.2.2		34ae07b3bcd6b035a5be2802d28addc8dfad8e73
net.serenity-bdd	serenity-selenoid	4.2.20		e5d38ac4c74e794d59113704c9b6b890ece998bd
net.serenity-bdd	serenity-selenoid	4.2.21		656c0ccc621f9ed8cb25022e90e2a8415222a5cc
net.serenity-bdd	serenity-selenoid	4.2.22		6bdb8dc486149ddc580e7779fdc6c622e2738d39
net.serenity-bdd	serenity-selenoid	4.2.3		f1f9f92edc81b70e1d241820747d5d0fa7e9dbe3
net.serenity-bdd	serenity-selenoid	4.2.4		4b899cf6680b82222060d1462e9fcdf4d0c89fdd
net.serenity-bdd	serenity-selenoid	4.2.5		b756b25e201cbaddbd745fbaaf4d1ca9f5d54ca4
net.serenity-bdd	serenity-selenoid	4.2.6		571893eb95af94583702d6e3af8f626c19ee0465
net.serenity-bdd	serenity-selenoid	4.2.7		640111a34c7f2ef36a789e1b7dafa10ca58de596
net.serenity-bdd	serenity-selenoid	4.2.8		471defeacf4991289ad5a9fe3cdd75d7ed840263
net.serenity-bdd	serenity-selenoid	4.2.9		fd3506bdd2da9d30446d158aba738455e7588eaf
net.sf.phat	phat-core	1.0.0		5de8ddeeeab26af28d6c22227324a23478117034
net.sf.phat	phat-core	1.0.1		5d2b0436ddcbe6a61c69246413ad439188bb29c1
net.sf.phat	phat-core	1.0.11		eb002d1b00b2ff9dd90b58f759e2ec1be001c11f
net.sf.phat	phat-core	1.0.2		26fba891586a344471cc515be2b424a93af94bf0
net.sf.phat	phat-core	1.0.3		6503d7927ac7650e2f715b7f13218290b4a3d31a
net.sf.phat	phat-core	1.0.4		61df16112d887f1d66a210275a928ec543e61a4f
net.sf.phat	phat-core	1.0.5		230e7b94b507f5a10bf443d88fce31234a0d5504
net.sf.phat	phat-core	1.0.6		d70f5e71f98b636c514aa48177a95e47d300e1b1
net.sf.phat	phat-core	1.0.7		eee26c2e2951725b93d0c3f1546f02c6adb12bdc
net.sf.phat	phat-core	1.0.8		443bd8b7cd3b15b699f46f41f48944b3f77c9e85
net.sf.phat	phat-core	1.0.9		756c036d4f135717a2d413189416c57f3f90e869
net.sourceforge.pmd	pmd-python	5.3.0		e7ce5fae0cf97941311183c7d5812c90cf557246
net.sourceforge.pmd	pmd-python	5.3.1		84a9823832d366acee8260edc8919d6a49739a71
net.sourceforge.pmd	pmd-python	5.3.2		5b218cb1732c0ed99c190bd40c50558943a54205
net.sourceforge.pmd	pmd-python	5.3.3		1079a5f2ebf7205d9820c69e7af7c70cbb8b91a1
net.sourceforge.pmd	pmd-python	5.3.4		d6e758317218018a0f0c6c1dca954ea92af141f8
net.sourceforge.pmd	pmd-python	5.3.5		1fec98e6ef37551942e2435ed1e88fb029ee6341
net.sourceforge.pmd	pmd-python	5.3.6		c93171e75534428456316da35505ea2d9d361d54
net.sourceforge.pmd	pmd-python	5.3.7		4ef94e23e8f4b20a3c0b438601554114ee450058
net.sourceforge.pmd	pmd-python	5.3.8		84dc84aaf817b6249e8f57c778946637ddd659eb
net.sourceforge.pmd	pmd-python	5.4.0		96d1cb5c123ecce246596802cfd56082d9de24bd
net.sourceforge.pmd	pmd-python	5.4.1		86a88054ed338f1a7c146c0af487961ecb311752
net.sourceforge.pmd	pmd-python	5.4.2		a15ccca392cc5b22a9b6bf42cbfc5a4898a936c7
net.sourceforge.pmd	pmd-python	5.4.3		f7e6b4e8b019737518427d88ef1fe1be4f13a5a9
net.sourceforge.pmd	pmd-python	5.4.4		869513fb1751266d1c2aa621701a764f36f82d19
net.sourceforge.pmd	pmd-python	5.4.5		5f12187ffdc2ca7d26900d72d47dae6cb90be143
net.sourceforge.pmd	pmd-python	5.4.6		92f2096b5ae84f170f1f1e97124705eb3dce63a6
net.sourceforge.pmd	pmd-python	5.5.0		753ec37df5f56154ca15cd4d6416639f7ae19e2a
net.sourceforge.pmd	pmd-python	5.5.1		fec6397b0c33e22f0275feff4a512e18a7f220ed
net.sourceforge.pmd	pmd-python	5.5.2		9bdfe9e0d1dba3679dd1fe948581fd5270fe204d
net.sourceforge.pmd	pmd-python	5.5.3		528f2f546a3dde76b8d98bb9b06abc948ef0055f
net.sourceforge.pmd	pmd-python	5.5.4		aa68fefba0bf94c1b70f8fa8593fa4cf3dfdfd6f
net.sourceforge.pmd	pmd-python	5.5.5		4acee3309ff13ececed60b4de1ab1c71267fd6cf
net.sourceforge.pmd	pmd-python	5.5.6		17b5b93dbde373bdbe2244eb0ccb0446b14c842a
net.sourceforge.pmd	pmd-python	5.5.7		6829d3f2da7742dd14b0871a75126c900d41c814
net.sourceforge.pmd	pmd-python	5.6.0		6618c07e4d6ae5c97c45368e9994abf34e9c2026
net.sourceforge.pmd	pmd-python	5.6.1		0d2660806c90f536721e9161f29f52930c074484
net.sourceforge.pmd	pmd-python	5.7.0		f2539ebc7b7435abc01baafcdc392d4a361dbfcc
net.sourceforge.pmd	pmd-python	5.8.0		5fe387b19b45bb9281c791d0aad5c7a93decb25e
net.sourceforge.pmd	pmd-python	5.8.1		6095873eb2cba7c6f542a13da850d2f1f0620b17
net.sourceforge.pmd	pmd-python	6.0.0		772c310b1ebcbc68de003b87733dbb29143b2671
net.sourceforge.pmd	pmd-python	6.0.1		2c11c439b5e59e0b922aba78686de371099ebb84
net.sourceforge.pmd	pmd-python	6.1.0		9c91b138fb0b793e3b32585019093d60e1e674eb
net.sourceforge.pmd	pmd-python	6.10.0		3a7da50c951a5adf7b127c1d1d42cbfc54c2a2b8
net.sourceforge.pmd	pmd-python	6.11.0		9057fe42996a075e2129f6ca71c43a96485792da
net.sourceforge.pmd	pmd-python	6.12.0		76323550eb54447620210cc4029b41572fcafe93
net.sourceforge.pmd	pmd-python	6.13.0		d2b6d8f8e5252f92fe87f865a042148ffad934fd
net.sourceforge.pmd	pmd-python	6.14.0		65a8969f117d6dbeca6133e76e40f54e7a0ae31f
net.sourceforge.pmd	pmd-python	6.15.0		98d547e9b920f1f63d89d400da7867f8cb32e651
net.sourceforge.pmd	pmd-python	6.16.0		f190cdbcf7e8b9bdfdba19937691c4841e72ea57
net.sourceforge.pmd	pmd-python	6.17.0		55e1c0b3dd111a81ed324177f7d64383c0236d72
net.sourceforge.pmd	pmd-python	6.18.0		230640883b78ced0aadb93790e2b6f0eef62c605
net.sourceforge.pmd	pmd-python	6.19.0		b545ab46a72d84eff414f8ec46eface1cd4556d6
net.sourceforge.pmd	pmd-python	6.2.0		91a38fb471ca019b5aaf028a9decadb0ec5ccd01
net.sourceforge.pmd	pmd-python	6.20.0		5853a71131892e6e02681624f74f68ba5ceb22bd
net.sourceforge.pmd	pmd-python	6.21.0		41d099a21b4618d74d46500f25fb97ea6496ea35
net.sourceforge.pmd	pmd-python	6.22.0		f54f3da9bb145be9b909440a7f3241a45ebe53e9
net.sourceforge.pmd	pmd-python	6.23.0		2b437f96414d896348ffb940558da34ca6097f24
net.sourceforge.pmd	pmd-python	6.24.0		9203f36827c5d2b5e0630204e7114cb7cb4055ac
net.sourceforge.pmd	pmd-python	6.25.0		6b85b42e5f2611cf30976bde4ddfdec5fc3d2775
net.sourceforge.pmd	pmd-python	6.26.0		3c414654f13f6c4e3fabf41398e95ba160aa1611
net.sourceforge.pmd	pmd-python	6.27.0		b1e571cd3de28218541fec38d2b33563a59e2aa2
net.sourceforge.pmd	pmd-python	6.28.0		1efb594b840f4ba7158c31c54517840ed6c551cd
net.sourceforge.pmd	pmd-python	6.29.0		bcd7ab1523ac1be4bff1366870601eb680c599c3
net.sourceforge.pmd	pmd-python	6.3.0		a958d4f58207377ab4d3601f9c5f1358b4a3caa6
net.sourceforge.pmd	pmd-python	6.30.0		0bbfc8a17adf36831480293f4ca25aef79c39b0d
net.sourceforge.pmd	pmd-python	6.31.0		365108621a1404787712847b63644722afc572f4
net.sourceforge.pmd	pmd-python	6.32.0		da956e3a2eff97a4862f6ecbb04ea3b5e5c75558
net.sourceforge.pmd	pmd-python	6.33.0		8066895900558491aaf628c0319ac2960dd59058
net.sourceforge.pmd	pmd-python	6.34.0		62b3e1ec4e6b906349a2954b3df6ee01089b5b75
net.sourceforge.pmd	pmd-python	6.35.0		2b1835b8e2a4f9dbacc7237d5fabda046669c86e
net.sourceforge.pmd	pmd-python	6.36.0		c841f743fc4e2568fd75ee3f28d3be28e5ee6428
net.sourceforge.pmd	pmd-python	6.37.0		26a1657ee0e0de0049f9621d5e9b3bc41adeafff
net.sourceforge.pmd	pmd-python	6.38.0		9e8043b72ff6bf607dde368129b294b0b120ad00
net.sourceforge.pmd	pmd-python	6.39.0		3b8f07c77a4aad8b5da5d743ac0068f5019b11e6
net.sourceforge.pmd	pmd-python	6.4.0		ced10ede156ddafd17731ad8310e84bf0283b2e7
net.sourceforge.pmd	pmd-python	6.40.0		f23b079cfd8ab19158995780ac90d6f698c8a22f
net.sourceforge.pmd	pmd-python	6.41.0		87e4a04e055ca58e6735c5ae67b04ae95983c6b8
net.sourceforge.pmd	pmd-python	6.42.0		fc53a6e268939d9a47b4cf45900e0c6b4c7acf0b
net.sourceforge.pmd	pmd-python	6.43.0		2fa4a4c842a54a2a4da0040d80ea9dc703c133f3
net.sourceforge.pmd	pmd-python	6.44.0		c463b0739914042ae55ce46dc848389ea5cf19d5
net.sourceforge.pmd	pmd-python	6.45.0		90249e0664d19480aa4f9c14365b51008618121b
net.sourceforge.pmd	pmd-python	6.46.0		3254fcd42fea6a1f6a5f86b3b9d9dfaa0e2cf11b
net.sourceforge.pmd	pmd-python	6.47.0		9d841b3e376d81aac7451aec72008e9ca4d367f6
net.sourceforge.pmd	pmd-python	6.48.0		f6af19c8665f1f732cc2206849d8306257c776f7
net.sourceforge.pmd	pmd-python	6.49.0		3b8f0033d88818eb0c377cb892217e001131c207
net.sourceforge.pmd	pmd-python	6.5.0		1dedaa8a9426458a2895a7974689e54002c777e8
net.sourceforge.pmd	pmd-python	6.50.0		5f25fa857b80b0c5090efaff5267807f3564068f
net.sourceforge.pmd	pmd-python	6.51.0		53343450a699ccbf7d170fc0003253f517714b2a
net.sourceforge.pmd	pmd-python	6.52.0		c66b7b04fbb97b8e024999464cd0045927a387b9
net.sourceforge.pmd	pmd-python	6.53.0		168c0bf682bc6639327ceb2d76b61af3af5b11ac
net.sourceforge.pmd	pmd-python	6.54.0		b94b52d0fcee1e660e318e6bcac63bbdf864e296
net.sourceforge.pmd	pmd-python	6.55.0		1fa8d71810ddf3457ad43366dc14a5ca4d898c64
net.sourceforge.pmd	pmd-python	6.6.0		3b6fa9540380d96602c403606225830d4272af5d
net.sourceforge.pmd	pmd-python	6.7.0		9de086f9ee6a12c9fd9173d1c6d7879d4db19e10
net.sourceforge.pmd	pmd-python	6.8.0		a8a28ac258b3d7de675b64f2d89a4043eebab132
net.sourceforge.pmd	pmd-python	6.9.0		31ae3a9e05cba1a743672a97c4727a54d9265a2c
net.sourceforge.pmd	pmd-python	7.0.0		1b2264a97db432968c01d2911fe9195ff3928f45
net.sourceforge.pmd	pmd-python	7.0.0-rc1		460c892cf972c6c0d2a81d98105040c1b6ecf992
net.sourceforge.pmd	pmd-python	7.0.0-rc2		2bec304038fa8a64b608dfa5d9505e6c6e353ff2
net.sourceforge.pmd	pmd-python	7.0.0-rc3		3e04fd1e6dae56f838dea02570ff46bfd1ecf8cd
net.sourceforge.pmd	pmd-python	7.0.0-rc4		20b7846af7a811e2878af8fea3105cee96a25943
net.sourceforge.pmd	pmd-python	7.1.0		8f29b739615d36b6903d147b3400f02371ea0180
net.sourceforge.pmd	pmd-python	7.10.0		56e0ee04d5fa81705369cddfd841ebfe7bc3428c
net.sourceforge.pmd	pmd-python	7.11.0		a143f7535bd924da4531a5ca13c9ed72b940e3a3
net.sourceforge.pmd	pmd-python	7.12.0		bb94086548a8155d6c2666b7a9741155750e796d
net.sourceforge.pmd	pmd-python	7.13.0		9b2195f911f7c1bd8780dcec2f04346d72340d80
net.sourceforge.pmd	pmd-python	7.2.0		30578350c03d70189dd67b7e1433debf4020e911
net.sourceforge.pmd	pmd-python	7.3.0		fb5d2062017afea42ad8041daea3ac09c6acfe04
net.sourceforge.pmd	pmd-python	7.4.0		921cddd6a10d89d6a36732f1d6617465709e9134
net.sourceforge.pmd	pmd-python	7.5.0		a69a72f6352e56a0ff967bc31d5a3d38aece6bce
