cloud.piranha.webapp	piranha-admin-webapp	20.2.0		N/A
io.micronaut.spring	micronaut-spring-web-annotation	5.5.0		7e1a06e545bd213fadbf0e0b68107290dd4cfb00
io.micronaut.spring	micronaut-spring-web-annotation	5.6.0		40efe0ddc17634379664bb8e977482579b357b0a
io.micronaut.spring	micronaut-spring-web-annotation	5.7.0		df2fc7d25c479694518e4fb63a3aacb18b00f9ee
io.micronaut.spring	micronaut-spring-web-annotation	5.8.0		58435f5aef1aaadceb9133cde81c0e522f7a7911
io.micronaut.spring	micronaut-spring-web-annotation	5.8.1		41716347c9ed95a977caf1002705ecabf6ce65dc
io.micronaut.spring	micronaut-spring-web-annotation	5.9.0		48c037a2538fbefec3bf73107727c85b5b61a766
io.quarkus	quarkus-security-jpa-reactive-parent	3.1.0.CR1		N/A
io.quarkus	quarkus-security-jpa-reactive-parent	3.1.0.Final		N/A
io.quarkus	quarkus-security-jpa-reactive-parent	3.1.1.Final		N/A
io.quarkus	quarkus-security-jpa-reactive-parent	3.1.2.Final		N/A
io.quarkus	quarkus-security-jpa-reactive-parent	3.1.3.Final		N/A
io.quarkus	quarkus-security-jpa-reactive-parent	3.10.0		N/A
io.quarkus	quarkus-security-jpa-reactive-parent	3.10.0.CR1		N/A
io.quarkus	quarkus-security-jpa-reactive-parent	3.10.1		N/A
io.quarkus	quarkus-security-jpa-reactive-parent	3.10.2		N/A
io.quarkus	quarkus-security-jpa-reactive-parent	3.11.0		N/A
io.quarkus	quarkus-security-jpa-reactive-parent	3.11.0.CR1		N/A
io.quarkus	quarkus-security-jpa-reactive-parent	3.11.1		N/A
io.quarkus	quarkus-security-jpa-reactive-parent	3.11.2		N/A
io.quarkus	quarkus-security-jpa-reactive-parent	3.11.3		N/A
io.quarkus	quarkus-security-jpa-reactive-parent	3.12.0		N/A
io.quarkus	quarkus-security-jpa-reactive-parent	3.12.0.CR1		N/A
io.quarkus	quarkus-security-jpa-reactive-parent	3.12.1		N/A
io.quarkus	quarkus-security-jpa-reactive-parent	3.12.2		N/A
io.quarkus	quarkus-security-jpa-reactive-parent	3.12.3		N/A
io.quarkus	quarkus-security-jpa-reactive-parent	3.13.0		N/A
io.quarkus	quarkus-security-jpa-reactive-parent	3.13.0.CR1		N/A
io.quarkus	quarkus-security-jpa-reactive-parent	3.13.1		N/A
io.quarkus	quarkus-security-jpa-reactive-parent	3.13.2		N/A
io.quarkus	quarkus-security-jpa-reactive-parent	3.13.3		N/A
io.quarkus	quarkus-security-jpa-reactive-parent	3.14.0		N/A
io.quarkus	quarkus-security-jpa-reactive-parent	3.14.0.CR1		N/A
io.quarkus	quarkus-security-jpa-reactive-parent	3.14.1		N/A
io.quarkus	quarkus-security-jpa-reactive-parent	3.14.2		N/A
io.quarkus	quarkus-security-jpa-reactive-parent	3.14.3		N/A
io.quarkus	quarkus-security-jpa-reactive-parent	3.14.4		N/A
io.quarkus	quarkus-security-jpa-reactive-parent	3.15.0		N/A
io.quarkus	quarkus-security-jpa-reactive-parent	3.15.0.CR1		N/A
io.quarkus	quarkus-security-jpa-reactive-parent	3.15.1		N/A
io.quarkus	quarkus-security-jpa-reactive-parent	3.15.2		N/A
io.quarkus	quarkus-security-jpa-reactive-parent	3.15.3		N/A
io.quarkus	quarkus-security-jpa-reactive-parent	3.15.3.1		N/A
io.quarkus	quarkus-security-jpa-reactive-parent	3.15.4		N/A
io.quarkus	quarkus-security-jpa-reactive-parent	3.16.0		N/A
io.quarkus	quarkus-security-jpa-reactive-parent	3.16.0.CR1		N/A
io.quarkus	quarkus-security-jpa-reactive-parent	3.16.1		N/A
io.quarkus	quarkus-security-jpa-reactive-parent	3.16.2		N/A
io.quarkus	quarkus-security-jpa-reactive-parent	3.16.3		N/A
io.quarkus	quarkus-security-jpa-reactive-parent	3.16.4		N/A
io.quarkus	quarkus-security-jpa-reactive-parent	3.17.0		N/A
io.quarkus	quarkus-security-jpa-reactive-parent	3.17.0.CR1		N/A
io.quarkus	quarkus-security-jpa-reactive-parent	3.17.1		N/A
io.quarkus	quarkus-security-jpa-reactive-parent	3.17.2		N/A
io.quarkus	quarkus-security-jpa-reactive-parent	3.17.3		N/A
io.quarkus	quarkus-security-jpa-reactive-parent	3.17.4		N/A
io.quarkus	quarkus-security-jpa-reactive-parent	3.17.5		N/A
io.quarkus	quarkus-security-jpa-reactive-parent	3.17.6		N/A
io.quarkus	quarkus-security-jpa-reactive-parent	3.17.7		N/A
io.quarkus	quarkus-security-jpa-reactive-parent	3.17.8		N/A
io.quarkus	quarkus-security-jpa-reactive-parent	3.18.0		N/A
io.quarkus	quarkus-security-jpa-reactive-parent	3.18.0.CR1		N/A
io.quarkus	quarkus-security-jpa-reactive-parent	3.18.1		N/A
io.quarkus	quarkus-security-jpa-reactive-parent	3.18.2		N/A
io.quarkus	quarkus-security-jpa-reactive-parent	3.18.3		N/A
io.quarkus	quarkus-security-jpa-reactive-parent	3.18.4		N/A
io.quarkus	quarkus-security-jpa-reactive-parent	3.19.0		N/A
io.quarkus	quarkus-security-jpa-reactive-parent	3.19.0.CR1		N/A
io.quarkus	quarkus-security-jpa-reactive-parent	3.19.1		N/A
io.quarkus	quarkus-security-jpa-reactive-parent	3.19.2		N/A
io.quarkus	quarkus-security-jpa-reactive-parent	3.19.3		N/A
io.quarkus	quarkus-security-jpa-reactive-parent	3.19.4		N/A
io.quarkus	quarkus-security-jpa-reactive-parent	3.2.0.CR1		N/A
io.quarkus	quarkus-security-jpa-reactive-parent	3.2.0.Final		N/A
io.quarkus	quarkus-security-jpa-reactive-parent	3.2.1.Final		N/A
io.quarkus	quarkus-security-jpa-reactive-parent	3.2.10.Final		N/A
io.quarkus	quarkus-security-jpa-reactive-parent	3.2.11.Final		N/A
io.quarkus	quarkus-security-jpa-reactive-parent	3.2.12.Final		N/A
io.quarkus	quarkus-security-jpa-reactive-parent	3.2.2.Final		N/A
io.quarkus	quarkus-security-jpa-reactive-parent	3.2.3.Final		N/A
io.quarkus	quarkus-security-jpa-reactive-parent	3.2.4.Final		N/A
io.quarkus	quarkus-security-jpa-reactive-parent	3.2.5.Final		N/A
io.quarkus	quarkus-security-jpa-reactive-parent	3.2.6.Final		N/A
io.quarkus	quarkus-security-jpa-reactive-parent	3.2.7.Final		N/A
io.quarkus	quarkus-security-jpa-reactive-parent	3.2.8.Final		N/A
io.quarkus	quarkus-security-jpa-reactive-parent	3.2.9.Final		N/A
io.quarkus	quarkus-security-jpa-reactive-parent	3.20.0		N/A
io.quarkus	quarkus-security-jpa-reactive-parent	3.20.0.CR1		N/A
io.quarkus	quarkus-security-jpa-reactive-parent	3.21.0		N/A
io.quarkus	quarkus-security-jpa-reactive-parent	3.21.0.CR1		N/A
io.quarkus	quarkus-security-jpa-reactive-parent	3.21.1		N/A
io.quarkus	quarkus-security-jpa-reactive-parent	3.21.2		N/A
io.quarkus	quarkus-security-jpa-reactive-parent	3.21.3		N/A
io.quarkus	quarkus-security-jpa-reactive-parent	3.21.4		N/A
io.quarkus	quarkus-security-jpa-reactive-parent	3.22.0		N/A
io.quarkus	quarkus-security-jpa-reactive-parent	3.22.0.CR1		N/A
io.quarkus	quarkus-security-jpa-reactive-parent	3.22.1		N/A
io.quarkus	quarkus-security-jpa-reactive-parent	3.3.0		N/A
io.quarkus	quarkus-security-jpa-reactive-parent	3.3.0.CR1		N/A
io.quarkus	quarkus-security-jpa-reactive-parent	3.3.1		N/A
io.quarkus	quarkus-security-jpa-reactive-parent	3.3.2		N/A
io.quarkus	quarkus-security-jpa-reactive-parent	3.3.3		N/A
io.quarkus	quarkus-security-jpa-reactive-parent	3.4.0		N/A
io.quarkus	quarkus-security-jpa-reactive-parent	3.4.0.CR1		N/A
io.quarkus	quarkus-security-jpa-reactive-parent	3.4.1		N/A
io.quarkus	quarkus-security-jpa-reactive-parent	3.4.2		N/A
io.quarkus	quarkus-security-jpa-reactive-parent	3.4.3		N/A
io.quarkus	quarkus-security-jpa-reactive-parent	3.5.0		N/A
io.quarkus	quarkus-security-jpa-reactive-parent	3.5.0.CR1		N/A
io.quarkus	quarkus-security-jpa-reactive-parent	3.5.1		N/A
io.quarkus	quarkus-security-jpa-reactive-parent	3.5.2		N/A
io.quarkus	quarkus-security-jpa-reactive-parent	3.5.3		N/A
io.quarkus	quarkus-security-jpa-reactive-parent	3.6.0		N/A
io.quarkus	quarkus-security-jpa-reactive-parent	3.6.0.CR1		N/A
io.quarkus	quarkus-security-jpa-reactive-parent	3.6.1		N/A
io.quarkus	quarkus-security-jpa-reactive-parent	3.6.2		N/A
io.quarkus	quarkus-security-jpa-reactive-parent	3.6.3		N/A
io.quarkus	quarkus-security-jpa-reactive-parent	3.6.4		N/A
io.quarkus	quarkus-security-jpa-reactive-parent	3.6.5		N/A
io.quarkus	quarkus-security-jpa-reactive-parent	3.6.6		N/A
io.quarkus	quarkus-security-jpa-reactive-parent	3.6.7		N/A
io.quarkus	quarkus-security-jpa-reactive-parent	3.6.8		N/A
io.quarkus	quarkus-security-jpa-reactive-parent	3.6.9		N/A
io.quarkus	quarkus-security-jpa-reactive-parent	3.7.0		N/A
io.quarkus	quarkus-security-jpa-reactive-parent	3.7.0.CR1		N/A
io.quarkus	quarkus-security-jpa-reactive-parent	3.7.1		N/A
io.quarkus	quarkus-security-jpa-reactive-parent	3.7.2		N/A
io.quarkus	quarkus-security-jpa-reactive-parent	3.7.3		N/A
io.quarkus	quarkus-security-jpa-reactive-parent	3.7.4		N/A
io.quarkus	quarkus-security-jpa-reactive-parent	3.8.0		N/A
io.quarkus	quarkus-security-jpa-reactive-parent	3.8.0.CR1		N/A
io.quarkus	quarkus-security-jpa-reactive-parent	3.8.1		N/A
io.quarkus	quarkus-security-jpa-reactive-parent	3.8.2		N/A
io.quarkus	quarkus-security-jpa-reactive-parent	3.8.3		N/A
io.quarkus	quarkus-security-jpa-reactive-parent	3.8.4		N/A
io.quarkus	quarkus-security-jpa-reactive-parent	3.8.5		N/A
io.quarkus	quarkus-security-jpa-reactive-parent	3.8.6		N/A
io.quarkus	quarkus-security-jpa-reactive-parent	3.8.6.1		N/A
io.quarkus	quarkus-security-jpa-reactive-parent	3.9.0		N/A
io.quarkus	quarkus-security-jpa-reactive-parent	3.9.0.CR1		N/A
io.quarkus	quarkus-security-jpa-reactive-parent	3.9.0.CR2		N/A
io.quarkus	quarkus-security-jpa-reactive-parent	3.9.1		N/A
io.quarkus	quarkus-security-jpa-reactive-parent	3.9.2		N/A
io.quarkus	quarkus-security-jpa-reactive-parent	3.9.3		N/A
io.quarkus	quarkus-security-jpa-reactive-parent	3.9.4		N/A
io.quarkus	quarkus-security-jpa-reactive-parent	3.9.5		N/A
jp.ne.opt	redshift-fake-driver_2.10	1.0.0		b70f44a97456348af1881ce2a3a4c51ae5db484d
jp.ne.opt	redshift-fake-driver_2.10	1.0.1		96674ecbeff4f5cb69c27f3234663243817341fc
jp.ne.opt	redshift-fake-driver_2.10	1.0.10		2a3c1ed40c08ee2a10b648da77c7c208342b1f63
jp.ne.opt	redshift-fake-driver_2.10	1.0.11		26cb60dad50b81164abb8b4541abcc760e485884
jp.ne.opt	redshift-fake-driver_2.10	1.0.12		ed74cff2914cfd54b9c0c10bcaaa4acf1c9bdd87
jp.ne.opt	redshift-fake-driver_2.10	1.0.13		644809c1c3ed683484709b79512bb56699d990e7
jp.ne.opt	redshift-fake-driver_2.10	1.0.14		56b7fae82fcab98b42e591157bed9c288c2b2029
jp.ne.opt	redshift-fake-driver_2.10	1.0.15		f1c317c7a9354f15083286efda50e29cbf3f1df1
jp.ne.opt	redshift-fake-driver_2.10	1.0.2		da1795edcc444c39fac96a41d183af15795a2270
jp.ne.opt	redshift-fake-driver_2.10	1.0.3		f68485a4f9e75c18c3d6a82aa3acd70a90c6eb98
jp.ne.opt	redshift-fake-driver_2.10	1.0.4		87bc9dca8d3e97b3f3d4bf089185ccb91ffe8e61
jp.ne.opt	redshift-fake-driver_2.10	1.0.5		de6e3f168c6f897b0e680c9a9da775460c892d30
jp.ne.opt	redshift-fake-driver_2.10	1.0.6		610f2ef1264611fbd48218166f87c305e69b638b
jp.ne.opt	redshift-fake-driver_2.10	1.0.7		1c20d4530d68091c5d00a5c265a91475b976f37e
jp.ne.opt	redshift-fake-driver_2.10	1.0.8		28b389c9126121fc9385a3d7dc65783fe815a254
jp.ne.opt	redshift-fake-driver_2.10	1.0.9		289fa66e013734b33222fa32dc7b2cc9a8857357
net.liftweb	lift-examples-parent	0.10		N/A
net.liftweb	lift-examples-parent	0.3.0		N/A
net.liftweb	lift-examples-parent	0.4		N/A
net.liftweb	lift-examples-parent	0.5		N/A
net.liftweb	lift-examples-parent	0.6		N/A
net.liftweb	lift-examples-parent	0.7		N/A
net.liftweb	lift-examples-parent	0.8		N/A
net.liftweb	lift-examples-parent	0.9		N/A
net.liftweb	lift-examples-parent	1.0		N/A
net.liftweb	lift-examples-parent	1.0.1		N/A
net.liftweb	lift-examples-parent	1.0.2		N/A
net.liftweb	lift-examples-parent	1.0.3		N/A
net.liftweb	lift-examples-parent	1.1-M1		N/A
net.liftweb	lift-examples-parent	1.1-M3		N/A
net.liftweb	lift-examples-parent	1.1-M4		N/A
net.liftweb	lift-examples-parent	1.1-M5		N/A
net.liftweb	lift-examples-parent	1.1-M6		N/A
net.liftweb	lift-examples-parent	1.1-M7		N/A
net.liftweb	lift-examples-parent	1.1-M8		N/A
net.sf.okapi.steps	okapi-step-fullwidthconversion	0.35		c714feecbed5aeb29bd3800bbc151f15cb0af8f3
net.sf.okapi.steps	okapi-step-fullwidthconversion	0.36		3a3cf14d8ff79bb62b99a2846da230c81e0f4899
net.sf.okapi.steps	okapi-step-fullwidthconversion	0.37		dca4bd736bc9d97032269533c198d586ecf81655
net.sf.okapi.steps	okapi-step-fullwidthconversion	0.38		980c16157b0f2d07ad47947e5ff4b807e81d9ad6
net.sf.okapi.steps	okapi-step-fullwidthconversion	1.39.0		e18d5fb9f241a2cc711c5dc567d563c3af8c5440
net.sf.okapi.steps	okapi-step-fullwidthconversion	1.40.0		e945610f5097ff895ad884d6421eda72ef810d78
net.sf.okapi.steps	okapi-step-fullwidthconversion	1.41.0		de44359c0cce5f38bcf579d6137316fe16ce67fd
net.sf.okapi.steps	okapi-step-fullwidthconversion	1.42.0		27e86670dd77338446cbdec9182e0449a96a3e8e
net.sf.okapi.steps	okapi-step-fullwidthconversion	1.43.0		958302f1e29a2ff7b61a1383b253ee4ce4f5ed70
net.sf.okapi.steps	okapi-step-fullwidthconversion	1.44.0		5c89400de012c8cc97795f1e7f0810bbfb826acc
net.sf.okapi.steps	okapi-step-fullwidthconversion	1.45.0		da2ec2c8164d2931736e97eab9bb2e47c814917a
net.sf.okapi.steps	okapi-step-fullwidthconversion	1.46.0		82ee358f43be2952eb1e017ea530a8012c856ec4
net.sf.okapi.steps	okapi-step-fullwidthconversion	1.47.0		c02047736f594602064c076ce32c172c78a027a7
org.apache.activemq	activemq-blueprint	5.10.0		93c1e302abcba43145bd1eba6b7ef7ac928b29e8
org.apache.activemq	activemq-blueprint	5.10.1		d474146a204508ad79dd580e48cf69a5435ec2b4
org.apache.activemq	activemq-blueprint	5.10.2		9aa8cbcb1b777c3a9c05aaefd0725b693fe01edf
org.apache.activemq	activemq-blueprint	5.11.0		0883e57529f426bef65127c15a2f69c927f3cce4
org.apache.activemq	activemq-blueprint	5.11.1		8dc467c6e87cef8cb07133d84fb3fd23d670556e
org.apache.activemq	activemq-blueprint	5.11.2		d4175e8bbb466df85a89ff6feb3727f89aeb0908
org.apache.activemq	activemq-blueprint	5.11.3		858870a67300978cde23ebe0589f190db54a8e12
org.apache.activemq	activemq-blueprint	5.11.4		87b94ead3d1505622cdcca83198a667e7f7cd59d
org.apache.activemq	activemq-blueprint	5.12.0		4ccb02def616c5099e505e9a10a1c102389b35d2
org.apache.activemq	activemq-blueprint	5.12.1		9896dd83faba5f1ce12bae1de3798c107ecd6f57
org.apache.activemq	activemq-blueprint	5.12.2		794da4e82f9f31e05de299ff70715e5b1065ead8
org.apache.activemq	activemq-blueprint	5.12.3		fb3fc3591cf1196213cda8efd90eea228d0bfe6a
org.apache.activemq	activemq-blueprint	5.13.0		7afaddfd66479dbe6c830f610c88f62a58ca9573
org.apache.activemq	activemq-blueprint	5.13.1		020d7c81a8d2e3fc95a07c9b60c2696baabe6f06
org.apache.activemq	activemq-blueprint	5.13.2		beb011e8982728b9805099dd136647bfb1f3a1b5
org.apache.activemq	activemq-blueprint	5.13.3		3c706a67237ea1df5ed6c2b92a449c4bc76d5bae
org.apache.activemq	activemq-blueprint	5.13.4		27beed6e93dcd1d285a334ec41607d626604b2f4
org.apache.activemq	activemq-blueprint	5.13.5		a4243d3db8242cca7382e5aa296ce8cd26b98885
org.apache.activemq	activemq-blueprint	5.14.0		0c5e1887eebf6b01a932adab4fe44d5cfe4cebbd
org.apache.activemq	activemq-blueprint	5.14.1		9ea9e84459a059636968d907135ea4b659eef16c
org.apache.activemq	activemq-blueprint	5.14.2		c222992866167d61bbbad8ed5ec03c2a09c4290b
org.apache.activemq	activemq-blueprint	5.14.3		04f4e9590f2939f6e8f6a2957331bac9faddde7f
org.apache.activemq	activemq-blueprint	5.14.4		9410d2411d515f1dadd2eba2b3adb61fb6b7c91b
org.apache.activemq	activemq-blueprint	5.14.5		cccab8a6ec341ea2748970ca095c66567e9cf4ed
org.apache.activemq	activemq-blueprint	5.15.0		58af8b4160175d27d165ba9bd6d5fc7b96ede85b
org.apache.activemq	activemq-blueprint	5.15.1		9a7d17a6422bfa174e8bdd987364294800c98cda
org.apache.activemq	activemq-blueprint	5.15.10		c20c07e93cc6142a922767e92f4ae79c0fb922eb
org.apache.activemq	activemq-blueprint	5.15.11		af4bb107c7793c26b5345be6c5b14fe5d60d0a01
org.apache.activemq	activemq-blueprint	5.15.12		a847b0aab61e2caeeb5d8f253e2b77e8e95a6dc3
org.apache.activemq	activemq-blueprint	5.15.13		7cb910cf5f458f75ee437c9c14e89458014885ad
org.apache.activemq	activemq-blueprint	5.15.14		63ed54d40bca600e2c3af77ace107c2278a190f9
org.apache.activemq	activemq-blueprint	5.15.15		3ed9dccd4cb0ebb72c88b08ad7d0e8172ddd582f
org.apache.activemq	activemq-blueprint	5.15.16		ab93d94eb0e58d928864fafaa3481340c1d603c6
org.apache.activemq	activemq-blueprint	5.15.2		b020fa53e85ef6e4280ed179d2e6dd210d063687
org.apache.activemq	activemq-blueprint	5.15.3		d7e861cbedde47f640f23ec67cdde1d61223eab0
org.apache.activemq	activemq-blueprint	5.15.4		9751b34f4f631ba42357ac8a01d3297f4a44c108
org.apache.activemq	activemq-blueprint	5.15.5		455857b8d94e1f00b684f8fd6402ff452c4ab677
org.apache.activemq	activemq-blueprint	5.15.6		96a1f81a2e37d26b9df6946c0690d5b603623035
org.apache.activemq	activemq-blueprint	5.15.7		a42a30efe0855eda588ef8993b5d5ed51f7815d5
org.apache.activemq	activemq-blueprint	5.15.8		43711d7c2ac5db7f15f765ab1d86d65eac6df0a4
org.apache.activemq	activemq-blueprint	5.15.9		0efb297363b2461a9e96a9b181d9463846eee91a
org.apache.activemq	activemq-blueprint	5.16.0		20ca338a9f97377ceddec6455b989fc8995aabec
org.apache.activemq	activemq-blueprint	5.16.1		186f2334a2de6e016e6422be7abd3e323d44de68
org.apache.activemq	activemq-blueprint	5.16.2		89716585a4fb52e8a4fac7ed80311fd658ace668
org.apache.activemq	activemq-blueprint	5.16.3		5ffd794a3bb19165ba0954d30722f526e43f23ac
org.apache.activemq	activemq-blueprint	5.16.4		d30a8a4e378c2c88216d3cf146351c105c9ff9d0
org.apache.activemq	activemq-blueprint	5.16.5		cf04fb47ea025ddec375bdcdfce09b44ad49e9e8
org.apache.activemq	activemq-blueprint	5.16.6		295fdf0bfa54a12e0cf187ad08b605bba2a71395
org.apache.activemq	activemq-blueprint	5.16.7		99fe6047d4f4ed634b62f75241541d5e0a687267
org.apache.activemq	activemq-blueprint	5.16.8		598fffde8a129d6e2b1084165bcb6d532d5e3af1
org.apache.activemq	activemq-blueprint	5.17.0		eb0ef43eb46d70b233cf4ca99cd56ec7d3d49b71
org.apache.activemq	activemq-blueprint	5.17.1		ca5dd0fee91b864821105c208dae9df053a86b10
org.apache.activemq	activemq-blueprint	5.17.2		6c6d62f5a71116533894516e3d5cc2be9296b2c4
org.apache.activemq	activemq-blueprint	5.17.3		4ba22a0b3ebf6c4502ef7c3a82a37c5a60dfd7e9
org.apache.activemq	activemq-blueprint	5.17.4		8660b11305bcf5ddf833c775c4c7be075fd4d732
org.apache.activemq	activemq-blueprint	5.17.5		0631aca3b1d587af690147387f2a24dbc04e7432
org.apache.activemq	activemq-blueprint	5.17.6		740a9406ae97155af2e33af90a2f84f10e0c7e4d
org.apache.activemq	activemq-blueprint	5.17.7		6fe70b89f3d9bde9d38c8c1fc72aee368257c7ec
org.apache.activemq	activemq-blueprint	5.18.0		73cbdb736b12ff4df46e0d282217b8df0b8612c7
org.apache.activemq	activemq-blueprint	5.18.1		a517096fe1c1a393f0306807ef969ca2547ddc5d
org.apache.activemq	activemq-blueprint	5.18.2		f2e038683b4cbeb193b4ba0a2becb17de65f8034
org.apache.activemq	activemq-blueprint	5.18.3		f64404ef5d027892cb4d9957b6e9b03efeab5fe5
org.apache.activemq	activemq-blueprint	5.18.4		68b98ad777a5d60c56ce8b1f57b5eb86f3fe740c
org.apache.activemq	activemq-blueprint	5.18.5		11f7cb5f20bc8ea32b39d2850661681b6757dd58
org.apache.activemq	activemq-blueprint	5.18.6		400510798754dcc1e558da94fda0301853757a3b
org.apache.activemq	activemq-blueprint	5.18.7		182ceb2b2d3b1da08fb6915a51b83254a46f7c3d
org.apache.activemq	activemq-blueprint	5.19.0		055b9432dd1ea71cfa3159e58966c1c55aa7cf90
org.apache.activemq	activemq-blueprint	5.4.0		b337ed255ad8e8bd2d32bc3f44f6622bb7641d4f
org.apache.activemq	activemq-blueprint	5.4.1		ac8110931a5d8660bf6679621b95b9fd64975d12
org.apache.activemq	activemq-blueprint	5.4.2		ddc6845a4636e18a12f0adb35a93620d0cb93bfe
org.apache.activemq	activemq-blueprint	5.4.3		17f2546fe23abb203beba6cc5da40c908f05a406
org.apache.activemq	activemq-blueprint	5.5.0		b8f47aa497ecdb23cd45768ba543dbb500f13c91
org.apache.activemq	activemq-blueprint	5.5.1		e4e81fae2f10f5a0654285806116535f85b5e2bf
org.apache.activemq	activemq-blueprint	5.6.0		19419c64b7202155792d3667b11f9e4459200326
org.apache.activemq	activemq-blueprint	5.7.0		4fafe24c706764df4dccbf374ff420803ea8494d
org.apache.activemq	activemq-blueprint	5.8.0		404c2ba58418642c28f1eb0506bcdd2f610a0020
org.apache.activemq	activemq-blueprint	5.9.0		c1146b23bf3ed2a12d094c089f1a3c1afcbfb175
org.apache.activemq	activemq-blueprint	5.9.1		bb9bd26153e0673427e21e7721443a139590d557
org.apache.activemq	activemq-blueprint	6.0.0		c5ba8fa877b73a64cf595a1e2d00b39f639e0b62
org.apache.activemq	activemq-blueprint	6.0.1		320a5d1a312967f38649b5b616813d267bfb3ef0
org.apache.activemq	activemq-blueprint	6.1.0		29435017fd1223e09d94d1a8f99da223cbb562b5
org.apache.activemq	activemq-blueprint	6.1.1		8d9fd7fe5fc6a7bbccd2f090fe6d092a8c6cedba
org.apache.activemq	activemq-blueprint	6.1.2		97ae6fd4c73761e2f92e48671581e32c1ac51c9b
org.apache.activemq	activemq-blueprint	6.1.3		6608ae8dc1e58f97dad276c71acf0ce8fb8eb8c1
org.apache.activemq	activemq-blueprint	6.1.4		8804cf4ec6d12d3a94122711ddaa4beaea2f43d6
org.apache.activemq	activemq-blueprint	6.1.5		daf6e2d2b45e93209b861078ad2cc2cfeff2792d
org.apache.activemq	activemq-blueprint	6.1.6		a5e878408d0df237e4cac317d87f9348ff380dd2
org.apache.geronimo.plugins	j2ee	2.1		N/A
org.apache.geronimo.plugins	j2ee	2.1.1		N/A
org.apache.geronimo.plugins	j2ee	2.1.2		N/A
org.apache.geronimo.plugins	j2ee	2.1.3		N/A
org.apache.geronimo.plugins	j2ee	2.1.4		N/A
org.apache.geronimo.plugins	j2ee	2.1.5		N/A
org.apache.geronimo.plugins	j2ee	2.1.6		N/A
org.apache.geronimo.plugins	j2ee	2.1.7		N/A
org.apache.geronimo.plugins	j2ee	2.1.8		N/A
org.apache.geronimo.plugins	j2ee	2.2		N/A
org.apache.geronimo.plugins	j2ee	2.2.1		N/A
org.apache.geronimo.plugins	j2ee	3.0-M1		N/A
org.apache.geronimo.plugins	j2ee	3.0-beta-1		N/A
org.apache.geronimo.plugins	j2ee	3.0.0		N/A
org.apache.geronimo.plugins	j2ee	3.0.1		N/A
org.apache.rocketmq	rocketmq-client-apis	5.0.0		f917d9d4affbb4c50172977d6e6357a0d718889d
org.apache.rocketmq	rocketmq-client-apis	5.0.1		5df505b7bc354e493e974e826866ad204c7add6a
org.apache.rocketmq	rocketmq-client-apis	5.0.2		738e8ce81af981453ec771a3f8d4e8afbf882cfd
org.apache.rocketmq	rocketmq-client-apis	5.0.3		de7350b8123bf124bb556f496dbea723ab647997
org.apache.rocketmq	rocketmq-client-apis	5.0.4		7b15418212f167b3908e6d946f773b5f4a785eb9
org.apache.rocketmq	rocketmq-client-apis	5.0.5		70dba28f14ab16ecf140a88c62fe4bb4b3d090c6
org.apache.rocketmq	rocketmq-client-apis	5.0.6		545e4902f48e949e47c73ba008132d74f4be91e7
org.apache.rocketmq	rocketmq-client-apis	5.0.7		93a538f832d1102061714433764528b9d6f31c7a
org.apache.stratos	monitoring-service-capps	4.1.5		N/A
org.apache.stratos	monitoring-service-capps	4.1.6		N/A
org.bdware.doip	irp-sdk-v2	1.1.7		db8f5554a2501de0d6684bd8bbe5f36b1b42b99f
org.bdware.doip	irp-sdk-v2	1.1.7	jar	04abbbfdba6dbf6916e51900b11164aa9ccb6c99
org.ceylon-lang	ceylon.http.server	1.3.2		4ca624e240e91cb1962a5a08381d54aed611a1ac
org.ceylon-lang	ceylon.http.server	1.3.3		c2c583671b3b19bd6f4d561ca6f53a0034820f98
org.glassfish.docs.man	cli-optional-manpage	4.0-b15		N/A
org.glassfish.docs.man	cli-optional-manpage	4.0-b16		N/A
org.glassfish.docs.man	cli-optional-manpage	4.0-b21		N/A
org.glassfish.docs.man	cli-optional-manpage	4.0-b24		N/A
org.glassfish.docs.man	cli-optional-manpage	4.0-b26		N/A
org.glassfish.docs.man	cli-optional-manpage	4.0-b27		N/A
org.glassfish.docs.man	cli-optional-manpage	4.0-b28		N/A
org.glassfish.docs.man	cli-optional-manpage	4.1		N/A
org.jboss.resteasy	resteasy-servlet-spring-boot-sample-app-no-jaxrs	5.1.0.Final		65f97b4ca58f7a2426d14f106d46cb8d896fda4a
org.jboss.resteasy	resteasy-servlet-spring-boot-sample-app-no-jaxrs	5.1.0.Final	exec	189844af8c32b2bba51dda46581d644c18a99c1b
org.jboss.resteasy	resteasy-servlet-spring-boot-sample-app-no-jaxrs	6.0.0.Final		0f7c3d70f8eab5b90a2373dbe5358ab8eb12b8e3
org.jboss.resteasy	resteasy-servlet-spring-boot-sample-app-no-jaxrs	6.0.0.Final	exec	b610d757a68fb6305dd8661b14741becb1de10b0
org.jboss.resteasy	resteasy-servlet-spring-boot-sample-app-no-jaxrs	6.0.1.Final		711c6ce6e5f814af4e40f9badc5980013e839b4f
org.jboss.resteasy	resteasy-servlet-spring-boot-sample-app-no-jaxrs	6.0.1.Final	exec	1cd50a2e6119baf8ffe6f70198b6416498b923ce
org.jboss.resteasy	resteasy-servlet-spring-boot-sample-app-no-jaxrs	6.0.2.Final		031c09fd49dae3370665c10237280278867311a7
