cn.easyproject	easycommons	1.0.1-RELEASE		N/A
org.apache.shardingsphere	shardingsphere-infra-rewrite	5.5.1		fcec58126248e2bd8951e85873438af175cca90d
org.apache.shardingsphere	shardingsphere-infra-rewrite	5.5.2		f4c3c1d73570af7b280cdbacd53ff430c495ff72
org.beangle.webmvc	beangle-webmvc-entity-plugin_2.11	0.2.10		de11387d40b3b5f979f1de0dcf7a01041072c600
org.beangle.webmvc	beangle-webmvc-entity-plugin_2.11	0.2.8		c1e190c2442635ca66e6244076a721f2a331cf92
org.beangle.webmvc	beangle-webmvc-entity-plugin_2.11	0.2.9		9403dd577da0a9124ded95ca514a432b52c3591c
org.beangle.webmvc	beangle-webmvc-entity-plugin_2.11	0.3.0		5d997797afcc68226e2b8e3c105527df0f79bb63
org.beangle.webmvc	beangle-webmvc-entity-plugin_2.11	0.3.1		2ad3ffd30b4519d12bd7403394549ff1f03488fb
org.beangle.webmvc	beangle-webmvc-entity-plugin_2.11	0.3.2		3ddc3ce23377080196649475fcdf5ea6ed75c50b
org.beangle.webmvc	beangle-webmvc-entity-plugin_2.11	0.3.3		abbd4b7ca3bccf719380ba7550689f629a7d543e
org.beangle.webmvc	beangle-webmvc-entity-plugin_2.11	0.3.4		3d3be6702cb5bb5053edcbb393b4e61bdd8278ca
org.beangle.webmvc	beangle-webmvc-entity-plugin_2.11	0.3.5		c3628ed30e01b43d7de48e62ed88399d94c98aa3
org.bidib.jbidib	jbidibc-serial	1.10.0		7bf1d02bbc8bf8005717f842c73364a86e467eaa
org.bidib.jbidib	jbidibc-serial	1.10.1		fbd285fc98d56e1a5cd29e8a04b423de821a0eb6
org.bidib.jbidib	jbidibc-serial	1.11.0		a091108212f2fbd3620a72cc790f8c6b70692f8f
org.bidib.jbidib	jbidibc-serial	1.12.0		66ac05d3f13f9796e6f5400784e685244897293c
org.bidib.jbidib	jbidibc-serial	1.12.1		9c384ededbdf80689c7f07a953601205a8201f2c
org.bidib.jbidib	jbidibc-serial	1.12.10		ae269f5d0702d1bed7032ab642603d82abfad06e
org.bidib.jbidib	jbidibc-serial	1.12.11		a5244123fccc8934753a761f74aed519c2303a79
org.bidib.jbidib	jbidibc-serial	1.12.2		6deefb121566c39e518dbd7f8734c962df566d08
org.bidib.jbidib	jbidibc-serial	1.12.3		d17debe13b3463de044fdac470595fe673da0739
org.bidib.jbidib	jbidibc-serial	1.12.4		8d56c49420cf78b4ed27fb93f095aaa39925cda2
org.bidib.jbidib	jbidibc-serial	1.12.5		1d68ecb48514379aed9269c371a5b66aab2843ef
org.bidib.jbidib	jbidibc-serial	1.12.6		7342eabcb98a89f640bdc1e56659f1b674b0eb81
org.bidib.jbidib	jbidibc-serial	1.12.7		72dd0f74cbbe713738054ebc8e6ae1473bf0bb62
org.bidib.jbidib	jbidibc-serial	1.12.8		9b62c61a975f414f30c282a2c54105fafa0cadc5
org.bidib.jbidib	jbidibc-serial	1.12.9		a71419688ed8e7e3bb3c1bbd75a89ce1930ff548
org.bidib.jbidib	jbidibc-serial	1.13.0		202dacdd6d829247b20f94fd37e573d8879cd1f3
org.bidib.jbidib	jbidibc-serial	1.13.1		3d63f1873899b657821e11ce4365e5565d143cff
org.bidib.jbidib	jbidibc-serial	1.13.10		27edcc4928a002e91bae2d93ae135e6bde0aeb75
org.bidib.jbidib	jbidibc-serial	1.13.11		510632ac4d1f779ab6d295bd0325141ec1a04a54
org.bidib.jbidib	jbidibc-serial	1.13.12		b3b1e35c1cf2df412f65c8f88b63bb5bb357b7c9
org.bidib.jbidib	jbidibc-serial	1.13.13		b81d706ee3cac9c0b7dd9dfb959a8ac8fc25e9f3
org.bidib.jbidib	jbidibc-serial	1.13.14		0233495324e38502a9a5146ef5de68f1545e0212
org.bidib.jbidib	jbidibc-serial	1.13.2		62428106d1d093193322597d3855ddcdb62a376c
org.bidib.jbidib	jbidibc-serial	1.13.20		a0d82c4e3bbef6f050907cbd914b4f13357deed5
org.bidib.jbidib	jbidibc-serial	1.13.21		b37a487dd2e78b2157c31f2f104282140da5a426
org.bidib.jbidib	jbidibc-serial	1.13.22		d433445e8630886bfc7777e4f0efa2271d44c1b3
org.bidib.jbidib	jbidibc-serial	1.13.23		572e8950c098797e77346ceabdb152250ff14a9a
org.bidib.jbidib	jbidibc-serial	1.13.3		257adfd37ac383073d9b7adb29cc0274e922af3d
org.bidib.jbidib	jbidibc-serial	1.13.4		5b9fcd28ab22e36f168a330bc6016289d6ddfae7
org.bidib.jbidib	jbidibc-serial	1.13.5		288e9c343ac70b242ae60a72c8bbf992891b998d
org.bidib.jbidib	jbidibc-serial	1.13.6		3d8e282dc7f54dcd4ed433811e010de83bdc46e1
org.bidib.jbidib	jbidibc-serial	1.13.7		ce69b7a4c5d2fe66536c7b26a50784584e2c2832
org.bidib.jbidib	jbidibc-serial	1.13.8		6c1d15ad63280fc5b160a520542a1d27b9c23242
org.bidib.jbidib	jbidibc-serial	1.13.9		6d15d128e66e38025b742eac378ab4988043a138
org.bidib.jbidib	jbidibc-serial	1.6.0		af2c57ff46523c7e6d613dc245241e662a20875c
org.bidib.jbidib	jbidibc-serial	1.7.0		167a1be2505b938caba20f4e72bf4cbdb06dcbeb
org.bidib.jbidib	jbidibc-serial	1.8.0		2301db683e21842e2ce7d8d520b9aa885644a688
org.bidib.jbidib	jbidibc-serial	1.8.1		f1c261adc553772d7d81a9612a26c7c885bbc184
org.bidib.jbidib	jbidibc-serial	1.9.0		fab27ac5ae0655b8ceed3487f3d09e9ad0b23053
org.bidib.jbidib	jbidibc-serial	1.9.1		c26c2bb27c7e17e6998b39c28397aef6d070dc20
org.bidib.jbidib	jbidibc-serial	1.9.2		75dbfcb29bf0c717e70defab68af8040ba5ff48c
org.bidib.jbidib	jbidibc-serial	1.9.3		19da367e5336eeef5c5aa1b90caf8c23839a4360
org.bidib.jbidib	jbidibc-serial	1.9.4		50481b7c87dcb626b897abcd9d00ea5090a60a42
org.bidib.jbidib	jbidibc-serial	2.0.0		594437df91c70bae569e0b9a41e782d25fbf2995
org.bidib.jbidib	jbidibc-serial	2.0.0.RC1		5e511a08aafd0e679a251006ba1a72ff53992c1e
org.bidib.jbidib	jbidibc-serial	2.0.0.RC2		172dcadb48c7014ef48bf0ce8a7388774e651d37
org.bidib.jbidib	jbidibc-serial	2.0.0.RC3		31530dfcecbada24b4b46faf8b7d4b237e06c69a
org.bidib.jbidib	jbidibc-serial	2.0.0.RC4		6673ea4416dce330373c030b5fc28ebc1f480c20
org.bidib.jbidib	jbidibc-serial	2.0.0.RC5		0ac0b5022331932ea166f8c83662ced90e0d6a1b
org.bidib.jbidib	jbidibc-serial	2.0.0.RC6		ca093c884fc169037c45862c47106fa7ff017264
org.bidib.jbidib	jbidibc-serial	2.0.1		c45f98550f8416eadcbd7c8d262c0d51be83f1a1
org.bidib.jbidib	jbidibc-serial	2.0.10		0c8b4272fc17f08a404189be7c161cd3fba2f615
org.bidib.jbidib	jbidibc-serial	2.0.11		c3b5472a57bdb75ce575d07dfa0269e23d5cd60c
org.bidib.jbidib	jbidibc-serial	2.0.12		3094ef952000d081e046c0b74fea6ca44561462b
org.bidib.jbidib	jbidibc-serial	2.0.13		e52f7a3e3b7142bf152a406fd660f779bbc8d56b
org.bidib.jbidib	jbidibc-serial	2.0.14		3eeed5ff87e0de7092f675de8e05d5610c6e46e5
org.bidib.jbidib	jbidibc-serial	2.0.15		6b5764990881abaa42d92449cf331f557043108e
org.bidib.jbidib	jbidibc-serial	2.0.16		881cb37a85d7a52deac4f807515e9f96e9e00aac
org.bidib.jbidib	jbidibc-serial	2.0.17		910c89921bf15c740257d6584233b5ab4b24fc1d
org.bidib.jbidib	jbidibc-serial	2.0.18		37883d46d0ff4b90f4c583bf4d9b284ea666dc69
org.bidib.jbidib	jbidibc-serial	2.0.19		facd41bfaad825819f323f8b20302d329568354f
org.bidib.jbidib	jbidibc-serial	2.0.2		7035d0f933bdd8d04834880028c75d4d5b9fb088
org.bidib.jbidib	jbidibc-serial	2.0.20		464c0a27e048455dc080bd1889c1d799a283927c
org.bidib.jbidib	jbidibc-serial	2.0.21		7d10638370294e311a9c072271881c595aa8bcc0
org.bidib.jbidib	jbidibc-serial	2.0.22		3105cb5660be8465f23a70fc75becad06c90ce09
org.bidib.jbidib	jbidibc-serial	2.0.23		f61ec78a6f23c7da1b6adcb0837400ff282419e9
org.bidib.jbidib	jbidibc-serial	2.0.24		2e16b0e546a9d58edaccab29d3dec66912ce7f83
org.bidib.jbidib	jbidibc-serial	2.0.25		0c15a111da4ef18cfccddc12742c9c34f95495ed
org.bidib.jbidib	jbidibc-serial	2.0.26		f7918c4e9547220b017bad2d7220718ca1c0aebd
org.bidib.jbidib	jbidibc-serial	2.0.27		333493e5ba8860cfbacf2938c2586ac529aec7d3
org.bidib.jbidib	jbidibc-serial	2.0.28		bda01e57cf18e8e70b1b9f09b189f589046feefe
org.bidib.jbidib	jbidibc-serial	2.0.29		261ff252ce7c095c32abd606a84bcb227ef9d5a7
org.bidib.jbidib	jbidibc-serial	2.0.3		2bd9de29e16c7b607f0302d84948d47ed1f0fc0e
org.bidib.jbidib	jbidibc-serial	2.0.30		30b3abeb0189889842119d13b3e262ad04e5f273
org.bidib.jbidib	jbidibc-serial	2.0.31		9f57882672a875288a7ec4ef8129339c95d7d1b9
org.bidib.jbidib	jbidibc-serial	2.0.32		83d6c9bfd70297e5a6ab14e611ace8092989df60
org.bidib.jbidib	jbidibc-serial	2.0.33		267218d8c8f43758c335cbd41a1460a0f0889d4f
org.bidib.jbidib	jbidibc-serial	2.0.4		637ad36975daaf2dc4b7091c76686a633af77dcf
org.bidib.jbidib	jbidibc-serial	2.0.5		b61dbf9dd53240c5b132573890a0fedebbf15cd2
org.bidib.jbidib	jbidibc-serial	2.0.6		8b780647b153d87bb9bb8d8af8345b277a38942c
org.bidib.jbidib	jbidibc-serial	2.0.7		5e0dba146cc7a30686bc27560aa0d241543e825d
org.bidib.jbidib	jbidibc-serial	2.0.8		24856c596ec143a9e6eafd206d778e3589985987
org.bidib.jbidib	jbidibc-serial	2.0.9		802cecbe45f4b53ed9cb3eaba0846a046be5b822
org.codehaus.plexus	plexus-appserver-service-jetty	2.0-alpha-1		N/A
org.codehaus.plexus	plexus-appserver-service-jetty	2.0-alpha-10		N/A
org.codehaus.plexus	plexus-appserver-service-jetty	2.0-alpha-11		N/A
org.codehaus.plexus	plexus-appserver-service-jetty	2.0-alpha-2		N/A
org.codehaus.plexus	plexus-appserver-service-jetty	2.0-alpha-3		N/A
org.codehaus.plexus	plexus-appserver-service-jetty	2.0-alpha-5		N/A
org.codehaus.plexus	plexus-appserver-service-jetty	2.0-alpha-6		N/A
org.codehaus.plexus	plexus-appserver-service-jetty	2.0-alpha-7		N/A
org.codehaus.plexus	plexus-appserver-service-jetty	2.0-alpha-8		N/A
org.codehaus.plexus	plexus-appserver-service-jetty	2.0-alpha-9		N/A
org.danbrough.ktor	ktor-server-status-pages-iosx64	2.2.3		638046e58cba36c661c012c22c07c0d28e4d57e3
org.danbrough.ktor	ktor-server-status-pages-iosx64	2.2.3	metadata	e7f1d2559bb54eebb18a95245a316d5d08f8c79d
org.eclipse.app4mc	org.eclipse.app4mc.amalthea.validations.inchron	1.1.0		147a51dd4614466063ed48487284b7564080756e
org.eclipse.app4mc	org.eclipse.app4mc.amalthea.validations.inchron	1.2.0		34c0c67287cc971a7998a6bd4c3092da997295d5
org.eclipse.app4mc	org.eclipse.app4mc.amalthea.validations.inchron	2.0.0		3f17f0fa3f05088c06ccb19915a7881191be7865
org.eclipse.app4mc	org.eclipse.app4mc.amalthea.validations.inchron	2.1.0		03d9f84dd879fbf309e0a58e88a300906490c89c
org.eclipse.app4mc	org.eclipse.app4mc.amalthea.validations.inchron	2.2.0		5eec33484969f52f20a94335fa99b068accaf923
org.eclipse.app4mc	org.eclipse.app4mc.amalthea.validations.inchron	3.0.0		dd945f58287dd745dfb3a97d50bbb5793cb97c5b
org.eclipse.app4mc	org.eclipse.app4mc.amalthea.validations.inchron	3.1.0		0ab082f4364ae9daa6ad8bb33c8539442edac2cd
org.eclipse.app4mc	org.eclipse.app4mc.amalthea.validations.inchron	3.2.0		25f264ac7df4b7c65e66a7e32ff8cb368647074e
org.eclipse.app4mc	org.eclipse.app4mc.amalthea.validations.inchron	3.3.0		ae35eb22cdaad7e502363d057d41114161560159
org.finos.morphir	morphir-macros_native0.4_2.13	0.4.0-M1		f3540fccf5c8a3be45ffecce0964156eb96282c1
org.finos.morphir	morphir-macros_native0.4_2.13	0.4.0-M1-02		4d18db5202311c6dd69a7af2970fac90d5602d8d
org.finos.morphir	morphir-macros_native0.4_2.13	0.4.0-M1-2023.08.04		0d856e63a1945614fd224fa2d2a56fa381f68e26
org.finos.morphir	morphir-macros_native0.4_2.13	0.4.0-M1-2023.08.07.1		6cb9442b2871fad521ca35ec648b13f21a16d251
org.finos.morphir	morphir-macros_native0.4_2.13	0.4.0-M2		ef65e49eb747d2e74f618b7b9eae54605fb21d0e
org.finos.morphir	morphir-macros_native0.4_2.13	0.4.0-M3		852d6c5e7b24b872b0636055ae114a03fa487188
org.finos.morphir	morphir-macros_native0.4_2.13	0.4.0-M4		d534bc1c9dafed35c63c1b6f663ec4a0764548a9
org.finos.morphir	morphir-macros_native0.4_2.13	0.4.0-M5		23c5516c0e596f8ef32cf7fcb725aea9a09734f9
org.finos.morphir	morphir-macros_native0.4_2.13	0.4.0-M6		70c7a2958430a34c28b1e819ed4302d73bf792d2
org.flowable	flowable-spring-boot-sample-custom-mybatis-mapper	6.0.0		2d6135d071e781eeb83b242b30031fb22f1376c9
org.flowable	flowable-spring-boot-sample-custom-mybatis-mapper	6.0.0.RC1		5d8459b52ebebb6033619f1cd37664a9d035a759
org.flowable	flowable-spring-boot-sample-custom-mybatis-mapper	6.0.1		971339b912ea5eda369f0c4d6463bf512aa037ec
org.flowable	flowable-spring-boot-sample-custom-mybatis-mapper	6.1.0		2b1bfdc5256b109974eb8f2cca7bad5f834f0edc
org.flowable	flowable-spring-boot-sample-custom-mybatis-mapper	6.1.1		8577fb57b00d7f666e8cd06e26ec0ff201b19f5a
org.flowable	flowable-spring-boot-sample-custom-mybatis-mapper	6.1.2		25377525d5872952e7227ef63130b96c19417774
org.flowable	flowable-spring-boot-sample-custom-mybatis-mapper	6.2.0		c20134b22b4aec824d414407f70252c2cc08c1af
org.flowable	flowable-spring-boot-sample-custom-mybatis-mapper	6.2.1		2eba4639550741457353c8d5fb0cdebceb256129
org.flowable	flowable-spring-boot-sample-custom-mybatis-mapper	6.3.0		af8aeb580855d845507d413f4ef801cce45886f4
org.flowable	flowable-spring-boot-sample-custom-mybatis-mapper	6.3.1		330d98e9e848bca9f1a4be3aa5ef192c0aad829b
org.flowable	flowable-spring-boot-sample-custom-mybatis-mapper	6.4.0		ea92fdcb4e17ffe334c5716cf15674b614e88e7d
org.flowable	flowable-spring-boot-sample-custom-mybatis-mapper	6.4.1		5082bb974417070de4e46e5ef61397fb489d4ec1
org.flowable	flowable-spring-boot-sample-custom-mybatis-mapper	6.4.2		c79afcf2d9aac15953c34855a5d54008036bdd63
org.flowable	flowable-spring-boot-sample-custom-mybatis-mapper	6.5.0		3c462b3263fa437517ce955e7ddc2acbf84a4ae5
org.flowable	flowable-spring-boot-sample-custom-mybatis-mapper	6.6.0		9c23c41972d21b6de5901b004d6c0a53ffccb101
org.flowable	flowable-spring-boot-sample-custom-mybatis-mapper	6.7.0		32f4c420945fec57264381d9d93b744792b109d5
org.flowable	flowable-spring-boot-sample-custom-mybatis-mapper	6.7.1		eb86870919e23b7f0eeccc1c5b3ff38a4bdf6132
org.flowable	flowable-spring-boot-sample-custom-mybatis-mapper	6.7.2		71f76dc23c902f1508d19913b952c19a65fdd2e2
org.flowable	flowable-spring-boot-sample-custom-mybatis-mapper	6.8.0		ea7499ec77c5f2e73bbe7b8f9493acb2a54b56fc
org.flowable	flowable-spring-boot-sample-custom-mybatis-mapper	6.8.1		7bdc8e0c91a40f7edac67c45ec3bdf4d26fffee4
org.flowable	flowable-spring-boot-sample-custom-mybatis-mapper	7.0.0.M1		0cc18407d0c3e76fada4dd32e75fd079f55e1187
org.fomkin	korolev-ce3_2.12	1.1.0		7ba328bdd8be7dbba1f84eae66feffda5a885a37
org.fomkin	korolev-ce3_2.12	1.16.0-M1		a041bc690610a8a80d29e9097bdb57fc5eb5bd4d
org.fomkin	korolev-ce3_2.12	1.16.0-M4		c7a2a9c6d312021bc55c5dcf523c8700dd6160bc
org.fomkin	korolev-ce3_2.12	1.16.0-M5		3ab73b6d503ba92380aa7d8ab076b25529df045d
org.fomkin	korolev-ce3_2.12	1.2.0		51fe89cb46e43cf3b93d024d602808e5a85dd46b
org.fomkin	korolev-ce3_2.12	1.3.0		55681bf18f925ac95622064fab6fce8f19026ba6
org.fomkin	korolev-ce3_2.12	1.4.0		565221657006208efe47348677843b658547abc3
org.fomkin	korolev-ce3_2.12	1.5.0		de8074cc4577d4c5e4292687660909a441cfd140
org.fomkin	korolev-ce3_2.12	1.5.0-M1		8db6caead95dec9c60f4f0d07cd7f928e290fe55
org.fomkin	korolev-ce3_2.12	1.5.0-M2		23ffb1fea57092cea10ae00c60ed44330fb8599e
org.fomkin	korolev-ce3_2.12	1.5.0-M3		2b3e365c8881758ee05a5b51104e69f9ebc4c284
org.fomkin	korolev-ce3_2.12	1.5.0-M4		291cb1b0d5789f1780aeefa28be6d3c8df9a25aa
org.fomkin	korolev-ce3_2.12	1.5.0-M5		835bcbbdfd065017aa777a1bd14a620761655471
org.fomkin	korolev-ce3_2.12	1.6.0		e7de94042eaac509ad6c64f881e7ed656364f6d2
org.fomkin	korolev-ce3_2.12	1.6.0-M1		4bae59e96e5f3e0b4be5fd5b76f856d54c2aaae6
org.fomkin	korolev-ce3_2.12	1.6.0-M2		a1793d51e28148d63d46db32286d22c8528a8f12
org.fomkin	korolev-ce3_2.12	1.6.0-M3		057df11452e0dbf09ab07b47237932d2eb171df5
org.fomkin	korolev-ce3_2.12	1.6.0-M5		975b33e9d3626083a01f1ea2c471dd4f43baf60a
org.fomkin	korolev-ce3_2.12	1.6.0-M5.1		86e23b215adea825d5fb518e9a49ae0ae908ec80
org.fomkin	korolev-ce3_2.12	1.6.0-M6		1cd42b6b05e78673fb5b7baf412aca162dd3d3d9
org.fomkin	korolev-ce3_2.12	1.6.0-M7		fc48ec71bba2da803257b20b5a0c3515267efb08
org.fomkin	korolev-ce3_2.12	1.6.0-M7.1		0dc2ce6534b804b067359a0c69571348a0523115
org.fomkin	korolev-ce3_2.12	1.6.0-M7.2		f91b7e804ecfc7d0dd7ac5ae7c77d37e43364bc8
org.fomkin	korolev-ce3_2.12	1.6.0-M8		6588d13dda8169549444f6fecb2eaf033a1f6fcb
org.fomkin	korolev-ce3_2.12	1.6.0-M8-8-g20abb89		ab4aa29c0a4e63a637bc6273b53cfda0fb92aa09
org.fomkin	korolev-ce3_2.12	1.6.0-M9		68bc24d2b050ced60b1ca0d61cfaeec1fc4a30f3
org.fomkin	korolev-ce3_2.12	1.7.0-M1		2513530bd48027dab3848852c58947ba5828db6f
org.glassfish.tyrus.ext	tyrus-monitoring-jmx	1.10		1ffee6954c1e6b6697910a60a51eeb0aeb50cce2
org.glassfish.tyrus.ext	tyrus-monitoring-jmx	1.11		a76e17741db8706e64158f5d420c2104052a8d0d
org.glassfish.tyrus.ext	tyrus-monitoring-jmx	1.11.1		e9906c609563b326df2fb76091efd06a55e76d86
org.glassfish.tyrus.ext	tyrus-monitoring-jmx	1.12		b75df1e27c9085de9cc5c102dc81fbe15a42f656
org.glassfish.tyrus.ext	tyrus-monitoring-jmx	1.13		64ecddb233672430d6a930668715901bea6c30c1
org.glassfish.tyrus.ext	tyrus-monitoring-jmx	1.13.1		aeda42cc28d4ec75b436b08c0360744ab354e75f
org.glassfish.tyrus.ext	tyrus-monitoring-jmx	1.14		8f18d94737f1ab714a5b064094c6a343aada4a43
org.glassfish.tyrus.ext	tyrus-monitoring-jmx	1.15		078b08ddc534c5d9a83c50a718bf415ecb76ec12
org.glassfish.tyrus.ext	tyrus-monitoring-jmx	1.16		e10dc35c40448f410d06356feda8ad4fed26a7e3
org.glassfish.tyrus.ext	tyrus-monitoring-jmx	1.17		ba01c50dcae86a9ef8e87ce17048fa21c81ffa63
org.glassfish.tyrus.ext	tyrus-monitoring-jmx	1.18		e39ddb2c752c86d85f4d29e1d5e2cdd3d091619d
org.glassfish.tyrus.ext	tyrus-monitoring-jmx	1.19		329bd5e5fe6d040dd35329f5af9f044b07306c99
org.glassfish.tyrus.ext	tyrus-monitoring-jmx	1.20		f85f9c302484f871dff3c39768162acdd44070f5
org.glassfish.tyrus.ext	tyrus-monitoring-jmx	1.21		4870c8089bc17ddb79a6f098f1a0d0436f2eef94
org.glassfish.tyrus.ext	tyrus-monitoring-jmx	1.6		ff30e12294785b50da3a8091e5b3232ee72deca1
org.glassfish.tyrus.ext	tyrus-monitoring-jmx	1.7		4d1041acc775fec6fade5de7eca181a342cf9167
org.glassfish.tyrus.ext	tyrus-monitoring-jmx	1.8		2935bd65830f1ad0aeba6df079fb8410c9e35317
org.glassfish.tyrus.ext	tyrus-monitoring-jmx	1.8.1		e8290c48da1668e3f6d19d9080884acbf91dca1b
org.glassfish.tyrus.ext	tyrus-monitoring-jmx	1.8.2		ccf10e866566d996e087c1c0d56b07c9cf5cd87a
org.glassfish.tyrus.ext	tyrus-monitoring-jmx	1.8.3		1d0405ade28f6b521038307e4e9247846ceabd97
org.glassfish.tyrus.ext	tyrus-monitoring-jmx	1.9		b6bc794687f525b26bb6d95578dcfc513dcbb7c5
org.glassfish.tyrus.ext	tyrus-monitoring-jmx	2.0.0		45d2468144a8734764585d254f9528b8276372a8
org.glassfish.tyrus.ext	tyrus-monitoring-jmx	2.0.0-M1		d161343977bb12fd9d8a424ba629e316a28720e5
org.glassfish.tyrus.ext	tyrus-monitoring-jmx	2.0.0-M2		acbd4cedd3fac648445a6b355bbff6f565fa32bf
org.glassfish.tyrus.ext	tyrus-monitoring-jmx	2.0.0-M3		c2639d58c82bb827310abb744e678c2344eff557
org.glassfish.tyrus.ext	tyrus-monitoring-jmx	2.0.0-RC1		cc0b733022617d56f85b07b369120be8afba01df
org.glassfish.tyrus.ext	tyrus-monitoring-jmx	2.0.1		00397678df787d5b6dd79d05f9fbc8f5848c3ae7
org.glassfish.tyrus.ext	tyrus-monitoring-jmx	2.0.2		752181890d84e4a2bfd2c2325ba933969fa3fc43
org.glassfish.tyrus.ext	tyrus-monitoring-jmx	2.0.3		76ddada95182e50921a7fd835631946c7410d05f
org.glassfish.tyrus.ext	tyrus-monitoring-jmx	2.0.4		3f5c5d44ace696cfc850363e602f1428c5e7a282
org.glassfish.tyrus.ext	tyrus-monitoring-jmx	2.0.5		a73c5c1e9af6302207836ce9d5a8cf51804f63aa
org.glassfish.tyrus.ext	tyrus-monitoring-jmx	2.0.6		d4134b19f115f0a6988805d463b07e599d2cd684
org.glassfish.tyrus.ext	tyrus-monitoring-jmx	2.0.7		2c53f0211806914af31bca79e58209a6d268f400
org.glassfish.tyrus.ext	tyrus-monitoring-jmx	2.1.0		5953fd7d26e3d328f5a8aaf5a32ca02b7305ddaf
org.glassfish.tyrus.ext	tyrus-monitoring-jmx	2.1.0-M1		785e9bedf94fad908e989a1d2a9dce3de5f3c203
org.glassfish.tyrus.ext	tyrus-monitoring-jmx	2.1.0-M2		cea9211938986e55701468f3312a72a427420dbf
org.glassfish.tyrus.ext	tyrus-monitoring-jmx	2.1.0-M4		093e29ea643cd9677bee30ea0c129bcbfdf784e0
org.glassfish.tyrus.ext	tyrus-monitoring-jmx	2.1.1		d3d71eb36b2e67a294955d67a5bda7a068874a9a
org.glassfish.tyrus.ext	tyrus-monitoring-jmx	2.1.2		df67345293c642efce748f5b8750d50b87d0da38
org.glassfish.tyrus.ext	tyrus-monitoring-jmx	2.1.3		cbc0effaea54dbfd8dd8f26b2160e6e4ebe94e36
org.glassfish.tyrus.ext	tyrus-monitoring-jmx	2.1.4		239414e320bef936e59502d1e7ed5f1180bfd17c
org.glassfish.tyrus.ext	tyrus-monitoring-jmx	2.1.5		83618119b1691498b491a95038b0db4bdcdbf72f
org.glassfish.tyrus.ext	tyrus-monitoring-jmx	2.2.0		26afb2e372578312792723fd99a8f335268e550c
org.glassfish.tyrus.ext	tyrus-monitoring-jmx	2.2.0-M1		fcd2395fb6e2b6914001d017c7f65183794b7597
org.gretty	gretty-runner-jetty8	3.0.5		df2d86fadbc3bae3af41ae29631044d9f70dc16d
org.gretty	gretty-runner-jetty8	3.0.6		39323e736557aa77df6b407b4246ea57f0751dc0
org.gretty	gretty-runner-jetty8	3.0.7		ec1dfc9e8135304b730c6838a493de2ede5871eb
org.gretty	gretty-runner-jetty8	3.0.8		bc8abdf798c1ffeefb2f31d55047a1ad0ad608c2
org.gretty	gretty-runner-jetty8	3.0.9		7ae4232a7cac76d59c2c99c37caa6066cb4ea345
org.gretty	gretty-runner-jetty8	3.1.0		818e63a0b40692ba15eec0008051dee6201dad67
org.gretty	gretty-runner-jetty8	3.1.1		52d4126825f878dee2a328068bba9e715c7ca490
org.gretty	gretty-runner-jetty8	3.1.2		5d4d1b191790225046698904c6479a142b4cd00e
org.gretty	gretty-runner-jetty8	3.1.3		5c3bfafcf174e8637d5e0d7da6835eaaf60055ab
org.gretty	gretty-runner-jetty8	3.1.4		d9d51d67e2040333bd4244fb49b94ec81203cacd
org.gretty	gretty-runner-jetty8	3.1.5		6b74e949b6bfa12babb423536495598bf5d5601a
org.kitesdk	kite-hadoop-deps-parent	0.15.0		N/A
org.kitesdk	kite-hadoop-deps-parent	0.16.0		N/A
org.kitesdk	kite-hadoop-deps-parent	0.17.0		N/A
org.kitesdk	kite-hadoop-deps-parent	0.17.1		N/A
org.kitesdk	kite-hadoop-deps-parent	0.18.0		N/A
org.kitesdk	kite-hadoop-deps-parent	1.0.0		N/A
org.kitesdk	kite-hadoop-deps-parent	1.1.0		N/A
org.linkki-framework.archetypes	linkki-archetypes-vaadin8	0.9.20190418		N/A
org.linkki-framework.archetypes	linkki-archetypes-vaadin8	0.9.20190522		N/A
org.linkki-framework.archetypes	linkki-archetypes-vaadin8	0.9.20190528		N/A
org.linkki-framework.archetypes	linkki-archetypes-vaadin8	0.9.20190611		N/A
org.linkki-framework.archetypes	linkki-archetypes-vaadin8	1.0		N/A
org.linkki-framework.archetypes	linkki-archetypes-vaadin8	1.0-rc		N/A
org.linkki-framework.archetypes	linkki-archetypes-vaadin8	1.0.0-rc02		N/A
org.linkki-framework.archetypes	linkki-archetypes-vaadin8	1.0.1		N/A
org.linkki-framework.archetypes	linkki-archetypes-vaadin8	1.0.2		N/A
org.linkki-framework.archetypes	linkki-archetypes-vaadin8	1.1.0		N/A
org.linkki-framework.archetypes	linkki-archetypes-vaadin8	1.1.0-ms01		N/A
org.linkki-framework.archetypes	linkki-archetypes-vaadin8	1.1.0-ms02		N/A
org.linkki-framework.archetypes	linkki-archetypes-vaadin8	1.1.0-ms03		N/A
org.linkki-framework.archetypes	linkki-archetypes-vaadin8	1.1.0-rc01		N/A
org.linkki-framework.archetypes	linkki-archetypes-vaadin8	1.1.0-rc02		N/A
org.linkki-framework.archetypes	linkki-archetypes-vaadin8	1.1.1		N/A
org.linkki-framework.archetypes	linkki-archetypes-vaadin8	1.1.2		N/A
org.linkki-framework.archetypes	linkki-archetypes-vaadin8	1.2.0		N/A
org.linkki-framework.archetypes	linkki-archetypes-vaadin8	1.2.0-m01		N/A
org.linkki-framework.archetypes	linkki-archetypes-vaadin8	1.2.0-m02		N/A
org.linkki-framework.archetypes	linkki-archetypes-vaadin8	1.2.0-rc01		N/A
