ai.x	safe_2.10	0.1.0		b1e12f8bfd3d0228c81fd800929066648b6bee20
computer.hannah.test	has-verification-token	1.1.1		91b26db4ffc4aa467fbcb513eb181f1ebd3843bc
de.alexanderwodarz.code	java-core-website	1.2.7		e76b5b2e66f76ee1c3eb78425fc2eadc795e8ece
de.alexanderwodarz.code	java-core-website	1.2.7.5		54735d34c53fd1f80e5f9487d304fdf87a05d33a
de.alexanderwodarz.code	java-core-website	1.2.8		21bd17248f03869f02f9191039c3a56d6631dc41
de.alexanderwodarz.code	java-core-website	1.3		6ae60a1a70af3c550c0861631642a2a3242a54f3
de.alexanderwodarz.code	java-core-website	1.3.1		b32f488d8f4dec0a4d8f695fe15e89397bd32ebe
de.alexanderwodarz.code	java-core-website	1.3.5		0a1d2a5e811e1c8387cb07aee91a4a5340b2b78f
de.alexanderwodarz.code	java-core-website	1.3.6		1e0e42c1399c98e4a09aab8f6e9667e4235c13b4
de.alexanderwodarz.code	java-core-website	1.3.7		11eae480d356ec89f27332c2888b915f50cbab32
de.alexanderwodarz.code	java-core-website	1.4		28d464079d4a34d1c37754b13c84e8225dd4e3df
de.alexanderwodarz.code	java-core-website	1.4.1		9c6b3e30a3bf0fe874616af1e4cad9fd540ec3d5
de.alexanderwodarz.code	java-core-website	1.4.2		882a59ce963cda81ed067badbc678a9c06c262fc
de.alexanderwodarz.code	java-core-website	1.4.3		91023062fe8792b63b2c6734b4f8436197200e06
de.alexanderwodarz.code	java-core-website	1.4.5		5ff11a16895769975c0a5bfe6fc7ba255eaca4dd
de.alexanderwodarz.code	java-core-website	1.4.6		0f85ce4f369f21419434b2224d3b5ff26c110f25
de.alexanderwodarz.code	java-core-website	1.4.7		eb870bcf3d2b998c5d65ab87cfa8493172d02f8d
de.alexanderwodarz.code	java-core-website	1.4.7.1		0aee15c9b489c8e4955a4f9ec9886f5953c8bab3
de.alexanderwodarz.code	java-core-website	1.4.7.2		a66ebfd0b68d84d5f9a13fb98b1d4618a372ca45
de.alexanderwodarz.code	java-core-website	1.4.8		434f03ce27a26a16a879f96375d5d45d47d9c0fd
de.alexanderwodarz.code	java-core-website	1.4.9		44d32f9e23b56173a23dbdd29168204809e485a4
de.endrullis.draggabletabs	draggabletabs	1.0.0		387c6ec8b98620770a3b2120ededd2695e9d919e
de.endrullis.draggabletabs	draggabletabs	1.0.1		1abf5538e309d0ba8875324b0e20a6a840c6e4d6
de.endrullis.draggabletabs	draggabletabs	1.0.2		63fafaa2ded22e5302314edd799211e1aaa85c5f
de.endrullis.draggabletabs	draggabletabs	1.0.3		61e68cceecfe366231e095ae5129443725947ca4
de.halcony	scala-dotfile-creator_2.13	1.1.2		6563050457071d7dbd849120fc2de88af91ef593
de.halcony	scala-dotfile-creator_2.13	1.2.0		0aff76d2d16ab63f5879fa69febaec1ddad9caf5
de.rhocas.featuregen	featuregen-generator	2.0.0		e5be7e0ddd34f7d95e430d28dd90c1610a655d1c
eu.vendeli	telegram-bot-linuxx64	5.0.0		N/A
eu.vendeli	telegram-bot-linuxx64	5.0.0-RC1		N/A
eu.vendeli	telegram-bot-linuxx64	5.0.0-alpha~1		N/A
eu.vendeli	telegram-bot-linuxx64	5.0.0-alpha~2		N/A
eu.vendeli	telegram-bot-linuxx64	5.0.1		N/A
eu.vendeli	telegram-bot-linuxx64	5.0.2		N/A
eu.vendeli	telegram-bot-linuxx64	5.0.3		N/A
eu.vendeli	telegram-bot-linuxx64	5.0.4		N/A
eu.vendeli	telegram-bot-linuxx64	5.0.4-RC1		N/A
eu.vendeli	telegram-bot-linuxx64	5.0.5		N/A
eu.vendeli	telegram-bot-linuxx64	5.1.0		N/A
eu.vendeli	telegram-bot-linuxx64	5.2.0		N/A
eu.vendeli	telegram-bot-linuxx64	5.2.0-RC1		N/A
eu.vendeli	telegram-bot-linuxx64	5.2.0-RC2		N/A
eu.vendeli	telegram-bot-linuxx64	5.2.0-RC3		N/A
eu.vendeli	telegram-bot-linuxx64	5.2.0-RC4		N/A
eu.vendeli	telegram-bot-linuxx64	5.3.0		N/A
eu.vendeli	telegram-bot-linuxx64	5.3.0-RC1		N/A
eu.vendeli	telegram-bot-linuxx64	5.3.1		N/A
eu.vendeli	telegram-bot-linuxx64	5.3.2		N/A
eu.vendeli	telegram-bot-linuxx64	5.4.0		N/A
eu.vendeli	telegram-bot-linuxx64	5.5.0		N/A
eu.vendeli	telegram-bot-linuxx64	6.0.0		N/A
eu.vendeli	telegram-bot-linuxx64	6.0.0-alpha~1		N/A
eu.vendeli	telegram-bot-linuxx64	6.0.1		N/A
eu.vendeli	telegram-bot-linuxx64	6.1.0		N/A
eu.vendeli	telegram-bot-linuxx64	6.1.1		N/A
eu.vendeli	telegram-bot-linuxx64	6.2.0		N/A
eu.vendeli	telegram-bot-linuxx64	6.3.0		N/A
eu.vendeli	telegram-bot-linuxx64	6.3.1		N/A
eu.vendeli	telegram-bot-linuxx64	6.4.0		N/A
eu.vendeli	telegram-bot-linuxx64	6.4.1		N/A
eu.vendeli	telegram-bot-linuxx64	6.5.0		N/A
eu.vendeli	telegram-bot-linuxx64	6.5.1		N/A
eu.vendeli	telegram-bot-linuxx64	6.6.0		N/A
eu.vendeli	telegram-bot-linuxx64	7.0.0		N/A
eu.vendeli	telegram-bot-linuxx64	7.0.1		N/A
eu.vendeli	telegram-bot-linuxx64	7.1.0		N/A
eu.vendeli	telegram-bot-linuxx64	7.2.0		N/A
eu.vendeli	telegram-bot-linuxx64	7.2.1		N/A
eu.vendeli	telegram-bot-linuxx64	7.2.2		N/A
eu.vendeli	telegram-bot-linuxx64	7.3.0		N/A
eu.vendeli	telegram-bot-linuxx64	7.3.1		N/A
eu.vendeli	telegram-bot-linuxx64	7.4.0		N/A
eu.vendeli	telegram-bot-linuxx64	7.4.1		N/A
eu.vendeli	telegram-bot-linuxx64	7.5.0		N/A
eu.vendeli	telegram-bot-linuxx64	7.6.0		N/A
eu.vendeli	telegram-bot-linuxx64	7.6.1		N/A
eu.vendeli	telegram-bot-linuxx64	7.6.2		N/A
eu.vendeli	telegram-bot-linuxx64	7.7.0		N/A
eu.vendeli	telegram-bot-linuxx64	7.7.1		N/A
eu.vendeli	telegram-bot-linuxx64	7.8.0		N/A
eu.vendeli	telegram-bot-linuxx64	7.9.0		N/A
eu.vendeli	telegram-bot-linuxx64	8.0.0		N/A
eu.vendeli	telegram-bot-linuxx64	8.1.0		N/A
info.datamuse	currency-exchange-rates	0.1-alpha		533ae1287cd66d5ae8c3628e40cafbf36b7c0768
info.datamuse	currency-exchange-rates	0.2-alpha		1025984c1bcba306915014a43db1d866aa7d7509
info.datamuse	currency-exchange-rates	1.0.0-alpha		eba3f437fec122f9786de664fe2d966c7b9d1aff
io.amient.affinity	avro-formatter-kafka_1.0-scala_2.12	0.11.0		5b256522c7e52f2e371187daf98c6f576408c145
io.amient.affinity	avro-formatter-kafka_1.0-scala_2.12	0.11.0	all	03342222608285312663d945ec14d94956a6cfff
io.amient.affinity	avro-formatter-kafka_1.0-scala_2.12	0.12.0		4b7a9fdb8f3603a2f2a73e8619b41dc765b4520b
io.amient.affinity	avro-formatter-kafka_1.0-scala_2.12	0.12.0	all	962f4f23650aeb1acf64ce88832f72c16f28b324
io.amient.affinity	avro-formatter-kafka_1.0-scala_2.12	0.12.1		da3b71787aa5bab482ffe026b4b7deaca28d585c
io.amient.affinity	avro-formatter-kafka_1.0-scala_2.12	0.12.1	all	bda794a14933e6c4f3f2d3580cefb95c8e33d15d
io.amient.affinity	avro-formatter-kafka_1.0-scala_2.12	0.12.2		9c7e5e226e3c711dc5222e0bf905341ce794c96f
io.amient.affinity	avro-formatter-kafka_1.0-scala_2.12	0.12.2	all	1e81fe8ec46ad0cc3d758f5cf9980b9c02a148f9
io.amient.affinity	avro-formatter-kafka_1.0-scala_2.12	0.13.0		8f772b199d348f8f8a997649aa628e6a228d5f43
io.amient.affinity	avro-formatter-kafka_1.0-scala_2.12	0.13.0	all	6ac3cc7ca1c91160ffd962c128d655613eff0bff
io.amient.affinity	avro-formatter-kafka_1.0-scala_2.12	0.13.1		d985e70572f6ae00e776d5585a8b33660181704b
io.amient.affinity	avro-formatter-kafka_1.0-scala_2.12	0.13.1	all	60d19697d3e7c7113fa1bd39a57e9bdc948818e7
io.amient.affinity	avro-formatter-kafka_1.0-scala_2.12	0.13.2		aa8c4d40089b606c00bb1ebed0714fb879f9f917
io.amient.affinity	avro-formatter-kafka_1.0-scala_2.12	0.13.2	all	280e2209bd52accfaf708db94c230fa064f5466f
io.amient.affinity	avro-formatter-kafka_1.0-scala_2.12	0.13.3		e68cfcc18452632fa637777ab68c7d99ca5cbc2b
io.amient.affinity	avro-formatter-kafka_1.0-scala_2.12	0.13.3	all	2bbee06102c347645586592a525f4eef29d60f03
io.amient.affinity	avro-formatter-kafka_1.0-scala_2.12	0.13.4		c26e006da69051850917fd7f7e7ee9493d483b6e
io.amient.affinity	avro-formatter-kafka_1.0-scala_2.12	0.13.4	all	a76e155c131b0d48cb87c93c06e401f96ec87df0
io.amient.affinity	avro-formatter-kafka_1.0-scala_2.12	0.13.5		33aff880312ab7655b2eaa99202e4953252d1728
io.amient.affinity	avro-formatter-kafka_1.0-scala_2.12	0.13.5	all	ddbc0f1ac4d0c7699575d4e4aa2b86ecdb19e70d
io.amient.affinity	avro-formatter-kafka_1.0-scala_2.12	0.13.6		517af7ecb334104bab0c9be20b950148bca3998d
io.amient.affinity	avro-formatter-kafka_1.0-scala_2.12	0.13.6	all	f9f9aba6e1c4de73315eb141a1197dd0de4958c9
io.amient.affinity	avro-formatter-kafka_1.0-scala_2.12	0.14.0		c785ad58b094e09551653fc9735a59b157c0ae20
io.amient.affinity	avro-formatter-kafka_1.0-scala_2.12	0.14.0	all	f7549ce46b551a90536362264411eb16a9feafcf
io.amient.affinity	avro-formatter-kafka_1.0-scala_2.12	0.14.1		785f3f64432f0374a973aa27fee838a32a1c2db8
io.amient.affinity	avro-formatter-kafka_1.0-scala_2.12	0.14.1	all	f3b744e3ccf93f54d18af35f3eeb6b8234cdae36
io.amient.affinity	avro-formatter-kafka_1.0-scala_2.12	0.15.0		8f7c358035cf26c688c4d9b8f982ba86d830674a
io.amient.affinity	avro-formatter-kafka_1.0-scala_2.12	0.15.0	all	e2782838624a4ec92eaea3d900db2252aa942c64
io.amient.affinity	avro-formatter-kafka_1.0-scala_2.12	0.15.1		95423474ede0fac9cb8972c3ede8583242371660
io.amient.affinity	avro-formatter-kafka_1.0-scala_2.12	0.15.1	all	dbe107c5e47afb8cef83ae1cd86d0a2d99f2f79f
io.amient.affinity	avro-formatter-kafka_1.0-scala_2.12	0.15.2		1797d00d5ed72ea1cb6cae41c70c2ec5dcca98f0
io.amient.affinity	avro-formatter-kafka_1.0-scala_2.12	0.15.2	all	b519f2253f44508b1866b7eaa86642c121cf0c93
io.github.DangoDX	lib_common	0.0.10		N/A
io.github.DangoDX	lib_common	0.0.12		N/A
io.github.DangoDX	lib_common	0.0.14		N/A
io.github.DangoDX	lib_common	0.0.15		N/A
io.github.DangoDX	lib_common	0.0.16		N/A
io.github.DangoDX	lib_common	0.0.17		N/A
io.github.DangoDX	lib_common	0.0.18		N/A
io.github.DangoDX	lib_common	0.0.19		N/A
io.github.DangoDX	lib_common	0.0.20		N/A
io.github.DangoDX	lib_common	0.0.21		N/A
io.github.DangoDX	lib_common	0.0.22		N/A
io.github.DangoDX	lib_common	0.0.23		N/A
io.github.DangoDX	lib_common	0.0.24		N/A
io.github.DangoDX	lib_common	0.0.25		N/A
io.github.DangoDX	lib_common	0.0.27		N/A
io.github.DangoDX	lib_common	0.0.28		N/A
io.github.DangoDX	lib_common	0.0.29		N/A
io.github.DangoDX	lib_common	0.0.3		N/A
io.github.DangoDX	lib_common	0.0.30		N/A
io.github.DangoDX	lib_common	0.0.31		N/A
io.github.DangoDX	lib_common	0.0.6		N/A
io.github.DangoDX	lib_common	0.0.7		N/A
io.github.DangoDX	lib_common	0.0.8		N/A
io.github.ashishgkwd534	easyalertdialoglibrary	0.3.0		N/A
io.github.ipipman	cache-core	2.0.0		db8eb15074397be4ed11e1a5622d43cd1649b79c
io.github.ipipman	cache-core	3.0.0		d4e73ae788170a1aaf8daa3de829e6e1e4ed471f
io.github.kevinzhwl	chanzor-sdk	0.1.0		540b320bad3dba6cdc1412981ab103fe100cccb2
io.github.shuigedeng	taotao-cloud-starter-security-satoken	2023.02		cc0be5da25d668159cff0e4c0107e9dcc259ff33
io.github.shuigedeng	taotao-cloud-starter-security-satoken	2023.03		c7da10e7c8791e68108243473de7bcc5f0dbfe34
io.github.shuigedeng	taotao-cloud-starter-security-satoken	2023.04		50c7cfe2eb9fb0c71dce80474d203aed4218a17b
io.github.shuigedeng	taotao-cloud-starter-security-satoken	2023.05		d82c239fc92b00f39d1afeb86d2f156d7077a130
io.github.shuigedeng	taotao-cloud-starter-security-satoken	2023.07		9cf78dc7714ced41c78c99931725369104052af2
io.github.shuigedeng	taotao-cloud-starter-security-satoken	2023.08		94d3089874049cece40567f43b00e921239a063f
io.github.shuigedeng	taotao-cloud-starter-security-satoken	2023.09		32cadbf40f474c709b2c3f4e31c737a741d0711f
io.github.shuigedeng	taotao-cloud-starter-security-satoken	2023.10		6da9945bf4fe5f0630ab9560d42c86b0266e79e9
io.github.shuigedeng	taotao-cloud-starter-security-satoken	2023.11		65bdba5c9149f6290665f7dd660620ae5eee29f8
io.github.shuigedeng	taotao-cloud-starter-security-satoken	2023.12		2a28048a72b8972dc1f3c3498b5fb86a26445df0
io.github.shuigedeng	taotao-cloud-starter-security-satoken	2023.2.01		ba2a7a27d29015ebc973313a954d4f4b032c1757
io.github.shuigedeng	taotao-cloud-starter-security-satoken	2023.3.01		8156584840111a180b2d8f6992a09d0569cdd899
io.github.shuigedeng	taotao-cloud-starter-security-satoken	2024.01		efe342ecb0fc4f62678eaee718f1eb0e40dc8e14
io.github.shuigedeng	taotao-cloud-starter-security-satoken	2024.02		b2a5ecaac820e486761378107d3593d7edf82fda
io.github.shuigedeng	taotao-cloud-starter-security-satoken	2024.03		d75a4bf2b5173c67871956e13cf0ce1c6d646cb8
io.github.shuigedeng	taotao-cloud-starter-security-satoken	2024.04		9797c092af55f1d860ae4702993fd73205e61b28
io.github.shuigedeng	taotao-cloud-starter-security-satoken	2024.05		7b15fa592ba873b3c312cb1c6244d957f60a15bb
io.github.shuigedeng	taotao-cloud-starter-security-satoken	2024.06		aec978b728546e888ab6a12cc5cae80c00af34a8
io.github.shuigedeng	taotao-cloud-starter-security-satoken	2024.07		abde06904f66e49a0c539f8ae813d97074c20f56
io.github.shuigedeng	taotao-cloud-starter-security-satoken	2024.08		0e5aa1eb59724345869fec0493f1e393434b2fa1
io.github.shuigedeng	taotao-cloud-starter-security-satoken	2024.09		43391ed00231d20ac2df14bebada2bd8ec83567c
io.github.telxs	demo-consumer	1.0.0		177437e25bc61e82d6580d1eb53bc24f87f77b32
io.github.telxs	demo-consumer	1.0.1		6d845eaa574f74c0386b37953aee59c316900550
io.github.toxicity188	BetterHud-fabric-api	1.10		77bcdb3fa3a657c4357b92599a221d008ef838c3
io.github.toxicity188	BetterHud-fabric-api	1.10.1		ef6221c159252afe14cc186dcc1aabb8f5c9d744
io.github.toxicity188	BetterHud-fabric-api	1.10.2		7c13f3f476d7dade9a01e56086e6fed1f6c96ca7
io.github.toxicity188	BetterHud-fabric-api	1.10.3		f497d9143077f5cbe9407ec6ba8e076cbbdba039
io.github.toxicity188	BetterHud-fabric-api	1.11		e5925f1124a0491753ba141547ab08c1fda87e99
io.github.toxicity188	BetterHud-fabric-api	1.11.1		9b39963f3c8ff390fc98f7142436fe111acae012
io.github.toxicity188	BetterHud-fabric-api	1.11.2		e9be3bdf90ad485891844c89fae403d4c5dd8b10
io.github.toxicity188	BetterHud-fabric-api	1.11.3		af3704e00191e1a87fc9d36b24febfbd227672b1
io.github.toxicity188	BetterHud-fabric-api	1.11.4		8f2019cc3252bf5bc8c7fede2603c4d1d2b6e05c
io.github.toxicity188	BetterHud-fabric-api	1.12		4ad6d136d2b091389b6cf422ba80664b913299d1
io.github.toxicity188	BetterHud-fabric-api	1.12.1		27a8de904856b8e181072534ae7663e2c4a34cf9
io.github.toxicity188	BetterHud-fabric-api	1.9.2		e8654f08645b0cd8ade611b9306c4279f8c68cdf
io.hotmoka	io-hotmoka-nodes	1.0.0		f78b496f29cfde0e9591c3eeffef13a1c129b6d3
io.hotmoka	io-hotmoka-nodes	1.0.1		9d4cdd5760ed28940d3247033cc64531e32815df
io.hotmoka	io-hotmoka-nodes	1.0.10		13f082d3234f035db281bc8b4f30486d53277435
io.hotmoka	io-hotmoka-nodes	1.0.11		0e8f392bbf19792e6eee4aec803b23c212109b16
io.hotmoka	io-hotmoka-nodes	1.0.2		8368fa7b050ddeda934fef63e3a04fc5f48dbf43
io.hotmoka	io-hotmoka-nodes	1.0.3		45d9aed5cd2355e39995f082054c9ae423f4d1cc
io.hotmoka	io-hotmoka-nodes	1.0.4		7c5719abd2de455b3815f8946a81d8c1bf25c799
io.hotmoka	io-hotmoka-nodes	1.0.5		ee36b51da064be23cba768bf1f6d27ecb6efcaaa
io.hotmoka	io-hotmoka-nodes	1.0.6		df865e7491df76c0d595f0a38f25143966115447
io.hotmoka	io-hotmoka-nodes	1.0.7		432f0469992018313c3d7cab9a245b901d93a65c
io.hotmoka	io-hotmoka-nodes	1.0.8		7b5c2d6fd9b09cda6fe38d49d255be8869a3efc5
io.hotmoka	io-hotmoka-nodes	1.0.9		fe8261f0d6cbc283c62ca531fa1af0a5a392ff83
io.hotmoka	io-hotmoka-nodes	1.1.0		2624aa36218f8729de661a50d5cf2db8627a3b6c
io.hotmoka	io-hotmoka-nodes	1.1.1		273708e2efa815976327e01f448a07a8d0a3f284
io.hotmoka	io-hotmoka-nodes	1.1.2		de09cc648fb680cc2f10a60cbb64d848aa6a7cb7
io.javaoperatorsdk	micrometer-support	1.10.0		faa08649a1db94405b4290f8fbcd651d515a185f
io.javaoperatorsdk	micrometer-support	1.10.1		2c1b86c36d78cdd5a8f90e9125065d43d383b7bf
io.javaoperatorsdk	micrometer-support	1.10.2		d23d598529f51fc216395e6f048cc784145b76a7
io.javaoperatorsdk	micrometer-support	1.9.10		1b7747bf227a7dcb99473baea893f253320d5a18
io.javaoperatorsdk	micrometer-support	1.9.11		91a38dd8cbe805444a88787579adc65bbfe5fdfc
io.javaoperatorsdk	micrometer-support	1.9.8		e97fa42eeaad2ac87cb0c7ac284c8cc911686298
io.javaoperatorsdk	micrometer-support	1.9.9		7d07bd9e0e41bd745b1fe24694ed60b9ec4f32c1
io.javaoperatorsdk	micrometer-support	2.0.0		9be825b8e1b33f401e1d95981d7a65e50946cd52
io.javaoperatorsdk	micrometer-support	2.0.0-M1		0014be4ac2b97d50a24ce09a686992c9bff34a7c
io.javaoperatorsdk	micrometer-support	2.0.0-RC1		7c3ca91e9f7f38b0395e24837744025d07ca0e86
io.javaoperatorsdk	micrometer-support	2.0.1		2e0313f76224afee350eca5250fa623761482f84
io.javaoperatorsdk	micrometer-support	2.0.2		9610ef0a9623554935e3c58b9df58584a10d7dfe
io.javaoperatorsdk	micrometer-support	2.1.0		9c88a27945333e59e016ffd30fc688c45d329e0a
io.javaoperatorsdk	micrometer-support	2.1.1		6b890a0f3bf52cc98f9b3ae219315f5b47cd8bb8
io.javaoperatorsdk	micrometer-support	2.1.2		1a826eb9d59b5271045c8f6430f52d06dcd2c1d5
io.javaoperatorsdk	micrometer-support	2.1.3		20e0759ec7f2e57bae800a041bbb3d841a7b8f00
io.javaoperatorsdk	micrometer-support	2.1.4		b78bcdfee38491bd24d8fdf9336e556cbde7a3a0
io.javaoperatorsdk	micrometer-support	3.0.0		2b231fc92838573410637063acedab31868de1a2
io.javaoperatorsdk	micrometer-support	3.0.0.RC1		3b0cde5c0a2a7891d2088f41cc687d9c0d475f82
io.javaoperatorsdk	micrometer-support	3.0.0.RC2		61164aa9b87b479a83cb2b73dd1c3925a91cc68e
io.javaoperatorsdk	micrometer-support	3.0.0.RC3		cabac8f7c855afff095f6021be6a318a42a32a3d
io.javaoperatorsdk	micrometer-support	3.0.0.RC4		3811ac6b09e445f1339b34ea4eaa48b7efd34141
io.javaoperatorsdk	micrometer-support	3.0.0.RC5		2b844fa6118a7995a778739147d0040eaad939a5
io.javaoperatorsdk	micrometer-support	3.0.1		fc367cb938b484373616b1f47571afb8dd4877e9
io.javaoperatorsdk	micrometer-support	3.0.2		ed4c76dd2564effd0955f694d191b20e5722d797
io.javaoperatorsdk	micrometer-support	3.0.3		74f66ed7cd620b159eefaa59050d5d512adde874
io.javaoperatorsdk	micrometer-support	3.0.4		2176b7fe5c8b79ea43bf6399ef8f4549024693d6
io.javaoperatorsdk	micrometer-support	3.1.0		6e55bbf8eb5a2fb63d67026f17d5379041972569
io.javaoperatorsdk	micrometer-support	3.1.1		f883ffc53f65bf869a46cb65dadcb1d8a8c7d37d
io.javaoperatorsdk	micrometer-support	3.2.0		6cd6a9dc9ad2dd3e32e1c37a926bdaf702781cf8
io.javaoperatorsdk	micrometer-support	3.2.1		bf11dc3cdc269475d6b1b34b6788a26fd7fdb528
io.javaoperatorsdk	micrometer-support	3.2.2		4afa97b1f1ed028922d8ce1fd6f0f506225f2eb4
io.javaoperatorsdk	micrometer-support	3.2.3		1ba2cde7a7f1c7535c65270f12834f5fe4532b77
io.javaoperatorsdk	micrometer-support	3.2.4		7190093173e4f144acc86cb3b08624c053394742
io.javaoperatorsdk	micrometer-support	4.0.0		c2c26afa1111fa4ac850e661fe8efd30ecbab9e5
io.javaoperatorsdk	micrometer-support	4.0.1		a65a39e4dc7c6b41de12c90c348006fbde26fe25
io.javaoperatorsdk	micrometer-support	4.0.2		9db9003c2e356937818183827eba82e433b58c6d
io.javaoperatorsdk	micrometer-support	4.0.3		1a5003afc482305a8cf5e41efd5d06e84a962cdb
io.javaoperatorsdk	micrometer-support	4.1.0		519d220c36c100ecb92f8eb7fbb323700cf85724
io.javaoperatorsdk	micrometer-support	4.1.1		c1581728c6e323fab40ba2e9bb26b51a338b0e1a
io.javaoperatorsdk	micrometer-support	4.1.2		ddd10f4492378e958b5420be5b76c76ed2b06f49
io.javaoperatorsdk	micrometer-support	4.2.0		be43b3262d3046831577f0e6485da46359807fcd
io.javaoperatorsdk	micrometer-support	4.2.1		3adeb00bec9eeda747d9108647a22fcf8a595c7a
io.javaoperatorsdk	micrometer-support	4.2.2		6b58548427afa041e35c5cadeee3d23ea1605c0e
io.javaoperatorsdk	micrometer-support	4.2.3		275ed9a33110c33acfb6f9e030aad441224e50a4
io.javaoperatorsdk	micrometer-support	4.2.4		af7d7324ca1f554e440cd48465f1a31d6142ecec
io.javaoperatorsdk	micrometer-support	4.2.5		9db77b09e7baabafa817b4148aa0b92732a5d2ad
io.javaoperatorsdk	micrometer-support	4.2.6		fb890b9ee5be9865b8c68519d26b0628c368961b
io.javaoperatorsdk	micrometer-support	4.2.7		c74057321fcd75d3b2e5ddb52ff92aad27f99e24
io.javaoperatorsdk	micrometer-support	4.2.8		4582cfc8720c9b1d658026ed4cbe8f112eaaac2a
io.javaoperatorsdk	micrometer-support	4.3.0		d5d483da0811f4a20dbe5c9e133a1a3489f839f2
io.javaoperatorsdk	micrometer-support	4.3.1		160c42091f453e2b5d22d86077d1dad26649e4fc
io.javaoperatorsdk	micrometer-support	4.3.2		1358433df6c13f6070924e6488eec951f3846225
io.javaoperatorsdk	micrometer-support	4.3.3		dbc0b7477dc2f8cbb1a29a72bf2be7b28a7eb1b8
io.javaoperatorsdk	micrometer-support	4.3.4		e8946286f0a77e1ba3d8d47e7950fbacff00be40
io.javaoperatorsdk	micrometer-support	4.3.5		37fd107729e9836d0f503867189c10ca7b89a469
io.javaoperatorsdk	micrometer-support	4.4.0		4987a92415943ff47135fe6e3d20ef7bc93bd45c
io.javaoperatorsdk	micrometer-support	4.4.1		2ed572490e7c63788076fc624dfafa78e0201c58
io.javaoperatorsdk	micrometer-support	4.4.2		278ca375145cc38871ae3d1f170300f9112aeb06
io.javaoperatorsdk	micrometer-support	4.4.3		6f0f7959d5c7ca327dd946542f5bccc0a251432f
io.javaoperatorsdk	micrometer-support	4.4.4		627a2a903ff3242b8a7fe53ced291abfe88d3fd0
io.javaoperatorsdk	micrometer-support	4.5.0		8f18cff075933b35f0c58aaf0bc85cc79b60b510
io.javaoperatorsdk	micrometer-support	4.6.0		19110efeae12b6bc02ed2551c77a9876bfbc6fbc
io.javaoperatorsdk	micrometer-support	4.6.1		f7a04639e4ee3860c5da46072cd1b443469e3a33
io.javaoperatorsdk	micrometer-support	4.6.2		c02cee107d29a721b55d09238671e895da698c42
io.javaoperatorsdk	micrometer-support	4.7.0		af44174065ba3e25b245f46beb9eed70f121f3a4
io.javaoperatorsdk	micrometer-support	4.7.1		46df74a5f30e385e94eb7f2cf1f028b8975dfa8d
io.javaoperatorsdk	micrometer-support	4.8.0		19eac263fdc2a258304d1cc2b4bdd7c411c9a08e
io.javaoperatorsdk	micrometer-support	4.8.1		d31fa3184c5ba495c472f8c20124350c02f4d859
io.javaoperatorsdk	micrometer-support	4.8.2		6be57baf684af862949db5c82dafc98163471a80
io.javaoperatorsdk	micrometer-support	4.8.3		c2318dcf894bd5cac55e6ceecbb2ff0490fc97b7
io.javaoperatorsdk	micrometer-support	4.9.0		78693d312260cec1b0557a992302b3bba4dcef47
io.javaoperatorsdk	micrometer-support	4.9.1		38f0a7c3ae38ab4447e9cacf1d081beb98e1aa00
io.javaoperatorsdk	micrometer-support	4.9.2		5df694956eb670cecb1a7e5648f10838186805fc
io.javaoperatorsdk	micrometer-support	4.9.3		6276cebbf9f87564e487af55c5a8015dd4f5aad1
io.javaoperatorsdk	micrometer-support	4.9.4		00541390e53a17558224b0c5a395fb0989a91174
io.javaoperatorsdk	micrometer-support	4.9.5		dbcc032253f850be2c7681ff074693d78596a159
io.javaoperatorsdk	micrometer-support	4.9.6		06aa5ae93508892c6a63e9bdc30a22c9231bdd34
io.javaoperatorsdk	micrometer-support	4.9.7		b1b7f5b5ed32aca1e6f8e4e8639211785ce638da
io.javaoperatorsdk	micrometer-support	5.0.0		b6842a9202da84b5b4a45a0f2edc6b1f84253029
io.javaoperatorsdk	micrometer-support	5.0.0-RC1		cc6d0dc50b792cdda02cc495ffff0d9c52a765dd
io.javaoperatorsdk	micrometer-support	5.0.0-beta1		d8d44d49bd7c7597d5ddfdbe2cfc207282ddc4c0
io.javaoperatorsdk	micrometer-support	5.0.1		61ae6b45aa9d00387b19cfd1ec68b6a6d177f305
io.javaoperatorsdk	micrometer-support	5.0.2		90915406bfb3dcff7351c9c01012789843ddbd6b
io.javaoperatorsdk	micrometer-support	5.0.3		e8d18edc02d13a1914da6df81f569d29e4b3d089
io.javaoperatorsdk	micrometer-support	5.0.4		82bfb3c5d6412505f2cb62585ff6fe26566f4828
io.joynr.java.messaging.websocket	joynr-websocket-client	0.13.0		e9cfa564db8ff1bd814f96e5f536e82891eb45cf
io.joynr.java.messaging.websocket	joynr-websocket-client	0.14.0		6d1d2f18659513de1c0e0254f1fe398632c26393
io.joynr.java.messaging.websocket	joynr-websocket-client	0.14.1		5c2efc932f952b96a3f0c9c6fe4b8a111b56701b
io.joynr.java.messaging.websocket	joynr-websocket-client	0.14.2		fb2d02c6f3b1e445f55f3339a2c29f12832508f8
io.joynr.java.messaging.websocket	joynr-websocket-client	0.14.3		b73ba2d8c6172d01dad78b063522c56cf4a20b56
io.joynr.java.messaging.websocket	joynr-websocket-client	0.15.0		946468da687611704b272a0bb8cb0bc8d911c94a
io.joynr.java.messaging.websocket	joynr-websocket-client	0.15.1		60b503d7b023bd98d8200254b7797ebb0d58aac7
