ai.h2o	google-analytics-java	1.1.2-H2O-CUSTOM		142df8c9e419b7d9a532f18bfe3f55bdc8801be8
com.techsophy	awgment-commons	0.1.6	plain	2e576c9cd8afca339086eb2e42fb7ce5907eb6e1
com.thoughtworks.deeplearning	logs_2.11	2.0.0-M0		774b0629c22be2903ba33d6445170712e370a409
com.thoughtworks.deeplearning	logs_2.11	2.0.0-M1		32a25258180f861dd866c29cd691ada0f1cd4496
com.thoughtworks.deeplearning	logs_2.11	2.0.0-M2		26bf122a83a670ac012c9b7915875452e398af44
com.thoughtworks.deeplearning	logs_2.11	2.0.0-M3		bfda67ffcc27bf9d98eb0b824c7a19950e44ae7f
com.thoughtworks.deeplearning	logs_2.11	2.0.0-M4		463d99422f7192d9c894209a3fcd5fd760cef456
com.thoughtworks.each	each_sjs0.6_2.11	0.4.2		fb0b756a1316b78aaec421b734dc53ae0aeedab4
com.thoughtworks.each	each_sjs0.6_2.11	0.4.3		03b737bae363f7c557df9f82500c6fa20f2db334
com.thoughtworks.each	each_sjs0.6_2.11	0.5.0		8d745f3b42ec25d0912c4df3ffb3a862db9f8f92
com.thoughtworks.each	each_sjs0.6_2.11	0.5.1		2fd19a0d01e60e339342f47d0dfe50ad2f28b1e6
com.thoughtworks.each	each_sjs0.6_2.11	0.6.0		7a215bd821620bea0089bc560d7dcb8f0abb23aa
com.thoughtworks.each	each_sjs0.6_2.11	1.0.1		4df0041a75e1c67b17bd7ac1f96a5049e542f4a1
com.thoughtworks.each	each_sjs0.6_2.11	2.0.0		30173c7b7c068dfebb131f56a753a91bca193323
com.thoughtworks.each	each_sjs0.6_2.11	3.0.0		346a47a6169adcb87f138b54cc0a3589b4493295
com.thoughtworks.each	each_sjs0.6_2.11	3.0.1		d34b5e46c5eb10defe5cde61a637b96c5790b9bf
com.thoughtworks.each	each_sjs0.6_2.11	3.1.0		2464ff3d56b13e94564df97cc8cd992496010f40
com.thoughtworks.each	each_sjs0.6_2.11	3.1.1		e18ab1dc0d0d4bae31bc6692678cb9185c54cd0d
com.thoughtworks.each	each_sjs0.6_2.11	3.1.2		d78cd9f3fbeef400912bdb620f7930ecb3e4747e
com.thoughtworks.each	each_sjs0.6_2.11	3.2.0		72c0bc4d60ce9768485ac79dada257f1002bff09
com.thoughtworks.each	each_sjs0.6_2.11	3.3.0		8c3cc1c7cf3be92c7cb4fe23f7320653bea43f8c
com.thoughtworks.each	each_sjs0.6_2.11	3.3.1		14b8d22d37e016552059bc56c17be2eb320a35c0
com.thoughtworks.each	each_sjs0.6_2.11	3.3.1+120-3197a7e9		9e5afa34229516dcc95b0cc7d5265493c73d70e1
com.thoughtworks.each	each_sjs0.6_2.11	3.3.1+127-3b16e8ea		cd79230a7dae86be01fedee2dcd9267ae5fa5922
com.thoughtworks.each	each_sjs0.6_2.11	3.3.1+128-bb993181		c6e0e039d7b7c54258e0162893fc112df7650abb
com.thoughtworks.each	each_sjs0.6_2.11	3.3.1+129-655121f5		75adb1cc8d5577a7212da571e772ce9ce04ac617
com.thoughtworks.each	each_sjs0.6_2.11	3.3.1+132-27862b14		940cb13078c51a86e84074cc7abb264c625f3de6
com.thoughtworks.each	each_sjs0.6_2.11	3.3.1+160-21188074		9e89fa192d1cbeab5b793e94de1ad29b9654aa94
com.thoughtworks.each	each_sjs0.6_2.11	3.3.1+163-cbf6617b		272ca1ba7102a97a2238a1e347e6b89c9c79f1d6
com.thoughtworks.each	each_sjs0.6_2.11	3.3.1+164-978a4d32		bd028bcce354fe6d0cb9caeb609a7bc8b878e787
com.thoughtworks.each	each_sjs0.6_2.11	3.3.1+165-0677169d		0c4ace9c457c98f107aa25852831dd95ef524114
com.thoughtworks.each	each_sjs0.6_2.11	3.3.1+166-dc2a2a32		b50aca87e79464278e87b89e6670e0ffcba7f006
com.thoughtworks.each	each_sjs0.6_2.11	3.3.1+167-07f20059		c234afbb5ec10fa8cc7035de3107a886482b2120
com.thoughtworks.each	each_sjs0.6_2.11	3.3.1+168-bce3933f		4723a10837d979db1f7f82d971e314162bd48481
com.thoughtworks.each	each_sjs0.6_2.11	3.3.1+169-24b2b0ab		e4786713e3255b8498eab211a43f478be437b8ed
com.thoughtworks.each	each_sjs0.6_2.11	3.3.1+170-fdcab337		a675dae0fd2a843a2bf497a02d73a5f05f59919f
com.thoughtworks.each	each_sjs0.6_2.11	3.3.2		ec92ef4451953018584b0dfed2707a32a9607000
com.thoughtworks.each	each_sjs0.6_2.11	3.3.2+1-bc248d1f		0df95d67dc70fb00a2dcbd27ec71de94c019e37d
com.thoughtworks.each	each_sjs0.6_2.11	3.3.2+2-2902a027		1f8e9de0511fc6dd0527164f39e5a286d304f65b
com.thoughtworks.each	each_sjs0.6_2.11	3.3.2+3-6f3b2f5a		632e16a1592cec88e5715af28090b163ca066d1f
com.thoughtworks.each	each_sjs0.6_2.11	3.3.2+4-4e28a486		d6e7f5d45ec4d45132161af436218b5d2cc5907d
com.truward.di	micro-di-root	1.0.11		N/A
com.truward.di	micro-di-root	1.0.9		N/A
com.typesafe.akka	akka-typed-experimental_2.12.0-M2	2.4-M3		3bb68cd473fbe2e8b7e888ef9526164d7b1ccbb0
com.typesafe.akka	akka-typed-experimental_2.12.0-M2	2.4.0		abeb1c2c1099bed5162235fec55e1637199b475d
com.typesafe.akka	akka-typed-experimental_2.12.0-M2	2.4.0-RC1		e5e477eb493d47bb3dd3a5a4875083ad702be4cb
com.typesafe.akka	akka-typed-experimental_2.12.0-M2	2.4.0-RC2		0c1c8ea9ceaddfed28018a850d0087792dd8a5ba
com.typesafe.akka	akka-typed-experimental_2.12.0-M2	2.4.0-RC3		e0a63a1f6c749fac24713b75c247c95b1ca4de1d
com.walterjwhite.java.examples	heartbeat	0.0.17		caf98e2dce37ee33d653f117489d90062e786d70
com.wudgaby.platform	basis-project-security-core	1.0.0		56029fba346b86d34e38983a09fe4bc1be2b59fb
com.wudgaby.platform	basis-project-security-core	1.0.2		a346c36d3ff0bfb5438e5b20cb6690c501f6bf29
com.wudgaby.platform	basis-project-security-core	1.0.4		3f7e400aeb8a6151dab91c5c28217c46d8a77792
com.wudgaby.platform	basis-project-security-core	1.0.5		8445414af240ac60ccf5962c902ceee147886012
com.wudgaby.platform	basis-project-security-core	1.0.7		9ee1a847914cc17443e546574b27dc370e624a65
com.wudgaby.platform	basis-project-security-core	1.1.0		1aa7902a3574f9ac93031eabbe8d4b2ccdc97c5d
com.wudgaby.platform	basis-project-security-core	1.1.2		379eef73c1a78fe64f6d6b830a10b41df03fed80
com.yxt.opensdk	library_photoviewer	1.0		N/A
com.yxt.opensdk	library_photoviewer	1.1		N/A
commons-fileupload	commons-fileupload	1.0		2366159e25523d99e96d05211a2fa5399c938735
commons-fileupload	commons-fileupload	1.0-beta-1		a6bb737b6e640694dbd50f894c00f294db946576
commons-fileupload	commons-fileupload	1.0-rc1		c20e3ed3b5c0ec6fc9ad33d27a422c4ec072f0f1
commons-fileupload	commons-fileupload	1.1		b2d02a766acfe31d6541c44c7d17cc9375b8aca1
commons-fileupload	commons-fileupload	1.1.1		d587a50727ba905aad13de9ea119081403bf6823
commons-fileupload	commons-fileupload	1.2		a10c06183fe21f3bb3dda3b5946b93db6e2ad5cc
commons-fileupload	commons-fileupload	1.2.1		384faa82e193d4e4b0546059ca09572654bc3970
commons-fileupload	commons-fileupload	1.2.2		1e48256a2341047e7d729217adeec8217f6e3a1a
commons-fileupload	commons-fileupload	1.3		c89e540e4a12cb034fb973e12135839b5de9a87e
commons-fileupload	commons-fileupload	1.3.1		c621b54583719ac0310404463d6d99db27e1052c
commons-fileupload	commons-fileupload	1.3.2		5d7491ed6ebd02b6a8d2305f8e6b7fe5dbd95f72
commons-fileupload	commons-fileupload	1.3.3		04ff14d809195b711fd6bcc87e6777f886730ca1
commons-fileupload	commons-fileupload	1.4		f95188e3d372e20e7328706c37ef366e5d7859b0
commons-fileupload	commons-fileupload	1.5		ad4ad2ab2961b4e1891472bd1a33fabefb0385f3
de.digitalcollections.cudami	dc-cudami-server-backend-lobid	3.7.0		ed08c2d70923d8fcf1b99e5dc3309f6fc0c46b3b
de.digitalcollections.cudami	dc-cudami-server-backend-lobid	4.0.0		366601dea7a04ca26a17c3a1e837939d82fc3a16
de.digitalcollections.cudami	dc-cudami-server-backend-lobid	4.0.1		208edc745b3d0f80ab5484c4a63af6c4ee1317c5
de.digitalcollections.cudami	dc-cudami-server-backend-lobid	4.1.0		411d1be52f0637c7a3f3dc058b1751c87b5b36da
de.digitalcollections.cudami	dc-cudami-server-backend-lobid	4.1.1		de3839dfdb80c079d523116192f4fffdf1b8c7e0
de.digitalcollections.cudami	dc-cudami-server-backend-lobid	4.2.0		85671ec9575419256e855658ea46a49976339871
de.digitalcollections.cudami	dc-cudami-server-backend-lobid	4.3.0		c12616fdbf9de5e622a61bbf98b4adaaf2e1b916
de.digitalcollections.cudami	dc-cudami-server-backend-lobid	4.4.0		437d3cbb62c89b724a801590b365f950c9ba35f3
de.digitalcollections.cudami	dc-cudami-server-backend-lobid	4.4.1		010e9d941a5760c1e1e97637d3970d17c7f1db42
de.digitalcollections.cudami	dc-cudami-server-backend-lobid	4.4.2		a9fa04892a9de1312a6f8da93d4b57c259d88267
de.digitalcollections.cudami	dc-cudami-server-backend-lobid	4.4.3		494bbc85e03526a29621bcf65a1e9493bfc930e0
de.digitalcollections.cudami	dc-cudami-server-backend-lobid	4.4.4		4b10291f5d21abce4431a94cc8814b4d77755be5
de.digitalcollections.cudami	dc-cudami-server-backend-lobid	4.5.0		bd63f175e61f6479740b4116417960cb52b8ae91
de.digitalcollections.cudami	dc-cudami-server-backend-lobid	4.5.1		d69af23fe452278c839ce5f64f28bd3a50f0dec7
de.digitalcollections.cudami	dc-cudami-server-backend-lobid	4.5.2		42e30c215cbd579d7ec9e6e59ce6e09648fa70a2
de.digitalcollections.cudami	dc-cudami-server-backend-lobid	4.5.3		de061209d82401d404a9c215fd762dde84be4501
de.digitalcollections.cudami	dc-cudami-server-backend-lobid	5.0.0		b9112a10b2848b79bd1c799f959dfb05b4f51a22
de.digitalcollections.cudami	dc-cudami-server-backend-lobid	5.0.0-RC1		a70ff315bf6ebb38e47d8953f9f02797c6d49151
de.digitalcollections.cudami	dc-cudami-server-backend-lobid	5.0.0-RC2		2b3c1da5434762d0f872583083605c63aa7086da
de.digitalcollections.cudami	dc-cudami-server-backend-lobid	5.0.0-RC3		b95109961c1084def5d9a023ff2a8b8b74214d5b
de.digitalcollections.cudami	dc-cudami-server-backend-lobid	5.0.1		3cfde6b69d8c2f0dfaf5fca3bb12281b298ebd6f
de.digitalcollections.cudami	dc-cudami-server-backend-lobid	5.1.0		8e3b0cda47ada4de3aa8144e5bcda319114c1528
de.digitalcollections.cudami	dc-cudami-server-backend-lobid	5.1.0-RC1		26e5ebdef4e7e36be2cd29a61ee71e985fe476a2
de.digitalcollections.cudami	dc-cudami-server-backend-lobid	5.2.0		4801045513d1eec9e617d72105bc663cf6c3b72c
de.digitalcollections.cudami	dc-cudami-server-backend-lobid	5.2.0-RC1		0bdd5034e40b0a54170a107082e0e5721822aa8e
de.digitalcollections.cudami	dc-cudami-server-backend-lobid	5.2.0-RC2		5fb1d4817d6bc7b3a6d1fd2772fd41a033ba0cb3
de.digitalcollections.cudami	dc-cudami-server-backend-lobid	5.2.0-RC3		ecd5ec42b0e37e8e2cb352efb9283e6b01654ca5
de.digitalcollections.cudami	dc-cudami-server-backend-lobid	5.2.1		0183fc075ab95d4bed4a0f89baa5e3bb70021f3c
de.digitalcollections.cudami	dc-cudami-server-backend-lobid	5.2.2		8c4fdb80b7419e59fa3504603b7cd817b07d6532
de.digitalcollections.cudami	dc-cudami-server-backend-lobid	5.2.3		d27e99714f660a88f67e168c9479a18add258e53
de.digitalcollections.cudami	dc-cudami-server-backend-lobid	5.2.4		7eef5f016ad016ebc1eda748c7b5830abfbd3b3d
de.digitalcollections.cudami	dc-cudami-server-backend-lobid	5.2.5		1b2366e2d5fa2f68523d7d65ff862ac50e958169
de.digitalcollections.cudami	dc-cudami-server-backend-lobid	6.0.0		06c2be3df82d674196df12d0ad45af1f85ec9f6e
de.digitalcollections.cudami	dc-cudami-server-backend-lobid	6.0.0-RC1		9e67024f550c9ea91a73d95e8cbdb181552e43e2
de.digitalcollections.cudami	dc-cudami-server-backend-lobid	6.0.0-RC2		456ac162b6f1b4656f5497a9aa4199a1cf56e218
de.digitalcollections.cudami	dc-cudami-server-backend-lobid	6.0.0-RC3		8ee61f79c3558980536fc1da436b2d4638576b29
de.digitalcollections.cudami	dc-cudami-server-backend-lobid	6.0.0-RC4		f09482cd065f781fc2df08d483991588c0234190
de.digitalcollections.cudami	dc-cudami-server-backend-lobid	6.0.0-RC5		430d2d1584ff8af691f428e37bba902521bc9954
de.digitalcollections.cudami	dc-cudami-server-backend-lobid	6.0.0-RC6		1ef8b81857c722d25acf38c42f2123edfedd3006
de.digitalcollections.cudami	dc-cudami-server-backend-lobid	6.1.0		6600cb97c533d66753e136b1bc567e07532f8870
de.digitalcollections.cudami	dc-cudami-server-backend-lobid	6.1.0-RC1		de87a22fa4c59cccb2d318142dc101e2693de757
de.digitalcollections.cudami	dc-cudami-server-backend-lobid	6.1.1		c3179699ea2609b0d7a00eefaedf151555b039a8
de.digitalcollections.cudami	dc-cudami-server-backend-lobid	6.1.2		4fd24cfedaefe81eab695353cd424f4a51b13bcc
de.digitalcollections.cudami	dc-cudami-server-backend-lobid	6.1.3		34c728aaa690cc82301842ebfc2f6121ef8f616b
de.digitalcollections.cudami	dc-cudami-server-backend-lobid	6.1.4		b0f4f77a4911f16b619a74da315aff13c4132041
de.digitalcollections.cudami	dc-cudami-server-backend-lobid	6.2.0		3996f9c51c777aa3e762f4b5a12bfd3c076dd1ad
de.digitalcollections.cudami	dc-cudami-server-backend-lobid	6.2.0-RC1		0225d70f5562bb3a906e585cd798a1c29653c1d4
de.digitalcollections.cudami	dc-cudami-server-backend-lobid	6.2.1		e2a25ec26836c4d8fe7129920f19a20a9b99cdb4
de.digitalcollections.cudami	dc-cudami-server-backend-lobid	6.2.2		e3a4a3a781d04551edd2d1e144eeb48125d6176e
de.digitalcollections.cudami	dc-cudami-server-backend-lobid	6.2.3		c17655ee3424337031e2b51a6d6a2487caf5ff77
de.digitalcollections.cudami	dc-cudami-server-backend-lobid	7.0.0		fc0eb754508a84198b208518154a0f8e06daa5f3
de.digitalcollections.cudami	dc-cudami-server-backend-lobid	7.0.0-RC1		fa79243cf2b9c74deb7cda3b9b5c7e7d40911b88
de.digitalcollections.cudami	dc-cudami-server-backend-lobid	7.0.0-RC2		66119264d63ddf0db754150abe84346c009c850a
de.digitalcollections.cudami	dc-cudami-server-backend-lobid	7.0.0-RC3		39048cd8b7bc2a7226fc36b046df9dbd0ee42631
de.digitalcollections.cudami	dc-cudami-server-backend-lobid	7.1.0		bfddbd0825246acdc9ef98b245ba2a453b23417a
de.digitalcollections.cudami	dc-cudami-server-backend-lobid	7.1.0-RC2		2b8032675c79feddb71406407c5a1c64d73a06ca
de.digitalcollections.cudami	dc-cudami-server-backend-lobid	7.1.0-RC3		9d33528d2c42308520111a4b1d200c3e8cbfdaf5
de.digitalcollections.cudami	dc-cudami-server-backend-lobid	7.1.0-RC4		6d03253d3e0f5cc57643d91bdc456b0e766505c1
de.digitalcollections.cudami	dc-cudami-server-backend-lobid	7.1.1		f8745ea4394aef03c7fdb78ac3b9237ebd347adc
de.digitalcollections.cudami	dc-cudami-server-backend-lobid	8.0.0		3770ae8116c8edbd0922d8bcae594dd7aab7af7a
de.digitalcollections.cudami	dc-cudami-server-backend-lobid	8.0.0-RC1		4aa39d1d60871020db8d383134046abb9ceb09a2
de.digitalcollections.cudami	dc-cudami-server-backend-lobid	8.0.0-RC2		ef68a6d10939072a7df5bb40dda4f4fccd46778d
de.digitalcollections.cudami	dc-cudami-server-backend-lobid	8.0.1		8c63fe8b5ce7a480798d9ce118e4058d7c5ca64e
de.digitalcollections.cudami	dc-cudami-server-backend-lobid	8.0.1-RC1		78584a31145c9fec38c4d87191f6d370785e46bf
de.digitalcollections.cudami	dc-cudami-server-backend-lobid	8.0.2		285d333a95a54aaa262e664d626d43d383204e63
de.digitalcollections.cudami	dc-cudami-server-backend-lobid	8.0.3		f9f1b787cc39d80f0c4d4fe40a60fcac353443e5
de.digitalcollections.cudami	dc-cudami-server-backend-lobid	8.0.3-RC1		6e55a89157806fc023cd4881bbe6307d087fb6e5
dev.inmo	micro_utils.transactions-linuxarm64	0.25.3		N/A
dev.inmo	micro_utils.transactions-linuxarm64	0.25.4		N/A
dev.inmo	micro_utils.transactions-linuxarm64	0.25.5		N/A
dev.programadorthi.routing	ksp-core-annotations-tvosarm64	2.0.0-alpha02		N/A
dev.programadorthi.routing	ksp-core-annotations-tvosarm64	2.0.0-alpha02	metadata	79c7fcae66be302c839f0bb22a26801199671c36
dev.programadorthi.routing	ksp-core-annotations-tvosarm64	2.0.0-alpha03		N/A
dev.programadorthi.routing	ksp-core-annotations-tvosarm64	2.0.0-alpha03	metadata	eb67aa925e3d1909430d669fc9e93dc471722569
dev.zio	zio-mock_native0.4_2.12	1.0.0-RC10		11fc90469a1da6eb7ef3d7a90490f60f6d9b1d58
dev.zio	zio-mock_native0.4_2.12	1.0.0-RC11		b25ced91cc06e4748a17d39897246a955d730bd0
dev.zio	zio-mock_native0.4_2.12	1.0.0-RC12		bc7c12628461a926dd452d2eeafb60938cfc0ffd
dev.zio	zio-mock_native0.4_2.12	1.0.0-RC2-2		1f8c94791ed22f9025d0bb873e85187fb5d8012f
dev.zio	zio-mock_native0.4_2.12	1.0.0-RC3		e1d82badfe80d882fc6b02bfd78c12a8f49f4011
dev.zio	zio-mock_native0.4_2.12	1.0.0-RC5		b481162360f390dec9b4ff7b1043e0addcad0f2f
dev.zio	zio-mock_native0.4_2.12	1.0.0-RC6		d68172d965b6bfda0ed2b0101abb4c0191aa4138
dev.zio	zio-mock_native0.4_2.12	1.0.0-RC8		e43f27f95827a4728fc2922f4af4bb1382cc8f06
dev.zio	zio-mock_native0.4_2.12	1.0.0-RC9		7fb9c9d05b73e487ec443b8a1627a3ae2ba06f33
eu.maveniverse.maven.nisse.sources	file-source	0.1.0		9e25a4df31268983a6452e0d91a4e5066ea832d2
eu.maveniverse.maven.nisse.sources	file-source	0.1.1		fad72952aeb99bd49a1fb9c46a140cbc834748d8
eu.maveniverse.maven.nisse.sources	file-source	0.2.0		20c6eb3ccbe600b26a9903174cdbb5d606e24a7b
eu.maveniverse.maven.nisse.sources	file-source	0.2.1		875862897acee466c8d0f0912cf53aa0a14c4888
eu.maveniverse.maven.nisse.sources	file-source	0.3.0		2fa4283c4a4f99c412cacbc211ef73d088b264b9
eu.maveniverse.maven.nisse.sources	file-source	0.3.1		63ed9436e64509c5624727d4225090dcddff0265
eu.maveniverse.maven.nisse.sources	file-source	0.3.2		afcc710050e8d27b0fb86dba4510d2aae5e47d75
eu.maveniverse.maven.nisse.sources	file-source	0.3.3		72cf2ebd804c50f9fe96855b4aeaad012b92fca6
eu.maveniverse.maven.nisse.sources	file-source	0.3.4		1a12341c93b4c5b8c4d4018e9080a0f035cabf99
eu.maveniverse.maven.nisse.sources	file-source	0.4.0		c5ae6b50a88b7ff653cfb19ce71f43ac31064783
eu.maveniverse.maven.nisse.sources	file-source	0.4.1		7dde61c84c9a7fa9eaa42260a3bd31fb0565662d
eu.maveniverse.maven.nisse.sources	file-source	0.4.2		1ee305a5fa93d89f71daf79e414c3b768ff2a5a4
eu.maveniverse.maven.nisse.sources	file-source	0.4.3		3f85f8acbda015e9ba0acbd260a49d1fb53b3bfe
eu.maveniverse.maven.nisse.sources	file-source	0.4.4		0548e2dabe7b1eb9fb4926989e0a2188c0548a77
foundation.fluent.api	spring-boot-jpa-search-starter	0.10		3a7d714fe9224b32a63fd92afa8340c283b36878
foundation.fluent.api	spring-boot-jpa-search-starter	0.11		3b6c93c0df0e453b6a3abf9a2603f50443e5b14f
foundation.fluent.api	spring-boot-jpa-search-starter	0.12		363f2e669eb96df3e5f444afbb9c280e1ca1ea3b
foundation.fluent.api	spring-boot-jpa-search-starter	0.13		953257826f2fda281e42ed3c5f402ef85925c77a
foundation.fluent.api	spring-boot-jpa-search-starter	0.14		797762459b4aaa4ee53b047abdc1861abefd7868
foundation.fluent.api	spring-boot-jpa-search-starter	0.15		d4f93f8a62e9d4cddd597c19bbae744bfc799773
foundation.fluent.api	spring-boot-jpa-search-starter	0.16		0c0bc0c29f272205fad0b85a38042672aa69cd7c
foundation.fluent.api	spring-boot-jpa-search-starter	0.17		f90de699334eaf8596e1e8d610f8c76331bd4620
foundation.fluent.api	spring-boot-jpa-search-starter	0.18		c45212637db3e64bfa6347baf5c211fbd6e0e506
foundation.fluent.api	spring-boot-jpa-search-starter	0.19		b787778aece0adbe6b5572ea2e47d73b4cc5f4c0
foundation.fluent.api	spring-boot-jpa-search-starter	0.20		c63cc1cdf247a3c97b2976709b8a017e07f9c9bc
foundation.fluent.api	spring-boot-jpa-search-starter	0.21		43c9cf3c6fb4dabc2d363614ae179a9e0e2d34f6
foundation.fluent.api	spring-boot-jpa-search-starter	0.22		0a47d9cd2318a8532d30219601f2659fc44d8df1
foundation.fluent.api	spring-boot-jpa-search-starter	0.23		e890c11185db6937f42be3c642140a437b13bf28
foundation.fluent.api	spring-boot-jpa-search-starter	0.24		84ea2e61b2b1f3964c0472c38c79d3f3d965322c
foundation.fluent.api	spring-boot-jpa-search-starter	0.25		31824c3268b9cd9ddc827cd11f4109864bbd0e88
foundation.fluent.api	spring-boot-jpa-search-starter	0.26		a7d11f7f9016d120b98c3dda74b24da5eb986104
foundation.fluent.api	spring-boot-jpa-search-starter	0.27		1617a57420ef2d7df2ff3d517a61f473dc44381d
foundation.fluent.api	spring-boot-jpa-search-starter	0.28		749e75c118c4312456145eff3a5a55c9936f0617
foundation.fluent.api	spring-boot-jpa-search-starter	0.29		e0b1346405ff7e82cc93fa4282e84e48ec067177
foundation.fluent.api	spring-boot-jpa-search-starter	0.8		509c95c908f98381825cf1e8f0371f6a9e98eee5
foundation.fluent.api	spring-boot-jpa-search-starter	0.9		e533b2294288473c6b2b63234dcc482cc3b4a319
fr.velossity.osgi	TwitterService	1.0.0		809dcb117a11d3209d1206d0b73395652a9fd8fd
fr.velossity.osgi	TwitterService	1.0.1		73e275f780fc337779d406c6d03f0596eccff289
io.bootique.jdbc	bootique-jdbc-hikaricp-instrumented	0.25		ee5750928e13b550b8a5e1ac50754dcbb797214c
io.bootique.jdbc	bootique-jdbc-hikaricp-instrumented	1.0		f8ca60400cab3a9812164de6b6a5404c83572fa5
io.bootique.jdbc	bootique-jdbc-hikaricp-instrumented	1.0.RC1		0ffc6c53bba749635899be409aac613b13e7e93c
io.bootique.jdbc	bootique-jdbc-hikaricp-instrumented	1.1		682ff71efc2f7bc86d087db6ecceb99f99f4385a
io.bootique.jdbc	bootique-jdbc-hikaricp-instrumented	1.2		be0aefd13c5bb230e2ca65e4efdcfa26fe984958
io.bootique.jdbc	bootique-jdbc-hikaricp-instrumented	1.3		4f3b3a690d563c512662f578d4926ec6a7c13c4c
io.bootique.jdbc	bootique-jdbc-hikaricp-instrumented	2.0		90dd0199786610a6f04b8531b6073853d2ca3192
io.bootique.jdbc	bootique-jdbc-hikaricp-instrumented	2.0.1		e34fcfe53df2c919f92fe65d13131c9651f34911
io.bootique.jdbc	bootique-jdbc-hikaricp-instrumented	2.0.B1		b97cf8b463062cdbf5569cc2cadc1907da5dca19
io.bootique.jdbc	bootique-jdbc-hikaricp-instrumented	2.0.M1		d545b21fe3eb9a7f5775c10e36df71cfaf23859a
io.bootique.jdbc	bootique-jdbc-hikaricp-instrumented	2.0.RC1		93fd0c45c059cfd05fd1377c231828b867208448
io.bootique.jdbc	bootique-jdbc-hikaricp-instrumented	3.0-M3		e3cb0b02affbacc07a29e42e8ddaf3bace6d85c6
io.bootique.jdbc	bootique-jdbc-hikaricp-instrumented	3.0-M4		715dd2cff18755109cd39fe172619b3643c68a0c
io.bootique.jdbc	bootique-jdbc-hikaricp-instrumented	3.0-M5		8a61503a072a54fd9d88ae9d74380597fa89c163
io.bootique.jdbc	bootique-jdbc-hikaricp-instrumented	3.0-M6		c25b90733e0a5ba48999a7d51fcd99ac6e73b59b
io.bootique.jdbc	bootique-jdbc-hikaricp-instrumented	3.0-RC1		5951c61c895eade9047dbec511b33d97ff507643
io.bootique.jdbc	bootique-jdbc-hikaricp-instrumented	3.0.M1		fe5be9447da7d9c0ba89b606f225bdc266865089
io.bootique.jdbc	bootique-jdbc-hikaricp-instrumented	3.0.M2		b66e93907bec9e4816824b2645104f0d829fb786
io.cellery.observability	gogoproto-java	0.1.0		f2b6bbbefca2081b7066b1628871efda83104912
io.cellery.observability	gogoproto-java	0.2.2		3e675d86242c22617fd7adf1cc40290cd1d76c7c
io.exoquery	exoquery-engine-watchosarm32	2.1.0-1.1.0.PL		N/A
io.exoquery	exoquery-engine-watchosarm32	2.1.0-1.1.0.PL	metadata	45ae1b5a1af6126ba12fcd4590f1510eb168cdfc
io.exoquery	exoquery-engine-watchosarm32	2.1.0-1.1.1.PL		N/A
io.exoquery	exoquery-engine-watchosarm32	2.1.0-1.1.1.PL	metadata	c15c8d17e53fd6c7f57439dd9938170519052c83
io.exoquery	exoquery-engine-watchosarm32	2.1.0-1.1.2.PL		N/A
io.exoquery	exoquery-engine-watchosarm32	2.1.0-1.1.2.PL	metadata	9cccd9df47f41802084150ed3eca7f030570311c
io.exoquery	exoquery-engine-watchosarm32	2.1.20-1.1.2.PL		N/A
io.exoquery	exoquery-engine-watchosarm32	2.1.20-1.1.2.PL	metadata	5b46cceb3c9091b07c38977f41e154111a77a585
io.exoquery	exoquery-engine-watchosarm32	2.1.20-1.2.0.PL	metadata	73956d764486ad3e2d25eb287c119ba9d4b734e3
io.exoquery	exoquery-engine-watchosarm32	2.1.20-1.2.1.PL	metadata	adcf3cddd6ec732dd6179fc3337a12d46aca53ad
io.exoquery	exoquery-engine-watchosarm32	2.1.20-1.2.2.PL	metadata	6769e5ed0fbacc252e626129d34cef427a54781a
io.exoquery	exoquery-engine-watchosarm32	2.1.20-1.2.3.PL	metadata	e58fec035640c6bc29e240c58479a06cc8ed095b
io.github.dumarsma	startappads	2.0.14		N/A
io.github.dumarsma	startappads	2.0.15		N/A
io.github.dumarsma	startappads	2.1.0		N/A
io.github.dumarsma	startappads	2.1.2		N/A
io.github.greycode	shardingsphere-mysql-protocol	5.3.1.1		02b731d4e5682e3f2d235c0f68a6b15a3bec7389
io.github.greycode	shardingsphere-mysql-protocol	5.3.1.2		6f782a6af0634cc29eefdda64505c9b37b90f1e1
io.github.greycode	shardingsphere-mysql-protocol	5.3.1.3		70322e30ce91f21d7ddfa0d6e9141528348205de
io.github.greycode	shardingsphere-mysql-protocol	5.3.2.1		a042c360116d2ccd0cf6f46bd4838d4a202cc273
io.github.greycode	shardingsphere-mysql-protocol	5.3.2.2		3e8b15d87cc962ac7abf63b79aa6bc2d7685ac06
io.github.greycode	shardingsphere-mysql-protocol	5.3.2.3		0ed7c836995698765ea8dd641bf93460f502850d
io.github.greycode	shardingsphere-mysql-protocol	5.3.2.4		b0b3256c8e94419d8068e3976775eb6811670406
io.github.greycode	shardingsphere-mysql-protocol	5.3.3.1		0cd5980db180aa238e871659cfd1471a27ba76c0
io.github.holmofy	spring-data-criteria-jpa-example	3.0.6		2e1d38e41df9d7ddde8ba19aaaab7574bddc239c
io.github.holmofy	spring-data-criteria-jpa-example	3.0.7		e794572c808e0f23391c7d6a1c50aa4e7e06a576
io.github.holmofy	spring-data-criteria-jpa-example	3.0.8		8a21d192c9c6e72f99c2e60e8a50581757df1546
