at.a-sit	grapheme-clusters-linuxx64	0.0.1		N/A
dev.zio	zio-aws-akka-http_2.12	7.31.30.1		61bb73ccb98e216d43e33186dfd164e56dd937fb
dev.zio	zio-aws-akka-http_2.12	7.31.30.2		6e050806799ed53c6d3510a95dc0fd2fc0203f2a
dev.zio	zio-aws-akka-http_2.12	7.31.4.1		555f39a3fa916284e849d377abb45f4f1547aabb
dev.zio	zio-aws-akka-http_2.12	7.31.6.1		f05cb45749cba6b7afdfb9edfde9e4112fda2514
dev.zio	zio-aws-akka-http_2.12	7.31.6.2		3df2f74c58239d74c725750e83b415081227de8f
dev.zio	zio-aws-akka-http_2.12	7.31.6.3		c0c3714937d56041fb697c84e719597338508220
dev.zio	zio-aws-akka-http_2.12	7.31.7.1		b32a88e5c74edfde8c4cd7168f420f2662d6cd2a
dev.zio	zio-aws-akka-http_2.12	7.31.8.1		c391243f2f61af7057c39ef85caf91107a487157
dev.zio	zio-aws-akka-http_2.12	7.31.9.1		6002c087c839cc3aacb33487bfd09b1e49cfa633
fr.inrae.toulouse.metexplore	met4j-reconstruction	1.2.1		b2e03eec74533b60489ea0a6a6d1d2ecd3ff7a4f
fr.inrae.toulouse.metexplore	met4j-reconstruction	1.2.2		08bb03c54d5a3e993becba8b54912e23587df63d
fr.inrae.toulouse.metexplore	met4j-reconstruction	1.3.0		a35a8143b623c5637ce392feb9b04931b0b60555
fr.inrae.toulouse.metexplore	met4j-reconstruction	1.3.1		0e9b5c80138e0704c8f1852da435751b5caf975e
fr.inrae.toulouse.metexplore	met4j-reconstruction	1.4.0		e0bf30ca3b8baa4711c74ec891119ae5ef475fa9
fr.inrae.toulouse.metexplore	met4j-reconstruction	1.5.0		3764bcf21874504fd3e42e9adf74447baa8fc526
fr.inrae.toulouse.metexplore	met4j-reconstruction	1.5.1		3a6a49145e388540b19635459feea99bcaaf27b5
fr.inrae.toulouse.metexplore	met4j-reconstruction	1.5.3		7fa7529a1f8f8f5189a2c319c6adebacf1525146
fr.inrae.toulouse.metexplore	met4j-reconstruction	1.5.4		4eb7674f19663c12286ebeabd73da89a21ed0c40
fr.inrae.toulouse.metexplore	met4j-reconstruction	1.5.5		31af23b7dd85a0044d6199f19b5962a2f7984ae5
fr.inrae.toulouse.metexplore	met4j-reconstruction	2.0.0		963660f93a8c851301d56ffc438c0b8c9009a214
fr.inrae.toulouse.metexplore	met4j-reconstruction	2.0.1		7e4308cc846650415d5944567bf8b892bbb018a7
fr.inrae.toulouse.metexplore	met4j-reconstruction	2.0.2		9b02950d945d5fcbb99c6da14e0a61af65f129d2
io.daio.wild	foundations-iosarm64	0.2.0		N/A
io.daio.wild	foundations-iosarm64	0.2.0	metadata	a21d442fa0faeaf7e64fbca788e83a6c8c8fe829
io.daio.wild	foundations-iosarm64	0.3.0		N/A
io.daio.wild	foundations-iosarm64	0.3.0	metadata	4abe0f5532bc641cd04f94c7b44b95898048e3d5
io.daio.wild	foundations-iosarm64	0.3.1		N/A
io.daio.wild	foundations-iosarm64	0.3.1	metadata	745fbc4f4509736c7f47088a53740c747e69acb4
io.daio.wild	foundations-iosarm64	0.3.2		N/A
io.daio.wild	foundations-iosarm64	0.3.2	metadata	611f5d145062561380382c8d866b0887d693d8ca
io.daio.wild	foundations-iosarm64	0.3.3		N/A
io.daio.wild	foundations-iosarm64	0.3.3	metadata	ad23823c146e788f9886abde5304144ceb19aeb2
io.daio.wild	foundations-iosarm64	0.3.4		N/A
io.daio.wild	foundations-iosarm64	0.3.4	metadata	94eb4b3331db7b3b5c4693d2536374a3ff4e2a46
io.ebean	ebean-datasource-api	10.0		89692440a7915b483f58b2ce079b40352562cbbb
io.ebean	ebean-datasource-api	4.2		350683fa60ea63d7aee3a8a2d62961905a771688
io.ebean	ebean-datasource-api	4.3		7a8dfa518557ce9be9598f980639dd26ef7f2444
io.ebean	ebean-datasource-api	4.4		c9857dc1e6e42fa2152c01dbab7d110849771749
io.ebean	ebean-datasource-api	4.5		507dabdce5508d78549d14b10c3f3bca6221327b
io.ebean	ebean-datasource-api	4.6		8cc0481938fc1118f2ffac57eeb98a759c6c024a
io.ebean	ebean-datasource-api	4.7		c93a4f6e69691be06e6c5b8f8106c0dfb441a79e
io.ebean	ebean-datasource-api	4.8		bdd21ebb3342d988165bc3ecbd8af56e644d7deb
io.ebean	ebean-datasource-api	4.9		cdcef525e44ef432ae1fa624e31a0f57f83b6076
io.ebean	ebean-datasource-api	7.0		0a1d8cd0ac2d35305d8bb7860a8ed88c9801d078
io.ebean	ebean-datasource-api	7.2		ad62a2656135968351508fa48f272793e4e7bdb0
io.ebean	ebean-datasource-api	7.3		473dd93ac4c1d94192f4c43995fe68c7d43a1868
io.ebean	ebean-datasource-api	7.4		c96d322c7cd0995f2bdfc94a135bafd81ecf1dd2
io.ebean	ebean-datasource-api	7.5		a124271160f5dfcf158f33708ead28c77d34cee7
io.ebean	ebean-datasource-api	7.6		dd9cc4bbdf916ea3c0f5919a9783d544b17d9303
io.ebean	ebean-datasource-api	8.0		20e5b5eb797d78bcb5c306cf781bd6cd5680bfef
io.ebean	ebean-datasource-api	8.1		788ca5d64892574c75cadb0ad644e16fb39df6d7
io.ebean	ebean-datasource-api	8.10		2bb954fde2b6a27d00f80e8b410afa60800039b1
io.ebean	ebean-datasource-api	8.11		414d35beedd0084c646a7c1beb0c7b4e799e1745
io.ebean	ebean-datasource-api	8.12		e03b0bcb133b36ad2aba1ab676ccec737b2cde21
io.ebean	ebean-datasource-api	8.12-RC		88d90d1bc2e3718285652bb445381759069bbcc5
io.ebean	ebean-datasource-api	8.13		daffd7fe1bc1b1ca2506270bc94a621372fa43ef
io.ebean	ebean-datasource-api	8.14		6946df3bfe4eda768889f95dc4d28a1ece61baa0
io.ebean	ebean-datasource-api	8.14-RC1		511228881d7fc94bc6df207f60b4c1e57c58099b
io.ebean	ebean-datasource-api	8.15		149120fd32ec555aadce7be02e09590876518b46
io.ebean	ebean-datasource-api	8.2		997f2bab79cb573487d072856bb2f133dc92fef8
io.ebean	ebean-datasource-api	8.3		25d35878004561b454ea3f0920fe56c1f789a83f
io.ebean	ebean-datasource-api	8.4		6c190bd324d3d4beac9940ef5e2c53b09c01f80c
io.ebean	ebean-datasource-api	8.5		4d35ec3a1348676d23246e2221eea01fe41cd136
io.ebean	ebean-datasource-api	8.6		64c40cc8a9be6332aeee3e864cc03017b905a7cb
io.ebean	ebean-datasource-api	8.7		2316e107397265a8fd8704c487f1d41b7e112fb2
io.ebean	ebean-datasource-api	8.8		99942824770b12a07196c959f081b465031207af
io.ebean	ebean-datasource-api	8.9		1530e96d894055455a487cfb1fb4a81314f59e49
io.ebean	ebean-datasource-api	9.0		2d9b8343ff654138a58593cfd38c2ca442fa1254
io.ebean	ebean-datasource-api	9.1		1b2478b074dbabf6e3c9736415e4049f4409686a
io.ebean	ebean-datasource-api	9.2		ac2e0a7c16ae16a8f2c87ea3e31f0ba86e8d2060
io.ebean	ebean-datasource-api	9.3		24bb10354c2f5d4ed3424f3b37ac3f419d9be3e8
io.ebean	ebean-datasource-api	9.4		a56439471ce41b593de51df341ab37ce30114cdf
io.ebean	ebean-datasource-api	9.5		74c7e7df2e40393c852e8b74184f62c18ed0b28e
io.ebean	ebean-datasource-api	9.6		18f025cbe6b6a4fd20c12c34ab4fd9469fe74410
io.elastest.epm	epm-client	0.9.1		37aa27d681a5f2d2c87f125533b6db3e523492f2
io.elastest.epm	epm-client	1.0.0		44601fcc22b295707592be769e2e616f5288d2bd
io.github.hoc081098	channel-event-bus-watchosarm32	0.0.1		N/A
io.github.hoc081098	channel-event-bus-watchosarm32	0.0.1	metadata	e137f7063c4a25dc16da3ae482fb69b144977323
io.github.hoc081098	channel-event-bus-watchosarm32	0.0.2		N/A
io.github.hoc081098	channel-event-bus-watchosarm32	0.0.2	metadata	ca77f331124b001fe1c63d8c5d0b9b501b45da05
io.github.hoc081098	channel-event-bus-watchosarm32	0.1.0		N/A
io.github.hoc081098	channel-event-bus-watchosarm32	0.1.0	metadata	dabd62496926f34c7c750ca10a8e908a9249500e
io.github.kevenzxd	adsdk	2.0.1		N/A
io.github.kevenzxd	adsdk	2.0.2		N/A
io.github.kevenzxd	adsdk	2.0.2-Tools		N/A
io.github.lgp547	any-door-common	1.3.3		b1e7f25653f98db0d3ed54882ade05076d605fe4
io.github.lgp547	any-door-common	1.4.0		93a6b989f138a2bb5b3faa91ee5c2b169d842bff
io.github.lgp547	any-door-common	2.0.0		1fa22bdf57d16aba3dcf977b6bc43df9ffb927eb
io.github.lgp547	any-door-common	2.0.1		162cdea43e81879a23a12fda649bf678104b1ed5
io.github.lgp547	any-door-common	2.0.2		a0b7d29e9723e5fbac3bc5d5efbdadfa1ce108ab
io.github.lgp547	any-door-common	2.1.0		e7f8eca8388f538b791a418caaa8e4f0ff924e64
io.github.lgp547	any-door-common	2.1.2		0cebfb4e4852c7eced75b28c98b4079789f6d4a3
io.github.lgp547	any-door-common	2.1.4		ce11928f0b54d542965526c4822c1bd7d32e5bcf
io.github.m-m-m	mmm-marshal-stax	0.1.0		682c1ccbd49d80d3c7dd488d77b00a9cb82743f5
io.github.m-m-m	mmm-marshal-stax	0.1.1		66f78ba482c17fcebd7d8f8c46b9272d066bc64d
io.github.propensive	anticipation-css	0.1.0		34c5615283b493f25dbc641e5ff7218d0557df12
io.github.propensive	anticipation-css	0.2.0		36cf74ab1d177863042adafa9429d9ccae8992de
io.github.softartdev	theme-prefs-iosarm64	0.5.6		N/A
io.github.softartdev	theme-prefs-iosarm64	0.5.6	metadata	4b790ebd5e30f477db90dd0908bb8947ebc04c67
io.github.softartdev	theme-prefs-iosarm64	0.5.7		N/A
io.github.softartdev	theme-prefs-iosarm64	0.5.7	metadata	c5a7be880374d2520b09cec8fef39db40d258687
io.github.softartdev	theme-prefs-iosarm64	0.5.8		N/A
io.github.softartdev	theme-prefs-iosarm64	0.5.8	metadata	b6f69b7ca957d139d564ae6a555cef66f4461479
io.github.softartdev	theme-prefs-iosarm64	0.5.9		N/A
io.github.softartdev	theme-prefs-iosarm64	0.5.9	metadata	f4c8242f2556982a926d82c069c4c7da05a26d42
io.github.softartdev	theme-prefs-iosarm64	0.6.0		N/A
io.github.softartdev	theme-prefs-iosarm64	0.6.0	metadata	6b4bee6cbbba5dfc0a4ee58dbf1c9698981fa9be
io.github.softartdev	theme-prefs-iosarm64	0.6.1		N/A
io.github.softartdev	theme-prefs-iosarm64	0.6.1	metadata	00be2ef871d908bbf4d28746d362020d1a3d1c22
io.github.softartdev	theme-prefs-iosarm64	0.6.2		N/A
io.github.softartdev	theme-prefs-iosarm64	0.6.2	metadata	50a7b455969146466f3e30e7026872d554f91b56
io.github.softartdev	theme-prefs-iosarm64	0.6.3		N/A
io.github.softartdev	theme-prefs-iosarm64	0.6.3	metadata	e09fc4f7de0eb2dc03487301634b0884ed656286
io.github.softartdev	theme-prefs-iosarm64	0.6.4		N/A
io.github.softartdev	theme-prefs-iosarm64	0.6.4	metadata	f229eefe6b12b579a548f97a1ee4b3cfe39081dc
io.github.softartdev	theme-prefs-iosarm64	0.6.5		N/A
io.github.softartdev	theme-prefs-iosarm64	0.6.5	metadata	635202e7ca3cdd8dc61ef69f22d2b803660a27cc
io.github.softartdev	theme-prefs-iosarm64	0.6.6		N/A
io.github.softartdev	theme-prefs-iosarm64	0.6.6	metadata	3b2360d98c37d4df7bf7a7e7845e854cc338b7d6
io.github.softartdev	theme-prefs-iosarm64	0.6.7		N/A
io.github.softartdev	theme-prefs-iosarm64	0.6.7	metadata	e861141860ca673fe86dd6bbc8f8369c5b442a4b
io.github.softartdev	theme-prefs-iosarm64	0.6.8		N/A
io.github.softartdev	theme-prefs-iosarm64	0.6.8	metadata	8e67c1b94a8fa29adcb045f010b057ccfb78be3c
io.github.softartdev	theme-prefs-iosarm64	0.6.9		N/A
io.github.softartdev	theme-prefs-iosarm64	0.6.9	metadata	dff6c18e75ed74e79bfca122127cd6f6bb97cc2b
io.github.softartdev	theme-prefs-iosarm64	0.7.0		N/A
io.github.softartdev	theme-prefs-iosarm64	0.7.0	metadata	df992629e971686a0a855748e3f88e48e3d78eb1
io.github.softartdev	theme-prefs-iosarm64	0.7.1		N/A
io.github.softartdev	theme-prefs-iosarm64	0.7.1	metadata	650e4ef696c50d76c7a8428460f1a2cd4f41f42a
io.github.softartdev	theme-prefs-iosarm64	0.7.2		N/A
io.github.softartdev	theme-prefs-iosarm64	0.7.2	metadata	bf6f307680458a3440c3116759035f228725f44d
io.github.softartdev	theme-prefs-iosarm64	0.7.3		N/A
io.github.softartdev	theme-prefs-iosarm64	0.7.3	metadata	cbfcd65eb1102f1790eeb0f8da2cecbeacd31e80
io.github.softartdev	theme-prefs-iosarm64	0.7.4		N/A
io.github.softartdev	theme-prefs-iosarm64	0.7.4	metadata	f43d73e4ff32adc282840fb7e9fe2456badb1e71
io.github.softartdev	theme-prefs-iosarm64	0.7.5		N/A
io.github.softartdev	theme-prefs-iosarm64	0.7.5	metadata	8e55305d9eb8c04e0cc864d4da9bd6132fc4310c
io.github.softartdev	theme-prefs-iosarm64	0.7.6		N/A
io.github.softartdev	theme-prefs-iosarm64	0.7.6	metadata	c9ecd7649ed1f06b8c867a6e94df023679b8b255
io.github.softartdev	theme-prefs-iosarm64	0.7.8		N/A
io.github.softartdev	theme-prefs-iosarm64	0.7.8	metadata	4680ffd2a439bfb7f6223a150278aae6ef8c4c74
io.github.softartdev	theme-prefs-iosarm64	0.7.9		N/A
io.github.softartdev	theme-prefs-iosarm64	0.7.9	metadata	a45cfad9f06ab1b0b0b3e353c4c4c29d112dc18e
io.github.softartdev	theme-prefs-iosarm64	0.8.0		N/A
io.github.softartdev	theme-prefs-iosarm64	0.8.0	metadata	47ae11090b17f271f012ad4465d52e27bafdae82
io.github.softartdev	theme-prefs-iosarm64	0.8.1		N/A
io.github.softartdev	theme-prefs-iosarm64	0.8.1	metadata	8d1cd96e33bc24378cd6a46e8acb3812caf83491
io.github.softartdev	theme-prefs-iosarm64	0.8.2		N/A
io.github.softartdev	theme-prefs-iosarm64	0.8.2	metadata	af4f4ea066f847fd613674d1c68b12c515d2c888
io.github.softartdev	theme-prefs-iosarm64	0.8.3		N/A
io.github.softartdev	theme-prefs-iosarm64	0.8.3	metadata	9cc2cdac6446cf3422eaed19e08e7f6dbafb90bf
io.github.softartdev	theme-prefs-iosarm64	0.8.4		N/A
io.github.softartdev	theme-prefs-iosarm64	0.8.4	metadata	2eb10e0daf4c7461e67a002d3dbc723b1b1b20c4
io.github.softartdev	theme-prefs-iosarm64	0.8.5		N/A
io.github.softartdev	theme-prefs-iosarm64	0.8.5	metadata	577b2d9e0cf5fe155ab84bdc69c3a3399ca6df5a
io.github.softartdev	theme-prefs-iosarm64	0.8.6		N/A
io.github.softartdev	theme-prefs-iosarm64	0.8.6	metadata	b46c089183692b20ed6a3d71ee74ec0b716d06da
io.github.softartdev	theme-prefs-iosarm64	0.8.7		N/A
io.github.softartdev	theme-prefs-iosarm64	0.8.7	metadata	4ea7f4ab32366a448baec8e768a66618d895df95
io.github.softartdev	theme-prefs-iosarm64	0.8.8		N/A
io.github.softartdev	theme-prefs-iosarm64	0.8.8	metadata	82ef2b31b7504e24fdbb36f84f36e0e0be24e793
io.github.softartdev	theme-prefs-iosarm64	0.8.9		N/A
io.github.softartdev	theme-prefs-iosarm64	0.8.9	metadata	24b8bc2256548b4f4c7e4087242250482e142859
io.github.softartdev	theme-prefs-iosarm64	0.9.0		N/A
io.github.softartdev	theme-prefs-iosarm64	0.9.0	metadata	20d7f4167e509624b472415287ee412e6a70b0f1
io.github.softartdev	theme-prefs-iosarm64	0.9.1		N/A
io.github.softartdev	theme-prefs-iosarm64	0.9.1	metadata	cda251a89d2f48ee0e3bca2f65f78c4185e90cc4
io.github.softartdev	theme-prefs-iosarm64	0.9.2		N/A
io.github.softartdev	theme-prefs-iosarm64	0.9.2	metadata	169349d6bf2eebb12a06f28dd04979ff0a81a348
io.github.softartdev	theme-prefs-iosarm64	0.9.3		N/A
io.github.softartdev	theme-prefs-iosarm64	0.9.3	metadata	7c47d989ff05a882cb08bc4f53baa7d32fe6d148
io.github.softartdev	theme-prefs-iosarm64	0.9.4		N/A
io.github.softartdev	theme-prefs-iosarm64	0.9.4	metadata	91ff85ba3c88bd7a256ffcfe68d0ee5072da802d
io.github.softartdev	theme-prefs-iosarm64	0.9.5		N/A
io.github.softartdev	theme-prefs-iosarm64	0.9.5	metadata	b0eb749064c48aff326caf76c0f7c1854962752b
io.quarkus	quarkus-liquibase-parent	1.10.0.CR1		N/A
io.quarkus	quarkus-liquibase-parent	1.10.0.Final		N/A
io.quarkus	quarkus-liquibase-parent	1.10.1.Final		N/A
io.quarkus	quarkus-liquibase-parent	1.10.2.Final		N/A
io.quarkus	quarkus-liquibase-parent	1.10.3.Final		N/A
io.quarkus	quarkus-liquibase-parent	1.10.4.Final		N/A
io.quarkus	quarkus-liquibase-parent	1.10.5.Final		N/A
io.quarkus	quarkus-liquibase-parent	1.11.0.Beta1		N/A
io.quarkus	quarkus-liquibase-parent	1.11.0.Beta2		N/A
io.quarkus	quarkus-liquibase-parent	1.11.0.CR1		N/A
io.quarkus	quarkus-liquibase-parent	1.11.0.Final		N/A
io.quarkus	quarkus-liquibase-parent	1.11.1.Final		N/A
io.quarkus	quarkus-liquibase-parent	1.11.2.Final		N/A
io.quarkus	quarkus-liquibase-parent	1.11.3.Final		N/A
io.quarkus	quarkus-liquibase-parent	1.11.4.Final		N/A
io.quarkus	quarkus-liquibase-parent	1.11.5.Final		N/A
io.quarkus	quarkus-liquibase-parent	1.11.6.Final		N/A
io.quarkus	quarkus-liquibase-parent	1.11.7.Final		N/A
io.quarkus	quarkus-liquibase-parent	1.12.0.CR1		N/A
io.quarkus	quarkus-liquibase-parent	1.12.0.Final		N/A
io.quarkus	quarkus-liquibase-parent	1.12.1.Final		N/A
io.quarkus	quarkus-liquibase-parent	1.12.2.Final		N/A
io.quarkus	quarkus-liquibase-parent	1.13.0.CR1		N/A
io.quarkus	quarkus-liquibase-parent	1.13.0.Final		N/A
io.quarkus	quarkus-liquibase-parent	1.13.1.Final		N/A
io.quarkus	quarkus-liquibase-parent	1.13.2.Final		N/A
io.quarkus	quarkus-liquibase-parent	1.13.3.Final		N/A
io.quarkus	quarkus-liquibase-parent	1.13.4.Final		N/A
io.quarkus	quarkus-liquibase-parent	1.13.5.Final		N/A
io.quarkus	quarkus-liquibase-parent	1.13.6.Final		N/A
io.quarkus	quarkus-liquibase-parent	1.13.7.Final		N/A
io.quarkus	quarkus-liquibase-parent	1.3.0.CR2		N/A
io.quarkus	quarkus-liquibase-parent	1.3.0.Final		N/A
io.quarkus	quarkus-liquibase-parent	1.3.1.Final		N/A
io.quarkus	quarkus-liquibase-parent	1.3.2.Final		N/A
io.quarkus	quarkus-liquibase-parent	1.3.3.Final		N/A
io.quarkus	quarkus-liquibase-parent	1.3.4.Final		N/A
io.quarkus	quarkus-liquibase-parent	1.4.0.CR1		N/A
io.quarkus	quarkus-liquibase-parent	1.4.0.Final		N/A
io.quarkus	quarkus-liquibase-parent	1.4.1.Final		N/A
io.quarkus	quarkus-liquibase-parent	1.4.2.Final		N/A
io.quarkus	quarkus-liquibase-parent	1.5.0.CR1		N/A
io.quarkus	quarkus-liquibase-parent	1.5.0.Final		N/A
io.quarkus	quarkus-liquibase-parent	1.5.1.Final		N/A
io.quarkus	quarkus-liquibase-parent	1.5.2.Final		N/A
io.quarkus	quarkus-liquibase-parent	1.6.0.CR1		N/A
io.quarkus	quarkus-liquibase-parent	1.6.0.Final		N/A
io.quarkus	quarkus-liquibase-parent	1.6.1.Final		N/A
io.quarkus	quarkus-liquibase-parent	1.7.0.CR1		N/A
io.quarkus	quarkus-liquibase-parent	1.7.0.CR2		N/A
io.quarkus	quarkus-liquibase-parent	1.7.0.Final		N/A
io.quarkus	quarkus-liquibase-parent	1.7.1.Final		N/A
io.quarkus	quarkus-liquibase-parent	1.7.2.Final		N/A
io.quarkus	quarkus-liquibase-parent	1.7.3.Final		N/A
io.quarkus	quarkus-liquibase-parent	1.7.4.Final		N/A
io.quarkus	quarkus-liquibase-parent	1.7.5.Final		N/A
io.quarkus	quarkus-liquibase-parent	1.7.6.Final		N/A
io.quarkus	quarkus-liquibase-parent	1.8.0.CR1		N/A
io.quarkus	quarkus-liquibase-parent	1.8.0.Final		N/A
io.quarkus	quarkus-liquibase-parent	1.8.1.Final		N/A
io.quarkus	quarkus-liquibase-parent	1.8.2.Final		N/A
io.quarkus	quarkus-liquibase-parent	1.8.3.Final		N/A
io.quarkus	quarkus-liquibase-parent	1.9.0.CR1		N/A
io.quarkus	quarkus-liquibase-parent	1.9.0.Final		N/A
io.quarkus	quarkus-liquibase-parent	1.9.1.Final		N/A
io.quarkus	quarkus-liquibase-parent	1.9.2.Final		N/A
io.quarkus	quarkus-liquibase-parent	2.0.0.Alpha1		N/A
io.quarkus	quarkus-liquibase-parent	2.0.0.Alpha2		N/A
io.quarkus	quarkus-liquibase-parent	2.0.0.Alpha3		N/A
io.quarkus	quarkus-liquibase-parent	2.0.0.CR1		N/A
io.quarkus	quarkus-liquibase-parent	2.0.0.CR2		N/A
io.quarkus	quarkus-liquibase-parent	2.0.0.CR3		N/A
io.quarkus	quarkus-liquibase-parent	2.0.0.Final		N/A
io.quarkus	quarkus-liquibase-parent	2.0.1.Final		N/A
io.quarkus	quarkus-liquibase-parent	2.0.2.Final		N/A
io.quarkus	quarkus-liquibase-parent	2.0.3.Final		N/A
io.quarkus	quarkus-liquibase-parent	2.1.0.CR1		N/A
io.quarkus	quarkus-liquibase-parent	2.1.0.Final		N/A
io.quarkus	quarkus-liquibase-parent	2.1.1.Final		N/A
io.quarkus	quarkus-liquibase-parent	2.1.2.Final		N/A
io.quarkus	quarkus-liquibase-parent	2.1.3.Final		N/A
io.quarkus	quarkus-liquibase-parent	2.1.4.Final		N/A
io.quarkus	quarkus-liquibase-parent	2.10.0.CR1		N/A
io.quarkus	quarkus-liquibase-parent	2.10.0.Final		N/A
io.quarkus	quarkus-liquibase-parent	2.10.1.Final		N/A
io.quarkus	quarkus-liquibase-parent	2.10.2.Final		N/A
io.quarkus	quarkus-liquibase-parent	2.10.3.Final		N/A
io.quarkus	quarkus-liquibase-parent	2.10.4.Final		N/A
io.quarkus	quarkus-liquibase-parent	2.11.0.CR1		N/A
io.quarkus	quarkus-liquibase-parent	2.11.0.Final		N/A
io.quarkus	quarkus-liquibase-parent	2.11.1.Final		N/A
io.quarkus	quarkus-liquibase-parent	2.11.2.Final		N/A
io.quarkus	quarkus-liquibase-parent	2.11.3.Final		N/A
io.quarkus	quarkus-liquibase-parent	2.12.0.CR1		N/A
io.quarkus	quarkus-liquibase-parent	2.12.0.Final		N/A
io.quarkus	quarkus-liquibase-parent	2.12.1.Final		N/A
io.quarkus	quarkus-liquibase-parent	2.12.2.Final		N/A
io.quarkus	quarkus-liquibase-parent	2.12.3.Final		N/A
io.quarkus	quarkus-liquibase-parent	2.13.0.CR1		N/A
io.quarkus	quarkus-liquibase-parent	2.13.0.Final		N/A
io.quarkus	quarkus-liquibase-parent	2.13.1.Final		N/A
io.quarkus	quarkus-liquibase-parent	2.13.2.Final		N/A
io.quarkus	quarkus-liquibase-parent	2.13.3.Final		N/A
io.quarkus	quarkus-liquibase-parent	2.13.4.Final		N/A
io.quarkus	quarkus-liquibase-parent	2.13.5.Final		N/A
io.quarkus	quarkus-liquibase-parent	2.13.6.Final		N/A
io.quarkus	quarkus-liquibase-parent	2.13.7.Final		N/A
io.quarkus	quarkus-liquibase-parent	2.13.8.Final		N/A
io.quarkus	quarkus-liquibase-parent	2.13.9.Final		N/A
io.quarkus	quarkus-liquibase-parent	2.14.0.CR1		N/A
io.quarkus	quarkus-liquibase-parent	2.14.0.Final		N/A
io.quarkus	quarkus-liquibase-parent	2.14.1.Final		N/A
io.quarkus	quarkus-liquibase-parent	2.14.2.Final		N/A
io.quarkus	quarkus-liquibase-parent	2.14.3.Final		N/A
io.quarkus	quarkus-liquibase-parent	2.15.0.CR1		N/A
io.quarkus	quarkus-liquibase-parent	2.15.0.Final		N/A
io.quarkus	quarkus-liquibase-parent	2.15.1.Final		N/A
io.quarkus	quarkus-liquibase-parent	2.15.2.Final		N/A
io.quarkus	quarkus-liquibase-parent	2.15.3.Final		N/A
io.quarkus	quarkus-liquibase-parent	2.16.0.CR1		N/A
io.quarkus	quarkus-liquibase-parent	2.16.0.Final		N/A
io.quarkus	quarkus-liquibase-parent	2.16.1.Final		N/A
io.quarkus	quarkus-liquibase-parent	2.16.10.Final		N/A
io.quarkus	quarkus-liquibase-parent	2.16.11.Final		N/A
io.quarkus	quarkus-liquibase-parent	2.16.12.Final		N/A
io.quarkus	quarkus-liquibase-parent	2.16.2.Final		N/A
io.quarkus	quarkus-liquibase-parent	2.16.3.Final		N/A
io.quarkus	quarkus-liquibase-parent	2.16.4.Final		N/A
io.quarkus	quarkus-liquibase-parent	2.16.5.Final		N/A
io.quarkus	quarkus-liquibase-parent	2.16.6.Final		N/A
io.quarkus	quarkus-liquibase-parent	2.16.7.Final		N/A
io.quarkus	quarkus-liquibase-parent	2.16.8.Final		N/A
io.quarkus	quarkus-liquibase-parent	2.16.9.Final		N/A
io.quarkus	quarkus-liquibase-parent	2.2.0.CR1		N/A
io.quarkus	quarkus-liquibase-parent	2.2.0.Final		N/A
io.quarkus	quarkus-liquibase-parent	2.2.1.Final		N/A
io.quarkus	quarkus-liquibase-parent	2.2.2.Final		N/A
io.quarkus	quarkus-liquibase-parent	2.2.3.Final		N/A
io.quarkus	quarkus-liquibase-parent	2.2.4.Final		N/A
io.quarkus	quarkus-liquibase-parent	2.2.5.Final		N/A
io.quarkus	quarkus-liquibase-parent	2.3.0.CR1		N/A
io.quarkus	quarkus-liquibase-parent	2.3.0.Final		N/A
io.quarkus	quarkus-liquibase-parent	2.3.1.Final		N/A
io.quarkus	quarkus-liquibase-parent	2.4.0.CR1		N/A
io.quarkus	quarkus-liquibase-parent	2.4.0.Final		N/A
io.quarkus	quarkus-liquibase-parent	2.4.1.Final		N/A
io.quarkus	quarkus-liquibase-parent	2.4.2.Final		N/A
io.quarkus	quarkus-liquibase-parent	2.5.0.CR1		N/A
io.quarkus	quarkus-liquibase-parent	2.5.0.Final		N/A
io.quarkus	quarkus-liquibase-parent	2.5.1.Final		N/A
io.quarkus	quarkus-liquibase-parent	2.5.2.Final		N/A
io.quarkus	quarkus-liquibase-parent	2.5.3.Final		N/A
io.quarkus	quarkus-liquibase-parent	2.5.4.Final		N/A
io.quarkus	quarkus-liquibase-parent	2.6.0.CR1		N/A
io.quarkus	quarkus-liquibase-parent	2.6.0.Final		N/A
io.quarkus	quarkus-liquibase-parent	2.6.1.Final		N/A
io.quarkus	quarkus-liquibase-parent	2.6.2.Final		N/A
io.quarkus	quarkus-liquibase-parent	2.6.3.Final		N/A
io.quarkus	quarkus-liquibase-parent	2.7.0.CR1		N/A
io.quarkus	quarkus-liquibase-parent	2.7.0.Final		N/A
io.quarkus	quarkus-liquibase-parent	2.7.1.Final		N/A
io.quarkus	quarkus-liquibase-parent	2.7.2.Final		N/A
io.quarkus	quarkus-liquibase-parent	2.7.3.Final		N/A
io.quarkus	quarkus-liquibase-parent	2.7.4.Final		N/A
io.quarkus	quarkus-liquibase-parent	2.7.5.Final		N/A
io.quarkus	quarkus-liquibase-parent	2.7.6.Final		N/A
io.quarkus	quarkus-liquibase-parent	2.7.7.Final		N/A
io.quarkus	quarkus-liquibase-parent	2.8.0.CR1		N/A
io.quarkus	quarkus-liquibase-parent	2.8.0.Final		N/A
io.quarkus	quarkus-liquibase-parent	2.8.1.Final		N/A
