biz.paluch.visualizr	visualizr	1.0		addbffc22b90edae36f64790d3b55fe9b4a23ff2
net.anwiba.commons	anwiba-commons-datasource	1.0.154		13f7c18cad17e7a863603e733fcaceb876f90826
net.anwiba.commons	anwiba-commons-datasource	1.0.180		6b74333b7c6c9f9cfa37490fc199ac443cf4220e
net.anwiba.commons	anwiba-commons-datasource	1.0.185		b69e466f694095b0aab7b54b7f87e26ddbba576c
net.anwiba.commons	anwiba-commons-datasource	1.1.121		ef2849a942abe4f9b74851f3563548f8ef519abe
net.anwiba.commons	anwiba-commons-datasource	1.1.158		889103b79e6e1d600a3c3980723ae478777da6c2
net.anwiba.commons	anwiba-commons-datasource	1.2.50		e1c44a852e81ef20f5549e851a04b9107bd1f0b3
net.digitalid.utility	utility-string	0.7.0		4044dd2ce7ef5e04d12572df58db0bca38e04852
org.apache.arrow.adbc	adbc-driver-validation	0.1.0		2b93b7c9720c740a7a026cbf94241b980f02ba04
org.apache.arrow.adbc	adbc-driver-validation	0.10.0		36cb3b957df83cfed863681e8fcd2a37eae3da32
org.apache.arrow.adbc	adbc-driver-validation	0.11.0		452b2a64825a8811f2ce524637c38b809de3c6da
org.apache.arrow.adbc	adbc-driver-validation	0.12.0		473e045c932040541e7c0a3853735854825f4930
org.apache.arrow.adbc	adbc-driver-validation	0.13.0		ecfea7ac0d843d78ac4d3280f4fffb6169287387
org.apache.arrow.adbc	adbc-driver-validation	0.14.0		c7d0dd79b8601841f20f8e8eac688d47e3d1234a
org.apache.arrow.adbc	adbc-driver-validation	0.15.0		01ad1ab04dcf7d2551ed4fd653450196cf35292c
org.apache.arrow.adbc	adbc-driver-validation	0.16.0		bb29aca960b9a3dd40dbf8a12eeb321131cdecb1
org.apache.arrow.adbc	adbc-driver-validation	0.17.0		1c49489c8f32ff09ca16ff075cb673de40552ef8
org.apache.arrow.adbc	adbc-driver-validation	0.2.0		dba5e4a9795ccbd92a857dcf6ebbfb55fcbb0e67
org.apache.arrow.adbc	adbc-driver-validation	0.3.0		e8033cab06b4444b4970d38de75d17a9ae2b4209
org.apache.arrow.adbc	adbc-driver-validation	0.4.0		3587fbdef1b43e0d964d76079b9cd9757edf24d1
org.apache.arrow.adbc	adbc-driver-validation	0.5.0		d3c0181bf2f65ea7509ddc503f6c047ccf1f9c85
org.apache.arrow.adbc	adbc-driver-validation	0.5.1		b59487db3464cec63446a7f617e4329e98a20b60
org.apache.arrow.adbc	adbc-driver-validation	0.6.0		1934362220510fe5dde8ed2eec46d1d127959679
org.apache.arrow.adbc	adbc-driver-validation	0.7.0		374e03e6c6a20584b66ab9e89b8aaa648971e6db
org.apache.arrow.adbc	adbc-driver-validation	0.8.0		98f33b9a58b2edcdf2dd8ff4ea5c670d75e10eb8
org.apache.arrow.adbc	adbc-driver-validation	0.9.0		2bc0ed22b1aa15ec29e96151e5aae232d985e124
org.apache.camel.karaf	camel-microprofile-config	4.10.3		4546714dabbdcdcf5e7f52d6ae0c9094ee45e467
org.apache.camel.karaf	camel-microprofile-config	4.7.0		ad6a9a7b512b4ae85fc6142c8ccf535d664eeedb
org.apache.camel.karaf	camel-microprofile-config	4.8.1		b081d40370ec28edb4b0d59943116f0433e43d8d
org.apache.camel.karaf	camel-microprofile-config	4.8.2		cf79c45e7f1ce28a7336ded00afdb14147afed82
org.apache.camel.karaf	camel-microprofile-config	4.8.5		480be2ceb64054812fe4902129fa1400d534ac33
org.apache.camel.karaf	camel-microprofile-config	4.8.6		4836e93afcb387e6acf24f916176e68bd8f813b7
org.apache.camel.karaf	camel-microprofile-config	4.9.0		7d1c44208654b70d00bb3460210587c046112bda
org.apache.geronimo.specs	geronimo-jms_1.1_spec	1.0		a6b519e90af6a6cb3cbdccb9eb99f652a4825470
org.apache.geronimo.specs	geronimo-jms_1.1_spec	1.0.1		832a58166f4a58f4e9a946c51610e333aa9f706c
org.apache.geronimo.specs	geronimo-jms_1.1_spec	1.1		bbd68f90d445de37050b1e9fb9d7114e83757e73
org.apache.geronimo.specs	geronimo-jms_1.1_spec	1.1.1		c872b46c601d8dc03633288b81269f9e42762cea
org.apache.royale.framework	Jewel-Dark-NoFlat-Emphasized-Sunflower-Theme	0.9.10		N/A
org.apache.royale.framework	Jewel-Dark-NoFlat-Emphasized-Sunflower-Theme	0.9.12		N/A
org.apache.royale.framework	Jewel-Dark-NoFlat-Emphasized-Sunflower-Theme	0.9.4		N/A
org.apache.royale.framework	Jewel-Dark-NoFlat-Emphasized-Sunflower-Theme	0.9.6		N/A
org.apache.royale.framework	Jewel-Dark-NoFlat-Emphasized-Sunflower-Theme	0.9.7		N/A
org.apache.royale.framework	Jewel-Dark-NoFlat-Emphasized-Sunflower-Theme	0.9.8		N/A
org.apache.royale.framework	Jewel-Dark-NoFlat-Emphasized-Sunflower-Theme	0.9.9		N/A
org.apache.shenyu	shenyu-spring-boot-starter-client-grpc	2.4.0		11dea83c088a0a5349655de964af53fa8481927a
org.apache.shenyu	shenyu-spring-boot-starter-client-grpc	2.4.1		38303d554512fc9d6932e4d60274b1c7d5f4f5b4
org.apache.shenyu	shenyu-spring-boot-starter-client-grpc	2.4.2		9db6dbfe6ea9d2089b39f592e7dd006871a2b2c2
org.apache.shenyu	shenyu-spring-boot-starter-client-grpc	2.4.3		70639f27b9869506d1ce58ad9399d112e714607a
org.apache.shenyu	shenyu-spring-boot-starter-client-grpc	2.5.0		06013fc6f43d578d72500dff7aec2246ab86df95
org.apache.shenyu	shenyu-spring-boot-starter-client-grpc	2.5.1		f1b4a10dbd3d3344ac7d073c1152eb00b637a526
org.apache.shenyu	shenyu-spring-boot-starter-client-grpc	2.6.0		75fcb98e6f6b0ce48706114d5e5e0246f68bee00
org.apache.shenyu	shenyu-spring-boot-starter-client-grpc	2.6.1		bd459418aa32332704f164bae70a0f304dc7760d
org.apache.shenyu	shenyu-spring-boot-starter-client-grpc	2.7.0		28f8bc58ab7256ca28cf197bc5e7c041979e99b4
org.apache.shenyu	shenyu-spring-boot-starter-client-grpc	2.7.0.1		d1a595595d69eca79ae013700726f021780a668e
org.apache.tuscany.sca	tuscany-zip-contribution-descriptor	2.0		dd01f6c6287196e8b3dfe65eb24b60245fc6a736
org.apache.tuscany.sca	tuscany-zip-contribution-descriptor	2.0-Beta1		9b32b2f9e4d824f2d94a541563a341c2bd868e55
org.apache.tuscany.sca	tuscany-zip-contribution-descriptor	2.0-Beta2		1c404fd83b9c900017c155460c035ec8242d0cfc
org.apache.tuscany.sca	tuscany-zip-contribution-descriptor	2.0-Beta3		2a305ad3a3ba65ac73964644e25ca7cfd0fdae40
org.apache.tuscany.sca	tuscany-zip-contribution-descriptor	2.0-M3		8f8e820429c1f04c4f688f4e14c28d58d5ce8d62
org.apache.tuscany.sca	tuscany-zip-contribution-descriptor	2.0-M4		d647359a62aafb262aa680143e7449b33851db0e
org.apache.tuscany.sca	tuscany-zip-contribution-descriptor	2.0.1		9ec0efed0dcaaba9be05361e3d4aa089b301c073
org.clapper	classutil_2.11	1.0.10		9d25c10553a00ebc30b53c04b4fd3408f5a463bd
org.clapper	classutil_2.11	1.0.11		b3e801e34754a274b3a258ccaf64244c5e4104e0
org.clapper	classutil_2.11	1.0.12		dc04da198b56590be73032cbb3ec3efc59c0f83f
org.clapper	classutil_2.11	1.0.13		7beb1b48d2aae7f66515a28dc6bb8205ab2f23a6
org.clapper	classutil_2.11	1.0.5		0d961aae8b5fc0ee43ba4e22502199813292bf83
org.clapper	classutil_2.11	1.0.6		c8c0f7a33cc4d58d7d65e3350fe14af691e7af59
org.clapper	classutil_2.11	1.0.7		1825d12290abea516fe5ce59c14127e6b7ede52d
org.clapper	classutil_2.11	1.0.8		fd16bd000c595b7df46e3f1e75f7e2ac1331f32b
org.clapper	classutil_2.11	1.0.9		591762b64482272b00e58b1d5fa3b95655829a8f
org.clapper	classutil_2.11	1.1.0		40f524f105d8cdb14c2ffe4f8d075d499f201df0
org.clapper	classutil_2.11	1.1.1		a5a4a5c888eb18b5751e89304886bedb0151ca9d
org.clapper	classutil_2.11	1.1.2		5a25d5327c7646f8940d001e11118d3fd1f2fb8f
org.clapper	classutil_2.11	1.2.0		7969ba20df8c0417713634c953f38da88be010b6
org.clapper	classutil_2.11	1.3.0		ba0106bfa60546e75d548bbff960a6f3a007f187
org.clapper	classutil_2.11	1.4.0		97d35926fcf297fe3c5928cb0926eb5a9eabe3fa
org.clapper	classutil_2.11	1.5.0		9c86eff70f90aa18652a4888dfe78e72a7eb7a16
org.clapper	classutil_2.11	1.5.1		9a295cd42cca2cb0b6685eb0fcf51b80a03eb04b
org.eclipse.jetty.compression	jetty-compression-zstandard	12.1.0.alpha0		6716b170bce14051546d79b3ada301d5eb4b8fd3
org.eclipse.jetty.compression	jetty-compression-zstandard	12.1.0.alpha1		ed93e2fc234cef62c6ee168b4b1ee552910727b1
org.eclipse.jetty.compression	jetty-compression-zstandard	12.1.0.alpha2		4dce2dec77eb13d4854d11c4d521a198d4e905ba
org.fomkin	korolev-zio-http_2.12	1.0.0		7fc6cbe8fc4472845dbcb4bf067a9de7cfd19deb
org.fomkin	korolev-zio-http_2.12	1.0.1		3b3e97032fe89742327e2bc0ef91fc07f90e7e7b
org.fomkin	korolev-zio-http_2.12	1.1.0		7bda696e970b3ce95c178f025a67d7696483b22c
org.fomkin	korolev-zio-http_2.12	1.16.0-M1		5154268eb9a577ef1cab46e8798cc44a7b900720
org.fomkin	korolev-zio-http_2.12	1.16.0-M4		9e5663157ef62194a713a66569d9a3a62b71fab7
org.fomkin	korolev-zio-http_2.12	1.16.0-M5		4aeb83637387d2b580c1f565dbce93c4be930a5d
org.fomkin	korolev-zio-http_2.12	1.2.0		836e44d971e8d27181a6d01576595afc76bb1962
org.fomkin	korolev-zio-http_2.12	1.3.0		47d196511363695b947e0b5b848e6b4c7646c283
org.fomkin	korolev-zio-http_2.12	1.4.0		17ea05452ad4594b97da44f64d4bf8658acf55eb
org.fomkin	korolev-zio-http_2.12	1.5.0		9dba730bfba71f890c171b46c7427d708ed1cf6c
org.fomkin	korolev-zio-http_2.12	1.5.0-M1		a8fef687b04bcd11c28ed7986a1d6eeb3b88bf58
org.fomkin	korolev-zio-http_2.12	1.5.0-M2		965db59277affef8c461f4ad5e26252cbf623bc5
org.fomkin	korolev-zio-http_2.12	1.5.0-M3		8149ebd95c8dc7add318c07de98abccaa61c7a07
org.fomkin	korolev-zio-http_2.12	1.5.0-M4		0275e34e4d59517d5eb9f2161039709c55f0c162
org.fomkin	korolev-zio-http_2.12	1.5.0-M5		50e434c5c952f92bb34db3ef2259927654209fb1
org.fomkin	korolev-zio-http_2.12	1.6.0		082ca09eeec4b9f5a8297da33b5a70018ec1f2d7
org.fomkin	korolev-zio-http_2.12	1.6.0-M1		09831159e4ce81bcd3a40e4293cf35618aa46aa2
org.fomkin	korolev-zio-http_2.12	1.6.0-M2		ef1c62fc6bbf4bf5ffaf7c74cb2c4903509a6903
org.fomkin	korolev-zio-http_2.12	1.6.0-M3		b7cd6375d5b9ceb5b92b79ad55b8cb3a29b10d01
org.fomkin	korolev-zio-http_2.12	1.6.0-M5		5e5c0aa90f4334684d4f0e97c42fd36d958d443a
org.fomkin	korolev-zio-http_2.12	1.6.0-M5.1		58c5fcf3e98e38cb5d460d3adf02574245fbba7c
org.fomkin	korolev-zio-http_2.12	1.6.0-M6		b1b18e70d881817978661e4100ff6cbe58566c6d
org.fomkin	korolev-zio-http_2.12	1.6.0-M7		58cd5d9fd097ff90375c7d83937430862f6c8347
org.fomkin	korolev-zio-http_2.12	1.6.0-M7.1		48a4cb15373f411045183db8413c275f535d771d
org.fomkin	korolev-zio-http_2.12	1.6.0-M7.2		203158d8928e27a046cb68387da760593ba943a8
org.fomkin	korolev-zio-http_2.12	1.6.0-M8		7072fa4bc6445b5cb8bf136c7e4e772001207223
org.fomkin	korolev-zio-http_2.12	1.6.0-M8-8-g20abb89		4c7f18e1d45b9683ade5d50e842838d85658d94c
org.fomkin	korolev-zio-http_2.12	1.6.0-M9		999566e7c3dda96ddb3ba0e96f65f93990b23755
org.fomkin	korolev-zio-http_2.12	1.7.0-M1		04f69554102b0a91d6261eb25327fede99ec9e50
org.geckoprojects.emf	org.gecko.emf.osgi.test.index	1.0.2		A4D06E1155DC33BB70CF567D2576500C819C760A
org.geckoprojects.emf	org.gecko.emf.osgi.test.index	1.0.5		390AB5BF8A08799F68A661C20A806574662BEF09
org.jibx.schema.org.opentravel._2014A	org.jibx.schema.org.opentravel._2014A.air	1.1.3		53e40e0bf0b2e520b6ff12f095713e4215c7013d
org.jibx.schema.org.opentravel._2014A	org.jibx.schema.org.opentravel._2014A.air	1.1.4		85bccfeb8402dbbf6b72a968ec545d7ac0fddb05
org.jibx.schema.org.opentravel._2014A	org.jibx.schema.org.opentravel._2014A.air	1.2.0		c0a0dd6a397841795c51e931ffb60bf8cdd97a82
org.jibx.schema.org.opentravel._2014A	org.jibx.schema.org.opentravel._2014A.air	1.2.1		8e6f40ef41c3149e2dc8744d915be379bdf50a9b
org.joty	joty-core-common	2.0.2		0b373c6fb562dd7aedbff81636db1412255c5a80
org.kie.modules	org-eclipse-aether	6.2.0.Beta1		N/A
org.kie.modules	org-eclipse-aether	6.2.0.Beta2		N/A
org.kie.modules	org-eclipse-aether	6.2.0.Beta3		N/A
org.kie.modules	org-eclipse-aether	6.2.0.CR1		N/A
org.kie.modules	org-eclipse-aether	6.2.0.CR2		N/A
org.kie.modules	org-eclipse-aether	6.2.0.CR3		N/A
org.kie.modules	org-eclipse-aether	6.2.0.CR4		N/A
org.kie.modules	org-eclipse-aether	6.2.0.Final		N/A
org.kie.modules	org-eclipse-aether	6.3.0.CR1		N/A
org.kie.modules	org-eclipse-aether	6.3.0.CR2		N/A
org.kie.modules	org-eclipse-aether	6.3.0.Final		N/A
org.kie.modules	org-eclipse-aether	6.4.0.Beta1		N/A
org.kie.modules	org-eclipse-aether	6.4.0.Beta2		N/A
org.kie.modules	org-eclipse-aether	6.4.0.CR1		N/A
org.kie.modules	org-eclipse-aether	6.4.0.CR2		N/A
org.kie.modules	org-eclipse-aether	6.4.0.Final		N/A
org.kie.modules	org-eclipse-aether	6.5.0.Beta1		N/A
org.kie.modules	org-eclipse-aether	6.5.0.CR1		N/A
org.kie.modules	org-eclipse-aether	6.5.0.CR2		N/A
org.kie.modules	org-eclipse-aether	6.5.0.Final		N/A
org.noear	solonjt.executor.s.lua	1.0.3.2		9ebb48e4a3d895f1459f49c5025f6c46fa1c8e72
org.noear	solonjt.executor.s.lua	1.0.3.4		d8eba082ee56cc431e56e5520fff641ca39fd640
org.noear	solonjt.executor.s.lua	1.0.3.5		8bdc7b5f9d4e7f352b9781e5099245928c1a4ab8
org.noear	solonjt.executor.s.lua	1.0.3.8		f7acb3a4811ecfed3b94d9c77cbbf73c353d3e83
org.noear	solonjt.executor.s.lua	1.0.3.9		0aa966daf1432d3507de3341292330ba5aa079cf
org.noear	solonjt.executor.s.lua	1.0.4.3		0bf4a38d10ec63467183e03b51ed1f4d47846b28
org.noear	solonjt.executor.s.lua	1.0.4.4		383ee41378d50e69a38ba8992130ffb34e823c17
org.noear	solonjt.executor.s.lua	1.0.4.5		e46a5e6a7b6aec212f69e10bc3b6a3c83cdeea98
org.noear	solonjt.executor.s.lua	1.0.4.6		d859181c4fa7140af5550fefdc5031b44e24c2c3
org.noear	solonjt.executor.s.lua	1.0.4.7		998898a9329815d2aa82b2c57eb624a02c9bca4c
org.noear	solonjt.executor.s.lua	1.0.5		72baa3ffba046f56235fce46b840385f07ecefb4
org.noear	solonjt.executor.s.lua	1.0.6		872a2bbb961e19057274d57e0b1f586dc5d7ecb7
org.scalamock	scalamock_2.13.0-M3	4.2.0		b6355caf6c956a7a95e5a91523dcc763b87f2d36
org.specs2	specs2-common_2.13.0-M3	4.0.2		c0c8ba57725fa1af25bda59587fd12fb224b54ba
org.specs2	specs2-common_2.13.0-M3	4.0.3		6131d18b48cd59b363d4f79fd372fa6aa703e91e
org.specs2	specs2-common_2.13.0-M3	4.0.3-83f81a8-20180227163433		d30f791c94507eb81b1c42ef9b432cca83ca2b1a
org.specs2	specs2-common_2.13.0-M3	4.0.4		7fce0da8fea466082ba5c9ab96b2ea46139dbcdc
org.specs2	specs2-common_2.13.0-M3	4.0.4-3593406-20180327185327		30f10da467419d555a72468c520808757808e879
org.specs2	specs2-common_2.13.0-M3	4.1.1		29d7ba97c505c8b763bb1fdaee3d0aa9c5341241
org.specs2	specs2-common_2.13.0-M3	4.1.2		e5f6abd47515b0410250232873cd3c17ab5955f0
org.specs2	specs2-common_2.13.0-M3	4.2.0		5a5ea8dd76955bf2f9b1c3a3ac21923cc6c33c16
org.specs2	specs2-common_2.13.0-M3	4.2.0-6fc1280b6-20180430142205		e4e7767b35269da513ecc3d64101d3e2185b1706
org.specs2	specs2-common_2.13.0-M3	4.2.1-ca75f1d09-20180530093100		f2b38b96dbf1f8165f446e18bb92cb2ed9204d93
org.uma.jmetal	jmetal-example	5.10		f8fc3cce519fbe32e91513b792a4aedfb226df8a
org.uma.jmetal	jmetal-example	5.10	jar-with-dependencies	60b049fdcc4cf889484dc350321c3caa72414cc6
org.uma.jmetal	jmetal-example	5.11		a7fe2885b05d65dcb2026028c3701ddd91110d36
org.uma.jmetal	jmetal-example	5.11	jar-with-dependencies	a07e93e7b241609d371009376bd2a98ece6ec31e
org.umlg	runtime-domain	1.0.0		c3369cf91d457cf17fa6c1282a4191b6978e12f9
org.umlg	runtime-domain	1.0.0.M9		d323abc5428316252802b921e8b3ccbad6693111
org.umlg	runtime-domain	1.0.1		c1574cf60b5fa19cfc8c6f68a95d20ddf6155d8f
org.umlg	runtime-domain	1.0.2		b0daa1a9ea6c20148a7778e8d17f5d6924acc5fd
org.umlg	runtime-domain	1.1.0.RC1		b41ab41cf4f84efe48307a396cb8c11e2ea8a3d8
org.umlg	runtime-domain	1.1.0.RC2		6f20428f8c69c6aa855482b9a6eca7fb1f4661bc
org.umlg	runtime-domain	1.2.2		c9eeb00cead60b55e25497b018d79ac821947124
org.umlg	runtime-domain	1.2.3		e9a041cd2b176028566253b542b2db3c6a28712a
org.umlg	runtime-domain	1.2.5		64a05c788c8fcad2b222506c5115ae4a5e19a96b
org.umlg	runtime-domain	2.0.0		9c3efc1879b48c5178490297f8ccea4291c32ccf
org.umlg	runtime-domain	2.0.1		d4c97981c424842c3f86b9785e274647b8f34963
org.umlg	runtime-domain	2.0.10		614545600c8b4699454b545d90e781f6f08a33a6
org.umlg	runtime-domain	2.0.11		d51c7a6199215bcf04f941daeb377ceeda3f5b0d
org.umlg	runtime-domain	2.0.12		f3ba1aab12779aaadd89cfc6c46e367ac75a35f9
org.umlg	runtime-domain	2.0.13		3d13d9d5e647130818d79c628943f0c0d5420911
org.umlg	runtime-domain	2.0.15		3992fc7a7c6c3477a99651703d63a5176a8ac1a6
org.umlg	runtime-domain	2.0.16		83fe21f800f175d58941ab9ca9f101bc5122b308
org.umlg	runtime-domain	2.0.2		ffdd371d7e6bba2a9e231c7ad08fab23374c7ae2
org.umlg	runtime-domain	2.0.3		de8a020843ba64dfc579de505702331288de2345
org.umlg	runtime-domain	2.0.4		c82e4a9143691d942e3148958aba931386b8be36
org.umlg	runtime-domain	2.0.6		7299fdbe2e5ae65c131144c15ca5462624e85aef
org.umlg	runtime-domain	2.0.7		05608b3ab060a879c2eebdfced176d4d7d8f66c1
org.umlg	runtime-domain	2.0.8		e71696f2ca8a729bee995c8bf7b8c3e6ebff5648
org.webjars.npm	vinyl-source-stream	1.1.0		5b4b049c351903cc391f40ee283c73cb88d7e905
ru.dimsuz	vanilla	0.10.0		a9fbff3cfde2ddf35aa72cb796c667a59bfb5a5d
ru.dimsuz	vanilla	0.11.0		217b01bf61ff447871409999c93e4e45896d6171
ru.dimsuz	vanilla	0.12.0		3311e457edf9cce7f4e2d5919218b7e46d645c40
ru.dimsuz	vanilla	0.13.0		1cd23f2a21386673ffe647a404fe54a75e7865bb
ru.dimsuz	vanilla	0.14.0		4905816a234316daa7669b5118e0a6ae97eb7198
ru.dimsuz	vanilla	0.14.1		547640d7d2739c01247835ad20b7f456f82e3150
ru.dimsuz	vanilla	0.9.0		d60f22780f579d0f77e5a2ebd7ebe24a10a3af60
tech.neander	langoustine-meta_sjs1_3	0.0.10		a5e2ddb48db2aa8844a342921fee1afb23b0c1a4
tech.neander	langoustine-meta_sjs1_3	0.0.11		8a1b84c33823fe153bb1dcf0ef3e077715693193
tech.neander	langoustine-meta_sjs1_3	0.0.12		9aa462d793af24753085dbbfd9bb03aa56786b93
tech.neander	langoustine-meta_sjs1_3	0.0.13		a0aecd095bfeeb72470cf13404aa37bae1bb6076
tech.neander	langoustine-meta_sjs1_3	0.0.14		38bd3b444825aeee15c6750c4af1902f7d697158
tech.neander	langoustine-meta_sjs1_3	0.0.15		347a881a420c9b3d80bf722ed219cd1673c7bc17
tech.neander	langoustine-meta_sjs1_3	0.0.16		8f5aa93f897e2eaf54c28478567eb0b868510094
tech.neander	langoustine-meta_sjs1_3	0.0.17		c25d7558d26c40a6016423a096d20a5fb7643add
tech.neander	langoustine-meta_sjs1_3	0.0.18		241e175ac0fd12aac3ca73b5382f080aa2a2b84e
tech.neander	langoustine-meta_sjs1_3	0.0.19		e7f7274ff3408025fc249a070b71dbab75bdddec
tech.neander	langoustine-meta_sjs1_3	0.0.20		63a8a4ef2caa73578a9cccdcf19d0edd5c25df7a
tech.neander	langoustine-meta_sjs1_3	0.0.21		e059977807439122ee012da913b63e6e4de651ef
tech.neander	langoustine-meta_sjs1_3	0.0.22		58f77f0e89eecf28023ae6e6d20608f38a8268a7
tech.neander	langoustine-meta_sjs1_3	0.0.4		753116b5a8414de7d42ed28a3b94dfa8f7a1e71b
tech.neander	langoustine-meta_sjs1_3	0.0.5		21134a387dc78f1b593f36962e967b80a81d601e
tech.neander	langoustine-meta_sjs1_3	0.0.6		15b6bed878167d74b1808fb600b1900bcdd489d3
tech.neander	langoustine-meta_sjs1_3	0.0.7		d9f435df137d14bf92a743de6fd8b1cf9eba5c28
tech.neander	langoustine-meta_sjs1_3	0.0.8		523ef17d8c4e9ee9dadf24b4a83d2e4dc4ac486a
tech.neander	langoustine-meta_sjs1_3	0.0.9		34cedd57313dd90f2ca4099457c17bd4bfeb36fd
top.naivete.framework.schedule	framework-schedule	1.0.0		N/A
xyz.erupt	erupt-toolkit	1.10.1		32fe038e2521fefe1f2cd7279aa7541255957d57
xyz.erupt	erupt-toolkit	1.10.10		2003633ba9af27fab19bde43f5b1ac2be9c57220
xyz.erupt	erupt-toolkit	1.10.10-beta		a5c0084b15d6d557c13f81909972cc044dfef1ac
xyz.erupt	erupt-toolkit	1.10.10-beta2		b0445beb08e929948400a0010e4443fc94292500
xyz.erupt	erupt-toolkit	1.10.11		3ed8be37bc7ea6cff9d8aa6c757ddca5df1a6579
xyz.erupt	erupt-toolkit	1.10.12		18d8c3972549a6f2d6315254f60abb61ae327012
xyz.erupt	erupt-toolkit	1.10.13		50d3f06f2076258574a957e75a57cc0a3abefc00
xyz.erupt	erupt-toolkit	1.10.14		2da9897a1d002a954935c8f9e4edb492e9e467d5
xyz.erupt	erupt-toolkit	1.10.15		540d7891c4f2f3014cfb1a5f66501bff62e0df6e
xyz.erupt	erupt-toolkit	1.10.2		74bbb7b62ade70aab98f15114c5c2c5c6b74c1d5
xyz.erupt	erupt-toolkit	1.10.3		62e247a4a0fadde46bf2d5a6157060824b70e605
xyz.erupt	erupt-toolkit	1.10.4		9490fdddca41d3baed5ba6afb9730c62a66fa62a
xyz.erupt	erupt-toolkit	1.10.5		1b562b9b0776a122784ff354c7134cb81c1ba301
xyz.erupt	erupt-toolkit	1.10.6		4de7f0698e92e093ba0991f5d11e305d02fd5d37
xyz.erupt	erupt-toolkit	1.10.7		f740cfc1b578d95d2d06ff7c06496f7926b58c07
xyz.erupt	erupt-toolkit	1.10.8		a3a805122d15032b66faecb93e394272d6a29f7c
xyz.erupt	erupt-toolkit	1.10.8-beta		3aeea5be84af15575ea30fed1282c771affd3db9
xyz.erupt	erupt-toolkit	1.10.8-beta.2		470aac3aff2fb252ad6bc3a99c15a0cfb6ea3348
xyz.erupt	erupt-toolkit	1.10.8-beta.3		3334366987ea789ccdb12a68275daf110bf3fb98
xyz.erupt	erupt-toolkit	1.10.8-beta.4		36a576d4def806be908b5f819967806c26498664
xyz.erupt	erupt-toolkit	1.10.9		dc9fd04bec3cbeccfbb34c2a4bc635ed084ae8b8
xyz.erupt	erupt-toolkit	1.10.9-beta		0e173cf73e32ffd6a3ecb04882ea725533a15ab5
xyz.erupt	erupt-toolkit	1.11.1		3c8dc1a82abf88515b215683c93ebbee9ff6704b
xyz.erupt	erupt-toolkit	1.11.2		a864fdbb160f6bab50972558e87469a51317377d
xyz.erupt	erupt-toolkit	1.11.3		76b72c58cea48df5a50493c36fd525b2ffb00239
xyz.erupt	erupt-toolkit	1.11.4		32ddfc99087bad40b3a0aa8f6f82db0288814a4d
xyz.erupt	erupt-toolkit	1.11.5		00bd6a8a0292d7cd9334f8641319728c2d99cdbf
xyz.erupt	erupt-toolkit	1.11.6		c8a302ab3bb26b4c3b209fdbe58dde4df1009f28
xyz.erupt	erupt-toolkit	1.11.7		c5011fccae69c63bf1c4820d397bb0a4a6ef189c
xyz.erupt	erupt-toolkit	1.12.0		ecbe26b84c30fee70a33313d63c98235bd7e8a39
xyz.erupt	erupt-toolkit	1.12.1		5b13b1349622176d57f1fc9d6740a612e45153db
xyz.erupt	erupt-toolkit	1.12.10		86029cc675f8ca63c0cb5d797b6819dc9cdb2d78
xyz.erupt	erupt-toolkit	1.12.11		303d9a16cf67d57f66f8028973ffd1268b1d9391
xyz.erupt	erupt-toolkit	1.12.12		febaf7a1625aa18cecb96069f7ce481e38476ead
xyz.erupt	erupt-toolkit	1.12.13		08f0028c991b07afd95adadce100ba7762b201d0
xyz.erupt	erupt-toolkit	1.12.14		61be23a77ec8da2f838f2899f9f3a79f488f26e5
xyz.erupt	erupt-toolkit	1.12.15		afc7bb98ac544f10606ac9738ae47f5b95de881c
xyz.erupt	erupt-toolkit	1.12.16		21532c84a3224d5b8faf0d3edc818a355568df11
xyz.erupt	erupt-toolkit	1.12.17		f9742bb8c38cb8202eca1efeea52e43e5da3c9a3
xyz.erupt	erupt-toolkit	1.12.18		9a3317396fcf3687a6a7abb9960b0eb115db3801
xyz.erupt	erupt-toolkit	1.12.19		8cb7fc361a1a8b80e11964f4755ddf54864192df
xyz.erupt	erupt-toolkit	1.12.2		6291b1da8206a556b69e653b455564ab35ec0391
xyz.erupt	erupt-toolkit	1.12.20		b3edb8da84cd2d5b62dc03bbaf9d0d6d932db551
xyz.erupt	erupt-toolkit	1.12.3		66f00a8e08e0112dd56a3380dff6856fb83a3e62
xyz.erupt	erupt-toolkit	1.12.4		b15ca98430e5ec9ef813f817963647291f04056c
xyz.erupt	erupt-toolkit	1.12.5		c6b4795adbd7bcb0260faa2e77e87dbaa779cd69
xyz.erupt	erupt-toolkit	1.12.6		57bf7259f8864ca043585b33cb86eeb583ee989f
xyz.erupt	erupt-toolkit	1.12.7		98c7b0b505d5b0b7007da3800434272a3b02975a
xyz.erupt	erupt-toolkit	1.12.8		caeb06ad59aa4b3b0f2087b4293b7ccc4b0cb9ea
xyz.erupt	erupt-toolkit	1.12.9		10bdcbca88ac9238224d4397112b7c8f59dcfb9c
