activemq	jaxb-xjc	20050407	-	e292a3e57f6d266721c94859fd2cc20759b2c716
io.quarkus	quarkus-confluent-registry-common-deployment	3.10.0	-	47a257f5e876ac896f05d81e2ae6a09c9f271c38
io.quarkus	quarkus-confluent-registry-common-deployment	3.10.0.CR1	-	c0a1b676f07eaafc396ccd99a9104365c73d8350
io.quarkus	quarkus-confluent-registry-common-deployment	3.10.1	-	6a7541342511a39a9a5dfa00216436f0d7a424d1
io.quarkus	quarkus-confluent-registry-common-deployment	3.10.2	-	877b49974a99a830be3bc0bee1d3f0cad1fdec97
io.quarkus	quarkus-confluent-registry-common-deployment	3.11.0	-	70d5554c9867e1a7a1d46d94bfdeea98ad211d1a
io.quarkus	quarkus-confluent-registry-common-deployment	3.11.0.CR1	-	e24e2dddbecfe89532aa533ea48e2ef54dec7a8c
io.quarkus	quarkus-confluent-registry-common-deployment	3.11.1	-	09f877ad0aa1aa2947a454bf787e5eef680d61f5
io.quarkus	quarkus-confluent-registry-common-deployment	3.11.2	-	3475916de7daf2db2a3b0085ae7ff128caf5824f
io.quarkus	quarkus-confluent-registry-common-deployment	3.11.3	-	d58b4507c2aa66533c67497c361cb27a4b52b88f
io.quarkus	quarkus-confluent-registry-common-deployment	3.12.0	-	fca7bedef0a1cbc89192dd492ae2fb198911ef0a
io.quarkus	quarkus-confluent-registry-common-deployment	3.12.0.CR1	-	518b3ca0daf98be80283e897270f88b100b87840
io.quarkus	quarkus-confluent-registry-common-deployment	3.12.1	-	f399fd6abaca1ff3f0ea59d00193479f5f5ab05c
io.quarkus	quarkus-confluent-registry-common-deployment	3.12.2	-	1bb94c649643e7dc984efd9c36d92b6457bc9270
io.quarkus	quarkus-confluent-registry-common-deployment	3.12.3	-	347e091943405394bddb3b58929f5bef5fb6ad5c
io.quarkus	quarkus-confluent-registry-common-deployment	3.13.0	-	518d5e396d989aaa2d87a43a27e333367c237bad
io.quarkus	quarkus-confluent-registry-common-deployment	3.13.0.CR1	-	41d50d9e15fab17ef53e985620f14823ab9ec78f
io.quarkus	quarkus-confluent-registry-common-deployment	3.13.1	-	eaa3845f2e4b4e576cd7553471589f8c40ff355b
io.quarkus	quarkus-confluent-registry-common-deployment	3.13.2	-	5a3a6ab2b9ec1e3e8b72488773a6c0b16323e59a
io.quarkus	quarkus-confluent-registry-common-deployment	3.13.3	-	d6550fb4ddbfc3e3f5834252b506e28d54f269a1
io.quarkus	quarkus-confluent-registry-common-deployment	3.14.0	-	ab9d68dc7e45aa70d41081110a920b5831903d3a
io.quarkus	quarkus-confluent-registry-common-deployment	3.14.0.CR1	-	34543d7fa94b77e3def3b49bf63c9114eadedd50
io.quarkus	quarkus-confluent-registry-common-deployment	3.14.1	-	4ef19a14fadda09db94a9791f0364596eee73f04
io.quarkus	quarkus-confluent-registry-common-deployment	3.14.2	-	3ce72a5db03a8d84461a1e287c6ae50516616d59
io.quarkus	quarkus-confluent-registry-common-deployment	3.14.3	-	b27724de34624f659c5478ca144afde0981f1f8c
io.quarkus	quarkus-confluent-registry-common-deployment	3.14.4	-	bcba34ffd4a8f97973473894c5461dc63ec2d39d
io.quarkus	quarkus-confluent-registry-common-deployment	3.15.0	-	193d6acf5ecdb64364ba107af5fd0f6d60051cd0
io.quarkus	quarkus-confluent-registry-common-deployment	3.15.0.CR1	-	35b4ec38ff95e478e77404bd32324e176a2990d0
io.quarkus	quarkus-confluent-registry-common-deployment	3.15.1	-	a78b4e9f5ac8ee58ebb0c8d3d7c913c3bc4c7772
io.quarkus	quarkus-confluent-registry-common-deployment	3.15.2	-	b86f6f40924ee2a9d4bb74e421beed5f4ae4cf93
io.quarkus	quarkus-confluent-registry-common-deployment	3.15.3	-	229c0c12458b65096f5b0dcb5ae2f650d3451356
io.quarkus	quarkus-confluent-registry-common-deployment	3.15.3.1	-	c40ec83e8139a8b3dc15e7da863e872fdd66328a
io.quarkus	quarkus-confluent-registry-common-deployment	3.15.4	-	e6f40164abc388ef1a7f7877b0d97fb98b6f6c99
io.quarkus	quarkus-confluent-registry-common-deployment	3.16.0	-	4f60b5f41be354bf87b17aa653782913411c75e1
io.quarkus	quarkus-confluent-registry-common-deployment	3.16.0.CR1	-	f3930db9a164af3bddfff3b45a6bb3c11ef8c36c
io.quarkus	quarkus-confluent-registry-common-deployment	3.16.1	-	5d6e901e56e4ea91c7c5a89b8d4f88c10fbc0084
io.quarkus	quarkus-confluent-registry-common-deployment	3.16.2	-	778c278599cadff6407fa5613dc628785be86c0a
io.quarkus	quarkus-confluent-registry-common-deployment	3.16.3	-	c3804038932033cad3ef4f0b47b457414eeb66d3
io.quarkus	quarkus-confluent-registry-common-deployment	3.16.4	-	792c211a849a2202112e44330ad0d136792e4ce8
io.quarkus	quarkus-confluent-registry-common-deployment	3.17.0	-	77bbc06d687311e8c31e0289da67cac64c28a724
io.quarkus	quarkus-confluent-registry-common-deployment	3.17.0.CR1	-	cfe64c6e4b1e2d8ddb47b6a11f92ab451eb668c4
io.quarkus	quarkus-confluent-registry-common-deployment	3.17.1	-	331be397da1193de6f0cd1a286739444f5458b80
io.quarkus	quarkus-confluent-registry-common-deployment	3.17.2	-	dfb559ec612a24d46d18536db5f635e059b10c59
io.quarkus	quarkus-confluent-registry-common-deployment	3.17.3	-	bcad36800f8e9c2c275ffbf3c2f7a82daede0b51
io.quarkus	quarkus-confluent-registry-common-deployment	3.17.4	-	23446bf8bfc494e5e40cadfe027aaeb0da8bf310
io.quarkus	quarkus-confluent-registry-common-deployment	3.17.6	-	5c530491cc6d9dc10e019cc40b8dbf511f2f0d56
io.quarkus	quarkus-confluent-registry-common-deployment	3.17.7	-	41672669541edbb195a40be2e51a1fbfd281194e
io.quarkus	quarkus-confluent-registry-common-deployment	3.17.8	-	35e564c8e3fa1a39443110ba8d67a7f980719e96
io.quarkus	quarkus-confluent-registry-common-deployment	3.18.0	-	32b0aa188ff1dca2ad4904ad82c9156450c4108a
io.quarkus	quarkus-confluent-registry-common-deployment	3.18.0.CR1	-	3d43cd5d2cf20ff919234483eb156f89ecf86d5c
io.quarkus	quarkus-confluent-registry-common-deployment	3.18.1	-	163ca91fafe452a755e2cddb5021f3a56ab9eb9f
io.quarkus	quarkus-confluent-registry-common-deployment	3.18.2	-	468188ba865212920140145e7abe868768066a89
io.quarkus	quarkus-confluent-registry-common-deployment	3.18.3	-	b061f72cac6c4d132d4be0822108c75d63ce5c27
io.quarkus	quarkus-confluent-registry-common-deployment	3.18.4	-	21c739de19b02e85b51b934847c392ba84273c6d
io.quarkus	quarkus-confluent-registry-common-deployment	3.19.0	-	5ba1804c4fa6ed6b1fbf6a617e01923125b21a67
io.quarkus	quarkus-confluent-registry-common-deployment	3.19.0.CR1	-	ce5787e6ab2d157c88cc5b23033c5d9bbded09bd
io.quarkus	quarkus-confluent-registry-common-deployment	3.19.1	-	9151ce9abca764b7a51b5089424fba59e00ac5c8
io.quarkus	quarkus-confluent-registry-common-deployment	3.19.2	-	e40856e2b31890b400f546c5048800ee800b5b24
io.quarkus	quarkus-confluent-registry-common-deployment	3.19.3	-	25bfc08a999473215a49f25f0c61dac3c4642af1
io.quarkus	quarkus-confluent-registry-common-deployment	3.19.4	-	446cc3fdcceb58601c3949cf7ee37a2bf5a3b56c
io.quarkus	quarkus-confluent-registry-common-deployment	3.2.0.CR1	-	88b0483f2efbc61fa7b4f411e319dd02a116eb2d
io.quarkus	quarkus-confluent-registry-common-deployment	3.2.0.Final	-	692473c200757ff0b635311d8fd653d434dbbe05
io.quarkus	quarkus-confluent-registry-common-deployment	3.2.1.Final	-	4202bc75df58a9c794abf9f0a8dd65095fdda313
io.quarkus	quarkus-confluent-registry-common-deployment	3.2.10.Final	-	0e33fcba3a1c47d814b25545c80061a0498805f6
io.quarkus	quarkus-confluent-registry-common-deployment	3.2.11.Final	-	4fac01d73919bdb39279c3378441f449e7a2d28e
io.quarkus	quarkus-confluent-registry-common-deployment	3.2.12.Final	-	9d0bacab3ffb0b5b195413e50f65e2ff4ce79d6e
io.quarkus	quarkus-confluent-registry-common-deployment	3.2.2.Final	-	910cd32e62e04198d6670a43bf4c4e7ce12b0d24
io.quarkus	quarkus-confluent-registry-common-deployment	3.2.3.Final	-	d41c921128e7a409cc691b99eeb881d6c7a8942a
io.quarkus	quarkus-confluent-registry-common-deployment	3.2.4.Final	-	3efbc8afcbb8c17f9c22bcb70cb41141a9150e1d
io.quarkus	quarkus-confluent-registry-common-deployment	3.2.5.Final	-	944bb597b4d066b836b125fdff9094e89b5f9638
io.quarkus	quarkus-confluent-registry-common-deployment	3.2.6.Final	-	a298f17c0202971877d407e1fadd24b801c422a8
io.quarkus	quarkus-confluent-registry-common-deployment	3.2.7.Final	-	39bcf0b12e4a0ebe2857d9ec0f07b85dc8a8a66b
io.quarkus	quarkus-confluent-registry-common-deployment	3.2.8.Final	-	c620754a7a7c971b8ef6a762d12dc7efd3b196e8
io.quarkus	quarkus-confluent-registry-common-deployment	3.2.9.Final	-	27561cf10a8e5960f9aa4a460823405ae59dc665
io.quarkus	quarkus-confluent-registry-common-deployment	3.20.0	-	3370c1e023b6dfffde710313854f6dd72111c041
io.quarkus	quarkus-confluent-registry-common-deployment	3.20.0.CR1	-	bfbd7be34f5e26210ca8ff5a1c0dbe90d2607465
io.quarkus	quarkus-confluent-registry-common-deployment	3.21.0	-	3b56c6d128341487d9cd90b11c289c8e08685e96
io.quarkus	quarkus-confluent-registry-common-deployment	3.21.0.CR1	-	3d492d3f0be7ea34f1bf8d92ec2e5df7ba12d325
io.quarkus	quarkus-confluent-registry-common-deployment	3.21.1	-	988d63e797cdd81573b636b9bb70f48a563569bf
io.quarkus	quarkus-confluent-registry-common-deployment	3.21.2	-	a48293d237df2a07e44793a072bb3f19e6537b65
io.quarkus	quarkus-confluent-registry-common-deployment	3.21.3	-	d5dceac73269ca9713577ac8649ad290ad6a2914
io.quarkus	quarkus-confluent-registry-common-deployment	3.22.0.CR1	-	b5ac6c90b5d0520e2097bf0a581fefd91120aee6
io.quarkus	quarkus-confluent-registry-common-deployment	3.3.0	-	72bb1d5c7930c8a25d915cd68d96c418c3b6d24e
io.quarkus	quarkus-confluent-registry-common-deployment	3.3.0.CR1	-	241bb8f342834e0c91fe4bfcdf92a86350700720
io.quarkus	quarkus-confluent-registry-common-deployment	3.3.1	-	57b13d19f3d9e61dced97e57cc1763259c765bf7
io.quarkus	quarkus-confluent-registry-common-deployment	3.3.2	-	d1ab4a62063ed170d9567cfca39b66517c570295
io.quarkus	quarkus-confluent-registry-common-deployment	3.3.3	-	ba113316a874e48e20bddb6a8a05b11f69b7447c
io.quarkus	quarkus-confluent-registry-common-deployment	3.4.0	-	2a10abb46dd6dd1f509fb1d96c94fee700778d1b
io.quarkus	quarkus-confluent-registry-common-deployment	3.4.0.CR1	-	0f0dc9883f78272fecbc38e07c5cfa8551c71637
io.quarkus	quarkus-confluent-registry-common-deployment	3.4.1	-	cbb2371a1ccdeeff97d231c2c9041845ab4b9d63
io.quarkus	quarkus-confluent-registry-common-deployment	3.4.2	-	8fbce58291dd23c5cb97375ee1abc443953c4519
io.quarkus	quarkus-confluent-registry-common-deployment	3.4.3	-	85d81243c71a3ee313a6688834fa029b51d2bcbc
io.quarkus	quarkus-confluent-registry-common-deployment	3.5.0	-	39985da94dc5f06d3ae988095ec9ec0d62869a54
io.quarkus	quarkus-confluent-registry-common-deployment	3.5.0.CR1	-	94c339b0d882749c415a05bff8a352a18c299c25
io.quarkus	quarkus-confluent-registry-common-deployment	3.5.1	-	933dbcf4df7c3c05d2aaed3f955622626f87d34b
io.quarkus	quarkus-confluent-registry-common-deployment	3.5.2	-	19ae08c608e798279ebc0f238f3e9339cc8b87ca
io.quarkus	quarkus-confluent-registry-common-deployment	3.5.3	-	523c53f33ba3fb3076cf10838a9410f07cef6d76
io.quarkus	quarkus-confluent-registry-common-deployment	3.6.0	-	c03fb2b3d28c35cffcab99131f08d6d0facdfa33
io.quarkus	quarkus-confluent-registry-common-deployment	3.6.0.CR1	-	12061e66ddc2bcacdf84e790a2e89a200f662314
io.quarkus	quarkus-confluent-registry-common-deployment	3.6.1	-	0875813dcde3fa11227f24fc74d4e018b731fafc
io.quarkus	quarkus-confluent-registry-common-deployment	3.6.2	-	baa5bd1152040b344c18e78f770ee016cc9e561d
io.quarkus	quarkus-confluent-registry-common-deployment	3.6.3	-	553f8b997f56f9bd531b58f8ee6d9f2326e6ffa8
io.quarkus	quarkus-confluent-registry-common-deployment	3.6.4	-	30c05b104503e04ff921735d66c8d734c549415e
io.quarkus	quarkus-confluent-registry-common-deployment	3.6.5	-	f481807629f42df5865ed7d85d41dc84879f3bfb
io.quarkus	quarkus-confluent-registry-common-deployment	3.6.6	-	8e73b4fdfd6cad9b4e3868bd03d9c94eddc6995d
io.quarkus	quarkus-confluent-registry-common-deployment	3.6.7	-	c77d409c5f80253f620ab8cbb5eb71cd327b5dda
io.quarkus	quarkus-confluent-registry-common-deployment	3.6.8	-	061c78a18301a4bd2f9628917ff9a552485ac2b8
io.quarkus	quarkus-confluent-registry-common-deployment	3.6.9	-	68188ee69abd5829c2881469faca2b9483948ddd
io.quarkus	quarkus-confluent-registry-common-deployment	3.7.0	-	dc560ca3be43d087b43550a4a9b6ff1003c8edb4
io.quarkus	quarkus-confluent-registry-common-deployment	3.7.0.CR1	-	948ed6674e2a865426e15c3c53045cd2915dd1fc
io.quarkus	quarkus-confluent-registry-common-deployment	3.7.1	-	3ea6e55ee9f207f032fce83d3e4c301e64968c93
io.quarkus	quarkus-confluent-registry-common-deployment	3.7.2	-	fc84bd001fc20a57bac5a94cb5583389a153933a
io.quarkus	quarkus-confluent-registry-common-deployment	3.7.3	-	d22c3fbe7551548409e1df7efcd154febfb4aaea
io.quarkus	quarkus-confluent-registry-common-deployment	3.7.4	-	13f5cb5543957ec4f07ef7e1cceb24c175410329
io.quarkus	quarkus-confluent-registry-common-deployment	3.8.0	-	ba0fa0db50acf2f5bfc25a305917aa50daa26005
io.quarkus	quarkus-confluent-registry-common-deployment	3.8.0.CR1	-	5e2277b968259874267cb1e161c0d94663c0cee3
io.quarkus	quarkus-confluent-registry-common-deployment	3.8.1	-	ea8aa44fe80092fadd1c41aa9ae95c36cc36975b
io.quarkus	quarkus-confluent-registry-common-deployment	3.8.2	-	dbf74adc6ba2e6e4899b58cc9e153d772ab1ba0e
io.quarkus	quarkus-confluent-registry-common-deployment	3.8.3	-	bff436fcf18e2e24b2bd2a113a8cabf7a228d199
io.quarkus	quarkus-confluent-registry-common-deployment	3.8.4	-	75e14e35157302ee856a6ca42ac648b8ed639871
io.quarkus	quarkus-confluent-registry-common-deployment	3.8.5	-	fccb77083e4dcb8e9e9e87e4eb5b4e3e710200d9
io.quarkus	quarkus-confluent-registry-common-deployment	3.8.6	-	6f7cb10e3ff2bd3ab3e455b8bd9274def649a3b9
io.quarkus	quarkus-confluent-registry-common-deployment	3.8.6.1	-	1544d657b4ef49738e655751a9335bc753adbdd5
io.quarkus	quarkus-confluent-registry-common-deployment	3.9.0	-	972d60cd70f3300aade99b6e21551fcfb91c796e
io.quarkus	quarkus-confluent-registry-common-deployment	3.9.0.CR1	-	949c822a4fe89d195e85f737023a802ecba27b87
io.quarkus	quarkus-confluent-registry-common-deployment	3.9.0.CR2	-	14e209538d64bdc189df01348b4d86fb291024d5
io.quarkus	quarkus-confluent-registry-common-deployment	3.9.1	-	445e18f1cf1dbe5d5ebcc62bf9e54d48fbc90a32
io.quarkus	quarkus-confluent-registry-common-deployment	3.9.2	-	fdd4c78919d3f4b18e8a1ef2de327cf89b16d6b8
io.quarkus	quarkus-confluent-registry-common-deployment	3.9.3	-	31f8911f134a0c0af57b36cdecf0fcac5c2a6f06
io.quarkus	quarkus-confluent-registry-common-deployment	3.9.4	-	9df12605ae7daf8761392e2dec1e846b16ffcc58
io.quarkus	quarkus-confluent-registry-common-deployment	3.9.5	-	6614ef05d6a226eabe46bb82e49f374c78d6c60c
io.rsocket.kotlin	rsocket-transport-nodejs-tcp-js	0.15.4	-	cc470b9d28361f9a8b02c988d66d6d8bd87e7ff3
io.scalecube	scalecube-gateway-testlib	2.0.1	-	54a09431828ffe9b1e3ca84a446c4fc6d8a4ae62
io.serverlessworkflow	serverlessworkflow-impl-core	7.0.0-alpha5.1	-	8a58810a81a826eca6c17330fc75f40f538c57c9
io.serverlessworkflow	serverlessworkflow-impl-core	7.0.0.Final	-	fcdf4b6c8480c3231a84dfb101f401118a9f9575
io.siddhi.extension.script.js	siddhi-script-js	5.0.1	-	d4be0f7298baef4d7746fe6918f5c481144176bf
io.siddhi.extension.script.js	siddhi-script-js	5.0.2	-	92093da1af80761dc7cf80abec70e792ba75f9d2
io.siddhi.extension.script.js	siddhi-script-js	5.0.3	-	86488bdd0890628cb413e236cdcc7caf8bddaecf
io.swagger.core.v3	swagger-annotations	2.0.0	-	adf3c6a8a069dda564790c693deb3d6f7ec0d7ef
io.swagger.core.v3	swagger-annotations	2.0.0-rc3	-	697e805fee5045f2e92551963497d3c0fadd0de3
io.swagger.core.v3	swagger-annotations	2.0.0-rc4	-	71a9b2b43ee6c6de591ca5368c30960b23a46cc3
io.swagger.core.v3	swagger-annotations	2.0.1	-	93bd3dff36e1148daff5fb9553f9be818e6ea7fe
io.swagger.core.v3	swagger-annotations	2.0.10	-	85428dac7402fdca267219b76af644c21246b6bd
io.swagger.core.v3	swagger-annotations	2.0.2	-	02eab8215e8d05f202d6f5bbd3db5bd4e6c43b0e
io.swagger.core.v3	swagger-annotations	2.0.3	-	5a2c2223bcb9d49c3fad1297c18718ff7181a4fd
io.swagger.core.v3	swagger-annotations	2.0.4	-	e47f519d0cd6c7269a58a4bb92b06ee90010965e
io.swagger.core.v3	swagger-annotations	2.0.5	-	30519dc45c7b4b8e4d621fe2d015fd83f9090b8a
io.swagger.core.v3	swagger-annotations	2.0.6	-	cc87e40e30a1b82026581f0166b90fea463246b4
io.swagger.core.v3	swagger-annotations	2.0.7	-	5d61136e6386f4a98579ac2279434ed041e263b2
io.swagger.core.v3	swagger-annotations	2.0.8	-	d3972b04605641637fb9aa310961e5c98dd375f5
io.swagger.core.v3	swagger-annotations	2.0.9	-	f74feb0df05360e0e5b4fae746cebf651b0157c9
io.swagger.core.v3	swagger-annotations	2.1.0	-	ee9e14ccacd860b92dcfff72227c8130e59a176e
io.swagger.core.v3	swagger-annotations	2.1.1	-	4d645f0d4a1ec1f13bef19ad1b10e72b30fe9307
io.swagger.core.v3	swagger-annotations	2.1.10	-	1eec58d3db42dcefac76fa47211812c4782b1342
io.swagger.core.v3	swagger-annotations	2.1.11	-	4a00eee38735189a15fbdfa2169aadbff9c1779a
io.swagger.core.v3	swagger-annotations	2.1.12	-	738d48e059af0ae009521430873885f327583913
io.swagger.core.v3	swagger-annotations	2.1.13	-	3ad230ab86d22b3d8e219d528a91c0cda02aaaa7
io.swagger.core.v3	swagger-annotations	2.1.2	-	d407a33aa71444802c640080eb4d5f499b027f96
io.swagger.core.v3	swagger-annotations	2.1.3	-	6f0c573c5bbb74691736e7d8ecfa2ee30f107c68
io.swagger.core.v3	swagger-annotations	2.1.4	-	f9d9fc0e44ea8b3a0e46eca67dcbb5999c633ac7
io.swagger.core.v3	swagger-annotations	2.1.5	-	9ce017b9f0ca92c35f24a18c001aac25cec279cc
io.swagger.core.v3	swagger-annotations	2.1.6	-	d6733cdb4476f9ab72e1f25498b9222fd0d59a16
io.swagger.core.v3	swagger-annotations	2.1.7	-	ace66fe93e9f63a0c7ee1c2bb62d7705503f019c
io.swagger.core.v3	swagger-annotations	2.1.8	-	663006601fe9ab14ed8f65b41d1da081f7905c3d
io.swagger.core.v3	swagger-annotations	2.1.9	-	f9c217edd362c12460d54eb45070ad322f8c5d9b
io.swagger.core.v3	swagger-annotations	2.2.0	-	404f8a4159d7d6034c3e515e3f673f19c6a100ee
io.swagger.core.v3	swagger-annotations	2.2.1	-	b8bc7ec9b22287bd8d00ba69d457673ae2df2895
io.swagger.core.v3	swagger-annotations	2.2.10	-	b382e24d1a2857df111fa9fe653a7d5171026f4d
io.swagger.core.v3	swagger-annotations	2.2.11	-	4a9a5866fa1a49c92117aba062163d16ee3bee70
io.swagger.core.v3	swagger-annotations	2.2.12	-	276a6d67bd66f74865e9ce59aaa42fcd42d3a197
io.swagger.core.v3	swagger-annotations	2.2.13	-	ee8d79c688e08e40563d97545d801f53afd75551
io.swagger.core.v3	swagger-annotations	2.2.14	-	5a6a6d6ec648f2df9b5b7f2e7ddbf2fa6924a16a
io.swagger.core.v3	swagger-annotations	2.2.15	-	35779fede334507bc368392051b8a89ed42c0784
io.swagger.core.v3	swagger-annotations	2.2.16	-	baff53b8f5e2c6ee186a3913b3c1a06d92c79bb9
io.swagger.core.v3	swagger-annotations	2.2.17	-	ee67ccee6a9d84831f0fdd635021e7e00439fecd
io.swagger.core.v3	swagger-annotations	2.2.18	-	72ed83a368c13d8963e986bdc82f7105a1439c49
io.swagger.core.v3	swagger-annotations	2.2.19	-	17f138475142481dcbff404800499ce79ff124cd
io.swagger.core.v3	swagger-annotations	2.2.2	-	8fc2decf75b8ca482af29a88f91bf25268a96d78
io.swagger.core.v3	swagger-annotations	2.2.20	-	532ae607f9014c3bd4beb9893a0b392553c64cef
io.swagger.core.v3	swagger-annotations	2.2.21	-	dc1176eb864ffab970ad193e7a11ed42b4337d33
io.swagger.core.v3	swagger-annotations	2.2.22	-	a62994e7d8d87a0966bb12b85536bdd35287ab1b
io.swagger.core.v3	swagger-annotations	2.2.23	-	2e639326775eb3b2895eb220ce0534c9ecea3f8a
io.swagger.core.v3	swagger-annotations	2.2.24	-	db16d01fea56625921f69918518580cf782b2eaf
io.swagger.core.v3	swagger-annotations	2.2.25	-	99e9a5bf01f790fe4e13d83f53e9cd171f9667e1
io.swagger.core.v3	swagger-annotations	2.2.26	-	4b4ff26ae7438f3957f970ba1948a39920e9140a
io.swagger.core.v3	swagger-annotations	2.2.27	-	4e37522be663224e6a7ed22e49e889bac0be3f16
io.swagger.core.v3	swagger-annotations	2.2.28	-	fc294dfa7b03b05dac048addd583103abf1caf59
io.swagger.core.v3	swagger-annotations	2.2.29	-	07bbed78c1cf66bdcd674775dfe0dca4a073bba6
io.swagger.core.v3	swagger-annotations	2.2.3	-	59fb3236f09b0665f216ef345c298546921ebcf5
io.swagger.core.v3	swagger-annotations	2.2.30	-	8bd8d2466962444e55459e0c278bb711ffa81402
io.swagger.core.v3	swagger-annotations	2.2.4	-	28cf754edbe091e47b951fd5f96a247cc8adce87
io.swagger.core.v3	swagger-annotations	2.2.5	-	a0a0e3e25d820a92d1dd91b94b0b5cfcf49eb72b
io.swagger.core.v3	swagger-annotations	2.2.6	-	caa2fd9b898ea3f341bb731db3ed29a470c53acd
io.swagger.core.v3	swagger-annotations	2.2.7	-	9a630bca8950bde1a541af873aa6050851a31e72
io.swagger.core.v3	swagger-annotations	2.2.8	-	6b14c60519512cd627d59423f109949bea203727
io.swagger.core.v3	swagger-annotations	2.2.9	-	ecaaa83ab7f8aacdaad502e7085e2c841c718f34
io.taig	enumeration-ext-ciris_sjs1_3	0.0.4	-	4140eccd7a60904e8b744cd3ad77a8a07dce5c2f
io.taig	enumeration-ext-ciris_sjs1_3	0.1.0	-	e54f9e1bf0217057d1710f5bac896be9c8c04cae
io.taig	enumeration-ext-ciris_sjs1_3	0.2.0	-	13110bac8c2d3e09616a1e8a56277210cef140ac
io.taig	enumeration-ext-ciris_sjs1_3	0.3.0	-	dbeb90100fa1d4dea0c69f074ec586a6a2c601e1
io.taig	enumeration-ext-ciris_sjs1_3	0.3.1	-	3e7e5131256a002cbf25f7a3d84d24e060407421
io.taig	enumeration-ext-ciris_sjs1_3	0.3.2	-	72c6496f6490232534a82d4f1d528923d97e0a9c
io.taig	sbt-scalariform_2.10_0.13	1.0.0	sbt-scalariform-1.0.0	4e43aebbf21aa007702ad7e92e83203caf98f406
io.taig	sbt-scalariform_2.10_0.13	1.7.0	sbt-scalariform-1.7.0	2adc49cbc57da054ac5bb8744ff83f8c0350ed4e
io.taig	sbt-scalariform_2.10_0.13	1.7.1	sbt-scalariform-1.7.1	65ccde4b7d5427ae3dcbbb8ae98e2a67547bc474
io.trino	trino-parquet	351	-	2ff170fcc0b4b66adf9163469647b508a05e456f
io.trino	trino-parquet	352	-	df8f3205b47ea26ba905486277d1c70973f7575a
io.trino	trino-parquet	353	-	d614b38f9285cc7b3288d418bddfd40c102093fa
io.trino	trino-parquet	354	-	4de906933b02b39dbe25ce14a4c05e0978e6c621
io.trino	trino-parquet	355	-	9b6c358fa330b431bb5f04108a877a628ea30468
io.trino	trino-parquet	356	-	22d4299c2924937e4e99c2cc007f8c2f9acd01aa
io.trino	trino-parquet	357	-	86866971f8fd344d90f5b23d0941889541276fe7
io.trino	trino-parquet	358	-	2b305fe0ebda1e30ae13a9d0eb47882f2cd5ece4
io.trino	trino-parquet	359	-	f6b268dceeadfdce32be4d319819914c39f377e4
io.trino	trino-parquet	360	-	07ddf575bb58e302e34f5020477946fe9cbce23b
io.trino	trino-parquet	361	-	80ef3fe82e81a10faeeb2bbc746c20766882ebe6
io.trino	trino-parquet	362	-	20a1202427391283ec4776ca10738d0250cba6cc
io.trino	trino-parquet	363	-	601b61a063ef8bd04e27034df203dd77790ebfa2
io.trino	trino-parquet	364	-	466fc201a65714368e6bcdd7b4dbb3723cbd2fe6
io.trino	trino-parquet	365	-	9073e72abb4e99598cdbe4c722fd0555d6d473d8
io.trino	trino-parquet	366	-	11248c1e5dd55d625383ec2b87495ff686e18f08
io.trino	trino-parquet	367	-	17b65b0c7dcb8f19a3d854e9aa6194d4fa3e5445
io.trino	trino-parquet	368	-	9eeac6821b830ed148025431ff971843f5543a1a
io.trino	trino-parquet	369	-	0887c76895fd2cfd87340f9aa5ff30f4e7c8151a
io.trino	trino-parquet	370	-	b299a3e2bfc68f195d430180e9b02be0611c675d
io.trino	trino-parquet	371	-	42471b216dd5be36da5d380b2b36e5c230a71879
io.trino	trino-parquet	372	-	41129b879c66994f545675dce01f38c812eccea8
io.trino	trino-parquet	373	-	0419efc58529c6f10f9e67f8b620a550c6ee1e27
io.trino	trino-parquet	374	-	da7d6ee9bff77ce79ca776beac416ff096325c5c
io.trino	trino-parquet	375	-	6bfce38b76e103e31385868e132dfce388e22c07
io.trino	trino-parquet	376	-	9baae22c80a60c5a1480c04945c2b3e90f8046be
io.trino	trino-parquet	377	-	bd2887a16c144796bd184292b00703131df655ce
io.trino	trino-parquet	378	-	b974cbf78f13b6dfb81086bb77e2ee271ca358df
io.trino	trino-parquet	379	-	bba8aac9b9c4975a6dd27080a4dc4f50dd69c7eb
io.trino	trino-parquet	380	-	175abf8dd4ee9aba5450aabd09e706a7a2e155b4
io.trino	trino-parquet	381	-	b9a12da383e173d4c96f8741fe1c23599a8580fe
io.trino	trino-parquet	382	-	348e344157476427363a1695985c092d8bddf81d
io.trino	trino-parquet	383	-	ed6fc4cd4d0e9b3993454047e8a339ec06d8197d
io.trino	trino-parquet	384	-	7c5e6cacad6e64176510e591e9bebbf35f14ab75
io.trino	trino-parquet	385	-	5d376ad462856e71da92e0265fe53597244bb750
io.trino	trino-parquet	386	-	2ad5d5bbe9f6b5be0dd53a32a20da90346c92efa
io.trino	trino-parquet	387	-	476f406bf961890f86e8a047a825622c3de952b8
io.trino	trino-parquet	388	-	9e4ebe7e2a5a64b01a9092599f6cc8ad26ad44ce
io.trino	trino-parquet	389	-	cafab405454e58ab57cdf09e346e0b2723755a5e
io.trino	trino-parquet	390	-	5d65a50e9f45594e4a6d006bd949512ef226b4b9
io.trino	trino-parquet	391	-	4a0a30a9fb8656f44cc42e27b7c989d7e4b249b2
