cn.supzx.utils	zx-common	1.0.0		N/A
com.sun.jersey.samples	helloworld	1.5-ea01		0578f271bf2a84c73c08f82963853b9ba48ceacf
com.sun.jersey.samples	helloworld	1.5-ea02		fd750cb1bb23ad3455050ec1c48aa15390380730
com.sun.jersey.samples	helloworld	1.5-ea03		7363b299901e94c05cb19b1f2f2ddc6fedac54bf
com.sun.jersey.samples	helloworld	1.5-ea04		1936c0f2d7d032cc4854daffee55062e0e99a933
com.sun.jersey.samples	helloworld	1.5-ea05		baf3a2af568cdcb814657ad087091d722d3b0213
com.sun.jersey.samples	helloworld	1.5-ea06		d4399b2c5f5e289cca7f5035554dfa5570a07fcb
com.sun.jersey.samples	helloworld	1.5-ea07		e82f56772b6f26e58c375b3a8f3fcfda0478d4a5
com.sun.jersey.samples	helloworld	1.5-ea08		117b97d10ff1b9017b50c76c1e88e0ec5839cb20
com.sun.jersey.samples	helloworld	1.5-ea09		ee0d8311a83ae42ad9ccb9d0794a4f90af6ff720
com.sun.jersey.samples	helloworld	1.6		bf017025765b31fce1a4902362d7e6f736e8e9a0
com.sun.jersey.samples	helloworld	1.6-ea01		173491c97e86ea908e252f517376d31b3f7e2c1e
com.sun.jersey.samples	helloworld	1.6-ea02		3acde7a0686b3fdb65ec83a46e92d53c85b18e18
com.sun.jersey.samples	helloworld	1.6-ea03		8c61399b3e62af344626a28590de3aa44de4251b
com.sun.jersey.samples	helloworld	1.6-ea04		2c3d74d8b629f0b3246f0dad0583cc06d061acb1
com.sun.jersey.samples	helloworld	1.6-ea05		c5426c4ba34e27fb4cd2662fe5179a3cadeaba87
com.sun.jersey.samples	helloworld	1.6-ea06		077ca9c228afd9adfa73c133ee08e0e839112305
com.sun.jersey.samples	helloworld	1.7		e2b5bdfbf9c127e7e44f929ea0c350798b81f873
com.sun.jersey.samples	helloworld	1.7-ea01		7af95fcf16c0c5ea482d588bce8947ef48869472
com.sun.jersey.samples	helloworld	1.7-ea02		6c50103ed2df79b7257163c8185993b0c10dc21b
com.sun.jersey.samples	helloworld	1.7-ea03		2471b8272c52bb515b1e429c7bbc14b9de57e92f
com.sun.jersey.samples	helloworld	1.7-ea04		27b88b0a549b018eb32bad211b7c80fdecfa12a7
com.sun.jersey.samples	helloworld	1.7-ea05		25f01b6c9692a197880da24d2771f25faac9392c
com.sun.jersey.samples	helloworld	1.7-ea06		6047d953a1bc8da1560aca9f5454afa7c4d14591
com.sun.jersey.samples	helloworld	1.7-ea07		11e62eb18f2d82769408cb17d1aa148600a7158a
com.sun.jersey.samples	helloworld	1.8		03a8bde5bae936955ddcf52acc57c748bbb9c594
com.sun.jersey.samples	helloworld	1.8-ea01		78b544fb05392b611a921a0ed881a656235bd679
com.sun.jersey.samples	helloworld	1.8-ea02		1bb9b489bbc855a732172c63582324616e1ef834
com.sun.jersey.samples	helloworld	1.8-ea03		abd252345c8e52ac426226090ea09f278b087c9a
com.sun.jersey.samples	helloworld	1.8-ea04		5d9177d579aabbe161bd805324935a5f5454a3d0
com.sun.jersey.samples	helloworld	1.9		4b5f9118bc209f43a96ed64b9e421d873dddcdc4
com.sun.jersey.samples	helloworld	1.9-ea01		f946e32c7a188d8e1056358127e8b427f2f28174
com.sun.jersey.samples	helloworld	1.9-ea02		2b84f6770ce9cf9c206465121eb7343ba027829e
com.sun.jersey.samples	helloworld	1.9-ea03		1702dda72b763b56194bf4ade3007e08c02d470e
com.sun.jersey.samples	helloworld	1.9-ea04		b6a09c2f86a108698b59e9dd2aba293f37f03b98
com.sun.jersey.samples	helloworld	1.9-ea06		b8e0266afd35448d4fdba94c0363e21bea4c3c6c
com.sun.jersey.samples	helloworld	1.9-ea07		4ee2b083f190c2134d459efeeef1e96fd13a1610
com.sun.jersey.samples	helloworld	1.9.1		3d63f500b2cbb65862ea758f14f38c1801ad664c
com.thoughtworks.dsl	keywords-fork_sjs1_3	1.5.5+97-7274f4aa		24b66586d42075cf314bc2711572bfdd8f7ad88b
com.thoughtworks.dsl	keywords-fork_sjs1_3	2.0.0-M2		847bfe31890e8af71c0ba14b4e7bdb7bd0a79e03
com.thoughtworks.dsl	keywords-fork_sjs1_3	2.0.0-M2+1-63b94342		b17ac1fffa6eec9068c241d448057f9f47c116e3
com.thoughtworks.dsl	keywords-fork_sjs1_3	2.0.0-M2+100-66bf7c43		76c06c11bc41e4af60f57772b6b5e800d5a9a6b9
com.thoughtworks.dsl	keywords-fork_sjs1_3	2.0.0-M2+101-b57c9d6a		bce6d892a48e5c74211c2c2dbcd62d3bac555484
com.thoughtworks.dsl	keywords-fork_sjs1_3	2.0.0-M2+102-a200c250		742cde2c90fddbe564beea4cbc88d20eba9351c5
com.thoughtworks.dsl	keywords-fork_sjs1_3	2.0.0-M2+102-ecf1e142		ac62d205e0fa0248bbdc13837effe5ceff8930aa
com.thoughtworks.dsl	keywords-fork_sjs1_3	2.0.0-M2+11-901eb139		b3f698f944b645c6ea25a1715134871738153315
com.thoughtworks.dsl	keywords-fork_sjs1_3	2.0.0-M2+115-42fcbcbb		2dd14b3d0ea3239be4195c18aa8aae28d40876ed
com.thoughtworks.dsl	keywords-fork_sjs1_3	2.0.0-M2+12-26ad79ab		d82cfd45daa1097d035ec2996446d83958d64012
com.thoughtworks.dsl	keywords-fork_sjs1_3	2.0.0-M2+120-17f12b61		7b98f70d45ea255ee9568f5dae31475c25eb6d08
com.thoughtworks.dsl	keywords-fork_sjs1_3	2.0.0-M2+127-c12a1724		44b08ae69638b7f149d41ea9d21e86442d5592a3
com.thoughtworks.dsl	keywords-fork_sjs1_3	2.0.0-M2+128-447d383d		b31b38ce05e005c0288bbb4c5791dcad884af901
com.thoughtworks.dsl	keywords-fork_sjs1_3	2.0.0-M2+13-5c3a9e6e		c08d2cb56d1ebf9557be715d3c022de3f127059a
com.thoughtworks.dsl	keywords-fork_sjs1_3	2.0.0-M2+14-b8921c87		4ce6586f774cb447792df3d8cb739bc0f0b4fd86
com.thoughtworks.dsl	keywords-fork_sjs1_3	2.0.0-M2+26-7503175b		c211d10c345374094809ca57aa340c781d2027d1
com.thoughtworks.dsl	keywords-fork_sjs1_3	2.0.0-M2+27-186fa518		30ce93b8e56b37ce31c3f8c6a318d28eac84aa2c
com.thoughtworks.dsl	keywords-fork_sjs1_3	2.0.0-M2+28-aa2c2fe2		572d31eaad1cf286b0d641c62d6d94a962952f12
com.thoughtworks.dsl	keywords-fork_sjs1_3	2.0.0-M2+30-8ee93bd2		94b595df120df959a5d37eda110906e7eb08aa21
com.thoughtworks.dsl	keywords-fork_sjs1_3	2.0.0-M2+32-46d1edf0		f15af1cee17a8ce8603f84006529b983b169579c
com.thoughtworks.dsl	keywords-fork_sjs1_3	2.0.0-M2+34-27c8a417		449ff12d0de681c17bd04398c206be600dc23503
com.thoughtworks.dsl	keywords-fork_sjs1_3	2.0.0-M2+38-a0d090ad		0c8e195f37a6c8162c3d139270c9950a191286aa
com.thoughtworks.dsl	keywords-fork_sjs1_3	2.0.0-M2+39-7a3b0226		cfd006bed7894decd2215d7df185190839d829fe
com.thoughtworks.dsl	keywords-fork_sjs1_3	2.0.0-M2+4-9ef3cd23		76291c8618758870a625147b7d3dce83608dfbfb
com.thoughtworks.dsl	keywords-fork_sjs1_3	2.0.0-M2+41-a57ecc80		264a3306032338e2acbf6dc2321601457bef3f3b
com.thoughtworks.dsl	keywords-fork_sjs1_3	2.0.0-M2+44-c2f432fc		c97b23d63d7ea73107a361bb8aec5c2df38b901d
com.thoughtworks.dsl	keywords-fork_sjs1_3	2.0.0-M2+45-330604d3		dab5fabc5eba0d71fd77be06ab69710baf72e8dc
com.thoughtworks.dsl	keywords-fork_sjs1_3	2.0.0-M2+46-d0323a47		0c581ace7f22ba3707ca39d75c84240f21e68012
com.thoughtworks.dsl	keywords-fork_sjs1_3	2.0.0-M2+48-987051b2		be9c418b3a6046a20b103115d887741f8378179d
com.thoughtworks.dsl	keywords-fork_sjs1_3	2.0.0-M2+49-a1073c92		e0e0d5afc4a6a6db2e0a21a9d3dcd1a3b430cd80
com.thoughtworks.dsl	keywords-fork_sjs1_3	2.0.0-M2+50-c3cb4faa		08b6c6e18d40c506ca684ba05790a07a2c9edf85
com.thoughtworks.dsl	keywords-fork_sjs1_3	2.0.0-M2+55-e8112a42		4f605001e67fd17b336a1049104c9b82da0d6550
com.thoughtworks.dsl	keywords-fork_sjs1_3	2.0.0-M2+56-27647938		e7373945331a29ce329675fc8ed2b9b0bfb062f4
com.thoughtworks.dsl	keywords-fork_sjs1_3	2.0.0-M2+57-0351be84		65337eff363fae18c8cc3e08e0c125618c884c2c
com.thoughtworks.dsl	keywords-fork_sjs1_3	2.0.0-M2+6-5f6fd398		126815f6e693f23e0ce2beef38b6d99e286df426
com.thoughtworks.dsl	keywords-fork_sjs1_3	2.0.0-M2+63-7e148bd0		673b4c76325e2139b7cc1461ad4f87d268c29ff3
com.thoughtworks.dsl	keywords-fork_sjs1_3	2.0.0-M2+64-498ab628		a6b617a54b381dd3ff6cb19dfc595d5750d4070b
com.thoughtworks.dsl	keywords-fork_sjs1_3	2.0.0-M2+65-1f5f0e3b		e0cd08fb6d4f66e63c92672973763de79519faf2
com.thoughtworks.dsl	keywords-fork_sjs1_3	2.0.0-M2+66-a73b2623		0974c8d090648aed25773b040c84da90169b2b0c
com.thoughtworks.dsl	keywords-fork_sjs1_3	2.0.0-M2+67-dc656744		6d1f0fbd4c1d6c471e423ab6e03229cae8cf6a3b
com.thoughtworks.dsl	keywords-fork_sjs1_3	2.0.0-M2+69-eb22c163		4b49febe7079cfb95c542254a7ecccfbe53edc37
com.thoughtworks.dsl	keywords-fork_sjs1_3	2.0.0-M2+72-ebc0d42d		edeb7c116bccd562b95d744a126b490f984a2485
com.thoughtworks.dsl	keywords-fork_sjs1_3	2.0.0-M2+75-d9983b1d		e11a1426a0a2e53225832e231cde1f7e088b5460
com.thoughtworks.dsl	keywords-fork_sjs1_3	2.0.0-M2+76-202b5230		b6c5cef01a735012b9df2c4604e0105df69ac04c
com.thoughtworks.dsl	keywords-fork_sjs1_3	2.0.0-M2+77-d3d43bec		fcabec65bf73c04afc581e4d643e53251b149f8a
com.thoughtworks.dsl	keywords-fork_sjs1_3	2.0.0-M2+80-d29fdc28		b2badc1548644df9e75611c87afe424b7f48752f
com.thoughtworks.dsl	keywords-fork_sjs1_3	2.0.0-M2+89-b3baf48e		85034d07e9cb1ff26c0515e0e2c82eb6d4e9950c
com.thoughtworks.dsl	keywords-fork_sjs1_3	2.0.0-M2+91-d49c0ece		d52a55e1b2b0d55c899c84a79be11d0820c8691f
com.thoughtworks.dsl	keywords-fork_sjs1_3	2.0.0-M2+93-7178d490		524396cfef8c77952fe60eda57ab45a9a37dc0b9
com.thoughtworks.dsl	keywords-fork_sjs1_3	2.0.0-M2+96-ca568560		e46016cdebb7236a42129e638b16f8811f865404
com.thoughtworks.dsl	keywords-fork_sjs1_3	2.0.0-M2+98-8b2753b3		6a928b124a2ec7f13c92a58548ebb1da567602b6
com.thoughtworks.dsl	keywords-fork_sjs1_3	2.0.0-M2+99-343d45c7		1bbe18bdce8d64c761fd9aacdc955cf6403fed39
com.twitter	algebird-bijection_2.10	0.10.0		c2b7bdc823793e55dc37064dc47162bbb65c4232
com.twitter	algebird-bijection_2.10	0.10.1		5fffb166bff02690b7349d695eb70cd73ec3bcb4
com.twitter	algebird-bijection_2.10	0.10.2		57fdf896c8f340f897c6e5ba5abafd7f53addb6f
com.twitter	algebird-bijection_2.10	0.11.0		53d05813254551a86377e2dfcd7f17f5c405e7b4
com.twitter	algebird-bijection_2.10	0.12.0		7a70cec15571a57cb23a2e2749474a8b149b966c
com.twitter	algebird-bijection_2.10	0.12.1		c630f74c5ed4ff8c056d0891892b14a5db0d81b6
com.twitter	algebird-bijection_2.10	0.12.2		49c7fddbc5acc9c65f96efe3f381afe79652fece
com.twitter	algebird-bijection_2.10	0.12.3		4c157ab3370a6452f0dd42cbcfa45e05b3e641b6
com.twitter	algebird-bijection_2.10	0.12.4		c7d2a4d0bc75e38b8ee9f519d3b8a2b957767a96
com.twitter	algebird-bijection_2.10	0.13.0		486f102c9900df28cea9655f021d2008edfd8ac5
com.twitter	algebird-bijection_2.10	0.13.1		192e8d83145c8dfd6f577013068f268d332932e7
com.twitter	algebird-bijection_2.10	0.13.2		9bde4f58bb2daf4dbe5c0e04c7c2f026e8e74754
com.twitter	algebird-bijection_2.10	0.13.3		f587a1384ef9062dbb31aef3b83dc9183912ad4e
com.twitter	algebird-bijection_2.10	0.13.4		fec1c5aae2d143b6808c45d8d5dd2728d60d7646
com.twitter	algebird-bijection_2.10	0.13.5		5a2000a1133489eddc8a53562460f9ee372b6b97
com.twitter	algebird-bijection_2.10	0.2.0		4ebfa3b5796188f999a5337afdcd6468a268fcb3
com.twitter	algebird-bijection_2.10	0.3.0		41b490ed7b570d29c10c8bb3176637586228bd92
com.twitter	algebird-bijection_2.10	0.3.1		024c24d34cc534132129205c0d0199e04f298805
com.twitter	algebird-bijection_2.10	0.4.0		c0042e23620e6af964a05ed669b67ff9de032f01
com.twitter	algebird-bijection_2.10	0.5.0		62114cc6d1e16a8598b7d262de9b979b1788ffcc
com.twitter	algebird-bijection_2.10	0.5.0rc4		33378730e9b284eb7e4d41cea719c5cb28acc203
com.twitter	algebird-bijection_2.10	0.6.0		7e7505acf094abde91648ecbceb3f2e10916dd65
com.twitter	algebird-bijection_2.10	0.7.0		7644c685ab386c8adf85a32311a8039834a62a6e
com.twitter	algebird-bijection_2.10	0.7.1		99b0ff1cbe778886cd439dbd354953a3298e3593
com.twitter	algebird-bijection_2.10	0.7.2		98ba02f80019342c81e61ff1a61fb225da0e802d
com.twitter	algebird-bijection_2.10	0.8.0		a7e5107d7c8d91327930ebe6e6dab4d2e97c4111
com.twitter	algebird-bijection_2.10	0.8.1		149040407ec10fe44e2fc19a8735884bb3b5b4eb
com.twitter	algebird-bijection_2.10	0.8.2		2d1323bd2944037036949087c697f8acf090ba5b
com.twitter	algebird-bijection_2.10	0.9.0		e12fe891199dc081a3a443b0cd75c435ffd4e21f
com.typesafe.akka	akka-kernel_2.12	2.4.12		389e823512762cf0fb23c6d38b287af27291454e
com.typesafe.akka	akka-kernel_2.12	2.4.13		aa6c6e07ec7a785894850790884d8404a115f797
com.typesafe.akka	akka-kernel_2.12	2.4.14		aaa09e005c30cfec59005eb9d8582d4b21bcbcda
com.typesafe.akka	akka-kernel_2.12	2.4.16		95c8397055061c9bc4151d0858b3f7578cc3c127
com.typesafe.akka	akka-kernel_2.12	2.4.17		e228f470e98df75c2ca58c891d4203071fd4b8a3
com.typesafe.akka	akka-kernel_2.12	2.4.18		0065764bcafb29844e29e40c126bd8fb19247a06
com.typesafe.akka	akka-kernel_2.12	2.4.19		95da2b0bc6bed66ca273e8d173f5bb14733f76ce
com.typesafe.akka	akka-kernel_2.12	2.4.20		cdf7258ec69346d763e1d262a64a5cf6b58b10be
com.typesafe.akka	akka-kernel_2.12	2.5-M1		663d85dda12db67bf5b551bd0c87ef361168ea41
com.wordnik	swaggersocket-echo	1.0.0		9741b00f6b1957f7964ee0b2f08a608bb721a4d7
com.wordnik	swaggersocket-echo	1.1		bcc6f8f6b06124b5806e33d4854e33cc24d4b2bf
com.wordnik	swaggersocket-echo	1.2		5c6eadbccf7dc0530459d9921caea37df3f3902f
com.wordnik	swaggersocket-echo	1.3.0		77def0ba4a496fba4c7888cb3b7530c7ffb393be
com.wordnik	swaggersocket-echo	2.0.0.beta1		99206453c519d0ec928b7fd1568d25f0ebd2face
com.wordnik	swaggersocket-echo	2.0.0.beta2		8d53114ad985edb4318666c7652c85c4c681207c
com.yoohaemin	decrel-zquery_sjs1_3	0.1.0-M1		5336cbe215383818dbdf2fcce5affc4ac26f096b
com.yoohaemin	decrel-zquery_sjs1_3	0.1.0-M2		95b627c76dadb6952c249262fef9fa3f29b71fd2
com.yoohaemin	decrel-zquery_sjs1_3	0.1.0-M3		1da5358dbef8db34bc717b6f23df68d6a1313b44
com.yoohaemin	decrel-zquery_sjs1_3	0.1.0-M4		7af12af70b7ce35966325cb2a1bd53044062bec5
com.yoohaemin	decrel-zquery_sjs1_3	0.1.0-M5		36ac60ae81190a932d4217a6f7337218de2d1fdf
com.yoohaemin	decrel-zquery_sjs1_3	0.1.0-M6		2ca2d62fe22a01c221551b08082d202e3d0d2854
com.yoohaemin	decrel-zquery_sjs1_3	0.1.0-M7		5aaad66258e0003dbe3268ea022e9ca058a0b403
com.yoohaemin	decrel-zquery_sjs1_3	0.1.0-M8		e88910b56a26670cd90a5ed579ec7efff9d5516a
com.yoohaemin	decrel-zquery_sjs1_3	0.1.1		851caed64133bc5a474878eb887dc84e0ecbe484
dev.learning.xapi.samples	post-agent-profile	1.0.5		391f25768db6cc14f6515452d17f84d6be8e65d3
dev.learning.xapi.samples	post-agent-profile	1.0.6		ed897f7c5900939355abb27a47a32abebc744d0d
dev.learning.xapi.samples	post-agent-profile	1.0.7		4a1fa80e78276d7f0af99a9cb3d4d2b6496251cb
dev.learning.xapi.samples	post-agent-profile	1.0.8		adf366c2068c3e3055a0a84c1cb4a660b9a5f8f5
dev.learning.xapi.samples	post-agent-profile	1.1.0		d3fb94d58f833dcf39685ac4565b35018892f7f9
dev.learning.xapi.samples	post-agent-profile	1.1.1		d4ee2964fc354a8ebe9b862c87e270e899d15c49
dev.learning.xapi.samples	post-agent-profile	1.1.10		f4fbd135c93447df3b932fa1c254a3dc1fb999ed
dev.learning.xapi.samples	post-agent-profile	1.1.11		ca043a5005b4e695d9f9f1ad8d0ba26449fa5946
dev.learning.xapi.samples	post-agent-profile	1.1.12		953c6296682bfb34a2a34b18b9c4a506d53e71c6
dev.learning.xapi.samples	post-agent-profile	1.1.13		feb183e2c468c21c3bbac40687a4df0c7ef1eda7
dev.learning.xapi.samples	post-agent-profile	1.1.14		02b99be14093edb633b550ba9e0051fd3098cffc
dev.learning.xapi.samples	post-agent-profile	1.1.15		8d5853c0ae7707931976dc5c49aca126134c08b3
dev.learning.xapi.samples	post-agent-profile	1.1.2		85c78d69f67e3be5e0f380e7990379dbeb2ef6a9
dev.learning.xapi.samples	post-agent-profile	1.1.3		53ddbaf6a7f7a96cddf804d7fc7c4a8cff70b84e
dev.learning.xapi.samples	post-agent-profile	1.1.4		8a8942cd74b373dc3a7852633040e52e22bf3e24
dev.learning.xapi.samples	post-agent-profile	1.1.5		cdfff83dca42bb461e4085f1cdce47148a165146
dev.learning.xapi.samples	post-agent-profile	1.1.6		817aaea2d5985a82c322f13a596b4adbeb12e44c
dev.learning.xapi.samples	post-agent-profile	1.1.7		a0a9b419a5777fb39fd433e483ee361319745f8c
dev.learning.xapi.samples	post-agent-profile	1.1.8		32fbc3fcc14ac17369c8aeb385f4ae5474c8ad07
dev.learning.xapi.samples	post-agent-profile	1.1.9		48058fe9c7a6426addb98cb6af11134308e78ec0
dev.whyoleg.cryptography	cryptography-provider-openssl3-shared	0.2.0		500b025b327e05027c77aa09287fc8511254797c
dev.whyoleg.cryptography	cryptography-provider-openssl3-shared	0.3.0		81cad71ba2b1237670386656dad394a5005501e0
dev.whyoleg.cryptography	cryptography-provider-openssl3-shared	0.3.1		81cad71ba2b1237670386656dad394a5005501e0
dev.whyoleg.cryptography	cryptography-provider-openssl3-shared	0.4.0		0b463028407fa6c8be24a0f9df2fa437b7c47e5e
eu.throup	couldbe-cats_3	0.2.0		a02689240c730a0956d459887a49918e519b4886
eu.throup	couldbe-cats_3	0.2.1		11735358c081b05b2ef274f2490f07602db3b398
eu.throup	couldbe-cats_3	0.2.2		2a72ca43f6f19e324c23922b94d9efc09a5ba3e0
eu.throup	couldbe-cats_3	0.2.3		6755c301c1ff71e575a3145e0e64b61cd98e95c4
eu.throup	couldbe-cats_3	0.3.0		994d5cf476d9dd946a4b706d9b4cd83f15de74c3
fr.iscpif.gridscale	gridscale_2.12	1.100		e16dae6331fbe82541307228a688a8c4543622ed
fr.iscpif.gridscale	gridscale_2.12	1.88		d518b6ebbf704e92141f60d068fddf99bc5b9af9
fr.iscpif.gridscale	gridscale_2.12	1.89		79f8bd7a3ce7124262628dd4970e1cc1b71ff7bd
fr.iscpif.gridscale	gridscale_2.12	1.90		a8cb88df71e4fa414045b596be71429f94b0d658
fr.iscpif.gridscale	gridscale_2.12	1.91		f6dc998e84624cd11a0b55654e5e0e5490e616f5
fr.iscpif.gridscale	gridscale_2.12	1.92		2986f54ba229d02587b5339ce3500c9239ec9c2d
fr.iscpif.gridscale	gridscale_2.12	1.93		d68ce388331815c4a2b7aa23b20991ed17194c49
fr.iscpif.gridscale	gridscale_2.12	1.94		8ef5a1eb6c76a781981343fa97a6f8842004db4e
fr.iscpif.gridscale	gridscale_2.12	1.95		49813867b904cb00227e73097e4d027f03cc85af
fr.iscpif.gridscale	gridscale_2.12	1.96		75d01e31063a58c09675d67004c3b449ef516e45
fr.iscpif.gridscale	gridscale_2.12	1.97		6de9eb83ad1554eedc7e522141e94bf67c9c7b73
fr.iscpif.gridscale	gridscale_2.12	1.98		bfb65aadbe58f2b0a1c76fa711dadb0df4a14a6c
fr.iscpif.gridscale	gridscale_2.12	2.0		a640edad338c6e24bf29a30a3e130205ad15ad01
fr.iscpif.gridscale	gridscale_2.12	2.1		7a224339ce65989d7ac421326aa1c2f18232ae7f
fr.iscpif.gridscale	gridscale_2.12	2.10		474b4c01a9c31335aef0f1ae5c860be886ff4942
fr.iscpif.gridscale	gridscale_2.12	2.11		5b003575540267dcdc3a7295bc8273555fd0becc
fr.iscpif.gridscale	gridscale_2.12	2.12		c0954ee3965728aea8fc47a0b002670cf31e9613
fr.iscpif.gridscale	gridscale_2.12	2.13		6e7e1e981a0eb3c2f2f5294511e152c17a8b2b9e
fr.iscpif.gridscale	gridscale_2.12	2.14		0894797416ef139bfb5be346b101324d518ddd2e
fr.iscpif.gridscale	gridscale_2.12	2.15		c5f336aec3bb7c9d21b2286542f8ea3338ef6098
fr.iscpif.gridscale	gridscale_2.12	2.16		68767de24da3da5930e53a7447d4faf71e59a841
fr.iscpif.gridscale	gridscale_2.12	2.17		697dac34364e34586b25b3198495dba92e8e4bea
fr.iscpif.gridscale	gridscale_2.12	2.19		53d3119c44b3b8886a9eab682c5828baaa8cba4d
fr.iscpif.gridscale	gridscale_2.12	2.2		fd4d632c33a485a9b3b50147861cbde04d4fb29a
fr.iscpif.gridscale	gridscale_2.12	2.20		3a801619921bebe1bdf9fe3b74cdd3b83fab2864
fr.iscpif.gridscale	gridscale_2.12	2.21		bad57908c0a39dcb4d99b658a11096a3d9822db8
fr.iscpif.gridscale	gridscale_2.12	2.22		0dbce73f9191eb0f340bf1230de38a7084b6f336
fr.iscpif.gridscale	gridscale_2.12	2.23		745cc431117de1db5d5034dafaf9cf7ca67ca4ed
fr.iscpif.gridscale	gridscale_2.12	2.25		51aa0dc29e8329d2862fae229ec4fa9ece39d349
fr.iscpif.gridscale	gridscale_2.12	2.3		a841a9009af39c53581c1bd7b7868416a8b2e42b
fr.iscpif.gridscale	gridscale_2.12	2.4		e26b6cb0aa756255a3472419ed9de8ac0223dbba
fr.iscpif.gridscale	gridscale_2.12	2.5		a37983d15cb5815b3868e29c0b6f88f3c7cb7e2e
fr.iscpif.gridscale	gridscale_2.12	2.6		f3c0393a5f0fd344cbb262bd22d7bc3cd0994ddc
fr.iscpif.gridscale	gridscale_2.12	2.7		14434e32c1ea3015cd53c7af82ec71ad630d9583
fr.iscpif.gridscale	gridscale_2.12	2.8		72b4ddebfabd6c0332c3fdcb03a92cdd4f62b7e8
fr.iscpif.gridscale	gridscale_2.12	2.9		27fb32ffbae5c8d0bd18e6a9a0d2b385b73c8d5d
hu.webarticum.holodb	config	0.5.0		56e67e845ae45f6a0cd21d49e2360bdceaa57cb5
hu.webarticum.holodb	config	0.6.0		96ad35920e95914c8abb367d11215d10028fe3b8
io.exoquery	controller-jdbc-jvm	2.0.0		53f8e93684f8fc8631f0fd1d812412d2074da9ba
io.exoquery	controller-jdbc-jvm	3.0.0		69a1e050a047f9a6bb8ce5c4766af53ed7dbb308
io.exoquery	controller-jdbc-jvm	3.1.0		929eb827395e90977db5b7b07a14f6ac33825770
io.exoquery	controller-jdbc-jvm	3.2.0		6090e1587e3553b6c26133689f0ede68e05cf43f
io.exoquery	controller-jdbc-jvm	3.2.1		6090e1587e3553b6c26133689f0ede68e05cf43f
io.github.arkinator	mockserver-war	5.11.3		N/A
io.github.arkinator	mockserver-war	5.11.3	classes	3c7d02811021385c425e660b61a19af6e937bd51
io.github.arkinator	mockserver-war	5.11.4		N/A
io.github.arkinator	mockserver-war	5.11.4	classes	24e9944694b5daf11a62cc2bb552508e3c5e1e9f
io.github.arkinator	mockserver-war	5.11.5		N/A
io.github.arkinator	mockserver-war	5.11.5	classes	f451dbf074e14bf884eb576078d571059769b510
io.github.arkinator	mockserver-war	5.11.6		N/A
io.github.arkinator	mockserver-war	5.11.6	classes	22815f72ce2c3cb567a77837276ea88ccea08782
io.github.arkinator	mockserver-war	5.11.7		N/A
io.github.arkinator	mockserver-war	5.11.7	classes	e9082559f2fb5359351b9e32286074c1b8c4d8e3
io.github.arkinator	mockserver-war	5.11.8		N/A
io.github.arkinator	mockserver-war	5.11.8	classes	40529fb2f8deea4719f7d95b521f9ba8af323743
io.github.arkinator	mockserver-war	5.11.9		N/A
io.github.arkinator	mockserver-war	5.11.9	classes	d7e12961a2761a27314d635230f350f3a4d19f53
io.github.arkinator	mockserver-war	5.14.1		N/A
io.github.arkinator	mockserver-war	5.14.1	classes	4e3a745c8c637c575f0e153e8025477307775114
io.github.beyondeye	kbloc-tab-navigator	0.10.0		4d774eb92d5a65f0129891613c2ec7a10637c57f
io.github.beyondeye	kbloc-tab-navigator	0.10.1		cf4fdfde62666bf43036254c701fef4b434714b9
io.github.beyondeye	kbloc-tab-navigator	0.10.2		44737918d9abe507673eaf68551a7de83a506864
io.github.beyondeye	kbloc-tab-navigator	0.11.0		51f3729ac9a8b3b75d3a85be8ca793a7b5d88315
io.github.beyondeye	kbloc-tab-navigator	0.12.0		78cce6d26a246719d322b5881c9e37fc4ddd256f
io.github.beyondeye	kbloc-tab-navigator	0.13.0		c632e7097eacbee1d401a4304d4852881095d913
io.github.createsequence	crane-spring-boot-starter	0.6.1		fbe49ab82164c322db7626b8cbe1861b6e899cfa
io.github.davidluoye	view-pager	1.0.0		N/A
io.github.davidluoye	view-pager	1.0.0	jar	d8cb29e10f5485797fd36d4fa42d59a313cf9b15
io.github.davidluoye	view-pager	1.1.0		N/A
io.github.davidluoye	view-pager	1.1.0	jar	aae97f28a41b3a794da816d72cc5f7bd52f55cd5
io.github.davidluoye	view-pager	1.2.0		N/A
io.github.davidluoye	view-pager	1.2.0	jar	1d56cf8ac0bd08cb7aeeeec0270f24c85ffbd9f2
io.github.davidluoye	view-pager	1.3.0		N/A
io.github.davidluoye	view-pager	1.3.0	jar	9ac254e919542c29a4b91e2bdc9651b18a42bbb6
io.github.epicarchitect	epic-calendar-compose-iosx64	1.0.6		N/A
io.github.epicarchitect	epic-calendar-compose-iosx64	1.0.6	metadata	76e8f5854078dcd84dafbbccb3f564d65e122fc3
io.github.epicarchitect	epic-calendar-compose-iosx64	1.0.7		N/A
io.github.epicarchitect	epic-calendar-compose-iosx64	1.0.7	metadata	d909b4082668137eeda2f5f3b8bf197b3956731e
io.github.epicarchitect	epic-calendar-compose-iosx64	1.0.8		N/A
io.github.epicarchitect	epic-calendar-compose-iosx64	1.0.8	metadata	12e1da477e34ca3f11dbfaad43e19e90c0c3f1d2
io.github.gionni2d	state-ex-machina-foundation	0.1.0		N/A
io.github.sullis	jms-testkit_2.13.0-M5	0.2.1		86b9831cf37d9cd623364a4b2d6cf6b6d703162f
