ai.begin	beginai	0.0.1b		ef29441207765032a19a2c6da68712271eb3b79d
io.ktor	ktor-server-resources-iossimulatorarm64	2.2.2		c82ca70f9e20ca804254c5be0a3abee074f5f674
io.ktor	ktor-server-resources-iossimulatorarm64	2.2.2	metadata	809b55c2b2f47ace84fd57d12f63e04aea5e544d
io.ktor	ktor-server-resources-iossimulatorarm64	2.2.3		a8259f42e361b7ecc4a74e432c4feafca4315926
io.ktor	ktor-server-resources-iossimulatorarm64	2.2.3	metadata	1554565097dab2fd931c058474e5f5d2fb6b1100
io.ktor	ktor-server-resources-iossimulatorarm64	2.2.4		13f4ec1de76bc49ec397e4edfcc7c35ea1e7ab58
io.ktor	ktor-server-resources-iossimulatorarm64	2.2.4	metadata	f3df480ae9d72e52be22edd4184c1ceb22629c62
io.ktor	ktor-server-resources-iossimulatorarm64	2.3.0		613b4ab177ceaebcbb0a61603407240191dd52b7
io.ktor	ktor-server-resources-iossimulatorarm64	2.3.0	metadata	15b8ccf2fefc0d723a65b5bb4da83f867b32ec0b
io.ktor	ktor-server-resources-iossimulatorarm64	2.3.1		35d0cf50d7ba9c0d70d41c362c962bfc1f0711e3
io.ktor	ktor-server-resources-iossimulatorarm64	2.3.1	metadata	aa61070c9ed492942cda18195e437c18114d91b4
io.ktor	ktor-server-resources-iossimulatorarm64	2.3.10		7f4f1840526c4a265bcd71ec247b971e5c396663
io.ktor	ktor-server-resources-iossimulatorarm64	2.3.10	metadata	c8d24410dfad8dec182a452829540d4e267db424
io.ktor	ktor-server-resources-iossimulatorarm64	2.3.11		816dcf1f04f6211e643e9d330b9638a1e69498fb
io.ktor	ktor-server-resources-iossimulatorarm64	2.3.11	metadata	bfa781b7664a32ae708d2d02b172a3d1ec3dc3c4
io.ktor	ktor-server-resources-iossimulatorarm64	2.3.12		dfcecd03b08e74e7f19dc44f830c7f9a73cd90f8
io.ktor	ktor-server-resources-iossimulatorarm64	2.3.12	metadata	35ea5f5e58cc620552ad523040504c61c14ab080
io.ktor	ktor-server-resources-iossimulatorarm64	2.3.13		9153786708795357ef5075c39c06cdd0f21bf352
io.ktor	ktor-server-resources-iossimulatorarm64	2.3.13	metadata	af70d0d2f681f6a9ffa808d16375a655828f177a
io.ktor	ktor-server-resources-iossimulatorarm64	2.3.2		c2e26e49a05b8aaa05d19d00fadcba94a8446f4f
io.ktor	ktor-server-resources-iossimulatorarm64	2.3.2	metadata	dec1dcdef56507adc112dc900ba882162bb702a1
io.ktor	ktor-server-resources-iossimulatorarm64	2.3.3		c1699da3589b0266a8938c43e4dc275ef78ace26
io.ktor	ktor-server-resources-iossimulatorarm64	2.3.3	metadata	27ace09134ce26964c7bda5f39bfe0eb95381aae
io.ktor	ktor-server-resources-iossimulatorarm64	2.3.4		8d0f25dccef8b0c768a490392c3622e24ed8f455
io.ktor	ktor-server-resources-iossimulatorarm64	2.3.4	metadata	1d23f08b76479364a4d0d024a46b619caeef8daf
io.ktor	ktor-server-resources-iossimulatorarm64	2.3.5		e18d05ad1ee2dffb74a9ba89f567c453e4d10086
io.ktor	ktor-server-resources-iossimulatorarm64	2.3.5	metadata	9f8445f23f5e9662fe8c6dcd66a18647e66b1aac
io.ktor	ktor-server-resources-iossimulatorarm64	2.3.6		c108cf8b5317400637868e4fc1ab361e4738382d
io.ktor	ktor-server-resources-iossimulatorarm64	2.3.6	metadata	b3da0012db3fff4416a74dcdff4a5711a3157a40
io.ktor	ktor-server-resources-iossimulatorarm64	2.3.7		8034d53e4a76142eee57f217dcd5ded4788aa8d6
io.ktor	ktor-server-resources-iossimulatorarm64	2.3.7	metadata	9f7ffaf046330e165490bddf4b90941154145dca
io.ktor	ktor-server-resources-iossimulatorarm64	2.3.8		d1214d690656b64b4a3e6d86c91ad25c6779d1a0
io.ktor	ktor-server-resources-iossimulatorarm64	2.3.8	metadata	9061c53f4054a32643e2c9576bcdc98952f379ac
io.ktor	ktor-server-resources-iossimulatorarm64	2.3.9		2c28106b94d061ed01ccf485685497583066ae1c
io.ktor	ktor-server-resources-iossimulatorarm64	2.3.9	metadata	dd05a3b1b9e90bace8dcc1408e6b15d88ceaa2aa
io.ktor	ktor-server-resources-iossimulatorarm64	3.0.0		ad9bbdac587eba193244ef6d6ca8dee51d22db3d
io.ktor	ktor-server-resources-iossimulatorarm64	3.0.0	metadata	945aa4ac2fc0061e38fd643ee3abf90060da26d5
io.ktor	ktor-server-resources-iossimulatorarm64	3.0.0-beta-1		88d25ce441ea4dddb800931e2aa6be8a8b0cf6c4
io.ktor	ktor-server-resources-iossimulatorarm64	3.0.0-beta-1	metadata	8fc84c6b8c7254fe8b2742b9276f6be9bedba2dd
io.ktor	ktor-server-resources-iossimulatorarm64	3.0.0-beta-2		54df8802027563742cb3805e707dd26263e220fd
io.ktor	ktor-server-resources-iossimulatorarm64	3.0.0-beta-2	metadata	bacde6f4ac16560deb7cdb5a5d3c43580feeedc0
io.ktor	ktor-server-resources-iossimulatorarm64	3.0.0-rc-1		2f87ec17eea4980c989b53a27af8bd049f439177
io.ktor	ktor-server-resources-iossimulatorarm64	3.0.0-rc-1	metadata	9401311798b8decabd8c2094162800498be4fae7
io.ktor	ktor-server-resources-iossimulatorarm64	3.0.0-rc-2		e70723e4525099b884ada57cf99ef7a7a16cbd22
io.ktor	ktor-server-resources-iossimulatorarm64	3.0.0-rc-2	metadata	bd480d773f4f23137791f672b2f4481df2274b28
io.ktor	ktor-server-resources-iossimulatorarm64	3.0.1		1b11f30343ef431a1ccf1e97055fd1b42e3e8e30
io.ktor	ktor-server-resources-iossimulatorarm64	3.0.1	metadata	708d3b56111060d35fd725cd4ffc0f0c13c9f79c
io.ktor	ktor-server-resources-iossimulatorarm64	3.0.2		0e0f0705491353cfc6bddb1da8ba8ccd48d3c248
io.ktor	ktor-server-resources-iossimulatorarm64	3.0.2	metadata	466982b3665716d2fe2b10221cb98a065a80d7f2
io.ktor	ktor-server-resources-iossimulatorarm64	3.0.3		76e705bd48590008e0837139de6bda3d66944a4a
io.ktor	ktor-server-resources-iossimulatorarm64	3.0.3	metadata	e653541d180337dc0ef6651052a4f7688b929333
io.ktor	ktor-server-resources-iossimulatorarm64	3.1.0		f4c9a3f5b492cf1f746f623b3b12c578830c1cc3
io.ktor	ktor-server-resources-iossimulatorarm64	3.1.0	metadata	d5b52d9562456ef653fd8124b40329f46d3a262c
io.ktor	ktor-server-resources-iossimulatorarm64	3.1.1		4e8037de86ed74d9a38f9d9a218ba8d4e45c05e0
io.ktor	ktor-server-resources-iossimulatorarm64	3.1.1	metadata	d13cc3145e7f11c31aec63aca8b4c030b824694d
io.ktor	ktor-server-resources-iossimulatorarm64	3.1.2		68f36f861b182ad81abccfa56050786dfd8b88f3
io.ktor	ktor-server-resources-iossimulatorarm64	3.1.2	metadata	9cd74eb604952f6dc9e4d5a649536bda262f84c6
io.nativeblocks	nativeblocks-compiler-android	1.0.0		a34c2bda5ea975b2cfc0aac979d1aeeb0bbefdff
io.nativeblocks	nativeblocks-compiler-android	1.0.1		1995c7096d13b72ef5240cb2131b57092d210259
io.nativeblocks	nativeblocks-compiler-android	1.0.2		f92c9eb20c4b7fbeb7545cc7bceddcea91b10238
io.nativeblocks	nativeblocks-compiler-android	1.0.3		1e92d0ac1404a391d36f4a16e6dab284c1c168fb
io.nativeblocks	nativeblocks-compiler-android	1.1.0		017e0346920d9f971f2097d4d668158b0f755907
io.nativeblocks	nativeblocks-compiler-android	1.2.0		4ffa556da19fd393e4d929b1ab8c7356e4e19357
io.nativeblocks	nativeblocks-compiler-android	1.2.1		15ed618e6ecd83a6e8123bae98e85e376fc2cef1
io.opentelemetry.contrib	opentelemetry-consistent-sampling	1.13.0-alpha		8a5a91e56712e29a4805829a927015520f89db7c
io.opentelemetry.contrib	opentelemetry-consistent-sampling	1.14.0-alpha		e6609b93856537c31bad5773c622193a6bfc9542
io.opentelemetry.contrib	opentelemetry-consistent-sampling	1.15.0-alpha		fe8438e6d9190c53fc2e2b46c1f57cada502b5e5
io.opentelemetry.contrib	opentelemetry-consistent-sampling	1.16.0-alpha		e3549f48d21262742b6d77f2cba604fa81053d63
io.opentelemetry.contrib	opentelemetry-consistent-sampling	1.17.0-alpha		e1fb9996a376f65fb4f53c9ca09758d53b6058df
io.opentelemetry.contrib	opentelemetry-consistent-sampling	1.18.0-alpha		98d5bd09c3cf99c8c5c4b782dffa96744e992290
io.opentelemetry.contrib	opentelemetry-consistent-sampling	1.19.0-alpha		20e7df79f67e7113cd873866f8344e846d863184
io.opentelemetry.contrib	opentelemetry-consistent-sampling	1.19.1-alpha		e94102b524ba214e361bc2c533cbc639a3bccdca
io.opentelemetry.contrib	opentelemetry-consistent-sampling	1.20.0-alpha		9d82300ac913331195d33d4cca3ebfb60d2dd7e2
io.opentelemetry.contrib	opentelemetry-consistent-sampling	1.20.1-alpha		6b592745a604a6b0ab223bc1b40d5bdb76bb67ea
io.opentelemetry.contrib	opentelemetry-consistent-sampling	1.21.0-alpha		47495b3d14ad52715d06b3ada57f05faa92d3531
io.opentelemetry.contrib	opentelemetry-consistent-sampling	1.22.0-alpha		80eb356db5b770e39f3714d2b1549afa0d7ef71d
io.opentelemetry.contrib	opentelemetry-consistent-sampling	1.23.0-alpha		b43f13dd89fad3fffa0f89c9a2baa9450671e5df
io.opentelemetry.contrib	opentelemetry-consistent-sampling	1.24.0-alpha		00b22d011e43b3282649bc8772521e07ab06fe73
io.opentelemetry.contrib	opentelemetry-consistent-sampling	1.25.0-alpha		329645ee07459426db9a5936de900f0195e12352
io.opentelemetry.contrib	opentelemetry-consistent-sampling	1.25.1-alpha		9ba48b0ac22abef3a6816a89d66bd90851aa9966
io.opentelemetry.contrib	opentelemetry-consistent-sampling	1.26.0-alpha		0ed76d7ff131dc3c8b08e92f613c23c52fd6c503
io.opentelemetry.contrib	opentelemetry-consistent-sampling	1.27.0-alpha		d93fb82874191b70b0f22383ffc9edc5f3b42dea
io.opentelemetry.contrib	opentelemetry-consistent-sampling	1.28.0-alpha		2ea2a5e753ca5bf9804c782e255d69b24f897ecf
io.opentelemetry.contrib	opentelemetry-consistent-sampling	1.29.0-alpha		de1e5111cee546fda689b86621929cded0529026
io.opentelemetry.contrib	opentelemetry-consistent-sampling	1.30.0-alpha		91d84bd32ae534f1d78eaf88d22497a0c48fc544
io.opentelemetry.contrib	opentelemetry-consistent-sampling	1.31.0-alpha		1e86d81740a36189d947eacdc58c03abad30467b
io.opentelemetry.contrib	opentelemetry-consistent-sampling	1.32.0-alpha		9e9b1d8ef1845d9392e1edd7bcb70274eea030f1
io.opentelemetry.contrib	opentelemetry-consistent-sampling	1.33.0-alpha		ce0cb34adf2d54726c8704637927ef790687f2a7
io.opentelemetry.contrib	opentelemetry-consistent-sampling	1.34.0-alpha		2a3a5fe22d1d59cacb86db893bbb7497e4d93da6
io.opentelemetry.contrib	opentelemetry-consistent-sampling	1.35.0-alpha		9ab949eb05d460a6e5dfd46fc75a9bcd5c35f843
io.opentelemetry.contrib	opentelemetry-consistent-sampling	1.36.0-alpha		d771b170cef29c5afcf2d191f103948a25277ab5
io.opentelemetry.contrib	opentelemetry-consistent-sampling	1.37.0-alpha		8fefb99f6d69009b6609df47c91f958e881422cf
io.opentelemetry.contrib	opentelemetry-consistent-sampling	1.38.0-alpha		82b80a9fbf49e9d9ded65a9e9a35104d23ceeac1
io.opentelemetry.contrib	opentelemetry-consistent-sampling	1.39.0-alpha		bbf951f005cda2ee8d53a939764812b0d452636b
io.opentelemetry.contrib	opentelemetry-consistent-sampling	1.40.0-alpha		62aa51f93b0ac73212e00b5d30a85968cf2787c5
io.opentelemetry.contrib	opentelemetry-consistent-sampling	1.41.0-alpha		e722502abe964afbdc5d1a0367eb10284600b61b
io.opentelemetry.contrib	opentelemetry-consistent-sampling	1.42.0-alpha		8fe71c3a1fdbed807e20f13675de19cf46d5375b
io.opentelemetry.contrib	opentelemetry-consistent-sampling	1.43.0-alpha		8f4d787320249dc63de00989d9501c3ba4ae96d9
io.opentelemetry.contrib	opentelemetry-consistent-sampling	1.44.0-alpha		29f291ce77d6a7dbd0eda72ff14d9bc9a44765c4
io.opentelemetry.contrib	opentelemetry-consistent-sampling	1.45.0-alpha		d95ba35f1da91a80dccb77fd0b58cb5a68d48364
io.opentelemetry.contrib	opentelemetry-consistent-sampling	1.46.0-alpha		714d827af016e81620aa1963c713e5b9477a88d6
io.prometheus	prometheus-metrics-simpleclient-bridge	0.0.1-releasetest1		6cc9d4e5905d28eecde908e32ffa71f3d11bc552
io.prometheus	prometheus-metrics-simpleclient-bridge	1.0.0		e0443a77610dbc51677f5e6a7a3aa231a8d18f9b
io.prometheus	prometheus-metrics-simpleclient-bridge	1.0.0-alpha-5		bb1c185f7adff849deee35bbee5b7ba038943150
io.prometheus	prometheus-metrics-simpleclient-bridge	1.0.0-beta-1		599a74ff41441c7ef2e3a0390a5b6ab7831d50c3
io.prometheus	prometheus-metrics-simpleclient-bridge	1.1.0		12acd45b37cfeaae3cdc05c2d89cb4ecd3e9fb8c
io.prometheus	prometheus-metrics-simpleclient-bridge	1.2.0		b53697323f47ccc6c5be4bf0ad06f240035c5c23
io.prometheus	prometheus-metrics-simpleclient-bridge	1.2.1		eaf9f1999e51c9e98b407ac95ea237c9e711cf64
io.prometheus	prometheus-metrics-simpleclient-bridge	1.3.0		e209da6ec185af582c1c8bdf775751db701d2771
io.prometheus	prometheus-metrics-simpleclient-bridge	1.3.1		905e982253c9dd5282fb11b202166a6c5314db73
io.prometheus	prometheus-metrics-simpleclient-bridge	1.3.2		3afb782a66f62759508633a002f2465961b555d6
io.prometheus	prometheus-metrics-simpleclient-bridge	1.3.3		35bbc7f8e362f0c0c37efc15d96417bd7fc1dea0
io.prometheus	prometheus-metrics-simpleclient-bridge	1.3.4		11e75ad32bffc5613b413ad857c0a17c09479b68
io.prometheus	prometheus-metrics-simpleclient-bridge	1.3.5		f1f2a8a72b7a3413ec3c5529b7e2f43fc325a155
io.prometheus	prometheus-metrics-simpleclient-bridge	1.3.6		42b7d5e8dd06fff2c15fac78b531849f32af5a5f
io.quarkiverse.amazonservices	quarkus-messaging-amazon-sqs-deployment	2.19.0		9b608b75483b84872b4753281679d3d8730a7d74
io.quarkiverse.amazonservices	quarkus-messaging-amazon-sqs-deployment	2.19.0.alpha2		2376183b0c73cf3b567ff77f33043bd044e8ad95
io.quarkiverse.amazonservices	quarkus-messaging-amazon-sqs-deployment	2.20.0		994dd55e645701e1ed803560b2d6873442d03226
io.quarkiverse.amazonservices	quarkus-messaging-amazon-sqs-deployment	2.20.1		e07f86df90baf3801d1fc49200b6aed8677cf29d
io.quarkiverse.amazonservices	quarkus-messaging-amazon-sqs-deployment	3.0.0		de75520e5cde98ded588cac7539f0115cb4dd50c
io.quarkiverse.amazonservices	quarkus-messaging-amazon-sqs-deployment	3.0.1		9781ec49c265d69ee54292333d908a5278701582
io.quarkiverse.amazonservices	quarkus-messaging-amazon-sqs-deployment	3.1.0		932ac7f3d91c377f9cf0d93b2bbbaa2ebf0c9e32
io.quarkiverse.amazonservices	quarkus-messaging-amazon-sqs-deployment	3.1.1		5ac2742f3475853fe28c9b56616971994047bb0a
io.quarkiverse.amazonservices	quarkus-messaging-amazon-sqs-deployment	3.2.0		c4c220fb2c2ee895c7cea11a8c20cd0faa081e86
io.quarkiverse.amazonservices	quarkus-messaging-amazon-sqs-deployment	3.3.0		376a4be8f837f4e1048c2b7e1e16663a56425c49
io.quarkiverse.amazonservices	quarkus-messaging-amazon-sqs-deployment	3.3.1		aa2a1ac11525301d286900e180d76ccb2a172f29
io.quarkiverse.amazonservices	quarkus-messaging-amazon-sqs-deployment	3.3.2		4b0765501104040a7cd15c8558a7d66b1f31f85b
io.quarkiverse.amazonservices	quarkus-messaging-amazon-sqs-deployment	3.3.3		de59d10476bee6224d476c23e7e1e3889f1104c8
io.quarkiverse.amazonservices	quarkus-messaging-amazon-sqs-deployment	3.4.0		cd54df02210e0584278fdc72c42dd2a25963cc57
io.quarkiverse.amazonservices	quarkus-messaging-amazon-sqs-deployment	3.4.1		ff3b73ecb4eea57b90a194a915f62635210c108a
io.quarkiverse.amazonservices	quarkus-messaging-amazon-sqs-deployment	3.5.0		0df818a210f48370d6e5e2930f564983348381a3
io.sqooba	sq-conf_2.12	0.5.0		14ebc81b9bbe663d17088278daa027b8db46597a
io.sqooba	sq-conf_2.12	0.5.1		1179611fe0d01c1a7e90efc870e1f041aa46d92c
io.sqooba	sq-conf_2.12	0.5.2		cc9e4201a5bee596c5fd4c7a3dd819a2888f8f6c
io.sqooba	sq-conf_2.12	0.5.3		caf600c6e015c9574ae711731721e21e8619d53e
nl.cloudfarming.client	planning-api	1.0.10		850bb85da59aaa9ea35652bf8cd457776d69fc18
nl.cloudfarming.client	planning-api	1.0.12		ca7a3236769ed4563046abc6260ba4f05f9e2792
nl.cloudfarming.client	planning-api	1.0.13		72ac6459c2c736ff5052df5045581546f6abceb1
nl.cloudfarming.client	planning-api	1.0.15		0b6387f3179480c69899b13ee60518dd98747388
nl.cloudfarming.client	planning-api	1.0.17		61a9cc1f21925a2535e7077bd49dcccc404a471b
nl.cloudfarming.client	planning-api	1.0.6		71210b401a1760a4b3758587fe099c7351e5084e
nl.cloudfarming.client	planning-api	1.0.7		db6ac57713e03485b23012bf4f94fb0de0dd8b40
nl.cloudfarming.client	planning-api	1.0.8		27226099e0145bab316b611da88e22935946c0ed
nl.cloudfarming.client	planning-api	1.0.9		b2c59adc1759ed3bb98f74bc88d03ca12b4d2eab
nl.junglecomputing.ipl	ipl-impl-smartsockets	2.3.3		b7ff4d4cc0eeb21e593da73594dc6ede331f0824
nl.ncaj	core-foundation-extensions-iosarm64	0.2.0		N/A
nl.ncaj	core-foundation-extensions-iosarm64	0.2.0	metadata	5d0fa7b24a8a675a75ffe3109e17908ac643597a
nl.ncaj	core-foundation-extensions-iosarm64	0.3.0		N/A
nl.ncaj	core-foundation-extensions-iosarm64	0.3.0	metadata	c4f770c0eefc860a656666e1856065877074a2f7
org.apache.aries.spifly	org.apache.aries.spifly.weaver-internal	1.0.0		ec0db60aa6ca4b9de8f980c2478bb910698183f7
org.apache.aries.spifly	org.apache.aries.spifly.weaver-internal	1.0.1		86ee369e5f91b15996c0b18c3deb7fb607bccdc1
org.apache.aries.spifly	org.apache.aries.spifly.weaver-internal	1.0.10		c599c8b8bf33a0ce485c4af11f1ec5e8cabf993c
org.apache.aries.spifly	org.apache.aries.spifly.weaver-internal	1.0.12		3d98a4f12025c01e6a5cbefa55d749be280c7212
org.apache.aries.spifly	org.apache.aries.spifly.weaver-internal	1.0.14		4936948d0b2ac6077ccac602be36ddee01d8bee3
org.apache.aries.spifly	org.apache.aries.spifly.weaver-internal	1.0.4		16ea3a68d7e0f4b0dee89211a09417eef06e16f6
org.apache.aries.spifly	org.apache.aries.spifly.weaver-internal	1.0.6		5ea1e3ddd2c47c87ddfef7a0890c9c221499a01b
org.apache.aries.spifly	org.apache.aries.spifly.weaver-internal	1.0.8		2e25240b0d4b0b066c969c0623acc890e217474e
org.apache.aries.spifly	org.apache.aries.spifly.weaver-internal	1.1		c6f100f6a0cd0b32b654a6f3fa4d03320367b8a3
org.apache.aries.spifly	org.apache.aries.spifly.weaver-internal	1.2		5cb4aee6fa02ab6bfbebbe068b2de78a7a1ca634
org.apache.aries.spifly	org.apache.aries.spifly.weaver-internal	1.2.1		77e5c5f50377f1eae2c0e2a1136c0428171f6530
org.apache.aries.spifly	org.apache.aries.spifly.weaver-internal	1.2.2		4f40b8020993079e58b20a9222821b8ab459c6ad
org.apache.aries.spifly	org.apache.aries.spifly.weaver-internal	1.2.3		6b21ab1f5b08ca538df23ece667ce572adc0adac
org.apache.aries.spifly	org.apache.aries.spifly.weaver-internal	1.2.4		897744f85f98539ce58c32cab004f49d8aa9c474
org.apache.aries.spifly	org.apache.aries.spifly.weaver-internal	1.3.0		30f79899c211f9eb389e4a29f6652f67d6023557
org.apache.aries.spifly	org.apache.aries.spifly.weaver-internal	1.3.1		ed155b5f5585ad4eb63a530772726fcc053d535a
org.apache.aries.spifly	org.apache.aries.spifly.weaver-internal	1.3.2		bb7568b4af5cb2aec99f5f962990264ab82229ed
org.apache.aries.spifly	org.apache.aries.spifly.weaver-internal	1.3.3		501e2a7f7462438d3528a84441c3e2c39c738542
org.apache.aries.spifly	org.apache.aries.spifly.weaver-internal	1.3.4		407463e83fab131c517f94d587dab3ed19826c65
org.apache.aries.spifly	org.apache.aries.spifly.weaver-internal	1.3.5		c6a590ae2578b1b1da77c2d49d52926abb2b3d2e
org.apache.aries.spifly	org.apache.aries.spifly.weaver-internal	1.3.6		05401896b3739238dfebb10bbd2e322fd856a3f5
org.apache.aries.spifly	org.apache.aries.spifly.weaver-internal	1.3.7		804e067b74ddc59195b194da0dd3402a488f4767
org.apache.bookkeeper.stats	bookkeeper-stats-api	4.10.0		af97869a2ea94c639841f54a7d269fc505127272
org.apache.bookkeeper.stats	bookkeeper-stats-api	4.11.0		ca5ca0a417cadc33f5d84f75493c79140e0b6348
org.apache.bookkeeper.stats	bookkeeper-stats-api	4.11.1		a4ae56f43418b39eb7f6b992f7f2e3615565beb8
org.apache.bookkeeper.stats	bookkeeper-stats-api	4.12.0		65c90f2ac727bcafda73fc437f0aafc9bc2b7ea4
org.apache.bookkeeper.stats	bookkeeper-stats-api	4.12.1		11d093ba7271adaac18bf118b8d383884fd31e7f
org.apache.bookkeeper.stats	bookkeeper-stats-api	4.13.0		aeb143c3aa7d37e01e6fecf83115b85ba66a7438
org.apache.bookkeeper.stats	bookkeeper-stats-api	4.14.0		5ea44a5edb18ded9ca2b7710e6562d63812c7adb
org.apache.bookkeeper.stats	bookkeeper-stats-api	4.14.1		47c3da54434f0c0c833a57c3be5f5889f333b746
org.apache.bookkeeper.stats	bookkeeper-stats-api	4.14.2		33567d20c82dee07a003b805fb7c39f8804e0522
org.apache.bookkeeper.stats	bookkeeper-stats-api	4.14.3		1082b77373b19e70836cb93db98e5d9b99a5fa4a
org.apache.bookkeeper.stats	bookkeeper-stats-api	4.14.4		335d2b8befa3171a6f466503d19a6cb9b1dd7074
org.apache.bookkeeper.stats	bookkeeper-stats-api	4.14.5		616416dded3762ff85d3a7ff4dc8dcec97e87f44
org.apache.bookkeeper.stats	bookkeeper-stats-api	4.14.6		6bb9a58b1a1516711ec5867d9dad752fbde7379c
org.apache.bookkeeper.stats	bookkeeper-stats-api	4.14.7		01fe464abe761a57054eeabe90935ba2caf7a521
org.apache.bookkeeper.stats	bookkeeper-stats-api	4.14.8		a077b73e9d8c17d7e77a051dd0bd7faf57841a7b
org.apache.bookkeeper.stats	bookkeeper-stats-api	4.15.0		820c2d4336823951c4c1f2a9ef0df0e876a7d631
org.apache.bookkeeper.stats	bookkeeper-stats-api	4.15.1		0046d956cbfa4b945db286a0b24d47cd1a81333e
org.apache.bookkeeper.stats	bookkeeper-stats-api	4.15.2		6d84b2e653d4bed6732fa1afd42be96fe8bac4c4
org.apache.bookkeeper.stats	bookkeeper-stats-api	4.15.3		6f9ac87ca19c685ca022d2bfed33b8fcdc813b63
org.apache.bookkeeper.stats	bookkeeper-stats-api	4.15.4		2f6814a7a6114d63b4a4cd7c74fbc4822ea575f8
org.apache.bookkeeper.stats	bookkeeper-stats-api	4.15.5		c8bae9fa2d29c0c6af5aec7be450dc4c4c8088a7
org.apache.bookkeeper.stats	bookkeeper-stats-api	4.16.0		3dccb7e11203ea53732b6a47afcf9bb267dfd2fd
org.apache.bookkeeper.stats	bookkeeper-stats-api	4.16.1		70b4408c2c2f9413d939ccd0bd91674cc8eb7522
org.apache.bookkeeper.stats	bookkeeper-stats-api	4.16.2		254a99599d00918a1204e76739edf0bf9447a1c6
org.apache.bookkeeper.stats	bookkeeper-stats-api	4.16.3		060f57cacad4e71e486a71361a76a99f92385f26
org.apache.bookkeeper.stats	bookkeeper-stats-api	4.16.4		c657028372e17de6c8cd531e16dd9e551408e102
org.apache.bookkeeper.stats	bookkeeper-stats-api	4.16.5		34b7bab79e438faa9dc874c24919eea825014003
org.apache.bookkeeper.stats	bookkeeper-stats-api	4.16.6		a64ff3cf26ff78aea5ad35494acbd8372352d5ef
org.apache.bookkeeper.stats	bookkeeper-stats-api	4.17.0		cc1ecbf3041b8806960abec1bc432f4fe7cec477
org.apache.bookkeeper.stats	bookkeeper-stats-api	4.17.1		b4a47b1b9aa6c1591169af0a9e4dc7619faf8d40
org.apache.bookkeeper.stats	bookkeeper-stats-api	4.3.0		ee651eba0f8ae169f7b28eb5fe71cc9251e12298
org.apache.bookkeeper.stats	bookkeeper-stats-api	4.3.1		dbac1b8722d32f58514b921d34ef78d411b5247b
org.apache.bookkeeper.stats	bookkeeper-stats-api	4.3.2		f996fc290d9db7e3f8613f09a6c21d194accc4ac
org.apache.bookkeeper.stats	bookkeeper-stats-api	4.4.0		a9b74166124a321523d7b968b14b9ebfe1b28481
org.apache.bookkeeper.stats	bookkeeper-stats-api	4.5.0		f6dfc803c90c576d07ba8c73ae5d1e6991e5c61d
org.apache.bookkeeper.stats	bookkeeper-stats-api	4.5.1		42222f48243b94d98c370e0f27321a41e013eda1
org.apache.bookkeeper.stats	bookkeeper-stats-api	4.6.0		13d6dc8118c72427aa9b9a109d80611fc8983180
org.apache.bookkeeper.stats	bookkeeper-stats-api	4.6.1		0c38f944f6ccb851f003db415a61d493e4fc9e0c
org.apache.bookkeeper.stats	bookkeeper-stats-api	4.6.2		b0b2d4fa4c09557fa5f09a3a1775659bb17e73bd
org.apache.bookkeeper.stats	bookkeeper-stats-api	4.7.0		da00c1120de9e362d22c5ec7cc4bd12c9497cf3b
org.apache.bookkeeper.stats	bookkeeper-stats-api	4.7.1		6792bb7367ddc12f790456c8a5dd0bbd563db72d
org.apache.bookkeeper.stats	bookkeeper-stats-api	4.7.2		f266aa8e11657f0f5a566ce7c709ca5fa38248ef
org.apache.bookkeeper.stats	bookkeeper-stats-api	4.7.3		c3c45c9195344e4e7104c457d75f48cd6f89ed35
org.apache.bookkeeper.stats	bookkeeper-stats-api	4.8.0		8626bb6af46401ae0cebc9b535a65cbfb5970df9
org.apache.bookkeeper.stats	bookkeeper-stats-api	4.8.1		ddfb98ce50f69bcf9dbc03b661c9abb13b10fa58
org.apache.bookkeeper.stats	bookkeeper-stats-api	4.8.2		d2f7c9c24de79145c7caf4024952bd73ce27f92f
org.apache.bookkeeper.stats	bookkeeper-stats-api	4.9.0		daea8952e26be00e9ad3a7849a2d332f82e6a9a5
org.apache.bookkeeper.stats	bookkeeper-stats-api	4.9.1		21531ac2a59e0488daacda435b479b0c891cd29d
org.apache.bookkeeper.stats	bookkeeper-stats-api	4.9.2		5745c49387346610858f8b36b63fb764468f1148
org.apache.ws.commons.axiom	core-mixins	1.4.0		87e178d18541ec412215b0b7424b3c708e5d896d
org.apache.ws.commons.axiom	core-mixins	2.0.0		092dc81c23c256fe1f9e13a4abe36c57a45ebd75
org.codehaus.fabric3	fabric3-writer	1.9		f71a7e5e2d299d1197041a835a65f0c84bb16555
org.codehaus.fabric3	fabric3-writer	1.9.5		291fcb61a2cf22e9a07380da7459174eba4f7c49
org.codehaus.fabric3	fabric3-writer	1.9.6		9f2736a90c0c8acb1cc06d0b606250092ce950a3
org.codehaus.fabric3	fabric3-writer	2.0.0		4c1db614b834fb7e04e42c468af0065d85fa7911
org.codehaus.fabric3	fabric3-writer	2.0.1		242ef8b92f4e31afd7494b08b9587f6794fc1b86
org.coderu	coderu-maven-plugin	1.0.0		1158e28dd10b7ecc643534d4ccf860ecc8c07414
org.coderu	coderu-maven-plugin	1.0.1		476b4115d02f96831e50e617caa0921fc0af1c19
