avalon-logging	avalon-logging-logkit-syslog	1.0.dev-0		60d1d5a0d4330cb7eadc2b1dde503327aa29e510
com.nike.riposte	riposte-spi	0.17.0		4ac0af5a5d6bcbfb6d0c2d9eecdaf486072fe751
com.nike.riposte	riposte-spi	0.18.0		acb143c1152330d97cf1c2e6e4098ef349e44f0b
com.nike.riposte	riposte-spi	0.19.0		756af4f170992f20cb042caebec139fd0726b1ab
com.nike.riposte	riposte-spi	0.19.1		0be8386577e5982e5b26453f9b76260b3cf5ec87
com.nike.riposte	riposte-spi	0.19.2		a8d00cf6c15d421e32502d95b42ec76ce9bbfabe
com.nike.riposte	riposte-spi	0.19.3		9f630a1ba87ab400a673696c1f4ad02eff57e4a2
com.nike.riposte	riposte-spi	0.20.0		8f7ebc1e0589471480329fafe83b8a0704ddf4b0
com.nike.riposte	riposte-spi	0.20.1		f3165a38080bcc3d37de424e65618d099067fa41
com.nike.riposte	riposte-spi	0.8.0		dda86483c7afbc371e93be2699f04794fa0051a7
com.nike.riposte	riposte-spi	0.8.1		1d27c7d63ec3f38efbe082befa888f0861aa483b
com.nike.riposte	riposte-spi	0.8.2		f959a1dd69d0e249bd06dedc21d2fe1f060338b4
com.nike.riposte	riposte-spi	0.8.3		874baccd6f1804d82572636b6bd62c9aa6feffb7
com.nike.riposte	riposte-spi	0.9.0		253a961dc249bf01d8949f4c73bc021a2b92c322
com.nike.riposte	riposte-spi	0.9.1		444096732f86fc8707fd906e05729bd74043dfda
com.nike.riposte	riposte-spi	0.9.2		eb0a434504359e69cd44b74d0e4b38aabf01c63d
com.nike.riposte	riposte-spi	0.9.3		581ac5e3d69d9e9888ffcd1e4d2b8f6ba679ce67
com.nike.riposte	riposte-spi	0.9.4		5af6498efe0cca5a8d2554fc9c59b9997b74a407
com.paytmpayments.customuisdk	common-core	1.0.0		N/A
com.paytmpayments.customuisdk	common-core	1.0.1		N/A
com.plotsquared	PlotSquared-Core	6.1.0		N/A
com.plotsquared	PlotSquared-Core	6.1.0	jar	339c31c1a63553e7edc35a5277f590cb1bf17334
com.plotsquared	PlotSquared-Core	6.1.1		N/A
com.plotsquared	PlotSquared-Core	6.1.1	jar	5ff4593a319329471d142e2d086d7ea99efaa7f0
com.plotsquared	PlotSquared-Core	6.1.2		N/A
com.plotsquared	PlotSquared-Core	6.1.2	jar	363b45607e34dc6bdef0d173d35a7fb85a713665
com.plotsquared	PlotSquared-Core	6.1.3		304cdf46ac65237f89ecc6fbd7f0f7dd2b37d126
com.plotsquared	PlotSquared-Core	6.1.4		2a317500c72f72f22bcb007585da0a2f01a9a6ad
com.plotsquared	PlotSquared-Core	6.10.0		1a83a141c911b860227f752a064c46c4334d45fd
com.plotsquared	PlotSquared-Core	6.10.1		fc31c30c60a319b156f8a058345c5d369dcd95e4
com.plotsquared	PlotSquared-Core	6.10.2		03435459274a105827c9be0f546588d07d6c9589
com.plotsquared	PlotSquared-Core	6.10.3		3c549a4ec21eae8746ddcbdf5ae5571488489181
com.plotsquared	PlotSquared-Core	6.10.4		8bf423dde8f4e55ef2c0f2814679f5a8f41055ba
com.plotsquared	PlotSquared-Core	6.10.5		e90a9a7603c82ed9b32aeb3051afb2b69c9c92f7
com.plotsquared	PlotSquared-Core	6.10.6		43080deb02b58c0b42c1a0fdcb69341737b7375e
com.plotsquared	PlotSquared-Core	6.10.7-SNASPHOT		da20a77a8037172513b9538b4cc99dc3424ad083
com.plotsquared	PlotSquared-Core	6.10.8		3cde94151fa5c79e6478805ba66e07116f7934d9
com.plotsquared	PlotSquared-Core	6.10.9		dca34f51d51bb545bf5559f72dd2d311687237c1
com.plotsquared	PlotSquared-Core	6.11.0		0cbfa45c26f8fb4469eda5e768eb4510ebfb84d7
com.plotsquared	PlotSquared-Core	6.11.1		77580f2757b5697e9ed336e4fc62e33a9737f4ba
com.plotsquared	PlotSquared-Core	6.11.2		N/A
com.plotsquared	PlotSquared-Core	6.2.0		408ab3fe2fd7a69265023b3a4d30dbbe1c3dced4
com.plotsquared	PlotSquared-Core	6.2.1		041fb8da6498b061ad37a14ec66143c811377797
com.plotsquared	PlotSquared-Core	6.2.2		25a88639b9286488003e0371cc0205aecff7dca9
com.plotsquared	PlotSquared-Core	6.3.0		371f498ac49e336b56cdde9b43cd5b7afee3127c
com.plotsquared	PlotSquared-Core	6.4.0		ae3dc36e933f11d40fb2c4b1c12b7b8d9d865ddf
com.plotsquared	PlotSquared-Core	6.5.0		ebb8b75986fe2beb90301784b8c170aa27b25cc7
com.plotsquared	PlotSquared-Core	6.5.1		161e1bee690edb013711578b263888385d7432d9
com.plotsquared	PlotSquared-Core	6.6.0		b1e334d229591df00c7f82ada48b22b13914e4be
com.plotsquared	PlotSquared-Core	6.6.1		76f78d203af0565db12f00c76a43b96efea52e97
com.plotsquared	PlotSquared-Core	6.6.2		a532d1ef4f5559ea726dd96dc094acc51d5f33bd
com.plotsquared	PlotSquared-Core	6.6.3		57eff283d7625d1b596d56c4c1be6387cdaebbec
com.plotsquared	PlotSquared-Core	6.7.0		101797b77237feaef39b18831905a6a04e18dec4
com.plotsquared	PlotSquared-Core	6.8.0		726532701f541a8491a8ad10e98c5343f1c2ec4b
com.plotsquared	PlotSquared-Core	6.8.1		daa8aebe213074d811409df708bd3dee16cff22a
com.plotsquared	PlotSquared-Core	6.9.0		d0090aeafa396d69db98193b810cba6498e39234
com.plotsquared	PlotSquared-Core	6.9.1		e139bc7ac9732c44f7a5955f551e99364410ef02
com.plotsquared	PlotSquared-Core	6.9.2		60794c7504873f782b3c44aeb1a5ed2bbddec83d
com.plotsquared	PlotSquared-Core	6.9.3		60b89cd685953263102009738932bc902e5cbfdc
com.plotsquared	PlotSquared-Core	6.9.4		6b816e67340da68c675befe19121a48ae85050a9
com.puresoltechnologies.commons	misc.bundle	0.4.0		8c38cfbf9687d4855d6ce08885d48eb085bf4222
com.puresoltechnologies.commons	misc.bundle	0.4.1		e4dc0f8b6392de65d2cd01d956626e72a8dd2f3d
com.puresoltechnologies.commons	misc.bundle	0.5.0		eb12431bfef857b6f34908b8465339d36a142795
com.puresoltechnologies.commons	misc.bundle	0.6.0		64dbac2f03880b06198a022df675f98a0e795e92
com.soywiz	korlibs-annotations-android	5.5.0-alpha3		N/A
com.soywiz	korlibs-annotations-android	6.0.0		N/A
com.soywiz	korlibs-annotations-android	6.0.0-alpha1		N/A
com.soywiz	korlibs-annotations-android	6.0.0-alpha2		N/A
com.soywiz	korlibs-annotations-android	6.0.0-alpha3		N/A
com.soywiz	korlibs-annotations-android	6.0.0-alpha4		N/A
com.soywiz	korlibs-annotations-android	6.0.0-alpha5		N/A
com.soywiz	korlibs-annotations-android	6.0.0-alpha6		N/A
com.soywiz	korlibs-annotations-android	6.0.0-alpha7		N/A
com.soywiz	korlibs-annotations-android	6.0.0-alpha8		N/A
com.soywiz	korlibs-annotations-android	6.0.0-alpha9		N/A
com.soywiz	korlibs-serialization-csv-wasm-js	6.0.0-alpha2		N/A
com.thoughtworks.dsl	domains-task_sjs1_2.13	1.5.2+112-41c51199		2a7d59612b2f3e31aa1d25913ae2daa28bdcb22b
com.thoughtworks.dsl	domains-task_sjs1_2.13	1.5.2+114-0d46ba06		feccc8f00873881bad743d72b9268011e6e8fa1d
com.thoughtworks.dsl	domains-task_sjs1_2.13	1.5.3		7d7103517e7b6fc0444a7bb44693f9c3e5836c47
com.thoughtworks.dsl	domains-task_sjs1_2.13	1.5.3+10-ec1458b1		65558fe0811d8380a1be2034ffc9dabde7a4c3a3
com.thoughtworks.dsl	domains-task_sjs1_2.13	1.5.3+12-56739401		40c7bb14cd772daa43276d2e45e41e30985929a4
com.thoughtworks.dsl	domains-task_sjs1_2.13	1.5.3+14-924e8c3c		2383bd21c00af0d060f9699d1c9d37fadc760a99
com.thoughtworks.dsl	domains-task_sjs1_2.13	1.5.3+16-ed348ded		39d2ac379b2d63047805c9e19ab3dd826612bbbb
com.thoughtworks.dsl	domains-task_sjs1_2.13	1.5.3+18-bc551aba		2685a4a2b020d8e44b535b93205b84f00c633d17
com.thoughtworks.dsl	domains-task_sjs1_2.13	1.5.3+2-85303909		85652ca15592df9b8d4932a8743d1e280087ee4d
com.thoughtworks.dsl	domains-task_sjs1_2.13	1.5.3+20-789c1734		6b578fe02ec4fd880c13035f45c2f131f0d378c0
com.thoughtworks.dsl	domains-task_sjs1_2.13	1.5.3+22-e2005168		a4048708bdceb016e3c98cb4c6e879915f6eabb2
com.thoughtworks.dsl	domains-task_sjs1_2.13	1.5.3+24-a59928fc		c983090c5eda0078f373dcf454dc91865d44c0fb
com.thoughtworks.dsl	domains-task_sjs1_2.13	1.5.3+26-f0d74391		2e57b473591b976f20695f6b61ab5ce2333c2897
com.thoughtworks.dsl	domains-task_sjs1_2.13	1.5.3+34-ee9dbd9a		b1da888f72ec8b76f8933471154bab24e1424cf4
com.thoughtworks.dsl	domains-task_sjs1_2.13	1.5.3+36-7b58d237		133fd0e1b256ceee3698b9b08fbad4a30cb29de9
com.thoughtworks.dsl	domains-task_sjs1_2.13	1.5.3+38-7dfc71ca		641eb58f41ccd5c83afd23920416bb6ec19877af
com.thoughtworks.dsl	domains-task_sjs1_2.13	1.5.3+4-55f787bf		92bd862ff810f97cd62991dc9464ec9583fe14a7
com.thoughtworks.dsl	domains-task_sjs1_2.13	1.5.3+40-55a4bfe1		7a545004b8bbbf7444ca5585129c5c6117bdd66a
com.thoughtworks.dsl	domains-task_sjs1_2.13	1.5.3+6-cd4da19b		3ce1673a4fc702cee210ad92af9ff60d03417341
com.thoughtworks.dsl	domains-task_sjs1_2.13	1.5.3+66-a25d459a		815bc132f2f36364f6e3aebcdd3602f0032fcaed
com.thoughtworks.dsl	domains-task_sjs1_2.13	1.5.3+71-b4afb393		9218f3bf20c51fc21cd7039d3300324945dbaaf8
com.thoughtworks.dsl	domains-task_sjs1_2.13	1.5.3+72-f7c727cf		42c659bb447dfb282d5ade1e428f440a2a8d7918
com.thoughtworks.dsl	domains-task_sjs1_2.13	1.5.3+73-78d27c26		b8087a1288054bae03b6f2a49ceab0243805d69a
com.thoughtworks.dsl	domains-task_sjs1_2.13	1.5.3+75-f2229965		c048a8adf1e4607603b2dd64aa63203d548004df
com.thoughtworks.dsl	domains-task_sjs1_2.13	1.5.3+77-5082ada6		4d870157ac70a7e9010a689ac61b6a9dcb8d1acc
com.thoughtworks.dsl	domains-task_sjs1_2.13	1.5.3+8-383d74b1		9f0c751d85fb5a751cd5f32b4b8b1b95a8016d6e
com.thoughtworks.dsl	domains-task_sjs1_2.13	1.5.3+82-9b2b6d7a		37ecf097a7f390dfabe6e8067e36dadcf8f399b7
com.thoughtworks.dsl	domains-task_sjs1_2.13	1.5.3+83-6d4c7fde		04570ff2823fb27d8d649e13026405c9d2017412
com.thoughtworks.dsl	domains-task_sjs1_2.13	1.5.3+84-37b854f0		26771b2a771d081d70261739c350331af8a007fd
com.thoughtworks.dsl	domains-task_sjs1_2.13	1.5.3+85-d17ee38c		e56d8ffa543711d9dba4d9a4bf9e37d4acec30a7
com.thoughtworks.dsl	domains-task_sjs1_2.13	1.5.4		226ead4e86db0a9d83e1761e90ceddb2976561d9
com.thoughtworks.dsl	domains-task_sjs1_2.13	1.5.4+10-1daf2a06		b22dc1d2ac41168a3a9558d57ed6f61028bfb313
com.thoughtworks.dsl	domains-task_sjs1_2.13	1.5.4+11-f5208a12		003c445fb71766ec0a3e100a296fcf871b94404e
com.thoughtworks.dsl	domains-task_sjs1_2.13	1.5.4+12-c32db074		7bbdc4dce19949084fdaaa3d41806dc978ab1d81
com.thoughtworks.dsl	domains-task_sjs1_2.13	1.5.4+13-33eb9166		02703b493e14390d2b36987df72a7a3a58f3594d
com.thoughtworks.dsl	domains-task_sjs1_2.13	1.5.4+14-2622468b		c9e742037355fd0f3b996da11a8283c9e984ce85
com.thoughtworks.dsl	domains-task_sjs1_2.13	1.5.4+15-ea0c2e4d		b4dded01b0c185d3e469edf682d3851cf68b9284
com.thoughtworks.dsl	domains-task_sjs1_2.13	1.5.4+3-de10c2c3		5bec06f1ebfc7ce9633e6d2501a58670bdecb6e2
com.thoughtworks.dsl	domains-task_sjs1_2.13	1.5.4+4-3933eb1c		d1bf53ad7104df3cefa94027271de260c65e922e
com.thoughtworks.dsl	domains-task_sjs1_2.13	1.5.4+5-a0992e2e		24033ca49fdcb3c841bfdf937a1daa3b2d1b28e6
com.thoughtworks.dsl	domains-task_sjs1_2.13	1.5.4+6-f75f6aa4		f5da83f85403c936de8ce0f472558ef0abbdfb00
com.thoughtworks.dsl	domains-task_sjs1_2.13	1.5.5		df4ea65e794077ee779ac3e37dc9bd9c37522a95
com.thoughtworks.dsl	domains-task_sjs1_2.13	1.5.5+1-7a249e3c		9a2eedc2513e9b11455295834d7899e64be3355f
com.thoughtworks.dsl	domains-task_sjs1_2.13	1.5.5+2-94e1663d		4102e83d4c8a130b4facd2cc20e7e7c316621a7f
com.thoughtworks.dsl	domains-task_sjs1_2.13	1.5.5+2-f7b03b7c		f098d1b2d87c54d74c6c0112a613aaeda1e78104
com.thoughtworks.dsl	domains-task_sjs1_2.13	1.5.5+3-4b42a702		6f421f22d99931ba64f1fe8f9f4c71e0b6d11fee
com.thoughtworks.dsl	domains-task_sjs1_2.13	1.5.5+3-9fbf1944		a5c072c4bf2365bef5ff89b838b8b7c2894a9e17
com.thoughtworks.dsl	domains-task_sjs1_2.13	1.5.5+4-4f0e2c87		270542daa085e7669e429b85a3df3204e4ab8a21
com.thoughtworks.dsl	domains-task_sjs1_2.13	1.5.5+4-cae3e641		a64c90ede8f0124ea76a0f3c6a64703cb6561d82
com.thoughtworks.dsl	domains-task_sjs1_2.13	1.5.5+5-8c3c8976		bd763999e74cd12f187d5f2704bd14b5025e56ca
com.thoughtworks.dsl	domains-task_sjs1_2.13	1.5.5+6-36707a35		2066e2e14a0894486dfa5f48ddc713a005d76a05
com.thoughtworks.dsl	domains-task_sjs1_2.13	2.0.0-M0		4db01cbceb61a0f4853b9d3c36ff97197521767a
com.thoughtworks.dsl	domains-task_sjs1_2.13	2.0.0-M0+1-b691cde8		badf16e42551e00ddad24c7cf7f3a9a28d633ca1
de.cau.cs.kieler.klighd	de.cau.cs.kieler.klighd.piccolo.draw2d	2.3.0.v20230606		c064c9796c50b7b57c636809d8d665b73836d646
de.cau.cs.kieler.klighd	de.cau.cs.kieler.klighd.piccolo.draw2d	3.0.1.v20240410		6f22928c6d8a86acd7b02c193a6e532cf37b169b
de.cau.cs.kieler.klighd	de.cau.cs.kieler.klighd.piccolo.draw2d	3.0.2.v20240507		802e9125b9b077f9342490b814c97e86ea9234c0
de.cau.cs.kieler.klighd	de.cau.cs.kieler.klighd.piccolo.draw2d	3.1.0.v20250428		819626e1ecae83dc7c498d1e91cfb2fa946e9c00
dev.kotbase	couchbase-lite-ee-paging-mingwx64	3.0.12-1.0.0		N/A
dev.kotbase	couchbase-lite-ee-paging-mingwx64	3.0.15-1.0.1		N/A
dev.kotbase	couchbase-lite-ee-paging-mingwx64	3.1.3-1.1.0		N/A
dev.kotbase	couchbase-lite-ee-paging-mingwx64	3.1.9-1.1.1		N/A
dev.sang.archetype	spring-rest-archetype	0.1		cc688e086dd0e1627f22ef70c39ee3a22d86f4b9
dev.sang.archetype	spring-rest-archetype	0.1.1		51d045b488c46ebc01f9fce5a3fa038149df5ead
edu.harvard.eecs	jopt	1.3.0		57eab90b68ae1f146b4e7f08068b539f25b1b06d
edu.harvard.eecs	jopt	1.3.1		94d26fa5d5cef30e601e3b2d7228fd2e54088434
edu.harvard.eecs	jopt	1.3.2		3f04ad46611d2f2fe95fe0bcf54d9d62b43df9b7
edu.harvard.eecs	jopt	1.3.3		414fdbeab81e94af950ee0cfff75eb3e9c3b8bc2
edu.harvard.eecs	jopt	1.3.4		37cf3ee5547a6315da56cff7c36b26b04efa6e63
edu.harvard.eecs	jopt	1.3.5		3ca58170ecc598706ef52a1fd59508e55b4253c1
edu.harvard.eecs	jopt	1.3.6		6325d2b48ec8e2bbcca64beaa672906511df578c
edu.harvard.eecs	jopt	1.4.0		c16055264b64207f6477156ebe2c37254322aee7
edu.harvard.eecs	jopt	1.4.1		2bf77f7d5c5b7cc8687a45bffa14747e6050ba3a
edu.harvard.eecs	jopt	1.4.2		8d5b6a0bf1c2cc57521cffb2514cf17aab41705d
edu.harvard.eecs	jopt	1.4.3		a5f704a53cfc032f3084c775527d2526342ef5be
fit.chis.cloud	chis4cloud-common-datasource	3.2.0		f8a8a744d6c8b14831c88d54e53cd800e1a65dd6
fit.chis.cloud	chis4cloud-common-datasource	3.2.1		6343ce0139e8a939256a3d841bc371fe1c27463c
fit.chis.cloud	chis4cloud-common-datasource	3.2.1.1		1a5fe744071b383a8150567aed469a7dcebb92d1
fit.chis.cloud	chis4cloud-common-datasource	3.2.2		fb1fbe20eba190ae1b5190b391efd5d31aff53ef
fit.chis.cloud	chis4cloud-common-datasource	3.2.2.1		c1445a8c8b1aa132a627dbd604adcff498be4f9f
fit.chis.cloud	chis4cloud-common-datasource	3.2.3		733717e98df29a70b7f0031b3bc66b824ae6d6f6
fit.chis.cloud	chis4cloud-common-datasource	3.2.3.1		8dcd9f2cf0f2b8fc880df29d8e3f9b404d1db36b
fit.chis.cloud	chis4cloud-common-datasource	3.2.3.2		49e9ed876008e9dae4e14c94d288aed7dbd4833a
fit.chis.cloud	chis4cloud-common-datasource	3.2.3.2.RC1		37ca7d3ac30f91ac99dadfc5d6b4bbb9ed2f0368
fit.chis.cloud	chis4cloud-common-datasource	3.2.3.2.RC2		ee07ca1cb71fd119c5a4d45492b1ef4ddbac59ce
fit.chis.cloud	chis4cloud-common-datasource	3.2.3.2.RC3		32391f02474ced26b49ed4d1d83fe951078f31e2
fit.chis.cloud	chis4cloud-common-datasource	3.2.3.3		c0173612102215e5ed14c3cb2b23ad512d2a8a43
fit.chis.cloud	chis4cloud-common-datasource	3.2.3.4		02ae9a2e511e66bcb6b8bfd97692f1c5e4cc471b
fit.chis.cloud	chis4cloud-common-datasource	3.2.3.5		76d7e6b982c6cb7d5bf0b5c0aebbcded8412474e
fit.chis.cloud	chis4cloud-common-datasource	3.2.3.6		b66a15eb847a32f107736e86f444f3787bffdefd
fit.chis.cloud	chis4cloud-common-datasource	3.2.3.7		50ec419601bd3dfb6f4ee4d6e79fcf06e36b7e4c
fit.chis.cloud	chis4cloud-common-datasource	3.6.0.1		26babaf7b944aa4712bf1581a6d5bfc888fb48cc
fit.chis.cloud	chis4cloud-common-datasource	3.6.0.2		913f6feb4877fdf6c67841d12a38ecdd3490de5c
fit.chis.cloud	chis4cloud-common-datasource	3.6.0.2.RC		fc2af70225ec89c0e972b41be82375fc3a9dcb0d
fit.chis.cloud	chis4cloud-common-datasource	3.6.0.2.RC1		438484f235fe74488f5194d7304edee2d3d9ae48
fit.chis.cloud	chis4cloud-common-datasource	3.6.0.2.RC2		a97b9c124396704437218b33d4718139e21592ec
fit.chis.cloud	chis4cloud-common-datasource	3.6.0.2.RC3		0daab1a9555fafd4d86611f09a9676cb887b897b
fit.chis.cloud	chis4cloud-common-datasource	3.6.0.3		6f26e773ce385b17d0847bf94f7e6375132a08c9
fit.chis.cloud	chis4cloud-common-datasource	3.6.0.3.RC2		d1e7dd54ede9ea90947bba3adc4a557cddb5a7f0
fit.chis.cloud	chis4cloud-common-datasource	3.6.0.4		45def882c586e7945aa19864dc092ccc8d9266da
fit.chis.cloud	chis4cloud-common-datasource	3.6.0.4.RC3		1836111098d702a242d7e44352661c06211aa0af
fit.chis.cloud	chis4cloud-common-datasource	3.6.0.4.RC6		2edb56f1903f7e353fbdfde899d557a6e624a445
fit.chis.cloud	chis4cloud-common-datasource	3.6.0.5		09ae63d47b1de91588407b154e9f92e889435b90
fit.chis.cloud	chis4cloud-common-datasource	3.6.0.5.RC2		9a42fb93e5424fecaa64b6ff7df01e2055eeb460
fit.chis.cloud	chis4cloud-common-datasource	3.6.0.5.RC5		c1a19a05d358a564a1eadec6925bffe10996a38c
fit.chis.cloud	chis4cloud-common-datasource	3.6.0.6		a514233dbe7f0a4dd418783fc4a4405d25718cad
fit.chis.cloud	chis4cloud-common-datasource	3.6.0.7		c64d668817dc4adbff1033d043282d0016b9c76f
fit.chis.cloud	chis4cloud-common-datasource	3.6.0.8		8a9195a6730387ca8acaa4ff6aa087f06af0e3cf
fit.chis.cloud	chis4cloud-common-datasource	3.6.0.8.RC6		b2fbe0c8bbc3c00331c6c2345466fc9dde9fa499
fit.chis.cloud	chis4cloud-common-datasource	3.6.0.9		561973476817401d2c7657c736605133597ee17a
fit.chis.cloud	chis4cloud-common-datasource	3.6.0.9.RC5		ea6f31b1a9e7ff9108a97ec592dd5acea4a80764
fit.chis.cloud	chis4cloud-common-datasource	3.6.0.9.RC6		c6e3571926636b68c79f7b482b52e42ff2cc370a
fit.chis.cloud	chis4cloud-common-datasource	3.6.0.9.RC7		54d2f68ab0cc9aab75276f19eff661e639d4d189
fit.chis.cloud	chis4cloud-common-datasource	3.6.0.9.RC9		7285763037357f2dc1472086ffcc14ed87de0497
fit.chis.cloud	chis4cloud-common-datasource	3.6.1.9		24c07f7b3d075fc716b87c1aa4178ced2a0041cf
global.maplink	sdk-freight	1.4.0		b3389e9a36bde20feccce3923431ec67608bf32b
global.maplink	sdk-freight	1.4.1		470c5af431dcd3df5230306c46d29c7a2483082e
global.maplink	sdk-freight	1.4.10		468b8eb240edb0b9bc3bc0db600394e9e127acc7
global.maplink	sdk-freight	1.4.11		acead4505b32f52539eb8a924d0fc5384f0cf643
global.maplink	sdk-freight	1.4.12		93e2ac536493a1edae41c608f86f48e1895e55db
global.maplink	sdk-freight	1.4.13		23e610b58b296dfda31c5afb365a0670c002e464
global.maplink	sdk-freight	1.4.14		b2ad9b47ff49d83612797057ad9b89c4f5efbbee
global.maplink	sdk-freight	1.4.15		9d19a6f3a01b16ee1d934827a0fb28c880746314
global.maplink	sdk-freight	1.4.16		dfd49d795f95bbbb1ba9abab2aff83f67367c636
global.maplink	sdk-freight	1.4.17		81700cced22a053f771a4062a3acd1c63f1c0ac3
global.maplink	sdk-freight	1.4.18		8a1d758d99461e20ff5e6546db8a102c020f6d60
global.maplink	sdk-freight	1.4.19		b677a597da3f44c480ad447d8ca7a6e6d299faa9
global.maplink	sdk-freight	1.4.2		757e9eecf97ff5910ac3e5bcbc0269371af074dd
global.maplink	sdk-freight	1.4.20		5ae10fe40299cf2e12adaeb838446f2ca2684bb3
global.maplink	sdk-freight	1.4.21		f5e67f5b23038bfe55a2dfa4436abff1f10abdc4
global.maplink	sdk-freight	1.4.22		df2754998c808dbfd424f0f061a2241d1786dd83
global.maplink	sdk-freight	1.4.3		7fac955e7ac9083f6e38a3b5b3a72c8a82ff14b2
global.maplink	sdk-freight	1.4.4		3fe777d32f3cb8e8c2c12c9ce74afc13f9201285
global.maplink	sdk-freight	1.4.5		17ca558e89631c12b0ebd1965c2fc3915d4165ba
global.maplink	sdk-freight	1.4.6		47e8c0106a6c9dae2c3c9df1a95dc829f152229c
global.maplink	sdk-freight	1.4.7		4c8795fe1185f5b0030e1bbcd355bd1fe1af961f
global.maplink	sdk-freight	1.4.8		4e5183d9ef58f806e5c53ce26f84b5bd633d1be2
global.maplink	sdk-freight	1.4.9		1953c570bd4cfcd65010387a9938ef22216ea9a0
global.maplink	sdk-freight	1.5.1		5cf6068bb0dc861d0a30ac54f409977fe0c484f2
global.maplink	sdk-freight	1.5.10		186152b9ef561afdd25116c9f2c7638477e1bf44
global.maplink	sdk-freight	1.5.11		1fb3033e0fd430cbf101f50fe634f76296ee9069
global.maplink	sdk-freight	1.5.13		e693df54fd503050c3ff7a37b07dc3345fa66366
global.maplink	sdk-freight	1.5.14		3d8292c5e4f2a13706b51e04dc6dcdf04eaa831a
global.maplink	sdk-freight	1.5.15		3acaa190ad5ca8a59649a347e9b400ff5c70d5bb
global.maplink	sdk-freight	1.5.16		6cd8de2e0933116d22f0abeb89b7e90a8dd47dec
global.maplink	sdk-freight	1.5.17		3dbc15c3cc9a12fb56436573a8f576ce3b267741
global.maplink	sdk-freight	1.5.18		99dd60cf993e5ff7092866bcbf9c0135e6131510
global.maplink	sdk-freight	1.5.19		03efcdeed5b05b5184dee4b81488d5b4cfd34cf9
global.maplink	sdk-freight	1.5.2		f1abe02ab017f541e6db6970255fdd8e29435580
global.maplink	sdk-freight	1.5.20		a3115ceae2734a74965921a6310ff7f80c26ad62
global.maplink	sdk-freight	1.5.21		900a3d3d0c69153d21146d3aa3cac48d7f872b06
global.maplink	sdk-freight	1.5.22		75acb9532d80a557d61a04fcfe3ed0a5cf6a92b9
global.maplink	sdk-freight	1.5.3		cd063ecb21d4cc2e5ae506d8fc9d4cf12cc28302
global.maplink	sdk-freight	1.5.4		49fc89b8ef8300888449684911088daa29a42090
global.maplink	sdk-freight	1.5.5		27643ebf501b582fa0fbad046d82c74d8b972bac
io.burkard	aws-cdk-scala-acmpca_2.13	0.1.2		4006f148323af75c931b8764b3aa5b80c86ede91
io.burkard	aws-cdk-scala-acmpca_2.13	0.1.3		fec5c2d505881769fc196c5cb5db9f8347881a7c
io.burkard	aws-cdk-scala-acmpca_2.13	0.1.4		e3230f9dcdb62c8ebf3f1f8fa51468ca54dffcdd
io.burkard	aws-cdk-scala-acmpca_2.13	0.1.5		ff7fa5bcafc9ee97eeaebd8614f5c1e479d15e34
io.burkard	aws-cdk-scala-acmpca_2.13	0.1.6		7b70eb017a627dcfaa153793ae3bddeeb720cb78
io.burkard	aws-cdk-scala-acmpca_2.13	0.1.7		0d4a65f769efd403e7cb7e9b6a2192ac1d2e456d
io.burkard	aws-cdk-scala-acmpca_2.13	0.2.0		ce2c872605e40329ef9ca06be01ae9e435c1c3d3
io.burkard	aws-cdk-scala-acmpca_2.13	0.3.0		2c515031187ec00f3d988ffc7a540e0a5c5d3316
io.burkard	aws-cdk-scala-acmpca_2.13	0.4.0		5a0bd65fe3f63e4b9fb56dc801c1eafce690b872
io.burkard	aws-cdk-scala-acmpca_2.13	0.4.1		fe8c3dc1afcd597aa509662dd4702d9e7992f500
io.burkard	aws-cdk-scala-acmpca_2.13	0.5.0		8bcf9f7a398e5f30cb254b40700260e54c350d8c
io.chrisdavenport	cats-time-tests_sjs1_2.12	0.4.0		26a3101eca865ba5f8f44bed1ad187d96a3639d0
io.chrisdavenport	cats-time-tests_sjs1_2.12	0.4.0-RC1		48014cfc44c0837cf999d5582577b2e27c74f850
io.chrisdavenport	cats-time-tests_sjs1_2.12	0.4.0-RC2		e94e8ac0cab21a3bcabafdeeff998f99500b5562
io.gitee.yanbinchen	super-cache-core	1.0.0		c9850e659f219c8c5885c00a5049c016aff8fd25
io.gitee.yanbinchen	super-cache-core	1.0.1		b92b63a6049b4115c770e8b3a4b60df62b1b10cc
io.github.ParkSangGwon	tedonactivityresult-rx1	1.0.10		N/A
io.github.ParkSangGwon	tedonactivityresult-rx1	1.1.2		N/A
io.github.ParkSangGwon	tedonactivityresult-rx1	1.1.3		N/A
io.github.ParkSangGwon	tedonactivityresult-rx1	1.1.4		N/A
io.github.ardoco.core	tests	0.13.0		N/A
io.github.ardoco.core	tests	0.14.0		N/A
io.github.ardoco.core	tests	0.15.0		N/A
io.github.ardoco.core	tests	0.16.0		N/A
io.github.ardoco.core	tests	0.17.0		N/A
io.github.ardoco.core	tests	0.18.0		N/A
io.github.ardoco.core	tests	0.18.1		N/A
io.github.ardoco.core	tests	0.19.0		N/A
io.github.ardoco.core	tests	0.20.0		N/A
io.github.ardoco.core	tests	0.21.0		N/A
io.github.ardoco.core	tests	0.22.0		N/A
io.github.ardoco.core	tests	0.23.0		N/A
io.github.ardoco.core	tests	0.24.0		N/A
io.github.ardoco.core	tests	0.24.1		N/A
