cn.lovecyy	relaxed	1.6.0		N/A
org.wso2.carbon.business-process	attachment-mgt-feature	4.5.51		N/A
org.wso2.carbon.business-process	attachment-mgt-feature	4.5.60		N/A
org.wso2.carbon.business-process	attachment-mgt-feature	4.5.61		N/A
org.wso2.carbon.business-process	attachment-mgt-feature	4.5.69		N/A
org.wso2.carbon.identity.framework	authorization-framework-feature	7.8.100		N/A
org.wso2.carbon.identity.framework	authorization-framework-feature	7.8.101		N/A
org.wso2.carbon.identity.framework	authorization-framework-feature	7.8.102		N/A
org.wso2.carbon.identity.framework	authorization-framework-feature	7.8.103		N/A
org.wso2.carbon.identity.framework	authorization-framework-feature	7.8.92		N/A
org.wso2.carbon.identity.framework	authorization-framework-feature	7.8.93		N/A
org.wso2.carbon.identity.framework	authorization-framework-feature	7.8.94		N/A
org.wso2.carbon.identity.framework	authorization-framework-feature	7.8.95		N/A
org.wso2.carbon.identity.framework	authorization-framework-feature	7.8.96		N/A
org.wso2.carbon.identity.framework	authorization-framework-feature	7.8.97		N/A
org.wso2.carbon.identity.framework	authorization-framework-feature	7.8.98		N/A
org.wso2.carbon.identity.framework	authorization-framework-feature	7.8.99		N/A
ru.surfstudio.android	google-pay-button	0.5.0		N/A
run.mone	dubbo-monitor	2.7.12-mone-v8		N/A
software.amazon.awssdk	transcribestreaming	2.1.0		5035130dd0c8134c251c8fa23218519123ede9d9
software.amazon.awssdk	transcribestreaming	2.1.1		8ea53d9462b239a401de31a760fa666381689acc
software.amazon.awssdk	transcribestreaming	2.1.2		3dd27ff7fcd577479816da12f8bc356c596615e1
software.amazon.awssdk	transcribestreaming	2.1.3		5d7bac52ac00e274e6c318c11404392ef81e42b0
software.amazon.awssdk	transcribestreaming	2.1.4		0f8e29af8660d0f2b015fc453187f1c483fee8c1
software.amazon.awssdk	transcribestreaming	2.10.0		c0dd0894cb64758e3114e9d638ec920a37e051d3
software.amazon.awssdk	transcribestreaming	2.10.1		05580b79fd18db96b0268a4adc90db60493ea4dc
software.amazon.awssdk	transcribestreaming	2.10.10		7ee777b85db62f397750757bc6e5cd968466c799
software.amazon.awssdk	transcribestreaming	2.10.11		4c28fc56da96dbc6fcdda1a0a580121d666a60af
software.amazon.awssdk	transcribestreaming	2.10.12		a8aba9bd1c7ea6c6f021f08b61ead47989f99a05
software.amazon.awssdk	transcribestreaming	2.10.13		d5a1a1551402c95c783331e0666a47fc8f02d2e9
software.amazon.awssdk	transcribestreaming	2.10.14		a40aa0075dcae3ead63f17a533b47744b9f82a05
software.amazon.awssdk	transcribestreaming	2.10.15		586730762620e635eed6a1b839d0fe9e127fef60
software.amazon.awssdk	transcribestreaming	2.10.16		e0d6bca588d1f8ee51cfdd463e3930b87a88c68e
software.amazon.awssdk	transcribestreaming	2.10.17		a5f7b81ecff8c0889875d92f95135e1f61c84029
software.amazon.awssdk	transcribestreaming	2.10.18		ecb2ae54b4523c8adda9221de2897583c31e1d42
software.amazon.awssdk	transcribestreaming	2.10.19		1b03792fa51a13959071cc435b8f641fd1e04296
software.amazon.awssdk	transcribestreaming	2.10.2		6e6a152b87b85c9cae177145ca439a8882da3093
software.amazon.awssdk	transcribestreaming	2.10.20		b23612050e0066d2bdde69a6d9668b16a961dc71
software.amazon.awssdk	transcribestreaming	2.10.21		5f8dfc10cc12de58edf75c734a4c8f4e71b4a489
software.amazon.awssdk	transcribestreaming	2.10.22		449cfaf76ef93cb4c65bbcadd22523a21f159425
software.amazon.awssdk	transcribestreaming	2.10.23		3f5659ae2d4b8c460576c9ea6f05751230dc64e3
software.amazon.awssdk	transcribestreaming	2.10.24		10dc2de93fac0d643825a7b2fa0bb389b5807d8f
software.amazon.awssdk	transcribestreaming	2.10.25		a2ca9b881132be130534dd8cba9962484fbe2fcc
software.amazon.awssdk	transcribestreaming	2.10.26		570b7b224a42c8bd41781984713e26eb99fc0ce2
software.amazon.awssdk	transcribestreaming	2.10.27		6865735d91713a68723d009e306b914077987c6a
software.amazon.awssdk	transcribestreaming	2.10.28		942d160f8c8915aafdf805e2fbd631aa7cbb1be8
software.amazon.awssdk	transcribestreaming	2.10.29		ea2d7a50591a0e34882821d662d641a45f39a60b
software.amazon.awssdk	transcribestreaming	2.10.3		7bea83af18c7759d72480300a4ce02f7420dbab3
software.amazon.awssdk	transcribestreaming	2.10.30		b6908391e577886c7ebe44ad82765a5a53748223
software.amazon.awssdk	transcribestreaming	2.10.31		9a0aafeda146800582f91de684b5f69a61379bb0
software.amazon.awssdk	transcribestreaming	2.10.32		5bd0b35f850c96f6a6fc3ea58689bafe71033c27
software.amazon.awssdk	transcribestreaming	2.10.33		413774ca3d4ecf2727f2e83ca04f5a07f5b3650f
software.amazon.awssdk	transcribestreaming	2.10.34		af5fe832724e3e348f7387742cb840b349024265
software.amazon.awssdk	transcribestreaming	2.10.35		125202eba76fe637bee69494271ae30104181717
software.amazon.awssdk	transcribestreaming	2.10.36		08260fc6feff7d8418b0784e5f05172d971061ed
software.amazon.awssdk	transcribestreaming	2.10.37		b9bdfdf08eebbc28335ab3cc05b35607d10ac47f
software.amazon.awssdk	transcribestreaming	2.10.38		9984bbaeb78eb721d4e63eaa1be6147cf0f61970
software.amazon.awssdk	transcribestreaming	2.10.39		3cfa4799ad2d580fa941c277ac2c506d20a81398
software.amazon.awssdk	transcribestreaming	2.10.4		e1dcdc9ff68301a210356822671513275c664b56
software.amazon.awssdk	transcribestreaming	2.10.40		a06d07a1099f9b64ace080679b1b021d9a3d2ba9
software.amazon.awssdk	transcribestreaming	2.10.41		000958f7efc096cfa1ec60fa8e58d1f143be3670
software.amazon.awssdk	transcribestreaming	2.10.42		9c4ac7114133ffe8ca451cb2ed7b026071e34fdb
software.amazon.awssdk	transcribestreaming	2.10.43		972f5e7cc3dd401815af369ff4a36f45d50d8f29
software.amazon.awssdk	transcribestreaming	2.10.44		ea92acc8eea95bd2a7616ccf8fc035b3f987bc89
software.amazon.awssdk	transcribestreaming	2.10.45		1afbc2cab65fadbe3a6e7966e473f2260c74740b
software.amazon.awssdk	transcribestreaming	2.10.46		57973f64c4b465c82067426acd35aaf244fa8955
software.amazon.awssdk	transcribestreaming	2.10.47		ff5cf2b4d30d9193670ac0161249b605aa5a3c63
software.amazon.awssdk	transcribestreaming	2.10.48		c07b13b82d876b251daeff82238445f01666cf60
software.amazon.awssdk	transcribestreaming	2.10.49		58246fdeaff6eccf7ae17686bdccf765e757bd71
software.amazon.awssdk	transcribestreaming	2.10.5		4b39c288447459d19ad9ee3c97e355ba4bc72553
software.amazon.awssdk	transcribestreaming	2.10.50		113ec0282479c60cfae0486e98c900469b977e01
software.amazon.awssdk	transcribestreaming	2.10.51		ad7c1309261cfe7ec43f00563750d3e798822673
software.amazon.awssdk	transcribestreaming	2.10.52		765376259b3b0e8e736fc2c88d84fa17d9bce741
software.amazon.awssdk	transcribestreaming	2.10.53		c6f84b4b8e551320168427b491d2d9ac69b0271d
software.amazon.awssdk	transcribestreaming	2.10.54		2d22d4a6ec26e82ff8523a45c3df4bd405fd2ae9
software.amazon.awssdk	transcribestreaming	2.10.55		5d6fca470ebf5bf4eaf1e2042ab3c5c2a8828219
software.amazon.awssdk	transcribestreaming	2.10.56		98f2de88ac26d8f301cb35e8a6990d3428945aae
software.amazon.awssdk	transcribestreaming	2.10.57		cc330a8ecd8c98cc2b901b5abf8ce4cbaf7fbfc3
software.amazon.awssdk	transcribestreaming	2.10.58		1dc5d80c437fde9aad524f9626e8614bf6b8d690
software.amazon.awssdk	transcribestreaming	2.10.59		94f4bbb3fad9f3e66cb3043b32fbc624cc2f89fe
software.amazon.awssdk	transcribestreaming	2.10.6		6c70ea7548fd4c12ae1390ef048ad0bced9c3cc5
software.amazon.awssdk	transcribestreaming	2.10.60		4be6443214f95b9866125d8e220ed9b2ef5c1fc2
software.amazon.awssdk	transcribestreaming	2.10.61		ab755eb4b80bd4f4e912c9cca488fbf38a8b4bcd
software.amazon.awssdk	transcribestreaming	2.10.62		f329739c5bbd80139521cec34717ee4512ce52f1
software.amazon.awssdk	transcribestreaming	2.10.63		7d675d9d9511c92177f42fd2bccda3a415698d9f
software.amazon.awssdk	transcribestreaming	2.10.64		1b9570bff4438956062b1edd7be6038b988eebbb
software.amazon.awssdk	transcribestreaming	2.10.65		f3a53a1e33e041acf6e33c371fe7bf910f8e9363
software.amazon.awssdk	transcribestreaming	2.10.66		cee2ff3760be5bc9d9eadb5defe0c32e5f5f0c5d
software.amazon.awssdk	transcribestreaming	2.10.67		b453b6b4ad552f166be6b7a28f82af116744cb4d
software.amazon.awssdk	transcribestreaming	2.10.68		78bc4e3a5beeead9d7c618171a08b71b171642f8
software.amazon.awssdk	transcribestreaming	2.10.69		2e010e10139e6e0cf1a218c5c6f43ebdfb429bc9
software.amazon.awssdk	transcribestreaming	2.10.7		2b8c79459aadd6d13357235f8366192335e8efac
software.amazon.awssdk	transcribestreaming	2.10.70		456e6c77f9880f1df3bc9fa8ca316cbe592de67c
software.amazon.awssdk	transcribestreaming	2.10.71		b9ec31b0341cdb56ee81969da915c1d08a510be4
software.amazon.awssdk	transcribestreaming	2.10.72		806d98fe0d441b70d8ac78af7d84385adf4dd9b6
software.amazon.awssdk	transcribestreaming	2.10.73		b40fac738110e48c61361b89278aa75820de47f7
software.amazon.awssdk	transcribestreaming	2.10.74		c9b9a4e7e053bd8d4ceab8b34d9e32153af41947
software.amazon.awssdk	transcribestreaming	2.10.75		96859adfe30770f07d1f317ddc911c828a441843
software.amazon.awssdk	transcribestreaming	2.10.76		9b19bae7b211a4e64ae84c4b61c9168f40bf400e
software.amazon.awssdk	transcribestreaming	2.10.77		b626076523dd6d89ed732d0598b00aaf9315fb85
software.amazon.awssdk	transcribestreaming	2.10.78		5d369774712c70cf99aed87b95be165cd050ec25
software.amazon.awssdk	transcribestreaming	2.10.79		7e3c062fde49e8618a01ba383a5c29d07e9aaa6a
software.amazon.awssdk	transcribestreaming	2.10.8		76c8f5d834080087adf147dbe05f7e84c813782a
software.amazon.awssdk	transcribestreaming	2.10.80		0547b0692a9daeb0225cb6e41e12ba30d153b11d
software.amazon.awssdk	transcribestreaming	2.10.81		fa43408258d4984958a7d17338d87962e99b252a
software.amazon.awssdk	transcribestreaming	2.10.82		15d8dfed51be275c9ae2f3f6654b7371beb7c6fd
software.amazon.awssdk	transcribestreaming	2.10.83		85773adc374928dbea218f7a69b8745fb277be29
software.amazon.awssdk	transcribestreaming	2.10.84		35039532a9eba3d758572384e1682743cff173fe
software.amazon.awssdk	transcribestreaming	2.10.85		9c618b6b4953a573db00944c94a38c3be64d7735
software.amazon.awssdk	transcribestreaming	2.10.86		754c63806380c77e6d0a93a660b846320e1c67d5
software.amazon.awssdk	transcribestreaming	2.10.87		0473fd14dd3aedb8fcc0c908387813c5649ba5e4
software.amazon.awssdk	transcribestreaming	2.10.88		0f4762daef5e308d7dfb1ba5011abb26d1f8bcf9
software.amazon.awssdk	transcribestreaming	2.10.89		71cdd67712b137a4fad5c77f4169d0d82e6dbd6b
software.amazon.awssdk	transcribestreaming	2.10.9		b391e85024d35af2a96eaa2f6813e64595a3e103
software.amazon.awssdk	transcribestreaming	2.10.90		345c980bbc63310da3ed688c8c5a95ee4eadb5b6
software.amazon.awssdk	transcribestreaming	2.10.91		c8bfb608ff6f0476a909ecb5813146fa5e429c7a
software.amazon.awssdk	transcribestreaming	2.11.0		d6c8074b74e6ae298f36009a5fba2b07a60decf4
software.amazon.awssdk	transcribestreaming	2.11.1		0d36911eff533c5ee04aa69f005f6dacc692dc47
software.amazon.awssdk	transcribestreaming	2.11.10		ade0a8a34b9ec3e7a6579db68514ae81d9821e5c
software.amazon.awssdk	transcribestreaming	2.11.11		7e972e1877fb8185b8b0b1ab0d8e32f9a5c63004
software.amazon.awssdk	transcribestreaming	2.11.12		6612ea843c52768715a8d859cb1b4398a7294130
software.amazon.awssdk	transcribestreaming	2.11.13		fd157b64a2184d672ace60cbbf0fccde767d896b
software.amazon.awssdk	transcribestreaming	2.11.14		a41741855da5293db4ec12e5b57ca4166b68330e
software.amazon.awssdk	transcribestreaming	2.11.2		e587fb40ff4348044f5afe4207146aeeb5ee5950
software.amazon.awssdk	transcribestreaming	2.11.3		36a6e34290b3b0f51cf58d8ea10443b35e21cf6d
software.amazon.awssdk	transcribestreaming	2.11.4		c0a7b41098de1a34a89d00825b6122fafc66bc1f
software.amazon.awssdk	transcribestreaming	2.11.5		2c05e2d2321d15f6f916352bc4f265c69213163f
software.amazon.awssdk	transcribestreaming	2.11.6		393f9eeee2951d385c265ffa7edfc9f3eb966e80
software.amazon.awssdk	transcribestreaming	2.11.7		20879401179d2109a3c288673d92e8351abb32f6
software.amazon.awssdk	transcribestreaming	2.11.8		9f893671320b3824720a369822db5d71f1d49723
software.amazon.awssdk	transcribestreaming	2.11.9		bcbf71c9acb4ebd539c5dd4b6163db83fc3a11b9
software.amazon.awssdk	transcribestreaming	2.12.0		266a3017e35d06497a77b66820f498d96c9d8bfe
software.amazon.awssdk	transcribestreaming	2.13.0		fec36a0ab7cda502a6958afa7a134efb3c3c0531
software.amazon.awssdk	transcribestreaming	2.13.1		ac22f10a1077c3d25a239b8d086b05c04c57c8d9
software.amazon.awssdk	transcribestreaming	2.13.10		94e8e43a0ea2a44f317dda00d56eccc5e00cd720
software.amazon.awssdk	transcribestreaming	2.13.11		6f698922973f1f0b50b2820a84532a16cea6e7b3
software.amazon.awssdk	transcribestreaming	2.13.12		3b2bdc6faf73ea5fa3a0d86989bc73468ae1a205
software.amazon.awssdk	transcribestreaming	2.13.13		50f2ee9d5f3ab6affda88d1a43fd39cf4d9d87ca
software.amazon.awssdk	transcribestreaming	2.13.14		aeeccc4963066ee25c00e258c891d30f17613047
software.amazon.awssdk	transcribestreaming	2.13.15		69dd1aded4512bb531ef03569ee11057a3a45592
software.amazon.awssdk	transcribestreaming	2.13.16		761fe2c95e4824f7fe2850245ccd3f241b389bb3
software.amazon.awssdk	transcribestreaming	2.13.17		b5981fb62c874ab471e479e8bcbd125479b7c60f
software.amazon.awssdk	transcribestreaming	2.13.18		6b8facc1290df57d7b337c42412dc514ac54703a
software.amazon.awssdk	transcribestreaming	2.13.19		40744ce54f1abc60736ed5ccadbf9a84c1d367f3
software.amazon.awssdk	transcribestreaming	2.13.2		caaff5471a83c94d8fa1450ad995a13369c6355b
software.amazon.awssdk	transcribestreaming	2.13.20		d87a4687b229071dfa49db1a2340e7c187399b6d
software.amazon.awssdk	transcribestreaming	2.13.21		337872a9b7b4f5f8247e23b950d6349dbc22777d
software.amazon.awssdk	transcribestreaming	2.13.22		59b3ea6644fdefeb16fefbd5cca24623e230a5bc
software.amazon.awssdk	transcribestreaming	2.13.23		40198cd1b6fd068d0189fc5f5c83a2a12bedb686
software.amazon.awssdk	transcribestreaming	2.13.24		a52fdebfabac7fa29e53ced30f0c6dc79fc87b57
software.amazon.awssdk	transcribestreaming	2.13.25		2c11305b360a07ced0cd8091d88b6ab92e11bc14
software.amazon.awssdk	transcribestreaming	2.13.26		d6dadb2cd167eebaf7b51903b98d2a5d307b31fe
software.amazon.awssdk	transcribestreaming	2.13.27		8e31dfc5a42e25521afe4ab7dea9538762f58e9e
software.amazon.awssdk	transcribestreaming	2.13.28		9a3ea0005e6fed4fc2ffba55b4e7f57149986c0b
software.amazon.awssdk	transcribestreaming	2.13.29		f1923fa457680ec0df117824f7421b09de373d16
software.amazon.awssdk	transcribestreaming	2.13.3		e3f6d0987bbe4b960968950370d2dedadb707ee1
software.amazon.awssdk	transcribestreaming	2.13.30		aeeffc5a86868ca4974010ed5608ecaf67cb7baf
software.amazon.awssdk	transcribestreaming	2.13.31		55a68ea42f9ef330c49f4082ac0622a8937fd98a
software.amazon.awssdk	transcribestreaming	2.13.32		7407f69deb0dc4932b46dcaa5867b409b8e9f51c
software.amazon.awssdk	transcribestreaming	2.13.33		a9acca05e0a425d0bae44c93e47c9c44c0ead4be
software.amazon.awssdk	transcribestreaming	2.13.34		6d6241c8f02fb72886fbeb3416aa2979795b33ec
software.amazon.awssdk	transcribestreaming	2.13.35		13a40e898616477c2fe86dd103dbe90e3603b17a
software.amazon.awssdk	transcribestreaming	2.13.36		b3d6657ce4e8f1521d00d23fd2c6eb07be9b271a
software.amazon.awssdk	transcribestreaming	2.13.37		fe0297c9652a5fdbe02a3ed75dc9904fa0528c62
software.amazon.awssdk	transcribestreaming	2.13.38		59b6a00cb4a92a95abdfde3720b2915839e4b741
software.amazon.awssdk	transcribestreaming	2.13.39		0bd0043f74a3e495aba6e50cbc7b99fce347b1f3
software.amazon.awssdk	transcribestreaming	2.13.4		e79fca3790a289a4179a6ab09ee84751dc0b4293
software.amazon.awssdk	transcribestreaming	2.13.40		36fcb60268d7a7d9dcdba9d03504578aa1cdbab3
software.amazon.awssdk	transcribestreaming	2.13.41		414a8de099fbaf955182d8551dda15b486cf05c8
software.amazon.awssdk	transcribestreaming	2.13.42		fa75fa904d3db8e287528cd9085ac6909aaad474
software.amazon.awssdk	transcribestreaming	2.13.43		dcf248029ae6627b9905717bb268f7a3cfd09f5f
software.amazon.awssdk	transcribestreaming	2.13.44		13a2192da1aef556fc953246209d8e72ccca2bf3
software.amazon.awssdk	transcribestreaming	2.13.45		09e0f90bcab4fe90055c18ddd5bb29a678644751
software.amazon.awssdk	transcribestreaming	2.13.46		9a8303467d4a1d4a7593d4b0137e1b1293c3eef5
software.amazon.awssdk	transcribestreaming	2.13.47		c248929bc019228f1c72f89ef88ccebfa1cb4865
software.amazon.awssdk	transcribestreaming	2.13.48		bc3b17c3874a4e4faf8456516f088b431f6cfffd
software.amazon.awssdk	transcribestreaming	2.13.49		324c182fafaf2c639d009b99cdbfddf437cc7c68
software.amazon.awssdk	transcribestreaming	2.13.5		9f1329ee19689801c6da670bdb8aeca077c37da8
software.amazon.awssdk	transcribestreaming	2.13.50		4294407126f64d9c8aa8c0793b07a38db4673ebf
software.amazon.awssdk	transcribestreaming	2.13.51		d061a3b7fbc354a0321913acefecc6b2c53248fc
software.amazon.awssdk	transcribestreaming	2.13.52		cc811dc154ff6594a8c71881b833468c75d45b79
software.amazon.awssdk	transcribestreaming	2.13.53		7251935a24857c1be1173c19849a8b0a466fd80a
software.amazon.awssdk	transcribestreaming	2.13.54		5cbd5fde4b947e9fb4bb11445f9b2bd6498f6c65
software.amazon.awssdk	transcribestreaming	2.13.55		68cb64e24dfe9e2a23d56700ee764825647f1d4a
software.amazon.awssdk	transcribestreaming	2.13.56		1d604731cc8920bc27482219eac3312c541d4818
software.amazon.awssdk	transcribestreaming	2.13.57		0578232d08bc736cb95a10f8198babb1addd9091
software.amazon.awssdk	transcribestreaming	2.13.58		02d0dbba8c2a0d1d72e6b3694e48a098db4d051e
software.amazon.awssdk	transcribestreaming	2.13.59		a9ef9c576498c5f8dd332bea6c395b57649e9395
software.amazon.awssdk	transcribestreaming	2.13.6		c2d2f29772752a79ae50b76e43a91e1681e81a6d
software.amazon.awssdk	transcribestreaming	2.13.60		09f054d8f88c41c497229a9a34aba119bd285285
software.amazon.awssdk	transcribestreaming	2.13.61		6669f2ae1c41e7d0ce4e0e698fbd197514880a6e
software.amazon.awssdk	transcribestreaming	2.13.62		10027e464411341a131666c2a86600bd877346bb
software.amazon.awssdk	transcribestreaming	2.13.63		f707e7e03fbef1df41806b6ab22d5b43d4d7ed92
software.amazon.awssdk	transcribestreaming	2.13.64		715c486f7fb55f1645c8b18dc032f220999296af
software.amazon.awssdk	transcribestreaming	2.13.65		83f6c483bea600673f49bb81875c645aa3b33ac7
software.amazon.awssdk	transcribestreaming	2.13.66		3527ae3e7fa6614d1c3a362bd71cd1cd30246900
software.amazon.awssdk	transcribestreaming	2.13.67		560523cb42f484b183910831ebe17e3a0eeeb4c7
software.amazon.awssdk	transcribestreaming	2.13.68		1692ac3296c580feed640d788b515b07f707baf3
software.amazon.awssdk	transcribestreaming	2.13.69		7dde5a5d917d97e08281cc7de5cec3ad155f1ff6
software.amazon.awssdk	transcribestreaming	2.13.7		a86a8fa870dc0cd935484f423413e9531ab6f6b9
software.amazon.awssdk	transcribestreaming	2.13.70		361a37433f330bcd8febb7b34464c6adb50b5649
software.amazon.awssdk	transcribestreaming	2.13.71		e685f5d6d5a36bd3c17fe6eac00afcb1d828ae14
software.amazon.awssdk	transcribestreaming	2.13.72		0ae6834a083289efd2592b9770ce2e9520b9cc2b
software.amazon.awssdk	transcribestreaming	2.13.73		7485472e2ea246937ff4fd5519d1b633c20072ad
software.amazon.awssdk	transcribestreaming	2.13.74		8f36114a7ba00dd463b611e7222f27d7c7d70da2
software.amazon.awssdk	transcribestreaming	2.13.75		7c58caa5a1f785566dbcc5495d635526fa87d632
software.amazon.awssdk	transcribestreaming	2.13.76		d6a56ad852437d5b1b6d44afcc4f6c77f85074e3
software.amazon.awssdk	transcribestreaming	2.13.8		952cf3bf38949a067e16f761a81e4a7f5e0e457b
software.amazon.awssdk	transcribestreaming	2.13.9		4900599c568fb581c37eacbc9c92e1eee7839cd0
software.amazon.awssdk	transcribestreaming	2.14.0		2b32071357e04e01adb5b2e4af2c4712dbcbc16b
software.amazon.awssdk	transcribestreaming	2.14.1		73b550ac99c9e54fae34675ec8708ca5044ab3db
software.amazon.awssdk	transcribestreaming	2.14.10		56b058a66b963d8cbf7bea089edea87919f9bde8
software.amazon.awssdk	transcribestreaming	2.14.11		fc29d2547c9daa968bca6413bd1ddc78690acef6
software.amazon.awssdk	transcribestreaming	2.14.12		7034cd4415668be25713efd6dba3155d6069addd
software.amazon.awssdk	transcribestreaming	2.14.13		6e42e61a93de8674c44df1cf4f9ad3e449ec4587
software.amazon.awssdk	transcribestreaming	2.14.14		083cfd5b56842a95bef604dbc03062a1c6ea6c0f
software.amazon.awssdk	transcribestreaming	2.14.15		4ab4b4002430e3e991190920db96bb6eed13360f
software.amazon.awssdk	transcribestreaming	2.14.16		888e9d8951777d096238d6b78ab372dddf48111e
software.amazon.awssdk	transcribestreaming	2.14.17		bcbf4b47fa9488b5ffd5a6cf0f37f8eda0abb0d4
software.amazon.awssdk	transcribestreaming	2.14.18		e480c93cbc4623bfbb222416a7ffbb57cb9d4807
software.amazon.awssdk	transcribestreaming	2.14.19		8bcebe1abfdbd3d573ec51bfa79d2059a8ebcef9
software.amazon.awssdk	transcribestreaming	2.14.2		6140488e1f9419d925f0df61ff17add78d6898f4
software.amazon.awssdk	transcribestreaming	2.14.20		2565b2ee7747c73bf39c09cef9ac16cfa8f94ee8
software.amazon.awssdk	transcribestreaming	2.14.21		e172a68449e4fce08873545ca001cdad94964a84
software.amazon.awssdk	transcribestreaming	2.14.22		11cf93fe0da829d6a2e429ee29e53388c5ba6646
software.amazon.awssdk	transcribestreaming	2.14.23		5575efa349c031d6971af5452df78f373baf347a
software.amazon.awssdk	transcribestreaming	2.14.24		4b1c2df48500bab80ea519c8ca10e8dfa9e49ea4
software.amazon.awssdk	transcribestreaming	2.14.25		c182e56c4baec20ddf3281633bf380bff8c036f0
software.amazon.awssdk	transcribestreaming	2.14.26		7954db9bde884e7844253c6a4d35eb720d954f73
software.amazon.awssdk	transcribestreaming	2.14.27		f71b85dcb490ce4f3c16f3a790df8594268128f6
software.amazon.awssdk	transcribestreaming	2.14.28		389d05a7296db7c6c959e0be9cc55e899379efc5
software.amazon.awssdk	transcribestreaming	2.14.3		b3eb9437378785cca77c5757c2f3f1ffe38ad398
software.amazon.awssdk	transcribestreaming	2.14.4		83ff73fc8e118b314d132c98c48a7c7dea7663a0
software.amazon.awssdk	transcribestreaming	2.14.5		9d9aa8628050dffea383eea28b63d7055cfbcf2e
software.amazon.awssdk	transcribestreaming	2.14.6		ff65dfca79de48f7c3b7c2caa1599da360148542
software.amazon.awssdk	transcribestreaming	2.14.7		bab8869969534c2b3580ac248c53c5f11c265f96
software.amazon.awssdk	transcribestreaming	2.14.8		6ddc90bd314d78dfa755f9eec04265a1e4b41b70
software.amazon.awssdk	transcribestreaming	2.14.9		764abed866eaf4f79ea74b431faac4ac73a95d36
software.amazon.awssdk	transcribestreaming	2.15.0		78947ac088b847e63108a356ddf659adb526fe04
software.amazon.awssdk	transcribestreaming	2.15.1		63aa8b703248c92085ae418668fb1447b5061ddc
software.amazon.awssdk	transcribestreaming	2.15.10		7ad65b14be102b825e1cc51247c135580e0cb929
software.amazon.awssdk	transcribestreaming	2.15.11		55f7d827a90a905b34ef63255e7f8a149b782478
software.amazon.awssdk	transcribestreaming	2.15.12		55e8e776f61fea533ef18a31e299ded34c0f9ad8
software.amazon.awssdk	transcribestreaming	2.15.13		92e157a22cba977bfca7171cc4a359fdc11e1340
software.amazon.awssdk	transcribestreaming	2.15.14		2a950590651f28abf1bfd5935756ce2877b0cf11
software.amazon.awssdk	transcribestreaming	2.15.15		e22b9a8641eff70d8dcbfdeeb33a77692204cecb
software.amazon.awssdk	transcribestreaming	2.15.16		d7d7a8effdcec989b4be9f8d65e77b9f8ee6842f
software.amazon.awssdk	transcribestreaming	2.15.17		7960157f740ab7e25ab44e8deffdd1c22acf59e3
software.amazon.awssdk	transcribestreaming	2.15.18		91e84bc90b054fdc113fe4314b7f4576ed3c2701
software.amazon.awssdk	transcribestreaming	2.15.19		ee630de09106f64c9264473082df0f67b72dc796
software.amazon.awssdk	transcribestreaming	2.15.2		10a00adf9afe7385be059b7a1e188dc081942320
software.amazon.awssdk	transcribestreaming	2.15.20		b7c5967fcaedb296ca728aa5051adeb20ec96dae
software.amazon.awssdk	transcribestreaming	2.15.21		700cceaf17cc079850935220d78156c508f05118
software.amazon.awssdk	transcribestreaming	2.15.22		671c23109e27b72a9b81f0c826d878c318153e1e
software.amazon.awssdk	transcribestreaming	2.15.23		41c135b7dfbf7340ad5ac3071dd15a5851d5da3a
software.amazon.awssdk	transcribestreaming	2.15.24		ad243774c687e4d5a57e9b52960d2090591375b9
software.amazon.awssdk	transcribestreaming	2.15.25		d83f798d7f9ce7f294a5986325001d6ee65915d3
software.amazon.awssdk	transcribestreaming	2.15.26		0cd1aef147bb2e5508f64e7ba914556e2296e16f
software.amazon.awssdk	transcribestreaming	2.15.27		959fa232c48a3aadb7b894d9d103b6cd38c85e4d
software.amazon.awssdk	transcribestreaming	2.15.28		b0c75aadd4744485c4733652d41c56dabda6b853
software.amazon.awssdk	transcribestreaming	2.15.29		89388e9025ae2b54cafb2bb8317bca91a4f9ff4f
software.amazon.awssdk	transcribestreaming	2.15.3		f3122f24490d6c65924144ddeee490811bec6dec
software.amazon.awssdk	transcribestreaming	2.15.30		5ac6a7e65fd46dc8c4e818e660ca94ffdf6ae397
software.amazon.awssdk	transcribestreaming	2.15.31		55aa43886e075dedfb140ee37ecd1ffcad06fa52
software.amazon.awssdk	transcribestreaming	2.15.32		ab5339c2e33178c34718ff13c817deb6e5b60425
software.amazon.awssdk	transcribestreaming	2.15.33		fc3cf77f83adf05ef7998611c50954a8726ec613
software.amazon.awssdk	transcribestreaming	2.15.34		369b91741ab704731b297fafd21e5663c8cfc531
software.amazon.awssdk	transcribestreaming	2.15.35		1b6cb104b933b7d5164c42d1e9d81f1ca5c97425
software.amazon.awssdk	transcribestreaming	2.15.36		4615532a1acbe7c8400db64e8f3832ea257674dc
software.amazon.awssdk	transcribestreaming	2.15.37		f659c41633057779c328edde80b47e446058fddd
software.amazon.awssdk	transcribestreaming	2.15.38		c935baf8815ebc6fd4c07b39167e7be2bce727d2
software.amazon.awssdk	transcribestreaming	2.15.39		fe4e3cb5e4318fff5016a765db15ee1569f14708
software.amazon.awssdk	transcribestreaming	2.15.4		8b334cb8b3221b948eab0ae2167344affe84d6d0
software.amazon.awssdk	transcribestreaming	2.15.40		b2acb2b76f29afc77f250a8d8a3344d472d1b1df
