ch.poole.android	numberpicker	1.0.10		N/A
io.projectreactor.addons	reactor-logback	3.1.2.RELEASE		dc74ba92af9567682c938c54ca6095268a8de50d
io.projectreactor.addons	reactor-logback	3.1.3.RELEASE		f6bc39dffc7ce856768336520def6aaa2979e81c
io.projectreactor.addons	reactor-logback	3.1.4.RELEASE		ea80c73fd038b3f48f55e37d0ee9d029a5c4ccdb
io.projectreactor.addons	reactor-logback	3.1.5.RELEASE		a7cfff2500cfe0e874d49c4ddc9fcca09aa04935
io.projectreactor.addons	reactor-logback	3.1.6.RELEASE		8ad175678a40845d818fdd51f1f2499123178100
io.projectreactor.addons	reactor-logback	3.1.7.RELEASE		006c107b3d23968bf5fdc2d06a820d1dd4557c1a
io.projectreactor.addons	reactor-logback	3.1.8.RELEASE		c1d624ce24ecc1f890db278ed9eea30082bc7565
io.projectreactor.addons	reactor-logback	3.1.9.RELEASE		9973d472b6978a74aaa05156510f9832e0713972
io.projectreactor.addons	reactor-logback	3.2.0.RELEASE		ff1fd73c4bc1c49aef68acdde0814707be7dd684
io.projectreactor.addons	reactor-logback	3.2.1.RELEASE		347d412fba767fa6213c0c6eb66e731c2cebb10a
io.projectreactor.addons	reactor-logback	3.2.2.RELEASE		da95c5ee40cfdb856f80fd0d1adc766ee359a709
io.projectreactor.addons	reactor-logback	3.2.3.RELEASE		387a3cbd785b25d9b7d07d1f0b9ca4320e934b0a
io.projectreactor.addons	reactor-logback	3.2.4.RELEASE		710e74fda57381a79ad68f46b3e33aeae059f1fe
io.projectreactor.addons	reactor-logback	3.2.5.RELEASE		6de0380bcf754b8e4664b88d545edc6b13181bd4
io.projectreactor.addons	reactor-logback	3.2.6.RELEASE		8ca7a95552f823c7485895b5387725e704b2b055
io.redlink.ext.logback	logback-ext-aws-core	1.0.0		ddec5f7ff88d24817120a62c96812f32591600fc
io.vertx	vertx-maven-plugin	1.0.0-CR1		37d5ef292ba9c5a8abe41819cfb59942932bd5bd
io.vertx	vertx-maven-plugin	1.0.0-CR2		43a257d69257a67d115dd63806ed4d7adc656506
io.vertx	vertx-maven-plugin	1.0.0-beta1		f126909e541b595bff1121cca171512e1ded8b49
io.vertx	vertx-maven-plugin	2.0.0-final		fd1a0a07a0212cbb61616a2629b1eecebf87e96b
io.vertx	vertx-maven-plugin	2.0.1-final		88774e855c0a56e7bd3e5668b4ddd50b44a4e862
io.vertx	vertx-maven-plugin	2.0.10-final		73f2eb9bf59d5c1cf0264705c2bdafac80bc58fa
io.vertx	vertx-maven-plugin	2.0.11-final		d15ee1220b1e71d3b3607276f9c29bbc753f5f2c
io.vertx	vertx-maven-plugin	2.0.12-final		af237b8133ee6dbdb89810494cb9d1890bc00291
io.vertx	vertx-maven-plugin	2.0.2-final		500113cc8fbde43e316abcef5ac59f327bb01a75
io.vertx	vertx-maven-plugin	2.0.3-final		002828a21c436ba2837030468e931844a132a60e
io.vertx	vertx-maven-plugin	2.0.4-final		877c6b7917486f2e3db5000696481fdf74a4bf8f
io.vertx	vertx-maven-plugin	2.0.5-final		cb89444b769c41fe2c9505500699e0e429eb38ca
io.vertx	vertx-maven-plugin	2.0.6-final		6ddfccddacc64c3ff5b9a3036b9220c5dcaebf67
io.vertx	vertx-maven-plugin	2.0.7-final		505ef232442403320cbe6007ab80fdb9d4130740
io.vertx	vertx-maven-plugin	2.0.8-final		80394bf613d074cf3f8d7a04fd70b79441b510b5
io.vertx	vertx-maven-plugin	2.0.9-final		008a204aed3336d9c3364dfbb8d8aff8c1da3379
kr.jadekim	chameleon-jvm	0.1.0		5b8f86fea035328fc9e8c660773037a3401ce25f
kr.jadekim	chameleon-jvm	0.1.1		5b8f86fea035328fc9e8c660773037a3401ce25f
me.bouzo	poke-kapi	0.1.0		8d7339cff132ac6241fccd52f7ed09cab7b80fdb
me.bouzo	poke-kapi	0.1.1		8d7339cff132ac6241fccd52f7ed09cab7b80fdb
me.bouzo	poke-kapi	0.1.2		db24b4667c520f8ce3929cf862ea9997cc55ac2e
me.bouzo	poke-kapi	0.1.3		c749c3c898f6e699e760c8cf4305aa90f736174b
me.bouzo	poke-kapi	0.1.4		c05d88784010f5e8c5c829249f4cddc9ce109a6b
me.bouzo	poke-kapi	0.1.5		d80ca0547169311ba64ec6e063914b18d56b4377
net.liftmodules	lift-couchdb_2.6_2.10	1.2		55d3366cab9800a9c2927b369c199d7345ee60ee
net.sansa-stack.thirdparty.it.unibz.inf.ontop	ontop-distribution	4.3.0-1		3240f6824b747f55d00fd4bc79984e802a1301cf
net.sansa-stack.thirdparty.it.unibz.inf.ontop	ontop-distribution	4.3.0-2		c83579a6b467b72f919472d05d03a57401890197
net.serenity-bdd	serenity-lambdatest	2.6.0		c21855d3f3517ee6a2cbe449adf7e704991816d2
net.serenity-bdd	serenity-lambdatest	3.0.0		2bf1af75843a52295e8c2f69e5827f6f2fda16a7
net.serenity-bdd	serenity-lambdatest	3.0.1		908ece103a808d39db0b2392c448ae00cb0bc76e
net.serenity-bdd	serenity-lambdatest	3.0.2		0d46165958ddafa755b33295b846513d9c96e7f2
net.serenity-bdd	serenity-lambdatest	3.0.3		557bb27a3995e99b9a4ff7cd574cf62d2ff093b7
net.serenity-bdd	serenity-lambdatest	3.0.4		f631c86694f93f8c278760f8240443421434885d
net.serenity-bdd	serenity-lambdatest	3.0.5		e5d9696ed732acdfb405652fdaffef0da1ce6c26
net.serenity-bdd	serenity-lambdatest	3.1.0		ff31b7a343cf4a46962311e29a473d2ec80f6ec4
net.serenity-bdd	serenity-lambdatest	3.1.1		460de9f608c644a2cba5b5639f6127565ae36681
net.serenity-bdd	serenity-lambdatest	3.1.10		c96e6e73fb1828e925460ac8f34d3920bfce2103
net.serenity-bdd	serenity-lambdatest	3.1.11		9d6f626762a85d1c039ad2b4439e8c5987699677
net.serenity-bdd	serenity-lambdatest	3.1.13		c2f79c2455d85e8967dd95d7c4196cadaaaa05db
net.serenity-bdd	serenity-lambdatest	3.1.15		4faa6beeba30e0bba1a282ce3198d4ee33f6aeff
net.serenity-bdd	serenity-lambdatest	3.1.16		f13dfc63882a56fcc321e86b9a81ef81e7a5ee1d
net.serenity-bdd	serenity-lambdatest	3.1.17		741a47f92ca75b991aa5bdc2562bcde91af3e78b
net.serenity-bdd	serenity-lambdatest	3.1.18		0014045fa20a8632ca8caa8da77c48d486bdbaed
net.serenity-bdd	serenity-lambdatest	3.1.2		dbeae31d234e237735c5ba8400ba3a39a532d73b
net.serenity-bdd	serenity-lambdatest	3.1.20		c5275648e63e9161b05de06abdef5d45b3932576
net.serenity-bdd	serenity-lambdatest	3.1.3		d9a32948abf83b4fb4836a86c813b92b2485bbd6
net.serenity-bdd	serenity-lambdatest	3.1.4		f6b19dfbff6eef06701202e38a769c1f7f65e596
net.serenity-bdd	serenity-lambdatest	3.1.5		182cdf4bceb793145351317b2f99d40f00785368
net.serenity-bdd	serenity-lambdatest	3.2.0		34636e61a8be1da36f15a2eee27f48c14131bf00
net.serenity-bdd	serenity-lambdatest	3.2.1		36fda5df9be846271d3bce7e8d32e8340b0d8ed2
net.serenity-bdd	serenity-lambdatest	3.2.1-RC1		a9e3f990e3e9ea4848f0a7e007168d9aab42ca39
net.serenity-bdd	serenity-lambdatest	3.2.2		ce82eb8760cc6439f6009cbf0aadc43f79bcb46f
net.serenity-bdd	serenity-lambdatest	3.2.3		c95ba25ba064f59d993ea13879756e37fa28b534
net.serenity-bdd	serenity-lambdatest	3.2.4		09f55ad43ad3c7ba1489f36fe3551f0ce2d50251
net.serenity-bdd	serenity-lambdatest	3.2.5		96bc137b9d983a40b97dfbbbb2c6191d771eccf0
net.serenity-bdd	serenity-lambdatest	3.3.0		0e3eddcef31eabb5dd3ce15a9adfd090ba4c9180
net.serenity-bdd	serenity-lambdatest	3.3.0-BETA-1		90d1bf1926da84b10d6358f4c7b2c68ad128810e
net.serenity-bdd	serenity-lambdatest	3.3.1		aed41900eb2832d6dbe7a079e0d4c48d84fd5585
net.serenity-bdd	serenity-lambdatest	3.3.10		580829ba721bae693bb4be791cee746044d06436
net.serenity-bdd	serenity-lambdatest	3.3.2		35f86d47af85b6b697fda7d3743774927ead492e
net.serenity-bdd	serenity-lambdatest	3.3.4		bdfe0a23575a4f69f549b0e029ff64f4b0ded24d
net.serenity-bdd	serenity-lambdatest	3.3.5		5463f5867589f209725ca135b39db171678c676e
net.serenity-bdd	serenity-lambdatest	3.3.6		6920a759fefad3b09b0b97ef76e7107e2036c9ff
net.serenity-bdd	serenity-lambdatest	3.3.7		cb165eb0cdf1c9c2593761c38f0565408e72d6fa
net.serenity-bdd	serenity-lambdatest	3.3.8		0fffb85aacc426e24c454ee1a5e763e05db456c9
net.serenity-bdd	serenity-lambdatest	3.3.9		851f8a12747d536d72bc3ce6f9bc0ee825213792
net.serenity-bdd	serenity-lambdatest	3.3.9-RC2		bf201d369110270539f65d33debca0fb0a27ec88
net.serenity-bdd	serenity-lambdatest	3.3.9-RC3		155d80fd0da676dfc2e29f4e7edf17dcba0a5b4e
net.serenity-bdd	serenity-lambdatest	3.4.0		dc0cb211fd7b1921c88213303f51279af55e0788
net.serenity-bdd	serenity-lambdatest	3.4.1		966dae65455aa8b05f015786fdd035145ef17fef
net.serenity-bdd	serenity-lambdatest	3.4.2		bc5b6d8e2e1fb38c1ced6e10d727b66bced9850d
net.serenity-bdd	serenity-lambdatest	3.4.3		f78357cccde317af7fd3f606faf11179bf8bd704
net.serenity-bdd	serenity-lambdatest	3.5.0		e9867cfc788b32008693f364354c5280e2564340
net.serenity-bdd	serenity-lambdatest	3.5.1		4818fca5d59ca670d5f5f987bee5ad1caa283807
net.serenity-bdd	serenity-lambdatest	3.6.0		2e653b97c2659de07b06e23ee509050bafe96a73
net.serenity-bdd	serenity-lambdatest	3.6.12		8171835c6dab7b6d122162310d8a17ca1bc3dbed
net.serenity-bdd	serenity-lambdatest	3.6.15		9add94de462c7f27f858831530b1438caf7bcdea
net.serenity-bdd	serenity-lambdatest	3.6.16		8b2a94c4bd204d92c7259ace7d716484e5f428f6
net.serenity-bdd	serenity-lambdatest	3.6.17		e30828a5c9609d71d21072d197c990b4cab9cc8b
net.serenity-bdd	serenity-lambdatest	3.6.20		1c038f34c7eaa14179987eee56c6c22ddb07771b
net.serenity-bdd	serenity-lambdatest	3.6.21		da3e8af5f6965f9cf1809332cb44a9ba223e2428
net.serenity-bdd	serenity-lambdatest	3.6.22		124d0ec69db31679ec51fa03ed66bc8e922fdad9
net.serenity-bdd	serenity-lambdatest	3.6.23		075263db8c203ef8c3b109569da99be8cecc77c8
net.serenity-bdd	serenity-lambdatest	3.6.6		ac1c45aa236572d703827263b62cbf700c81c2da
net.serenity-bdd	serenity-lambdatest	3.6.7		75bcd70dc4ce6a97974109872bdc4fdbde7faed9
net.serenity-bdd	serenity-lambdatest	3.6.9		821f9e82076626885f06f5c7884a1bee48f86335
net.serenity-bdd	serenity-lambdatest	3.7.0		4167e6a8cdbe59944b4e6ea544b8be1cc095052d
net.serenity-bdd	serenity-lambdatest	3.7.1		3b0adbc651cdb134b732f091d95b97b1f39eb769
net.serenity-bdd	serenity-lambdatest	3.8.1		2bc7b8142c0057246665035ae46c6f737935289a
net.serenity-bdd	serenity-lambdatest	3.9.0		21478d3b54f0e26b38331db3bdb899462ed96742
net.serenity-bdd	serenity-lambdatest	3.9.1		42f0a5945b0735b66c05ed5bd60d1d9546e46632
net.serenity-bdd	serenity-lambdatest	3.9.2		e0516bae28780f36ceae9e95ff3fc794ed62c098
net.serenity-bdd	serenity-lambdatest	3.9.3		77537f4a6503a4966f45a903691df473e215948d
net.serenity-bdd	serenity-lambdatest	3.9.4		7b63df4d9f0426b4656095079e6300f9e60862c5
net.serenity-bdd	serenity-lambdatest	3.9.7		6ffb49e13c625491a9a351688b9c43e3e70be442
net.serenity-bdd	serenity-lambdatest	3.9.8		0d095d1c4006a7a23a8d6743e4926474f02a09b1
net.serenity-bdd	serenity-lambdatest	4.0.0		bf9839703f6fa0144e18a1b810d4ae62923e8d1d
net.serenity-bdd	serenity-lambdatest	4.0.0-beta-1		1bf15114400628c97feccb101073faa057cef61b
net.serenity-bdd	serenity-lambdatest	4.0.0-beta-2		281d1558ab3a70ae08e8865d254c196ebc1c3051
net.serenity-bdd	serenity-lambdatest	4.0.0-beta-3		158c2147a23fdc1e1209bc8c7e474f5e789941cf
net.serenity-bdd	serenity-lambdatest	4.0.0-beta-4		e55685b5db3ea7a5871e10221e9bfa6744dc19f4
net.serenity-bdd	serenity-lambdatest	4.0.0-beta-5		5b914529dea6d8795cdb97a52ebf19a60d33be79
net.serenity-bdd	serenity-lambdatest	4.0.0-beta-6		81630e56ff3549f7c19d762d6db8c2d5eeb77c3c
net.serenity-bdd	serenity-lambdatest	4.0.0-beta-7		cb517def8df829feec27ba8c67ec40ad74a447b8
net.serenity-bdd	serenity-lambdatest	4.0.1		1760cd1356d133ac04f4a462da1ccf138943d55a
net.serenity-bdd	serenity-lambdatest	4.0.11		01485074ef5ce628aa825bc3f29c85eecfb0e40c
net.serenity-bdd	serenity-lambdatest	4.0.12		5f7597b89525a7a12602a31c145a054f1b2086e1
net.serenity-bdd	serenity-lambdatest	4.0.14		1a73e34d9a9e54216877131599c15741915a54cb
net.serenity-bdd	serenity-lambdatest	4.0.15		966c66d7db2c5f25ec04f864e3fcc353fe9f230e
net.serenity-bdd	serenity-lambdatest	4.0.16		8fd482622e0c526abf3f3bf34a8f15fd20af54b6
net.serenity-bdd	serenity-lambdatest	4.0.18		cb181d42dccce76143ea5111285beb25e6950f17
net.serenity-bdd	serenity-lambdatest	4.0.19		0c5bb4e5a59c867c8d3ca5d4dc28ea7f95d20e99
net.serenity-bdd	serenity-lambdatest	4.0.2		44d69817903d66ef4008028c0c6d3a303a2f130e
net.serenity-bdd	serenity-lambdatest	4.0.21		6e35c328cf4473784bc6c6e9f332a286437b5a0e
net.serenity-bdd	serenity-lambdatest	4.0.22		4329e6c926a3c28ba08feb54fe2dee4cd372e019
net.serenity-bdd	serenity-lambdatest	4.0.24		a2cd51e8c2257f98f6b9e4a03ef5b5a0af48a158
net.serenity-bdd	serenity-lambdatest	4.0.25		52bb7614ef9d2258052e601ab80a12ea0f8f5e45
net.serenity-bdd	serenity-lambdatest	4.0.26		d11536834f88b084779de7631be11a7e412ef95a
net.serenity-bdd	serenity-lambdatest	4.0.27		140b17a7344a289ee47e81279e44d9a0f145cc98
net.serenity-bdd	serenity-lambdatest	4.0.28		9433ec5d217c5be285438283ba170f8fcc362b37
net.serenity-bdd	serenity-lambdatest	4.0.29		4e90c6cf91fdb896420f634b969094888085eb6e
net.serenity-bdd	serenity-lambdatest	4.0.3		026af5400d580f7e59a4fb1f183f8f1569940795
net.serenity-bdd	serenity-lambdatest	4.0.30		2459e164c680a1f4655e45bcd97c00ce9bd8f6e5
net.serenity-bdd	serenity-lambdatest	4.0.31		77ddf822a99cb5765fe8ef13cc29085d021c09e2
net.serenity-bdd	serenity-lambdatest	4.0.36		dff2f62bdf5f7b83741e4904cf1ff0a08ccae99f
net.serenity-bdd	serenity-lambdatest	4.0.4		7d599921670e42a0de7b31377a569fb50ea51241
net.serenity-bdd	serenity-lambdatest	4.0.40		4308379cb66e402f1082546c76dc2dbf543c3189
net.serenity-bdd	serenity-lambdatest	4.0.43		5ddc7c058eb05f0d4b9c983bb4af5f9c7c8c9273
net.serenity-bdd	serenity-lambdatest	4.0.44		32a81500c6284753ac6a75c3e3ad8aa2b51d4609
net.serenity-bdd	serenity-lambdatest	4.0.45		76072a2166de5204b6adc493449aeebf9b29e7a2
net.serenity-bdd	serenity-lambdatest	4.0.46		b3903009c38533b23e6d7dadd263376b415af758
net.serenity-bdd	serenity-lambdatest	4.0.48		4d6af288b5bb307582b2f4bd72ad854b29f4231e
net.serenity-bdd	serenity-lambdatest	4.0.5		28c09d6a590f475b52f8d1e4acd8b29a0a1c09ba
net.serenity-bdd	serenity-lambdatest	4.0.8		f460705bcb39b4274766f82e1d6f0973e9e531ed
net.serenity-bdd	serenity-lambdatest	4.1.0		d7ad4c0b4bc20e9e25e5fd7fad91eec460827216
net.serenity-bdd	serenity-lambdatest	4.1.10		a288376e88a561dcf15355f221b9068f97f1feab
net.serenity-bdd	serenity-lambdatest	4.1.11		546d4950ed4098e2ca550493ae2a44dc964f7ff0
net.serenity-bdd	serenity-lambdatest	4.1.12		2fb8584bba61c303b5b261fef2f028094e9e6470
net.serenity-bdd	serenity-lambdatest	4.1.13		722cdaf60e17308fdff109574ffcaeba2d135872
net.serenity-bdd	serenity-lambdatest	4.1.14		0dea3ebcf9ab645205720b547ba2303d3cce7ddb
net.serenity-bdd	serenity-lambdatest	4.1.15		6d7232f4a86205266df70fd31832aa73b64ce20f
net.serenity-bdd	serenity-lambdatest	4.1.17		b690e3ca0717caf51f79c3608a4a22ce256cb0b1
net.serenity-bdd	serenity-lambdatest	4.1.20		31d85987387590732e7093cf9b089b24d958df63
net.serenity-bdd	serenity-lambdatest	4.1.3		24fa7e407b0b86c9e48e7667e604b1e7e32f784d
net.serenity-bdd	serenity-lambdatest	4.1.4		03cee75744df1d9ab8cca1481a603b8d0f4b0214
net.serenity-bdd	serenity-lambdatest	4.1.5		7a29fce5ee80a0d99d5137e5fab6b38abdb9b0cc
net.serenity-bdd	serenity-lambdatest	4.1.6		312bc8ed6d7a4f6101148059a8cc0786c20996c7
net.serenity-bdd	serenity-lambdatest	4.1.8		259f9501e6f045e07341a70f761decd9994d826b
net.serenity-bdd	serenity-lambdatest	4.1.9		a1d154b297a5f3f2c248d925b5bc139348505c8e
net.serenity-bdd	serenity-lambdatest	4.2.0		5d4d5342e05cf91c3e60f054f4d488f7323f23a0
net.serenity-bdd	serenity-lambdatest	4.2.1		5b1846d913368f2ed0adfebe7484d0416d203d5e
net.serenity-bdd	serenity-lambdatest	4.2.10		197568cb53467038342d3dc7bc4ab39ed4fa2c04
net.serenity-bdd	serenity-lambdatest	4.2.11		5889320ce7df32fd73a798616930e47aa9e56edd
net.serenity-bdd	serenity-lambdatest	4.2.12		b4fa74fc6066df0442b4fe862d4a31f3559404fd
net.serenity-bdd	serenity-lambdatest	4.2.13		a4a9c785664f487779830c6aae4fae8b5e83f597
net.serenity-bdd	serenity-lambdatest	4.2.14		6ae4d01ca9ef7c82382e2751292e7cc41da8dbef
net.serenity-bdd	serenity-lambdatest	4.2.15		ba5df75269c592d4814641b6d0ca18f88b311dcf
net.serenity-bdd	serenity-lambdatest	4.2.16		d8eb7ff5a97055e8806859555411f6ae68ad59ae
net.serenity-bdd	serenity-lambdatest	4.2.17		a6c3c95926ef995d0714928e4cdcfc73aa45a427
net.serenity-bdd	serenity-lambdatest	4.2.19		fa2bfcbcd778fe5d5829dee125ed51867fc79d02
net.serenity-bdd	serenity-lambdatest	4.2.2		a96b9a17e9e52e27894dac9aefc68034ddc12f9b
net.serenity-bdd	serenity-lambdatest	4.2.20		23bce1c17ce1638ec3ad564d6e661a0d20827990
net.serenity-bdd	serenity-lambdatest	4.2.21		5b5e894e05c4cc0b04442621aa7d42c13a54f5c2
net.serenity-bdd	serenity-lambdatest	4.2.22		fb516bb32d6624825dcb542c3cc5be30f4e95545
net.serenity-bdd	serenity-lambdatest	4.2.3		90d52522f6de3e9d3015d7c44d2c5c9b37b04602
net.serenity-bdd	serenity-lambdatest	4.2.4		99bc0eff84dd60c6fbadd0220b4e15bb6d0f78d8
net.serenity-bdd	serenity-lambdatest	4.2.5		a7abb71b45a74e514e73138d66c843f3688af15e
net.serenity-bdd	serenity-lambdatest	4.2.6		4396af42c573e1335cc55645b302c04b317c88b0
net.serenity-bdd	serenity-lambdatest	4.2.7		7df0459676b6bf95f10c037f99e7a0a705faf900
net.serenity-bdd	serenity-lambdatest	4.2.8		962a1c9b2800abe72a60609624b24ad2a69ba906
net.serenity-bdd	serenity-lambdatest	4.2.9		b4caeeb28f59352d63ab00d5535491c3eea96227
net.sf.aguacate.filter	aguacate-filter-security-service	0.1.2		73f46e41e5beaa06fea6b1e5bfe9d24fd7b248d4
net.sf.aguacate.filter	aguacate-filter-security-service	0.1.3		84cc826e60a69b3e825095890b814209792b0bc6
net.stickycode.bootstrap	sticky-bootstrap-tck	1.7		be94d2df4153824bbb814d667b36bd50162732d8
net.stickycode.bootstrap	sticky-bootstrap-tck	2.3		94c2f19d4b6bdd0c907c7a5a629e7845aad8252a
net.stickycode.bootstrap	sticky-bootstrap-tck	3.1		a1042b8fc1dd643ee1a4666f88950f6a4636ffcb
net.unit8.enkan	enkan-repl-jshell	0.10.0		98e1e1690cca8858f8053886a41cd65e215bba9e
net.unit8.enkan	enkan-repl-jshell	0.6.0		abc968e817e86cc44c6fec57bbd9bfdc2c90ffcf
net.unit8.enkan	enkan-repl-jshell	0.6.0-beta1		784d2076b0cb27ec51562aa6d2712c77d7af2abd
net.unit8.enkan	enkan-repl-jshell	0.6.0-beta2		83d94a8ff2f960228f7839f8c73c50b337b61edc
net.unit8.enkan	enkan-repl-jshell	0.6.0-beta3		4ba5962777b447dd5b4c1a8f66ec529c58ae0582
net.unit8.enkan	enkan-repl-jshell	0.7.0		6048436c84bcf42cb92126d040e81c6c9d842468
net.unit8.enkan	enkan-repl-jshell	0.8.0		2fd4b5eeada04c2ddbbb9a6cf10a5c229103098d
net.unit8.enkan	enkan-repl-jshell	0.8.1		0bb7808f1b8be48430bdb3e20b43e0cd6b3fed78
net.unit8.enkan	enkan-repl-jshell	0.9.0		55253641c80554ea5145bb9fdd178785bfba4c92
nl.vpro.api	api-rs-services	5.10.0		e5d55c7ce3b855539cbbba70b0f476673ce6fe67
nl.vpro.api	api-rs-services	5.10.1		a2f53014e521fd7e0f976a9029f0580f131d09bc
nl.vpro.api	api-rs-services	5.10.10		b2bf397ad73ef48186494082b7ed28d3cce077df
nl.vpro.api	api-rs-services	5.10.11		fd607837574f3b09176a4c9b5151f3678a3c937c
nl.vpro.api	api-rs-services	5.10.2		c2065f5ca5ee28ad0d27d3d1d7a915713566eb24
nl.vpro.api	api-rs-services	5.10.3		1a92dc0051dd64c3247443fb3dd5868f3aef6783
nl.vpro.api	api-rs-services	5.10.4		414becd75441c5a2b1a89cbf38f7cdcc069e16f6
nl.vpro.api	api-rs-services	5.10.5		eacbf99e6357a49051791905478979025abdb057
nl.vpro.api	api-rs-services	5.10.6		d4e62bb60362be2a60025c1fa3636307b5e44fe9
nl.vpro.api	api-rs-services	5.10.7		6aa5953e21aae7cbacb92e3d05b82e5558affc65
nl.vpro.api	api-rs-services	5.10.8		dd4e650faa9f836219c6b83185d0afe96c6ef157
nl.vpro.api	api-rs-services	5.10.9		7a32c42829882252096c48ded65e489a1e8d6fdd
nl.vpro.api	api-rs-services	5.11.0		f410810ccc6db941c4a3d03a665c4aa31ee40adf
nl.vpro.api	api-rs-services	5.11.1		bd16332566ed04618f74ff2f6ff5b7364ac4d756
nl.vpro.api	api-rs-services	5.11.3		a9e65525fbb9fdfb59b6348923b7c3e0d7813237
nl.vpro.api	api-rs-services	5.11.4		ae4f55a23798f5a51ab8fa1d43aba8eaca98b3b8
nl.vpro.api	api-rs-services	5.11.5		f23d701aec68e21255f7240e5265d2fbeef9240a
nl.vpro.api	api-rs-services	5.11.6		232d75f5e19df6a933d00ee63b67563a96eb5681
nl.vpro.api	api-rs-services	5.11.7		50ff76637ee378e72ba0d96a072572966ae20b16
nl.vpro.api	api-rs-services	5.11.8		d71823746d7b74a03c819114bbc0623d5ce3b4da
nl.vpro.api	api-rs-services	5.11.9		3adf366629c778a25fb8af6114fd32e3220d9fe1
nl.vpro.api	api-rs-services	5.12.0		e93797a66fcaa8215e9d7e9b39dc58fd70cc16a9
nl.vpro.api	api-rs-services	5.12.1		47b95ce871d27bb1e8758b72b99ad040b1122519
nl.vpro.api	api-rs-services	5.12.11		687488393ced585f126aa3522251b9f3fc3d1e1d
nl.vpro.api	api-rs-services	5.12.2		6d62c6cb91350452fa64345f35056b2ee17c7af7
nl.vpro.api	api-rs-services	5.12.3		1bd687ff9920f2329ed3496edd75d13ed8363d81
nl.vpro.api	api-rs-services	5.12.4		44b9a8afd88986b42990aee0e0bb0cc309bf388b
nl.vpro.api	api-rs-services	5.12.5		70fd54c24dc10f61547ddebb2bbe3246bcb39ea4
nl.vpro.api	api-rs-services	5.12.7		2f3a9df5f0b2a819addff0f9d56d506a83beeb05
nl.vpro.api	api-rs-services	5.12.8		bac37d91aa9ce725b86ef603927f506664fd89fc
nl.vpro.api	api-rs-services	5.12.9		85483ac29d43b7c8c0457dc5c46f8dc26529f285
nl.vpro.api	api-rs-services	5.13.0		c888bbae57f5e94781025e72669a2fb3ebdc71ea
nl.vpro.api	api-rs-services	5.13.1		950e167d428c34fbbc4653b6915cc793d89d83af
nl.vpro.api	api-rs-services	5.13.2		aa9ddf2e1e3b595ac2d3a225978c039e4df7c308
nl.vpro.api	api-rs-services	5.13.3		fe43818d79845270e7daeac9d9e8833b9d59440b
nl.vpro.api	api-rs-services	5.13.4		4916d9c0dbc6565cb753612ac929cd51bd28c11d
nl.vpro.api	api-rs-services	5.13.5		b8aa1b80011db10839f3049cf514ff2c012bf8fe
nl.vpro.api	api-rs-services	5.13.6		b068a752d3a927c51d1cc383d7982b3e355a503f
nl.vpro.api	api-rs-services	5.14.0		420f890b44bf923e0faeb5092ca55322bfc955f4
nl.vpro.api	api-rs-services	5.14.1		8d55e1735f8d7e5738a944aee5469f4043d97fb9
nl.vpro.api	api-rs-services	5.15.0		1c305cda5c77d364a5e824669549e5c950cab31a
nl.vpro.api	api-rs-services	5.15.1		7092492b57ba1f7d92e87df7df05195e707fde8e
nl.vpro.api	api-rs-services	5.15.2		19ad5292f827ee5ab0b6ba9eaf37f7ac05490c9a
nl.vpro.api	api-rs-services	5.15.3		9ae867ad08ff3623c577e0ca3ac7da7c526f6eae
nl.vpro.api	api-rs-services	5.15.6		50bf28a1f8c9f4065216c98a5fa9e148947bce39
nl.vpro.api	api-rs-services	5.16.0		0b6ad66dc1da4840cbbff30480d44e7decc6ae66
nl.vpro.api	api-rs-services	5.17.0		011941e7702193feea4d2e181328c29ca5f71bd1
nl.vpro.api	api-rs-services	5.17.1		e9c273aee26c23eeea27a393ad072dbd38cbe612
nl.vpro.api	api-rs-services	5.18.0		2221ff740967a27a060c4c18fbe5260b49156eca
nl.vpro.api	api-rs-services	5.19.0		fd6e65720bb8b3bc0284ce7000326bc344eb9fa7
nl.vpro.api	api-rs-services	5.20.0		83c5b8878da429a7158f652cd80a02f3c51ca04d
nl.vpro.api	api-rs-services	5.20.2		88b3f91374bd0334dbce8cd9b71ef0ea0f1be16d
nl.vpro.api	api-rs-services	5.21.0		f8e4268bcf84f25b0a0d2dae235c670dfe8720de
nl.vpro.api	api-rs-services	5.22.0		f0c44b5f1cccfed10a3ce3c09edbcaa087ae7e09
nl.vpro.api	api-rs-services	5.23.0		3e0bd3cda09de5a4d893a2e4efbd642b31b03442
nl.vpro.api	api-rs-services	5.24.0		7248e0269364805b8c95031ff40489444b32deb5
nl.vpro.api	api-rs-services	5.24.1		e4767312b5e0716b2c2ea72976f4ca4c2352be28
nl.vpro.api	api-rs-services	5.25.0		972561d47fa0c339bcab53e6df65c63df9209591
nl.vpro.api	api-rs-services	5.25.1		7f2f2dcc2c2d6c8e14e8ba955a26ce80beadb8d4
nl.vpro.api	api-rs-services	5.26.0		4e533e656c4f0d5260493891f7f22d365bab7f5b
nl.vpro.api	api-rs-services	5.27.2		db24e72d22ad1e8da71c5092e8103864314f1ab6
nl.vpro.api	api-rs-services	5.27.4		281445ecc06a5ac792bb5987e312e9d42adc245b
nl.vpro.api	api-rs-services	5.27.5		b00193fabbff251a6994cf9ed379642c24d511f9
