au.com.agiledigital	agile-play-logback_2.11	0.0.1		b568adb0ad81b541ac2c7c2f536c77f7930eebcc
dev.zio	zio-aws-wafv2_2.13	7.28.29.8		63f4a77d7361ee967b1001822dd27ecabdeb8b45
dev.zio	zio-aws-wafv2_2.13	7.28.29.9		0565ae0193ee2b404fc251e62c3c27615e6b1e0b
dev.zio	zio-aws-wafv2_2.13	7.30.15.1		97c1da05940cd80b859221f515b65ab00e7ce39d
dev.zio	zio-aws-wafv2_2.13	7.30.15.2		ed4ee8565e54633b6d2f69e66377867b13baa3ef
dev.zio	zio-aws-wafv2_2.13	7.30.16.1		045e4da75e057ce2e904aeae917fbaef85170f5d
dev.zio	zio-aws-wafv2_2.13	7.30.16.2		5ff6dd1e59cb34d8c2cf50367e0a89219434cda5
dev.zio	zio-aws-wafv2_2.13	7.30.16.3		501e6cdc7e826147469e5b77ad3911370378d672
dev.zio	zio-aws-wafv2_2.13	7.30.16.4		3585ba689b42379fbcb864f50dc5164c52aa3fc5
dev.zio	zio-aws-wafv2_2.13	7.30.20.1		ebc0663caae63e75a45a3f8a2068c69092c10b7f
dev.zio	zio-aws-wafv2_2.13	7.30.22.1		5589d91e194e24b671d5178c44901939388b242b
dev.zio	zio-aws-wafv2_2.13	7.30.22.2		279ada7407195927e50ea1ad279f1c12dc3e9611
dev.zio	zio-aws-wafv2_2.13	7.30.23.1		ccb2e0186eddf31b4162cb57d7f8b438b10c9e14
dev.zio	zio-aws-wafv2_2.13	7.30.24.1		433e3ed11b7884006d671f140c75827824124bce
dev.zio	zio-aws-wafv2_2.13	7.30.24.2		89b238ac1e064dddb91bd017ca8120d0b93f5559
dev.zio	zio-aws-wafv2_2.13	7.30.25.1		451577850c728fe0d3bd148a44b2374a052adaea
dev.zio	zio-aws-wafv2_2.13	7.30.26.1		8101d6c0b55c9a1eec762f6766193bb6f6507f9b
dev.zio	zio-aws-wafv2_2.13	7.30.27.1		327f08f8361357a66d723b58fbca2dbf7fad5286
dev.zio	zio-aws-wafv2_2.13	7.30.27.2		b138014793f072608bfd7d96dcd157c25ffd78e9
dev.zio	zio-aws-wafv2_2.13	7.30.29.1		2aa558c325887e3220d275f43696d16da6e6c518
dev.zio	zio-aws-wafv2_2.13	7.30.30.1		c65263a551826e7b1dc8c935f1aa8c0cd2990b49
dev.zio	zio-aws-wafv2_2.13	7.30.31.1		a95b4cd4a1d001362a341a1ac27aa26489eb832f
dev.zio	zio-aws-wafv2_2.13	7.30.31.2		6c8d11d7dd463c4988d41c5c6b8a69374fad925b
dev.zio	zio-aws-wafv2_2.13	7.30.32.1		647d94874b623cdc10d3febfbb7f02d7baff105f
dev.zio	zio-aws-wafv2_2.13	7.30.33.1		aae0d7c875c14fc5b24541ed55d4e2b2cfc6f76b
dev.zio	zio-aws-wafv2_2.13	7.30.34.1		79d56305b1087820c07522b0842132086b623083
dev.zio	zio-aws-wafv2_2.13	7.30.34.2		9d4568a47c0aedc1b0b7711c75b4ec5c40e7971f
dev.zio	zio-aws-wafv2_2.13	7.30.35.1		9b641c6ad32ce3c108b9ad575d3c43569f39bc29
dev.zio	zio-aws-wafv2_2.13	7.30.36.1		4c405720b27c661972fd4b924a3be1be405598b5
dev.zio	zio-aws-wafv2_2.13	7.30.37.1		2f2f82a6bd565085c1f8c67054663285cf60bc96
dev.zio	zio-aws-wafv2_2.13	7.30.38.1		f60c03c1282b12663358ceb7a578cd627ef0dac0
dev.zio	zio-aws-wafv2_2.13	7.30.38.2		f12dd3f8eeeaef598a2ffa2f686edfc7a940214d
dev.zio	zio-aws-wafv2_2.13	7.31.0.1		bc635fd698c736188170d8cec9f552b2d1fbc0b8
dev.zio	zio-aws-wafv2_2.13	7.31.1.1		302b90110077ea408d04f4b2868ad6a674257083
dev.zio	zio-aws-wafv2_2.13	7.31.1.3		7a4adeffd049bc8e9297cf555e70a16d30b339fe
dev.zio	zio-aws-wafv2_2.13	7.31.1.4		42c2d92ead198a30649b80a054a31283295198f0
dev.zio	zio-aws-wafv2_2.13	7.31.1.5		9a7f972a4b47db0c1cd33484bd8cd33b5c01ec36
dev.zio	zio-aws-wafv2_2.13	7.31.10.1		467efa46a1e3fd8af0ee8ebad429a82a4778fccb
dev.zio	zio-aws-wafv2_2.13	7.31.11.1		21f43352a3095085db913ea72a68808f428a5fd9
dev.zio	zio-aws-wafv2_2.13	7.31.13.1		edb3e1b7f14880f8fe06a4dc86557bae791660d5
dev.zio	zio-aws-wafv2_2.13	7.31.14.1		1e2aac7eab2c174d7b66f527bf8160817061d2f1
dev.zio	zio-aws-wafv2_2.13	7.31.15.1		50c938833c387a85f6345e0d2a94b272255609d4
dev.zio	zio-aws-wafv2_2.13	7.31.16.1		a18aae168d5036276b843b7f733ae12599e99654
dev.zio	zio-aws-wafv2_2.13	7.31.16.2		7f563b57776df64e6c1a2ec2c9475d30903cbb2d
dev.zio	zio-aws-wafv2_2.13	7.31.17.1		31d1b09dbd3435587db2546b8cd8ca36a6a76e9b
dev.zio	zio-aws-wafv2_2.13	7.31.18.1		d398d10ada562a77220a323ff8971c92284d7b55
dev.zio	zio-aws-wafv2_2.13	7.31.19.1		43d8fc421fb78d24fbda207110f4213bf8dc524b
dev.zio	zio-aws-wafv2_2.13	7.31.2.1		5ed106f2eb99fdad9eb297fdc27dbb883414ff3d
dev.zio	zio-aws-wafv2_2.13	7.31.20.1		3ce60ae7e7c430ca865263f05869e355e5fa5274
dev.zio	zio-aws-wafv2_2.13	7.31.21.1		61c911c413bce32d3a04b277342c705184934fd6
dev.zio	zio-aws-wafv2_2.13	7.31.22.1		d4b29c0cef299e21456ebdc0b8228af2240bbebf
dev.zio	zio-aws-wafv2_2.13	7.31.22.2		da78971bdedc678ae0c1867da4000c4461e1ffb5
dev.zio	zio-aws-wafv2_2.13	7.31.24.1		ca724dc64bfe4400298da18d5a71fe2c2929cb6a
dev.zio	zio-aws-wafv2_2.13	7.31.25.1		cd4ea135360f048671a47054312bb693bd6d2e0a
dev.zio	zio-aws-wafv2_2.13	7.31.26.1		c764cbec363e4e7affe412d88ed271e44400668c
dev.zio	zio-aws-wafv2_2.13	7.31.26.2		29b87c291976751a8c0b9c1320101a8f7cea221f
dev.zio	zio-aws-wafv2_2.13	7.31.27.1		266fa2a168291a25f9d23107421789b54f696bcd
dev.zio	zio-aws-wafv2_2.13	7.31.28.1		42e7c37532daa181c970ef15d9836472b206ef99
dev.zio	zio-aws-wafv2_2.13	7.31.3.1		f2e7af8268d7a78c5eb3212332ed512476526efa
dev.zio	zio-aws-wafv2_2.13	7.31.30.1		4ab3b5832e259531d87acf7996a9705ec7037151
dev.zio	zio-aws-wafv2_2.13	7.31.30.2		e30291b8946fbca591907493d80a97a8db348145
dev.zio	zio-aws-wafv2_2.13	7.31.4.1		f29b891cc25be62d0e6f42163152167bfb5ccb41
dev.zio	zio-aws-wafv2_2.13	7.31.6.1		7276633314f7d25cef77b1ee3ffbe191d7dadfd9
dev.zio	zio-aws-wafv2_2.13	7.31.6.2		031d8f1ee111b203d909fc571abb9b12a5e6464d
dev.zio	zio-aws-wafv2_2.13	7.31.6.3		e238f8c1d7ea78aa9e76b725c3a1f16f840aa1de
dev.zio	zio-aws-wafv2_2.13	7.31.7.1		cdaa3b393a9502a513aa055e0c7ceab843a88e7b
dev.zio	zio-aws-wafv2_2.13	7.31.8.1		4cd7af6adf2798c9c8aaacf7ccaeb3fad7b429b6
dev.zio	zio-aws-wafv2_2.13	7.31.9.1		77573d853accf2ddf6858deabfe8e8db769cfcad
eu.fbk.pikes	pikes	0.1		N/A
info.gratour.common	common-db	3.1.0		2e68ec84ebbf7ee49b817a3188422e3e363df96c
io.bigdime	bigdime-kafka-lib	0.0.9		02eecb342c1601ced360c78ce7bd68ddad290b66
io.bigdime	bigdime-kafka-lib	0.9.1		9913b8be3f218d5d8db362be3a5e3e8b8d05bdfc
io.bigdime	bigdime-kafka-lib	0.9.2		3bcd97ed869c9cbf6562588651981c414f24d3ed
io.bigdime	bigdime-kafka-lib	0.9.3		73f21fe088983dbdec674a2a5b971296abe1f5a0
io.cdap.common	common-http	0.12.0		229fc0e28c8d69e9b8becdf4f6fdad6274b44dd4
io.cdap.common	common-http	0.13.0		88da286bb37cdad2189064b52956031c63e0dcba
io.cdap.common	common-http	0.13.1		6b56bdbd8bb5a877c3e7868a6884e2ee5f25e97d
io.github.BlueOcean1998	focuscontrol	1.0.0		N/A
io.github.BlueOcean1998	focuscontrol	1.1.0		N/A
io.github.BlueOcean1998	focuscontrol	1.1.1		N/A
io.github.BlueOcean1998	focuscontrol	1.2.0		N/A
io.github.bes2008.solution.agileway.eipchannel	agileway-eipchannel	4.0.0		N/A
io.github.bes2008.solution.agileway.eipchannel	agileway-eipchannel	4.0.1		N/A
io.github.bes2008.solution.agileway.eipchannel	agileway-eipchannel	4.0.2		N/A
io.github.bes2008.solution.agileway.eipchannel	agileway-eipchannel	4.1.0		N/A
io.github.bes2008.solution.agileway.eipchannel	agileway-eipchannel	4.1.1		N/A
io.github.bes2008.solution.agileway.eipchannel	agileway-eipchannel	4.1.2		N/A
io.github.bes2008.solution.agileway.eipchannel	agileway-eipchannel	4.2.0		N/A
io.github.bes2008.solution.agileway.eipchannel	agileway-eipchannel	4.2.1		N/A
io.github.bes2008.solution.agileway.eipchannel	agileway-eipchannel	4.2.2		N/A
io.github.bes2008.solution.agileway.eipchannel	agileway-eipchannel	4.3.0		N/A
io.github.bes2008.solution.agileway.eipchannel	agileway-eipchannel	4.3.1		N/A
io.github.bes2008.solution.agileway.eipchannel	agileway-eipchannel	4.4.0		N/A
io.github.bes2008.solution.agileway.eipchannel	agileway-eipchannel	4.4.1		N/A
io.github.bes2008.solution.agileway.eipchannel	agileway-eipchannel	4.4.2		N/A
io.github.bes2008.solution.agileway.eipchannel	agileway-eipchannel	4.4.3		N/A
io.github.bes2008.solution.agileway.eipchannel	agileway-eipchannel	4.4.4		N/A
io.github.bes2008.solution.agileway.eipchannel	agileway-eipchannel	4.4.5		N/A
io.github.bes2008.solution.agileway.eipchannel	agileway-eipchannel	4.4.6		N/A
io.github.bes2008.solution.agileway.eipchannel	agileway-eipchannel	5.0.0		N/A
io.github.bes2008.solution.agileway.eipchannel	agileway-eipchannel	5.0.1		N/A
io.github.bes2008.solution.agileway.eipchannel	agileway-eipchannel	5.0.2		N/A
io.github.bes2008.solution.agileway.eipchannel	agileway-eipchannel	5.0.3		N/A
io.github.bes2008.solution.agileway.eipchannel	agileway-eipchannel	5.0.4		N/A
io.github.bes2008.solution.agileway.eipchannel	agileway-eipchannel	5.1.0		N/A
io.github.j5ik2o	pekko-persistence-dynamodb-state-v2_2.12	1.0.48		211a5b59b8213aebf0d7e93c7c21533e54c9a324
io.github.j5ik2o	pekko-persistence-dynamodb-state-v2_2.12	1.0.50		3ba840041de59bc9b5f109d7d372469cae8e32cd
io.github.j5ik2o	pekko-persistence-dynamodb-state-v2_2.12	1.0.51		7366872081a8581dde877bc4a4bf1fee4386449e
io.github.j5ik2o	pekko-persistence-dynamodb-state-v2_2.12	1.0.52		16e66a33a88661bf9c97f63de12f95e097646c26
io.github.j5ik2o	pekko-persistence-dynamodb-state-v2_2.12	1.0.53		4e942e4f95ade222a77c5157bf910bcdcedf49c9
io.github.j5ik2o	pekko-persistence-dynamodb-state-v2_2.12	1.0.57		8827fbcd0a5e36c75651578cb653f3ac15ec5b2d
io.github.joacovela16	modux-server_2.12	1.2.4		50752469b9b412f8bbccd167814e11f567fae26d
io.github.lyxnx	util-test-jvm	1.7.3		1779f864f30f6549c09ebbfc5c478e0cb86c7bad
io.github.milkcocoa0902	colotok-jvm	0.3.0		7c4d8cd7470f819d2533a68879166b7723cd449e
io.github.milkcocoa0902	colotok-jvm	0.3.1		7c4d8cd7470f819d2533a68879166b7723cd449e
io.github.pdvrieze.xmlutil	compat-linuxArm32Hfp	0.90.0-RC1		N/A
io.github.redick01	log-helper-starter	1.0-RELEASE		N/A
io.github.redick01	log-helper-starter	1.0.1-RELEASE		N/A
io.github.redick01	log-helper-starter	1.0.2-RELEASE		N/A
io.github.redick01	log-helper-starter	1.0.4-RELEASE		N/A
io.github.redick01	log-helper-starter	1.0.5-RELEASE		N/A
io.github.swagger2markup	swagger2markup-spring-restdocs-ext	1.2.0		184a3bc5ec1f629d7ccd630b134406aee2d8843e
io.github.swagger2markup	swagger2markup-spring-restdocs-ext	1.3.1		c0ab1a92649b327ce16784d4217b57bd39700954
io.github.swagger2markup	swagger2markup-spring-restdocs-ext	1.3.3		9fbb59807ce80565f03165c11644e54bdf774f95
io.ktor	ktor-server-auto-head-response-jvm	2.0.0		5349050d42dbda49757ed7f246f2a6362eae62f2
io.ktor	ktor-server-auto-head-response-jvm	2.0.0-beta-1		c0b36c08f05d286f082fff8ddd47c9ae7ea90272
io.ktor	ktor-server-auto-head-response-jvm	2.0.0-rc-1		892b09c1d2d41c0a61bcc9fc11ae3d6cbe37b7a8
io.ktor	ktor-server-auto-head-response-jvm	2.0.1		906409a1627d80b57e8086bb39af92f84832ec45
io.ktor	ktor-server-auto-head-response-jvm	2.0.2		44e807e9e703eb5c9e1e0c20e0cb9d9be844c856
io.ktor	ktor-server-auto-head-response-jvm	2.0.3		2d5db8a6d501fe0fb293c34c5bd1b8fc8f9c6aec
io.ktor	ktor-server-auto-head-response-jvm	2.1.0		41e51d7bc62289690d3ea2aeb3e6e37b1e627ffc
io.ktor	ktor-server-auto-head-response-jvm	2.1.1		02010208c413b5524008c96f8670346a284f25bf
io.ktor	ktor-server-auto-head-response-jvm	2.1.2		6559caeb0605b91b243ae0cf487062fd4980785e
io.ktor	ktor-server-auto-head-response-jvm	2.1.3		305437e24e1af22c33f3c87ec5938eaeb6a21e15
io.ktor	ktor-server-auto-head-response-jvm	2.2.0		de070aa7320edc3ab69adb99c5f3030293e8647c
io.ktor	ktor-server-auto-head-response-jvm	2.2.1		9d37d46dc6b778d80162c39d0a9dcae597ac819b
io.ktor	ktor-server-auto-head-response-jvm	2.2.2		d749ae7ca5ec3151d79a688625e8db6ec47250a1
io.ktor	ktor-server-auto-head-response-jvm	2.2.3		778fbb4ec54bdcfcce99787c81fc5048472dcdfe
io.ktor	ktor-server-auto-head-response-jvm	2.2.4		aa7befe9900e96187276337c70afdfa18f09ba62
io.ktor	ktor-server-auto-head-response-jvm	2.3.0		b475e618a2db416aa4e7845ac8eafb82e515d9d3
io.ktor	ktor-server-auto-head-response-jvm	2.3.1		0c6ca72a08d828a467ff2712795eca0db9cb71cd
io.ktor	ktor-server-auto-head-response-jvm	2.3.10		f6ca27ec379a27f0b9cacd8ff05cbe000ceb1379
io.ktor	ktor-server-auto-head-response-jvm	2.3.11		4445a1a0310810ae1232aa6ce5be63692817518c
io.ktor	ktor-server-auto-head-response-jvm	2.3.12		90915c6976d188f81b8f97d38bfbae7d0734fb3f
io.ktor	ktor-server-auto-head-response-jvm	2.3.13		93abace3809ee2f80bf02b4710bcd5c13c7ca56d
io.ktor	ktor-server-auto-head-response-jvm	2.3.2		db40c37534258bd4e90b07b34ababacdcc544918
io.ktor	ktor-server-auto-head-response-jvm	2.3.3		62af86650129612abba9303cdd72a0b5c40d2eb5
io.ktor	ktor-server-auto-head-response-jvm	2.3.4		61a01f67cc33bb29ed49755ac15dccda98018c7f
io.ktor	ktor-server-auto-head-response-jvm	2.3.5		6cf66c4ccbc27f220acf25c460bff0514def51ed
io.ktor	ktor-server-auto-head-response-jvm	2.3.6		64a31b97a16bc4d291aae0f5589f7864de2d20cd
io.ktor	ktor-server-auto-head-response-jvm	2.3.7		0e5ab63e2c3d583f574460d21cc25b5e5c532316
io.ktor	ktor-server-auto-head-response-jvm	2.3.8		631ad9d3e70cd321b41b76f89a5f23c75d52247c
io.ktor	ktor-server-auto-head-response-jvm	2.3.9		704a7046743029be5fb2b41f96b5dc67ba3c09bf
io.ktor	ktor-server-auto-head-response-jvm	3.0.0		147c0570c46d39b6281a94643aa762ce17ae29b1
io.ktor	ktor-server-auto-head-response-jvm	3.0.0-beta-1		64c89303e1eb9fea5ea2d76f50cf89f70557177d
io.ktor	ktor-server-auto-head-response-jvm	3.0.0-beta-2		b0c6411d4fc0d5b9be3ae0bb3916235b5b60b96f
io.ktor	ktor-server-auto-head-response-jvm	3.0.0-rc-1		70ddf0c281a173ca1272ddb6d6aa552f845bea37
io.ktor	ktor-server-auto-head-response-jvm	3.0.0-rc-2		f0950a38569190a329d8a750020e690754271b0a
io.ktor	ktor-server-auto-head-response-jvm	3.0.1		fc33b381f1fc949fbe7249011f25afad4c8857ca
io.ktor	ktor-server-auto-head-response-jvm	3.0.2		b7244753b11b1b04620bf7c5e3c39e20879c447d
io.ktor	ktor-server-auto-head-response-jvm	3.0.3		57f368603697c880a4dac207dc5015a47a7f8b04
io.ktor	ktor-server-auto-head-response-jvm	3.1.0		74f29fe0c92d38e0801ddd9ad5e5e34cf454ff5d
io.ktor	ktor-server-auto-head-response-jvm	3.1.1		d63dbe2bf4c2cd242c78f22ba47990e59328b482
io.ktor	ktor-server-auto-head-response-jvm	3.1.2		e19044e74b630087d5df6f9c41a42dc3b20461c1
io.ktor	ktor-server-auto-head-response-jvm	3.1.3		69727723dd31bb024ea435e94d2129f70ced1a9d
io.nats	nats-spring-parent	0.4.0		N/A
io.nats	nats-spring-parent	0.4.1		N/A
io.nats	nats-spring-parent	0.5.0		N/A
io.nats	nats-spring-parent	0.5.1		N/A
io.nats	nats-spring-parent	0.5.2		N/A
io.nats	nats-spring-parent	0.5.3		N/A
io.nats	nats-spring-parent	0.5.4		N/A
io.nats	nats-spring-parent	0.5.6		N/A
io.nats	nats-spring-parent	0.5.7		N/A
io.nats	nats-spring-parent	0.6.0-3.1		N/A
io.nats	nats-spring-parent	0.6.1+3.1		N/A
io.vilt.minium.developer	minium-developer-parent	1.5.0		N/A
io.vilt.minium.developer	minium-developer-parent	1.6.0		N/A
io.vilt.minium.developer	minium-developer-parent	1.6.0-RC2		N/A
io.vilt.minium.developer	minium-developer-parent	1.7.0		N/A
io.vilt.minium.developer	minium-developer-parent	1.8.0		N/A
io.vilt.minium.developer	minium-developer-parent	1.9.0		N/A
io.vilt.minium.developer	minium-developer-parent	1.9.1		N/A
io.vilt.minium.developer	minium-developer-parent	1.9.5		N/A
io.vilt.minium.developer	minium-developer-parent	1.9.8		N/A
io.vilt.minium.developer	minium-developer-parent	2.0.0		N/A
io.vilt.minium.developer	minium-developer-parent	2.0.1		N/A
io.vilt.minium.developer	minium-developer-parent	2.3.0		N/A
io.vilt.minium.developer	minium-developer-parent	2.5.3-RC1		N/A
io.vilt.minium.developer	minium-developer-parent	2.5.3-RC2		N/A
io.vilt.minium.developer	minium-developer-parent	2.5.3-RC3		N/A
io.vilt.minium.developer	minium-developer-parent	2.5.3-RC4		N/A
io.vilt.minium.developer	minium-developer-parent	2.5.3-RC5		N/A
io.vilt.minium.developer	minium-developer-parent	2.6.0		N/A
io.vilt.minium.developer	minium-developer-parent	2.6.0-RC1		N/A
me.magicall	all	1.1.0		N/A
me.magicall	all	1.2.2		N/A
me.magicall	all	1.2.3		N/A
me.magicall	all	1.2.4		N/A
me.magicall	all	1.3.0		N/A
me.magicall	all	1.3.1		N/A
me.magicall	all	1.3.2		N/A
me.magicall	all	2.0.0		N/A
me.magicall	all	2.1.0		N/A
me.magicall	all	2.11.0		N/A
me.magicall	all	2.13.0		N/A
me.magicall	all	2.15.0		N/A
me.magicall	all	2.2.0		N/A
me.magicall	all	2.5.0		N/A
me.magicall	all	2.6.0		N/A
me.magicall	all	2.7.0		N/A
me.magicall	all	2.8.0		N/A
org.apache.camel.kafkaconnector	camel-jgroups-kafka-connector	0.1.0		1100ca24761b697efb2ab5d32de7f5ff79edbd86
org.apache.camel.kafkaconnector	camel-jgroups-kafka-connector	0.10.0		221c270ec12990e66d1993d023d88795c62a0495
org.apache.camel.kafkaconnector	camel-jgroups-kafka-connector	0.10.1		13e965f1d3589506c19080cc8fc154e708f2099d
org.apache.camel.kafkaconnector	camel-jgroups-kafka-connector	0.11.0		818a8d6a0b945ca28d7a10497d3cf0ef0c78398a
org.apache.camel.kafkaconnector	camel-jgroups-kafka-connector	0.11.5		353c21b454934591124241c41f7a2ca4fe852b02
org.apache.camel.kafkaconnector	camel-jgroups-kafka-connector	0.2.0		6ffc105d411f9945e12ed85628c07e48563ae3bc
org.apache.camel.kafkaconnector	camel-jgroups-kafka-connector	0.3.0		c4b2ed3d3f8067d6b02b2ee5978eb9d4a4de85ec
org.apache.camel.kafkaconnector	camel-jgroups-kafka-connector	0.4.0		4e7badfdeeed827825fe54d25884dc1228765c26
org.apache.camel.kafkaconnector	camel-jgroups-kafka-connector	0.4.4		171466cd30ea820f3b19948f2b50df27b30b30ae
org.apache.camel.kafkaconnector	camel-jgroups-kafka-connector	0.5.0		263bf1658d1952ad3c985cf5814fdf9666798e8f
org.apache.camel.kafkaconnector	camel-jgroups-kafka-connector	0.6.0		114856c85d5a700b927f212a949b93f219e387c6
org.apache.camel.kafkaconnector	camel-jgroups-kafka-connector	0.6.1		614c38889068c83decdcb5b2b706c507c824e2af
org.apache.camel.kafkaconnector	camel-jgroups-kafka-connector	0.7.0		8f67cbe6febb91fde5db5e19d5e13c83e476c09c
org.apache.camel.kafkaconnector	camel-jgroups-kafka-connector	0.7.1		c204d7001dac13ebd107d8a0f9db3da2f111c955
org.apache.camel.kafkaconnector	camel-jgroups-kafka-connector	0.7.2		d859d1f1be14806a58869fe8f19c2e4c2b402564
org.apache.camel.kafkaconnector	camel-jgroups-kafka-connector	0.7.3		bc1d97d3d7ef0240a3cce4ee58a04085c79f1a5d
org.apache.camel.kafkaconnector	camel-jgroups-kafka-connector	0.8.0		2f630dab6040bbd04cba333da2d43dd735625f81
org.apache.camel.kafkaconnector	camel-jgroups-kafka-connector	0.9.0		a806af14b26ad77358bfd235a5d41d2c3037e48c
org.apache.tomee.patch	tomee-patch-core	0.1		c593c6e567a7e1accc70d03f76dbc5a632b0156e
org.apache.tomee.patch	tomee-patch-core	0.10		86699e5bfc705311c5eeab20b0990755b39eae3f
org.apache.tomee.patch	tomee-patch-core	0.3		0ba3649db772a631173f07865dd2edea42a39268
org.apache.tomee.patch	tomee-patch-core	0.4		b06f3f8a5c79e7c3edb69423c74d7c6ca715a02c
org.apache.tomee.patch	tomee-patch-core	0.5		1ca53576bb0972ebbb15ab807b0696d387b327f5
org.apache.tomee.patch	tomee-patch-core	0.6		1b58f8aa0d04c61d4a8d399080935f7d6c83c8d5
org.apache.tomee.patch	tomee-patch-core	0.7		929a9fe97d180ba1acd5d549768db5803f934902
org.apache.tomee.patch	tomee-patch-core	0.8		a325e283a6f2149e4d0ef5d488c1a8e69f46a203
org.apache.tomee.patch	tomee-patch-core	0.9		490dabef0a2c247cec459f49e85979c1737dd870
org.bahmni.module	openmrs-connector	0.94.0		f28cc8362771c5995348aca1cbe0bc9daa59c0da
org.bahmni.module	openmrs-connector	0.94.1		38a8766455781d377f65e01949f46507aabfb406
org.bahmni.module	openmrs-connector	0.94.2		87c2375c8b097b21493b2467aa414864b2a442c9
org.bahmni.module	openmrs-connector	0.94.3		bc40726151317a9664145575073ec0d2667a28f2
org.bahmni.module	openmrs-connector	1.0.0		9aa6f5744d0825fa4fc9c185d0149f037fa88fd8
org.batoo.jpa	batoo-jdbc	2.0.1.0-RTM		3b0f748d4a97bdbb0987e1ae922a60593b6dfb59
org.batoo.jpa	batoo-jdbc	2.0.1.1		d88f15c8676e3789ca5bca34ff4aa2793f4d7112
org.creativescala	krop-examples_3	0.1		d89d786bf3805ac7ce9686495ae644fafc627a33
org.creativescala	krop-examples_3	0.2		5279a437cb099da36a57150b5ffca3d8dae5d470
org.creativescala	krop-examples_3	0.3		bc05cf1d198d5e04ceab3bb6b2029f22a6f0760e
org.creativescala	krop-examples_3	0.4		cc35e246fd344ec76d30697b40be9eb57e00cbaf
org.creativescala	krop-examples_3	0.4.1		a48cb82683a7ba1b7c4cf56880d0bc8863531408
org.creativescala	krop-examples_3	0.6.0		6886e5e72648637b79242e7d6136278259ff08cb
org.creativescala	krop-examples_3	0.7.0		28ebe150cb2072d4790685287a64ccd51dc29c17
org.creativescala	krop-examples_3	0.8.0		7a1947061616b88010a5fb92567d26642f90489e
org.creativescala	krop-examples_3	0.9.0		b19d9f6109d0a9356de0d64db63b03342a14b6af
org.creativescala	krop-examples_3	0.9.1		538d8e3ef33f499ae0686e8dcb76e549de357b38
org.creativescala	krop-examples_3	0.9.2		4301c861671b7a5c15352381972349a8d6acf508
org.creativescala	krop-examples_3	0.9.3		7cc2323408d9bee6cb46247159d9e77d41c08fdd
org.creativescala	krop-examples_3	0.9.4		faa2b64a76ef68571c4fd199e78e14033c83021f
org.ehrbase.openehr.sdk	serialisation_conformance_test	1.17.0		55957fc6bfd6a361993aa968b19a363e15ad642b
org.ehrbase.openehr.sdk	serialisation_conformance_test	1.18.0		110e32fce4bae7a493e2045724d75b4986829a57
org.ehrbase.openehr.sdk	serialisation_conformance_test	1.19.0		de7306354b1b4b57faf522eaf45bfc3c1006c222
org.ehrbase.openehr.sdk	serialisation_conformance_test	1.20.0		afe58840de23c66d5b7713eb83247c47c0042362
org.ehrbase.openehr.sdk	serialisation_conformance_test	1.21.0		745f7d8dc4d1717ec4c6522e2972f9617362d9ea
org.ehrbase.openehr.sdk	serialisation_conformance_test	1.22.0		f16d90c5633b4c9b6a64e200d45b1ef369c9ef09
org.ehrbase.openehr.sdk	serialisation_conformance_test	1.23.0		a9432d743f3e301d7e4853f4a5c96f83c1091341
org.ehrbase.openehr.sdk	serialisation_conformance_test	1.24.0		fc7729f6fcbaafde24cb8cb53d4f3f2360edf4db
org.ehrbase.openehr.sdk	serialisation_conformance_test	1.25.0		970c05574df1b5d8428a54cd6e99bab351aa5eb8
org.ehrbase.openehr.sdk	serialisation_conformance_test	1.26.0		c281209615ff2a6f39639fccbdc47f3d29874828
org.ehrbase.openehr.sdk	serialisation_conformance_test	1.27.0		ceca554415587843fb99783d30730e2e3a33218d
org.ehrbase.openehr.sdk	serialisation_conformance_test	1.28.0		6ab458ca2e89dd48e86ed5800ce31ed628963a74
org.ehrbase.openehr.sdk	serialisation_conformance_test	1.29.0		5ecd735a092b38d540c28c4c8ea9e78a0a41fdd9
org.ehrbase.openehr.sdk	serialisation_conformance_test	1.6.0		934becf4c05b36d7eb8da36879f69668259069c2
org.ehrbase.openehr.sdk	serialisation_conformance_test	2.0.0		37d4cd3efdc52ae11a8db2994577942f0b2f9825
org.ehrbase.openehr.sdk	serialisation_conformance_test	2.1.0		e121b5535b689804f36e5656a50b8cb7e753dced
org.ehrbase.openehr.sdk	serialisation_conformance_test	2.10.0		1701d2c3492f2b891eeedc24dc7a4fa82f2974fa
org.ehrbase.openehr.sdk	serialisation_conformance_test	2.11.0		a7afe1d83b8c2661706f5d8a90375c0f1625317a
org.ehrbase.openehr.sdk	serialisation_conformance_test	2.12.0		1a3fcf2e0365279dd1c74e04e8b620ef647b284b
org.ehrbase.openehr.sdk	serialisation_conformance_test	2.13.0		974242416f309d2e3a4fa2924f8a2c44241a8f76
org.ehrbase.openehr.sdk	serialisation_conformance_test	2.14.0		38f1a55095bf04fe0e357a4c0686b5a3844da9db
org.ehrbase.openehr.sdk	serialisation_conformance_test	2.15.0		739fe2188149969aa67de9ef4025fa0bf17160e3
org.ehrbase.openehr.sdk	serialisation_conformance_test	2.16.0		8a6dfc89a8aa5cf55d954942df2d8d851b801dea
org.ehrbase.openehr.sdk	serialisation_conformance_test	2.17.0		87cc6aaaf585d00922e0eafa31b357af6d352739
org.ehrbase.openehr.sdk	serialisation_conformance_test	2.18.0		d7555844abf14dd2e4c9dce695beeca7d19e7942
