au.net.causal.maven.native-security	maven-native-security-parent	1.0		N/A
org.wso2.carbon.identity.framework	org.wso2.carbon.identity.user.store.configuration.ui	7.5.12		c4a076660bda94dee0abbfa60406fffb46988f8e
org.wso2.carbon.identity.framework	org.wso2.carbon.identity.user.store.configuration.ui	7.5.13		05f3e94907cbc05515e89bf699922b744b568cbf
org.wso2.carbon.identity.framework	org.wso2.carbon.identity.user.store.configuration.ui	7.5.14		488296c0632718819c1ac1c33314b550da77837b
org.wso2.carbon.identity.framework	org.wso2.carbon.identity.user.store.configuration.ui	7.5.15		a0b7a39bd0b29d18e2bc8aeca6f78ca322b8b7e1
org.wso2.carbon.identity.framework	org.wso2.carbon.identity.user.store.configuration.ui	7.5.16		951e7b9d3fa5b9db6a43faf5fd210ae031f175ab
org.wso2.carbon.identity.framework	org.wso2.carbon.identity.user.store.configuration.ui	7.5.17		3dd494262374ad683aa2e6a948c22af3ad8c7bda
org.wso2.carbon.identity.framework	org.wso2.carbon.identity.user.store.configuration.ui	7.5.18		88760f8352e978afbad2db2f02d550326dbc0cb1
org.wso2.carbon.identity.framework	org.wso2.carbon.identity.user.store.configuration.ui	7.5.19		aadf8e91bad0d04155375045521db3d657a1d0fa
org.wso2.carbon.identity.framework	org.wso2.carbon.identity.user.store.configuration.ui	7.5.2		07f84e42c422b858c153a55c3ba9ee52be8b4164
org.wso2.carbon.identity.framework	org.wso2.carbon.identity.user.store.configuration.ui	7.5.20		c5d919c022ab9717be3ff23f9784c77092430333
org.wso2.carbon.identity.framework	org.wso2.carbon.identity.user.store.configuration.ui	7.5.21		2ca36890a95fe4c702db38ea52c4c74c09fa34c1
org.wso2.carbon.identity.framework	org.wso2.carbon.identity.user.store.configuration.ui	7.5.22		7891e639310a853c645e185b14f9d9b0f649c176
org.wso2.carbon.identity.framework	org.wso2.carbon.identity.user.store.configuration.ui	7.5.23		bba762a0fe3d18d40f4e6378527805e275a316d9
org.wso2.carbon.identity.framework	org.wso2.carbon.identity.user.store.configuration.ui	7.5.24		abaa8c80a5d27ea1f7ccdbd845e02dd78a810ec8
org.wso2.carbon.identity.framework	org.wso2.carbon.identity.user.store.configuration.ui	7.5.25		d35ce8eeb39cf851749f27e76d58cd7855eb3a36
org.wso2.carbon.identity.framework	org.wso2.carbon.identity.user.store.configuration.ui	7.5.26		b3d1df670b179a0a3a631827948893efe11dd5a8
org.wso2.carbon.identity.framework	org.wso2.carbon.identity.user.store.configuration.ui	7.5.27		7d433ae6b31c88394becf01e282d573f9c33fe99
org.wso2.carbon.identity.framework	org.wso2.carbon.identity.user.store.configuration.ui	7.5.28		fa81ccb4e4a4a40f3ae3f20ef72347b962fca874
org.wso2.carbon.identity.framework	org.wso2.carbon.identity.user.store.configuration.ui	7.5.29		3a3eece6e9dfebc4fa71f337e2605892af2f6628
org.wso2.carbon.identity.framework	org.wso2.carbon.identity.user.store.configuration.ui	7.5.3		334721c5b3fe10f73ef1de696f590ba069ed837b
org.wso2.carbon.identity.framework	org.wso2.carbon.identity.user.store.configuration.ui	7.5.30		b571b93d8c20f7118d5ad33626caf3505f22e0c1
org.wso2.carbon.identity.framework	org.wso2.carbon.identity.user.store.configuration.ui	7.5.31		cbf0ff8bee04c99ff4d0c5f3cb65848da31fec9c
org.wso2.carbon.identity.framework	org.wso2.carbon.identity.user.store.configuration.ui	7.5.32		472180bfe5316531844e7012ac7060a3a9c5c4d2
org.wso2.carbon.identity.framework	org.wso2.carbon.identity.user.store.configuration.ui	7.5.33		baf8d19a7f6033870d50cc3f20a88f2388e0c61d
org.wso2.carbon.identity.framework	org.wso2.carbon.identity.user.store.configuration.ui	7.5.34		4e96d3a9a22d85871d1124572d4d53433e1e1cb4
org.wso2.carbon.identity.framework	org.wso2.carbon.identity.user.store.configuration.ui	7.5.35		b345216974a2aab70aaeb5b7d49ea4fcfd13df39
org.wso2.carbon.identity.framework	org.wso2.carbon.identity.user.store.configuration.ui	7.5.36		c31a28262d4d16819474843ff1234ce4cf906c48
org.wso2.carbon.identity.framework	org.wso2.carbon.identity.user.store.configuration.ui	7.5.37		ae0a8f328c8b907566ac1a4341a3ff2231128690
org.wso2.carbon.identity.framework	org.wso2.carbon.identity.user.store.configuration.ui	7.5.38		ebdbffbc942c38523d3fa7cbbef47f8d74a7c148
org.wso2.carbon.identity.framework	org.wso2.carbon.identity.user.store.configuration.ui	7.5.4		073155232ece4635dc61a16d791ba875beca86d3
org.wso2.carbon.identity.framework	org.wso2.carbon.identity.user.store.configuration.ui	7.5.5		5d1974772c49968bc345a08cc872a5dc5381f950
org.wso2.carbon.identity.framework	org.wso2.carbon.identity.user.store.configuration.ui	7.5.6		0266d1bd640bdfb76ff7d9a6cdb35f3eae7a73c9
org.wso2.carbon.identity.framework	org.wso2.carbon.identity.user.store.configuration.ui	7.5.7		679b18140a691c2f40555f6634b538e14ddd8e5d
org.wso2.carbon.identity.framework	org.wso2.carbon.identity.user.store.configuration.ui	7.5.8		78fd9c1fef69b72873193d11b549bcef150a4cae
org.wso2.carbon.identity.framework	org.wso2.carbon.identity.user.store.configuration.ui	7.5.9		c217e1289c2105bec4a570ea343b12c87926a8a4
org.wso2.carbon.identity.framework	org.wso2.carbon.identity.user.store.configuration.ui	7.6.2		afd980b3f710e5cb50bdb00193461d10d1b2e6d5
org.wso2.carbon.identity.framework	org.wso2.carbon.identity.user.store.configuration.ui	7.6.3		7dd66dcec82167735edd29e1a86667abdc879eae
org.wso2.carbon.identity.framework	org.wso2.carbon.identity.user.store.configuration.ui	7.6.4		2af34f5a4d2031ec3d00cd897b07357d7a6cbd26
org.wso2.carbon.identity.framework	org.wso2.carbon.identity.user.store.configuration.ui	7.6.5		b40f5696fd846319cb0774fbbcfcbb259c6df63c
org.wso2.carbon.identity.framework	org.wso2.carbon.identity.user.store.configuration.ui	7.6.6		0a616276da9edc5b6297a5dc8c4e31eac3c46db9
org.wso2.carbon.identity.framework	org.wso2.carbon.identity.user.store.configuration.ui	7.6.7		587b25cb0a26ad5427e3afc358839cddf29dadf4
org.wso2.carbon.identity.framework	org.wso2.carbon.identity.user.store.configuration.ui	7.7.100		e680ca3f70d978215fe46b3178bd0abf57c0775f
org.wso2.carbon.identity.framework	org.wso2.carbon.identity.user.store.configuration.ui	7.7.101		17d1bdcc2f8acf3eb8e3059a8153c1e7ce36ee6c
org.wso2.carbon.identity.framework	org.wso2.carbon.identity.user.store.configuration.ui	7.7.102		4f462dc522d8525c43d9013c5c4867738d14a378
org.wso2.carbon.identity.framework	org.wso2.carbon.identity.user.store.configuration.ui	7.7.103		155f72eab83b2f555b12cb9f2a610a1de30c7e8f
org.wso2.carbon.identity.framework	org.wso2.carbon.identity.user.store.configuration.ui	7.7.104		5345727b75982961953e00464b98f021672fceb5
org.wso2.carbon.identity.framework	org.wso2.carbon.identity.user.store.configuration.ui	7.7.105		409a5ae5cceda00e57c5664b0725e0c2ba2e468b
org.wso2.carbon.identity.framework	org.wso2.carbon.identity.user.store.configuration.ui	7.7.106		21df1d862c7affba4aa1826449d3a8af338422d8
org.wso2.carbon.identity.framework	org.wso2.carbon.identity.user.store.configuration.ui	7.7.257		a0d9004dcd0d4747c8c172961527f6bc9a75aedc
org.wso2.carbon.identity.framework	org.wso2.carbon.identity.user.store.configuration.ui	7.7.258		4a7a1726cc8e5fe938439bb0f50ba6661d9c0daf
org.wso2.carbon.identity.framework	org.wso2.carbon.identity.user.store.configuration.ui	7.7.259		85d97ceba9daf1872f27829a87b80fc9e29e96c3
org.wso2.carbon.identity.framework	org.wso2.carbon.identity.user.store.configuration.ui	7.7.260		e1f760a57ba8b01a182b5cd23c37821dfc95bc87
org.wso2.carbon.identity.framework	org.wso2.carbon.identity.user.store.configuration.ui	7.7.261		7aca810e4aae59007278f3f0c36414412145bf9a
org.wso2.carbon.identity.framework	org.wso2.carbon.identity.user.store.configuration.ui	7.7.262		fb7c5e8d01d0fc3c317529ac4a63f9bf80a6c17c
org.wso2.carbon.identity.framework	org.wso2.carbon.identity.user.store.configuration.ui	7.7.263		a5b2710d753937ffd0c65eaa5214cbfe64a77a55
org.wso2.carbon.identity.framework	org.wso2.carbon.identity.user.store.configuration.ui	7.7.264		0007155024be9badaf1e3c9ab52c2b252c96e7a3
org.wso2.carbon.identity.framework	org.wso2.carbon.identity.user.store.configuration.ui	7.7.265		c9c2bf525bc5262f141b62309cd3e67584c147ac
org.wso2.carbon.identity.framework	org.wso2.carbon.identity.user.store.configuration.ui	7.7.266		4656aef25dec99d709e6467814396474d15b4e6d
org.wso2.carbon.identity.framework	org.wso2.carbon.identity.user.store.configuration.ui	7.7.267		5e7e52498c10f1ad683de552659fa6ae95691933
org.wso2.carbon.identity.framework	org.wso2.carbon.identity.user.store.configuration.ui	7.7.268		703a8538788bd9c641e34695637776b2ea3f837e
org.wso2.carbon.identity.framework	org.wso2.carbon.identity.user.store.configuration.ui	7.7.269		8069c55e79dd66a6f9b3b8adfe0ac6a0c34990e3
org.wso2.carbon.identity.framework	org.wso2.carbon.identity.user.store.configuration.ui	7.7.74		a92a4556e55ee6fbf266f7bb866306e6aec62149
org.wso2.carbon.identity.framework	org.wso2.carbon.identity.user.store.configuration.ui	7.7.75		57272713ff1fce482be6316169b560736b94393c
org.wso2.carbon.identity.framework	org.wso2.carbon.identity.user.store.configuration.ui	7.7.76		c1427566ed0052798fd0096357ece8f423a94209
org.wso2.carbon.identity.framework	org.wso2.carbon.identity.user.store.configuration.ui	7.7.77		933820e7639add2f06f5a9069ff96189dbcb0f4c
org.wso2.carbon.identity.framework	org.wso2.carbon.identity.user.store.configuration.ui	7.7.78		ad727c342861f2f912fe639b47aba30f8dceeed8
org.wso2.carbon.identity.framework	org.wso2.carbon.identity.user.store.configuration.ui	7.7.79		246f61496aae8bee5f568e7fdea8cd8b50da198b
org.wso2.carbon.identity.framework	org.wso2.carbon.identity.user.store.configuration.ui	7.7.80		6135a358eeca8cfdea39a18443a10597a6329156
org.wso2.carbon.identity.framework	org.wso2.carbon.identity.user.store.configuration.ui	7.7.81		1a5817fbd5e462ee44a444b98fd47e2b80df6f79
org.wso2.carbon.identity.framework	org.wso2.carbon.identity.user.store.configuration.ui	7.7.82		7864038165513ece250662379945a701f8b4e645
org.wso2.carbon.identity.framework	org.wso2.carbon.identity.user.store.configuration.ui	7.7.83		7a6b356da7a2a46b757a05f90fc56675db3743cb
org.wso2.carbon.identity.framework	org.wso2.carbon.identity.user.store.configuration.ui	7.7.84		350e47eef174862cba7e82bea82159ceadbe1924
org.wso2.carbon.identity.framework	org.wso2.carbon.identity.user.store.configuration.ui	7.7.85		4ea5d7b73c4bc9640de3acf86f5afc3a097b62d8
org.wso2.carbon.identity.framework	org.wso2.carbon.identity.user.store.configuration.ui	7.7.86		11e029d5001e47b583572cb58110cf92b63d0fe2
org.wso2.carbon.identity.framework	org.wso2.carbon.identity.user.store.configuration.ui	7.7.87		85ec04dbd5c688418d42b6cebbce2cd1ee087f13
org.wso2.carbon.identity.framework	org.wso2.carbon.identity.user.store.configuration.ui	7.7.88		a1c78f960ad431ab820f0868d2b94ac06e4f69a5
org.wso2.carbon.identity.framework	org.wso2.carbon.identity.user.store.configuration.ui	7.7.89		380cc7cb0fcc5952ea58bce149e29c59e47538d6
org.wso2.carbon.identity.framework	org.wso2.carbon.identity.user.store.configuration.ui	7.7.90		53e0f8b2070b9eec7418c77202b4a263c5d65c2b
org.wso2.carbon.identity.framework	org.wso2.carbon.identity.user.store.configuration.ui	7.7.91		d9e3e5af5a08f989e68b7dcacbb418d078b79ef9
org.wso2.carbon.identity.framework	org.wso2.carbon.identity.user.store.configuration.ui	7.7.92		298ea1e807a6f5830b30cfe4dd8d47586eb79343
org.wso2.carbon.identity.framework	org.wso2.carbon.identity.user.store.configuration.ui	7.7.93		99b8890afa8a7c5578d85695e6cbae2c8f84dff3
org.wso2.carbon.identity.framework	org.wso2.carbon.identity.user.store.configuration.ui	7.7.94		4f1918d5f1e90111a4531a17b02d7d66b1206763
org.wso2.carbon.identity.framework	org.wso2.carbon.identity.user.store.configuration.ui	7.7.95		1c358b2044c4064af093e3bdd856d5ba81ba9500
org.wso2.carbon.identity.framework	org.wso2.carbon.identity.user.store.configuration.ui	7.7.96		62f5d89808638d04119d86e226f61df104c2ad15
org.wso2.carbon.identity.framework	org.wso2.carbon.identity.user.store.configuration.ui	7.7.97		42c6256ef0d7639df5689742d425c9f8d3c4ac72
org.wso2.carbon.identity.framework	org.wso2.carbon.identity.user.store.configuration.ui	7.7.98		2a0303b88e09077c187d70a7ee5f27988690100e
org.wso2.carbon.identity.framework	org.wso2.carbon.identity.user.store.configuration.ui	7.7.99		bfdd99d1633faf65b1f642befefa61591c7282da
org.wso2.carbon.identity.framework	org.wso2.carbon.identity.user.store.configuration.ui	7.8.0		f91d0dbd3061466c348af64d6c65b76447b0b9fc
org.wso2.carbon.identity.framework	org.wso2.carbon.identity.user.store.configuration.ui	7.8.1		e28f3a28395af7707b8510e4e43d73cfbb88f7c7
org.wso2.carbon.identity.framework	org.wso2.carbon.identity.user.store.configuration.ui	7.8.100		e405426aeeca5783f89a4af557d0f28560e415ab
org.wso2.carbon.identity.framework	org.wso2.carbon.identity.user.store.configuration.ui	7.8.101		202c2b57f0d958b811c35405bb7129a55e1ae3b2
org.wso2.carbon.identity.framework	org.wso2.carbon.identity.user.store.configuration.ui	7.8.102		63aa760d8967e174cc7677019704c153e0e3d210
org.wso2.carbon.identity.framework	org.wso2.carbon.identity.user.store.configuration.ui	7.8.103		a34cf576fd13f2da2cfdc0cbb1ca166d87538d83
org.wso2.carbon.identity.framework	org.wso2.carbon.identity.user.store.configuration.ui	7.8.2		07f8244cd5e46d7fec008350b06244c69e68c648
org.wso2.carbon.identity.framework	org.wso2.carbon.identity.user.store.configuration.ui	7.8.3		d3612af8aed0a35d366555e4a247ccb5b2d12bed
org.wso2.carbon.identity.framework	org.wso2.carbon.identity.user.store.configuration.ui	7.8.92		80fd064c47d66fac9e9b8c0324e50c8f10df0b8e
org.wso2.carbon.identity.framework	org.wso2.carbon.identity.user.store.configuration.ui	7.8.93		5033ade5b5bda09a9410fae20ddc472b808c4aff
org.wso2.carbon.identity.framework	org.wso2.carbon.identity.user.store.configuration.ui	7.8.94		7f01061f728d637d42146268bfc4ffbac383bf32
org.wso2.carbon.identity.framework	org.wso2.carbon.identity.user.store.configuration.ui	7.8.95		67f33ca7c2c37efd1a68698f317077bc02180804
org.wso2.carbon.identity.framework	org.wso2.carbon.identity.user.store.configuration.ui	7.8.96		a04d98c622b8bdb9d6530e3cb42aa7ec66d67bd6
org.wso2.carbon.identity.framework	org.wso2.carbon.identity.user.store.configuration.ui	7.8.97		ff5d9d5d15a9c6a83c5b9fcd04abc44639c9b460
org.wso2.carbon.identity.framework	org.wso2.carbon.identity.user.store.configuration.ui	7.8.98		843429ff0a88eaf5378485ff4f41f8fdb85fd5b5
org.wso2.carbon.identity.framework	org.wso2.carbon.identity.user.store.configuration.ui	7.8.99		539e67e05f34a794f8dca3d551ab1a3137439bb1
org.wvlet.airframe	airframe-http-finagle_2.12	0.53		1234d7c734255c39758d1d89374e87522ab139ce
org.wvlet.airframe	airframe-http-finagle_2.12	0.54		916bdb9632aa9424f283dc14279f76fc8c29817a
org.wvlet.airframe	airframe-http-finagle_2.12	0.55		feba45a0266c9b9a7a08bee1d9150058191e1e02
org.wvlet.airframe	airframe-http-finagle_2.12	0.56		ff08f52ae2761d79701ada17614a79bd62886729
org.wvlet.airframe	airframe-http-finagle_2.12	0.57		3e3630afe395713451afed32b0d4bf9423539ea0
org.wvlet.airframe	airframe-http-finagle_2.12	0.58		006a65f8af3f1292cfa1376515106edce40384ac
org.wvlet.airframe	airframe-http-finagle_2.12	0.59		fd8fc0f71e2976152d7aeae21430d5b6fac92c43
org.wvlet.airframe	airframe-http-finagle_2.12	0.60		9e8a6cf0a074b3a74931a88aa18c41c3d7edbe5e
org.wvlet.airframe	airframe-http-finagle_2.12	0.61		29c6aa3e2aed917d07f9b694ef05b35a18347bc1
org.wvlet.airframe	airframe-http-finagle_2.12	0.62		11400d367c1d92600c14eea8ef7f8b0930514d03
org.wvlet.airframe	airframe-http-finagle_2.12	0.63		af056f96add07decb188bdce0be023b415162be1
org.wvlet.airframe	airframe-http-finagle_2.12	0.64		58b66d132c1a53dd56ab356450ffff5e16f13c0c
org.wvlet.airframe	airframe-http-finagle_2.12	0.65		c7d420720d4904de27426c76dfd1d9a29d81fc02
org.wvlet.airframe	airframe-http-finagle_2.12	0.66		241c53c31633788f3d0e7596cf0260ca66c9110d
org.wvlet.airframe	airframe-http-finagle_2.12	0.67		5f884508ec930585f8d44e5f6b21e288a1b68cc7
org.wvlet.airframe	airframe-http-finagle_2.12	0.68		dd09b36a9b35fec48303d5fb7bc52ee1bfe15d3c
org.wvlet.airframe	airframe-http-finagle_2.12	0.69		50ae9a102190fc4aedfc0f0faf464c8d4cff04dc
org.wvlet.airframe	airframe-http-finagle_2.12	0.70		06c6094222d45df6f3a8f69a27b88638c9d532af
org.wvlet.airframe	airframe-http-finagle_2.12	0.71		5c249ae23bcd59f7fa406a6a17b25657586bced9
org.wvlet.airframe	airframe-http-finagle_2.12	0.72		207024e65d7cb75b50044a9052fca677f5f7f315
org.wvlet.airframe	airframe-http-finagle_2.12	0.73		d90d0c3be03654f18f0e86deb265f18a367bfa78
org.wvlet.airframe	airframe-http-finagle_2.12	0.74		662db8871b8d14d46f7d0ed93c082c28b588ceb5
org.wvlet.airframe	airframe-http-finagle_2.12	0.75		7f3558c8f7c312f63762a9a34bed1c686d4883f9
org.wvlet.airframe	airframe-http-finagle_2.12	0.76		73c652b6bdcb3691cee6c77235e842153585ebc3
org.wvlet.airframe	airframe-http-finagle_2.12	0.77		7bce92fb2af24b93d19f737d6345bc00db516bed
org.wvlet.airframe	airframe-http-finagle_2.12	0.78		44eec1f6311b77cff4fa421ea56ac147b37ef5cc
org.wvlet.airframe	airframe-http-finagle_2.12	0.79		0d2ec3c163b01096352d92f6989a9dfae0c81adb
org.wvlet.airframe	airframe-http-finagle_2.12	0.80		c33c0a9d48d9f395ad5aeac8eebcf50930a0784f
org.wvlet.airframe	airframe-http-finagle_2.12	19.10.0		2aad905e8fe2ecc0d75f5909b46fe55ed88c0115
org.wvlet.airframe	airframe-http-finagle_2.12	19.10.1		7fe4e634cf123325ec76f249b4ba72419246d1aa
org.wvlet.airframe	airframe-http-finagle_2.12	19.11.0		123b895f461d7e120bd60da374bf326e98d44212
org.wvlet.airframe	airframe-http-finagle_2.12	19.11.1		11695c4ec1bd8033f6d89fa0eb30174c3dedb6df
org.wvlet.airframe	airframe-http-finagle_2.12	19.11.2		9f68f24f107df6238842ce121d0dd32c35c117bf
org.wvlet.airframe	airframe-http-finagle_2.12	19.12.0		5a99a18dbf7962c27631e67bf249d7de0052c99b
org.wvlet.airframe	airframe-http-finagle_2.12	19.12.3		c52111b48d005f817b94a33ec480e8d9cd1c3891
org.wvlet.airframe	airframe-http-finagle_2.12	19.12.4		d374b22b85f91eaaec3e91fad220de60f73aa390
org.wvlet.airframe	airframe-http-finagle_2.12	19.2.0		4d55d53e4b124b09df9fd5a9d689509b7fb264b8
org.wvlet.airframe	airframe-http-finagle_2.12	19.2.1		216784955472ab9ed0abb0d3c5dbdc5d4c96086b
org.wvlet.airframe	airframe-http-finagle_2.12	19.3.0		bf01ad482f776e351cc55b5e9b8e5262d950ec05
org.wvlet.airframe	airframe-http-finagle_2.12	19.3.1		2175554f009059e68f11e339d97eb9b2b74bc9b7
org.wvlet.airframe	airframe-http-finagle_2.12	19.3.2		bcd98f71efb88f783d8bb3bc82d3ec7be798c8db
org.wvlet.airframe	airframe-http-finagle_2.12	19.3.3		323b1a30224848d793d34237c3cb27fa84ce9eb5
org.wvlet.airframe	airframe-http-finagle_2.12	19.3.4		d00361846816af34e24bf2169232eeeba8b5864b
org.wvlet.airframe	airframe-http-finagle_2.12	19.3.5		95af21c29b8e7521e533e2d5f7a46ae34d3f496b
org.wvlet.airframe	airframe-http-finagle_2.12	19.3.6		e0206ae082c8ed5744b03c318d5fe615108b5770
org.wvlet.airframe	airframe-http-finagle_2.12	19.3.7		4b9cd9586667fe89af4c966a2f77a82349ccaed8
org.wvlet.airframe	airframe-http-finagle_2.12	19.4.0		ff59216b05c4bda52218b38704e89891c3224326
org.wvlet.airframe	airframe-http-finagle_2.12	19.4.1		72ec602a12eea3d1014005da3002f563ac8f5a58
org.wvlet.airframe	airframe-http-finagle_2.12	19.4.2		8082745e13700c8767ee260b7e05015a21d89a4f
org.wvlet.airframe	airframe-http-finagle_2.12	19.5.0		18f881f0887114a0318044cf31ee3354a4515abf
org.wvlet.airframe	airframe-http-finagle_2.12	19.5.1		f45af94fc46d2ae17cb5713c6d6438e622ace007
org.wvlet.airframe	airframe-http-finagle_2.12	19.5.2		a34876f22d335c05a261cbe30ac84384b09beb13
org.wvlet.airframe	airframe-http-finagle_2.12	19.6.0		97459cb71ce7c5d4aa4390305520728bbb9b6c36
org.wvlet.airframe	airframe-http-finagle_2.12	19.6.1		f410d71c9d2828749184f3e8ebb05c9374f3abec
org.wvlet.airframe	airframe-http-finagle_2.12	19.7.0		b6def0b125fa1938fe56a69c69ac6ecb8385f0ef
org.wvlet.airframe	airframe-http-finagle_2.12	19.7.1		69b97bb2b56379d1c5df5d4c899b4c10b7e73e34
org.wvlet.airframe	airframe-http-finagle_2.12	19.7.2		0ef3d0b8c430f566e2288d8de338f9aad1fd301e
org.wvlet.airframe	airframe-http-finagle_2.12	19.7.3		558c7cbc5080afbe70f9b0e01415b43f676dfc4a
org.wvlet.airframe	airframe-http-finagle_2.12	19.7.4		abf7c6df45f0553a8ab5ddc1b8d68311a2c81893
org.wvlet.airframe	airframe-http-finagle_2.12	19.7.5		fd344534498b64e646616473ae2d0d6b58299037
org.wvlet.airframe	airframe-http-finagle_2.12	19.7.6		aeeecbbba4bc45f1e70864900c10e776a603f932
org.wvlet.airframe	airframe-http-finagle_2.12	19.8.0		2bbffd314ca5633d5b16c8afc10ba6117a7db341
org.wvlet.airframe	airframe-http-finagle_2.12	19.8.1		115fc62f3fb66fa65ce72dd95027bf33c26651bd
org.wvlet.airframe	airframe-http-finagle_2.12	19.8.10		fae30347bbbf440fd3351ce39c820c3c7c0bca89
org.wvlet.airframe	airframe-http-finagle_2.12	19.8.2		d1f0eab7c449392c27b04d92e834917e4f4fe4c1
org.wvlet.airframe	airframe-http-finagle_2.12	19.8.3		29f13798226987127d94bd7b5892d46690ac1445
org.wvlet.airframe	airframe-http-finagle_2.12	19.8.4		8aa0fa6057c50110e44531359b854d644cc7e35d
org.wvlet.airframe	airframe-http-finagle_2.12	19.8.5		17c57e58e43312e50b86cb8e0e4ba1b8094313d9
org.wvlet.airframe	airframe-http-finagle_2.12	19.8.6		01207b1897dea453c8e7e9d4d963445550838097
org.wvlet.airframe	airframe-http-finagle_2.12	19.8.7		7e827cf0b12d810b03f289eef747f6c5ba4e7e15
org.wvlet.airframe	airframe-http-finagle_2.12	19.8.8		659d983ebfbc3ee3a769ffc8584bb46fc14d6cc7
org.wvlet.airframe	airframe-http-finagle_2.12	19.8.9		3de7bf56b7f72fcf2334f9406aa1ce9971349a64
org.wvlet.airframe	airframe-http-finagle_2.12	19.9.0		e9742fa53916e8ada006ccc05666d514be8b60c8
org.wvlet.airframe	airframe-http-finagle_2.12	19.9.1		a3c0ddfa4c8b1016dc5f8b825fede940bc1b06a1
org.wvlet.airframe	airframe-http-finagle_2.12	19.9.2		7ea4156d456a1577ede116201cfff91ade211307
org.wvlet.airframe	airframe-http-finagle_2.12	19.9.3		b236a2f8b137d101f1828c0ab18f212820615049
org.wvlet.airframe	airframe-http-finagle_2.12	19.9.4		9a847980c8e5b17e8b8fc3ac3545590ff2156667
org.wvlet.airframe	airframe-http-finagle_2.12	19.9.5		6bc7b76938d3c54f796bad0985bf9fc679103fb4
org.wvlet.airframe	airframe-http-finagle_2.12	19.9.6		b3b7ad3b51fed58959181bef374487b43529a559
org.wvlet.airframe	airframe-http-finagle_2.12	19.9.7		d1368a34f1a1ab2ba5c0eeaa01b31397a9e5263f
org.wvlet.airframe	airframe-http-finagle_2.12	19.9.8		5e2f40fb9929a355d213d2968cd1d4185b60c065
org.wvlet.airframe	airframe-http-finagle_2.12	19.9.9.1		391a38c6d018d47d4acfe8e2372c87484867be82
org.wvlet.airframe	airframe-http-finagle_2.12	19.9.9.2		1bff78e172b600c1ddf5aa4359a4429c7927f173
org.wvlet.airframe	airframe-http-finagle_2.12	20.1.0		ad90373f95a8f8fd8c88c398be2682c00d1d3782
org.wvlet.airframe	airframe-http-finagle_2.12	20.1.1		1f677512420d4be44e72dcb242bf658729fbd666
org.wvlet.airframe	airframe-http-finagle_2.12	20.1.2		c5c8ecfac634757055a607b85a7853299818ef9c
org.wvlet.airframe	airframe-http-finagle_2.12	20.1.3		419c7d07058bef8cd386e0fb5a31cb953c7ec6a0
org.wvlet.airframe	airframe-http-finagle_2.12	20.10.0		caff50ec8d6d60ca40c91c4a5086b11157ad1fd1
org.wvlet.airframe	airframe-http-finagle_2.12	20.10.1		bb81fc00d78e2f0698ae9b477902c1ea1f1ceab9
org.wvlet.airframe	airframe-http-finagle_2.12	20.10.2		13b8461ae536e8769018cf1526ca0d5e46e9674c
org.wvlet.airframe	airframe-http-finagle_2.12	20.10.3		5284e26b13383e621771885a64434e8ad9e9b28a
org.wvlet.airframe	airframe-http-finagle_2.12	20.11.0		d6dbc99e6ba33e96e25c087f9c9be65f2588c96c
org.wvlet.airframe	airframe-http-finagle_2.12	20.12.0		4de209c7dcb91b324cb9b5e3775916f2d04360a7
org.wvlet.airframe	airframe-http-finagle_2.12	20.12.1		d1e7233874d759c3695564cc983b8feddc85d509
org.wvlet.airframe	airframe-http-finagle_2.12	20.12.2		8c0fac0ce1628ed1139086be838aec4636abe73d
org.wvlet.airframe	airframe-http-finagle_2.12	20.2.0		140957df954bef72ba70b6e969c10afd34aa82e0
org.wvlet.airframe	airframe-http-finagle_2.12	20.2.1		cc81dfddf403c04c296c6a50b2e8414c237f4588
org.wvlet.airframe	airframe-http-finagle_2.12	20.3.0		3045f51bad954466351bc147f9b1eac1e7e3f3ed
org.wvlet.airframe	airframe-http-finagle_2.12	20.3.1		16a16d217ff144bb703efcfe21f91640b06380f2
org.wvlet.airframe	airframe-http-finagle_2.12	20.3.2		c90a4f88e2f532482ae458e9722475d72ccf7184
org.wvlet.airframe	airframe-http-finagle_2.12	20.3.3		3f210868a2da901fed595e12ad88f4980027602b
org.wvlet.airframe	airframe-http-finagle_2.12	20.4.0		59c1b9dc94ac36e1b2fb9e610759256723c63211
org.wvlet.airframe	airframe-http-finagle_2.12	20.4.1		37e51263a75cb0eec03159344ab1ddb7db6d91f7
org.wvlet.airframe	airframe-http-finagle_2.12	20.5.0		39473766dcc2c1e3107f17071502e8f8a9348410
org.wvlet.airframe	airframe-http-finagle_2.12	20.5.1		a626cb68f831ca879e6ea07bc0f16d173e8ca869
org.wvlet.airframe	airframe-http-finagle_2.12	20.5.2		92bfa46e54d6c162c099f916347dc6f7a8e728c8
org.wvlet.airframe	airframe-http-finagle_2.12	20.6.0		25be4001ec76d845d71b4e179d2da3163f69b2e7
org.wvlet.airframe	airframe-http-finagle_2.12	20.6.1		1fbecec2dde37d5fdec9a2e5771d180d779b93b0
org.wvlet.airframe	airframe-http-finagle_2.12	20.6.2		7e1aab9bcdf0c587fe9070971ea0c3bfd8f0cdea
org.wvlet.airframe	airframe-http-finagle_2.12	20.7.0		558ae37a375bc17b90e25a369ce067fa358394bd
org.wvlet.airframe	airframe-http-finagle_2.12	20.8.0		eb79f19b03a58a30669c8feb7b80e49c1e137f2f
