ai.yda-framework	channel-shared	0.1.0		037f482a2bb44e1ec59f4de57a4fe95e7bc5ab9d
org.eclipse.jgit	org.eclipse.jgit.http.apache	5.8.0.202006091008-r		bc241ab161163dc47e02f81e1bf6751f4bd2e164
org.eclipse.jgit	org.eclipse.jgit.http.apache	5.8.1.202007141445-r		5bac6381b910d51a2925a749bbe58e9eb50ddfb2
org.eclipse.jgit	org.eclipse.jgit.http.apache	5.9.0.202009080501-r		1b891a9c3a3f69a0beae2b4e5c85d1483aafd973
org.eclipse.jgit	org.eclipse.jgit.http.apache	6.0.0.202111291000-r		c006cfa26469b1e58592fa736161de234fd136b3
org.eclipse.jgit	org.eclipse.jgit.http.apache	6.1.0.202203080745-r		384c493fadce64d74dc882cd4c2bcf613e58eeae
org.eclipse.jgit	org.eclipse.jgit.http.apache	6.10.0.202406032230-r		7c32b736e945619004777e440db294bf54d778ee
org.eclipse.jgit	org.eclipse.jgit.http.apache	6.2.0.202206071550-r		be77804d58aa59d52e94cea7286771a19b9ab21a
org.eclipse.jgit	org.eclipse.jgit.http.apache	6.3.0.202209071007-r		01c8060282596c54ae6af96acf40e493bb97854c
org.eclipse.jgit	org.eclipse.jgit.http.apache	6.4.0.202211300538-r		e924c7d36927f68df6ed4c3cabc57980a99f0157
org.eclipse.jgit	org.eclipse.jgit.http.apache	6.5.0.202303070854-r		cc860f9427affe93e42b1dedc4de074cac6cf6d8
org.eclipse.jgit	org.eclipse.jgit.http.apache	6.6.0.202305301015-r		f19f652c7262787d0af30e94fced60096933b04c
org.eclipse.jgit	org.eclipse.jgit.http.apache	6.6.1.202309021850-r		73230965ceee4d9382021ba37d99e4720b1998ba
org.eclipse.jgit	org.eclipse.jgit.http.apache	6.7.0.202309050840-r		1a85739e75cc4b53196107e577a88147fd87bbeb
org.eclipse.jgit	org.eclipse.jgit.http.apache	6.8.0.202311291450-r		5d755dffbdbd2f6431d77186932a4c4669fdb270
org.eclipse.jgit	org.eclipse.jgit.http.apache	6.9.0.202403050737-r		d3088a338c2b8ebabd9debba7b35aa386663590d
org.eclipse.jgit	org.eclipse.jgit.http.apache	7.0.0.202409031743-r		e6fe46725d6da148d1134dca0246445ad02ea4ec
org.eclipse.jgit	org.eclipse.jgit.http.apache	7.1.0.202411261347-r		06116483cc3d1fd632d44a67f0da274c63d88454
org.eclipse.jgit	org.eclipse.jgit.http.apache	7.2.0.202503040940-r		21bef66650c6bafb2a89d7d31fe4173705f1d9fc
org.eclipse.jgit	org.eclipse.jgit.http.apache	7.2.1.202505142326-r		ec8b23449e80df4b0c92e65425eecb868ca220e4
org.eclipse.rdf4j	rdf4j-queryresultio-sparqlxml	1.0		c529cc1216e74fc4036b708986d6d5a85ce8b3e9
org.eclipse.rdf4j	rdf4j-queryresultio-sparqlxml	1.0.1		0e11628121a5f6c3a48152d3f1050ed746d5aa7c
org.eclipse.rdf4j	rdf4j-queryresultio-sparqlxml	1.0.2		fbad0254ef4121c16e5c70489fb2b302542fcdec
org.eclipse.rdf4j	rdf4j-queryresultio-sparqlxml	1.0.3		019321d7aaccdf9351683703d321904960530b99
org.eclipse.rdf4j	rdf4j-queryresultio-sparqlxml	1.0M1		13bb413c04add29a218a59f580103a4bfbbca21b
org.eclipse.rdf4j	rdf4j-queryresultio-sparqlxml	1.0M2		f2a55791aa75bd016cd6b9f0e0fd0ff11d3b0354
org.eclipse.rdf4j	rdf4j-queryresultio-sparqlxml	1.0M3		eeef6e2e45c05b1f29372f5c0263414f9efa79bf
org.eclipse.rdf4j	rdf4j-queryresultio-sparqlxml	2.0		094162720b2b5e1e0577a377dc48485f70773959
org.eclipse.rdf4j	rdf4j-queryresultio-sparqlxml	2.0.1		c4b53054fa03416ada8458774899d6879f302e99
org.eclipse.rdf4j	rdf4j-queryresultio-sparqlxml	2.0.2		7fab0d79f87f99bb55a9ac66630c93fa192e4984
org.eclipse.rdf4j	rdf4j-queryresultio-sparqlxml	2.0.3		898c5d41687de42634033455f4d5e437995572fe
org.eclipse.rdf4j	rdf4j-queryresultio-sparqlxml	2.0M1		81979f70799739ab27b924f6673aec0bdae30c81
org.eclipse.rdf4j	rdf4j-queryresultio-sparqlxml	2.0M2		23b5239016a1ef9670ea3f3cae14b0dc1247ea22
org.eclipse.rdf4j	rdf4j-queryresultio-sparqlxml	2.0M3		30b9b9b55271722639727b5e4a630ff64f0ff43b
org.eclipse.rdf4j	rdf4j-queryresultio-sparqlxml	2.0M4		2f289f21ea881a9a9ceb00311d6689edb48fe422
org.eclipse.rdf4j	rdf4j-queryresultio-sparqlxml	2.1		849412cafac8f5a864fcd884cd5d0994e608c7c3
org.eclipse.rdf4j	rdf4j-queryresultio-sparqlxml	2.1.1		bb240d2844daf102c141df8d061097a9729bf080
org.eclipse.rdf4j	rdf4j-queryresultio-sparqlxml	2.1.2		a39f2e211b78cc09255a62b2acbbbbe577991f1e
org.eclipse.rdf4j	rdf4j-queryresultio-sparqlxml	2.1.3		50fee8276d1866caf3de07f0e055780ade7c8394
org.eclipse.rdf4j	rdf4j-queryresultio-sparqlxml	2.1.4		f6a26ececc585f6ff101abb970acde5a2fa8d913
org.eclipse.rdf4j	rdf4j-queryresultio-sparqlxml	2.1.5		486f4b58c952cba6ebd0bad7560839a55d64347f
org.eclipse.rdf4j	rdf4j-queryresultio-sparqlxml	2.1.6		fce253dbc1383b44d6e381cc5a5070775c8aecca
org.eclipse.rdf4j	rdf4j-queryresultio-sparqlxml	2.2		84da8ec8bab1f2256d4f03aeea8d99d09b687884
org.eclipse.rdf4j	rdf4j-queryresultio-sparqlxml	2.2.1		fd3063740dc89f6cd8f68e50d973114a203f58d0
org.eclipse.rdf4j	rdf4j-queryresultio-sparqlxml	2.2.2		1750f817f4c0e8ece844e480aacc1eadc48ffde5
org.eclipse.rdf4j	rdf4j-queryresultio-sparqlxml	2.2.3		5de0cfdf884c8b5da231f4d7baf0af5ce94b9a43
org.eclipse.rdf4j	rdf4j-queryresultio-sparqlxml	2.2.4		8ed99a2c96399f82163a64ed19e51137f8a92e6e
org.eclipse.rdf4j	rdf4j-queryresultio-sparqlxml	2.3-M1		86893473d18e84877e92201139073b31f3af9db7
org.eclipse.rdf4j	rdf4j-queryresultio-sparqlxml	2.3.0		64dcf53c3303f24ddc8e741b5ffce566f048c0b1
org.eclipse.rdf4j	rdf4j-queryresultio-sparqlxml	2.3.0-M2		5ca5b84d17112f0a477b311b4570ba411574b952
org.eclipse.rdf4j	rdf4j-queryresultio-sparqlxml	2.3.1		e1892c951bd6f2b5baef35301c74e7bf76e7f190
org.eclipse.rdf4j	rdf4j-queryresultio-sparqlxml	2.3.2		153f67ce1d628d6c7116169a240af2e72ab16f0c
org.eclipse.rdf4j	rdf4j-queryresultio-sparqlxml	2.3.3		3fe60e335fdca15504515199f868d8839b74a140
org.eclipse.rdf4j	rdf4j-queryresultio-sparqlxml	2.4.0		5ef51b6af190b6ffcdf5ce962b57fa2e5ef8abea
org.eclipse.rdf4j	rdf4j-queryresultio-sparqlxml	2.4.0-M1		b4153f602c68fed227997def77026d421c59573a
org.eclipse.rdf4j	rdf4j-queryresultio-sparqlxml	2.4.0-M2		dc2f81d82c54d809000288ab490a15a8e96d5dbf
org.eclipse.rdf4j	rdf4j-queryresultio-sparqlxml	2.4.0-M3		3f9b21096eadcf913bf964f6a205fdbfd58d3cde
org.eclipse.rdf4j	rdf4j-queryresultio-sparqlxml	2.4.1		f0d2b65cd48cc70b1bcd09738d3e74434aca4860
org.eclipse.rdf4j	rdf4j-queryresultio-sparqlxml	2.4.2		24d31ad88790f6790d9adfb233d50e34580c12b1
org.eclipse.rdf4j	rdf4j-queryresultio-sparqlxml	2.4.3		b3523352aec30fb27186de4aa99e6ce18b88a461
org.eclipse.rdf4j	rdf4j-queryresultio-sparqlxml	2.4.4		f3a45903748d954424f9b914373e1de6a4c55424
org.eclipse.rdf4j	rdf4j-queryresultio-sparqlxml	2.4.5		5ea37b9d3a8fd39077f5228b96c2e039fecfef92
org.eclipse.rdf4j	rdf4j-queryresultio-sparqlxml	2.4.6		f414d939a09738e11c7c2728de5814b18b03a120
org.eclipse.rdf4j	rdf4j-queryresultio-sparqlxml	2.5.0		047e5801c9e0bd1e6758829117f58b5b5804e08a
org.eclipse.rdf4j	rdf4j-queryresultio-sparqlxml	2.5.0-M1		9b4520c736a7546e7a62f278d78574b0a6515f6c
org.eclipse.rdf4j	rdf4j-queryresultio-sparqlxml	2.5.0-M2		c33e334943aee5b8e0e7be19f954110bcf856b09
org.eclipse.rdf4j	rdf4j-queryresultio-sparqlxml	2.5.1		b55039805c424c08b586d0f520d135f28698eddb
org.eclipse.rdf4j	rdf4j-queryresultio-sparqlxml	2.5.2		1b4c425a9a23a046aa98ea435cd1afd66b83b5b4
org.eclipse.rdf4j	rdf4j-queryresultio-sparqlxml	2.5.3		e0f864d72f6d1437d4ca8a53014af7eac431885f
org.eclipse.rdf4j	rdf4j-queryresultio-sparqlxml	2.5.4		0225b1269f796bd20845a81d677c840d24f4e4f7
org.eclipse.rdf4j	rdf4j-queryresultio-sparqlxml	2.5.5		5ed24c815da7085e56614c0dd77d2bfe2bc15393
org.eclipse.rdf4j	rdf4j-queryresultio-sparqlxml	3.0.0		929f37b3048e43a1e70a02bdfdbf656f00059308
org.eclipse.rdf4j	rdf4j-queryresultio-sparqlxml	3.0.0-M1		91368f5c4fb24f7622d9fbc9a7659334b9815ad6
org.eclipse.rdf4j	rdf4j-queryresultio-sparqlxml	3.0.0-M2		e07ddf26d660a5160b954ce09ed11f2431ed0089
org.eclipse.rdf4j	rdf4j-queryresultio-sparqlxml	3.0.1		89b6fc652e1d550eca6fa33e68a2491d8f5504f2
org.eclipse.rdf4j	rdf4j-queryresultio-sparqlxml	3.0.2		4d3963f8a91e49707fae9bea03c1ce67c3adff38
org.eclipse.rdf4j	rdf4j-queryresultio-sparqlxml	3.0.3		ab25d129a37bae2894641cf0271d6f9d39002d7e
org.eclipse.rdf4j	rdf4j-queryresultio-sparqlxml	3.0.4		68e3098655330fde6f2fd54295d4191c794ed244
org.eclipse.rdf4j	rdf4j-queryresultio-sparqlxml	3.1.0		d63c2b4dbe0cba546d40754dd1435c1714a56e44
org.eclipse.rdf4j	rdf4j-queryresultio-sparqlxml	3.1.0-M1		1954730661541c8cf1e0edfe65906a291b3bf607
org.eclipse.rdf4j	rdf4j-queryresultio-sparqlxml	3.1.0-M2		91681f4f9f6efe845e2c9f6dc66723719bac71b2
org.eclipse.rdf4j	rdf4j-queryresultio-sparqlxml	3.1.1		f874bf2f525e69ae187624f2cbaa4d9df1699454
org.eclipse.rdf4j	rdf4j-queryresultio-sparqlxml	3.1.2		f989b2cfd58c2c34a57b5354e9937a125b5edbad
org.eclipse.rdf4j	rdf4j-queryresultio-sparqlxml	3.1.3		21d212eb2defb586e5d2453c10c03a996befa2b2
org.eclipse.rdf4j	rdf4j-queryresultio-sparqlxml	3.1.4		225dd976c14d5614619215fb3e56e93a259526fe
org.eclipse.rdf4j	rdf4j-queryresultio-sparqlxml	3.2.0		95cc365b1b20983f9f313db1282ccc1b05ab566b
org.eclipse.rdf4j	rdf4j-queryresultio-sparqlxml	3.2.0-M1		e8cbd70553ea3588ea451f5192346ef1fb773ce2
org.eclipse.rdf4j	rdf4j-queryresultio-sparqlxml	3.2.0-M2		9b57aab9f105851b92aa47dd569b75a8758739ea
org.eclipse.rdf4j	rdf4j-queryresultio-sparqlxml	3.2.1		7952917fbf7c63a7b060b783217c4a5e6121c191
org.eclipse.rdf4j	rdf4j-queryresultio-sparqlxml	3.2.2		d5e2b36ce71c9947c2ab44bfcf632563ce1635f7
org.eclipse.rdf4j	rdf4j-queryresultio-sparqlxml	3.2.3		e178df5846312b21ae82de38fff119f323b248f5
org.eclipse.rdf4j	rdf4j-queryresultio-sparqlxml	3.3.0		7841e0c0546a96b069630ed5a45ee369df9b5ca2
org.eclipse.rdf4j	rdf4j-queryresultio-sparqlxml	3.3.0-M1		5335d4f88b4f42e11749dbbcfa45f3c0f6925133
org.eclipse.rdf4j	rdf4j-queryresultio-sparqlxml	3.3.0-M2		62054af5ef173bfeb57c2975c95566b6549bf60c
org.eclipse.rdf4j	rdf4j-queryresultio-sparqlxml	3.3.1		5a927ff689ce4e096a45268bef9d7f4772a20eb5
org.eclipse.rdf4j	rdf4j-queryresultio-sparqlxml	3.4.0		b1e3359877367448c47af959c27696969afb5a9b
org.eclipse.rdf4j	rdf4j-queryresultio-sparqlxml	3.4.1		5716ae094131fdc7d2b2d59e48d78a87ba82af2f
org.eclipse.rdf4j	rdf4j-queryresultio-sparqlxml	3.4.2		197c32ce0a9916145aad602f4764eef3136d4a0c
org.eclipse.rdf4j	rdf4j-queryresultio-sparqlxml	3.4.3		ff7d4360d510ea1c3a7dc7095c740823516e8687
org.eclipse.rdf4j	rdf4j-queryresultio-sparqlxml	3.4.4		6df08517527e1cf2cfe3db5168dd9715674778be
org.eclipse.rdf4j	rdf4j-queryresultio-sparqlxml	3.5.0		c11f1aa61c1576c9e7cbb837cc7b30e0151eedcb
org.eclipse.rdf4j	rdf4j-queryresultio-sparqlxml	3.5.0-M1		41d291367af22c44826c0bd5f6f3f09ba53e80da
org.eclipse.rdf4j	rdf4j-queryresultio-sparqlxml	3.5.1		ee9935d49d6859c57048b38946e22d69080b38a9
org.eclipse.rdf4j	rdf4j-queryresultio-sparqlxml	3.6.0		c9eccb66b528c02848dd8b587a3c8a648c3e1334
org.eclipse.rdf4j	rdf4j-queryresultio-sparqlxml	3.6.0-M1		04a4a971c5296b39530c9472d11752f6dcc59c0a
org.eclipse.rdf4j	rdf4j-queryresultio-sparqlxml	3.6.0-M2		8ec13a2972daa207ee504a5dce91501841dbe599
org.eclipse.rdf4j	rdf4j-queryresultio-sparqlxml	3.6.0-M3		3c98781d21261966d5bbd40f3024eee67a715393
org.eclipse.rdf4j	rdf4j-queryresultio-sparqlxml	3.6.1		4dacb353d8ecc11ae76d53d13cdcf8e64c308e1a
org.eclipse.rdf4j	rdf4j-queryresultio-sparqlxml	3.6.2		553f3f51d1a9041e1e14a51f442333f8397a7367
org.eclipse.rdf4j	rdf4j-queryresultio-sparqlxml	3.6.3		24577ec2c143dec5d5aff72ea089f7df0fe21195
org.eclipse.rdf4j	rdf4j-queryresultio-sparqlxml	3.7.0		5ace4925dfbfbe6d5d99431470079927f4c65235
org.eclipse.rdf4j	rdf4j-queryresultio-sparqlxml	3.7.1		2b78fe2d9c5402a5fa850af3d6ec7ffacf23427b
org.eclipse.rdf4j	rdf4j-queryresultio-sparqlxml	3.7.2		adb618ed7725f60e448fbd706a70e61c36eb73d1
org.eclipse.rdf4j	rdf4j-queryresultio-sparqlxml	3.7.3		54aab407bd178f9dd854b7900a21bcd8385a695a
org.eclipse.rdf4j	rdf4j-queryresultio-sparqlxml	3.7.4		e0f899eba9a8ad2198916a7a44e5975bd78bbdf1
org.eclipse.rdf4j	rdf4j-queryresultio-sparqlxml	3.7.5		fa8f044ac6ebdf17892cc8b3dbe37d845463953d
org.eclipse.rdf4j	rdf4j-queryresultio-sparqlxml	3.7.6		3493201fdf6af92455c27eddafecb7fa877aaf9b
org.eclipse.rdf4j	rdf4j-queryresultio-sparqlxml	3.7.7		976994c8b83e349eb33020d540a87a55358b3634
org.eclipse.rdf4j	rdf4j-queryresultio-sparqlxml	4.0.0		97e88844c7152fe33a8a362487c3c11a76e471cc
org.eclipse.rdf4j	rdf4j-queryresultio-sparqlxml	4.0.0-M1		72b3bb753ace6e1c415836a13585c69629e487b3
org.eclipse.rdf4j	rdf4j-queryresultio-sparqlxml	4.0.0-M2		301fc0e278b172e3f4733214e99e47ff1de2d657
org.eclipse.rdf4j	rdf4j-queryresultio-sparqlxml	4.0.0-M3		118a3470d945ecffb4e5b99762765f478dbfed44
org.eclipse.rdf4j	rdf4j-queryresultio-sparqlxml	4.0.1		ffbbacd12fbc2e24de2d729805016ccaa1f805ea
org.eclipse.rdf4j	rdf4j-queryresultio-sparqlxml	4.0.2		7c0019a7964618a46c60ec8eef5a77e35004df33
org.eclipse.rdf4j	rdf4j-queryresultio-sparqlxml	4.0.3		b8c842402a0435f2ed7a5ee456f09f0b0af5433e
org.eclipse.rdf4j	rdf4j-queryresultio-sparqlxml	4.0.4		8867b8c31c79f9c66b6d041d84a413ed0c578e6f
org.eclipse.rdf4j	rdf4j-queryresultio-sparqlxml	4.0.5		d83a5689cdc5989c0c10fbbb378263504eefb06a
org.eclipse.rdf4j	rdf4j-queryresultio-sparqlxml	4.1.0		8a13b6d75da1539414ff50110f664730de42fd84
org.eclipse.rdf4j	rdf4j-queryresultio-sparqlxml	4.1.0-M1		f0f5c300cea21eb488813811c8294913871fb810
org.eclipse.rdf4j	rdf4j-queryresultio-sparqlxml	4.1.1		82a6b53d99ac93ffee92ddd01cf499c29b1d70fc
org.eclipse.rdf4j	rdf4j-queryresultio-sparqlxml	4.1.2		49823918a5c2068482743d3259e0ce00e8719ab3
org.eclipse.rdf4j	rdf4j-queryresultio-sparqlxml	4.1.3		4805f5cf97ab073c3ca84d4e7a28786ade983381
org.eclipse.rdf4j	rdf4j-queryresultio-sparqlxml	4.2.0		e2fb2e483b689d2846d12379917df874a1108dcc
org.eclipse.rdf4j	rdf4j-queryresultio-sparqlxml	4.2.1		ce55ebcdacc295527299d74ba74857a51df20531
org.eclipse.rdf4j	rdf4j-queryresultio-sparqlxml	4.2.2		6e4c8eea494928fa6b0846d892ad2570ea786fa8
org.eclipse.rdf4j	rdf4j-queryresultio-sparqlxml	4.2.3		5799ef859335c60b57a63abb5bf16218d56f2060
org.eclipse.rdf4j	rdf4j-queryresultio-sparqlxml	4.2.4		e176c75197891448ad9e555155fb0d91e1b47c49
org.eclipse.rdf4j	rdf4j-queryresultio-sparqlxml	4.3.0		c9b31ee6ded17d1a1ff0f035a769d5bc767d99c9
org.eclipse.rdf4j	rdf4j-queryresultio-sparqlxml	4.3.0-M1		20406ca143e14e5177004346615eea90902979bf
org.eclipse.rdf4j	rdf4j-queryresultio-sparqlxml	4.3.0-M2		97eb670c523bb926b1e12e46d779efc207f74034
org.eclipse.rdf4j	rdf4j-queryresultio-sparqlxml	4.3.0-M3		6d7b7fe3337f9fba4f05f6304a1090e1058fbbbd
org.eclipse.rdf4j	rdf4j-queryresultio-sparqlxml	4.3.1		b535fe2f0bfc3d99ec2c8b0924829755738537c5
org.eclipse.rdf4j	rdf4j-queryresultio-sparqlxml	4.3.10		99237551280503306f11f06570845d7bf33d5e74
org.eclipse.rdf4j	rdf4j-queryresultio-sparqlxml	4.3.11		250530c35fa5d1e5cb1bc9ac2fa4cf74c6ff1ea7
org.eclipse.rdf4j	rdf4j-queryresultio-sparqlxml	4.3.12		d8820d67ae65b6b5eacfb7f98462f611149fe57b
org.eclipse.rdf4j	rdf4j-queryresultio-sparqlxml	4.3.13		3230fa407ff4d583de7b6ccd20a86ecc787582c9
org.eclipse.rdf4j	rdf4j-queryresultio-sparqlxml	4.3.14		9bc81addcde515cf03b44eefad4334a67ef98cca
org.eclipse.rdf4j	rdf4j-queryresultio-sparqlxml	4.3.15		30a5bb999e87088de609f41ed5fbe8b19b4726f4
org.eclipse.rdf4j	rdf4j-queryresultio-sparqlxml	4.3.16		8a7c71bfbfe5db18ab0cd454504622bfc1cad179
org.eclipse.rdf4j	rdf4j-queryresultio-sparqlxml	4.3.2		1b4937407cfec90bdcd4f2d70304010b82ddb02e
org.eclipse.rdf4j	rdf4j-queryresultio-sparqlxml	4.3.3		e1c4b73323d3c76a9e557e2f1df5dc0010e347d7
org.eclipse.rdf4j	rdf4j-queryresultio-sparqlxml	4.3.4		82ddb4253055e92edd6906c2a7ea50567117e04f
org.eclipse.rdf4j	rdf4j-queryresultio-sparqlxml	4.3.5		b3a19aa34eaaf9a1f0020bd2468356fd8cc9e40a
org.eclipse.rdf4j	rdf4j-queryresultio-sparqlxml	4.3.6		ea671079857d1604343ade37eb31ce3acf7cb8a5
org.eclipse.rdf4j	rdf4j-queryresultio-sparqlxml	4.3.7		3e22e2a7f92587ce86fe703f605e61a1c458d93a
org.eclipse.rdf4j	rdf4j-queryresultio-sparqlxml	4.3.8		2afca4651fac48521535685ec87c5fcc85c6f5ec
org.eclipse.rdf4j	rdf4j-queryresultio-sparqlxml	4.3.9		725c77d89b520e36a7e1915a0dd79c2e46ffcb92
org.eclipse.rdf4j	rdf4j-queryresultio-sparqlxml	5.0.0		8cd7dde4ee12476354d3e222d3733825eb7c335a
org.eclipse.rdf4j	rdf4j-queryresultio-sparqlxml	5.0.0-M1		2cd97e1b25e4e639c5025adb6dd0fc1fb82bc46c
org.eclipse.rdf4j	rdf4j-queryresultio-sparqlxml	5.0.0-M2		d193b4f733a615419dcfd9b8f1c265f7057043a9
org.eclipse.rdf4j	rdf4j-queryresultio-sparqlxml	5.0.0-M3		49ecfee28fa37940c0d1428299cb4003b915cc57
org.eclipse.rdf4j	rdf4j-queryresultio-sparqlxml	5.0.0-RC		f3202c77a0e6f38624a6be1a257ef053a3680428
org.eclipse.rdf4j	rdf4j-queryresultio-sparqlxml	5.0.1		5c7e0d7caced85f183a98931eaa960674e23eab8
org.eclipse.rdf4j	rdf4j-queryresultio-sparqlxml	5.0.2		74f26727edec6438865aa64b2c01d3f41981dd8c
org.eclipse.rdf4j	rdf4j-queryresultio-sparqlxml	5.0.3		a152d85ee574c2703ddee73e83d1153c15e419e5
org.eclipse.rdf4j	rdf4j-queryresultio-sparqlxml	5.1.0		dd275f59746110faa49fc494210177be78450355
org.eclipse.rdf4j	rdf4j-queryresultio-sparqlxml	5.1.0-M1		6de21dbe0b8873f417034d8f063dfda26abd0125
org.eclipse.rdf4j	rdf4j-queryresultio-sparqlxml	5.1.1		9b5639bb49d7f302ae364667711727fe535432a4
org.eclipse.rdf4j	rdf4j-queryresultio-sparqlxml	5.1.2		685f3b58fa6d709b6e14414de9e152ea367b3153
org.eclipse.rdf4j	rdf4j-queryresultio-sparqlxml	5.1.3		559cdf2103fbaf528f8f63a16e94994769992d20
org.hyperscala	hyperscala-html_2.9.2	0.4		5cd02dd938595e895371920ea78bf83aa5be1ddf
org.hyperscala	hyperscala-html_2.9.2	0.5		894121b4efccc606cce4108ea57b4fb3cfb3cdc9
org.hyperscala	hyperscala-html_2.9.2	0.6		75daf7f6f1f407dcd2440dc4102b0ab2668025d1
org.hyperscala	hyperscala-html_2.9.2	0.7		28dd58fc6e6032aeb766df9c92bb1a13861b2499
org.hyperscala	hyperscala-html_2.9.2	0.7.1		188357a9c1594cc93d44d4bb35291e3b3805f484
org.jetbrains.androidx.lifecycle	lifecycle-viewmodel-watchosarm64	2.8.0		N/A
org.jetbrains.androidx.lifecycle	lifecycle-viewmodel-watchosarm64	2.8.0	metadata	f54616923ec3b105aae9cd09f50bd1de2162ce0c
org.jetbrains.androidx.lifecycle	lifecycle-viewmodel-watchosarm64	2.8.0-beta01		N/A
org.jetbrains.androidx.lifecycle	lifecycle-viewmodel-watchosarm64	2.8.0-beta01	metadata	f54616923ec3b105aae9cd09f50bd1de2162ce0c
org.jetbrains.androidx.lifecycle	lifecycle-viewmodel-watchosarm64	2.8.0-beta02		N/A
org.jetbrains.androidx.lifecycle	lifecycle-viewmodel-watchosarm64	2.8.0-beta02	metadata	f54616923ec3b105aae9cd09f50bd1de2162ce0c
org.jetbrains.androidx.lifecycle	lifecycle-viewmodel-watchosarm64	2.8.0-rc01		N/A
org.jetbrains.androidx.lifecycle	lifecycle-viewmodel-watchosarm64	2.8.0-rc01	metadata	f54616923ec3b105aae9cd09f50bd1de2162ce0c
org.jetbrains.androidx.lifecycle	lifecycle-viewmodel-watchosarm64	2.8.0-rc02		N/A
org.jetbrains.androidx.lifecycle	lifecycle-viewmodel-watchosarm64	2.8.0-rc02	metadata	f54616923ec3b105aae9cd09f50bd1de2162ce0c
org.jetbrains.androidx.lifecycle	lifecycle-viewmodel-watchosarm64	2.8.0-rc03		N/A
org.jetbrains.androidx.lifecycle	lifecycle-viewmodel-watchosarm64	2.8.0-rc03	metadata	f54616923ec3b105aae9cd09f50bd1de2162ce0c
org.jetbrains.androidx.lifecycle	lifecycle-viewmodel-watchosarm64	2.8.1		N/A
org.jetbrains.androidx.lifecycle	lifecycle-viewmodel-watchosarm64	2.8.1	metadata	7d90f2434ad33cd3bd7a137c8998c1b19f2c9247
org.jetbrains.androidx.lifecycle	lifecycle-viewmodel-watchosarm64	2.8.2		N/A
org.jetbrains.androidx.lifecycle	lifecycle-viewmodel-watchosarm64	2.8.2	metadata	7d90f2434ad33cd3bd7a137c8998c1b19f2c9247
org.jetbrains.androidx.lifecycle	lifecycle-viewmodel-watchosarm64	2.8.3		N/A
org.jetbrains.androidx.lifecycle	lifecycle-viewmodel-watchosarm64	2.8.3	metadata	7d90f2434ad33cd3bd7a137c8998c1b19f2c9247
org.jetbrains.androidx.lifecycle	lifecycle-viewmodel-watchosarm64	2.8.3-rc01		N/A
org.jetbrains.androidx.lifecycle	lifecycle-viewmodel-watchosarm64	2.8.3-rc01	metadata	7d90f2434ad33cd3bd7a137c8998c1b19f2c9247
org.jetbrains.androidx.lifecycle	lifecycle-viewmodel-watchosarm64	2.8.4		N/A
org.jetbrains.androidx.lifecycle	lifecycle-viewmodel-watchosarm64	2.8.4	metadata	7d90f2434ad33cd3bd7a137c8998c1b19f2c9247
org.jetbrains.androidx.lifecycle	lifecycle-viewmodel-watchosarm64	2.9.0-alpha01		N/A
org.jetbrains.androidx.lifecycle	lifecycle-viewmodel-watchosarm64	2.9.0-alpha01	metadata	7d90f2434ad33cd3bd7a137c8998c1b19f2c9247
org.jetbrains.androidx.lifecycle	lifecycle-viewmodel-watchosarm64	2.9.0-alpha02		N/A
org.jetbrains.androidx.lifecycle	lifecycle-viewmodel-watchosarm64	2.9.0-alpha02	metadata	7d90f2434ad33cd3bd7a137c8998c1b19f2c9247
org.jetbrains.androidx.lifecycle	lifecycle-viewmodel-watchosarm64	2.9.0-alpha03		N/A
org.jetbrains.androidx.lifecycle	lifecycle-viewmodel-watchosarm64	2.9.0-alpha03	metadata	3e21f4e5b2b5b01af581f24d566225a52007850f
org.jetbrains.androidx.lifecycle	lifecycle-viewmodel-watchosarm64	2.9.0-alpha04		N/A
org.jetbrains.androidx.lifecycle	lifecycle-viewmodel-watchosarm64	2.9.0-alpha04	metadata	3e21f4e5b2b5b01af581f24d566225a52007850f
org.jetbrains.androidx.lifecycle	lifecycle-viewmodel-watchosarm64	2.9.0-alpha05		N/A
org.jetbrains.androidx.lifecycle	lifecycle-viewmodel-watchosarm64	2.9.0-alpha05	metadata	3e21f4e5b2b5b01af581f24d566225a52007850f
org.jetbrains.androidx.lifecycle	lifecycle-viewmodel-watchosarm64	2.9.0-alpha06		N/A
org.jetbrains.androidx.lifecycle	lifecycle-viewmodel-watchosarm64	2.9.0-alpha06	metadata	3e21f4e5b2b5b01af581f24d566225a52007850f
org.jetbrains.androidx.lifecycle	lifecycle-viewmodel-watchosarm64	2.9.0-alpha07		N/A
org.jetbrains.androidx.lifecycle	lifecycle-viewmodel-watchosarm64	2.9.0-alpha07	metadata	a25085a0d6d2d96527ad6c860e53f433163b2e80
org.jetbrains.androidx.lifecycle	lifecycle-viewmodel-watchosarm64	2.9.0-beta01	metadata	a25085a0d6d2d96527ad6c860e53f433163b2e80
org.jmxtrans	jmxtrans-core	251		5a396da295844aff26738d6f62efb8541a633671
org.jmxtrans	jmxtrans-core	252		c82ad5ce5686b010d0a25c0958064f7dae26a961
org.jmxtrans	jmxtrans-core	253		f9550e08dbcc726951a3e560f38cd106afb659e9
org.jmxtrans	jmxtrans-core	254		6ead33516da8246365661bc4cfb45de9ae853db5
