ai.mobid	android.sdk	0.1		N/A
net.peanuuutz.tomlkt	tomlkt-jvm	0.3.0		43f7174819246626ab7a9e60bfce8e674cd2add1
net.peanuuutz.tomlkt	tomlkt-jvm	0.3.1		edf9e343db64f3040d3181c6eca03e7d1b20b615
net.peanuuutz.tomlkt	tomlkt-jvm	0.3.2		c59132b3e124e9befc103c92b247e7dfdceaefea
net.peanuuutz.tomlkt	tomlkt-jvm	0.3.3		69ec66dfa1583bbef9750615609397bd8bf9521c
net.peanuuutz.tomlkt	tomlkt-jvm	0.3.4		7a077d4239a6b0e0e0177d95778960b2ee2df458
net.peanuuutz.tomlkt	tomlkt-jvm	0.3.5		ccf251c8cda5e650c5645890152aa8364ed1bbd7
net.peanuuutz.tomlkt	tomlkt-jvm	0.3.6		3e1f9f5f5b537a7dcb3553b65a843e8dbbe1a274
net.peanuuutz.tomlkt	tomlkt-jvm	0.3.7		c7fbe652c724763ce5639967582ab9b0e471c435
net.peanuuutz.tomlkt	tomlkt-jvm	0.4.0		1026c650991cdf6bdce740118d655cc56e07ff96
nl.ivonet	quickstart-archetype	0.1		838c3003fdc6621d92bca940e41b079deaffcfab
nl.ivonet	quickstart-archetype	1.0		fadb6647c2354a16f3a54d8ebca4d8db0575c7f8
org.apache.cxf.services.wsn	cxf-services-wsn-core	2.5.0		c2970fed95bc85956e1e72840d7f81031a9bdf1a
org.apache.cxf.services.wsn	cxf-services-wsn-core	2.5.1		fda02c6834159bb4809086b2ca176a88c33b9fa4
org.apache.cxf.services.wsn	cxf-services-wsn-core	2.5.10		40798987def6cd6de2076486c39fceab2b5ce768
org.apache.cxf.services.wsn	cxf-services-wsn-core	2.5.11		194cc024fa294079a9ba750a8ab5e6da86ee6bf1
org.apache.cxf.services.wsn	cxf-services-wsn-core	2.5.2		9bad50976b0619ed61299fa71865c6837efb77a6
org.apache.cxf.services.wsn	cxf-services-wsn-core	2.5.3		0e5633d62a4f9420ccbdc6b9bb7d1eb3cd98791b
org.apache.cxf.services.wsn	cxf-services-wsn-core	2.5.4		bade03ab054f05726608996d919298c852f9106d
org.apache.cxf.services.wsn	cxf-services-wsn-core	2.5.5		723972171f8e6eca9eda9c179101ed32ee892618
org.apache.cxf.services.wsn	cxf-services-wsn-core	2.5.6		42e0d92a6a99f7e5969226b492e40b726401fb56
org.apache.cxf.services.wsn	cxf-services-wsn-core	2.5.7		1c7335f44b8f4f1656d80a16d7361e042301b8d9
org.apache.cxf.services.wsn	cxf-services-wsn-core	2.5.8		bbe567fc6e9a59728af1f9a3805378b9be269512
org.apache.cxf.services.wsn	cxf-services-wsn-core	2.5.9		8132819ddfa7309d1f1193f09c8988c1a6ef0506
org.apache.cxf.services.wsn	cxf-services-wsn-core	2.6.0		52c5f03f56badd7c1bfd88374409c5de5697b834
org.apache.cxf.services.wsn	cxf-services-wsn-core	2.6.1		0842f52c66a31dca6f1c994735e4a344a631a7e2
org.apache.cxf.services.wsn	cxf-services-wsn-core	2.6.10		da133db84972bc9e650228d07b13f3744bd5dc8b
org.apache.cxf.services.wsn	cxf-services-wsn-core	2.6.11		a873069fcea6d4ebd1b13e6b4b03bd0476f6d82b
org.apache.cxf.services.wsn	cxf-services-wsn-core	2.6.12		90cb97e49364b9ec90eb9f255a0fb615dacf6e6e
org.apache.cxf.services.wsn	cxf-services-wsn-core	2.6.13		a8bb7ca693bfde6777fc39602e63169cad76ea28
org.apache.cxf.services.wsn	cxf-services-wsn-core	2.6.14		5db22c896f11f2a764605f327eae95b4c36f7c5f
org.apache.cxf.services.wsn	cxf-services-wsn-core	2.6.15		145215344021a1ed6644d9d20b6a4d362e408793
org.apache.cxf.services.wsn	cxf-services-wsn-core	2.6.16		71f07ebded6a0656169e9fe56597dcfa06e00acb
org.apache.cxf.services.wsn	cxf-services-wsn-core	2.6.17		726c6eca8794c519c5c7975c984f9e651be212a9
org.apache.cxf.services.wsn	cxf-services-wsn-core	2.6.2		fc9fc0605e3bacd83fd735ff3abcdf1cfafad807
org.apache.cxf.services.wsn	cxf-services-wsn-core	2.6.3		8216df9a01bc7cc759f9a674468b4670903ffa2f
org.apache.cxf.services.wsn	cxf-services-wsn-core	2.6.4		95b2776c9e6ac08e9b228f2722f2dcb40202e35d
org.apache.cxf.services.wsn	cxf-services-wsn-core	2.6.5		b76b7b0953fa35c595ef84c1c49fb35649faa32d
org.apache.cxf.services.wsn	cxf-services-wsn-core	2.6.6		e09a60850c5d3246fa13ef2b12da693e55e7bc98
org.apache.cxf.services.wsn	cxf-services-wsn-core	2.6.7		b8eb40a498879dde6a35fb9a08993c60bc525641
org.apache.cxf.services.wsn	cxf-services-wsn-core	2.6.8		ea102054668de3940ac6ad50aedc7c1eb5dddd0a
org.apache.cxf.services.wsn	cxf-services-wsn-core	2.6.9		9b9e29950793572a49d3512eb18cf8d38175370d
org.apache.cxf.services.wsn	cxf-services-wsn-core	2.7.0		d85f180662a30ecb920a01793e6b941b4311b899
org.apache.cxf.services.wsn	cxf-services-wsn-core	2.7.1		25e0177b1a3f12a94704e23aaa98919546d30ba8
org.apache.cxf.services.wsn	cxf-services-wsn-core	2.7.10		1aa835cda0cb926f94c68eb327610e3d75189e44
org.apache.cxf.services.wsn	cxf-services-wsn-core	2.7.11		6204b95db0ed90f3933253a6d53ceb9f8ddf372b
org.apache.cxf.services.wsn	cxf-services-wsn-core	2.7.12		d986c790320c85f587718e2eb4cb24a2d9975dc5
org.apache.cxf.services.wsn	cxf-services-wsn-core	2.7.13		d499246505f0d8750a33b6ef1606f3788d66be60
org.apache.cxf.services.wsn	cxf-services-wsn-core	2.7.14		0e49d57aa7830131193c2acd6e66720fdcabfffd
org.apache.cxf.services.wsn	cxf-services-wsn-core	2.7.15		bdc23704c9cd7c8e34db989b53b6d29caa4193de
org.apache.cxf.services.wsn	cxf-services-wsn-core	2.7.16		af26524ba00936b08eb6ecbdc75b631cfc6eb692
org.apache.cxf.services.wsn	cxf-services-wsn-core	2.7.17		6fca80b90dbf30dcdeb55a4956d1db9120531ceb
org.apache.cxf.services.wsn	cxf-services-wsn-core	2.7.18		9763035f2cce13af21e85f8ebafc8b9751b4a674
org.apache.cxf.services.wsn	cxf-services-wsn-core	2.7.2		3877d7b66533fadf8dc9f5956b68158b1754594e
org.apache.cxf.services.wsn	cxf-services-wsn-core	2.7.3		84884ca4af984c6080d6eede3164305574a5b0d7
org.apache.cxf.services.wsn	cxf-services-wsn-core	2.7.4		af71d105d4cadd4be07235c5399e79ff8e3c0901
org.apache.cxf.services.wsn	cxf-services-wsn-core	2.7.5		31e90d7dc7d2eee9b97f33724710169ccbc6ae80
org.apache.cxf.services.wsn	cxf-services-wsn-core	2.7.6		ff30419737f28cbd51ba9d2f6ff66184d300ad05
org.apache.cxf.services.wsn	cxf-services-wsn-core	2.7.7		ff2ae732a8b6dcadfff67d3837285d7aeaee4317
org.apache.cxf.services.wsn	cxf-services-wsn-core	2.7.8		a671985c7e854a3095e4cbefbf18ad1e77f61203
org.apache.cxf.services.wsn	cxf-services-wsn-core	2.7.9		31578864f57cfbbb2e464995268460d42cb8a524
org.apache.cxf.services.wsn	cxf-services-wsn-core	3.0.0		7a682ef31f63f3ca68504fd65fc52881ce3861ba
org.apache.cxf.services.wsn	cxf-services-wsn-core	3.0.0-milestone1		44cadd0b911a075ab6df2a8e6664141a135820b2
org.apache.cxf.services.wsn	cxf-services-wsn-core	3.0.0-milestone2		f7507cd203bfebc861285c91f09d5debdddfdd34
org.apache.cxf.services.wsn	cxf-services-wsn-core	3.0.1		1cf94744e188ca2cfabce084a3a62584240a5517
org.apache.cxf.services.wsn	cxf-services-wsn-core	3.0.10		676a8a120c3126e627f81266a0bce94085ec9809
org.apache.cxf.services.wsn	cxf-services-wsn-core	3.0.11		e8f4aef5cb03e3b9ef17a89848e6ce6736c3a260
org.apache.cxf.services.wsn	cxf-services-wsn-core	3.0.12		178f79e2c687186f25dee4e4426db6a7865d789f
org.apache.cxf.services.wsn	cxf-services-wsn-core	3.0.13		20787ecd191f9e493b32ab2a957fa6ac60f4c1d1
org.apache.cxf.services.wsn	cxf-services-wsn-core	3.0.14		0c582eac728131e03207234b7e8cc1b2e2a4aeb5
org.apache.cxf.services.wsn	cxf-services-wsn-core	3.0.15		6abcf2469b69267a82e577302d8d7129a3592201
org.apache.cxf.services.wsn	cxf-services-wsn-core	3.0.16		57c82d2e63c40356462055f4fc0d9f4ee43b2f62
org.apache.cxf.services.wsn	cxf-services-wsn-core	3.0.2		50606a0bc4efe7e167963276849ac624ce5b5997
org.apache.cxf.services.wsn	cxf-services-wsn-core	3.0.3		eb2779f5396c6dbea184cd8ec381ccda1770bf01
org.apache.cxf.services.wsn	cxf-services-wsn-core	3.0.4		92ffa79403e90a14167141eccd05c5b362ea3df4
org.apache.cxf.services.wsn	cxf-services-wsn-core	3.0.5		82fcb8592c12eb80248409a92ef42e2b59680dad
org.apache.cxf.services.wsn	cxf-services-wsn-core	3.0.6		27ab5661e14d405573313f926ae54e9e5eec4758
org.apache.cxf.services.wsn	cxf-services-wsn-core	3.0.7		30b62beb102cf88f6bb729507b3d962cc9f65bea
org.apache.cxf.services.wsn	cxf-services-wsn-core	3.0.8		5c9dedf937c3e82915ac956a85485de3b62b6b6b
org.apache.cxf.services.wsn	cxf-services-wsn-core	3.0.9		9f5240e411f4ed7ca232937cba851c9c16d4dd4f
org.apache.cxf.services.wsn	cxf-services-wsn-core	3.1.0		e925d4d2e122b378b4c8b41a954ae37480dbde93
org.apache.cxf.services.wsn	cxf-services-wsn-core	3.1.1		6da275a4d9547e4ef20bedd98b059f37d29eec06
org.apache.cxf.services.wsn	cxf-services-wsn-core	3.1.10		437b34c513be3b62fc20d7fb2d37d1081e0dbaef
org.apache.cxf.services.wsn	cxf-services-wsn-core	3.1.11		33f8d5de23970f1ef5a0069e92daa506dd60d6e8
org.apache.cxf.services.wsn	cxf-services-wsn-core	3.1.12		35e53b0232d1f7dff6c5cd14d8b0260e9901269f
org.apache.cxf.services.wsn	cxf-services-wsn-core	3.1.13		c98b50aaba587cd0c77c9a90f280a540f85049e7
org.apache.cxf.services.wsn	cxf-services-wsn-core	3.1.14		7f8e9265b0acd4986675fc5b3a0361168fd715f5
org.apache.cxf.services.wsn	cxf-services-wsn-core	3.1.15		4e35d3be56832464583a5e645572eff2e1c4a43b
org.apache.cxf.services.wsn	cxf-services-wsn-core	3.1.16		c22c2bf51bfea998a56502c9191eac14c8241972
org.apache.cxf.services.wsn	cxf-services-wsn-core	3.1.17		53b5d8a97f13686647ab3e98cab912fc03aab5e4
org.apache.cxf.services.wsn	cxf-services-wsn-core	3.1.18		2950f0a282700efd34ece087f9803232e8a285a8
org.apache.cxf.services.wsn	cxf-services-wsn-core	3.1.2		5d15e9c64b9c5dfc555ef7171ae36c0a33301fa2
org.apache.cxf.services.wsn	cxf-services-wsn-core	3.1.3		c3aa3806790563e9d0d69763218784d5a70bc23c
org.apache.cxf.services.wsn	cxf-services-wsn-core	3.1.4		f45fc6ea45c647948af6a48963d5f4a42266da53
org.apache.cxf.services.wsn	cxf-services-wsn-core	3.1.5		97a30ec3586b6d1d779c6e24d49e2ad9076b3652
org.apache.cxf.services.wsn	cxf-services-wsn-core	3.1.6		526a97e8a25460334f939ea0720a0a5bd0950d94
org.apache.cxf.services.wsn	cxf-services-wsn-core	3.1.7		5a976eb751632f8616828b0edcfd81e62c827b3f
org.apache.cxf.services.wsn	cxf-services-wsn-core	3.1.8		49b1de8893f7f02bbc2250313118a5973a757e78
org.apache.cxf.services.wsn	cxf-services-wsn-core	3.1.9		e53813a763999ac86d0839f27658fe7967a39abb
org.apache.cxf.services.wsn	cxf-services-wsn-core	3.2.0		98f726fd95bc597fafe0782f27337b05618b50bd
org.apache.cxf.services.wsn	cxf-services-wsn-core	3.2.1		9a26f0ab16d0a4af205061eb9fa1ed9261d974b2
org.apache.cxf.services.wsn	cxf-services-wsn-core	3.2.10		00bd51c487e3e98cd1b63d425a6bc96fff780360
org.apache.cxf.services.wsn	cxf-services-wsn-core	3.2.11		05a9e137817a2b241d8a2960a11f0e20f5072cc2
org.apache.cxf.services.wsn	cxf-services-wsn-core	3.2.12		32ce7e4fc0e7aa26233dea4df0c0d18079ac3224
org.apache.cxf.services.wsn	cxf-services-wsn-core	3.2.13		f02926fe9dbf9f8c140ccaa43009453379236786
org.apache.cxf.services.wsn	cxf-services-wsn-core	3.2.14		824c3d3ff40d68a713c536015a6941fe0ee87a70
org.apache.cxf.services.wsn	cxf-services-wsn-core	3.2.2		60fd48fda7082734898b754b976b99511875e9cf
org.apache.cxf.services.wsn	cxf-services-wsn-core	3.2.3		24a8d9ed580c4c90e70100c4b92e17a4b9bd4bfa
org.apache.cxf.services.wsn	cxf-services-wsn-core	3.2.4		b17cf1146122c8e1910e843c046c18eb09776273
org.apache.cxf.services.wsn	cxf-services-wsn-core	3.2.5		c3340d0001b4cf64d3fa22f2aeb643cc14889187
org.apache.cxf.services.wsn	cxf-services-wsn-core	3.2.6		5baa02fb9fc9e79edca618ceb2223fa739b1a702
org.apache.cxf.services.wsn	cxf-services-wsn-core	3.2.7		8dd147fe29e5eab9543a2294acb36308014769dc
org.apache.cxf.services.wsn	cxf-services-wsn-core	3.2.8		3ead27d17574d7a3106d6435d25cb42f7f14be58
org.apache.cxf.services.wsn	cxf-services-wsn-core	3.2.9		57ddea4d5f49695e0e26be1bb33a2d9fcc4d5438
org.apache.cxf.services.wsn	cxf-services-wsn-core	3.3.0		32904b1e9a6ed24e0721b1cafab9f00ba017b316
org.apache.cxf.services.wsn	cxf-services-wsn-core	3.3.1		0c0b5ceacef607b5e3384d215adcf939cc097420
org.apache.cxf.services.wsn	cxf-services-wsn-core	3.3.10		0bfe9a3fd64845a02d9469735a6dcd96c9f3469a
org.apache.cxf.services.wsn	cxf-services-wsn-core	3.3.11		652b155edece0db96ea8eca069507607ea4cc39f
org.apache.cxf.services.wsn	cxf-services-wsn-core	3.3.12		1fb5556ad9ab09d146e36dceb2189991c150b3a6
org.apache.cxf.services.wsn	cxf-services-wsn-core	3.3.13		3a4c42ab2840fecdefaefd1a667e46c9a2190101
org.apache.cxf.services.wsn	cxf-services-wsn-core	3.3.2		af9ed949d52bd4a6245148cbd8c7c7c2b9af6fe3
org.apache.cxf.services.wsn	cxf-services-wsn-core	3.3.3		d3b97966ec37bf97e1b8711e42def588c914f490
org.apache.cxf.services.wsn	cxf-services-wsn-core	3.3.4		7d6869d44b3b78124cfc5c74c0b62dba307f7cf7
org.apache.cxf.services.wsn	cxf-services-wsn-core	3.3.5		00183ed07e2b730474aa887f7ff2b17e59aa13d6
org.apache.cxf.services.wsn	cxf-services-wsn-core	3.3.6		c0d7aaf2dd7cf46a726eb02e3405101b520ae93a
org.apache.cxf.services.wsn	cxf-services-wsn-core	3.3.7		af49bfd599a1fbdd9b4ebff119b5fadec54af19c
org.apache.cxf.services.wsn	cxf-services-wsn-core	3.3.8		931f6aebba5fc1c19758b668c2ab37cd0cc91e4f
org.apache.cxf.services.wsn	cxf-services-wsn-core	3.3.9		23619948e7b745269623d4964ab0138d18a1a2c8
org.apache.cxf.services.wsn	cxf-services-wsn-core	3.4.0		2e319bc5a31c5e3b7255b4d79bcb18d739c1bf29
org.apache.cxf.services.wsn	cxf-services-wsn-core	3.4.1		99161c1b0e5abf6c39b0ddf3aa56bf70c5ba4839
org.apache.cxf.services.wsn	cxf-services-wsn-core	3.4.10		6110af5ab7eebf28106249a6300a64baf517e180
org.apache.cxf.services.wsn	cxf-services-wsn-core	3.4.2		51c61b3627dd1c9ceb1d0277569ad0bbccbd0a64
org.apache.cxf.services.wsn	cxf-services-wsn-core	3.4.3		d7e523be3e8ca0e7a33fb6803520922757140106
org.apache.cxf.services.wsn	cxf-services-wsn-core	3.4.4		3866afcf06bd1d4e34fa9210df52db5eeb4af349
org.apache.cxf.services.wsn	cxf-services-wsn-core	3.4.5		c3abcb36c58866cbd462b8395d0d2fc4f819aeb4
org.apache.cxf.services.wsn	cxf-services-wsn-core	3.4.6		b4491d0e301b7c4c8d1b6472a3b5fe50bc74f406
org.apache.cxf.services.wsn	cxf-services-wsn-core	3.4.7		63e6e8bb0e19eea230cdd7e7832a7d2540c5ccef
org.apache.cxf.services.wsn	cxf-services-wsn-core	3.4.8		b6ee9427171581b90053e77e6503cf9ed862f573
org.apache.cxf.services.wsn	cxf-services-wsn-core	3.4.9		bb96a114393ca0234856cb136d6d05bdee5c3efd
org.apache.cxf.services.wsn	cxf-services-wsn-core	3.5.0		869bc40fc7e7ea825aa3ad142e56bce55bb280f3
org.apache.cxf.services.wsn	cxf-services-wsn-core	3.5.1		a9dfa54604221dea5915369a9a00628f6a18e210
org.apache.cxf.services.wsn	cxf-services-wsn-core	3.5.10		e128770e25a90998adc46f474fce92d8a184d741
org.apache.cxf.services.wsn	cxf-services-wsn-core	3.5.11		4e241fc17960dbd7e21a485fe0f90868b9625a88
org.apache.cxf.services.wsn	cxf-services-wsn-core	3.5.2		e4df096936729cabefa066b511d5337f88368ef0
org.apache.cxf.services.wsn	cxf-services-wsn-core	3.5.3		ff4fbf45983a24c3f4a305b5cf7a03c998c2dfc4
org.apache.cxf.services.wsn	cxf-services-wsn-core	3.5.4		dee01599758b0038ed16722ede33c8894fe65fff
org.apache.cxf.services.wsn	cxf-services-wsn-core	3.5.5		b838825e95fafc8f3834aaa68cf5133ee4d1498a
org.apache.cxf.services.wsn	cxf-services-wsn-core	3.5.6		b87ce7311247325e5cbabbaf418ecb52e8ae59c2
org.apache.cxf.services.wsn	cxf-services-wsn-core	3.5.7		e33d54b6e5fe9154e333d4a7178e7a82a575efe5
org.apache.cxf.services.wsn	cxf-services-wsn-core	3.5.8		175e964400bc8f44aa14410fc95cd37f56e6c5d1
org.apache.cxf.services.wsn	cxf-services-wsn-core	3.5.9		9fdfca26c48489a57fe771522754df85693dda44
org.apache.cxf.services.wsn	cxf-services-wsn-core	3.6.0		d5fb99afe4dd64dd2bb48408b8de77c147f388c6
org.apache.cxf.services.wsn	cxf-services-wsn-core	3.6.1		1fe27825f9edb55883118c3bb76e5d184b8c5f07
org.apache.cxf.services.wsn	cxf-services-wsn-core	3.6.2		8ad8bd07c40cbbec9ed1c2c1f4ed420bbbfe2868
org.apache.cxf.services.wsn	cxf-services-wsn-core	3.6.3		cf735dc4ae58b5508807daf2a4f494e89f413061
org.apache.cxf.services.wsn	cxf-services-wsn-core	3.6.4		5db5ff805d7a4b499e405fe46a39af249e3fe894
org.apache.cxf.services.wsn	cxf-services-wsn-core	3.6.5		76865ad5b9d55b9a2ed9b0674c4e77a328c78637
org.apache.cxf.services.wsn	cxf-services-wsn-core	3.6.6		dd5ff0fa8fbacb97d67bd5296f7e2ca286b36ec7
org.apache.cxf.services.wsn	cxf-services-wsn-core	4.0.0		c26fedb19c537a77b48921148d9911cfb4c66682
org.apache.cxf.services.wsn	cxf-services-wsn-core	4.0.1		4d018df2fffa44deda70712a7c20f90daae0dec5
org.apache.cxf.services.wsn	cxf-services-wsn-core	4.0.2		4da13beeb57f08dec0a0be7b408943912f441828
org.apache.cxf.services.wsn	cxf-services-wsn-core	4.0.3		0733a8fe8fb7ebf5d556052754711faff317b1d4
org.apache.cxf.services.wsn	cxf-services-wsn-core	4.0.4		b55b17e0e773899351b5cbc6902954a4d8972ef7
org.apache.cxf.services.wsn	cxf-services-wsn-core	4.0.5		aaaf42a3f5d839cba4b725ce4d7941824b8627ed
org.apache.cxf.services.wsn	cxf-services-wsn-core	4.0.6		4e4c485f678a0ffeb5801748706b11872c11de11
org.apache.cxf.services.wsn	cxf-services-wsn-core	4.0.7		4c41d8ff85e2b25f91ced22ad787d5b60aef2631
org.apache.cxf.services.wsn	cxf-services-wsn-core	4.1.0		086fe4d326d67f9125927e4cdc5a4fdfc796c48d
org.apache.cxf.services.wsn	cxf-services-wsn-core	4.1.1		5837c96c74084109247702f1682e6da0a0749b34
org.apache.helix	helix-lock	1.0.0		7d7b405d78ebdd4e4a7863cc9ce2aedcdea98f4a
org.apache.helix	helix-lock	1.0.1		3c2af044afd5e035182b8a769f0b1ab16e16fa33
org.apache.helix	helix-lock	1.0.2		0a8cf50fe8b2809a04c5946ba7c89e9acada55b6
org.apache.helix	helix-lock	1.0.3		eb10f03e8a080539531cef30a350dc85d53d8945
org.apache.helix	helix-lock	1.0.4		77cb53a8b6419d3c715cc4b25ca2ba4492baae1e
org.apache.helix	helix-lock	1.1.0		04be5cf86aa9ab5146943ad6854b1e99b7ae2571
org.apache.helix	helix-lock	1.2.0		c8936d2ac608bbd39d031f32413d483b8a2ae00c
org.apache.helix	helix-lock	1.3.0		566129418161a45c5596bdfaf1c6a6ade0686099
org.apache.helix	helix-lock	1.3.1		9464bb8c9146d675c13da153a13301b23188a593
org.apache.helix	helix-lock	1.4.0		43f10784167af9604730c6045c1ae68b866c21ea
org.apache.helix	helix-lock	1.4.1		96efa7c99857109b94eee64951c0490b00b974bf
org.apache.helix	helix-lock	1.4.2		cdc4ce18be7ac63fb0df0be91ea16b6c1bc7ad9d
org.apache.helix	helix-lock	1.4.3		2f7247ee2af68c325be9e6775ccd0f52de6cb745
org.apache.helix	helix-lock	1.4.3	jdk8	b90abb03a3665b3b4d93976f4f2a7a2cf5a6da45
org.apache.shardingsphere	shardingsphere-authority-database	5.5.0		fe90cf2d277b9a3fe8436154eff2b3b334237bae
org.apache.shardingsphere	shardingsphere-authority-database	5.5.1		1c2ad01e7da562039ab414d9cd2b21825388aaaa
org.apache.shardingsphere	shardingsphere-authority-database	5.5.2		25499d0260139739e01ef5329d00fe0f261d1fac
org.apache.sling	org.apache.sling.oak.restrictions	1.0.0		b4e94e5bfaf0f6779a1035933418dcb2005ed390
org.apache.sling	org.apache.sling.oak.restrictions	1.0.2		a56d73dfa3e95bd545b558808b4364a844db67fd
org.apache.spark	spark-mllib_2.9.3	0.8.0-incubating		92a555136c07236137c053c64f7e73855ddbe26f
org.apache.spark	spark-mllib_2.9.3	0.8.1-incubating		6597c068c356dcddfdea30fdff61b046e8018261
org.brightify.hyperdrive	krpc-client-impl-ktor-iosarm64	0.1.100		N/A
org.brightify.hyperdrive	krpc-client-impl-ktor-iosarm64	0.1.100	metadata	89fdfc45658a4a886134fb9915981f77719b8b98
org.brightify.hyperdrive	krpc-client-impl-ktor-iosarm64	0.1.101		N/A
org.brightify.hyperdrive	krpc-client-impl-ktor-iosarm64	0.1.101	metadata	a5330fb9d100b9707fa8436ee0793eb42e060c6e
org.brightify.hyperdrive	krpc-client-impl-ktor-iosarm64	0.1.102		N/A
org.brightify.hyperdrive	krpc-client-impl-ktor-iosarm64	0.1.102	metadata	b32c685afc65ecd1f5cc3c44672378dda4857069
org.brightify.hyperdrive	krpc-client-impl-ktor-iosarm64	0.1.103		N/A
org.brightify.hyperdrive	krpc-client-impl-ktor-iosarm64	0.1.103	metadata	9d0cf5f059d0426fb5f3142af3dd767121891500
org.brightify.hyperdrive	krpc-client-impl-ktor-iosarm64	0.1.104		N/A
org.brightify.hyperdrive	krpc-client-impl-ktor-iosarm64	0.1.104	metadata	6f7b316e0ea991dfb3a4593f3c3405d44b041de4
org.brightify.hyperdrive	krpc-client-impl-ktor-iosarm64	0.1.105		N/A
org.brightify.hyperdrive	krpc-client-impl-ktor-iosarm64	0.1.105	metadata	4c6e8ed148a5b7216fa7838538fdb58bcac184b6
org.brightify.hyperdrive	krpc-client-impl-ktor-iosarm64	0.1.106		N/A
org.brightify.hyperdrive	krpc-client-impl-ktor-iosarm64	0.1.106	metadata	78eb2ba67399fbcc20a3fb2ad3fc786f6c8c3f48
org.brightify.hyperdrive	krpc-client-impl-ktor-iosarm64	0.1.107		N/A
org.brightify.hyperdrive	krpc-client-impl-ktor-iosarm64	0.1.107	metadata	ab3910a00fd5d8d31d4a92780df85639cddffc57
org.brightify.hyperdrive	krpc-client-impl-ktor-iosarm64	0.1.108		N/A
org.brightify.hyperdrive	krpc-client-impl-ktor-iosarm64	0.1.108	metadata	e38402450e230f3c1d50e1bb1d47de3af69eb70d
org.brightify.hyperdrive	krpc-client-impl-ktor-iosarm64	0.1.109		N/A
org.brightify.hyperdrive	krpc-client-impl-ktor-iosarm64	0.1.109	metadata	89b89030d61f5a27855fcc1637039f0048303f83
org.brightify.hyperdrive	krpc-client-impl-ktor-iosarm64	0.1.110		N/A
org.brightify.hyperdrive	krpc-client-impl-ktor-iosarm64	0.1.110	metadata	0148ef0ee33ec5225349b0750b6b518d671ae4ed
org.brightify.hyperdrive	krpc-client-impl-ktor-iosarm64	0.1.111		N/A
org.brightify.hyperdrive	krpc-client-impl-ktor-iosarm64	0.1.111	metadata	63a1e5de54d84fdfaacbdb0c6d104075a17bf4b8
org.brightify.hyperdrive	krpc-client-impl-ktor-iosarm64	0.1.112		N/A
org.brightify.hyperdrive	krpc-client-impl-ktor-iosarm64	0.1.112	metadata	ba6cd4af1c4c2090c59b0583ca3b0bbc284abb0c
org.brightify.hyperdrive	krpc-client-impl-ktor-iosarm64	0.1.113		N/A
org.brightify.hyperdrive	krpc-client-impl-ktor-iosarm64	0.1.113	metadata	82e59958acd265e96b5e5e0bd1b20cffbea9d570
org.brightify.hyperdrive	krpc-client-impl-ktor-iosarm64	0.1.114		N/A
org.brightify.hyperdrive	krpc-client-impl-ktor-iosarm64	0.1.114	metadata	d659709c130b72d9159722e0446c261792dc3fe3
org.brightify.hyperdrive	krpc-client-impl-ktor-iosarm64	0.1.115		N/A
org.brightify.hyperdrive	krpc-client-impl-ktor-iosarm64	0.1.115	metadata	1818e22b5cf10b21bac5ad763b2522eb0711555c
org.brightify.hyperdrive	krpc-client-impl-ktor-iosarm64	0.1.116		N/A
org.brightify.hyperdrive	krpc-client-impl-ktor-iosarm64	0.1.116	metadata	e0046bf2a99aef3802088d539a497f63a7e0a74d
org.brightify.hyperdrive	krpc-client-impl-ktor-iosarm64	0.1.117		N/A
org.brightify.hyperdrive	krpc-client-impl-ktor-iosarm64	0.1.117	metadata	4e0c336a87b84a71a2031a778c34a5ac61b09ecb
org.brightify.hyperdrive	krpc-client-impl-ktor-iosarm64	0.1.118		N/A
org.brightify.hyperdrive	krpc-client-impl-ktor-iosarm64	0.1.118	metadata	a9f51dbfd7e03c0b9a39f47b6604132071e80c2e
org.brightify.hyperdrive	krpc-client-impl-ktor-iosarm64	0.1.119		N/A
org.brightify.hyperdrive	krpc-client-impl-ktor-iosarm64	0.1.119	metadata	f2fa57672cea6e47bbc9a9acddb1bd50d8f2f899
org.brightify.hyperdrive	krpc-client-impl-ktor-iosarm64	0.1.120		N/A
org.brightify.hyperdrive	krpc-client-impl-ktor-iosarm64	0.1.120	metadata	170ae5d3dec96432b9157129774a38b9a71250ce
org.brightify.hyperdrive	krpc-client-impl-ktor-iosarm64	0.1.121		N/A
org.brightify.hyperdrive	krpc-client-impl-ktor-iosarm64	0.1.121	metadata	66a9614790b898f91a4acbd0565e4a89095166d4
org.brightify.hyperdrive	krpc-client-impl-ktor-iosarm64	0.1.122		N/A
org.brightify.hyperdrive	krpc-client-impl-ktor-iosarm64	0.1.122	metadata	344ad2887e494c748447caec95f9525da80a58ef
org.brightify.hyperdrive	krpc-client-impl-ktor-iosarm64	0.1.123		N/A
org.brightify.hyperdrive	krpc-client-impl-ktor-iosarm64	0.1.123	metadata	328bb750b6e8e16c0ad1bcaab1446e53acb6db84
org.brightify.hyperdrive	krpc-client-impl-ktor-iosarm64	0.1.124		N/A
org.brightify.hyperdrive	krpc-client-impl-ktor-iosarm64	0.1.124	metadata	122f12e6ba8a63130e1c4fda75f10f645991a1b6
org.brightify.hyperdrive	krpc-client-impl-ktor-iosarm64	0.1.125		N/A
