cn.bingoogolapple	bga-okvolley	1.0.0		N/A
de.dfki.cos.basys.platform.model	de.dfki.cos.basys.platform.model.base	0.2.4		e1e9d22bee3e04d51772221f5fe49752e5e46f3d
de.dfki.cos.basys.platform.model	de.dfki.cos.basys.platform.model.base	0.2.6		97b4e522700efded8333922106ebb828899812eb
de.softwareforge	kafka_tpch_072	1.0		a9bccd60a9660f2f98156df29ef44a81d544279c
de.softwareforge	kafka_tpch_072	1.0	shaded	ce0ad537cceb792220ba442c9750d21e3e9e0e27
dev.ikm.elk	elk-snomed	0.19.0		3cc71a91f21cbd13355413f69faede1baa2b1071
dev.ikm.elk	elk-snomed	0.25.0		1e1dfc0dd7c13d7b880437af57ff54dc7222346d
dev.ikm.elk	elk-snomed	0.28.0		67f9db1d9bc2d2294393a78760c12a856a3f06c3
dev.ikm.elk	elk-snomed	0.29.0		f715b0c9a8d7bd2d2b031691ba8f7b8369b9d269
dev.ikm.elk	elk-snomed	0.30.0		d1131ca6b19beeb9cf87c940b5a959322993a004
dev.ikm.elk	elk-snomed	0.31.0		8a6baa4acf83f3d02dc86c31b9de3d35ab04a2c8
dev.ikm.elk	elk-snomed	0.32.0		040aa57d4a5d43e262f9c5ee681ab043daafebba
dev.ikm.elk	elk-snomed	0.34.0		ac79f3da8ed06c19fb2798a7867fc453be66b591
dev.ikm.elk	elk-snomed	0.35.0		6200f871ad1bdfa71efecdcc6ad823258a327df1
dev.ikm.elk	elk-snomed	0.36.0		291bf12e3d3f9007055dc8eb8dc57d698dc88850
dev.ikm.elk	elk-snomed	0.37.3		421048417ac64032e43031fb1201864fa29e4d0b
dev.ikm.elk	elk-snomed	0.37.4		ae5f3b0f2ccc4155417d6594da48e72b6e4c4906
dev.ikm.elk	elk-snomed	0.37.5		88a8cb3554e7bd9b7f223ec255a9829a39fce740
dev.ikm.elk	elk-snomed	0.37.6		222efb3e5467845ad9244e9fd97e14254a9479b6
dev.ikm.elk	elk-snomed	0.37.7		a133436e8f88e0533f829d22716ebea32c8d3795
dev.jordond.compass	autocomplete-iosx64	0.1.10		N/A
dev.jordond.compass	autocomplete-iosx64	0.1.10	metadata	19caabfc9b23d7e6635c23b4900a91a1762ed064
dev.jordond.compass	autocomplete-iosx64	1.0.0		N/A
dev.jordond.compass	autocomplete-iosx64	1.0.0	metadata	fdb34880a1f98e990c16fad8a1c0194bdc6d48bb
dev.jordond.compass	autocomplete-iosx64	1.1.0		N/A
dev.jordond.compass	autocomplete-iosx64	1.1.0	metadata	38a744c7259bff9695686076263b22a6b912fa43
dev.jordond.compass	autocomplete-iosx64	1.2.0		N/A
dev.jordond.compass	autocomplete-iosx64	1.2.0	metadata	e183a76ab24b435ec27ad39582f20ddc29a2089f
dev.jordond.compass	autocomplete-iosx64	1.2.1		N/A
dev.jordond.compass	autocomplete-iosx64	1.2.1	metadata	5af28522dad269335acf81ca913fca72195ce7dc
dev.jordond.compass	autocomplete-iosx64	1.2.2		N/A
dev.jordond.compass	autocomplete-iosx64	1.2.2	metadata	da19af8810049dc86365877850e4a7f5b22bcf46
dev.jordond.compass	autocomplete-iosx64	1.2.3		N/A
dev.jordond.compass	autocomplete-iosx64	1.2.3	metadata	5fadd688331102a56dbb30b2f08506a033f7ebb7
dev.jordond.compass	autocomplete-iosx64	1.2.4		N/A
dev.jordond.compass	autocomplete-iosx64	1.2.4	metadata	1b911b7143b5aeaa4ed6214a921e6957a43b764b
dev.jordond.compass	autocomplete-iosx64	2.0.0		N/A
dev.jordond.compass	autocomplete-iosx64	2.0.0	metadata	a9b53de344004c41d84fb8f4e81b59498798b814
dev.jordond.compass	autocomplete-iosx64	2.0.1		N/A
dev.jordond.compass	autocomplete-iosx64	2.0.1	metadata	ce0a499975008e8cb03a42e0abedd4e40d7ef1e6
fr.mines-stetienne.ci.sparql-generate	sparql-generate-sql	2.0.0		107d7ff16457d43e79779a903f778691e4f68252
fr.mines-stetienne.ci.sparql-generate	sparql-generate-sql	2.0.1		f57c3e79ba2c6a52b572dd09f0ff6de95179b5a8
fr.mines-stetienne.ci.sparql-generate	sparql-generate-sql	2.0.10		c28569e68ba8f72aafdea8fb14546d9c6465f024
fr.mines-stetienne.ci.sparql-generate	sparql-generate-sql	2.0.11		bbb626e1a3759df325656767ac899968f3325713
fr.mines-stetienne.ci.sparql-generate	sparql-generate-sql	2.0.12		b0465c29a457d89b83a9bb19003e021eb5aca074
fr.mines-stetienne.ci.sparql-generate	sparql-generate-sql	2.0.2		5e2aa903e73f55c4bee284b16d31e420750112c3
fr.mines-stetienne.ci.sparql-generate	sparql-generate-sql	2.0.3		f66ff6b68bac44568eb3f48bddf0ff265534b335
fr.mines-stetienne.ci.sparql-generate	sparql-generate-sql	2.0.4		d712c91f70afddd9beaa26dfd543d5e4b239822e
fr.mines-stetienne.ci.sparql-generate	sparql-generate-sql	2.0.5		751520c5dda2d9d43b60ddd449ded7fb3d88ec04
fr.mines-stetienne.ci.sparql-generate	sparql-generate-sql	2.0.6		907007e8c1e2c0eb438db01dd18d89398c217db5
fr.mines-stetienne.ci.sparql-generate	sparql-generate-sql	2.0.7		b76a6cd9bfc7e125029af04c5aa3b1b68887fbac
fr.mines-stetienne.ci.sparql-generate	sparql-generate-sql	2.0.8		f816e8484bfbe442d58122cd9f69b3f28e060cd0
fr.mines-stetienne.ci.sparql-generate	sparql-generate-sql	2.0.9		a4d9c7c5b2411a08d1426560384aa6fd52f3d695
fr.mines-stetienne.ci.sparql-generate	sparql-generate-sql	2.1.0		c54efaf3ee34e364bb9b204b2cac27dd7a5996f8
hu.blackbelt	solr-osgi-services	1.0.0		4d0c857e44825611cfbfa91c00bc35b715acd4b6
hu.blackbelt	solr-osgi-services	1.0.1		900e78877579ed06b64b3ca86ece9805aded17c9
hu.blackbelt	solr-osgi-services	1.0.2		88c23fa05e71d89c66079bf266c18fc6fb27b92b
hu.webarticum.holodb	core	0.1.0		36edf9782111ab0f6ef8612b3847e847176dc0a1
hu.webarticum.holodb	core	0.2.0		5482a9ef73fdcc193dc8a3780ff25a0f8497a37a
hu.webarticum.holodb	core	0.3.0		a7d2b74b246182f52ed2dbb915f22fe6cc16520d
hu.webarticum.holodb	core	0.3.1		88f45212a752c43df4a087e505c24ecb95f67f19
hu.webarticum.holodb	core	0.4.0		97f24d276c111b6446b882d8233b7a5ec0f4d070
hu.webarticum.holodb	core	0.4.1		b5adc5359a71ad153c513171348865eb3a01d308
hu.webarticum.holodb	core	0.5.0		139890768c787d349317d91973eb5213e83dddc6
hu.webarticum.holodb	core	0.6.0		5c09dc3da68b01e9807b6a36d563cd92eb130b1e
io.7mind.izumi	fundamentals-platform_sjs0.6_2.11	0.10.2		d302ae4d05a363a5f4c566ec56ac8eaf665b4030
io.7mind.izumi	fundamentals-platform_sjs0.6_2.11	0.10.2-M2		ba80aab233bd4c0f5b9beddabb674b22be007b67
io.7mind.izumi	fundamentals-platform_sjs0.6_2.11	0.10.2-M3		aecd9a43d245600377acdf3cdd91f4cf4ae25e74
io.7mind.izumi	fundamentals-platform_sjs0.6_2.11	0.10.2-M6		a8796af96614e177c2e9d9cd1c56ce4c1bf423dc
io.7mind.izumi	fundamentals-platform_sjs0.6_2.11	0.10.2-M7		e6c0362e84c89d5a0d77e07db4714cf694ec69df
io.7mind.izumi	fundamentals-platform_sjs0.6_2.11	0.10.2-M7-ZIORC16		3be85321904ac01c5bb8516eac36b1ec19744216
io.7mind.izumi	fundamentals-platform_sjs0.6_2.11	0.10.2-M8		cd602eace7e664fca5372bf266c0ca27e761c83f
io.7mind.izumi	fundamentals-platform_sjs0.6_2.11	0.10.2-M8-ZIORC16		bb10959913ed9312c3f53f840bf5bc5435e0db8d
io.7mind.izumi	fundamentals-platform_sjs0.6_2.11	0.10.3-M1		d6f68c144e8bee9686b316f0d3b63e3fc91b369a
io.apptik.rxhub	core	0.0.1		5df1d0cf4968cdaddca0bee701197a7781d203a9
io.apptik.rxhub	core	0.0.2		93102dfa0440f06db3badb2cf9f9984a33ac101d
io.burkard	aws-cdk-scala-ec2_2.12	0.1.2		5a621f837183e1e984a2b36e060a371653aede83
io.burkard	aws-cdk-scala-ec2_2.12	0.1.3		292b853c9a888797c573b5c7bd1a97cbf166b995
io.burkard	aws-cdk-scala-ec2_2.12	0.1.4		c327b2c0a4d89bdb96c189dcc48243b5272f4a1a
io.burkard	aws-cdk-scala-ec2_2.12	0.1.5		d19f5b626a3562611bb1e3cabfa51aa1b6d3574b
io.burkard	aws-cdk-scala-ec2_2.12	0.1.6		6d570759043bcc42c254c2ddd0aa4f956984d75d
io.burkard	aws-cdk-scala-ec2_2.12	0.1.7		e19759d8935cf5705dc04e8bcbd68b405f4d6ff5
io.burkard	aws-cdk-scala-ec2_2.12	0.2.0		c0009ad688433431b334c7ace180353a5f73a972
io.burkard	aws-cdk-scala-ec2_2.12	0.3.0		205e5d2119ea9c759d81f2f960d5ed03fae5bbbc
io.burkard	aws-cdk-scala-ec2_2.12	0.4.0		95ec3ac07d31a9ec8d84ec3511e1e7185a0e0c25
io.burkard	aws-cdk-scala-ec2_2.12	0.4.1		7cccb7e3c203f7e82c23863d1d62639367c67042
io.burkard	aws-cdk-scala-ec2_2.12	0.5.0		b032b89587daec7673d5db5783cf2661abcf0604
io.dropwizard	dropwizard-jetty	0.7.0		f6e0c1e6b9190ace42fcd9cf935434d6c799a068
io.dropwizard	dropwizard-jetty	0.7.0-rc1		7314f3cfd06c6110dec96dc4e54ff973cd53de35
io.dropwizard	dropwizard-jetty	0.7.0-rc2		16219ecd5d3df34042c007773cf86331ec6b2d65
io.dropwizard	dropwizard-jetty	0.7.0-rc3		e4ee0ba2183860a278d962ef577bbd288ce878cd
io.dropwizard	dropwizard-jetty	0.7.1		269303642030a9e093b4cc19e8036e174113a04a
io.dropwizard	dropwizard-jetty	0.8.0		01d41f40c60840c1555590a496b3d78a1b12a309
io.dropwizard	dropwizard-jetty	0.8.0-rc1		f20e000656424288178c28cf7912dba085dcb023
io.dropwizard	dropwizard-jetty	0.8.0-rc2		a468c3f813055b570afb484fc06bc79846bbcaa8
io.dropwizard	dropwizard-jetty	0.8.0-rc3		12704885d41ba8ac61c7ac791317726012f0e087
io.dropwizard	dropwizard-jetty	0.8.0-rc4		ff1bc5e3e671c8143e306d77034bde643846500d
io.dropwizard	dropwizard-jetty	0.8.0-rc5		e103217ce2c1f31845b35cf9a157ff79c484e34d
io.dropwizard	dropwizard-jetty	0.8.1		8af16c06e7fdab0a68052b81a9b3b956c6725fc9
io.dropwizard	dropwizard-jetty	0.8.1-rc2		93487668b7c8ca86c16bd9a67d275cc2941a15c5
io.dropwizard	dropwizard-jetty	0.8.2		ecbe21d005680a77415291b290882fb8e61a3d2e
io.dropwizard	dropwizard-jetty	0.8.3		2e4bb49877ded329110b94bdf0be290b93f54f59
io.dropwizard	dropwizard-jetty	0.8.4		6f37f62cae8e4b898b627dd564a26cb5b6d6a826
io.dropwizard	dropwizard-jetty	0.8.5		96d2d97a837dcf3e6f4864163d8275a83debbdc5
io.dropwizard	dropwizard-jetty	0.9.0		e08c57be35577f370c9c48ce497aebdb48aeca30
io.dropwizard	dropwizard-jetty	0.9.0-rc1		f101c3c8b722f1945e04761a040bd807f1a64ec4
io.dropwizard	dropwizard-jetty	0.9.0-rc2		c42b6c5822896de65bc6e6ded55bb9699808c3bd
io.dropwizard	dropwizard-jetty	0.9.0-rc3		408e47898fd1af9bbe6a7ef908e2997696befdeb
io.dropwizard	dropwizard-jetty	0.9.0-rc4		de667d836aa2e0fb1a9f5025815f7726c5307905
io.dropwizard	dropwizard-jetty	0.9.0-rc5		7a194921794b40d58dd8996985ad82a2cac0cd25
io.dropwizard	dropwizard-jetty	0.9.1		848cb4ed08c5efb763d0b89333fa42b01e97f28a
io.dropwizard	dropwizard-jetty	0.9.1-rc1		43c6877ed8e5200daa446e0fef29f69b5d3fc8b8
io.dropwizard	dropwizard-jetty	0.9.2		5b1b46b8b8dbc523aed473e7f226511de7452a3d
io.dropwizard	dropwizard-jetty	0.9.3		f36e665f60219e842830fe0d2d5d9104a9553cf1
io.dropwizard	dropwizard-jetty	1.0.0		0ff7d41bd30e4ee16b2f1d7545adfe8ca8d34a0d
io.dropwizard	dropwizard-jetty	1.0.0-rc1		94190ffbbea9b78f12d730a229fa2af25a5411b6
io.dropwizard	dropwizard-jetty	1.0.0-rc2		cc521d19a800a1425fbcffed5a971ecec075f826
io.dropwizard	dropwizard-jetty	1.0.0-rc3		9321a4f904df41b4c28d3565abc15f8f433403ef
io.dropwizard	dropwizard-jetty	1.0.0-rc4		419aa71699ca08242d38eeaca134c30e6bb26af3
io.dropwizard	dropwizard-jetty	1.0.1		c579bd6564336c948767b6c445ff1dba504b3e2a
io.dropwizard	dropwizard-jetty	1.0.2		0b8b739c20780218921d80f0be735771bc404806
io.dropwizard	dropwizard-jetty	1.0.3		d00c0bbd0a3e19bf8d3bf5acb7d8e284c59c9894
io.dropwizard	dropwizard-jetty	1.0.4		d9a5c9646e2e8e56cdda2d55562d06249a7b571d
io.dropwizard	dropwizard-jetty	1.0.5		4c42263daa8f1ddabc3af9131d700e9eaa1b2db1
io.dropwizard	dropwizard-jetty	1.0.6		b6e00afd9d57b8518ee10edee2b86e116bb873ce
io.dropwizard	dropwizard-jetty	1.0.7		c7359f5c37c4aeee0c305ded708c3312d69a2ea4
io.dropwizard	dropwizard-jetty	1.0.8		d8bfa001ccc55cfb38fbdf92e1585178a07d2769
io.dropwizard	dropwizard-jetty	1.0.9		c7da0a1ef0e9b9ea5326c3d456ca2dd1939d6354
io.dropwizard	dropwizard-jetty	1.1.0		4b78ac8f4dc650889e9e91830654189def12c109
io.dropwizard	dropwizard-jetty	1.1.0-rc1		4a2257b6d45d7bbde81dc9726d5dbea039e45408
io.dropwizard	dropwizard-jetty	1.1.0-rc2		39e3fc94bbbec968ff0151c6636c5e51f9ab06b6
io.dropwizard	dropwizard-jetty	1.1.0-rc3		ffb34bf92df0695de33bc887b407de32f578f515
io.dropwizard	dropwizard-jetty	1.1.0-rc4		baa6b7460f733cb8885ba4c9e594474f8eb2ff4f
io.dropwizard	dropwizard-jetty	1.1.1		e12ed0faea8b7219a5bb3199c4f3e4fdcf5ed2ea
io.dropwizard	dropwizard-jetty	1.1.2		38623856c5c9cb12e2c3a72a812b855d540e74f7
io.dropwizard	dropwizard-jetty	1.1.3		6efcdef9f81e864636822b088435678a06342562
io.dropwizard	dropwizard-jetty	1.1.4		b8ff766cd5870e095f7361e3b86fceebbf6c9479
io.dropwizard	dropwizard-jetty	1.1.5		888f9dce93df99a345f0c9b9886d3002be048caf
io.dropwizard	dropwizard-jetty	1.1.6		565f296b6685a245be7a866482a6a85ae6334eb3
io.dropwizard	dropwizard-jetty	1.1.7		5ad1920b902a042b1ba8e66db1c8ec2ddddda64e
io.dropwizard	dropwizard-jetty	1.1.8		f50f07d589f76bc260c56feed9788cac614dac93
io.dropwizard	dropwizard-jetty	1.2.0		3e36e635c8e52da0355729552a6166dfa2e8932a
io.dropwizard	dropwizard-jetty	1.2.0-rc1		ecb5755b22be004216071612924101f90b813600
io.dropwizard	dropwizard-jetty	1.2.0-rc2		7bfa8f633ebc1fa1a33c941eea9fd109e28f14af
io.dropwizard	dropwizard-jetty	1.2.0-rc3		d3538ddf5c617a685047f406e8de5ad3ea595d79
io.dropwizard	dropwizard-jetty	1.2.0-rc4		056d38bfacb34d4de572486a3d2327da99a099ab
io.dropwizard	dropwizard-jetty	1.2.0-rc5		ce6cc57ddb916121ed4f6359ed37a1b53fbb940b
io.dropwizard	dropwizard-jetty	1.2.0-rc6		7667a6ff21972e92920a4cc68a1b20cef956888d
io.dropwizard	dropwizard-jetty	1.2.1		6153087c7d7fb99914b67ca2c5f8f51692e3fbf2
io.dropwizard	dropwizard-jetty	1.2.2		3c5a7f6052ea5d75d35befbd75824b11f3ad6486
io.dropwizard	dropwizard-jetty	1.2.3		298d8e44a89174095f09b102d4c973af18c9cc70
io.dropwizard	dropwizard-jetty	1.2.4		36cf3b9380be54feac66ff3f53ece5c7d482bf87
io.dropwizard	dropwizard-jetty	1.2.5		d1deb94902431a3d05fca15fb88b011d8958c43f
io.dropwizard	dropwizard-jetty	1.2.6		1f9ffec036220487ac976ca3405cd3b00154802b
io.dropwizard	dropwizard-jetty	1.2.7		a72f82ac0df48857a4cc9fb61b7b245fae93de1d
io.dropwizard	dropwizard-jetty	1.2.8		29590650f83048041027d9099b444cf9899f2d50
io.dropwizard	dropwizard-jetty	1.2.9		c809466cec3860a55b2df444b6be20a40b1678a1
io.dropwizard	dropwizard-jetty	1.3.0		6a2792063ff75cacaf76be2710834f82352f5e2b
io.dropwizard	dropwizard-jetty	1.3.0-rc1		95beac27ba1aa704c881757c96bee0fd666c0f9b
io.dropwizard	dropwizard-jetty	1.3.0-rc2		e7660b8ea47412eb0f1d909c9bfd411d01017085
io.dropwizard	dropwizard-jetty	1.3.0-rc3		b82db9b4b10dba3de9edd5586c644a443975785b
io.dropwizard	dropwizard-jetty	1.3.0-rc4		e514649a00f874950f59b8372ad53183c1156a7b
io.dropwizard	dropwizard-jetty	1.3.0-rc5		7fb3cd3940abd41987d3afd9918d4a50340003cd
io.dropwizard	dropwizard-jetty	1.3.0-rc6		198610cc2ce7ba680e3cb26bc97dd01a69939b3b
io.dropwizard	dropwizard-jetty	1.3.0-rc7		767561ffa786bc02e54917e68128a9535ddfdbb0
io.dropwizard	dropwizard-jetty	1.3.1		888abddfebad50f636950f50b3b65984ff4e7a40
io.dropwizard	dropwizard-jetty	1.3.10		896842952f06de7024cf55c6e368f5967e0ae92a
io.dropwizard	dropwizard-jetty	1.3.11		4a96903b416aab13652ea5ecb3be62d2c35a8b5e
io.dropwizard	dropwizard-jetty	1.3.12		57c777f51b1114f34f73b89003839be922d723b9
io.dropwizard	dropwizard-jetty	1.3.13		23c0f30fb69659a76a1e103df68b3e273051dd05
io.dropwizard	dropwizard-jetty	1.3.14		ecf47bc4026097decd2b65dbdc102754882afe23
io.dropwizard	dropwizard-jetty	1.3.15		bd34674496ae9997dd20d88a9fcda937bd21840e
io.dropwizard	dropwizard-jetty	1.3.16		48210ae48c4c6ec2b30db9b7a7259bbb883f485a
io.dropwizard	dropwizard-jetty	1.3.17		a724c3aa56688ffd1fdea8495cc5a04a98aca09d
io.dropwizard	dropwizard-jetty	1.3.18		8b660404ea56d5cfd111b1bbd8cb279c059edb79
io.dropwizard	dropwizard-jetty	1.3.19		34a7b272b8b1587e616c082ceef0c09b6d889ff7
io.dropwizard	dropwizard-jetty	1.3.2		9504f15b9fa311b5c2b8e79dbcb4f4bea0fc78e6
io.dropwizard	dropwizard-jetty	1.3.20		14d8706ae3aeba6b94a50300752f266cfb7bc799
io.dropwizard	dropwizard-jetty	1.3.21		aaad1d4025a3ffb4cbce68f837f1a4411f795ca0
io.dropwizard	dropwizard-jetty	1.3.22		683a271d849c0a62b612b7086ef8ce7743e797af
io.dropwizard	dropwizard-jetty	1.3.23		d1b9e8f65a3e3b32260b84bda7d1305435bc43fe
io.dropwizard	dropwizard-jetty	1.3.24		87b7352c362a5dec9309417345eab33dbdc19190
io.dropwizard	dropwizard-jetty	1.3.25		40065949c43bd3e0a57bfb2354ea3ab07c5507db
io.dropwizard	dropwizard-jetty	1.3.25-beta.1		75f295480ecc114c76bd2cfccf8516057aad530d
io.dropwizard	dropwizard-jetty	1.3.25-beta.2		937bba18ab7c0946c0c5adf4a0585ea93ba72d53
io.dropwizard	dropwizard-jetty	1.3.26		84d22afaa57c6eb028fdc406176e485302930b4a
io.dropwizard	dropwizard-jetty	1.3.27		a26b2f91e849e73211b6bfbaf0f8c731687ce0e6
io.dropwizard	dropwizard-jetty	1.3.28		c673ab5bb8f9b65c87ecda2b499735520cc4230a
io.dropwizard	dropwizard-jetty	1.3.29		224c69c5d677015bda0f5b0f32164320af83a7fe
io.dropwizard	dropwizard-jetty	1.3.3		05ca1dd2c5dc64d4d89ec224ed3dec869cbb6390
io.dropwizard	dropwizard-jetty	1.3.4		c6eed5520349fe94c7ce6d02d61c7d35d3ce7809
io.dropwizard	dropwizard-jetty	1.3.5		93aa2cf132822001128509e6fe166d26858de0dc
io.dropwizard	dropwizard-jetty	1.3.6		787398ba59dc8fd697e7149e92ebbf681b7a3257
io.dropwizard	dropwizard-jetty	1.3.7		3fbef96b6246b0f1ad6bbad80a3d245755396711
io.dropwizard	dropwizard-jetty	1.3.8		ad8090324536a6aa3c3d904ca45bc671371b4eb1
io.dropwizard	dropwizard-jetty	1.3.9		8daffb44dfc4902262821fb71a4ff82f2051b9d1
io.dropwizard	dropwizard-jetty	2.0.0		cd9709912c105024e0b62b87f882344c244bccbe
io.dropwizard	dropwizard-jetty	2.0.0-rc0+test8		6049a68d69061dc3ff0d842441929bbccd07c9aa
io.dropwizard	dropwizard-jetty	2.0.0-rc1		e3b03f99dbf76c4b199643fc55b0d244470bae7a
io.dropwizard	dropwizard-jetty	2.0.0-rc10		5d4799c8922e81b9a4dde1b7888a691f5e20363d
io.dropwizard	dropwizard-jetty	2.0.0-rc11		ba74bc90800a475414a4fa6f1bbfaaadff2bd151
io.dropwizard	dropwizard-jetty	2.0.0-rc12		8e6084319f801d471bb76d63d69ae7aadcf087f9
io.dropwizard	dropwizard-jetty	2.0.0-rc13		3f1a0bc1d30c65c7e523f2fc21b3997dc5d81091
io.dropwizard	dropwizard-jetty	2.0.0-rc14		384f8a100df91e86dbf5152349ea624b1c1fafe4
io.dropwizard	dropwizard-jetty	2.0.0-rc2		94c272c0fa3e3cc202df3a08af8b83072c36385f
io.dropwizard	dropwizard-jetty	2.0.0-rc3		82c52349e8fdeb050813c05c2a1208d53d3bbac1
io.dropwizard	dropwizard-jetty	2.0.0-rc4		d8fc260ba2d8e6522c3f6b7ed14a9089962e1e4c
io.dropwizard	dropwizard-jetty	2.0.0-rc5		64c44d17037f0e2bc607bca7a78492c4aff40f5e
io.dropwizard	dropwizard-jetty	2.0.0-rc9		1d76af7e1bc666fd5b9c537260768d65acf0615d
io.dropwizard	dropwizard-jetty	2.0.1		af9263960e01ccf654e34164e7c0ceb1daca7479
io.dropwizard	dropwizard-jetty	2.0.10		17765b7ee9b2c828da1648ad52ccf5ed303049d8
io.dropwizard	dropwizard-jetty	2.0.11		880bb566af53c23517642bc04a215a265b6c7150
io.dropwizard	dropwizard-jetty	2.0.12		31d888b4cbc852b22547970b9ff35e5d04a11a3b
io.dropwizard	dropwizard-jetty	2.0.13		11f8d0407544038645a8c6b93a7a1ef917761018
io.dropwizard	dropwizard-jetty	2.0.14		8cce885815884024f88f8872dcce830a0c08b1ea
io.dropwizard	dropwizard-jetty	2.0.15		21738acb4638348a6c829e17c4d1f979e80566fa
io.dropwizard	dropwizard-jetty	2.0.16		a5de2418118548d5fef1fd36b56d50c1f5b3e998
io.dropwizard	dropwizard-jetty	2.0.17		93928c5ddcbcfbfaf3cf628ea63cf9d608b2b86d
io.dropwizard	dropwizard-jetty	2.0.18		3a2872954e40f7ab803cbb0b9d9c906b63377c1e
io.dropwizard	dropwizard-jetty	2.0.19		efcde5a354e8f4ef756f554628ebe1a4a0b065c0
io.dropwizard	dropwizard-jetty	2.0.2		bb16f9e6614b6552cf11cdffa4a68e4cd42ac19b
io.dropwizard	dropwizard-jetty	2.0.20		776cfdfa3d95da2b7e986dbbfd644f1e7091e63b
io.dropwizard	dropwizard-jetty	2.0.21		14a86bf16a729362ffe113a8a251b50fe8df18c4
io.dropwizard	dropwizard-jetty	2.0.22		f544b0bfc40413cf96688cee30f250e4bbcc4ba6
io.dropwizard	dropwizard-jetty	2.0.23		381a838309dffbea37544a7680c84833dc9d7988
io.dropwizard	dropwizard-jetty	2.0.24		8ed233480db498751ff5d9c70fc1c8339e53ea04
io.dropwizard	dropwizard-jetty	2.0.25		6b36cf564df61e520e27ef3298168eeb27c22f8f
io.dropwizard	dropwizard-jetty	2.0.26		5db88ece2e9d1ac955f5b5d37e008f968ec7cc03
io.dropwizard	dropwizard-jetty	2.0.27		1698b18bf3d68249a1fa8fee3bf9e0cf2c6c41a5
io.dropwizard	dropwizard-jetty	2.0.28		81b57c4ef211ab19a08bedb07b3840d656849757
io.dropwizard	dropwizard-jetty	2.0.29		2b78f2d8ad673f28d5b21115b3bd8ecaefe39cee
io.dropwizard	dropwizard-jetty	2.0.3		c6b759bb9380ece16e82c3ca2325274fc76b712a
io.dropwizard	dropwizard-jetty	2.0.30		9673fb8b75d8ca28b486bc754b7f60b8220c879f
io.dropwizard	dropwizard-jetty	2.0.31		e36e902f74f3ebbd4f4890fec2bb2c5c74b7933f
io.dropwizard	dropwizard-jetty	2.0.32		e0f3b84f5fc07ed4123f33e6d9a391959e3bf057
io.dropwizard	dropwizard-jetty	2.0.33		f5fa12e5749b5bb333a6d5ec337c6a1aa489e7ae
io.dropwizard	dropwizard-jetty	2.0.34		6ce1c1bdcd331094a050462af2201e083c5f745e
io.dropwizard	dropwizard-jetty	2.0.35		15285c9ab42409c53c674e26ca306070e8e14d58
io.dropwizard	dropwizard-jetty	2.0.4		8015df00719ecf1d8e8d4af6b5f0d709619328c3
io.dropwizard	dropwizard-jetty	2.0.5		12cd0b47b23ddab40621e4c847c69bc19ed5ec62
io.dropwizard	dropwizard-jetty	2.0.6		9c9a2f1c213503b764ec94eff7b20d8d9aeee1f1
io.dropwizard	dropwizard-jetty	2.0.7		b0e7687e4a7e53f2c33ee5d9bd4c07d08a1174e8
io.dropwizard	dropwizard-jetty	2.0.8		1e029a5553e74848b28030175af0c77e783799e2
io.dropwizard	dropwizard-jetty	2.0.9		b31538d451c2c7c343848586e91ded820e250ab7
io.dropwizard	dropwizard-jetty	2.1.0		54bc1e68dd0f3fee09d578cb456d0a496c606767
io.dropwizard	dropwizard-jetty	2.1.0-beta.1		0ea5fc9f9317b9ffa8cdc4aa0c5f3c5cda3d007f
io.dropwizard	dropwizard-jetty	2.1.0-beta.2		9340744d71b53f454f89dfb987e3f504b03aab2a
io.dropwizard	dropwizard-jetty	2.1.0-beta.3		9483bfeff9ca17bea6aa457e17768bd3c0e98174
io.dropwizard	dropwizard-jetty	2.1.0-beta.4		c9745fb897934206a4e1f2007ccb1817e7f340c4
io.dropwizard	dropwizard-jetty	2.1.0-beta.5		4616bdd7aafcf1e35fffad91f68716f05b8c65d8
io.dropwizard	dropwizard-jetty	2.1.0-beta.6		f16bbc6a52e9cf360ccaa647a6f867c1f1e1eab4
io.dropwizard	dropwizard-jetty	2.1.0-beta.7		ab998b5410db7f5bb33a40149418f235b9d8a73c
io.dropwizard	dropwizard-jetty	2.1.0-beta.8		828a066adf080326432d1143a975a50e790b1c99
io.dropwizard	dropwizard-jetty	2.1.0-beta.9		2e6174afbce93924f6e1ce020386d39572e01b7b
io.dropwizard	dropwizard-jetty	2.1.1		7c2ebb38a5aa046a76be1aa8d76113945781343e
io.dropwizard	dropwizard-jetty	2.1.10		c68fb0db47304ad7cd1dc18fbbbc62e2e39410ef
io.dropwizard	dropwizard-jetty	2.1.11		fc0ea58654a330b60b57374025028f759cf018b1
io.dropwizard	dropwizard-jetty	2.1.12		9926edfea3e6f1eee77863675e3eb42c5647ea12
io.dropwizard	dropwizard-jetty	2.1.2		1b071426e2e6aaa82e2608064422f8d3a30b9b43
io.dropwizard	dropwizard-jetty	2.1.3		f0b602320fa49401cd189ef13f7e1712f3b12521
io.dropwizard	dropwizard-jetty	2.1.4		d8618036d3df2e4fbe0ff97be44549a99db3bcda
io.dropwizard	dropwizard-jetty	2.1.5		dc477e4be243a50c1d1697b7cf6f8651fd27bff8
io.dropwizard	dropwizard-jetty	2.1.6		e7e32d72bd3072307a40a0926c1cab78bb6f502b
