africa.shuwari	version-zio-prelude_native0.5_3	0.5.0		265f4efeabe0ba0fad4cba7c52e11c063fbc069c
com.ibm.mq	mq-jms-spring-boot-starter	2.7.11		678db877b6667ef6e963856def902e8455311f1f
com.ibm.mq	mq-jms-spring-boot-starter	2.7.12		e36dbd40f5af2ab0e75c79e80feab6ebc7c92842
com.ibm.mq	mq-jms-spring-boot-starter	2.7.13		760fe9ed2258721870f1591a71a84a750aa7449f
com.ibm.mq	mq-jms-spring-boot-starter	2.7.14		7cc2b56c9d25059bcdb598a07814fcf01a6d8572
com.ibm.mq	mq-jms-spring-boot-starter	2.7.17		90c6b14b6332d9b3b36a86cf07b5dac3205e974b
com.ibm.mq	mq-jms-spring-boot-starter	2.7.18		1d8f204ab050981630a8824e6c362a294aeac34b
com.ibm.mq	mq-jms-spring-boot-starter	2.7.2		40b45d6157ea1fb4eb62f6d86bf36157675612f3
com.ibm.mq	mq-jms-spring-boot-starter	2.7.4		3f3b545562804f064180fbddf1aef32627048188
com.ibm.mq	mq-jms-spring-boot-starter	2.7.5		11d87a91c51785d211398a5cdf96b7c694aa4bda
com.ibm.mq	mq-jms-spring-boot-starter	2.7.6		c51df77fe4f015647da472093b2315aa5c0de01c
com.ibm.mq	mq-jms-spring-boot-starter	2.7.8		944130cd825bce19dedfc614d0159bcf6dd6430a
com.ibm.mq	mq-jms-spring-boot-starter	2.7.9		439d75211e570474567968d8d8b15a66b871395e
com.ibm.mq	mq-jms-spring-boot-starter	3.0.0		088313dc8b68cb078ec87f2129b677d5032e39c5
com.ibm.mq	mq-jms-spring-boot-starter	3.0.2		8a84e46fbeda993fe21c2c248eea49acb6816ed9
com.ibm.mq	mq-jms-spring-boot-starter	3.0.3		6541b72e710540a38edf3c5ad500acfcd0e9638d
com.ibm.mq	mq-jms-spring-boot-starter	3.0.5		93c112fce4bdf4b77835d80766e1651ef99c7565
com.ibm.mq	mq-jms-spring-boot-starter	3.0.6		d0ff8f8a6655187b73654ca5a60a2f388f32bef5
com.ibm.mq	mq-jms-spring-boot-starter	3.1.0		9e6acf559b245e6bf888aa523904e3fd84bdb1db
com.ibm.mq	mq-jms-spring-boot-starter	3.1.1		4156d03321cae798ee4ffe8cbcf2f8ae824b037d
com.ibm.mq	mq-jms-spring-boot-starter	3.1.2		f6d81d8cdc1b8967155decc7247ec98c346aee03
com.ibm.mq	mq-jms-spring-boot-starter	3.1.5		659fe0c238f6e345fbf24e69f3cce9ae4ef72483
com.ibm.mq	mq-jms-spring-boot-starter	3.2.1		4c788f1a828663b14c271fdcaa33095cf3c0cb12
com.ibm.mq	mq-jms-spring-boot-starter	3.2.3		ae0d92eae1d26ac97fd519df1098ee6dd73cf98d
com.ibm.mq	mq-jms-spring-boot-starter	3.2.4		957c6872d6e3a6df9df5074749d4ad283c0b0cdd
com.ibm.mq	mq-jms-spring-boot-starter	3.3.1		88f17571dafd6932ae367e56b922ee3129f86340
com.ibm.mq	mq-jms-spring-boot-starter	3.3.3		4a33acbaadadfa182fbf069c2f04a9c02ac966be
com.ibm.mq	mq-jms-spring-boot-starter	3.3.5		55b12217a0c2fb0b4bc791905ee260cab1993b7e
com.ibm.mq	mq-jms-spring-boot-starter	3.4.3		e9367039908d4b2a7e8831a70eaa5a3743aa40d6
com.indigitall	android-liveactivity	5.16.0		N/A
com.indigitall	android-liveactivity	5.17.0		N/A
com.jakewharton.timber	timber-lint	2.2.0		9c0e0fe983519cdabd9202c71473d41059115295
com.jakewharton.timber	timber-lint	2.2.1		98423a8b60c75b58de290c25595efab303ca51cb
com.jakewharton.timber	timber-lint	2.2.2		ea6f9dfdfe895ce6f9848dcb3afd7bc4dadbca37
com.jakewharton.timber	timber-lint	2.3.0		9ad9a7f461008b0a22cfc62be3954ded77185803
com.jakewharton.timber	timber-lint	2.4.0		225e7fd2b6e55373f754e5756d1d336b2ad0089d
com.jakewharton.timber	timber-lint	2.4.1		1f2cce526c736ea4bb97e93387c3d4aa86924f92
com.jakewharton.timber	timber-lint	2.4.2		24a99b4b7d3fc8a528b9d81b131651dc6ef50e2a
com.jakewharton.timber	timber-lint	2.5.0		778a80a7c385f457fc51a458b3e3bd5e8f2d84d5
com.jakewharton.timber	timber-lint	2.5.1		b9a49b1d43ae2cbe450bc4eaebbdbda5c0bfdeb4
com.jakewharton.timber	timber-lint	2.6.0		f6a066b6a0f106860907fd2304b29f8ac3124b91
com.jakewharton.timber	timber-lint	2.7.0		e45cf08fcb45194b3ce8c7e54e5d4dae357c35f2
com.jakewharton.timber	timber-lint	2.7.1		df06661cfe59727bc9d2bc8a0453edf057ce4d92
com.jakewharton.timber	timber-lint	3.0.0		947520bac5fc49481270ca0ab52fd4f96d80e22e
com.jakewharton.timber	timber-lint	3.0.1		bee12ae4299ba71276196f30af02083ef652621d
com.jakewharton.timber	timber-lint	3.0.2		59f4394200fad0146b06f2eb3f4d4de28f8e636c
com.jakewharton.timber	timber-lint	3.1.0		45d2979e29501657c5a6c9749ae236a6c4624d0a
com.jwebmp	jwebmp-bootstrap-switch4	0.58.0.21-RCTEST		3e9534124b8f64ff81335a854576aebfb8dc3a6a
com.jwebmp	jwebmp-bootstrap-switch4	0.59.0.14		9c8e16bc55aa817367c0ba419710a30eba13493d
com.jwebmp	jwebmp-bootstrap-switch4	0.62.0.1		8736ae660707d384109e1bcdfdc55384bd4deebe
com.jwebmp	jwebmp-bootstrap-switch4	0.63.0.61		431c99fdc5370d3217935200e7a316ddddc749b5
com.jwebmp	jwebmp-bootstrap-switch4	0.65.0.2		98879d9b7c999b07922036d8e5bc2c91528271f0
com.jwebmp	jwebmp-bootstrap-switch4	0.65.0.3		35b7522f28c54aaa5a3accdb6f0c5e1fd9ed5059
com.jwebmp	jwebmp-bootstrap-switch4	0.66.0.1		9a379ffa68939d1fa890de57142b97055e3f43c1
com.jwebmp.jackson.module	jackson-modules-java8	0.63.0.17		N/A
com.jwebmp.jackson.module	jackson-modules-java8	0.63.0.19		N/A
com.liferay	com.liferay.expando.test.util	1.0.0		9599c4fc6e3ca626e732fc1c0da8f78834976778
com.liferay	com.liferay.expando.test.util	1.0.1		6cd86919329ae804c55a567f63ea7928cebc119c
com.liferay	com.liferay.expando.test.util	1.1.0		5ab1967acbf36672f425742a7c7849f3584ce10d
com.mapp.sdk	mapp-android	6.0.15		N/A
com.mapp.sdk	mapp-android	6.0.15-beta1		N/A
com.mapp.sdk	mapp-android	6.0.16		N/A
com.mapp.sdk	mapp-android	6.0.16-beta1		N/A
com.mapp.sdk	mapp-android	6.0.17		N/A
com.mapp.sdk	mapp-android	6.0.17-beta1		N/A
com.mapp.sdk	mapp-android	6.0.17-special1		N/A
com.mapp.sdk	mapp-android	6.0.17-special11		N/A
com.mapp.sdk	mapp-android	6.0.17-special12		N/A
com.mapp.sdk	mapp-android	6.0.17-special13		N/A
com.mapp.sdk	mapp-android	6.0.17-special14		N/A
com.mapp.sdk	mapp-android	6.0.17-special15		N/A
com.mapp.sdk	mapp-android	6.0.17-special17		N/A
com.mapp.sdk	mapp-android	6.0.17-special2		N/A
com.mapp.sdk	mapp-android	6.0.17-special3		N/A
com.mapp.sdk	mapp-android	6.0.17-special4		N/A
com.mapp.sdk	mapp-android	6.0.17-special5		N/A
com.mapp.sdk	mapp-android	6.0.17-special6		N/A
com.mapp.sdk	mapp-android	6.0.17-special7		N/A
com.mapp.sdk	mapp-android	6.0.17-special8		N/A
com.mapp.sdk	mapp-android	6.0.17-special9		N/A
com.mapp.sdk	mapp-android	6.0.18		N/A
com.mapp.sdk	mapp-android	6.0.18-rc01		N/A
com.mapp.sdk	mapp-android	6.0.18-rc02		N/A
com.mapp.sdk	mapp-android	6.0.19		N/A
com.mapp.sdk	mapp-android	6.0.19-rc01		N/A
com.mapp.sdk	mapp-android	6.0.19-rc02		N/A
com.mapp.sdk	mapp-android	6.0.19-rc03		N/A
com.mapp.sdk	mapp-android	6.0.19-rc04		N/A
com.mapp.sdk	mapp-android	6.0.19-rc05		N/A
com.mapp.sdk	mapp-android	6.0.20		N/A
com.mapp.sdk	mapp-android	6.0.20-alpha03		N/A
com.mapp.sdk	mapp-android	6.0.20-alpha05		N/A
com.mapp.sdk	mapp-android	6.0.20-beta01		N/A
com.mapp.sdk	mapp-android	6.0.20-beta02		N/A
com.mapp.sdk	mapp-android	6.0.20-beta04		N/A
com.mapp.sdk	mapp-android	6.0.20-rc01		N/A
com.mapp.sdk	mapp-android	6.0.20.1		N/A
com.mapp.sdk	mapp-android	6.0.20.2		N/A
com.mapp.sdk	mapp-android	6.0.20.3		N/A
com.mapp.sdk	mapp-android	6.0.20.4		N/A
com.mapp.sdk	mapp-android	6.0.21		N/A
com.mapp.sdk	mapp-android	6.0.22		N/A
com.mapp.sdk	mapp-android	6.0.23		N/A
com.mapp.sdk	mapp-android	6.0.24		N/A
com.mapp.sdk	mapp-android	6.0.25		N/A
com.mapp.sdk	mapp-android	6.0.26		N/A
com.mapp.sdk	mapp-android	6.0.27-beta01		N/A
com.networknt	eventuate-cdc-connector-common	1.5.10		d44a312e49014de71a2273ebce77b4a250e8ecbf
com.networknt	eventuate-cdc-connector-common	1.5.11		d99a8badc03f0007d8dfefd55911761a600e23c0
com.networknt	eventuate-cdc-connector-common	1.5.12		23b06cb82b62bb7b41c31bd62ecf215d44369144
com.networknt	eventuate-cdc-connector-common	1.5.13		cd5e21eca5ac61055d52d4843f404e29aab1e963
com.networknt	eventuate-cdc-connector-common	1.5.14		f54298c015729b7249b9fad2dfc19b66801b49ab
com.networknt	eventuate-cdc-connector-common	1.5.15		7868a372f09a2b13f97c87ad83ed6acb01c43cad
com.networknt	eventuate-cdc-connector-common	1.5.16		b7c286bd8d7709781cf8a83973a7a9618cb59dfa
com.networknt	eventuate-cdc-connector-common	1.5.17		09e1e8ed580af05e944acd324e550b5ba16e0d8d
com.networknt	eventuate-cdc-connector-common	1.5.18		4eec7713ed162cde8eded39d408935b1658f7691
com.networknt	eventuate-cdc-connector-common	1.5.19		3a3a42920eb7d38e773e2dee85683fadcb9f9aee
com.networknt	eventuate-cdc-connector-common	1.5.20		13cd9561497ba8e9ce76b4ee0bcf60e13e695d53
com.networknt	eventuate-cdc-connector-common	1.5.21		4689959ba804a8f2d4f3e4d5650aae271d810754
com.networknt	eventuate-cdc-connector-common	1.5.22		f5e60b0a6eb6c4f7a61255c990fd353114ecf969
com.networknt	eventuate-cdc-connector-common	1.5.23		8caa84f57b2f316efc2a0a84338eb8569902c4ac
com.networknt	eventuate-cdc-connector-common	1.5.24		972c84652b05167343024271f6bbbdfcdf80b852
com.networknt	eventuate-cdc-connector-common	1.5.25		6aeec3ac9ee15d26481ece85b976ff97e830a346
com.networknt	eventuate-cdc-connector-common	1.5.27		b37ae0167efa4bb2182b04f282f7e0362ca9090e
com.networknt	eventuate-cdc-connector-common	1.5.28		e9a2e526f00d702ac2778f78ea4f5728e4e9319f
com.networknt	eventuate-cdc-connector-common	1.5.29		ca0eb2f334b812e0945e961aad8abe120269451e
com.networknt	eventuate-cdc-connector-common	1.5.30		1ce0f7391d3baed8668672e2da98cfea9d2ff457
com.networknt	eventuate-cdc-connector-common	1.5.31		151623a82b2849558085fc206af6825c866ab5e8
com.networknt	eventuate-cdc-connector-common	1.5.32		2b5e336387018f638cfb08538cbfac609f0b342a
com.networknt	eventuate-cdc-connector-common	1.5.33		36110680cf94c2d339d8ac18fed6f212d80e5971
com.networknt	eventuate-cdc-connector-common	1.5.34		4001241e956c77a74f0951967969f81e2e718784
com.networknt	eventuate-cdc-connector-common	1.5.5		cc39bc1d69af8a6c000763b3ca305b9437c73321
com.networknt	eventuate-cdc-connector-common	1.5.6		d3ff2a34c3d2c65978754e494a0ee4712a1e465b
com.networknt	eventuate-cdc-connector-common	1.5.7		cd3f48766451d08bda9c79d5d0585c6d0b637547
com.networknt	eventuate-cdc-connector-common	1.5.8		cb4383703bd907b4da5ee4932651af90ad7a4d42
com.networknt	eventuate-cdc-connector-common	1.5.9		ee40311a07bfb1d0447bb222a699a10da09f7bbb
com.networknt	eventuate-cdc-connector-common	1.6.0		50ee25482ef6c38bf74cf5a50cbcc9a92e4d1261
com.networknt	eventuate-cdc-connector-common	1.6.1		8fb32d757b1d138b1cd0c7ee313dda01f54ac4a2
com.networknt	eventuate-cdc-connector-common	1.6.10		629f71ce832a7e5bdbeb2901406d1cc825482f4c
com.networknt	eventuate-cdc-connector-common	1.6.11		04456a0e67d3e6b68701b02229aad86d3b4672cb
com.networknt	eventuate-cdc-connector-common	1.6.13		64d6b84d9d1d7644e65ce4606424bf1d8054af1a
com.networknt	eventuate-cdc-connector-common	1.6.14		c9129887561ebd2b8c00648f8f8c158d53847c73
com.networknt	eventuate-cdc-connector-common	1.6.16		3c2db17ce29dc252781e6bdb7240a0e1c69e1fff
com.networknt	eventuate-cdc-connector-common	1.6.17		7ba982d517b55ea652b26065cddb5d8fa659b359
com.networknt	eventuate-cdc-connector-common	1.6.2		c0fd35d7c0fd142586f52c8dcbed4216d2269d85
com.networknt	eventuate-cdc-connector-common	1.6.30		3fcde0f41f4afdccc0708facee208bc607a34302
com.networknt	eventuate-cdc-connector-common	1.6.32		5c77fed33093004222432abc61677599b586f16d
com.networknt	eventuate-cdc-connector-common	1.6.33		51f7a55a2332669f347967021034fbeef57d30e8
com.networknt	eventuate-cdc-connector-common	1.6.34		910af4cd1c0decf1aa07400ebd82e8c4a8d1cd1e
com.networknt	eventuate-cdc-connector-common	1.6.35		0817e475e2418a638e256b9c78a3e029551f3fd8
com.networknt	eventuate-cdc-connector-common	1.6.36		742cb5a488ccd42d2f30aa0f01df5e59b1bb9a41
com.networknt	eventuate-cdc-connector-common	1.6.4		1b7e15af036f9954458391757b00a8057a0edbad
com.networknt	eventuate-cdc-connector-common	1.6.40		416278a153240e6dec6704af6b7e04608491822b
com.networknt	eventuate-cdc-connector-common	1.6.41		318fb700e84e7625328a26d8aa03ea732129b1e0
com.networknt	eventuate-cdc-connector-common	1.6.42		f78f3928b7aa613fdacc7b0f907f3b1029507031
com.networknt	eventuate-cdc-connector-common	1.6.43		968e3f38676bafdeba1ee6a6289fc64042f87e1b
com.networknt	eventuate-cdc-connector-common	1.6.44		60c49ecd9c8352cf8327dc1088b76d9fcc2ca587
com.networknt	eventuate-cdc-connector-common	1.6.46		3db1b9aae335e5ddcefe24a455ff0c09af330a45
com.networknt	eventuate-cdc-connector-common	1.6.47		5b593f5d3f57bfddaff5da5989656cc57114c104
com.networknt	eventuate-cdc-connector-common	1.6.5		f0d61eb64f3443eaafae7621c9e8714ed1dc6494
com.networknt	eventuate-cdc-connector-common	1.6.6		5bd46b69c25292a58087d0528dbb9eaa310d2460
com.networknt	eventuate-cdc-connector-common	1.6.7		8dbc688cef668a2f8e4aaedc69498ffa33e391c7
com.networknt	eventuate-cdc-connector-common	1.6.8		aea84f269f48698426e98c108efc8c28ffb8cdfa
com.networknt	eventuate-cdc-connector-common	1.6.9		bb5513f21ca4ffc65a768f1140e78e291347f076
com.networknt	eventuate-cdc-connector-common	2.0.1		e9ba7a123f05372b0228a6d30acdbbc87ed7dd88
com.networknt	eventuate-cdc-connector-common	2.0.10		8aab3cd6e22d897d1882bd2ddeea9aefc66bf243
com.networknt	eventuate-cdc-connector-common	2.0.11		a44f161fda7e5b80e621069f9cd7c59fd681e5a2
com.networknt	eventuate-cdc-connector-common	2.0.2		132fb0ce3d4433561b6f2dc668a004cf837b8983
com.networknt	eventuate-cdc-connector-common	2.0.3		cd43bbe2261b84ffc6a4ab0e08c2c7b5b4625206
com.networknt	eventuate-cdc-connector-common	2.0.4		c633067c0c44380d9a330acf5f9ba499aa579d3b
com.networknt	eventuate-cdc-connector-common	2.0.5		e10e12eea84842cd516bf06bdafe82e25a38e32f
com.networknt	eventuate-cdc-connector-common	2.0.6		cf5a56d7a795e1dd5a841d7142a56766bbcc8045
com.networknt	eventuate-cdc-connector-common	2.0.7		034641065a5b568762d56cd42664fa4c98fbc8d6
com.networknt	eventuate-cdc-connector-common	2.0.8		1bf4cb5d3204a2a48bfeb1c52f112e0dcbf9fdb0
com.networknt	eventuate-cdc-connector-common	2.0.9		b1c78095d0d119ba077bdcb6e3b15f326002d279
com.nrinaudo	kantan.csv-java8_2.12	0.1.16		3c47ad3acd5e66badc74696953a3df4f480a7251
com.nrinaudo	kantan.csv-java8_2.12	0.1.17		6f6352bcbc50ceb8cd76deea8d6a31094cfb4235
com.nrinaudo	kantan.csv-java8_2.12	0.1.18		8844c8d5269bd1cc285c0fa8e876b4595088d386
com.nrinaudo	kantan.csv-java8_2.12	0.1.19		78cbb4c1a6e81bde33280669740201d9ae81c32e
com.nrinaudo	kantan.csv-java8_2.12	0.2.0		5df56bf2b8cddf573c993998d8ed92a493413fa5
com.nrinaudo	kantan.csv-java8_2.12	0.2.1		8d2f2d71b0d6212542a20ba89a62ba921b99e34c
com.nrinaudo	kantan.csv-java8_2.12	0.2.2		7b3b3e0c5bfa100ed57c08ad5efd3f9def73ffa1
com.nrinaudo	kantan.csv-java8_2.12	0.3.0		423ee5221cb618990313c3e0d44aeea1fb832a0a
com.nrinaudo	kantan.csv-java8_2.12	0.3.1		674f145ea7b2a8970a4248466c007e8e2c992bd2
com.nrinaudo	kantan.csv-java8_2.12	0.4.0		867751e8264092b5420831c611d2a93176fa7827
com.nrinaudo	kantan.csv-java8_2.12	0.5.0		c1083449117ec03b7ed4b57d932da78dee078290
com.nrinaudo	kantan.csv-java8_2.12	0.5.1		6679840a0c8bb64247b5739b65a3062541b81c0a
com.nrinaudo	kantan.csv-java8_2.12	0.6.0		59f87214366d70db157c38c1a782d653c5cf9af6
com.nrinaudo	kantan.csv-java8_2.12	0.6.1		a144c92e55bc54458a238edd0b9c53af929c2ba6
com.nrinaudo	kantan.csv-java8_2.12	0.6.2		e2ec7048fe37c66b8f01d9171c768ab22c832bb2
com.nrinaudo	kantan.csv-java8_2.12	0.7.0		65e47e57a0eb4d1b3a4794091baaa353250b6b85
com.nrinaudo	kantan.csv-java8_2.12	0.8.0		0df70f86e0dbe15a84572b52757f72132dcc4cdc
com.pollfish	pollfish-googleplay	6.0.0		N/A
com.pollfish	pollfish-googleplay	6.0.2		N/A
com.pollfish	pollfish-googleplay	6.0.3		N/A
com.pollfish	pollfish-googleplay	6.0.4		N/A
com.pollfish	pollfish-googleplay	6.1.0		N/A
com.pollfish	pollfish-googleplay	6.1.1		N/A
com.pollfish	pollfish-googleplay	6.1.2		N/A
com.pollfish	pollfish-googleplay	6.1.3		N/A
com.pollfish	pollfish-googleplay	6.1.4		N/A
com.pollfish	pollfish-googleplay	6.1.5		N/A
com.pollfish	pollfish-googleplay	6.1.6		N/A
com.pollfish	pollfish-googleplay	6.2.0		N/A
com.pollfish	pollfish-googleplay	6.2.1		N/A
com.pollfish	pollfish-googleplay	6.2.2		N/A
com.pollfish	pollfish-googleplay	6.2.3		N/A
com.pollfish	pollfish-googleplay	6.2.4		N/A
com.pollfish	pollfish-googleplay	6.2.5		N/A
com.pollfish	pollfish-googleplay	6.3.0		N/A
com.pollfish	pollfish-googleplay	6.3.1		N/A
com.pollfish	pollfish-googleplay	6.3.2		N/A
com.pollfish	pollfish-googleplay	6.3.3		N/A
com.pollfish	pollfish-googleplay	6.4.0		N/A
com.pollfish	pollfish-googleplay	6.5.0		N/A
com.reteno	core	0.1.0		N/A
com.reteno	core	0.1.1		N/A
com.reteno	core	0.2.0		N/A
com.reteno	core	0.3.0		N/A
com.reteno	core	1.0.0		N/A
com.reteno	core	1.2.0		N/A
com.reteno	core	1.3.0		N/A
com.reteno	core	1.4.0		N/A
com.reteno	core	1.5.0		N/A
com.reteno	core	1.5.1		N/A
com.reteno	core	1.5.2		N/A
com.reteno	core	1.5.3		N/A
com.reteno	core	1.5.4		N/A
com.reteno	core	1.5.5		N/A
com.reteno	core	1.6.0		N/A
com.reteno	core	1.6.1		N/A
com.reteno	core	1.6.2		N/A
com.reteno	core	1.6.3		N/A
com.reteno	core	1.6.4		N/A
com.reteno	core	1.6.5		N/A
com.reteno	core	1.6.6		N/A
com.reteno	core	1.6.7		N/A
com.reteno	core	1.6.8		N/A
com.reteno	core	1.6.9		N/A
com.reteno	core	1.7.0		N/A
com.reteno	core	1.7.1		N/A
com.reteno	core	1.7.2		N/A
com.reteno	core	2.0.0		N/A
com.reteno	core	2.0.1		N/A
com.reteno	core	2.0.10		N/A
com.reteno	core	2.0.11		N/A
com.reteno	core	2.0.12		N/A
com.reteno	core	2.0.13		N/A
com.reteno	core	2.0.14		N/A
com.reteno	core	2.0.15		N/A
com.reteno	core	2.0.16		N/A
com.reteno	core	2.0.17		N/A
com.reteno	core	2.0.18		N/A
com.reteno	core	2.0.19		N/A
com.reteno	core	2.0.2		N/A
com.reteno	core	2.0.20		N/A
com.reteno	core	2.0.3		N/A
com.reteno	core	2.0.4		N/A
com.reteno	core	2.0.5		N/A
com.reteno	core	2.0.6		N/A
com.reteno	core	2.0.7		N/A
com.reteno	core	2.0.8		N/A
com.reteno	core	2.0.9		N/A
com.reteno	core	2.5.0		N/A
com.reteno	core	2.5.1		N/A
com.reteno	core	2.6.0		N/A
com.reteno	core	2.6.1		N/A
com.reteno	core	2.6.2		N/A
com.reteno	core	3.0.0-alpha01		N/A
com.reteno	core	3.0.0-alpha02		N/A
com.reteno	core	3.0.0-beta01		N/A
com.sap.cloud.security	java-bom	2.11.10		N/A
com.sap.cloud.security	java-bom	2.11.11		N/A
com.sap.cloud.security	java-bom	2.11.12		N/A
com.sap.cloud.security	java-bom	2.11.13		N/A
com.sap.cloud.security	java-bom	2.11.14		N/A
com.sap.cloud.security	java-bom	2.11.15		N/A
com.sap.cloud.security	java-bom	2.11.16		N/A
com.sap.cloud.security	java-bom	2.11.9		N/A
com.sap.cloud.security	java-bom	2.12.0		N/A
com.sap.cloud.security	java-bom	2.12.1		N/A
com.sap.cloud.security	java-bom	2.12.2		N/A
com.sap.cloud.security	java-bom	2.12.3		N/A
com.sap.cloud.security	java-bom	2.13.0		N/A
com.sap.cloud.security	java-bom	2.13.1		N/A
com.sap.cloud.security	java-bom	2.13.2		N/A
com.sap.cloud.security	java-bom	2.13.3		N/A
com.sap.cloud.security	java-bom	2.13.4		N/A
com.sap.cloud.security	java-bom	2.13.5		N/A
com.sap.cloud.security	java-bom	2.13.6		N/A
com.sap.cloud.security	java-bom	2.13.7		N/A
com.sap.cloud.security	java-bom	2.13.8		N/A
com.sap.cloud.security	java-bom	2.13.9		N/A
com.sap.cloud.security	java-bom	2.14.0		N/A
com.sap.cloud.security	java-bom	2.14.1		N/A
com.sap.cloud.security	java-bom	2.14.2		N/A
com.sap.cloud.security	java-bom	2.15.0		N/A
com.sap.cloud.security	java-bom	2.16.0		N/A
com.sap.cloud.security	java-bom	2.17.0		N/A
com.sap.cloud.security	java-bom	2.17.1		N/A
com.sap.cloud.security	java-bom	2.17.2		N/A
com.sap.cloud.security	java-bom	2.17.3		N/A
com.sap.cloud.security	java-bom	2.17.4		N/A
com.sap.cloud.security	java-bom	2.17.5		N/A
com.sap.cloud.security	java-bom	3.0.0		N/A
com.sap.cloud.security	java-bom	3.0.1		N/A
com.sap.cloud.security	java-bom	3.1.0		N/A
com.sap.cloud.security	java-bom	3.1.1		N/A
com.sap.cloud.security	java-bom	3.1.2		N/A
com.sap.cloud.security	java-bom	3.1.3		N/A
com.sap.cloud.security	java-bom	3.2.0		N/A
com.sap.cloud.security	java-bom	3.2.1		N/A
com.sap.cloud.security	java-bom	3.3.0		N/A
com.sap.cloud.security	java-bom	3.3.1		N/A
com.sap.cloud.security	java-bom	3.3.2		N/A
com.sap.cloud.security	java-bom	3.3.3		N/A
com.sap.cloud.security	java-bom	3.3.4		N/A
com.sap.cloud.security	java-bom	3.3.5		N/A
com.sap.cloud.security	java-bom	3.4.0		N/A
com.sap.cloud.security	java-bom	3.4.1		N/A
com.sap.cloud.security	java-bom	3.4.2		N/A
com.sap.cloud.security	java-bom	3.4.3		N/A
com.sap.cloud.security	java-bom	3.5.0		N/A
com.sap.cloud.security	java-bom	3.5.1		N/A
com.sap.cloud.security	java-bom	3.5.2		N/A
com.sap.cloud.security	java-bom	3.5.3		N/A
com.sap.cloud.security	java-bom	3.5.4		N/A
com.sap.cloud.security	java-bom	3.5.5		N/A
com.sap.cloud.security	java-bom	3.5.6		N/A
com.sap.cloud.security	java-bom	3.5.7		N/A
com.sap.cloud.security	java-bom	3.5.8		N/A
com.sap.cloud.security	java-bom	3.5.9		N/A
com.sap.cloud.security	java-bom	3.6.0		N/A
com.sobot.call	sobotcall	0.1		N/A
com.sobot.call	sobotcall	0.2		N/A
com.sobot.call	sobotcall	1.0		N/A
com.sobot.call	sobotcall	2.0		N/A
com.sobot.call	sobotcall	2.0.0		N/A
com.sobot.call	sobotcall	2.0.1		N/A
com.sobot.call	sobotcall	2.1.0		N/A
com.supwisdom	spreadsheet-mapper-parent	1.0.0		N/A
com.supwisdom	spreadsheet-mapper-parent	1.0.1		N/A
com.supwisdom	spreadsheet-mapper-parent	1.0.2		N/A
com.supwisdom	spreadsheet-mapper-parent	1.0.3		N/A
com.supwisdom	spreadsheet-mapper-parent	1.0.4		N/A
com.supwisdom	spreadsheet-mapper-parent	1.0.5		N/A
com.supwisdom	spreadsheet-mapper-parent	1.0.6		N/A
com.supwisdom	spreadsheet-mapper-parent	1.0.7		N/A
com.supwisdom	spreadsheet-mapper-parent	1.0.8		N/A
com.supwisdom	spreadsheet-mapper-parent	1.0.9		N/A
com.thron.sdk	thron-core-xpublisher_2.11	5.0.4		08b5ddab5637a5262c80750d4a297ad7a848096a
com.thron.sdk	thron-core-xpublisher_2.11	5.0.5		56239eb17bdef2360a909b376985efd92df6badf
com.thron.sdk	thron-core-xpublisher_2.11	5.1.0		fd6ef0394207a0b5b11e357c73f56f3367bacbdf
com.thron.sdk	thron-core-xpublisher_2.11	5.1.2		3aded3507c51388e8495f4d4791c882d38df0d0f
com.thron.sdk	thron-core-xpublisher_2.11	5.1.3		47f60738d64958a0467ed3c83836e2a04d47a20f
com.typesafe.akka	akka-sample-camel_2.10.0-RC1	2.1.0-RC1		N/A
de.telekom.smartcredentials	qrlogin	6.2.4		N/A
de.telekom.smartcredentials	qrlogin	6.2.5		N/A
de.telekom.smartcredentials	qrlogin	6.2.6		N/A
de.telekom.smartcredentials	qrlogin	6.3.0		N/A
de.telekom.smartcredentials	qrlogin	6.3.1		N/A
de.telekom.smartcredentials	qrlogin	6.3.10		N/A
de.telekom.smartcredentials	qrlogin	6.3.2		N/A
de.telekom.smartcredentials	qrlogin	6.3.3		N/A
de.telekom.smartcredentials	qrlogin	6.3.4		N/A
de.telekom.smartcredentials	qrlogin	6.3.5		N/A
de.telekom.smartcredentials	qrlogin	6.3.6		N/A
de.telekom.smartcredentials	qrlogin	6.3.7		N/A
de.telekom.smartcredentials	qrlogin	6.3.8		N/A
de.telekom.smartcredentials	qrlogin	6.3.9		N/A
de.telekom.smartcredentials	qrlogin	6.4.0		N/A
de.telekom.smartcredentials	qrlogin	6.4.1		N/A
de.telekom.smartcredentials	qrlogin	6.5.0		N/A
de.telekom.smartcredentials	qrlogin	6.5.1		N/A
de.telekom.smartcredentials	qrlogin	6.5.10		N/A
de.telekom.smartcredentials	qrlogin	6.5.11		N/A
de.telekom.smartcredentials	qrlogin	6.5.12		N/A
de.telekom.smartcredentials	qrlogin	6.5.13		N/A
de.telekom.smartcredentials	qrlogin	6.5.2		N/A
de.telekom.smartcredentials	qrlogin	6.5.3		N/A
de.telekom.smartcredentials	qrlogin	6.5.4		N/A
de.telekom.smartcredentials	qrlogin	6.5.5		N/A
de.telekom.smartcredentials	qrlogin	6.5.6		N/A
de.telekom.smartcredentials	qrlogin	6.5.7		N/A
