ch.ethz.inf.vs	cf-root	0.18.7-final		N/A
org.eclipse.dirigible	dirigible-components-api-security	8.18.7		e47f0f45b9db7735ebe480ca9dede0a7b42a16ab
org.eclipse.dirigible	dirigible-components-api-security	8.18.8		b799afbe5053b9e9b30c4bf94a3954f285d04231
org.eclipse.dirigible	dirigible-components-api-security	8.18.9		14bb46a6a916b7c9a1639ebbf8ee254e9777dd72
org.eclipse.dirigible	dirigible-components-api-security	8.2.0		96cc709bd4e1b73ea0bd78205b56f1b09ae70b57
org.eclipse.dirigible	dirigible-components-api-security	8.2.1		5ff201258ee1209618e04e1910345d13e40c0cab
org.eclipse.dirigible	dirigible-components-api-security	8.2.2		a05cc72687f3350d7eea655e5c9bb311f6abf737
org.eclipse.dirigible	dirigible-components-api-security	8.3.0		ef9f4db67e78c97220c956acc4e8ba95cc094628
org.eclipse.dirigible	dirigible-components-api-security	8.3.1		b7e8eaf8a3c1b45ee26a585c72ece8d217a157d7
org.eclipse.dirigible	dirigible-components-api-security	8.3.2		ccda378c21512587c05a79821723093a0592d6de
org.eclipse.dirigible	dirigible-components-api-security	8.3.3		6365b888d3ac4cea67cf9487fe1812fb1e4e928f
org.eclipse.dirigible	dirigible-components-api-security	8.4.1		d30fbd5c61f555b80fa348e800109e1da218fa95
org.eclipse.dirigible	dirigible-components-api-security	8.4.2		400a4397a8f73e226b8f877d9f35251fa12468e7
org.eclipse.dirigible	dirigible-components-api-security	8.4.3		e6f46947bde173508f41eaddef71547d6a5ab30c
org.eclipse.dirigible	dirigible-components-api-security	8.4.4		30271c6c0089eb6286f61fae358730d4e96f15af
org.eclipse.dirigible	dirigible-components-api-security	8.4.5		6c6e388986f73f0fecfa1a1fc89b3e72a1529e95
org.eclipse.dirigible	dirigible-components-api-security	8.4.6		8b2cd8ef0a302574833aafa6da05674f578f5e4a
org.eclipse.dirigible	dirigible-components-api-security	8.4.7		5e50e598d5f7179d59c282307ae5d891a05db76c
org.eclipse.dirigible	dirigible-components-api-security	8.5.0		0a215692b97c0d221678426a27dc5598c0864660
org.eclipse.dirigible	dirigible-components-api-security	8.5.1		94791c40fe51a577bd7e757192b34879140991b5
org.eclipse.dirigible	dirigible-components-api-security	8.5.2		d20f5c05839bacdfa05dc69508fc795d3c5d1167
org.eclipse.dirigible	dirigible-components-api-security	8.5.3		63e083787fa10dc230c0a0ebf1b0c53a12a6986e
org.eclipse.dirigible	dirigible-components-api-security	8.6.0		a136f9bb5775ef775b9c4a46d9f236b94bb749f6
org.eclipse.dirigible	dirigible-components-api-security	8.6.1		d244fc78a43449c52c82296f3d337d263a33a172
org.eclipse.dirigible	dirigible-components-api-security	8.7.0		43f9472ff97e7b88fadba634d4c04b59938fea27
org.eclipse.dirigible	dirigible-components-api-security	8.7.1		a32862539a643d38fd1a46972af6085af43da38b
org.eclipse.dirigible	dirigible-components-api-security	8.8.0		ce965eb4e4fc9f240049e17734dcc9071c28dc46
org.eclipse.dirigible	dirigible-components-api-security	8.8.1		3b16079b310c61b9e74969fa85ab5818904003b7
org.eclipse.dirigible	dirigible-components-api-security	8.8.2		cc69e4e1c79dcd82e1b597645af03f45bd1b734a
org.eclipse.dirigible	dirigible-components-api-security	8.9.0		e8de0e8c9b7f3b53447634708180c05db1fe722c
org.eclipse.dirigible	dirigible-components-api-security	8.9.1		b1f482a1bad23992d39acbd22f9135f83fed52a3
org.eclipse.dirigible	dirigible-components-api-security	8.9.2		8a7d004f56a0ff5c78bcac130c4705a3482d5e98
org.eclipse.dirigible	dirigible-components-api-security	9.0.0		4295c737eddf508cee95a6b0999c48cceb8cf636
org.eclipse.dirigible	dirigible-components-api-security	9.1.0		19d70cda84c1400f78e7b6b8ab840bb99d9fec9a
org.eclipse.dirigible	dirigible-components-api-security	9.1.1		053cb91f8f241a45ba7ba4895d5b5756574fa61e
org.eclipse.dirigible	dirigible-components-api-security	9.2.0		c57ee3c21c22ce2d9e2ea7a6a632e6df03ab4849
org.eclipse.dirigible	dirigible-components-api-security	9.2.1		1c2591494be09e92094cd66c0260b0cef481b92c
org.eclipse.dirigible	dirigible-components-api-security	9.2.2		77ec4d7d405159e50d38647ec00d62a31b13766f
org.eclipse.jetty.ee10.demos	jetty-ee10-demo-async-rest-jar	12.0.0		fa585c15bd81a6f2fab9f885bbc920955f7ed33e
org.eclipse.jetty.ee10.demos	jetty-ee10-demo-async-rest-jar	12.0.0.alpha0		b92951d6efb89e38501e250750a071d23583af52
org.eclipse.jetty.ee10.demos	jetty-ee10-demo-async-rest-jar	12.0.0.alpha1		df8542f3441aab5d5f1c407e61870b77c6547129
org.eclipse.jetty.ee10.demos	jetty-ee10-demo-async-rest-jar	12.0.0.alpha2		6966f19236b4972a92d90bd01589538b30000847
org.eclipse.jetty.ee10.demos	jetty-ee10-demo-async-rest-jar	12.0.0.alpha3		c1ebe723afc666dcd453b432432f1acd77cd694b
org.eclipse.jetty.ee10.demos	jetty-ee10-demo-async-rest-jar	12.0.0.beta0		2faeb6a721e8c7739757cf6a4553a2ed0a52d2b6
org.eclipse.jetty.ee10.demos	jetty-ee10-demo-async-rest-jar	12.0.0.beta1		4667e73ec3096bc0c466d1a72b2cdb766590d1af
org.eclipse.jetty.ee10.demos	jetty-ee10-demo-async-rest-jar	12.0.0.beta2		a804bef139123aa07e14f31c19e87485dcdc8758
org.eclipse.jetty.ee10.demos	jetty-ee10-demo-async-rest-jar	12.0.0.beta3		516614303bb4930e0a5846f064cf15768af07af2
org.eclipse.jetty.ee10.demos	jetty-ee10-demo-async-rest-jar	12.0.0.beta4		87f9609b71a8b4146a705b8ae990ef8b46d82f5c
org.eclipse.jetty.ee10.demos	jetty-ee10-demo-async-rest-jar	12.0.1		2dc55f6f9937b26948a75cd143e3a047707a1134
org.eclipse.jetty.ee10.demos	jetty-ee10-demo-async-rest-jar	12.0.10		540986d386c5e0dffe6ac28cc76d66d609ecec7c
org.eclipse.jetty.ee10.demos	jetty-ee10-demo-async-rest-jar	12.0.11		b16dfc78d450bba4c481be20818896dfa1ee6db5
org.eclipse.jetty.ee10.demos	jetty-ee10-demo-async-rest-jar	12.0.12		1b629b8a8890270da9b14789e1b73ae92ce8ce63
org.eclipse.jetty.ee10.demos	jetty-ee10-demo-async-rest-jar	12.0.13		bb8a1dccb93d2574a242f03d4f62b9aa1a6450b3
org.eclipse.jetty.ee10.demos	jetty-ee10-demo-async-rest-jar	12.0.14		bc2650f4fdba52b0c71431cbdee36da5426aa606
org.eclipse.jetty.ee10.demos	jetty-ee10-demo-async-rest-jar	12.0.15		df458084943688a5fa42ec9dce4f5bdf90479501
org.eclipse.jetty.ee10.demos	jetty-ee10-demo-async-rest-jar	12.0.16		690d76c93a74d6d1a8f6fdb6d4f8d8944e1cbc2a
org.eclipse.jetty.ee10.demos	jetty-ee10-demo-async-rest-jar	12.0.17		ec8e0b655989ff81a87fdabd1e58331604b074b0
org.eclipse.jetty.ee10.demos	jetty-ee10-demo-async-rest-jar	12.0.18		aad3688d33c4623d7d08d53415ff6eb039ae8c15
org.eclipse.jetty.ee10.demos	jetty-ee10-demo-async-rest-jar	12.0.19		6022cbce8afa1b8e89d38b3166d572eef79f3184
org.eclipse.jetty.ee10.demos	jetty-ee10-demo-async-rest-jar	12.0.2		d69cb7e01531d650f110f623eca97fc6ca0e51e2
org.eclipse.jetty.ee10.demos	jetty-ee10-demo-async-rest-jar	12.0.20		f737b4e2581a3ba1e0dee8bf8a0f54248e7ca679
org.eclipse.jetty.ee10.demos	jetty-ee10-demo-async-rest-jar	12.0.21		08265cbb21f5673f230de7c9448e68d4dceef169
org.eclipse.jetty.ee10.demos	jetty-ee10-demo-async-rest-jar	12.0.3		a94dbdbbf5c4ccb2f452e9eca31a87b4ba907cff
org.eclipse.jetty.ee10.demos	jetty-ee10-demo-async-rest-jar	12.0.4		858bc2b21b82a8c0adfe007e18d3139e1a13fcc0
org.eclipse.jetty.ee10.demos	jetty-ee10-demo-async-rest-jar	12.0.5		824ebac4f4c9cd6b9544aad0e66cddfa7feaa772
org.eclipse.jetty.ee10.demos	jetty-ee10-demo-async-rest-jar	12.0.6		9a8867c5c4dc4a9fb2226a2f5ff64b0352adc521
org.eclipse.jetty.ee10.demos	jetty-ee10-demo-async-rest-jar	12.0.7		3b9919c50d53da6d68933f495b7b5ab398658a7b
org.eclipse.jetty.ee10.demos	jetty-ee10-demo-async-rest-jar	12.0.8		0c6556943b6591e3906d4afdedf61696333d43ca
org.eclipse.jetty.ee10.demos	jetty-ee10-demo-async-rest-jar	12.0.9		8fd8302800803113c09c729e2d967f9d97246b64
org.eclipse.lmos	arc-reader-html	0.1.0		53059de7286252c66938dd72275a39ee63a3cf77
org.eclipse.lmos	arc-reader-html	0.121.0		0979b537373c609e12139bcba1585e29327f92ef
org.eclipse.lmos	arc-reader-html	0.122.0		25547405015d12a2b0e0c96cba4df53d9661a817
org.eclipse.lmos	arc-reader-html	0.122.0-M1		89f2e5a1df53965c3c8d0a12bc2a079f32202a5a
org.eclipse.lmos	arc-reader-html	0.122.0-M2		faa255854a76c0fb462df1339f9064f25bef4b04
org.eclipse.lmos	arc-reader-html	0.122.0-M3		4075eb7ebab41e0cd054286dd4f543ba307cbc93
org.eclipse.lmos	arc-reader-html	0.123.0		780e73bcbcacdb4301702020028ab952e8a18f08
org.eclipse.lmos	arc-reader-html	0.123.0-M4		4c29768453b3ad56eccd2b4d095130a76b66eb93
org.finos.legend.engine	legend-engine-xt-relationalStore-h2-sqlDialectTranslation-pure	4.76.0		b5bf653bb85adf86ed2d3d2887a85e7da0af3151
org.finos.legend.engine	legend-engine-xt-relationalStore-h2-sqlDialectTranslation-pure	4.77.0		e2852197db43143dc8f21cdc58fc64c86064be90
org.finos.legend.engine	legend-engine-xt-relationalStore-h2-sqlDialectTranslation-pure	4.77.1		4bce4ebdfebbff63bf199eebdc5e75d03c67bd76
org.finos.legend.engine	legend-engine-xt-relationalStore-h2-sqlDialectTranslation-pure	4.78.0		d3da36cbc8c16721d8be00805e003bbe9f127a15
org.finos.legend.engine	legend-engine-xt-relationalStore-h2-sqlDialectTranslation-pure	4.78.1		abdfb8f6fe2a25718ab6b054d5e82b40e4722444
org.finos.legend.engine	legend-engine-xt-relationalStore-h2-sqlDialectTranslation-pure	4.78.2		8c356dbff7a53398dc984d1cad31724c97e3a7e5
org.finos.legend.engine	legend-engine-xt-relationalStore-h2-sqlDialectTranslation-pure	4.78.3		8f36c8317987289484c0fdc02308954e2d73e66d
org.finos.legend.engine	legend-engine-xt-relationalStore-h2-sqlDialectTranslation-pure	4.78.6		50d8c4347335d7ba38ea6fade4ef0734e6fe640e
org.finos.legend.engine	legend-engine-xt-relationalStore-h2-sqlDialectTranslation-pure	4.79.0		19d5bf2b9b713bf54dfa2ba8fbc9e172feaad71c
org.finos.legend.engine	legend-engine-xt-relationalStore-h2-sqlDialectTranslation-pure	4.80.0		e817a4199d27ecc64192315d694666a52d3395e7
org.finos.legend.engine	legend-engine-xt-relationalStore-h2-sqlDialectTranslation-pure	4.81.0		161bcaeda6df3a16858140e384f27452789015c6
org.finos.legend.engine	legend-engine-xt-relationalStore-h2-sqlDialectTranslation-pure	4.82.0		6bd9d430c3895092ac1b102a9d44bec7ed1dbd08
org.finos.legend.engine	legend-engine-xt-relationalStore-h2-sqlDialectTranslation-pure	4.82.1		119b11ef0b68c3445fbb0d617c8d5920d41665e6
org.finos.legend.engine	legend-engine-xt-relationalStore-h2-sqlDialectTranslation-pure	4.83.0		30f8f08f28be8068443dae52540e988edfc1790a
org.finos.legend.engine	legend-engine-xt-relationalStore-h2-sqlDialectTranslation-pure	4.83.1		9b448482ab483052227a11d19d9bd85ba586c5cf
org.finos.legend.engine	legend-engine-xt-relationalStore-h2-sqlDialectTranslation-pure	4.83.2		00774b98c84c0de75afe1ed702718d69f7a52d51
org.finos.legend.engine	legend-engine-xt-relationalStore-h2-sqlDialectTranslation-pure	4.83.3		a23c6378c78a5e11439d29d3cba07eae6ce8cc00
org.finos.legend.engine	legend-engine-xt-relationalStore-h2-sqlDialectTranslation-pure	4.84.0		3606827116a35488e095510f2dbd7b68f5777a3d
org.finos.legend.engine	legend-engine-xt-relationalStore-h2-sqlDialectTranslation-pure	4.84.1		409ad980ca0c1251b11405a771e5f9a7773cbe14
org.finos.legend.engine	legend-engine-xt-relationalStore-h2-sqlDialectTranslation-pure	4.85.0		b2fb29d3effb8b520ad5b29a5dc85a198f5ec132
org.finos.legend.engine	legend-engine-xt-relationalStore-h2-sqlDialectTranslation-pure	4.85.1		ca4ce9761f0f0739c3318fd7d32a4cbba310988d
org.finos.legend.engine	legend-engine-xt-relationalStore-h2-sqlDialectTranslation-pure	4.85.2		64e283f2cf74a8ab724492b2030750b7666d0f67
org.finos.legend.engine	legend-engine-xt-relationalStore-h2-sqlDialectTranslation-pure	4.85.3		0a1f47b39d217840e8c6068288d07439046cef42
org.finos.legend.engine	legend-engine-xt-relationalStore-h2-sqlDialectTranslation-pure	4.85.4		1ddd916e77125d4947a99438ad8eb9bbf1b00982
org.glavo	chardet	2.4.0-beta1		0b3cf5a22d55babfb6b121466f71f76d105da10d
org.glavo	chardet	2.5.0		23691d815af74c1b831df46c99d98605197ef4f7
org.javaz	javaz-xml	1.0		36273002b2f77a95c2578642d0119a0dfe58f055
org.javaz	javaz-xml	1.1		baad0b1df12bd9ae0458cc52caa4060bd3b1316a
org.kie	kie-wb-example-repositories	6.0.0.Final		N/A
org.kie	kie-wb-example-repositories	6.0.1.Final		N/A
org.kie	kie-wb-example-repositories	6.1.0.Beta1		N/A
org.kie	kie-wb-example-repositories	6.1.0.Beta2		N/A
org.kie	kie-wb-example-repositories	6.1.0.Beta3		N/A
org.kie	kie-wb-example-repositories	6.1.0.Beta4		N/A
org.kie	kie-wb-example-repositories	6.1.0.CR1		N/A
org.kie	kie-wb-example-repositories	6.1.0.CR2		N/A
org.kie	kie-wb-example-repositories	6.1.0.Final		N/A
org.kie	kie-wb-example-repositories	6.2.0.Beta1		N/A
org.kie	kie-wb-example-repositories	6.2.0.Beta2		N/A
org.kie	kie-wb-example-repositories	6.2.0.Beta3		N/A
org.kie	kie-wb-example-repositories	6.2.0.CR1		N/A
org.kie	kie-wb-example-repositories	6.2.0.CR2		N/A
org.kie	kie-wb-example-repositories	6.2.0.CR3		N/A
org.kie	kie-wb-example-repositories	6.2.0.CR4		N/A
org.kie	kie-wb-example-repositories	6.2.0.Final		N/A
org.kie	kie-wb-example-repositories	6.3.0.Beta1		N/A
org.kie	kie-wb-example-repositories	6.3.0.Beta2		N/A
org.kie	kie-wb-example-repositories	6.3.0.CR1		N/A
org.kie	kie-wb-example-repositories	6.3.0.CR2		N/A
org.kie	kie-wb-example-repositories	6.3.0.Final		N/A
org.kie	kie-wb-example-repositories	6.4.0.Beta1		N/A
org.kie	kie-wb-example-repositories	6.4.0.Beta2		N/A
org.kie	kie-wb-example-repositories	6.4.0.CR1		N/A
org.kie	kie-wb-example-repositories	6.4.0.CR2		N/A
org.kie	kie-wb-example-repositories	6.4.0.Final		N/A
org.kie	kie-wb-example-repositories	6.5.0.Beta1		N/A
org.kie	kie-wb-example-repositories	6.5.0.CR1		N/A
org.kie	kie-wb-example-repositories	6.5.0.CR2		N/A
org.kie	kie-wb-example-repositories	6.5.0.Final		N/A
org.kie	kie-wb-example-repositories	7.0.0.Beta1		N/A
org.kie	kie-wb-example-repositories	7.0.0.Beta2		N/A
org.kie	kie-wb-example-repositories	7.0.0.Beta3		N/A
org.kie	kie-wb-example-repositories	7.0.0.Beta4		N/A
org.kie	kie-wb-example-repositories	7.0.0.Beta5		N/A
org.lealone.plugins	lealone-plugins-test	5.0.0		5a6f8c58adecc2bb806a7077015994eb1d4eb16d
org.lealone.plugins	lealone-plugins-test	5.1.0		81539412697c2edf086770ccb5a5142f8a09d77c
org.lealone.plugins	lealone-plugins-test	5.1.1		8fdb4e8417ad9e09f208bdb1296fafdbb79b7d59
org.lealone.plugins	lealone-plugins-test	5.1.2		fa36e3b5e58332dfa8d5beeb6af2707671f832fa
org.lealone.plugins	lealone-plugins-test	5.2.0		a982064542fa259e3493ac8a59a67c9b8b81fa98
org.mvnpm	http-proxy-middleware	1.3.1		f0836661cae01b79ecddee3a09990164e26f2596
org.mvnpm	http-proxy-middleware	2.0.7		afb62f9a79aa5beae4ba5eda4e7e1af6ccef718e
org.mvnpm	http-proxy-middleware	3.0.3		44999fd5cf3fac52ae78892bfaff090ba0aa4f0f
org.mvnpm	http-proxy-middleware	3.0.4		7d40fb980f1feb20d1c611cbce7d8329fd616596
org.mvnpm	http-proxy-middleware	3.0.5		1506cf2228ba03a889cdb82c6178d018db07b6b2
org.mvnpm	zeitgeist	0.0.1-0		494adcb5f6133d7e51897920411e68fe472529b5
org.neo4j	neo4j-ogm-bolt-native-types	3.2.0		b8a6cbbc93d15f90fb11b817250d0a0b19b406f5
org.neo4j	neo4j-ogm-bolt-native-types	3.2.0-RC1		fc56c7f4887bc1d55bd2f1d18643203bbb405e39
org.neo4j	neo4j-ogm-bolt-native-types	3.2.0-RC2		ad6835a790814a1476f2ec28c23ffda813455be8
org.neo4j	neo4j-ogm-bolt-native-types	3.2.0-alpha01		3c3543fcf313a0295ec54e63ee79898d8bba3068
org.neo4j	neo4j-ogm-bolt-native-types	3.2.0-alpha02		875b9b06a8930668112d1e8c10b8ecc224a5fe98
org.neo4j	neo4j-ogm-bolt-native-types	3.2.0-alpha03		a69c55aae2382db94020359410dff2dc3a0896c0
org.neo4j	neo4j-ogm-bolt-native-types	3.2.0-alpha04		6b66c84d837db4868ffe2c5e8be77a208aab2948
org.neo4j	neo4j-ogm-bolt-native-types	3.2.0-alpha05		887003a26ec9fb324f10e1f5a838852ff6ea0940
org.neo4j	neo4j-ogm-bolt-native-types	3.2.0-alpha06		6f59da0687a039b4d60e682856daad3dab31ff90
org.neo4j	neo4j-ogm-bolt-native-types	3.2.1		ebff706925b1b0b02c020e7a0cd1b43c724a3d84
org.neo4j	neo4j-ogm-bolt-native-types	3.2.10		5cb2012fe15528510203d13538117e130e190deb
org.neo4j	neo4j-ogm-bolt-native-types	3.2.11		4a2aff96a7650a18af9a4dc61c7a3728b19f84ef
org.neo4j	neo4j-ogm-bolt-native-types	3.2.12		739e982fb769bee5fa5fb7acdcb0c1936a6de69b
org.neo4j	neo4j-ogm-bolt-native-types	3.2.13		582f6bfcd584e63daebb582b23c8d9a8d5b9b1eb
org.neo4j	neo4j-ogm-bolt-native-types	3.2.14		a6bead2cc31f87ffe22edd3745ce8dcbb33db879
org.neo4j	neo4j-ogm-bolt-native-types	3.2.15		cd6045e0e8bc102cf1335ef27a9a5a9aa77985cd
org.neo4j	neo4j-ogm-bolt-native-types	3.2.16		49a272133ab46f343bc0177388fd5b7d8df43ef2
org.neo4j	neo4j-ogm-bolt-native-types	3.2.17		aca74dafe3869e7766a212541d8a2af683bc0000
org.neo4j	neo4j-ogm-bolt-native-types	3.2.18		aa87f217a3ee9ccbfb574340f64845dc40bba0eb
org.neo4j	neo4j-ogm-bolt-native-types	3.2.19		cb9227b19198dfa3ac58a48e5ecde298653e4eb6
org.neo4j	neo4j-ogm-bolt-native-types	3.2.2		2ad5d0180ba7ab23cfb7116dbf9e2facb50ed0b5
org.neo4j	neo4j-ogm-bolt-native-types	3.2.20		81dd0386bc87bcbac9c656c2406fbd1726d8deb0
org.neo4j	neo4j-ogm-bolt-native-types	3.2.21		367303af5912ec2f03c2ec7c7cfbde174470c0bc
org.neo4j	neo4j-ogm-bolt-native-types	3.2.22		fcdb5a56ca31cfa6809a965441d0bdd9491c5446
org.neo4j	neo4j-ogm-bolt-native-types	3.2.23		bce5ee7283c2b736a8ce14b328bbbfd22677c999
org.neo4j	neo4j-ogm-bolt-native-types	3.2.24		eacf89f0cdb61d4e87745378f537c8d908d05215
org.neo4j	neo4j-ogm-bolt-native-types	3.2.25		52c37b81ad9aa30faf3051a8a6652a59fcb8d72a
org.neo4j	neo4j-ogm-bolt-native-types	3.2.26		e92c4a9dc1cd748cf32c19e1c821b12cb7204044
org.neo4j	neo4j-ogm-bolt-native-types	3.2.27		c2f4e1be18686a4dc60898917b254154f41f50f8
org.neo4j	neo4j-ogm-bolt-native-types	3.2.28		a0e68e4d06ee526ab1cb72ef5ae6905fe4f6ed98
org.neo4j	neo4j-ogm-bolt-native-types	3.2.29		a86f296d7be0e44b1047185403264968b3c9e3a4
org.neo4j	neo4j-ogm-bolt-native-types	3.2.3		dd4b789571311748b705ecbd6c608cc9d1470794
org.neo4j	neo4j-ogm-bolt-native-types	3.2.30		8cd761fdf8c7884317295cdeff225fb57d5a8c7f
org.neo4j	neo4j-ogm-bolt-native-types	3.2.31		6eec7d38d21fcbd25936a2029bf2c27f6f875a8b
org.neo4j	neo4j-ogm-bolt-native-types	3.2.32		ebaf7a69a70169815bbcb01e41e9a6c43f019754
org.neo4j	neo4j-ogm-bolt-native-types	3.2.33		db5dc09a51ad4b5375ac5a133d4b7590ee85c276
org.neo4j	neo4j-ogm-bolt-native-types	3.2.34		a5a8b0027f7b0ae8d147d118d23d15a6d65c9583
org.neo4j	neo4j-ogm-bolt-native-types	3.2.35		1aff921bbedd7627b1b46aae93cbb090173861d4
org.neo4j	neo4j-ogm-bolt-native-types	3.2.36		bb6e42e75d206ac7c58946ab3e77a9a88cc899dd
org.neo4j	neo4j-ogm-bolt-native-types	3.2.37		6593bf4ee02eb7cf6bafc3884457a6453108696b
org.neo4j	neo4j-ogm-bolt-native-types	3.2.38		bd8b745f3c199fca9759949e3d7df97b09b04ebf
org.neo4j	neo4j-ogm-bolt-native-types	3.2.39		eca0ea458b2ab734aa203f871a1c782c0b8d9f75
org.neo4j	neo4j-ogm-bolt-native-types	3.2.4		50d5f0e6fec808312d562bf1b4aba4e61148678c
org.neo4j	neo4j-ogm-bolt-native-types	3.2.40		9f1211dc375f468920beea12ef1d5e61910507e6
org.neo4j	neo4j-ogm-bolt-native-types	3.2.41		fc8d96b7e7377ec201860c6fd5722bf27f271b05
org.neo4j	neo4j-ogm-bolt-native-types	3.2.42		dd0996a268f7a629828862ec593fcdd539778f79
org.neo4j	neo4j-ogm-bolt-native-types	3.2.43		71147e913065ecd12fd88141acc84d3531627c17
org.neo4j	neo4j-ogm-bolt-native-types	3.2.44		7442e6010c800dadd3238e07001cf65b5302c5e4
org.neo4j	neo4j-ogm-bolt-native-types	3.2.45		86948d797e0292183ddb120971dc76c1c402b8de
org.neo4j	neo4j-ogm-bolt-native-types	3.2.46		2aea67995fe683e623257cbf445ccd451aa32161
org.neo4j	neo4j-ogm-bolt-native-types	3.2.5		4110bfac9561667115e8e5583048c553f39c6bb2
org.neo4j	neo4j-ogm-bolt-native-types	3.2.6		c843cdd94c2a876bad86252f1463b027fcdc55e0
org.neo4j	neo4j-ogm-bolt-native-types	3.2.7		301ffcec369c188cbc1095a8b3331c90625ad8b5
org.neo4j	neo4j-ogm-bolt-native-types	3.2.8		b2117462b20c6a253ffe289817454432c43fa31e
org.neo4j	neo4j-ogm-bolt-native-types	3.2.9		4de8587978c9518b5b7a4fd7181ac9fd7217bc13
org.neo4j	neo4j-ogm-bolt-native-types	3.3.0		d03f3183f5a22a9a009603490acd6429aa686681
org.neo4j	neo4j-ogm-bolt-native-types	3.3.1		0669e3641362fb1a416b36800ebe73333a2d7990
org.neo4j	neo4j-ogm-bolt-native-types	3.3.2		dbaa06ecf4728ddd505dc5863975d3b3820df1c8
org.neo4j	neo4j-ogm-bolt-native-types	3.3.3		9dab00f2e38742bf4575cf275c507d9c46245f28
org.neo4j	neo4j-ogm-bolt-native-types	3.3.4		c9dfd3298486da20e4ba3c68aae3efc34d5a76fb
org.neo4j	neo4j-ogm-bolt-native-types	3.3.5		8bbc9a23d4fbb01fdb48202f66e62fd3f559e53a
org.neo4j	neo4j-ogm-bolt-native-types	v3.2.13		3a6eca0be5cf51889259ac9aa10652bbb3fa524f
org.netbeans.external	org-eclipse-jgit-java7	RELEASE100		d613d2ed86455cc8686a45b9b65215a9652e2943
org.netbeans.external	org-eclipse-jgit-java7	RELEASE110		d613d2ed86455cc8686a45b9b65215a9652e2943
org.netbeans.external	org-eclipse-jgit-java7	RELEASE111		d613d2ed86455cc8686a45b9b65215a9652e2943
org.netbeans.external	org-eclipse-jgit-java7	RELEASE112		d613d2ed86455cc8686a45b9b65215a9652e2943
org.netbeans.external	org-eclipse-jgit-java7	RELEASE90		d613d2ed86455cc8686a45b9b65215a9652e2943
org.ow2.petals.samples	petals-validation-parent	1.5.2-1.0.0		N/A
org.ow2.petals.samples	petals-validation-parent	1.5.3-1.0.0		N/A
org.scala-lang.modules	scala-java8-compat_2.12.0-M4	0.8.0-RC1		b69fc273556f3ba7d140d8cde9a94fdb8e277d8f
org.scala-lang.modules	scala-xml_sjs1.0.0-M5_2.13.0-M4	1.1.1		bea5ed47c2b7186eaee187fde1372684f23a0a63
org.sentilo.agent	sentilo-agent-alert	1.7.0		3bdd76ea8839e68b65f8bd80eb00ca91e9ebeb64
org.sentilo.agent	sentilo-agent-alert	1.8.0		758d5750ad41dabd5e0a788a5ec245139cc3c1d9
org.sentilo.agent	sentilo-agent-alert	1.9.0		4ac4ec127ceb9341d060b582289da77c68929b0b
org.sentilo.agent	sentilo-agent-alert	2.0.0		17e133afa9c218effb0b1273a54c04f5aeb01875
org.specs2	specs2-scalacheck_sjs1_2.11	4.10.0		acd8b80c2925078f8406696866b7fe1da3bbd33a
org.specs2	specs2-scalacheck_sjs1_2.11	4.10.1		83565f0f250c15fffa4ff88fa177236ebe596b6f
org.specs2	specs2-scalacheck_sjs1_2.11	4.10.2		0400212b5cd52ba6e26a8211c99f99e4b62ce270
org.specs2	specs2-scalacheck_sjs1_2.11	4.10.3		f8a9bf516e2cf16a35c77ff8244bed8db66e04c6
org.specs2	specs2-scalacheck_sjs1_2.11	4.10.4		42b352961a18dbed9a63f3f8cfca2d84acea5973
org.specs2	specs2-scalacheck_sjs1_2.11	4.10.5		f868f96066dbfcf5b4da2428aedee5f577faa186
org.specs2	specs2-scalacheck_sjs1_2.11	4.10.6		016cd863ce9ea65aa31db449628908e76cffe24c
org.specs2	specs2-scalacheck_sjs1_2.11	4.9.0		2e92efd77f9cf76bfac1756a55894fe46a5acf19
org.specs2	specs2-scalacheck_sjs1_2.11	4.9.1		7f2cba67ecb1075d106bd8a0edfcb10f61757522
org.specs2	specs2-scalacheck_sjs1_2.11	4.9.2		b7391676c9e3bf5b9831ccaad2bc7acbadbf90d9
org.specs2	specs2-scalacheck_sjs1_2.11	4.9.3		67ae8b37d1e199ed7c9901d11cdc9e57fb2c8952
org.specs2	specs2-scalacheck_sjs1_2.11	4.9.4		9e493cc8e990912fa681f1e1c4d727b55f460ce6
org.springframework.cloud.stream.app	tcp-app-starters-test-support	1.1.0.RELEASE		9fe8efab945e52e78fa54f934455cc26afe1033d
org.springframework.cloud.stream.app	tcp-app-starters-test-support	1.1.1.RELEASE		cf947b69373577d8ea956a8610952e0ff9254100
org.springframework.cloud.stream.app	tcp-app-starters-test-support	1.2.0.RELEASE		f36109c36334c6ac9408d08470b8cd05dd74ae60
org.springframework.cloud.stream.app	tcp-app-starters-test-support	1.3.0.RELEASE		3965d89a2037cbf502b7542548fdf83305931809
org.springframework.cloud.stream.app	tcp-app-starters-test-support	1.3.1.RELEASE		1b5d6236deb76e4eba225c04299d94b07fd13e18
org.springframework.cloud.stream.app	tcp-app-starters-test-support	2.0.0.RELEASE		fe6ba4ceaee147cd3d86872a1a8096083d9f89ff
org.springframework.cloud.stream.app	tcp-app-starters-test-support	2.0.1.RELEASE		8b13d95d97cedc64393e67cd166756b5c2401678
