app.tulz	tuplez-apply_3.0.0-RC3	0.3.6		87a81bb149a14a68baa650da52d3bbe013a34985
com.amazonaws	aws-java-sdk-amplify	1.11.891		826f4bfa9c08144d084128e1d455c8bd8f21acd5
com.amazonaws	aws-java-sdk-amplify	1.11.892		bfcdc7fb49f85b4567abe9dadd0b3f3e557964cb
com.amazonaws	aws-java-sdk-amplify	1.11.893		ac422fcebe7e53b00e65c4544c8a445b2ec4fdde
com.amazonaws	aws-java-sdk-amplify	1.11.894		162a4a0cca7a569c681a718843b7aff703dff5ce
com.amazonaws	aws-java-sdk-amplify	1.11.895		0952e4c7040b7d03d3d9c69f6c0e4eb477e44091
com.amazonaws	aws-java-sdk-amplify	1.11.896		d6c3f4204e6dc35c75aac8991460ae81f092af7d
com.amazonaws	aws-java-sdk-amplify	1.11.897		23b1ed9f215eb2defc1c69bec14a4f7cc3e4ca06
com.amazonaws	aws-java-sdk-amplify	1.11.898		3b9a85db7a17161e7ffc78de7b9592cb80b54bd0
com.amazonaws	aws-java-sdk-amplify	1.11.899		8f13a37faf3071728e00855768aa61c55ffbbf0e
com.amazonaws	aws-java-sdk-amplify	1.11.900		ea1b28d94a713d0ad33241306fb0ff6f745a5a1c
com.amazonaws	aws-java-sdk-amplify	1.11.901		83f0ce8a8e94e608b990f5ea78644e2f208cba2f
com.amazonaws	aws-java-sdk-amplify	1.11.902		36d1c67c7057961b12ea23ca5654a4fdfadc031f
com.amazonaws	aws-java-sdk-amplify	1.11.903		208721298b38cbc392bc611118786185b4fe05d6
com.amazonaws	aws-java-sdk-amplify	1.11.904		dde9e67d4c5924302795a59b48033c9429dc7da1
com.amazonaws	aws-java-sdk-amplify	1.11.905		4eb5ba556842558f53d0b4357b8d261d87f43239
com.amazonaws	aws-java-sdk-amplify	1.11.906		cb14b4e5d148642ba99ee9c662c51f0d81080f1b
com.amazonaws	aws-java-sdk-amplify	1.11.907		f973ed48987bb82734a690e6414a895f448eb6d1
com.amazonaws	aws-java-sdk-amplify	1.11.908		fc460cc50948d69409c4028d4a79a1e27f0cbc75
com.amazonaws	aws-java-sdk-amplify	1.11.909		75fd698186c2e9690c6e54dfbb5cfd3314fcea34
com.amazonaws	aws-java-sdk-amplify	1.11.910		c5fbcee454418e25ce01e2ea0cf04563d51861ab
com.amazonaws	aws-java-sdk-amplify	1.11.911		de94668d8ed5894eb195c08f7935ced5f4339ef8
com.amazonaws	aws-java-sdk-amplify	1.11.912		8326f824fd0eb97295885e1e623cce021e6d2adc
com.amazonaws	aws-java-sdk-amplify	1.11.913		c55b8c92d9b3e3a9271187a55ed9fd5e42e57f17
com.amazonaws	aws-java-sdk-amplify	1.11.914		af770dd554304952347c71bee074b1e1791152f0
com.amazonaws	aws-java-sdk-amplify	1.11.915		135c51f25940c71ad7f6574b4eda5c6d0584d52b
com.amazonaws	aws-java-sdk-amplify	1.11.916		417ec102608504ce2e95e1296ae0affa000f2931
com.amazonaws	aws-java-sdk-amplify	1.11.917		dc7f7bfb5d03bb9b0c38dbe516858b185aec16f8
com.amazonaws	aws-java-sdk-amplify	1.11.918		7bedaacdb216fdd516ef3475e8ec03a3f6ea84dc
com.amazonaws	aws-java-sdk-amplify	1.11.919		03a5734be10f144d095397ef90f9cf3afa00a57c
com.amazonaws	aws-java-sdk-amplify	1.11.920		1102df65269715552d8187a92c286403e2d58676
com.amazonaws	aws-java-sdk-amplify	1.11.921		128761e7a6679aa99f0caf38a50521515d5eac4e
com.amazonaws	aws-java-sdk-amplify	1.11.922		a3371ecce80952dba1debb0c261da01f4591eedd
com.amazonaws	aws-java-sdk-amplify	1.11.923		aa0a608163f6cf3831f0ad9dbf6f428653592136
com.amazonaws	aws-java-sdk-amplify	1.11.924		ffa93b7072b4970666bd0f130e0d9dbd25388258
com.amazonaws	aws-java-sdk-amplify	1.11.925		46fc3c235c0b4cfa2a9ecf8e8845938c36238bdb
com.amazonaws	aws-java-sdk-amplify	1.11.926		ba0e44f5e0c7128faf6d4765991d20768298ca86
com.amazonaws	aws-java-sdk-amplify	1.11.927		3481827939fa8a8c544d5c56eca731382a4dfa0d
com.amazonaws	aws-java-sdk-amplify	1.11.928		d5112662a0be1390173f2c2c95ea54c9a7f147cf
com.amazonaws	aws-java-sdk-amplify	1.11.929		51ad942ddd63b98c7f011c6ef81dd791d85c71c2
com.amazonaws	aws-java-sdk-amplify	1.11.930		d7c0fa64238a798bd562b135056d10c491e91238
com.amazonaws	aws-java-sdk-amplify	1.11.931		daf7f959d17f79fd96bd5aa60ed1758bd7f85202
com.amazonaws	aws-java-sdk-amplify	1.11.932		28d6e369bbd4d436719bf50e8a9a4897866cbc3f
com.amazonaws	aws-java-sdk-amplify	1.11.933		bd234c98035c89d743f20f47adee2aa66d0685f8
com.amazonaws	aws-java-sdk-amplify	1.11.934		33cc4a5760b7c7bbb4c6912071ee2e5666e1b9d9
com.amazonaws	aws-java-sdk-amplify	1.11.935		9d148a9fcb40579e43046ba48bfe4aed0e059075
com.amazonaws	aws-java-sdk-amplify	1.11.936		a5b48b0268a60aa9341f311f16526c89ea4813af
com.amazonaws	aws-java-sdk-amplify	1.11.937		c7acca63097ddc461dbd59c230b5821b66b11fe1
com.amazonaws	aws-java-sdk-amplify	1.11.938		b774a580227788155eec6227ff259362bbd64bea
com.amazonaws	aws-java-sdk-amplify	1.11.939		fe2d3fb0c1dc24c3e136d133c5e0aa901d998bf1
com.amazonaws	aws-java-sdk-amplify	1.11.940		6cd523314ae17483ccd6178bf361dac47fb5207a
com.amazonaws	aws-java-sdk-amplify	1.11.941		63d40091a4d5b5663517193a869735b0a1fb0785
com.amazonaws	aws-java-sdk-amplify	1.11.942		21d7b462acb38e62801b4e1198dd1c9b5f93338f
com.amazonaws	aws-java-sdk-amplify	1.11.943		7985cd80fc26e842aa7e37204f0be90494cc7ea1
com.amazonaws	aws-java-sdk-amplify	1.11.944		a7952dc0a5ebe9eb9ad3a83589aa84928c444b96
com.amazonaws	aws-java-sdk-amplify	1.11.945		7ddf527d9b23fd9c85098b783680545d08f91172
com.amazonaws	aws-java-sdk-amplify	1.11.946		a5e47867ff57f0c764809e2e1403e3cc241acaf6
com.amazonaws	aws-java-sdk-amplify	1.11.947		f49d4e084e5c44426f8b61c6384a0c96fbde9edd
com.amazonaws	aws-java-sdk-amplify	1.11.948		4e429ccb17bff16fa53f4f0e29765714f5e6564c
com.amazonaws	aws-java-sdk-amplify	1.11.949		f07cb584664668b23bdffd712ec17a70a568e343
com.amazonaws	aws-java-sdk-amplify	1.11.950		467ceae01c406c220325bf9950248c6cb774c60c
com.amazonaws	aws-java-sdk-amplify	1.11.951		1a44f6607d324dfce2b94541c890ca6ec2dad403
com.amazonaws	aws-java-sdk-amplify	1.11.952		ca6ad179a05e3cb9bed6d5e2093803c3a937cbe1
com.amazonaws	aws-java-sdk-amplify	1.11.953		896d828cb4f4c99f443b113ea704405a5cd027f5
com.amazonaws	aws-java-sdk-amplify	1.11.954		7849540e163e6cbf7e005b2e8e71d5a1e96f9ec1
com.amazonaws	aws-java-sdk-amplify	1.11.955		0f28899110625fbbddf58829caabc2448d3d6692
com.amazonaws	aws-java-sdk-amplify	1.11.956		7f42202533129bf6b96572350111a05809469b38
com.amazonaws	aws-java-sdk-amplify	1.11.957		7d29380840d2a56223404975681aa284475ab3e4
com.amazonaws	aws-java-sdk-amplify	1.11.958		3f52efb618fa1a81578087f87ef29b239858dc14
com.amazonaws	aws-java-sdk-amplify	1.11.959		42fd47820deedf344d223edefb7b6243d610c38f
com.amazonaws	aws-java-sdk-amplify	1.11.960		5a0c5cb177ff12ad467ec836850bc3eafef6f249
com.amazonaws	aws-java-sdk-amplify	1.11.961		93733e0effc2c8ab2c966cc5fcb4acfca1045e22
com.amazonaws	aws-java-sdk-amplify	1.11.962		a1ad28ffdf56c80d36aae0f8685f1db95f817623
com.amazonaws	aws-java-sdk-amplify	1.11.963		b69353d75cc53fa2caa2f25af7fd7c4c19c5f4c5
com.amazonaws	aws-java-sdk-amplify	1.11.964		d972b59fa513db1dcb02bfd10eea91d01ba50441
com.amazonaws	aws-java-sdk-amplify	1.11.965		8debc78dbc2e3957acf6974089a7106bb7f9a23c
com.amazonaws	aws-java-sdk-amplify	1.11.966		849f370fed6e39a132e5b1d6d277c14543dac73b
com.amazonaws	aws-java-sdk-amplify	1.11.967		d1564b89e7d2b9b71cdeff18ed81d6552fa009c1
com.amazonaws	aws-java-sdk-amplify	1.11.968		554d472cee4af31fd17d939f700918a1bb9ebdd6
com.amazonaws	aws-java-sdk-amplify	1.11.969		36c9ff95c7487eabf190918d8ef258e2f5b947ec
com.amazonaws	aws-java-sdk-amplify	1.11.970		c57163e36543b3d053a51b338d3bd4fd2e6ffae2
com.amazonaws	aws-java-sdk-amplify	1.11.971		159849b3c241f751e53673c98dbb1ef66c48ab71
com.amazonaws	aws-java-sdk-amplify	1.11.972		80b994d3b53f931d4010d384356e2e943325b6fd
com.amazonaws	aws-java-sdk-amplify	1.11.973		927eff25d49e509da687b748383f0ab833b07284
com.amazonaws	aws-java-sdk-amplify	1.11.974		70cf670f01a743c06184587b790a8739a9492ef6
com.amazonaws	aws-java-sdk-amplify	1.11.975		6123612dde7d3ccc3cd5011e3306fcfe4c5d43f0
com.amazonaws	aws-java-sdk-amplify	1.11.976		8283134cfc9e1dc8c3a8b45b62b5f0f97fe3bb53
com.amazonaws	aws-java-sdk-amplify	1.11.977		325367eb269f8a733c895d390e0dfd2f1dac7233
com.amazonaws	aws-java-sdk-amplify	1.11.978		86f20131d002449ac4dc9bba4b0da54b59e35894
com.amazonaws	aws-java-sdk-amplify	1.11.979		7bdde47f9242824ac357de7b632d6b1959a37ad5
com.amazonaws	aws-java-sdk-amplify	1.11.980		0160769381439cbbbc823cea40ab66d9def1f90c
com.amazonaws	aws-java-sdk-amplify	1.11.981		3d7e51f2d75cdb615e6010d4654817fd3538c9db
com.amazonaws	aws-java-sdk-amplify	1.11.982		043c39ee5a85f9598a8419fd7753dd10ecef5f96
com.amazonaws	aws-java-sdk-amplify	1.11.983		6a61c4d61f2ba9c07f996484cc34251fddf61bab
com.amazonaws	aws-java-sdk-amplify	1.11.984		5f329008d9a1a7eaf1c5975a73c4641454029875
com.amazonaws	aws-java-sdk-amplify	1.11.985		d175379ed8e050f8b7fc5319816d48df8075ed6d
com.amazonaws	aws-java-sdk-amplify	1.11.986		d4da0da525eb3f4faaeccdfd1b653bc47ed1eae2
com.amazonaws	aws-java-sdk-amplify	1.11.987		d592ca3e794432d5cc606467a578ecb29725809b
com.amazonaws	aws-java-sdk-amplify	1.11.988		5873ef74c47e235a477132551f633aa550ddfc02
com.amazonaws	aws-java-sdk-amplify	1.11.989		c6bebd1e00999083665a3f2193a14e3d85e33650
com.amazonaws	aws-java-sdk-amplify	1.11.990		bc5f1a214c54643d4ceecd2b967677af260f5daa
com.amazonaws	aws-java-sdk-amplify	1.11.991		17467d72d36313b3a60b836f64b07857d797e132
com.amazonaws	aws-java-sdk-amplify	1.11.992		b5e889c30bd6c7cf760f660cba6e94f436acb592
com.amazonaws	aws-java-sdk-amplify	1.11.993		92d2a5b1dc179f5e0e68abee64ee02475af97f9f
com.amazonaws	aws-java-sdk-amplify	1.11.994		6ed52fecb5f91e9f8149eb88cabb87c8af41d33e
com.amazonaws	aws-java-sdk-amplify	1.11.995		52c34b2d5fd4fff1bb753c62ad1b3f7031017488
com.amazonaws	aws-java-sdk-amplify	1.11.996		55cb419e7993f043d6d3d83ef90f81246f6a5c22
com.amazonaws	aws-java-sdk-amplify	1.11.997		547314cb6063fdad3c07028975c5cf7a08980552
com.amazonaws	aws-java-sdk-amplify	1.11.998		2feb90d2514c5a98497b5e17ff0d47b8c0648101
com.amazonaws	aws-java-sdk-amplify	1.11.999		ed4a28ec27d465ceb1241c1c57c39eaa272b9381
com.amazonaws	aws-java-sdk-amplify	1.12.1		4ae7959b98cb54f478bcf53a6c719e2d433856d9
com.amazonaws	aws-java-sdk-amplify	1.12.10		a555bed022d75a99f6a825eee2d253997118a989
com.amazonaws	aws-java-sdk-amplify	1.12.100		2cb9eea557651d3652fdbc29391f77b480e8e507
com.amazonaws	aws-java-sdk-amplify	1.12.101		2d1f0dc62a8c813b152601893c2e0adb3d8a6a5e
com.amazonaws	aws-java-sdk-amplify	1.12.102		0fcd79d41c3102440f10240cc20870a122747162
com.amazonaws	aws-java-sdk-amplify	1.12.103		5f63e00726089688ce9cf29420405d4577cad7c9
com.amazonaws	aws-java-sdk-amplify	1.12.104		788b06a74b3ff0c66f2147e1d674245b94472d7a
com.amazonaws	aws-java-sdk-amplify	1.12.105		17dc77a21725ffb55eb0ef9558a6f5e71cc9ab91
com.amazonaws	aws-java-sdk-amplify	1.12.106		daba82e24d95410fca19fac2ed7f43309fff6e2c
com.amazonaws	aws-java-sdk-amplify	1.12.107		49140c72a7598d524b5eddf5446a82ef1ce8e7b5
com.amazonaws	aws-java-sdk-amplify	1.12.108		581cfbf4eb09f0931cd5668e7b22e3c2784264f2
com.amazonaws	aws-java-sdk-amplify	1.12.109		03dcc8003b0034320a3afede83e5c6aced2e1346
com.amazonaws	aws-java-sdk-amplify	1.12.11		063b98b91f5a39930c619b2d5078ef54c5c60a13
com.amazonaws	aws-java-sdk-amplify	1.12.110		024036f0bb7cbb042984977d5064629d8aa32a67
com.amazonaws	aws-java-sdk-amplify	1.12.111		680b9672a79994e1c0c6c3d6e8a45660a872c161
com.amazonaws	aws-java-sdk-amplify	1.12.112		0d6800e5a01c30d21a76d64efd8a430c706f0077
com.amazonaws	aws-java-sdk-amplify	1.12.113		0500513408f49e9b8ffdf9f9378123720a807f94
com.amazonaws	aws-java-sdk-amplify	1.12.114		a8871b91b68cfbf14c45fd002ec31e213430b73d
com.amazonaws	aws-java-sdk-amplify	1.12.115		f91a67489c5f98c114e9f5da528320cb90d6914b
com.amazonaws	aws-java-sdk-amplify	1.12.116		98706b2c963c58bf9086ddcb95f0a1c7ca238397
com.amazonaws	aws-java-sdk-amplify	1.12.117		ed3716bcc09e9662247d25e2bf7b3ff0c2b13c6c
com.amazonaws	aws-java-sdk-amplify	1.12.118		8f5bdf51b0a286aee6d19cf3d626405971c791ff
com.amazonaws	aws-java-sdk-amplify	1.12.119		eebce0958c296019757b8c6aa723bf6d8bf41ac1
com.amazonaws	aws-java-sdk-amplify	1.12.12		839e802972254912b80c0ce8eb274cb198ffe53c
com.amazonaws	aws-java-sdk-amplify	1.12.120		93e14f9cf017447690a1f73a8780a0118f1d12a4
com.amazonaws	aws-java-sdk-amplify	1.12.121		c1d20f30e41c7864b96c2ba87ddab139c4f5aa89
com.amazonaws	aws-java-sdk-amplify	1.12.122		650cce68a05018c8ab4c4ff72b4b1e2f8725e068
com.amazonaws	aws-java-sdk-amplify	1.12.123		edb41ccdc58ec1de4ce30d05e990e0aed7767575
com.amazonaws	aws-java-sdk-amplify	1.12.124		cda9a723df08cbbe960360070cda7857105213b6
com.amazonaws	aws-java-sdk-amplify	1.12.125		f5bb437b56fcd06472c53ded878cb35fb7132982
com.amazonaws	aws-java-sdk-amplify	1.12.126		25bd432f54bf448bd9b2097b7c8bb9255b2e2cb5
com.amazonaws	aws-java-sdk-amplify	1.12.127		31ee9ae1b71aae11f1640986289239cc6eb99ca3
com.amazonaws	aws-java-sdk-amplify	1.12.128		64fb745e0f4a28b6a4e4e2ecbf64b3a1c1af5022
com.amazonaws	aws-java-sdk-amplify	1.12.129		368fce2163f6e68312622ba50e66baff7ea2c5ba
com.amazonaws	aws-java-sdk-amplify	1.12.13		eb7dd24fc5ffd1a57a9c7695f031315709699e45
com.amazonaws	aws-java-sdk-amplify	1.12.130		eedba0829f9c6e8ef5549e175e19a6cecbadeb37
com.amazonaws	aws-java-sdk-amplify	1.12.131		466204bc5de61b7c26d5d73143e26d4f5f38c216
com.amazonaws	aws-java-sdk-amplify	1.12.132		6e8755123238d04eb5d546c4d9b73c1c4a3d6fc4
com.amazonaws	aws-java-sdk-amplify	1.12.133		f2ef71ba6e949357ebf50fe6f01f622f49a2dddb
com.amazonaws	aws-java-sdk-amplify	1.12.134		f6da360b819fdb8b4c9e4a67ced27cf391b4913d
com.amazonaws	aws-java-sdk-amplify	1.12.135		8884334ea69d3323605fbe833f50b71d86d970c1
com.amazonaws	aws-java-sdk-amplify	1.12.136		013042bd1f727949295b9faed35b47af128596c5
com.amazonaws	aws-java-sdk-amplify	1.12.137		20b9266966bebb7ce4417a1283ec2387dfa26210
com.amazonaws	aws-java-sdk-amplify	1.12.138		8309fd6a6ae876ab0fc4b30175b325425877ec61
com.amazonaws	aws-java-sdk-amplify	1.12.139		22219ea447bb8e79c98d868cfeff1f8eb2046339
com.amazonaws	aws-java-sdk-amplify	1.12.14		2d3bb5200ffbe1b1e00febc15a262ebd177ad519
com.amazonaws	aws-java-sdk-amplify	1.12.140		a5fa5b68ee6a94cedeb91a20feb09923ce5c90dc
com.amazonaws	aws-java-sdk-amplify	1.12.141		febc063c36f35f4102e8a16179741edd250b05a6
com.amazonaws	aws-java-sdk-amplify	1.12.142		cbfb71298f271617d1df43e84ad314e38220c686
com.amazonaws	aws-java-sdk-amplify	1.12.143		127365175093c3c8a93ca5392292e63a0865913e
com.amazonaws	aws-java-sdk-amplify	1.12.144		7fb8a3e26e25914d08da48a3b8a2f3563b30a69a
com.amazonaws	aws-java-sdk-amplify	1.12.145		f79afd866e1ee98fc442dfa67fc2316360bfb1e9
com.amazonaws	aws-java-sdk-amplify	1.12.146		01baa8233dc11e9db3f5f46f5c9349558a10e0d5
com.amazonaws	aws-java-sdk-amplify	1.12.147		47538267bdaf00a836568d69232daefe687c66fe
com.amazonaws	aws-java-sdk-amplify	1.12.148		c291d3a915dc81a45e546273eacb773cd1a55313
com.amazonaws	aws-java-sdk-amplify	1.12.149		3fbb7dfec182d964c148ba51ffeb0344d9f0aaed
com.amazonaws	aws-java-sdk-amplify	1.12.15		d932f841b77cfc3a5a4459ebe67ef3e6bd4b4d1d
com.amazonaws	aws-java-sdk-amplify	1.12.150		88a4ae65fa26bc0001c5b737348b20ed4db939f5
com.amazonaws	aws-java-sdk-amplify	1.12.151		a9972aa89d73a88a7c3c740252f4e8a77c489347
com.amazonaws	aws-java-sdk-amplify	1.12.152		841009324ed50e728f74445aeffa9b2c001e43be
com.amazonaws	aws-java-sdk-amplify	1.12.153		71d4aef22f41a070f709387830a8033208ef7aee
com.amazonaws	aws-java-sdk-amplify	1.12.154		9f48c36ecc7eaa454b12ed477eec57f5162d72e8
com.amazonaws	aws-java-sdk-amplify	1.12.155		6110f6b882f2ba432b3e3fd13e183badd3dff0b8
com.amazonaws	aws-java-sdk-amplify	1.12.156		1b7ca81636ca591cc9d26caccb3a5aca80642588
com.amazonaws	aws-java-sdk-amplify	1.12.157		8a1ec09c869fe26419c0a44a11cc629d6ef0778b
com.amazonaws	aws-java-sdk-amplify	1.12.158		91af62db063f186b8df8e6b5fdc3cfbb91c2a0e6
com.amazonaws	aws-java-sdk-amplify	1.12.159		499060f37bad52f463b9b007b9f92c24976b2658
com.amazonaws	aws-java-sdk-amplify	1.12.16		0fea9db2f6b10ac31da62af4131553987d3e1310
com.amazonaws	aws-java-sdk-amplify	1.12.160		dcc7140108d94351d87d8e386d9c422ce6cbb190
com.amazonaws	aws-java-sdk-amplify	1.12.161		1b9b83efb84ee42fa52a8319853eb4d82a9d9034
com.amazonaws	aws-java-sdk-amplify	1.12.162		618483eadbe64ee2e4d36bbc285cb3ac3819b444
com.amazonaws	aws-java-sdk-amplify	1.12.163		7f3834758d653edb154545ef8c61812073e2c00b
com.amazonaws	aws-java-sdk-amplify	1.12.164		7703f0df65784c4d1402c8a760bc9e041ef9c4d0
com.amazonaws	aws-java-sdk-amplify	1.12.165		ccbfb39c2e3f2b2f6fa6454b28727c291ca655c4
com.amazonaws	aws-java-sdk-amplify	1.12.166		8ba414dda70116e86e28316c76f0bd3e6e20dc00
com.amazonaws	aws-java-sdk-amplify	1.12.167		5cf5dac784a151b4a721aa7229a18016d332968e
com.amazonaws	aws-java-sdk-amplify	1.12.168		e0d38e3e38e1c3c61fa9b6e578cf84496a44dcf0
com.amazonaws	aws-java-sdk-amplify	1.12.169		40f8f762e5f932d4e2df935aa27ebabeba09262d
com.amazonaws	aws-java-sdk-amplify	1.12.17		8ad072113419db92982ccc551d75fc24442cb92a
com.amazonaws	aws-java-sdk-amplify	1.12.170		6d443caa270fd04c43c7d3abdf4590dd6daa30a8
com.amazonaws	aws-java-sdk-amplify	1.12.171		6809b0bf626f50364a7c70fbe315a16cfd19a9f6
com.amazonaws	aws-java-sdk-amplify	1.12.172		bb2cdbe7e52e053330c0abae3151c2fe4f6cd2e6
com.amazonaws	aws-java-sdk-amplify	1.12.173		3680a605c06e4950f727707868640d91acb6d779
com.amazonaws	aws-java-sdk-amplify	1.12.174		d21ef4b6fa3e018057ffea3022527c134aeda939
com.amazonaws	aws-java-sdk-amplify	1.12.175		f8957c7b514a0a3791c477ac84d8f46f5e3a22fb
com.amazonaws	aws-java-sdk-amplify	1.12.176		bdbec488db39c1377d7c0eed9262880a09885e92
com.amazonaws	aws-java-sdk-amplify	1.12.177		952a96b36c2b40170c2baa53161bf2ecbea44974
com.amazonaws	aws-java-sdk-amplify	1.12.178		683fcf2246170e2168d556b0a2d5bc7e43efd0d6
com.amazonaws	aws-java-sdk-amplify	1.12.179		8ecdfd30effca0514685039fb8fa41568e33e9c6
com.amazonaws	aws-java-sdk-amplify	1.12.18		a0f0b74925a35558ae58ae7a78dcff7303de631d
com.amazonaws	aws-java-sdk-amplify	1.12.180		07c18684f88374cd53fd8a72f4f6e4f4223ab755
com.amazonaws	aws-java-sdk-amplify	1.12.181		098f3132a98fd1003f8a0d783f7feec5c086c2ca
com.amazonaws	aws-java-sdk-amplify	1.12.182		9c7305f7b808bfcb1d6796d760c4ab1e8da0d7a1
com.amazonaws	aws-java-sdk-amplify	1.12.183		69a88027859eb4841984b5a731468bae1771a5e7
com.amazonaws	aws-java-sdk-amplify	1.12.184		dfdd7f2969862c78f9647785c55d995ea9cd3084
com.amazonaws	aws-java-sdk-amplify	1.12.185		825844cb9f8a07e1b377fff88c41df5f2dfa74fe
com.amazonaws	aws-java-sdk-amplify	1.12.186		d8e0d2bc686bd9e08c6256a4b45e8cb1d1e17336
com.amazonaws	aws-java-sdk-amplify	1.12.187		60c6751b3d7d4688ea4636ab7ac08ea652316d96
com.amazonaws	aws-java-sdk-amplify	1.12.188		479fbf83a2f8be239976b43e2bc37ec02204907b
com.amazonaws	aws-java-sdk-amplify	1.12.189		25b0e0bedf686ab64b58c48f5c88cbd1d2c93c05
com.amazonaws	aws-java-sdk-amplify	1.12.19		c28c95f79fb3c7048bd32711bd508c8f287f7f4b
com.amazonaws	aws-java-sdk-amplify	1.12.190		b6e9ae3462c842ea8132f57b25dbb3f918c616a6
com.amazonaws	aws-java-sdk-amplify	1.12.191		9abcf5180a13b33a723502475cdea61db498191c
com.amazonaws	aws-java-sdk-amplify	1.12.192		9296314e3ff42596c42f75e7feb74929c094a279
com.amazonaws	aws-java-sdk-amplify	1.12.193		a6f5facf8c0180acccd2ccff7f44ef96928cd612
com.amazonaws	aws-java-sdk-amplify	1.12.194		a0bbb6a6a5b0a04c6a5e1ec6de0cbe0fb429c046
com.amazonaws	aws-java-sdk-amplify	1.12.195		0a28d46cefd69aea5d0d0fa9c904b8c601d86eb9
com.amazonaws	aws-java-sdk-amplify	1.12.196		7f43b4b389897ad31593f05e417cf3b2697a9e8d
com.amazonaws	aws-java-sdk-amplify	1.12.197		b20388014fdf876ab664f1b33bbe00b6c1314981
com.amazonaws	aws-java-sdk-amplify	1.12.198		db6296136f55da95d40d8f87bf62c82ac59fb38a
com.amazonaws	aws-java-sdk-amplify	1.12.199		3a7a8fffb78d2ad2e3e2f05ac3273d0ca4325ad0
com.amazonaws	aws-java-sdk-amplify	1.12.2		3d0702fda90f5b6030d79a3e02dea51b505350f5
com.amazonaws	aws-java-sdk-amplify	1.12.20		9656c28de65009f04176d73acf0562e5bded0c2f
com.amazonaws	aws-java-sdk-amplify	1.12.200		7d63e51616c712966b6498c807580766f7444b9e
com.amazonaws	aws-java-sdk-amplify	1.12.201		85fc7e06a1bd4bb00299cec9488313c9af8ae6ce
com.amazonaws	aws-java-sdk-amplify	1.12.202		7b83c18fc4d3f097a475dd444c87ec22c03ec283
com.amazonaws	aws-java-sdk-amplify	1.12.203		01a17af09609026e9565ed3ff455ec563671a576
com.amazonaws	aws-java-sdk-amplify	1.12.204		8285dc274711eef7e29e1821b757d3e87df8e595
com.amazonaws	aws-java-sdk-amplify	1.12.205		69eebef5e009cc6ce146e3ffd886b88584aeec69
com.amazonaws	aws-java-sdk-amplify	1.12.206		f79f9e0c158e0bf043b42d6743f7ba5d522b6cf3
com.amazonaws	aws-java-sdk-amplify	1.12.207		d5ec48a71b2df8343f0e78ec97bbc3c8e2d151e0
com.amazonaws	aws-java-sdk-amplify	1.12.208		658526f36cae77d30a3461b1ce2d9bd08c9a5c60
com.amazonaws	aws-java-sdk-amplify	1.12.209		43c705161f8ad4931aecdf525fa675c1fbf6d04a
com.amazonaws	aws-java-sdk-amplify	1.12.21		c1bbcf8bedb9b22d3194dd21c5bb0831b02ff455
com.amazonaws	aws-java-sdk-amplify	1.12.210		dd3b86ac6242e5638c496a688142bc5e608942d2
com.amazonaws	aws-java-sdk-amplify	1.12.211		11009d392cb282b27770f1f6bceb5e702b17b978
com.amazonaws	aws-java-sdk-amplify	1.12.212		0e5623e03e48fbe9d86b292dba79d5b266593ae3
com.amazonaws	aws-java-sdk-amplify	1.12.213		cf1cc911c4a8365ec7540f890195b18e47576c57
com.amazonaws	aws-java-sdk-amplify	1.12.214		2b11022e48e309eb9ad7fc64d4acd27abe9ee318
com.amazonaws	aws-java-sdk-amplify	1.12.215		58e4e7ec57763115c7679f9d1a939293df767126
com.amazonaws	aws-java-sdk-amplify	1.12.216		e385ebfce41ecdbdeaf58725bec7d808a57a5bfa
com.amazonaws	aws-java-sdk-amplify	1.12.217		ff588c91be06ec5d1827b41627b0dd62889e2596
com.amazonaws	aws-java-sdk-amplify	1.12.218		47292adf8c09981765e3634156826639375b26b7
com.amazonaws	aws-java-sdk-amplify	1.12.219		7ca4fcce576b6233d6e6036545c506361d18b8d7
com.amazonaws	aws-java-sdk-amplify	1.12.22		c1febde4622a6c6e3f55d9849d1948fda9c6dd2b
com.amazonaws	aws-java-sdk-amplify	1.12.220		15f2b230345636ee5f1aa3e135e39756fd2ce2af
com.amazonaws	aws-java-sdk-amplify	1.12.221		bec2e3ca6fba345948e751bc0d3ab05afa3015de
com.amazonaws	aws-java-sdk-amplify	1.12.222		a91519ea3f897d877dd2dc8a7cacae927bb6c7bf
com.amazonaws	aws-java-sdk-amplify	1.12.223		c83150a0fddbe607a2d3a06f4605c7290ed480e5
com.amazonaws	aws-java-sdk-amplify	1.12.224		9eac963c60c7378e7b1c98986890b75204e4e80b
com.amazonaws	aws-java-sdk-amplify	1.12.225		d705e45d581851cd061296e020590e2996c6b32d
com.amazonaws	aws-java-sdk-amplify	1.12.226		67857e2382d55aae7abbedf0f9ef858e703bf213
com.amazonaws	aws-java-sdk-amplify	1.12.227		cca3720e0a80706bff5e89eb7a612e9561468804
com.amazonaws	aws-java-sdk-amplify	1.12.228		fe74eb2d9809cb9e3481bff85f9be7b6a8e97654
com.amazonaws	aws-java-sdk-amplify	1.12.229		2aa3a4ae4c0e0959e98f3ef780d3e0efb46e85e4
com.amazonaws	aws-java-sdk-amplify	1.12.23		df3936cf57dc4e5e0c829706475a66a81ee11efe
com.amazonaws	aws-java-sdk-amplify	1.12.230		d2e360096d44f8fa915ecb760a4fb1f4da1c6ca8
