ai.x	safe_2.11	0.1.0		04dface0537f95aeeb8a0425eb2cd0a6b513921d
org.bitlap	smt-common_2.12	0.7.4		1ed8db9f821c04d8f9dd93be6e7e18da8e00434d
org.bitlap	smt-common_2.12	0.7.5		6e7097b9ac26255bda63f62fa851ff5cfae6f2b4
org.bitlap	smt-common_2.12	0.8.0		c4f55dbf2cda8dba9e7b3587d680afc5a4c1e013
org.bitlap	smt-common_2.12	0.9.0		9808cc94c82d0f92bb4b1b28e504c6a58b5c993e
org.bitlap	smt-common_2.12	0.9.1		4ba4d81ab34a4714fd80f03b94d2b56132d14328
org.bitlap	smt-common_2.12	0.9.2		e87aac770b7e1929df1966a91fb7eb9156a4bef2
org.bridgedb.webservice	org.bridgedb.webservice.synergizer	2.2.1		ac4e26832d12d5a16bdba8150747f5a64ee71b09
org.bridgedb.webservice	org.bridgedb.webservice.synergizer	2.2.2		52f45981513a6a06439f116411a2b669ad3bceb7
org.bridgedb.webservice	org.bridgedb.webservice.synergizer	2.3.0		afd668b392bd111906d02c74443836f423135941
org.bridgedb.webservice	org.bridgedb.webservice.synergizer	2.3.1		17901dfb9e3b687423c03b23307783a08daad562
org.bridgedb.webservice	org.bridgedb.webservice.synergizer	2.3.2		3c6bd566761197c3f57834bea4ce8b2bcded9b7e
org.danbrough.kotlinxtras.provider	org.danbrough.kotlinxtras.provider.gradle.plugin	0.0.1		N/A
org.danbrough.kotlinxtras.provider	org.danbrough.kotlinxtras.provider.gradle.plugin	0.0.1-beta04		N/A
org.danbrough.kotlinxtras.provider	org.danbrough.kotlinxtras.provider.gradle.plugin	0.0.1-beta05		N/A
org.danbrough.kotlinxtras.provider	org.danbrough.kotlinxtras.provider.gradle.plugin	0.0.2		N/A
org.jetbrains.androidx.lifecycle	lifecycle-viewmodel-savedstate-desktop	2.8.0		265d012dd9af68327aeefe713c5f8cf50783f2d9
org.jetbrains.androidx.lifecycle	lifecycle-viewmodel-savedstate-desktop	2.8.0-alpha01		265d012dd9af68327aeefe713c5f8cf50783f2d9
org.jetbrains.androidx.lifecycle	lifecycle-viewmodel-savedstate-desktop	2.8.0-beta01		265d012dd9af68327aeefe713c5f8cf50783f2d9
org.jetbrains.androidx.lifecycle	lifecycle-viewmodel-savedstate-desktop	2.8.0-beta02		265d012dd9af68327aeefe713c5f8cf50783f2d9
org.jetbrains.androidx.lifecycle	lifecycle-viewmodel-savedstate-desktop	2.8.0-rc01		265d012dd9af68327aeefe713c5f8cf50783f2d9
org.jetbrains.androidx.lifecycle	lifecycle-viewmodel-savedstate-desktop	2.8.0-rc02		265d012dd9af68327aeefe713c5f8cf50783f2d9
org.jetbrains.androidx.lifecycle	lifecycle-viewmodel-savedstate-desktop	2.8.0-rc03		265d012dd9af68327aeefe713c5f8cf50783f2d9
org.jetbrains.androidx.lifecycle	lifecycle-viewmodel-savedstate-desktop	2.8.1		265d012dd9af68327aeefe713c5f8cf50783f2d9
org.jetbrains.androidx.lifecycle	lifecycle-viewmodel-savedstate-desktop	2.8.2		265d012dd9af68327aeefe713c5f8cf50783f2d9
org.jetbrains.androidx.lifecycle	lifecycle-viewmodel-savedstate-desktop	2.8.3		5cb762f19877ded0703c733f68a1f31c4f5e735e
org.jetbrains.androidx.lifecycle	lifecycle-viewmodel-savedstate-desktop	2.8.3-rc01		5cb762f19877ded0703c733f68a1f31c4f5e735e
org.jetbrains.androidx.lifecycle	lifecycle-viewmodel-savedstate-desktop	2.8.4		5cb762f19877ded0703c733f68a1f31c4f5e735e
org.jetbrains.androidx.lifecycle	lifecycle-viewmodel-savedstate-desktop	2.9.0-alpha01		bfe94af044802f0af7131206ee7ba07da00fd910
org.jetbrains.androidx.lifecycle	lifecycle-viewmodel-savedstate-desktop	2.9.0-alpha02		8e0860208242dd4b4d382a7076631fcbb3a86080
org.jetbrains.androidx.lifecycle	lifecycle-viewmodel-savedstate-desktop	2.9.0-alpha03		2a2a5196ba3465b7da981cf5b7edb925d9a3287b
org.jetbrains.androidx.lifecycle	lifecycle-viewmodel-savedstate-desktop	2.9.0-alpha04		d5653204b64fdf93448ba2c2ba7ae8abd1cbde99
org.jetbrains.androidx.lifecycle	lifecycle-viewmodel-savedstate-desktop	2.9.0-alpha05		833e686c11b534ddcb56de5fe8515af0ff1ae108
org.jetbrains.androidx.lifecycle	lifecycle-viewmodel-savedstate-desktop	2.9.0-alpha06		833e686c11b534ddcb56de5fe8515af0ff1ae108
org.jfxtras	jfxtras-all	10.0-r1		4f54690e840dfcef4d0f94fff05a1a69326e3aa1
org.jfxtras	jfxtras-all	8.0-r2		995b0c778f473f85dc8903650bca7cf8d9788f34
org.jfxtras	jfxtras-all	8.0-r3		a91002971d255538da5041f9ed3a43f4eeef9236
org.jfxtras	jfxtras-all	8.0-r4		61c4451c78dc1454d9729cd067ca23941702179b
org.jfxtras	jfxtras-all	8.0-r5		61b5e10f99e30ce5b8bc93bc40ef23131a345c92
org.jfxtras	jfxtras-all	8.0-r6		ecf2de90a497dd8ea662e2669a4cc927e1cb325a
org.jfxtras	jfxtras-all	9.0-r1		6025bcff89b97a2c638f916bd079a2ddb884ffcf
org.jibx.schema.org.opentravel._2012B.ws	org.jibx.schema.org.opentravel._2012B.hotel.ws.rest	1.0.9		8a1b3c3fb06e3a003c3a5ddd428023bbabe57cbe
org.jibx.schema.org.opentravel._2012B.ws	org.jibx.schema.org.opentravel._2012B.hotel.ws.rest	1.1.0		b88d01faf324a090154650c8272104c7a0cb40e3
org.jibx.schema.org.opentravel._2012B.ws	org.jibx.schema.org.opentravel._2012B.hotel.ws.rest	1.1.4		823e36ec870a352807268d861b626cf910afc97a
org.jibx.schema.org.opentravel.example.jbundle	jibx-example-jbundle-opentravel-res-reactor	1.1.0		N/A
org.jolokia	jolokia-example-spring-boot	2.0.0		e6b2ec656d18ba0288dda863fba5602e43ed1a11
org.jolokia	jolokia-example-spring-boot	2.0.1		e1fe060f71365037fa74e34164d2c23cdd457b3a
org.jolokia	jolokia-example-spring-boot	2.0.2		d3fd5c68df70b2f88da3377db9894e628d88c8fa
org.jolokia	jolokia-example-spring-boot	2.0.3		08b926a61a3f9e7a3bda41c5c43939ffaf03bb04
org.jolokia	jolokia-example-spring-boot	2.1.0		d32292787484545f140e6a9505c09e14866f8fa7
org.jolokia	jolokia-example-spring-boot	2.1.1		8a4927fb383d921994f80845d8821a1d40a540fa
org.jolokia	jolokia-example-spring-boot	2.1.2		d98fdd2532c917b41bf8b5a596acb525f4fa9b0b
org.jolokia	jolokia-example-spring-boot	2.2.0		991c63f09bc39bfb762c2cd0db978ed394ac7706
org.jolokia	jolokia-example-spring-boot	2.2.1		e484a030c0d03d0232620d349efcfc97cbf467e5
org.jolokia	jolokia-example-spring-boot	2.2.2		20a8df2152b33c92103f494cc37900a826d50117
org.jolokia	jolokia-example-spring-boot	2.2.3		d87c79bf6532c9ee92b039b8b0b2923616403fe7
org.jolokia	jolokia-example-spring-boot	2.2.4		41da60f8649e4da871521b09dc712123d0901c45
org.jolokia	jolokia-example-spring-boot	2.2.5		42a40a3cc061c68aa7bf5cc613e6e6baa4b2b10a
org.jolokia	jolokia-example-spring-boot	2.2.6		35a4c51720b90355d631e24e94ad9cff3f07c451
org.jolokia	jolokia-example-spring-boot	2.2.7		7b8bb1d3fee4a396b6ccd0323d2e6ecf5da2e1a2
org.jolokia	jolokia-example-spring-boot	2.2.8		a547c5f04a3217274cfef3480e4592c99adb5ba6
org.jolokia	jolokia-example-spring-boot	2.2.9		d882ed1238215635a7b3c998a49124a6bb218900
org.kie.modules	nu-xom-main	6.1.0.Beta1		N/A
org.kie.modules	nu-xom-main	6.1.0.Beta2		N/A
org.kie.modules	nu-xom-main	6.1.0.Beta3		N/A
org.kie.modules	nu-xom-main	6.1.0.Beta4		N/A
org.kie.modules	nu-xom-main	6.1.0.CR1		N/A
org.kie.modules	nu-xom-main	6.1.0.CR2		N/A
org.kie.modules	nu-xom-main	6.1.0.Final		N/A
org.kie.modules	nu-xom-main	6.2.0.Beta1		N/A
org.kie.modules	nu-xom-main	6.2.0.Beta2		N/A
org.kie.modules	nu-xom-main	6.2.0.Beta3		N/A
org.kie.modules	nu-xom-main	6.2.0.CR1		N/A
org.kie.modules	nu-xom-main	6.2.0.CR2		N/A
org.kie.modules	nu-xom-main	6.2.0.CR3		N/A
org.kie.modules	nu-xom-main	6.2.0.CR4		N/A
org.kie.modules	nu-xom-main	6.2.0.Final		N/A
org.kie.modules	nu-xom-main	6.3.0.CR1		N/A
org.kie.modules	nu-xom-main	6.3.0.CR2		N/A
org.kie.modules	nu-xom-main	6.3.0.Final		N/A
org.kie.modules	nu-xom-main	6.4.0.Beta1		N/A
org.kie.modules	nu-xom-main	6.4.0.Beta2		N/A
org.kie.modules	nu-xom-main	6.4.0.CR1		N/A
org.kie.modules	nu-xom-main	6.4.0.CR2		N/A
org.kie.modules	nu-xom-main	6.4.0.Final		N/A
org.kie.modules	nu-xom-main	6.5.0.Beta1		N/A
org.kie.modules	nu-xom-main	6.5.0.CR1		N/A
org.kie.modules	nu-xom-main	6.5.0.CR2		N/A
org.kie.modules	nu-xom-main	6.5.0.Final		N/A
org.knowm.xchange	xchange-gemini	4.1.0		880fedf0301c936e55ae0e8e441dc96de7b32b53
org.knowm.xchange	xchange-gemini	4.2.0		bc340ba6ace539a41df6cac3bca50396393408cd
org.knowm.xchange	xchange-gemini	4.2.1		f82b963f3c9fb3b8bb0bad112519bf83bd40e59a
org.knowm.xchange	xchange-gemini	4.2.2		0a6fa55dec5a7d05a5ca103b2e7981649c41a92b
org.knowm.xchange	xchange-gemini	4.2.3		6b960f28568add0425cf54579586e5bc1b50cd89
org.knowm.xchange	xchange-gemini	4.3.0		22e5f0ec5aabbfad018c8d6ca71c507c1621d898
org.knowm.xchange	xchange-gemini	4.3.1		41994a80910ba1094f4c40d79c5be9e95ee00de2
org.knowm.xchange	xchange-gemini	4.3.10		033bc1f1e926fe03c1076940c4d9a44d227ff0c1
org.knowm.xchange	xchange-gemini	4.3.11		524b8dcebacd7e0c28496eeb96f038add22bd543
org.knowm.xchange	xchange-gemini	4.3.12		d7425b9fa43b895a6b3e9c1374b6b2f5f4dcf292
org.knowm.xchange	xchange-gemini	4.3.13		d3de107edb0c743db1315106fba0a8b5fc1afe43
org.knowm.xchange	xchange-gemini	4.3.14		4ee1d47d1796bb619125b0584a99cf7f595ba559
org.knowm.xchange	xchange-gemini	4.3.15		7465d7d9e77186c04ca8ea01309dc55bf5725859
org.knowm.xchange	xchange-gemini	4.3.16		0a74bc8c2433f681ad893a52a09e2fa90a1559bc
org.knowm.xchange	xchange-gemini	4.3.17		aa3444be86f0f29e13732f021277c767170945cf
org.knowm.xchange	xchange-gemini	4.3.18		b90001dc42c59b11f1cf05dfb079aa506f17d186
org.knowm.xchange	xchange-gemini	4.3.19		dc600e299d300119cea9ba4bafb09bb8cffec33b
org.knowm.xchange	xchange-gemini	4.3.2		04b495e3ac3264987e8eeff1de692c8c2239c7e7
org.knowm.xchange	xchange-gemini	4.3.20		d89a8863f725c3499e53cabaaebdb36657106e64
org.knowm.xchange	xchange-gemini	4.3.21		8e6ff339d2ef38c1d963652c8fb18c132cefbf7c
org.knowm.xchange	xchange-gemini	4.3.3		2e47825d6b965f5527420f98592032b1cd5bbf40
org.knowm.xchange	xchange-gemini	4.3.4		db35d0260d1cecc516d81b9725c0fb0766b421fa
org.knowm.xchange	xchange-gemini	4.3.5		6b1495bb9ba3060b8b9762c8f2950bc7613d747c
org.knowm.xchange	xchange-gemini	4.3.6		1e379b7406ab1f3447a01a6fc7389eb11f9a38e9
org.knowm.xchange	xchange-gemini	4.3.7		1bdffb785c8343b6ce2697ff4d4de38b9c511cd9
org.knowm.xchange	xchange-gemini	4.3.8		a64f5e945c38f9167924155280ff3dee09893bb0
org.knowm.xchange	xchange-gemini	4.3.9		084b60fd9db341b74df4eebc6c5941685b70ecbe
org.knowm.xchange	xchange-gemini	4.4.0		db871b30920a1deb2e438b5e6ff5f8298f02adda
org.knowm.xchange	xchange-gemini	4.4.1		c89d329110100313e827966068d9f6b8ef99d232
org.knowm.xchange	xchange-gemini	4.4.2		a32912a4a4a945fa5341c2bb7d3ffcc929392dc7
org.knowm.xchange	xchange-gemini	5.0.0		b5e2481f89495942346c3eaaae49a5ce6dfdfedb
org.knowm.xchange	xchange-gemini	5.0.1		0d93822763bb5f78e5ed30a949090745afffad74
org.knowm.xchange	xchange-gemini	5.0.10		0bedb27bde8b6f83de92107298da36784fe2af50
org.knowm.xchange	xchange-gemini	5.0.11		7abda4692951e526bc91996379e53c9606ef42cf
org.knowm.xchange	xchange-gemini	5.0.12		169dc79b6a88f0c273b42bac9752b1b7f20850d1
org.knowm.xchange	xchange-gemini	5.0.13		83433ca43245157f9f30dfc7ba2ae953d95eb01e
org.knowm.xchange	xchange-gemini	5.0.14		0a53f79edc2fb6a2504cfedc2d0f884bb96a7d0d
org.knowm.xchange	xchange-gemini	5.0.2		f8430bf4672d3cf509f91f43893b0304e8a05006
org.knowm.xchange	xchange-gemini	5.0.3		7d10164b234de2a45c212959caff91d58c126e00
org.knowm.xchange	xchange-gemini	5.0.4		4b286e19bdc8d3c74350c0283a9d7e8c71b77652
org.knowm.xchange	xchange-gemini	5.0.6		aa42957d3421bfbd0532487d41bcabde99d8c922
org.knowm.xchange	xchange-gemini	5.0.7		976177a1c2c905c8432580c3bce4326a0af7ba88
org.knowm.xchange	xchange-gemini	5.0.8		baa106a287fb341c0c0585074c162f513bade5a9
org.knowm.xchange	xchange-gemini	5.0.9		768590184561b0747f398e6012eeb8ccb56a21b6
org.knowm.xchange	xchange-gemini	5.1.0		d8bd723ce726eb9ffc9096578a26870343200ae6
org.knowm.xchange	xchange-gemini	5.1.1		3238fd742abc3136d2d2b739f72e1b26b5981dbd
org.knowm.xchange	xchange-gemini	5.2.0		8ed7696de815523ae8598d6b88bc5dfa37baddd3
org.knowm.xchange	xchange-gemini	5.2.1		3653bbfc6ea6d8c3345c676b7ee53445ccbf5810
org.knowm.xchange	xchange-gemini	5.2.2		7f71277094a4d2461e0f053d216c5a9c996ba3f4
org.metaeffekt.dcc	dcc-agent-core	0.1.0		4f2465d2e38c96edd931b22388e7072779e96ec1
org.metaeffekt.dcc	dcc-agent-core	0.1.0	api	7b834970f19d0c4c973b2caf516452cc26da6ae2
org.metaeffekt.dcc	dcc-agent-core	0.1.0	runtime	366cf246c8cec5e55930395f9026ac02338b6003
org.metaeffekt.dcc	dcc-agent-core	0.10.0		de4e193663c1fd9db8d1ca794a34729b8acc8430
org.metaeffekt.dcc	dcc-agent-core	0.10.0	api	3b03bad742e0c46360cae66eb6bb93307b3e3081
org.metaeffekt.dcc	dcc-agent-core	0.10.0	runtime	ac9257ccce6558deb274bb4bb4c18b1f8f3b7822
org.metaeffekt.dcc	dcc-agent-core	0.11.0		e5993791df8269e763a1a086643438ba390a4ba3
org.metaeffekt.dcc	dcc-agent-core	0.11.0	api	1fbea8abb9610bee0567d1674d40b9fc62294e2f
org.metaeffekt.dcc	dcc-agent-core	0.11.0	runtime	bcd31b31633c14840bfbd3c945701911bbe79812
org.metaeffekt.dcc	dcc-agent-core	0.12.0		51799e87125f03cd4ca33cfc5c76a0b6930bb276
org.metaeffekt.dcc	dcc-agent-core	0.12.0	api	5abaebf4fb54364b07efbfa2be70dbb996a48c1a
org.metaeffekt.dcc	dcc-agent-core	0.12.0	runtime	189925cf2954997ccbaf022fd7f03bbf887804ed
org.metaeffekt.dcc	dcc-agent-core	0.13.0		7eedb2dc7ff2a854d8f25105bac39c268f57f936
org.metaeffekt.dcc	dcc-agent-core	0.13.0	api	5a1164a8713d92d619d13ecb24045491b02891a0
org.metaeffekt.dcc	dcc-agent-core	0.14.0		7c27a2499afcc45eedf63e0f1d821985e34c2e15
org.metaeffekt.dcc	dcc-agent-core	0.14.0	api	99b1493cbf257824ef9a92f6e3748777cef5e36c
org.metaeffekt.dcc	dcc-agent-core	0.15.0		3baf32867c3da1ce309a1a673f182c0803ee8e11
org.metaeffekt.dcc	dcc-agent-core	0.15.0	api	2ad96730e653b88c72421df116e02cc0ca7be205
org.metaeffekt.dcc	dcc-agent-core	0.16.0		e446e17af6825539b978723232656f22000def73
org.metaeffekt.dcc	dcc-agent-core	0.16.0	api	1c41b99daeaf7a4ea78110e96a5f7d360d59c407
org.metaeffekt.dcc	dcc-agent-core	0.17.0		5d1effa9d4f50937b0e90a5e8b51e3b544b311d1
org.metaeffekt.dcc	dcc-agent-core	0.17.0	api	73c020724065ff2492a351dba6d88cabca3ff976
org.metaeffekt.dcc	dcc-agent-core	0.2.0		601c4f18ce93dcd191b9f86c10a733e722a2af83
org.metaeffekt.dcc	dcc-agent-core	0.2.0	api	8c30190dc9c530ded6e1f6fc4b8b3e4a1bd2f017
org.metaeffekt.dcc	dcc-agent-core	0.2.0	runtime	5a1486fffe6ca5be66f5c64fa59e58c5ca08c3e2
org.metaeffekt.dcc	dcc-agent-core	0.3.0		2bb6a4b8cfa2d14e251dbe3777903be83103c6f0
org.metaeffekt.dcc	dcc-agent-core	0.3.0	api	72d5c447b252dde9e28ae39123333ab20e40e985
org.metaeffekt.dcc	dcc-agent-core	0.3.0	runtime	510451ec880a9bfa8aced7454647949f45b58bf8
org.metaeffekt.dcc	dcc-agent-core	0.4.0		e6b293f10eaff286f6c222805944154096618a14
org.metaeffekt.dcc	dcc-agent-core	0.4.0	api	8496133eb4bc656def165d3d3778f52701d31447
org.metaeffekt.dcc	dcc-agent-core	0.4.0	runtime	30641bf34f3670704b2c276aaa5ab1ef39767383
org.metaeffekt.dcc	dcc-agent-core	0.5.0		0c9786e80590fc267af6860e9a2c19c4da54eb9f
org.metaeffekt.dcc	dcc-agent-core	0.5.0	api	00530a51fd3d110165ae9768994b3c4daff14785
org.metaeffekt.dcc	dcc-agent-core	0.5.0	runtime	6380584f2b8719d880778c769ca7bd61694c58fc
org.metaeffekt.dcc	dcc-agent-core	0.6.0		9647352416c262184ccd39dd7a6673ea1a35d587
org.metaeffekt.dcc	dcc-agent-core	0.6.0	api	b0f32626ec754acbdd79f28b43eb0374dedfa882
org.metaeffekt.dcc	dcc-agent-core	0.6.0	runtime	7752d429af31d2f5fca8daf4f8d081614a3e493a
org.metaeffekt.dcc	dcc-agent-core	0.7.0		48b6a27a10068678d1110938d6cb90bfb3784e7f
org.metaeffekt.dcc	dcc-agent-core	0.7.0	api	f0c5f3722d99c4ba87ebdf31d99d0f82a2c1c6f6
org.metaeffekt.dcc	dcc-agent-core	0.7.0	runtime	6490ba4fef39207f35d5178c54f8b881489f7d7b
org.metaeffekt.dcc	dcc-agent-core	0.8.0		84b70fdd8061a6cc4d797dbf13102094c7e91012
org.metaeffekt.dcc	dcc-agent-core	0.8.0	api	681ea45b37ef598958fd0d733a80d9cf670caa35
org.metaeffekt.dcc	dcc-agent-core	0.8.0	runtime	412405437dc012df787b528c3348148b75f47bce
org.metaeffekt.dcc	dcc-agent-core	0.9.0		b6c224cf7016c8510bca206765e395e57658f26a
org.metaeffekt.dcc	dcc-agent-core	0.9.0	api	8374b38f6e013f4a27b916fd52f2c2d1c8c12567
org.metaeffekt.dcc	dcc-agent-core	0.9.0	runtime	74e2cc126a6f5aeeb0b3c60d59e6e72d4f82dab4
org.mobicents.examples	mobicents-slee-connectivity-example-slee	2.8.4		N/A
org.mobicents.examples	mobicents-slee-connectivity-example-slee	2.8.5		N/A
org.mydotey.scf.labeled	scf-labeled	1.0.0		d7a72b22025844001540d8eb32f4a7d650789877
org.openidentityplatform.commons	json-web-token	2.0.10		514b7a13bb496bfc34cd97a34125e1a72c0b0a93
org.openidentityplatform.commons	json-web-token	2.0.11		30e518dd5ee2189814d179e4c7ec104c83006fc1
org.openidentityplatform.commons	json-web-token	2.0.12		a11d8612bea4f124a1879a751c3317a0c83767e7
org.openidentityplatform.commons	json-web-token	2.0.13		a3294f7976e040fde69e4d7ad39a4ceb6188451b
org.openidentityplatform.commons	json-web-token	2.0.14		333d57cd752177a4290d392785e7d99298aafbcb
org.openidentityplatform.commons	json-web-token	2.0.15		505dcac951f976337d9387f9fcfa60494dcbc0da
org.openidentityplatform.commons	json-web-token	2.0.16		e51f707fd42d17b8cd13b517e55e3ffe984d9de8
org.openidentityplatform.commons	json-web-token	2.0.17		41b30f8b34bcc167ac56b10129365e95ac420157
org.openidentityplatform.commons	json-web-token	2.0.18		380cbc817e2e0fe66967876fe4aecaab3a411eb3
org.openidentityplatform.commons	json-web-token	2.0.7		6f9605ae3588bdbf2e7dbf6665f0cb80a8c9050a
org.openidentityplatform.commons	json-web-token	2.0.8		29228ea523c9af8b1d0f75966493739e50561a07
org.openidentityplatform.commons	json-web-token	2.0.9		cd1094366458438b95664f80ebf8a9207a8b461b
org.openidentityplatform.commons	json-web-token	2.1.1		bf3ffa39602cea3697bcc0dc2525b23d5d4f7679
org.openidentityplatform.commons	json-web-token	2.1.2		85a507cec9e2adc3e07c12611fe199c12e3a8714
org.openidentityplatform.commons	json-web-token	2.1.3		e56751bc102c0b91f885c9ce14e9ad67b7e4b3eb
org.openidentityplatform.commons	json-web-token	2.1.4		77112d83ed3f521b1d40700b69e0c284b2f2c511
org.openidentityplatform.commons	json-web-token	2.1.5		fd702600d7a6ef3d9d189878f5ac3fe87e32c41c
org.openidentityplatform.commons	json-web-token	2.1.6		0746b998137a8a7f032f8ae3cc1d2d3e02c02fdd
org.openidentityplatform.commons	json-web-token	2.2.0		32bd7024a070f096ed70fab1cc60d7b608537c75
org.openidentityplatform.commons	json-web-token	2.2.1		07c953ef47b6db2fe5a83ab486f1979301637143
org.openidentityplatform.commons	json-web-token	2.2.2		da4e4b7af1db8ff3ab14f22aa0849c62f9d668a4
org.openidentityplatform.commons	json-web-token	2.2.3		e29fe62385e21790a625629cffbda7aeccc35361
org.openidentityplatform.commons	json-web-token	2.2.4		8066e4f9d6d3e9aa8c06f8affa7eec9b0a6fbf67
org.ow2.jonas	jonas-db-hsql-ant	5.3.0		2215ce238cef8e0b22b54fa5b361f96999c26338
org.ow2.jonas	jonas-db-hsql-ant	5.3.0-M4		4ab2c991d8cb1fb3c6f568b2760b8296001c5393
org.ow2.jonas	jonas-db-hsql-ant	5.3.0-M5		f368421b0291f6712a7f2c7d053f2bc88b5d3c08
org.ow2.jonas	jonas-db-hsql-ant	5.3.0-M6		85452fe56e0569df481ce080822c205ff5f20f01
org.ow2.jonas	jonas-db-hsql-ant	5.3.0-M7		f00fb4e84d892f28e30a0f3b87f7afaa685c8bb1
org.ow2.jonas	jonas-db-hsql-ant	5.3.0-RC1		3d05fc3120a11993dab573f13312d2c2fb9b6d24
org.owasp	dependency-check-core	1.0.0		c07949e607dca4def716764dba2a96cdaf33b704
org.owasp	dependency-check-core	1.0.1		0e91803962513df782e39a328b671a469bb44bcc
org.owasp	dependency-check-core	1.0.2		124262d038032dba2c862bace7e33b0c8f7e4431
org.owasp	dependency-check-core	1.0.3		74eef9c4198fdb8d6b477f36e2e8aa03f746cd41
org.owasp	dependency-check-core	1.0.4		8077b9bef358dea12dbf7b29876b540bc506de42
org.owasp	dependency-check-core	1.0.5		24f35cb3407824ef75da9b7ddaa70daf2c4509df
org.owasp	dependency-check-core	1.0.6		e3d1f0040c723ad589e6c5a07b151c9804f7003c
org.owasp	dependency-check-core	1.0.7		a0c10b2b4f493263112a6376427854d4515e1332
org.owasp	dependency-check-core	1.0.8		29b4cde5fa11c6cc23c8fb4c2c2f3e99bfe91912
org.owasp	dependency-check-core	1.1.0		d3811fefb30c410ed4bc5e3842ff4632ff86f09f
org.owasp	dependency-check-core	1.1.1		5bf6425175bfae22c1ccdd08d84fb67b4d2eee7d
org.owasp	dependency-check-core	1.1.2		cb4ee8c321f31f780f8dc1850e2821ed93e9ad50
org.owasp	dependency-check-core	1.1.3		4cd853372f87f40a240312cbfbc162312a99e329
org.owasp	dependency-check-core	1.1.4		71aed00e7d3bdafc1755b1a591e138f6a39ca921
org.owasp	dependency-check-core	1.2.0		9f3ff2e63589fe93598a2ed3a9d55f751c774e5a
org.owasp	dependency-check-core	1.2.1		a17b9d415c42c5bdccd7e38f2754b59581f42598
org.owasp	dependency-check-core	1.2.10		ffd2a5067beb97d2364fe0b22fde745a16172b5f
org.owasp	dependency-check-core	1.2.11		334a361df88abd27eaac9b95b9a3d0d915cb5708
org.owasp	dependency-check-core	1.2.2		55e520b6b871abe3305eaf8fdb7e15ec7aaf47e4
org.owasp	dependency-check-core	1.2.3		3627042301d23d5aea1702ea979e181da8f6d129
org.owasp	dependency-check-core	1.2.4		5a9ebabd0511684397ad425f6df137edc3456ad2
org.owasp	dependency-check-core	1.2.5		c43f9ea7713fe16450520fa21e2afdff4a53c5d6
org.owasp	dependency-check-core	1.2.6		07cfd32f8767a5dd5ef4eb36b7ba18f5d4da69c4
org.owasp	dependency-check-core	1.2.7		62bfc260d7e8e20b154d5c9f2d8e39d69f2933a7
org.owasp	dependency-check-core	1.2.8		3b84125bbda1a6b4acee431a88c385bf2f25b7f1
org.owasp	dependency-check-core	1.2.9		c5e2cbddb6ffc8611a7b6f747a9860daebf7deca
org.owasp	dependency-check-core	1.3.0		7b1f7d2d3dea9c201e64f84097a9d7fa6d50a36f
org.owasp	dependency-check-core	1.3.1		43990f377851dc2640481cb6bf70e3d12101628d
org.owasp	dependency-check-core	1.3.2		f0a3ce77f291e3061bb5d50da81e65db98bb2d78
org.owasp	dependency-check-core	1.3.3		e5fb8edf58091f58eb461f0f2a661db5ac81b01b
org.owasp	dependency-check-core	1.3.4		adc8e545596f5865d455f515414368a3e685ae6b
org.owasp	dependency-check-core	1.3.5		327710a995dce3f6161617499286c03c10a94795
org.owasp	dependency-check-core	1.3.6		b357a83fdf226fba590fa9212d309e6c4e743321
org.owasp	dependency-check-core	1.4.0		73813ddacf249905941d57ed5b72478335738c16
org.owasp	dependency-check-core	1.4.1		0962a200632cd598bedcc983a06b7ff95bd4b486
org.owasp	dependency-check-core	1.4.2		617d218a2242701d21e18cbcf8f89eb053ecb5de
org.owasp	dependency-check-core	1.4.3		04b0c5a2318adc80883a811d50a7e046bdfab176
org.owasp	dependency-check-core	1.4.4		bd4d5e3d3a5fc99a1bdb17352d3a337fe77ac9df
org.owasp	dependency-check-core	1.4.5		566cf2fee8b72852d4e5784997928d1e16817776
org.owasp	dependency-check-core	10.0.0		3f5f8cddc35ff04cfb816a64e48811a093bb0527
org.owasp	dependency-check-core	10.0.1		91053e7ed9153ab683a46fe233c782c1063691c5
org.owasp	dependency-check-core	10.0.2		ab14e519352d4c96f50f3780aa817d6d02d34d4a
org.owasp	dependency-check-core	10.0.3		e34c51627296fd2f405a364938168a9172bb66db
org.owasp	dependency-check-core	10.0.4		8ca5b0b0a278c0e977f622ab65f27d31d2e3542e
org.owasp	dependency-check-core	11.0.0		56c2b734ec3a1fbc26cb908bda34a70ba045f35d
org.owasp	dependency-check-core	11.1.0		5e70e6aae3682ba559fff4d9f15cacb6010660ab
org.owasp	dependency-check-core	11.1.1		b236e584cad335573435c18a8cab1d31399e8a53
org.owasp	dependency-check-core	12.0.0		a94c8dd86eff7f0cccfe1132e910c2aa08e69a7a
org.owasp	dependency-check-core	12.0.1		0a0b63fdb02d453884a3f5f714657556447fb8aa
org.owasp	dependency-check-core	12.0.2		ce4b1050d4809eeee930953c2751e75e3bed47c9
org.owasp	dependency-check-core	12.1.0		762ef5b9f74cf7c46477d53920b979528daa2915
org.owasp	dependency-check-core	12.1.1		64d676bbaa30ed6bb18fdae54004822543fcd6fa
org.owasp	dependency-check-core	2.0.0		3db691aac7c33cf6680d36d8263017e69ecc8f80
org.owasp	dependency-check-core	2.0.1		60a1534a97ee9138f77a1b81c3ada841df4e8354
