co.jsilval.apimanager	apimanager	1.0.0		N/A
io.yupiik.uship	jsonrpc-spring	1.0.6		31c1af49cdbedc387e2360f5ff5ff40bee90086a
io.yupiik.uship	jsonrpc-spring	1.0.7		8846af91413b5bea5bdce936e01b85c03a638185
io.yupiik.uship	jsonrpc-spring	1.0.8		d07d91cc3b374aa3ffb4ce57819aec1a81be2c23
io.yupiik.uship	jsonrpc-spring	1.0.9		d2985312eba5697bef12fa26f46bfc442f531bde
net.fortytwo.smsn	hand	1.1		89036aec6d135e83540423ca85167955e90f6b47
net.fortytwo.smsn	hand	1.2		9077aef6852fbb64e7d437833137e0abe0a4a145
net.fortytwo.smsn	hand	1.3		9287f83072a7ed49bc86a3f102c86815b310f142
net.fortytwo.smsn	hand	1.4		2074c13b572179b380e29b8a0050258ac31d69dd
net.playq	dynamo_2.13	1.0.0		0d86812a2051cbe081b1b13ef3f8b473aa3ed0d8
net.sf.jasperreports	jasperreports-sort	7.0.0		2ba7dc0972391257b4b2f29c4fd6e000edfbc499
net.sf.jasperreports	jasperreports-sort	7.0.1		ee14d6f85184eaf25d13735d20389bf3cb69771a
net.sf.sociaal	jME3-niftygui	3.0.0.20130526		78212be760ad84affbfe05b51c7e62d37e0a4b10
net.sf.tweety	graphs	1.10		b70d313cd95d06d39c55494f2f7f9277285d1be2
net.sf.tweety	graphs	1.11		deec4c47233cddec421ccbc859227a7630d917dd
net.sf.tweety	graphs	1.12		25731631fdbeef1b87cc1190ac3b84b84a46e248
net.sf.tweety	graphs	1.14		c99e15a38ee3a194d1d0884be2e0c568b607680f
net.sf.tweety	graphs	1.15		14e0399e183a5cc9d49f312c8f72eaf84436098d
net.sf.tweety	graphs	1.16		ba68f6aac5c2be554e30be2c88d612c5420b4644
net.sf.tweety	graphs	1.17		0d3f8c0faaa7b485dc359cbc8b23af8d40ed946d
net.sf.tweety	graphs	1.2		c4c98c599dc45f4ba7e14c5f19c20009fd2532b1
net.sf.tweety	graphs	1.3		c69969f2952451078bf09abaedc320c5849d955e
net.sf.tweety	graphs	1.4		d651623d9e8561bc9743f2828297254f393f286b
net.sf.tweety	graphs	1.5		668005e420d0f6a0d98bed8fd00860b0a59295d9
net.sf.tweety	graphs	1.6		09115b42d1f691bfe6fad120506df5b8d5c1c944
net.sf.tweety	graphs	1.7		712ca6f10dabee2b71b809e0f502e1248d61910b
net.sf.tweety	graphs	1.8		0294153de98a0c63eee189c49bd9426edcc5c61a
net.sf.tweety	graphs	1.9		87374272c438c9bd28ea1154cc7096f2b1b62e29
org.apache.bval	bval-json	0.1-incubating		56fd9d750100813e5a14937566fdd769dba7d588
org.apache.bval	bval-json	0.2-incubating		523ad56bcbc287efe956101549fec0b14695d058
org.apache.bval	bval-json	0.3-incubating		acafc6558c7bb67f941c0b4f72bf15f4d8ef3957
org.apache.bval	bval-json	0.4		132f91d0230d97ac66222f493a9415e26aafb890
org.apache.bval	bval-json	0.5		6860bbb8220a96dd9a4a66fe32f61fc922179519
org.apache.bval	bval-json	1.1.0		1b3cb0632dfb408e60cd6b1c6ee741ab888ced95
org.apache.bval	bval-json	1.1.1		a488b60fab60ee7d5b95b659cbf226f3ad8c325a
org.apache.bval	bval-json	1.1.2		b9aa201621373fe8d11c2e6d4327ac8bba1b8624
org.apache.camel	apt	2.12.0		bc3d870709d942255bef06e5bebdf545fb226c2d
org.apache.camel	apt	2.12.1		f1ed65e28a683b1d41bd01ad61438669912113a7
org.apache.camel	apt	2.12.2		2308882dc81256c3fabbfddc86895dcb4cb9672e
org.apache.camel	apt	2.12.3		270979bfa54767f5aad875717e47b7dd01c8c4ae
org.apache.camel	apt	2.12.4		7f099ff9b55f6376c1f2906503869d25eca43f9c
org.apache.camel	apt	2.12.5		c637f0a8886ac34592c48aea2402028af76509bf
org.apache.camel	apt	2.13.0		07ec1b66d6cf1c45d8c540d352a5d519809547e4
org.apache.camel	apt	2.13.1		22c897872c24e7997aa10430fe27f10562f7d32d
org.apache.camel	apt	2.13.2		e36ad2b3ff0a1a714134caec4a3f1aa56073e78a
org.apache.camel	apt	2.13.3		cb17c5f9098caf061c9cc3a3b0a413b72aad6364
org.apache.camel	apt	2.13.4		fe3fc4dfbf1b2b0320a78453cf99f5fd29fa2012
org.apache.camel	apt	2.14.0		4de838c6e599f48139e1c07bae7830f37aabdd63
org.apache.camel	apt	2.14.1		ddda41349d71f5de48cdc5fe76e596d8acc0370e
org.apache.camel	apt	2.14.2		c8ec8400c78364523f63d7b20778583a8548df55
org.apache.camel	apt	2.14.3		90cd14c57f3f4823263b7c0e68dc071f7f67fbd2
org.apache.camel	apt	2.14.4		3d9220f9222f6e6aa5337564b92ba112fb5a6e2d
org.apache.camel	apt	2.15.0		f361c64f74146ccca56260c63f6149d953b09f49
org.apache.camel	apt	2.15.1		ec3d383e20ed40f4158b04fdafa66b63bfc6d5bb
org.apache.camel	apt	2.15.2		df25607387d4c6f08eb162c1cab7a40a5c9e550a
org.apache.camel	apt	2.15.3		2d80671624d3de12347cc0be26ab2e6ab958f8c4
org.apache.camel	apt	2.15.4		410f313a6024694cb7600e75a71529a1554812dc
org.apache.camel	apt	2.15.5		e1ee5a37e9140e3004cbaaefe5a26c4591ddaabe
org.apache.camel	apt	2.15.6		9d719d14554680e01d27667bd48a51a23c19ce6b
org.apache.camel	apt	2.16.0		9aff14c2839cc0b2e9599a50caef73b29dad25d7
org.apache.camel	apt	2.16.1		7637f98e68f6101328dda2134657e184b9c59ef7
org.apache.camel	apt	2.16.2		ea6687b3301974e550e4491f8d63b178ab65ed54
org.apache.camel	apt	2.16.3		b7ff1fd23b53c655263d1cf092be482d432ecc90
org.apache.camel	apt	2.16.4		9f2ca496f3033df46287c537e759f17739a56cf8
org.apache.camel	apt	2.16.5		a03b105fffea571d515500dfe1578a79bbdf7466
org.apache.camel	apt	2.17.0		eda7f640d28fdbc75bac993d721badfb7e162fb7
org.apache.camel	apt	2.17.1		1de4553e0eb0e8749c2846145386a14be688f306
org.apache.camel	apt	2.17.2		3db9be0c539aa0c328ba46a1ad26c782b7322770
org.apache.camel	apt	2.17.3		00c2b8f4721be5c59bbb597b6d35b7a2ad2c8fa8
org.apache.camel	apt	2.17.4		9f788b38277482b545db1228e62b717023decad1
org.apache.camel	apt	2.17.5		0e7d9c97d55fe27c6468432ec94fbc74da67d8ee
org.apache.camel	apt	2.17.6		8c412e50459e87d46a97fc67ce43e70554a5a604
org.apache.camel	apt	2.17.7		680c26096db34c8e4079be9535bd96f2302ec401
org.apache.camel	apt	2.18.0		71b7ff1dc70ad6cd219ee87c02a6982e8893d39c
org.apache.camel	apt	2.18.1		1b8e53d0779d0c0c1f57fa3d740cbedc2f6aace6
org.apache.camel	apt	2.18.2		f02df02c9d9609156601ca92ba309c8ab71cd946
org.apache.camel	apt	2.18.3		42f2216b8fddc24a96e7f356358a4b10d612f800
org.apache.camel	apt	2.18.4		683155c8d2992afec52a70c1a415431bd904638f
org.apache.camel	apt	2.18.5		5f96ab70fb963d74aaa790f7c6cd8b0c52153c68
org.apache.camel	apt	2.19.0		f70e7dd814338d44d6477ec2300fd26d2ccf21f5
org.apache.camel	apt	2.19.1		467308b3fae42f5e04c326ed1e9c719edab861d4
org.apache.camel	apt	2.19.2		e166896f89f79d47a45b87a82d78b8b3353d6888
org.apache.camel	apt	2.19.3		39d02cc093f47630d178b22258069b622869e732
org.apache.camel	apt	2.19.4		c30ae312780d12fa0422d4986d894c4661e73593
org.apache.camel	apt	2.19.5		bf8058bfb500a3d6fbe21eb56c69fb60e00be105
org.apache.camel	apt	2.20.0		797d26674c4fa85c3d5310d67b0fba42b2850960
org.apache.camel	apt	2.20.1		1a53ebf7ef4ac8b82f2693e266cce187cbde198a
org.apache.camel	apt	2.20.2		b253ed5712ba916f374d1ddab2fb28c6240d2354
org.apache.camel	apt	2.20.3		f0d2407493ff7af5e656bb621919bfc2a0cf29cf
org.apache.camel	apt	2.20.4		ae4d89d0a66d6b76b915ee0c30e1ac9a01b13ead
org.apache.camel	apt	2.21.0		6b8f1d5cc8e6eb17f63a3cce9c4a983ffec603b6
org.apache.camel	apt	2.21.1		3c2affd56480845bc67d65a20328ecce15889de4
org.apache.camel	apt	2.21.2		5d96453dd6cc81196ee5a60caa2ced3e992c8765
org.apache.camel	apt	2.21.3		863cba2daa47665019c9ceaeeca472390513c949
org.apache.camel	apt	2.21.4		4d644571979e51d81e85427f2a0a72dea6018c5b
org.apache.camel	apt	2.21.5		75ee5e3c1d73009acaca59cae3d72e0b082d6a3a
org.apache.camel	apt	2.22.0		dd7d50af48df951c012e9cc776a1a2a0a26b7a8b
org.apache.camel	apt	2.22.1		4c42ad521221fbf2bb0e2dd9eaa50facf3266cf4
org.apache.camel	apt	2.22.2		29f3f2f75033897f55c9b5d74ecf82965deb0d89
org.apache.camel	apt	2.22.3		caa2c9b0f3084ae1b0a7a2a210b456043e6783b2
org.apache.camel	apt	2.22.4		6fc7ecf38b898ceecc2f7ccf8e7a9f4eb43d9c96
org.apache.camel	apt	2.22.5		f739f6f34293f9c66d9aea1c2629ff8663800081
org.apache.camel	apt	2.23.0		42fdc0b07a5950c3f35594cfd72a17ae201698d2
org.apache.camel	apt	2.23.1		16667d4ac8790bbcf6d9b167369491c6a4e9f006
org.apache.camel	apt	2.23.2		3facbd6a0faaf052943a1df0865c11553e97f792
org.apache.camel	apt	2.23.3		68ea050499fa8e39e034ce0b23d3b77b59d6a001
org.apache.camel	apt	2.23.4		fa0a0fcc91a6f3fb755db204535bf0d5840f33f5
org.apache.camel	apt	2.24.0		b21181006c58364bb6acd5cb6cd157b32a0d258c
org.apache.camel	apt	2.24.1		4e905ffc46f7947fb4c6367b2b00bddeb6effd18
org.apache.camel	apt	2.24.2		9780ab5e415040fe228e4baef1a1313ed357518d
org.apache.camel	apt	2.24.3		dc7c562d05025ad735240a738183580d5ebd396f
org.apache.camel	apt	2.25.0		8785a22e11fd1aa0167d94fe7cef6a1ce0b595e5
org.apache.camel	apt	2.25.1		605520f85ca5e45e21ebcc31000470bd0370f3a4
org.apache.camel	apt	2.25.2		a7a64275e4ba48675574eaada45517e3a1e67c3c
org.apache.camel	apt	2.25.3		d2e66a429a6601d9222c7d9aae3b6219e161417d
org.apache.camel	apt	2.25.4		294d553aaa2693c3dd4a2435fbc2fca7e7d373b1
org.apache.camel	apt	3.0.0		2021af67435288e5682c758a759655e500386ce7
org.apache.camel	apt	3.0.0-M1		1b22f8950db2cbbd4c520443e0563dfd8ffb98ec
org.apache.camel	apt	3.0.0-M2		cf3a951b836c9f03e096861d771faf7f7df5f7ff
org.apache.camel	apt	3.0.0-M3		8c4ef8e8c2113eeaf4c0e182bdd3756769215184
org.apache.camel	apt	3.0.0-M4		945920c52c2cd25601499d8b432acce48e29d334
org.apache.camel	apt	3.0.0-RC1		d371b30412acd1b38f8654687f1fa7378240348e
org.apache.camel	apt	3.0.0-RC2		a3f53aedf6f27b9ccc7eeefe3350f655650cfe3c
org.apache.camel	apt	3.0.0-RC3		f8e0dd5cc077d365e9ec403ea4651715e99a2fe8
org.apache.camel	apt	3.0.1		56b1458776246527c44f177d8daeaa8b95b2c9e6
org.apache.camel.kafkaconnector	camel-spring-rabbitmq-sink-kafka-connector	4.10.2		3eaee7c985b046eb5f092976e2d64995ec2815db
org.apache.camel.kafkaconnector	camel-spring-rabbitmq-sink-kafka-connector	4.10.3		d1e744bb059989e8bbd9228ee36470d516789834
org.apache.camel.kafkaconnector	camel-spring-rabbitmq-sink-kafka-connector	4.11.0		0e90142446e5e2b85cb803b0d40b1aebfa6ccff8
org.apache.camel.kafkaconnector	camel-spring-rabbitmq-sink-kafka-connector	4.4.2		e9c21858e2553e2dffab44a50f665148f857a338
org.apache.camel.kafkaconnector	camel-spring-rabbitmq-sink-kafka-connector	4.4.3		75f677660a25397d2ea49607dc981b7d9d4fa937
org.apache.camel.kafkaconnector	camel-spring-rabbitmq-sink-kafka-connector	4.8.0		e27f62f128b3b3c31f077d58da929da9b5dae449
org.apache.camel.kafkaconnector	camel-spring-rabbitmq-sink-kafka-connector	4.8.3		93e89e07ff22511f644bd3f6bddd15efbc99bf2a
org.apache.camel.kafkaconnector	camel-spring-rabbitmq-sink-kafka-connector	4.8.5		b6467eada40b533e5991ecf92732f07516e0db2c
org.camunda.connect	camunda-connect-core	1.0.0		474979d06cd30ac757e83f0e9a7683614f58360e
org.camunda.connect	camunda-connect-core	1.0.0-alpha1		75f420254871f594ea72edf554f15fd6bd8675dd
org.camunda.connect	camunda-connect-core	1.0.0-alpha2		ab81633b30bbc2960da96d80a2b9b12023b44d43
org.camunda.connect	camunda-connect-core	1.0.0-alpha3		dab39bc23ff5cee7720f149e82409b4705394707
org.camunda.connect	camunda-connect-core	1.0.0-alpha4		77bd450d4e8bbe8a38e6a25308e6535a83dfa820
org.camunda.connect	camunda-connect-core	1.0.1		b9ff75478ec74eebf4120be1528242903136f194
org.camunda.connect	camunda-connect-core	1.0.2		2b45612d253c628b6c96941fbf6dd9a955fd885c
org.camunda.connect	camunda-connect-core	1.0.3		da0433d19686bc611ac54a3f6f8d9c57f2c3009d
org.camunda.connect	camunda-connect-core	1.0.4		332523efbde5709bb208c132e58edf5029bfc719
org.camunda.connect	camunda-connect-core	1.0.5		ea5e0f095a59802f7dcc665e8592b8b3aea7bd68
org.camunda.connect	camunda-connect-core	1.0.6		32173daab089c9d434fe53246c60a6031dba377b
org.camunda.connect	camunda-connect-core	1.0.7		24437ff3e1dd2a61049d2be641b7c11ce5682f60
org.camunda.connect	camunda-connect-core	1.0.8		6b86de6c17e8d5feb382582d15832be6e4765d0d
org.camunda.connect	camunda-connect-core	1.1.0		9333d1ef30c123e5b34197193775b0e07e8bc609
org.camunda.connect	camunda-connect-core	1.1.1		966794b21fad0e39089d84c85713b1169656b7ca
org.camunda.connect	camunda-connect-core	1.1.2		4b46320588ba40749c10605227daba8c00f0b7f2
org.camunda.connect	camunda-connect-core	1.1.3		eee4db7be1de1d909411dd03356ebb6d3a54698b
org.camunda.connect	camunda-connect-core	1.1.4		f48023261dbb99d857d2dee6c6de423871927001
org.camunda.connect	camunda-connect-core	1.1.5		c99cef1ace95331ef9317c38aa5886713929bf47
org.camunda.connect	camunda-connect-core	1.1.6		aae691b19bc2b258eed82c71cf09c083a5ff6df3
org.camunda.connect	camunda-connect-core	1.2.0		515e8746d45ef90b9fa264f7a047211ef1be7250
org.camunda.connect	camunda-connect-core	1.2.1		61da3c598a6bcf984f284b317a7db9640a44abfa
org.camunda.connect	camunda-connect-core	1.2.2		36492dac2adf4ff2bbf1eee8d5ae638b10b42874
org.camunda.connect	camunda-connect-core	1.2.3		ab41437136cd8e4ff4dcad0c958e0bb514ad983e
org.camunda.connect	camunda-connect-core	1.2.4		42f73483528b1765d6308498827782ba312c044f
org.camunda.connect	camunda-connect-core	1.2.5		6f457a541943cbbdf03b526a396b0f6d46b6db51
org.camunda.connect	camunda-connect-core	1.3.0		1cb0d1e0090027aa47f7d05663506f020dc0ccb3
org.camunda.connect	camunda-connect-core	1.4.0		fce0479f4fc3652d9622d18233a159c2fd81d733
org.camunda.connect	camunda-connect-core	1.5.0		4bdb97c0a6be719f684008cfe6f74a8a3d16ae11
org.camunda.connect	camunda-connect-core	1.5.1		806621adb827c786f650b0eac15b95037e0bc308
org.camunda.connect	camunda-connect-core	1.5.2		77f17d40230dddb6ade31a6adf2f642935e59022
org.camunda.connect	camunda-connect-core	1.5.3		bc8448938cdb778e5cf4f0784284ff380424b3f2
org.camunda.connect	camunda-connect-core	1.5.4		68e218ece5a35df79be6eb52f038837b08f9e290
org.camunda.connect	camunda-connect-core	1.5.5		e78a2dfbb89394a654f2dbcd8c84f9e2667d3994
org.camunda.connect	camunda-connect-core	1.5.6		500dde01993dfa6de2a6de9b8bfc12bfba3b3dcd
org.camunda.connect	camunda-connect-core	1.6.0		083936e6d4bdd114442c129c745595d37189b452
org.camunda.connect	camunda-connect-core	7.22.0		1ac25a6f281f3f6026d9c3471f518fce2847a69c
org.camunda.connect	camunda-connect-core	7.22.0-alpha2		10bbaccccc30f5b0df7066001fc3c738cc8caf01
org.camunda.connect	camunda-connect-core	7.22.0-alpha3		9f29b893db2ef081f02629e77997eea13731deb7
org.camunda.connect	camunda-connect-core	7.22.0-alpha4		040fca5ef84872dcbdb7e916523627dd68066631
org.camunda.connect	camunda-connect-core	7.22.0-alpha5		fca5e0af4a300c4b8522f6b78452077088eea8ed
org.camunda.connect	camunda-connect-core	7.22.0-alpha6		8e3208b4c3eea3a9487a4495b4f024597001a6b0
org.camunda.connect	camunda-connect-core	7.23.0		8f6645623116fc11c97b98f8942c94ac1386a4d0
org.camunda.connect	camunda-connect-core	7.23.0-alpha1		40d6fb2e1d4e54a6a695d95f460229b7ac19527f
org.camunda.connect	camunda-connect-core	7.23.0-alpha2		04ac3b431985a93a5cd4aabb30a2ed4234fd0e7c
org.camunda.connect	camunda-connect-core	7.23.0-alpha3		cb458ce5192908db31cdafcd6f02a230752954b6
org.camunda.connect	camunda-connect-core	7.23.0-alpha4		e440dae4d0cbddc0d77332184ad98d9399492a7c
org.camunda.connect	camunda-connect-core	7.23.0-alpha5		a770a6547b828e35fa9c380a2758bbdc1d66e44e
org.daisy.pipeline.build	modules-build-helper	1.0		ad135d715e337300326a696f093631fa345033e5
org.daisy.pipeline.build	modules-build-helper	1.1		aa3f0f4d4356efff5edc51ebf0a15928a4b9acef
org.daisy.pipeline.build	modules-build-helper	1.2		d748efd9a5291775e0b082ce572398aa4b3f7cbf
org.daisy.pipeline.build	modules-build-helper	1.3		4c96166e664f5ed0b90c9bdba50099686982617a
org.daisy.pipeline.build	modules-build-helper	2.0.0		0739d8588e20c655f9ef30d3f328c767709ca937
org.daisy.pipeline.build	modules-build-helper	2.1.0		e1a63866550c1e5f2c13df76542dafb893575415
org.daisy.pipeline.build	modules-build-helper	2.2.0		7fee30d13b49f89c66e0ee0b562229cae4ab6b43
org.daisy.pipeline.build	modules-build-helper	2.3.0		12bbfacc2ea243808ca55f4d31c537ecc7a991f5
org.daisy.pipeline.build	modules-build-helper	2.4.0		a73700b19003eee8616510b08dd30f939b6c4078
org.daisy.pipeline.build	modules-build-helper	2.5.0		188db44395e756a77882cf9c6345335151e4ee37
org.daisy.pipeline.build	modules-build-helper	2.6.0		35f446e98814e94198cf62d4e1c73bd0bb74b657
org.daisy.pipeline.build	modules-build-helper	2.7.0		158e73c494d528b06ced38aba8005545b1511949
org.daisy.pipeline.build	modules-build-helper	2.7.1		2d3ff3cee2bd5b762304a273d5937c88bd0153d9
org.daisy.pipeline.build	modules-build-helper	2.7.2		fd2615db2e3411cb4d5832caafdfb1f219c681cb
org.daisy.pipeline.build	modules-build-helper	2.8.0		cc865f9c7904c04562fd265189578b1622c28920
org.daisy.pipeline.build	modules-build-helper	3.0.0		49911a3e10d8c1e520c324def2cc1ad2472e201b
org.danbrough.ktor	ktor-server-hsts-jvm	2.1.1		48e04a84ca0fdad002c0213c03fe0d1fdc5db259
org.danbrough.ktor	ktor-server-hsts-jvm	2.1.1a		49e53b0c74c47fdf6158d9cc2244746a785deb00
org.danbrough.ktor	ktor-server-hsts-jvm	2.2.3		89baa832d034e1a2dae5e22aada9242943e9f0a6
org.danbrough.ktor	ktor-server-hsts-jvm	2.2.4		a3fbc14ef36d7386edb2b4cd36691b1292066ba7
org.danbrough.xtras	support	0.0.1-beta01		835e4d262cbd174c475c4d58beb5dc054dae8822
org.debux.webmotion	webmotion-unittest	2.4		2a7f78aa9b171b0803cc5738c282a92187593798
org.debux.webmotion	webmotion-unittest	2.5		8ed2349ee00c150116359f7c60ae33c22bab11d3
org.debux.webmotion	webmotion-unittest	2.5.1		c612c2379dc43e2c05fe84b4db9d0cd7df22f6bd
org.debux.webmotion	webmotion-unittest	2.5.3		b90eab20521544d6eea98771e5d28cff7b8e3192
org.eobjects.datacleaner	DataCleaner-monitor-pentaho-job-engine	4.0		f0fa6c4be926e97baede5df511c49d54bd2bdda4
org.eobjects.datacleaner	DataCleaner-monitor-pentaho-job-engine	4.0-RC1		76d591483406f9a7a6261178215bbe090e18352c
org.eobjects.datacleaner	DataCleaner-monitor-pentaho-job-engine	4.0-RC2		c4fbbcc5b4774dbf3827b7d4d126386ac5e7903d
org.eobjects.datacleaner	DataCleaner-monitor-pentaho-job-engine	4.0-RC3		e73108667fbb8328796f40911f82e30f9021d340
org.eobjects.datacleaner	DataCleaner-monitor-pentaho-job-engine	4.0-RC4		898af4514f168a0a8b4d9a87becea8f846764fa9
org.eobjects.datacleaner	DataCleaner-monitor-pentaho-job-engine	4.0-RC5		ac6c5d1cdcb30bf53789958866cad0089cd4f3ac
org.eobjects.datacleaner	DataCleaner-monitor-pentaho-job-engine	4.0.1		072055ab20010f57edf0d1dfc40cb1ff784edb7e
org.eobjects.datacleaner	DataCleaner-monitor-pentaho-job-engine	4.0.10		824e075805ad7749e0b78a66eaf7c2b288203286
org.eobjects.datacleaner	DataCleaner-monitor-pentaho-job-engine	4.0.11		8f804290deb926fbd66daf7581d8345a8a4232b5
org.eobjects.datacleaner	DataCleaner-monitor-pentaho-job-engine	4.0.2		c38d9a4752278bb57bb8fa437fd49b3f09f751c4
org.eobjects.datacleaner	DataCleaner-monitor-pentaho-job-engine	4.0.3		e63750572c68fcd518e9a5aaa6bd720c61b73a7f
org.eobjects.datacleaner	DataCleaner-monitor-pentaho-job-engine	4.0.4		35118b10f157e47a15e6e6541aec3bf89776b641
org.eobjects.datacleaner	DataCleaner-monitor-pentaho-job-engine	4.0.5		70b00c12c3e944a5c3540ef6d77595aabb45aed0
org.eobjects.datacleaner	DataCleaner-monitor-pentaho-job-engine	4.0.6		a65a6f83ee3cead51e50d03564279e04a4447efb
org.eobjects.datacleaner	DataCleaner-monitor-pentaho-job-engine	4.0.7		94c63d22c8b66b765a00aa2c806c889b6eee8735
org.eobjects.datacleaner	DataCleaner-monitor-pentaho-job-engine	4.0.8		cffe6b5cddf49c3e9347de8b129a83bdad254b59
org.eobjects.datacleaner	DataCleaner-monitor-pentaho-job-engine	4.0.9		b720e63685973255e5f79b0619f9066435e022c9
org.eobjects.datacleaner	DataCleaner-monitor-pentaho-job-engine	4.5		6ef047945ca16876d0e2a2302b21b272ed91c0d8
org.eobjects.datacleaner	DataCleaner-monitor-pentaho-job-engine	4.5-RC1		18b1ed33164c07693a1519920458cb0703a1c7ab
org.eobjects.datacleaner	DataCleaner-monitor-pentaho-job-engine	4.5-RC2		816fc5fa7b6634a74a443dd71c0f79e9002ec49e
org.eobjects.datacleaner	DataCleaner-monitor-pentaho-job-engine	4.5.1		94505dffddc63403c07f60ca75675774a08d6b1f
org.eobjects.datacleaner	DataCleaner-monitor-pentaho-job-engine	4.5.2		b254014980612fa031f127e96c9d3e727f1ff1d5
org.eobjects.datacleaner	DataCleaner-monitor-pentaho-job-engine	4.5.3		a0fb1e8d4ad070da220f6211749fe326fa99f5bc
org.eobjects.datacleaner	DataCleaner-monitor-pentaho-job-engine	4.5.4		4d7d5e83ee0bc08e448c382671d6b3be5dd161d5
org.eobjects.datacleaner	DataCleaner-monitor-pentaho-job-engine	5.0		1456cb369add872f6222eec30d36763971f6e225
org.eobjects.datacleaner	DataCleaner-monitor-pentaho-job-engine	5.0-RC1		ee078612bae793456d1a6a0372e5d1c87dd9ad45
org.eobjects.datacleaner	DataCleaner-monitor-pentaho-job-engine	5.0-RC2		38a0e5707810c2a24a06a64cb77f76f33ba2c88a
org.eobjects.datacleaner	DataCleaner-monitor-pentaho-job-engine	5.0-RC3		719b3483cc469132bef48c63d1c226b9e34e2827
org.eobjects.datacleaner	DataCleaner-monitor-pentaho-job-engine	5.0-RC4		0659e45d746ff67f978f44e72cca9f8e6183b2c2
org.eobjects.datacleaner	DataCleaner-monitor-pentaho-job-engine	5.0-RC5		3aa479f13ccc4aed83ca618dae13328dc7194289
org.eobjects.datacleaner	DataCleaner-monitor-pentaho-job-engine	5.0.2		4ee562ce65defdd46c2b7ef5c2b06357d189156f
org.eobjects.datacleaner	DataCleaner-monitor-pentaho-job-engine	5.0.3		1500f272ed77d2e018ef6a7afd680c9d26ebc2f4
org.eobjects.datacleaner	DataCleaner-monitor-pentaho-job-engine	5.1.0		696e1eb18862b02c52fede6046cb1b08d97544d7
org.eobjects.datacleaner	DataCleaner-monitor-pentaho-job-engine	5.1.1		72a9144393d9dd0c843127aa25256ba227b12201
org.eobjects.datacleaner	DataCleaner-monitor-pentaho-job-engine	5.1.2		de43aaf87b80ada054c45b11dcf5010bbac79cb6
org.eobjects.datacleaner	DataCleaner-monitor-pentaho-job-engine	5.1.3		f10716adc62b0fd52feac64905670c58a83135e8
org.eobjects.datacleaner	DataCleaner-monitor-pentaho-job-engine	5.1.4		ae07691689acff7721afcdd3899d0996ca5db061
org.eobjects.datacleaner	DataCleaner-monitor-pentaho-job-engine	5.1.5		b3a23e264c33206eaa2775d242b70cf1ad6084a3
org.eobjects.datacleaner	DataCleaner-monitor-pentaho-job-engine	5.1.5.1		cd0c4c012f27b244402e6c15f1523799d04fdfcf
org.eobjects.datacleaner	DataCleaner-monitor-pentaho-job-engine	5.1.5.2		866aa470ae7eabd349076bf29ea3e171e426e9b4
org.eobjects.datacleaner	DataCleaner-monitor-pentaho-job-engine	5.1.5.3		314730d2be8c401cb3cb5d071a638a8742daa349
org.fernice	refract	17.0.0		4a8ee61fc7b42d4c84f4766708c1d537baa3a212
org.fernice	refract	17.0.1		091bd411fed9df4da3f02ce2292eff0f2fbceb99
org.fernice	refract	17.0.2		77e6c88e08ff62d15bbca20529010f27d0393dcd
org.glassfish.docs-l10n.man-l10n	jms-admin-manpage-l10n	4.0-b03		N/A
org.glassfish.docs-l10n.man-l10n	jms-admin-manpage-l10n	4.0-b04		N/A
org.glassfish.docs-l10n.man-l10n	jms-admin-manpage-l10n	4.0-b05		N/A
org.glassfish.docs-l10n.man-l10n	jms-admin-manpage-l10n	4.0-b07		N/A
org.graphast	servlet31-archetype-webapp	1.0.10		1fb163cf5e5fe7f3c0e327c071f472e99f76304d
org.graphast	servlet31-archetype-webapp	1.0.11		8de27788cb45fedf257562473261e642a8bda221
org.graphast	servlet31-archetype-webapp	1.0.9		c64fbb7e550cba498e5137255c5f05551eb600cf
org.http4s	http4s-jawn_2.10	0.10.0		36651024f8241ea20a008cbd56075b3e3c7ae5af
org.http4s	http4s-jawn_2.10	0.10.1		4805a6dd1d60e5ad46295d930fd65ab1498db734
org.http4s	http4s-jawn_2.10	0.11.0		c160682955807f208b10c210bd82b298b03bdad3
org.http4s	http4s-jawn_2.10	0.11.1		7a7906dbbc9a430bc39d8f938e1f75249bd79455
org.http4s	http4s-jawn_2.10	0.11.2		9e601bd1a202333ed613fa751a7ce7a756424140
org.http4s	http4s-jawn_2.10	0.11.3		ecf9d0978d273ea9c16aac7bc25204a3e48c0d80
org.http4s	http4s-jawn_2.10	0.12.0		32955c0f764be4792b6b5b9b5ae5263f07f8abd7
org.http4s	http4s-jawn_2.10	0.12.1		4925b4060ea70b25c6946a5136eb4ca2e3e5817d
org.http4s	http4s-jawn_2.10	0.12.2		ccf5eac6da737a1530ab9ea643a977e76d4ee2f3
org.http4s	http4s-jawn_2.10	0.12.3		be21b7fe0a4c974b7433811b04cc46d60cbc763f
org.http4s	http4s-jawn_2.10	0.12.4		fad8fae78e87dab13171df94f886b3d5055e306a
org.http4s	http4s-jawn_2.10	0.12.5		9e66a86d2661cdd736d4f84a9bda9d6e10141338
org.http4s	http4s-jawn_2.10	0.12.6		14bd3cb09a726644bada5e381fb2a77173bf053e
org.http4s	http4s-jawn_2.10	0.13.0		51ccb2f3c440e0c5f1ac75dad27486beef9810d4
