biz.cgta	autowire_sjs0.6_2.11	0.2.9		1d0d7fff3f9a6937fa84b257e87fd17a07fa6a02
com.softwaremill.sttp.tapir	tapir-json-zio_native0.5_2.12	1.11.20		93b7247e25385cd34eb40fddeb1f8a68f7087e8b
com.softwaremill.sttp.tapir	tapir-json-zio_native0.5_2.12	1.11.21		f9c507eba79a5b054aebfa7088e09315e15916f7
com.softwaremill.sttp.tapir	tapir-json-zio_native0.5_2.12	1.11.22		63c0438b150ba1232f95895fdbeac9872ec9a302
com.softwaremill.sttp.tapir	tapir-json-zio_native0.5_2.12	1.11.23		f6f686bda2a7a8aa708afd4220e2f975a31b7264
com.softwaremill.sttp.tapir	tapir-json-zio_native0.5_2.12	1.11.24		a970a4f9bdecc8e03fdbe5aed3e02d749b2a0bd5
com.softwaremill.sttp.tapir	tapir-json-zio_native0.5_2.12	1.11.25		d9ff3f3ca97493fd687c0e83d4c69adcb3d2fb68
com.softwaremill.sttp.tapir	tapir-json-zio_native0.5_2.12	1.11.3		847194918d771025e36d4ec41352cc7d0542a996
com.softwaremill.sttp.tapir	tapir-json-zio_native0.5_2.12	1.11.4		d463530bb638b56ef93a938710f7264e12d612a3
com.softwaremill.sttp.tapir	tapir-json-zio_native0.5_2.12	1.11.5		ff3ae4f491873328e114ac661e79ba4e92fec573
com.softwaremill.sttp.tapir	tapir-json-zio_native0.5_2.12	1.11.6		dff59ae1bbf42a6047dbea15cbef6732200ba6c1
com.softwaremill.sttp.tapir	tapir-json-zio_native0.5_2.12	1.11.7		935400a3518587b36d74110c38f7c12c8116ccce
com.softwaremill.sttp.tapir	tapir-json-zio_native0.5_2.12	1.11.8		b10dbaca2bac1920164ad4908193f66bddf516ce
com.softwaremill.sttp.tapir	tapir-json-zio_native0.5_2.12	1.11.9		244d16d43ada9ee4f95f713fe49673a7ab76c019
com.starxmind	oakenshield-datastructure	0.0.1		e1c779191e55d040b44fada1f4b0b0d5af0963ce
com.sun.corba	glassfish-corba-source	3.0.0-b009		N/A
com.sun.corba	glassfish-corba-source	3.0.0-b010		2e88bc8ea3ad43742bd21255e508a7ced905a516
com.sun.corba	glassfish-corba-source	3.0.0-b012		b898d596f100a7d05a179c8217f1dba59a08d8c9
com.sun.corba	glassfish-corba-source	3.0.0-b013		5747cb48eb7e903d1353313c174a74c11431d84e
com.sun.corba	glassfish-corba-source	3.0.0-b014		0260511b59ae2a00f7803e5cb30d7e4b665b11b7
com.sun.corba	glassfish-corba-source	3.0.0-b015		03affaca6114f14bf0acbd06b95289bd8e3f8f4b
com.sun.corba	glassfish-corba-source	3.0.0-b016		0b18ee7b5dbe7358a219c84dfa456a47a07c4f3f
com.sun.corba	glassfish-corba-source	3.0.0-b017		65f4e99fd30ca68e3b8d9ccedd94261ea8f43f3c
com.sun.corba	glassfish-corba-source	3.0.0-b018		6642e2848fb43eeabdc5eb3a575fd17e44647e35
com.sun.corba	glassfish-corba-source	3.0.0-b019		35fbdad81a8340f083ff727b427d9f54c51b59ec
com.sun.corba	glassfish-corba-source	3.0.0-b020		944cca1aea67ca644650f49845f8aee7c502dbd2
com.sun.corba	glassfish-corba-source	3.0.0-b021		d7bf8035d768e4175f4aa058ed2df38fff445a61
com.sun.corba	glassfish-corba-source	3.0.0-b022		31f3c61eda6cf9bf5597d66802c4d42412e67e0d
com.sun.corba	glassfish-corba-source	3.0.0-b023		49c0bf05e04973e8e8c4b5e13945560a55be3264
com.sun.corba	glassfish-corba-source	3.0.0-b024		2d6cc61b4a3d6fa24101d835915b43cc67d41327
com.sun.corba	glassfish-corba-source	3.0.0-b025		46eb352e204822f26bec57fc229335a9743c2dda
com.sun.corba	glassfish-corba-source	3.0.0-b026		fd69d128ad3fb59cf66ebda58dfc86ad57fdd8d3
com.sun.corba	glassfish-corba-source	3.0.0-b027		8dd3bfa04062a9710e02b5bd99ac3abf2c0951fa
com.sun.corba	glassfish-corba-source	3.0.0-b028		7235d2e5c2ac2c111dbcd8dee21771d3accaebd2
com.sun.corba	glassfish-corba-source	3.0.0-b029		898e11c773ee1592264230bab8cd0233cd2b264e
com.sun.corba	glassfish-corba-source	3.0.0-b030		fc6b0b9ddbb7fd3454023264d3b8eaf69767ce40
com.sun.corba	glassfish-corba-source	3.0.0-b031		953f5b264c1915c321a89ba64d1cbebb8dd596fa
com.sun.corba	glassfish-corba-source	3.0.0-b032		19639f700b785145c93ba24fa963d8a62ed2d124
com.sun.corba	glassfish-corba-source	3.0.0-b033		2a2a40c8d91d10699ea61f0c63c5d11ee42526a4
com.sun.corba	glassfish-corba-source	3.0.0-b034		203b099c3011c4cd4e3d2e98ec70f89dfd65dee8
com.sun.corba	glassfish-corba-source	3.0.0-b035		4c0d19b27d5b87f5103062290c35052178795f93
com.sun.corba	glassfish-corba-source	3.0.0-b036		7fb9db9737523aaf72c0a6171470033b3dda6929
com.sun.corba	glassfish-corba-source	3.0.0-b037		f8499f432a830e8cf41dc95a0f2407c2f5c964da
com.sun.corba	glassfish-corba-source	3.0.0-b038		881c9a23b0891afff09f14819b6aa14e7561188b
com.sun.corba	glassfish-corba-source	3.0.0-b039		062123d33e98aab4972c6d3dd2d2a59843b68ea6
com.sun.corba	glassfish-corba-source	3.0.0-b040		5e49272eba3a80fa00f57b30f0911aea190e8d80
com.sun.corba	glassfish-corba-source	3.0.0-b041		937f118d3e64d65e9f89a6df3a9f65334fd945e7
com.sun.corba	glassfish-corba-source	3.0.1-b001		c2711aeed2a16588a29d6b4224922eeece70b042
com.sun.corba	glassfish-corba-source	3.0.1-b002		ce47cd5a2f93af6ad3139d4c9a05807fc4c932f8
com.sun.corba	glassfish-corba-source	3.1.0-b001		db46f11039255d29ccbf2f89e1506e17d70e3172
com.sun.corba	glassfish-corba-source	3.1.0-b002		e21c481a6356ce9dd81a98c4f0feb8bb29a943b6
com.sun.corba	glassfish-corba-source	3.1.0-b003		2832d8fc75bd37d26bb634b40de5a99aa57a75b9
com.sun.corba	glassfish-corba-source	3.1.0-b004		6547491925bd5982b4f3e67f4723e255a29c88a9
com.sun.corba	glassfish-corba-source	3.1.0-b005		45d1ac584d656ac99d82b2be5e95e6d9a46dcb05
com.sun.corba	glassfish-corba-source	3.1.0-b006		c26f80b85773d776e30f9e7cf23dcc6d5df88a27
com.sun.corba	glassfish-corba-source	3.1.0-b007		c99d0e4eea925cad159ae0b994a774e71632648d
com.sun.corba	glassfish-corba-source	3.1.0-b008		e221b03cb999f7d8263e25d74e71b98cb6c7acdc
com.sun.corba	glassfish-corba-source	3.1.0-b009		29ebb7bf9577dcaf222d0de13a58ed59ca3b8be0
com.sun.corba	glassfish-corba-source	3.1.0-b010		9958cde1e829f424e6dc4d786e9fa18152e31f85
com.sun.corba	glassfish-corba-source	3.1.0-b011		9cf3bbf61e84c423b6a7ef32df2deef9381d73c6
com.sun.corba	glassfish-corba-source	3.1.0-b012		5d74866f677629327d979dd7b7e1d146e9461b28
com.sun.corba	glassfish-corba-source	3.1.0-b013		f0925ccc993321ca6c8ab7fabf2ab304f9eb81c8
com.sun.corba	glassfish-corba-source	3.1.0-b014		e2bd6f18582a92bb6bc81184182dc3a3506340f3
com.sun.corba	glassfish-corba-source	3.1.0-b015		3b22fc5ef3a318074ad36c59b9e6f1c11298281f
com.sun.corba	glassfish-corba-source	3.1.0-b016		db272a3876e7888d3bea2808d03e267d4b1c0b89
com.sun.corba	glassfish-corba-source	3.1.0-b017		03af79afcc5af99d278fcc03080d3abf23200101
com.sun.corba	glassfish-corba-source	3.1.0-b018		e31361e996157e1d74714a3144ff3c255dfae09d
com.sun.corba	glassfish-corba-source	3.1.0-b019		6d9a364b17468daaacc5b2214c7e7bcac5318a50
com.sun.corba	glassfish-corba-source	3.1.0-b020		e6e6468ac0e100466a50366a2b24f204e7e32211
com.sun.corba	glassfish-corba-source	3.1.0-b021		f004d20a3416fcb2178d309b7b94d300952c7033
com.sun.corba	glassfish-corba-source	3.1.0-b022		d2c864b5b8d0c01a72601aed2769e9beb10463e0
com.sun.corba	glassfish-corba-source	3.1.0-b023		94d5a78ee37e6fd955a4f04760a40e38e03a7e79
com.sun.corba	glassfish-corba-source	3.1.0-b024		e692a9ddc6b9ec5d4a4a95b68604e6ba7377551b
com.sun.corba	glassfish-corba-source	3.1.0-b025		50a91349cbe94766705defc7dc5714ad9bee3070
com.sun.corba	glassfish-corba-source	3.1.0-b026		39a7f248e6d8ffde5535c7e802992bacf26c644b
com.sun.corba	glassfish-corba-source	3.1.0-b027		2e6261e698796cea3397a1631abce7792bb58cd8
com.sun.corba	glassfish-corba-source	3.1.0-b028		b5df8f23002363f3f6b7dc73df7716564a81affe
com.sun.corba	glassfish-corba-source	3.1.0-b029		2d47bf4077beb97af624a7038ef7898a034bfa82
com.sun.corba	glassfish-corba-source	3.1.0-b030		cc0d73a29e67fb424c355e3cf8daab9f77a1a4dd
com.sun.corba	glassfish-corba-source	3.2.0-b001		3cc6bfe25cdab1a406c896f245141831aa14bff7
com.sun.corba	glassfish-corba-source	3.2.0-b002		f88e447b536358edf0112078fadd3490ec9d1ea3
com.sun.corba	glassfish-corba-source	3.2.0-b003		dbed28944c437f6d612e5fb18d33d3bd3b79127a
com.sun.corba	glassfish-corba-source	3.2.0-b004		e7213d104a5d6bf9a99d49af1d48f6c7fb0ed1cf
com.sun.corba	glassfish-corba-source	3.2.0-b005		118e88d11044f54fd77666d7a7deb7ac23cd65dd
com.testerum	common-expression-evaluator	1.1-pre-alpha-19		a82fbdf20c605ea472aa2fb761103dee22c09c94
com.testerum	common-expression-evaluator	1.1-pre-alpha-21		adf5854fc3e4f80dd13142597c21f74657331e12
com.testerum	common-expression-evaluator	4.0.1		1bad163ec28f40e2c2353641fa4fab966eeceac6
com.testerum	common-expression-evaluator	4.0.2		d762b3a2731bf583bffdb49bd72a740eddbb6e59
com.testerum	common-expression-evaluator	5.0.2		5dfd1a1036412c2bfba161ef044459a764b1c34a
com.testerum	common-expression-evaluator	5.0.3		8129a1b49c4c7081fd4f9e6df3251933359eb4a9
com.testerum	common-expression-evaluator	5.0.5		727832da07a74750836a3616811493b983240929
com.testerum	common-expression-evaluator	5.0.6		63cd7d4acd37de93a8eb7d974aa2c5d321066d07
com.testerum	common-expression-evaluator	5.0.7		73150190044f4425720b5c538101d2afc5f251a3
com.testerum	common-expression-evaluator	5.1.0		9014e4645356afd5d54a7184703e3adaced69623
com.testerum	common-expression-evaluator	5.1.1		7fbac04c1fce8de8f2ce1e9b4684b0ec71b3f44e
com.testerum	common-expression-evaluator	5.2.0		ec371156b0a4e8e753706988e3bd5d46f25769c3
com.testerum	common-expression-evaluator	5.2.1		31003377c2a803d60ac2755b9097424f2b19cdca
com.testerum	common-expression-evaluator	5.2.2		311ea6b22537935babc952e4b5ed9eadb1f31a0f
com.testerum	common-expression-evaluator	5.2.3		bd816adc6915686a7e1caeb4d562f0e42ec244e0
com.testerum	common-expression-evaluator	5.3.3		c609708cce34da8ed6f376dc663a1830528fafce
com.testerum	common-expression-evaluator	5.3.5		7910f2a67f11e322c054ff20d14680a71a5af081
com.thoughtworks.deeplearning	plugins-indarraylayers_2.11	2.0.0		797e8b9cb77dee7ed36211a44984da8e6a2a9b46
com.thoughtworks.deeplearning	plugins-indarraylayers_2.11	2.0.0-M5		66903bce1ec293ae924226d17610cbba1ab5fc14
com.thoughtworks.deeplearning	plugins-indarraylayers_2.11	2.0.0-RC0		5b033ace09e86d861d860a0a2a848530f2f17917
com.thoughtworks.deeplearning	plugins-indarraylayers_2.11	2.0.0-RC1		b6b30b08a8c36368a92a92864357d722d6b63327
com.thoughtworks.deeplearning	plugins-indarraylayers_2.11	2.0.0-RC2		89a52990fb62053189d8498bfd7e9b2b24a89339
com.thoughtworks.deeplearning	plugins-indarraylayers_2.11	2.0.0-RC3		9c62d45e03cff916f9f3a1cc807ed0b7c1736cb2
com.thoughtworks.deeplearning	plugins-indarraylayers_2.11	2.0.0-RC4		0d33185211d36c530f86e322efb564ea7667466d
com.thoughtworks.deeplearning	plugins-indarraylayers_2.11	2.0.0-RC5		27909d5b2fa53ca8bcea3e321c017362fc282db5
com.thoughtworks.deeplearning	plugins-indarraylayers_2.11	2.0.0-RC6		fc6b7bfa784f4b971ce0421a78309ef83972190d
com.thoughtworks.deeplearning	plugins-indarraylayers_2.11	2.0.0-RC7		cc98dbe1f328e2d43ecdf4249e71271aac382ced
com.thoughtworks.deeplearning	plugins-indarraylayers_2.11	2.0.1		167895bc67d66d3c3d3e27011b06aee1c375309f
com.thoughtworks.deeplearning	plugins-indarraylayers_2.11	2.0.2		8a4a1d45cbab8d95bae811fde86072053e825cc0
com.thoughtworks.deeplearning	plugins-indarraylayers_2.11	2.0.3		8e50897c3cba96654320d49011deacb088344b96
com.thoughtworks.deeplearning	plugins-indarraylayers_2.11	2.2.0-M0		4b3d7486439da59da61278d8a2225428f99e2f1c
com.thoughtworks.deeplearning	plugins-indarraylayers_2.11	2.2.0-M1		01db2a503705b9585d7de32a174adf3345cf34b8
com.twitter	scalding-parquet-scrooge-cascading_2.11	0.16.1-cascading3-RC1		b001087b843c05eee4be0925f7d40653107658da
com.twitter	scalding-parquet-scrooge-cascading_2.11	0.16.1-cascading3-RC2		88226fbb3a1b8518add461cbfae8e88436ca71f8
com.twitter	scalding-parquet-scrooge-cascading_2.11	0.16.1-cascading3-RC3		4f4427c0669e5889ebdc0044c250f0eaaf328a12
com.vmware.photon.controller	photon-model-parent	0.3.0		N/A
com.vmware.photon.controller	photon-model-parent	0.3.1		N/A
com.vmware.photon.controller	photon-model-parent	0.3.2		N/A
com.vmware.photon.controller	photon-model-parent	0.4.0		N/A
com.vmware.photon.controller	photon-model-parent	0.4.1		N/A
com.vmware.photon.controller	photon-model-parent	0.4.10		N/A
com.vmware.photon.controller	photon-model-parent	0.4.11		N/A
com.vmware.photon.controller	photon-model-parent	0.4.12		N/A
com.vmware.photon.controller	photon-model-parent	0.4.13		N/A
com.vmware.photon.controller	photon-model-parent	0.4.14		N/A
com.vmware.photon.controller	photon-model-parent	0.4.15		N/A
com.vmware.photon.controller	photon-model-parent	0.4.16		N/A
com.vmware.photon.controller	photon-model-parent	0.4.17		N/A
com.vmware.photon.controller	photon-model-parent	0.4.18		N/A
com.vmware.photon.controller	photon-model-parent	0.4.19		N/A
com.vmware.photon.controller	photon-model-parent	0.4.2		N/A
com.vmware.photon.controller	photon-model-parent	0.4.3		N/A
com.vmware.photon.controller	photon-model-parent	0.4.4		N/A
com.vmware.photon.controller	photon-model-parent	0.4.5		N/A
com.vmware.photon.controller	photon-model-parent	0.4.6		N/A
com.vmware.photon.controller	photon-model-parent	0.4.7		N/A
com.vmware.photon.controller	photon-model-parent	0.4.8		N/A
com.vmware.photon.controller	photon-model-parent	0.4.9		N/A
com.vmware.photon.controller	photon-model-parent	0.5.0		N/A
com.vmware.photon.controller	photon-model-parent	0.5.2		N/A
com.vmware.photon.controller	photon-model-parent	0.5.3		N/A
com.vmware.photon.controller	photon-model-parent	0.5.4		N/A
com.vmware.photon.controller	photon-model-parent	0.5.5		N/A
com.vmware.photon.controller	photon-model-parent	0.5.6		N/A
com.vmware.photon.controller	photon-model-parent	0.5.7		N/A
com.vmware.photon.controller	photon-model-parent	0.5.8		N/A
com.vmware.photon.controller	photon-model-parent	0.5.9		N/A
com.vmware.photon.controller	photon-model-parent	0.6.0		N/A
com.vmware.photon.controller	photon-model-parent	0.6.1		N/A
com.vmware.photon.controller	photon-model-parent	0.6.10		N/A
com.vmware.photon.controller	photon-model-parent	0.6.11		N/A
com.vmware.photon.controller	photon-model-parent	0.6.12		N/A
com.vmware.photon.controller	photon-model-parent	0.6.13		N/A
com.vmware.photon.controller	photon-model-parent	0.6.14		N/A
com.vmware.photon.controller	photon-model-parent	0.6.15		N/A
com.vmware.photon.controller	photon-model-parent	0.6.16		N/A
com.vmware.photon.controller	photon-model-parent	0.6.17		N/A
com.vmware.photon.controller	photon-model-parent	0.6.18		N/A
com.vmware.photon.controller	photon-model-parent	0.6.19		N/A
com.vmware.photon.controller	photon-model-parent	0.6.2		N/A
com.vmware.photon.controller	photon-model-parent	0.6.20		N/A
com.vmware.photon.controller	photon-model-parent	0.6.21		N/A
com.vmware.photon.controller	photon-model-parent	0.6.22		N/A
com.vmware.photon.controller	photon-model-parent	0.6.23		N/A
com.vmware.photon.controller	photon-model-parent	0.6.24		N/A
com.vmware.photon.controller	photon-model-parent	0.6.25		N/A
com.vmware.photon.controller	photon-model-parent	0.6.26		N/A
com.vmware.photon.controller	photon-model-parent	0.6.27		N/A
com.vmware.photon.controller	photon-model-parent	0.6.28		N/A
com.vmware.photon.controller	photon-model-parent	0.6.29		N/A
com.vmware.photon.controller	photon-model-parent	0.6.3		N/A
com.vmware.photon.controller	photon-model-parent	0.6.30		N/A
com.vmware.photon.controller	photon-model-parent	0.6.31		N/A
com.vmware.photon.controller	photon-model-parent	0.6.32		N/A
com.vmware.photon.controller	photon-model-parent	0.6.33		N/A
com.vmware.photon.controller	photon-model-parent	0.6.34		N/A
com.vmware.photon.controller	photon-model-parent	0.6.35		N/A
com.vmware.photon.controller	photon-model-parent	0.6.36		N/A
com.vmware.photon.controller	photon-model-parent	0.6.37		N/A
com.vmware.photon.controller	photon-model-parent	0.6.38		N/A
com.vmware.photon.controller	photon-model-parent	0.6.39		N/A
com.vmware.photon.controller	photon-model-parent	0.6.4		N/A
com.vmware.photon.controller	photon-model-parent	0.6.40		N/A
com.vmware.photon.controller	photon-model-parent	0.6.41		N/A
com.vmware.photon.controller	photon-model-parent	0.6.42		N/A
com.vmware.photon.controller	photon-model-parent	0.6.43		N/A
com.vmware.photon.controller	photon-model-parent	0.6.44		N/A
com.vmware.photon.controller	photon-model-parent	0.6.44_1		N/A
com.vmware.photon.controller	photon-model-parent	0.6.45		N/A
com.vmware.photon.controller	photon-model-parent	0.6.46		N/A
com.vmware.photon.controller	photon-model-parent	0.6.46_1		N/A
com.vmware.photon.controller	photon-model-parent	0.6.47		N/A
com.vmware.photon.controller	photon-model-parent	0.6.47_1		N/A
com.vmware.photon.controller	photon-model-parent	0.6.47_2		N/A
com.vmware.photon.controller	photon-model-parent	0.6.47_3		N/A
com.vmware.photon.controller	photon-model-parent	0.6.48		N/A
com.vmware.photon.controller	photon-model-parent	0.6.48_1		N/A
com.vmware.photon.controller	photon-model-parent	0.6.48_2		N/A
com.vmware.photon.controller	photon-model-parent	0.6.48_3		N/A
com.vmware.photon.controller	photon-model-parent	0.6.48_4		N/A
com.vmware.photon.controller	photon-model-parent	0.6.49		N/A
com.vmware.photon.controller	photon-model-parent	0.6.49_1		N/A
com.vmware.photon.controller	photon-model-parent	0.6.49_2		N/A
com.vmware.photon.controller	photon-model-parent	0.6.49_3		N/A
com.vmware.photon.controller	photon-model-parent	0.6.5		N/A
com.vmware.photon.controller	photon-model-parent	0.6.50		N/A
com.vmware.photon.controller	photon-model-parent	0.6.51		N/A
com.vmware.photon.controller	photon-model-parent	0.6.51_1		N/A
com.vmware.photon.controller	photon-model-parent	0.6.52		N/A
com.vmware.photon.controller	photon-model-parent	0.6.53		N/A
com.vmware.photon.controller	photon-model-parent	0.6.54		N/A
com.vmware.photon.controller	photon-model-parent	0.6.55		N/A
com.vmware.photon.controller	photon-model-parent	0.6.56		N/A
com.vmware.photon.controller	photon-model-parent	0.6.57		N/A
com.vmware.photon.controller	photon-model-parent	0.6.58		N/A
com.vmware.photon.controller	photon-model-parent	0.6.59		N/A
com.vmware.photon.controller	photon-model-parent	0.6.6		N/A
com.vmware.photon.controller	photon-model-parent	0.6.60		N/A
com.vmware.photon.controller	photon-model-parent	0.6.7		N/A
com.vmware.photon.controller	photon-model-parent	0.6.8		N/A
com.vmware.photon.controller	photon-model-parent	0.6.9		N/A
com.xemantic.kotlin	xemantic-kotlin-test-mingwx64	0.1.1		N/A
com.xemantic.kotlin	xemantic-kotlin-test-mingwx64	1.0		N/A
com.xemantic.kotlin	xemantic-kotlin-test-mingwx64	1.1		N/A
com.xemantic.kotlin	xemantic-kotlin-test-mingwx64	1.2		N/A
com.xemantic.kotlin	xemantic-kotlin-test-mingwx64	1.3		N/A
com.xemantic.kotlin	xemantic-kotlin-test-mingwx64	1.5.11		N/A
com.xemantic.kotlin	xemantic-kotlin-test-mingwx64	1.5.12		N/A
com.xemantic.kotlin	xemantic-kotlin-test-mingwx64	1.6.0		N/A
com.xemantic.kotlin	xemantic-kotlin-test-mingwx64	1.7.2		N/A
com.xemantic.kotlin	xemantic-kotlin-test-mingwx64	1.7.3		N/A
com.xemantic.kotlin	xemantic-kotlin-test-mingwx64	1.7.4		N/A
com.xemantic.kotlin	xemantic-kotlin-test-mingwx64	1.8.1		N/A
com.xemantic.kotlin	xemantic-kotlin-test-mingwx64	1.8.10		N/A
com.xemantic.kotlin	xemantic-kotlin-test-mingwx64	1.8.2		N/A
com.xemantic.kotlin	xemantic-kotlin-test-mingwx64	1.8.3		N/A
com.xemantic.kotlin	xemantic-kotlin-test-mingwx64	1.8.4		N/A
com.xemantic.kotlin	xemantic-kotlin-test-mingwx64	1.8.5		N/A
com.xemantic.kotlin	xemantic-kotlin-test-mingwx64	1.8.6		N/A
com.xemantic.kotlin	xemantic-kotlin-test-mingwx64	1.8.7		N/A
com.xemantic.kotlin	xemantic-kotlin-test-mingwx64	1.9.0		N/A
com.xenoamess.cyan_potion	project	0.163.0		N/A
com.xenoamess.cyan_potion	project	0.163.1		N/A
com.xenoamess.cyan_potion	project	0.164.1		N/A
com.xenoamess.cyan_potion	project	0.164.2		N/A
com.xenoamess.cyan_potion	project	0.164.3		N/A
com.xenoamess.cyan_potion	project	0.165.0		N/A
com.xenoamess.cyan_potion	project	0.166.0		N/A
com.xenoamess.cyan_potion	project	0.167.0		N/A
com.xenoamess.cyan_potion	project	0.167.1		N/A
com.xenoamess.cyan_potion	project	0.167.2		N/A
edu.berkeley.cs.shark	hive-service	0.11.0-shark		2f11217ca00f7571b409fcd0862c488146daaa1c
edu.berkeley.cs.shark	hive-service	0.11.0-shark-0.9.1		e1b38f58531d486c2c33608d818f1231b36b43ae
edu.upenn.psych.memory	swing-shortcut-manager_2.9.1	0.3.0		a8e8a0947abc30e3e86c1a5a9ba0a95103f1038e
io.exoquery	terpal-runtime-mingwx64	1.9.22-1.0.0-RC1		N/A
io.exoquery	terpal-runtime-mingwx64	1.9.22-1.0.0-RC2		N/A
io.exoquery	terpal-runtime-mingwx64	1.9.22-1.0.0-RC3		N/A
io.exoquery	terpal-runtime-mingwx64	1.9.22-1.0.0-RC4		N/A
io.exoquery	terpal-runtime-mingwx64	1.9.22-1.0.0-RC5		N/A
io.exoquery	terpal-runtime-mingwx64	1.9.22-1.0.0.PL		N/A
io.exoquery	terpal-runtime-mingwx64	2.0.0-1.0.0-RC1		N/A
io.exoquery	terpal-runtime-mingwx64	2.0.0-1.0.0-RC3		N/A
io.exoquery	terpal-runtime-mingwx64	2.0.0-1.0.0-RC4		N/A
io.exoquery	terpal-runtime-mingwx64	2.0.0-1.0.0-RC5		N/A
io.exoquery	terpal-runtime-mingwx64	2.0.0-1.0.0.PL		N/A
io.exoquery	terpal-runtime-mingwx64	2.0.10-1.0.0-RC3		N/A
io.exoquery	terpal-runtime-mingwx64	2.0.10-1.0.0-RC4		N/A
io.exoquery	terpal-runtime-mingwx64	2.0.10-1.0.0-RC5		N/A
io.exoquery	terpal-runtime-mingwx64	2.0.10-1.0.0.PL		N/A
io.exoquery	terpal-runtime-mingwx64	2.0.20-1.0.0-RC3		N/A
io.exoquery	terpal-runtime-mingwx64	2.0.20-1.0.0-RC4		N/A
io.exoquery	terpal-runtime-mingwx64	2.0.20-1.0.0-RC5		N/A
io.exoquery	terpal-runtime-mingwx64	2.0.20-1.0.0.PL		N/A
io.exoquery	terpal-runtime-mingwx64	2.1.0-2.0.0.PL		N/A
io.exoquery	terpal-runtime-mingwx64	2.1.20-2.0.0.PL		N/A
io.fabric8.archetypes	karaf4-camel-log-archetype	2.2.23.1		6c5cb1d9e118aa1c6e4dfc5e05e3e458d45b7f7c
io.fabric8.archetypes	karaf4-camel-log-archetype	2.2.26.1		d9a590bd401112226838c71818b7b82ccb37fd79
io.fabric8.archetypes	karaf4-camel-log-archetype	2.2.27		7a9eb581e2dd7f3d50ba6d8677853140c97556a3
io.fabric8.archetypes	karaf4-camel-log-archetype	2.2.28		65626b0a26fd511af48241314421be64942f9158
io.fabric8.archetypes	karaf4-camel-log-archetype	2.2.31		7ad5ddcaa9c321f1fa318541cb2c54fae0bb8078
io.fabric8.archetypes	karaf4-camel-log-archetype	2.2.32		834f3c2992e3feae42b0b69be30f69da1006d1f0
io.fabric8.archetypes	karaf4-camel-log-archetype	2.2.34		f1f75030164e9f98c46b87ec4aecf96fab3a67ea
io.github.bonede	tree-sitter-swift	0.3.6		2f093996c53c6bb3b27428cfbbf15481e184a536
io.github.bonede	tree-sitter-swift	0.5.0		d1dd0eb6379bcc99888e7eb7e2ee062da29f4ad4
io.github.caronchen	netbeans-movetogroup-plugin	1.0.4		51c676995e8b1d7a2fe68931acb5c9d4d6f497c9
io.github.dixtdf	node	1.0		e8f8a7387d39ccc4800e967b59e53d91d65cf751
io.github.dixtdf	node	1.0.1		62b8796fc290da4733db7d32fa3ef74b2340c826
io.github.dixtdf	node	1.0.2		64a56f344678284d116a2e95d07cdc5ac43b9ac1
io.github.dixtdf	node	1.0.3		b1163f13583b413b164ec332259c5bafe26e50fe
io.github.helium-cloud	helium-monitor	1.0.0-release		48968b14869f704b5ab315437560097389672057
io.github.ivysdk	IvyGames	10.0.0		N/A
io.github.ivysdk	IvyGames	10.0.0-test34		N/A
io.github.ivysdk	IvyGames	10.0.1		N/A
io.github.ivysdk	IvyGames	10.0.10		N/A
io.github.ivysdk	IvyGames	10.0.11		N/A
io.github.ivysdk	IvyGames	10.0.14		N/A
io.github.ivysdk	IvyGames	10.0.15		N/A
io.github.ivysdk	IvyGames	10.0.16		N/A
io.github.ivysdk	IvyGames	10.0.17		N/A
io.github.ivysdk	IvyGames	10.0.18		N/A
io.github.ivysdk	IvyGames	10.0.19		N/A
io.github.ivysdk	IvyGames	10.0.21		N/A
io.github.ivysdk	IvyGames	10.0.22		N/A
io.github.ivysdk	IvyGames	10.0.23		N/A
io.github.ivysdk	IvyGames	10.0.3		N/A
io.github.ivysdk	IvyGames	10.0.4		N/A
io.github.ivysdk	IvyGames	10.0.5		N/A
io.github.ivysdk	IvyGames	10.0.6		N/A
io.github.ivysdk	IvyGames	10.0.7		N/A
io.github.ivysdk	IvyGames	10.0.8		N/A
io.github.ivysdk	IvyGames	10.0.9		N/A
io.github.lmbotero	pull-to-refresh-iosarm64	1.0.0		N/A
io.github.lmbotero	pull-to-refresh-iosarm64	1.0.0	metadata	917f1e20df765b653f7299cc3e10057f2c5f6a39
io.github.lmbotero	pull-to-refresh-iosarm64	1.0.1		N/A
io.github.lmbotero	pull-to-refresh-iosarm64	1.0.1	metadata	94c2365d12c363cb8e03d40caeec5143d0c69160
io.github.lmbotero	pull-to-refresh-iosarm64	1.0.2		N/A
io.github.lmbotero	pull-to-refresh-iosarm64	1.0.2	metadata	3c9c3db1c30370e380ac62ec98cb446b63ab899c
io.github.openjavalibs	pojo-tester-11	11.0.0		d35f85fc9d896201dc36aedfc81ca3d2a8f4e605
io.github.project-openubl	quarkus-extensions-parent	1.0.0.Beta2		N/A
io.github.project-openubl	quarkus-extensions-parent	1.0.0.Beta3		N/A
io.github.project-openubl	quarkus-extensions-parent	1.0.0.Final		N/A
io.github.project-openubl	quarkus-extensions-parent	1.0.0.RC1		N/A
io.github.project-openubl	quarkus-extensions-parent	1.0.1.Final		N/A
io.github.project-openubl	quarkus-extensions-parent	1.1.0.Beta2		N/A
