at.bestsolution.fx.test	at.bestsolution.fx.test	0.0.1		N/A
com.thoughtworks.dsl	keywords-withfilter_sjs0.6_2.13.0-M4	1.3.0+10-92aa3e16		8083271d71608be427363e592c3579d189c42b83
com.thoughtworks.dsl	keywords-withfilter_sjs0.6_2.13.0-M4	1.3.0+12-086c7cfd		00bbfdf41998ac08e9b41c33948ea7620234dc8f
com.thoughtworks.dsl	keywords-withfilter_sjs0.6_2.13.0-M4	1.3.0+14-3ba1e297		471b6d63da4d9639bc6d8880be6c98551d63005e
com.thoughtworks.dsl	keywords-withfilter_sjs0.6_2.13.0-M4	1.3.0+16-22017758		f8a6e369977559b2c11efe560fd83e508c9a71d2
com.thoughtworks.dsl	keywords-withfilter_sjs0.6_2.13.0-M4	1.3.0+18-90969cfc		1fb86e9cd28905b3ad0f9e84ffee22ad849ff8e8
com.thoughtworks.dsl	keywords-withfilter_sjs0.6_2.13.0-M4	1.3.0+2-095000a0		f0eba2d13f46c3b0dbcedf2d01c2fdb3ffeafd46
com.thoughtworks.dsl	keywords-withfilter_sjs0.6_2.13.0-M4	1.3.0+21-07ec26b4		03045d7f2ff8775fb47ac18cad66471d3eb63498
com.thoughtworks.dsl	keywords-withfilter_sjs0.6_2.13.0-M4	1.3.0+4-5d992e46		ee3ddf84ea5ddb0cd3513d4964e6310433705434
com.thoughtworks.dsl	keywords-withfilter_sjs0.6_2.13.0-M4	1.3.0+5-eef185af		3b395526696edf1825b8f87305e7df6e6700d619
com.thoughtworks.dsl	keywords-withfilter_sjs0.6_2.13.0-M4	1.3.0+8-70bbe4c5		21905b015e4847ddeb2dec2aeaf4b0b59d964f61
com.thoughtworks.dsl	keywords-withfilter_sjs0.6_2.13.0-M4	1.3.1		057966b791b527ce61341a7f71e3408cbaa0a87e
com.thoughtworks.dsl	keywords-withfilter_sjs0.6_2.13.0-M4	1.3.1+10-84868c21		3633d96ef1d753c8a1acd42536f5bc030f9f3499
com.thoughtworks.dsl	keywords-withfilter_sjs0.6_2.13.0-M4	1.3.1+4-8e4fabd4		ad11567435b9c14f5522ce3d7eb1874c274d4d8a
com.thoughtworks.dsl	keywords-withfilter_sjs0.6_2.13.0-M4	1.3.1+6-0e944675		175fe46073fb9898eba90178d4648cfb0daac128
com.thoughtworks.dsl	keywords-withfilter_sjs0.6_2.13.0-M4	1.3.1+8-fafc6d21		a6738825ce8ecc98e41f5914c5aa58ecbac1fb92
com.typesafe.akka	akka-osgi_2.10.0-RC3	2.1.0-RC3		32e76ff04f34dd7bb1774c0804f675fcd7abbef9
com.viliussutkus89.ndk.thirdparty	libtool-ndk26-shared-with-shared-deps	2.4.6-beta-3		N/A
com.xzixi.framework	elasticsearch	2.1.1		a9b4d885b88709eb984bb22ff7edc648bddd150d
com.xzixi.framework	elasticsearch	2.1.2		e4bf9d457ee32e7f43b761de479e9c852829868a
com.xzixi.framework	elasticsearch	2.2.0		7477ef4cc5ab37e57614dbed80235dd5409ecbf0
com.xzixi.framework	elasticsearch	2.2.1		ff6a5604a9cd932126657bfb2e50191709db730f
com.xzixi.framework	elasticsearch	2.2.2		6b2228b5e9657888dbb7ffff926c0874da49cb9c
com.yelstream.topp.standard	topp-standard-core	0.0.1		eef56001a297615bcd449b145a438063ba51e462
com.yelstream.topp.standard	topp-standard-core	0.0.2		e688cc65892a43ddc9a46390183033eff7d67e99
com.yelstream.topp.standard	topp-standard-core	0.0.3		6ec32c5a7c8ac6e8eb3ddc183d86875729e6f7a6
com.yelstream.topp.standard	topp-standard-core	0.0.4		b8ec1aff5b9b9090f95496421723b43d298fd2f3
com.yelstream.topp.standard	topp-standard-core	0.0.5		d4804a6ef56a26765a521cc4fd74888f39b3e721
com.yelstream.topp.standard	topp-standard-core	0.0.6		7a07aa718b451f5693a72459d5be6bcb865b40b7
com.yelstream.topp.standard	topp-standard-core	0.0.7		ed7b9b44fa031d8587f9cef41a5026184858834a
com.yelstream.topp.standard	topp-standard-core	0.0.8		0ffb1e08366f0a4527aa8a232e7f5172261dc132
com.yelstream.topp.standard	topp-standard-core	0.0.9		bf6ec8c3a7135e527487acd733755fe5a2cd3406
com.yelstream.topp.standard	topp-standard-core	0.1.1		a5e399a381ecf223a5962a863fcc72095e95cabe
com.yelstream.topp.standard	topp-standard-core	0.1.2		b930bb736c162d8495576131b8643346a1245be1
com.yelstream.topp.standard	topp-standard-core	0.1.3		fb924d3108a66d42ee91ec145f1a74a07a82f530
com.yelstream.topp.standard	topp-standard-core	0.1.4		a619f2a88cb8dadf5fc8eadbb796d64064a39e57
com.yelstream.topp.standard	topp-standard-core	0.1.5		bd6a7c2ab0b7cecd58c0bb3f51bd1e32e55e4c3a
com.yelstream.topp.standard	topp-standard-core	0.1.6		65a6a38095c444e7c78607b87450522979aac78e
com.yelstream.topp.standard	topp-standard-core	0.2.0		b711464ba1aead10c190450cf14cf4af19460030
com.yelstream.topp.standard	topp-standard-core	0.2.1		3931631279cd5dfa10d076c0050173162040b117
com.yelstream.topp.standard	topp-standard-core	0.2.2		2ca8157897028ee3a85688f681e53865e9277232
com.yelstream.topp.standard	topp-standard-core	0.2.3		2fd540bc89ce14090cf3eceafbbd0e8612ec550f
com.yelstream.topp.standard	topp-standard-core	0.2.4		4e42557276b068716ecdad7352f581430ae9cfec
de.nierbeck.floating.data	spark-digest_2.10	0.1.1		6268a6170ca134053ce22d6cf42c9f08f54eae64
de.quantummaid.injectmaid	injectmaid-parent	0.0.15		N/A
de.quantummaid.injectmaid	injectmaid-parent	0.0.16		N/A
de.quantummaid.injectmaid	injectmaid-parent	0.0.17		N/A
de.quantummaid.injectmaid	injectmaid-parent	0.0.18		N/A
de.quantummaid.injectmaid	injectmaid-parent	0.0.19		N/A
de.quantummaid.injectmaid	injectmaid-parent	0.0.20		N/A
de.quantummaid.injectmaid	injectmaid-parent	0.0.21		N/A
de.quantummaid.injectmaid	injectmaid-parent	0.0.22		N/A
de.quantummaid.injectmaid	injectmaid-parent	0.0.23		N/A
de.quantummaid.injectmaid	injectmaid-parent	0.0.24		N/A
de.quantummaid.injectmaid	injectmaid-parent	0.0.25		N/A
de.quantummaid.injectmaid	injectmaid-parent	0.0.26		N/A
de.quantummaid.injectmaid	injectmaid-parent	0.0.27		N/A
de.quantummaid.injectmaid	injectmaid-parent	0.0.28		N/A
de.quantummaid.injectmaid	injectmaid-parent	0.0.29		N/A
de.quantummaid.injectmaid	injectmaid-parent	0.0.30		N/A
de.quantummaid.injectmaid	injectmaid-parent	0.0.31		N/A
de.quantummaid.injectmaid	injectmaid-parent	0.0.32		N/A
de.quantummaid.injectmaid	injectmaid-parent	0.0.33		N/A
de.quantummaid.injectmaid	injectmaid-parent	0.0.34		N/A
de.quantummaid.injectmaid	injectmaid-parent	0.0.35		N/A
de.quantummaid.injectmaid	injectmaid-parent	0.0.36		N/A
de.quantummaid.injectmaid	injectmaid-parent	0.0.37		N/A
de.quantummaid.injectmaid	injectmaid-parent	0.0.38		N/A
de.quantummaid.injectmaid	injectmaid-parent	0.0.39		N/A
de.quantummaid.injectmaid	injectmaid-parent	0.0.40		N/A
de.quantummaid.injectmaid	injectmaid-parent	0.0.41		N/A
de.quantummaid.injectmaid	injectmaid-parent	0.0.42		N/A
de.quantummaid.injectmaid	injectmaid-parent	0.0.43		N/A
de.quantummaid.injectmaid	injectmaid-parent	0.0.44		N/A
de.quantummaid.injectmaid	injectmaid-parent	0.0.45		N/A
de.quantummaid.injectmaid	injectmaid-parent	0.0.46		N/A
de.quantummaid.injectmaid	injectmaid-parent	0.0.47		N/A
de.quantummaid.injectmaid	injectmaid-parent	0.0.48		N/A
de.quantummaid.injectmaid	injectmaid-parent	0.1.1		N/A
de.quantummaid.injectmaid	injectmaid-parent	0.1.10		N/A
de.quantummaid.injectmaid	injectmaid-parent	0.1.11		N/A
de.quantummaid.injectmaid	injectmaid-parent	0.1.12		N/A
de.quantummaid.injectmaid	injectmaid-parent	0.1.13		N/A
de.quantummaid.injectmaid	injectmaid-parent	0.1.14		N/A
de.quantummaid.injectmaid	injectmaid-parent	0.1.15		N/A
de.quantummaid.injectmaid	injectmaid-parent	0.1.16		N/A
de.quantummaid.injectmaid	injectmaid-parent	0.1.17		N/A
de.quantummaid.injectmaid	injectmaid-parent	0.1.18		N/A
de.quantummaid.injectmaid	injectmaid-parent	0.1.19		N/A
de.quantummaid.injectmaid	injectmaid-parent	0.1.2		N/A
de.quantummaid.injectmaid	injectmaid-parent	0.1.20		N/A
de.quantummaid.injectmaid	injectmaid-parent	0.1.3		N/A
de.quantummaid.injectmaid	injectmaid-parent	0.1.5		N/A
de.quantummaid.injectmaid	injectmaid-parent	0.1.6		N/A
de.quantummaid.injectmaid	injectmaid-parent	0.1.7		N/A
de.quantummaid.injectmaid	injectmaid-parent	0.1.8		N/A
de.quantummaid.injectmaid	injectmaid-parent	0.1.9		N/A
de.sciss	kontur_2.9.1	0.17		2b16b334cce43704a3a7d695017242e1485a46d3
dev.elide	elide-base-tvosx64	1.0-v3-alpha3-b7		N/A
dev.elide	elide-base-tvosx64	1.0-v3-alpha3-b7	metadata	5b8f86fea035328fc9e8c660773037a3401ce25f
dev.elide	elide-base-tvosx64	1.0-v3-alpha3-b8		N/A
dev.elide	elide-base-tvosx64	1.0-v3-alpha3-b8	metadata	2ad14aed781c4a73ed4dbb421966d408a0a06686
dev.elide	elide-base-tvosx64	1.0-v3-alpha4-b11		N/A
dev.elide	elide-base-tvosx64	1.0-v3-alpha4-b11	metadata	4c29e3481b63a7c9067e737ead612b41dcadfb45
dev.elide	elide-base-tvosx64	1.0-v3-alpha4-b12		N/A
dev.elide	elide-base-tvosx64	1.0-v3-alpha4-b12	metadata	4c29e3481b63a7c9067e737ead612b41dcadfb45
dev.elide	elide-base-tvosx64	1.0-v3-alpha5-b13		N/A
dev.elide	elide-base-tvosx64	1.0-v3-alpha5-b13	metadata	4c29e3481b63a7c9067e737ead612b41dcadfb45
dev.elide	elide-base-tvosx64	1.0-v3-alpha5-b14		N/A
dev.elide	elide-base-tvosx64	1.0-v3-alpha5-b14	metadata	426b1cec1208864747016a968ccbd1efc1462189
dev.elide	elide-base-tvosx64	1.0.0-alpha11		N/A
dev.elide	elide-base-tvosx64	1.0.0-alpha11	metadata	426b1cec1208864747016a968ccbd1efc1462189
dev.elide	elide-base-tvosx64	1.0.0-alpha8		N/A
dev.elide	elide-base-tvosx64	1.0.0-alpha8	metadata	426b1cec1208864747016a968ccbd1efc1462189
dev.elide	elide-base-tvosx64	1.0.0-alpha9		N/A
dev.elide	elide-base-tvosx64	1.0.0-alpha9	metadata	426b1cec1208864747016a968ccbd1efc1462189
dev.galex.yamvil	runtime-android-debug	0.0.1		N/A
dev.galex.yamvil	runtime-android-debug	0.0.2		N/A
fr.davit	akka-http-thrift_2.13	0.2.1		12ad3185cad2c15f91e2ac0656e29b77e4645886
fr.davit	akka-http-thrift_2.13	0.2.2		a7c4b71907a0f42c520bd91622014e7491cb40f6
fr.davit	akka-http-thrift_2.13	0.2.3		42c8c32234326fc1a5f8aaea7e2fbeeeb7223487
fr.davit	akka-http-thrift_2.13	0.2.4		449c4680f804102ff999aad81c32b69f8f2f1da2
fr.davit	akka-http-thrift_2.13	0.2.5		6bcc13b7daf01598fae090addf8876ebc46be8c5
io.axway.alf	alf-benchmark	0.12.0		5330a30a206505df282b4fedfb50840b63f9047f
io.axway.alf	alf-benchmark	0.13.0		3d0398deb24b91be18cda6705a00e74a606efaa4
io.axway.alf	alf-benchmark	0.15.0		d193aa91570f2928a497628c93cf81104bbe7648
io.axway.alf	alf-benchmark	0.16.0		74fcfd75588abd7cc7ed8d6a1126f37f12f012ae
io.axway.alf	alf-benchmark	0.17.0		a0dd75324fefc34238e272711b4d5d89acb50399
io.axway.alf	alf-benchmark	0.18.0		5f0a7e2fa3290fa2b04f3ddbccb39c6a954656b0
io.chrisdavenport	circuit-http4s-server_native0.4_2.13	0.5.0		304ea5a62d09a9c412c1a8077eb309faa368743b
io.chrisdavenport	circuit-http4s-server_native0.4_2.13	0.5.1		679a7c7496cf7186731aee1aded643b66ba50420
io.doov	doov-assertions	1.27.1		bb2322ae21cbae495530fd8878c259c17d46376e
io.doov	doov-assertions	1.3.0		f8b4d7651ae83e86344e75d5c201ffc50cd54e00
io.doov	doov-assertions	1.4.9		84f7da48a6330c77f4ac9341bd477d8c6a676129
io.doov	doov-assertions	1.4.9.1		19c32e8dca62f4a099d61a0f07a0ecd3db7c7003
io.doov	doov-assertions	2.0.0		d469564b71652c6b5e7993708066efcf5b283cc0
io.doov	doov-assertions	2.1.0		9d86249fb2d4ffb541f96dd7537a7535543a78e1
io.doov	doov-assertions	2.2.0		bb1c043a4501c06b4fedc11d34c1e7b8d5ef4c7d
io.doov	doov-assertions	2.3.0		557a1c7952749195fd2bbe2ed8f2b5e218b53a03
io.doov	doov-assertions	2.3.1		fa0ff8227eb797e314f799fe395738c9f63fb23a
io.doov	doov-assertions	2.4.0		e158a31642038dd31e49f67841555b18a9038728
io.doov	doov-assertions	2.5.0		b61dbff80a6d82d59a5f040a229bfae8d42b84de
io.doov	doov-assertions	2.6.0		e1447617b6f4ee28cdb14bd3763eea08f847e4c0
io.doov	doov-assertions	2.6.1		05189bfef8994354cec294365581ad592b6911cd
io.doov	doov-assertions	2.6.2		e95c100f55bb01e0be71e0575ec98c6fe01770c9
io.doov	doov-assertions	2.6.3		bb7f4048299b7dd465c7ee1ec5d4cfdd27c92d4d
io.doov	doov-assertions	2.6.4		1b18b76c6a02bd8c60158d1b662edcf5862401f2
io.doov	doov-assertions	2.6.5		c2f221968c636f7a89431a1d621b4fc6ceeb2200
io.doov	doov-assertions	2.6.6		56298b002570efa590427945a3eb47c659438983
io.doov	doov-assertions	2.6.7		4a83a5116953b97b76279e5e32a71c9e0e3bcf60
io.doov	doov-assertions	2.6.8		3aeb38e0f8ad2e7a819e051cb75a02ce5ede044a
io.doov	doov-assertions	2.7.0		6282013cb3994ed11569e24de289be86bc851fec
io.doov	doov-assertions	2.7.1		a942b8b0432d8c66402c4c72e644e4c5746c09cc
io.doov	doov-assertions	2.7.2		4df62f2cfa7ddfcfa0fed9e303d8514daa379833
io.doov	doov-assertions	2.7.3		debdd46670360bbdb097f7d0edb7bcad0a37c922
io.doov	doov-assertions	2.7.4		684e716ec9061ecff08996cc2c784cd28faad24e
io.doov	doov-assertions	2.7.5		652189f0340953824ff77807144e59762f943160
io.doov	doov-assertions	2.7.6		953f83a3da71ee5d9224686bc4ba9372b543dec8
io.doov	doov-assertions	2.7.7		a00c61fa3bbfdc7e8bbb5151ba4c93bb4f18f8cc
io.doov	doov-assertions	2.7.8		e7d1b7954f5a5bbbf74507959ac275d00fb3ac91
io.github.bimromatic	libsVersion	1.0.0		N/A
io.github.bimromatic	libsVersion	1.0.1		N/A
io.github.bimromatic	libsVersion	1.0.2		N/A
io.github.bimromatic	libsVersion	1.0.3		N/A
io.github.bimromatic	libsVersion	1.0.4		N/A
io.github.bimromatic	libsVersion	1.0.5		N/A
io.github.bimromatic	libsVersion	1.0.6		N/A
io.github.bimromatic	libsVersion	1.0.7		N/A
io.github.bimromatic	libsVersion	1.0.8		N/A
io.github.bimromatic	libsVersion	1.0.9		N/A
io.github.bimromatic	libsVersion	1.1.0		N/A
io.github.bimromatic	libsVersion	1.1.1		N/A
io.github.bimromatic	libsVersion	1.1.2		N/A
io.github.linx64	mvicompose	1.0		535d558666e330db63f4c7f115333fce8ecea6d3
io.github.linx64	mvicompose	1.1		535d558666e330db63f4c7f115333fce8ecea6d3
io.github.linx64	mvicompose	1.2		535d558666e330db63f4c7f115333fce8ecea6d3
io.github.linx64	mvicompose	1.3		535d558666e330db63f4c7f115333fce8ecea6d3
io.github.linx64	mvicompose	1.3.1		535d558666e330db63f4c7f115333fce8ecea6d3
io.github.linx64	mvicompose	1.3.3		ef9671070496831df84b842945711eae3194b2e8
io.github.linx64	mvicompose	1.3.4		261394e415b4071fc3e3527721a49d76b28afcc3
io.github.linx64	mvicompose	1.5		079939905b487e27e735b409f34f5dba46a926e5
io.github.linx64	mvicompose	unspecified		N/A
io.github.marcinzh	beam-core_3	0.12.0		2754aa4ea050fbaefc8d8e7b17b45a99c39ea111
io.github.marcinzh	beam-core_3	0.4.0		178ceb4b00f3cea2bad56405aef19fd1bcddd17f
io.github.marcinzh	beam-core_3	0.5.0		039d9e5f7e90854404aaa0c367105363895e79a6
io.github.marcinzh	beam-core_3	0.8.0		afefb4d1207e06f046b4a0ae27797ea0386d8d43
io.github.mgtvmobile	authlogin	0.0.3		N/A
io.github.mgtvmobile	authlogin	0.0.4		N/A
io.github.mgtvmobile	authlogin	0.0.5		N/A
io.github.mgtvmobile	authlogin	1.0.4		N/A
io.github.mgtvmobile	authlogin	1.0.4.1-oversea		N/A
io.github.microportal	portal-service-api	1.0.0		1cccb06ede438b8be348596bdde3de1bb97e4708
io.github.microportal	portal-service-api	1.0.1		f3b9ad1d450a2bed63edc7335bf56ce69cb13c73
io.github.open-accelerators	syndicate-management-common	1.0.2		a3704d3aba5552d41ca0024d45373e62492d2193
io.github.pduy99	kmm-filesystem-iossimulatorarm64	1.0.0		N/A
io.github.pduy99	kmm-filesystem-iossimulatorarm64	1.0.0	metadata	b3dc7b9cecfaa44a1baacea81b2b1f77d0470777
io.github.typelogic	mylib2	1.0		11e16e3aba82f8435a4bf7372c3bb403e49d921e
io.github.typelogic	mylib2	1.1		fd1b75c6047c6758669e52c1b30d50c6cbe4dd17
io.github.typelogic	mylib2	1.2		8a02282f10d8d85619b99b99ad2c9e5106a4c8e1
io.github.udaychandra.bdd	bdd-junit	0.1.0		b049ab83dc0931f630624fee2e431c2ebf0e4b64
io.github.udaychandra.bdd	bdd-junit	0.1.1		3f8df11754121063f60e2c476e64c45948b595d4
io.github.zhul-cloud	zhul-component-discovery-starter-eureka	1.3.0		395dfd60cbe118accdf48633c2d4be40d3e343a1
io.github.zhul-cloud	zhul-component-discovery-starter-eureka	1.3.1		b9be492c4bf0842e16ca65b832a7dfbca4d7112e
io.higherkindness	mu-rpc-kafka_2.13	0.21.0		4c51ca3432e0cf2c60e27deaecba636c0e944ced
io.higherkindness	mu-rpc-kafka_2.13	0.21.1		fa8bd26b0b75a8d2598fe24ec0670d335fc06f64
io.higherkindness	mu-rpc-kafka_2.13	0.21.2		f67e9e5e7db74af0e1dd14a5f57184523707de63
io.higherkindness	mu-rpc-kafka_2.13	0.21.3		12962dafb2239ca63a801413b5e95cf7a2d7e6c8
io.higherkindness	mu-rpc-kafka_2.13	0.22.0		74b3e3ebcf62b30f2f1c4a5940b2144edc0d7e34
io.higherkindness	mu-rpc-kafka_2.13	0.22.1		13b939eabf683a483560387a3453128ff62251a7
io.higherkindness	mu-rpc-kafka_2.13	0.22.2		99064a6419fa4537958ab1e8c0081827f2656f4e
io.ktor	ktor	1.0.0		1d4d09802566be217bf142fe1aec751d218ce1b6
io.ktor	ktor	1.0.0-rc		c81d087236d17a607ca2e713a4b86503e2016b66
io.ktor	ktor	1.0.1		edadb30b34d785c139e4233557b1878d709be044
io.ktor	ktor	1.1.0		9abc6db22e524dc801d5fc0c92d1d3fb85435e62
io.ktor	ktor	1.1.1		6745be71f13dc0b571599094165168ea1e0c7319
io.ktor	ktor	1.1.2		99d6c4f3138c510c5e30cd5d1604accfcd7340ef
io.ktor	ktor	1.1.3		4731ad07c2648013ed837ccb111c9d1a74f8d624
io.ktor	ktor	1.1.4		bcabcb633e4d46770153326d2bf82d896d2d7cb1
io.ktor	ktor	1.1.5		1fd96a9c1015501cd21ef1749fd8f06f4ebec804
io.ktor	ktor	1.2.0		31bff4f3a820f20180436948fd686adb442d0b18
io.ktor	ktor	1.2.0-rc		bb6128a9bb17fc7a0464b9e21600a31bac81e7eb
io.ktor	ktor	1.2.0-rc2		16f618efa17e6056e71f38c235cbc436899b1bc5
io.ktor	ktor	1.2.1		26b1e85373b3811214cd0e3c839667800c8680ff
io.ktor	ktor	1.2.2		e4948f363018ff8a95ecaf667cec700f83536189
io.ktor	ktor	1.2.3		96123112811f62687ec3cc78d0e892b53b3c6e4d
io.ktor	ktor	1.2.3-rc		dc5255c98af72e2b7b86e2418bc3e68a44de8937
io.ktor	ktor	1.2.4		aadca21503db5ad2d60bedbe54bb0f6a202e36ea
io.ktor	ktor	1.2.5		7cd4706f0978c32584043e43ea0dd67e1adc3e5a
io.ktor	ktor	1.2.6		ad8cb7b1807b570e7c47d1c11cf08efbaa601e1b
io.ktor	ktor	1.3.0		e9ac4d290eef514cd5684ee3612954ffb7d00b81
io.ktor	ktor	1.3.0-rc		5348a846d38c112fc3edc7ca89fd716d5b5b94e1
io.ktor	ktor	1.3.0-rc2		126e21f4b7f79c0a2b50bd37140c688004c259b2
io.ktor	ktor	1.3.1		43988d187bbd983e59b56fb253bdc3f5e1be3c4c
io.ktor	ktor	1.3.2-1.4.0-rc		df8453248804183e73915d90a33c1d3803fcb8a7
io.ktor	ktor	1.4.0		1c882cc6842a025db78d2a4b966a4d4adf0f7b73
io.ktor	ktor	1.4.1		5f701f05e181ea91821295f69cd78e59023025e7
io.ktor	ktor	1.4.2		db7f41aedc244ce83dadfa3a6f4fe7b935596f19
io.ktor	ktor	1.4.3		9d541b357bce128a383c0162cbf5d1f7419c8a13
io.ktor	ktor	1.5.0		ac6856c6316d6be220df92d11bd7d64bcc0638ed
io.ktor	ktor	1.5.1		7ef8aa51d3712d45ec9042fb48c987da3c28eea8
io.ktor	ktor	1.5.2		4288d98421405b759b278d2f6bd20dbad80d42c0
io.ktor	ktor	1.5.3		5ae3efeeca137c84e250edcb44da420da287ec3e
io.ktor	ktor	1.5.4		af4dbfc387453360c0eff548a2c77f5aef7a3b49
io.ktor	ktor	1.6.0		c21131d00083f80e90cf8bdec08ff2f824ee9dda
io.ktor	ktor	1.6.1		637a948e1dec0ede26eb7c84b08a899e8ccd0525
io.ktor	ktor	1.6.2		0cfb90ba314620d06c43067df2de42e9d7bca7a6
io.ktor	ktor	1.6.3		19601b9336eac5d96a4e12d6658996874e876f52
io.ktor	ktor	1.6.4		3f139df7ab11c174ed2b295b866f3e90b1786e1a
io.ktor	ktor	1.6.5		4870e3d74bbfadfdb87d1b308b49903914542170
io.ktor	ktor	1.6.6		a91527e6f52f30a00523b18b2e38d85179421311
io.ktor	ktor	1.6.7		93a7a402c03dc16c3235af059081fbc29674f973
io.ktor	ktor	1.6.8		db9beddcf07f1b994393f2000894967188f965dd
io.ktor	ktor	2.0.0		00184f50ef8d3c94cd308e7c98d5c2c1c3f3e9f2
io.ktor	ktor	2.0.0	all	08867537161edc7596b7ff65310f37912d468232
io.ktor	ktor	2.0.0-beta-1		c41a8126d90217dab9a0d971bfdab77eaf3b26d4
io.ktor	ktor	2.0.0-beta-1	all	1e66e80836b1e6a3683fd041c67d847bc278b3cc
io.ktor	ktor	2.0.0-rc-1		326a44a705ce1ebb356c0fed7c311544fb8a3790
io.ktor	ktor	2.0.0-rc-1	all	22ee07f94822ce6f6b44a87d01945052f724b3c3
io.ktor	ktor	2.0.1		c18da3d62c85d0013f2cbdeacb3b210b605a4002
io.ktor	ktor	2.0.1	all	6a4242f1fb3025b6829c5632a85d80c335bcb887
io.ktor	ktor	2.0.2		e264df1c907d257dddd9255360c4e03e613701db
io.ktor	ktor	2.0.2	all	6075371e648e96fea253f5c2ddbff1e578792f7a
io.ktor	ktor	2.0.3		97e32d68cc9c37d83bb0e46c238a4c7cffb708e0
io.ktor	ktor	2.0.3	all	eae276f98fb828f94610bd83e9e188484f2481bc
io.ktor	ktor	2.1.0		e8ad4c431594f598b1411ecbd56a5aa75cd05d95
io.ktor	ktor	2.1.0	all	340252d5ab090975fa2b2c04af8c2db3ad2776f0
io.ktor	ktor	2.1.1		acd56a96ad8a34b0859ccc1782bc6afe3705b914
io.ktor	ktor	2.1.1	all	4ff24510e11096010bc1b77de1ad015c3ab795ee
io.ktor	ktor	2.1.2		6ad5540e53d81b13c6b40ed55a594008b31ea5a6
io.ktor	ktor	2.1.2	all	f583eef5db964f9e49b99a5816531bd3a96cf878
io.ktor	ktor	2.1.3		8ab2b8107673c41a91238b594abb6b6735e214ab
io.ktor	ktor	2.1.3	all	f159744a7acae3e6b87b3b5bca47e52bb8fc18ec
io.ktor	ktor	2.2.0		638496535251ff7774c61395fa82ba97dc3dae30
io.ktor	ktor	2.2.0	all	8ba8483b43d5fbb75e4c59f3faa32ed226225c26
io.ktor	ktor	2.2.1		ada89c485747e80d8708cb4671e1560d94c5cc08
io.ktor	ktor	2.2.1	all	8ba8483b43d5fbb75e4c59f3faa32ed226225c26
io.ktor	ktor	2.2.2		7a2884741222219b1c6c486029342224b8641192
io.ktor	ktor	2.2.2	all	8ba8483b43d5fbb75e4c59f3faa32ed226225c26
io.ktor	ktor	2.2.3		0353aaea3f301e99756cc1aba521cbc53125022d
io.ktor	ktor	2.2.3	all	8ba8483b43d5fbb75e4c59f3faa32ed226225c26
io.ktor	ktor	2.2.4		472c598b9f11c4a0814c9f79ebe852dca5ed11aa
io.ktor	ktor	2.2.4	all	8ba8483b43d5fbb75e4c59f3faa32ed226225c26
io.ktor	ktor	2.3.0		b7c6ef6d6d58e4e44a4f7209e26ae1b0e901cc1c
io.ktor	ktor	2.3.0	all	784489c4b0d8d6303817138153de95b2751752f0
io.ktor	ktor	2.3.1		63ae8793ec508336e47284576fb1e96cc156d185
io.ktor	ktor	2.3.1	all	784489c4b0d8d6303817138153de95b2751752f0
io.ktor	ktor	2.3.10		a780e883e5dd45c39b3b5482e14dbced38d83914
io.ktor	ktor	2.3.11		a780e883e5dd45c39b3b5482e14dbced38d83914
io.ktor	ktor	2.3.12		a780e883e5dd45c39b3b5482e14dbced38d83914
io.ktor	ktor	2.3.13		a780e883e5dd45c39b3b5482e14dbced38d83914
io.ktor	ktor	2.3.2		339722b7f8ea5c6e8fd204a8ea168316cf7145f3
io.ktor	ktor	2.3.2	all	784489c4b0d8d6303817138153de95b2751752f0
io.ktor	ktor	2.3.3		a893a6ed998106776e994f9de15c13a436f703d3
io.ktor	ktor	2.3.3	all	784489c4b0d8d6303817138153de95b2751752f0
io.ktor	ktor	2.3.4		a2ea52b6fe9193be6792ed33489a8d2965cd48cd
io.ktor	ktor	2.3.4	all	784489c4b0d8d6303817138153de95b2751752f0
io.ktor	ktor	2.3.5		a780e883e5dd45c39b3b5482e14dbced38d83914
io.ktor	ktor	2.3.6		a780e883e5dd45c39b3b5482e14dbced38d83914
io.ktor	ktor	2.3.7		a780e883e5dd45c39b3b5482e14dbced38d83914
io.ktor	ktor	2.3.8		a780e883e5dd45c39b3b5482e14dbced38d83914
io.ktor	ktor	2.3.9		a780e883e5dd45c39b3b5482e14dbced38d83914
io.ktor	ktor	3.0.0-beta-1		82c9a593ab1120af6c51cefde7b4245965573b8b
io.ktor	ktor	3.0.0-beta-2		82c9a593ab1120af6c51cefde7b4245965573b8b
io.ktor	ktor	3.0.0-rc-1		82c9a593ab1120af6c51cefde7b4245965573b8b
io.qtjambi	qtjambi-networkauth-native-android-x64	5.15.10		206fd21114fbed1976cb6a1808457d0f19dd904f
io.qtjambi	qtjambi-networkauth-native-android-x64	5.15.11		d51cd5dc403feb4117acff79c4959762fd9a1ba7
io.qtjambi	qtjambi-networkauth-native-android-x64	5.15.12		b7193874e058f7067220f6f8ed29f2dd1c90bb21
io.qtjambi	qtjambi-networkauth-native-android-x64	5.15.13		ede065df4b690fb4a5989c3fcac539d6e894b709
io.qtjambi	qtjambi-networkauth-native-android-x64	5.15.14		837df19a2d945524b24ff8984da50d525e619811
io.qtjambi	qtjambi-networkauth-native-android-x64	5.15.15		dcff6f3a514d5fb8f79fc6671dc64e6d3d13533e
