ch.epfl.scala	sbt-web-scalajs-bundler-0-6_2.10_0.13	0.16.0		74d4fb9dfe6b13606f98b1c9b99b70bf144d6049
com.sksamuel.tabby	tabby-jackson-jvm	2.0.17		a493cb4f444c85676048fa32a5f765fcafd10fd8
com.sksamuel.tabby	tabby-jackson-jvm	2.0.18		01a7e02bf11d8215c8469bc091c480c5db2eed09
com.sksamuel.tabby	tabby-jackson-jvm	2.0.19		4eab52fa0ce79682ee5d261a6b8442e0b0ef4d10
com.sksamuel.tabby	tabby-jackson-jvm	2.0.2		81c08d8e1d34e33dd479b0558c34609db3aa7341
com.sksamuel.tabby	tabby-jackson-jvm	2.0.20		c893e5c5fc384711c137fe496d13cfe47ced1158
com.sksamuel.tabby	tabby-jackson-jvm	2.0.21		dfaa1cef771ada4ea452e61c44c1097a6397902d
com.sksamuel.tabby	tabby-jackson-jvm	2.0.22		6a38983803eacf9cd1ca08e17a19868c9f94c5d0
com.sksamuel.tabby	tabby-jackson-jvm	2.0.23		4211c0475600ce3adcd93387215eeb1f9767f8f2
com.sksamuel.tabby	tabby-jackson-jvm	2.0.24		3e7c31da6a2da89ff5da759f7027e9cd3d0385af
com.sksamuel.tabby	tabby-jackson-jvm	2.0.26		452620e802f41f8575b7ebc516a72a80ef6082c4
com.sksamuel.tabby	tabby-jackson-jvm	2.0.27		ce17823a33d88b50aaace78a8f2936e55105253e
com.sksamuel.tabby	tabby-jackson-jvm	2.0.28		e5352b1f3cc292f3cfa94807bddd92307648b4f2
com.sksamuel.tabby	tabby-jackson-jvm	2.0.29		eeb052fe02c7c43164648c6427eafca48afd2914
com.sksamuel.tabby	tabby-jackson-jvm	2.0.3		4f0e20438466d16666d0e6eda36766dff4581d14
com.sksamuel.tabby	tabby-jackson-jvm	2.0.30		300d88c759ddd8ad989520b3f329c54acfedd5c4
com.sksamuel.tabby	tabby-jackson-jvm	2.0.31		7c3b78823cf44485a5183bacc7fa48daf2527900
com.sksamuel.tabby	tabby-jackson-jvm	2.0.32		74887fc2826a0c5f83d3474a95bd0b97acc7b001
com.sksamuel.tabby	tabby-jackson-jvm	2.0.33		b4094e9fdf0f743dacad6806b4fc934b6a223169
com.sksamuel.tabby	tabby-jackson-jvm	2.0.34		c360f4ed62aa3af7727ae353ffc4f8a026d78c85
com.sksamuel.tabby	tabby-jackson-jvm	2.0.35		ffdfbbb17b33ec62f3306024b3b472dbad1c807c
com.sksamuel.tabby	tabby-jackson-jvm	2.0.36		6d0f96907b045ed73c4b987b9cd646719b17cd4f
com.sksamuel.tabby	tabby-jackson-jvm	2.0.37		bf7e62c1a9c858a0d8455abccc1248ff01da2cad
com.sksamuel.tabby	tabby-jackson-jvm	2.0.38		4f768d931bf5735cb37980e8294781595e6a7c07
com.sksamuel.tabby	tabby-jackson-jvm	2.0.39		1473a74bd20103c41c44a0ad9d6c189af921f7c3
com.sksamuel.tabby	tabby-jackson-jvm	2.0.4		c060e91d447df3b1d5d574c2587b1317240e1b8e
com.sksamuel.tabby	tabby-jackson-jvm	2.0.5		6dc4a831bf6721274370c432d01f62001251ec38
com.sksamuel.tabby	tabby-jackson-jvm	2.0.6		072c5cbb6942e556cabbe91eb8a66c1a247b614f
com.sksamuel.tabby	tabby-jackson-jvm	2.0.7		4c5c4a79d566c16387de1d111780cfbb86dd5bfa
com.sksamuel.tabby	tabby-jackson-jvm	2.0.8		e8c44fa31e157ab70ea77e96dff1121a7519509b
com.sksamuel.tabby	tabby-jackson-jvm	2.0.9		1131689497f14f15e204715bb2e01e9141a58e67
com.sksamuel.tabby	tabby-jackson-jvm	2.1.0		7b00c25a3bccca1f66508db8913fa7458b01c317
com.sksamuel.tabby	tabby-jackson-jvm	2.1.1		d4d5bb6d5066556e66e400a53ebb7ed4a894e4bf
com.thoughtworks.tryt	invariant_2.11	2.0.0		c2d39f9f103edfe736afb7bab0db7cbdcd3c2679
com.thoughtworks.tryt	invariant_2.11	2.0.1		c5209d789673410980675c1093dc35b7900eb09c
com.thoughtworks.tryt	invariant_2.11	2.0.2		3bd995827bda03d69e6598f677d9b12e3442c1de
com.thoughtworks.tryt	invariant_2.11	2.0.3		d6d191b66f9d3a4d29943ff9fd59b4df6fda175a
com.thoughtworks.tryt	invariant_2.11	2.0.4		fba372368bc7515e6391dce2942d2c058b936c8e
com.thoughtworks.tryt	invariant_2.11	2.1.0		19d401feee818e197067f176d6619da0b2c90839
com.thoughtworks.tryt	invariant_2.11	2.1.0+59-4e214755		edb199b740046db60283351f836d96dd37cf5892
com.thoughtworks.tryt	invariant_2.11	2.1.1		766b62dff2a07aaa0c9d8ebe5ae07473c3e95510
com.thoughtworks.tryt	invariant_2.11	2.1.1+10-4b45ebd1		62dda3e46f5338217649ce1450373bff583ddf84
com.thoughtworks.tryt	invariant_2.11	2.1.1+12-cd995241		c536983e7917bbe4a00ad6c86773eedf62d0337e
com.thoughtworks.tryt	invariant_2.11	2.1.1+14-89ca8f28		e16fe5d244f77a3240a5a5453a0b8ba7dc22e813
com.thoughtworks.tryt	invariant_2.11	2.1.1+2-da211c84		07f94545267259c760723a1dac3ad6d4ba5419c7
com.thoughtworks.tryt	invariant_2.11	2.1.1+4-dd1a765d		0e40f7653668953728a6c065c6874548d3af35b3
com.thoughtworks.tryt	invariant_2.11	2.1.1+6-446c1825		a0ee4d8512837cff76692e3de9e01f1c358b7362
com.thoughtworks.tryt	invariant_2.11	2.1.1+8-a673dd6f		d1f8f97a6812b1b0cab70dfb1ccd5fefa4bded59
de.gematik.bbriccs	konnektor-client-brick	0.1.10		39010a03f6ad153d4bd446d15a55908fec4cb1db
de.gematik.bbriccs	konnektor-client-brick	0.1.9		4259632358a06f3be974211c1b6ed7e0482aacea
de.gematik.bbriccs	konnektor-client-brick	0.2.0		2bb709a2f0dcf40a4f9729af3300b94fde33c364
de.gematik.bbriccs	konnektor-client-brick	0.3.0		a956fa6d26bd09882dfd8a657813bc5cb70de970
de.gematik.bbriccs	konnektor-client-brick	0.4.0		70cff4e5bfe69ef6818135a1afa039f81512940d
de.hannesstruss.conductor-dialogs	conductor-dialogs	0.2		N/A
gr.iti.mklab	mklab-framework-common	0.1		81581456e5c1a7bb5f729280652619008a1e3c83
gr.iti.mklab	mklab-framework-common	0.2		2e362b513c6c64b440773f2eef93235b3b25259b
gr.iti.mklab	mklab-framework-common	0.3		8a8a95155ce27f7246736dee23dfefa7b6797ec1
gr.iti.mklab	mklab-framework-common	0.3.1		132c032c6880d0776c8a8ec839d1114d694be5cf
guru.nidi	graphviz-java-no-j2v8	0.13.0		330b4a6bc6abbf80d9fd703862f0068d1d5c3089
guru.nidi	graphviz-java-no-j2v8	0.14.0		9ae7e45228becf76a34e67e8d6a8a3795e98446a
guru.nidi	graphviz-java-no-j2v8	0.14.1		cfe083fb79d43f0d1d03eb1c339364ea9d486a7e
guru.nidi	graphviz-java-no-j2v8	0.14.2		246d57ca215ae505cab3ddea7db696b355658e71
guru.nidi	graphviz-java-no-j2v8	0.15.0		51ec055758d85bb185db95a17b9f69bc31d8a7a9
io.coil-kt.coil3	coil-core-macosx64	3.0.0		N/A
io.coil-kt.coil3	coil-core-macosx64	3.0.0	metadata	f0818e51a6f9b0820799d5f34939799f17c1f110
io.coil-kt.coil3	coil-core-macosx64	3.0.0-alpha01		N/A
io.coil-kt.coil3	coil-core-macosx64	3.0.0-alpha01	metadata	1c305961d0ffa30c0b28a872c55c6a9b048f7650
io.coil-kt.coil3	coil-core-macosx64	3.0.0-alpha02		N/A
io.coil-kt.coil3	coil-core-macosx64	3.0.0-alpha02	metadata	53bfbfcb13b1ec97b38906671d9de3a3f42cde25
io.coil-kt.coil3	coil-core-macosx64	3.0.0-alpha03		N/A
io.coil-kt.coil3	coil-core-macosx64	3.0.0-alpha03	metadata	d002606202a4fda1c3a2208bf3c925b75a8c390a
io.coil-kt.coil3	coil-core-macosx64	3.0.0-alpha04		N/A
io.coil-kt.coil3	coil-core-macosx64	3.0.0-alpha04	metadata	326a1daddee1c08ef1f127b32caf8a8c4e18f276
io.coil-kt.coil3	coil-core-macosx64	3.0.0-alpha05		N/A
io.coil-kt.coil3	coil-core-macosx64	3.0.0-alpha05	metadata	76535b38b32d8d1c1c86d55cd4ab4bb047503b20
io.coil-kt.coil3	coil-core-macosx64	3.0.0-alpha06		N/A
io.coil-kt.coil3	coil-core-macosx64	3.0.0-alpha06	metadata	c8e6e325fb5f54b25f3424e6db610d05828caca4
io.coil-kt.coil3	coil-core-macosx64	3.0.0-alpha07		N/A
io.coil-kt.coil3	coil-core-macosx64	3.0.0-alpha07	metadata	639d54d830f2094aa10c1f71532ec366ff42dcb1
io.coil-kt.coil3	coil-core-macosx64	3.0.0-alpha08		N/A
io.coil-kt.coil3	coil-core-macosx64	3.0.0-alpha08	metadata	b8a8e93beac2fbbd5ae4d353417e9e3125dc1e48
io.coil-kt.coil3	coil-core-macosx64	3.0.0-alpha09		N/A
io.coil-kt.coil3	coil-core-macosx64	3.0.0-alpha09	metadata	f92ed94ade51b3f12e3306ac55fd49291d3c71e2
io.coil-kt.coil3	coil-core-macosx64	3.0.0-alpha10		N/A
io.coil-kt.coil3	coil-core-macosx64	3.0.0-alpha10	metadata	c44d05ce2c6316773184237c60cc952897f7ab77
io.coil-kt.coil3	coil-core-macosx64	3.0.0-rc01		N/A
io.coil-kt.coil3	coil-core-macosx64	3.0.0-rc01	metadata	520267d403711609c251f9ce42c241023f0c07d3
io.coil-kt.coil3	coil-core-macosx64	3.0.0-rc02		N/A
io.coil-kt.coil3	coil-core-macosx64	3.0.0-rc02	metadata	d7708701bbab0c44e8df9fff277ba67302d21558
io.coil-kt.coil3	coil-core-macosx64	3.0.1		N/A
io.coil-kt.coil3	coil-core-macosx64	3.0.1	metadata	5375f7639417b8f078e743c3de068df74a4569ca
io.coil-kt.coil3	coil-core-macosx64	3.0.2		N/A
io.coil-kt.coil3	coil-core-macosx64	3.0.2	metadata	d3e33966c65ba1e5c3c6313f806366e65213c3df
io.coil-kt.coil3	coil-core-macosx64	3.0.3		N/A
io.coil-kt.coil3	coil-core-macosx64	3.0.3	metadata	413ab6282ae3a28b6fb9c8c58bb361cb32e82a73
io.coil-kt.coil3	coil-core-macosx64	3.0.4		N/A
io.coil-kt.coil3	coil-core-macosx64	3.0.4	metadata	87d713d6095216cc3dcdfae34b2e1279c62602ff
io.coil-kt.coil3	coil-core-macosx64	3.1.0		N/A
io.coil-kt.coil3	coil-core-macosx64	3.1.0	metadata	cc158bcab77d493a75a9002a102ea8ab9a8f8579
io.coil-kt.coil3	coil-core-macosx64	3.2.0	metadata	73374a514da8e21b758a11601e65dedb81a60078
io.coil-kt.coil3	coil-core-macosx64	3.2.0-rc01		N/A
io.coil-kt.coil3	coil-core-macosx64	3.2.0-rc01	metadata	ffe6affbf2bde462a0cb89af19878b95a00d894c
io.coil-kt.coil3	coil-core-macosx64	3.2.0-rc02		N/A
io.coil-kt.coil3	coil-core-macosx64	3.2.0-rc02	metadata	31646287c008d9d72bfc199769063ee017ce4d46
io.domainlifecycles	spring-doc-integration	2.0.0		490f39774d4187e1b25406ea77bcf8833a28a381
io.domainlifecycles	spring-doc-integration	2.0.1		e353175ffeb20fc964efe0c5c3bec928662782d9
io.domainlifecycles	spring-doc-integration	2.0.2		0d89c8e66c87507fd0d3fb3ec8e125f02a743a8a
io.domainlifecycles	spring-doc-integration	2.0.3		fd2cf432705fd230c758013bde6b90590ebf7f55
io.domainlifecycles	spring-doc-integration	2.0.4		0def97c8b8bf4f7c00124d4e532b0f2a2dfd1e52
io.domainlifecycles	spring-doc-integration	2.1.0		393c4c629477197d00fe8ac783813a6827aff8eb
io.domainlifecycles	spring-doc-integration	2.2.0		2cf880d07d68a9310732f95149cc9e77ca27982c
io.domainlifecycles	spring-doc-integration	2.2.1		2129ea88d595bdaa6fdf535423ec393b0fcc059d
io.github.Dango-dx	lib_base	0.0.1		N/A
io.github.ashumoudgil	damConnector2_0.all	1.2.0		N/A
io.github.awxkee	jxl-coder-glide	2.2.0		N/A
io.github.awxkee	jxl-coder-glide	2.2.0	release-sources	d70dbca123d85eab9d097ee01aa0e063e1783e56
io.github.awxkee	jxl-coder-glide	2.3.0		N/A
io.github.awxkee	jxl-coder-glide	2.3.0	release-sources	d70dbca123d85eab9d097ee01aa0e063e1783e56
io.github.awxkee	jxl-coder-glide	2.3.0.1		N/A
io.github.awxkee	jxl-coder-glide	2.3.0.1	release-sources	1ee055bda2470b1420cc8ec35945294417d31842
io.github.awxkee	jxl-coder-glide	2.4.0.6		N/A
io.github.awxkee	jxl-coder-glide	2.4.0.6	release-sources	182c92b940aa2fb52a68a0645e581c13896cb0b6
io.github.awxkee	jxl-coder-glide	2.4.0.7		N/A
io.github.awxkee	jxl-coder-glide	2.4.0.7	release-sources	182c92b940aa2fb52a68a0645e581c13896cb0b6
io.github.bcckzteam	amplitude-android-debug	0.0.1		N/A
io.github.bcckzteam	amplitude-android-debug	0.0.2		N/A
io.github.edynasty	ed-starter-integrate-wechat-enterprise	0.0.3		b81b6153401410f4756ca2f8d7ad27ff8ca58ab6
io.github.edynasty	ed-starter-integrate-wechat-enterprise	0.0.4		4bb6edf231e8ff5fac8d75e60c2d93b66d3dc88d
io.github.edynasty	ed-starter-integrate-wechat-enterprise	0.0.5		e3289392433de7be645ccaf1f8ea5a5cdf6c2fcf
io.github.expatiat.jambalaya	jambalaya-mapstruct-processor	0.1.0		ad5bdd266c73328781c8018f2b402be95a0df019
io.github.expatiat.jambalaya	jambalaya-mapstruct-processor	0.2.0		5b8ec8a8f8d1370eaa26be9eddab886b50f9b02c
io.github.expatiat.jambalaya	jambalaya-mapstruct-processor	0.2.1		ad6cfe37bea7f1e9ef6d82f0a4cfae920c993eb3
io.github.expatiat.jambalaya	jambalaya-mapstruct-processor	0.3.0		71f45e96c988be09a5ca7d6d95f58b7b6c41ac95
io.github.expatiat.jambalaya	jambalaya-mapstruct-processor	0.3.1		02037e27031de5432fce1ae69e60c11c61d5af4c
io.github.expatiat.jambalaya	jambalaya-mapstruct-processor	0.4.0		4a1cca78bff8820932d87272fb70ebf7f2d702ea
io.github.expatiat.jambalaya	jambalaya-mapstruct-processor	0.4.1		6a406261762e5ced51c5164707d759817b6e1281
io.github.expatiat.jambalaya	jambalaya-mapstruct-processor	0.5.0		bdf10f2b6b311001657b17db7256aec1fc857440
io.github.hmnshgpt455	git-issue-tracker-bom	1.3		N/A
io.github.icodegarden	nutrient-lang	3.0.0		8008c1fe6d84d59a072487200438a3b5af1e1cd4
io.github.icodegarden	nutrient-lang	3.0.1		c8324c2c52c2cc28f2f327d6523cd68826efb495
io.github.icodegarden	nutrient-lang	3.0.2		50c5d4a928170173ed03b26819cac68fa988fe04
io.github.kalinjul.easydocumentscan	documentscanner-android	0.1.0		N/A
io.github.kalinjul.easydocumentscan	documentscanner-android	0.1.1		N/A
io.github.knoldus	codesquad_2.12_1.0	0.0.1		9d2f07a2c49a4c926ffbc552e52d2ba1695d8bc1
io.github.lindaifeng	auto-sensitive	1.0.0		b0766d242fc1e6038a439921147867d68d8e59f8
io.github.locke-chappel.oss.commons	serialization	1.0.0		24e7fdcda0f7ec699f5f11bdcffa43dcfc730c69
io.github.locke-chappel.oss.commons	serialization	1.0.1		3032fe75829508b33b9ea9a1305dfef61b453eb0
io.github.locke-chappel.oss.commons	serialization	1.0.10		82a3e48a9b76d28e5b21c71e8d2e3e290451936b
io.github.locke-chappel.oss.commons	serialization	1.0.11		ee4daec9a0fb5fe5db369b5f15b68a041cd69153
io.github.locke-chappel.oss.commons	serialization	1.0.12		3c8fa766246783da9587fda5152d4bdc1b5e07d5
io.github.locke-chappel.oss.commons	serialization	1.0.13		07e8caaaebcb6fe9b73f5e9d99b61ab6d981f4d8
io.github.locke-chappel.oss.commons	serialization	1.0.14		493b847b87dc1ffcfc61f6a6a9ced1e590dbec97
io.github.locke-chappel.oss.commons	serialization	1.0.15		09c0e6f8e3efd41e93b94068e5f02dfcfa428499
io.github.locke-chappel.oss.commons	serialization	1.0.16		681f2d3048c2060e97be8cc21b68befc178adbf0
io.github.locke-chappel.oss.commons	serialization	1.0.17		7470b92486d0de5140c870f402a61b059a463926
io.github.locke-chappel.oss.commons	serialization	1.0.18		e000cc67ce7216429e27eca0c7c1d39c20494785
io.github.locke-chappel.oss.commons	serialization	1.0.19		3544f52b57577e6c11c7cf3e21e0e08a8800a5d6
io.github.locke-chappel.oss.commons	serialization	1.0.2		e82785ba07d54f19f62f7c46bcdd4d6e0c93705b
io.github.locke-chappel.oss.commons	serialization	1.0.4		0718a9ff8d7e9efec3c24cdac5bcf6b720daf1fe
io.github.locke-chappel.oss.commons	serialization	1.0.5		dbb9a4dd9c1294f07f29a50274ddb7693d5bc2dd
io.github.locke-chappel.oss.commons	serialization	1.0.6		7f9699b9a12ccc5c3d79dd12890047ec3d4fae02
io.github.locke-chappel.oss.commons	serialization	1.0.7		a9f1c62f1cff3591d67bc08d739d13d132119a38
io.github.locke-chappel.oss.commons	serialization	1.0.8		ebfe2e782da94dadb052e3be639e6374ab08ca1f
io.github.locke-chappel.oss.commons	serialization	1.0.9		ed27464651e6180440e6ba006083e7cb005ea31e
io.github.nafg.cloudlogging	appender_2.12	0.4.0		47bda4ded8d771481b5f51b9c8723d1a70a67e69
io.github.nafg.cloudlogging	appender_2.12	0.4.1		99fad29e070fc58f474f6e7953ac1ddb0ce8fe2f
io.github.photowey	redisson-delay-queue-spring-boot3-test	1.0.0		9f7f95aa815398bc776a6dcb575216159cb35810
io.github.seblm	json-scalatest-reporter_2.13	0.4		eeeca914ca42b43eb26317706cecd4a07150bb7d
io.github.seblm	json-scalatest-reporter_2.13	0.5		c23002142e88ecc6af583d088955de5f909d0fbd
io.github.seblm	json-scalatest-reporter_2.13	1.0.0		4637ce6d4e46335638b29d2f6dbe347e9ed522aa
io.github.seblm	json-scalatest-reporter_2.13	1.0.1		a5fedde7d05e0256e02a309aa5a84fd01f7f828d
io.github.seblm	json-scalatest-reporter_2.13	1.0.2		0b111e700c25abfc2cf553f10ba14fd8b02755cd
io.github.stormeye2000	mock-emitter	0.0.8		c5d4fc617481ed3f89024ca21d8cdc9a27b969e8
io.github.takahirom.roborazzi	roborazzi-compose-preview-scanner-support	1.22.0		N/A
io.github.takahirom.roborazzi	roborazzi-compose-preview-scanner-support	1.22.1		N/A
io.github.takahirom.roborazzi	roborazzi-compose-preview-scanner-support	1.22.2		N/A
io.github.takahirom.roborazzi	roborazzi-compose-preview-scanner-support	1.23.0		N/A
io.github.takahirom.roborazzi	roborazzi-compose-preview-scanner-support	1.24.0		N/A
io.github.takahirom.roborazzi	roborazzi-compose-preview-scanner-support	1.25.0		N/A
io.github.takahirom.roborazzi	roborazzi-compose-preview-scanner-support	1.26.0		N/A
io.github.takahirom.roborazzi	roborazzi-compose-preview-scanner-support	1.27.0		N/A
io.github.takahirom.roborazzi	roborazzi-compose-preview-scanner-support	1.28.0		N/A
io.github.takahirom.roborazzi	roborazzi-compose-preview-scanner-support	1.29.0		N/A
io.github.takahirom.roborazzi	roborazzi-compose-preview-scanner-support	1.30.0		N/A
io.github.takahirom.roborazzi	roborazzi-compose-preview-scanner-support	1.30.1		N/A
io.github.takahirom.roborazzi	roborazzi-compose-preview-scanner-support	1.31.0		N/A
io.github.takahirom.roborazzi	roborazzi-compose-preview-scanner-support	1.32.0		N/A
io.github.takahirom.roborazzi	roborazzi-compose-preview-scanner-support	1.32.1		N/A
io.github.takahirom.roborazzi	roborazzi-compose-preview-scanner-support	1.32.2		N/A
io.github.takahirom.roborazzi	roborazzi-compose-preview-scanner-support	1.33.0		N/A
io.github.takahirom.roborazzi	roborazzi-compose-preview-scanner-support	1.34.0		N/A
io.github.takahirom.roborazzi	roborazzi-compose-preview-scanner-support	1.35.0		N/A
io.github.takahirom.roborazzi	roborazzi-compose-preview-scanner-support	1.36.0		N/A
io.github.takahirom.roborazzi	roborazzi-compose-preview-scanner-support	1.37.0		N/A
io.github.takahirom.roborazzi	roborazzi-compose-preview-scanner-support	1.38.0		N/A
io.github.takahirom.roborazzi	roborazzi-compose-preview-scanner-support	1.39.0		N/A
io.github.takahirom.roborazzi	roborazzi-compose-preview-scanner-support	1.40.0		N/A
io.github.takahirom.roborazzi	roborazzi-compose-preview-scanner-support	1.40.1		N/A
io.github.takahirom.roborazzi	roborazzi-compose-preview-scanner-support	1.41.0		N/A
io.github.takahirom.roborazzi	roborazzi-compose-preview-scanner-support	1.41.1		N/A
io.github.takahirom.roborazzi	roborazzi-compose-preview-scanner-support	1.42.0		N/A
io.github.takahirom.roborazzi	roborazzi-compose-preview-scanner-support	1.43.0		N/A
io.github.takahirom.roborazzi	roborazzi-compose-preview-scanner-support	1.43.1		N/A
io.github.takahirom.roborazzi	roborazzi-compose-preview-scanner-support	1.44.0-alpha01		N/A
io.github.takahirom.roborazzi	roborazzi-compose-preview-scanner-support	1.44.0-alpha02		N/A
io.github.takahirom.roborazzi	roborazzi-compose-preview-scanner-support	1.44.0-alpha03		N/A
io.github.taoweiji	aptpreferences	1.2.0		N/A
io.ktor	ktor-websockets-watchosarm32	2.0.0		b0b76ef99da30e2e95580334f5b634bed1cee359
io.ktor	ktor-websockets-watchosarm32	2.0.0	metadata	9217e40040d9b9c1e1390956082d36000dac7099
io.ktor	ktor-websockets-watchosarm32	2.0.0-beta-1		8838fc582e0c66e28dae48b29b3ea8768f79c158
io.ktor	ktor-websockets-watchosarm32	2.0.0-beta-1	metadata	38fb3515c99f497c540a8e2b9c24a247653f0c10
io.ktor	ktor-websockets-watchosarm32	2.0.0-rc-1		541020a3f1d30aff833024b6790d5155ec300756
io.ktor	ktor-websockets-watchosarm32	2.0.0-rc-1	metadata	24b30479b8d48e3b99c8b574859063e8abb47fbc
io.ktor	ktor-websockets-watchosarm32	2.0.1		e78ccfb264ebec1dc9c25f1ca8c1e1e3eaa438eb
io.ktor	ktor-websockets-watchosarm32	2.0.1	metadata	fd476f5a234a44f8c2432fbfb793d355af5708e6
io.ktor	ktor-websockets-watchosarm32	2.0.2		3e35c9dfa6ab1d84455074cc442b981bf417277a
io.ktor	ktor-websockets-watchosarm32	2.0.2	metadata	36edc305538479f6ad120a776921282d9d944c9d
io.ktor	ktor-websockets-watchosarm32	2.0.3		2cf5070036eb4503e28403575653afbd6debca40
io.ktor	ktor-websockets-watchosarm32	2.0.3	metadata	b7c67fc3c2132c7f7769fd593786e5d6546309a2
io.ktor	ktor-websockets-watchosarm32	2.1.0		22c8a4dcd880bde5e7f0f29f14f9951e89bcb865
io.ktor	ktor-websockets-watchosarm32	2.1.0	metadata	4cc180cad51ea631c5b2d83578d2d86ac5ab2aa7
io.ktor	ktor-websockets-watchosarm32	2.1.1		198c1337633a2413d6044462639c3dd1f3a0bb4e
io.ktor	ktor-websockets-watchosarm32	2.1.1	metadata	365ec77162025285185c91d4ebbebfe8d9dc7d9a
io.ktor	ktor-websockets-watchosarm32	2.1.2		5a69257dd37f361e5f030333bc7e5ff6684dd3ed
io.ktor	ktor-websockets-watchosarm32	2.1.2	metadata	ee54d50992ca737ff4fd1ead268d5f64d0003ff1
io.ktor	ktor-websockets-watchosarm32	2.1.3		8918baf0e54afef8c8b1fbf5951921e36a31079d
io.ktor	ktor-websockets-watchosarm32	2.1.3	metadata	5178ee2d7070b37c731eb52e8d253ea1caa1a376
io.ktor	ktor-websockets-watchosarm32	2.2.0		215188ccb6bcaced909b9fff89b746c0a7c024c9
io.ktor	ktor-websockets-watchosarm32	2.2.0	metadata	654da5936eed1e38322ec91f61280c952d2b626f
io.ktor	ktor-websockets-watchosarm32	2.2.1		0498010af7c9ac9751e0c7b31c6ad256ce38be27
io.ktor	ktor-websockets-watchosarm32	2.2.1	metadata	86345855f5c918119733980400fd38a537aeace4
io.ktor	ktor-websockets-watchosarm32	2.2.2		c82ca70f9e20ca804254c5be0a3abee074f5f674
io.ktor	ktor-websockets-watchosarm32	2.2.2	metadata	b40959c0f7b2304ead9b870cb80ebae957efffc2
io.ktor	ktor-websockets-watchosarm32	2.2.3		a8259f42e361b7ecc4a74e432c4feafca4315926
io.ktor	ktor-websockets-watchosarm32	2.2.3	metadata	ad8ef11e983359520710f5c8342ab5f357366824
io.ktor	ktor-websockets-watchosarm32	2.2.4		829c53ad229c5bfa7090f4a4c232a1685e95b99c
io.ktor	ktor-websockets-watchosarm32	2.2.4	metadata	6a54bf577adb2b2e471544907a9602c2551d43a3
io.ktor	ktor-websockets-watchosarm32	2.3.0		60831e5236c0b186a57645bba266b94cbcd8b2e7
io.ktor	ktor-websockets-watchosarm32	2.3.0	metadata	3c48f258b3559ce4b30b147ecec8f6526fb5b64c
io.ktor	ktor-websockets-watchosarm32	2.3.1		35d0cf50d7ba9c0d70d41c362c962bfc1f0711e3
io.ktor	ktor-websockets-watchosarm32	2.3.1	metadata	964865d84afd7cbab92319c110dd41fd0997906b
io.ktor	ktor-websockets-watchosarm32	2.3.10		7f4f1840526c4a265bcd71ec247b971e5c396663
io.ktor	ktor-websockets-watchosarm32	2.3.10	metadata	f32fb2213d045230126714d1a38779f8b63eeafa
io.ktor	ktor-websockets-watchosarm32	2.3.11		392cc57eb2e9d7f78bcf09482fc2928770538263
io.ktor	ktor-websockets-watchosarm32	2.3.11	metadata	baa18abe07f5f2724937521b75db1a8d67aae49f
io.ktor	ktor-websockets-watchosarm32	2.3.12		3f637be20ded17016d9abb0230844c5541bbc5cb
io.ktor	ktor-websockets-watchosarm32	2.3.12	metadata	ff9f77cd670710419099a5a93d46eabf539e006b
io.ktor	ktor-websockets-watchosarm32	2.3.13		16071b0612547a23624b6ced6cad4162c96b1715
io.ktor	ktor-websockets-watchosarm32	2.3.13	metadata	e01fea145ee5b51f7d53f8fb7c4c23393bd549b0
io.ktor	ktor-websockets-watchosarm32	2.3.2		618d24b1eccdf3d02a0f74e868fbaccc0b891c94
io.ktor	ktor-websockets-watchosarm32	2.3.2	metadata	b82a576b439d7f2aada7a17631ce7c14692a4105
io.ktor	ktor-websockets-watchosarm32	2.3.3		addac3b5f50942cf4a2d24b8c7e1b2ba0d63125f
io.ktor	ktor-websockets-watchosarm32	2.3.3	metadata	4c958b103be9f5e7d9802855789871ec2976c33f
io.ktor	ktor-websockets-watchosarm32	2.3.4		8d0f25dccef8b0c768a490392c3622e24ed8f455
io.ktor	ktor-websockets-watchosarm32	2.3.4	metadata	271fe8568e82a66215d477b9b996e60263f51deb
io.ktor	ktor-websockets-watchosarm32	2.3.5		63c5503cc59218bc46a9825dd9b793538e341745
io.ktor	ktor-websockets-watchosarm32	2.3.5	metadata	9964e6f1ddf1410bb744123c6b18519c82ed7382
io.ktor	ktor-websockets-watchosarm32	2.3.6		c108cf8b5317400637868e4fc1ab361e4738382d
io.ktor	ktor-websockets-watchosarm32	2.3.6	metadata	625ad047c64c87daae9bd179ea83b6bcf2ec7cf8
io.ktor	ktor-websockets-watchosarm32	2.3.7		59e739c7bfda9df6ae4ce2b388ffb0533950165d
io.ktor	ktor-websockets-watchosarm32	2.3.7	metadata	030cc05c4bd8173050273aa5c7a2e6251160a98a
io.ktor	ktor-websockets-watchosarm32	2.3.8		30a68e5cede1fcc9bfc6b38c704b6f6f11a8ad94
io.ktor	ktor-websockets-watchosarm32	2.3.8	metadata	3f9b62b88997de5d3331d9c59723487b345820c3
io.ktor	ktor-websockets-watchosarm32	2.3.9		2c28106b94d061ed01ccf485685497583066ae1c
io.ktor	ktor-websockets-watchosarm32	2.3.9	metadata	18598ffd5aa97d57df36c0ccc371a3ae67884d8f
io.ktor	ktor-websockets-watchosarm32	3.0.0		ebdb226bca10eca1929d7fd9fb4fd29033d4bc0c
