ba.sake	kalem-core_2.13	0.0.1		411234f6035ba1b29c97abf39c428277383d2726
org.finos.legend.engine	legend-engine-xt-analytics-store-entitlement-http-api	4.67.7		43d46aec21e21884be66ff53791ba8cea85dbd85
org.finos.legend.engine	legend-engine-xt-analytics-store-entitlement-http-api	4.67.8		2e2bba760b5f25a6e290312f4973fe81e16119ec
org.finos.legend.engine	legend-engine-xt-analytics-store-entitlement-http-api	4.67.9		591d2cd5946c2f5e7c6a1f8f17fcb965b145b93a
org.finos.legend.engine	legend-engine-xt-analytics-store-entitlement-http-api	4.68.0		d3b309dfb1dba7345137888ff1bcb84028f970a7
org.finos.legend.engine	legend-engine-xt-analytics-store-entitlement-http-api	4.69.0		92bbf06568741e79eaa1e41785fc54e126f7300a
org.finos.legend.engine	legend-engine-xt-analytics-store-entitlement-http-api	4.69.1		4b119143e1c1d8daa58cde569b70c20b1fa3f019
org.finos.legend.engine	legend-engine-xt-analytics-store-entitlement-http-api	4.69.2		9d2a81537947f2645c66e30dc01d747aa24fb0a7
org.finos.legend.engine	legend-engine-xt-analytics-store-entitlement-http-api	4.69.3		8ea92b664665ac15e91250c7e3a03c54e36f6c2a
org.finos.legend.engine	legend-engine-xt-analytics-store-entitlement-http-api	4.69.4		9f813c4015fcff07acfc169646cf09e74ade743d
org.finos.legend.engine	legend-engine-xt-analytics-store-entitlement-http-api	4.70.0		c16abafd84143e624f227b84b6ff03c693860410
org.finos.legend.engine	legend-engine-xt-analytics-store-entitlement-http-api	4.70.1		14ab995ff26a8decaab863730a03306ea0c25618
org.finos.legend.engine	legend-engine-xt-analytics-store-entitlement-http-api	4.71.1		9a0e534e338c7b19708f12654ba9e7c6a941c2c1
org.finos.legend.engine	legend-engine-xt-analytics-store-entitlement-http-api	4.72.0		6e70f2a864636e1e5f12f36bb72dcd557f54b8c5
org.finos.legend.engine	legend-engine-xt-analytics-store-entitlement-http-api	4.73.0		fd50c7086af79125a28cc9003825f8f55fd3de8a
org.finos.legend.engine	legend-engine-xt-analytics-store-entitlement-http-api	4.73.1		3d19349b345cde121dbf3eac5b045fef8748f8da
org.finos.legend.engine	legend-engine-xt-analytics-store-entitlement-http-api	4.74.0		95cc095cee6bcf77a8b5a107dd4141275efd479e
org.finos.legend.engine	legend-engine-xt-analytics-store-entitlement-http-api	4.75.0		0ca846cd51d4ee1b385f94352c9fd5f101dda81e
org.finos.legend.engine	legend-engine-xt-analytics-store-entitlement-http-api	4.75.1		9f1941e0e044d9cc4326e4e85d42ba8ac446bb6b
org.finos.legend.engine	legend-engine-xt-analytics-store-entitlement-http-api	4.75.3		d33c215ffd764246c4b2f6cee6ae18280205a3ec
org.finos.legend.engine	legend-engine-xt-analytics-store-entitlement-http-api	4.76.0		9f655679fc6bd0ab4e73e5fb6a2bc942ffe1f8de
org.finos.legend.engine	legend-engine-xt-analytics-store-entitlement-http-api	4.77.0		8ad5397a78cefe966308915d131d0b0d43002d36
org.finos.legend.engine	legend-engine-xt-analytics-store-entitlement-http-api	4.77.1		fd3aba8f79901045593d3bc5d38ad07053fb78bf
org.finos.legend.engine	legend-engine-xt-analytics-store-entitlement-http-api	4.78.0		6b26ea9e028273416c06248ad1cc2745a53590f8
org.finos.legend.engine	legend-engine-xt-analytics-store-entitlement-http-api	4.78.1		8460e4ad26616b03bdc7baf5f2750ea2edbfec43
org.finos.legend.engine	legend-engine-xt-analytics-store-entitlement-http-api	4.78.2		9a8c72c2cc69b36bbca8285d9f4bfe282fa47a0d
org.finos.legend.engine	legend-engine-xt-analytics-store-entitlement-http-api	4.78.3		767284c2e36b6fb188bc8980a2495963ab1a2488
org.finos.legend.engine	legend-engine-xt-analytics-store-entitlement-http-api	4.78.6		8b0fb4ccb70251e0aeee6d3f205920d4db8b9ca8
org.finos.legend.engine	legend-engine-xt-analytics-store-entitlement-http-api	4.79.0		7532685cbe92854b16cbc603c6536505b10af5b5
org.finos.legend.engine	legend-engine-xt-analytics-store-entitlement-http-api	4.80.0		ec298f77e1ebeba32875a0bee46f1ce883d36fb8
org.finos.legend.engine	legend-engine-xt-analytics-store-entitlement-http-api	4.81.0		5400b14c29b50a99dbad31050b3643095a394661
org.finos.legend.engine	legend-engine-xt-analytics-store-entitlement-http-api	4.82.0		84565786a1bfbb8130dd1c8909c4b00199a569ac
org.finos.legend.engine	legend-engine-xt-analytics-store-entitlement-http-api	4.83.0		28f778703a8d71be4b7aca6036a4f1d1df6036b2
org.finos.legend.engine	legend-engine-xt-analytics-store-entitlement-http-api	4.83.1		891680fd49c59ac4c9dbb6dc4653322876e980dc
org.finos.legend.engine	legend-engine-xt-analytics-store-entitlement-http-api	4.83.2		49e8e0d0683214c3c046e9ed4d41c810b125615a
org.finos.legend.engine	legend-engine-xt-analytics-store-entitlement-http-api	4.83.3		6e04f64fa970fc182ac5485713579ef43997d550
org.finos.legend.engine	legend-engine-xt-functionActivator-generation	4.42.1		bcf6dc12555b5cb7fe50742847d8b7acf3db8fcf
org.finos.legend.engine	legend-engine-xt-functionActivator-generation	4.42.2		2c5b04a67e3b752d33f5fa9521ecf6747fbb95d2
org.finos.legend.engine	legend-engine-xt-functionActivator-generation	4.42.3		96d31c05e04da72d2e08dc68642a4044bd30d163
org.finos.legend.engine	legend-engine-xt-functionActivator-generation	4.42.4		17edabd34fdfd415f1673d7fc323a43bfe5b8a8b
org.finos.legend.engine	legend-engine-xt-functionActivator-generation	4.42.5		0bb974f84424a40d987c0de3089c51db2ea0ce5e
org.finos.legend.engine	legend-engine-xt-functionActivator-generation	4.42.6		71692f20e6ce52c6a0ddd0373cbe3eee5a2e22f0
org.finos.legend.engine	legend-engine-xt-functionActivator-generation	4.43.0		00cb0237f0c33a43281675f557b48597fbbd4752
org.finos.legend.engine	legend-engine-xt-functionActivator-generation	4.43.1		3452612f42767cd90e97250b488840960bb83309
org.finos.legend.engine	legend-engine-xt-functionActivator-generation	4.43.2		1e951f66d99662b9ac624c5e753f1611652a6932
org.finos.legend.engine	legend-engine-xt-functionActivator-generation	4.43.3		4ece08720252d208d7cce1267aba60be75b6902a
org.finos.legend.engine	legend-engine-xt-functionActivator-generation	4.43.4		aabd6135d9dd84268227d266e37f6653824880e2
org.finos.legend.engine	legend-engine-xt-functionActivator-generation	4.44.0		b924a9be1534eb519bbfdb548b090f78466b7908
org.finos.legend.engine	legend-engine-xt-functionActivator-generation	4.44.1		99ccf7564be561bc061adca505ea38e8a5f159e7
org.finos.legend.engine	legend-engine-xt-functionActivator-generation	4.44.2		aaeed256f334aebeabee4dbab382874da44381e6
org.finos.legend.engine	legend-engine-xt-functionActivator-generation	4.44.3		9591fcecc978d8d4569e5fb821ad020cf807612f
org.finos.legend.engine	legend-engine-xt-functionActivator-generation	4.45.0		ccd46811b1453597887fa1578e6c1bcba0fbacf0
org.finos.legend.engine	legend-engine-xt-functionActivator-generation	4.45.1		ceb0d3f5ad8a0c769d9111b8b4b319036b18520f
org.finos.legend.engine	legend-engine-xt-functionActivator-generation	4.45.2		f9cd5e45a962ee8e73369c6dda46473880b0dd6a
org.finos.legend.engine	legend-engine-xt-functionActivator-generation	4.46.0		229da6b33928ad214f3996671a3aa73d29b02439
org.finos.legend.engine	legend-engine-xt-functionActivator-generation	4.46.1		bc1f81e46c2f8fa86fe12a9165d2dd6667e2bd44
org.finos.legend.engine	legend-engine-xt-functionActivator-generation	4.46.2		6606b6aa4c5551952c54d56527a1292372adeb7a
org.finos.legend.engine	legend-engine-xt-functionActivator-generation	4.47.0		353967868283644c50890f03311d5f65f13fda4f
org.finos.legend.engine	legend-engine-xt-functionActivator-generation	4.47.1		9284c48202714f29d8e3bf77560171c30f8d878d
org.finos.legend.engine	legend-engine-xt-functionActivator-generation	4.47.2		49a9a93b8ec2ea5e5c3fbdcdffc46504360a657f
org.finos.legend.engine	legend-engine-xt-functionActivator-generation	4.47.3		2c9b6ebda17ca29a5bf8957dd486267b86c14097
org.finos.legend.engine	legend-engine-xt-functionActivator-generation	4.48.0		0a48e26d2f7caf89bb95a386f22957202c474f54
org.finos.legend.engine	legend-engine-xt-functionActivator-generation	4.48.1		4f074cc16e51ac6f342f956c3452bd93e168e1a1
org.finos.legend.engine	legend-engine-xt-functionActivator-generation	4.48.2		746d5c2f07c080567b3106aa0c500d86190e325c
org.finos.legend.engine	legend-engine-xt-functionActivator-generation	4.49.0		bd9af876754cededbf011abbd07479606a9364f5
org.finos.legend.engine	legend-engine-xt-functionActivator-generation	4.49.1		194afc016c8d10a7b66bd2c75ce67a311e8693b8
org.finos.legend.engine	legend-engine-xt-functionActivator-generation	4.50.0		2fc2204b13120962541041c1483896c21f50b076
org.finos.legend.engine	legend-engine-xt-functionActivator-generation	4.50.1		3e721b43faaf3f7aa37cb2155f57f02575d888f4
org.finos.legend.engine	legend-engine-xt-functionActivator-generation	4.51.1		c3efd91a55048d2c1954bc854633f2f181d37c8a
org.finos.legend.engine	legend-engine-xt-functionActivator-generation	4.52.0		efbb251835a916da52700ba84e572af59213a55a
org.finos.legend.engine	legend-engine-xt-functionActivator-generation	4.52.1		a761f71c2c3c47e50dd847dc722578b9b7cc2487
org.finos.legend.engine	legend-engine-xt-functionActivator-generation	4.53.0		52f6aa213ab84a7f4a57bd9f092fc8b34c7281df
org.finos.legend.engine	legend-engine-xt-functionActivator-generation	4.53.3		d951d4b127bdd91b1b1ad9df72803e698cb05763
org.finos.legend.engine	legend-engine-xt-functionActivator-generation	4.53.5		6a3b95ecaa2e99af7a3499b5a170cc1b4d969c34
org.finos.legend.engine	legend-engine-xt-functionActivator-generation	4.53.8		e2d274b515aa2899fede87fab193ab240346809c
org.finos.legend.engine	legend-engine-xt-functionActivator-generation	4.54.0		9fb23161df55af50d0e3c3e509b09e3672f09c49
org.finos.legend.engine	legend-engine-xt-functionActivator-generation	4.54.1		c9e15a28262db5fb9694d3cf5128314e33c5531b
org.finos.legend.engine	legend-engine-xt-functionActivator-generation	4.55.0		cd9b5957d5b34391b64f20f8813928f9def02101
org.finos.legend.engine	legend-engine-xt-functionActivator-generation	4.55.1		128978150ae9f8d576b0bf027c2461c955fd9305
org.finos.legend.engine	legend-engine-xt-functionActivator-generation	4.55.2		66daf3a078ac2882cfa7685f131f116151179b2c
org.finos.legend.engine	legend-engine-xt-functionActivator-generation	4.55.3		2fbe73fa15964c31871863705a74edec9a1921d0
org.finos.legend.engine	legend-engine-xt-functionActivator-generation	4.55.4		3309a8d774baaf9babcae12748a9ce4e1ccd4077
org.finos.legend.engine	legend-engine-xt-functionActivator-generation	4.56.0		0e8e271405802cf4a6df096e33921b60083b071f
org.finos.legend.engine	legend-engine-xt-functionActivator-generation	4.57.0		42aa6c27d3b7946deb5191215e1dfbe9fbec219f
org.finos.legend.engine	legend-engine-xt-functionActivator-generation	4.57.1		f5ec46c430cab19dcd24f79e32c7bb6c15277b29
org.finos.legend.engine	legend-engine-xt-functionActivator-generation	4.58.0		9698a04953002f0c92857501926a3278fa219989
org.finos.legend.engine	legend-engine-xt-functionActivator-generation	4.58.1		bff63fc25424d8fb15f6b99e8af312a149f3448a
org.finos.legend.engine	legend-engine-xt-functionActivator-generation	4.59.0		9cb1dc904cd7bce3746fe4875dd0eec7dbff66de
org.finos.legend.engine	legend-engine-xt-functionActivator-generation	4.60.0		3c4feb91f3d2758a1695139560589b26a2788a21
org.finos.legend.engine	legend-engine-xt-functionActivator-generation	4.61.0		451ec73f083c83b149cc9332422c1ec022581dd9
org.finos.legend.engine	legend-engine-xt-functionActivator-generation	4.62.0		cadf5e4522bb5b23288fd5cb5352485c07e3c9ae
org.finos.legend.engine	legend-engine-xt-functionActivator-generation	4.62.1		bd8b7d199f4bcb04c41dae5a321c345e4858e270
org.finos.legend.engine	legend-engine-xt-functionActivator-generation	4.63.0		e157fb69d34b1402908d134d7b9dc11e1617b8c4
org.finos.legend.engine	legend-engine-xt-functionActivator-generation	4.63.1		09b03848c598152eecabdb922855965cd2fb21b1
org.finos.legend.engine	legend-engine-xt-functionActivator-generation	4.63.2		a636b4b3921cbede79b3d3cbeed527dc799d0d9f
org.finos.legend.engine	legend-engine-xt-functionActivator-generation	4.64.0		c6caaf131455f10ccbbee8209dc8dc5ad51c5278
org.finos.legend.engine	legend-engine-xt-functionActivator-generation	4.64.1		aa18e4ba2056c7cf55c7502ed810c86930dc27d9
org.finos.legend.engine	legend-engine-xt-functionActivator-generation	4.65.0		df50a5b42b0b209d579af97dd3d6192e303db757
org.finos.legend.engine	legend-engine-xt-functionActivator-generation	4.65.2		6751bb6b5fed55bc16c00c1c5a9e15fc886ac399
org.finos.legend.engine	legend-engine-xt-functionActivator-generation	4.65.3		42edf432eb652cbd45e5ead62cd5d634e09eb077
org.finos.legend.engine	legend-engine-xt-functionActivator-generation	4.66.0		1b24fac306ff0c4510b902bc701b636187bab2dc
org.finos.legend.engine	legend-engine-xt-functionActivator-generation	4.66.1		2d2e91ac36ccd3cc6f6d4cbf6fa74e8a1129ee7b
org.finos.legend.engine	legend-engine-xt-functionActivator-generation	4.67.0		defb973a9a063377e746ef6e5e9b8acde4637cd8
org.finos.legend.engine	legend-engine-xt-functionActivator-generation	4.67.1		93cb4f35f1e9bf4e031302b3f64453ac053d2268
org.finos.legend.engine	legend-engine-xt-functionActivator-generation	4.67.10		dc5044123b6ef948b6e94f97eaadab6044e47240
org.finos.legend.engine	legend-engine-xt-functionActivator-generation	4.67.11		12ed08cfde1c201feec56c3432ec3a34beb0da82
org.finos.legend.engine	legend-engine-xt-functionActivator-generation	4.67.12		ea193c3b5b1bae9e888f13dd5ba6bbbf3388b2fe
org.finos.legend.engine	legend-engine-xt-functionActivator-generation	4.67.2		7ced55249eda9d83c5caa83d65ec5cc680c5acbd
org.finos.legend.engine	legend-engine-xt-functionActivator-generation	4.67.3		1b988c6c1937aca3cafbf6aeca6a661a0fad3ddb
org.finos.legend.engine	legend-engine-xt-functionActivator-generation	4.67.4		25c411ab9f326f19272d4c4e8b0a76532b0ee6da
org.finos.legend.engine	legend-engine-xt-functionActivator-generation	4.67.5		cb8ee048b23fa2a119abc8ed285ccbf2360b9ec3
org.finos.legend.engine	legend-engine-xt-functionActivator-generation	4.67.7		75b98ab0e859d603ad08181e9d96e7e5a1396ae3
org.finos.legend.engine	legend-engine-xt-functionActivator-generation	4.67.8		0795253d456cc01eedb371972eddfe055e3b0497
org.finos.legend.engine	legend-engine-xt-functionActivator-generation	4.67.9		c489ef6a7948f5f896005f30f2a790672711993c
org.finos.legend.engine	legend-engine-xt-functionActivator-generation	4.68.0		f2d431c95435d4faaa1282ab5b50b5bbe5223dad
org.finos.legend.engine	legend-engine-xt-functionActivator-generation	4.69.0		14cd47894a4f1c91db18730954e4360db8db9553
org.finos.legend.engine	legend-engine-xt-functionActivator-generation	4.69.1		9e698507652fefcdecb212a2e8efd2de153a50f8
org.finos.legend.engine	legend-engine-xt-functionActivator-generation	4.69.2		d2d344011154ed01c1305105a27265ace3c51866
org.finos.legend.engine	legend-engine-xt-functionActivator-generation	4.69.3		7ea69eeee4d7836dd9303fbcc132765615742244
org.finos.legend.engine	legend-engine-xt-functionActivator-generation	4.69.4		7dc5995cbcf69be2349d712f1de987f4b344e2d3
org.finos.legend.engine	legend-engine-xt-functionActivator-generation	4.70.0		74d1b3fb55ab5aa04ae5dad1d1ee8b5bbc2ff48a
org.finos.legend.engine	legend-engine-xt-functionActivator-generation	4.70.1		1f4eb710fff02d022db006f14e83c73b0aab779e
org.finos.legend.engine	legend-engine-xt-functionActivator-generation	4.71.1		d6894ff19bb01e404ef4344c0722c8057cc38211
org.finos.legend.engine	legend-engine-xt-functionActivator-generation	4.72.0		9a69818f69d47ce08189f678d083d4615bd695c3
org.finos.legend.engine	legend-engine-xt-functionActivator-generation	4.73.0		726b5ac658fc7bff1ce2a622e05f61046d47a559
org.finos.legend.engine	legend-engine-xt-functionActivator-generation	4.73.1		7658ea72ed9b42fb5f83a281ad3caa67ad1f7012
org.finos.legend.engine	legend-engine-xt-functionActivator-generation	4.74.0		e4a84169731b7e1eb6a93792e105c0a066ff8dab
org.finos.legend.engine	legend-engine-xt-functionActivator-generation	4.75.0		079584ed51c26d61cb29c02a4f4b8dc9779d99b2
org.finos.legend.engine	legend-engine-xt-functionActivator-generation	4.75.1		7faef7858f3b6e1ee84e12fedb2de372f8316ecb
org.finos.legend.engine	legend-engine-xt-functionActivator-generation	4.75.3		eafbd33babc3e698f9f048411e4adbb06f488644
org.finos.legend.engine	legend-engine-xt-functionActivator-generation	4.76.0		e34fa0704293e12fa934a848c81a56afafc3c5b5
org.finos.legend.engine	legend-engine-xt-functionActivator-generation	4.77.0		c3ecb3591fb371f79f91a18f16a6829f27a7510d
org.finos.legend.engine	legend-engine-xt-functionActivator-generation	4.77.1		5dfe10193d7d5d6b8b2f136b04de3e867109cfeb
org.finos.legend.engine	legend-engine-xt-functionActivator-generation	4.78.0		e60e026f374f0034b28d5ea25d775961f50bb22f
org.finos.legend.engine	legend-engine-xt-functionActivator-generation	4.78.1		076a76fa061d28349e132422f26e20263ed6a75b
org.finos.legend.engine	legend-engine-xt-functionActivator-generation	4.78.2		0722d1a6e47c227d4e20b0f98731d619481e9254
org.finos.legend.engine	legend-engine-xt-functionActivator-generation	4.78.3		74b3b97e30942754535373f639484a8e13d58064
org.finos.legend.engine	legend-engine-xt-functionActivator-generation	4.78.6		02e52caa8e42e434270fe1bc0629fa5488cc9b02
org.finos.legend.engine	legend-engine-xt-functionActivator-generation	4.79.0		83f0f0ea88c7797fbc1b1620888c78d00533d1e0
org.finos.legend.engine	legend-engine-xt-functionActivator-generation	4.80.0		10883042cb3ef7df28c1e5da24b304653fbf464c
org.finos.legend.engine	legend-engine-xt-functionActivator-generation	4.81.0		f2d965413b07a652a431ea1617af1e43ce5a90d2
org.finos.legend.engine	legend-engine-xt-functionActivator-generation	4.82.0		69cde6091c747959e38f78ad135cc0b20637d1f4
org.finos.legend.engine	legend-engine-xt-functionActivator-generation	4.83.0		0aa81642c43e786f1c6f2dd590399e51f781c73c
org.finos.legend.engine	legend-engine-xt-functionActivator-generation	4.83.1		c0a40e8854bc40b140905b7b616935425630979b
org.finos.legend.engine	legend-engine-xt-functionActivator-generation	4.83.2		5edfd89222436a77d431fc5ee821c381cda9f8a1
org.finos.legend.engine	legend-engine-xt-functionActivator-generation	4.83.3		15a7d3b1c9eaaf881abd72ebcdf098db295fb3f0
org.glassfish.external	opendmk_jdmkrt_jar	1.0-b01-ea		857c08ca1d9f849898e823bc6e8949196ec43554
org.grails	grails-validation	2.4.0		9c35273d2fcc138ea554bea839ad13adc61c4639
org.grails	grails-validation	2.4.0.M2		3c477a56842b5620af5675a553b8cd2d454f094a
org.grails	grails-validation	2.4.0.RC1		de61a55f047d44c5a20e631387a36602c77ce226
org.grails	grails-validation	2.4.0.RC2		48e89ca205f90fb22206de654789097ffa64fd9f
org.grails	grails-validation	2.4.1		f1e6a348de2ecbc642a3e67007dc61073f2963bf
org.grails	grails-validation	2.4.2		0f5f11baa1deafce99f22fd93266c9e0386911a2
org.grails	grails-validation	2.4.3		0a5927f6f57f6a2311d1636fb5531aedceb78bc5
org.grails	grails-validation	2.4.4		f81aae9f547f3bacecea801bf3bde47a305a4a67
org.grails	grails-validation	2.4.5		2a2daae3cc58de4a280a0a57934dde820a28fc2a
org.grails	grails-validation	2.5.0		e3972f90daf69f191056794cfd9da187310c2115
org.grails	grails-validation	2.5.1		82bbf62ac7e9fc8cfda8ce0761c39dd44c8b1b7d
org.grails	grails-validation	2.5.2		5ff5c9ec31aa6e6c851b8f1961081edb5df599ca
org.grails	grails-validation	2.5.3		5f9100a983e09324016930d5bc3f16b1f2cce96c
org.grails	grails-validation	2.5.4		e55f97886524cb29d29057ae2299784fd71ca407
org.grails	grails-validation	2.5.5		3552d1e907a58073268c34fdeb443dfe4cab8112
org.grails	grails-validation	2.5.6		aed69ca178a5dc6496e3c0367acf1c96e58e1ef8
org.grails	grails-validation	3.0.0		36c9b89b8d66be91ac1454a5e9ec6a7bdfea8635
org.grails	grails-validation	3.0.0.RC2		b41dddab50eb7d82aa5efe3eb1a5b2db74fe84c3
org.grails	grails-validation	3.0.0.RC3		94a59e06aa1c0209ad80bc4a8c311a49da3db070
org.grails	grails-validation	3.0.1		890ce702b915564a0c294a787b26ef986bdbadd8
org.grails	grails-validation	3.0.10		a5fed0dfec0e58ce726979bd64d12699a146ba18
org.grails	grails-validation	3.0.11		88662615c11b038d9d24da5ca6a9f931a53ede19
org.grails	grails-validation	3.0.12		4d9805e396387a28cf9c80213ad6620f5159de2c
org.grails	grails-validation	3.0.13		55601d6eee15305dafd2cd42425f785018985fff
org.grails	grails-validation	3.0.14		f4919951af2062d075e9db1defacc04534938ae9
org.grails	grails-validation	3.0.15		3eaf7053f04356d35ef3feeac41463d168ebb5d1
org.grails	grails-validation	3.0.16		bdfb4760b93768744bbf8ddf6df533f8939d09dd
org.grails	grails-validation	3.0.17		75a0b75d75307b95fc3e0c0ac3a4f76861f80005
org.grails	grails-validation	3.0.3		523ee3f97a7c10be4bd4c311d1e907eb8dcf1390
org.grails	grails-validation	3.0.4		ded4a8876e44023448b39531b12187bc159727be
org.grails	grails-validation	3.0.5		fde77f3b56165be3424ad0b5b98261ebdee0f3fa
org.grails	grails-validation	3.0.6		7c372d4e1960867bd6b1fe77dad56c746cf445b4
org.grails	grails-validation	3.0.9		2d4e48e14f62537f5643ecbb8c64f71cf38d1031
org.grails	grails-validation	3.1.0		eb8788fb296ff78784ab193aa57c8ad80a38ef08
org.grails	grails-validation	3.1.0.M2		bc3cc8425b08da56811a5fd630455288842f36da
org.grails	grails-validation	3.1.0.M3		a005bf0fda5e7a4ee61505703296ca16b9d7ea0a
org.grails	grails-validation	3.1.0.RC1		536b2876f7fed748f179954d955acc5ebb1725f7
org.grails	grails-validation	3.1.0.RC2		2b5dbc132c88983a7ed3213db461261dc03b0f44
org.grails	grails-validation	3.1.1		05642dd5ca0fe80f586b6312bebe355e9a948306
org.grails	grails-validation	3.1.10		a57f0f530e187b5aa6a7f97e836724205c1f5e47
org.grails	grails-validation	3.1.11		bfa7ac271bb28fbf077cc65c34ad77f158c6b9a9
org.grails	grails-validation	3.1.12		9f8d1ead3b0295821470303ce67f04a813dc0d4f
org.grails	grails-validation	3.1.13		1e99b9b788dfc65bfa6f90a7e0a145c061141c4e
org.grails	grails-validation	3.1.15		2c0088e89ede1515834dc02313cced049595838c
org.grails	grails-validation	3.1.16		a08e1f43ef23c8d2070c69211d6c1b0ee7fb91eb
org.grails	grails-validation	3.1.2		8b9b82b1ee7006568e5ec3abbdd1dcfeb3cf166f
org.grails	grails-validation	3.1.3		228899dff7524f80ed49b9b3651d9ca6924d9b7a
org.grails	grails-validation	3.1.4		bc8c91a7f91d200bb566270e6e450a9fbd86fa42
org.grails	grails-validation	3.1.5		4ca5d8aaa991c5ea206cb585c56f0a1fb054a154
org.grails	grails-validation	3.1.6		e064d5cbf6ba829f91af22253c6cfc689aeb0f56
org.grails	grails-validation	3.1.7		304d25b05b141fdd21055a708407021b71cb1a07
org.grails	grails-validation	3.1.9		e226b83f04901e2a68bf7797a0f6478c0f15c627
org.grails	grails-validation	3.2.0		57faf254dff1f0856361afbd90aa44b6a9c6765e
org.grails	grails-validation	3.2.0.M1		3d0072a61ddf4cffcff244f566d222c353fe9216
org.grails	grails-validation	3.2.0.M2		bc46b103d41e73f6590542f694d867c15f1335a3
org.grails	grails-validation	3.2.0.RC1		756336e0b7cb33e64cd91a653c162ba86184f094
org.grails	grails-validation	3.2.0.RC2		f920c79a86ae164b38b4cd99530c0ec659d9a7e0
org.grails	grails-validation	3.2.1		90b69bc08ef94a3a35733c3894582f698701a1bb
org.grails	grails-validation	3.2.10		2f60d920b219cc43881d0701cab7d821ea42a0af
org.grails	grails-validation	3.2.11		a74ffc7b1ec19aab1da9d3a18789355ce0d32e41
org.grails	grails-validation	3.2.12		fe571c9c8a73cee2d05059ca12f90226b9fb47b6
org.grails	grails-validation	3.2.4		e30f814f92b07cf137dc9eb6433df73ab6644639
org.grails	grails-validation	3.2.5		4501d0f6de52ea9d35f7b4ce7056a85c023425ee
org.grails	grails-validation	3.2.6		16ba1edd7c388697a8a5c6c31342d51eb9d3dd7b
org.grails	grails-validation	3.2.7		d0369a5aac0bb4725ef1b1ce481e57de8e105f19
org.grails	grails-validation	3.2.8		176bdf11c9c75ffc193e18c0054de3e31cd0b952
org.grails	grails-validation	3.2.9		b0e856c6418acd784f96a1099413fb2c7e6294d1
org.grails	grails-validation	3.3.0		6b4f40ddf6245fe52649320432fd34cd48c57883
org.grails	grails-validation	3.3.0.M1		dfb81b074e45628ad4a7d414ae917bac0c9c921c
org.grails	grails-validation	3.3.0.M2		bf26259503c39527b07801858bb8198611790b3a
org.grails	grails-validation	3.3.0.RC1		1b4a53d406af656e21ae34f0a7df9dcd8027347a
org.grails	grails-validation	3.3.1		f66663f58eb6968dbf7a14aba50bdfe0df7e4e00
org.grails	grails-validation	3.3.10		1132f3d75b25d7eb46ed1adcb5b5d3faefa3ca55
org.grails	grails-validation	3.3.13		db841ad92ef229221ed014ecb87b278931a88ff6
org.grails	grails-validation	3.3.14		31db235c235f62c20ac16710791c3d8e6b9a8e18
org.grails	grails-validation	3.3.15		62c984b62a2a17aaaf5d985291fb70a25ae20178
org.grails	grails-validation	3.3.16		60a38d02a7ff716a0ce486e3c4860e6f44a070d9
org.grails	grails-validation	3.3.17		49bee3b5cf319868a27514dfad85424be5218a8f
org.grails	grails-validation	3.3.18		bed26f5b858db513963dd26940eab8fbef5d39fc
org.grails	grails-validation	3.3.2		16cf0c543e837868810cbc27916f099bf3ea5eb0
org.grails	grails-validation	3.3.3		98f256f887d87862f9950c3b56eed4776f88be43
org.jdtaus.banking	jdtaus-banking-spi	1.0		f1e429932ccf04e3163bf0edb7e1ae818d0dcfd6
org.jdtaus.banking	jdtaus-banking-spi	1.0-beta-1		08669d0bc91ab7cc501885a111c6ef1cd904109e
org.jdtaus.banking	jdtaus-banking-spi	1.0-beta-2		08a6f3b18d0261e2bc1c9c6b28153ffe3d718447
org.jdtaus.banking	jdtaus-banking-spi	1.0-beta-3		3b6f7dde52d3635ab0e71bf30a416c66a848b3fb
org.jdtaus.banking	jdtaus-banking-spi	1.0-beta-4		41dd38217b7dacbe8c63d5ad7bba2788d368aae1
org.jdtaus.banking	jdtaus-banking-spi	1.0-beta-5		0fa5819de1cdfceaf43e57cb9a934a9262454792
org.jdtaus.banking	jdtaus-banking-spi	1.0-beta-6		7e8d8e083e3b9773ccdd8b09155f2a8dbeeea5d7
org.jdtaus.banking	jdtaus-banking-spi	1.1		0ec6fed6832b9539e6c2c69c35184c85f525aaec
org.jdtaus.banking	jdtaus-banking-spi	1.10		46520e92a116161e803dea8cdda1cfd764a76df5
org.jdtaus.banking	jdtaus-banking-spi	1.11		06e45a76d898287849ead3a1a8ac159a0e011c69
org.jdtaus.banking	jdtaus-banking-spi	1.11.1		261dd66290b0316fac7570356665ba7de00ac1c1
org.jdtaus.banking	jdtaus-banking-spi	1.11.2		a8f3bd26efdec9629c5db82945c0320dc6c3e5ec
org.jdtaus.banking	jdtaus-banking-spi	1.11.3		b4feaf5517a1e5f64ace267af0ac29474e38c9d4
org.jdtaus.banking	jdtaus-banking-spi	1.11.4		c35aedf5e6db857be84f21752f7c54017dd59ab3
org.jdtaus.banking	jdtaus-banking-spi	1.11.5		83c2e90cf408c56eac141f9bcee1632024c076bc
org.jdtaus.banking	jdtaus-banking-spi	1.11.6		e7c90915ed3a942b1ad7359b5274e820e48bf346
org.jdtaus.banking	jdtaus-banking-spi	1.11.7		decf7fad6403f3cf7e84e4dd2b1b3ae9e0ad789e
