activemq	jaxb-impl	20050407	-	4d45daa19e7e8e941753133ce3a780f3076c0abb
dev.alphaserpentis.web3	aevo4j	1.1.1	-	84eb8d5b0093fc2c54362084f71e53d75d22d914
dev.alphaserpentis.web3	aevo4j	1.2.0	-	cb010495079cfc1f183db2ca0f23602ffa7948e2
dev.chopsticks	zio-schema-thrift_2.12	0.1.10	-	96fc4e19ebf5845bef2dce6164bc8ef2e776e84f
dev.chopsticks	zio-schema-thrift_2.12	0.1.11	-	daa1efb5c7cdae65c616bfd8611051be117cd6da
dev.chopsticks	zio-schema-thrift_2.12	0.1.12	-	b2fe6e44fc4ad4c4bc90d311ff8505a784436f6c
dev.gitlive	firebase-firestore-iosx64	1.10.0	1.10.0-metadata	a21054f4dbed179eae72596784305db782b837de
dev.gitlive	firebase-firestore-iosx64	1.10.1	1.10.1-metadata	d21e2b6f47c2c6cde97e43c2e0476d662fb3cb4d
dev.gitlive	firebase-firestore-iosx64	1.10.2	1.10.2-metadata	2acd4db1edd15a5625fefd8ebb4104406ba8e93d
dev.gitlive	firebase-firestore-iosx64	1.10.3	1.10.3-metadata	26d50cb4d38b1eeb59082c9474e7fa173a386d3c
dev.gitlive	firebase-firestore-iosx64	1.10.4	1.10.4-metadata	bcc534d3291ff1d5159f048a06d9d0420511deb1
dev.gitlive	firebase-firestore-iosx64	1.11.0	1.11.0-metadata	d710042347e84533a5494f661cfd384f96355198
dev.gitlive	firebase-firestore-iosx64	1.11.1	1.11.1-metadata	d55a3bb92aa7251d83b23843451f4f6a12492721
dev.gitlive	firebase-firestore-iosx64	1.12.0	1.12.0-metadata	09d6a52075323c4b4e82f4b3ea66b42c14ce1d55
dev.gitlive	firebase-firestore-iosx64	1.13.0	1.13.0-metadata	00ed254ae09b84749e3b132d3f3b953df9c89ebc
dev.gitlive	firebase-firestore-iosx64	1.8.0	1.8.0-metadata	959db9f4c05ac09e7d7ad664dadfcae15eb02795
dev.gitlive	firebase-firestore-iosx64	1.8.1	1.8.1-metadata	9ec2dffe48d5db91c0859ee5ab0e12b12e845aab
dev.gitlive	firebase-firestore-iosx64	1.8.2	1.8.2-metadata	d544dda279b187bbc0ea78a38f3aae1f2d31415d
dev.gitlive	firebase-firestore-iosx64	1.9.0	1.9.0-metadata	4941ae6ddd93d0a89b8159cf06a674b9c0578723
dev.gitlive	firebase-firestore-iosx64	2.0.0	2.0.0-metadata	3dbd0c822ad60326f4ab12edd3607385e673445b
dev.gitlive	firebase-firestore-iosx64	2.1.0	2.1.0-metadata	ee4e3e94f5a2628f7e28c8c7dd19a37f37ea3dda
dev.inmo	micro_utils.pagination.compose	0.24.8	-	77d3cc70674eb317552ad87818a3a5b23f1e5dd8
dev.inmo	micro_utils.pagination.compose	0.24.9	-	11198a7ebb87ac80671cfbbd7c856bd7dc217250
dev.inmo	micro_utils.pagination.compose	0.25.0	-	11198a7ebb87ac80671cfbbd7c856bd7dc217250
dev.inmo	micro_utils.pagination.compose	0.25.1	-	c18f0d593e6fc1c51df21258cf6c4a92675980ae
dev.inmo	micro_utils.pagination.compose	0.25.2	-	c18f0d593e6fc1c51df21258cf6c4a92675980ae
dev.inmo	micro_utils.pagination.compose	0.25.3	-	c6398ab0ab4503394a9be32a89c183081ef536f6
dev.inmo	micro_utils.pagination.compose	0.25.4	-	c6398ab0ab4503394a9be32a89c183081ef536f6
dev.inmo	micro_utils.pagination.compose	0.25.5	-	592fa733e9d827a137f9f72a16419fe6a0bdbb33
dev.inmo	micro_utils.selector.common-metadata	0.4.24	-	10ff6e950f86ee4f616a44a20f2c86bbd7ccb065
dev.inmo	micro_utils.selector.common-metadata	0.4.25	-	925de4df917105a9c6cff111d7cbbf9f461f6227
dev.inmo	micro_utils.selector.common-metadata	0.4.26	-	9775f8d9ef3913d3d83942bd817502bd32a44825
dev.inmo	micro_utils.selector.common-metadata	0.4.27	-	69262d81dac0163a8f51d5486546855db4888afe
dev.inmo	micro_utils.selector.common-metadata	0.4.28	-	ccf0de0dd5810dd5f6d34cc4423b65d9f404fe48
dev.inmo	micro_utils.selector.common-metadata	0.4.29	-	359d0b73876442a1e9ba0a6f41bd1eadbbd39ba7
dev.inmo	micro_utils.selector.common-metadata	0.4.30	-	54602f0bb7d71fcc2f4c429590eeced009c54981
dev.inmo	micro_utils.selector.common-metadata	0.4.31	-	0145ad38c853ab4bdc0c8927b524b0e4fa0427ee
dev.inmo	micro_utils.selector.common-metadata	0.4.32	-	481c0414e47237ec73ad1bbdf36395e3b89b3922
dev.inmo	micro_utils.selector.common-metadata	0.4.33	-	cb11439466d4156db4c913aeed67c0097f91376b
dev.inmo	micro_utils.selector.common-metadata	0.4.34	-	3eb9bf4108784277fef3d42ed62adf75cac50777
dev.inmo	micro_utils.selector.common-metadata	0.4.35	-	2a9bbc9877e2b45430dfbdc72ef621126e74c9bf
dev.inmo	micro_utils.selector.common-metadata	0.4.36	-	fa66095517c6889d2be2c66bfa12399e46fc318a
dev.lightdream	pixelmon-1.19	0.0.1	-	8d9d98e5bbd62f4edea32bdc1fe3dc78641807f0
dev.optics	monocle-state_3	3.0.0	-	92fa3bd11abbcb626efa4e2993e3032596c436bd
dev.optics	monocle-state_3	3.0.0-RC2	-	17816df30334d41a4cd10f537640255a035d00c5
dev.optics	monocle-state_3	3.1.0	-	43f991e4a6c65f2b13c3341dc9157405a67b40db
dev.optics	monocle-state_3	3.2.0	-	1d247b291cb90abf694f2cbba1d4a23e285dbc5c
dev.optics	monocle-state_3	3.3.0	-	753eb03ec4dd1134084a456c74e85f2d2839aca5
dev.programadorthi.routing	core-stack-macosx64	0.0.10	0.0.10-metadata	956ad767a26e41219706dae056710eeeb70c9314
dev.programadorthi.routing	core-stack-macosx64	0.0.2	0.0.2-metadata	2b3154351758c45546c7621ad201a0aad1589c7d
dev.programadorthi.routing	core-stack-macosx64	0.0.3	0.0.3-metadata	edaa1178d9a9ebf848973021adf5a04045f20174
dev.programadorthi.routing	core-stack-macosx64	0.0.4	0.0.4-metadata	eeaa3c83f439ab73e0ddb8c94b90c4d516d4a85e
dev.programadorthi.routing	core-stack-macosx64	0.0.5	0.0.5-metadata	4e7ca52197ce05de48acb3859d14f4f8a34c7e56
dev.programadorthi.routing	core-stack-macosx64	0.0.6	0.0.6-metadata	000d7eac3a5525fea7dc501d987d320399902016
dev.programadorthi.routing	core-stack-macosx64	0.0.7	0.0.7-metadata	f9d7a4d954d4368dbd7621a110e71e67a8d78fe7
dev.programadorthi.routing	core-stack-macosx64	0.0.8	0.0.8-metadata	531bf4e71d6eea8207ff6cc71f9677796180e1de
dev.programadorthi.routing	core-stack-macosx64	v0.0.1	v0.0.1-metadata	501ff3402f0faf1c2f28fba7e8ed115149360c7b
dev.teogor.sudoklify	sudoklify-seeds-macosarm64	1.0.0-beta03	1.0.0-beta03-metadata	94339cb5bdbaaa038f849873477e6c324a8539fe
dev.yidafu.loki.core	loki-core	0.0.1	-	5876795a680b7ea8ea77044b61f922843d3170d9
dev.zio	zio-aws-apigatewaymanagementapi_2.13	5.17.102.7	-	07adf20037b623a08e2bbb05d09c4a710037991d
dev.zio	zio-aws-apigatewaymanagementapi_2.13	5.17.102.8	-	38ecfc8622186d46daa630cb81c7386c65302abf
dev.zio	zio-aws-apigatewaymanagementapi_2.13	5.17.102.9	-	823624b871cf1ce3ef08249bc8aa873239073675
dev.zio	zio-aws-apigatewaymanagementapi_2.13	5.17.103.1	-	696a9d2c0f165e239646ba9032f9ec7d95cd941b
dev.zio	zio-aws-apigatewaymanagementapi_2.13	5.17.104.1	-	39df1bf57732ad2fb887a9ef332d85550908fe55
dev.zio	zio-aws-apigatewaymanagementapi_2.13	5.17.104.10	-	240970d80d2e9bb612f98b218146b9669e23e517
dev.zio	zio-aws-apigatewaymanagementapi_2.13	5.17.104.11	-	804599d9ff5e20f1f80eaf84076f36f85b42ac94
dev.zio	zio-aws-apigatewaymanagementapi_2.13	5.17.104.12	-	373f8086b98b2a50c7c252bdc845be085057e6e5
dev.zio	zio-aws-apigatewaymanagementapi_2.13	5.17.104.13	-	100e34b9dde907afed1466dc7c102d325c2198b3
dev.zio	zio-aws-apigatewaymanagementapi_2.13	5.17.104.2	-	b857e8637684f3b56b3f59d3c7d9911a6810cda8
dev.zio	zio-aws-apigatewaymanagementapi_2.13	5.17.104.3	-	25338380f3c8d4da89c6acc288cfff26c26dd61d
dev.zio	zio-aws-apigatewaymanagementapi_2.13	5.17.104.4	-	35ee79c0b0091554dc58dcc75d352592eecaa2f3
dev.zio	zio-aws-apigatewaymanagementapi_2.13	5.17.104.5	-	c8edd4d45fe38c233312674e56db59eeafd29193
dev.zio	zio-aws-apigatewaymanagementapi_2.13	5.17.104.7	-	c3f9ca435401577a0004d9e232a90bead51fe903
dev.zio	zio-aws-apigatewaymanagementapi_2.13	5.17.104.8	-	c05a06d7fa0caeb29eaa26656f37cf9d66656b52
dev.zio	zio-aws-apigatewaymanagementapi_2.13	5.17.104.9	-	21d0318f2ece5b6ab47c692d3a338f9f79c077ea
dev.zio	zio-aws-apigatewaymanagementapi_2.13	5.17.112.1	-	0f414f5008f190a17054bec886610688795a1731
dev.zio	zio-aws-apigatewaymanagementapi_2.13	5.17.113.1	-	2acf48046bb7400bec5dfdd0e92b3c07ef3ae477
dev.zio	zio-aws-apigatewaymanagementapi_2.13	5.17.115.1	-	7059ddad6f3975b02880ec4a40696a286554a64b
dev.zio	zio-aws-apigatewaymanagementapi_2.13	5.17.116.1	-	07bb29a3fc7fba34383c59ea871884f576424967
dev.zio	zio-aws-apigatewaymanagementapi_2.13	5.17.116.2	-	b688660d118695a73b77f181cb325fb3746013d4
dev.zio	zio-aws-apigatewaymanagementapi_2.13	5.17.121.2	-	edf734059b1ce3faadcf241fb188f27f179868f1
dev.zio	zio-aws-apigatewaymanagementapi_2.13	5.17.121.3	-	007c868296365f95569b3ebb20a0d71c044388a8
dev.zio	zio-aws-apigatewaymanagementapi_2.13	5.17.122.1	-	2fe1635772efac594bbb0e506db62f6d3b5d184c
dev.zio	zio-aws-apigatewaymanagementapi_2.13	5.17.123.1	-	c20dbeee2dde2b8cfce9408d500dd15f24114eb0
dev.zio	zio-aws-apigatewaymanagementapi_2.13	5.17.123.2	-	f56c4631f23c2e5cf4f75303ae15293b993334c1
dev.zio	zio-aws-apigatewaymanagementapi_2.13	5.17.124.1	-	57e0781b09214142c504a6a44df156e607045f3e
dev.zio	zio-aws-apigatewaymanagementapi_2.13	5.17.124.2	-	90c3aa59fa731d3ae527c47242f28d42c56159d5
dev.zio	zio-aws-apigatewaymanagementapi_2.13	5.17.124.3	-	e4bd99a6a4398fcd5f1ebfa1fa46398fda82ceb0
dev.zio	zio-aws-apigatewaymanagementapi_2.13	5.17.125.1	-	7d15dcabd07524945d834cde72538addb33db9a5
dev.zio	zio-aws-apigatewaymanagementapi_2.13	5.17.126.1	-	183a2126807218e502d71cdbb317f421b54c303a
dev.zio	zio-aws-apigatewaymanagementapi_2.13	5.17.126.2	-	9cfe29064d5cf329e013250e1b0b10696b0638e6
dev.zio	zio-aws-apigatewaymanagementapi_2.13	5.17.127.1	-	5977614991eac63e8c8732f2504a23310f65b348
dev.zio	zio-aws-apigatewaymanagementapi_2.13	5.17.127.2	-	ac7a76521e7fd9866d009aa3b991606d56dd0f17
dev.zio	zio-aws-apigatewaymanagementapi_2.13	5.17.128.1	-	5d8d45cb89bfffd6ffab2d5ee1346a4b14de530a
dev.zio	zio-aws-apigatewaymanagementapi_2.13	5.17.129.1	-	f32dc7f2d22b6cf5e02609fc1041cde02f2c6742
dev.zio	zio-aws-apigatewaymanagementapi_2.13	5.17.129.2	-	32aa04b64cf9f357f21e8f6b0b093f59c96822c9
dev.zio	zio-aws-apigatewaymanagementapi_2.13	5.17.129.3	-	f1b0b2c4c30b937252a046aeb14ec492f14ebfba
dev.zio	zio-aws-apigatewaymanagementapi_2.13	5.17.130.1	-	b20b2e661711208e66fe1796defd53ff18a3ca40
dev.zio	zio-aws-apigatewaymanagementapi_2.13	5.17.130.2	-	52b962b4dfebd3ab43c3ecf629d4aa5a502b39d4
dev.zio	zio-aws-apigatewaymanagementapi_2.13	5.17.130.3	-	32fce42173e0d36de0eac1dc491b948913a74bfd
dev.zio	zio-aws-apigatewaymanagementapi_2.13	5.17.130.5	-	76d0ec98e00d61b8a885010b53eaad0c61493657
dev.zio	zio-aws-apigatewaymanagementapi_2.13	5.17.130.6	-	80a2090405e7fa8b12f11f1a660b9d337bdbb660
dev.zio	zio-aws-apigatewaymanagementapi_2.13	5.17.130.7	-	f19b6c9c45a5788fcefd5121979ba282e031d1f3
dev.zio	zio-aws-apigatewaymanagementapi_2.13	5.17.130.8	-	21485071c9f39298b73b6774c47984527c3d8363
dev.zio	zio-aws-apigatewaymanagementapi_2.13	5.17.144.1	-	93611e8316bde86c5e3dc34cc0c5f0f6f6674fd9
dev.zio	zio-aws-apigatewaymanagementapi_2.13	5.17.145.1	-	a14a680288a15642649ca3d395a19352cd33340a
dev.zio	zio-aws-apigatewaymanagementapi_2.13	5.17.146.1	-	0f145946ee324df45623de0760a52af3c24bf600
dev.zio	zio-aws-apigatewaymanagementapi_2.13	5.17.146.2	-	c2b43ea51f63383c4fba6cd935d2ff5c45679de4
dev.zio	zio-aws-apigatewaymanagementapi_2.13	5.17.147.1	-	0468874ba2c869756283e80fbad5a8988db146ef
dev.zio	zio-aws-apigatewaymanagementapi_2.13	5.17.148.1	-	446271cbe9c5e08f98ee1f3ee5dd071d43915562
dev.zio	zio-aws-apigatewaymanagementapi_2.13	5.17.149.1	-	9663ef99718e0d71777d55cd60aea28fdfb4af86
dev.zio	zio-aws-apigatewaymanagementapi_2.13	5.17.150.1	-	0ce55d5f7d8e6265add344952586ddc5be8cbf26
dev.zio	zio-aws-apigatewaymanagementapi_2.13	5.17.151.1	-	0decfd2f73b34fe1beca9fcd660bed80052e6a5d
dev.zio	zio-aws-apigatewaymanagementapi_2.13	5.17.151.2	-	61bf522dafa32b161be2d882abfac25b3259399d
dev.zio	zio-aws-apigatewaymanagementapi_2.13	5.17.152.1	-	6686c6d658fb6e910b4fa292b550eb4df14d2203
dev.zio	zio-aws-apigatewaymanagementapi_2.13	5.17.153.1	-	aa002a37495ade37a3c1e54bc445cb587eef295f
dev.zio	zio-aws-apigatewaymanagementapi_2.13	5.17.153.2	-	838ea324ee66951c4b2dd47193f94ba31a1ce128
dev.zio	zio-aws-apigatewaymanagementapi_2.13	5.17.153.3	-	79f7b7a1ea3354b07b8ef168a555a68046bf024b
dev.zio	zio-aws-apigatewaymanagementapi_2.13	5.17.154.1	-	2049a159a5cabc26e7a03b61d1bfb1c4baa4851f
dev.zio	zio-aws-apigatewaymanagementapi_2.13	5.17.155.1	-	4d605a764fc9a7ecc7885ad574e2891351d48900
dev.zio	zio-aws-apigatewaymanagementapi_2.13	5.17.155.2	-	c5524a45d4690381bb89dc250f02d0c47ad37655
dev.zio	zio-aws-apigatewaymanagementapi_2.13	5.17.157.1	-	110c4178e9168dcaa6db18921b9e0d980f66f527
dev.zio	zio-aws-apigatewaymanagementapi_2.13	5.17.157.2	-	f58362090c95e028030050d0ad92b89ebbbd7734
dev.zio	zio-aws-apigatewaymanagementapi_2.13	5.17.158.1	-	d3172665f1beb58592d52fba73338ba2d819774a
dev.zio	zio-aws-apigatewaymanagementapi_2.13	5.17.158.2	-	badf9f25a6040de23420ab88f0e1bb6fdd6019a5
dev.zio	zio-aws-apigatewaymanagementapi_2.13	5.17.158.3	-	995542bdda861d8638ba97c2c37cbbb9a7380e84
dev.zio	zio-aws-apigatewaymanagementapi_2.13	5.17.158.4	-	b96ceef09056e69d9de4d2004e7d1034772211e3
dev.zio	zio-aws-apigatewaymanagementapi_2.13	5.17.160.1	-	7e01154abe429188f08c15d1bd7955e0f8613b17
dev.zio	zio-aws-apigatewaymanagementapi_2.13	5.17.161.1	-	68c0dd37280f4721847aa434bd8d1bf4f4bba7f6
dev.zio	zio-aws-apigatewaymanagementapi_2.13	5.17.161.2	-	4908e8343550c3181d602b9a33e385969f204496
dev.zio	zio-aws-apigatewaymanagementapi_2.13	5.17.162.1	-	56f614786030ccbfcd53f3cfb2676e781e88fb5a
dev.zio	zio-aws-apigatewaymanagementapi_2.13	5.17.162.2	-	5257b3f86b315a29a894ded8895060a84e53c408
dev.zio	zio-aws-apigatewaymanagementapi_2.13	5.17.162.3	-	c1c64f1451af390a89a814a42cea9d38fcc6f6cf
dev.zio	zio-aws-apigatewaymanagementapi_2.13	5.17.163.1	-	2aaf45a3191a234d21d6e4a70704dfdccf3d87ea
dev.zio	zio-aws-apigatewaymanagementapi_2.13	5.17.164.1	-	3682cdb8515faaff43366889b775a3450f0c5d55
dev.zio	zio-aws-apigatewaymanagementapi_2.13	5.17.166.1	-	6be653e79c50a3ca72eae114eb86d22986f03cf0
dev.zio	zio-aws-apigatewaymanagementapi_2.13	5.17.166.2	-	08f457249cb7f9ad5b401aa9c71283b1ee996063
dev.zio	zio-aws-apigatewaymanagementapi_2.13	5.17.166.3	-	52a1a783cd2f721caf0abc689a903bf518e62abf
dev.zio	zio-aws-apigatewaymanagementapi_2.13	5.17.167.1	-	1be63c5c592f7c2b0785c95ba6da50e01715bb93
dev.zio	zio-aws-apigatewaymanagementapi_2.13	5.17.168.1	-	4c0109837dc88b4adb8642466413ff50075ca9d6
dev.zio	zio-aws-apigatewaymanagementapi_2.13	5.17.169.1	-	a19de5741580055133ccfbbf2a3fc9c3783da9ad
dev.zio	zio-aws-apigatewaymanagementapi_2.13	5.17.170.1	-	ca56988e1ec85efbaedb4af345df678baac006c7
dev.zio	zio-aws-apigatewaymanagementapi_2.13	5.17.171.1	-	11ecec6981d31bf9789b2969bddb82f54c940898
dev.zio	zio-aws-apigatewaymanagementapi_2.13	5.17.172.1	-	1adee22e55ae935181321950a3c4f086296a804d
dev.zio	zio-aws-apigatewaymanagementapi_2.13	5.17.172.2	-	aa224f34d93152f653983dbc41519214affde131
dev.zio	zio-aws-apigatewaymanagementapi_2.13	5.17.174.1	-	1d4db55dbff9f2a1c11b7f5d3c667af962de4f9d
dev.zio	zio-aws-apigatewaymanagementapi_2.13	5.17.175.1	-	1ec4b4ad8cb7202f1fe56dd456b9ed6f192e1d73
dev.zio	zio-aws-apigatewaymanagementapi_2.13	5.17.176.1	-	b2f0fef921ae4062263891c5228eb2e5539ab361
dev.zio	zio-aws-apigatewaymanagementapi_2.13	5.17.176.2	-	8f470312b0c49fd299be0a15eb9a46d2974a2b60
dev.zio	zio-aws-apigatewaymanagementapi_2.13	5.17.177.1	-	ff84b7143f3d51d63815c1342aca200b3ec01a8e
dev.zio	zio-aws-apigatewaymanagementapi_2.13	5.17.178.1	-	1dea767e4d21e506c2fd6fe20b17685417292aca
dev.zio	zio-aws-apigatewaymanagementapi_2.13	5.17.181.1	-	76022c8a0803f0e358f8b18c779a620e0cd52ea2
dev.zio	zio-aws-apigatewaymanagementapi_2.13	5.17.182.1	-	cfaec6f5fa61b9644dbdcf531d18c97aca07b5e2
dev.zio	zio-aws-apigatewaymanagementapi_2.13	5.17.183.1	-	3f6efc131b991a3172744fe730936afdd224c280
dev.zio	zio-aws-apigatewaymanagementapi_2.13	5.17.184.1	-	27b0854973515c34a85b891808d8eab44c1da441
dev.zio	zio-aws-apigatewaymanagementapi_2.13	5.17.186.1	-	717cccdc2058c204617d3e4944ff696d05ee4bcc
dev.zio	zio-aws-apigatewaymanagementapi_2.13	5.17.187.1	-	0cde0fefc91a9223e7ed05ecd73529838c258d5b
dev.zio	zio-aws-apigatewaymanagementapi_2.13	5.17.188.1	-	ccd870e9c248e0a694a95a880243ab2042b6051c
dev.zio	zio-aws-apigatewaymanagementapi_2.13	5.17.190.1	-	aadcfd6eb2ed2901bd0c15e09a6cf4b76d34b346
dev.zio	zio-aws-apigatewaymanagementapi_2.13	5.17.190.2	-	c8484d4e94c6d610c3c7f82170fb5e107d942d3c
dev.zio	zio-aws-apigatewaymanagementapi_2.13	5.17.191.2	-	781d6a3ec5b90791e1ff73bc2b13c05bf5916884
dev.zio	zio-aws-apigatewaymanagementapi_2.13	5.17.193.1	-	eefe385215e84b9bf2de0344f9633b904e0bc17f
dev.zio	zio-aws-apigatewaymanagementapi_2.13	5.17.193.2	-	a06c1be5cb8a125a0fa3fb81a25113332b35c441
dev.zio	zio-aws-apigatewaymanagementapi_2.13	5.17.194.1	-	a14fb61c97828b6bfbc3a1bc2bf5acba3da4fa1c
dev.zio	zio-aws-apigatewaymanagementapi_2.13	5.17.195.1	-	24ba814d5f97d6fabb88b2c7109db0c6f7b1d754
dev.zio	zio-aws-apigatewaymanagementapi_2.13	5.17.195.2	-	a650c81d93b61db6236629745e5e66b3979757e4
dev.zio	zio-aws-apigatewaymanagementapi_2.13	5.17.195.3	-	bb76a23ff98c6ef4b8910619d54f0c1bb2bdba3d
dev.zio	zio-aws-apigatewaymanagementapi_2.13	5.17.196.1	-	d7b41d544ad1955437a712d730ecd4cd6aba47c0
dev.zio	zio-aws-apigatewaymanagementapi_2.13	5.17.197.1	-	f3f53629309d212d47f9599b37f9b2c470dba7a2
dev.zio	zio-aws-apigatewaymanagementapi_2.13	5.17.197.2	-	ad5df618f3039c5acf4fe5ef453060dbd8a99ed7
dev.zio	zio-aws-apigatewaymanagementapi_2.13	5.17.201.1	-	79f352dc29683d0701608064ea6590e1ecad6c91
dev.zio	zio-aws-apigatewaymanagementapi_2.13	5.17.201.2	-	e54bec48322faaf418305d8804580ef891265992
dev.zio	zio-aws-apigatewaymanagementapi_2.13	5.17.202.1	-	32f16f0278b558d49008ab0c6032ba52c2f7cb56
dev.zio	zio-aws-apigatewaymanagementapi_2.13	5.17.203.1	-	b755da6479ac66fb4b9416c58d52cfb7bf2d829a
dev.zio	zio-aws-apigatewaymanagementapi_2.13	5.17.203.2	-	2d19ace0f39027d640d66a935243114e444e5936
dev.zio	zio-aws-apigatewaymanagementapi_2.13	5.17.204.1	-	9c8b4d2ac610cca07b87bd4140b41f744559296e
dev.zio	zio-aws-apigatewaymanagementapi_2.13	5.17.205.1	-	611208e1892540ba458e6b537753c2b0f47a14e0
dev.zio	zio-aws-apigatewaymanagementapi_2.13	5.17.206.1	-	ccf4d93c245cca9b108dead68ab8b8a7a7887a54
dev.zio	zio-aws-apigatewaymanagementapi_2.13	5.17.207.1	-	a5d39c59e01c6bd5e3ae7c2cc494c020630d82d0
dev.zio	zio-aws-apigatewaymanagementapi_2.13	5.17.208.1	-	3a95d01495f04a61a157d1e92e5084e5dc960b4b
dev.zio	zio-aws-apigatewaymanagementapi_2.13	5.17.208.2	-	537249a0a502cb01e2c902d1849ba53df1e00aa9
dev.zio	zio-aws-apigatewaymanagementapi_2.13	5.17.209.1	-	e3570f0e70633c69e17443a7c2858f98618b98f9
dev.zio	zio-aws-apigatewaymanagementapi_2.13	5.17.211.1	-	b1506536628a2ac8b499c78566c405f6d789d6d3
dev.zio	zio-aws-apigatewaymanagementapi_2.13	5.17.212.1	-	321dabb9695ec95d375220213d18dffa64a046ec
dev.zio	zio-aws-apigatewaymanagementapi_2.13	5.17.214.1	-	22fabc3ecba351e79744b0e2c6bebf8a6a686f2d
dev.zio	zio-aws-apigatewaymanagementapi_2.13	5.17.217.1	-	5c57aedd48cc2bc539aed03d305b2ba76408c434
dev.zio	zio-aws-apigatewaymanagementapi_2.13	5.17.218.1	-	53b0d6e5fba1f46539f2d07e16cbbf384d162ca8
dev.zio	zio-aws-apigatewaymanagementapi_2.13	5.17.224.2	-	1b333ff3e8780d42ce9873a57bc68b80557108c0
dev.zio	zio-aws-apigatewaymanagementapi_2.13	5.17.224.3	-	1b6e3febb68a8398243e39bd2202a70f96bc13dd
dev.zio	zio-aws-apigatewaymanagementapi_2.13	5.17.224.4	-	b929bbf7c38d782e34d6e011620e3c2dd7b70d90
dev.zio	zio-aws-apigatewaymanagementapi_2.13	5.17.225.1	-	893c877ecb7d4891e440cec8a947c2ed28a80ad7
dev.zio	zio-aws-apigatewaymanagementapi_2.13	5.17.225.2	-	7c8b1da22d6e9850f44241cf893a9d7507c9f009
dev.zio	zio-aws-apigatewaymanagementapi_2.13	5.17.233.1	-	479e2299f61e03d2e4fbfb9ab36e012f75fb9fca
dev.zio	zio-aws-apigatewaymanagementapi_2.13	5.17.234.1	-	3fc993fb024d7ab0b54e817091279ecb3a4c40d4
dev.zio	zio-aws-apigatewaymanagementapi_2.13	5.17.239.1	-	48cedb0ccd08237455272513a7b821e5bc67f9e3
dev.zio	zio-aws-apigatewaymanagementapi_2.13	5.17.239.4	-	95d1eb7aa8157cf9fb3cd287670b1ef83cea52e1
dev.zio	zio-aws-apigatewaymanagementapi_2.13	5.17.252.1	-	80798dbc19eb317732f7b48a097b761c8f7e96b4
dev.zio	zio-aws-apigatewaymanagementapi_2.13	5.17.257.1	-	b802bcd87032c4cdaf05e639ef84125c2de843e2
dev.zio	zio-aws-apigatewaymanagementapi_2.13	5.17.265.1	-	17dcfc2bdf0e3911e283b54ec974735fedf3b5ac
dev.zio	zio-aws-apigatewaymanagementapi_2.13	5.17.267.1	-	892633ba366ebe7d7c6b1af3f84bf2f8248be0cd
dev.zio	zio-aws-apigatewaymanagementapi_2.13	5.17.267.4	-	685d703678154e6f082cb24685de7446668ee034
dev.zio	zio-aws-apigatewaymanagementapi_2.13	5.17.267.6	-	f8ad3d9ad097b9ee8a87f4052d2777754cc0e158
dev.zio	zio-aws-apigatewaymanagementapi_2.13	5.17.267.7	-	b56b3f41ba08626ca9a3950c23f5b0f34155f337
dev.zio	zio-aws-apigatewaymanagementapi_2.13	5.17.269.1	-	0c6ea6b2f798e0b33df8ecd2d6a708781fa80886
dev.zio	zio-aws-apigatewaymanagementapi_2.13	5.17.271.1	-	28328ce74f599e7548e04e59fe62298c0779bf5a
dev.zio	zio-aws-apigatewaymanagementapi_2.13	5.17.280.1	-	681c11aada6f9069dcd7adaf86ad8aca187c54a0
dev.zio	zio-aws-apigatewaymanagementapi_2.13	5.17.295.1	-	58b604926d662956ab856c6c8812976d16614810
dev.zio	zio-aws-apigatewaymanagementapi_2.13	5.17.295.10	-	ae4b36ef5f88d24d1477e2029ecb4fb9646f86bc
dev.zio	zio-aws-apigatewaymanagementapi_2.13	5.17.295.11	-	81399962be59a62d65e1ab8cf57570fab38bcec0
dev.zio	zio-aws-apigatewaymanagementapi_2.13	5.17.295.12	-	033f4914cbc5890d06aa6cb55fcf3c2625477e1b
dev.zio	zio-aws-apigatewaymanagementapi_2.13	5.17.295.13	-	9f269bafc6b6a80a52578b55a3150bfeb88bdb03
dev.zio	zio-aws-apigatewaymanagementapi_2.13	5.17.295.14	-	988a580f47ee8bac0f3aeb3a14941b15291e6da5
dev.zio	zio-aws-apigatewaymanagementapi_2.13	5.17.295.15	-	963bb2d9d1501555dde250687f6f226ef48ae07f
dev.zio	zio-aws-apigatewaymanagementapi_2.13	5.17.295.16	-	e6962827c2729ad9af2a35c65d0cc1b1f724442f
dev.zio	zio-aws-apigatewaymanagementapi_2.13	5.17.295.17	-	f6cb1185ab2af10e14987f979ed6b1e3d1363c9e
dev.zio	zio-aws-apigatewaymanagementapi_2.13	5.17.295.18	-	570a920339056c7a5761b53ca307e8d2f16a76a9
dev.zio	zio-aws-apigatewaymanagementapi_2.13	5.17.295.19	-	4652befd1b7f7ee4226d440bc5828f6370742090
dev.zio	zio-aws-apigatewaymanagementapi_2.13	5.17.295.2	-	cf465a4d10aa521d9341777c5b7373b95daea64a
dev.zio	zio-aws-apigatewaymanagementapi_2.13	5.17.295.20	-	935e3fb974603eb6a2b5c3f4ffe6ed34fb831236
dev.zio	zio-aws-apigatewaymanagementapi_2.13	5.17.295.22	-	2f890f11ba95edea621069298a8ff174fc578385
