ai.themsp	facebook-biddingkit	0.3.0		N/A
dev.jordond.compass	compass-geocoder-web-mapbox-macosx64	0.1.1	metadata	0afb9f2e24cb15de53d8892a82148aca19ba4e02
dev.jordond.compass	compass-geocoder-web-mapbox-macosx64	0.1.3		N/A
dev.jordond.compass	compass-geocoder-web-mapbox-macosx64	0.1.3	metadata	2d89f592272801d6881fb95c272a8924425444bb
dev.jordond.compass	compass-geocoder-web-mapbox-macosx64	0.1.4		N/A
dev.jordond.compass	compass-geocoder-web-mapbox-macosx64	0.1.4	metadata	0b63731a66e7f6b4ffa37f6732638c0721f54338
dev.jordond.compass	compass-geocoder-web-mapbox-macosx64	0.1.5		N/A
dev.jordond.compass	compass-geocoder-web-mapbox-macosx64	0.1.5	metadata	795e2be6615250a368ce0a9dcd58458105469052
dev.jordond.compass	compass-geocoder-web-mapbox-macosx64	0.1.6		N/A
dev.jordond.compass	compass-geocoder-web-mapbox-macosx64	0.1.6	metadata	beabc4995ec6c95221593c571bbff8dff5119ca5
dev.jordond.compass	compass-geocoder-web-mapbox-macosx64	0.1.7		N/A
dev.jordond.compass	compass-geocoder-web-mapbox-macosx64	0.1.7	metadata	9d693c06fbc8e42e06e56e366a6f86b3ef2aafae
dev.jordond.compass	compass-geocoder-web-mapbox-macosx64	0.1.8		N/A
dev.jordond.compass	compass-geocoder-web-mapbox-macosx64	0.1.8	metadata	6a8a222c948589fa1d1cceae64a6becbc35c5fed
dev.jordond.compass	compass-geocoder-web-mapbox-macosx64	0.1.9		N/A
dev.jordond.compass	compass-geocoder-web-mapbox-macosx64	0.1.9	metadata	4cd36f21df915359a6803d701f3ca582c33ffcd6
dev.jordond.compass	compass-geocoder-web-mapbox-macosx64	1.6.7		N/A
dev.jordond.compass	compass-geocoder-web-mapbox-macosx64	1.6.7	metadata	a25484c72b99e4611c0972062a738ab78d371e72
io.apiman	apiman-manager-api-core	1.0.0.Beta1		f2e15c3dad5ba9fc24fd7730f74dd423f9afacd5
io.apiman	apiman-manager-api-core	1.0.0.Beta2		d3acb17dbb115e859443a27664c98f7839685bed
io.apiman	apiman-manager-api-core	1.0.0.Final		75e072a3e913ff08f43bff433391dd90c3e6c566
io.apiman	apiman-manager-api-core	1.0.1.Final		f0ce89aee5932774de42ec4ba08abd14c19d41b5
io.apiman	apiman-manager-api-core	1.0.2.Final		7e3760f705d81879994f81cb9af8bc5a74d11b88
io.apiman	apiman-manager-api-core	1.0.3.Final		ff87a822737c51b5f52996f2383110b33627a0dc
io.apiman	apiman-manager-api-core	1.1.0.Final		7b2ede964636db04af0d086cb4b48d1dd1e546bd
io.apiman	apiman-manager-api-core	1.1.0.RC1		084da25f5f2cb0210e712f3e3ef5fe487b18b557
io.apiman	apiman-manager-api-core	1.1.0.RC3		1b84440b7a6c785705a58455790e536df9b63d0e
io.apiman	apiman-manager-api-core	1.1.1.Final		ad43ef752ff036062b22f2497476935f0f92ac58
io.apiman	apiman-manager-api-core	1.1.2.Final		dad6073dedfe0caa2954e85aabb2c5b707db2c87
io.apiman	apiman-manager-api-core	1.1.2.Preview1		181d6cafddddc0647e1d561b20124e2267775fff
io.apiman	apiman-manager-api-core	1.1.2.Preview2		be5305e24280273445d36eb538135bf26585ef0d
io.apiman	apiman-manager-api-core	1.1.3.CR1		341b802889cd903ea1af266912469748f3a9a6ff
io.apiman	apiman-manager-api-core	1.1.3.Final		ec76a8f702259422b5ab3ab92877ca5950a87aca
io.apiman	apiman-manager-api-core	1.1.4.Final		2ad3d7d55966668a000f95bb04a98124672b9bb4
io.apiman	apiman-manager-api-core	1.1.5.Final		34940caa2a71617eb3ab68669a7a001901c20ca0
io.apiman	apiman-manager-api-core	1.1.6.Final		420834c6ef02574479fbf2ece274a08e0b5a7e8c
io.apiman	apiman-manager-api-core	1.1.7.Final		e125c7b3d42fe4b8e354e307a9cba42b9b0f9ece
io.apiman	apiman-manager-api-core	1.1.8.Final		d6bcc02e35aa4665a58599524b8415fda272a046
io.apiman	apiman-manager-api-core	1.2.0.Alpha1		8b7c415eb8aff4487d95933500d1920591f839e8
io.apiman	apiman-manager-api-core	1.2.0.Alpha2		384777130719d1b36fb9454d5c537b5a90c5c136
io.apiman	apiman-manager-api-core	1.2.0.Alpha3		d6b47b1458c10315a9fce86afddd3f5e19cbc974
io.apiman	apiman-manager-api-core	1.2.0.Beta1		2375784dc099a979cf649ff10f01cdc3de8dbb90
io.apiman	apiman-manager-api-core	1.2.0.Beta2		04f3f1d55361c2f7b3ed16f2c4d83323c58f470f
io.apiman	apiman-manager-api-core	1.2.0.Beta3		b9e7aff665f36e5ea78b011384e2257aa0f4b2ae
io.apiman	apiman-manager-api-core	1.2.0.Final		09638c1030b35c4c3ee3c17f404a8d67f178f3e0
io.apiman	apiman-manager-api-core	1.2.1.Final		5f75a71d1b4cd799927c34264c5e77ed8e8a00d2
io.apiman	apiman-manager-api-core	1.2.2.Final		2fa973068f6077ed63c772f7dfd3916e509fb729
io.apiman	apiman-manager-api-core	1.2.3.CR1		f88510845933be5277dc53cc37954a613c4d70ba
io.apiman	apiman-manager-api-core	1.2.3.Final		739a3dca44db9f6e325f5f80d06e1d9ffa2f00db
io.apiman	apiman-manager-api-core	1.2.4.Final		38f0d15b3ddf3e1b4e7f43f2e7be2e701aa5e5f5
io.apiman	apiman-manager-api-core	1.2.5.Final		bcfe812140aabb59bcb7e515c2ac6b57bf652696
io.apiman	apiman-manager-api-core	1.2.6.Beta1		1e63ba444ab9f63fc6e0f34aff9cc4ead25ab402
io.apiman	apiman-manager-api-core	1.2.6.Beta3		a9d5923c1b75f891cd49e4dd0402cb6f727529dc
io.apiman	apiman-manager-api-core	1.2.6.Final		5a3e8e4a093dece0fa1a10a1905f0042c5a654ea
io.apiman	apiman-manager-api-core	1.2.7.Beta1		b7af09a61b7793cdfc799ba9b191987351d7f6b0
io.apiman	apiman-manager-api-core	1.2.7.Final		a31dc31e15fb71fa65ebd0f7bcf5653502b21470
io.apiman	apiman-manager-api-core	1.2.8.Final		af705b4a08fc2b43b534f403025008f65bb7e0cb
io.apiman	apiman-manager-api-core	1.2.9.Final		27701ed1b114563c28bc502e7f3aa8c6fbdb26cd
io.apiman	apiman-manager-api-core	1.3.0.Final		4a016dab0843423cff7642a92041c44a07bace96
io.apiman	apiman-manager-api-core	1.3.1.Final		545bf88a8e37b3b01660034d11e091f5c46a0e98
io.apiman	apiman-manager-api-core	1.3.2.Final		0726f234e10447b8a16a183ca9a770dc39038d41
io.apiman	apiman-manager-api-core	1.3.3.Final		d2661bf6081ed34d2b8f9561cf4ead3b79087475
io.apiman	apiman-manager-api-core	1.3.4.Final		474ab8b8a069a0c1eec79765fa39d1dbc66fd0f2
io.apiman	apiman-manager-api-core	1.3.5.Final		e37b91395d4a9dd6386bbbb6d66f17443bc5a5bf
io.apiman	apiman-manager-api-core	1.4.0.Final		92c07ff2faa7e4db06e4a26e14a996a326279da3
io.apiman	apiman-manager-api-core	1.4.1.Final		bee6232e3acbdb96b62ad718b654d1a65e061e2c
io.apiman	apiman-manager-api-core	1.4.2.Final		1efd247dd0c0a47067500ff9fe847e52f62b7031
io.apiman	apiman-manager-api-core	1.4.3.Final		35b3c1da94ec2f7abf5565c3c9fb7aeed656dfdd
io.apiman	apiman-manager-api-core	1.5.0.Final		0262d9ae00659a81921884f2a1ca4128cc8f2f23
io.apiman	apiman-manager-api-core	1.5.1.Final		08467f42fdccf76fd95b29efaab85825f696003b
io.apiman	apiman-manager-api-core	1.5.2.Final		40fea0f495f2600b9ce9e70bb842360b7390310a
io.apiman	apiman-manager-api-core	1.5.3.Final		484111932f7dbc3002e40664556823e18b9f30d8
io.apiman	apiman-manager-api-core	1.5.4.Final		9aa0c7791c0567c85470dabdf35b49885372d1ba
io.apiman	apiman-manager-api-core	1.5.5.Final		7361040835cef556b0e6660c434942df038c82f7
io.apiman	apiman-manager-api-core	1.5.6.Final		4b9a537059e18f20dea9aa6d1d0d6e1a0cb98a53
io.apiman	apiman-manager-api-core	1.5.7.Final		80ad3293d6ba18cc5d0474075bd4c0578d063cc1
io.apiman	apiman-manager-api-core	2.0.0.Final		9e3e395d6a46fc4fc1344d494ec6ff62a2e7a484
io.apiman	apiman-manager-api-core	2.1.0.Final		963e546d48c596922f56e01e5c9cde24b7505b9b
io.apiman	apiman-manager-api-core	2.1.1.Final		9a272ad1b076bf494a3285e10061dd571d14eb50
io.apiman	apiman-manager-api-core	2.1.2.Final		09a2f77b64757aaef37c18ed1172a696dfcc4a0a
io.apiman	apiman-manager-api-core	2.1.3.Final		7d6d55270fa6e73d4606c149e73928ae824b2b27
io.apiman	apiman-manager-api-core	2.1.4.Final		35013632ee463f661b84510546029a3f8aa7cd8d
io.apiman	apiman-manager-api-core	2.1.5.Final		2ffa57309a78d92e3130c0202ac48617d73b810a
io.apiman	apiman-manager-api-core	2.2.0.Final		9f579873da1449aeb6df91969d40e87efd5575f3
io.apiman	apiman-manager-api-core	2.2.1.Final		4f8a5940994f5cc323757d530b945485a8e76962
io.apiman	apiman-manager-api-core	2.2.2.Final		2e1506beedc6704543c118d75b0cdb3f5f5b8c69
io.apiman	apiman-manager-api-core	2.2.3.Final		acff83fd52f22d25d8582c52d06f99a806a1e692
io.apiman	apiman-manager-api-core	3.0.0.Final		f613730d800cf68b97c2acf493dca2f66e0683d7
io.apiman	apiman-manager-api-core	3.0.0.RC6		88d1da871a29e6d2027fe91a1ae60c82d06c91db
io.apiman	apiman-manager-api-core	3.1.0.RC2		da254aab684617e7139111559fbb6d6d0820fae2
io.apiman	apiman-manager-api-core	3.1.0.RC4		733bc5adab624a9a1ccec4170957d274ca9102a1
io.apiman	apiman-manager-api-core	3.1.0.RC6		f1c55f5924c99da096b2e57937d64694cc7182c1
io.apiman	apiman-manager-api-core	3.1.1.Final		fd9485a49aa18b6aa1f3cc38ae6be19173696b96
io.apiman	apiman-manager-api-core	3.1.2.Final		30ac6b34b83749c1f12e48eaabe13e7ca35dc398
io.apiman	apiman-manager-api-core	3.1.2.RC1		5633414c196579e89efd436eb7cc5b306ceeabaa
io.apiman	apiman-manager-api-core	3.1.3.Final		63a115d4702c4e8adbd8685fa5c9dfabfe78146d
io.avaje	avaje-oauth2-parent	0.1		N/A
io.bootsolana	solana-boot-starter	1.0.0		cd96cea9ac83d591ab372f8d03652b2b9597caac
io.circe	circe-jawn_native0.4_3	0.14.3		e039af9a92bc2fb96a57baab448056525c4b863e
io.circe	circe-jawn_native0.4_3	0.14.4		779eddf68e9bdf9634fb52e122c356a6206338e5
io.circe	circe-jawn_native0.4_3	0.14.5		6e5f4cfae45b0e29efd947bf562eed03a9ffb60a
io.circe	circe-jawn_native0.4_3	0.14.6		3a0fb570bde4ed96cb3c46e636bdd19c8a54657a
io.circe	circe-jawn_native0.4_3	0.14.7		740e233a52d2be729ce17131c6f2b360dae7c8a1
io.circe	circe-jawn_native0.4_3	0.14.8		7c18b6edb3b57c9d1e41e03ac36e1cff14136b29
io.cloudsoft.jclouds	jclouds-core	1.7.2-ea-brooklyn.1		48590e8edc8758f85b3ce7a9749dee500c79c2d4
io.cloudsoft.jclouds	jclouds-core	1.7.2-ea-brooklyn.2		60649575f57ee21a278dcb035c333d8af86093c9
io.cloudsoft.jclouds	jclouds-core	1.7.2-ea-brooklyn.3		07297e1d50092fdcc6a3fb36dba9394596f9d8e5
io.cloudsoft.jclouds	jclouds-core	1.7.2-ea-brooklyn.4		7c5bdfd5e2e87f9b59b242cefae1c71a38d74729
io.cloudsoft.jclouds	jclouds-core	1.7.2-ea-brooklyn.5		25435fa678f62cde40e335eda171dfee57d7ee9c
io.cloudsoft.jclouds	jclouds-core	1.7.4-ea-brooklyn.1		4540322ecb999de37e94637aaaf68abf7179bf34
io.gitee.litong	email-sdk-aliyun	1.0.4		82add31bd2a85a177a7a385849a1ffcc01555ece
io.gitee.litong	email-sdk-aliyun	1.0.5		1792e265d80cac82cc7b490029843da47e494b6e
io.gitee.litong	email-sdk-aliyun	1.0.7		31164b78890114206c57b8f6903a95918384a516
io.github.danfromtitan	test-bundle	1.0.0		58354cf65e932a1942810d6fe13f054b0baf608f
io.github.danfromtitan	test-bundle	1.0.1		5b51050c2e8f95d837c6772b12948f8938cadf64
io.github.danfromtitan	test-bundle	1.0.10		bb96b8c507c0203563fec6abf7d5ffb3fc9d0d89
io.github.danfromtitan	test-bundle	1.0.11		N/A
io.github.danfromtitan	test-bundle	1.0.12		N/A
io.github.danfromtitan	test-bundle	1.0.13		N/A
io.github.danfromtitan	test-bundle	1.0.14		N/A
io.github.danfromtitan	test-bundle	1.0.15		3fcb65e3fb9ad163d9801b7e8d8515b48890ae7f
io.github.danfromtitan	test-bundle	1.0.2		N/A
io.github.danfromtitan	test-bundle	1.0.20		N/A
io.github.danfromtitan	test-bundle	1.0.21		N/A
io.github.danfromtitan	test-bundle	1.0.22		N/A
io.github.danfromtitan	test-bundle	1.0.23		N/A
io.github.danfromtitan	test-bundle	1.0.24		N/A
io.github.danfromtitan	test-bundle	1.0.25		N/A
io.github.danfromtitan	test-bundle	1.0.26		N/A
io.github.danfromtitan	test-bundle	1.0.27		N/A
io.github.danfromtitan	test-bundle	1.0.28		N/A
io.github.danfromtitan	test-bundle	1.0.29		N/A
io.github.danfromtitan	test-bundle	1.0.3		N/A
io.github.danfromtitan	test-bundle	1.0.30		N/A
io.github.danfromtitan	test-bundle	1.0.31		N/A
io.github.danfromtitan	test-bundle	1.0.32		N/A
io.github.danfromtitan	test-bundle	1.0.33		N/A
io.github.danfromtitan	test-bundle	1.0.34		N/A
io.github.danfromtitan	test-bundle	1.0.35		N/A
io.github.danfromtitan	test-bundle	1.0.36		N/A
io.github.danfromtitan	test-bundle	1.0.37		N/A
io.github.danfromtitan	test-bundle	1.0.38		N/A
io.github.danfromtitan	test-bundle	1.0.39		N/A
io.github.danfromtitan	test-bundle	1.0.4		N/A
io.github.danfromtitan	test-bundle	1.0.40		N/A
io.github.danfromtitan	test-bundle	1.0.41		N/A
io.github.danfromtitan	test-bundle	1.0.42		N/A
io.github.danfromtitan	test-bundle	1.0.43		N/A
io.github.danfromtitan	test-bundle	1.0.44		N/A
io.github.danfromtitan	test-bundle	1.0.45		N/A
io.github.danfromtitan	test-bundle	1.0.46		2e5897f0ca1d47fafc58f8690e5778e3d88ce400
io.github.danfromtitan	test-bundle	1.0.47		N/A
io.github.danfromtitan	test-bundle	1.0.48		N/A
io.github.danfromtitan	test-bundle	1.0.49		N/A
io.github.danfromtitan	test-bundle	1.0.5		N/A
io.github.danfromtitan	test-bundle	1.0.50		N/A
io.github.danfromtitan	test-bundle	1.0.51		N/A
io.github.danfromtitan	test-bundle	1.0.52		N/A
io.github.danfromtitan	test-bundle	1.0.53		N/A
io.github.danfromtitan	test-bundle	1.0.54		N/A
io.github.danfromtitan	test-bundle	1.0.55		N/A
io.github.danfromtitan	test-bundle	1.0.56		N/A
io.github.danfromtitan	test-bundle	1.0.57		N/A
io.github.danfromtitan	test-bundle	1.0.58		N/A
io.github.danfromtitan	test-bundle	1.0.59		N/A
io.github.danfromtitan	test-bundle	1.0.6		0520514e93966a0b652b81c415cc5db437c43e0b
io.github.danfromtitan	test-bundle	1.0.60		N/A
io.github.danfromtitan	test-bundle	1.0.61		N/A
io.github.danfromtitan	test-bundle	1.0.62		N/A
io.github.danfromtitan	test-bundle	1.0.7		504f0e6d1059f6e79382b6667c6669ab20d383fd
io.github.danfromtitan	test-bundle	1.0.8		e85a078cc02cc786c2d0bf5c72d8d5285e6a85f7
io.github.danfromtitan	test-bundle	1.1.0		6ae6821961947bedfb99192170cb5daa1e0e1ec6
io.github.fmusolino	akka-http-json4s_2.13	0.1.0		0d9669d47975a0e957d8405730bd95039bc017c9
io.github.jdpxiaoming	ijkplayer-arm64	0.0.24		N/A
io.github.jdpxiaoming	ijkplayer-arm64	0.0.25		N/A
io.github.jdpxiaoming	ijkplayer-arm64	0.0.26		N/A
io.github.jxch	capitals-dependencies	1.0.0.100		360ff164a236d86eeaf7b2b027b5208024fd79a1
io.github.jxch	capitals-dependencies	1.0.0.101		2306f4f9f8a7ff33aa05dbf8d285d6d7b0b20bcd
io.github.ludorival	pact-jvm-mock-mockito	0.5.0		80fb84b6d97c8b7b569b15365e1f042b7abdd407
io.github.ludorival	pact-jvm-mock-mockito	0.6.0		79dd5c3d97666bb0b6561410e7b1dc79c4ea1c94
io.github.ludorival	pact-jvm-mock-mockito	0.7.0		2fc2738de4ce30f51d1dc7a1fac06afcaca66d84
io.github.ludorival	pact-jvm-mock-mockito	0.8.0		d30fec8bf5bbd4f6019157cbd10eb6e04167a644
io.github.ludorival	pact-jvm-mock-mockito	0.9.0		9919c60fb0b034c8dedfa1dc8a884b111e9dbd45
io.github.ludorival	pact-jvm-mock-mockito	1.0.0		acdbd29c92b47555e05c0aad94d01a65ad006ba8
io.github.ludorival	pact-jvm-mock-mockito	1.1.0		b04f4f041f19eb2958649ca65c417366a096aa53
io.github.ludorival	pact-jvm-mock-mockito	1.1.1		05b3b6047679478f0ae3e6b76782429110785416
io.github.ludorival	pact-jvm-mock-mockito	1.1.2		3e93acda764000ff5ddb770285efc91e43e05687
io.github.ludorival	pact-jvm-mock-mockito	1.1.3		a07f3c8ab73e53d36dd54a8b219f4601d72dffca
io.github.ludorival	pact-jvm-mock-mockito	1.2.0		c078c529b8c9e2429f07ce285dc232d377374d2e
io.github.ludorival	pact-jvm-mock-mockito	1.3.0		5e8bf11a9e2caeb4839d89b2cd3c7f0ce79cbb39
io.github.ludorival	pact-jvm-mock-mockito	1.3.1		dc0c11be005b25c974c7fa6b941f26d2110b4398
io.github.ludorival	pact-jvm-mock-mockito	1.4.0		3f4d05593f7d348349f9ed33d63199a619db2111
io.github.xiaobaicz	log-android	0.0.1		N/A
io.github.xiaobaicz	log-android	0.0.2		N/A
io.gravitee.am.certificate	gravitee-am-certificate-javakeystore	1.2.0		93232b60773025b253b0f703224a801862d3351f
io.gravitee.am.certificate	gravitee-am-certificate-javakeystore	1.2.1		fcd27b8085a847579b6ed283b3dc13fa8780eeec
io.gravitee.am.certificate	gravitee-am-certificate-javakeystore	1.3.0		ce053a0707b1e571260e2f5ebf1642384d496064
io.gravitee.am.certificate	gravitee-am-certificate-javakeystore	1.3.1		2407e97ee518b432ea3b31361334b9bcd1859e45
io.gravitee.am.certificate	gravitee-am-certificate-javakeystore	1.4.0		17af3515e0d3d9a429ac836bec821ed42b47eca0
io.gravitee.am.certificate	gravitee-am-certificate-javakeystore	1.4.1		e1e7c59406e0a5f56e3f84b801f10ed793ed03f2
io.gravitee.am.certificate	gravitee-am-certificate-javakeystore	1.4.2		752f0269aae3c75c69204c493412575d7d2a8b4a
io.gravitee.am.certificate	gravitee-am-certificate-javakeystore	1.5.0		2ea581d5e90b25d64064417541cf781e44e543aa
io.gravitee.am.certificate	gravitee-am-certificate-javakeystore	1.5.1		73272dd1221d80ae5cddba4d3a5db1d93461a7ff
io.gravitee.am.certificate	gravitee-am-certificate-javakeystore	1.5.2		65250bcb4236afd6ea618cf4ec747e1c35f81057
io.gravitee.am.certificate	gravitee-am-certificate-javakeystore	1.5.3		2e019a5993fa46ced6c386289c33c48366e4ff50
io.gravitee.am.certificate	gravitee-am-certificate-javakeystore	1.6.0		d9074a5ad147f34a055d39ff042294ee3a3a9770
io.gravitee.am.certificate	gravitee-am-certificate-javakeystore	1.6.1		b313d9ace26a2ccb1d9a79b5c30a396c3873bad3
io.gravitee.am.certificate	gravitee-am-certificate-javakeystore	1.6.2		13fcef921361ec463990239243cca2fcf3282a7c
io.gravitee.am.certificate	gravitee-am-certificate-javakeystore	1.6.3		1f7a996f7f2d345109c769f2c898c7279d2f2af4
io.gravitee.am.certificate	gravitee-am-certificate-javakeystore	1.6.4		1fa51fac71cf5e163b2c88c166ac53b6361b595e
io.gravitee.am.certificate	gravitee-am-certificate-javakeystore	2.0.0		023f3ffdee6236d6b9deeb2e893233d8be4048fa
io.gravitee.am.certificate	gravitee-am-certificate-javakeystore	2.0.1		50f7b89a9a6a5393b9e4631c03ee695c025ac3dc
io.gravitee.am.certificate	gravitee-am-certificate-javakeystore	2.0.2		2b4188b3723cd197b4953e3287fc0cb829ff9e27
io.gravitee.am.certificate	gravitee-am-certificate-javakeystore	2.0.3		a57d86d7440b89d051b52df7a1995ec1162aec71
io.gravitee.am.certificate	gravitee-am-certificate-javakeystore	2.0.4		f812ed447de9ec545ea6f91730417aefad92cd00
io.gravitee.am.certificate	gravitee-am-certificate-javakeystore	2.0.5		0ca8d17bdb7d36dcd616bed21682f4c544ed285e
io.gravitee.am.certificate	gravitee-am-certificate-javakeystore	2.1.0		60d26075234126ccb46b9fdbab7ecd44dcacf99e
io.gravitee.am.certificate	gravitee-am-certificate-javakeystore	2.1.1		237ab4fc3bb4715e7826648aa702216a683c9ea0
io.gravitee.am.certificate	gravitee-am-certificate-javakeystore	2.10.0		ac5dc4b0c247254c23a131ebb889ab8940daf39e
io.gravitee.am.certificate	gravitee-am-certificate-javakeystore	2.10.1		8b7d482f6a7aa7d20bb3482fb880d08506e3ac36
io.gravitee.am.certificate	gravitee-am-certificate-javakeystore	2.10.10		b9e13b71fc4d32046a13cef5017b9a9345a9b690
io.gravitee.am.certificate	gravitee-am-certificate-javakeystore	2.10.11		015604589af1fe942743e6dae80d04905f2cd48a
io.gravitee.am.certificate	gravitee-am-certificate-javakeystore	2.10.12		1d59fe58e4cf94994edc9f01a9484d5b7253893a
io.gravitee.am.certificate	gravitee-am-certificate-javakeystore	2.10.13		0fa78e16f754697d69288253928ee9b8569acc6a
io.gravitee.am.certificate	gravitee-am-certificate-javakeystore	2.10.14		136b4f9eb96004ca5d46f8924aff01d44ce6047e
io.gravitee.am.certificate	gravitee-am-certificate-javakeystore	2.10.15		d8c0b179af582fb98abfe357d2b3101646033493
io.gravitee.am.certificate	gravitee-am-certificate-javakeystore	2.10.16		46ddb57fab122bdea644d2db898fb2745d5137ca
io.gravitee.am.certificate	gravitee-am-certificate-javakeystore	2.10.17		2a5f1c1b863983f993900f45259af03224353c2e
io.gravitee.am.certificate	gravitee-am-certificate-javakeystore	2.10.18		0bd438370c0b3ef6028c5c02d7b53be918ed65a8
io.gravitee.am.certificate	gravitee-am-certificate-javakeystore	2.10.19		c254f26e46652dbee48d02bff0e7a469568dd12e
io.gravitee.am.certificate	gravitee-am-certificate-javakeystore	2.10.2		c3e7aed2b8659522098e3b8f67f7c523b28081e2
io.gravitee.am.certificate	gravitee-am-certificate-javakeystore	2.10.20		156c40c73d5d9885eb42fa1de6c5aded56c828b2
io.gravitee.am.certificate	gravitee-am-certificate-javakeystore	2.10.21		65a7e03b6ca72719012fd8affd946357eeef4f03
io.gravitee.am.certificate	gravitee-am-certificate-javakeystore	2.10.3		0905c8cb9683a1bb5aeea739b7e510d6725a26d2
io.gravitee.am.certificate	gravitee-am-certificate-javakeystore	2.10.4		d6f6018f4616b0b1c52ac98293f2892ec8a7ca8f
io.gravitee.am.certificate	gravitee-am-certificate-javakeystore	2.10.5		35dd19cc2b3ed91a0f6a8d04f520634db74de6f1
io.gravitee.am.certificate	gravitee-am-certificate-javakeystore	2.10.6		df322952d5425bef4ff92b2cb6df64dad0404842
io.gravitee.am.certificate	gravitee-am-certificate-javakeystore	2.10.7		1ad39d3112167f304c94074490b7ab668f66e94a
io.gravitee.am.certificate	gravitee-am-certificate-javakeystore	2.10.8		f970d408822467d1579e62305b962460613e3e12
io.gravitee.am.certificate	gravitee-am-certificate-javakeystore	2.10.9		01e1c8b5ddf3e1685d8ef8c804a79bc7f1451bc4
io.gravitee.am.certificate	gravitee-am-certificate-javakeystore	2.2.0		df4044554e1f25ad60dc998421347e3f85c24406
io.gravitee.am.certificate	gravitee-am-certificate-javakeystore	2.3.0		2d31ebcb271e0acb37cd27db423ff9030a02c9d6
io.gravitee.am.certificate	gravitee-am-certificate-javakeystore	2.4.0		f215e20de87deb9f037ef90fd57a8dc87b61dff6
io.gravitee.am.certificate	gravitee-am-certificate-javakeystore	2.5.0		bbb727548e72c2da4d51d857b911f3590a8ff7e2
io.gravitee.am.certificate	gravitee-am-certificate-javakeystore	2.6.0		9d517fec94bafdef7eea7f2eb8d1d33c08211662
io.gravitee.am.certificate	gravitee-am-certificate-javakeystore	2.7.0		c2200537c5de163211c9f320cdeb73a6d28aeab9
io.gravitee.am.certificate	gravitee-am-certificate-javakeystore	2.7.1		7cc0c699a7b3027dc725184d282508b17d10634b
io.gravitee.am.certificate	gravitee-am-certificate-javakeystore	2.8.0		5ec8cbc7ddfe2ce90c8e76d39915b5c8db25a38a
io.gravitee.am.certificate	gravitee-am-certificate-javakeystore	2.8.1		d97d17fd5d96aaff4acfcd6c7d6e5c026c43eec0
io.gravitee.am.certificate	gravitee-am-certificate-javakeystore	2.8.2		2aca07d067030a6f0b0a2cf95ddb00a4e3cd248a
io.gravitee.am.certificate	gravitee-am-certificate-javakeystore	2.8.3		73b888b78d6925e78194dd7fccc93e0bee00f4b8
io.gravitee.am.certificate	gravitee-am-certificate-javakeystore	2.8.4		d0a8b9423dc2140f5bd9d8afe31eecda9cc8b5d6
io.gravitee.am.certificate	gravitee-am-certificate-javakeystore	2.8.5		01a5d5bb2921e9850dbe53198eb42b68bdfeb7d1
io.gravitee.am.certificate	gravitee-am-certificate-javakeystore	2.8.6		7eee17bef284c79b9807ab045faf781e241fe080
io.gravitee.am.certificate	gravitee-am-certificate-javakeystore	2.9.0		ef28d2fcbc906b24b328a310dc5d2e2a85484e56
io.gravitee.am.certificate	gravitee-am-certificate-javakeystore	2.9.1		bd1f7c19928a8d560a1e5844233e2c81999f7750
io.gravitee.am.certificate	gravitee-am-certificate-javakeystore	2.9.2		7b48a8be3c946701d29d5c68729dd26aac0fd212
io.gravitee.am.certificate	gravitee-am-certificate-javakeystore	2.9.3		5f6d89addc01f151765f9eb93723efb785ef384a
io.gravitee.am.certificate	gravitee-am-certificate-javakeystore	3.0.0		df12ea03cf0bef209f4d3cf8851679ea8709ca7a
io.gravitee.am.certificate	gravitee-am-certificate-javakeystore	3.0.1		f021cb4173194b267c5c04f3d34d362730dea412
io.gravitee.am.certificate	gravitee-am-certificate-javakeystore	3.0.10		57a37be75f6fe080e5b7f52db4bcb7168c8d66b2
io.gravitee.am.certificate	gravitee-am-certificate-javakeystore	3.0.11		cceccb592b732655969262e880f6269d6db8ed03
io.gravitee.am.certificate	gravitee-am-certificate-javakeystore	3.0.2		a0325903537aa96ec846796b12b83c34f19f7477
io.gravitee.am.certificate	gravitee-am-certificate-javakeystore	3.0.3		6670256b4ca74bdc5f8798132e8d51c7c9012004
io.gravitee.am.certificate	gravitee-am-certificate-javakeystore	3.0.4		28082d963945b993201f47885ca223e2f5e923ab
io.gravitee.am.certificate	gravitee-am-certificate-javakeystore	3.0.5		b43fe998a4a3afd63d1ba3dbb377fd98293a0924
io.gravitee.am.certificate	gravitee-am-certificate-javakeystore	3.0.6		fa2d8bfe5e74c898b28c78b784047755f346eade
io.gravitee.am.certificate	gravitee-am-certificate-javakeystore	3.0.7		83c43266287bd9a5cb38b666aa35ca762c7cb5f1
io.gravitee.am.certificate	gravitee-am-certificate-javakeystore	3.0.8		96b444128148c44bcab22983ed252613797d9e87
io.gravitee.am.certificate	gravitee-am-certificate-javakeystore	3.0.9		7e864da9f99a3218bbe56c77f8d7f14f5f068850
io.gravitee.am.certificate	gravitee-am-certificate-javakeystore	3.1.0		3223863e991b5fbc71eb49d9e2c569024a54a5fa
io.gravitee.am.certificate	gravitee-am-certificate-javakeystore	3.1.1		edee2363e923ae4e6b618c1df1387bc1e7521c66
io.gravitee.am.certificate	gravitee-am-certificate-javakeystore	3.1.2		9abec972b7e798b2aa8c04b1d4e48c854c156212
