br.com.objectos.orm	testing	0.2.0		1c2f903bef0f6f6b22cd0cbd2307af80caa1e6bd
com.chuusai	shapeless_2.11	2.2.3		f761c0ee1d1bd5941ecb02cfc8db5336e74e0e28
com.chuusai	shapeless_2.11	2.2.4		d8c150db05e0b3e357e6f190fbb7fd2666c2d784
com.chuusai	shapeless_2.11	2.2.5		5365fbfd8d203352bd5588e91137c183e3616b20
com.chuusai	shapeless_2.11	2.3.0		ef9daf5cc2802f32ad0e4eb06480805fb0abcdbb
com.chuusai	shapeless_2.11	2.3.0-RC1		11185d7d56c078c6d7629de0661061bc735f7b6a
com.chuusai	shapeless_2.11	2.3.0-RC2		8fe27ac6b9456d565ac971f951412dc5d27c3620
com.chuusai	shapeless_2.11	2.3.0-RC3		d5a560a21ce3eec08b17eb76939217cca3c29bbb
com.chuusai	shapeless_2.11	2.3.0-RC4		b391190bf476cc0af4b261f0154a03227536aeee
com.chuusai	shapeless_2.11	2.3.1		12654a5055b9e272c282c946395bbe9636aa2957
com.chuusai	shapeless_2.11	2.3.1-RC1		d83f86d7e8516fe9daf800d40e59ffc810e59513
com.chuusai	shapeless_2.11	2.3.10		4705ffe61b1bb0eb95a8a3e258be61b298f4eae3
com.chuusai	shapeless_2.11	2.3.11		c010f978fe1c003f4aee0630f5bfd0611877e120
com.chuusai	shapeless_2.11	2.3.2		f40ed6e303d550293f5f8f3743681d98e31f2360
com.chuusai	shapeless_2.11	2.3.3		ea34d4b6128b9090386945dcb952816bd9e87ce2
com.chuusai	shapeless_2.11	2.3.4		fbd26d8a98fac294352a98cfb6a25b47678dec82
com.chuusai	shapeless_2.11	2.3.4-M1		32d38d4a97fac6d33684b331b87750fc42b83346
com.chuusai	shapeless_2.11	2.3.5		6c703a47931490077248c042a772725e18589fdf
com.chuusai	shapeless_2.11	2.3.6		f74a79d8278c97c54a576de7fcd780b5c6c8682e
com.chuusai	shapeless_2.11	2.3.7		ebe2de2ef82e4be9ae156d928d820448de3f880e
com.chuusai	shapeless_2.11	2.3.8		4ed631afee57f680851932776dd6911aa5f09e4d
com.chuusai	shapeless_2.11	2.3.9		864d492a30c8796b9563db130e85926d2e0ffdf9
com.chuusai	shapeless_2.11	2.4.0-M1		db069e95f88c36c5480d460255926756b92e0026
com.eygraber	compose-color-picker-desktop	0.0.1		6843f931fbbd396045b61f8b59bee8433163e912
com.eygraber	compose-color-picker-desktop	0.0.2		b31bede5d02e3d03bef67f9cb9e90e625c48c3b2
com.github.albfernandez.richfaces.cdk	cmdln-generator	10.0.0		c74fbd1934b35649dc79787e3ef6094a0bfaf7af
com.github.albfernandez.richfaces.cdk	cmdln-generator	4.6.0.ayg		25dd2222db78000629142e35f125e2da58b48337
com.github.albfernandez.richfaces.cdk	cmdln-generator	4.6.1.ayg		8e6aab511f003e3c5a8395ab0051822f8e62b93c
com.github.jmicrostack	karaf-python	2.0		N/A
com.github.jmicrostack	karaf-python	2.0.1		N/A
com.github.mengxianun	air-data-result-json	1.0.0		092c08dd6086c4d6613fa99a4da037117f28886b
com.github.mengxianun	air-data-result-json	1.0.1		b646a9ae2cd880e84b712e1539b0da4620a5edfd
com.github.mengxianun	air-data-result-json	1.0.3		7bb5bc303c4718efc6dfaedd438d0480f425d633
com.github.nkutsche	woodstox-core	5.1.0		c4cd9bbf2d979358bad4df840de4c3b3d77ede2e
com.github.nkutsche	woodstox-core	5.2.1		c562b669991c18997b30441a7c527de96945eead
com.github.novamage	squeryl_2.13	0.14.0		51b18a5531ec325cd502ea290bc40cdd7d101a63
com.github.reibitto	be-kind-rewind-play-standalone_2.13	0.1.0		99cff3fcfe20c22cb4b1b820fd85c940a8efacc5
com.innoq.liqid	model	1.0		6e231979453bea49aca1c2e34969cd07283fefd9
com.innoq.liqid	model	1.1		ceb8ede87d15820cd3d3d04e692b9c01722809ca
com.innoq.liqid	model	1.2		6ef3a636643776527225964da11bb39851dbc8af
com.innoq.liqid	model	1.3		5bed9dc682890753bf366dd29e5e69aea89db10a
com.innoq.liqid	model	1.4		923003da58324b2b853f2b62e2b4ace3a9f06ed0
com.innoq.liqid	model	1.5		4f146090249c2bf2de91884eb24c5a74c410dcb1
com.innoq.liqid	model	1.6		4c17ddeb66302a5912f3b0008e89c8f77787fa1c
com.innoq.liqid	model	1.7		ef0d5fc5abfa5d50d272f01b79d17eaae1c19943
com.innoq.liqid	model	1.7.1		2a5320da7a82bab95d205c241a418f317d7dc63c
com.innoq.liqid	model	1.7.2		9fded5526bbf5fce5fb645fb4cb0eb85be298cb1
com.innoq.liqid	model	1.7.3		3b09407cb379e1accb8c19eab61a7640ecf83bc8
com.innoq.liqid	model	1.7.4		3e618e39c38854fa7f8f5a27eb8742b3abf97aed
com.io7m.certusine	com.io7m.certusine.api	0.0.1		e3f6a64185d45218baf2d65a172b607172f9056a
com.io7m.certusine	com.io7m.certusine.api	0.0.10		c7d5719998d6099ca7a039d2f378f7c2ddbbc541
com.io7m.certusine	com.io7m.certusine.api	0.0.2		4d6fce011ba57ebc17b96bbac777a93bcd0265d6
com.io7m.certusine	com.io7m.certusine.api	0.0.3		3172d9962cb0107a76a03750ca5913f77d8e94dd
com.io7m.certusine	com.io7m.certusine.api	0.0.4		2f8295a41b08ec4826e40e28b6129a4ef01212c2
com.io7m.certusine	com.io7m.certusine.api	0.0.5		7ed6c45c7d4753a972161b40248af65df1b2f138
com.io7m.certusine	com.io7m.certusine.api	0.0.6		2ee105ea7f51fea10e4b0ae695f2c59dac317471
com.io7m.certusine	com.io7m.certusine.api	0.0.7		94a72318f8f31a2b4b7ac9a7ef26306da7a1504a
com.io7m.certusine	com.io7m.certusine.api	0.0.8		5a6c5bebadff6be4084d5b0878bd5f9e990d0991
com.io7m.certusine	com.io7m.certusine.api	0.0.9		a7d7ac8e9921933345a3e49f3ef8685fee56c042
com.io7m.certusine	com.io7m.certusine.api	1.0.0		6ee82814c256a93c252452f9a5e7aeecc055914b
com.io7m.certusine	com.io7m.certusine.api	1.1.0		a203aad8643b96cfb3c08eb43912a8665c83207f
com.io7m.certusine	com.io7m.certusine.api	2.0.0		e9964544bb8e9dd0ec7b92f40802506899b26467
com.io7m.certusine	com.io7m.certusine.api	3.0.0		f98dea9d16a27a27d542eea49c23b8ca9f8420d1
com.io7m.certusine	com.io7m.certusine.api	3.1.0		3022deb3154917d1746b5da6b0229a788034bec4
com.io7m.certusine	com.io7m.certusine.api	3.2.0		f7d05a111f172d3bb46b9dea852c5a8be82ac98c
com.ixortalk	ixortalk-aws-s3-library	1.0.0		b9841e5eb13ac343cf7a93f1583401bf044f05b0
com.ixortalk	ixortalk-aws-s3-library	1.0.1		c3e9d755ef014321e35f3a9a8a48b355c763fa17
com.ixortalk	ixortalk-aws-s3-library	1.0.2		aa2b310a2aa896d9f4ba4db2e741fe41551c6d16
com.ixortalk	ixortalk-aws-s3-library	1.1.0		ca6e960a497c946b096b451574d004aaaec269e2
com.ixortalk	ixortalk-aws-s3-library	1.1.1		73d366ce4a56ce67d028f02a6b0209f4bfe6eb65
com.ixortalk	ixortalk-aws-s3-library	1.1.2		4cd2485be8c1bfc7935d706a5ad80ba98ec8a539
com.ixortalk	ixortalk-aws-s3-library	1.2.0		8b17936812e74b2a03a6b88af4acd16cc5103bb7
com.meedoc	scalatra-slf4j_2.11	2.4.1		55010b1021fec18fe309647ff8bcc0dd7bfcbc49
com.nb6868.onex	shop-api	1.9.16		f01d99fcb7b1163275632914a79640852395026d
com.nb6868.onex	shop-api	1.9.17		c30d30b0934aea65cca04fe06b49b0d46acdc862
com.nb6868.onex	shop-api	1.9.18		4d31b8e58809798890191dd03ce7ec9827260a1e
com.nb6868.onex	shop-api	1.9.19		dbae192480f0db08c74d9fd35ddfd35ed0f75c25
com.nb6868.onex	shop-api	1.9.20		e6d1ac99785aef8c70b765871ce119ba04fe37c3
com.nb6868.onex	shop-api	1.9.21		09f4fa76e70d2f4a50cfbca220746e40e701d129
com.ngrok	ngrok-api-scala_2.13	0.1.0		5af4108456ed4ae4f4dccdd35d991d0e4f63e540
com.ngrok	ngrok-api-scala_2.13	0.2.0		683f142811fee7f49a615cca901b343b4aec86f0
com.ngrok	ngrok-api-scala_2.13	0.3.0		cc57023da65775734ff9b8665f2ede855999f894
com.ngrok	ngrok-api-scala_2.13	0.4.0		6cb0cf7ed07885b2a04117d06013dd43ceef4420
com.ngrok	ngrok-api-scala_2.13	0.5.0		ad253a2f8f35ae6945700ffc66372416340787cd
com.ngrok	ngrok-api-scala_2.13	0.6.0		8eed30200a474d3fa72bc339a37de9989f0e55ce
com.ngrok	ngrok-api-scala_2.13	0.7.0		878c4e72371bb3a2f9604c3cc87a3238d97c3732
com.ning	metrics.base-pom	0.0.1		N/A
com.ning	metrics.base-pom	0.0.10		N/A
com.ning	metrics.base-pom	0.0.11		N/A
com.ning	metrics.base-pom	0.0.12		N/A
com.ning	metrics.base-pom	0.0.14		N/A
com.ning	metrics.base-pom	0.0.15		N/A
com.ning	metrics.base-pom	0.0.16		N/A
com.ning	metrics.base-pom	0.0.17		N/A
com.ning	metrics.base-pom	0.0.18		N/A
com.ning	metrics.base-pom	0.0.19		N/A
com.ning	metrics.base-pom	0.0.2		N/A
com.ning	metrics.base-pom	0.0.20		N/A
com.ning	metrics.base-pom	0.0.21		N/A
com.ning	metrics.base-pom	0.0.3		N/A
com.ning	metrics.base-pom	0.0.4		N/A
com.ning	metrics.base-pom	0.0.5		N/A
com.ning	metrics.base-pom	0.0.6		N/A
com.ning	metrics.base-pom	0.0.7		N/A
com.ning	metrics.base-pom	0.0.8		N/A
com.ning	metrics.base-pom	0.0.9		N/A
com.ning	metrics.base-pom	0.1.0		N/A
com.ning	metrics.base-pom	0.1.1		N/A
com.ning	metrics.base-pom	0.1.10		N/A
com.ning	metrics.base-pom	0.1.11		N/A
com.ning	metrics.base-pom	0.1.12		N/A
com.ning	metrics.base-pom	0.1.2		N/A
com.ning	metrics.base-pom	0.1.3		N/A
com.ning	metrics.base-pom	0.1.4		N/A
com.ning	metrics.base-pom	0.1.5		N/A
com.ning	metrics.base-pom	0.1.6		N/A
com.ning	metrics.base-pom	0.1.7		N/A
com.ning	metrics.base-pom	0.1.8		N/A
com.ning	metrics.base-pom	0.1.9		N/A
com.pig4cloud	pigx-common-feign	3.10.0		8e101df869c2c7b19a1d604dd5b1b1551fed3c0f
com.pig4cloud	pigx-common-feign	3.8.0		5b11bc0984ef9622232ea2fef498e3d9b43a729f
com.pig4cloud	pigx-common-feign	3.9.0		beafe30bf499e145dbe3162b51afb5fecd02f5d4
com.saveourtool.save	save-reporters-mingwx64	0.3.10		N/A
com.saveourtool.save	save-reporters-mingwx64	0.3.2		N/A
com.saveourtool.save	save-reporters-mingwx64	0.3.3		N/A
com.saveourtool.save	save-reporters-mingwx64	0.3.4		N/A
com.saveourtool.save	save-reporters-mingwx64	0.3.5		N/A
com.saveourtool.save	save-reporters-mingwx64	0.3.6		N/A
com.saveourtool.save	save-reporters-mingwx64	0.3.7		N/A
com.saveourtool.save	save-reporters-mingwx64	0.3.8		N/A
com.saveourtool.save	save-reporters-mingwx64	0.3.9		N/A
com.wix	wix-petri-core	0.6.0		a90bd6c1a00adff1b7c1774e99399e580a5bd731
de.akquinet.android.rindirect	maven-rindirect-plugin	0.4.0		6c4326873ba99e7c3e415d13afe80a89732acbf3
de.akquinet.android.rindirect	maven-rindirect-plugin	0.4.1		d87ec43aa807b70f89655993a1ccfbcb4f155751
de.gematik.bbriccs	configuration-bricks	0.1.10		N/A
de.gematik.bbriccs	configuration-bricks	0.1.9		N/A
de.gematik.bbriccs	configuration-bricks	0.2.0		N/A
de.gematik.bbriccs	configuration-bricks	0.3.0		N/A
de.gematik.bbriccs	configuration-bricks	0.4.0		N/A
dev.mattramotar.storex	compose-iossimulatorarm64	0.0.2		N/A
dev.mattramotar.storex	compose-iossimulatorarm64	0.0.2	metadata	9f53bc66e3d408cb3b77d9758734a26bb8c7c6a7
edu.gemini	lucuma-ui_sjs1_2.13	0.10.0		a8100d006dc0ea552c621134bae8bec20bd127c2
edu.gemini	lucuma-ui_sjs1_2.13	0.10.1		80bda8612bd30284d456b06e085521dc24659d93
edu.gemini	lucuma-ui_sjs1_2.13	0.10.2		4c6bc0ee891f60a434b7d935d79326408b650cb0
edu.gemini	lucuma-ui_sjs1_2.13	0.11.0		1300183cac1d434c460de61b1beb3aabba25a420
edu.gemini	lucuma-ui_sjs1_2.13	0.11.1		7a6540d15108ecb8d7c300c21a1437563085b362
edu.gemini	lucuma-ui_sjs1_2.13	0.11.2		5034133c057ca8962d5e28fe9ce393fa2bca78f6
edu.gemini	lucuma-ui_sjs1_2.13	0.11.3		b43a7b0d4a638d33711bd4f735d5d69a9c169ccd
edu.gemini	lucuma-ui_sjs1_2.13	0.11.4		167356fa407ac6529cabbf7a1614ebedbc5803e0
edu.gemini	lucuma-ui_sjs1_2.13	0.11.5		3b999134014cda1b5b3917a2a82730f71fa16da6
edu.gemini	lucuma-ui_sjs1_2.13	0.12.0		37a22ba42f2dca72b7858ef2c17ecbb3dd0473aa
edu.gemini	lucuma-ui_sjs1_2.13	0.12.1		0d8edecda8dd0b0bcf56ee130b9271730ae5fd8d
edu.gemini	lucuma-ui_sjs1_2.13	0.12.2		455deb730f2f5c86a224a11f6ee7448e231b2f35
edu.gemini	lucuma-ui_sjs1_2.13	0.12.3		cac95ee6c778e638630a3f381c437baedfa246d4
edu.gemini	lucuma-ui_sjs1_2.13	0.13.0		72a2233a4c9908db30d338287c0140cca272fb87
edu.gemini	lucuma-ui_sjs1_2.13	0.13.1		bdb034f42d4a033ad0fdf1fa0c8163020a8958ba
edu.gemini	lucuma-ui_sjs1_2.13	0.13.2		11b45d7d00c206b44f42282c00c89a990d631cac
edu.gemini	lucuma-ui_sjs1_2.13	0.14.0		18cecba61a7cc98d3bb6c7e78fbc15a4e159bcd2
edu.gemini	lucuma-ui_sjs1_2.13	0.15.0		433d9b93ce5385efc53966312cdb1abfc8582367
edu.gemini	lucuma-ui_sjs1_2.13	0.15.1		5b7a5b8d869e430f63387fe5c8ed1c1498d90f9d
edu.gemini	lucuma-ui_sjs1_2.13	0.16.0		4a09273e4db0696632faac4d7b80658ecd80f97a
edu.gemini	lucuma-ui_sjs1_2.13	0.17.0		2ac8000d46795fdc91e99a3c87b910bb8a71898f
edu.gemini	lucuma-ui_sjs1_2.13	0.17.1		a93459d3a060a5a723dc858ba99a24f71aed36b9
edu.gemini	lucuma-ui_sjs1_2.13	0.17.2		3e7851ab2d44e20f937b2bf47691c8a4907e1a68
edu.gemini	lucuma-ui_sjs1_2.13	0.18.0		44e2d42b63059095a9226d479bf9241ef82fed5f
edu.gemini	lucuma-ui_sjs1_2.13	0.18.1		31754330fe70dbf37f2ad9873d7546acaeefb385
edu.gemini	lucuma-ui_sjs1_2.13	0.19.0		928e69ad1bdc1479974edbf4e219cc0b3ddbc8fa
edu.gemini	lucuma-ui_sjs1_2.13	0.20.0		b861506dfa96660ed5b7d38e9714f396771c347e
edu.gemini	lucuma-ui_sjs1_2.13	0.21.0		f6dbb75bdaef367b82dd1dbc1807318dc3e749f1
edu.gemini	lucuma-ui_sjs1_2.13	0.22.0		513e560f6d95ceb93dc081e7ce173729e63a301d
edu.gemini	lucuma-ui_sjs1_2.13	0.23.0		460137ba0432abb50774c905306eb4945c907e0b
edu.gemini	lucuma-ui_sjs1_2.13	0.24.0		af7d9f6f825cf654c75a41bcf040205d60491945
edu.gemini	lucuma-ui_sjs1_2.13	0.25.0		514bb156c05201c62ee27c0beec0a810d601a288
edu.gemini	lucuma-ui_sjs1_2.13	0.25.1		6041491d2b022184f252a5832c15541dc6bb1653
edu.gemini	lucuma-ui_sjs1_2.13	0.26.0		f85a7ae54303f94ef526c8bf07ce6182f6190116
edu.gemini	lucuma-ui_sjs1_2.13	0.27.0		d1a62a0a1bb3557cf85ff9008046d26d3d03c875
edu.gemini	lucuma-ui_sjs1_2.13	0.28.0		fefbcd149cf97ad43b939893b0b7c636f4099edd
edu.gemini	lucuma-ui_sjs1_2.13	0.29.0		e8bf9b9ca6d419aba174573dea452d365c9548ef
edu.gemini	lucuma-ui_sjs1_2.13	0.3.0		cfe2de9ba6a0d1d41306ebee238c4c4dedbd1fd3
edu.gemini	lucuma-ui_sjs1_2.13	0.3.1		a2dcff1b46f38f17f869deb2ea9a9b127f2c4817
edu.gemini	lucuma-ui_sjs1_2.13	0.3.2		fbbf04f93ec64da972ab7f9f6b9f8cfa6dbf6519
edu.gemini	lucuma-ui_sjs1_2.13	0.3.3		04365d82d5863dc6f3b0412486b73c90c0ba2511
edu.gemini	lucuma-ui_sjs1_2.13	0.30.0		bbf0aab8039d6b4ac8b82453afb3cf25d6315ece
edu.gemini	lucuma-ui_sjs1_2.13	0.30.1		d5b5a3466a92dd55b878a46971e7149fbd49a302
edu.gemini	lucuma-ui_sjs1_2.13	0.30.2		633f8ec35480569fcd9656dacdeb9666593e6c9d
edu.gemini	lucuma-ui_sjs1_2.13	0.31.0		2931bf028c3b2ea2f5acf19d0142cc548e1c2e3d
edu.gemini	lucuma-ui_sjs1_2.13	0.32.0		ae29411c7b2fa80688e2fb94dcf3ab46e1c2526d
edu.gemini	lucuma-ui_sjs1_2.13	0.33.0		e0f16026bf6e924845aacae569f750e2260e63a3
edu.gemini	lucuma-ui_sjs1_2.13	0.34.0		894cf67a660dbd7443ce27830f3aea565b9ce953
edu.gemini	lucuma-ui_sjs1_2.13	0.34.1		9bd633b820ba7fbf2d15ca58bb6aaaeee38c608a
edu.gemini	lucuma-ui_sjs1_2.13	0.34.2		fa29e3a35d68ce7b66b4bd35eec9ac410b2d9b2e
edu.gemini	lucuma-ui_sjs1_2.13	0.34.3		8f04a41c28c9569966bcb5f034f4083b62978140
edu.gemini	lucuma-ui_sjs1_2.13	0.35.0		2b33341291656238ed5a126083af31a181397c69
edu.gemini	lucuma-ui_sjs1_2.13	0.35.1		118266c0e83100e423725fcc94a9252142f41fbd
edu.gemini	lucuma-ui_sjs1_2.13	0.35.10		a0ce0e990321c58258bc64c5b7ffa4db82d34642
edu.gemini	lucuma-ui_sjs1_2.13	0.35.2		3db0d48d350a2c29dfb7d6489e9a38bd74736297
edu.gemini	lucuma-ui_sjs1_2.13	0.35.3		323c20e70d0f08a0f68d72c5d721b12e1a452e88
edu.gemini	lucuma-ui_sjs1_2.13	0.35.4		132fab807479d25c0d8a4ff35143df2b04f2058d
edu.gemini	lucuma-ui_sjs1_2.13	0.35.5		a17fb24d71ca00293524a6bb090d2dd76e2c63ed
edu.gemini	lucuma-ui_sjs1_2.13	0.35.6		cc2297d4d577936103ce9a62c5e2fc1236ed19bf
edu.gemini	lucuma-ui_sjs1_2.13	0.35.7		3dd3b773a5051f7b35f73835e0b673993f4d6464
edu.gemini	lucuma-ui_sjs1_2.13	0.35.8		23f89e7e1cf0ee0738fd43ca4e7e38cf75f707b7
edu.gemini	lucuma-ui_sjs1_2.13	0.35.9		9afa59cf99c7d242ae02260129eb3f38f6596427
edu.gemini	lucuma-ui_sjs1_2.13	0.36.0		1d0f8bddeaf104276e3ad4b28dd1b7067216b0b0
edu.gemini	lucuma-ui_sjs1_2.13	0.36.1		0dff3e3ecd8f562a1eaf418a89b900ae3b30b517
edu.gemini	lucuma-ui_sjs1_2.13	0.36.2		6c6d504a120edbdea9f926d2ab2c013de959b7f5
edu.gemini	lucuma-ui_sjs1_2.13	0.36.3		065dc0f6f5daca8d8a78ccf82879a89f4f7dc29c
edu.gemini	lucuma-ui_sjs1_2.13	0.36.4		6406ab888de2a33d7c617debfbbc4250336cb53c
edu.gemini	lucuma-ui_sjs1_2.13	0.36.5		42664dbc2b2fb1a5b1d15b82b7995bc07f2e155d
edu.gemini	lucuma-ui_sjs1_2.13	0.36.6		e2a6a4a86598486c2a2d33c57870f9e3ebeb44ec
edu.gemini	lucuma-ui_sjs1_2.13	0.36.7		a6f69a3f47db76a3b80818f3336b982a88f9fa76
edu.gemini	lucuma-ui_sjs1_2.13	0.36.8		b94712ef3b5f8ebd4d5e60c95b18f25e0de0df2a
edu.gemini	lucuma-ui_sjs1_2.13	0.37.0		46867c1a8a7c412b6b0791a3bbe21d04928c0d84
edu.gemini	lucuma-ui_sjs1_2.13	0.38.0		93a50d4686ba68f917ceff7a09b416e66df707d2
edu.gemini	lucuma-ui_sjs1_2.13	0.39.0		ec09c1fec52d36b07334a78e5ea1d27bb033884a
edu.gemini	lucuma-ui_sjs1_2.13	0.4.0		ec254420697753ddc0e00ce3a709f53e3866dcf1
edu.gemini	lucuma-ui_sjs1_2.13	0.4.1		52c9058a9889b034b9ae2424ce27457c59369823
edu.gemini	lucuma-ui_sjs1_2.13	0.4.2		07e19447af7a73488d9d5c8e89fe0f05d57830e3
edu.gemini	lucuma-ui_sjs1_2.13	0.5.0		82a7cf8cdb971c20ba4f7bae70f20077ddacbd84
edu.gemini	lucuma-ui_sjs1_2.13	0.5.1		cbf34052d1b2b347b0f3a67941d2aeeb267cfdd8
edu.gemini	lucuma-ui_sjs1_2.13	0.5.2		8d4edcf43f5941ca615e7d3f2dd5bed5c9681e3e
edu.gemini	lucuma-ui_sjs1_2.13	0.6.0		b3d1eb2a784c7cc846e929ac166bcf2f66fb29d7
edu.gemini	lucuma-ui_sjs1_2.13	0.7.0		25d5e72f915be4829bc097cd3bf4755187717882
edu.gemini	lucuma-ui_sjs1_2.13	0.7.1		4cfd6a4c73a5d1a1aad054608c12d2ff1b767ae6
edu.gemini	lucuma-ui_sjs1_2.13	0.7.2		d04c427338fdb1dc739f512ddd69dfbac4b699c4
edu.gemini	lucuma-ui_sjs1_2.13	0.8.0		f069afc47496dd957ef7029844646c033f1a5d3f
edu.gemini	lucuma-ui_sjs1_2.13	0.9.0		9ac21f9b3b3093848ceb3e2ba7b73ea68e5bd5ec
edu.gemini	lucuma-ui_sjs1_2.13	0.9.1		3670a216e8bf1183a80337a69e6be64bd861abce
edu.gemini	lucuma-ui_sjs1_2.13	0.9.2		b2ef0ba6cd4959a94fe9a79b24be06288630e5bd
eu.codlab	kotlin-weather-common-compose-js	0.1.0		N/A
eu.codlab	kotlin-weather-common-compose-js	0.1.1		N/A
eu.fbk.pikes	pikes-twm	0.1		ed21eb137a578f1549107a264e3f1947ea3dfce5
io.9tiger	auth	1.2.4		aa9311d7e3b79e4b687c818b7ded59e5ad8c47e8
io.9tiger	auth	1.3.0		e1b168cd21d6bdfd577d8cb633789115fd811d1e
io.9tiger	auth	1.3.1		adf788420a235662bcd5bf05d6657fe59e92e13d
io.9tiger	auth	1.3.1-RC1		b1f4596618385811e158bd64088553598cec9d3a
io.9tiger	auth	1.3.2		81a3dc68d61601c3316fd12bde77dee739a62bcc
io.9tiger	auth	1.3.3		52faeed23ff487eaaf6fd39a29a32b1fdb47468a
io.9tiger	auth	1.3.4		ca4eb14de692d158912fe8d25746afaa7aa63c65
io.9tiger	auth	1.3.5		40ce899c06250d8491da2a4e0305dc2878061ec6
io.9tiger	auth	1.3.7		2c5642f061f4bef022f6bbd912f9ddbc3b3ce327
io.9tiger	auth	1.4.0		7dd7ffbd74294f96ce535d501beefd0bcc0a865a
io.9tiger	auth	1.4.1		7b6ef31f33761de09ff0da43d55a52dcaa44ca18
io.9tiger	auth	1.4.2		6bcc48e9cef7f78bf4daf3148056fad4969029d0
