at.released.cassettes.plugin.unwrap	at.released.cassettes.plugin.unwrap.gradle.plugin	0.1-alpha01		N/A
org.eclipse.dirigible	dirigible-components-api-kafka	10.5.4		98a819822e68e789ca9df466248bd9c7f7bdc924
org.eclipse.dirigible	dirigible-components-api-kafka	10.5.5		a73dc9ce36feb64f0938bfb1a2d657fd45bff071
org.eclipse.dirigible	dirigible-components-api-kafka	10.5.6		3ca81642c45d29852a82638cad1d2439be1a53c8
org.eclipse.dirigible	dirigible-components-api-kafka	10.5.7		6d63365be81e5e2fcf6ec27d83f00921b34402ee
org.eclipse.dirigible	dirigible-components-api-kafka	10.5.8		08f6fedeeeaa35ebe83433309aa4818970142e66
org.eclipse.dirigible	dirigible-components-api-kafka	10.5.9		3b6b2b4f206df155330bcbd9f31d48e8b99a1f5c
org.eclipse.dirigible	dirigible-components-api-kafka	10.6.0		8e5771e724b49c6029559e8beefc83a81413fb3a
org.eclipse.dirigible	dirigible-components-api-kafka	10.6.1		eb561e48726a0773236569df513b2726dd0dd4ca
org.eclipse.dirigible	dirigible-components-api-kafka	10.6.10		3a5509a702f861a7656eda34f752c00d84464c94
org.eclipse.dirigible	dirigible-components-api-kafka	10.6.11		e9aded85e8493bb6cb8e3861bb869999ae9de89e
org.eclipse.dirigible	dirigible-components-api-kafka	10.6.12		70eb9bafba2381860522de7e8b04eec71a4c18a3
org.eclipse.dirigible	dirigible-components-api-kafka	10.6.13		cdfffa3fb6c256b627d78d80fdca4814eb301687
org.eclipse.dirigible	dirigible-components-api-kafka	10.6.14		38df28dbb774752c77168e6ab2688279a4478b2d
org.eclipse.dirigible	dirigible-components-api-kafka	10.6.15		ccf5cb58d5decd55ceaa11d1c9c1f1f14a2db709
org.eclipse.dirigible	dirigible-components-api-kafka	10.6.16		ee3a58b0a3b0dfe8c8060b4c034ae5caa101509e
org.eclipse.dirigible	dirigible-components-api-kafka	10.6.17		a452702672de1f0e1cb7427d24013adb7fb8f663
org.eclipse.dirigible	dirigible-components-api-kafka	10.6.18		60bb3b03a99e63d620b9949c376031c9e94861d1
org.eclipse.dirigible	dirigible-components-api-kafka	10.6.19		ffe5bcf9629f2c8efddb344cb71113f62ff30e74
org.eclipse.dirigible	dirigible-components-api-kafka	10.6.2		e225a01b9c9bb35a8948bfe8300944adbbaba2d9
org.eclipse.dirigible	dirigible-components-api-kafka	10.6.20		8ceddb88c1cafd0fda8523368367a0e8d4bbd39d
org.eclipse.dirigible	dirigible-components-api-kafka	10.6.21		51681efa4068d63813b7091cdefec68bfd22a354
org.eclipse.dirigible	dirigible-components-api-kafka	10.6.22		42b8d8086df609c2aee7f6543e43371d1c268d39
org.eclipse.dirigible	dirigible-components-api-kafka	10.6.23		17ec0d7bca0348f5b79ac54a207f58cbcab6b3a0
org.eclipse.dirigible	dirigible-components-api-kafka	10.6.24		4be87f4471d969f8717525c2e2d4ca1f2051db60
org.eclipse.dirigible	dirigible-components-api-kafka	10.6.25		e5add8e5ba20d49942bd881db20c6e07b98303a6
org.eclipse.dirigible	dirigible-components-api-kafka	10.6.26		13dc898e76db163e0186bcb72b0766edd44a41ae
org.eclipse.dirigible	dirigible-components-api-kafka	10.6.27		309d41f7e674835dd92af74e11a5340c3bf1cdc7
org.eclipse.dirigible	dirigible-components-api-kafka	10.6.28		a60d6dd51ac68e12e24aaeac0f335fff41fa6dfd
org.eclipse.dirigible	dirigible-components-api-kafka	10.6.29		09de97e3cc3f41fc5ae6975f80fb353d91bdd885
org.eclipse.dirigible	dirigible-components-api-kafka	10.6.3		51e3987c7e346a18965973433f8950c213669609
org.eclipse.dirigible	dirigible-components-api-kafka	10.6.30		15956351f31559cd173556dc256e688fd967dc95
org.eclipse.dirigible	dirigible-components-api-kafka	10.6.31		0426d26e9d4ad8d2a1aab193be53f0ccf32a0cd3
org.eclipse.dirigible	dirigible-components-api-kafka	10.6.32		651209ec8c49ca6e84b1861242c47b06e60fea13
org.eclipse.dirigible	dirigible-components-api-kafka	10.6.33		09d7b642779f4059a0b0b1cd5a2891a9bd7ada31
org.eclipse.dirigible	dirigible-components-api-kafka	10.6.34		93f177135fc9e2788c3ad9dba3f2c849531e7776
org.eclipse.dirigible	dirigible-components-api-kafka	10.6.36		b7a95c7f4a3f9825505ab011469da519c5da0af3
org.eclipse.dirigible	dirigible-components-api-kafka	10.6.37		3a9713134becc12b0fdfa2f1f2bc66b4aa7a7fe7
org.eclipse.dirigible	dirigible-components-api-kafka	10.6.38		3e4fda53ce203e1818afe94b44786ec93a965c6a
org.eclipse.dirigible	dirigible-components-api-kafka	10.6.39		b3b12712e200caf88069ea9b339f3b23b600b70b
org.eclipse.dirigible	dirigible-components-api-kafka	10.6.4		8c8222b7dff37fb37efc5470c1f2247ab5eb0417
org.eclipse.dirigible	dirigible-components-api-kafka	10.6.41		fc24fd9c19540837540b9df8efb0e8978651b1e7
org.eclipse.dirigible	dirigible-components-api-kafka	10.6.42		89117095d7063c0fbe03f01a910a950899f5f084
org.eclipse.dirigible	dirigible-components-api-kafka	10.6.43		20ed8af02cf4cf708cde26c38d8c5d5fe455f917
org.eclipse.dirigible	dirigible-components-api-kafka	10.6.44		781730d89c47f521f53f6a0ae9b63bc844c3b1cf
org.eclipse.dirigible	dirigible-components-api-kafka	10.6.45		ac72b4f9467080e4b49130a32b9b1ef0c4d42148
org.eclipse.dirigible	dirigible-components-api-kafka	10.6.47		f835ad3179f82e951afd7b22af993bf6218c7213
org.eclipse.dirigible	dirigible-components-api-kafka	10.6.48		67013d2cde8c615aedd9cdb88f8ec600dca77223
org.eclipse.dirigible	dirigible-components-api-kafka	10.6.5		7ad6f094b884559dd1e14f0bbdacf0945c66ba03
org.eclipse.dirigible	dirigible-components-api-kafka	10.6.50		429eb4241427689504ebddced3da301a3b3e428e
org.eclipse.dirigible	dirigible-components-api-kafka	10.6.6		7fb627a85528e7fedcaa69f93048dd2382023513
org.eclipse.dirigible	dirigible-components-api-kafka	10.6.7		b5355f6f2cbb24df71f9a20255d7d850cce331dc
org.eclipse.dirigible	dirigible-components-api-kafka	10.6.8		0fe191185aa5f4f2a5268c8996eb61a773cd726a
org.eclipse.dirigible	dirigible-components-api-kafka	10.6.9		e837d5153f420914f2a568dfd487f44bae6de70c
org.eclipse.dirigible	dirigible-components-api-kafka	11.1.0		6d2ef365e1168354429b83308db3e379ff0a4b23
org.eclipse.dirigible	dirigible-components-api-kafka	11.1.1		731a594f5385f0fc4fcd267862b72d88e88174c0
org.eclipse.dirigible	dirigible-components-api-kafka	11.11.0		96ce2a950abdc7e64d5e20daf14111fea0088b4e
org.eclipse.dirigible	dirigible-components-api-kafka	11.12.0		f1298618abc642838d902ad2f309a48a9e701388
org.eclipse.dirigible	dirigible-components-api-kafka	11.13.0		97f0919c291089e5c8be687d8d6ac4cc4c5f2bcb
org.eclipse.dirigible	dirigible-components-api-kafka	11.14.0		d05e7dfcdc22752c064466e966dde4708d8a85ea
org.eclipse.dirigible	dirigible-components-api-kafka	11.15.0		5ce22feecc23fc54b8e2bd21f3be283e366dd317
org.eclipse.dirigible	dirigible-components-api-kafka	11.16.0		bdad7abc525c56831928000f845dd39e1596e5b9
org.eclipse.dirigible	dirigible-components-api-kafka	11.17.0		699b79d7dd0ca20bc8f2369281994a352af305c7
org.eclipse.dirigible	dirigible-components-api-kafka	11.18.0		2a148a58c0c8922030898fe31ba27935010b112e
org.eclipse.dirigible	dirigible-components-api-kafka	11.19.0		43833a18fd56f4db406d32296e8b8aad6eea4221
org.eclipse.dirigible	dirigible-components-api-kafka	11.2.0		6cb23d49e7462321a86473624ea77cf25764b786
org.eclipse.dirigible	dirigible-components-api-kafka	11.2.1		a3265c69e3078fd266231b231de7be549f1a9ce1
org.eclipse.dirigible	dirigible-components-api-kafka	11.2.3		f2c394e0e5f019ef2c2d8a52aae7561717c1a8b3
org.eclipse.dirigible	dirigible-components-api-kafka	11.2.4		9817194bc8270eac161c0a466e9b1f5a53ee9996
org.eclipse.dirigible	dirigible-components-api-kafka	11.2.5		e24cac5904fb09493557f75de34dbf49271f6640
org.eclipse.dirigible	dirigible-components-api-kafka	11.2.6		f564413b16773ea5e7e6559b42a6a0f7ddc6db28
org.eclipse.dirigible	dirigible-components-api-kafka	11.20.0		2d87674596ad2e21e540dec5fde49bbedcf876d1
org.eclipse.dirigible	dirigible-components-api-kafka	11.22.0		9adaa7f77506fee9dcc99f6adade6e5da1cb2148
org.eclipse.dirigible	dirigible-components-api-kafka	11.23.0		2c0226fecf232a6c0aa2cb7864d088347dbc3df7
org.eclipse.dirigible	dirigible-components-api-kafka	11.24.0		1690272e485c86bd4bed201e29035922cedff9e6
org.eclipse.dirigible	dirigible-components-api-kafka	11.25.0		bbaab9b205fc9a0967816aee977ab5dd29be659a
org.eclipse.dirigible	dirigible-components-api-kafka	11.26.0		c04a003e74a1953006e7d506e91e2311d36001a4
org.eclipse.dirigible	dirigible-components-api-kafka	11.27.0		a318ba67c628247c1e52a3bb9466e689279b4cbe
org.eclipse.dirigible	dirigible-components-api-kafka	11.28.0		f9d70f95b3bd8799dd9b8b21e6be52ac03ec8583
org.eclipse.dirigible	dirigible-components-api-kafka	11.29.0		2dfa3daa1ae6884bac13c7bcd7528d15623c5ff8
org.eclipse.dirigible	dirigible-components-api-kafka	11.3.0		bd59218ffc900b02c180155c9206b52e9ea246e2
org.eclipse.dirigible	dirigible-components-api-kafka	11.30.0		87e9eeab7b98f6f0557653483ad6e3d4b4359171
org.eclipse.dirigible	dirigible-components-api-kafka	11.31.0		93bb8e3501e05ec5d69be727946f3990e077685c
org.eclipse.dirigible	dirigible-components-api-kafka	11.32.0		2b0f7fcda15e4c3c34a2cb06fa27989fdff09193
org.eclipse.dirigible	dirigible-components-api-kafka	11.33.0		ac53ba197139cf18ec0d4664776c6580e36333cc
org.eclipse.dirigible	dirigible-components-api-kafka	11.34.0		45347f6fcb7740e6797a2855b2a335f89e3ff147
org.eclipse.dirigible	dirigible-components-api-kafka	11.34.1		63d469e9b825c9dc107e0917caae25b98e22cd5c
org.eclipse.dirigible	dirigible-components-api-kafka	11.35.0		ac0e26b73e3be0e555296be087071a4c7b3eeb1c
org.eclipse.dirigible	dirigible-components-api-kafka	11.37.0		5aa6417de4ff8508294c46cba3501f891da24cbd
org.eclipse.dirigible	dirigible-components-api-kafka	11.38.0		6185f84f145c4c1ca7068c3819126cc6cdbf1243
org.eclipse.dirigible	dirigible-components-api-kafka	11.39.0		9fd52e014585ca8cc714f3543e3ba5f0598ab2e2
org.eclipse.dirigible	dirigible-components-api-kafka	11.4.1		7d9d3f502fd8c1503f8efc3ec87aded9035082d2
org.eclipse.dirigible	dirigible-components-api-kafka	11.40.0		6f6f73413721df0262d6cb7af6993cd3a84557b0
org.eclipse.dirigible	dirigible-components-api-kafka	11.41.1		6dcba7151bd76a63bdc811a4d0fb7ee4822f1b90
org.eclipse.dirigible	dirigible-components-api-kafka	11.42.0		3077c8e0ac84f888fb11fc5e6f1e7c8eef4a7cda
org.eclipse.dirigible	dirigible-components-api-kafka	11.43.0		0c3adeab213c642de81fea5922d18d083def4dc0
org.eclipse.dirigible	dirigible-components-api-kafka	11.44.0		03a0b69422cd63584285253e7c806b76a813c68e
org.eclipse.dirigible	dirigible-components-api-kafka	11.45.0		f694b7323f07399e1518a753c92552094c7076bf
org.eclipse.dirigible	dirigible-components-api-kafka	11.45.1		704a9ab56260dd220e402378b285c7646ffa7f16
org.eclipse.dirigible	dirigible-components-api-kafka	11.45.10		73650fed7bb9e9bb4c17e514555190ce36c0d1bd
org.eclipse.dirigible	dirigible-components-api-kafka	11.45.11		a641cb3b9d89bf1e578badb4ef60bd12c046762c
org.eclipse.dirigible	dirigible-components-api-kafka	11.45.12		30760c4f6e2077c48ac4f18ac5eac4b4c752e0f1
org.eclipse.dirigible	dirigible-components-api-kafka	11.45.13		fc36e6463aaaf57da5d08dced2b4d077a0dd7d48
org.eclipse.dirigible	dirigible-components-api-kafka	11.45.3		63ab12279240a11792957ec10363ecd82751e5c2
org.eclipse.dirigible	dirigible-components-api-kafka	11.45.4		6c1b45bbc4aa259afed12c838daa39b38a595252
org.eclipse.dirigible	dirigible-components-api-kafka	11.45.5		a9dcdf4fa60f94f9f0b6ab2d30ffc5e1f40bd4f2
org.eclipse.dirigible	dirigible-components-api-kafka	11.45.6		2c23d65ec75fc1e5698c178b63a4b87c3b0e32df
org.eclipse.dirigible	dirigible-components-api-kafka	11.45.7		4143d13d70b35069512effde3ad2b2e8a247bc18
org.eclipse.dirigible	dirigible-components-api-kafka	11.45.8		e65a8b61432223fccd25f99d36554d8601b0a0b8
org.eclipse.dirigible	dirigible-components-api-kafka	11.45.9		f79c0f93a447a46f5ab8c5e54ccbf86f4b27ace7
org.eclipse.dirigible	dirigible-components-api-kafka	11.5.0		c0c34a82a40ce0bf73fc9ffc6a53075f9455160d
org.eclipse.dirigible	dirigible-components-api-kafka	11.6.0		5e8370701783adc79407a8225a2ba1abcf68ed84
org.eclipse.dirigible	dirigible-components-api-kafka	11.6.1		dc767a3743f11a92d7f0696fed4ef8ec36191473
org.eclipse.dirigible	dirigible-components-api-kafka	11.7.0		f739cbd5ae4f8fb67549cb3ccb443e0f0a21320e
org.eclipse.dirigible	dirigible-components-api-kafka	11.8.0		03d9e982a6fd60a209f67629e6e31711fe3ba035
org.eclipse.dirigible	dirigible-components-api-kafka	11.9.0		08af1acb067fb615de3b5df4eb21a9d22da438be
org.eclipse.dirigible	dirigible-components-api-kafka	8.0.2		569af8561eaa77ffb0d8d7890262403f57c0d0cf
org.eclipse.dirigible	dirigible-components-api-kafka	8.1.0		3f084c8721181297eb080ab3d38bcea942bc378b
org.eclipse.dirigible	dirigible-components-api-kafka	8.10.0		cdc7bb7f6b98268251c498f18e740577f77a49a8
org.eclipse.dirigible	dirigible-components-api-kafka	8.10.1		311b25ba52018ce912356f6751c3e710da3c9425
org.eclipse.dirigible	dirigible-components-api-kafka	8.10.2		d662810359d51532fed44f98a974b3500854d12e
org.eclipse.dirigible	dirigible-components-api-kafka	8.10.3		aff99583b5304bb749cb4bc0ce26bf4c504a18b1
org.eclipse.dirigible	dirigible-components-api-kafka	8.10.4		2d2f5211114481dbbe43c5de52f6a82d0b13c387
org.eclipse.dirigible	dirigible-components-api-kafka	8.11.0		5898e4e47f8ed31734bd7acbe8997dc66c6dee16
org.eclipse.dirigible	dirigible-components-api-kafka	8.11.1		22d66cfa110a537de3ce6a1f95b66684a4008610
org.eclipse.dirigible	dirigible-components-api-kafka	8.11.2		89d05cbd03ca287442ec94a4290501bdfe3d1bf9
org.eclipse.dirigible	dirigible-components-api-kafka	8.11.3		d77824a4c89d6f0441e0ecb49d1ef3af9fad8f36
org.eclipse.dirigible	dirigible-components-api-kafka	8.11.4		d3f6cc26cc5ef966fe0c4d0f02aedbc5fdd34327
org.eclipse.dirigible	dirigible-components-api-kafka	8.12.0		7e4f0846749fd8644e82acd3629fab15a7c74b4d
org.eclipse.dirigible	dirigible-components-api-kafka	8.13.0		5a41e44670c45507ccca2e6931fa752c254063a3
org.eclipse.dirigible	dirigible-components-api-kafka	8.14.0		c718002f619a7fa6d70ddfdcb53614d358c64f22
org.eclipse.dirigible	dirigible-components-api-kafka	8.14.1		2e54a4230fc81995d64b58de03f8f03954af6fec
org.eclipse.dirigible	dirigible-components-api-kafka	8.14.2		0a416241c771eada19f88ad486cb47cd695b8052
org.eclipse.dirigible	dirigible-components-api-kafka	8.15.0		105abcd17a213aa68162671e4374f2156130c243
org.eclipse.dirigible	dirigible-components-api-kafka	8.15.1		0d7b8cbd052e60f97f425d219f12d665d34588d5
org.eclipse.dirigible	dirigible-components-api-kafka	8.15.2		6c0e29e6f6fae2df00b7fead76cd1e95f1b6d559
org.eclipse.dirigible	dirigible-components-api-kafka	8.15.3		42fe4ac9a9bd8088754243c35b235401dcf66eb1
org.eclipse.dirigible	dirigible-components-api-kafka	8.15.4		66596fe35c1503e9cd9b1eee4c255e354abdf1a9
org.eclipse.dirigible	dirigible-components-api-kafka	8.16.0		31f3959884b122e289b3ceeb1be80dd2be96e6f2
org.eclipse.dirigible	dirigible-components-api-kafka	8.16.1		e59f06d16994f5edb34fcb13213a7fa4f60973a2
org.eclipse.dirigible	dirigible-components-api-kafka	8.17.0		fe6b93cd79a33133021b25672da98915a8ed18e5
org.eclipse.dirigible	dirigible-components-api-kafka	8.17.1		34dbe4cb684fca42d235279b27add3ed3ef95422
org.eclipse.dirigible	dirigible-components-api-kafka	8.18.0		91713608d511c67a572c4b9d2c0faf83ded70ef5
org.eclipse.dirigible	dirigible-components-api-kafka	8.18.1		9afb6581218e494801c429d2f8b2a346a5505fed
org.eclipse.dirigible	dirigible-components-api-kafka	8.18.2		e4e3b9bb9ca86a27cfb4f174f10b1f5661495135
org.eclipse.dirigible	dirigible-components-api-kafka	8.18.3		fd5d42ea6224e9287df9a86f6b019b1c1b09bc31
org.eclipse.dirigible	dirigible-components-api-kafka	8.18.4		e9df820813505daf4ee29b77f58375704e54d982
org.eclipse.dirigible	dirigible-components-api-kafka	8.18.5		fd436bf094622635bf4ccdd3d09c75e43121cba5
org.eclipse.dirigible	dirigible-components-api-kafka	8.18.6		5d482c35ce27de03f15551b42308fb2e8bc1d7d3
org.eclipse.dirigible	dirigible-components-api-kafka	8.18.7		6b22142de603ee3e10842c9f296c931aa78378b7
org.eclipse.dirigible	dirigible-components-api-kafka	8.18.8		5fc7187259ced8b415aece0d613a314272c71b18
org.eclipse.dirigible	dirigible-components-api-kafka	8.18.9		935651aba85e1b276a58ddaac8c1e001f827e9f0
org.eclipse.dirigible	dirigible-components-api-kafka	8.2.0		e62f860283846717a044878abd9e6142c5a6162d
org.eclipse.dirigible	dirigible-components-api-kafka	8.2.1		2cb3219d85ae287b6f8289a97ccc33a838594393
org.eclipse.dirigible	dirigible-components-api-kafka	8.2.2		dd0992223bd0abd10d7160fa5841d9e983448e73
org.eclipse.dirigible	dirigible-components-api-kafka	8.3.0		c92a0d58a8eedc031d5415f1ddab95873fbdcbc6
org.eclipse.dirigible	dirigible-components-api-kafka	8.3.1		dc6c72c61da8900c21608be79768406fd321e46f
org.eclipse.dirigible	dirigible-components-api-kafka	8.3.2		62dba6790cf31bade8bb4b76bca576b5fde63395
org.eclipse.dirigible	dirigible-components-api-kafka	8.3.3		d6e1ec687e30668985e6b308203dfa6de962a81e
org.eclipse.dirigible	dirigible-components-api-kafka	8.4.1		b41633f14d9fa8d5dc2594da553f630fe15546ac
org.eclipse.dirigible	dirigible-components-api-kafka	8.4.2		e1a688e8423f778932e50a6d80e3dab5ae6bd228
org.eclipse.dirigible	dirigible-components-api-kafka	8.4.3		1164140d74f07072afc9feba1171697dea3b5fe3
org.eclipse.dirigible	dirigible-components-api-kafka	8.4.4		b674f5b2c4bd6bf97c2789a9e8a158964a945292
org.eclipse.dirigible	dirigible-components-api-kafka	8.4.5		dee6c88de0e8c7cfc140b7ba1a9c3924e2ab682c
org.eclipse.dirigible	dirigible-components-api-kafka	8.4.6		7bee88362c359cdf8576d256b8dc280c9ddc2f70
org.eclipse.dirigible	dirigible-components-api-kafka	8.4.7		859ee9022fbd53d7dbc6cecee0275b7718e53870
org.eclipse.dirigible	dirigible-components-api-kafka	8.5.0		5433a08fe4b8d83717603bb2e8dfbe079632705c
org.eclipse.dirigible	dirigible-components-api-kafka	8.5.1		72fb2fa4242395c5103aca2707362d1a042dcd26
org.eclipse.dirigible	dirigible-components-api-kafka	8.5.2		7d28f4be078f8bc0825f2f6994c22c216d556d1d
org.eclipse.dirigible	dirigible-components-api-kafka	8.5.3		14d12e939a92a64c392dc32ceebc016db4749a81
org.eclipse.dirigible	dirigible-components-api-kafka	8.6.0		9c3bda12e34b865f244b891ffbaff1f41aa0f236
org.eclipse.dirigible	dirigible-components-api-kafka	8.6.1		d4f777f0e115c5e6b18968e81d21d15112771488
org.eclipse.dirigible	dirigible-components-api-kafka	8.7.0		58090ca491a2e5067f75ee840bf66de54521cd30
org.eclipse.dirigible	dirigible-components-api-kafka	8.7.1		edc7c450999d0f76180c03d9657d0942eca841d8
org.eclipse.dirigible	dirigible-components-api-kafka	8.8.0		ee784eac25a29e61440871613d13b3f4d781f8f0
org.eclipse.dirigible	dirigible-components-api-kafka	8.8.1		f131d3b57f86539b307c8643bb2d4a89bace5137
org.eclipse.dirigible	dirigible-components-api-kafka	8.8.2		0ea2c2b13a8be404441e6cec7ee66a3dff61a433
org.eclipse.dirigible	dirigible-components-api-kafka	8.9.0		8457ae2976901ca65310d201c7963fc433f4a52d
org.eclipse.dirigible	dirigible-components-api-kafka	8.9.1		f65284b6cc4c3c010a83175bbf63a4e5323fdc9f
org.eclipse.dirigible	dirigible-components-api-kafka	8.9.2		34fb70d4f4026323d2983f485723f20ee88310f2
org.eclipse.dirigible	dirigible-components-api-kafka	9.0.0		82562566596c70f16bab20282184d71743a1b7d8
org.eclipse.dirigible	dirigible-components-api-kafka	9.1.0		37f55fb03ec0faab145e2f160e43147d3810f454
org.eclipse.dirigible	dirigible-components-api-kafka	9.1.1		25d43c3ea7dac7ec9b60b4c03ccee3c715f14bf0
org.eclipse.dirigible	dirigible-components-api-kafka	9.2.0		0375f8017d9c6966eed217e3a7b5f4a02d7f7f9a
org.eclipse.dirigible	dirigible-components-api-kafka	9.2.1		1b1eb5da63c2e5c9cbe4a4ef548f9402ca365941
org.eclipse.dirigible	dirigible-components-api-kafka	9.2.2		93692599161aae086dcf7e0bff7fd713b21a1078
org.geomajas.plugin	geomajas-layer-geotools-gwt-example-jar	1.10.0		7e0dea30713214ef8eb66e558cdb067752af6459
org.geomajas.plugin	geomajas-layer-geotools-gwt-example-jar	1.11.0		cc9f261f5ec6e430e95415d25cc798305d8b2048
org.geomajas.plugin	geomajas-layer-geotools-gwt-example-jar	1.11.2		23e8b44f0a272055a689787867a0df01e97bed00
org.geomajas.plugin	geomajas-layer-geotools-gwt-example-jar	1.15.0-M1		40ed02d500dd58e82f9603ee288e5277fbc38af2
org.geomajas.plugin	geomajas-layer-geotools-gwt-example-jar	1.15.0-M2		28782d4a1ad40db8cbaf8baf01f515c95441dbd8
org.geomajas.plugin	geomajas-layer-geotools-gwt-example-jar	1.15.0-M3		e27ffdd70e60324095bd99066ac79e1bb1a9afe7
org.geomajas.plugin	geomajas-layer-geotools-gwt-example-jar	1.15.1		c00bcf5a9f109f2b8c89df06f769343c2c5a8dae
org.geomajas.plugin	geomajas-layer-geotools-gwt-example-jar	1.15.2		4301379eb77a9a5047c29ac0d282d6d28677619b
org.geomajas.plugin	geomajas-layer-geotools-gwt-example-jar	1.16.0		e978ec75e7d732c4064723fd02cca6c4c6af2593
org.glassfish.main	paas.gfplugin	4.0-b33		db504e8efc8ee417162ed78cb70f459d78221fe2
org.jboss.ws	jbossws-jboss720-parent	4.2.0.Alpha1		N/A
org.jboss.ws	jbossws-jboss720-parent	4.2.0.Beta1		N/A
org.jboss.ws	jbossws-jboss720-parent	4.2.0.CR1		N/A
org.jboss.ws	jbossws-jboss720-parent	4.2.0.Final		N/A
org.jboss.ws	jbossws-jboss720-parent	4.2.1.Final		N/A
org.jboss.ws	jbossws-jboss720-parent	4.2.2.Final		N/A
org.jboss.ws	jbossws-jboss720-parent	4.3.0.Beta1		N/A
org.jboss.ws	jbossws-jboss720-parent	4.3.0.Beta2		N/A
org.jboss.ws	jbossws-jboss720-parent	4.3.0.CR1		N/A
org.jboss.ws	jbossws-jboss720-parent	4.3.0.CR2		N/A
org.jboss.ws	jbossws-jboss720-parent	4.3.0.Final		N/A
org.jboss.ws	jbossws-jboss720-parent	4.3.1.Final		N/A
org.jboss.ws	jbossws-jboss720-parent	4.3.2.Final		N/A
org.kohsuke.sorcerer	sorcerer	0.10		N/A
org.kohsuke.sorcerer	sorcerer	0.11		N/A
org.kordamp.ezmorph	ezmorph-core	3.0.0		b44f169d3318e5ce8415517798e1b10caa2e0f83
org.kordamp.ezmorph	ezmorph-core	3.1.0		7d8ab940ef415f75fe4d5ef1940a1863714db362
org.locationtech.geomesa	geomesa-arrow_2.13	4.0.0		N/A
org.locationtech.geomesa	geomesa-arrow_2.13	4.0.1		N/A
org.locationtech.geomesa	geomesa-arrow_2.13	4.0.2		N/A
org.locationtech.geomesa	geomesa-arrow_2.13	4.0.3		N/A
org.locationtech.geomesa	geomesa-arrow_2.13	4.0.4		N/A
org.locationtech.geomesa	geomesa-arrow_2.13	4.0.5		N/A
org.locationtech.geomesa	geomesa-arrow_2.13	5.0.0		N/A
org.locationtech.geomesa	geomesa-arrow_2.13	5.0.1		N/A
org.locationtech.geomesa	geomesa-arrow_2.13	5.1.0		N/A
org.locationtech.geomesa	geomesa-arrow_2.13	5.2.0		N/A
org.locationtech.geomesa	geomesa-arrow_2.13	5.2.1		N/A
org.locationtech.geomesa	geomesa-arrow_2.13	5.2.2		N/A
org.opendaylight.alto	features4-alto	0.4.0-Carbon		N/A
org.opendaylight.alto	features4-alto	0.4.1-Carbon		N/A
org.opendaylight.alto	features4-alto	0.4.2-Carbon		N/A
org.opendaylight.alto	features4-alto	0.4.3-Carbon		N/A
org.opendaylight.alto	features4-alto	0.4.4-Carbon		N/A
org.opendaylight.alto	features4-alto	0.5.0		N/A
org.opendaylight.alto	features4-alto	0.5.1		N/A
org.opendaylight.alto	features4-alto	0.5.2		N/A
org.opendaylight.alto	features4-alto	0.5.3		N/A
org.opendaylight.alto	features4-alto	0.6.0		N/A
org.opendaylight.alto	features4-alto	0.6.1		N/A
