ai.platon.pulsar	pulsar-h2	1.4.196		1c0f2c0432421c79301a07e9dd19add5e68739e1
com.applitools	eyes-sdk-core-java5	5.63.0		093fbb69ad4090c54c462ffc9b92f362a15513db
com.applitools	eyes-sdk-core-java5	5.63.3		f290cfc1072e44249dfd3503269798eabba8f5dc
com.applitools	eyes-sdk-core-java5	5.63.4		1e12a7600979aa2e22e96117a18e7f4a207629b2
com.applitools	eyes-sdk-core-java5	5.63.5		12caa5f0f1466ee2e7d3b540a6540569839ca0e8
com.applitools	eyes-sdk-core-java5	5.63.6		68504bf6b6d6db578704f9ddcb02922461ea765b
com.applitools	eyes-sdk-core-java5	5.64.10		995dbde9a4ce41f5d094b5910a53e875223385c1
com.applitools	eyes-sdk-core-java5	5.64.2		a1cfa89ebcce936893798ab876f178a4ad8ec451
com.applitools	eyes-sdk-core-java5	5.64.3		dc28489d5d8fe4df60db154532912ece15bb737a
com.applitools	eyes-sdk-core-java5	5.64.4		a22774f48e129761e3ebc450ed2ef96451edbe07
com.applitools	eyes-sdk-core-java5	5.64.5		c236fad377811e9e643f288db94c37aedcaf7145
com.applitools	eyes-sdk-core-java5	5.64.6		74f7929c7ddb85149d9b839422aa2e59decc8bf6
com.applitools	eyes-sdk-core-java5	5.64.7		e07e80dbc06c87aafa79aed7d323f4fb3aea3758
com.applitools	eyes-sdk-core-java5	5.64.8		037c05539f7ee883f88d7019d22f05d54105a3e7
com.applitools	eyes-sdk-core-java5	5.65.0		4a71a8446ad492eae475f22ef1c6fdee238a8546
com.applitools	eyes-sdk-core-java5	5.66.0		0511a2f3fd565308819b4407938aac216d5c3b5b
com.applitools	eyes-sdk-core-java5	5.66.1		3d78c673a92d88363ad6b8f18e67d84b0ca38b9f
com.applitools	eyes-sdk-core-java5	5.66.2		923ef64ae05c88e027306781acd14733b5884f22
com.applitools	eyes-sdk-core-java5	5.66.3		c1bd274cf45b9a1fc64c80a446cc87c6157d8495
com.applitools	eyes-sdk-core-java5	5.66.4		7fc6a9d934053408e7701a7fa96b5f9aed1e4679
com.applitools	eyes-sdk-core-java5	5.66.5		da87c5755307aec7dde4e049d61eec708c7addd6
com.applitools	eyes-sdk-core-java5	5.66.6		2c07dec21e8de8b95ee33531894be2e578594f4a
com.applitools	eyes-sdk-core-java5	5.67.0		73d71b61d0d4dcd68f126152211509bac13d9c2e
com.applitools	eyes-sdk-core-java5	5.67.1		60379b15fa08d3828b51a6ce5a1f1a2d557bda0e
com.applitools	eyes-sdk-core-java5	5.68.1		a4e267cd1a3132ab5ffe91ecdc491745578858f2
com.applitools	eyes-sdk-core-java5	5.68.2		3d506cbd1be30faaa3618489f0fb26bdf37a5de1
com.applitools	eyes-sdk-core-java5	5.69.0		5938ed6ac942dc3bdddfc4625015e67a56b7358b
com.applitools	eyes-sdk-core-java5	5.69.1		1f823774a78073b6ce9b45fedcc56220c3f3cdd5
com.applitools	eyes-sdk-core-java5	5.69.2		a9d8678cdfa604d1650bcff72b846bb582693fd7
com.applitools	eyes-sdk-core-java5	5.69.3		72337c1cbcc884ef133309bd199959c2899dc00c
com.applitools	eyes-sdk-core-java5	5.69.4		7891c6b1e1b1a6145132aae7302aaee664e3c3bd
com.applitools	eyes-sdk-core-java5	5.70.0		7400e85600cfef26ccc831440922d2404807f98f
com.applitools	eyes-sdk-core-java5	5.70.1		519befef17e737a1134e2173e8c03f2645e42f19
com.applitools	eyes-sdk-core-java5	5.71.0		c381e34a42f3c8fef8a2b15d47c6763a0639362b
com.applitools	eyes-sdk-core-java5	5.72.0		f02f7076055902f1d69cc85121fc62d299b65fa2
com.applitools	eyes-sdk-core-java5	5.72.1		180f379e38a34f323ed4592387b41cc14e1e5aa1
com.applitools	eyes-sdk-core-java5	5.72.2		536edbf047b3dbd5d24cbe863ece44a54909635e
com.applitools	eyes-sdk-core-java5	5.72.3		3dbd213adc1bdb0a17b36ae8771bd861d8a40192
com.applitools	eyes-sdk-core-java5	5.73.0		cffebc39a2135a13b742d3228891f8c71c5a1c08
com.applitools	eyes-sdk-core-java5	5.74.0		9565b4e552fd83a13ed3ddab1f751fb0732467b9
com.applitools	eyes-sdk-core-java5	5.75.0		04c63f008461683270549dc10b7b806935780cf5
com.applitools	eyes-sdk-core-java5	5.76.0		17fd453e11dd6f14d69fbbc46607c1d88f650bfa
com.applitools	eyes-sdk-core-java5	5.77.0		bbd779097200e0df699483eb7ae35cb1b07520e1
com.applitools	eyes-sdk-core-java5	5.78.0		746eb093a778fc74b1f8f791d108930167b503b2
com.applitools	eyes-sdk-core-java5	5.78.1		eef0bcf7daf07aa796d6c8036fcc8d811df0a22c
com.applitools	eyes-sdk-core-java5	5.79.0		abac6aeba832f34532fe026ef73ce6994cb19432
com.applitools	eyes-sdk-core-java5	5.8.0		b3a3fcc58a23ba8079f8cc4edda4306784789479
com.applitools	eyes-sdk-core-java5	5.80.0		9f9f80aa0f02bc5fbf85270e615acba3998e989a
com.applitools	eyes-sdk-core-java5	5.81.0		4d6364ab3b4a83a308b7437993d3c4b4217f9dd8
com.applitools	eyes-sdk-core-java5	5.81.1		81b67a969da386a665b1b1e4fc9ccc1d5a220a41
com.applitools	eyes-sdk-core-java5	5.82.0		535f10209c023ff80dfb5467db2ce6cec3d9909c
com.cedarsoft.wicket	yaml-integration	1.1		677824b6ffe211a1ff46bb2763bcb1f26c152218
com.cedarsoft.wicket	yaml-integration	1.1	all	d4de9a3c4d8c56022cf6e06be43bf48d6f3e3cb2
com.cedarsoft.wicket	yaml-integration	1.1.1		378b2f7ac1a99da7ca7be81433414b3c39acaba2
com.cedarsoft.wicket	yaml-integration	1.1.1	all	3111d3a6c5911976b0cd44711b973f23209a5fdd
com.cedarsoft.wicket	yaml-integration	1.1.2		bd62d13fd21be489056d77d5201c21391dde8550
com.cedarsoft.wicket	yaml-integration	1.1.2	all	ab3158a89259087322e2a4ad592662529ba15872
com.cedarsoft.wicket	yaml-integration	1.2.0		9fb9e061ea88aac69b6d4a67d3b8edce015160a9
com.cedarsoft.wicket	yaml-integration	1.2.1		25d32a493c27ead7f64c27edd942050d85ec8e3d
com.cedarsoft.wicket	yaml-integration	1.2.2		a8eb7374a977a0293a5da31ec3fd88ecb4dddd12
com.clouway.testing	clouway-ktesting-gae	0.0.6		feeb02127f91d9d4947b88607959ba16c6570024
com.clouway.testing	clouway-ktesting-gae	0.0.7		3e0a75bae75b81f62bbdc504e769f9d81a64bf4e
com.clouway.testing	clouway-ktesting-gae	0.0.8		bfb84c61235af9d53650ba3377428d5010a6d0ee
com.dameng	DmDialect-for-hibernate6.4	8.1.4.6		83835a68e5555bc896a0d9cdca856f607971af04
com.dameng	DmDialect-for-hibernate6.4	8.1.4.93		a0939f1e4917f50e4e93bfa33d3a2112a9505999
com.daml	testing-utils_2.12	0.13.56-snapshot.20200403.3814.0.47541e70		919b560024b079f536128e32a06b22426314c107
com.daml	testing-utils_2.12	0.13.56-snapshot.20200404.3816.0.30f2c742		919b560024b079f536128e32a06b22426314c107
com.daml	testing-utils_2.12	0.13.56-snapshot.20200407.3843.0.10bac143		6765d391f36a0ee179b442dbb20692509618d5ec
com.daml	testing-utils_2.12	0.13.56-snapshot.20200407.3859.0.b488b353		6765d391f36a0ee179b442dbb20692509618d5ec
com.daml	testing-utils_2.12	0.13.56-snapshot.20200408.3871.0.b3ccacc0		6765d391f36a0ee179b442dbb20692509618d5ec
com.daml	testing-utils_2.12	0.13.56-snapshot.20200408.3877.0.1ddcd3c0		6765d391f36a0ee179b442dbb20692509618d5ec
com.daml	testing-utils_2.12	0.13.56-snapshot.20200411.3905.0.f050da78		6765d391f36a0ee179b442dbb20692509618d5ec
com.daml	testing-utils_2.12	1.0.0		6765d391f36a0ee179b442dbb20692509618d5ec
com.daml	testing-utils_2.12	1.0.1		6765d391f36a0ee179b442dbb20692509618d5ec
com.daml	testing-utils_2.12	1.0.1-snapshot.20200417.3908.1.722bac90		6765d391f36a0ee179b442dbb20692509618d5ec
com.daml	testing-utils_2.12	1.0.1-snapshot.20200424.3917.0.16093690		6765d391f36a0ee179b442dbb20692509618d5ec
com.daml	testing-utils_2.12	1.1.0		6765d391f36a0ee179b442dbb20692509618d5ec
com.daml	testing-utils_2.12	1.1.0-snapshot.20200422.3991.0.6391ee9f		6765d391f36a0ee179b442dbb20692509618d5ec
com.daml	testing-utils_2.12	1.1.0-snapshot.20200430.4057.0.681c862d		6765d391f36a0ee179b442dbb20692509618d5ec
com.daml	testing-utils_2.12	1.1.0-snapshot.20200506.4107.0.7e448d81		0abfddb88e6cb85fc2c7975c401dc56c7b0ac2ec
com.daml	testing-utils_2.12	1.1.1		0abfddb88e6cb85fc2c7975c401dc56c7b0ac2ec
com.daml	testing-utils_2.12	1.10.0		4ce4d3df33aad0580044f92c083cd9b37ae2d146
com.daml	testing-utils_2.12	1.10.0-snapshot.20210120.6106.0.58ef725a		4ce4d3df33aad0580044f92c083cd9b37ae2d146
com.daml	testing-utils_2.12	1.10.0-snapshot.20210125.6143.0.550aa48f		4ce4d3df33aad0580044f92c083cd9b37ae2d146
com.daml	testing-utils_2.12	1.10.0-snapshot.20210201.6207.0.7cf1914d		4ce4d3df33aad0580044f92c083cd9b37ae2d146
com.daml	testing-utils_2.12	1.10.0-snapshot.20210202.6218.0.c0573678		4ce4d3df33aad0580044f92c083cd9b37ae2d146
com.daml	testing-utils_2.12	1.10.0-snapshot.20210208.6257.0.61feb5bf		4ce4d3df33aad0580044f92c083cd9b37ae2d146
com.daml	testing-utils_2.12	1.10.0-snapshot.20210209.6265.0.19bf4031		4ce4d3df33aad0580044f92c083cd9b37ae2d146
com.daml	testing-utils_2.12	1.10.1		4ce4d3df33aad0580044f92c083cd9b37ae2d146
com.daml	testing-utils_2.12	1.10.2		4ce4d3df33aad0580044f92c083cd9b37ae2d146
com.daml	testing-utils_2.12	1.11.0		4ce4d3df33aad0580044f92c083cd9b37ae2d146
com.daml	testing-utils_2.12	1.11.0-snapshot.20210212.6300.0.ad161d7f		4ce4d3df33aad0580044f92c083cd9b37ae2d146
com.daml	testing-utils_2.12	1.11.0-snapshot.20210217.6338.0.ba6ba901		4ce4d3df33aad0580044f92c083cd9b37ae2d146
com.daml	testing-utils_2.12	1.11.0-snapshot.20210224.6385.0.dba114a2		3424b275f81296903cd34a926e1c959ec54a403c
com.daml	testing-utils_2.12	1.11.0-snapshot.20210225.6390.0.0617fbde		4ce4d3df33aad0580044f92c083cd9b37ae2d146
com.daml	testing-utils_2.12	1.11.0-snapshot.20210303.6421.0.145ddaa8		4ce4d3df33aad0580044f92c083cd9b37ae2d146
com.daml	testing-utils_2.12	1.11.0-snapshot.20210304.6422.0.d3d5042a		4ce4d3df33aad0580044f92c083cd9b37ae2d146
com.daml	testing-utils_2.12	1.11.1		4ce4d3df33aad0580044f92c083cd9b37ae2d146
com.daml	testing-utils_2.12	1.11.1-snapshot.20210312.6429.0.7cd6380e		4ce4d3df33aad0580044f92c083cd9b37ae2d146
com.daml	testing-utils_2.12	1.11.1-snapshot.20210312.6429.1.7cd6380e		4ce4d3df33aad0580044f92c083cd9b37ae2d146
com.daml	testing-utils_2.12	1.11.2		4ce4d3df33aad0580044f92c083cd9b37ae2d146
com.daml	testing-utils_2.12	1.11.2-snapshot.20210610.6432.0.ac4a2848		4ce4d3df33aad0580044f92c083cd9b37ae2d146
com.daml	testing-utils_2.12	1.11.2-snapshot.20210610.6433.0.a08f6ea2		4ce4d3df33aad0580044f92c083cd9b37ae2d146
com.daml	testing-utils_2.12	1.11.2-snapshot.20210610.6433.1.a08f6ea2		4ce4d3df33aad0580044f92c083cd9b37ae2d146
com.daml	testing-utils_2.12	1.11.3		4ce4d3df33aad0580044f92c083cd9b37ae2d146
com.daml	testing-utils_2.12	1.11.3-snapshot.20211110.6439.0.632ba5a7		4ce4d3df33aad0580044f92c083cd9b37ae2d146
com.daml	testing-utils_2.12	1.11.3-snapshot.20211111.6441.0.eed4ad32		4ce4d3df33aad0580044f92c083cd9b37ae2d146
com.daml	testing-utils_2.12	1.11.3-snapshot.20211123.6448.0.c679b4ab		4ce4d3df33aad0580044f92c083cd9b37ae2d146
com.daml	testing-utils_2.12	1.12.0		85da3ce38fe884a10bdc0ff9da85ebe79a5926d8
com.daml	testing-utils_2.12	1.12.0-snapshot.20210309.6463.0.f7abca91		4ce4d3df33aad0580044f92c083cd9b37ae2d146
com.daml	testing-utils_2.12	1.12.0-snapshot.20210311.6483.0.5cb857d9		4ce4d3df33aad0580044f92c083cd9b37ae2d146
com.daml	testing-utils_2.12	1.12.0-snapshot.20210311.6490.0.8e25227c		4ce4d3df33aad0580044f92c083cd9b37ae2d146
com.daml	testing-utils_2.12	1.12.0-snapshot.20210312.6493.0.9a7e2465		4ce4d3df33aad0580044f92c083cd9b37ae2d146
com.daml	testing-utils_2.12	1.12.0-snapshot.20210312.6498.0.707c86aa		4ce4d3df33aad0580044f92c083cd9b37ae2d146
com.daml	testing-utils_2.12	1.12.0-snapshot.20210316.6523.0.b382fc45		4ce4d3df33aad0580044f92c083cd9b37ae2d146
com.daml	testing-utils_2.12	1.12.0-snapshot.20210317.6528.0.493e2154		4ce4d3df33aad0580044f92c083cd9b37ae2d146
com.daml	testing-utils_2.12	1.12.0-snapshot.20210323.6567.0.90c5ce70		015dfc277a55b4bb4582808c92631546f5f2de5c
com.daml	testing-utils_2.12	1.12.0-snapshot.20210330.6619.0.007b8674		85da3ce38fe884a10bdc0ff9da85ebe79a5926d8
com.daml	testing-utils_2.12	1.12.0-snapshot.20210330.6622.0.eef158d6		85da3ce38fe884a10bdc0ff9da85ebe79a5926d8
com.daml	testing-utils_2.12	1.12.0-snapshot.20210331.6626.0.29a68134		85da3ce38fe884a10bdc0ff9da85ebe79a5926d8
com.daml	testing-utils_2.12	1.12.0-snapshot.20210331.6634.0.b98a3881		85da3ce38fe884a10bdc0ff9da85ebe79a5926d8
com.daml	testing-utils_2.12	1.12.0-snapshot.20210331.6640.0.4b807899		85da3ce38fe884a10bdc0ff9da85ebe79a5926d8
com.daml	testing-utils_2.12	1.12.0-snapshot.20210406.6646.0.631db446		85da3ce38fe884a10bdc0ff9da85ebe79a5926d8
com.daml	testing-utils_2.12	1.13.0		85da3ce38fe884a10bdc0ff9da85ebe79a5926d8
com.daml	testing-utils_2.12	1.13.0-snapshot.20210413.6706.0.2dc09ba2		85da3ce38fe884a10bdc0ff9da85ebe79a5926d8
com.daml	testing-utils_2.12	1.13.0-snapshot.20210419.6730.0.8c3a8c04		85da3ce38fe884a10bdc0ff9da85ebe79a5926d8
com.daml	testing-utils_2.12	1.13.0-snapshot.20210426.6770.0.ca66061b		85da3ce38fe884a10bdc0ff9da85ebe79a5926d8
com.daml	testing-utils_2.12	1.13.0-snapshot.20210503.6809.0.ca012c3b		85da3ce38fe884a10bdc0ff9da85ebe79a5926d8
com.daml	testing-utils_2.12	1.13.0-snapshot.20210504.6833.0.9ae787d0		85da3ce38fe884a10bdc0ff9da85ebe79a5926d8
com.daml	testing-utils_2.12	1.13.1		85da3ce38fe884a10bdc0ff9da85ebe79a5926d8
com.daml	testing-utils_2.12	1.13.1-snapshot.20210512.6834.0.5f532380		85da3ce38fe884a10bdc0ff9da85ebe79a5926d8
com.daml	testing-utils_2.12	1.13.1-snapshot.20210512.6834.1.5f532380		85da3ce38fe884a10bdc0ff9da85ebe79a5926d8
com.daml	testing-utils_2.12	1.14.0		b599c3b25b7a792b0c15c868765c0a1a4ec7f5b4
com.daml	testing-utils_2.12	1.14.0-snapshot.20210511.6892.0.ca9e89b3		85da3ce38fe884a10bdc0ff9da85ebe79a5926d8
com.daml	testing-utils_2.12	1.14.0-snapshot.20210518.6953.0.a6c7b86a		85da3ce38fe884a10bdc0ff9da85ebe79a5926d8
com.daml	testing-utils_2.12	1.14.0-snapshot.20210526.7024.0.aedb9a82		85da3ce38fe884a10bdc0ff9da85ebe79a5926d8
com.daml	testing-utils_2.12	1.14.0-snapshot.20210601.7081.0.7d716e6d		b599c3b25b7a792b0c15c868765c0a1a4ec7f5b4
com.daml	testing-utils_2.12	1.14.0-snapshot.20210602.7086.0.f36f556b		b599c3b25b7a792b0c15c868765c0a1a4ec7f5b4
com.daml	testing-utils_2.12	1.14.0-snapshot.20210608.7123.0.3cb8d5c2		b599c3b25b7a792b0c15c868765c0a1a4ec7f5b4
com.daml	testing-utils_2.12	1.14.0-snapshot.20210615.7124.0.d1b54ff0		b599c3b25b7a792b0c15c868765c0a1a4ec7f5b4
com.daml	testing-utils_2.12	1.14.0-snapshot.20210615.7169.0.adeba206		b599c3b25b7a792b0c15c868765c0a1a4ec7f5b4
com.daml	testing-utils_2.12	1.14.1		b599c3b25b7a792b0c15c868765c0a1a4ec7f5b4
com.daml	testing-utils_2.12	1.14.1-snapshot.20210706.7133.0.8ec16e94		b599c3b25b7a792b0c15c868765c0a1a4ec7f5b4
com.daml	testing-utils_2.12	1.14.2		b599c3b25b7a792b0c15c868765c0a1a4ec7f5b4
com.daml	testing-utils_2.12	1.14.2-snapshot.20210708.7135.0.aa297840		b599c3b25b7a792b0c15c868765c0a1a4ec7f5b4
com.daml	testing-utils_2.12	1.15.0		b599c3b25b7a792b0c15c868765c0a1a4ec7f5b4
com.daml	testing-utils_2.12	1.15.0-snapshot.20210615.7169.0.adeba206		b599c3b25b7a792b0c15c868765c0a1a4ec7f5b4
com.daml	testing-utils_2.12	1.15.0-snapshot.20210623.7217.0.5b73813d		b599c3b25b7a792b0c15c868765c0a1a4ec7f5b4
com.daml	testing-utils_2.12	1.15.0-snapshot.20210630.7261.0.84e1f3a7		b599c3b25b7a792b0c15c868765c0a1a4ec7f5b4
com.daml	testing-utils_2.12	1.15.0-snapshot.20210705.7286.0.62aabcc4		b599c3b25b7a792b0c15c868765c0a1a4ec7f5b4
com.daml	testing-utils_2.12	1.16.0		47026474eea40ad8d72ffa54f4c9c2cd71d5f4d1
com.daml	testing-utils_2.12	1.16.0-snapshot.20210713.7343.0.1f35db17		b599c3b25b7a792b0c15c868765c0a1a4ec7f5b4
com.daml	testing-utils_2.12	1.16.0-snapshot.20210720.7404.0.b7cf42d1		47026474eea40ad8d72ffa54f4c9c2cd71d5f4d1
com.daml	testing-utils_2.12	1.16.0-snapshot.20210727.7476.0.b5e9d861		47026474eea40ad8d72ffa54f4c9c2cd71d5f4d1
com.daml	testing-utils_2.12	1.16.0-snapshot.20210802.7499.0.5157ad6d		47026474eea40ad8d72ffa54f4c9c2cd71d5f4d1
com.daml	testing-utils_2.12	1.16.0-snapshot.20210805.7501.0.48050ad7		47026474eea40ad8d72ffa54f4c9c2cd71d5f4d1
com.daml	testing-utils_2.12	1.17.0		e66265a992317169e69881bce5ca45389992593c
com.daml	testing-utils_2.12	1.17.0-snapshot.20210811.7565.0.f1a55aa4		b50bd16518aeb88eb7628bf5acc6b1fb1ddec707
com.daml	testing-utils_2.12	1.17.0-snapshot.20210817.7604.0.0c187853		b50bd16518aeb88eb7628bf5acc6b1fb1ddec707
com.daml	testing-utils_2.12	1.17.0-snapshot.20210824.7647.0.640fb683		b50bd16518aeb88eb7628bf5acc6b1fb1ddec707
com.daml	testing-utils_2.12	1.17.0-snapshot.20210831.7702.0.f058c2f1		e66265a992317169e69881bce5ca45389992593c
com.daml	testing-utils_2.12	1.17.0-snapshot.20210907.7759.0.35a853fd		e66265a992317169e69881bce5ca45389992593c
com.daml	testing-utils_2.12	1.17.0-snapshot.20210910.7786.0.976ca400		e66265a992317169e69881bce5ca45389992593c
